ENSORLP00000011382	ENSTNIP00000006282
ENSORLP00000013578	ENSTNIP00000019510
ENSORLP00000002641	ENSTNIP00000005841
ENSORLP00000020538	ENSTNIP00000018321
ENSORLP00000011373	ENSTNIP00000022411
ENSORLP00000017560	ENSTNIP00000007761
ENSORLP00000012660	ENSTNIP00000011079
ENSORLP00000018850	ENSTNIP00000018788
ENSORLP00000016603	ENSTNIP00000001726
ENSORLP00000013197	ENSTNIP00000019688
ENSORLP00000023754	ENSTNIP00000006911
ENSORLP00000009735	ENSTNIP00000022247
ENSORLP00000024512	ENSTNIP00000022065
ENSORLP00000019903	ENSTNIP00000002313
ENSORLP00000017972	ENSTNIP00000012123
ENSORLP00000018468	ENSTNIP00000013769
ENSORLP00000017472	ENSTNIP00000007846
ENSORLP00000024933	ENSTNIP00000005034
ENSORLP00000014083	ENSTNIP00000003425
ENSORLP00000005014	ENSTNIP00000017906
ENSORLP00000003901	ENSTNIP00000019252
ENSORLP00000020690	ENSTNIP00000005534
ENSORLP00000006611	ENSTNIP00000003339
ENSORLP00000018355	ENSTNIP00000006333
ENSORLP00000004734	ENSTNIP00000019094
ENSORLP00000017059	ENSTNIP00000008996
ENSORLP00000024143	ENSTNIP00000021182
ENSORLP00000016785	ENSTNIP00000000042
ENSORLP00000022037	ENSTNIP00000011316
ENSORLP00000015662	ENSTNIP00000007201
ENSORLP00000020653	ENSTNIP00000020543
ENSORLP00000023077	ENSTNIP00000003185
ENSORLP00000004647	ENSTNIP00000019089
ENSORLP00000016143	ENSTNIP00000018753
ENSORLP00000009105	ENSTNIP00000012232
ENSORLP00000017413	ENSTNIP00000014828
ENSORLP00000007177	ENSTNIP00000010801
ENSORLP00000020578	ENSTNIP00000011186
ENSORLP00000019852	ENSTNIP00000006999
ENSORLP00000000520	ENSTNIP00000016509
ENSORLP00000015586	ENSTNIP00000012986
ENSORLP00000001850	ENSTNIP00000016505
ENSORLP00000018499	ENSTNIP00000015233
ENSORLP00000017139	ENSTNIP00000008999
ENSORLP00000012845	ENSTNIP00000006836
ENSORLP00000009410	ENSTNIP00000014698
ENSORLP00000022082	ENSTNIP00000005450
ENSORLP00000006201	ENSTNIP00000000520
ENSORLP00000016864	ENSTNIP00000011543
ENSORLP00000011475	ENSTNIP00000015699
ENSORLP00000008325	ENSTNIP00000012921
ENSORLP00000012778	ENSTNIP00000000363
ENSORLP00000024451	ENSTNIP00000005352
ENSORLP00000002768	ENSTNIP00000016475
ENSORLP00000004023	ENSTNIP00000018447
ENSORLP00000019808	ENSTNIP00000014392
ENSORLP00000006981	ENSTNIP00000020168
ENSORLP00000006083	ENSTNIP00000019133
ENSORLP00000016613	ENSTNIP00000015255
ENSORLP00000025638	ENSTNIP00000018514
ENSORLP00000014348	ENSTNIP00000009438
ENSORLP00000003677	ENSTNIP00000006743
ENSORLP00000013557	ENSTNIP00000018018
ENSORLP00000000318	ENSTNIP00000017675
ENSORLP00000018981	ENSTNIP00000021410
ENSORLP00000015267	ENSTNIP00000010866
ENSORLP00000022296	ENSTNIP00000008110
ENSORLP00000011001	ENSTNIP00000006289
ENSORLP00000012257	ENSTNIP00000021498
ENSORLP00000023995	ENSTNIP00000009221
ENSORLP00000000623	ENSTNIP00000020667
ENSORLP00000015071	ENSTNIP00000014319
ENSORLP00000018204	ENSTNIP00000020417
ENSORLP00000007403	ENSTNIP00000018902
ENSORLP00000022528	ENSTNIP00000013469
ENSORLP00000014894	ENSTNIP00000014292
ENSORLP00000010394	ENSTNIP00000012626
ENSORLP00000000121	ENSTNIP00000000160
ENSORLP00000012230	ENSTNIP00000022864
ENSORLP00000025189	ENSTNIP00000009168
ENSORLP00000004162	ENSTNIP00000007628
ENSORLP00000014202	ENSTNIP00000005568
ENSORLP00000024181	ENSTNIP00000017510
ENSORLP00000006811	ENSTNIP00000009861
ENSORLP00000022873	ENSTNIP00000002193
ENSORLP00000018455	ENSTNIP00000004813
ENSORLP00000025749	ENSTNIP00000009696
ENSORLP00000004793	ENSTNIP00000013247
ENSORLP00000021892	ENSTNIP00000011340
ENSORLP00000007392	ENSTNIP00000000289
ENSORLP00000023358	ENSTNIP00000016082
ENSORLP00000005080	ENSTNIP00000020924
ENSORLP00000010538	ENSTNIP00000019000
ENSORLP00000005797	ENSTNIP00000010279
ENSORLP00000010144	ENSTNIP00000009932
ENSORLP00000020205	ENSTNIP00000003449
ENSORLP00000018672	ENSTNIP00000004684
ENSORLP00000011117	ENSTNIP00000007300
ENSORLP00000016314	ENSTNIP00000018747
ENSORLP00000002935	ENSTNIP00000011045
ENSORLP00000006676	ENSTNIP00000021931
ENSORLP00000008517	ENSTNIP00000012930
ENSORLP00000008839	ENSTNIP00000013978
ENSORLP00000016370	ENSTNIP00000005556
ENSORLP00000016474	ENSTNIP00000020375
ENSORLP00000010339	ENSTNIP00000010247
ENSORLP00000023302	ENSTNIP00000011438
ENSORLP00000024984	ENSTNIP00000016568
ENSORLP00000006907	ENSTNIP00000020165
ENSORLP00000008939	ENSTNIP00000018961
ENSORLP00000021881	ENSTNIP00000004982
ENSORLP00000025750	ENSTNIP00000000770
ENSORLP00000007501	ENSTNIP00000008371
ENSORLP00000025601	ENSTNIP00000017924
ENSORLP00000010493	ENSTNIP00000007121
ENSORLP00000017162	ENSTNIP00000015521
ENSORLP00000010858	ENSTNIP00000008119
ENSORLP00000003400	ENSTNIP00000008793
ENSORLP00000022100	ENSTNIP00000019992
ENSORLP00000016907	ENSTNIP00000016403
ENSORLP00000017237	ENSTNIP00000019482
ENSORLP00000000984	ENSTNIP00000005341
ENSORLP00000016363	ENSTNIP00000014927
ENSORLP00000022112	ENSTNIP00000019990
ENSORLP00000015636	ENSTNIP00000010778
ENSORLP00000021573	ENSTNIP00000013628
ENSORLP00000009926	ENSTNIP00000011215
ENSORLP00000003010	ENSTNIP00000009006
ENSORLP00000023417	ENSTNIP00000005134
ENSORLP00000024277	ENSTNIP00000022361
ENSORLP00000012113	ENSTNIP00000014787
ENSORLP00000024721	ENSTNIP00000005227
ENSORLP00000024255	ENSTNIP00000001743
ENSORLP00000002816	ENSTNIP00000017978
ENSORLP00000008253	ENSTNIP00000018171
ENSORLP00000011713	ENSTNIP00000012158
ENSORLP00000007533	ENSTNIP00000018908
ENSORLP00000023745	ENSTNIP00000013396
ENSORLP00000023405	ENSTNIP00000016225
ENSORLP00000020273	ENSTNIP00000020519
ENSORLP00000001475	ENSTNIP00000018695
ENSORLP00000005214	ENSTNIP00000014955
ENSORLP00000001519	ENSTNIP00000009361
ENSORLP00000013208	ENSTNIP00000006510
ENSORLP00000015320	ENSTNIP00000016877
ENSORLP00000000195	ENSTNIP00000020813
ENSORLP00000003444	ENSTNIP00000016355
ENSORLP00000000364	ENSTNIP00000023102
ENSORLP00000015130	ENSTNIP00000014321
ENSORLP00000018427	ENSTNIP00000009605
ENSORLP00000001754	ENSTNIP00000020789
ENSORLP00000012736	ENSTNIP00000006427
ENSORLP00000014839	ENSTNIP00000015189
ENSORLP00000022473	ENSTNIP00000016936
ENSORLP00000012185	ENSTNIP00000011085
ENSORLP00000010595	ENSTNIP00000017398
ENSORLP00000001989	ENSTNIP00000020771
ENSORLP00000012197	ENSTNIP00000015718
ENSORLP00000019945	ENSTNIP00000012598
ENSORLP00000011516	ENSTNIP00000000816
ENSORLP00000019603	ENSTNIP00000014362
ENSORLP00000004656	ENSTNIP00000009202
ENSORLP00000004066	ENSTNIP00000016375
ENSORLP00000018276	ENSTNIP00000009499
ENSORLP00000010441	ENSTNIP00000018999
ENSORLP00000006026	ENSTNIP00000022082
ENSORLP00000006262	ENSTNIP00000020960
ENSORLP00000018899	ENSTNIP00000006367
ENSORLP00000017094	ENSTNIP00000020295
ENSORLP00000010082	ENSTNIP00000006047
ENSORLP00000002299	ENSTNIP00000016493
ENSORLP00000007133	ENSTNIP00000021947
ENSORLP00000010227	ENSTNIP00000011927
ENSORLP00000001124	ENSTNIP00000018679
ENSORLP00000010860	ENSTNIP00000016145
ENSORLP00000009736	ENSTNIP00000021838
ENSORLP00000022422	ENSTNIP00000001201
ENSORLP00000013907	ENSTNIP00000010719
ENSORLP00000007875	ENSTNIP00000022270
ENSORLP00000017276	ENSTNIP00000014837
ENSORLP00000003551	ENSTNIP00000012008
ENSORLP00000002183	ENSTNIP00000017599
ENSORLP00000023730	ENSTNIP00000013394
ENSORLP00000007873	ENSTNIP00000018271
ENSORLP00000006472	ENSTNIP00000002339
ENSORLP00000005514	ENSTNIP00000019116
ENSORLP00000011873	ENSTNIP00000004437
ENSORLP00000014066	ENSTNIP00000013747
ENSORLP00000010379	ENSTNIP00000018862
ENSORLP00000014532	ENSTNIP00000017087
ENSORLP00000025350	ENSTNIP00000006708
ENSORLP00000012880	ENSTNIP00000021326
ENSORLP00000001040	ENSTNIP00000020656
ENSORLP00000016008	ENSTNIP00000004941
ENSORLP00000013785	ENSTNIP00000019704
ENSORLP00000013560	ENSTNIP00000005928
ENSORLP00000016892	ENSTNIP00000015245
ENSORLP00000017903	ENSTNIP00000006386
ENSORLP00000000288	ENSTNIP00000004765
ENSORLP00000015791	ENSTNIP00000005924
ENSORLP00000005860	ENSTNIP00000019315
ENSORLP00000021467	ENSTNIP00000020616
ENSORLP00000017895	ENSTNIP00000015476
ENSORLP00000024590	ENSTNIP00000007500
ENSORLP00000001325	ENSTNIP00000018687
ENSORLP00000024949	ENSTNIP00000005033
ENSORLP00000006172	ENSTNIP00000012859
ENSORLP00000015850	ENSTNIP00000010029
ENSORLP00000011350	ENSTNIP00000019444
ENSORLP00000004728	ENSTNIP00000017896
ENSORLP00000002361	ENSTNIP00000006050
ENSORLP00000006309	ENSTNIP00000012310
ENSORLP00000017216	ENSTNIP00000007646
ENSORLP00000024821	ENSTNIP00000018010
ENSORLP00000002697	ENSTNIP00000003084
ENSORLP00000017531	ENSTNIP00000012102
ENSORLP00000005270	ENSTNIP00000007805
ENSORLP00000018397	ENSTNIP00000013220
ENSORLP00000014262	ENSTNIP00000005899
ENSORLP00000022748	ENSTNIP00000007461
ENSORLP00000005914	ENSTNIP00000012514
ENSORLP00000006229	ENSTNIP00000012318
ENSORLP00000025068	ENSTNIP00000020673
ENSORLP00000015427	ENSTNIP00000012996
ENSORLP00000013893	ENSTNIP00000019708
ENSORLP00000009907	ENSTNIP00000011916
ENSORLP00000024296	ENSTNIP00000023070
ENSORLP00000021710	ENSTNIP00000020056
ENSORLP00000003801	ENSTNIP00000019069
ENSORLP00000004304	ENSTNIP00000023064
ENSORLP00000002230	ENSTNIP00000006995
ENSORLP00000006462	ENSTNIP00000009989
ENSORLP00000025232	ENSTNIP00000009274
ENSORLP00000021375	ENSTNIP00000007088
ENSORLP00000015362	ENSTNIP00000008088
ENSORLP00000025307	ENSTNIP00000021714
ENSORLP00000018103	ENSTNIP00000010400
ENSORLP00000008272	ENSTNIP00000021198
ENSORLP00000003717	ENSTNIP00000005291
ENSORLP00000008960	ENSTNIP00000007575
ENSORLP00000011653	ENSTNIP00000006470
ENSORLP00000004155	ENSTNIP00000009152
ENSORLP00000011619	ENSTNIP00000004348
ENSORLP00000017693	ENSTNIP00000007383
ENSORLP00000020324	ENSTNIP00000018310
ENSORLP00000013946	ENSTNIP00000002368
ENSORLP00000022876	ENSTNIP00000013322
ENSORLP00000010798	ENSTNIP00000022485
ENSORLP00000019636	ENSTNIP00000008687
ENSORLP00000019913	ENSTNIP00000012597
ENSORLP00000015839	ENSTNIP00000006666
ENSORLP00000015369	ENSTNIP00000022910
ENSORLP00000022611	ENSTNIP00000016924
ENSORLP00000014863	ENSTNIP00000016866
ENSORLP00000014970	ENSTNIP00000019739
ENSORLP00000011964	ENSTNIP00000006842
ENSORLP00000002964	ENSTNIP00000012716
ENSORLP00000015878	ENSTNIP00000006451
ENSORLP00000007050	ENSTNIP00000016338
ENSORLP00000012034	ENSTNIP00000022618
ENSORLP00000006958	ENSTNIP00000014002
ENSORLP00000009752	ENSTNIP00000008828
ENSORLP00000024713	ENSTNIP00000018420
ENSORLP00000023800	ENSTNIP00000002207
ENSORLP00000018997	ENSTNIP00000019874
ENSORLP00000014827	ENSTNIP00000007318
ENSORLP00000018885	ENSTNIP00000021413
ENSORLP00000019887	ENSTNIP00000010084
ENSORLP00000002803	ENSTNIP00000019920
ENSORLP00000007000	ENSTNIP00000018213
ENSORLP00000008944	ENSTNIP00000015148
ENSORLP00000016733	ENSTNIP00000015537
ENSORLP00000009680	ENSTNIP00000014050
ENSORLP00000007782	ENSTNIP00000021581
ENSORLP00000006114	ENSTNIP00000009313
ENSORLP00000000390	ENSTNIP00000020820
ENSORLP00000013346	ENSTNIP00000000334
ENSORLP00000018539	ENSTNIP00000004460
ENSORLP00000002345	ENSTNIP00000012430
ENSORLP00000016591	ENSTNIP00000014452
ENSORLP00000005897	ENSTNIP00000012516
ENSORLP00000007678	ENSTNIP00000011808
ENSORLP00000008536	ENSTNIP00000012248
ENSORLP00000007428	ENSTNIP00000018621
ENSORLP00000007538	ENSTNIP00000011613
ENSORLP00000016023	ENSTNIP00000020387
ENSORLP00000012840	ENSTNIP00000016796
ENSORLP00000022849	ENSTNIP00000021007
ENSORLP00000000911	ENSTNIP00000010413
ENSORLP00000012020	ENSTNIP00000022557
ENSORLP00000007173	ENSTNIP00000018616
ENSORLP00000021759	ENSTNIP00000020647
ENSORLP00000017609	ENSTNIP00000015213
ENSORLP00000025771	ENSTNIP00000000560
ENSORLP00000005106	ENSTNIP00000019103
ENSORLP00000003094	ENSTNIP00000016466
ENSORLP00000020285	ENSTNIP00000022366
ENSORLP00000024549	ENSTNIP00000003019
ENSORLP00000013776	ENSTNIP00000008904
ENSORLP00000008662	ENSTNIP00000018952
ENSORLP00000001558	ENSTNIP00000012465
ENSORLP00000004083	ENSTNIP00000016303
ENSORLP00000008384	ENSTNIP00000011478
ENSORLP00000022841	ENSTNIP00000021006
ENSORLP00000005732	ENSTNIP00000020743
ENSORLP00000004807	ENSTNIP00000016097
ENSORLP00000008861	ENSTNIP00000011258
ENSORLP00000013338	ENSTNIP00000008186
ENSORLP00000009896	ENSTNIP00000003750
ENSORLP00000025385	ENSTNIP00000009121
ENSORLP00000015202	ENSTNIP00000017063
ENSORLP00000009916	ENSTNIP00000012657
ENSORLP00000015910	ENSTNIP00000004846
ENSORLP00000007989	ENSTNIP00000010536
ENSORLP00000022055	ENSTNIP00000022325
ENSORLP00000006799	ENSTNIP00000021745
ENSORLP00000007295	ENSTNIP00000008468
ENSORLP00000017852	ENSTNIP00000010471
ENSORLP00000006477	ENSTNIP00000003801
ENSORLP00000012534	ENSTNIP00000016803
ENSORLP00000015965	ENSTNIP00000016905
ENSORLP00000007626	ENSTNIP00000006875
ENSORLP00000024898	ENSTNIP00000009634
ENSORLP00000019410	ENSTNIP00000003027
ENSORLP00000022972	ENSTNIP00000005124
ENSORLP00000003969	ENSTNIP00000015876
ENSORLP00000015772	ENSTNIP00000010783
ENSORLP00000008290	ENSTNIP00000003573
ENSORLP00000018737	ENSTNIP00000015067
ENSORLP00000015752	ENSTNIP00000005165
ENSORLP00000022672	ENSTNIP00000001684
ENSORLP00000014154	ENSTNIP00000002431
ENSORLP00000011204	ENSTNIP00000016916
ENSORLP00000006148	ENSTNIP00000019136
ENSORLP00000003131	ENSTNIP00000019390
ENSORLP00000016022	ENSTNIP00000005664
ENSORLP00000006457	ENSTNIP00000011428
ENSORLP00000012744	ENSTNIP00000005146
ENSORLP00000001733	ENSTNIP00000017629
ENSORLP00000018543	ENSTNIP00000013791
ENSORLP00000024779	ENSTNIP00000009072
ENSORLP00000011068	ENSTNIP00000012177
ENSORLP00000025235	ENSTNIP00000008079
ENSORLP00000017399	ENSTNIP00000016069
ENSORLP00000001509	ENSTNIP00000018652
ENSORLP00000020487	ENSTNIP00000020538
ENSORLP00000011219	ENSTNIP00000021537
ENSORLP00000016053	ENSTNIP00000014567
ENSORLP00000007288	ENSTNIP00000010804
ENSORLP00000000145	ENSTNIP00000006558
ENSORLP00000009899	ENSTNIP00000021129
ENSORLP00000008298	ENSTNIP00000021197
ENSORLP00000024050	ENSTNIP00000013831
ENSORLP00000011228	ENSTNIP00000006285
ENSORLP00000013478	ENSTNIP00000006146
ENSORLP00000001715	ENSTNIP00000005667
ENSORLP00000005848	ENSTNIP00000012519
ENSORLP00000006494	ENSTNIP00000022095
ENSORLP00000022580	ENSTNIP00000013897
ENSORLP00000012528	ENSTNIP00000018508
ENSORLP00000024783	ENSTNIP00000005325
ENSORLP00000007186	ENSTNIP00000018617
ENSORLP00000020716	ENSTNIP00000014605
ENSORLP00000015937	ENSTNIP00000010030
ENSORLP00000024079	ENSTNIP00000000779
ENSORLP00000012280	ENSTNIP00000015721
ENSORLP00000011022	ENSTNIP00000013015
ENSORLP00000019792	ENSTNIP00000022364
ENSORLP00000019767	ENSTNIP00000018348
ENSORLP00000022503	ENSTNIP00000008039
ENSORLP00000007946	ENSTNIP00000018927
ENSORLP00000003629	ENSTNIP00000019899
ENSORLP00000018698	ENSTNIP00000006161
ENSORLP00000003253	ENSTNIP00000019009
ENSORLP00000019935	ENSTNIP00000011642
ENSORLP00000011195	ENSTNIP00000009716
ENSORLP00000006126	ENSTNIP00000014269
ENSORLP00000006995	ENSTNIP00000018607
ENSORLP00000003031	ENSTNIP00000017169
ENSORLP00000003593	ENSTNIP00000015905
ENSORLP00000006837	ENSTNIP00000012293
ENSORLP00000018960	ENSTNIP00000015503
ENSORLP00000020902	ENSTNIP00000013507
ENSORLP00000020076	ENSTNIP00000022056
ENSORLP00000004648	ENSTNIP00000016539
ENSORLP00000009842	ENSTNIP00000006859
ENSORLP00000001439	ENSTNIP00000001336
ENSORLP00000002832	ENSTNIP00000019379
ENSORLP00000017186	ENSTNIP00000006097
ENSORLP00000024897	ENSTNIP00000016029
ENSORLP00000020955	ENSTNIP00000013931
ENSORLP00000002287	ENSTNIP00000011292
ENSORLP00000009624	ENSTNIP00000010990
ENSORLP00000022983	ENSTNIP00000017690
ENSORLP00000000258	ENSTNIP00000013821
ENSORLP00000023581	ENSTNIP00000013309
ENSORLP00000003567	ENSTNIP00000007280
ENSORLP00000003695	ENSTNIP00000019245
ENSORLP00000005916	ENSTNIP00000012853
ENSORLP00000012706	ENSTNIP00000012562
ENSORLP00000013172	ENSTNIP00000000495
ENSORLP00000001721	ENSTNIP00000016589
ENSORLP00000005458	ENSTNIP00000012835
ENSORLP00000018656	ENSTNIP00000019478
ENSORLP00000005620	ENSTNIP00000017850
ENSORLP00000004610	ENSTNIP00000017893
ENSORLP00000016324	ENSTNIP00000015263
ENSORLP00000017896	ENSTNIP00000008411
ENSORLP00000003128	ENSTNIP00000002648
ENSORLP00000015679	ENSTNIP00000022813
ENSORLP00000007423	ENSTNIP00000018903
ENSORLP00000021404	ENSTNIP00000001945
ENSORLP00000007052	ENSTNIP00000008310
ENSORLP00000016354	ENSTNIP00000016636
ENSORLP00000009087	ENSTNIP00000015776
ENSORLP00000014718	ENSTNIP00000014530
ENSORLP00000009483	ENSTNIP00000011524
ENSORLP00000010852	ENSTNIP00000012184
ENSORLP00000016038	ENSTNIP00000015558
ENSORLP00000015909	ENSTNIP00000012045
ENSORLP00000020528	ENSTNIP00000019563
ENSORLP00000007601	ENSTNIP00000018910
ENSORLP00000008449	ENSTNIP00000010557
ENSORLP00000010367	ENSTNIP00000014736
ENSORLP00000000993	ENSTNIP00000005340
ENSORLP00000009207	ENSTNIP00000009729
ENSORLP00000002808	ENSTNIP00000019241
ENSORLP00000001773	ENSTNIP00000012440
ENSORLP00000007459	ENSTNIP00000016321
ENSORLP00000023543	ENSTNIP00000019826
ENSORLP00000019473	ENSTNIP00000023119
ENSORLP00000013747	ENSTNIP00000018023
ENSORLP00000019846	ENSTNIP00000011650
ENSORLP00000021244	ENSTNIP00000013862
ENSORLP00000003943	ENSTNIP00000010168
ENSORLP00000015862	ENSTNIP00000006954
ENSORLP00000017894	ENSTNIP00000009143
ENSORLP00000017870	ENSTNIP00000010469
ENSORLP00000003171	ENSTNIP00000022726
ENSORLP00000006143	ENSTNIP00000021771
ENSORLP00000004991	ENSTNIP00000012818
ENSORLP00000004263	ENSTNIP00000002944
ENSORLP00000018915	ENSTNIP00000006502
ENSORLP00000000791	ENSTNIP00000008775
ENSORLP00000002513	ENSTNIP00000005865
ENSORLP00000010114	ENSTNIP00000021582
ENSORLP00000022299	ENSTNIP00000022389
ENSORLP00000004622	ENSTNIP00000012810
ENSORLP00000011062	ENSTNIP00000021545
ENSORLP00000015900	ENSTNIP00000012044
ENSORLP00000006497	ENSTNIP00000018231
ENSORLP00000003980	ENSTNIP00000011035
ENSORLP00000002790	ENSTNIP00000017977
ENSORLP00000014662	ENSTNIP00000015124
ENSORLP00000019982	ENSTNIP00000010079
ENSORLP00000016707	ENSTNIP00000005887
ENSORLP00000021771	ENSTNIP00000008530
ENSORLP00000006150	ENSTNIP00000019289
ENSORLP00000002007	ENSTNIP00000013305
ENSORLP00000006680	ENSTNIP00000006679
ENSORLP00000022840	ENSTNIP00000011760
ENSORLP00000002126	ENSTNIP00000012456
ENSORLP00000017327	ENSTNIP00000009021
ENSORLP00000011618	ENSTNIP00000011103
ENSORLP00000023470	ENSTNIP00000010010
ENSORLP00000009654	ENSTNIP00000012665
ENSORLP00000025842	ENSTNIP00000014561
ENSORLP00000017242	ENSTNIP00000016609
ENSORLP00000003578	ENSTNIP00000016243
ENSORLP00000012771	ENSTNIP00000016798
ENSORLP00000008907	ENSTNIP00000015765
ENSORLP00000019918	ENSTNIP00000005454
ENSORLP00000004511	ENSTNIP00000016109
ENSORLP00000016399	ENSTNIP00000007584
ENSORLP00000015838	ENSTNIP00000006353
ENSORLP00000006356	ENSTNIP00000009763
ENSORLP00000004692	ENSTNIP00000012780
ENSORLP00000003684	ENSTNIP00000015899
ENSORLP00000002667	ENSTNIP00000006093
ENSORLP00000020215	ENSTNIP00000018307
ENSORLP00000007263	ENSTNIP00000022292
ENSORLP00000012240	ENSTNIP00000014897
ENSORLP00000000389	ENSTNIP00000020716
ENSORLP00000012608	ENSTNIP00000011078
ENSORLP00000005609	ENSTNIP00000017226
ENSORLP00000023739	ENSTNIP00000013395
ENSORLP00000004177	ENSTNIP00000016433
ENSORLP00000012001	ENSTNIP00000019654
ENSORLP00000011482	ENSTNIP00000010625
ENSORLP00000003612	ENSTNIP00000019208
ENSORLP00000012027	ENSTNIP00000007233
ENSORLP00000006132	ENSTNIP00000020731
ENSORLP00000011000	ENSTNIP00000015680
ENSORLP00000003538	ENSTNIP00000014994
ENSORLP00000015304	ENSTNIP00000016876
ENSORLP00000020483	ENSTNIP00000015409
ENSORLP00000005009	ENSTNIP00000007228
ENSORLP00000016054	ENSTNIP00000015284
ENSORLP00000019232	ENSTNIP00000021013
ENSORLP00000003859	ENSTNIP00000022224
ENSORLP00000007480	ENSTNIP00000012280
ENSORLP00000018916	ENSTNIP00000010061
ENSORLP00000015288	ENSTNIP00000013677
ENSORLP00000001701	ENSTNIP00000009063
ENSORLP00000013652	ENSTNIP00000006088
ENSORLP00000001977	ENSTNIP00000020243
ENSORLP00000018972	ENSTNIP00000013178
ENSORLP00000003739	ENSTNIP00000014191
ENSORLP00000004834	ENSTNIP00000012350
ENSORLP00000017885	ENSTNIP00000002737
ENSORLP00000015470	ENSTNIP00000014546
ENSORLP00000002122	ENSTNIP00000020653
ENSORLP00000011478	ENSTNIP00000019449
ENSORLP00000020979	ENSTNIP00000013933
ENSORLP00000008959	ENSTNIP00000015147
ENSORLP00000005922	ENSTNIP00000019309
ENSORLP00000015521	ENSTNIP00000001671
ENSORLP00000006794	ENSTNIP00000011427
ENSORLP00000015792	ENSTNIP00000020761
ENSORLP00000006880	ENSTNIP00000000146
ENSORLP00000018946	ENSTNIP00000004980
ENSORLP00000022106	ENSTNIP00000019991
ENSORLP00000021350	ENSTNIP00000013875
ENSORLP00000013471	ENSTNIP00000006825
ENSORLP00000025544	ENSTNIP00000008558
ENSORLP00000017357	ENSTNIP00000020341
ENSORLP00000024907	ENSTNIP00000016028
ENSORLP00000010865	ENSTNIP00000018468
ENSORLP00000025640	ENSTNIP00000011132
ENSORLP00000004281	ENSTNIP00000005717
ENSORLP00000011660	ENSTNIP00000005563
ENSORLP00000024436	ENSTNIP00000016235
ENSORLP00000007291	ENSTNIP00000000002
ENSORLP00000002107	ENSTNIP00000016399
ENSORLP00000023110	ENSTNIP00000022792
ENSORLP00000012120	ENSTNIP00000014902
ENSORLP00000005004	ENSTNIP00000000612
ENSORLP00000023239	ENSTNIP00000012748
ENSORLP00000000081	ENSTNIP00000013526
ENSORLP00000018538	ENSTNIP00000001245
ENSORLP00000025530	ENSTNIP00000008557
ENSORLP00000018642	ENSTNIP00000015452
ENSORLP00000017943	ENSTNIP00000012126
ENSORLP00000025118	ENSTNIP00000006492
ENSORLP00000006367	ENSTNIP00000022092
ENSORLP00000011496	ENSTNIP00000022597
ENSORLP00000005862	ENSTNIP00000012518
ENSORLP00000010197	ENSTNIP00000021576
ENSORLP00000020626	ENSTNIP00000015639
ENSORLP00000012056	ENSTNIP00000014906
ENSORLP00000018463	ENSTNIP00000013768
ENSORLP00000003745	ENSTNIP00000007941
ENSORLP00000022802	ENSTNIP00000021953
ENSORLP00000007556	ENSTNIP00000018909
ENSORLP00000024498	ENSTNIP00000007095
ENSORLP00000018556	ENSTNIP00000013771
ENSORLP00000005683	ENSTNIP00000017846
ENSORLP00000019209	ENSTNIP00000021014
ENSORLP00000003025	ENSTNIP00000006000
ENSORLP00000015671	ENSTNIP00000004089
ENSORLP00000024594	ENSTNIP00000008376
ENSORLP00000019724	ENSTNIP00000020481
ENSORLP00000015010	ENSTNIP00000008084
ENSORLP00000021401	ENSTNIP00000018550
ENSORLP00000009180	ENSTNIP00000011247
ENSORLP00000002705	ENSTNIP00000001823
ENSORLP00000001535	ENSTNIP00000016748
ENSORLP00000025571	ENSTNIP00000017517
ENSORLP00000001823	ENSTNIP00000005949
ENSORLP00000006438	ENSTNIP00000020144
ENSORLP00000018624	ENSTNIP00000008615
ENSORLP00000025202	ENSTNIP00000007353
ENSORLP00000018442	ENSTNIP00000005805
ENSORLP00000017832	ENSTNIP00000008928
ENSORLP00000018748	ENSTNIP00000013232
ENSORLP00000000183	ENSTNIP00000009060
ENSORLP00000013552	ENSTNIP00000020833
ENSORLP00000001870	ENSTNIP00000017626
ENSORLP00000000127	ENSTNIP00000006053
ENSORLP00000005627	ENSTNIP00000012530
ENSORLP00000023380	ENSTNIP00000017699
ENSORLP00000013464	ENSTNIP00000008568
ENSORLP00000002019	ENSTNIP00000020244
ENSORLP00000022189	ENSTNIP00000017890
ENSORLP00000022942	ENSTNIP00000021966
ENSORLP00000010519	ENSTNIP00000021132
ENSORLP00000019928	ENSTNIP00000020496
ENSORLP00000017322	ENSTNIP00000017135
ENSORLP00000000802	ENSTNIP00000018810
ENSORLP00000019629	ENSTNIP00000014361
ENSORLP00000024164	ENSTNIP00000021716
ENSORLP00000012652	ENSTNIP00000010683
ENSORLP00000002421	ENSTNIP00000020796
ENSORLP00000004093	ENSTNIP00000013167
ENSORLP00000014778	ENSTNIP00000005443
ENSORLP00000008996	ENSTNIP00000011879
ENSORLP00000003760	ENSTNIP00000014987
ENSORLP00000000887	ENSTNIP00000006843
ENSORLP00000015409	ENSTNIP00000017052
ENSORLP00000022733	ENSTNIP00000013448
ENSORLP00000023575	ENSTNIP00000004412
ENSORLP00000013967	ENSTNIP00000000062
ENSORLP00000008563	ENSTNIP00000010565
ENSORLP00000012969	ENSTNIP00000001904
ENSORLP00000014554	ENSTNIP00000009039
ENSORLP00000005959	ENSTNIP00000021781
ENSORLP00000008848	ENSTNIP00000007444
ENSORLP00000016564	ENSTNIP00000000071
