ENSGACP00000024945	ENSLOCP00000011371
ENSGACP00000018601	ENSLOCP00000014757
ENSGACP00000007418	ENSLOCP00000002122
ENSGACP00000012141	ENSLOCP00000019966
ENSGACP00000009012	ENSLOCP00000003896
ENSGACP00000026668	ENSLOCP00000003896
ENSGACP00000019509	ENSLOCP00000016968
ENSGACP00000013957	ENSLOCP00000004873
ENSGACP00000011534	ENSLOCP00000005705
ENSGACP00000005899	ENSLOCP00000019639
ENSGACP00000021781	ENSLOCP00000014484
ENSGACP00000015611	ENSLOCP00000012192
ENSGACP00000027649	ENSLOCP00000013734
ENSGACP00000010199	ENSLOCP00000006558
ENSGACP00000005925	ENSLOCP00000007880
ENSGACP00000018094	ENSLOCP00000007880
ENSGACP00000018669	ENSLOCP00000017380
ENSGACP00000010697	ENSLOCP00000019371
ENSGACP00000003900	ENSLOCP00000003882
ENSGACP00000010142	ENSLOCP00000010868
ENSGACP00000014392	ENSLOCP00000005579
ENSGACP00000003507	ENSLOCP00000000701
ENSGACP00000018633	ENSLOCP00000014797
ENSGACP00000003242	ENSLOCP00000004927
ENSGACP00000020757	ENSLOCP00000004927
ENSGACP00000018232	ENSLOCP00000004960
ENSGACP00000016593	ENSLOCP00000017933
ENSGACP00000016889	ENSLOCP00000013842
ENSGACP00000005106	ENSLOCP00000012346
ENSGACP00000009227	ENSLOCP00000004904
ENSGACP00000007511	ENSLOCP00000004904
ENSGACP00000021168	ENSLOCP00000000610
ENSGACP00000024144	ENSLOCP00000014445
ENSGACP00000011237	ENSLOCP00000000985
ENSGACP00000015032	ENSLOCP00000016833
ENSGACP00000021930	ENSLOCP00000021449
ENSGACP00000025910	ENSLOCP00000013312
ENSGACP00000002706	ENSLOCP00000000979
ENSGACP00000008023	ENSLOCP00000016578
ENSGACP00000021421	ENSLOCP00000020560
ENSGACP00000027067	ENSLOCP00000006414
ENSGACP00000011411	ENSLOCP00000018176
ENSGACP00000010175	ENSLOCP00000020025
ENSGACP00000018332	ENSLOCP00000009555
ENSGACP00000010475	ENSLOCP00000015410
ENSGACP00000010705	ENSLOCP00000016011
ENSGACP00000004368	ENSLOCP00000016197
ENSGACP00000007613	ENSLOCP00000019251
ENSGACP00000021816	ENSLOCP00000010007
ENSGACP00000021712	ENSLOCP00000013470
ENSGACP00000008239	ENSLOCP00000012294
ENSGACP00000007079	ENSLOCP00000016487
ENSGACP00000009638	ENSLOCP00000001027
ENSGACP00000006140	ENSLOCP00000011028
ENSGACP00000006194	ENSLOCP00000005511
ENSGACP00000013037	ENSLOCP00000004511
ENSGACP00000025447	ENSLOCP00000018976
ENSGACP00000013241	ENSLOCP00000018976
ENSGACP00000015608	ENSLOCP00000019466
ENSGACP00000014292	ENSLOCP00000020211
ENSGACP00000005314	ENSLOCP00000014000
ENSGACP00000018921	ENSLOCP00000017267
ENSGACP00000012965	ENSLOCP00000017962
ENSGACP00000000099	ENSLOCP00000017362
ENSGACP00000023915	ENSLOCP00000012183
ENSGACP00000015748	ENSLOCP00000010014
ENSGACP00000006649	ENSLOCP00000014847
ENSGACP00000002032	ENSLOCP00000017525
ENSGACP00000001680	ENSLOCP00000017525
ENSGACP00000010316	ENSLOCP00000009370
ENSGACP00000000846	ENSLOCP00000016953
ENSGACP00000006198	ENSLOCP00000001207
ENSGACP00000019396	ENSLOCP00000018012
ENSGACP00000021685	ENSLOCP00000014692
ENSGACP00000019849	ENSLOCP00000012145
ENSGACP00000003544	ENSLOCP00000010617
ENSGACP00000024243	ENSLOCP00000001551
ENSGACP00000005424	ENSLOCP00000005217
ENSGACP00000027290	ENSLOCP00000007148
ENSGACP00000004497	ENSLOCP00000010684
ENSGACP00000010235	ENSLOCP00000013300
ENSGACP00000003398	ENSLOCP00000002197
ENSGACP00000009254	ENSLOCP00000014755
ENSGACP00000022640	ENSLOCP00000001325
ENSGACP00000003539	ENSLOCP00000004186
ENSGACP00000009397	ENSLOCP00000011423
ENSGACP00000022875	ENSLOCP00000014877
ENSGACP00000016570	ENSLOCP00000006075
ENSGACP00000005992	ENSLOCP00000014478
ENSGACP00000010867	ENSLOCP00000014616
ENSGACP00000009519	ENSLOCP00000014616
ENSGACP00000014473	ENSLOCP00000014632
ENSGACP00000014683	ENSLOCP00000017273
ENSGACP00000001410	ENSLOCP00000019946
ENSGACP00000000427	ENSLOCP00000009604
ENSGACP00000023648	ENSLOCP00000009586
ENSGACP00000003896	ENSLOCP00000020480
ENSGACP00000024711	ENSLOCP00000014959
ENSGACP00000015352	ENSLOCP00000017929
ENSGACP00000026096	ENSLOCP00000019822
ENSGACP00000005943	ENSLOCP00000001008
ENSGACP00000017222	ENSLOCP00000021224
ENSGACP00000000279	ENSLOCP00000010610
ENSGACP00000003697	ENSLOCP00000011344
ENSGACP00000019282	ENSLOCP00000002227
ENSGACP00000025354	ENSLOCP00000019276
ENSGACP00000017460	ENSLOCP00000021366
ENSGACP00000021618	ENSLOCP00000012100
ENSGACP00000010911	ENSLOCP00000013250
ENSGACP00000012299	ENSLOCP00000019215
ENSGACP00000007003	ENSLOCP00000003590
ENSGACP00000003141	ENSLOCP00000004824
ENSGACP00000021430	ENSLOCP00000020547
ENSGACP00000010602	ENSLOCP00000015924
ENSGACP00000016486	ENSLOCP00000020320
ENSGACP00000014295	ENSLOCP00000001567
ENSGACP00000019446	ENSLOCP00000006650
ENSGACP00000016222	ENSLOCP00000012594
ENSGACP00000004708	ENSLOCP00000012057
ENSGACP00000006247	ENSLOCP00000012057
ENSGACP00000019671	ENSLOCP00000006452
ENSGACP00000018494	ENSLOCP00000004124
ENSGACP00000024855	ENSLOCP00000018918
ENSGACP00000027297	ENSLOCP00000001572
ENSGACP00000011553	ENSLOCP00000019519
ENSGACP00000016527	ENSLOCP00000012023
ENSGACP00000027138	ENSLOCP00000007712
ENSGACP00000012403	ENSLOCP00000000005
ENSGACP00000015206	ENSLOCP00000000005
ENSGACP00000009018	ENSLOCP00000007782
ENSGACP00000024477	ENSLOCP00000006416
ENSGACP00000010403	ENSLOCP00000006669
ENSGACP00000015511	ENSLOCP00000000959
ENSGACP00000026949	ENSLOCP00000016839
ENSGACP00000026564	ENSLOCP00000019302
ENSGACP00000003637	ENSLOCP00000011566
ENSGACP00000006958	ENSLOCP00000003482
ENSGACP00000006611	ENSLOCP00000012837
ENSGACP00000020833	ENSLOCP00000005134
ENSGACP00000012039	ENSLOCP00000012132
ENSGACP00000018143	ENSLOCP00000012284
ENSGACP00000013807	ENSLOCP00000012856
ENSGACP00000021349	ENSLOCP00000016007
ENSGACP00000008059	ENSLOCP00000020397
ENSGACP00000017531	ENSLOCP00000020397
ENSGACP00000025330	ENSLOCP00000019347
ENSGACP00000000412	ENSLOCP00000012861
ENSGACP00000002884	ENSLOCP00000003749
ENSGACP00000017955	ENSLOCP00000010470
ENSGACP00000004585	ENSLOCP00000012006
ENSGACP00000015375	ENSLOCP00000007594
ENSGACP00000019843	ENSLOCP00000015972
ENSGACP00000000745	ENSLOCP00000020419
ENSGACP00000020718	ENSLOCP00000011582
ENSGACP00000025789	ENSLOCP00000000948
ENSGACP00000005401	ENSLOCP00000019583
ENSGACP00000008086	ENSLOCP00000020395
ENSGACP00000014788	ENSLOCP00000003300
ENSGACP00000014855	ENSLOCP00000002201
ENSGACP00000011505	ENSLOCP00000003972
ENSGACP00000002092	ENSLOCP00000005869
ENSGACP00000000369	ENSLOCP00000011452
ENSGACP00000013401	ENSLOCP00000011452
ENSGACP00000014540	ENSLOCP00000016130
ENSGACP00000019108	ENSLOCP00000016130
ENSGACP00000027629	ENSLOCP00000009730
ENSGACP00000015085	ENSLOCP00000009730
ENSGACP00000007225	ENSLOCP00000015373
ENSGACP00000014098	ENSLOCP00000017265
ENSGACP00000003185	ENSLOCP00000016569
ENSGACP00000010166	ENSLOCP00000002796
ENSGACP00000015368	ENSLOCP00000004299
ENSGACP00000021963	ENSLOCP00000002764
ENSGACP00000021224	ENSLOCP00000010330
ENSGACP00000017860	ENSLOCP00000009526
ENSGACP00000011881	ENSLOCP00000006286
ENSGACP00000027656	ENSLOCP00000015430
ENSGACP00000013468	ENSLOCP00000004458
ENSGACP00000016063	ENSLOCP00000017304
ENSGACP00000003917	ENSLOCP00000016073
ENSGACP00000015035	ENSLOCP00000015596
ENSGACP00000002939	ENSLOCP00000020611
ENSGACP00000015735	ENSLOCP00000020848
ENSGACP00000020951	ENSLOCP00000009206
ENSGACP00000007342	ENSLOCP00000005052
ENSGACP00000010317	ENSLOCP00000015288
ENSGACP00000006084	ENSLOCP00000007756
ENSGACP00000017131	ENSLOCP00000020898
ENSGACP00000010203	ENSLOCP00000014211
ENSGACP00000025837	ENSLOCP00000000625
ENSGACP00000019722	ENSLOCP00000008271
ENSGACP00000003438	ENSLOCP00000010753
ENSGACP00000013321	ENSLOCP00000004221
ENSGACP00000004405	ENSLOCP00000017242
ENSGACP00000024543	ENSLOCP00000010987
ENSGACP00000025255	ENSLOCP00000011507
ENSGACP00000001413	ENSLOCP00000012620
ENSGACP00000001618	ENSLOCP00000010085
ENSGACP00000011859	ENSLOCP00000010664
ENSGACP00000021127	ENSLOCP00000014676
ENSGACP00000024533	ENSLOCP00000016782
ENSGACP00000000758	ENSLOCP00000020405
ENSGACP00000000087	ENSLOCP00000017317
ENSGACP00000021993	ENSLOCP00000002984
ENSGACP00000027128	ENSLOCP00000008032
ENSGACP00000004689	ENSLOCP00000006074
ENSGACP00000027280	ENSLOCP00000007159
ENSGACP00000018106	ENSLOCP00000007160
ENSGACP00000005740	ENSLOCP00000019237
ENSGACP00000025336	ENSLOCP00000008831
ENSGACP00000024874	ENSLOCP00000018823
ENSGACP00000023000	ENSLOCP00000011503
ENSGACP00000015347	ENSLOCP00000011907
ENSGACP00000010112	ENSLOCP00000012829
ENSGACP00000025660	ENSLOCP00000019676
ENSGACP00000005659	ENSLOCP00000019873
ENSGACP00000001762	ENSLOCP00000013258
ENSGACP00000020719	ENSLOCP00000004649
ENSGACP00000019064	ENSLOCP00000016117
ENSGACP00000001001	ENSLOCP00000016117
ENSGACP00000023234	ENSLOCP00000013223
ENSGACP00000017861	ENSLOCP00000018532
ENSGACP00000008926	ENSLOCP00000012868
ENSGACP00000024680	ENSLOCP00000010012
ENSGACP00000020578	ENSLOCP00000007081
ENSGACP00000005233	ENSLOCP00000016654
ENSGACP00000020602	ENSLOCP00000006638
ENSGACP00000011637	ENSLOCP00000020066
ENSGACP00000025325	ENSLOCP00000008948
ENSGACP00000024576	ENSLOCP00000018436
ENSGACP00000026984	ENSLOCP00000004517
ENSGACP00000014113	ENSLOCP00000005142
ENSGACP00000014347	ENSLOCP00000007846
ENSGACP00000007339	ENSLOCP00000015880
ENSGACP00000004021	ENSLOCP00000004096
ENSGACP00000020382	ENSLOCP00000003502
ENSGACP00000017750	ENSLOCP00000008655
ENSGACP00000002764	ENSLOCP00000014663
ENSGACP00000012922	ENSLOCP00000019016
ENSGACP00000013022	ENSLOCP00000003423
ENSGACP00000004205	ENSLOCP00000011860
ENSGACP00000011932	ENSLOCP00000019955
ENSGACP00000021183	ENSLOCP00000005219
ENSGACP00000007094	ENSLOCP00000003644
ENSGACP00000018978	ENSLOCP00000006195
ENSGACP00000024239	ENSLOCP00000015685
ENSGACP00000014588	ENSLOCP00000008809
ENSGACP00000016560	ENSLOCP00000008809
ENSGACP00000002625	ENSLOCP00000002719
ENSGACP00000001367	ENSLOCP00000015575
ENSGACP00000000730	ENSLOCP00000005084
ENSGACP00000013616	ENSLOCP00000008468
ENSGACP00000017592	ENSLOCP00000021054
ENSGACP00000015971	ENSLOCP00000008510
ENSGACP00000026326	ENSLOCP00000019150
ENSGACP00000025508	ENSLOCP00000014793
ENSGACP00000008020	ENSLOCP00000014793
ENSGACP00000015131	ENSLOCP00000001547
ENSGACP00000012444	ENSLOCP00000014254
ENSGACP00000010709	ENSLOCP00000007109
ENSGACP00000023789	ENSLOCP00000015558
ENSGACP00000005895	ENSLOCP00000011417
ENSGACP00000021584	ENSLOCP00000014863
ENSGACP00000014972	ENSLOCP00000003091
ENSGACP00000024813	ENSLOCP00000003091
ENSGACP00000026175	ENSLOCP00000020665
ENSGACP00000003496	ENSLOCP00000000778
ENSGACP00000015097	ENSLOCP00000019866
ENSGACP00000019151	ENSLOCP00000006758
ENSGACP00000001134	ENSLOCP00000001893
ENSGACP00000020050	ENSLOCP00000012454
ENSGACP00000013634	ENSLOCP00000006230
ENSGACP00000015847	ENSLOCP00000006230
ENSGACP00000025324	ENSLOCP00000019350
ENSGACP00000023715	ENSLOCP00000006996
ENSGACP00000021769	ENSLOCP00000014474
ENSGACP00000004797	ENSLOCP00000005828
ENSGACP00000004191	ENSLOCP00000015881
ENSGACP00000008401	ENSLOCP00000013139
ENSGACP00000015961	ENSLOCP00000019724
ENSGACP00000026000	ENSLOCP00000019724
ENSGACP00000012698	ENSLOCP00000010212
ENSGACP00000014169	ENSLOCP00000020256
ENSGACP00000022389	ENSLOCP00000017126
ENSGACP00000010541	ENSLOCP00000013810
ENSGACP00000018571	ENSLOCP00000002733
ENSGACP00000022112	ENSLOCP00000005044
ENSGACP00000001803	ENSLOCP00000013337
ENSGACP00000006439	ENSLOCP00000011602
ENSGACP00000023537	ENSLOCP00000003815
ENSGACP00000027358	ENSLOCP00000011732
ENSGACP00000004178	ENSLOCP00000003140
ENSGACP00000022165	ENSLOCP00000011710
ENSGACP00000013883	ENSLOCP00000015023
ENSGACP00000025140	ENSLOCP00000000090
ENSGACP00000026572	ENSLOCP00000006888
ENSGACP00000020497	ENSLOCP00000006423
ENSGACP00000012945	ENSLOCP00000013939
ENSGACP00000011829	ENSLOCP00000005362
ENSGACP00000016805	ENSLOCP00000013633
ENSGACP00000006095	ENSLOCP00000002569
ENSGACP00000005720	ENSLOCP00000006844
ENSGACP00000017475	ENSLOCP00000008991
ENSGACP00000018780	ENSLOCP00000017401
ENSGACP00000022167	ENSLOCP00000003642
ENSGACP00000016146	ENSLOCP00000020923
ENSGACP00000011068	ENSLOCP00000005449
ENSGACP00000016577	ENSLOCP00000014607
ENSGACP00000007991	ENSLOCP00000019555
ENSGACP00000015071	ENSLOCP00000020487
ENSGACP00000007471	ENSLOCP00000017537
ENSGACP00000016433	ENSLOCP00000011221
ENSGACP00000016071	ENSLOCP00000021442
ENSGACP00000024503	ENSLOCP00000021442
ENSGACP00000014995	ENSLOCP00000019447
ENSGACP00000010751	ENSLOCP00000019610
ENSGACP00000021855	ENSLOCP00000017576
ENSGACP00000016461	ENSLOCP00000011252
ENSGACP00000019058	ENSLOCP00000021766
ENSGACP00000015675	ENSLOCP00000020878
ENSGACP00000013918	ENSLOCP00000018095
ENSGACP00000021890	ENSLOCP00000009874
ENSGACP00000004911	ENSLOCP00000020627
ENSGACP00000005785	ENSLOCP00000016927
ENSGACP00000009192	ENSLOCP00000019497
ENSGACP00000026823	ENSLOCP00000006862
ENSGACP00000005366	ENSLOCP00000017097
ENSGACP00000005185	ENSLOCP00000016258
ENSGACP00000010884	ENSLOCP00000011605
ENSGACP00000021036	ENSLOCP00000001898
ENSGACP00000010802	ENSLOCP00000006546
ENSGACP00000025149	ENSLOCP00000019813
ENSGACP00000020447	ENSLOCP00000003637
ENSGACP00000010476	ENSLOCP00000013731
ENSGACP00000024913	ENSLOCP00000019703
ENSGACP00000018848	ENSLOCP00000003726
ENSGACP00000008488	ENSLOCP00000005399
ENSGACP00000019760	ENSLOCP00000017002
ENSGACP00000010786	ENSLOCP00000008385
ENSGACP00000003818	ENSLOCP00000001656
ENSGACP00000018764	ENSLOCP00000017382
ENSGACP00000016092	ENSLOCP00000020718
ENSGACP00000010925	ENSLOCP00000014024
ENSGACP00000015060	ENSLOCP00000001626
ENSGACP00000018078	ENSLOCP00000007000
ENSGACP00000013614	ENSLOCP00000006017
ENSGACP00000011375	ENSLOCP00000017450
ENSGACP00000004747	ENSLOCP00000005385
ENSGACP00000021793	ENSLOCP00000001589
ENSGACP00000014731	ENSLOCP00000010605
ENSGACP00000006480	ENSLOCP00000019704
ENSGACP00000024771	ENSLOCP00000003119
ENSGACP00000026244	ENSLOCP00000018672
ENSGACP00000007961	ENSLOCP00000001747
ENSGACP00000016284	ENSLOCP00000015876
ENSGACP00000026078	ENSLOCP00000019217
ENSGACP00000012674	ENSLOCP00000010562
ENSGACP00000008695	ENSLOCP00000014824
ENSGACP00000021187	ENSLOCP00000016115
ENSGACP00000005092	ENSLOCP00000006005
ENSGACP00000011278	ENSLOCP00000006539
ENSGACP00000020697	ENSLOCP00000013141
ENSGACP00000021834	ENSLOCP00000014272
ENSGACP00000022383	ENSLOCP00000004243
ENSGACP00000018615	ENSLOCP00000004243
ENSGACP00000004735	ENSLOCP00000010772
ENSGACP00000002905	ENSLOCP00000005640
ENSGACP00000022631	ENSLOCP00000009652
ENSGACP00000004842	ENSLOCP00000008283
ENSGACP00000017027	ENSLOCP00000006426
ENSGACP00000007467	ENSLOCP00000011284
ENSGACP00000005414	ENSLOCP00000013490
ENSGACP00000019028	ENSLOCP00000016030
ENSGACP00000004822	ENSLOCP00000011761
ENSGACP00000000887	ENSLOCP00000008678
ENSGACP00000020851	ENSLOCP00000015660
ENSGACP00000025147	ENSLOCP00000019802
ENSGACP00000020250	ENSLOCP00000008301
ENSGACP00000020665	ENSLOCP00000005548
ENSGACP00000013280	ENSLOCP00000019480
ENSGACP00000014459	ENSLOCP00000018382
ENSGACP00000016557	ENSLOCP00000007395
ENSGACP00000024494	ENSLOCP00000018002
ENSGACP00000025035	ENSLOCP00000004501
ENSGACP00000009812	ENSLOCP00000007569
ENSGACP00000000107	ENSLOCP00000013652
ENSGACP00000025455	ENSLOCP00000016675
ENSGACP00000004116	ENSLOCP00000008112
ENSGACP00000007291	ENSLOCP00000020100
ENSGACP00000004545	ENSLOCP00000005581
ENSGACP00000018254	ENSLOCP00000020588
ENSGACP00000011759	ENSLOCP00000020510
ENSGACP00000020354	ENSLOCP00000007795
ENSGACP00000010313	ENSLOCP00000002544
ENSGACP00000018591	ENSLOCP00000019601
ENSGACP00000009337	ENSLOCP00000003732
ENSGACP00000014570	ENSLOCP00000007321
ENSGACP00000006998	ENSLOCP00000007185
ENSGACP00000008719	ENSLOCP00000002604
ENSGACP00000016131	ENSLOCP00000017674
ENSGACP00000018743	ENSLOCP00000003944
ENSGACP00000000759	ENSLOCP00000020399
ENSGACP00000027251	ENSLOCP00000010971
ENSGACP00000014024	ENSLOCP00000012739
ENSGACP00000021933	ENSLOCP00000002542
ENSGACP00000020260	ENSLOCP00000013467
ENSGACP00000006261	ENSLOCP00000008937
ENSGACP00000018098	ENSLOCP00000005857
ENSGACP00000000376	ENSLOCP00000017919
ENSGACP00000003755	ENSLOCP00000000810
ENSGACP00000011313	ENSLOCP00000002525
ENSGACP00000009177	ENSLOCP00000009615
ENSGACP00000023656	ENSLOCP00000009615
ENSGACP00000008513	ENSLOCP00000009577
ENSGACP00000018092	ENSLOCP00000016201
ENSGACP00000009321	ENSLOCP00000004120
ENSGACP00000020176	ENSLOCP00000012269
ENSGACP00000005545	ENSLOCP00000009785
ENSGACP00000005111	ENSLOCP00000016517
ENSGACP00000007160	ENSLOCP00000020114
ENSGACP00000022327	ENSLOCP00000015585
ENSGACP00000026037	ENSLOCP00000011938
ENSGACP00000003196	ENSLOCP00000020642
ENSGACP00000006540	ENSLOCP00000009281
ENSGACP00000005273	ENSLOCP00000020304
ENSGACP00000007858	ENSLOCP00000008752
ENSGACP00000002840	ENSLOCP00000020555
ENSGACP00000025994	ENSLOCP00000013948
ENSGACP00000019525	ENSLOCP00000015871
ENSGACP00000017856	ENSLOCP00000010500
ENSGACP00000001111	ENSLOCP00000016893
ENSGACP00000013635	ENSLOCP00000000038
ENSGACP00000026052	ENSLOCP00000019652
ENSGACP00000023170	ENSLOCP00000015537
ENSGACP00000025939	ENSLOCP00000019781
ENSGACP00000002094	ENSLOCP00000005367
ENSGACP00000021852	ENSLOCP00000004348
ENSGACP00000025312	ENSLOCP00000019408
ENSGACP00000018171	ENSLOCP00000002845
ENSGACP00000011417	ENSLOCP00000019569
ENSGACP00000014928	ENSLOCP00000017239
ENSGACP00000006496	ENSLOCP00000010350
ENSGACP00000015561	ENSLOCP00000018642
ENSGACP00000020110	ENSLOCP00000008896
ENSGACP00000004611	ENSLOCP00000011016
ENSGACP00000003709	ENSLOCP00000011291
ENSGACP00000006157	ENSLOCP00000019315
ENSGACP00000024727	ENSLOCP00000015269
ENSGACP00000015850	ENSLOCP00000019735
ENSGACP00000000424	ENSLOCP00000009709
ENSGACP00000004129	ENSLOCP00000017892
ENSGACP00000003329	ENSLOCP00000009867
ENSGACP00000018935	ENSLOCP00000009078
ENSGACP00000001788	ENSLOCP00000011985
ENSGACP00000021868	ENSLOCP00000005769
ENSGACP00000017151	ENSLOCP00000002935
ENSGACP00000015955	ENSLOCP00000021067
ENSGACP00000021561	ENSLOCP00000021067
ENSGACP00000000709	ENSLOCP00000005012
ENSGACP00000000465	ENSLOCP00000013085
ENSGACP00000022442	ENSLOCP00000001305
ENSGACP00000009774	ENSLOCP00000008756
ENSGACP00000011900	ENSLOCP00000005858
ENSGACP00000004402	ENSLOCP00000015280
ENSGACP00000006098	ENSLOCP00000000573
ENSGACP00000012723	ENSLOCP00000017901
ENSGACP00000018320	ENSLOCP00000013061
ENSGACP00000007586	ENSLOCP00000011363
ENSGACP00000009199	ENSLOCP00000003857
ENSGACP00000018686	ENSLOCP00000017334
ENSGACP00000025024	ENSLOCP00000000987
ENSGACP00000005541	ENSLOCP00000000987
ENSGACP00000007440	ENSLOCP00000005262
ENSGACP00000016813	ENSLOCP00000003460
ENSGACP00000022368	ENSLOCP00000017236
ENSGACP00000003209	ENSLOCP00000016520
ENSGACP00000011122	ENSLOCP00000014160
ENSGACP00000006463	ENSLOCP00000014160
ENSGACP00000009340	ENSLOCP00000004000
ENSGACP00000024101	ENSLOCP00000016836
ENSGACP00000020630	ENSLOCP00000003785
ENSGACP00000012997	ENSLOCP00000010943
ENSGACP00000002800	ENSLOCP00000002318
ENSGACP00000014034	ENSLOCP00000014099
ENSGACP00000021213	ENSLOCP00000011174
ENSGACP00000002176	ENSLOCP00000006349
ENSGACP00000027626	ENSLOCP00000013783
ENSGACP00000016123	ENSLOCP00000016353
ENSGACP00000013218	ENSLOCP00000001484
ENSGACP00000007622	ENSLOCP00000005573
ENSGACP00000015313	ENSLOCP00000021195
ENSGACP00000024621	ENSLOCP00000011718
ENSGACP00000023315	ENSLOCP00000000915
ENSGACP00000025681	ENSLOCP00000000915
ENSGACP00000020844	ENSLOCP00000010776
ENSGACP00000005864	ENSLOCP00000019667
ENSGACP00000006228	ENSLOCP00000007981
ENSGACP00000023334	ENSLOCP00000007492
ENSGACP00000011605	ENSLOCP00000005651
ENSGACP00000022668	ENSLOCP00000007648
ENSGACP00000025237	ENSLOCP00000018869
ENSGACP00000004864	ENSLOCP00000011728
ENSGACP00000011598	ENSLOCP00000005839
ENSGACP00000002171	ENSLOCP00000006372
ENSGACP00000009477	ENSLOCP00000009417
ENSGACP00000023610	ENSLOCP00000008213
ENSGACP00000006404	ENSLOCP00000017036
ENSGACP00000026531	ENSLOCP00000017799
ENSGACP00000021562	ENSLOCP00000014094
ENSGACP00000005482	ENSLOCP00000019488
ENSGACP00000013145	ENSLOCP00000001709
ENSGACP00000009547	ENSLOCP00000021021
ENSGACP00000018269	ENSLOCP00000009294
ENSGACP00000025751	ENSLOCP00000015475
ENSGACP00000020402	ENSLOCP00000005334
ENSGACP00000027594	ENSLOCP00000001397
ENSGACP00000010046	ENSLOCP00000002622
ENSGACP00000021170	ENSLOCP00000020802
ENSGACP00000004246	ENSLOCP00000011688
ENSGACP00000019560	ENSLOCP00000006855
ENSGACP00000025507	ENSLOCP00000011866
ENSGACP00000022807	ENSLOCP00000011049
ENSGACP00000004947	ENSLOCP00000006383
ENSGACP00000001248	ENSLOCP00000013064
ENSGACP00000023314	ENSLOCP00000019641
ENSGACP00000019096	ENSLOCP00000003303
ENSGACP00000019253	ENSLOCP00000012300
ENSGACP00000017967	ENSLOCP00000006704
ENSGACP00000004237	ENSLOCP00000004297
ENSGACP00000001912	ENSLOCP00000020806
ENSGACP00000026749	ENSLOCP00000003696
ENSGACP00000004458	ENSLOCP00000009456
ENSGACP00000012919	ENSLOCP00000017998
ENSGACP00000019371	ENSLOCP00000017998
ENSGACP00000016206	ENSLOCP00000000830
ENSGACP00000015628	ENSLOCP00000018670
ENSGACP00000026550	ENSLOCP00000002805
ENSGACP00000005264	ENSLOCP00000011400
ENSGACP00000001016	ENSLOCP00000017884
ENSGACP00000001255	ENSLOCP00000016207
ENSGACP00000020945	ENSLOCP00000009705
ENSGACP00000003873	ENSLOCP00000007105
ENSGACP00000004375	ENSLOCP00000014066
ENSGACP00000018212	ENSLOCP00000014727
ENSGACP00000010228	ENSLOCP00000013309
ENSGACP00000012082	ENSLOCP00000012327
ENSGACP00000018904	ENSLOCP00000006796
ENSGACP00000023205	ENSLOCP00000004812
ENSGACP00000023064	ENSLOCP00000017486
ENSGACP00000011111	ENSLOCP00000005293
ENSGACP00000023166	ENSLOCP00000015551
ENSGACP00000006972	ENSLOCP00000009726
ENSGACP00000017678	ENSLOCP00000010712
ENSGACP00000025955	ENSLOCP00000019765
ENSGACP00000009175	ENSLOCP00000001287
ENSGACP00000009349	ENSLOCP00000011230
ENSGACP00000008938	ENSLOCP00000007086
ENSGACP00000013545	ENSLOCP00000002213
ENSGACP00000013196	ENSLOCP00000001460
ENSGACP00000017053	ENSLOCP00000013638
ENSGACP00000025472	ENSLOCP00000019897
ENSGACP00000011781	ENSLOCP00000019784
ENSGACP00000025141	ENSLOCP00000019784
ENSGACP00000004643	ENSLOCP00000011990
ENSGACP00000024849	ENSLOCP00000013328
ENSGACP00000005758	ENSLOCP00000020271
ENSGACP00000019871	ENSLOCP00000007228
ENSGACP00000008345	ENSLOCP00000020967
ENSGACP00000011127	ENSLOCP00000018724
ENSGACP00000013390	ENSLOCP00000015032
ENSGACP00000005224	ENSLOCP00000002143
ENSGACP00000018080	ENSLOCP00000020498
ENSGACP00000025260	ENSLOCP00000020498
ENSGACP00000021493	ENSLOCP00000019904
ENSGACP00000005912	ENSLOCP00000009000
ENSGACP00000020325	ENSLOCP00000006048
ENSGACP00000006922	ENSLOCP00000017725
ENSGACP00000017985	ENSLOCP00000018909
ENSGACP00000023913	ENSLOCP00000012207
ENSGACP00000003003	ENSLOCP00000007740
ENSGACP00000020641	ENSLOCP00000003866
ENSGACP00000008700	ENSLOCP00000003866
ENSGACP00000017278	ENSLOCP00000017489
ENSGACP00000018107	ENSLOCP00000005903
ENSGACP00000022025	ENSLOCP00000015901
ENSGACP00000010997	ENSLOCP00000012227
ENSGACP00000009895	ENSLOCP00000018541
ENSGACP00000003455	ENSLOCP00000016699
ENSGACP00000011694	ENSLOCP00000019313
ENSGACP00000024599	ENSLOCP00000010867
ENSGACP00000010029	ENSLOCP00000014280
ENSGACP00000022413	ENSLOCP00000001344
ENSGACP00000003374	ENSLOCP00000003615
ENSGACP00000027237	ENSLOCP00000010614
ENSGACP00000016339	ENSLOCP00000020543
ENSGACP00000002733	ENSLOCP00000007727
ENSGACP00000001099	ENSLOCP00000018661
ENSGACP00000027210	ENSLOCP00000013723
ENSGACP00000013340	ENSLOCP00000020612
ENSGACP00000009745	ENSLOCP00000017181
ENSGACP00000021918	ENSLOCP00000016221
ENSGACP00000012213	ENSLOCP00000001104
ENSGACP00000020968	ENSLOCP00000016241
ENSGACP00000005433	ENSLOCP00000012907
ENSGACP00000020223	ENSLOCP00000020527
ENSGACP00000005892	ENSLOCP00000021161
ENSGACP00000009389	ENSLOCP00000003872
ENSGACP00000010716	ENSLOCP00000006320
