ENSP00000262384	ENSACAP00000005936
ENSP00000301788	ENSACAP00000000941
ENSP00000235090	ENSACAP00000022481
ENSP00000300403	ENSACAP00000011153
ENSP00000386226	ENSACAP00000001169
ENSP00000238831	ENSACAP00000008401
ENSP00000334134	ENSACAP00000007281
ENSP00000391504	ENSACAP00000016783
ENSP00000266736	ENSACAP00000013791
ENSP00000426638	ENSACAP00000016261
ENSP00000394869	ENSACAP00000015419
ENSP00000264151	ENSACAP00000014069
ENSP00000296792	ENSACAP00000009215
ENSP00000292114	ENSACAP00000011661
ENSP00000454926	ENSACAP00000013748
ENSP00000287600	ENSACAP00000011867
ENSP00000373952	ENSACAP00000007958
ENSP00000299432	ENSACAP00000003945
ENSP00000356746	ENSACAP00000012624
ENSP00000303928	ENSACAP00000002021
ENSP00000430236	ENSACAP00000016552
ENSP00000354742	ENSACAP00000005187
ENSP00000362547	ENSACAP00000012935
ENSP00000248633	ENSACAP00000015181
ENSP00000400646	ENSACAP00000003735
ENSP00000330523	ENSACAP00000009217
ENSP00000421380	ENSACAP00000006156
ENSP00000337688	ENSACAP00000015537
ENSP00000288532	ENSACAP00000002878
ENSP00000356737	ENSACAP00000012761
ENSP00000338010	ENSACAP00000003469
ENSP00000358242	ENSACAP00000010287
ENSP00000354720	ENSACAP00000015459
ENSP00000349687	ENSACAP00000009910
ENSP00000326879	ENSACAP00000007786
ENSP00000309595	ENSACAP00000003685
ENSP00000216106	ENSACAP00000016475
ENSP00000379865	ENSACAP00000016387
ENSP00000235521	ENSACAP00000007949
ENSP00000264020	ENSACAP00000006847
ENSP00000257245	ENSACAP00000007038
ENSP00000301281	ENSACAP00000001170
ENSP00000367024	ENSACAP00000012199
ENSP00000417769	ENSACAP00000000685
ENSP00000407112	ENSACAP00000006340
ENSP00000434995	ENSACAP00000006983
ENSP00000357079	ENSACAP00000003146
ENSP00000262547	ENSACAP00000014012
ENSP00000367069	ENSACAP00000011770
ENSP00000348211	ENSACAP00000006974
ENSP00000307260	ENSACAP00000011140
ENSP00000216129	ENSACAP00000015595
ENSP00000265295	ENSACAP00000015946
ENSP00000365538	ENSACAP00000008895
ENSP00000371607	ENSACAP00000003090
ENSP00000274458	ENSACAP00000007984
ENSP00000356379	ENSACAP00000009239
ENSP00000232501	ENSACAP00000006830
ENSP00000379621	ENSACAP00000013596
ENSP00000284629	ENSACAP00000007970
ENSP00000348564	ENSACAP00000020790
ENSP00000353850	ENSACAP00000001887
ENSP00000281382	ENSACAP00000023461
ENSP00000281146	ENSACAP00000006133
ENSP00000354497	ENSACAP00000021554
ENSP00000310873	ENSACAP00000010524
ENSP00000053468	ENSACAP00000001172
ENSP00000261880	ENSACAP00000009837
ENSP00000301585	ENSACAP00000005899
ENSP00000315397	ENSACAP00000016362
ENSP00000300145	ENSACAP00000001520
ENSP00000248098	ENSACAP00000003126
ENSP00000224756	ENSACAP00000001888
ENSP00000348168	ENSACAP00000002988
ENSP00000319992	ENSACAP00000001562
ENSP00000313816	ENSACAP00000002617
ENSP00000285116	ENSACAP00000009853
ENSP00000435421	ENSACAP00000000978
ENSP00000369810	ENSACAP00000000194
ENSP00000283871	ENSACAP00000011190
ENSP00000340477	ENSACAP00000010896
ENSP00000271452	ENSACAP00000005695
ENSP00000374552	ENSACAP00000011519
ENSP00000377384	ENSACAP00000013462
ENSP00000221265	ENSACAP00000008937
ENSP00000261647	ENSACAP00000014671
ENSP00000254759	ENSACAP00000010301
ENSP00000379911	ENSACAP00000015485
ENSP00000364543	ENSACAP00000011800
ENSP00000392318	ENSACAP00000013990
ENSP00000370337	ENSACAP00000005790
ENSP00000262507	ENSACAP00000013776
ENSP00000462116	ENSACAP00000006822
ENSP00000426067	ENSACAP00000010589
ENSP00000356272	ENSACAP00000006152
ENSP00000372206	ENSACAP00000002406
ENSP00000346464	ENSACAP00000014575
ENSP00000244711	ENSACAP00000005213
ENSP00000361433	ENSACAP00000002649
ENSP00000287957	ENSACAP00000015238
ENSP00000273075	ENSACAP00000013564
ENSP00000262315	ENSACAP00000008896
ENSP00000359740	ENSACAP00000006483
ENSP00000356972	ENSACAP00000003559
ENSP00000428263	ENSACAP00000009667
ENSP00000268717	ENSACAP00000004333
ENSP00000399718	ENSACAP00000001467
ENSP00000367878	ENSACAP00000003202
ENSP00000295878	ENSACAP00000009749
ENSP00000217455	ENSACAP00000013760
ENSP00000308546	ENSACAP00000011341
ENSP00000261893	ENSACAP00000011577
ENSP00000320184	ENSACAP00000005333
ENSP00000370419	ENSACAP00000004652
ENSP00000282007	ENSACAP00000016189
ENSP00000328187	ENSACAP00000016234
ENSP00000359612	ENSACAP00000012895
ENSP00000342169	ENSACAP00000013868
ENSP00000357748	ENSACAP00000000800
ENSP00000382733	ENSACAP00000012034
ENSP00000258613	ENSACAP00000016478
ENSP00000344866	ENSACAP00000012026
ENSP00000341539	ENSACAP00000014659
ENSP00000314348	ENSACAP00000005141
ENSP00000369431	ENSACAP00000017240
ENSP00000381132	ENSACAP00000003005
ENSP00000296003	ENSACAP00000010145
ENSP00000436049	ENSACAP00000002521
ENSP00000280979	ENSACAP00000002572
ENSP00000348459	ENSACAP00000002331
ENSP00000270225	ENSACAP00000003938
ENSP00000368798	ENSACAP00000016453
ENSP00000342336	ENSACAP00000011853
ENSP00000285083	ENSACAP00000007613
ENSP00000251296	ENSACAP00000010689
ENSP00000220509	ENSACAP00000003365
ENSP00000399780	ENSACAP00000003094
ENSP00000361705	ENSACAP00000009995
ENSP00000275820	ENSACAP00000010975
ENSP00000266087	ENSACAP00000014527
ENSP00000402338	ENSACAP00000011089
ENSP00000446479	ENSACAP00000001268
ENSP00000260605	ENSACAP00000014942
ENSP00000410396	ENSACAP00000010876
ENSP00000314615	ENSACAP00000005542
ENSP00000261249	ENSACAP00000006386
ENSP00000337736	ENSACAP00000008745
ENSP00000248600	ENSACAP00000001521
ENSP00000392985	ENSACAP00000016408
ENSP00000390778	ENSACAP00000006034
ENSP00000374332	ENSACAP00000004642
ENSP00000349244	ENSACAP00000001112
ENSP00000299192	ENSACAP00000013669
ENSP00000370150	ENSACAP00000001701
ENSP00000386569	ENSACAP00000011556
ENSP00000393222	ENSACAP00000009306
ENSP00000301011	ENSACAP00000006434
ENSP00000297273	ENSACAP00000013421
ENSP00000379140	ENSACAP00000011494
ENSP00000285873	ENSACAP00000003886
ENSP00000250535	ENSACAP00000007895
ENSP00000291458	ENSACAP00000006442
ENSP00000265981	ENSACAP00000008643
ENSP00000286031	ENSACAP00000008170
ENSP00000298937	ENSACAP00000002122
ENSP00000360593	ENSACAP00000008152
ENSP00000296564	ENSACAP00000000714
ENSP00000299381	ENSACAP00000001123
ENSP00000387882	ENSACAP00000009317
ENSP00000299543	ENSACAP00000018624
ENSP00000303584	ENSACAP00000001226
ENSP00000219599	ENSACAP00000007031
ENSP00000369339	ENSACAP00000010554
ENSP00000414390	ENSACAP00000012553
ENSP00000303398	ENSACAP00000019793
ENSP00000237380	ENSACAP00000010887
ENSP00000334003	ENSACAP00000011773
ENSP00000254940	ENSACAP00000003370
ENSP00000307684	ENSACAP00000009713
ENSP00000367239	ENSACAP00000016394
ENSP00000267103	ENSACAP00000005363
ENSP00000393154	ENSACAP00000003676
ENSP00000282074	ENSACAP00000001078
ENSP00000238788	ENSACAP00000008153
ENSP00000344299	ENSACAP00000018554
ENSP00000359727	ENSACAP00000006493
ENSP00000295824	ENSACAP00000000017
ENSP00000379310	ENSACAP00000016730
ENSP00000363260	ENSACAP00000016358
ENSP00000329915	ENSACAP00000000070
ENSP00000359224	ENSACAP00000019179
ENSP00000232854	ENSACAP00000022226
ENSP00000369456	ENSACAP00000012436
ENSP00000286918	ENSACAP00000000171
ENSP00000354688	ENSACAP00000016609
ENSP00000228799	ENSACAP00000015052
ENSP00000264230	ENSACAP00000002233
ENSP00000362208	ENSACAP00000018742
ENSP00000251250	ENSACAP00000015612
ENSP00000327716	ENSACAP00000005309
ENSP00000354964	ENSACAP00000009309
ENSP00000264645	ENSACAP00000002654
ENSP00000284995	ENSACAP00000013110
ENSP00000432487	ENSACAP00000000057
ENSP00000356848	ENSACAP00000015273
ENSP00000270583	ENSACAP00000009635
ENSP00000355064	ENSACAP00000004896
ENSP00000268704	ENSACAP00000016791
ENSP00000385006	ENSACAP00000000799
ENSP00000464275	ENSACAP00000009654
ENSP00000389399	ENSACAP00000000352
ENSP00000441753	ENSACAP00000011282
ENSP00000389175	ENSACAP00000006476
ENSP00000233838	ENSACAP00000002218
ENSP00000290846	ENSACAP00000007611
ENSP00000386277	ENSACAP00000003023
ENSP00000263346	ENSACAP00000014725
ENSP00000256255	ENSACAP00000002256
ENSP00000402038	ENSACAP00000004419
ENSP00000275072	ENSACAP00000014415
ENSP00000257789	ENSACAP00000014682
ENSP00000339613	ENSACAP00000009661
ENSP00000380794	ENSACAP00000016378
ENSP00000361001	ENSACAP00000006925
ENSP00000347498	ENSACAP00000003286
ENSP00000289359	ENSACAP00000000856
ENSP00000296015	ENSACAP00000004075
ENSP00000301908	ENSACAP00000010528
ENSP00000386284	ENSACAP00000001880
ENSP00000281317	ENSACAP00000003498
ENSP00000360031	ENSACAP00000002229
ENSP00000301729	ENSACAP00000018905
ENSP00000360129	ENSACAP00000007996
ENSP00000364405	ENSACAP00000012679
ENSP00000026218	ENSACAP00000008040
ENSP00000321617	ENSACAP00000012953
ENSP00000263753	ENSACAP00000000013
ENSP00000261558	ENSACAP00000000638
ENSP00000216452	ENSACAP00000005580
ENSP00000318821	ENSACAP00000020736
ENSP00000300850	ENSACAP00000007098
ENSP00000307636	ENSACAP00000002848
ENSP00000413483	ENSACAP00000007307
ENSP00000356920	ENSACAP00000008203
ENSP00000233468	ENSACAP00000011406
ENSP00000268802	ENSACAP00000003629
ENSP00000455397	ENSACAP00000000559
ENSP00000157812	ENSACAP00000023197
ENSP00000384234	ENSACAP00000011544
ENSP00000372955	ENSACAP00000005896
ENSP00000368140	ENSACAP00000000754
ENSP00000362041	ENSACAP00000004221
ENSP00000295704	ENSACAP00000002788
ENSP00000261658	ENSACAP00000005131
ENSP00000464814	ENSACAP00000017690
ENSP00000368459	ENSACAP00000006308
ENSP00000219789	ENSACAP00000014403
ENSP00000257548	ENSACAP00000018026
ENSP00000348054	ENSACAP00000001918
ENSP00000348043	ENSACAP00000008198
ENSP00000436926	ENSACAP00000017407
ENSP00000450461	ENSACAP00000000726
ENSP00000222747	ENSACAP00000007005
ENSP00000225573	ENSACAP00000006627
ENSP00000247194	ENSACAP00000014762
ENSP00000417580	ENSACAP00000001547
ENSP00000299853	ENSACAP00000012366
ENSP00000225737	ENSACAP00000014685
ENSP00000366673	ENSACAP00000000493
ENSP00000361206	ENSACAP00000018531
ENSP00000255108	ENSACAP00000014068
ENSP00000200135	ENSACAP00000008854
ENSP00000442053	ENSACAP00000004976
ENSP00000356602	ENSACAP00000008284
ENSP00000275053	ENSACAP00000010367
ENSP00000228506	ENSACAP00000003037
ENSP00000312455	ENSACAP00000001663
ENSP00000463245	ENSACAP00000012858
ENSP00000439902	ENSACAP00000004459
ENSP00000356567	ENSACAP00000004857
ENSP00000358988	ENSACAP00000005960
ENSP00000355609	ENSACAP00000021857
ENSP00000363318	ENSACAP00000015180
ENSP00000354109	ENSACAP00000016084
ENSP00000410216	ENSACAP00000008224
ENSP00000335636	ENSACAP00000005151
ENSP00000295872	ENSACAP00000006468
ENSP00000309163	ENSACAP00000008264
ENSP00000339976	ENSACAP00000002125
ENSP00000278612	ENSACAP00000005890
ENSP00000419371	ENSACAP00000013979
ENSP00000220669	ENSACAP00000013515
ENSP00000363250	ENSACAP00000016422
ENSP00000006526	ENSACAP00000005470
ENSP00000266673	ENSACAP00000007256
ENSP00000258243	ENSACAP00000001258
ENSP00000365477	ENSACAP00000001930
ENSP00000384952	ENSACAP00000003719
ENSP00000362424	ENSACAP00000009543
ENSP00000354645	ENSACAP00000016437
ENSP00000319169	ENSACAP00000001752
ENSP00000321962	ENSACAP00000004614
ENSP00000361465	ENSACAP00000009594
ENSP00000204726	ENSACAP00000007652
ENSP00000295966	ENSACAP00000011114
ENSP00000261758	ENSACAP00000011180
ENSP00000277010	ENSACAP00000005946
ENSP00000282841	ENSACAP00000001376
ENSP00000304802	ENSACAP00000000660
ENSP00000405635	ENSACAP00000001371
ENSP00000282003	ENSACAP00000015891
ENSP00000284881	ENSACAP00000014559
ENSP00000416050	ENSACAP00000008931
ENSP00000287996	ENSACAP00000008872
ENSP00000264926	ENSACAP00000014920
ENSP00000216420	ENSACAP00000016142
ENSP00000396628	ENSACAP00000011136
ENSP00000243903	ENSACAP00000013898
ENSP00000315035	ENSACAP00000016171
ENSP00000351153	ENSACAP00000023482
ENSP00000361363	ENSACAP00000014456
ENSP00000261888	ENSACAP00000004343
ENSP00000380605	ENSACAP00000000395
ENSP00000356416	ENSACAP00000008125
ENSP00000362578	ENSACAP00000001665
ENSP00000334289	ENSACAP00000012575
ENSP00000349358	ENSACAP00000011061
ENSP00000321546	ENSACAP00000004325
ENSP00000267436	ENSACAP00000001667
ENSP00000465517	ENSACAP00000006679
ENSP00000324122	ENSACAP00000015798
ENSP00000311429	ENSACAP00000009687
ENSP00000260447	ENSACAP00000003191
ENSP00000306561	ENSACAP00000009823
ENSP00000326813	ENSACAP00000013589
ENSP00000370839	ENSACAP00000005893
ENSP00000368801	ENSACAP00000000780
ENSP00000412524	ENSACAP00000009575
ENSP00000264193	ENSACAP00000010659
ENSP00000313318	ENSACAP00000014361
ENSP00000338533	ENSACAP00000010025
ENSP00000383873	ENSACAP00000007688
ENSP00000364404	ENSACAP00000016357
ENSP00000289081	ENSACAP00000012952
ENSP00000367359	ENSACAP00000002184
ENSP00000307833	ENSACAP00000018223
ENSP00000361170	ENSACAP00000014869
ENSP00000447057	ENSACAP00000023146
ENSP00000333539	ENSACAP00000001272
ENSP00000276416	ENSACAP00000003946
ENSP00000215730	ENSACAP00000002179
ENSP00000229238	ENSACAP00000006514
ENSP00000476966	ENSACAP00000007050
ENSP00000246151	ENSACAP00000005030
ENSP00000228865	ENSACAP00000004234
ENSP00000252711	ENSACAP00000000676
ENSP00000281141	ENSACAP00000008891
ENSP00000334642	ENSACAP00000010117
ENSP00000354335	ENSACAP00000006566
ENSP00000362273	ENSACAP00000003512
ENSP00000354152	ENSACAP00000015707
ENSP00000458290	ENSACAP00000008563
ENSP00000378399	ENSACAP00000015753
ENSP00000362873	ENSACAP00000012200
ENSP00000296666	ENSACAP00000012433
ENSP00000296824	ENSACAP00000009358
ENSP00000271526	ENSACAP00000009156
ENSP00000377492	ENSACAP00000021985
ENSP00000360421	ENSACAP00000013821
ENSP00000357787	ENSACAP00000000873
ENSP00000246337	ENSACAP00000015037
ENSP00000377577	ENSACAP00000016012
ENSP00000265857	ENSACAP00000000997
ENSP00000331907	ENSACAP00000004021
ENSP00000394394	ENSACAP00000015819
ENSP00000334767	ENSACAP00000013656
ENSP00000312625	ENSACAP00000017477
ENSP00000288937	ENSACAP00000009271
ENSP00000356632	ENSACAP00000004787
ENSP00000260599	ENSACAP00000011865
ENSP00000373304	ENSACAP00000011671
ENSP00000377007	ENSACAP00000008681
ENSP00000401018	ENSACAP00000005832
ENSP00000259400	ENSACAP00000000296
ENSP00000413908	ENSACAP00000002697
ENSP00000368920	ENSACAP00000016251
ENSP00000417764	ENSACAP00000008868
ENSP00000458954	ENSACAP00000015171
ENSP00000379157	ENSACAP00000012464
ENSP00000355499	ENSACAP00000006662
ENSP00000363360	ENSACAP00000017096
ENSP00000367638	ENSACAP00000018764
ENSP00000338039	ENSACAP00000008295
ENSP00000376767	ENSACAP00000015155
ENSP00000381378	ENSACAP00000010423
ENSP00000320794	ENSACAP00000021106
ENSP00000255304	ENSACAP00000004960
ENSP00000296679	ENSACAP00000007575
ENSP00000391747	ENSACAP00000006262
ENSP00000378857	ENSACAP00000012125
ENSP00000309515	ENSACAP00000020470
ENSP00000381282	ENSACAP00000003120
ENSP00000279281	ENSACAP00000010790
ENSP00000369391	ENSACAP00000006444
ENSP00000261368	ENSACAP00000018331
ENSP00000427550	ENSACAP00000013036
ENSP00000344432	ENSACAP00000005615
ENSP00000219299	ENSACAP00000002013
ENSP00000419628	ENSACAP00000008935
ENSP00000389087	ENSACAP00000000532
ENSP00000359507	ENSACAP00000003720
ENSP00000355958	ENSACAP00000006505
ENSP00000312706	ENSACAP00000008127
ENSP00000421917	ENSACAP00000015491
ENSP00000322609	ENSACAP00000011252
ENSP00000427820	ENSACAP00000015937
ENSP00000373176	ENSACAP00000009996
ENSP00000460964	ENSACAP00000006943
ENSP00000443216	ENSACAP00000017412
ENSP00000225927	ENSACAP00000017689
ENSP00000409016	ENSACAP00000020192
ENSP00000219066	ENSACAP00000017167
ENSP00000374125	ENSACAP00000012698
ENSP00000297977	ENSACAP00000013859
ENSP00000299505	ENSACAP00000000991
ENSP00000238018	ENSACAP00000012566
ENSP00000370013	ENSACAP00000009574
ENSP00000462717	ENSACAP00000005376
ENSP00000268668	ENSACAP00000002516
ENSP00000310686	ENSACAP00000016183
ENSP00000323184	ENSACAP00000005039
ENSP00000222990	ENSACAP00000008851
ENSP00000409952	ENSACAP00000002920
ENSP00000355587	ENSACAP00000022557
ENSP00000361499	ENSACAP00000009547
ENSP00000393541	ENSACAP00000015992
ENSP00000318883	ENSACAP00000012268
ENSP00000339324	ENSACAP00000008676
ENSP00000356630	ENSACAP00000004786
ENSP00000361301	ENSACAP00000013505
ENSP00000379047	ENSACAP00000010123
ENSP00000243326	ENSACAP00000020609
ENSP00000232888	ENSACAP00000011284
ENSP00000359606	ENSACAP00000012972
ENSP00000434480	ENSACAP00000013934
ENSP00000380242	ENSACAP00000008874
ENSP00000333401	ENSACAP00000000937
ENSP00000462333	ENSACAP00000015912
ENSP00000351137	ENSACAP00000016924
ENSP00000370803	ENSACAP00000001571
ENSP00000258975	ENSACAP00000015188
ENSP00000358742	ENSACAP00000005033
ENSP00000276689	ENSACAP00000009815
ENSP00000371471	ENSACAP00000006910
ENSP00000392395	ENSACAP00000007588
ENSP00000234827	ENSACAP00000013887
ENSP00000246062	ENSACAP00000001803
ENSP00000224950	ENSACAP00000004854
ENSP00000253462	ENSACAP00000005413
ENSP00000361894	ENSACAP00000005487
ENSP00000318264	ENSACAP00000000740
ENSP00000291560	ENSACAP00000017574
ENSP00000356978	ENSACAP00000003963
ENSP00000305255	ENSACAP00000017446
ENSP00000225729	ENSACAP00000009565
ENSP00000355077	ENSACAP00000003497
ENSP00000419475	ENSACAP00000007395
ENSP00000374501	ENSACAP00000009983
ENSP00000325425	ENSACAP00000021704
ENSP00000386433	ENSACAP00000010413
ENSP00000369318	ENSACAP00000012721
ENSP00000307617	ENSACAP00000002540
ENSP00000333813	ENSACAP00000008919
ENSP00000245543	ENSACAP00000006052
ENSP00000361625	ENSACAP00000016953
ENSP00000366237	ENSACAP00000011707
ENSP00000364613	ENSACAP00000015239
ENSP00000310998	ENSACAP00000006586
ENSP00000253233	ENSACAP00000015283
ENSP00000380679	ENSACAP00000015696
ENSP00000219548	ENSACAP00000009902
ENSP00000350409	ENSACAP00000012429
ENSP00000339834	ENSACAP00000002699
ENSP00000317542	ENSACAP00000000037
ENSP00000441930	ENSACAP00000013927
ENSP00000266263	ENSACAP00000009500
ENSP00000297156	ENSACAP00000001509
ENSP00000369335	ENSACAP00000002866
ENSP00000301634	ENSACAP00000016462
ENSP00000442297	ENSACAP00000010370
ENSP00000359904	ENSACAP00000011117
ENSP00000384053	ENSACAP00000015919
ENSP00000299563	ENSACAP00000014165
ENSP00000380883	ENSACAP00000000707
ENSP00000388169	ENSACAP00000009681
ENSP00000281703	ENSACAP00000020388
ENSP00000330393	ENSACAP00000008981
ENSP00000237283	ENSACAP00000022686
ENSP00000375082	ENSACAP00000000533
ENSP00000457748	ENSACAP00000008213
ENSP00000378427	ENSACAP00000001321
ENSP00000304854	ENSACAP00000022188
ENSP00000359404	ENSACAP00000004536
ENSP00000374390	ENSACAP00000006821
ENSP00000246070	ENSACAP00000002147
ENSP00000451812	ENSACAP00000023407
ENSP00000365550	ENSACAP00000001763
ENSP00000421491	ENSACAP00000010959
ENSP00000262319	ENSACAP00000014431
ENSP00000286732	ENSACAP00000011162
ENSP00000476383	ENSACAP00000008190
ENSP00000321029	ENSACAP00000003578
ENSP00000249079	ENSACAP00000015048
ENSP00000320917	ENSACAP00000015705
ENSP00000290541	ENSACAP00000011349
ENSP00000385205	ENSACAP00000014989
ENSP00000320251	ENSACAP00000020492
ENSP00000242257	ENSACAP00000008877
ENSP00000256996	ENSACAP00000003042
ENSP00000379430	ENSACAP00000003980
ENSP00000247271	ENSACAP00000008754
ENSP00000258383	ENSACAP00000004063
ENSP00000331479	ENSACAP00000004335
ENSP00000221233	ENSACAP00000003678
ENSP00000379472	ENSACAP00000004262
ENSP00000355593	ENSACAP00000002671
ENSP00000286307	ENSACAP00000003210
ENSP00000330737	ENSACAP00000012506
ENSP00000421169	ENSACAP00000011895
ENSP00000304133	ENSACAP00000004490
ENSP00000349977	ENSACAP00000014584
ENSP00000267260	ENSACAP00000004044
ENSP00000342295	ENSACAP00000014519
ENSP00000223073	ENSACAP00000012974
ENSP00000393583	ENSACAP00000015106
ENSP00000366565	ENSACAP00000007512
ENSP00000318374	ENSACAP00000016652
ENSP00000238628	ENSACAP00000016778
ENSP00000270708	ENSACAP00000015043
ENSP00000274031	ENSACAP00000002145
ENSP00000260453	ENSACAP00000013899
ENSP00000261520	ENSACAP00000019037
ENSP00000340220	ENSACAP00000021721
ENSP00000309772	ENSACAP00000006880
ENSP00000385080	ENSACAP00000011607
ENSP00000300213	ENSACAP00000001661
ENSP00000238892	ENSACAP00000004111
ENSP00000366434	ENSACAP00000005249
ENSP00000348527	ENSACAP00000015164
ENSP00000422168	ENSACAP00000005072
ENSP00000312458	ENSACAP00000002191
ENSP00000359691	ENSACAP00000009029
ENSP00000287859	ENSACAP00000001337
ENSP00000314004	ENSACAP00000002033
ENSP00000221480	ENSACAP00000008712
ENSP00000204679	ENSACAP00000003314
ENSP00000351157	ENSACAP00000001317
ENSP00000308733	ENSACAP00000013976
ENSP00000299427	ENSACAP00000014079
ENSP00000328854	ENSACAP00000007317
ENSP00000199706	ENSACAP00000015045
ENSP00000345528	ENSACAP00000011041
ENSP00000365756	ENSACAP00000011926
ENSP00000347748	ENSACAP00000007366
ENSP00000354911	ENSACAP00000010412
ENSP00000376505	ENSACAP00000019093
ENSP00000356982	ENSACAP00000004183
ENSP00000418438	ENSACAP00000015762
ENSP00000363043	ENSACAP00000001735
ENSP00000355672	ENSACAP00000006713
ENSP00000415662	ENSACAP00000004646
ENSP00000216185	ENSACAP00000016094
ENSP00000364498	ENSACAP00000011848
ENSP00000331258	ENSACAP00000009013
ENSP00000352447	ENSACAP00000013591
ENSP00000274054	ENSACAP00000004965
ENSP00000286317	ENSACAP00000003748
ENSP00000461749	ENSACAP00000001009
ENSP00000347988	ENSACAP00000000734
ENSP00000364293	ENSACAP00000012028
ENSP00000300658	ENSACAP00000021821
ENSP00000309572	ENSACAP00000001407
ENSP00000301159	ENSACAP00000016359
ENSP00000358272	ENSACAP00000002004
ENSP00000317376	ENSACAP00000005222
ENSP00000427882	ENSACAP00000014123
ENSP00000364938	ENSACAP00000013480
ENSP00000418823	ENSACAP00000016205
ENSP00000351284	ENSACAP00000000025
ENSP00000290536	ENSACAP00000009147
ENSP00000257663	ENSACAP00000006101
ENSP00000356001	ENSACAP00000004112
ENSP00000218224	ENSACAP00000007593
ENSP00000262765	ENSACAP00000008044
ENSP00000223273	ENSACAP00000017333
ENSP00000462963	ENSACAP00000009422
ENSP00000282185	ENSACAP00000023091
ENSP00000378166	ENSACAP00000012749
ENSP00000356489	ENSACAP00000007266
ENSP00000457408	ENSACAP00000014254
ENSP00000395706	ENSACAP00000010431
ENSP00000356828	ENSACAP00000009276
ENSP00000301019	ENSACAP00000013173
ENSP00000389903	ENSACAP00000018251
ENSP00000385357	ENSACAP00000020546
ENSP00000368931	ENSACAP00000007846
ENSP00000384537	ENSACAP00000006185
ENSP00000281623	ENSACAP00000010425
ENSP00000370812	ENSACAP00000015224
ENSP00000288466	ENSACAP00000001070
ENSP00000359170	ENSACAP00000022089
ENSP00000350467	ENSACAP00000005334
ENSP00000360270	ENSACAP00000006883
ENSP00000409964	ENSACAP00000002230
ENSP00000363191	ENSACAP00000006273
ENSP00000319179	ENSACAP00000016463
ENSP00000384474	ENSACAP00000004675
ENSP00000277540	ENSACAP00000014670
ENSP00000350353	ENSACAP00000012535
ENSP00000361186	ENSACAP00000016419
ENSP00000258439	ENSACAP00000000361
ENSP00000416290	ENSACAP00000017267
ENSP00000215565	ENSACAP00000016781
ENSP00000367454	ENSACAP00000008022
ENSP00000333948	ENSACAP00000007400
ENSP00000416515	ENSACAP00000005651
ENSP00000325612	ENSACAP00000014656
ENSP00000381553	ENSACAP00000023263
ENSP00000307288	ENSACAP00000012149
ENSP00000289388	ENSACAP00000001599
ENSP00000240316	ENSACAP00000009066
ENSP00000342576	ENSACAP00000013244
ENSP00000396976	ENSACAP00000022058
ENSP00000319914	ENSACAP00000009300
ENSP00000477141	ENSACAP00000006777
ENSP00000431605	ENSACAP00000014113
ENSP00000255784	ENSACAP00000004283
ENSP00000347206	ENSACAP00000007053
ENSP00000260643	ENSACAP00000012747
ENSP00000363384	ENSACAP00000017510
ENSP00000280350	ENSACAP00000015158
ENSP00000388431	ENSACAP00000008635
ENSP00000342499	ENSACAP00000004433
ENSP00000226796	ENSACAP00000009846
ENSP00000364683	ENSACAP00000007408
ENSP00000356590	ENSACAP00000011021
ENSP00000220478	ENSACAP00000001359
ENSP00000377176	ENSACAP00000013053
ENSP00000438863	ENSACAP00000006252
ENSP00000454565	ENSACAP00000001585
ENSP00000314776	ENSACAP00000013380
ENSP00000307004	ENSACAP00000018834
ENSP00000383059	ENSACAP00000002485
ENSP00000358956	ENSACAP00000004658
ENSP00000258457	ENSACAP00000010214
ENSP00000299424	ENSACAP00000008201
ENSP00000332613	ENSACAP00000003361
ENSP00000368808	ENSACAP00000016451
ENSP00000313877	ENSACAP00000012823
ENSP00000367049	ENSACAP00000000510
ENSP00000357882	ENSACAP00000017191
ENSP00000386126	ENSACAP00000003064
ENSP00000314606	ENSACAP00000015458
ENSP00000412237	ENSACAP00000007764
ENSP00000381047	ENSACAP00000008476
ENSP00000387426	ENSACAP00000007369
ENSP00000282276	ENSACAP00000008664
ENSP00000424183	ENSACAP00000012203
ENSP00000369099	ENSACAP00000017178
ENSP00000339353	ENSACAP00000009545
ENSP00000316740	ENSACAP00000003835
ENSP00000251289	ENSACAP00000010243
ENSP00000348593	ENSACAP00000002984
ENSP00000334308	ENSACAP00000013028
ENSP00000382091	ENSACAP00000009439
ENSP00000372335	ENSACAP00000007724
ENSP00000350098	ENSACAP00000002975
ENSP00000386385	ENSACAP00000008620
ENSP00000344503	ENSACAP00000017672
ENSP00000454945	ENSACAP00000014576
ENSP00000321106	ENSACAP00000022790
ENSP00000281017	ENSACAP00000023139
ENSP00000252137	ENSACAP00000002554
ENSP00000315693	ENSACAP00000016056
ENSP00000297581	ENSACAP00000009447
ENSP00000399863	ENSACAP00000000164
ENSP00000386302	ENSACAP00000009282
ENSP00000364782	ENSACAP00000011948
ENSP00000387185	ENSACAP00000017204
ENSP00000362146	ENSACAP00000022366
ENSP00000281950	ENSACAP00000005985
ENSP00000358595	ENSACAP00000014945
ENSP00000403536	ENSACAP00000005269
ENSP00000394051	ENSACAP00000001224
ENSP00000380793	ENSACAP00000008691
ENSP00000324292	ENSACAP00000007515
ENSP00000421922	ENSACAP00000019384
ENSP00000219281	ENSACAP00000015226
ENSP00000232744	ENSACAP00000007259
ENSP00000386134	ENSACAP00000007207
