ENSTGUP00000008915	ENSMGAP00000004951
ENSTGUP00000003927	ENSMGAP00000005254
ENSTGUP00000012503	ENSMGAP00000014257
ENSTGUP00000017233	ENSMGAP00000005276
ENSTGUP00000012076	ENSMGAP00000012514
ENSTGUP00000004663	ENSMGAP00000008913
ENSTGUP00000010633	ENSMGAP00000007463
ENSTGUP00000008043	ENSMGAP00000011115
ENSTGUP00000009624	ENSMGAP00000013026
ENSTGUP00000012553	ENSMGAP00000014286
ENSTGUP00000004260	ENSMGAP00000004786
ENSTGUP00000013153	ENSMGAP00000013773
ENSTGUP00000001249	ENSMGAP00000005496
ENSTGUP00000005278	ENSMGAP00000002631
ENSTGUP00000001833	ENSMGAP00000006038
ENSTGUP00000009661	ENSMGAP00000010281
ENSTGUP00000012046	ENSMGAP00000012486
ENSTGUP00000008112	ENSMGAP00000007791
ENSTGUP00000010961	ENSMGAP00000013806
ENSTGUP00000002489	ENSMGAP00000019064
ENSTGUP00000012761	ENSMGAP00000013707
ENSTGUP00000003499	ENSMGAP00000010399
ENSTGUP00000013171	ENSMGAP00000014681
ENSTGUP00000012934	ENSMGAP00000013842
ENSTGUP00000010395	ENSMGAP00000012585
ENSTGUP00000012532	ENSMGAP00000013577
ENSTGUP00000012990	ENSMGAP00000018109
ENSTGUP00000002007	ENSMGAP00000001265
ENSTGUP00000008115	ENSMGAP00000015559
ENSTGUP00000008520	ENSMGAP00000009101
ENSTGUP00000006467	ENSMGAP00000008467
ENSTGUP00000010192	ENSMGAP00000010703
ENSTGUP00000005201	ENSMGAP00000000858
ENSTGUP00000017584	ENSMGAP00000003781
ENSTGUP00000010247	ENSMGAP00000012731
ENSTGUP00000017702	ENSMGAP00000015816
ENSTGUP00000001948	ENSMGAP00000002609
ENSTGUP00000014634	ENSMGAP00000007035
ENSTGUP00000011616	ENSMGAP00000012287
ENSTGUP00000013836	ENSMGAP00000015187
ENSTGUP00000008820	ENSMGAP00000000573
ENSTGUP00000013818	ENSMGAP00000015169
ENSTGUP00000009054	ENSMGAP00000010138
ENSTGUP00000000297	ENSMGAP00000001704
ENSTGUP00000000557	ENSMGAP00000004558
ENSTGUP00000003492	ENSMGAP00000003089
ENSTGUP00000006392	ENSMGAP00000002074
ENSTGUP00000007000	ENSMGAP00000009689
ENSTGUP00000006750	ENSMGAP00000009450
ENSTGUP00000002848	ENSMGAP00000003970
ENSTGUP00000003631	ENSMGAP00000018951
ENSTGUP00000008920	ENSMGAP00000009008
ENSTGUP00000013847	ENSMGAP00000016250
ENSTGUP00000005549	ENSMGAP00000007233
ENSTGUP00000004943	ENSMGAP00000008804
ENSTGUP00000005038	ENSMGAP00000016834
ENSTGUP00000017450	ENSMGAP00000004886
ENSTGUP00000006302	ENSMGAP00000005868
ENSTGUP00000017667	ENSMGAP00000000498
ENSTGUP00000002793	ENSMGAP00000001014
ENSTGUP00000003202	ENSMGAP00000002386
ENSTGUP00000009846	ENSMGAP00000008969
ENSTGUP00000003888	ENSMGAP00000006484
ENSTGUP00000003270	ENSMGAP00000017860
ENSTGUP00000006198	ENSMGAP00000001136
ENSTGUP00000007546	ENSMGAP00000018949
ENSTGUP00000007484	ENSMGAP00000008712
ENSTGUP00000012997	ENSMGAP00000013893
ENSTGUP00000011016	ENSMGAP00000018516
ENSTGUP00000011520	ENSMGAP00000013708
ENSTGUP00000005755	ENSMGAP00000007469
ENSTGUP00000002783	ENSMGAP00000003408
ENSTGUP00000003696	ENSMGAP00000005200
ENSTGUP00000002160	ENSMGAP00000002988
ENSTGUP00000012637	ENSMGAP00000014683
ENSTGUP00000000427	ENSMGAP00000001853
ENSTGUP00000012629	ENSMGAP00000015910
ENSTGUP00000010189	ENSMGAP00000009444
ENSTGUP00000004948	ENSMGAP00000008056
ENSTGUP00000007693	ENSMGAP00000006760
ENSTGUP00000004088	ENSMGAP00000016447
ENSTGUP00000003064	ENSMGAP00000003206
ENSTGUP00000010845	ENSMGAP00000013732
ENSTGUP00000002256	ENSMGAP00000007798
ENSTGUP00000011696	ENSMGAP00000011794
ENSTGUP00000005762	ENSMGAP00000016831
ENSTGUP00000003435	ENSMGAP00000007943
ENSTGUP00000000430	ENSMGAP00000003832
ENSTGUP00000013244	ENSMGAP00000014731
ENSTGUP00000011038	ENSMGAP00000009702
ENSTGUP00000006345	ENSMGAP00000008649
ENSTGUP00000003196	ENSMGAP00000002368
ENSTGUP00000012691	ENSMGAP00000013154
ENSTGUP00000000837	ENSMGAP00000000166
ENSTGUP00000010595	ENSMGAP00000012721
ENSTGUP00000011170	ENSMGAP00000011127
ENSTGUP00000011159	ENSMGAP00000011124
ENSTGUP00000005709	ENSMGAP00000005065
ENSTGUP00000010539	ENSMGAP00000010172
ENSTGUP00000005196	ENSMGAP00000004110
ENSTGUP00000005350	ENSMGAP00000007239
ENSTGUP00000010559	ENSMGAP00000007792
ENSTGUP00000003587	ENSMGAP00000003327
ENSTGUP00000006947	ENSMGAP00000017741
ENSTGUP00000001290	ENSMGAP00000003165
ENSTGUP00000009295	ENSMGAP00000005378
ENSTGUP00000004139	ENSMGAP00000006979
ENSTGUP00000013620	ENSMGAP00000014606
ENSTGUP00000007811	ENSMGAP00000006094
ENSTGUP00000009188	ENSMGAP00000009425
ENSTGUP00000010861	ENSMGAP00000007227
ENSTGUP00000002086	ENSMGAP00000003952
ENSTGUP00000003547	ENSMGAP00000003398
ENSTGUP00000001589	ENSMGAP00000019518
ENSTGUP00000000945	ENSMGAP00000007020
ENSTGUP00000005429	ENSMGAP00000007116
ENSTGUP00000007978	ENSMGAP00000007835
ENSTGUP00000000482	ENSMGAP00000003708
ENSTGUP00000015114	ENSMGAP00000000965
ENSTGUP00000006540	ENSMGAP00000003601
ENSTGUP00000002025	ENSMGAP00000017993
ENSTGUP00000003551	ENSMGAP00000001754
ENSTGUP00000005018	ENSMGAP00000001796
ENSTGUP00000001136	ENSMGAP00000018844
ENSTGUP00000004645	ENSMGAP00000004466
ENSTGUP00000001645	ENSMGAP00000001009
ENSTGUP00000003377	ENSMGAP00000003636
ENSTGUP00000005137	ENSMGAP00000008277
ENSTGUP00000009195	ENSMGAP00000012227
ENSTGUP00000009737	ENSMGAP00000009090
ENSTGUP00000003387	ENSMGAP00000001651
ENSTGUP00000001647	ENSMGAP00000003319
ENSTGUP00000006091	ENSMGAP00000008131
ENSTGUP00000004193	ENSMGAP00000000068
ENSTGUP00000009312	ENSMGAP00000008177
ENSTGUP00000005656	ENSMGAP00000011990
ENSTGUP00000006109	ENSMGAP00000002901
ENSTGUP00000013903	ENSMGAP00000015272
ENSTGUP00000002169	ENSMGAP00000003299
ENSTGUP00000004704	ENSMGAP00000006775
ENSTGUP00000003441	ENSMGAP00000007682
ENSTGUP00000002701	ENSMGAP00000010757
ENSTGUP00000006640	ENSMGAP00000000570
ENSTGUP00000003147	ENSMGAP00000006127
ENSTGUP00000011221	ENSMGAP00000006126
ENSTGUP00000014025	ENSMGAP00000015212
ENSTGUP00000011640	ENSMGAP00000004218
ENSTGUP00000012065	ENSMGAP00000013087
ENSTGUP00000001324	ENSMGAP00000008665
ENSTGUP00000000792	ENSMGAP00000002039
ENSTGUP00000009871	ENSMGAP00000008424
ENSTGUP00000011401	ENSMGAP00000010836
ENSTGUP00000003169	ENSMGAP00000002303
ENSTGUP00000002114	ENSMGAP00000000181
ENSTGUP00000002362	ENSMGAP00000004907
ENSTGUP00000012636	ENSMGAP00000013529
ENSTGUP00000007390	ENSMGAP00000006907
ENSTGUP00000006794	ENSMGAP00000006169
ENSTGUP00000017795	ENSMGAP00000002713
ENSTGUP00000001572	ENSMGAP00000009378
ENSTGUP00000000014	ENSMGAP00000003123
ENSTGUP00000002031	ENSMGAP00000002800
ENSTGUP00000008763	ENSMGAP00000009556
ENSTGUP00000002176	ENSMGAP00000007520
ENSTGUP00000011744	ENSMGAP00000011405
ENSTGUP00000010005	ENSMGAP00000013260
ENSTGUP00000010305	ENSMGAP00000012856
ENSTGUP00000009731	ENSMGAP00000013132
ENSTGUP00000011611	ENSMGAP00000013366
ENSTGUP00000008783	ENSMGAP00000006379
ENSTGUP00000002192	ENSMGAP00000004266
ENSTGUP00000008974	ENSMGAP00000001024
ENSTGUP00000000574	ENSMGAP00000004638
ENSTGUP00000009152	ENSMGAP00000012212
ENSTGUP00000012983	ENSMGAP00000013875
ENSTGUP00000005525	ENSMGAP00000017998
ENSTGUP00000005170	ENSMGAP00000005350
ENSTGUP00000005139	ENSMGAP00000012204
ENSTGUP00000001483	ENSMGAP00000009148
ENSTGUP00000011341	ENSMGAP00000011349
ENSTGUP00000007122	ENSMGAP00000010214
ENSTGUP00000007143	ENSMGAP00000010199
ENSTGUP00000000320	ENSMGAP00000003323
ENSTGUP00000017695	ENSMGAP00000000261
ENSTGUP00000006448	ENSMGAP00000002257
ENSTGUP00000005757	ENSMGAP00000004688
ENSTGUP00000006354	ENSMGAP00000004465
ENSTGUP00000000056	ENSMGAP00000003524
ENSTGUP00000011729	ENSMGAP00000011389
ENSTGUP00000013361	ENSMGAP00000014322
ENSTGUP00000001159	ENSMGAP00000001546
ENSTGUP00000009189	ENSMGAP00000007479
ENSTGUP00000002296	ENSMGAP00000004471
ENSTGUP00000014257	ENSMGAP00000000071
ENSTGUP00000010544	ENSMGAP00000012599
ENSTGUP00000011730	ENSMGAP00000012368
ENSTGUP00000008865	ENSMGAP00000009821
ENSTGUP00000005382	ENSMGAP00000017780
ENSTGUP00000009338	ENSMGAP00000009836
ENSTGUP00000010439	ENSMGAP00000015677
ENSTGUP00000009862	ENSMGAP00000012628
ENSTGUP00000013414	ENSMGAP00000016192
ENSTGUP00000009427	ENSMGAP00000009527
ENSTGUP00000005229	ENSMGAP00000000999
ENSTGUP00000003579	ENSMGAP00000011753
ENSTGUP00000013600	ENSMGAP00000014991
ENSTGUP00000013367	ENSMGAP00000014788
ENSTGUP00000001888	ENSMGAP00000010521
ENSTGUP00000012140	ENSMGAP00000014021
ENSTGUP00000014140	ENSMGAP00000019254
ENSTGUP00000010284	ENSMGAP00000012380
ENSTGUP00000009324	ENSMGAP00000009447
ENSTGUP00000005155	ENSMGAP00000004060
ENSTGUP00000002352	ENSMGAP00000002575
ENSTGUP00000001922	ENSMGAP00000019400
ENSTGUP00000001977	ENSMGAP00000001514
ENSTGUP00000001268	ENSMGAP00000008288
ENSTGUP00000007569	ENSMGAP00000002708
ENSTGUP00000004002	ENSMGAP00000002084
ENSTGUP00000007878	ENSMGAP00000006150
ENSTGUP00000017748	ENSMGAP00000000705
ENSTGUP00000002353	ENSMGAP00000007238
ENSTGUP00000005336	ENSMGAP00000012124
ENSTGUP00000007033	ENSMGAP00000006397
ENSTGUP00000011405	ENSMGAP00000013578
ENSTGUP00000017370	ENSMGAP00000005032
ENSTGUP00000010571	ENSMGAP00000010201
ENSTGUP00000008911	ENSMGAP00000009744
ENSTGUP00000013440	ENSMGAP00000014822
ENSTGUP00000003298	ENSMGAP00000005960
ENSTGUP00000010637	ENSMGAP00000010918
ENSTGUP00000004482	ENSMGAP00000005074
ENSTGUP00000010183	ENSMGAP00000010727
ENSTGUP00000002440	ENSMGAP00000004310
ENSTGUP00000011558	ENSMGAP00000012218
ENSTGUP00000001713	ENSMGAP00000010086
ENSTGUP00000006116	ENSMGAP00000001464
ENSTGUP00000007804	ENSMGAP00000018678
ENSTGUP00000007649	ENSMGAP00000006403
ENSTGUP00000002047	ENSMGAP00000004538
ENSTGUP00000011425	ENSMGAP00000010810
ENSTGUP00000007611	ENSMGAP00000007425
ENSTGUP00000011054	ENSMGAP00000013331
ENSTGUP00000017808	ENSMGAP00000001628
ENSTGUP00000012992	ENSMGAP00000013885
ENSTGUP00000012407	ENSMGAP00000012830
ENSTGUP00000008155	ENSMGAP00000003996
ENSTGUP00000014221	ENSMGAP00000019628
ENSTGUP00000013823	ENSMGAP00000015176
ENSTGUP00000003349	ENSMGAP00000010291
ENSTGUP00000001489	ENSMGAP00000000686
ENSTGUP00000006021	ENSMGAP00000006739
ENSTGUP00000001375	ENSMGAP00000004891
ENSTGUP00000004028	ENSMGAP00000011818
ENSTGUP00000011708	ENSMGAP00000016040
ENSTGUP00000012579	ENSMGAP00000013443
ENSTGUP00000009205	ENSMGAP00000017495
ENSTGUP00000012045	ENSMGAP00000016003
ENSTGUP00000003230	ENSMGAP00000010148
ENSTGUP00000012810	ENSMGAP00000013752
ENSTGUP00000010684	ENSMGAP00000012726
ENSTGUP00000013667	ENSMGAP00000014961
ENSTGUP00000004670	ENSMGAP00000008943
ENSTGUP00000012451	ENSMGAP00000018841
ENSTGUP00000011807	ENSMGAP00000017464
ENSTGUP00000013523	ENSMGAP00000014568
ENSTGUP00000007598	ENSMGAP00000007324
ENSTGUP00000000037	ENSMGAP00000003980
ENSTGUP00000000533	ENSMGAP00000000662
ENSTGUP00000008728	ENSMGAP00000011885
ENSTGUP00000002027	ENSMGAP00000002851
ENSTGUP00000010246	ENSMGAP00000009963
ENSTGUP00000004884	ENSMGAP00000003703
ENSTGUP00000004252	ENSMGAP00000012728
ENSTGUP00000006490	ENSMGAP00000008883
ENSTGUP00000009301	ENSMGAP00000009813
ENSTGUP00000009275	ENSMGAP00000011672
ENSTGUP00000003892	ENSMGAP00000009896
ENSTGUP00000009470	ENSMGAP00000011447
ENSTGUP00000009870	ENSMGAP00000010014
ENSTGUP00000012189	ENSMGAP00000013045
ENSTGUP00000013505	ENSMGAP00000018195
ENSTGUP00000016443	ENSMGAP00000005649
ENSTGUP00000009934	ENSMGAP00000013227
ENSTGUP00000002608	ENSMGAP00000010435
ENSTGUP00000008387	ENSMGAP00000019137
ENSTGUP00000008450	ENSMGAP00000008287
ENSTGUP00000010917	ENSMGAP00000009996
ENSTGUP00000009957	ENSMGAP00000012566
ENSTGUP00000010561	ENSMGAP00000010803
ENSTGUP00000007835	ENSMGAP00000016428
ENSTGUP00000003424	ENSMGAP00000002907
ENSTGUP00000011127	ENSMGAP00000013860
ENSTGUP00000006708	ENSMGAP00000006020
ENSTGUP00000003482	ENSMGAP00000010366
ENSTGUP00000013110	ENSMGAP00000014028
ENSTGUP00000007450	ENSMGAP00000011151
ENSTGUP00000018094	ENSMGAP00000000463
ENSTGUP00000011999	ENSMGAP00000012679
ENSTGUP00000005171	ENSMGAP00000002963
ENSTGUP00000004182	ENSMGAP00000000064
ENSTGUP00000005579	ENSMGAP00000001048
ENSTGUP00000010989	ENSMGAP00000013815
ENSTGUP00000011822	ENSMGAP00000012457
ENSTGUP00000012177	ENSMGAP00000013181
ENSTGUP00000000049	ENSMGAP00000000452
ENSTGUP00000009291	ENSMGAP00000008146
ENSTGUP00000012714	ENSMGAP00000014371
ENSTGUP00000013645	ENSMGAP00000015085
ENSTGUP00000004007	ENSMGAP00000010654
ENSTGUP00000011572	ENSMGAP00000011088
ENSTGUP00000017773	ENSMGAP00000000488
ENSTGUP00000005963	ENSMGAP00000004939
ENSTGUP00000003723	ENSMGAP00000005566
ENSTGUP00000010885	ENSMGAP00000000782
ENSTGUP00000003788	ENSMGAP00000011854
ENSTGUP00000003432	ENSMGAP00000002315
ENSTGUP00000006399	ENSMGAP00000003495
ENSTGUP00000008550	ENSMGAP00000015584
ENSTGUP00000007795	ENSMGAP00000007657
ENSTGUP00000011256	ENSMGAP00000006098
ENSTGUP00000007577	ENSMGAP00000008793
ENSTGUP00000004387	ENSMGAP00000002210
ENSTGUP00000009187	ENSMGAP00000005173
ENSTGUP00000016584	ENSMGAP00000013361
ENSTGUP00000009525	ENSMGAP00000008589
ENSTGUP00000005797	ENSMGAP00000005026
ENSTGUP00000006151	ENSMGAP00000004051
ENSTGUP00000010697	ENSMGAP00000013104
ENSTGUP00000003042	ENSMGAP00000011149
ENSTGUP00000007014	ENSMGAP00000010911
ENSTGUP00000000282	ENSMGAP00000007596
ENSTGUP00000008502	ENSMGAP00000008831
ENSTGUP00000006682	ENSMGAP00000006640
ENSTGUP00000011368	ENSMGAP00000013990
ENSTGUP00000010589	ENSMGAP00000019553
ENSTGUP00000012470	ENSMGAP00000015931
ENSTGUP00000009788	ENSMGAP00000005926
ENSTGUP00000002081	ENSMGAP00000003752
ENSTGUP00000012034	ENSMGAP00000013905
ENSTGUP00000002325	ENSMGAP00000007676
ENSTGUP00000010176	ENSMGAP00000013364
ENSTGUP00000012544	ENSMGAP00000014487
ENSTGUP00000003211	ENSMGAP00000006996
ENSTGUP00000011162	ENSMGAP00000013878
ENSTGUP00000001978	ENSMGAP00000002899
ENSTGUP00000002269	ENSMGAP00000007832
ENSTGUP00000011394	ENSMGAP00000011427
ENSTGUP00000012171	ENSMGAP00000012462
ENSTGUP00000009058	ENSMGAP00000004982
ENSTGUP00000000740	ENSMGAP00000001222
ENSTGUP00000012426	ENSMGAP00000014443
ENSTGUP00000000340	ENSMGAP00000004594
ENSTGUP00000010706	ENSMGAP00000007885
ENSTGUP00000005931	ENSMGAP00000005190
ENSTGUP00000005675	ENSMGAP00000002599
ENSTGUP00000003695	ENSMGAP00000003468
ENSTGUP00000003135	ENSMGAP00000010027
ENSTGUP00000014035	ENSMGAP00000015199
ENSTGUP00000000378	ENSMGAP00000002890
ENSTGUP00000012625	ENSMGAP00000017452
ENSTGUP00000004366	ENSMGAP00000007257
ENSTGUP00000005076	ENSMGAP00000009898
ENSTGUP00000012564	ENSMGAP00000013419
ENSTGUP00000009097	ENSMGAP00000012929
ENSTGUP00000002308	ENSMGAP00000004772
ENSTGUP00000005193	ENSMGAP00000002891
ENSTGUP00000011529	ENSMGAP00000011007
ENSTGUP00000005092	ENSMGAP00000008224
ENSTGUP00000017688	ENSMGAP00000000154
ENSTGUP00000012228	ENSMGAP00000014604
ENSTGUP00000012281	ENSMGAP00000019459
ENSTGUP00000009535	ENSMGAP00000010722
ENSTGUP00000004245	ENSMGAP00000008233
ENSTGUP00000005460	ENSMGAP00000012692
ENSTGUP00000012123	ENSMGAP00000014003
ENSTGUP00000017065	ENSMGAP00000000600
ENSTGUP00000009241	ENSMGAP00000007630
ENSTGUP00000011614	ENSMGAP00000011173
ENSTGUP00000003973	ENSMGAP00000009790
ENSTGUP00000003768	ENSMGAP00000002509
ENSTGUP00000006192	ENSMGAP00000003693
ENSTGUP00000004714	ENSMGAP00000000088
ENSTGUP00000016082	ENSMGAP00000003951
ENSTGUP00000007848	ENSMGAP00000003335
ENSTGUP00000002075	ENSMGAP00000004798
ENSTGUP00000016467	ENSMGAP00000001322
ENSTGUP00000010061	ENSMGAP00000009260
ENSTGUP00000009943	ENSMGAP00000008110
ENSTGUP00000014192	ENSMGAP00000000110
ENSTGUP00000008334	ENSMGAP00000006731
ENSTGUP00000001681	ENSMGAP00000000455
ENSTGUP00000011537	ENSMGAP00000011016
ENSTGUP00000011725	ENSMGAP00000012361
ENSTGUP00000010854	ENSMGAP00000010678
ENSTGUP00000017732	ENSMGAP00000018567
ENSTGUP00000009180	ENSMGAP00000011596
ENSTGUP00000008837	ENSMGAP00000011805
ENSTGUP00000006334	ENSMGAP00000001057
ENSTGUP00000007883	ENSMGAP00000004411
ENSTGUP00000007714	ENSMGAP00000004550
ENSTGUP00000006267	ENSMGAP00000003154
ENSTGUP00000005045	ENSMGAP00000000673
ENSTGUP00000003562	ENSMGAP00000010229
ENSTGUP00000011192	ENSMGAP00000006242
ENSTGUP00000010540	ENSMGAP00000012523
ENSTGUP00000007096	ENSMGAP00000001963
ENSTGUP00000001904	ENSMGAP00000005885
ENSTGUP00000001051	ENSMGAP00000006818
ENSTGUP00000010781	ENSMGAP00000015645
ENSTGUP00000008045	ENSMGAP00000006395
ENSTGUP00000006892	ENSMGAP00000000311
ENSTGUP00000004596	ENSMGAP00000007604
ENSTGUP00000011291	ENSMGAP00000013506
ENSTGUP00000010145	ENSMGAP00000009412
ENSTGUP00000010046	ENSMGAP00000006368
ENSTGUP00000006673	ENSMGAP00000006240
ENSTGUP00000007465	ENSMGAP00000008688
ENSTGUP00000001602	ENSMGAP00000003001
ENSTGUP00000002011	ENSMGAP00000003428
ENSTGUP00000005506	ENSMGAP00000007061
ENSTGUP00000004679	ENSMGAP00000011889
ENSTGUP00000000786	ENSMGAP00000003934
ENSTGUP00000009445	ENSMGAP00000012369
ENSTGUP00000008187	ENSMGAP00000005888
ENSTGUP00000008320	ENSMGAP00000004096
ENSTGUP00000011434	ENSMGAP00000013621
ENSTGUP00000013890	ENSMGAP00000015248
ENSTGUP00000000420	ENSMGAP00000006677
ENSTGUP00000005447	ENSMGAP00000002847
ENSTGUP00000002365	ENSMGAP00000013999
ENSTGUP00000005839	ENSMGAP00000003483
ENSTGUP00000011420	ENSMGAP00000013559
ENSTGUP00000005422	ENSMGAP00000000214
ENSTGUP00000000005	ENSMGAP00000003072
ENSTGUP00000005241	ENSMGAP00000005858
ENSTGUP00000006058	ENSMGAP00000005491
ENSTGUP00000013805	ENSMGAP00000015162
ENSTGUP00000006416	ENSMGAP00000002287
ENSTGUP00000001311	ENSMGAP00000004403
ENSTGUP00000004187	ENSMGAP00000018307
ENSTGUP00000006014	ENSMGAP00000003783
ENSTGUP00000010293	ENSMGAP00000012700
ENSTGUP00000011424	ENSMGAP00000011802
ENSTGUP00000011732	ENSMGAP00000013171
ENSTGUP00000011285	ENSMGAP00000010570
ENSTGUP00000006813	ENSMGAP00000015481
ENSTGUP00000017727	ENSMGAP00000006289
ENSTGUP00000013731	ENSMGAP00000014910
ENSTGUP00000004326	ENSMGAP00000007105
ENSTGUP00000007285	ENSMGAP00000001824
ENSTGUP00000004709	ENSMGAP00000012343
ENSTGUP00000010399	ENSMGAP00000010698
ENSTGUP00000005425	ENSMGAP00000002778
ENSTGUP00000007605	ENSMGAP00000005677
ENSTGUP00000011235	ENSMGAP00000013929
ENSTGUP00000013491	ENSMGAP00000014585
ENSTGUP00000004056	ENSMGAP00000009714
ENSTGUP00000009373	ENSMGAP00000011524
ENSTGUP00000001720	ENSMGAP00000003762
ENSTGUP00000011984	ENSMGAP00000013972
ENSTGUP00000009229	ENSMGAP00000005250
ENSTGUP00000010748	ENSMGAP00000010453
ENSTGUP00000004626	ENSMGAP00000005022
ENSTGUP00000008832	ENSMGAP00000015601
ENSTGUP00000007632	ENSMGAP00000006459
ENSTGUP00000002335	ENSMGAP00000004617
ENSTGUP00000011733	ENSMGAP00000016037
ENSTGUP00000011310	ENSMGAP00000011331
ENSTGUP00000002016	ENSMGAP00000002856
ENSTGUP00000005847	ENSMGAP00000012538
ENSTGUP00000001538	ENSMGAP00000009058
ENSTGUP00000002443	ENSMGAP00000004260
ENSTGUP00000003896	ENSMGAP00000010584
ENSTGUP00000007334	ENSMGAP00000012047
ENSTGUP00000010815	ENSMGAP00000012817
ENSTGUP00000014743	ENSMGAP00000008149
ENSTGUP00000008413	ENSMGAP00000002354
ENSTGUP00000004325	ENSMGAP00000004397
ENSTGUP00000012523	ENSMGAP00000012995
ENSTGUP00000006700	ENSMGAP00000003064
ENSTGUP00000000038	ENSMGAP00000010026
ENSTGUP00000001605	ENSMGAP00000007307
ENSTGUP00000005838	ENSMGAP00000008966
ENSTGUP00000001526	ENSMGAP00000008952
ENSTGUP00000012122	ENSMGAP00000012944
ENSTGUP00000000020	ENSMGAP00000003175
ENSTGUP00000007201	ENSMGAP00000006894
ENSTGUP00000012890	ENSMGAP00000015847
ENSTGUP00000007271	ENSMGAP00000005978
ENSTGUP00000013432	ENSMGAP00000014395
ENSTGUP00000013849	ENSMGAP00000016236
ENSTGUP00000009367	ENSMGAP00000009891
ENSTGUP00000009612	ENSMGAP00000011826
ENSTGUP00000012827	ENSMGAP00000014454
ENSTGUP00000007548	ENSMGAP00000007111
ENSTGUP00000017792	ENSMGAP00000002865
ENSTGUP00000008487	ENSMGAP00000007003
ENSTGUP00000004830	ENSMGAP00000000967
ENSTGUP00000004375	ENSMGAP00000008065
ENSTGUP00000005633	ENSMGAP00000009452
ENSTGUP00000012401	ENSMGAP00000013237
ENSTGUP00000003091	ENSMGAP00000000029
ENSTGUP00000007887	ENSMGAP00000003188
ENSTGUP00000003737	ENSMGAP00000003112
ENSTGUP00000005726	ENSMGAP00000001286
ENSTGUP00000011864	ENSMGAP00000014072
ENSTGUP00000006983	ENSMGAP00000009553
ENSTGUP00000006466	ENSMGAP00000005883
ENSTGUP00000005568	ENSMGAP00000004338
ENSTGUP00000002019	ENSMGAP00000001151
ENSTGUP00000000906	ENSMGAP00000005730
ENSTGUP00000009355	ENSMGAP00000005460
ENSTGUP00000006468	ENSMGAP00000004672
ENSTGUP00000003751	ENSMGAP00000007636
ENSTGUP00000006499	ENSMGAP00000007891
ENSTGUP00000013441	ENSMGAP00000014412
ENSTGUP00000002814	ENSMGAP00000012327
ENSTGUP00000005106	ENSMGAP00000008250
ENSTGUP00000009428	ENSMGAP00000015742
ENSTGUP00000013043	ENSMGAP00000016079
ENSTGUP00000010442	ENSMGAP00000012980
ENSTGUP00000007945	ENSMGAP00000003860
ENSTGUP00000010429	ENSMGAP00000010759
ENSTGUP00000001507	ENSMGAP00000002476
ENSTGUP00000010888	ENSMGAP00000010713
ENSTGUP00000001730	ENSMGAP00000018159
ENSTGUP00000011903	ENSMGAP00000012569
ENSTGUP00000008969	ENSMGAP00000008777
ENSTGUP00000009790	ENSMGAP00000011950
ENSTGUP00000013720	ENSMGAP00000015003
ENSTGUP00000011648	ENSMGAP00000013798
ENSTGUP00000006001	ENSMGAP00000001933
ENSTGUP00000001957	ENSMGAP00000002978
ENSTGUP00000007974	ENSMGAP00000006981
ENSTGUP00000011219	ENSMGAP00000011514
ENSTGUP00000006375	ENSMGAP00000002090
ENSTGUP00000000830	ENSMGAP00000000103
ENSTGUP00000005862	ENSMGAP00000004718
ENSTGUP00000002931	ENSMGAP00000008191
ENSTGUP00000010795	ENSMGAP00000013694
ENSTGUP00000006748	ENSMGAP00000005994
ENSTGUP00000005985	ENSMGAP00000001682
ENSTGUP00000012808	ENSMGAP00000015868
ENSTGUP00000012788	ENSMGAP00000013268
ENSTGUP00000003043	ENSMGAP00000006408
ENSTGUP00000009868	ENSMGAP00000008948
ENSTGUP00000014508	ENSMGAP00000000583
ENSTGUP00000006039	ENSMGAP00000005487
ENSTGUP00000003205	ENSMGAP00000006967
ENSTGUP00000015935	ENSMGAP00000002514
ENSTGUP00000002940	ENSMGAP00000000128
ENSTGUP00000013768	ENSMGAP00000015099
ENSTGUP00000007372	ENSMGAP00000003446
ENSTGUP00000008357	ENSMGAP00000004175
ENSTGUP00000005492	ENSMGAP00000002308
ENSTGUP00000005808	ENSMGAP00000004919
ENSTGUP00000012627	ENSMGAP00000014679
ENSTGUP00000004501	ENSMGAP00000007045
ENSTGUP00000002924	ENSMGAP00000009705
ENSTGUP00000006256	ENSMGAP00000005777
ENSTGUP00000001414	ENSMGAP00000004841
ENSTGUP00000015976	ENSMGAP00000005517
ENSTGUP00000006654	ENSMGAP00000010599
ENSTGUP00000007750	ENSMGAP00000000962
ENSTGUP00000012792	ENSMGAP00000013722
ENSTGUP00000010104	ENSMGAP00000015708
ENSTGUP00000006439	ENSMGAP00000003010
ENSTGUP00000001391	ENSMGAP00000004960
ENSTGUP00000002863	ENSMGAP00000011432
ENSTGUP00000000841	ENSMGAP00000000116
ENSTGUP00000004729	ENSMGAP00000006165
ENSTGUP00000012681	ENSMGAP00000013586
ENSTGUP00000006575	ENSMGAP00000002030
ENSTGUP00000011193	ENSMGAP00000015773
ENSTGUP00000017653	ENSMGAP00000014979
ENSTGUP00000005725	ENSMGAP00000005001
ENSTGUP00000002175	ENSMGAP00000003048
ENSTGUP00000004135	ENSMGAP00000008519
ENSTGUP00000002616	ENSMGAP00000016751
ENSTGUP00000008605	ENSMGAP00000010389
ENSTGUP00000008868	ENSMGAP00000007500
ENSTGUP00000010981	ENSMGAP00000012056
