ENSACAP00000005936	ENSCAFP00000014731
ENSACAP00000000800	ENSCAFP00000018957
ENSACAP00000012034	ENSCAFP00000023745
ENSACAP00000016478	ENSCAFP00000008910
ENSACAP00000012026	ENSCAFP00000022578
ENSACAP00000014659	ENSCAFP00000006596
ENSACAP00000005141	ENSCAFP00000021138
ENSACAP00000017240	ENSCAFP00000039884
ENSACAP00000003005	ENSCAFP00000040219
ENSACAP00000010145	ENSCAFP00000008162
ENSACAP00000002521	ENSCAFP00000010960
ENSACAP00000002572	ENSCAFP00000019411
ENSACAP00000002331	ENSCAFP00000007473
ENSACAP00000003938	ENSCAFP00000006211
ENSACAP00000016453	ENSCAFP00000019552
ENSACAP00000011853	ENSCAFP00000038760
ENSACAP00000007613	ENSCAFP00000008793
ENSACAP00000001383	ENSCAFP00000027277
ENSACAP00000014910	ENSCAFP00000042435
ENSACAP00000010689	ENSCAFP00000022930
ENSACAP00000003365	ENSCAFP00000013817
ENSACAP00000009995	ENSCAFP00000014289
ENSACAP00000010975	ENSCAFP00000038472
ENSACAP00000014527	ENSCAFP00000002556
ENSACAP00000011089	ENSCAFP00000005832
ENSACAP00000001268	ENSCAFP00000016747
ENSACAP00000014942	ENSCAFP00000003642
ENSACAP00000010876	ENSCAFP00000013578
ENSACAP00000005542	ENSCAFP00000035023
ENSACAP00000006386	ENSCAFP00000022999
ENSACAP00000008745	ENSCAFP00000025662
ENSACAP00000001521	ENSCAFP00000019881
ENSACAP00000016408	ENSCAFP00000014428
ENSACAP00000006034	ENSCAFP00000028814
ENSACAP00000004642	ENSCAFP00000007016
ENSACAP00000001112	ENSCAFP00000018881
ENSACAP00000013669	ENSCAFP00000014645
ENSACAP00000001701	ENSCAFP00000013587
ENSACAP00000011556	ENSCAFP00000007799
ENSACAP00000015997	ENSCAFP00000019204
ENSACAP00000009306	ENSCAFP00000007283
ENSACAP00000006434	ENSCAFP00000029458
ENSACAP00000013421	ENSCAFP00000003077
ENSACAP00000011494	ENSCAFP00000037130
ENSACAP00000003886	ENSCAFP00000025976
ENSACAP00000007895	ENSCAFP00000000297
ENSACAP00000006442	ENSCAFP00000041282
ENSACAP00000008643	ENSCAFP00000035221
ENSACAP00000008170	ENSCAFP00000022335
ENSACAP00000002122	ENSCAFP00000011154
ENSACAP00000008152	ENSCAFP00000042083
ENSACAP00000000714	ENSCAFP00000042649
ENSACAP00000001123	ENSCAFP00000021281
ENSACAP00000009317	ENSCAFP00000015937
ENSACAP00000018624	ENSCAFP00000000011
ENSACAP00000001226	ENSCAFP00000039337
ENSACAP00000007031	ENSCAFP00000026272
ENSACAP00000010554	ENSCAFP00000002503
ENSACAP00000012553	ENSCAFP00000022291
ENSACAP00000019793	ENSCAFP00000001361
ENSACAP00000010887	ENSCAFP00000022225
ENSACAP00000011773	ENSCAFP00000005864
ENSACAP00000009713	ENSCAFP00000031654
ENSACAP00000016394	ENSCAFP00000006858
ENSACAP00000005363	ENSCAFP00000010395
ENSACAP00000003676	ENSCAFP00000000044
ENSACAP00000001078	ENSCAFP00000017454
ENSACAP00000008153	ENSCAFP00000006928
ENSACAP00000018554	ENSCAFP00000040529
ENSACAP00000006493	ENSCAFP00000040404
ENSACAP00000011812	ENSCAFP00000028774
ENSACAP00000000017	ENSCAFP00000008705
ENSACAP00000016730	ENSCAFP00000041099
ENSACAP00000016358	ENSCAFP00000037514
ENSACAP00000000070	ENSCAFP00000014718
ENSACAP00000019179	ENSCAFP00000029790
ENSACAP00000022226	ENSCAFP00000015126
ENSACAP00000012436	ENSCAFP00000040380
ENSACAP00000000171	ENSCAFP00000026687
ENSACAP00000016609	ENSCAFP00000017806
ENSACAP00000015052	ENSCAFP00000037823
ENSACAP00000002233	ENSCAFP00000003278
ENSACAP00000018742	ENSCAFP00000036557
ENSACAP00000001974	ENSCAFP00000002911
ENSACAP00000015612	ENSCAFP00000021990
ENSACAP00000005309	ENSCAFP00000014778
ENSACAP00000009309	ENSCAFP00000002700
ENSACAP00000014417	ENSCAFP00000032147
ENSACAP00000002654	ENSCAFP00000023784
ENSACAP00000013110	ENSCAFP00000040069
ENSACAP00000000057	ENSCAFP00000040730
ENSACAP00000015273	ENSCAFP00000022945
ENSACAP00000016791	ENSCAFP00000029382
ENSACAP00000000799	ENSCAFP00000019175
ENSACAP00000009654	ENSCAFP00000027197
ENSACAP00000000352	ENSCAFP00000009546
ENSACAP00000011282	ENSCAFP00000026029
ENSACAP00000002218	ENSCAFP00000011457
ENSACAP00000007611	ENSCAFP00000001109
ENSACAP00000003023	ENSCAFP00000022205
ENSACAP00000014725	ENSCAFP00000029329
ENSACAP00000002256	ENSCAFP00000036776
ENSACAP00000004419	ENSCAFP00000003866
ENSACAP00000014415	ENSCAFP00000004605
ENSACAP00000014682	ENSCAFP00000004584
ENSACAP00000009661	ENSCAFP00000039300
ENSACAP00000016378	ENSCAFP00000013552
ENSACAP00000006925	ENSCAFP00000006251
ENSACAP00000003286	ENSCAFP00000013770
ENSACAP00000000856	ENSCAFP00000003334
ENSACAP00000004075	ENSCAFP00000016940
ENSACAP00000010528	ENSCAFP00000012195
ENSACAP00000001880	ENSCAFP00000004815
ENSACAP00000003498	ENSCAFP00000011400
ENSACAP00000002229	ENSCAFP00000013310
ENSACAP00000018905	ENSCAFP00000041497
ENSACAP00000007996	ENSCAFP00000027599
ENSACAP00000012679	ENSCAFP00000039374
ENSACAP00000008040	ENSCAFP00000029096
ENSACAP00000012953	ENSCAFP00000022319
ENSACAP00000000013	ENSCAFP00000008681
ENSACAP00000000638	ENSCAFP00000022458
ENSACAP00000005580	ENSCAFP00000034898
ENSACAP00000020736	ENSCAFP00000002517
ENSACAP00000007098	ENSCAFP00000024690
ENSACAP00000002848	ENSCAFP00000013550
ENSACAP00000007307	ENSCAFP00000035984
ENSACAP00000008203	ENSCAFP00000019228
ENSACAP00000005620	ENSCAFP00000005564
ENSACAP00000003629	ENSCAFP00000030037
ENSACAP00000000559	ENSCAFP00000012391
ENSACAP00000023197	ENSCAFP00000008051
ENSACAP00000011544	ENSCAFP00000003664
ENSACAP00000005896	ENSCAFP00000006181
ENSACAP00000000754	ENSCAFP00000008901
ENSACAP00000004221	ENSCAFP00000021605
ENSACAP00000002788	ENSCAFP00000021942
ENSACAP00000005131	ENSCAFP00000027718
ENSACAP00000017690	ENSCAFP00000031822
ENSACAP00000006308	ENSCAFP00000006809
ENSACAP00000014403	ENSCAFP00000042907
ENSACAP00000002992	ENSCAFP00000014088
ENSACAP00000018026	ENSCAFP00000016436
ENSACAP00000001918	ENSCAFP00000039916
ENSACAP00000008198	ENSCAFP00000020706
ENSACAP00000017407	ENSCAFP00000014990
ENSACAP00000000726	ENSCAFP00000017205
ENSACAP00000022364	ENSCAFP00000011936
ENSACAP00000007005	ENSCAFP00000005176
ENSACAP00000006627	ENSCAFP00000024729
ENSACAP00000014762	ENSCAFP00000022874
ENSACAP00000001547	ENSCAFP00000005025
ENSACAP00000012366	ENSCAFP00000026170
ENSACAP00000014685	ENSCAFP00000026745
ENSACAP00000000493	ENSCAFP00000007554
ENSACAP00000018531	ENSCAFP00000002836
ENSACAP00000011647	ENSCAFP00000020604
ENSACAP00000014068	ENSCAFP00000007259
ENSACAP00000008854	ENSCAFP00000020211
ENSACAP00000004976	ENSCAFP00000013469
ENSACAP00000008284	ENSCAFP00000000413
ENSACAP00000010367	ENSCAFP00000005153
ENSACAP00000003037	ENSCAFP00000015297
ENSACAP00000001663	ENSCAFP00000017879
ENSACAP00000012858	ENSCAFP00000027126
ENSACAP00000004459	ENSCAFP00000009557
ENSACAP00000004857	ENSCAFP00000018778
ENSACAP00000005960	ENSCAFP00000029432
ENSACAP00000021857	ENSCAFP00000017428
ENSACAP00000015180	ENSCAFP00000041465
ENSACAP00000016084	ENSCAFP00000000757
ENSACAP00000008224	ENSCAFP00000031245
ENSACAP00000005151	ENSCAFP00000039857
ENSACAP00000006468	ENSCAFP00000015655
ENSACAP00000008264	ENSCAFP00000039497
ENSACAP00000002125	ENSCAFP00000020048
ENSACAP00000005890	ENSCAFP00000021424
ENSACAP00000013979	ENSCAFP00000008207
ENSACAP00000013515	ENSCAFP00000012486
ENSACAP00000016422	ENSCAFP00000018094
ENSACAP00000005470	ENSCAFP00000012568
ENSACAP00000007256	ENSCAFP00000000674
ENSACAP00000007371	ENSCAFP00000029747
ENSACAP00000001258	ENSCAFP00000017857
ENSACAP00000001930	ENSCAFP00000007358
ENSACAP00000003719	ENSCAFP00000008389
ENSACAP00000009543	ENSCAFP00000018330
ENSACAP00000016437	ENSCAFP00000018073
ENSACAP00000001752	ENSCAFP00000016548
ENSACAP00000004614	ENSCAFP00000014937
ENSACAP00000009594	ENSCAFP00000002749
ENSACAP00000007652	ENSCAFP00000009144
ENSACAP00000011114	ENSCAFP00000010711
ENSACAP00000011180	ENSCAFP00000041708
ENSACAP00000005946	ENSCAFP00000041802
ENSACAP00000001376	ENSCAFP00000016640
ENSACAP00000000660	ENSCAFP00000019259
ENSACAP00000003562	ENSCAFP00000001308
ENSACAP00000001371	ENSCAFP00000041173
ENSACAP00000009644	ENSCAFP00000011796
ENSACAP00000015891	ENSCAFP00000040721
ENSACAP00000003378	ENSCAFP00000030065
ENSACAP00000008931	ENSCAFP00000037049
ENSACAP00000008872	ENSCAFP00000003335
ENSACAP00000014920	ENSCAFP00000008290
ENSACAP00000016142	ENSCAFP00000039351
ENSACAP00000011136	ENSCAFP00000014844
ENSACAP00000013898	ENSCAFP00000013239
ENSACAP00000016171	ENSCAFP00000035155
ENSACAP00000023482	ENSCAFP00000010817
ENSACAP00000014456	ENSCAFP00000007190
ENSACAP00000003359	ENSCAFP00000026884
ENSACAP00000009988	ENSCAFP00000011552
ENSACAP00000004343	ENSCAFP00000034252
ENSACAP00000000395	ENSCAFP00000007437
ENSACAP00000008125	ENSCAFP00000015535
ENSACAP00000001665	ENSCAFP00000002119
ENSACAP00000012575	ENSCAFP00000002653
ENSACAP00000011061	ENSCAFP00000008985
ENSACAP00000004325	ENSCAFP00000041607
ENSACAP00000001667	ENSCAFP00000021013
ENSACAP00000006679	ENSCAFP00000037606
ENSACAP00000006178	ENSCAFP00000002953
ENSACAP00000015798	ENSCAFP00000003947
ENSACAP00000009687	ENSCAFP00000025509
ENSACAP00000009823	ENSCAFP00000007977
ENSACAP00000013589	ENSCAFP00000016941
ENSACAP00000005893	ENSCAFP00000002941
ENSACAP00000000780	ENSCAFP00000007174
ENSACAP00000010659	ENSCAFP00000013507
ENSACAP00000014361	ENSCAFP00000037732
ENSACAP00000010025	ENSCAFP00000040759
ENSACAP00000016357	ENSCAFP00000018638
ENSACAP00000002184	ENSCAFP00000015314
ENSACAP00000018223	ENSCAFP00000026815
ENSACAP00000014869	ENSCAFP00000006891
ENSACAP00000023146	ENSCAFP00000002828
ENSACAP00000001272	ENSCAFP00000020228
ENSACAP00000002179	ENSCAFP00000022415
ENSACAP00000006514	ENSCAFP00000042091
ENSACAP00000007050	ENSCAFP00000021292
ENSACAP00000005030	ENSCAFP00000019462
ENSACAP00000004234	ENSCAFP00000019511
ENSACAP00000000676	ENSCAFP00000018556
ENSACAP00000013920	ENSCAFP00000028092
ENSACAP00000008891	ENSCAFP00000007146
ENSACAP00000010117	ENSCAFP00000017617
ENSACAP00000006566	ENSCAFP00000036497
ENSACAP00000003512	ENSCAFP00000036029
ENSACAP00000015707	ENSCAFP00000029502
ENSACAP00000008563	ENSCAFP00000027157
ENSACAP00000015753	ENSCAFP00000023219
ENSACAP00000012200	ENSCAFP00000039216
ENSACAP00000012433	ENSCAFP00000000878
ENSACAP00000009358	ENSCAFP00000016270
ENSACAP00000009156	ENSCAFP00000024609
ENSACAP00000021985	ENSCAFP00000025337
ENSACAP00000013821	ENSCAFP00000028135
ENSACAP00000000873	ENSCAFP00000018938
ENSACAP00000015037	ENSCAFP00000006938
ENSACAP00000016012	ENSCAFP00000024846
ENSACAP00000000997	ENSCAFP00000016657
ENSACAP00000004021	ENSCAFP00000006196
ENSACAP00000015819	ENSCAFP00000012409
ENSACAP00000009782	ENSCAFP00000008929
ENSACAP00000013656	ENSCAFP00000036245
ENSACAP00000012682	ENSCAFP00000022189
ENSACAP00000017477	ENSCAFP00000022117
ENSACAP00000009271	ENSCAFP00000009852
ENSACAP00000004787	ENSCAFP00000000400
ENSACAP00000011865	ENSCAFP00000036936
ENSACAP00000011671	ENSCAFP00000006712
ENSACAP00000008681	ENSCAFP00000029658
ENSACAP00000001637	ENSCAFP00000028600
ENSACAP00000000490	ENSCAFP00000002225
ENSACAP00000005832	ENSCAFP00000012478
ENSACAP00000000296	ENSCAFP00000003700
ENSACAP00000002697	ENSCAFP00000021936
ENSACAP00000016251	ENSCAFP00000008986
ENSACAP00000008868	ENSCAFP00000003687
ENSACAP00000015171	ENSCAFP00000022902
ENSACAP00000012464	ENSCAFP00000011630
ENSACAP00000006662	ENSCAFP00000023234
ENSACAP00000017096	ENSCAFP00000004546
ENSACAP00000018764	ENSCAFP00000003053
ENSACAP00000008295	ENSCAFP00000010190
ENSACAP00000015155	ENSCAFP00000020627
ENSACAP00000010423	ENSCAFP00000017455
ENSACAP00000021106	ENSCAFP00000015725
ENSACAP00000004960	ENSCAFP00000009855
ENSACAP00000007575	ENSCAFP00000013576
ENSACAP00000006262	ENSCAFP00000006872
ENSACAP00000012125	ENSCAFP00000017654
ENSACAP00000020470	ENSCAFP00000029671
ENSACAP00000003120	ENSCAFP00000037694
ENSACAP00000010790	ENSCAFP00000020568
ENSACAP00000001664	ENSCAFP00000017832
ENSACAP00000006444	ENSCAFP00000013892
ENSACAP00000018331	ENSCAFP00000000752
ENSACAP00000000442	ENSCAFP00000042219
ENSACAP00000002013	ENSCAFP00000012492
ENSACAP00000008935	ENSCAFP00000007151
ENSACAP00000000532	ENSCAFP00000037441
ENSACAP00000003720	ENSCAFP00000037826
ENSACAP00000017538	ENSCAFP00000024216
ENSACAP00000006505	ENSCAFP00000018088
ENSACAP00000008127	ENSCAFP00000012948
ENSACAP00000015491	ENSCAFP00000026936
ENSACAP00000011252	ENSCAFP00000030259
ENSACAP00000015937	ENSCAFP00000011353
ENSACAP00000009996	ENSCAFP00000034555
ENSACAP00000006943	ENSCAFP00000006260
ENSACAP00000017689	ENSCAFP00000022041
ENSACAP00000020192	ENSCAFP00000016504
ENSACAP00000017167	ENSCAFP00000028745
ENSACAP00000012698	ENSCAFP00000026052
ENSACAP00000013859	ENSCAFP00000025607
ENSACAP00000000991	ENSCAFP00000010894
ENSACAP00000012566	ENSCAFP00000002645
ENSACAP00000009574	ENSCAFP00000011801
ENSACAP00000005376	ENSCAFP00000025677
ENSACAP00000001426	ENSCAFP00000017810
ENSACAP00000002516	ENSCAFP00000028799
ENSACAP00000016183	ENSCAFP00000042791
ENSACAP00000005039	ENSCAFP00000025140
ENSACAP00000008851	ENSCAFP00000024177
ENSACAP00000002920	ENSCAFP00000001355
ENSACAP00000022557	ENSCAFP00000017063
ENSACAP00000009547	ENSCAFP00000002745
ENSACAP00000020634	ENSCAFP00000020900
ENSACAP00000015992	ENSCAFP00000002199
ENSACAP00000012268	ENSCAFP00000023819
ENSACAP00000008676	ENSCAFP00000010634
ENSACAP00000004786	ENSCAFP00000000401
ENSACAP00000013505	ENSCAFP00000015067
ENSACAP00000010123	ENSCAFP00000018464
ENSACAP00000020609	ENSCAFP00000008476
ENSACAP00000011284	ENSCAFP00000014797
ENSACAP00000012972	ENSCAFP00000030069
ENSACAP00000013934	ENSCAFP00000007765
ENSACAP00000008874	ENSCAFP00000024183
ENSACAP00000015912	ENSCAFP00000008284
ENSACAP00000016924	ENSCAFP00000027031
ENSACAP00000001571	ENSCAFP00000026708
ENSACAP00000015188	ENSCAFP00000019068
ENSACAP00000005033	ENSCAFP00000039638
ENSACAP00000009815	ENSCAFP00000001474
ENSACAP00000006910	ENSCAFP00000004884
ENSACAP00000007588	ENSCAFP00000009126
ENSACAP00000001893	ENSCAFP00000019736
ENSACAP00000013887	ENSCAFP00000028118
ENSACAP00000001803	ENSCAFP00000008437
ENSACAP00000004854	ENSCAFP00000015413
ENSACAP00000005413	ENSCAFP00000029513
ENSACAP00000005912	ENSCAFP00000025255
ENSACAP00000005487	ENSCAFP00000002533
ENSACAP00000000740	ENSCAFP00000011539
ENSACAP00000017574	ENSCAFP00000015614
ENSACAP00000003963	ENSCAFP00000018861
ENSACAP00000017446	ENSCAFP00000025664
ENSACAP00000009565	ENSCAFP00000027153
ENSACAP00000003497	ENSCAFP00000025739
ENSACAP00000007395	ENSCAFP00000039989
ENSACAP00000009983	ENSCAFP00000022167
ENSACAP00000021704	ENSCAFP00000025303
ENSACAP00000010413	ENSCAFP00000013347
ENSACAP00000012721	ENSCAFP00000011685
ENSACAP00000002540	ENSCAFP00000041487
ENSACAP00000008919	ENSCAFP00000001016
ENSACAP00000006052	ENSCAFP00000007036
ENSACAP00000016953	ENSCAFP00000029635
ENSACAP00000015239	ENSCAFP00000003306
ENSACAP00000006586	ENSCAFP00000028216
ENSACAP00000015283	ENSCAFP00000011155
ENSACAP00000015696	ENSCAFP00000008338
ENSACAP00000009902	ENSCAFP00000036229
ENSACAP00000002699	ENSCAFP00000014074
ENSACAP00000000037	ENSCAFP00000023134
ENSACAP00000013927	ENSCAFP00000026538
ENSACAP00000009500	ENSCAFP00000018739
ENSACAP00000001509	ENSCAFP00000036889
ENSACAP00000002866	ENSCAFP00000007801
ENSACAP00000016462	ENSCAFP00000007911
ENSACAP00000010370	ENSCAFP00000022450
ENSACAP00000011117	ENSCAFP00000042340
ENSACAP00000015919	ENSCAFP00000002191
ENSACAP00000014165	ENSCAFP00000008167
ENSACAP00000000707	ENSCAFP00000018168
ENSACAP00000009681	ENSCAFP00000007935
ENSACAP00000020388	ENSCAFP00000040030
ENSACAP00000008981	ENSCAFP00000027454
ENSACAP00000022686	ENSCAFP00000000422
ENSACAP00000000533	ENSCAFP00000007414
ENSACAP00000008213	ENSCAFP00000019312
ENSACAP00000001321	ENSCAFP00000034478
ENSACAP00000022188	ENSCAFP00000025338
ENSACAP00000004536	ENSCAFP00000029894
ENSACAP00000006821	ENSCAFP00000012753
ENSACAP00000002147	ENSCAFP00000008513
ENSACAP00000014107	ENSCAFP00000004638
ENSACAP00000023407	ENSCAFP00000041514
ENSACAP00000001763	ENSCAFP00000002053
ENSACAP00000015852	ENSCAFP00000023204
ENSACAP00000010959	ENSCAFP00000030922
ENSACAP00000014431	ENSCAFP00000038995
ENSACAP00000011162	ENSCAFP00000020403
ENSACAP00000008190	ENSCAFP00000009052
ENSACAP00000003578	ENSCAFP00000013978
ENSACAP00000015048	ENSCAFP00000002071
ENSACAP00000015705	ENSCAFP00000026205
ENSACAP00000011349	ENSCAFP00000018692
ENSACAP00000014989	ENSCAFP00000002063
ENSACAP00000020492	ENSCAFP00000015547
ENSACAP00000008877	ENSCAFP00000024186
ENSACAP00000003042	ENSCAFP00000013004
ENSACAP00000003980	ENSCAFP00000013870
ENSACAP00000008754	ENSCAFP00000027481
ENSACAP00000004063	ENSCAFP00000023885
ENSACAP00000004335	ENSCAFP00000024741
ENSACAP00000003678	ENSCAFP00000039701
ENSACAP00000004262	ENSCAFP00000007846
ENSACAP00000002671	ENSCAFP00000017289
ENSACAP00000012506	ENSCAFP00000009334
ENSACAP00000011895	ENSCAFP00000002626
ENSACAP00000004490	ENSCAFP00000032607
ENSACAP00000014584	ENSCAFP00000024974
ENSACAP00000004044	ENSCAFP00000030575
ENSACAP00000014519	ENSCAFP00000040703
ENSACAP00000012974	ENSCAFP00000002431
ENSACAP00000015106	ENSCAFP00000008546
ENSACAP00000007512	ENSCAFP00000036637
ENSACAP00000016652	ENSCAFP00000003861
ENSACAP00000016778	ENSCAFP00000025211
ENSACAP00000015043	ENSCAFP00000028816
ENSACAP00000002145	ENSCAFP00000005518
ENSACAP00000013899	ENSCAFP00000023646
ENSACAP00000019037	ENSCAFP00000024549
ENSACAP00000021721	ENSCAFP00000023176
ENSACAP00000006880	ENSCAFP00000005201
ENSACAP00000011607	ENSCAFP00000020561
ENSACAP00000001661	ENSCAFP00000017594
ENSACAP00000004111	ENSCAFP00000003826
ENSACAP00000005249	ENSCAFP00000024343
ENSACAP00000015164	ENSCAFP00000021422
ENSACAP00000005072	ENSCAFP00000021844
ENSACAP00000002191	ENSCAFP00000017512
ENSACAP00000009029	ENSCAFP00000037830
ENSACAP00000001337	ENSCAFP00000020258
ENSACAP00000008712	ENSCAFP00000026923
ENSACAP00000003314	ENSCAFP00000028962
ENSACAP00000001317	ENSCAFP00000001495
ENSACAP00000013976	ENSCAFP00000009746
ENSACAP00000014079	ENSCAFP00000009732
ENSACAP00000007317	ENSCAFP00000009478
ENSACAP00000015045	ENSCAFP00000029123
ENSACAP00000011041	ENSCAFP00000039873
ENSACAP00000007557	ENSCAFP00000039200
ENSACAP00000011926	ENSCAFP00000024315
ENSACAP00000007366	ENSCAFP00000005995
ENSACAP00000010412	ENSCAFP00000017124
ENSACAP00000019093	ENSCAFP00000014641
ENSACAP00000004183	ENSCAFP00000018771
ENSACAP00000001735	ENSCAFP00000012392
ENSACAP00000006713	ENSCAFP00000001666
ENSACAP00000015577	ENSCAFP00000035110
ENSACAP00000004646	ENSCAFP00000021321
ENSACAP00000022408	ENSCAFP00000040055
ENSACAP00000016094	ENSCAFP00000002247
ENSACAP00000011848	ENSCAFP00000000989
ENSACAP00000009013	ENSCAFP00000039325
ENSACAP00000013591	ENSCAFP00000016936
ENSACAP00000004965	ENSCAFP00000041516
ENSACAP00000003748	ENSCAFP00000025916
ENSACAP00000001009	ENSCAFP00000040231
ENSACAP00000021821	ENSCAFP00000024090
ENSACAP00000001407	ENSCAFP00000015805
ENSACAP00000016359	ENSCAFP00000010175
ENSACAP00000002004	ENSCAFP00000040844
ENSACAP00000005222	ENSCAFP00000016894
ENSACAP00000014123	ENSCAFP00000013806
ENSACAP00000013480	ENSCAFP00000023783
ENSACAP00000016205	ENSCAFP00000013919
ENSACAP00000000025	ENSCAFP00000023275
ENSACAP00000009147	ENSCAFP00000012252
ENSACAP00000002663	ENSCAFP00000015440
ENSACAP00000006101	ENSCAFP00000006415
ENSACAP00000004112	ENSCAFP00000039737
ENSACAP00000007593	ENSCAFP00000023032
ENSACAP00000008044	ENSCAFP00000038959
ENSACAP00000017333	ENSCAFP00000005308
ENSACAP00000010920	ENSCAFP00000042640
ENSACAP00000009422	ENSCAFP00000027288
ENSACAP00000023091	ENSCAFP00000012685
ENSACAP00000012749	ENSCAFP00000008760
ENSACAP00000007266	ENSCAFP00000030595
ENSACAP00000014254	ENSCAFP00000029530
ENSACAP00000010431	ENSCAFP00000017968
ENSACAP00000009276	ENSCAFP00000022686
ENSACAP00000013173	ENSCAFP00000029426
ENSACAP00000018251	ENSCAFP00000011636
ENSACAP00000020546	ENSCAFP00000018662
ENSACAP00000007846	ENSCAFP00000000304
ENSACAP00000006185	ENSCAFP00000000609
ENSACAP00000010425	ENSCAFP00000027426
ENSACAP00000015224	ENSCAFP00000027152
ENSACAP00000001070	ENSCAFP00000004883
ENSACAP00000022089	ENSCAFP00000014579
ENSACAP00000005334	ENSCAFP00000006871
ENSACAP00000006883	ENSCAFP00000027897
ENSACAP00000002230	ENSCAFP00000011261
ENSACAP00000006273	ENSCAFP00000042508
ENSACAP00000016463	ENSCAFP00000017994
ENSACAP00000014670	ENSCAFP00000028679
ENSACAP00000012535	ENSCAFP00000015700
ENSACAP00000016419	ENSCAFP00000036818
ENSACAP00000000361	ENSCAFP00000010119
ENSACAP00000017267	ENSCAFP00000032909
ENSACAP00000016781	ENSCAFP00000023946
ENSACAP00000008022	ENSCAFP00000028839
ENSACAP00000007400	ENSCAFP00000035911
ENSACAP00000005651	ENSCAFP00000006917
ENSACAP00000014656	ENSCAFP00000029095
ENSACAP00000023263	ENSCAFP00000027931
ENSACAP00000012149	ENSCAFP00000021778
ENSACAP00000001599	ENSCAFP00000041134
ENSACAP00000009066	ENSCAFP00000025638
ENSACAP00000013244	ENSCAFP00000004110
ENSACAP00000022058	ENSCAFP00000013446
ENSACAP00000009300	ENSCAFP00000008581
ENSACAP00000006777	ENSCAFP00000004200
ENSACAP00000014113	ENSCAFP00000007255
ENSACAP00000004283	ENSCAFP00000001439
ENSACAP00000007053	ENSCAFP00000002200
ENSACAP00000012747	ENSCAFP00000006982
ENSACAP00000017510	ENSCAFP00000043011
ENSACAP00000009390	ENSCAFP00000001417
ENSACAP00000008635	ENSCAFP00000025928
ENSACAP00000004433	ENSCAFP00000003559
ENSACAP00000009846	ENSCAFP00000016895
ENSACAP00000007408	ENSCAFP00000037405
ENSACAP00000011021	ENSCAFP00000020434
ENSACAP00000001359	ENSCAFP00000022810
ENSACAP00000013053	ENSCAFP00000025572
ENSACAP00000006252	ENSCAFP00000018159
ENSACAP00000001585	ENSCAFP00000027348
ENSACAP00000013380	ENSCAFP00000037123
ENSACAP00000018834	ENSCAFP00000004843
ENSACAP00000002485	ENSCAFP00000033308
ENSACAP00000004658	ENSCAFP00000004126
ENSACAP00000010214	ENSCAFP00000003103
ENSACAP00000008201	ENSCAFP00000009728
ENSACAP00000003361	ENSCAFP00000036092
ENSACAP00000016451	ENSCAFP00000019537
ENSACAP00000012823	ENSCAFP00000035856
ENSACAP00000000510	ENSCAFP00000040159
ENSACAP00000017191	ENSCAFP00000018609
ENSACAP00000003064	ENSCAFP00000015033
ENSACAP00000015458	ENSCAFP00000008421
ENSACAP00000007764	ENSCAFP00000016812
ENSACAP00000008476	ENSCAFP00000016182
ENSACAP00000007369	ENSCAFP00000002372
ENSACAP00000008664	ENSCAFP00000033175
ENSACAP00000017178	ENSCAFP00000025935
ENSACAP00000009545	ENSCAFP00000002333
ENSACAP00000003835	ENSCAFP00000011492
ENSACAP00000010243	ENSCAFP00000029070
ENSACAP00000002984	ENSCAFP00000013596
ENSACAP00000013028	ENSCAFP00000026135
ENSACAP00000009439	ENSCAFP00000027050
ENSACAP00000007724	ENSCAFP00000021993
ENSACAP00000002975	ENSCAFP00000015270
ENSACAP00000008620	ENSCAFP00000011063
ENSACAP00000017672	ENSCAFP00000029204
ENSACAP00000014576	ENSCAFP00000028906
ENSACAP00000022790	ENSCAFP00000003220
ENSACAP00000002554	ENSCAFP00000021822
ENSACAP00000016056	ENSCAFP00000028351
ENSACAP00000009447	ENSCAFP00000000955
ENSACAP00000000164	ENSCAFP00000026672
ENSACAP00000009282	ENSCAFP00000007301
ENSACAP00000011948	ENSCAFP00000000905
ENSACAP00000017204	ENSCAFP00000009697
ENSACAP00000022366	ENSCAFP00000004866
ENSACAP00000005985	ENSCAFP00000042087
ENSACAP00000014945	ENSCAFP00000004531
ENSACAP00000005269	ENSCAFP00000028835
ENSACAP00000012634	ENSCAFP00000039489
ENSACAP00000001224	ENSCAFP00000017438
ENSACAP00000008691	ENSCAFP00000035222
ENSACAP00000007515	ENSCAFP00000007391
ENSACAP00000019384	ENSCAFP00000021550
ENSACAP00000015226	ENSCAFP00000012562
ENSACAP00000007259	ENSCAFP00000006053
ENSACAP00000007207	ENSCAFP00000017101
ENSACAP00000008150	ENSCAFP00000029608
ENSACAP00000006924	ENSCAFP00000037360
ENSACAP00000016393	ENSCAFP00000040748
ENSACAP00000002224	ENSCAFP00000000997
ENSACAP00000019852	ENSCAFP00000015621
ENSACAP00000004639	ENSCAFP00000022371
ENSACAP00000002807	ENSCAFP00000008445
ENSACAP00000012799	ENSCAFP00000012008
ENSACAP00000014265	ENSCAFP00000034072
ENSACAP00000009024	ENSCAFP00000039145
ENSACAP00000002219	ENSCAFP00000039134
ENSACAP00000006242	ENSCAFP00000022809
ENSACAP00000013497	ENSCAFP00000016185
ENSACAP00000007716	ENSCAFP00000008104
