ENSORLP00000011382	ENSDARP00000122973
ENSORLP00000024629	ENSDARP00000006381
ENSORLP00000014561	ENSDARP00000022030
ENSORLP00000017563	ENSDARP00000070803
ENSORLP00000022478	ENSDARP00000014799
ENSORLP00000005060	ENSDARP00000120953
ENSORLP00000010090	ENSDARP00000122387
ENSORLP00000019949	ENSDARP00000068896
ENSORLP00000014105	ENSDARP00000006133
ENSORLP00000011726	ENSDARP00000065642
ENSORLP00000004208	ENSDARP00000071275
ENSORLP00000002404	ENSDARP00000054076
ENSORLP00000005585	ENSDARP00000107693
ENSORLP00000019432	ENSDARP00000028875
ENSORLP00000001908	ENSDARP00000117864
ENSORLP00000022907	ENSDARP00000104730
ENSORLP00000015101	ENSDARP00000014739
ENSORLP00000003852	ENSDARP00000039692
ENSORLP00000004118	ENSDARP00000055881
ENSORLP00000011641	ENSDARP00000123357
ENSORLP00000017601	ENSDARP00000043238
ENSORLP00000001495	ENSDARP00000114754
ENSORLP00000010100	ENSDARP00000123239
ENSORLP00000010319	ENSDARP00000079215
ENSORLP00000003172	ENSDARP00000108386
ENSORLP00000019215	ENSDARP00000038892
ENSORLP00000015385	ENSDARP00000110547
ENSORLP00000017400	ENSDARP00000107136
ENSORLP00000016384	ENSDARP00000111349
ENSORLP00000011256	ENSDARP00000089649
ENSORLP00000002576	ENSDARP00000115104
ENSORLP00000012277	ENSDARP00000100990
ENSORLP00000018260	ENSDARP00000102864
ENSORLP00000010792	ENSDARP00000111990
ENSORLP00000013222	ENSDARP00000090128
ENSORLP00000023150	ENSDARP00000085573
ENSORLP00000014351	ENSDARP00000118503
ENSORLP00000023031	ENSDARP00000064645
ENSORLP00000012614	ENSDARP00000105617
ENSORLP00000017122	ENSDARP00000056404
ENSORLP00000017763	ENSDARP00000110421
ENSORLP00000008153	ENSDARP00000128950
ENSORLP00000004101	ENSDARP00000097397
ENSORLP00000011173	ENSDARP00000081339
ENSORLP00000008692	ENSDARP00000056641
ENSORLP00000003254	ENSDARP00000073431
ENSORLP00000004542	ENSDARP00000037812
ENSORLP00000003870	ENSDARP00000052011
ENSORLP00000023457	ENSDARP00000094821
ENSORLP00000006323	ENSDARP00000113473
ENSORLP00000006336	ENSDARP00000070486
ENSORLP00000023871	ENSDARP00000099971
ENSORLP00000018301	ENSDARP00000108949
ENSORLP00000017777	ENSDARP00000018513
ENSORLP00000020143	ENSDARP00000072431
ENSORLP00000017882	ENSDARP00000125643
ENSORLP00000006322	ENSDARP00000093751
ENSORLP00000001876	ENSDARP00000109950
ENSORLP00000021389	ENSDARP00000104588
ENSORLP00000004434	ENSDARP00000087988
ENSORLP00000002680	ENSDARP00000069754
ENSORLP00000015777	ENSDARP00000108593
ENSORLP00000006017	ENSDARP00000007567
ENSORLP00000003034	ENSDARP00000066644
ENSORLP00000003034	ENSDARP00000118291
ENSORLP00000022157	ENSDARP00000100037
ENSORLP00000019879	ENSDARP00000108981
ENSORLP00000019768	ENSDARP00000105588
ENSORLP00000003884	ENSDARP00000087374
ENSORLP00000009816	ENSDARP00000115848
ENSORLP00000009053	ENSDARP00000033314
ENSORLP00000018903	ENSDARP00000019813
ENSORLP00000010091	ENSDARP00000009432
ENSORLP00000019438	ENSDARP00000056064
ENSORLP00000010830	ENSDARP00000110968
ENSORLP00000025853	ENSDARP00000073057
ENSORLP00000012735	ENSDARP00000058000
ENSORLP00000022838	ENSDARP00000115721
ENSORLP00000010948	ENSDARP00000005126
ENSORLP00000002298	ENSDARP00000074098
ENSORLP00000009760	ENSDARP00000003308
ENSORLP00000023003	ENSDARP00000109724
ENSORLP00000018732	ENSDARP00000056253
ENSORLP00000010200	ENSDARP00000122141
ENSORLP00000014521	ENSDARP00000088500
ENSORLP00000021799	ENSDARP00000035273
ENSORLP00000025182	ENSDARP00000016347
ENSORLP00000003231	ENSDARP00000056613
ENSORLP00000024914	ENSDARP00000098502
ENSORLP00000000116	ENSDARP00000062726
ENSORLP00000009568	ENSDARP00000061697
ENSORLP00000013212	ENSDARP00000112783
ENSORLP00000017225	ENSDARP00000127221
ENSORLP00000007587	ENSDARP00000114759
ENSORLP00000000903	ENSDARP00000129191
ENSORLP00000009066	ENSDARP00000067478
ENSORLP00000022958	ENSDARP00000127211
ENSORLP00000000822	ENSDARP00000108144
ENSORLP00000014197	ENSDARP00000108959
ENSORLP00000014244	ENSDARP00000120613
ENSORLP00000012803	ENSDARP00000069087
ENSORLP00000023796	ENSDARP00000110184
ENSORLP00000012155	ENSDARP00000100671
ENSORLP00000019775	ENSDARP00000115672
ENSORLP00000015741	ENSDARP00000100394
ENSORLP00000006840	ENSDARP00000097751
ENSORLP00000013567	ENSDARP00000120358
ENSORLP00000004839	ENSDARP00000121555
ENSORLP00000018233	ENSDARP00000110393
ENSORLP00000004504	ENSDARP00000066367
ENSORLP00000000401	ENSDARP00000099992
ENSORLP00000021230	ENSDARP00000020264
ENSORLP00000004673	ENSDARP00000021771
ENSORLP00000017620	ENSDARP00000112549
ENSORLP00000014392	ENSDARP00000012104
ENSORLP00000010796	ENSDARP00000068618
ENSORLP00000010101	ENSDARP00000018883
ENSORLP00000017425	ENSDARP00000052378
ENSORLP00000003356	ENSDARP00000124304
ENSORLP00000003635	ENSDARP00000096676
ENSORLP00000011577	ENSDARP00000117043
ENSORLP00000021233	ENSDARP00000093437
ENSORLP00000016313	ENSDARP00000061350
ENSORLP00000020961	ENSDARP00000107884
ENSORLP00000011181	ENSDARP00000107338
ENSORLP00000003937	ENSDARP00000126925
ENSORLP00000010218	ENSDARP00000007796
ENSORLP00000023100	ENSDARP00000113494
ENSORLP00000014624	ENSDARP00000123341
ENSORLP00000022934	ENSDARP00000076906
ENSORLP00000018481	ENSDARP00000123940
ENSORLP00000007916	ENSDARP00000086071
ENSORLP00000008807	ENSDARP00000112090
ENSORLP00000020700	ENSDARP00000100294
ENSORLP00000005997	ENSDARP00000110232
ENSORLP00000014040	ENSDARP00000105559
ENSORLP00000011684	ENSDARP00000103074
ENSORLP00000000950	ENSDARP00000101251
ENSORLP00000006396	ENSDARP00000115482
ENSORLP00000000088	ENSDARP00000104272
ENSORLP00000015614	ENSDARP00000084659
ENSORLP00000008021	ENSDARP00000109666
ENSORLP00000020638	ENSDARP00000111381
ENSORLP00000018462	ENSDARP00000117561
ENSORLP00000020630	ENSDARP00000063477
ENSORLP00000022905	ENSDARP00000098425
ENSORLP00000010317	ENSDARP00000002813
ENSORLP00000003150	ENSDARP00000112207
ENSORLP00000006153	ENSDARP00000108075
ENSORLP00000001559	ENSDARP00000097631
ENSORLP00000002815	ENSDARP00000076004
ENSORLP00000000366	ENSDARP00000085117
ENSORLP00000011636	ENSDARP00000057448
ENSORLP00000008969	ENSDARP00000106046
ENSORLP00000011222	ENSDARP00000097908
ENSORLP00000024235	ENSDARP00000050073
ENSORLP00000012829	ENSDARP00000126958
ENSORLP00000001372	ENSDARP00000005719
ENSORLP00000006749	ENSDARP00000003468
ENSORLP00000014505	ENSDARP00000111752
ENSORLP00000007087	ENSDARP00000058942
ENSORLP00000015444	ENSDARP00000043038
ENSORLP00000020826	ENSDARP00000020319
ENSORLP00000001332	ENSDARP00000110322
ENSORLP00000003959	ENSDARP00000108188
ENSORLP00000013067	ENSDARP00000091816
ENSORLP00000014087	ENSDARP00000020688
ENSORLP00000007713	ENSDARP00000058875
ENSORLP00000024595	ENSDARP00000108184
ENSORLP00000002807	ENSDARP00000121538
ENSORLP00000020412	ENSDARP00000118616
ENSORLP00000010670	ENSDARP00000024304
ENSORLP00000016237	ENSDARP00000012590
ENSORLP00000007655	ENSDARP00000101249
ENSORLP00000018021	ENSDARP00000098666
ENSORLP00000007035	ENSDARP00000097890
ENSORLP00000020671	ENSDARP00000018594
ENSORLP00000004036	ENSDARP00000074464
ENSORLP00000001277	ENSDARP00000107577
ENSORLP00000025740	ENSDARP00000003616
ENSORLP00000019123	ENSDARP00000000250
ENSORLP00000008874	ENSDARP00000073754
ENSORLP00000009535	ENSDARP00000104164
ENSORLP00000011858	ENSDARP00000125073
ENSORLP00000000567	ENSDARP00000117585
ENSORLP00000008645	ENSDARP00000060362
ENSORLP00000017205	ENSDARP00000055185
ENSORLP00000025811	ENSDARP00000033465
ENSORLP00000008864	ENSDARP00000013803
ENSORLP00000015453	ENSDARP00000079173
ENSORLP00000002077	ENSDARP00000117772
ENSORLP00000009017	ENSDARP00000072327
ENSORLP00000020097	ENSDARP00000094804
ENSORLP00000019116	ENSDARP00000076077
ENSORLP00000000796	ENSDARP00000111125
ENSORLP00000010936	ENSDARP00000076116
ENSORLP00000016347	ENSDARP00000060174
ENSORLP00000023325	ENSDARP00000067677
ENSORLP00000004763	ENSDARP00000063952
ENSORLP00000001548	ENSDARP00000129131
ENSORLP00000006192	ENSDARP00000104865
ENSORLP00000021569	ENSDARP00000025042
ENSORLP00000004198	ENSDARP00000003036
ENSORLP00000017244	ENSDARP00000120659
ENSORLP00000020293	ENSDARP00000012354
ENSORLP00000003602	ENSDARP00000107373
ENSORLP00000010984	ENSDARP00000036087
ENSORLP00000022263	ENSDARP00000107353
ENSORLP00000021452	ENSDARP00000089462
ENSORLP00000004665	ENSDARP00000011008
ENSORLP00000000825	ENSDARP00000010183
ENSORLP00000021610	ENSDARP00000116151
ENSORLP00000011209	ENSDARP00000084974
ENSORLP00000004201	ENSDARP00000098482
ENSORLP00000009475	ENSDARP00000066630
ENSORLP00000022989	ENSDARP00000112336
ENSORLP00000007234	ENSDARP00000058842
ENSORLP00000020432	ENSDARP00000097977
ENSORLP00000014410	ENSDARP00000083345
ENSORLP00000013857	ENSDARP00000078449
ENSORLP00000009894	ENSDARP00000104571
ENSORLP00000019143	ENSDARP00000091797
ENSORLP00000015979	ENSDARP00000126732
ENSORLP00000013826	ENSDARP00000005837
ENSORLP00000015547	ENSDARP00000102477
ENSORLP00000013633	ENSDARP00000057384
ENSORLP00000003919	ENSDARP00000074525
ENSORLP00000000308	ENSDARP00000022641
ENSORLP00000010170	ENSDARP00000075142
ENSORLP00000010647	ENSDARP00000099461
ENSORLP00000005096	ENSDARP00000101609
ENSORLP00000000719	ENSDARP00000045970
ENSORLP00000008958	ENSDARP00000099590
ENSORLP00000013937	ENSDARP00000128167
ENSORLP00000005780	ENSDARP00000100986
ENSORLP00000016702	ENSDARP00000052347
ENSORLP00000021636	ENSDARP00000111422
ENSORLP00000005223	ENSDARP00000074184
ENSORLP00000016045	ENSDARP00000094407
ENSORLP00000007872	ENSDARP00000066787
ENSORLP00000000415	ENSDARP00000055421
ENSORLP00000009927	ENSDARP00000111537
ENSORLP00000018801	ENSDARP00000060443
ENSORLP00000014120	ENSDARP00000061375
ENSORLP00000025378	ENSDARP00000096710
ENSORLP00000002317	ENSDARP00000048129
ENSORLP00000014309	ENSDARP00000008047
ENSORLP00000020687	ENSDARP00000043581
ENSORLP00000025400	ENSDARP00000129420
ENSORLP00000003788	ENSDARP00000004202
ENSORLP00000021034	ENSDARP00000057518
ENSORLP00000002396	ENSDARP00000055392
ENSORLP00000016653	ENSDARP00000103355
ENSORLP00000016723	ENSDARP00000108333
ENSORLP00000003448	ENSDARP00000121412
ENSORLP00000022451	ENSDARP00000079373
ENSORLP00000011576	ENSDARP00000096087
ENSORLP00000009227	ENSDARP00000057944
ENSORLP00000008738	ENSDARP00000102096
ENSORLP00000001213	ENSDARP00000089723
ENSORLP00000003899	ENSDARP00000072983
ENSORLP00000004217	ENSDARP00000073775
ENSORLP00000020856	ENSDARP00000033402
ENSORLP00000016435	ENSDARP00000104594
ENSORLP00000006292	ENSDARP00000122260
ENSORLP00000025249	ENSDARP00000066289
ENSORLP00000013403	ENSDARP00000059827
ENSORLP00000023653	ENSDARP00000125734
ENSORLP00000017591	ENSDARP00000113130
ENSORLP00000009975	ENSDARP00000110941
ENSORLP00000014342	ENSDARP00000067292
ENSORLP00000009970	ENSDARP00000047470
ENSORLP00000010385	ENSDARP00000122535
ENSORLP00000000748	ENSDARP00000067802
ENSORLP00000015099	ENSDARP00000050295
ENSORLP00000020866	ENSDARP00000047833
ENSORLP00000016388	ENSDARP00000098102
ENSORLP00000022006	ENSDARP00000101515
ENSORLP00000018371	ENSDARP00000053760
ENSORLP00000002841	ENSDARP00000123507
ENSORLP00000003814	ENSDARP00000077643
ENSORLP00000011201	ENSDARP00000099783
ENSORLP00000013522	ENSDARP00000098834
ENSORLP00000012424	ENSDARP00000066838
ENSORLP00000015191	ENSDARP00000118119
ENSORLP00000006961	ENSDARP00000124157
ENSORLP00000017404	ENSDARP00000111041
ENSORLP00000004290	ENSDARP00000108629
ENSORLP00000010904	ENSDARP00000064461
ENSORLP00000007066	ENSDARP00000077888
ENSORLP00000019773	ENSDARP00000061434
ENSORLP00000002669	ENSDARP00000125545
ENSORLP00000004927	ENSDARP00000033545
ENSORLP00000008114	ENSDARP00000109693
ENSORLP00000008326	ENSDARP00000074544
ENSORLP00000002729	ENSDARP00000064845
ENSORLP00000007109	ENSDARP00000111386
ENSORLP00000023062	ENSDARP00000129417
ENSORLP00000017434	ENSDARP00000076074
ENSORLP00000008862	ENSDARP00000095601
ENSORLP00000001958	ENSDARP00000028381
ENSORLP00000016230	ENSDARP00000082610
ENSORLP00000014064	ENSDARP00000122255
ENSORLP00000012344	ENSDARP00000105914
ENSORLP00000022053	ENSDARP00000119861
ENSORLP00000019426	ENSDARP00000118411
ENSORLP00000001927	ENSDARP00000089529
ENSORLP00000007720	ENSDARP00000109584
ENSORLP00000019759	ENSDARP00000018598
ENSORLP00000014973	ENSDARP00000057457
ENSORLP00000019998	ENSDARP00000077716
ENSORLP00000015022	ENSDARP00000101190
ENSORLP00000023286	ENSDARP00000024751
ENSORLP00000018973	ENSDARP00000124893
ENSORLP00000015167	ENSDARP00000095312
ENSORLP00000006692	ENSDARP00000054425
ENSORLP00000008582	ENSDARP00000076448
ENSORLP00000023293	ENSDARP00000044682
ENSORLP00000019249	ENSDARP00000084713
ENSORLP00000000386	ENSDARP00000116881
ENSORLP00000015441	ENSDARP00000092790
ENSORLP00000017451	ENSDARP00000105739
ENSORLP00000012087	ENSDARP00000096920
ENSORLP00000004558	ENSDARP00000034291
ENSORLP00000009590	ENSDARP00000047390
ENSORLP00000019884	ENSDARP00000122063
ENSORLP00000019570	ENSDARP00000128129
ENSORLP00000014284	ENSDARP00000111857
ENSORLP00000012594	ENSDARP00000111961
ENSORLP00000023566	ENSDARP00000097509
ENSORLP00000018762	ENSDARP00000052802
ENSORLP00000020368	ENSDARP00000066897
ENSORLP00000018720	ENSDARP00000103678
ENSORLP00000019769	ENSDARP00000088895
ENSORLP00000002356	ENSDARP00000026819
ENSORLP00000017266	ENSDARP00000111144
ENSORLP00000018792	ENSDARP00000078790
ENSORLP00000011717	ENSDARP00000078105
ENSORLP00000020334	ENSDARP00000008701
ENSORLP00000025858	ENSDARP00000052100
ENSORLP00000007410	ENSDARP00000022552
ENSORLP00000008050	ENSDARP00000025616
ENSORLP00000006389	ENSDARP00000099156
ENSORLP00000020258	ENSDARP00000076250
ENSORLP00000003245	ENSDARP00000094893
ENSORLP00000006897	ENSDARP00000040706
ENSORLP00000012575	ENSDARP00000086779
ENSORLP00000022616	ENSDARP00000120242
ENSORLP00000019028	ENSDARP00000023168
ENSORLP00000003641	ENSDARP00000106989
ENSORLP00000020781	ENSDARP00000116279
ENSORLP00000010815	ENSDARP00000009420
ENSORLP00000018210	ENSDARP00000063876
ENSORLP00000000310	ENSDARP00000009909
ENSORLP00000017654	ENSDARP00000014578
ENSORLP00000012066	ENSDARP00000125055
ENSORLP00000001582	ENSDARP00000052729
ENSORLP00000010174	ENSDARP00000073458
ENSORLP00000004049	ENSDARP00000125495
ENSORLP00000009166	ENSDARP00000010253
ENSORLP00000002125	ENSDARP00000046856
ENSORLP00000007271	ENSDARP00000117272
ENSORLP00000011945	ENSDARP00000056324
ENSORLP00000025543	ENSDARP00000015262
ENSORLP00000023632	ENSDARP00000126252
ENSORLP00000015052	ENSDARP00000107359
ENSORLP00000017136	ENSDARP00000122226
ENSORLP00000016453	ENSDARP00000114298
ENSORLP00000012822	ENSDARP00000105264
ENSORLP00000009031	ENSDARP00000120484
ENSORLP00000018969	ENSDARP00000101406
ENSORLP00000007032	ENSDARP00000095139
ENSORLP00000011880	ENSDARP00000057604
ENSORLP00000024288	ENSDARP00000016376
ENSORLP00000017127	ENSDARP00000105206
ENSORLP00000002041	ENSDARP00000086620
ENSORLP00000001929	ENSDARP00000102922
ENSORLP00000017716	ENSDARP00000096463
ENSORLP00000001887	ENSDARP00000113859
ENSORLP00000009909	ENSDARP00000118581
ENSORLP00000024332	ENSDARP00000055674
ENSORLP00000016883	ENSDARP00000105359
ENSORLP00000006861	ENSDARP00000083844
ENSORLP00000021950	ENSDARP00000069055
ENSORLP00000015423	ENSDARP00000072987
ENSORLP00000020320	ENSDARP00000085965
ENSORLP00000006373	ENSDARP00000129297
ENSORLP00000004599	ENSDARP00000052991
ENSORLP00000022589	ENSDARP00000102738
ENSORLP00000017398	ENSDARP00000077082
ENSORLP00000021559	ENSDARP00000057697
ENSORLP00000004702	ENSDARP00000084981
ENSORLP00000005787	ENSDARP00000123498
ENSORLP00000017489	ENSDARP00000094426
ENSORLP00000013210	ENSDARP00000013971
ENSORLP00000002115	ENSDARP00000068166
ENSORLP00000008038	ENSDARP00000069904
ENSORLP00000014966	ENSDARP00000115302
ENSORLP00000005999	ENSDARP00000120140
ENSORLP00000013817	ENSDARP00000081908
ENSORLP00000016765	ENSDARP00000036492
ENSORLP00000013793	ENSDARP00000109562
ENSORLP00000018738	ENSDARP00000035974
ENSORLP00000022659	ENSDARP00000112511
ENSORLP00000014730	ENSDARP00000082385
ENSORLP00000021182	ENSDARP00000099017
ENSORLP00000002744	ENSDARP00000113135
ENSORLP00000020558	ENSDARP00000035073
ENSORLP00000003618	ENSDARP00000053002
ENSORLP00000007569	ENSDARP00000104367
ENSORLP00000009098	ENSDARP00000061539
ENSORLP00000011821	ENSDARP00000019846
ENSORLP00000014397	ENSDARP00000111741
ENSORLP00000021761	ENSDARP00000113639
ENSORLP00000004872	ENSDARP00000097682
ENSORLP00000016592	ENSDARP00000062551
ENSORLP00000015561	ENSDARP00000059091
ENSORLP00000016459	ENSDARP00000121547
ENSORLP00000005157	ENSDARP00000026432
ENSORLP00000017642	ENSDARP00000120183
ENSORLP00000007118	ENSDARP00000120324
ENSORLP00000020008	ENSDARP00000090494
ENSORLP00000002133	ENSDARP00000122528
ENSORLP00000013880	ENSDARP00000085592
ENSORLP00000007833	ENSDARP00000072865
ENSORLP00000012309	ENSDARP00000111047
ENSORLP00000000782	ENSDARP00000100989
ENSORLP00000002762	ENSDARP00000100103
ENSORLP00000019999	ENSDARP00000093655
ENSORLP00000009643	ENSDARP00000063149
ENSORLP00000006314	ENSDARP00000064816
ENSORLP00000005518	ENSDARP00000066732
ENSORLP00000016278	ENSDARP00000107735
ENSORLP00000008032	ENSDARP00000100321
ENSORLP00000016636	ENSDARP00000059193
ENSORLP00000015922	ENSDARP00000073506
ENSORLP00000019942	ENSDARP00000101693
ENSORLP00000007887	ENSDARP00000068050
ENSORLP00000018491	ENSDARP00000027159
ENSORLP00000016571	ENSDARP00000075344
ENSORLP00000003568	ENSDARP00000052096
ENSORLP00000017096	ENSDARP00000108791
ENSORLP00000020840	ENSDARP00000060649
ENSORLP00000023343	ENSDARP00000046711
ENSORLP00000001274	ENSDARP00000106382
ENSORLP00000010644	ENSDARP00000012048
ENSORLP00000010415	ENSDARP00000118820
ENSORLP00000010771	ENSDARP00000022087
ENSORLP00000000414	ENSDARP00000107580
ENSORLP00000017942	ENSDARP00000054077
ENSORLP00000005730	ENSDARP00000073355
ENSORLP00000012124	ENSDARP00000014856
ENSORLP00000004405	ENSDARP00000124677
ENSORLP00000005440	ENSDARP00000092894
ENSORLP00000019388	ENSDARP00000009151
ENSORLP00000025393	ENSDARP00000110906
ENSORLP00000016057	ENSDARP00000104415
ENSORLP00000012023	ENSDARP00000105486
ENSORLP00000024167	ENSDARP00000024667
ENSORLP00000003643	ENSDARP00000125642
ENSORLP00000009026	ENSDARP00000128484
ENSORLP00000006166	ENSDARP00000052004
ENSORLP00000007226	ENSDARP00000063661
ENSORLP00000023256	ENSDARP00000017582
ENSORLP00000003860	ENSDARP00000033191
ENSORLP00000003845	ENSDARP00000089318
ENSORLP00000016183	ENSDARP00000054651
ENSORLP00000003674	ENSDARP00000006047
ENSORLP00000003120	ENSDARP00000123568
ENSORLP00000013657	ENSDARP00000048205
ENSORLP00000007228	ENSDARP00000127631
ENSORLP00000002637	ENSDARP00000114273
ENSORLP00000007381	ENSDARP00000060518
ENSORLP00000007629	ENSDARP00000045751
ENSORLP00000023978	ENSDARP00000057262
ENSORLP00000008059	ENSDARP00000034052
ENSORLP00000019162	ENSDARP00000002420
ENSORLP00000000944	ENSDARP00000129848
ENSORLP00000023057	ENSDARP00000015877
ENSORLP00000021739	ENSDARP00000084739
ENSORLP00000009733	ENSDARP00000050596
ENSORLP00000011517	ENSDARP00000102837
ENSORLP00000003114	ENSDARP00000081816
ENSORLP00000009091	ENSDARP00000103961
ENSORLP00000022332	ENSDARP00000115597
ENSORLP00000014308	ENSDARP00000061395
ENSORLP00000015079	ENSDARP00000127392
ENSORLP00000023603	ENSDARP00000093817
ENSORLP00000005388	ENSDARP00000102964
ENSORLP00000007559	ENSDARP00000082460
ENSORLP00000022176	ENSDARP00000129572
ENSORLP00000008508	ENSDARP00000078619
ENSORLP00000002845	ENSDARP00000124114
ENSORLP00000020337	ENSDARP00000103934
ENSORLP00000013731	ENSDARP00000043172
ENSORLP00000025332	ENSDARP00000055977
ENSORLP00000020047	ENSDARP00000057438
ENSORLP00000013920	ENSDARP00000117697
ENSORLP00000003389	ENSDARP00000027695
ENSORLP00000010307	ENSDARP00000075810
ENSORLP00000013013	ENSDARP00000095893
ENSORLP00000021654	ENSDARP00000088231
ENSORLP00000002570	ENSDARP00000113031
ENSORLP00000017214	ENSDARP00000065561
ENSORLP00000017179	ENSDARP00000058741
ENSORLP00000012514	ENSDARP00000021537
ENSORLP00000004672	ENSDARP00000033049
ENSORLP00000021046	ENSDARP00000039846
ENSORLP00000018018	ENSDARP00000128972
ENSORLP00000022481	ENSDARP00000119147
ENSORLP00000008161	ENSDARP00000090576
ENSORLP00000018552	ENSDARP00000117166
ENSORLP00000011398	ENSDARP00000020125
ENSORLP00000009400	ENSDARP00000106791
ENSORLP00000020415	ENSDARP00000090475
ENSORLP00000011020	ENSDARP00000123105
ENSORLP00000020603	ENSDARP00000082816
ENSORLP00000010341	ENSDARP00000054227
ENSORLP00000025268	ENSDARP00000103194
ENSORLP00000001132	ENSDARP00000076205
ENSORLP00000008968	ENSDARP00000076666
ENSORLP00000012892	ENSDARP00000108560
ENSORLP00000005328	ENSDARP00000109107
ENSORLP00000010289	ENSDARP00000103288
ENSORLP00000012659	ENSDARP00000127351
ENSORLP00000004402	ENSDARP00000087463
ENSORLP00000018789	ENSDARP00000019750
ENSORLP00000017292	ENSDARP00000045298
ENSORLP00000024964	ENSDARP00000038658
ENSORLP00000025347	ENSDARP00000114811
ENSORLP00000011847	ENSDARP00000058723
ENSORLP00000025653	ENSDARP00000016794
ENSORLP00000007864	ENSDARP00000074052
ENSORLP00000010076	ENSDARP00000111476
ENSORLP00000022389	ENSDARP00000029653
ENSORLP00000014242	ENSDARP00000121720
ENSORLP00000007735	ENSDARP00000085591
ENSORLP00000021159	ENSDARP00000066934
ENSORLP00000009738	ENSDARP00000015333
ENSORLP00000017971	ENSDARP00000072074
ENSORLP00000010726	ENSDARP00000047361
ENSORLP00000009374	ENSDARP00000101046
ENSORLP00000002779	ENSDARP00000129182
ENSORLP00000002632	ENSDARP00000091990
ENSORLP00000018744	ENSDARP00000106411
ENSORLP00000013628	ENSDARP00000075074
ENSORLP00000022930	ENSDARP00000062263
ENSORLP00000000328	ENSDARP00000118231
ENSORLP00000012775	ENSDARP00000024039
ENSORLP00000018211	ENSDARP00000020340
ENSORLP00000018918	ENSDARP00000061671
ENSORLP00000017879	ENSDARP00000114792
ENSORLP00000023197	ENSDARP00000059548
ENSORLP00000001038	ENSDARP00000012556
ENSORLP00000020659	ENSDARP00000103119
ENSORLP00000004357	ENSDARP00000081912
ENSORLP00000007325	ENSDARP00000003107
ENSORLP00000004499	ENSDARP00000107567
ENSORLP00000004850	ENSDARP00000090378
ENSORLP00000017092	ENSDARP00000107292
ENSORLP00000009795	ENSDARP00000088746
ENSORLP00000000908	ENSDARP00000043068
ENSORLP00000000342	ENSDARP00000037207
ENSORLP00000008482	ENSDARP00000073996
ENSORLP00000003151	ENSDARP00000076916
ENSORLP00000020513	ENSDARP00000114681
ENSORLP00000021889	ENSDARP00000001363
ENSORLP00000013387	ENSDARP00000115147
ENSORLP00000019431	ENSDARP00000110496
ENSORLP00000004234	ENSDARP00000070509
ENSORLP00000003102	ENSDARP00000084377
ENSORLP00000021074	ENSDARP00000036145
ENSORLP00000007231	ENSDARP00000079806
ENSORLP00000013353	ENSDARP00000107328
ENSORLP00000008786	ENSDARP00000097542
ENSORLP00000013319	ENSDARP00000100846
ENSORLP00000010428	ENSDARP00000033254
ENSORLP00000012061	ENSDARP00000101134
ENSORLP00000022639	ENSDARP00000021216
ENSORLP00000001686	ENSDARP00000008711
ENSORLP00000001877	ENSDARP00000122693
ENSORLP00000015915	ENSDARP00000004153
ENSORLP00000012177	ENSDARP00000022793
ENSORLP00000014689	ENSDARP00000110565
ENSORLP00000021933	ENSDARP00000087619
ENSORLP00000001687	ENSDARP00000123589
ENSORLP00000019780	ENSDARP00000120046
ENSORLP00000011089	ENSDARP00000099474
ENSORLP00000022447	ENSDARP00000092020
ENSORLP00000006971	ENSDARP00000003389
ENSORLP00000025386	ENSDARP00000113843
ENSORLP00000011035	ENSDARP00000017229
ENSORLP00000006297	ENSDARP00000075537
ENSORLP00000017356	ENSDARP00000005222
ENSORLP00000021127	ENSDARP00000112837
ENSORLP00000003472	ENSDARP00000116629
ENSORLP00000009714	ENSDARP00000019085
ENSORLP00000019952	ENSDARP00000016882
ENSORLP00000011362	ENSDARP00000069041
ENSORLP00000014419	ENSDARP00000067499
ENSORLP00000022304	ENSDARP00000045614
ENSORLP00000023872	ENSDARP00000081501
ENSORLP00000006639	ENSDARP00000099022
ENSORLP00000012683	ENSDARP00000002531
ENSORLP00000020151	ENSDARP00000005312
ENSORLP00000012494	ENSDARP00000112834
ENSORLP00000014878	ENSDARP00000099488
ENSORLP00000017332	ENSDARP00000026754
ENSORLP00000020474	ENSDARP00000108543
ENSORLP00000025792	ENSDARP00000105713
ENSORLP00000012501	ENSDARP00000094174
ENSORLP00000014567	ENSDARP00000109660
ENSORLP00000004200	ENSDARP00000121788
ENSORLP00000013717	ENSDARP00000106371
ENSORLP00000006910	ENSDARP00000073325
ENSORLP00000010467	ENSDARP00000101028
ENSORLP00000014182	ENSDARP00000114381
ENSORLP00000023643	ENSDARP00000011966
ENSORLP00000007385	ENSDARP00000061791
ENSORLP00000010885	ENSDARP00000076093
ENSORLP00000002175	ENSDARP00000013402
ENSORLP00000008888	ENSDARP00000039902
ENSORLP00000008964	ENSDARP00000110081
ENSORLP00000012834	ENSDARP00000122954
ENSORLP00000006901	ENSDARP00000092461
ENSORLP00000016034	ENSDARP00000075780
ENSORLP00000021507	ENSDARP00000103269
ENSORLP00000017766	ENSDARP00000032784
ENSORLP00000024283	ENSDARP00000044461
ENSORLP00000014798	ENSDARP00000022320
ENSORLP00000002257	ENSDARP00000062513
ENSORLP00000002464	ENSDARP00000048163
ENSORLP00000018003	ENSDARP00000112992
ENSORLP00000021934	ENSDARP00000045328
ENSORLP00000012767	ENSDARP00000036226
ENSORLP00000016403	ENSDARP00000067173
