ENSLOCP00000009128	ENSMGAP00000004951
ENSLOCP00000013250	ENSMGAP00000013878
ENSLOCP00000004824	ENSMGAP00000017401
ENSLOCP00000020547	ENSMGAP00000011901
ENSLOCP00000020320	ENSMGAP00000007832
ENSLOCP00000001567	ENSMGAP00000002723
ENSLOCP00000006650	ENSMGAP00000011427
ENSLOCP00000012594	ENSMGAP00000012462
ENSLOCP00000012057	ENSMGAP00000012740
ENSLOCP00000006452	ENSMGAP00000004982
ENSLOCP00000004124	ENSMGAP00000001222
ENSLOCP00000018918	ENSMGAP00000014443
ENSLOCP00000001572	ENSMGAP00000004594
ENSLOCP00000019519	ENSMGAP00000017908
ENSLOCP00000012023	ENSMGAP00000007885
ENSLOCP00000007712	ENSMGAP00000005190
ENSLOCP00000008009	ENSMGAP00000002599
ENSLOCP00000020286	ENSMGAP00000009999
ENSLOCP00000007782	ENSMGAP00000010022
ENSLOCP00000006416	ENSMGAP00000003468
ENSLOCP00000000959	ENSMGAP00000010027
ENSLOCP00000011566	ENSMGAP00000015199
ENSLOCP00000011842	ENSMGAP00000002890
ENSLOCP00000003482	ENSMGAP00000017452
ENSLOCP00000005134	ENSMGAP00000007257
ENSLOCP00000012284	ENSMGAP00000009898
ENSLOCP00000012856	ENSMGAP00000013419
ENSLOCP00000016007	ENSMGAP00000012929
ENSLOCP00000019347	ENSMGAP00000004772
ENSLOCP00000010470	ENSMGAP00000011244
ENSLOCP00000004301	ENSMGAP00000011007
ENSLOCP00000012006	ENSMGAP00000012786
ENSLOCP00000011582	ENSMGAP00000019459
ENSLOCP00000000948	ENSMGAP00000010722
ENSLOCP00000019583	ENSMGAP00000008233
ENSLOCP00000003012	ENSMGAP00000012692
ENSLOCP00000020395	ENSMGAP00000014003
ENSLOCP00000003300	ENSMGAP00000000600
ENSLOCP00000002201	ENSMGAP00000007630
ENSLOCP00000003972	ENSMGAP00000009790
ENSLOCP00000005869	ENSMGAP00000002509
ENSLOCP00000011452	ENSMGAP00000003693
ENSLOCP00000016130	ENSMGAP00000018133
ENSLOCP00000017265	ENSMGAP00000003335
ENSLOCP00000004299	ENSMGAP00000001322
ENSLOCP00000002764	ENSMGAP00000009260
ENSLOCP00000010330	ENSMGAP00000008110
ENSLOCP00000009526	ENSMGAP00000000110
ENSLOCP00000015430	ENSMGAP00000000455
ENSLOCP00000017304	ENSMGAP00000012361
ENSLOCP00000016073	ENSMGAP00000010678
ENSLOCP00000015596	ENSMGAP00000018567
ENSLOCP00000020611	ENSMGAP00000011596
ENSLOCP00000020848	ENSMGAP00000011805
ENSLOCP00000009206	ENSMGAP00000001057
ENSLOCP00000005052	ENSMGAP00000004411
ENSLOCP00000015288	ENSMGAP00000004550
ENSLOCP00000014211	ENSMGAP00000012918
ENSLOCP00000000625	ENSMGAP00000000673
ENSLOCP00000008271	ENSMGAP00000010229
ENSLOCP00000004221	ENSMGAP00000010907
ENSLOCP00000017242	ENSMGAP00000005075
ENSLOCP00000000171	ENSMGAP00000013984
ENSLOCP00000011507	ENSMGAP00000005885
ENSLOCP00000012620	ENSMGAP00000006818
ENSLOCP00000010085	ENSMGAP00000015645
ENSLOCP00000010664	ENSMGAP00000006395
ENSLOCP00000009597	ENSMGAP00000000311
ENSLOCP00000016782	ENSMGAP00000007604
ENSLOCP00000020405	ENSMGAP00000013506
ENSLOCP00000002984	ENSMGAP00000009412
ENSLOCP00000006068	ENSMGAP00000006368
ENSLOCP00000008032	ENSMGAP00000006240
ENSLOCP00000006074	ENSMGAP00000008688
ENSLOCP00000007159	ENSMGAP00000008291
ENSLOCP00000007160	ENSMGAP00000003001
ENSLOCP00000019237	ENSMGAP00000003428
ENSLOCP00000014578	ENSMGAP00000011889
ENSLOCP00000011907	ENSMGAP00000003934
ENSLOCP00000019676	ENSMGAP00000019151
ENSLOCP00000019873	ENSMGAP00000012369
ENSLOCP00000013258	ENSMGAP00000016048
ENSLOCP00000004649	ENSMGAP00000005888
ENSLOCP00000016117	ENSMGAP00000004096
ENSLOCP00000005415	ENSMGAP00000011822
ENSLOCP00000018532	ENSMGAP00000013621
ENSLOCP00000012868	ENSMGAP00000015248
ENSLOCP00000010012	ENSMGAP00000006677
ENSLOCP00000007081	ENSMGAP00000002847
ENSLOCP00000016654	ENSMGAP00000013999
ENSLOCP00000006638	ENSMGAP00000003483
ENSLOCP00000020066	ENSMGAP00000013559
ENSLOCP00000008948	ENSMGAP00000000214
ENSLOCP00000018436	ENSMGAP00000005238
ENSLOCP00000004517	ENSMGAP00000003072
ENSLOCP00000005142	ENSMGAP00000005858
ENSLOCP00000007846	ENSMGAP00000005491
ENSLOCP00000015880	ENSMGAP00000012722
ENSLOCP00000004096	ENSMGAP00000002287
ENSLOCP00000003502	ENSMGAP00000004403
ENSLOCP00000006850	ENSMGAP00000018307
ENSLOCP00000014663	ENSMGAP00000000229
ENSLOCP00000019016	ENSMGAP00000012700
ENSLOCP00000003423	ENSMGAP00000010594
ENSLOCP00000011860	ENSMGAP00000011802
ENSLOCP00000019955	ENSMGAP00000013171
ENSLOCP00000005219	ENSMGAP00000004639
ENSLOCP00000003644	ENSMGAP00000013074
ENSLOCP00000015685	ENSMGAP00000010361
ENSLOCP00000008809	ENSMGAP00000010570
ENSLOCP00000002719	ENSMGAP00000015481
ENSLOCP00000015575	ENSMGAP00000006289
ENSLOCP00000005084	ENSMGAP00000010369
ENSLOCP00000008468	ENSMGAP00000014910
ENSLOCP00000021054	ENSMGAP00000009470
ENSLOCP00000008510	ENSMGAP00000007105
ENSLOCP00000019150	ENSMGAP00000001824
ENSLOCP00000014793	ENSMGAP00000012343
ENSLOCP00000001547	ENSMGAP00000010698
ENSLOCP00000014254	ENSMGAP00000014080
ENSLOCP00000007109	ENSMGAP00000002778
ENSLOCP00000015558	ENSMGAP00000005677
ENSLOCP00000011417	ENSMGAP00000013929
ENSLOCP00000014863	ENSMGAP00000014585
ENSLOCP00000003091	ENSMGAP00000009714
ENSLOCP00000020665	ENSMGAP00000011524
ENSLOCP00000000778	ENSMGAP00000003762
ENSLOCP00000019866	ENSMGAP00000013972
ENSLOCP00000006758	ENSMGAP00000005250
ENSLOCP00000001893	ENSMGAP00000010453
ENSLOCP00000006230	ENSMGAP00000006459
ENSLOCP00000019350	ENSMGAP00000004617
ENSLOCP00000013407	ENSMGAP00000016037
ENSLOCP00000006996	ENSMGAP00000011331
ENSLOCP00000014474	ENSMGAP00000002856
ENSLOCP00000005828	ENSMGAP00000012538
ENSLOCP00000013139	ENSMGAP00000009058
ENSLOCP00000019724	ENSMGAP00000004260
ENSLOCP00000010212	ENSMGAP00000010225
ENSLOCP00000017126	ENSMGAP00000012047
ENSLOCP00000013810	ENSMGAP00000012817
ENSLOCP00000002733	ENSMGAP00000008149
ENSLOCP00000005044	ENSMGAP00000002354
ENSLOCP00000013337	ENSMGAP00000016042
ENSLOCP00000004959	ENSMGAP00000004397
ENSLOCP00000011602	ENSMGAP00000012995
ENSLOCP00000003815	ENSMGAP00000003064
ENSLOCP00000011732	ENSMGAP00000010026
ENSLOCP00000016634	ENSMGAP00000007307
ENSLOCP00000003140	ENSMGAP00000008966
ENSLOCP00000011710	ENSMGAP00000008952
ENSLOCP00000006888	ENSMGAP00000003175
ENSLOCP00000006423	ENSMGAP00000006894
ENSLOCP00000005362	ENSMGAP00000005978
ENSLOCP00000013633	ENSMGAP00000014395
ENSLOCP00000002569	ENSMGAP00000016236
ENSLOCP00000006844	ENSMGAP00000011399
ENSLOCP00000008991	ENSMGAP00000016132
ENSLOCP00000017401	ENSMGAP00000009891
ENSLOCP00000003642	ENSMGAP00000011826
ENSLOCP00000020923	ENSMGAP00000014454
ENSLOCP00000005449	ENSMGAP00000007111
ENSLOCP00000014607	ENSMGAP00000002865
ENSLOCP00000019555	ENSMGAP00000014883
ENSLOCP00000017537	ENSMGAP00000000967
ENSLOCP00000011221	ENSMGAP00000013273
ENSLOCP00000019447	ENSMGAP00000008065
ENSLOCP00000019610	ENSMGAP00000009452
ENSLOCP00000017576	ENSMGAP00000002474
ENSLOCP00000011252	ENSMGAP00000013237
ENSLOCP00000021766	ENSMGAP00000000029
ENSLOCP00000020878	ENSMGAP00000003188
ENSLOCP00000018095	ENSMGAP00000003112
ENSLOCP00000009874	ENSMGAP00000001286
ENSLOCP00000020627	ENSMGAP00000014072
ENSLOCP00000016927	ENSMGAP00000009553
ENSLOCP00000019497	ENSMGAP00000014937
ENSLOCP00000017097	ENSMGAP00000004338
ENSLOCP00000011605	ENSMGAP00000005730
ENSLOCP00000001898	ENSMGAP00000005460
ENSLOCP00000006546	ENSMGAP00000004672
ENSLOCP00000019813	ENSMGAP00000007636
ENSLOCP00000003637	ENSMGAP00000007891
ENSLOCP00000013731	ENSMGAP00000014412
ENSLOCP00000019703	ENSMGAP00000012327
ENSLOCP00000003726	ENSMGAP00000007243
ENSLOCP00000017002	ENSMGAP00000008250
ENSLOCP00000011984	ENSMGAP00000015742
ENSLOCP00000008385	ENSMGAP00000016079
ENSLOCP00000020718	ENSMGAP00000007362
ENSLOCP00000014024	ENSMGAP00000012980
ENSLOCP00000009218	ENSMGAP00000013327
ENSLOCP00000001626	ENSMGAP00000010759
ENSLOCP00000007000	ENSMGAP00000002476
ENSLOCP00000006017	ENSMGAP00000018159
ENSLOCP00000017450	ENSMGAP00000012569
ENSLOCP00000005385	ENSMGAP00000015114
ENSLOCP00000006297	ENSMGAP00000008777
ENSLOCP00000010605	ENSMGAP00000011950
ENSLOCP00000019704	ENSMGAP00000015003
ENSLOCP00000003119	ENSMGAP00000000137
ENSLOCP00000018672	ENSMGAP00000013798
ENSLOCP00000001747	ENSMGAP00000011973
ENSLOCP00000015876	ENSMGAP00000001933
ENSLOCP00000019217	ENSMGAP00000002978
ENSLOCP00000010562	ENSMGAP00000006981
ENSLOCP00000014824	ENSMGAP00000011514
ENSLOCP00000016115	ENSMGAP00000002090
ENSLOCP00000006005	ENSMGAP00000008102
ENSLOCP00000006539	ENSMGAP00000004718
ENSLOCP00000013141	ENSMGAP00000008191
ENSLOCP00000014272	ENSMGAP00000013694
ENSLOCP00000004243	ENSMGAP00000010332
ENSLOCP00000010772	ENSMGAP00000015298
ENSLOCP00000009652	ENSMGAP00000001682
ENSLOCP00000008283	ENSMGAP00000015400
ENSLOCP00000006426	ENSMGAP00000015868
ENSLOCP00000013490	ENSMGAP00000010121
ENSLOCP00000016030	ENSMGAP00000006408
ENSLOCP00000011761	ENSMGAP00000008948
ENSLOCP00000008678	ENSMGAP00000000583
ENSLOCP00000015660	ENSMGAP00000015221
ENSLOCP00000005548	ENSMGAP00000008189
ENSLOCP00000019480	ENSMGAP00000006967
ENSLOCP00000018382	ENSMGAP00000002514
ENSLOCP00000018002	ENSMGAP00000000128
ENSLOCP00000007569	ENSMGAP00000015099
ENSLOCP00000016675	ENSMGAP00000004175
ENSLOCP00000008112	ENSMGAP00000002308
ENSLOCP00000020100	ENSMGAP00000004919
ENSLOCP00000002544	ENSMGAP00000007045
ENSLOCP00000019601	ENSMGAP00000009705
ENSLOCP00000003732	ENSMGAP00000011177
ENSLOCP00000007321	ENSMGAP00000005777
ENSLOCP00000007185	ENSMGAP00000011024
ENSLOCP00000002604	ENSMGAP00000004841
ENSLOCP00000003944	ENSMGAP00000005517
ENSLOCP00000020399	ENSMGAP00000010599
ENSLOCP00000019068	ENSMGAP00000006806
ENSLOCP00000011030	ENSMGAP00000000962
ENSLOCP00000012739	ENSMGAP00000013722
ENSLOCP00000002542	ENSMGAP00000009131
ENSLOCP00000010620	ENSMGAP00000015708
ENSLOCP00000013467	ENSMGAP00000003010
ENSLOCP00000008937	ENSMGAP00000010159
ENSLOCP00000005857	ENSMGAP00000013432
ENSLOCP00000002525	ENSMGAP00000004960
ENSLOCP00000009615	ENSMGAP00000011432
ENSLOCP00000009577	ENSMGAP00000006165
ENSLOCP00000016201	ENSMGAP00000013586
ENSLOCP00000004120	ENSMGAP00000002030
ENSLOCP00000012269	ENSMGAP00000015773
ENSLOCP00000009785	ENSMGAP00000014979
ENSLOCP00000020114	ENSMGAP00000005001
ENSLOCP00000011938	ENSMGAP00000003209
ENSLOCP00000018489	ENSMGAP00000016751
ENSLOCP00000009281	ENSMGAP00000010389
ENSLOCP00000008752	ENSMGAP00000007500
ENSLOCP00000020555	ENSMGAP00000012056
ENSLOCP00000015871	ENSMGAP00000002537
ENSLOCP00000010500	ENSMGAP00000009332
ENSLOCP00000016893	ENSMGAP00000006496
ENSLOCP00000000038	ENSMGAP00000008661
ENSLOCP00000019652	ENSMGAP00000002282
ENSLOCP00000015537	ENSMGAP00000006002
ENSLOCP00000019781	ENSMGAP00000004652
ENSLOCP00000011130	ENSMGAP00000000713
ENSLOCP00000004348	ENSMGAP00000009899
ENSLOCP00000019408	ENSMGAP00000011882
ENSLOCP00000000210	ENSMGAP00000006847
ENSLOCP00000002845	ENSMGAP00000001656
ENSLOCP00000009567	ENSMGAP00000019326
ENSLOCP00000019569	ENSMGAP00000008795
ENSLOCP00000017239	ENSMGAP00000013201
ENSLOCP00000020416	ENSMGAP00000014292
ENSLOCP00000010350	ENSMGAP00000013952
ENSLOCP00000008896	ENSMGAP00000004856
ENSLOCP00000011016	ENSMGAP00000015758
ENSLOCP00000011291	ENSMGAP00000015927
ENSLOCP00000019315	ENSMGAP00000006794
ENSLOCP00000015269	ENSMGAP00000012729
ENSLOCP00000019735	ENSMGAP00000004325
ENSLOCP00000009709	ENSMGAP00000005443
ENSLOCP00000017892	ENSMGAP00000008992
ENSLOCP00000009867	ENSMGAP00000012228
ENSLOCP00000016863	ENSMGAP00000006600
ENSLOCP00000001789	ENSMGAP00000005461
ENSLOCP00000011985	ENSMGAP00000002933
ENSLOCP00000005769	ENSMGAP00000000329
ENSLOCP00000002935	ENSMGAP00000001006
ENSLOCP00000021067	ENSMGAP00000011132
ENSLOCP00000013085	ENSMGAP00000001604
ENSLOCP00000008756	ENSMGAP00000003257
ENSLOCP00000005858	ENSMGAP00000008309
ENSLOCP00000015280	ENSMGAP00000010536
ENSLOCP00000005853	ENSMGAP00000003959
ENSLOCP00000017901	ENSMGAP00000007331
ENSLOCP00000013061	ENSMGAP00000015196
ENSLOCP00000011363	ENSMGAP00000012946
ENSLOCP00000003857	ENSMGAP00000003229
ENSLOCP00000017334	ENSMGAP00000013114
ENSLOCP00000000987	ENSMGAP00000017876
ENSLOCP00000005262	ENSMGAP00000004163
ENSLOCP00000003460	ENSMGAP00000008926
ENSLOCP00000017236	ENSMGAP00000010583
ENSLOCP00000016520	ENSMGAP00000001029
ENSLOCP00000014160	ENSMGAP00000012753
ENSLOCP00000004000	ENSMGAP00000012733
ENSLOCP00000003785	ENSMGAP00000006690
ENSLOCP00000002318	ENSMGAP00000016008
ENSLOCP00000014099	ENSMGAP00000014507
ENSLOCP00000011174	ENSMGAP00000004053
ENSLOCP00000006349	ENSMGAP00000006992
ENSLOCP00000013783	ENSMGAP00000000223
ENSLOCP00000016353	ENSMGAP00000011686
ENSLOCP00000001484	ENSMGAP00000010064
ENSLOCP00000021195	ENSMGAP00000014203
ENSLOCP00000011718	ENSMGAP00000008947
ENSLOCP00000000915	ENSMGAP00000015161
ENSLOCP00000010776	ENSMGAP00000009046
ENSLOCP00000007981	ENSMGAP00000018771
ENSLOCP00000007492	ENSMGAP00000001770
ENSLOCP00000011124	ENSMGAP00000002117
ENSLOCP00000014671	ENSMGAP00000000175
ENSLOCP00000005651	ENSMGAP00000005710
ENSLOCP00000011728	ENSMGAP00000017215
ENSLOCP00000005839	ENSMGAP00000005560
ENSLOCP00000006372	ENSMGAP00000007301
ENSLOCP00000017036	ENSMGAP00000010035
ENSLOCP00000014094	ENSMGAP00000000379
ENSLOCP00000015469	ENSMGAP00000005272
ENSLOCP00000019488	ENSMGAP00000012576
ENSLOCP00000001709	ENSMGAP00000000501
ENSLOCP00000021021	ENSMGAP00000013299
ENSLOCP00000005334	ENSMGAP00000009076
ENSLOCP00000001397	ENSMGAP00000007298
ENSLOCP00000002622	ENSMGAP00000006314
ENSLOCP00000020802	ENSMGAP00000012955
ENSLOCP00000006855	ENSMGAP00000011458
ENSLOCP00000011049	ENSMGAP00000002915
ENSLOCP00000006383	ENSMGAP00000000636
ENSLOCP00000013064	ENSMGAP00000001652
ENSLOCP00000019641	ENSMGAP00000014877
ENSLOCP00000010743	ENSMGAP00000004462
ENSLOCP00000003303	ENSMGAP00000010533
ENSLOCP00000006704	ENSMGAP00000009772
ENSLOCP00000004297	ENSMGAP00000006132
ENSLOCP00000020806	ENSMGAP00000014816
ENSLOCP00000003696	ENSMGAP00000018830
ENSLOCP00000009456	ENSMGAP00000015567
ENSLOCP00000017998	ENSMGAP00000002230
ENSLOCP00000018670	ENSMGAP00000001211
ENSLOCP00000002805	ENSMGAP00000002681
ENSLOCP00000011400	ENSMGAP00000014389
ENSLOCP00000017884	ENSMGAP00000007377
ENSLOCP00000016207	ENSMGAP00000013116
ENSLOCP00000009705	ENSMGAP00000000382
ENSLOCP00000007105	ENSMGAP00000001901
ENSLOCP00000014066	ENSMGAP00000011930
ENSLOCP00000014727	ENSMGAP00000016927
ENSLOCP00000013309	ENSMGAP00000013356
ENSLOCP00000012327	ENSMGAP00000012637
ENSLOCP00000006796	ENSMGAP00000006514
ENSLOCP00000004812	ENSMGAP00000011993
ENSLOCP00000009726	ENSMGAP00000007660
ENSLOCP00000010712	ENSMGAP00000013608
ENSLOCP00000019765	ENSMGAP00000004551
ENSLOCP00000001287	ENSMGAP00000010826
ENSLOCP00000011230	ENSMGAP00000013236
ENSLOCP00000007086	ENSMGAP00000009075
ENSLOCP00000015157	ENSMGAP00000011666
ENSLOCP00000002213	ENSMGAP00000008475
ENSLOCP00000016685	ENSMGAP00000010605
ENSLOCP00000013638	ENSMGAP00000010151
ENSLOCP00000019897	ENSMGAP00000014341
ENSLOCP00000019784	ENSMGAP00000007826
ENSLOCP00000011990	ENSMGAP00000003285
ENSLOCP00000013328	ENSMGAP00000013852
ENSLOCP00000020271	ENSMGAP00000009154
ENSLOCP00000020967	ENSMGAP00000014379
ENSLOCP00000002143	ENSMGAP00000000618
ENSLOCP00000020498	ENSMGAP00000013983
ENSLOCP00000019904	ENSMGAP00000006660
ENSLOCP00000009000	ENSMGAP00000018989
ENSLOCP00000006048	ENSMGAP00000006350
ENSLOCP00000017725	ENSMGAP00000000159
ENSLOCP00000018909	ENSMGAP00000010791
ENSLOCP00000012207	ENSMGAP00000004342
ENSLOCP00000007740	ENSMGAP00000012696
ENSLOCP00000003866	ENSMGAP00000006543
ENSLOCP00000006133	ENSMGAP00000007570
ENSLOCP00000000954	ENSMGAP00000006930
ENSLOCP00000015901	ENSMGAP00000012796
ENSLOCP00000012227	ENSMGAP00000013402
ENSLOCP00000018541	ENSMGAP00000002533
ENSLOCP00000010867	ENSMGAP00000003345
ENSLOCP00000014280	ENSMGAP00000012735
ENSLOCP00000003615	ENSMGAP00000013080
ENSLOCP00000010614	ENSMGAP00000015941
ENSLOCP00000020543	ENSMGAP00000015081
ENSLOCP00000007727	ENSMGAP00000009586
ENSLOCP00000018661	ENSMGAP00000001740
ENSLOCP00000013723	ENSMGAP00000001038
ENSLOCP00000020612	ENSMGAP00000014959
ENSLOCP00000017181	ENSMGAP00000004796
ENSLOCP00000016221	ENSMGAP00000002953
ENSLOCP00000001104	ENSMGAP00000015124
ENSLOCP00000016241	ENSMGAP00000004324
ENSLOCP00000021161	ENSMGAP00000014130
ENSLOCP00000006320	ENSMGAP00000004343
ENSLOCP00000011785	ENSMGAP00000007997
ENSLOCP00000002670	ENSMGAP00000010128
ENSLOCP00000011519	ENSMGAP00000007934
ENSLOCP00000016599	ENSMGAP00000005965
ENSLOCP00000009953	ENSMGAP00000015640
ENSLOCP00000005550	ENSMGAP00000001064
ENSLOCP00000013317	ENSMGAP00000016043
ENSLOCP00000011885	ENSMGAP00000012238
ENSLOCP00000006622	ENSMGAP00000004832
ENSLOCP00000009653	ENSMGAP00000017685
ENSLOCP00000011354	ENSMGAP00000004697
ENSLOCP00000000006	ENSMGAP00000003578
ENSLOCP00000015205	ENSMGAP00000011207
ENSLOCP00000008988	ENSMGAP00000005012
ENSLOCP00000003201	ENSMGAP00000015729
ENSLOCP00000020579	ENSMGAP00000014692
ENSLOCP00000021098	ENSMGAP00000014527
ENSLOCP00000013643	ENSMGAP00000010325
ENSLOCP00000016016	ENSMGAP00000004283
ENSLOCP00000012961	ENSMGAP00000015687
ENSLOCP00000012281	ENSMGAP00000015575
ENSLOCP00000001522	ENSMGAP00000018777
ENSLOCP00000002060	ENSMGAP00000011406
ENSLOCP00000004880	ENSMGAP00000006580
ENSLOCP00000010331	ENSMGAP00000015965
ENSLOCP00000009640	ENSMGAP00000005006
ENSLOCP00000010713	ENSMGAP00000009503
ENSLOCP00000016717	ENSMGAP00000007917
ENSLOCP00000021995	ENSMGAP00000012108
ENSLOCP00000010388	ENSMGAP00000000935
ENSLOCP00000003245	ENSMGAP00000009515
ENSLOCP00000007791	ENSMGAP00000016187
ENSLOCP00000018895	ENSMGAP00000012074
ENSLOCP00000018014	ENSMGAP00000000146
ENSLOCP00000020212	ENSMGAP00000013604
ENSLOCP00000009865	ENSMGAP00000001344
ENSLOCP00000015636	ENSMGAP00000019120
ENSLOCP00000010111	ENSMGAP00000015978
ENSLOCP00000006562	ENSMGAP00000007769
ENSLOCP00000007918	ENSMGAP00000004309
ENSLOCP00000014583	ENSMGAP00000001312
ENSLOCP00000017922	ENSMGAP00000008772
ENSLOCP00000015159	ENSMGAP00000009193
ENSLOCP00000011234	ENSMGAP00000003106
ENSLOCP00000015367	ENSMGAP00000006649
ENSLOCP00000018394	ENSMGAP00000001843
ENSLOCP00000008416	ENSMGAP00000003582
ENSLOCP00000018461	ENSMGAP00000000588
ENSLOCP00000005924	ENSMGAP00000004773
ENSLOCP00000002590	ENSMGAP00000018592
ENSLOCP00000008036	ENSMGAP00000008823
ENSLOCP00000008697	ENSMGAP00000004356
ENSLOCP00000006310	ENSMGAP00000006917
ENSLOCP00000011145	ENSMGAP00000004270
ENSLOCP00000019052	ENSMGAP00000006641
ENSLOCP00000009772	ENSMGAP00000003289
ENSLOCP00000009974	ENSMGAP00000009816
ENSLOCP00000005697	ENSMGAP00000016205
ENSLOCP00000005666	ENSMGAP00000008421
ENSLOCP00000019227	ENSMGAP00000007321
ENSLOCP00000009117	ENSMGAP00000000353
ENSLOCP00000019271	ENSMGAP00000001426
ENSLOCP00000002925	ENSMGAP00000010651
ENSLOCP00000003586	ENSMGAP00000010809
ENSLOCP00000008080	ENSMGAP00000006068
ENSLOCP00000020404	ENSMGAP00000014017
ENSLOCP00000016452	ENSMGAP00000009704
ENSLOCP00000007163	ENSMGAP00000001140
ENSLOCP00000004863	ENSMGAP00000006605
ENSLOCP00000015847	ENSMGAP00000004294
ENSLOCP00000006470	ENSMGAP00000016014
ENSLOCP00000020843	ENSMGAP00000014754
ENSLOCP00000009119	ENSMGAP00000005638
ENSLOCP00000014438	ENSMGAP00000014432
ENSLOCP00000005130	ENSMGAP00000001763
ENSLOCP00000007051	ENSMGAP00000003051
ENSLOCP00000015898	ENSMGAP00000005524
ENSLOCP00000015700	ENSMGAP00000005787
ENSLOCP00000005190	ENSMGAP00000016010
ENSLOCP00000001640	ENSMGAP00000015673
ENSLOCP00000009884	ENSMGAP00000007603
ENSLOCP00000016174	ENSMGAP00000003018
ENSLOCP00000003479	ENSMGAP00000013068
ENSLOCP00000007690	ENSMGAP00000001128
ENSLOCP00000004286	ENSMGAP00000010219
ENSLOCP00000020197	ENSMGAP00000010152
ENSLOCP00000019004	ENSMGAP00000013614
ENSLOCP00000008775	ENSMGAP00000003500
ENSLOCP00000019864	ENSMGAP00000001154
ENSLOCP00000006882	ENSMGAP00000005325
ENSLOCP00000005796	ENSMGAP00000016202
ENSLOCP00000010748	ENSMGAP00000003565
ENSLOCP00000010457	ENSMGAP00000018943
ENSLOCP00000013293	ENSMGAP00000019575
ENSLOCP00000016577	ENSMGAP00000007927
ENSLOCP00000004981	ENSMGAP00000001690
ENSLOCP00000013125	ENSMGAP00000013396
ENSLOCP00000006870	ENSMGAP00000004630
ENSLOCP00000004417	ENSMGAP00000007695
ENSLOCP00000007704	ENSMGAP00000009594
ENSLOCP00000008193	ENSMGAP00000010059
ENSLOCP00000013682	ENSMGAP00000014403
ENSLOCP00000011262	ENSMGAP00000013252
ENSLOCP00000021350	ENSMGAP00000014043
ENSLOCP00000013130	ENSMGAP00000004631
ENSLOCP00000008071	ENSMGAP00000003044
ENSLOCP00000003489	ENSMGAP00000011056
ENSLOCP00000007770	ENSMGAP00000007079
ENSLOCP00000013502	ENSMGAP00000015379
ENSLOCP00000008717	ENSMGAP00000007461
ENSLOCP00000012724	ENSMGAP00000006850
ENSLOCP00000002391	ENSMGAP00000005423
ENSLOCP00000019883	ENSMGAP00000001365
ENSLOCP00000010408	ENSMGAP00000008013
ENSLOCP00000016412	ENSMGAP00000009773
ENSLOCP00000014014	ENSMGAP00000010675
ENSLOCP00000008300	ENSMGAP00000009809
ENSLOCP00000018840	ENSMGAP00000009618
ENSLOCP00000004370	ENSMGAP00000015463
ENSLOCP00000014878	ENSMGAP00000002736
ENSLOCP00000006676	ENSMGAP00000005414
ENSLOCP00000021281	ENSMGAP00000014786
ENSLOCP00000010693	ENSMGAP00000006412
ENSLOCP00000000817	ENSMGAP00000013630
ENSLOCP00000006995	ENSMGAP00000009103
ENSLOCP00000011191	ENSMGAP00000013222
ENSLOCP00000006864	ENSMGAP00000002443
ENSLOCP00000018673	ENSMGAP00000013794
ENSLOCP00000012182	ENSMGAP00000013386
ENSLOCP00000010321	ENSMGAP00000000844
ENSLOCP00000021217	ENSMGAP00000010903
ENSLOCP00000006561	ENSMGAP00000004703
ENSLOCP00000013129	ENSMGAP00000009272
ENSLOCP00000014695	ENSMGAP00000019763
ENSLOCP00000017164	ENSMGAP00000004762
ENSLOCP00000009501	ENSMGAP00000007010
ENSLOCP00000008020	ENSMGAP00000000237
ENSLOCP00000012372	ENSMGAP00000014339
ENSLOCP00000019256	ENSMGAP00000003677
ENSLOCP00000011797	ENSMGAP00000007984
ENSLOCP00000018343	ENSMGAP00000002816
ENSLOCP00000007935	ENSMGAP00000004372
ENSLOCP00000017849	ENSMGAP00000008255
ENSLOCP00000019867	ENSMGAP00000001199
ENSLOCP00000010338	ENSMGAP00000000749
ENSLOCP00000001983	ENSMGAP00000013112
ENSLOCP00000004558	ENSMGAP00000010134
ENSLOCP00000005703	ENSMGAP00000001720
ENSLOCP00000008442	ENSMGAP00000009437
ENSLOCP00000001061	ENSMGAP00000015319
ENSLOCP00000016997	ENSMGAP00000009360
ENSLOCP00000019037	ENSMGAP00000012664
ENSLOCP00000013608	ENSMGAP00000010371
ENSLOCP00000001571	ENSMGAP00000013367
ENSLOCP00000011304	ENSMGAP00000003593
ENSLOCP00000004707	ENSMGAP00000000841
ENSLOCP00000016079	ENSMGAP00000007888
ENSLOCP00000000458	ENSMGAP00000007062
ENSLOCP00000015224	ENSMGAP00000019299
ENSLOCP00000019863	ENSMGAP00000001139
ENSLOCP00000002835	ENSMGAP00000002956
ENSLOCP00000019942	ENSMGAP00000014954
ENSLOCP00000007287	ENSMGAP00000011034
ENSLOCP00000001852	ENSMGAP00000001592
ENSLOCP00000016766	ENSMGAP00000007680
ENSLOCP00000015371	ENSMGAP00000012794
ENSLOCP00000018683	ENSMGAP00000013808
ENSLOCP00000007187	ENSMGAP00000008944
ENSLOCP00000010863	ENSMGAP00000012079
ENSLOCP00000017274	ENSMGAP00000012246
ENSLOCP00000016102	ENSMGAP00000007456
ENSLOCP00000011776	ENSMGAP00000003660
ENSLOCP00000015613	ENSMGAP00000005743
