ENSTNIP00000006282	ENSDARP00000122973
ENSTNIP00000011864	ENSDARP00000112935
ENSTNIP00000012768	ENSDARP00000053101
ENSTNIP00000015982	ENSDARP00000052915
ENSTNIP00000019292	ENSDARP00000029067
ENSTNIP00000019353	ENSDARP00000103068
ENSTNIP00000012804	ENSDARP00000120647
ENSTNIP00000012783	ENSDARP00000017636
ENSTNIP00000016791	ENSDARP00000103307
ENSTNIP00000000649	ENSDARP00000074479
ENSTNIP00000015186	ENSDARP00000117954
ENSTNIP00000002896	ENSDARP00000122676
ENSTNIP00000012219	ENSDARP00000064925
ENSTNIP00000008952	ENSDARP00000015683
ENSTNIP00000006065	ENSDARP00000060055
ENSTNIP00000014672	ENSDARP00000116628
ENSTNIP00000016454	ENSDARP00000046273
ENSTNIP00000015787	ENSDARP00000046545
ENSTNIP00000021542	ENSDARP00000097770
ENSTNIP00000020993	ENSDARP00000048752
ENSTNIP00000009178	ENSDARP00000126942
ENSTNIP00000006927	ENSDARP00000081301
ENSTNIP00000016024	ENSDARP00000102349
ENSTNIP00000012875	ENSDARP00000092552
ENSTNIP00000010198	ENSDARP00000077102
ENSTNIP00000016952	ENSDARP00000023863
ENSTNIP00000017154	ENSDARP00000013624
ENSTNIP00000006863	ENSDARP00000003276
ENSTNIP00000018515	ENSDARP00000106853
ENSTNIP00000006709	ENSDARP00000001151
ENSTNIP00000007198	ENSDARP00000014124
ENSTNIP00000011191	ENSDARP00000090537
ENSTNIP00000015696	ENSDARP00000128760
ENSTNIP00000019837	ENSDARP00000104523
ENSTNIP00000014742	ENSDARP00000051195
ENSTNIP00000006089	ENSDARP00000038867
ENSTNIP00000013792	ENSDARP00000115401
ENSTNIP00000019530	ENSDARP00000012786
ENSTNIP00000002572	ENSDARP00000102897
ENSTNIP00000009378	ENSDARP00000009313
ENSTNIP00000016799	ENSDARP00000115443
ENSTNIP00000014745	ENSDARP00000022647
ENSTNIP00000007741	ENSDARP00000028693
ENSTNIP00000014022	ENSDARP00000044330
ENSTNIP00000010623	ENSDARP00000129750
ENSTNIP00000008307	ENSDARP00000114539
ENSTNIP00000009657	ENSDARP00000066578
ENSTNIP00000022517	ENSDARP00000128387
ENSTNIP00000015247	ENSDARP00000105122
ENSTNIP00000021691	ENSDARP00000104384
ENSTNIP00000017841	ENSDARP00000002982
ENSTNIP00000006793	ENSDARP00000081244
ENSTNIP00000015012	ENSDARP00000069263
ENSTNIP00000016353	ENSDARP00000097988
ENSTNIP00000007699	ENSDARP00000116163
ENSTNIP00000018133	ENSDARP00000121836
ENSTNIP00000015846	ENSDARP00000101794
ENSTNIP00000005387	ENSDARP00000090756
ENSTNIP00000019693	ENSDARP00000069816
ENSTNIP00000008108	ENSDARP00000040031
ENSTNIP00000017851	ENSDARP00000058671
ENSTNIP00000005169	ENSDARP00000063869
ENSTNIP00000007747	ENSDARP00000072831
ENSTNIP00000021474	ENSDARP00000099995
ENSTNIP00000007351	ENSDARP00000052536
ENSTNIP00000020221	ENSDARP00000109978
ENSTNIP00000009044	ENSDARP00000070468
ENSTNIP00000016380	ENSDARP00000033749
ENSTNIP00000011544	ENSDARP00000096681
ENSTNIP00000022363	ENSDARP00000030117
ENSTNIP00000012029	ENSDARP00000008437
ENSTNIP00000010412	ENSDARP00000091825
ENSTNIP00000000887	ENSDARP00000109206
ENSTNIP00000005353	ENSDARP00000125076
ENSTNIP00000008948	ENSDARP00000018263
ENSTNIP00000019676	ENSDARP00000115722
ENSTNIP00000020508	ENSDARP00000011655
ENSTNIP00000013530	ENSDARP00000108297
ENSTNIP00000005066	ENSDARP00000019360
ENSTNIP00000017985	ENSDARP00000110509
ENSTNIP00000013031	ENSDARP00000025772
ENSTNIP00000012861	ENSDARP00000104715
ENSTNIP00000006892	ENSDARP00000068086
ENSTNIP00000012269	ENSDARP00000069883
ENSTNIP00000016813	ENSDARP00000003969
ENSTNIP00000008183	ENSDARP00000009364
ENSTNIP00000015918	ENSDARP00000123883
ENSTNIP00000005436	ENSDARP00000056582
ENSTNIP00000010399	ENSDARP00000107407
ENSTNIP00000012402	ENSDARP00000108320
ENSTNIP00000017818	ENSDARP00000107014
ENSTNIP00000010332	ENSDARP00000123084
ENSTNIP00000013892	ENSDARP00000005398
ENSTNIP00000007274	ENSDARP00000004738
ENSTNIP00000006877	ENSDARP00000028571
ENSTNIP00000018754	ENSDARP00000106301
ENSTNIP00000002579	ENSDARP00000119160
ENSTNIP00000020071	ENSDARP00000112722
ENSTNIP00000006140	ENSDARP00000125851
ENSTNIP00000011640	ENSDARP00000107575
ENSTNIP00000018535	ENSDARP00000096357
ENSTNIP00000010431	ENSDARP00000065207
ENSTNIP00000005830	ENSDARP00000010437
ENSTNIP00000017837	ENSDARP00000041530
ENSTNIP00000021380	ENSDARP00000003359
ENSTNIP00000003865	ENSDARP00000023158
ENSTNIP00000007691	ENSDARP00000045294
ENSTNIP00000006376	ENSDARP00000007797
ENSTNIP00000002862	ENSDARP00000088456
ENSTNIP00000022097	ENSDARP00000126807
ENSTNIP00000005141	ENSDARP00000118188
ENSTNIP00000014760	ENSDARP00000018567
ENSTNIP00000021317	ENSDARP00000006424
ENSTNIP00000009406	ENSDARP00000125799
ENSTNIP00000016054	ENSDARP00000015026
ENSTNIP00000016421	ENSDARP00000103462
ENSTNIP00000019248	ENSDARP00000013353
ENSTNIP00000009819	ENSDARP00000091709
ENSTNIP00000014114	ENSDARP00000019097
ENSTNIP00000008836	ENSDARP00000101913
ENSTNIP00000020670	ENSDARP00000123573
ENSTNIP00000013802	ENSDARP00000110828
ENSTNIP00000021722	ENSDARP00000003288
ENSTNIP00000019493	ENSDARP00000026849
ENSTNIP00000021738	ENSDARP00000038241
ENSTNIP00000005669	ENSDARP00000127725
ENSTNIP00000007281	ENSDARP00000011642
ENSTNIP00000015031	ENSDARP00000125786
ENSTNIP00000012653	ENSDARP00000047417
ENSTNIP00000017057	ENSDARP00000107553
ENSTNIP00000003882	ENSDARP00000067391
ENSTNIP00000002043	ENSDARP00000097862
ENSTNIP00000001630	ENSDARP00000032799
ENSTNIP00000011702	ENSDARP00000043811
ENSTNIP00000017904	ENSDARP00000004700
ENSTNIP00000020638	ENSDARP00000080392
ENSTNIP00000021059	ENSDARP00000111590
ENSTNIP00000012353	ENSDARP00000024082
ENSTNIP00000013642	ENSDARP00000107604
ENSTNIP00000013006	ENSDARP00000074782
ENSTNIP00000009235	ENSDARP00000098846
ENSTNIP00000010952	ENSDARP00000075433
ENSTNIP00000011673	ENSDARP00000069117
ENSTNIP00000011845	ENSDARP00000061986
ENSTNIP00000019661	ENSDARP00000017790
ENSTNIP00000005299	ENSDARP00000113328
ENSTNIP00000018981	ENSDARP00000075852
ENSTNIP00000009760	ENSDARP00000113021
ENSTNIP00000000302	ENSDARP00000039524
ENSTNIP00000020892	ENSDARP00000089770
ENSTNIP00000020103	ENSDARP00000088874
ENSTNIP00000011347	ENSDARP00000104568
ENSTNIP00000011310	ENSDARP00000105643
ENSTNIP00000019212	ENSDARP00000070795
ENSTNIP00000007732	ENSDARP00000095384
ENSTNIP00000005668	ENSDARP00000095193
ENSTNIP00000005254	ENSDARP00000058006
ENSTNIP00000003260	ENSDARP00000102382
ENSTNIP00000017647	ENSDARP00000112379
ENSTNIP00000010912	ENSDARP00000108965
ENSTNIP00000003781	ENSDARP00000129592
ENSTNIP00000006247	ENSDARP00000089712
ENSTNIP00000006277	ENSDARP00000111810
ENSTNIP00000017560	ENSDARP00000005644
ENSTNIP00000001321	ENSDARP00000005075
ENSTNIP00000023056	ENSDARP00000043545
ENSTNIP00000000449	ENSDARP00000069612
ENSTNIP00000014483	ENSDARP00000072975
ENSTNIP00000003334	ENSDARP00000092527
ENSTNIP00000016450	ENSDARP00000104671
ENSTNIP00000009906	ENSDARP00000121240
ENSTNIP00000006541	ENSDARP00000124165
ENSTNIP00000019325	ENSDARP00000129362
ENSTNIP00000010737	ENSDARP00000056247
ENSTNIP00000006020	ENSDARP00000064557
ENSTNIP00000019729	ENSDARP00000029924
ENSTNIP00000022189	ENSDARP00000117225
ENSTNIP00000021653	ENSDARP00000003237
ENSTNIP00000021049	ENSDARP00000111156
ENSTNIP00000007543	ENSDARP00000111785
ENSTNIP00000021067	ENSDARP00000009582
ENSTNIP00000017855	ENSDARP00000009149
ENSTNIP00000018466	ENSDARP00000121482
ENSTNIP00000019937	ENSDARP00000072616
ENSTNIP00000005816	ENSDARP00000068241
ENSTNIP00000013940	ENSDARP00000039876
ENSTNIP00000014405	ENSDARP00000075715
ENSTNIP00000008111	ENSDARP00000126559
ENSTNIP00000006378	ENSDARP00000060839
ENSTNIP00000018309	ENSDARP00000089504
ENSTNIP00000015155	ENSDARP00000098078
ENSTNIP00000023084	ENSDARP00000098792
ENSTNIP00000014634	ENSDARP00000069524
ENSTNIP00000009955	ENSDARP00000126013
ENSTNIP00000002689	ENSDARP00000024189
ENSTNIP00000003935	ENSDARP00000035681
ENSTNIP00000017047	ENSDARP00000009194
ENSTNIP00000020944	ENSDARP00000094388
ENSTNIP00000013163	ENSDARP00000092988
ENSTNIP00000017524	ENSDARP00000047463
ENSTNIP00000012042	ENSDARP00000033046
ENSTNIP00000019231	ENSDARP00000073630
ENSTNIP00000012143	ENSDARP00000090059
ENSTNIP00000001826	ENSDARP00000037227
ENSTNIP00000020230	ENSDARP00000058106
ENSTNIP00000005192	ENSDARP00000102660
ENSTNIP00000011023	ENSDARP00000104226
ENSTNIP00000006150	ENSDARP00000119692
ENSTNIP00000020649	ENSDARP00000078191
ENSTNIP00000010524	ENSDARP00000108838
ENSTNIP00000021016	ENSDARP00000123026
ENSTNIP00000012355	ENSDARP00000113543
ENSTNIP00000020027	ENSDARP00000111346
ENSTNIP00000022988	ENSDARP00000073029
ENSTNIP00000014518	ENSDARP00000033355
ENSTNIP00000013271	ENSDARP00000122494
ENSTNIP00000021962	ENSDARP00000017863
ENSTNIP00000021871	ENSDARP00000099794
ENSTNIP00000016393	ENSDARP00000049571
ENSTNIP00000014648	ENSDARP00000071111
ENSTNIP00000000043	ENSDARP00000075597
ENSTNIP00000013664	ENSDARP00000122093
ENSTNIP00000020522	ENSDARP00000128481
ENSTNIP00000016086	ENSDARP00000090402
ENSTNIP00000003734	ENSDARP00000074914
ENSTNIP00000016845	ENSDARP00000029637
ENSTNIP00000010760	ENSDARP00000121592
ENSTNIP00000007206	ENSDARP00000093632
ENSTNIP00000017380	ENSDARP00000072858
ENSTNIP00000004332	ENSDARP00000023322
ENSTNIP00000010327	ENSDARP00000074126
ENSTNIP00000005808	ENSDARP00000079496
ENSTNIP00000015426	ENSDARP00000127813
ENSTNIP00000004928	ENSDARP00000074789
ENSTNIP00000014137	ENSDARP00000068657
ENSTNIP00000016022	ENSDARP00000058788
ENSTNIP00000000775	ENSDARP00000099725
ENSTNIP00000007765	ENSDARP00000083043
ENSTNIP00000004907	ENSDARP00000072946
ENSTNIP00000015336	ENSDARP00000107549
ENSTNIP00000001081	ENSDARP00000072525
ENSTNIP00000004886	ENSDARP00000105487
ENSTNIP00000015610	ENSDARP00000066929
ENSTNIP00000014911	ENSDARP00000101664
ENSTNIP00000015864	ENSDARP00000084917
ENSTNIP00000010348	ENSDARP00000066691
ENSTNIP00000009042	ENSDARP00000024862
ENSTNIP00000005242	ENSDARP00000005947
ENSTNIP00000020500	ENSDARP00000128561
ENSTNIP00000018638	ENSDARP00000117676
ENSTNIP00000013230	ENSDARP00000129484
ENSTNIP00000011897	ENSDARP00000105025
ENSTNIP00000001037	ENSDARP00000124759
ENSTNIP00000014192	ENSDARP00000101812
ENSTNIP00000021815	ENSDARP00000089816
ENSTNIP00000019174	ENSDARP00000105409
ENSTNIP00000020205	ENSDARP00000098256
ENSTNIP00000019234	ENSDARP00000100929
ENSTNIP00000008271	ENSDARP00000029170
ENSTNIP00000004065	ENSDARP00000058585
ENSTNIP00000003516	ENSDARP00000114858
ENSTNIP00000018304	ENSDARP00000075657
ENSTNIP00000015344	ENSDARP00000023186
ENSTNIP00000016055	ENSDARP00000042375
ENSTNIP00000020031	ENSDARP00000090723
ENSTNIP00000018235	ENSDARP00000072618
ENSTNIP00000001364	ENSDARP00000033740
ENSTNIP00000005734	ENSDARP00000127193
ENSTNIP00000013110	ENSDARP00000129488
ENSTNIP00000016689	ENSDARP00000088419
ENSTNIP00000009354	ENSDARP00000069175
ENSTNIP00000016230	ENSDARP00000016016
ENSTNIP00000020666	ENSDARP00000032176
ENSTNIP00000008317	ENSDARP00000023444
ENSTNIP00000008777	ENSDARP00000101510
ENSTNIP00000001964	ENSDARP00000108944
ENSTNIP00000007268	ENSDARP00000024847
ENSTNIP00000009784	ENSDARP00000057761
ENSTNIP00000020832	ENSDARP00000026554
ENSTNIP00000010748	ENSDARP00000112499
ENSTNIP00000022291	ENSDARP00000102849
ENSTNIP00000016510	ENSDARP00000020323
ENSTNIP00000019029	ENSDARP00000013243
ENSTNIP00000009316	ENSDARP00000082397
ENSTNIP00000018689	ENSDARP00000075935
ENSTNIP00000020267	ENSDARP00000116849
ENSTNIP00000006190	ENSDARP00000113979
ENSTNIP00000014625	ENSDARP00000106673
ENSTNIP00000020467	ENSDARP00000080946
ENSTNIP00000018004	ENSDARP00000104753
ENSTNIP00000010991	ENSDARP00000066759
ENSTNIP00000006947	ENSDARP00000105424
ENSTNIP00000015821	ENSDARP00000097153
ENSTNIP00000016670	ENSDARP00000061543
ENSTNIP00000012388	ENSDARP00000072160
ENSTNIP00000015236	ENSDARP00000094421
ENSTNIP00000002908	ENSDARP00000061664
ENSTNIP00000008099	ENSDARP00000018924
ENSTNIP00000012660	ENSDARP00000025119
ENSTNIP00000016065	ENSDARP00000098071
ENSTNIP00000010725	ENSDARP00000022256
ENSTNIP00000005342	ENSDARP00000067557
ENSTNIP00000012714	ENSDARP00000004926
ENSTNIP00000009944	ENSDARP00000071563
ENSTNIP00000017660	ENSDARP00000022858
ENSTNIP00000021885	ENSDARP00000004298
ENSTNIP00000009020	ENSDARP00000015461
ENSTNIP00000011920	ENSDARP00000101926
ENSTNIP00000018970	ENSDARP00000083337
ENSTNIP00000021946	ENSDARP00000062417
ENSTNIP00000019811	ENSDARP00000062993
ENSTNIP00000010222	ENSDARP00000111972
ENSTNIP00000020332	ENSDARP00000021450
ENSTNIP00000016693	ENSDARP00000117779
ENSTNIP00000000100	ENSDARP00000011011
ENSTNIP00000013515	ENSDARP00000113849
ENSTNIP00000003301	ENSDARP00000056318
ENSTNIP00000010343	ENSDARP00000090568
ENSTNIP00000019867	ENSDARP00000117092
ENSTNIP00000021755	ENSDARP00000002650
ENSTNIP00000017502	ENSDARP00000041303
ENSTNIP00000020424	ENSDARP00000076630
ENSTNIP00000009224	ENSDARP00000004882
ENSTNIP00000014271	ENSDARP00000010686
ENSTNIP00000014623	ENSDARP00000026224
ENSTNIP00000012035	ENSDARP00000102576
ENSTNIP00000018744	ENSDARP00000005176
ENSTNIP00000014598	ENSDARP00000003452
ENSTNIP00000022679	ENSDARP00000121522
ENSTNIP00000000113	ENSDARP00000060684
ENSTNIP00000012800	ENSDARP00000118121
ENSTNIP00000019931	ENSDARP00000120146
ENSTNIP00000013676	ENSDARP00000008647
ENSTNIP00000013407	ENSDARP00000094955
ENSTNIP00000008308	ENSDARP00000113369
ENSTNIP00000021324	ENSDARP00000083350
ENSTNIP00000011217	ENSDARP00000064522
ENSTNIP00000013248	ENSDARP00000003814
ENSTNIP00000019014	ENSDARP00000064200
ENSTNIP00000015258	ENSDARP00000104575
ENSTNIP00000019724	ENSDARP00000093426
ENSTNIP00000018585	ENSDARP00000076240
ENSTNIP00000002563	ENSDARP00000044503
ENSTNIP00000019754	ENSDARP00000009876
ENSTNIP00000010326	ENSDARP00000029422
ENSTNIP00000007027	ENSDARP00000031098
ENSTNIP00000016414	ENSDARP00000055587
ENSTNIP00000005490	ENSDARP00000070519
ENSTNIP00000020180	ENSDARP00000035728
ENSTNIP00000005844	ENSDARP00000068371
ENSTNIP00000018319	ENSDARP00000017257
ENSTNIP00000008232	ENSDARP00000057289
ENSTNIP00000022137	ENSDARP00000099636
ENSTNIP00000011506	ENSDARP00000103344
ENSTNIP00000008282	ENSDARP00000039099
ENSTNIP00000000027	ENSDARP00000102456
ENSTNIP00000017091	ENSDARP00000111754
ENSTNIP00000015491	ENSDARP00000094021
ENSTNIP00000009090	ENSDARP00000105326
ENSTNIP00000000521	ENSDARP00000095835
ENSTNIP00000007134	ENSDARP00000094818
ENSTNIP00000012226	ENSDARP00000100659
ENSTNIP00000016962	ENSDARP00000034076
ENSTNIP00000002642	ENSDARP00000057468
ENSTNIP00000000349	ENSDARP00000050124
ENSTNIP00000021919	ENSDARP00000103454
ENSTNIP00000008553	ENSDARP00000074570
ENSTNIP00000020851	ENSDARP00000106171
ENSTNIP00000019227	ENSDARP00000040189
ENSTNIP00000002918	ENSDARP00000055753
ENSTNIP00000022936	ENSDARP00000018644
ENSTNIP00000011672	ENSDARP00000013627
ENSTNIP00000015177	ENSDARP00000062349
ENSTNIP00000020506	ENSDARP00000128052
ENSTNIP00000017465	ENSDARP00000048926
ENSTNIP00000018432	ENSDARP00000070780
ENSTNIP00000010203	ENSDARP00000070240
ENSTNIP00000005616	ENSDARP00000098875
ENSTNIP00000013920	ENSDARP00000093249
ENSTNIP00000020941	ENSDARP00000052184
ENSTNIP00000010546	ENSDARP00000087584
ENSTNIP00000010047	ENSDARP00000022060
ENSTNIP00000012742	ENSDARP00000109711
ENSTNIP00000010272	ENSDARP00000098290
ENSTNIP00000020795	ENSDARP00000072847
ENSTNIP00000003963	ENSDARP00000067287
ENSTNIP00000016538	ENSDARP00000063503
ENSTNIP00000004468	ENSDARP00000107624
ENSTNIP00000008303	ENSDARP00000110209
ENSTNIP00000009053	ENSDARP00000066063
ENSTNIP00000006783	ENSDARP00000026984
ENSTNIP00000010336	ENSDARP00000078551
ENSTNIP00000019809	ENSDARP00000057314
ENSTNIP00000005699	ENSDARP00000111582
ENSTNIP00000007663	ENSDARP00000101995
ENSTNIP00000012877	ENSDARP00000065543
ENSTNIP00000002426	ENSDARP00000108895
ENSTNIP00000010984	ENSDARP00000106559
ENSTNIP00000022107	ENSDARP00000096969
ENSTNIP00000012473	ENSDARP00000065863
ENSTNIP00000010999	ENSDARP00000023024
ENSTNIP00000020748	ENSDARP00000009109
ENSTNIP00000021986	ENSDARP00000099718
ENSTNIP00000014427	ENSDARP00000019505
ENSTNIP00000015908	ENSDARP00000066387
ENSTNIP00000021600	ENSDARP00000073799
ENSTNIP00000012064	ENSDARP00000052645
ENSTNIP00000010181	ENSDARP00000102004
ENSTNIP00000016522	ENSDARP00000103873
ENSTNIP00000007804	ENSDARP00000122613
ENSTNIP00000006645	ENSDARP00000074153
ENSTNIP00000008822	ENSDARP00000054860
ENSTNIP00000015123	ENSDARP00000116242
ENSTNIP00000005948	ENSDARP00000025466
ENSTNIP00000013471	ENSDARP00000102078
ENSTNIP00000011753	ENSDARP00000129175
ENSTNIP00000016865	ENSDARP00000006173
ENSTNIP00000005764	ENSDARP00000010013
ENSTNIP00000001813	ENSDARP00000044042
ENSTNIP00000004836	ENSDARP00000116237
ENSTNIP00000014534	ENSDARP00000106416
ENSTNIP00000019192	ENSDARP00000036773
ENSTNIP00000020497	ENSDARP00000055486
ENSTNIP00000019142	ENSDARP00000056179
ENSTNIP00000007338	ENSDARP00000115433
ENSTNIP00000008456	ENSDARP00000105727
ENSTNIP00000020856	ENSDARP00000128519
ENSTNIP00000004816	ENSDARP00000088640
ENSTNIP00000021517	ENSDARP00000121705
ENSTNIP00000003691	ENSDARP00000111658
ENSTNIP00000016283	ENSDARP00000016213
ENSTNIP00000008394	ENSDARP00000105820
ENSTNIP00000013313	ENSDARP00000102969
ENSTNIP00000010732	ENSDARP00000110068
ENSTNIP00000019259	ENSDARP00000080925
ENSTNIP00000008370	ENSDARP00000025243
ENSTNIP00000010907	ENSDARP00000118084
ENSTNIP00000021257	ENSDARP00000071726
ENSTNIP00000022696	ENSDARP00000118992
ENSTNIP00000016753	ENSDARP00000129851
ENSTNIP00000000399	ENSDARP00000064693
ENSTNIP00000001700	ENSDARP00000005886
ENSTNIP00000009678	ENSDARP00000076735
ENSTNIP00000008206	ENSDARP00000064065
ENSTNIP00000012210	ENSDARP00000102047
ENSTNIP00000014039	ENSDARP00000101565
ENSTNIP00000018645	ENSDARP00000050846
ENSTNIP00000019456	ENSDARP00000060688
ENSTNIP00000008311	ENSDARP00000004687
ENSTNIP00000022295	ENSDARP00000121982
ENSTNIP00000009694	ENSDARP00000031745
ENSTNIP00000010075	ENSDARP00000042220
ENSTNIP00000011704	ENSDARP00000067234
ENSTNIP00000005797	ENSDARP00000037419
ENSTNIP00000010523	ENSDARP00000116409
ENSTNIP00000002434	ENSDARP00000109353
ENSTNIP00000010896	ENSDARP00000059559
ENSTNIP00000005410	ENSDARP00000018505
ENSTNIP00000001595	ENSDARP00000067095
ENSTNIP00000010057	ENSDARP00000124362
ENSTNIP00000007936	ENSDARP00000097615
ENSTNIP00000022296	ENSDARP00000060189
ENSTNIP00000015420	ENSDARP00000123267
ENSTNIP00000013367	ENSDARP00000068017
ENSTNIP00000020999	ENSDARP00000037304
ENSTNIP00000005579	ENSDARP00000106732
ENSTNIP00000020352	ENSDARP00000098431
ENSTNIP00000012667	ENSDARP00000038195
ENSTNIP00000009084	ENSDARP00000065502
ENSTNIP00000006750	ENSDARP00000106449
ENSTNIP00000010954	ENSDARP00000055445
ENSTNIP00000018876	ENSDARP00000089478
ENSTNIP00000015403	ENSDARP00000076893
ENSTNIP00000017900	ENSDARP00000088158
ENSTNIP00000002209	ENSDARP00000108208
ENSTNIP00000008919	ENSDARP00000124404
ENSTNIP00000010477	ENSDARP00000106280
ENSTNIP00000018301	ENSDARP00000056900
ENSTNIP00000010522	ENSDARP00000126728
ENSTNIP00000022553	ENSDARP00000044114
ENSTNIP00000015417	ENSDARP00000032165
ENSTNIP00000017331	ENSDARP00000111067
ENSTNIP00000019510	ENSDARP00000034563
ENSTNIP00000005841	ENSDARP00000123964
ENSTNIP00000018321	ENSDARP00000123352
ENSTNIP00000007761	ENSDARP00000050244
ENSTNIP00000011079	ENSDARP00000127074
ENSTNIP00000018788	ENSDARP00000118435
ENSTNIP00000001726	ENSDARP00000087580
ENSTNIP00000022247	ENSDARP00000124120
ENSTNIP00000022065	ENSDARP00000051775
ENSTNIP00000002313	ENSDARP00000081745
ENSTNIP00000012123	ENSDARP00000118997
ENSTNIP00000007846	ENSDARP00000106592
ENSTNIP00000005034	ENSDARP00000101805
ENSTNIP00000003425	ENSDARP00000076262
ENSTNIP00000017906	ENSDARP00000059298
ENSTNIP00000019252	ENSDARP00000013430
ENSTNIP00000005534	ENSDARP00000089349
ENSTNIP00000006333	ENSDARP00000069707
ENSTNIP00000019094	ENSDARP00000095658
ENSTNIP00000000042	ENSDARP00000011401
ENSTNIP00000011316	ENSDARP00000087195
ENSTNIP00000007201	ENSDARP00000111216
ENSTNIP00000020543	ENSDARP00000120332
ENSTNIP00000003185	ENSDARP00000011083
ENSTNIP00000019089	ENSDARP00000034129
ENSTNIP00000018753	ENSDARP00000074854
ENSTNIP00000012232	ENSDARP00000016047
ENSTNIP00000014828	ENSDARP00000106414
ENSTNIP00000010801	ENSDARP00000056293
ENSTNIP00000011186	ENSDARP00000082748
ENSTNIP00000006999	ENSDARP00000104141
ENSTNIP00000012986	ENSDARP00000127123
ENSTNIP00000016505	ENSDARP00000054152
ENSTNIP00000015233	ENSDARP00000126448
ENSTNIP00000008999	ENSDARP00000061760
ENSTNIP00000006836	ENSDARP00000116217
ENSTNIP00000014698	ENSDARP00000081096
ENSTNIP00000005450	ENSDARP00000005238
ENSTNIP00000000520	ENSDARP00000052644
ENSTNIP00000011543	ENSDARP00000072369
ENSTNIP00000015699	ENSDARP00000014201
ENSTNIP00000012921	ENSDARP00000041904
ENSTNIP00000005352	ENSDARP00000047953
ENSTNIP00000014392	ENSDARP00000015953
ENSTNIP00000020168	ENSDARP00000024817
ENSTNIP00000015255	ENSDARP00000062555
ENSTNIP00000018514	ENSDARP00000006378
ENSTNIP00000017211	ENSDARP00000089067
ENSTNIP00000009438	ENSDARP00000027131
ENSTNIP00000006743	ENSDARP00000096562
ENSTNIP00000018018	ENSDARP00000123079
ENSTNIP00000017675	ENSDARP00000067637
ENSTNIP00000021410	ENSDARP00000023460
ENSTNIP00000010866	ENSDARP00000103943
ENSTNIP00000008110	ENSDARP00000064802
ENSTNIP00000006289	ENSDARP00000111043
ENSTNIP00000021498	ENSDARP00000094012
ENSTNIP00000009221	ENSDARP00000086605
ENSTNIP00000020667	ENSDARP00000106419
ENSTNIP00000014319	ENSDARP00000093629
ENSTNIP00000020417	ENSDARP00000102666
ENSTNIP00000018902	ENSDARP00000088015
ENSTNIP00000013469	ENSDARP00000073610
ENSTNIP00000014292	ENSDARP00000058350
ENSTNIP00000012626	ENSDARP00000100148
ENSTNIP00000022864	ENSDARP00000041113
ENSTNIP00000009168	ENSDARP00000024490
ENSTNIP00000007628	ENSDARP00000050825
ENSTNIP00000005568	ENSDARP00000027320
ENSTNIP00000017510	ENSDARP00000112809
ENSTNIP00000009861	ENSDARP00000123109
ENSTNIP00000002193	ENSDARP00000043075
ENSTNIP00000004813	ENSDARP00000031112
ENSTNIP00000009696	ENSDARP00000067338
ENSTNIP00000011340	ENSDARP00000097746
ENSTNIP00000000289	ENSDARP00000059353
ENSTNIP00000020924	ENSDARP00000083980
ENSTNIP00000019000	ENSDARP00000105284
ENSTNIP00000010279	ENSDARP00000111776
ENSTNIP00000009932	ENSDARP00000084087
ENSTNIP00000003449	ENSDARP00000127531
ENSTNIP00000004684	ENSDARP00000003198
ENSTNIP00000007300	ENSDARP00000116987
ENSTNIP00000018747	ENSDARP00000101727
ENSTNIP00000011045	ENSDARP00000028109
ENSTNIP00000021931	ENSDARP00000122309
ENSTNIP00000012930	ENSDARP00000065324
ENSTNIP00000005556	ENSDARP00000105288
ENSTNIP00000020375	ENSDARP00000106089
ENSTNIP00000010247	ENSDARP00000007002
ENSTNIP00000011438	ENSDARP00000052786
ENSTNIP00000016568	ENSDARP00000003488
ENSTNIP00000020165	ENSDARP00000016113
ENSTNIP00000018961	ENSDARP00000062358
ENSTNIP00000004982	ENSDARP00000090111
ENSTNIP00000000770	ENSDARP00000062851
ENSTNIP00000008371	ENSDARP00000075906
ENSTNIP00000017924	ENSDARP00000016349
ENSTNIP00000007121	ENSDARP00000110309
ENSTNIP00000008119	ENSDARP00000061333
ENSTNIP00000008793	ENSDARP00000072623
ENSTNIP00000019992	ENSDARP00000103689
ENSTNIP00000010011	ENSDARP00000071657
ENSTNIP00000005341	ENSDARP00000124096
ENSTNIP00000014927	ENSDARP00000089161
ENSTNIP00000019990	ENSDARP00000124464
ENSTNIP00000013628	ENSDARP00000100660
ENSTNIP00000011215	ENSDARP00000035079
ENSTNIP00000005134	ENSDARP00000007628
ENSTNIP00000022361	ENSDARP00000013651
ENSTNIP00000005227	ENSDARP00000064808
ENSTNIP00000001743	ENSDARP00000086537
ENSTNIP00000018171	ENSDARP00000111416
ENSTNIP00000012158	ENSDARP00000032037
ENSTNIP00000018908	ENSDARP00000128424
ENSTNIP00000013396	ENSDARP00000070516
ENSTNIP00000016225	ENSDARP00000077038
ENSTNIP00000020519	ENSDARP00000104733
ENSTNIP00000021668	ENSDARP00000066890
ENSTNIP00000014955	ENSDARP00000095043
ENSTNIP00000006510	ENSDARP00000054604
ENSTNIP00000016877	ENSDARP00000092761
ENSTNIP00000020813	ENSDARP00000103183
ENSTNIP00000016355	ENSDARP00000017647
ENSTNIP00000014444	ENSDARP00000022310
ENSTNIP00000008718	ENSDARP00000040389
