ENSMGAP00000004951	ENSP00000262384
ENSMGAP00000015124	ENSP00000377486
ENSMGAP00000004324	ENSP00000368965
ENSMGAP00000001020	ENSP00000311977
ENSMGAP00000012282	ENSP00000355536
ENSMGAP00000010128	ENSP00000457206
ENSMGAP00000005965	ENSP00000164305
ENSMGAP00000001064	ENSP00000278200
ENSMGAP00000016043	ENSP00000298248
ENSMGAP00000012238	ENSP00000375978
ENSMGAP00000017685	ENSP00000300738
ENSMGAP00000004697	ENSP00000296786
ENSMGAP00000011207	ENSP00000358616
ENSMGAP00000015729	ENSP00000353549
ENSMGAP00000014527	ENSP00000425809
ENSMGAP00000004283	ENSP00000230449
ENSMGAP00000015687	ENSP00000289382
ENSMGAP00000018777	ENSP00000262294
ENSMGAP00000011406	ENSP00000263274
ENSMGAP00000015965	ENSP00000239891
ENSMGAP00000005006	ENSP00000310111
ENSMGAP00000016187	ENSP00000434466
ENSMGAP00000012074	ENSP00000451211
ENSMGAP00000000146	ENSP00000363944
ENSMGAP00000018711	ENSP00000385675
ENSMGAP00000001344	ENSP00000166345
ENSMGAP00000015978	ENSP00000369411
ENSMGAP00000007769	ENSP00000364037
ENSMGAP00000004309	ENSP00000349016
ENSMGAP00000013376	ENSP00000265896
ENSMGAP00000001312	ENSP00000225726
ENSMGAP00000008772	ENSP00000268124
ENSMGAP00000003106	ENSP00000355086
ENSMGAP00000006649	ENSP00000299886
ENSMGAP00000005281	ENSP00000263083
ENSMGAP00000000588	ENSP00000261884
ENSMGAP00000004773	ENSP00000385025
ENSMGAP00000018592	ENSP00000377036
ENSMGAP00000008823	ENSP00000454261
ENSMGAP00000008550	ENSP00000387122
ENSMGAP00000006917	ENSP00000263956
ENSMGAP00000004270	ENSP00000354848
ENSMGAP00000006641	ENSP00000297431
ENSMGAP00000008421	ENSP00000476948
ENSMGAP00000000353	ENSP00000310520
ENSMGAP00000001426	ENSP00000333551
ENSMGAP00000005070	ENSP00000375914
ENSMGAP00000010809	ENSP00000339245
ENSMGAP00000014017	ENSP00000333934
ENSMGAP00000009704	ENSP00000245544
ENSMGAP00000000451	ENSP00000357879
ENSMGAP00000006605	ENSP00000395196
ENSMGAP00000004294	ENSP00000381064
ENSMGAP00000016014	ENSP00000296805
ENSMGAP00000014432	ENSP00000247178
ENSMGAP00000005524	ENSP00000351947
ENSMGAP00000016010	ENSP00000370345
ENSMGAP00000007912	ENSP00000285021
ENSMGAP00000015673	ENSP00000264255
ENSMGAP00000003609	ENSP00000361965
ENSMGAP00000013068	ENSP00000245680
ENSMGAP00000015950	ENSP00000397441
ENSMGAP00000010219	ENSP00000372326
ENSMGAP00000010152	ENSP00000355964
ENSMGAP00000013614	ENSP00000356548
ENSMGAP00000003500	ENSP00000442770
ENSMGAP00000001154	ENSP00000295030
ENSMGAP00000005325	ENSP00000442436
ENSMGAP00000016202	ENSP00000432327
ENSMGAP00000003565	ENSP00000334594
ENSMGAP00000018943	ENSP00000386541
ENSMGAP00000019575	ENSP00000328203
ENSMGAP00000007695	ENSP00000414237
ENSMGAP00000019238	ENSP00000216122
ENSMGAP00000015402	ENSP00000382071
ENSMGAP00000009594	ENSP00000395995
ENSMGAP00000010059	ENSP00000261597
ENSMGAP00000014043	ENSP00000381240
ENSMGAP00000004631	ENSP00000381937
ENSMGAP00000011056	ENSP00000264499
ENSMGAP00000007079	ENSP00000283109
ENSMGAP00000015379	ENSP00000307143
ENSMGAP00000007461	ENSP00000414851
ENSMGAP00000006850	ENSP00000423067
ENSMGAP00000005423	ENSP00000321810
ENSMGAP00000009773	ENSP00000385312
ENSMGAP00000010675	ENSP00000222567
ENSMGAP00000009809	ENSP00000286070
ENSMGAP00000009618	ENSP00000362018
ENSMGAP00000015463	ENSP00000291576
ENSMGAP00000003892	ENSP00000315774
ENSMGAP00000002736	ENSP00000377895
ENSMGAP00000005414	ENSP00000253003
ENSMGAP00000006412	ENSP00000255764
ENSMGAP00000013630	ENSP00000356563
ENSMGAP00000009103	ENSP00000360540
ENSMGAP00000005315	ENSP00000339404
ENSMGAP00000013222	ENSP00000322180
ENSMGAP00000013794	ENSP00000448054
ENSMGAP00000013386	ENSP00000345917
ENSMGAP00000000844	ENSP00000223029
ENSMGAP00000003864	ENSP00000362061
ENSMGAP00000010903	ENSP00000306817
ENSMGAP00000004703	ENSP00000330188
ENSMGAP00000019763	ENSP00000252115
ENSMGAP00000000237	ENSP00000344223
ENSMGAP00000014339	ENSP00000261245
ENSMGAP00000007984	ENSP00000359258
ENSMGAP00000002816	ENSP00000457788
ENSMGAP00000010504	ENSP00000377252
ENSMGAP00000008255	ENSP00000359403
ENSMGAP00000001199	ENSP00000326003
ENSMGAP00000000749	ENSP00000401566
ENSMGAP00000013112	ENSP00000411418
ENSMGAP00000010134	ENSP00000412698
ENSMGAP00000001720	ENSP00000264027
ENSMGAP00000009437	ENSP00000023939
ENSMGAP00000015319	ENSP00000285667
ENSMGAP00000012664	ENSP00000261396
ENSMGAP00000010371	ENSP00000231948
ENSMGAP00000013367	ENSP00000376597
ENSMGAP00000003593	ENSP00000351619
ENSMGAP00000019299	ENSP00000384290
ENSMGAP00000001139	ENSP00000385579
ENSMGAP00000002956	ENSP00000320359
ENSMGAP00000014954	ENSP00000288710
ENSMGAP00000011034	ENSP00000263774
ENSMGAP00000001592	ENSP00000297440
ENSMGAP00000012794	ENSP00000264451
ENSMGAP00000013808	ENSP00000299314
ENSMGAP00000008944	ENSP00000360412
ENSMGAP00000012246	ENSP00000205214
ENSMGAP00000008663	ENSP00000306106
ENSMGAP00000007456	ENSP00000265052
ENSMGAP00000003660	ENSP00000274606
ENSMGAP00000005743	ENSP00000328938
ENSMGAP00000009372	ENSP00000366953
ENSMGAP00000014633	ENSP00000252934
ENSMGAP00000012329	ENSP00000360149
ENSMGAP00000001788	ENSP00000276533
ENSMGAP00000014500	ENSP00000385215
ENSMGAP00000008553	ENSP00000465638
ENSMGAP00000001519	ENSP00000219315
ENSMGAP00000008413	ENSP00000376989
ENSMGAP00000009356	ENSP00000297145
ENSMGAP00000014374	ENSP00000261247
ENSMGAP00000012190	ENSP00000260403
ENSMGAP00000001146	ENSP00000335144
ENSMGAP00000005701	ENSP00000309430
ENSMGAP00000015195	ENSP00000377700
ENSMGAP00000011739	ENSP00000309031
ENSMGAP00000001787	ENSP00000343190
ENSMGAP00000014964	ENSP00000264711
ENSMGAP00000000796	ENSP00000378294
ENSMGAP00000001633	ENSP00000295117
ENSMGAP00000019495	ENSP00000470252
ENSMGAP00000013866	ENSP00000163416
ENSMGAP00000006297	ENSP00000365777
ENSMGAP00000015486	ENSP00000039007
ENSMGAP00000000906	ENSP00000235307
ENSMGAP00000015207	ENSP00000326200
ENSMGAP00000012265	ENSP00000353538
ENSMGAP00000007089	ENSP00000301329
ENSMGAP00000007749	ENSP00000364956
ENSMGAP00000015873	ENSP00000368664
ENSMGAP00000008043	ENSP00000320646
ENSMGAP00000001996	ENSP00000326424
ENSMGAP00000000741	ENSP00000219368
ENSMGAP00000018535	ENSP00000354361
ENSMGAP00000011799	ENSP00000234170
ENSMGAP00000005123	ENSP00000386609
ENSMGAP00000002959	ENSP00000366396
ENSMGAP00000016171	ENSP00000263360
ENSMGAP00000002960	ENSP00000296328
ENSMGAP00000015482	ENSP00000367697
ENSMGAP00000017266	ENSP00000285398
ENSMGAP00000012359	ENSP00000346466
ENSMGAP00000003208	ENSP00000353942
ENSMGAP00000013240	ENSP00000251496
ENSMGAP00000010707	ENSP00000260953
ENSMGAP00000013322	ENSP00000229447
ENSMGAP00000013914	ENSP00000305924
ENSMGAP00000004018	ENSP00000263773
ENSMGAP00000012787	ENSP00000349305
ENSMGAP00000004721	ENSP00000272321
ENSMGAP00000014869	ENSP00000295148
ENSMGAP00000008639	ENSP00000329715
ENSMGAP00000008416	ENSP00000264279
ENSMGAP00000014274	ENSP00000357998
ENSMGAP00000014697	ENSP00000419005
ENSMGAP00000006181	ENSP00000359042
ENSMGAP00000009021	ENSP00000382834
ENSMGAP00000019573	ENSP00000333946
ENSMGAP00000001634	ENSP00000311827
ENSMGAP00000004231	ENSP00000411250
ENSMGAP00000008638	ENSP00000393139
ENSMGAP00000000447	ENSP00000217446
ENSMGAP00000013479	ENSP00000226760
ENSMGAP00000009676	ENSP00000360644
ENSMGAP00000013567	ENSP00000216465
ENSMGAP00000014736	ENSP00000244426
ENSMGAP00000004696	ENSP00000244217
ENSMGAP00000003782	ENSP00000376127
ENSMGAP00000002460	ENSP00000362135
ENSMGAP00000004756	ENSP00000278826
ENSMGAP00000002744	ENSP00000380747
ENSMGAP00000006688	ENSP00000266079
ENSMGAP00000006239	ENSP00000294785
ENSMGAP00000010804	ENSP00000383840
ENSMGAP00000001739	ENSP00000475168
ENSMGAP00000012333	ENSP00000370736
ENSMGAP00000016797	ENSP00000356214
ENSMGAP00000005764	ENSP00000394899
ENSMGAP00000014785	ENSP00000324318
ENSMGAP00000014161	ENSP00000239830
ENSMGAP00000000597	ENSP00000417573
ENSMGAP00000006478	ENSP00000335371
ENSMGAP00000009262	ENSP00000341324
ENSMGAP00000014763	ENSP00000000412
ENSMGAP00000014405	ENSP00000240651
ENSMGAP00000000929	ENSP00000401721
ENSMGAP00000008783	ENSP00000341422
ENSMGAP00000017556	ENSP00000370021
ENSMGAP00000016258	ENSP00000263681
ENSMGAP00000001126	ENSP00000353246
ENSMGAP00000002657	ENSP00000351052
ENSMGAP00000014493	ENSP00000216367
ENSMGAP00000000024	ENSP00000358126
ENSMGAP00000010676	ENSP00000379133
ENSMGAP00000014859	ENSP00000237822
ENSMGAP00000011928	ENSP00000355471
ENSMGAP00000006236	ENSP00000317468
ENSMGAP00000008127	ENSP00000361628
ENSMGAP00000011541	ENSP00000358293
ENSMGAP00000000743	ENSP00000364578
ENSMGAP00000013961	ENSP00000451188
ENSMGAP00000010139	ENSP00000290663
ENSMGAP00000011561	ENSP00000241041
ENSMGAP00000008613	ENSP00000362650
ENSMGAP00000004120	ENSP00000378854
ENSMGAP00000018724	ENSP00000379372
ENSMGAP00000007652	ENSP00000364902
ENSMGAP00000016181	ENSP00000299626
ENSMGAP00000018792	ENSP00000310593
ENSMGAP00000016789	ENSP00000400984
ENSMGAP00000005600	ENSP00000406738
ENSMGAP00000000520	ENSP00000349877
ENSMGAP00000007712	ENSP00000379895
ENSMGAP00000003110	ENSP00000376220
ENSMGAP00000004845	ENSP00000231198
ENSMGAP00000007271	ENSP00000263196
ENSMGAP00000003539	ENSP00000373404
ENSMGAP00000014773	ENSP00000348471
ENSMGAP00000003800	ENSP00000380074
ENSMGAP00000015180	ENSP00000356782
ENSMGAP00000009188	ENSP00000398722
ENSMGAP00000004794	ENSP00000397759
ENSMGAP00000002427	ENSP00000255078
ENSMGAP00000008456	ENSP00000169551
ENSMGAP00000009688	ENSP00000381567
ENSMGAP00000003815	ENSP00000455229
ENSMGAP00000003955	ENSP00000436005
ENSMGAP00000000049	ENSP00000290363
ENSMGAP00000002491	ENSP00000335808
ENSMGAP00000008107	ENSP00000324343
ENSMGAP00000016015	ENSP00000370508
ENSMGAP00000005647	ENSP00000306105
ENSMGAP00000000400	ENSP00000245157
ENSMGAP00000014032	ENSP00000381220
ENSMGAP00000015226	ENSP00000295746
ENSMGAP00000004453	ENSP00000417190
ENSMGAP00000005351	ENSP00000364284
ENSMGAP00000008742	ENSP00000236980
ENSMGAP00000004308	ENSP00000340271
ENSMGAP00000006209	ENSP00000361180
ENSMGAP00000000281	ENSP00000357320
ENSMGAP00000019451	ENSP00000373474
ENSMGAP00000008675	ENSP00000363388
ENSMGAP00000008752	ENSP00000359531
ENSMGAP00000014388	ENSP00000346359
ENSMGAP00000015185	ENSP00000356807
ENSMGAP00000012463	ENSP00000341351
ENSMGAP00000011589	ENSP00000280700
ENSMGAP00000007052	ENSP00000306080
ENSMGAP00000014419	ENSP00000261556
ENSMGAP00000017744	ENSP00000355211
ENSMGAP00000006916	ENSP00000446100
ENSMGAP00000005772	ENSP00000284268
ENSMGAP00000003318	ENSP00000296953
ENSMGAP00000018104	ENSP00000379213
ENSMGAP00000012573	ENSP00000321449
ENSMGAP00000009804	ENSP00000016171
ENSMGAP00000003129	ENSP00000306220
ENSMGAP00000005775	ENSP00000170564
ENSMGAP00000018998	ENSP00000358918
ENSMGAP00000012683	ENSP00000256545
ENSMGAP00000004054	ENSP00000354622
ENSMGAP00000002424	ENSP00000313169
ENSMGAP00000008151	ENSP00000369080
ENSMGAP00000008317	ENSP00000350874
ENSMGAP00000000210	ENSP00000233025
ENSMGAP00000011978	ENSP00000263461
ENSMGAP00000011754	ENSP00000306123
ENSMGAP00000001481	ENSP00000365837
ENSMGAP00000000130	ENSP00000318641
ENSMGAP00000005983	ENSP00000367346
ENSMGAP00000019189	ENSP00000414906
ENSMGAP00000004145	ENSP00000281142
ENSMGAP00000013459	ENSP00000254928
ENSMGAP00000009504	ENSP00000334849
ENSMGAP00000018178	ENSP00000360515
ENSMGAP00000014656	ENSP00000359609
ENSMGAP00000011775	ENSP00000294360
ENSMGAP00000016133	ENSP00000433721
ENSMGAP00000004327	ENSP00000235090
ENSMGAP00000007352	ENSP00000300403
ENSMGAP00000012506	ENSP00000386226
ENSMGAP00000011654	ENSP00000238831
ENSMGAP00000018680	ENSP00000334134
ENSMGAP00000010756	ENSP00000391504
ENSMGAP00000011985	ENSP00000266736
ENSMGAP00000001409	ENSP00000426638
ENSMGAP00000014891	ENSP00000394869
ENSMGAP00000006144	ENSP00000264151
ENSMGAP00000001480	ENSP00000296792
ENSMGAP00000008605	ENSP00000380659
ENSMGAP00000008166	ENSP00000454926
ENSMGAP00000003913	ENSP00000225873
ENSMGAP00000008359	ENSP00000287600
ENSMGAP00000008504	ENSP00000373952
ENSMGAP00000009970	ENSP00000299432
ENSMGAP00000013503	ENSP00000303928
ENSMGAP00000015945	ENSP00000430236
ENSMGAP00000000943	ENSP00000354742
ENSMGAP00000008112	ENSP00000362547
ENSMGAP00000008983	ENSP00000248633
ENSMGAP00000001531	ENSP00000400646
ENSMGAP00000013011	ENSP00000330523
ENSMGAP00000007174	ENSP00000421380
ENSMGAP00000010637	ENSP00000337688
ENSMGAP00000008959	ENSP00000288532
ENSMGAP00000003806	ENSP00000356737
ENSMGAP00000006880	ENSP00000338010
ENSMGAP00000010916	ENSP00000381089
ENSMGAP00000014331	ENSP00000358242
ENSMGAP00000019467	ENSP00000354720
ENSMGAP00000006187	ENSP00000349687
ENSMGAP00000004949	ENSP00000326879
ENSMGAP00000010608	ENSP00000309595
ENSMGAP00000008257	ENSP00000343610
ENSMGAP00000013454	ENSP00000216106
ENSMGAP00000011713	ENSP00000379865
ENSMGAP00000015052	ENSP00000235521
ENSMGAP00000003866	ENSP00000264020
ENSMGAP00000016729	ENSP00000257245
ENSMGAP00000002430	ENSP00000301281
ENSMGAP00000008633	ENSP00000417769
ENSMGAP00000006191	ENSP00000407112
ENSMGAP00000009953	ENSP00000434995
ENSMGAP00000001865	ENSP00000357079
ENSMGAP00000002786	ENSP00000259963
ENSMGAP00000006784	ENSP00000262547
ENSMGAP00000013584	ENSP00000367069
ENSMGAP00000006874	ENSP00000348211
ENSMGAP00000005394	ENSP00000294543
ENSMGAP00000000584	ENSP00000307260
ENSMGAP00000014562	ENSP00000216129
ENSMGAP00000001629	ENSP00000265295
ENSMGAP00000003339	ENSP00000369784
ENSMGAP00000015785	ENSP00000365538
ENSMGAP00000016028	ENSP00000371607
ENSMGAP00000005623	ENSP00000356379
ENSMGAP00000000949	ENSP00000232501
ENSMGAP00000012249	ENSP00000379621
ENSMGAP00000009100	ENSP00000284629
ENSMGAP00000012127	ENSP00000348564
ENSMGAP00000014804	ENSP00000353850
ENSMGAP00000010738	ENSP00000281382
ENSMGAP00000004671	ENSP00000354497
ENSMGAP00000008244	ENSP00000310873
ENSMGAP00000014696	ENSP00000053468
ENSMGAP00000010269	ENSP00000261880
ENSMGAP00000009612	ENSP00000301585
ENSMGAP00000015946	ENSP00000315397
ENSMGAP00000010363	ENSP00000300145
ENSMGAP00000010620	ENSP00000248098
ENSMGAP00000002318	ENSP00000224756
ENSMGAP00000004945	ENSP00000348168
ENSMGAP00000016487	ENSP00000319992
ENSMGAP00000006307	ENSP00000313816
ENSMGAP00000006424	ENSP00000324404
ENSMGAP00000018795	ENSP00000285116
ENSMGAP00000016159	ENSP00000435421
ENSMGAP00000014482	ENSP00000369810
ENSMGAP00000015105	ENSP00000283871
ENSMGAP00000014199	ENSP00000340477
ENSMGAP00000003305	ENSP00000271452
ENSMGAP00000003652	ENSP00000377384
ENSMGAP00000012898	ENSP00000221265
ENSMGAP00000006324	ENSP00000228510
ENSMGAP00000006280	ENSP00000261647
ENSMGAP00000014333	ENSP00000254759
ENSMGAP00000016908	ENSP00000379911
ENSMGAP00000000805	ENSP00000364543
ENSMGAP00000006809	ENSP00000392318
ENSMGAP00000007229	ENSP00000370337
ENSMGAP00000002927	ENSP00000262507
ENSMGAP00000004760	ENSP00000462116
ENSMGAP00000018798	ENSP00000426067
ENSMGAP00000013363	ENSP00000356272
ENSMGAP00000016041	ENSP00000372206
ENSMGAP00000000528	ENSP00000346464
ENSMGAP00000005386	ENSP00000361433
ENSMGAP00000008897	ENSP00000287957
ENSMGAP00000011831	ENSP00000273075
ENSMGAP00000002047	ENSP00000320309
ENSMGAP00000005340	ENSP00000262315
ENSMGAP00000014689	ENSP00000359740
ENSMGAP00000013801	ENSP00000428263
ENSMGAP00000004217	ENSP00000268717
ENSMGAP00000013189	ENSP00000399718
ENSMGAP00000011288	ENSP00000367878
ENSMGAP00000008977	ENSP00000262127
ENSMGAP00000009005	ENSP00000312311
ENSMGAP00000015153	ENSP00000295878
ENSMGAP00000008455	ENSP00000217455
ENSMGAP00000003971	ENSP00000261893
ENSMGAP00000008476	ENSP00000320184
ENSMGAP00000014641	ENSP00000370419
ENSMGAP00000015903	ENSP00000282007
ENSMGAP00000010317	ENSP00000328187
ENSMGAP00000009182	ENSP00000359612
ENSMGAP00000012295	ENSP00000357748
ENSMGAP00000014227	ENSP00000382733
ENSMGAP00000015940	ENSP00000258613
ENSMGAP00000013326	ENSP00000344866
ENSMGAP00000011764	ENSP00000341539
ENSMGAP00000016061	ENSP00000314348
ENSMGAP00000008911	ENSP00000369431
ENSMGAP00000010562	ENSP00000381132
ENSMGAP00000008425	ENSP00000296003
ENSMGAP00000000939	ENSP00000436049
ENSMGAP00000013092	ENSP00000348459
ENSMGAP00000015530	ENSP00000368798
ENSMGAP00000014027	ENSP00000342336
ENSMGAP00000011368	ENSP00000285083
ENSMGAP00000000084	ENSP00000251296
ENSMGAP00000011632	ENSP00000220509
ENSMGAP00000010612	ENSP00000399780
ENSMGAP00000008228	ENSP00000361705
ENSMGAP00000004927	ENSP00000275820
ENSMGAP00000013466	ENSP00000266087
ENSMGAP00000014189	ENSP00000402338
ENSMGAP00000005673	ENSP00000446479
ENSMGAP00000010527	ENSP00000260605
ENSMGAP00000015193	ENSP00000410396
ENSMGAP00000018365	ENSP00000314615
ENSMGAP00000014337	ENSP00000261249
ENSMGAP00000008497	ENSP00000337736
ENSMGAP00000003496	ENSP00000248600
ENSMGAP00000005104	ENSP00000392985
ENSMGAP00000005465	ENSP00000390778
ENSMGAP00000012551	ENSP00000374332
ENSMGAP00000012285	ENSP00000349244
ENSMGAP00000004911	ENSP00000299192
ENSMGAP00000004035	ENSP00000370150
ENSMGAP00000001368	ENSP00000247706
ENSMGAP00000005079	ENSP00000386569
ENSMGAP00000012951	ENSP00000393222
ENSMGAP00000007783	ENSP00000301011
ENSMGAP00000009214	ENSP00000297273
ENSMGAP00000008334	ENSP00000379140
ENSMGAP00000005601	ENSP00000285873
ENSMGAP00000018821	ENSP00000250535
ENSMGAP00000014806	ENSP00000291458
ENSMGAP00000000553	ENSP00000376827
ENSMGAP00000005948	ENSP00000265981
ENSMGAP00000003688	ENSP00000286031
ENSMGAP00000001055	ENSP00000298937
ENSMGAP00000011696	ENSP00000360593
ENSMGAP00000000598	ENSP00000296564
ENSMGAP00000005323	ENSP00000299381
ENSMGAP00000013817	ENSP00000387882
ENSMGAP00000001749	ENSP00000299543
ENSMGAP00000005417	ENSP00000364204
ENSMGAP00000015352	ENSP00000303584
ENSMGAP00000016099	ENSP00000414390
ENSMGAP00000008059	ENSP00000322316
ENSMGAP00000013244	ENSP00000303398
ENSMGAP00000013249	ENSP00000237380
ENSMGAP00000004426	ENSP00000334003
ENSMGAP00000008779	ENSP00000254940
ENSMGAP00000008606	ENSP00000307684
ENSMGAP00000008019	ENSP00000367239
ENSMGAP00000008443	ENSP00000393154
ENSMGAP00000011046	ENSP00000282074
ENSMGAP00000015854	ENSP00000238788
ENSMGAP00000005682	ENSP00000344299
ENSMGAP00000014687	ENSP00000359727
ENSMGAP00000011434	ENSP00000295824
ENSMGAP00000014467	ENSP00000379310
ENSMGAP00000009878	ENSP00000363260
ENSMGAP00000019512	ENSP00000329915
ENSMGAP00000007503	ENSP00000359224
ENSMGAP00000001388	ENSP00000232854
ENSMGAP00000003964	ENSP00000369456
ENSMGAP00000011832	ENSP00000354688
ENSMGAP00000014737	ENSP00000228799
ENSMGAP00000003369	ENSP00000419718
ENSMGAP00000008746	ENSP00000264230
ENSMGAP00000003275	ENSP00000362208
ENSMGAP00000007348	ENSP00000251250
ENSMGAP00000015416	ENSP00000327716
ENSMGAP00000011533	ENSP00000354964
ENSMGAP00000013996	ENSP00000264645
ENSMGAP00000004916	ENSP00000284995
ENSMGAP00000007373	ENSP00000432487
ENSMGAP00000004177	ENSP00000356848
ENSMGAP00000007555	ENSP00000270583
ENSMGAP00000008995	ENSP00000355250
ENSMGAP00000008185	ENSP00000268704
ENSMGAP00000003142	ENSP00000385006
ENSMGAP00000008078	ENSP00000464275
ENSMGAP00000015736	ENSP00000389399
ENSMGAP00000001076	ENSP00000441753
ENSMGAP00000003109	ENSP00000389175
ENSMGAP00000007683	ENSP00000290846
ENSMGAP00000018913	ENSP00000386277
ENSMGAP00000008571	ENSP00000263346
ENSMGAP00000017525	ENSP00000256255
ENSMGAP00000014623	ENSP00000402038
ENSMGAP00000014436	ENSP00000275072
ENSMGAP00000014441	ENSP00000257789
ENSMGAP00000001108	ENSP00000339613
ENSMGAP00000000826	ENSP00000380794
ENSMGAP00000011175	ENSP00000361001
ENSMGAP00000011608	ENSP00000347498
ENSMGAP00000015668	ENSP00000289359
ENSMGAP00000019652	ENSP00000296015
ENSMGAP00000014975	ENSP00000301908
ENSMGAP00000001355	ENSP00000386284
ENSMGAP00000003494	ENSP00000281317
ENSMGAP00000010190	ENSP00000360031
ENSMGAP00000009376	ENSP00000301729
ENSMGAP00000012335	ENSP00000360129
ENSMGAP00000006831	ENSP00000364405
ENSMGAP00000004719	ENSP00000321239
ENSMGAP00000017702	ENSP00000409315
ENSMGAP00000010285	ENSP00000026218
ENSMGAP00000012387	ENSP00000321617
ENSMGAP00000011454	ENSP00000263753
ENSMGAP00000014407	ENSP00000261558
ENSMGAP00000012504	ENSP00000216452
ENSMGAP00000002229	ENSP00000318821
ENSMGAP00000010070	ENSP00000307636
ENSMGAP00000000072	ENSP00000413483
ENSMGAP00000015061	ENSP00000356920
ENSMGAP00000014872	ENSP00000233468
ENSMGAP00000008910	ENSP00000268802
ENSMGAP00000012938	ENSP00000455397
ENSMGAP00000010684	ENSP00000384234
ENSMGAP00000007291	ENSP00000372955
ENSMGAP00000007892	ENSP00000368140
ENSMGAP00000000767	ENSP00000362041
ENSMGAP00000000917	ENSP00000296149
ENSMGAP00000018602	ENSP00000346762
ENSMGAP00000019358	ENSP00000295704
ENSMGAP00000000461	ENSP00000261658
ENSMGAP00000009717	ENSP00000306864
ENSMGAP00000018621	ENSP00000464814
ENSMGAP00000018462	ENSP00000359505
ENSMGAP00000015893	ENSP00000368459
ENSMGAP00000005931	ENSP00000257548
ENSMGAP00000015838	ENSP00000348054
ENSMGAP00000005191	ENSP00000348043
ENSMGAP00000007130	ENSP00000372023
ENSMGAP00000000543	ENSP00000436926
ENSMGAP00000017747	ENSP00000450461
ENSMGAP00000008970	ENSP00000222747
ENSMGAP00000002288	ENSP00000225573
ENSMGAP00000014809	ENSP00000417580
ENSMGAP00000008283	ENSP00000299853
ENSMGAP00000006751	ENSP00000384527
ENSMGAP00000006827	ENSP00000225737
ENSMGAP00000015833	ENSP00000366673
ENSMGAP00000011367	ENSP00000361206
ENSMGAP00000010299	ENSP00000255108
ENSMGAP00000003817	ENSP00000200135
ENSMGAP00000010468	ENSP00000442053
ENSMGAP00000017910	ENSP00000356602
ENSMGAP00000014367	ENSP00000275053
ENSMGAP00000008807	ENSP00000228506
ENSMGAP00000007945	ENSP00000312455
ENSMGAP00000015990	ENSP00000439902
ENSMGAP00000002595	ENSP00000356567
ENSMGAP00000006051	ENSP00000358988
ENSMGAP00000016421	ENSP00000403980
ENSMGAP00000012773	ENSP00000355609
ENSMGAP00000006652	ENSP00000371294
ENSMGAP00000019148	ENSP00000363318
ENSMGAP00000004761	ENSP00000410216
ENSMGAP00000008935	ENSP00000335636
ENSMGAP00000009239	ENSP00000339976
ENSMGAP00000016066	ENSP00000278612
ENSMGAP00000011613	ENSP00000419371
ENSMGAP00000012233	ENSP00000220669
ENSMGAP00000000253	ENSP00000363250
ENSMGAP00000013805	ENSP00000356989
ENSMGAP00000011164	ENSP00000266673
ENSMGAP00000012676	ENSP00000258243
ENSMGAP00000012993	ENSP00000365477
ENSMGAP00000005304	ENSP00000384952
ENSMGAP00000001808	ENSP00000362424
ENSMGAP00000000196	ENSP00000354645
ENSMGAP00000012390	ENSP00000319169
ENSMGAP00000001283	ENSP00000321962
ENSMGAP00000011489	ENSP00000361465
ENSMGAP00000001208	ENSP00000204726
ENSMGAP00000009080	ENSP00000295966
ENSMGAP00000008170	ENSP00000230048
ENSMGAP00000018984	ENSP00000261758
ENSMGAP00000012476	ENSP00000282841
ENSMGAP00000004918	ENSP00000405635
ENSMGAP00000015823	ENSP00000282003
ENSMGAP00000015325	ENSP00000284881
ENSMGAP00000004184	ENSP00000287996
ENSMGAP00000010514	ENSP00000264926
ENSMGAP00000014468	ENSP00000216420
ENSMGAP00000001261	ENSP00000355141
ENSMGAP00000002804	ENSP00000243903
ENSMGAP00000011777	ENSP00000315035
ENSMGAP00000013790	ENSP00000351153
ENSMGAP00000010433	ENSP00000361363
ENSMGAP00000009887	ENSP00000261888
ENSMGAP00000003535	ENSP00000252603
ENSMGAP00000013058	ENSP00000380605
ENSMGAP00000004518	ENSP00000262812
ENSMGAP00000005341	ENSP00000356416
ENSMGAP00000011185	ENSP00000362578
ENSMGAP00000011645	ENSP00000349358
ENSMGAP00000016944	ENSP00000321546
ENSMGAP00000014516	ENSP00000267436
ENSMGAP00000006658	ENSP00000465517
ENSMGAP00000010195	ENSP00000311429
ENSMGAP00000002580	ENSP00000260447
ENSMGAP00000005866	ENSP00000367318
ENSMGAP00000008551	ENSP00000306561
ENSMGAP00000016606	ENSP00000326813
ENSMGAP00000019423	ENSP00000368801
ENSMGAP00000012240	ENSP00000412524
ENSMGAP00000015188	ENSP00000264193
ENSMGAP00000011583	ENSP00000313318
ENSMGAP00000016323	ENSP00000338533
ENSMGAP00000001393	ENSP00000383873
ENSMGAP00000010477	ENSP00000364404
ENSMGAP00000018599	ENSP00000289081
ENSMGAP00000008167	ENSP00000367359
ENSMGAP00000003191	ENSP00000307833
ENSMGAP00000010769	ENSP00000361170
ENSMGAP00000013650	ENSP00000447057
ENSMGAP00000013203	ENSP00000333539
ENSMGAP00000000220	ENSP00000215730
ENSMGAP00000014908	ENSP00000229238
ENSMGAP00000014963	ENSP00000476966
ENSMGAP00000004199	ENSP00000367104
ENSMGAP00000014023	ENSP00000228865
