ENSP00000262384	ENSLOCP00000009128
ENSP00000360488	ENSLOCP00000007086
ENSP00000355205	ENSLOCP00000015157
ENSP00000256897	ENSLOCP00000002213
ENSP00000312122	ENSLOCP00000016685
ENSP00000417602	ENSLOCP00000001460
ENSP00000339881	ENSLOCP00000013638
ENSP00000416583	ENSLOCP00000019897
ENSP00000401399	ENSLOCP00000011990
ENSP00000343742	ENSLOCP00000020271
ENSP00000296238	ENSLOCP00000007228
ENSP00000358283	ENSLOCP00000020967
ENSP00000445768	ENSLOCP00000020498
ENSP00000366672	ENSLOCP00000019904
ENSP00000259239	ENSLOCP00000017725
ENSP00000240423	ENSLOCP00000018909
ENSP00000454264	ENSLOCP00000012207
ENSP00000430338	ENSLOCP00000007740
ENSP00000308820	ENSLOCP00000003866
ENSP00000264734	ENSLOCP00000006133
ENSP00000329933	ENSLOCP00000005903
ENSP00000422473	ENSLOCP00000015901
ENSP00000305810	ENSLOCP00000012227
ENSP00000296658	ENSLOCP00000016699
ENSP00000423995	ENSLOCP00000010867
ENSP00000347345	ENSLOCP00000014280
ENSP00000297873	ENSLOCP00000005185
ENSP00000239690	ENSLOCP00000003615
ENSP00000367299	ENSLOCP00000010614
ENSP00000274813	ENSLOCP00000020543
ENSP00000415332	ENSLOCP00000007727
ENSP00000340896	ENSLOCP00000018661
ENSP00000273037	ENSLOCP00000017181
ENSP00000368887	ENSLOCP00000016221
ENSP00000377486	ENSLOCP00000001104
ENSP00000368965	ENSLOCP00000016241
ENSP00000261434	ENSLOCP00000016013
ENSP00000331044	ENSLOCP00000018566
ENSP00000457206	ENSLOCP00000002670
ENSP00000164305	ENSLOCP00000016599
ENSP00000209873	ENSLOCP00000006717
ENSP00000278200	ENSLOCP00000005550
ENSP00000298248	ENSLOCP00000013317
ENSP00000375978	ENSLOCP00000011885
ENSP00000300738	ENSLOCP00000009653
ENSP00000296786	ENSLOCP00000011354
ENSP00000358616	ENSLOCP00000015205
ENSP00000353549	ENSLOCP00000003201
ENSP00000425809	ENSLOCP00000021098
ENSP00000230449	ENSLOCP00000016016
ENSP00000289382	ENSLOCP00000012961
ENSP00000262294	ENSLOCP00000001522
ENSP00000263274	ENSLOCP00000002060
ENSP00000239891	ENSLOCP00000010331
ENSP00000310111	ENSLOCP00000009640
ENSP00000299157	ENSLOCP00000018627
ENSP00000434466	ENSLOCP00000007791
ENSP00000451211	ENSLOCP00000018895
ENSP00000363944	ENSLOCP00000018014
ENSP00000166345	ENSLOCP00000009865
ENSP00000369411	ENSLOCP00000010111
ENSP00000364037	ENSLOCP00000006562
ENSP00000287025	ENSLOCP00000009969
ENSP00000349016	ENSLOCP00000007918
ENSP00000225726	ENSLOCP00000014583
ENSP00000268124	ENSLOCP00000017922
ENSP00000355086	ENSLOCP00000011234
ENSP00000299886	ENSLOCP00000015367
ENSP00000261884	ENSLOCP00000018461
ENSP00000385025	ENSLOCP00000005924
ENSP00000377036	ENSLOCP00000002590
ENSP00000446514	ENSLOCP00000015715
ENSP00000454261	ENSLOCP00000008036
ENSP00000263956	ENSLOCP00000006310
ENSP00000354848	ENSLOCP00000011145
ENSP00000297431	ENSLOCP00000019052
ENSP00000476948	ENSLOCP00000005666
ENSP00000310520	ENSLOCP00000009117
ENSP00000333551	ENSLOCP00000019271
ENSP00000339245	ENSLOCP00000003586
ENSP00000333934	ENSLOCP00000020404
ENSP00000245544	ENSLOCP00000016452
ENSP00000395196	ENSLOCP00000004863
ENSP00000381064	ENSLOCP00000015847
ENSP00000296805	ENSLOCP00000006470
ENSP00000247178	ENSLOCP00000014438
ENSP00000351947	ENSLOCP00000015898
ENSP00000370345	ENSLOCP00000005190
ENSP00000264255	ENSLOCP00000001640
ENSP00000245680	ENSLOCP00000003479
ENSP00000372326	ENSLOCP00000004286
ENSP00000355964	ENSLOCP00000020197
ENSP00000356548	ENSLOCP00000019004
ENSP00000442770	ENSLOCP00000008775
ENSP00000295030	ENSLOCP00000019864
ENSP00000442436	ENSLOCP00000006882
ENSP00000432327	ENSLOCP00000005796
ENSP00000334594	ENSLOCP00000010748
ENSP00000386541	ENSLOCP00000010457
ENSP00000328203	ENSLOCP00000013293
ENSP00000392913	ENSLOCP00000010900
ENSP00000250101	ENSLOCP00000007585
ENSP00000414237	ENSLOCP00000004417
ENSP00000395995	ENSLOCP00000007704
ENSP00000261597	ENSLOCP00000008193
ENSP00000381240	ENSLOCP00000021350
ENSP00000381937	ENSLOCP00000013130
ENSP00000264499	ENSLOCP00000003489
ENSP00000283109	ENSLOCP00000007770
ENSP00000307143	ENSLOCP00000013502
ENSP00000414851	ENSLOCP00000008717
ENSP00000423067	ENSLOCP00000012724
ENSP00000321810	ENSLOCP00000002391
ENSP00000385312	ENSLOCP00000016412
ENSP00000222567	ENSLOCP00000014014
ENSP00000286070	ENSLOCP00000008300
ENSP00000362018	ENSLOCP00000018840
ENSP00000291576	ENSLOCP00000004370
ENSP00000377895	ENSLOCP00000014878
ENSP00000253003	ENSLOCP00000006676
ENSP00000255764	ENSLOCP00000010693
ENSP00000356563	ENSLOCP00000000817
ENSP00000360540	ENSLOCP00000006995
ENSP00000322180	ENSLOCP00000011191
ENSP00000448054	ENSLOCP00000018673
ENSP00000345917	ENSLOCP00000012182
ENSP00000223029	ENSLOCP00000010321
ENSP00000418842	ENSLOCP00000014666
ENSP00000306817	ENSLOCP00000021217
ENSP00000330188	ENSLOCP00000006561
ENSP00000252115	ENSLOCP00000014695
ENSP00000081029	ENSLOCP00000020621
ENSP00000362456	ENSLOCP00000018325
ENSP00000344223	ENSLOCP00000008020
ENSP00000261245	ENSLOCP00000012372
ENSP00000359258	ENSLOCP00000011797
ENSP00000457788	ENSLOCP00000018343
ENSP00000368872	ENSLOCP00000003658
ENSP00000359403	ENSLOCP00000017849
ENSP00000326003	ENSLOCP00000019867
ENSP00000401566	ENSLOCP00000010338
ENSP00000411418	ENSLOCP00000001983
ENSP00000412698	ENSLOCP00000004558
ENSP00000264027	ENSLOCP00000005703
ENSP00000023939	ENSLOCP00000008442
ENSP00000285667	ENSLOCP00000001061
ENSP00000261396	ENSLOCP00000019037
ENSP00000231948	ENSLOCP00000013608
ENSP00000376597	ENSLOCP00000001571
ENSP00000351619	ENSLOCP00000011304
ENSP00000415528	ENSLOCP00000011737
ENSP00000384290	ENSLOCP00000015224
ENSP00000385579	ENSLOCP00000019863
ENSP00000320359	ENSLOCP00000002835
ENSP00000288710	ENSLOCP00000019942
ENSP00000263774	ENSLOCP00000007287
ENSP00000297440	ENSLOCP00000001852
ENSP00000264451	ENSLOCP00000015371
ENSP00000299314	ENSLOCP00000018683
ENSP00000360412	ENSLOCP00000007187
ENSP00000205214	ENSLOCP00000017274
ENSP00000300452	ENSLOCP00000000963
ENSP00000265052	ENSLOCP00000016102
ENSP00000274606	ENSLOCP00000011776
ENSP00000288111	ENSLOCP00000000506
ENSP00000328938	ENSLOCP00000015613
ENSP00000366953	ENSLOCP00000014912
ENSP00000252934	ENSLOCP00000021040
ENSP00000360149	ENSLOCP00000008026
ENSP00000276533	ENSLOCP00000019821
ENSP00000385215	ENSLOCP00000020468
ENSP00000219315	ENSLOCP00000007614
ENSP00000376989	ENSLOCP00000019508
ENSP00000210444	ENSLOCP00000013728
ENSP00000297145	ENSLOCP00000019617
ENSP00000261247	ENSLOCP00000011301
ENSP00000260403	ENSLOCP00000016701
ENSP00000335144	ENSLOCP00000005787
ENSP00000309430	ENSLOCP00000007263
ENSP00000377700	ENSLOCP00000013049
ENSP00000309031	ENSLOCP00000005628
ENSP00000396441	ENSLOCP00000010733
ENSP00000343190	ENSLOCP00000017557
ENSP00000378294	ENSLOCP00000014895
ENSP00000295117	ENSLOCP00000018928
ENSP00000470252	ENSLOCP00000000261
ENSP00000470252	ENSLOCP00000018101
ENSP00000163416	ENSLOCP00000016313
ENSP00000378360	ENSLOCP00000011626
ENSP00000365777	ENSLOCP00000006784
ENSP00000039007	ENSLOCP00000009627
ENSP00000235307	ENSLOCP00000012592
ENSP00000326200	ENSLOCP00000011659
ENSP00000353538	ENSLOCP00000015747
ENSP00000301329	ENSLOCP00000007364
ENSP00000364956	ENSLOCP00000009776
ENSP00000368664	ENSLOCP00000007110
ENSP00000320646	ENSLOCP00000005571
ENSP00000326424	ENSLOCP00000006059
ENSP00000219368	ENSLOCP00000004455
ENSP00000354361	ENSLOCP00000001698
ENSP00000234170	ENSLOCP00000020851
ENSP00000386609	ENSLOCP00000007650
ENSP00000366396	ENSLOCP00000020863
ENSP00000263360	ENSLOCP00000011716
ENSP00000367697	ENSLOCP00000009716
ENSP00000285398	ENSLOCP00000013382
ENSP00000346466	ENSLOCP00000004129
ENSP00000353942	ENSLOCP00000004317
ENSP00000251496	ENSLOCP00000003893
ENSP00000260953	ENSLOCP00000009617
ENSP00000229447	ENSLOCP00000019970
ENSP00000305924	ENSLOCP00000016001
ENSP00000263773	ENSLOCP00000007430
ENSP00000349305	ENSLOCP00000005925
ENSP00000272321	ENSLOCP00000019803
ENSP00000264279	ENSLOCP00000012525
ENSP00000357998	ENSLOCP00000020500
ENSP00000419005	ENSLOCP00000021237
ENSP00000359042	ENSLOCP00000009556
ENSP00000333946	ENSLOCP00000013494
ENSP00000411250	ENSLOCP00000014973
ENSP00000393139	ENSLOCP00000005892
ENSP00000217446	ENSLOCP00000008859
ENSP00000226760	ENSLOCP00000012391
ENSP00000360644	ENSLOCP00000003493
ENSP00000216465	ENSLOCP00000013217
ENSP00000244426	ENSLOCP00000020866
ENSP00000244217	ENSLOCP00000016876
ENSP00000370194	ENSLOCP00000015989
ENSP00000376127	ENSLOCP00000005886
ENSP00000362135	ENSLOCP00000003927
ENSP00000380747	ENSLOCP00000019636
ENSP00000266079	ENSLOCP00000005808
ENSP00000383840	ENSLOCP00000012977
ENSP00000370736	ENSLOCP00000017314
ENSP00000356214	ENSLOCP00000020067
ENSP00000394899	ENSLOCP00000018506
ENSP00000468767	ENSLOCP00000010213
ENSP00000324318	ENSLOCP00000021283
ENSP00000239830	ENSLOCP00000021107
ENSP00000417573	ENSLOCP00000018076
ENSP00000335371	ENSLOCP00000016902
ENSP00000341324	ENSLOCP00000010678
ENSP00000000412	ENSLOCP00000010097
ENSP00000401721	ENSLOCP00000005186
ENSP00000341422	ENSLOCP00000017666
ENSP00000263681	ENSLOCP00000002686
ENSP00000353246	ENSLOCP00000018629
ENSP00000351052	ENSLOCP00000019656
ENSP00000216367	ENSLOCP00000014050
ENSP00000358126	ENSLOCP00000010427
ENSP00000360530	ENSLOCP00000002396
ENSP00000379133	ENSLOCP00000001524
ENSP00000237822	ENSLOCP00000021265
ENSP00000355471	ENSLOCP00000020563
ENSP00000317468	ENSLOCP00000015905
ENSP00000408910	ENSLOCP00000007043
ENSP00000361628	ENSLOCP00000018201
ENSP00000358293	ENSLOCP00000014815
ENSP00000364578	ENSLOCP00000000231
ENSP00000451188	ENSLOCP00000013276
ENSP00000290663	ENSLOCP00000005261
ENSP00000241041	ENSLOCP00000006497
ENSP00000362650	ENSLOCP00000006054
ENSP00000225609	ENSLOCP00000004140
ENSP00000378854	ENSLOCP00000004968
ENSP00000379372	ENSLOCP00000018218
ENSP00000364902	ENSLOCP00000007035
ENSP00000299626	ENSLOCP00000007193
ENSP00000400984	ENSLOCP00000016614
ENSP00000406738	ENSLOCP00000006571
ENSP00000349877	ENSLOCP00000008227
ENSP00000379895	ENSLOCP00000015996
ENSP00000376220	ENSLOCP00000006829
ENSP00000231198	ENSLOCP00000011288
ENSP00000263196	ENSLOCP00000005946
ENSP00000373404	ENSLOCP00000019548
ENSP00000348471	ENSLOCP00000021311
ENSP00000380074	ENSLOCP00000013334
ENSP00000356782	ENSLOCP00000012329
ENSP00000398722	ENSLOCP00000000011
ENSP00000397759	ENSLOCP00000003029
ENSP00000255078	ENSLOCP00000001730
ENSP00000169551	ENSLOCP00000016787
ENSP00000381567	ENSLOCP00000012388
ENSP00000455229	ENSLOCP00000009837
ENSP00000335808	ENSLOCP00000009389
ENSP00000370508	ENSLOCP00000005024
ENSP00000368455	ENSLOCP00000005968
ENSP00000306105	ENSLOCP00000002014
ENSP00000245157	ENSLOCP00000009574
ENSP00000381220	ENSLOCP00000021359
ENSP00000295746	ENSLOCP00000004717
ENSP00000417190	ENSLOCP00000010730
ENSP00000364284	ENSLOCP00000009181
ENSP00000236980	ENSLOCP00000012737
ENSP00000340271	ENSLOCP00000019305
ENSP00000361180	ENSLOCP00000006969
ENSP00000357320	ENSLOCP00000007691
ENSP00000373474	ENSLOCP00000004006
ENSP00000359531	ENSLOCP00000006089
ENSP00000346359	ENSLOCP00000011373
ENSP00000404122	ENSLOCP00000003715
ENSP00000356807	ENSLOCP00000006141
ENSP00000341351	ENSLOCP00000017337
ENSP00000280700	ENSLOCP00000008398
ENSP00000306080	ENSLOCP00000007391
ENSP00000261556	ENSLOCP00000013759
ENSP00000355211	ENSLOCP00000006675
ENSP00000446100	ENSLOCP00000003057
ENSP00000386928	ENSLOCP00000013412
ENSP00000284268	ENSLOCP00000013870
ENSP00000296953	ENSLOCP00000011190
ENSP00000440765	ENSLOCP00000008357
ENSP00000379213	ENSLOCP00000020387
ENSP00000321449	ENSLOCP00000014703
ENSP00000016171	ENSLOCP00000015706
ENSP00000358918	ENSLOCP00000015598
ENSP00000354622	ENSLOCP00000015048
ENSP00000313169	ENSLOCP00000019219
ENSP00000369080	ENSLOCP00000001772
ENSP00000350874	ENSLOCP00000010129
ENSP00000233025	ENSLOCP00000012895
ENSP00000263461	ENSLOCP00000010644
ENSP00000306123	ENSLOCP00000018110
ENSP00000365837	ENSLOCP00000007404
ENSP00000309429	ENSLOCP00000001763
ENSP00000318641	ENSLOCP00000008386
ENSP00000367346	ENSLOCP00000019677
ENSP00000414906	ENSLOCP00000014533
ENSP00000281142	ENSLOCP00000013030
ENSP00000254928	ENSLOCP00000003911
ENSP00000334849	ENSLOCP00000013701
ENSP00000359609	ENSLOCP00000021083
ENSP00000294360	ENSLOCP00000007401
ENSP00000433721	ENSLOCP00000004716
ENSP00000235090	ENSLOCP00000013931
ENSP00000300403	ENSLOCP00000007407
ENSP00000386226	ENSLOCP00000019582
ENSP00000238831	ENSLOCP00000020558
ENSP00000334134	ENSLOCP00000021689
ENSP00000391504	ENSLOCP00000009698
ENSP00000266736	ENSLOCP00000019376
ENSP00000426638	ENSLOCP00000009842
ENSP00000394869	ENSLOCP00000020677
ENSP00000264151	ENSLOCP00000010691
ENSP00000296792	ENSLOCP00000013569
ENSP00000292114	ENSLOCP00000000900
ENSP00000380659	ENSLOCP00000001727
ENSP00000454926	ENSLOCP00000009960
ENSP00000225873	ENSLOCP00000002082
ENSP00000287600	ENSLOCP00000001558
ENSP00000373952	ENSLOCP00000003425
ENSP00000299432	ENSLOCP00000010984
ENSP00000356746	ENSLOCP00000001696
ENSP00000303928	ENSLOCP00000012431
ENSP00000430236	ENSLOCP00000012732
ENSP00000354742	ENSLOCP00000012379
ENSP00000362547	ENSLOCP00000001274
ENSP00000248633	ENSLOCP00000013079
ENSP00000400646	ENSLOCP00000018921
ENSP00000330523	ENSLOCP00000011628
ENSP00000421380	ENSLOCP00000016636
ENSP00000337688	ENSLOCP00000008706
ENSP00000356737	ENSLOCP00000002177
ENSP00000381089	ENSLOCP00000019948
ENSP00000358242	ENSLOCP00000021124
ENSP00000354720	ENSLOCP00000015178
ENSP00000349687	ENSLOCP00000014411
ENSP00000326879	ENSLOCP00000015836
ENSP00000258772	ENSLOCP00000018685
ENSP00000343610	ENSLOCP00000007138
ENSP00000379865	ENSLOCP00000005715
ENSP00000235521	ENSLOCP00000013509
ENSP00000264020	ENSLOCP00000006917
ENSP00000257245	ENSLOCP00000009614
ENSP00000301281	ENSLOCP00000008052
ENSP00000367024	ENSLOCP00000002116
ENSP00000417769	ENSLOCP00000019541
ENSP00000407112	ENSLOCP00000019683
ENSP00000434995	ENSLOCP00000009807
ENSP00000357079	ENSLOCP00000003734
ENSP00000259963	ENSLOCP00000003404
ENSP00000262547	ENSLOCP00000019325
ENSP00000348211	ENSLOCP00000012741
ENSP00000307260	ENSLOCP00000001221
ENSP00000216129	ENSLOCP00000018569
ENSP00000265295	ENSLOCP00000014905
ENSP00000365538	ENSLOCP00000003665
ENSP00000371607	ENSLOCP00000001886
ENSP00000274458	ENSLOCP00000010817
ENSP00000356379	ENSLOCP00000009101
ENSP00000232501	ENSLOCP00000017534
ENSP00000379621	ENSLOCP00000012630
ENSP00000284629	ENSLOCP00000019191
ENSP00000348564	ENSLOCP00000016679
ENSP00000353850	ENSLOCP00000020792
ENSP00000281382	ENSLOCP00000020163
ENSP00000354497	ENSLOCP00000016859
ENSP00000310873	ENSLOCP00000012242
ENSP00000053468	ENSLOCP00000021322
ENSP00000261880	ENSLOCP00000017146
ENSP00000301585	ENSLOCP00000014101
ENSP00000315397	ENSLOCP00000010708
ENSP00000300145	ENSLOCP00000020430
ENSP00000248098	ENSLOCP00000002491
ENSP00000348168	ENSLOCP00000016252
ENSP00000319992	ENSLOCP00000002394
ENSP00000313816	ENSLOCP00000016959
ENSP00000324404	ENSLOCP00000005053
ENSP00000285116	ENSLOCP00000015809
ENSP00000435421	ENSLOCP00000007088
ENSP00000369810	ENSLOCP00000006408
ENSP00000283871	ENSLOCP00000002239
ENSP00000340477	ENSLOCP00000015912
ENSP00000377384	ENSLOCP00000015319
ENSP00000221265	ENSLOCP00000017969
ENSP00000228510	ENSLOCP00000005162
ENSP00000261647	ENSLOCP00000012583
ENSP00000254759	ENSLOCP00000021126
ENSP00000379911	ENSLOCP00000021129
ENSP00000392318	ENSLOCP00000019322
ENSP00000370337	ENSLOCP00000000328
ENSP00000262507	ENSLOCP00000003771
ENSP00000462116	ENSLOCP00000014141
ENSP00000426067	ENSLOCP00000015202
ENSP00000356272	ENSLOCP00000020107
ENSP00000372206	ENSLOCP00000013358
ENSP00000346464	ENSLOCP00000009508
ENSP00000244711	ENSLOCP00000020686
ENSP00000287957	ENSLOCP00000013052
ENSP00000273075	ENSLOCP00000013014
ENSP00000262315	ENSLOCP00000006880
ENSP00000359740	ENSLOCP00000021009
ENSP00000356972	ENSLOCP00000001100
ENSP00000268717	ENSLOCP00000002214
ENSP00000399718	ENSLOCP00000017262
ENSP00000367878	ENSLOCP00000018062
ENSP00000262127	ENSLOCP00000011769
ENSP00000312311	ENSLOCP00000017880
ENSP00000295878	ENSLOCP00000003674
ENSP00000217455	ENSLOCP00000003829
ENSP00000261893	ENSLOCP00000018137
ENSP00000320184	ENSLOCP00000005582
ENSP00000370419	ENSLOCP00000020811
ENSP00000282007	ENSLOCP00000012950
ENSP00000328187	ENSLOCP00000004281
ENSP00000342169	ENSLOCP00000016656
ENSP00000357748	ENSLOCP00000009560
ENSP00000382733	ENSLOCP00000020477
ENSP00000258613	ENSLOCP00000010640
ENSP00000344866	ENSLOCP00000012017
ENSP00000341539	ENSLOCP00000001411
ENSP00000314348	ENSLOCP00000002434
ENSP00000369431	ENSLOCP00000015490
ENSP00000381132	ENSLOCP00000020981
ENSP00000296003	ENSLOCP00000016855
ENSP00000436049	ENSLOCP00000005411
ENSP00000280979	ENSLOCP00000011653
ENSP00000348459	ENSLOCP00000002077
ENSP00000270225	ENSLOCP00000017701
ENSP00000368798	ENSLOCP00000004465
ENSP00000342336	ENSLOCP00000020962
ENSP00000285083	ENSLOCP00000007762
ENSP00000251296	ENSLOCP00000003659
ENSP00000220509	ENSLOCP00000015165
ENSP00000399780	ENSLOCP00000002438
ENSP00000275820	ENSLOCP00000015332
ENSP00000266087	ENSLOCP00000020408
ENSP00000402338	ENSLOCP00000021005
ENSP00000446479	ENSLOCP00000005667
ENSP00000260605	ENSLOCP00000020280
ENSP00000410396	ENSLOCP00000011454
ENSP00000261249	ENSLOCP00000012385
ENSP00000337736	ENSLOCP00000005638
ENSP00000248600	ENSLOCP00000001945
ENSP00000392985	ENSLOCP00000005888
ENSP00000390778	ENSLOCP00000006107
ENSP00000374332	ENSLOCP00000002552
ENSP00000349244	ENSLOCP00000009619
ENSP00000299192	ENSLOCP00000009018
ENSP00000247706	ENSLOCP00000003517
ENSP00000386569	ENSLOCP00000015276
ENSP00000393222	ENSLOCP00000003908
ENSP00000301011	ENSLOCP00000002871
ENSP00000297273	ENSLOCP00000013357
ENSP00000379140	ENSLOCP00000005006
ENSP00000285873	ENSLOCP00000015275
ENSP00000355922	ENSLOCP00000020639
ENSP00000250535	ENSLOCP00000010873
ENSP00000291458	ENSLOCP00000003822
ENSP00000376827	ENSLOCP00000001165
ENSP00000265981	ENSLOCP00000004534
ENSP00000286031	ENSLOCP00000001662
ENSP00000298937	ENSLOCP00000005534
ENSP00000360593	ENSLOCP00000012912
ENSP00000296564	ENSLOCP00000010707
ENSP00000299381	ENSLOCP00000006363
ENSP00000387882	ENSLOCP00000016285
ENSP00000299543	ENSLOCP00000010294
ENSP00000361143	ENSLOCP00000017023
ENSP00000364204	ENSLOCP00000002266
ENSP00000303584	ENSLOCP00000013257
ENSP00000369339	ENSLOCP00000014980
ENSP00000414390	ENSLOCP00000006821
ENSP00000322316	ENSLOCP00000008633
ENSP00000303398	ENSLOCP00000011242
ENSP00000237380	ENSLOCP00000003832
ENSP00000334003	ENSLOCP00000015683
ENSP00000254940	ENSLOCP00000001564
ENSP00000327557	ENSLOCP00000015392
ENSP00000307684	ENSLOCP00000017913
ENSP00000367239	ENSLOCP00000012839
ENSP00000393154	ENSLOCP00000004108
ENSP00000374387	ENSLOCP00000012642
ENSP00000282074	ENSLOCP00000009991
ENSP00000238788	ENSLOCP00000020129
ENSP00000344299	ENSLOCP00000011553
ENSP00000359727	ENSLOCP00000021011
ENSP00000295824	ENSLOCP00000007928
ENSP00000343552	ENSLOCP00000005851
ENSP00000379310	ENSLOCP00000018874
ENSP00000363260	ENSLOCP00000004512
ENSP00000329915	ENSLOCP00000005877
ENSP00000359224	ENSLOCP00000009923
ENSP00000369456	ENSLOCP00000012775
ENSP00000286918	ENSLOCP00000011991
ENSP00000354688	ENSLOCP00000011916
ENSP00000264230	ENSLOCP00000014062
ENSP00000362208	ENSLOCP00000003739
ENSP00000251250	ENSLOCP00000016199
ENSP00000327716	ENSLOCP00000001830
ENSP00000354964	ENSLOCP00000020675
ENSP00000264645	ENSLOCP00000016669
ENSP00000284995	ENSLOCP00000017207
ENSP00000432487	ENSLOCP00000008184
ENSP00000356848	ENSLOCP00000012864
ENSP00000270583	ENSLOCP00000004211
ENSP00000355250	ENSLOCP00000007563
ENSP00000268704	ENSLOCP00000005434
ENSP00000385006	ENSLOCP00000007793
ENSP00000464275	ENSLOCP00000016937
ENSP00000389399	ENSLOCP00000012091
ENSP00000441753	ENSLOCP00000022063
ENSP00000233838	ENSLOCP00000018718
ENSP00000290846	ENSLOCP00000019800
ENSP00000263346	ENSLOCP00000001406
ENSP00000256255	ENSLOCP00000003152
ENSP00000402038	ENSLOCP00000000494
ENSP00000275072	ENSLOCP00000020937
ENSP00000257789	ENSLOCP00000020931
ENSP00000339613	ENSLOCP00000005270
ENSP00000380794	ENSLOCP00000018475
ENSP00000361001	ENSLOCP00000010421
ENSP00000347498	ENSLOCP00000015795
ENSP00000289359	ENSLOCP00000001701
ENSP00000296015	ENSLOCP00000000472
ENSP00000301908	ENSLOCP00000019662
ENSP00000386284	ENSLOCP00000000732
ENSP00000281317	ENSLOCP00000010794
ENSP00000360031	ENSLOCP00000004603
ENSP00000301729	ENSLOCP00000007820
ENSP00000364405	ENSLOCP00000011232
ENSP00000321239	ENSLOCP00000015370
ENSP00000409315	ENSLOCP00000003537
ENSP00000026218	ENSLOCP00000008303
ENSP00000321617	ENSLOCP00000011576
ENSP00000263753	ENSLOCP00000008044
ENSP00000261558	ENSLOCP00000013700
ENSP00000216452	ENSLOCP00000015179
ENSP00000318821	ENSLOCP00000020738
ENSP00000307636	ENSLOCP00000015786
ENSP00000413483	ENSLOCP00000014691
ENSP00000356920	ENSLOCP00000001489
ENSP00000268802	ENSLOCP00000001611
ENSP00000455397	ENSLOCP00000015037
ENSP00000372955	ENSLOCP00000017908
ENSP00000368140	ENSLOCP00000020314
ENSP00000362041	ENSLOCP00000010282
ENSP00000296149	ENSLOCP00000005212
ENSP00000295704	ENSLOCP00000000137
ENSP00000261658	ENSLOCP00000000760
ENSP00000306864	ENSLOCP00000022192
ENSP00000464814	ENSLOCP00000008172
ENSP00000464814	ENSLOCP00000015343
ENSP00000359505	ENSLOCP00000021130
ENSP00000368459	ENSLOCP00000006718
ENSP00000257548	ENSLOCP00000005405
ENSP00000348054	ENSLOCP00000013998
ENSP00000348043	ENSLOCP00000006191
ENSP00000372023	ENSLOCP00000004514
ENSP00000436926	ENSLOCP00000001321
ENSP00000450461	ENSLOCP00000016702
ENSP00000222747	ENSLOCP00000019439
ENSP00000307423	ENSLOCP00000021811
ENSP00000225573	ENSLOCP00000016507
ENSP00000247194	ENSLOCP00000011313
ENSP00000417580	ENSLOCP00000020798
ENSP00000299853	ENSLOCP00000010071
ENSP00000384527	ENSLOCP00000000789
ENSP00000225737	ENSLOCP00000004391
ENSP00000366673	ENSLOCP00000007431
ENSP00000361206	ENSLOCP00000019717
ENSP00000255108	ENSLOCP00000003056
ENSP00000200135	ENSLOCP00000005365
ENSP00000275053	ENSLOCP00000021138
ENSP00000228506	ENSLOCP00000003410
ENSP00000312455	ENSLOCP00000012056
ENSP00000463245	ENSLOCP00000014195
ENSP00000439902	ENSLOCP00000009962
ENSP00000356567	ENSLOCP00000011265
ENSP00000358988	ENSLOCP00000009434
ENSP00000403980	ENSLOCP00000021896
ENSP00000355609	ENSLOCP00000019412
ENSP00000371294	ENSLOCP00000004041
ENSP00000354109	ENSLOCP00000011906
ENSP00000410216	ENSLOCP00000006654
ENSP00000335636	ENSLOCP00000020880
ENSP00000295872	ENSLOCP00000003511
ENSP00000309163	ENSLOCP00000001953
ENSP00000339976	ENSLOCP00000020283
ENSP00000419371	ENSLOCP00000002771
ENSP00000220669	ENSLOCP00000014626
ENSP00000363250	ENSLOCP00000004565
ENSP00000006526	ENSLOCP00000006136
ENSP00000266673	ENSLOCP00000020031
ENSP00000258243	ENSLOCP00000019029
ENSP00000365477	ENSLOCP00000003709
ENSP00000384952	ENSLOCP00000000591
ENSP00000362424	ENSLOCP00000011056
ENSP00000354645	ENSLOCP00000004606
ENSP00000319169	ENSLOCP00000000645
ENSP00000361465	ENSLOCP00000020645
ENSP00000204726	ENSLOCP00000003120
ENSP00000230048	ENSLOCP00000005471
ENSP00000261758	ENSLOCP00000015781
ENSP00000277010	ENSLOCP00000015243
ENSP00000325562	ENSLOCP00000009164
ENSP00000282841	ENSLOCP00000019576
ENSP00000304802	ENSLOCP00000007859
ENSP00000405635	ENSLOCP00000009030
ENSP00000282003	ENSLOCP00000005508
ENSP00000284881	ENSLOCP00000005433
ENSP00000416050	ENSLOCP00000018586
ENSP00000287996	ENSLOCP00000017064
ENSP00000216420	ENSLOCP00000014916
ENSP00000355141	ENSLOCP00000005169
ENSP00000396628	ENSLOCP00000013111
ENSP00000243903	ENSLOCP00000007736
ENSP00000351153	ENSLOCP00000018675
ENSP00000361363	ENSLOCP00000003284
ENSP00000261888	ENSLOCP00000016991
ENSP00000252603	ENSLOCP00000010424
ENSP00000380605	ENSLOCP00000003434
ENSP00000262812	ENSLOCP00000004817
ENSP00000356416	ENSLOCP00000008959
ENSP00000362578	ENSLOCP00000020254
ENSP00000334289	ENSLOCP00000011685
ENSP00000349358	ENSLOCP00000020192
ENSP00000321546	ENSLOCP00000020371
ENSP00000267436	ENSLOCP00000014555
ENSP00000465517	ENSLOCP00000008640
ENSP00000324122	ENSLOCP00000000008
ENSP00000311429	ENSLOCP00000017112
ENSP00000260447	ENSLOCP00000015649
