ENSP00000262384	ENSGACP00000003450
ENSP00000179259	ENSGACP00000026298
ENSP00000179259	ENSGACP00000018234
ENSP00000312672	ENSGACP00000027567
ENSP00000312672	ENSGACP00000011982
ENSP00000367992	ENSGACP00000010734
ENSP00000383382	ENSGACP00000007314
ENSP00000368305	ENSGACP00000016446
ENSP00000256854	ENSGACP00000000836
ENSP00000297347	ENSGACP00000003951
ENSP00000303511	ENSGACP00000025876
ENSP00000352400	ENSGACP00000021896
ENSP00000381785	ENSGACP00000020369
ENSP00000267430	ENSGACP00000012468
ENSP00000225969	ENSGACP00000020098
ENSP00000306100	ENSGACP00000024299
ENSP00000367615	ENSGACP00000003147
ENSP00000307491	ENSGACP00000016715
ENSP00000387365	ENSGACP00000024872
ENSP00000393183	ENSGACP00000003520
ENSP00000271764	ENSGACP00000003698
ENSP00000282041	ENSGACP00000012858
ENSP00000311196	ENSGACP00000022552
ENSP00000299518	ENSGACP00000023148
ENSP00000299518	ENSGACP00000013662
ENSP00000351832	ENSGACP00000017615
ENSP00000258648	ENSGACP00000010637
ENSP00000235532	ENSGACP00000018210
ENSP00000235532	ENSGACP00000003035
ENSP00000261386	ENSGACP00000024784
ENSP00000261386	ENSGACP00000015022
ENSP00000367440	ENSGACP00000006137
ENSP00000367440	ENSGACP00000020520
ENSP00000273064	ENSGACP00000003343
ENSP00000356820	ENSGACP00000004283
ENSP00000349961	ENSGACP00000013410
ENSP00000326261	ENSGACP00000009631
ENSP00000295119	ENSGACP00000010852
ENSP00000259335	ENSGACP00000021018
ENSP00000262288	ENSGACP00000007089
ENSP00000417354	ENSGACP00000009471
ENSP00000239027	ENSGACP00000005125
ENSP00000278715	ENSGACP00000006841
ENSP00000371451	ENSGACP00000021760
ENSP00000401470	ENSGACP00000010140
ENSP00000401470	ENSGACP00000006359
ENSP00000425715	ENSGACP00000025873
ENSP00000425715	ENSGACP00000023577
ENSP00000356263	ENSGACP00000011478
ENSP00000349142	ENSGACP00000026566
ENSP00000404923	ENSGACP00000012384
ENSP00000267615	ENSGACP00000010845
ENSP00000416696	ENSGACP00000022207
ENSP00000363779	ENSGACP00000022186
ENSP00000352522	ENSGACP00000022632
ENSP00000231668	ENSGACP00000024373
ENSP00000231668	ENSGACP00000027055
ENSP00000216294	ENSGACP00000014356
ENSP00000216294	ENSGACP00000022111
ENSP00000300107	ENSGACP00000007902
ENSP00000371586	ENSGACP00000020425
ENSP00000423602	ENSGACP00000017409
ENSP00000431049	ENSGACP00000013781
ENSP00000273783	ENSGACP00000018683
ENSP00000238146	ENSGACP00000020569
ENSP00000290039	ENSGACP00000009426
ENSP00000263985	ENSGACP00000022644
ENSP00000323288	ENSGACP00000011433
ENSP00000296135	ENSGACP00000006369
ENSP00000356057	ENSGACP00000011668
ENSP00000362298	ENSGACP00000004259
ENSP00000264156	ENSGACP00000016361
ENSP00000261866	ENSGACP00000010691
ENSP00000263657	ENSGACP00000015942
ENSP00000452037	ENSGACP00000017440
ENSP00000227322	ENSGACP00000005754
ENSP00000320949	ENSGACP00000003431
ENSP00000216190	ENSGACP00000019185
ENSP00000426191	ENSGACP00000006697
ENSP00000335615	ENSGACP00000010782
ENSP00000361845	ENSGACP00000012262
ENSP00000346921	ENSGACP00000002632
ENSP00000275428	ENSGACP00000006869
ENSP00000303570	ENSGACP00000016834
ENSP00000370055	ENSGACP00000027162
ENSP00000355961	ENSGACP00000013173
ENSP00000371321	ENSGACP00000021309
ENSP00000372804	ENSGACP00000023264
ENSP00000230124	ENSGACP00000015222
ENSP00000476176	ENSGACP00000009012
ENSP00000476176	ENSGACP00000026668
ENSP00000338862	ENSGACP00000021781
ENSP00000232607	ENSGACP00000010199
ENSP00000302620	ENSGACP00000005925
ENSP00000302620	ENSGACP00000018094
ENSP00000265351	ENSGACP00000010697
ENSP00000308332	ENSGACP00000003900
ENSP00000379762	ENSGACP00000003242
ENSP00000379762	ENSGACP00000020757
ENSP00000263368	ENSGACP00000016593
ENSP00000341662	ENSGACP00000016889
ENSP00000369860	ENSGACP00000005106
ENSP00000331062	ENSGACP00000009227
ENSP00000331062	ENSGACP00000007511
ENSP00000358896	ENSGACP00000024144
ENSP00000258742	ENSGACP00000009559
ENSP00000408292	ENSGACP00000021930
ENSP00000310668	ENSGACP00000018332
ENSP00000444788	ENSGACP00000021816
ENSP00000230056	ENSGACP00000006194
ENSP00000419038	ENSGACP00000013037
ENSP00000381840	ENSGACP00000025447
ENSP00000381840	ENSGACP00000013241
ENSP00000360532	ENSGACP00000015608
ENSP00000264220	ENSGACP00000018921
ENSP00000364621	ENSGACP00000000099
ENSP00000232496	ENSGACP00000002032
ENSP00000232496	ENSGACP00000001680
ENSP00000404464	ENSGACP00000021685
ENSP00000314193	ENSGACP00000003544
ENSP00000265960	ENSGACP00000024243
ENSP00000260210	ENSGACP00000027290
ENSP00000451112	ENSGACP00000010235
ENSP00000368349	ENSGACP00000003398
ENSP00000039989	ENSGACP00000022640
ENSP00000353793	ENSGACP00000022875
ENSP00000283928	ENSGACP00000010867
ENSP00000283928	ENSGACP00000009519
ENSP00000229179	ENSGACP00000001410
ENSP00000355517	ENSGACP00000003896
ENSP00000417300	ENSGACP00000016425
ENSP00000310842	ENSGACP00000015352
ENSP00000377958	ENSGACP00000026096
ENSP00000362282	ENSGACP00000017222
ENSP00000310129	ENSGACP00000000279
ENSP00000337623	ENSGACP00000003697
ENSP00000244137	ENSGACP00000019282
ENSP00000357047	ENSGACP00000017460
ENSP00000203001	ENSGACP00000016486
ENSP00000260129	ENSGACP00000019446
ENSP00000338235	ENSGACP00000004708
ENSP00000338235	ENSGACP00000006247
ENSP00000263974	ENSGACP00000018494
ENSP00000229329	ENSGACP00000024855
ENSP00000435517	ENSGACP00000027297
ENSP00000350249	ENSGACP00000011553
ENSP00000304360	ENSGACP00000027138
ENSP00000407323	ENSGACP00000009018
ENSP00000362344	ENSGACP00000024477
ENSP00000431376	ENSGACP00000015511
ENSP00000240851	ENSGACP00000003637
ENSP00000319501	ENSGACP00000021349
ENSP00000357297	ENSGACP00000008059
ENSP00000357297	ENSGACP00000017531
ENSP00000368102	ENSGACP00000025330
ENSP00000385787	ENSGACP00000004585
ENSP00000250454	ENSGACP00000020718
ENSP00000436585	ENSGACP00000008086
ENSP00000366934	ENSGACP00000014788
ENSP00000337991	ENSGACP00000014855
ENSP00000460850	ENSGACP00000011505
ENSP00000321987	ENSGACP00000000369
ENSP00000321987	ENSGACP00000013401
ENSP00000413520	ENSGACP00000014540
ENSP00000413520	ENSGACP00000019108
ENSP00000324628	ENSGACP00000021963
ENSP00000241502	ENSGACP00000021224
ENSP00000404860	ENSGACP00000018268
ENSP00000420182	ENSGACP00000013468
ENSP00000256379	ENSGACP00000016063
ENSP00000362068	ENSGACP00000015035
ENSP00000313953	ENSGACP00000002939
ENSP00000315775	ENSGACP00000020951
ENSP00000334229	ENSGACP00000017131
ENSP00000349658	ENSGACP00000010203
ENSP00000283033	ENSGACP00000025837
ENSP00000373715	ENSGACP00000024543
ENSP00000367343	ENSGACP00000025255
ENSP00000264670	ENSGACP00000011859
ENSP00000327467	ENSGACP00000021127
ENSP00000262120	ENSGACP00000021993
ENSP00000362656	ENSGACP00000004689
ENSP00000268854	ENSGACP00000027280
ENSP00000367770	ENSGACP00000005740
ENSP00000391211	ENSGACP00000025660
ENSP00000355388	ENSGACP00000001762
ENSP00000355013	ENSGACP00000020719
ENSP00000322469	ENSGACP00000008926
ENSP00000262554	ENSGACP00000024680
ENSP00000416250	ENSGACP00000020578
ENSP00000280557	ENSGACP00000020602
ENSP00000287706	ENSGACP00000025325
ENSP00000386597	ENSGACP00000026984
ENSP00000301364	ENSGACP00000014347
ENSP00000330485	ENSGACP00000004255
ENSP00000330485	ENSGACP00000027348
ENSP00000312304	ENSGACP00000004021
ENSP00000227474	ENSGACP00000002764
ENSP00000257829	ENSGACP00000013022
ENSP00000220853	ENSGACP00000007094
ENSP00000293288	ENSGACP00000018700
ENSP00000359050	ENSGACP00000024239
ENSP00000064724	ENSGACP00000014588
ENSP00000064724	ENSGACP00000016560
ENSP00000265350	ENSGACP00000001367
ENSP00000325017	ENSGACP00000013616
ENSP00000303279	ENSGACP00000017592
ENSP00000292180	ENSGACP00000015971
ENSP00000378099	ENSGACP00000026326
ENSP00000273158	ENSGACP00000025508
ENSP00000273158	ENSGACP00000008020
ENSP00000227868	ENSGACP00000015131
ENSP00000310042	ENSGACP00000023789
ENSP00000204517	ENSGACP00000014972
ENSP00000204517	ENSGACP00000024813
ENSP00000362334	ENSGACP00000003496
ENSP00000465213	ENSGACP00000019151
ENSP00000269221	ENSGACP00000001134
ENSP00000262027	ENSGACP00000008564
ENSP00000418268	ENSGACP00000025324
ENSP00000025008	ENSGACP00000023715
ENSP00000231790	ENSGACP00000004797
ENSP00000420306	ENSGACP00000012698
ENSP00000263187	ENSGACP00000010541
ENSP00000327179	ENSGACP00000018571
ENSP00000354125	ENSGACP00000022112
ENSP00000360828	ENSGACP00000004178
ENSP00000475301	ENSGACP00000026572
ENSP00000254286	ENSGACP00000016805
ENSP00000260102	ENSGACP00000005720
ENSP00000251871	ENSGACP00000017475
ENSP00000220058	ENSGACP00000018780
ENSP00000401435	ENSGACP00000011068
ENSP00000356104	ENSGACP00000016577
ENSP00000260570	ENSGACP00000007991
ENSP00000266025	ENSGACP00000007471
ENSP00000298097	ENSGACP00000016433
ENSP00000354501	ENSGACP00000010751
ENSP00000250498	ENSGACP00000019058
ENSP00000366557	ENSGACP00000015675
ENSP00000454973	ENSGACP00000013918
ENSP00000296529	ENSGACP00000021890
ENSP00000320658	ENSGACP00000004911
ENSP00000358563	ENSGACP00000005785
ENSP00000301905	ENSGACP00000009192
ENSP00000466214	ENSGACP00000021036
ENSP00000337313	ENSGACP00000010802
ENSP00000223528	ENSGACP00000020447
ENSP00000257626	ENSGACP00000024913
ENSP00000278618	ENSGACP00000010786
ENSP00000262460	ENSGACP00000016092
ENSP00000216194	ENSGACP00000010925
ENSP00000278360	ENSGACP00000015060
ENSP00000362105	ENSGACP00000018078
ENSP00000256383	ENSGACP00000011375
ENSP00000273390	ENSGACP00000004747
ENSP00000360316	ENSGACP00000014731
ENSP00000308597	ENSGACP00000004597
ENSP00000263579	ENSGACP00000024771
ENSP00000240079	ENSGACP00000026244
ENSP00000264995	ENSGACP00000007961
ENSP00000358307	ENSGACP00000008695
ENSP00000263578	ENSGACP00000027578
ENSP00000225402	ENSGACP00000005092
ENSP00000405068	ENSGACP00000021834
ENSP00000315700	ENSGACP00000004842
ENSP00000315644	ENSGACP00000005414
ENSP00000331487	ENSGACP00000019028
ENSP00000325919	ENSGACP00000004822
ENSP00000257934	ENSGACP00000000887
ENSP00000264538	ENSGACP00000020851
ENSP00000386394	ENSGACP00000010115
ENSP00000222574	ENSGACP00000013280
ENSP00000210060	ENSGACP00000016557
ENSP00000363972	ENSGACP00000024494
ENSP00000359939	ENSGACP00000025035
ENSP00000351118	ENSGACP00000011763
ENSP00000351118	ENSGACP00000022772
ENSP00000223129	ENSGACP00000000107
ENSP00000312066	ENSGACP00000025455
ENSP00000351811	ENSGACP00000004116
ENSP00000294952	ENSGACP00000007291
ENSP00000420588	ENSGACP00000020354
ENSP00000355899	ENSGACP00000018591
ENSP00000376587	ENSGACP00000009337
ENSP00000436773	ENSGACP00000014570
ENSP00000408295	ENSGACP00000018743
ENSP00000373846	ENSGACP00000027251
ENSP00000300151	ENSGACP00000020260
ENSP00000317721	ENSGACP00000018098
ENSP00000274849	ENSGACP00000000376
ENSP00000362576	ENSGACP00000011313
ENSP00000334851	ENSGACP00000009177
ENSP00000334851	ENSGACP00000023656
ENSP00000328023	ENSGACP00000008663
ENSP00000359049	ENSGACP00000008513
ENSP00000452181	ENSGACP00000018092
ENSP00000365233	ENSGACP00000020176
ENSP00000234420	ENSGACP00000007160
ENSP00000333664	ENSGACP00000026037
ENSP00000264108	ENSGACP00000006540
ENSP00000355506	ENSGACP00000002840
ENSP00000388920	ENSGACP00000001111
ENSP00000389182	ENSGACP00000013635
ENSP00000415433	ENSGACP00000023170
ENSP00000272322	ENSGACP00000025939
ENSP00000359837	ENSGACP00000021852
ENSP00000380911	ENSGACP00000025312
ENSP00000420714	ENSGACP00000018171
ENSP00000377040	ENSGACP00000011417
ENSP00000329452	ENSGACP00000014928
ENSP00000311984	ENSGACP00000004611
ENSP00000366939	ENSGACP00000006157
ENSP00000281543	ENSGACP00000024727
ENSP00000261745	ENSGACP00000000424
ENSP00000333947	ENSGACP00000003329
ENSP00000263209	ENSGACP00000017151
ENSP00000287218	ENSGACP00000015955
ENSP00000287218	ENSGACP00000021561
ENSP00000450607	ENSGACP00000000709
ENSP00000356211	ENSGACP00000000465
ENSP00000420484	ENSGACP00000004402
ENSP00000223324	ENSGACP00000007586
ENSP00000279036	ENSGACP00000009199
ENSP00000318775	ENSGACP00000018686
ENSP00000354826	ENSGACP00000025024
ENSP00000354826	ENSGACP00000005541
ENSP00000418008	ENSGACP00000007440
ENSP00000322242	ENSGACP00000016813
ENSP00000261858	ENSGACP00000022368
ENSP00000353165	ENSGACP00000003209
ENSP00000263256	ENSGACP00000011122
ENSP00000263256	ENSGACP00000006463
ENSP00000249923	ENSGACP00000020630
ENSP00000396673	ENSGACP00000012997
ENSP00000370222	ENSGACP00000002800
ENSP00000298310	ENSGACP00000014034
ENSP00000352678	ENSGACP00000021213
ENSP00000346809	ENSGACP00000002176
ENSP00000453403	ENSGACP00000016123
ENSP00000344071	ENSGACP00000015313
ENSP00000364270	ENSGACP00000024621
ENSP00000261208	ENSGACP00000005993
ENSP00000388457	ENSGACP00000023315
ENSP00000388457	ENSGACP00000025681
ENSP00000425048	ENSGACP00000020844
ENSP00000379845	ENSGACP00000006228
ENSP00000437738	ENSGACP00000023334
ENSP00000382779	ENSGACP00000004864
ENSP00000361411	ENSGACP00000002971
ENSP00000295079	ENSGACP00000002171
ENSP00000265038	ENSGACP00000009477
ENSP00000408429	ENSGACP00000006404
ENSP00000250124	ENSGACP00000026969
ENSP00000442573	ENSGACP00000011520
ENSP00000401191	ENSGACP00000013145
ENSP00000342262	ENSGACP00000009547
ENSP00000252455	ENSGACP00000018269
ENSP00000432412	ENSGACP00000019560
ENSP00000264866	ENSGACP00000025507
ENSP00000262990	ENSGACP00000022807
ENSP00000350333	ENSGACP00000004947
ENSP00000367202	ENSGACP00000001248
ENSP00000361311	ENSGACP00000019096
ENSP00000353104	ENSGACP00000017967
ENSP00000246548	ENSGACP00000004237
ENSP00000263663	ENSGACP00000001912
ENSP00000225410	ENSGACP00000026749
ENSP00000264029	ENSGACP00000016206
ENSP00000265881	ENSGACP00000026550
ENSP00000378588	ENSGACP00000005264
ENSP00000318297	ENSGACP00000001016
ENSP00000303468	ENSGACP00000001255
ENSP00000457258	ENSGACP00000020945
ENSP00000314649	ENSGACP00000003873
ENSP00000424328	ENSGACP00000018212
ENSP00000452007	ENSGACP00000010228
ENSP00000297591	ENSGACP00000012082
ENSP00000276590	ENSGACP00000023205
ENSP00000364188	ENSGACP00000006972
ENSP00000267750	ENSGACP00000024964
ENSP00000216489	ENSGACP00000017678
ENSP00000238855	ENSGACP00000025955
ENSP00000306548	ENSGACP00000009349
ENSP00000360488	ENSGACP00000008938
ENSP00000256897	ENSGACP00000013545
ENSP00000417602	ENSGACP00000013196
ENSP00000339881	ENSGACP00000017053
ENSP00000416583	ENSGACP00000025472
ENSP00000401399	ENSGACP00000004643
ENSP00000343742	ENSGACP00000005758
ENSP00000296238	ENSGACP00000019871
ENSP00000358283	ENSGACP00000008345
ENSP00000445768	ENSGACP00000018080
ENSP00000445768	ENSGACP00000025260
ENSP00000371535	ENSGACP00000025894
ENSP00000366672	ENSGACP00000021493
ENSP00000386156	ENSGACP00000014170
ENSP00000259239	ENSGACP00000006922
ENSP00000240423	ENSGACP00000017985
ENSP00000454264	ENSGACP00000023913
ENSP00000430338	ENSGACP00000003003
ENSP00000308820	ENSGACP00000020641
ENSP00000308820	ENSGACP00000008700
ENSP00000329933	ENSGACP00000018107
ENSP00000422473	ENSGACP00000022025
ENSP00000305810	ENSGACP00000010997
ENSP00000296658	ENSGACP00000003455
ENSP00000423995	ENSGACP00000024599
ENSP00000347345	ENSGACP00000010029
ENSP00000239690	ENSGACP00000003374
ENSP00000367299	ENSGACP00000027237
ENSP00000274813	ENSGACP00000016339
ENSP00000415332	ENSGACP00000002733
ENSP00000340896	ENSGACP00000001099
ENSP00000273037	ENSGACP00000009745
ENSP00000368887	ENSGACP00000021918
ENSP00000377486	ENSGACP00000012213
ENSP00000368965	ENSGACP00000020968
ENSP00000261434	ENSGACP00000021344
ENSP00000457206	ENSGACP00000017268
ENSP00000164305	ENSGACP00000020923
ENSP00000209873	ENSGACP00000004167
ENSP00000278200	ENSGACP00000021159
ENSP00000375978	ENSGACP00000008149
ENSP00000296786	ENSGACP00000027050
ENSP00000358616	ENSGACP00000012540
ENSP00000353549	ENSGACP00000002557
ENSP00000425809	ENSGACP00000017601
ENSP00000289382	ENSGACP00000010532
ENSP00000262294	ENSGACP00000027591
ENSP00000239891	ENSGACP00000027186
ENSP00000310111	ENSGACP00000007001
ENSP00000434466	ENSGACP00000017682
ENSP00000451211	ENSGACP00000010544
ENSP00000363944	ENSGACP00000017359
ENSP00000166345	ENSGACP00000011324
ENSP00000369411	ENSGACP00000027175
ENSP00000364037	ENSGACP00000011964
ENSP00000287025	ENSGACP00000007155
ENSP00000349016	ENSGACP00000009417
ENSP00000225726	ENSGACP00000018127
ENSP00000268124	ENSGACP00000015323
ENSP00000355086	ENSGACP00000019696
ENSP00000299886	ENSGACP00000005927
ENSP00000261884	ENSGACP00000022435
ENSP00000385025	ENSGACP00000010281
ENSP00000385025	ENSGACP00000021931
ENSP00000377036	ENSGACP00000024511
ENSP00000446514	ENSGACP00000014569
ENSP00000446514	ENSGACP00000012768
ENSP00000263956	ENSGACP00000020031
ENSP00000354848	ENSGACP00000021198
ENSP00000297431	ENSGACP00000026403
ENSP00000476948	ENSGACP00000020687
ENSP00000310520	ENSGACP00000005852
ENSP00000333551	ENSGACP00000017450
ENSP00000339245	ENSGACP00000020435
ENSP00000333934	ENSGACP00000008039
ENSP00000245544	ENSGACP00000016245
ENSP00000395196	ENSGACP00000025828
ENSP00000381064	ENSGACP00000023723
ENSP00000296805	ENSGACP00000020969
ENSP00000247178	ENSGACP00000005200
ENSP00000351947	ENSGACP00000009718
ENSP00000370345	ENSGACP00000004041
ENSP00000264255	ENSGACP00000003814
ENSP00000245680	ENSGACP00000003602
ENSP00000372326	ENSGACP00000000840
ENSP00000355964	ENSGACP00000013125
ENSP00000356548	ENSGACP00000026114
ENSP00000442770	ENSGACP00000023286
ENSP00000295030	ENSGACP00000003579
ENSP00000442436	ENSGACP00000017672
ENSP00000432327	ENSGACP00000027572
ENSP00000334594	ENSGACP00000024617
ENSP00000386541	ENSGACP00000020011
ENSP00000328203	ENSGACP00000015954
ENSP00000392913	ENSGACP00000011929
ENSP00000250101	ENSGACP00000014499
ENSP00000414237	ENSGACP00000026698
ENSP00000216122	ENSGACP00000008980
ENSP00000261597	ENSGACP00000010259
ENSP00000381937	ENSGACP00000025857
ENSP00000264499	ENSGACP00000022014
ENSP00000283109	ENSGACP00000012877
ENSP00000307143	ENSGACP00000020148
ENSP00000414851	ENSGACP00000007826
ENSP00000423067	ENSGACP00000020397
ENSP00000321810	ENSGACP00000011236
ENSP00000385312	ENSGACP00000016201
ENSP00000222567	ENSGACP00000008495
ENSP00000286070	ENSGACP00000015450
ENSP00000362018	ENSGACP00000022864
ENSP00000291576	ENSGACP00000019704
ENSP00000315774	ENSGACP00000021708
ENSP00000315774	ENSGACP00000023475
ENSP00000377895	ENSGACP00000025878
ENSP00000255764	ENSGACP00000011884
ENSP00000356563	ENSGACP00000015866
ENSP00000360540	ENSGACP00000008827
ENSP00000322180	ENSGACP00000009345
ENSP00000448054	ENSGACP00000026478
ENSP00000345917	ENSGACP00000012103
ENSP00000223029	ENSGACP00000016128
ENSP00000418842	ENSGACP00000009582
ENSP00000306817	ENSGACP00000017074
ENSP00000330188	ENSGACP00000010836
ENSP00000252115	ENSGACP00000009570
ENSP00000081029	ENSGACP00000004928
ENSP00000362456	ENSGACP00000002444
ENSP00000261245	ENSGACP00000011190
ENSP00000359258	ENSGACP00000014799
ENSP00000457788	ENSGACP00000006141
ENSP00000368872	ENSGACP00000008783
ENSP00000359403	ENSGACP00000000967
ENSP00000326003	ENSGACP00000026100
ENSP00000401566	ENSGACP00000013541
ENSP00000411418	ENSGACP00000002899
ENSP00000412698	ENSGACP00000006510
ENSP00000264027	ENSGACP00000027468
ENSP00000023939	ENSGACP00000007846
ENSP00000285667	ENSGACP00000008388
ENSP00000261396	ENSGACP00000026131
ENSP00000231948	ENSGACP00000000970
ENSP00000376597	ENSGACP00000019893
ENSP00000415528	ENSGACP00000019965
ENSP00000384290	ENSGACP00000005229
ENSP00000385579	ENSGACP00000003588
ENSP00000320359	ENSGACP00000022749
ENSP00000288710	ENSGACP00000009726
ENSP00000263774	ENSGACP00000022975
ENSP00000297440	ENSGACP00000015025
ENSP00000264451	ENSGACP00000023191
ENSP00000299314	ENSGACP00000026249
ENSP00000360412	ENSGACP00000013661
ENSP00000205214	ENSGACP00000018913
ENSP00000300452	ENSGACP00000022088
ENSP00000265052	ENSGACP00000007641
ENSP00000274606	ENSGACP00000027622
ENSP00000288111	ENSGACP00000018724
ENSP00000328938	ENSGACP00000025216
ENSP00000366953	ENSGACP00000006771
ENSP00000252934	ENSGACP00000025071
ENSP00000360149	ENSGACP00000009203
ENSP00000276533	ENSGACP00000014761
ENSP00000385215	ENSGACP00000018777
ENSP00000219315	ENSGACP00000003410
ENSP00000210444	ENSGACP00000024614
ENSP00000297145	ENSGACP00000004673
ENSP00000261247	ENSGACP00000002586
ENSP00000260403	ENSGACP00000014758
ENSP00000335144	ENSGACP00000011571
ENSP00000309430	ENSGACP00000027274
ENSP00000377700	ENSGACP00000018362
ENSP00000309031	ENSGACP00000020801
ENSP00000396441	ENSGACP00000017606
ENSP00000343190	ENSGACP00000006338
ENSP00000378294	ENSGACP00000025400
ENSP00000295117	ENSGACP00000014320
ENSP00000470252	ENSGACP00000006536
ENSP00000163416	ENSGACP00000016167
ENSP00000378360	ENSGACP00000024863
ENSP00000365777	ENSGACP00000016704
ENSP00000039007	ENSGACP00000004330
ENSP00000235307	ENSGACP00000021119
ENSP00000235307	ENSGACP00000016378
ENSP00000326200	ENSGACP00000018025
ENSP00000353538	ENSGACP00000022468
ENSP00000301329	ENSGACP00000014550
ENSP00000364956	ENSGACP00000006955
ENSP00000368664	ENSGACP00000012192
ENSP00000320646	ENSGACP00000020368
ENSP00000219368	ENSGACP00000004277
ENSP00000354361	ENSGACP00000011274
ENSP00000234170	ENSGACP00000015685
ENSP00000386609	ENSGACP00000014391
ENSP00000366396	ENSGACP00000015710
ENSP00000263360	ENSGACP00000019715
ENSP00000367697	ENSGACP00000002209
ENSP00000285398	ENSGACP00000020081
ENSP00000346466	ENSGACP00000024286
ENSP00000353942	ENSGACP00000000645
ENSP00000251496	ENSGACP00000021383
ENSP00000260953	ENSGACP00000006740
ENSP00000229447	ENSGACP00000014694
ENSP00000305924	ENSGACP00000018039
ENSP00000263773	ENSGACP00000017888
ENSP00000349305	ENSGACP00000007108
ENSP00000329715	ENSGACP00000022766
ENSP00000264279	ENSGACP00000018194
ENSP00000357998	ENSGACP00000014702
ENSP00000419005	ENSGACP00000016863
ENSP00000359042	ENSGACP00000019986
ENSP00000333946	ENSGACP00000010367
ENSP00000411250	ENSGACP00000000639
ENSP00000411250	ENSGACP00000004860
ENSP00000393139	ENSGACP00000020698
ENSP00000226760	ENSGACP00000023618
ENSP00000226760	ENSGACP00000021177
ENSP00000360644	ENSGACP00000005593
ENSP00000216465	ENSGACP00000010286
ENSP00000244426	ENSGACP00000008546
ENSP00000244217	ENSGACP00000020428
ENSP00000370194	ENSGACP00000006639
ENSP00000362135	ENSGACP00000018330
ENSP00000278826	ENSGACP00000007147
ENSP00000278826	ENSGACP00000022680
ENSP00000380747	ENSGACP00000025053
ENSP00000266079	ENSGACP00000003409
ENSP00000383840	ENSGACP00000019222
ENSP00000475168	ENSGACP00000008650
ENSP00000370736	ENSGACP00000018880
ENSP00000356214	ENSGACP00000011601
ENSP00000394899	ENSGACP00000008912
ENSP00000394899	ENSGACP00000001582
ENSP00000468767	ENSGACP00000025268
ENSP00000324318	ENSGACP00000017539
ENSP00000239830	ENSGACP00000014547
ENSP00000417573	ENSGACP00000014344
ENSP00000335371	ENSGACP00000025398
ENSP00000341324	ENSGACP00000011947
ENSP00000000412	ENSGACP00000013801
ENSP00000401721	ENSGACP00000014209
ENSP00000341422	ENSGACP00000001977
ENSP00000263681	ENSGACP00000023313
ENSP00000353246	ENSGACP00000001397
ENSP00000351052	ENSGACP00000026043
ENSP00000216367	ENSGACP00000014023
ENSP00000358126	ENSGACP00000013250
ENSP00000360530	ENSGACP00000023156
ENSP00000379133	ENSGACP00000022622
ENSP00000237822	ENSGACP00000017673
ENSP00000355471	ENSGACP00000021420
ENSP00000317468	ENSGACP00000018967
ENSP00000317468	ENSGACP00000014385
ENSP00000408910	ENSGACP00000008625
ENSP00000361628	ENSGACP00000026875
ENSP00000358293	ENSGACP00000008710
ENSP00000364578	ENSGACP00000003845
ENSP00000451188	ENSGACP00000010246
ENSP00000290663	ENSGACP00000005194
ENSP00000241041	ENSGACP00000022814
ENSP00000378854	ENSGACP00000011745
ENSP00000379372	ENSGACP00000023257
ENSP00000364902	ENSGACP00000004862
ENSP00000299626	ENSGACP00000027634
ENSP00000400984	ENSGACP00000003159
ENSP00000406738	ENSGACP00000011356
ENSP00000349877	ENSGACP00000013399
ENSP00000379895	ENSGACP00000019835
ENSP00000376220	ENSGACP00000020622
ENSP00000231198	ENSGACP00000024387
ENSP00000263196	ENSGACP00000022444
ENSP00000373404	ENSGACP00000005403
ENSP00000348471	ENSGACP00000013990
ENSP00000380074	ENSGACP00000024625
ENSP00000356782	ENSGACP00000020158
ENSP00000398722	ENSGACP00000007068
ENSP00000397759	ENSGACP00000009869
ENSP00000255078	ENSGACP00000007038
ENSP00000169551	ENSGACP00000003506
ENSP00000381567	ENSGACP00000012441
ENSP00000455229	ENSGACP00000010821
ENSP00000335808	ENSGACP00000003757
ENSP00000370508	ENSGACP00000010033
ENSP00000368455	ENSGACP00000011739
ENSP00000306105	ENSGACP00000019627
ENSP00000245157	ENSGACP00000018425
ENSP00000381220	ENSGACP00000017527
ENSP00000295746	ENSGACP00000017058
ENSP00000417190	ENSGACP00000012242
ENSP00000364284	ENSGACP00000001394
ENSP00000340271	ENSGACP00000005831
ENSP00000361180	ENSGACP00000023959
ENSP00000357320	ENSGACP00000015699
ENSP00000373474	ENSGACP00000023796
ENSP00000359531	ENSGACP00000020720
ENSP00000404122	ENSGACP00000001263
ENSP00000356807	ENSGACP00000026634
ENSP00000341351	ENSGACP00000015956
ENSP00000280700	ENSGACP00000010641
ENSP00000306080	ENSGACP00000014524
ENSP00000261556	ENSGACP00000010497
ENSP00000355211	ENSGACP00000020065
ENSP00000446100	ENSGACP00000003307
ENSP00000386928	ENSGACP00000019989
ENSP00000284268	ENSGACP00000005868
ENSP00000296953	ENSGACP00000027056
ENSP00000440765	ENSGACP00000025424
ENSP00000379213	ENSGACP00000000765
ENSP00000379213	ENSGACP00000005693
ENSP00000321449	ENSGACP00000009561
ENSP00000016171	ENSGACP00000009808
ENSP00000358918	ENSGACP00000009642
ENSP00000354622	ENSGACP00000019315
ENSP00000350874	ENSGACP00000020045
ENSP00000233025	ENSGACP00000000398
ENSP00000263461	ENSGACP00000004525
ENSP00000306123	ENSGACP00000011632
