ENSMODP00000016222	ENSACAP00000005936
ENSMODP00000019674	ENSACAP00000000663
ENSMODP00000009272	ENSACAP00000010310
ENSMODP00000004112	ENSACAP00000008183
ENSMODP00000023409	ENSACAP00000003159
ENSMODP00000008824	ENSACAP00000005845
ENSMODP00000009145	ENSACAP00000017256
ENSMODP00000006225	ENSACAP00000011505
ENSMODP00000040911	ENSACAP00000015177
ENSMODP00000026783	ENSACAP00000017769
ENSMODP00000022942	ENSACAP00000002712
ENSMODP00000023449	ENSACAP00000008571
ENSMODP00000015710	ENSACAP00000020531
ENSMODP00000014669	ENSACAP00000013308
ENSMODP00000008896	ENSACAP00000004843
ENSMODP00000019272	ENSACAP00000008794
ENSMODP00000010251	ENSACAP00000001295
ENSMODP00000017979	ENSACAP00000002142
ENSMODP00000023228	ENSACAP00000013717
ENSMODP00000012128	ENSACAP00000008796
ENSMODP00000020066	ENSACAP00000000851
ENSMODP00000022095	ENSACAP00000017023
ENSMODP00000016332	ENSACAP00000005095
ENSMODP00000006158	ENSACAP00000005415
ENSMODP00000007326	ENSACAP00000003288
ENSMODP00000014473	ENSACAP00000000691
ENSMODP00000010424	ENSACAP00000012937
ENSMODP00000010573	ENSACAP00000001075
ENSMODP00000023086	ENSACAP00000009359
ENSMODP00000019514	ENSACAP00000007483
ENSMODP00000009003	ENSACAP00000011264
ENSMODP00000016606	ENSACAP00000007378
ENSMODP00000002486	ENSACAP00000000666
ENSMODP00000007852	ENSACAP00000012954
ENSMODP00000004904	ENSACAP00000000220
ENSMODP00000001716	ENSACAP00000014616
ENSMODP00000010827	ENSACAP00000012217
ENSMODP00000026795	ENSACAP00000005519
ENSMODP00000008485	ENSACAP00000020040
ENSMODP00000012347	ENSACAP00000011360
ENSMODP00000024661	ENSACAP00000008422
ENSMODP00000003026	ENSACAP00000006357
ENSMODP00000022160	ENSACAP00000016981
ENSMODP00000017694	ENSACAP00000022500
ENSMODP00000005447	ENSACAP00000003631
ENSMODP00000018701	ENSACAP00000017491
ENSMODP00000017008	ENSACAP00000006629
ENSMODP00000002427	ENSACAP00000022457
ENSMODP00000021510	ENSACAP00000006567
ENSMODP00000017592	ENSACAP00000010976
ENSMODP00000009955	ENSACAP00000001976
ENSMODP00000026715	ENSACAP00000008555
ENSMODP00000010308	ENSACAP00000007940
ENSMODP00000002469	ENSACAP00000015441
ENSMODP00000021140	ENSACAP00000014949
ENSMODP00000015892	ENSACAP00000001270
ENSMODP00000015677	ENSACAP00000015011
ENSMODP00000016309	ENSACAP00000002731
ENSMODP00000015409	ENSACAP00000015731
ENSMODP00000005632	ENSACAP00000003795
ENSMODP00000016612	ENSACAP00000015368
ENSMODP00000015640	ENSACAP00000000850
ENSMODP00000028699	ENSACAP00000000787
ENSMODP00000022653	ENSACAP00000018283
ENSMODP00000034988	ENSACAP00000003269
ENSMODP00000006852	ENSACAP00000017035
ENSMODP00000024647	ENSACAP00000007793
ENSMODP00000014652	ENSACAP00000016000
ENSMODP00000005200	ENSACAP00000000178
ENSMODP00000012382	ENSACAP00000013354
ENSMODP00000009333	ENSACAP00000004416
ENSMODP00000006099	ENSACAP00000010206
ENSMODP00000014394	ENSACAP00000012047
ENSMODP00000020054	ENSACAP00000015770
ENSMODP00000026379	ENSACAP00000014102
ENSMODP00000022520	ENSACAP00000006513
ENSMODP00000005505	ENSACAP00000001656
ENSMODP00000021377	ENSACAP00000015741
ENSMODP00000002239	ENSACAP00000003297
ENSMODP00000013619	ENSACAP00000013816
ENSMODP00000016453	ENSACAP00000013265
ENSMODP00000031376	ENSACAP00000014975
ENSMODP00000004232	ENSACAP00000000283
ENSMODP00000012061	ENSACAP00000002231
ENSMODP00000018127	ENSACAP00000006636
ENSMODP00000034767	ENSACAP00000016086
ENSMODP00000038995	ENSACAP00000018653
ENSMODP00000026856	ENSACAP00000000187
ENSMODP00000021033	ENSACAP00000001247
ENSMODP00000010299	ENSACAP00000002640
ENSMODP00000025503	ENSACAP00000008380
ENSMODP00000016697	ENSACAP00000009935
ENSMODP00000003228	ENSACAP00000014709
ENSMODP00000013481	ENSACAP00000015076
ENSMODP00000004439	ENSACAP00000000924
ENSMODP00000011189	ENSACAP00000008903
ENSMODP00000023832	ENSACAP00000010816
ENSMODP00000003876	ENSACAP00000003089
ENSMODP00000010190	ENSACAP00000002395
ENSMODP00000040346	ENSACAP00000000009
ENSMODP00000006866	ENSACAP00000009289
ENSMODP00000024492	ENSACAP00000009111
ENSMODP00000015270	ENSACAP00000006770
ENSMODP00000037637	ENSACAP00000008789
ENSMODP00000029110	ENSACAP00000001937
ENSMODP00000003897	ENSACAP00000004405
ENSMODP00000001611	ENSACAP00000021706
ENSMODP00000016636	ENSACAP00000018250
ENSMODP00000009712	ENSACAP00000000872
ENSMODP00000008844	ENSACAP00000003775
ENSMODP00000011691	ENSACAP00000017698
ENSMODP00000000462	ENSACAP00000014208
ENSMODP00000013055	ENSACAP00000004380
ENSMODP00000026688	ENSACAP00000008744
ENSMODP00000022837	ENSACAP00000014892
ENSMODP00000012683	ENSACAP00000007990
ENSMODP00000002280	ENSACAP00000012377
ENSMODP00000019492	ENSACAP00000006683
ENSMODP00000008696	ENSACAP00000009580
ENSMODP00000015121	ENSACAP00000006863
ENSMODP00000014833	ENSACAP00000015822
ENSMODP00000019868	ENSACAP00000007022
ENSMODP00000014973	ENSACAP00000015604
ENSMODP00000006958	ENSACAP00000002965
ENSMODP00000015087	ENSACAP00000011624
ENSMODP00000002383	ENSACAP00000016326
ENSMODP00000011539	ENSACAP00000015380
ENSMODP00000012512	ENSACAP00000012520
ENSMODP00000003406	ENSACAP00000000826
ENSMODP00000015442	ENSACAP00000007333
ENSMODP00000015358	ENSACAP00000001537
ENSMODP00000038233	ENSACAP00000017805
ENSMODP00000018300	ENSACAP00000004439
ENSMODP00000009603	ENSACAP00000000531
ENSMODP00000019801	ENSACAP00000019300
ENSMODP00000004845	ENSACAP00000000199
ENSMODP00000018414	ENSACAP00000010907
ENSMODP00000025827	ENSACAP00000005846
ENSMODP00000007997	ENSACAP00000014014
ENSMODP00000016179	ENSACAP00000007107
ENSMODP00000016865	ENSACAP00000015513
ENSMODP00000026666	ENSACAP00000010053
ENSMODP00000034270	ENSACAP00000004456
ENSMODP00000022090	ENSACAP00000016756
ENSMODP00000012403	ENSACAP00000005888
ENSMODP00000022705	ENSACAP00000003536
ENSMODP00000037005	ENSACAP00000000133
ENSMODP00000026453	ENSACAP00000005088
ENSMODP00000010891	ENSACAP00000010018
ENSMODP00000005688	ENSACAP00000000099
ENSMODP00000020791	ENSACAP00000001575
ENSMODP00000003252	ENSACAP00000014706
ENSMODP00000018139	ENSACAP00000002525
ENSMODP00000012334	ENSACAP00000009839
ENSMODP00000003689	ENSACAP00000015377
ENSMODP00000005664	ENSACAP00000000103
ENSMODP00000004006	ENSACAP00000002387
ENSMODP00000013136	ENSACAP00000014503
ENSMODP00000014941	ENSACAP00000010235
ENSMODP00000032478	ENSACAP00000018343
ENSMODP00000004571	ENSACAP00000005258
ENSMODP00000001079	ENSACAP00000008354
ENSMODP00000002641	ENSACAP00000005009
ENSMODP00000026272	ENSACAP00000012495
ENSMODP00000002630	ENSACAP00000009363
ENSMODP00000026763	ENSACAP00000013180
ENSMODP00000020617	ENSACAP00000006592
ENSMODP00000022500	ENSACAP00000019146
ENSMODP00000018826	ENSACAP00000016779
ENSMODP00000021437	ENSACAP00000010129
ENSMODP00000020463	ENSACAP00000014794
ENSMODP00000008426	ENSACAP00000004298
ENSMODP00000006418	ENSACAP00000013411
ENSMODP00000005190	ENSACAP00000002008
ENSMODP00000021942	ENSACAP00000012819
ENSMODP00000010198	ENSACAP00000007743
ENSMODP00000006820	ENSACAP00000001612
ENSMODP00000001419	ENSACAP00000014060
ENSMODP00000022819	ENSACAP00000009327
ENSMODP00000018911	ENSACAP00000011213
ENSMODP00000005281	ENSACAP00000014630
ENSMODP00000019682	ENSACAP00000000440
ENSMODP00000024074	ENSACAP00000013740
ENSMODP00000012830	ENSACAP00000016364
ENSMODP00000019178	ENSACAP00000016376
ENSMODP00000039488	ENSACAP00000003112
ENSMODP00000026262	ENSACAP00000001444
ENSMODP00000021680	ENSACAP00000014331
ENSMODP00000023285	ENSACAP00000005556
ENSMODP00000004009	ENSACAP00000012940
ENSMODP00000025272	ENSACAP00000009751
ENSMODP00000011655	ENSACAP00000005407
ENSMODP00000024114	ENSACAP00000012871
ENSMODP00000013069	ENSACAP00000006487
ENSMODP00000029373	ENSACAP00000003539
ENSMODP00000024484	ENSACAP00000015333
ENSMODP00000002874	ENSACAP00000005584
ENSMODP00000006665	ENSACAP00000016960
ENSMODP00000014455	ENSACAP00000002794
ENSMODP00000007778	ENSACAP00000022931
ENSMODP00000001344	ENSACAP00000013849
ENSMODP00000025436	ENSACAP00000009608
ENSMODP00000026454	ENSACAP00000005068
ENSMODP00000006310	ENSACAP00000005314
ENSMODP00000027588	ENSACAP00000018518
ENSMODP00000037203	ENSACAP00000007059
ENSMODP00000011048	ENSACAP00000015936
ENSMODP00000023111	ENSACAP00000019642
ENSMODP00000015721	ENSACAP00000001823
ENSMODP00000008523	ENSACAP00000003312
ENSMODP00000016248	ENSACAP00000003152
ENSMODP00000018298	ENSACAP00000013925
ENSMODP00000025801	ENSACAP00000008383
ENSMODP00000003885	ENSACAP00000006045
ENSMODP00000023263	ENSACAP00000005219
ENSMODP00000011727	ENSACAP00000012479
ENSMODP00000004122	ENSACAP00000003004
ENSMODP00000005409	ENSACAP00000019554
ENSMODP00000019297	ENSACAP00000006640
ENSMODP00000015859	ENSACAP00000001367
ENSMODP00000022479	ENSACAP00000005438
ENSMODP00000015835	ENSACAP00000013909
ENSMODP00000005619	ENSACAP00000005970
ENSMODP00000013528	ENSACAP00000013556
ENSMODP00000006795	ENSACAP00000013933
ENSMODP00000025755	ENSACAP00000006916
ENSMODP00000004349	ENSACAP00000001221
ENSMODP00000003558	ENSACAP00000009329
ENSMODP00000009190	ENSACAP00000017265
ENSMODP00000000897	ENSACAP00000003675
ENSMODP00000005075	ENSACAP00000013335
ENSMODP00000018687	ENSACAP00000013942
ENSMODP00000011250	ENSACAP00000001143
ENSMODP00000021629	ENSACAP00000006967
ENSMODP00000012948	ENSACAP00000007897
ENSMODP00000016666	ENSACAP00000022128
ENSMODP00000041122	ENSACAP00000016233
ENSMODP00000001091	ENSACAP00000004842
ENSMODP00000010070	ENSACAP00000015669
ENSMODP00000027186	ENSACAP00000008439
ENSMODP00000016380	ENSACAP00000016235
ENSMODP00000001601	ENSACAP00000012604
ENSMODP00000002642	ENSACAP00000011121
ENSMODP00000002813	ENSACAP00000017233
ENSMODP00000020219	ENSACAP00000011858
ENSMODP00000000434	ENSACAP00000013534
ENSMODP00000017661	ENSACAP00000011703
ENSMODP00000023200	ENSACAP00000003221
ENSMODP00000000035	ENSACAP00000001195
ENSMODP00000003795	ENSACAP00000002969
ENSMODP00000011597	ENSACAP00000013597
ENSMODP00000020696	ENSACAP00000004482
ENSMODP00000038721	ENSACAP00000001264
ENSMODP00000009098	ENSACAP00000012316
ENSMODP00000012395	ENSACAP00000017654
ENSMODP00000011403	ENSACAP00000009458
ENSMODP00000013408	ENSACAP00000009541
ENSMODP00000015291	ENSACAP00000013624
ENSMODP00000000174	ENSACAP00000003625
ENSMODP00000026627	ENSACAP00000004376
ENSMODP00000015456	ENSACAP00000005616
ENSMODP00000029584	ENSACAP00000010666
ENSMODP00000003906	ENSACAP00000004266
ENSMODP00000009995	ENSACAP00000013749
ENSMODP00000016972	ENSACAP00000004040
ENSMODP00000007158	ENSACAP00000006780
ENSMODP00000019444	ENSACAP00000007135
ENSMODP00000038862	ENSACAP00000006711
ENSMODP00000014274	ENSACAP00000012279
ENSMODP00000031345	ENSACAP00000001261
ENSMODP00000024835	ENSACAP00000002824
ENSMODP00000021789	ENSACAP00000016691
ENSMODP00000026760	ENSACAP00000013081
ENSMODP00000001350	ENSACAP00000004281
ENSMODP00000012364	ENSACAP00000004583
ENSMODP00000008849	ENSACAP00000015026
ENSMODP00000002196	ENSACAP00000019418
ENSMODP00000038969	ENSACAP00000008293
ENSMODP00000003614	ENSACAP00000004814
ENSMODP00000003730	ENSACAP00000010315
ENSMODP00000010972	ENSACAP00000002690
ENSMODP00000017251	ENSACAP00000011191
ENSMODP00000008236	ENSACAP00000016676
ENSMODP00000003011	ENSACAP00000007934
ENSMODP00000018246	ENSACAP00000013356
ENSMODP00000007674	ENSACAP00000010319
ENSMODP00000034165	ENSACAP00000003940
ENSMODP00000040256	ENSACAP00000014463
ENSMODP00000000266	ENSACAP00000002619
ENSMODP00000023251	ENSACAP00000005101
ENSMODP00000003154	ENSACAP00000008980
ENSMODP00000019455	ENSACAP00000008825
ENSMODP00000017556	ENSACAP00000009589
ENSMODP00000003215	ENSACAP00000014542
ENSMODP00000021583	ENSACAP00000001873
ENSMODP00000017804	ENSACAP00000009791
ENSMODP00000014955	ENSACAP00000001485
ENSMODP00000018434	ENSACAP00000000144
ENSMODP00000004134	ENSACAP00000009187
ENSMODP00000021500	ENSACAP00000007737
ENSMODP00000016736	ENSACAP00000016892
ENSMODP00000020212	ENSACAP00000011545
ENSMODP00000017401	ENSACAP00000011446
ENSMODP00000009827	ENSACAP00000014424
ENSMODP00000009983	ENSACAP00000007077
ENSMODP00000000466	ENSACAP00000013339
ENSMODP00000016728	ENSACAP00000007235
ENSMODP00000014540	ENSACAP00000002590
ENSMODP00000025354	ENSACAP00000010951
ENSMODP00000007748	ENSACAP00000016196
ENSMODP00000034615	ENSACAP00000003636
ENSMODP00000008259	ENSACAP00000001709
ENSMODP00000009044	ENSACAP00000014550
ENSMODP00000013490	ENSACAP00000016637
ENSMODP00000025799	ENSACAP00000008336
ENSMODP00000019921	ENSACAP00000017469
ENSMODP00000002038	ENSACAP00000008862
ENSMODP00000006492	ENSACAP00000017006
ENSMODP00000003938	ENSACAP00000001598
ENSMODP00000024774	ENSACAP00000015432
ENSMODP00000002803	ENSACAP00000009058
ENSMODP00000007167	ENSACAP00000007169
ENSMODP00000000217	ENSACAP00000003558
ENSMODP00000025303	ENSACAP00000000653
ENSMODP00000006811	ENSACAP00000014618
ENSMODP00000026628	ENSACAP00000004411
ENSMODP00000021943	ENSACAP00000012921
ENSMODP00000022318	ENSACAP00000014197
ENSMODP00000011708	ENSACAP00000011823
ENSMODP00000005915	ENSACAP00000002332
ENSMODP00000002900	ENSACAP00000001220
ENSMODP00000022614	ENSACAP00000002372
ENSMODP00000019512	ENSACAP00000007983
ENSMODP00000012318	ENSACAP00000001035
ENSMODP00000018585	ENSACAP00000017135
ENSMODP00000012709	ENSACAP00000000925
ENSMODP00000017024	ENSACAP00000011251
ENSMODP00000000506	ENSACAP00000013279
ENSMODP00000007056	ENSACAP00000006996
ENSMODP00000028230	ENSACAP00000002499
ENSMODP00000013251	ENSACAP00000005796
ENSMODP00000010577	ENSACAP00000007910
ENSMODP00000005515	ENSACAP00000011914
ENSMODP00000008811	ENSACAP00000003836
ENSMODP00000009141	ENSACAP00000012463
ENSMODP00000018862	ENSACAP00000000656
ENSMODP00000039695	ENSACAP00000015330
ENSMODP00000024106	ENSACAP00000015951
ENSMODP00000025735	ENSACAP00000011816
ENSMODP00000035422	ENSACAP00000010812
ENSMODP00000011020	ENSACAP00000003941
ENSMODP00000002885	ENSACAP00000002558
ENSMODP00000027642	ENSACAP00000016330
ENSMODP00000000521	ENSACAP00000003265
ENSMODP00000020678	ENSACAP00000011010
ENSMODP00000017299	ENSACAP00000011270
ENSMODP00000006063	ENSACAP00000002358
ENSMODP00000013059	ENSACAP00000016524
ENSMODP00000023527	ENSACAP00000012593
ENSMODP00000012738	ENSACAP00000017140
ENSMODP00000013482	ENSACAP00000000358
ENSMODP00000040683	ENSACAP00000012432
ENSMODP00000019780	ENSACAP00000011174
ENSMODP00000007625	ENSACAP00000010141
ENSMODP00000012956	ENSACAP00000004177
ENSMODP00000009923	ENSACAP00000013296
ENSMODP00000012497	ENSACAP00000009004
ENSMODP00000001617	ENSACAP00000012701
ENSMODP00000009254	ENSACAP00000003091
ENSMODP00000015212	ENSACAP00000011138
ENSMODP00000005867	ENSACAP00000021024
ENSMODP00000025714	ENSACAP00000007142
ENSMODP00000020136	ENSACAP00000003617
ENSMODP00000037724	ENSACAP00000007596
ENSMODP00000009958	ENSACAP00000006710
ENSMODP00000008646	ENSACAP00000004008
ENSMODP00000011969	ENSACAP00000002062
ENSMODP00000010119	ENSACAP00000002196
ENSMODP00000019417	ENSACAP00000009562
ENSMODP00000032512	ENSACAP00000003127
ENSMODP00000022070	ENSACAP00000003294
ENSMODP00000010033	ENSACAP00000002850
ENSMODP00000024536	ENSACAP00000014979
ENSMODP00000013212	ENSACAP00000005857
ENSMODP00000014658	ENSACAP00000011828
ENSMODP00000003887	ENSACAP00000001424
ENSMODP00000022929	ENSACAP00000017026
ENSMODP00000005380	ENSACAP00000005515
ENSMODP00000010400	ENSACAP00000017456
ENSMODP00000002128	ENSACAP00000007558
ENSMODP00000021602	ENSACAP00000001715
ENSMODP00000018281	ENSACAP00000011133
ENSMODP00000016689	ENSACAP00000011038
ENSMODP00000008339	ENSACAP00000022258
ENSMODP00000012578	ENSACAP00000017395
ENSMODP00000031813	ENSACAP00000019633
ENSMODP00000010218	ENSACAP00000012007
ENSMODP00000006019	ENSACAP00000001772
ENSMODP00000009683	ENSACAP00000013158
ENSMODP00000001520	ENSACAP00000023010
ENSMODP00000000974	ENSACAP00000009162
ENSMODP00000012200	ENSACAP00000003823
ENSMODP00000015788	ENSACAP00000008606
ENSMODP00000008635	ENSACAP00000004043
ENSMODP00000031956	ENSACAP00000011644
ENSMODP00000002212	ENSACAP00000009997
ENSMODP00000012446	ENSACAP00000004072
ENSMODP00000024410	ENSACAP00000001393
ENSMODP00000020388	ENSACAP00000015319
ENSMODP00000005167	ENSACAP00000015157
ENSMODP00000032296	ENSACAP00000014302
ENSMODP00000013252	ENSACAP00000010626
ENSMODP00000011544	ENSACAP00000016814
ENSMODP00000009736	ENSACAP00000006212
ENSMODP00000024284	ENSACAP00000015261
ENSMODP00000019402	ENSACAP00000009123
ENSMODP00000013459	ENSACAP00000006959
ENSMODP00000037984	ENSACAP00000008961
ENSMODP00000008336	ENSACAP00000011234
ENSMODP00000007172	ENSACAP00000006786
ENSMODP00000006363	ENSACAP00000000008
ENSMODP00000038645	ENSACAP00000016167
ENSMODP00000034882	ENSACAP00000020490
ENSMODP00000013421	ENSACAP00000009615
ENSMODP00000008397	ENSACAP00000021142
ENSMODP00000021574	ENSACAP00000006813
ENSMODP00000025132	ENSACAP00000006886
ENSMODP00000039247	ENSACAP00000010522
ENSMODP00000008305	ENSACAP00000012457
ENSMODP00000037562	ENSACAP00000004441
ENSMODP00000005962	ENSACAP00000003517
ENSMODP00000013601	ENSACAP00000000180
ENSMODP00000003039	ENSACAP00000015276
ENSMODP00000026506	ENSACAP00000003717
ENSMODP00000012402	ENSACAP00000011771
ENSMODP00000022044	ENSACAP00000002078
ENSMODP00000008983	ENSACAP00000006131
ENSMODP00000039811	ENSACAP00000014737
ENSMODP00000012479	ENSACAP00000008960
ENSMODP00000021141	ENSACAP00000007628
ENSMODP00000002311	ENSACAP00000008934
ENSMODP00000009340	ENSACAP00000015964
ENSMODP00000022174	ENSACAP00000017005
ENSMODP00000024051	ENSACAP00000013310
ENSMODP00000032104	ENSACAP00000016415
ENSMODP00000011308	ENSACAP00000022238
ENSMODP00000009034	ENSACAP00000013318
ENSMODP00000001642	ENSACAP00000008156
ENSMODP00000020255	ENSACAP00000016622
ENSMODP00000013300	ENSACAP00000004195
ENSMODP00000023157	ENSACAP00000007086
ENSMODP00000036226	ENSACAP00000002680
ENSMODP00000012920	ENSACAP00000016342
ENSMODP00000011843	ENSACAP00000005735
ENSMODP00000003401	ENSACAP00000016026
ENSMODP00000021532	ENSACAP00000007822
ENSMODP00000014547	ENSACAP00000015757
ENSMODP00000002701	ENSACAP00000002832
ENSMODP00000015384	ENSACAP00000022641
ENSMODP00000006541	ENSACAP00000016820
ENSMODP00000000626	ENSACAP00000003887
ENSMODP00000006581	ENSACAP00000011690
ENSMODP00000015476	ENSACAP00000008177
ENSMODP00000038501	ENSACAP00000011005
ENSMODP00000023141	ENSACAP00000016490
ENSMODP00000007644	ENSACAP00000016429
ENSMODP00000024645	ENSACAP00000007735
ENSMODP00000003127	ENSACAP00000002728
ENSMODP00000017836	ENSACAP00000012944
ENSMODP00000001373	ENSACAP00000016374
ENSMODP00000026276	ENSACAP00000008657
ENSMODP00000012712	ENSACAP00000017132
ENSMODP00000026826	ENSACAP00000008645
ENSMODP00000009636	ENSACAP00000000646
ENSMODP00000014945	ENSACAP00000015658
ENSMODP00000022101	ENSACAP00000001570
ENSMODP00000015367	ENSACAP00000011245
ENSMODP00000023616	ENSACAP00000012365
ENSMODP00000019405	ENSACAP00000011649
ENSMODP00000026335	ENSACAP00000004559
ENSMODP00000000519	ENSACAP00000002075
ENSMODP00000019537	ENSACAP00000007083
ENSMODP00000029449	ENSACAP00000002283
ENSMODP00000002560	ENSACAP00000003965
ENSMODP00000001175	ENSACAP00000002781
ENSMODP00000009092	ENSACAP00000006364
ENSMODP00000001692	ENSACAP00000011549
ENSMODP00000014711	ENSACAP00000007880
ENSMODP00000026359	ENSACAP00000017587
ENSMODP00000026657	ENSACAP00000008524
ENSMODP00000006950	ENSACAP00000015547
ENSMODP00000020865	ENSACAP00000004621
ENSMODP00000021541	ENSACAP00000007972
ENSMODP00000007338	ENSACAP00000006860
ENSMODP00000004723	ENSACAP00000008811
ENSMODP00000003105	ENSACAP00000016281
ENSMODP00000010105	ENSACAP00000013010
ENSMODP00000008717	ENSACAP00000003808
ENSMODP00000020277	ENSACAP00000016465
ENSMODP00000019446	ENSACAP00000019288
ENSMODP00000008593	ENSACAP00000003459
ENSMODP00000010045	ENSACAP00000014199
ENSMODP00000006145	ENSACAP00000012782
ENSMODP00000010769	ENSACAP00000006430
ENSMODP00000018088	ENSACAP00000005715
ENSMODP00000005840	ENSACAP00000005228
ENSMODP00000037376	ENSACAP00000012337
ENSMODP00000039104	ENSACAP00000008253
ENSMODP00000002680	ENSACAP00000002910
ENSMODP00000000993	ENSACAP00000002211
ENSMODP00000005050	ENSACAP00000001883
ENSMODP00000016291	ENSACAP00000002582
ENSMODP00000020535	ENSACAP00000015788
ENSMODP00000026205	ENSACAP00000000965
ENSMODP00000011177	ENSACAP00000001012
ENSMODP00000006898	ENSACAP00000002570
ENSMODP00000005425	ENSACAP00000005514
ENSMODP00000004068	ENSACAP00000003366
ENSMODP00000018060	ENSACAP00000017568
ENSMODP00000009073	ENSACAP00000013387
ENSMODP00000005159	ENSACAP00000002517
ENSMODP00000004462	ENSACAP00000003411
ENSMODP00000006744	ENSACAP00000019580
ENSMODP00000002745	ENSACAP00000002809
ENSMODP00000016783	ENSACAP00000015065
ENSMODP00000019707	ENSACAP00000013890
ENSMODP00000024848	ENSACAP00000001936
ENSMODP00000010695	ENSACAP00000000648
ENSMODP00000011736	ENSACAP00000019172
ENSMODP00000004863	ENSACAP00000000245
ENSMODP00000025738	ENSACAP00000011880
ENSMODP00000036463	ENSACAP00000016325
ENSMODP00000007016	ENSACAP00000007497
ENSMODP00000025885	ENSACAP00000008908
ENSMODP00000006448	ENSACAP00000009622
ENSMODP00000007357	ENSACAP00000007196
ENSMODP00000009893	ENSACAP00000007194
ENSMODP00000005212	ENSACAP00000006536
ENSMODP00000003764	ENSACAP00000013716
ENSMODP00000002271	ENSACAP00000016446
ENSMODP00000003644	ENSACAP00000011889
ENSMODP00000003387	ENSACAP00000003356
ENSMODP00000009062	ENSACAP00000014090
ENSMODP00000039098	ENSACAP00000007959
ENSMODP00000013119	ENSACAP00000000587
ENSMODP00000022897	ENSACAP00000003839
ENSMODP00000034293	ENSACAP00000002492
ENSMODP00000014721	ENSACAP00000008959
ENSMODP00000019031	ENSACAP00000001397
ENSMODP00000003993	ENSACAP00000001994
ENSMODP00000019832	ENSACAP00000006864
ENSMODP00000010278	ENSACAP00000022439
ENSMODP00000015191	ENSACAP00000011209
ENSMODP00000027806	ENSACAP00000008810
ENSMODP00000022727	ENSACAP00000011224
ENSMODP00000022258	ENSACAP00000015683
ENSMODP00000024036	ENSACAP00000019731
ENSMODP00000023632	ENSACAP00000012901
ENSMODP00000039860	ENSACAP00000021951
ENSMODP00000002702	ENSACAP00000011059
ENSMODP00000009861	ENSACAP00000016289
ENSMODP00000011433	ENSACAP00000016881
ENSMODP00000026308	ENSACAP00000017584
ENSMODP00000019798	ENSACAP00000010081
ENSMODP00000019029	ENSACAP00000018995
ENSMODP00000015011	ENSACAP00000015942
ENSMODP00000025363	ENSACAP00000010681
ENSMODP00000028459	ENSACAP00000003502
ENSMODP00000016976	ENSACAP00000000577
ENSMODP00000015922	ENSACAP00000008102
ENSMODP00000002647	ENSACAP00000008773
ENSMODP00000025458	ENSACAP00000017480
ENSMODP00000013738	ENSACAP00000019891
ENSMODP00000026385	ENSACAP00000014407
ENSMODP00000025866	ENSACAP00000009396
ENSMODP00000013444	ENSACAP00000015110
ENSMODP00000009095	ENSACAP00000002609
ENSMODP00000002352	ENSACAP00000022343
ENSMODP00000007433	ENSACAP00000013818
ENSMODP00000011980	ENSACAP00000017095
ENSMODP00000028723	ENSACAP00000015715
ENSMODP00000018516	ENSACAP00000001069
ENSMODP00000004721	ENSACAP00000023045
ENSMODP00000015129	ENSACAP00000015645
ENSMODP00000018289	ENSACAP00000006517
ENSMODP00000028151	ENSACAP00000006486
ENSMODP00000010235	ENSACAP00000001403
ENSMODP00000028705	ENSACAP00000014452
ENSMODP00000028883	ENSACAP00000005844
ENSMODP00000007639	ENSACAP00000005554
ENSMODP00000003239	ENSACAP00000021609
ENSMODP00000005243	ENSACAP00000002435
ENSMODP00000022995	ENSACAP00000016036
ENSMODP00000026381	ENSACAP00000014191
ENSMODP00000023307	ENSACAP00000009827
ENSMODP00000034181	ENSACAP00000010778
ENSMODP00000035541	ENSACAP00000002056
ENSMODP00000010234	ENSACAP00000016726
ENSMODP00000020946	ENSACAP00000006555
ENSMODP00000028694	ENSACAP00000011527
ENSMODP00000002881	ENSACAP00000003931
ENSMODP00000034045	ENSACAP00000009281
ENSMODP00000016656	ENSACAP00000009753
ENSMODP00000003702	ENSACAP00000005707
ENSMODP00000007647	ENSACAP00000019574
ENSMODP00000017014	ENSACAP00000011371
ENSMODP00000020665	ENSACAP00000004647
ENSMODP00000020369	ENSACAP00000005070
ENSMODP00000022461	ENSACAP00000022637
ENSMODP00000003119	ENSACAP00000001283
ENSMODP00000002863	ENSACAP00000023291
ENSMODP00000020752	ENSACAP00000010512
ENSMODP00000008175	ENSACAP00000015933
ENSMODP00000000276	ENSACAP00000013944
ENSMODP00000024753	ENSACAP00000005047
ENSMODP00000018942	ENSACAP00000013162
ENSMODP00000015076	ENSACAP00000001488
ENSMODP00000003253	ENSACAP00000009225
ENSMODP00000003437	ENSACAP00000004981
ENSMODP00000029121	ENSACAP00000003814
ENSMODP00000006704	ENSACAP00000016927
ENSMODP00000023455	ENSACAP00000008458
ENSMODP00000014787	ENSACAP00000002526
ENSMODP00000010263	ENSACAP00000005325
ENSMODP00000008879	ENSACAP00000003032
ENSMODP00000022132	ENSACAP00000016934
ENSMODP00000025465	ENSACAP00000017467
ENSMODP00000018243	ENSACAP00000001390
ENSMODP00000018056	ENSACAP00000005718
ENSMODP00000021275	ENSACAP00000006435
ENSMODP00000011863	ENSACAP00000018051
ENSMODP00000018425	ENSACAP00000016731
ENSMODP00000002910	ENSACAP00000014919
ENSMODP00000012308	ENSACAP00000013636
ENSMODP00000025867	ENSACAP00000009382
ENSMODP00000010590	ENSACAP00000005502
