ENSTGUP00000008915	ENSCAFP00000014731
ENSTGUP00000014035	ENSCAFP00000013792
ENSTGUP00000000378	ENSCAFP00000004592
ENSTGUP00000009097	ENSCAFP00000023536
ENSTGUP00000012126	ENSCAFP00000001501
ENSTGUP00000002308	ENSCAFP00000040226
ENSTGUP00000005092	ENSCAFP00000027299
ENSTGUP00000017688	ENSCAFP00000024865
ENSTGUP00000012228	ENSCAFP00000001225
ENSTGUP00000005460	ENSCAFP00000004717
ENSTGUP00000012123	ENSCAFP00000001502
ENSTGUP00000017065	ENSCAFP00000028997
ENSTGUP00000009241	ENSCAFP00000036227
ENSTGUP00000003973	ENSCAFP00000040915
ENSTGUP00000006192	ENSCAFP00000016220
ENSTGUP00000016082	ENSCAFP00000008812
ENSTGUP00000002075	ENSCAFP00000000117
ENSTGUP00000010061	ENSCAFP00000027649
ENSTGUP00000008334	ENSCAFP00000004194
ENSTGUP00000011725	ENSCAFP00000024522
ENSTGUP00000017732	ENSCAFP00000002377
ENSTGUP00000009180	ENSCAFP00000008717
ENSTGUP00000008837	ENSCAFP00000009165
ENSTGUP00000006334	ENSCAFP00000029876
ENSTGUP00000006267	ENSCAFP00000036994
ENSTGUP00000012133	ENSCAFP00000017393
ENSTGUP00000003562	ENSCAFP00000028202
ENSTGUP00000010540	ENSCAFP00000016946
ENSTGUP00000007096	ENSCAFP00000038871
ENSTGUP00000001058	ENSCAFP00000023925
ENSTGUP00000001904	ENSCAFP00000041281
ENSTGUP00000008045	ENSCAFP00000015198
ENSTGUP00000006892	ENSCAFP00000030235
ENSTGUP00000010012	ENSCAFP00000001396
ENSTGUP00000010145	ENSCAFP00000027589
ENSTGUP00000010046	ENSCAFP00000030265
ENSTGUP00000006673	ENSCAFP00000028004
ENSTGUP00000007465	ENSCAFP00000029974
ENSTGUP00000002011	ENSCAFP00000001866
ENSTGUP00000004679	ENSCAFP00000002241
ENSTGUP00000017501	ENSCAFP00000025050
ENSTGUP00000008187	ENSCAFP00000011354
ENSTGUP00000008320	ENSCAFP00000007517
ENSTGUP00000013890	ENSCAFP00000012354
ENSTGUP00000005447	ENSCAFP00000011051
ENSTGUP00000005839	ENSCAFP00000037609
ENSTGUP00000005422	ENSCAFP00000027702
ENSTGUP00000000005	ENSCAFP00000018128
ENSTGUP00000005241	ENSCAFP00000029474
ENSTGUP00000013805	ENSCAFP00000015822
ENSTGUP00000006416	ENSCAFP00000014924
ENSTGUP00000004187	ENSCAFP00000013633
ENSTGUP00000011424	ENSCAFP00000017665
ENSTGUP00000015983	ENSCAFP00000005763
ENSTGUP00000011285	ENSCAFP00000021881
ENSTGUP00000017727	ENSCAFP00000002348
ENSTGUP00000013731	ENSCAFP00000022300
ENSTGUP00000004326	ENSCAFP00000025228
ENSTGUP00000007285	ENSCAFP00000004181
ENSTGUP00000004709	ENSCAFP00000007583
ENSTGUP00000010399	ENSCAFP00000010269
ENSTGUP00000007605	ENSCAFP00000028183
ENSTGUP00000013491	ENSCAFP00000021838
ENSTGUP00000004056	ENSCAFP00000028356
ENSTGUP00000001720	ENSCAFP00000005265
ENSTGUP00000010748	ENSCAFP00000026881
ENSTGUP00000002335	ENSCAFP00000007092
ENSTGUP00000011310	ENSCAFP00000010176
ENSTGUP00000005847	ENSCAFP00000007136
ENSTGUP00000006008	ENSCAFP00000036799
ENSTGUP00000010815	ENSCAFP00000033551
ENSTGUP00000008413	ENSCAFP00000024173
ENSTGUP00000004325	ENSCAFP00000029684
ENSTGUP00000000038	ENSCAFP00000001725
ENSTGUP00000001605	ENSCAFP00000040878
ENSTGUP00000005838	ENSCAFP00000042359
ENSTGUP00000000020	ENSCAFP00000018221
ENSTGUP00000007201	ENSCAFP00000012781
ENSTGUP00000013432	ENSCAFP00000022510
ENSTGUP00000013849	ENSCAFP00000042144
ENSTGUP00000009367	ENSCAFP00000025216
ENSTGUP00000012827	ENSCAFP00000004560
ENSTGUP00000007548	ENSCAFP00000028186
ENSTGUP00000017792	ENSCAFP00000014923
ENSTGUP00000008487	ENSCAFP00000023095
ENSTGUP00000004830	ENSCAFP00000015556
ENSTGUP00000005633	ENSCAFP00000004916
ENSTGUP00000012401	ENSCAFP00000020420
ENSTGUP00000003091	ENSCAFP00000016393
ENSTGUP00000007887	ENSCAFP00000007969
ENSTGUP00000003737	ENSCAFP00000026781
ENSTGUP00000005726	ENSCAFP00000012721
ENSTGUP00000011864	ENSCAFP00000015434
ENSTGUP00000002019	ENSCAFP00000019098
ENSTGUP00000009355	ENSCAFP00000011218
ENSTGUP00000006468	ENSCAFP00000011626
ENSTGUP00000003751	ENSCAFP00000015374
ENSTGUP00000006499	ENSCAFP00000004095
ENSTGUP00000013441	ENSCAFP00000022452
ENSTGUP00000009428	ENSCAFP00000009415
ENSTGUP00000013043	ENSCAFP00000021785
ENSTGUP00000007945	ENSCAFP00000016369
ENSTGUP00000010429	ENSCAFP00000010233
ENSTGUP00000001507	ENSCAFP00000004768
ENSTGUP00000010888	ENSCAFP00000037791
ENSTGUP00000011903	ENSCAFP00000034264
ENSTGUP00000008449	ENSCAFP00000024231
ENSTGUP00000009790	ENSCAFP00000028027
ENSTGUP00000006001	ENSCAFP00000010157
ENSTGUP00000011219	ENSCAFP00000016498
ENSTGUP00000000830	ENSCAFP00000015364
ENSTGUP00000015947	ENSCAFP00000028357
ENSTGUP00000010795	ENSCAFP00000021731
ENSTGUP00000006748	ENSCAFP00000038641
ENSTGUP00000005985	ENSCAFP00000012934
ENSTGUP00000003043	ENSCAFP00000008625
ENSTGUP00000009868	ENSCAFP00000027816
ENSTGUP00000014508	ENSCAFP00000010445
ENSTGUP00000003205	ENSCAFP00000005867
ENSTGUP00000017314	ENSCAFP00000025402
ENSTGUP00000002940	ENSCAFP00000024353
ENSTGUP00000009999	ENSCAFP00000013333
ENSTGUP00000008357	ENSCAFP00000007483
ENSTGUP00000005492	ENSCAFP00000030165
ENSTGUP00000005808	ENSCAFP00000031860
ENSTGUP00000005327	ENSCAFP00000033819
ENSTGUP00000002924	ENSCAFP00000015941
ENSTGUP00000006256	ENSCAFP00000027654
ENSTGUP00000015976	ENSCAFP00000036797
ENSTGUP00000006654	ENSCAFP00000000504
ENSTGUP00000007750	ENSCAFP00000006679
ENSTGUP00000015667	ENSCAFP00000003434
ENSTGUP00000001391	ENSCAFP00000015449
ENSTGUP00000002863	ENSCAFP00000010809
ENSTGUP00000000841	ENSCAFP00000015389
ENSTGUP00000004729	ENSCAFP00000029528
ENSTGUP00000012681	ENSCAFP00000025343
ENSTGUP00000011193	ENSCAFP00000008938
ENSTGUP00000014794	ENSCAFP00000024618
ENSTGUP00000005725	ENSCAFP00000040899
ENSTGUP00000002175	ENSCAFP00000027549
ENSTGUP00000004135	ENSCAFP00000041063
ENSTGUP00000007276	ENSCAFP00000020132
ENSTGUP00000008605	ENSCAFP00000018999
ENSTGUP00000010981	ENSCAFP00000023179
ENSTGUP00000008662	ENSCAFP00000041810
ENSTGUP00000003939	ENSCAFP00000016044
ENSTGUP00000002354	ENSCAFP00000004711
ENSTGUP00000005979	ENSCAFP00000006428
ENSTGUP00000007204	ENSCAFP00000030224
ENSTGUP00000008575	ENSCAFP00000009329
ENSTGUP00000005184	ENSCAFP00000029626
ENSTGUP00000004662	ENSCAFP00000005251
ENSTGUP00000012381	ENSCAFP00000039382
ENSTGUP00000012565	ENSCAFP00000005515
ENSTGUP00000014997	ENSCAFP00000000208
ENSTGUP00000009086	ENSCAFP00000009134
ENSTGUP00000006074	ENSCAFP00000008138
ENSTGUP00000008708	ENSCAFP00000002723
ENSTGUP00000002433	ENSCAFP00000036187
ENSTGUP00000006873	ENSCAFP00000012963
ENSTGUP00000011778	ENSCAFP00000018725
ENSTGUP00000003966	ENSCAFP00000003707
ENSTGUP00000000490	ENSCAFP00000022998
ENSTGUP00000015837	ENSCAFP00000020922
ENSTGUP00000008075	ENSCAFP00000002137
ENSTGUP00000001404	ENSCAFP00000015188
ENSTGUP00000007810	ENSCAFP00000022206
ENSTGUP00000001880	ENSCAFP00000005218
ENSTGUP00000012813	ENSCAFP00000004727
ENSTGUP00000014087	ENSCAFP00000001821
ENSTGUP00000014647	ENSCAFP00000025803
ENSTGUP00000001858	ENSCAFP00000035625
ENSTGUP00000010190	ENSCAFP00000001477
ENSTGUP00000008692	ENSCAFP00000012410
ENSTGUP00000013589	ENSCAFP00000020962
ENSTGUP00000004035	ENSCAFP00000020394
ENSTGUP00000010957	ENSCAFP00000015818
ENSTGUP00000011158	ENSCAFP00000014023
ENSTGUP00000007389	ENSCAFP00000011872
ENSTGUP00000012429	ENSCAFP00000005772
ENSTGUP00000001515	ENSCAFP00000003578
ENSTGUP00000013809	ENSCAFP00000035156
ENSTGUP00000004778	ENSCAFP00000028090
ENSTGUP00000004785	ENSCAFP00000009913
ENSTGUP00000009823	ENSCAFP00000027838
ENSTGUP00000006552	ENSCAFP00000023068
ENSTGUP00000002784	ENSCAFP00000010625
ENSTGUP00000017934	ENSCAFP00000008814
ENSTGUP00000011691	ENSCAFP00000000567
ENSTGUP00000009833	ENSCAFP00000001209
ENSTGUP00000010955	ENSCAFP00000033128
ENSTGUP00000009505	ENSCAFP00000024089
ENSTGUP00000002432	ENSCAFP00000005413
ENSTGUP00000005914	ENSCAFP00000039716
ENSTGUP00000007489	ENSCAFP00000040211
ENSTGUP00000007867	ENSCAFP00000032501
ENSTGUP00000008411	ENSCAFP00000039448
ENSTGUP00000001059	ENSCAFP00000041565
ENSTGUP00000013423	ENSCAFP00000005032
ENSTGUP00000008342	ENSCAFP00000037249
ENSTGUP00000000124	ENSCAFP00000019904
ENSTGUP00000013416	ENSCAFP00000036218
ENSTGUP00000008193	ENSCAFP00000006114
ENSTGUP00000009684	ENSCAFP00000024205
ENSTGUP00000006773	ENSCAFP00000013482
ENSTGUP00000006659	ENSCAFP00000015258
ENSTGUP00000002409	ENSCAFP00000027337
ENSTGUP00000012265	ENSCAFP00000013612
ENSTGUP00000013764	ENSCAFP00000028485
ENSTGUP00000003946	ENSCAFP00000016075
ENSTGUP00000007337	ENSCAFP00000011782
ENSTGUP00000012699	ENSCAFP00000025379
ENSTGUP00000002377	ENSCAFP00000004741
ENSTGUP00000008926	ENSCAFP00000011741
ENSTGUP00000011141	ENSCAFP00000013970
ENSTGUP00000001201	ENSCAFP00000012312
ENSTGUP00000010784	ENSCAFP00000007635
ENSTGUP00000001726	ENSCAFP00000003259
ENSTGUP00000012755	ENSCAFP00000018626
ENSTGUP00000000429	ENSCAFP00000007386
ENSTGUP00000012690	ENSCAFP00000005113
ENSTGUP00000011973	ENSCAFP00000005793
ENSTGUP00000009714	ENSCAFP00000024234
ENSTGUP00000005943	ENSCAFP00000041721
ENSTGUP00000005345	ENSCAFP00000027826
ENSTGUP00000014145	ENSCAFP00000000113
ENSTGUP00000015949	ENSCAFP00000009828
ENSTGUP00000000589	ENSCAFP00000007277
ENSTGUP00000008653	ENSCAFP00000010273
ENSTGUP00000009616	ENSCAFP00000020647
ENSTGUP00000002789	ENSCAFP00000011229
ENSTGUP00000010216	ENSCAFP00000001490
ENSTGUP00000012611	ENSCAFP00000001029
ENSTGUP00000012399	ENSCAFP00000008903
ENSTGUP00000013649	ENSCAFP00000003110
ENSTGUP00000009596	ENSCAFP00000020799
ENSTGUP00000004907	ENSCAFP00000009235
ENSTGUP00000001629	ENSCAFP00000026015
ENSTGUP00000004248	ENSCAFP00000007445
ENSTGUP00000006065	ENSCAFP00000014241
ENSTGUP00000013597	ENSCAFP00000012030
ENSTGUP00000004450	ENSCAFP00000008021
ENSTGUP00000010817	ENSCAFP00000015601
ENSTGUP00000011597	ENSCAFP00000013026
ENSTGUP00000006296	ENSCAFP00000011871
ENSTGUP00000009119	ENSCAFP00000023555
ENSTGUP00000003669	ENSCAFP00000028826
ENSTGUP00000006680	ENSCAFP00000036660
ENSTGUP00000004947	ENSCAFP00000011156
ENSTGUP00000011663	ENSCAFP00000010819
ENSTGUP00000005211	ENSCAFP00000021256
ENSTGUP00000000555	ENSCAFP00000008963
ENSTGUP00000010931	ENSCAFP00000015780
ENSTGUP00000001795	ENSCAFP00000012811
ENSTGUP00000009773	ENSCAFP00000009724
ENSTGUP00000012329	ENSCAFP00000022580
ENSTGUP00000012920	ENSCAFP00000004345
ENSTGUP00000002208	ENSCAFP00000013512
ENSTGUP00000008458	ENSCAFP00000017310
ENSTGUP00000008975	ENSCAFP00000009753
ENSTGUP00000002805	ENSCAFP00000004016
ENSTGUP00000006960	ENSCAFP00000015956
ENSTGUP00000012175	ENSCAFP00000009422
ENSTGUP00000009043	ENSCAFP00000003740
ENSTGUP00000003383	ENSCAFP00000024669
ENSTGUP00000012862	ENSCAFP00000034027
ENSTGUP00000001994	ENSCAFP00000018949
ENSTGUP00000008442	ENSCAFP00000017511
ENSTGUP00000017614	ENSCAFP00000021414
ENSTGUP00000002997	ENSCAFP00000006718
ENSTGUP00000005990	ENSCAFP00000036004
ENSTGUP00000004832	ENSCAFP00000025171
ENSTGUP00000007315	ENSCAFP00000026969
ENSTGUP00000004531	ENSCAFP00000029615
ENSTGUP00000004721	ENSCAFP00000040568
ENSTGUP00000004996	ENSCAFP00000027911
ENSTGUP00000010980	ENSCAFP00000015789
ENSTGUP00000003987	ENSCAFP00000020358
ENSTGUP00000010930	ENSCAFP00000020852
ENSTGUP00000005213	ENSCAFP00000027778
ENSTGUP00000012136	ENSCAFP00000001496
ENSTGUP00000008982	ENSCAFP00000007050
ENSTGUP00000017703	ENSCAFP00000018533
ENSTGUP00000006188	ENSCAFP00000026064
ENSTGUP00000006193	ENSCAFP00000012200
ENSTGUP00000003232	ENSCAFP00000014754
ENSTGUP00000011983	ENSCAFP00000010037
ENSTGUP00000005381	ENSCAFP00000013968
ENSTGUP00000012032	ENSCAFP00000007428
ENSTGUP00000012367	ENSCAFP00000008980
ENSTGUP00000004906	ENSCAFP00000015077
ENSTGUP00000003234	ENSCAFP00000017915
ENSTGUP00000005849	ENSCAFP00000012437
ENSTGUP00000006889	ENSCAFP00000014676
ENSTGUP00000005235	ENSCAFP00000016303
ENSTGUP00000004822	ENSCAFP00000017302
ENSTGUP00000012531	ENSCAFP00000024989
ENSTGUP00000004166	ENSCAFP00000013618
ENSTGUP00000010459	ENSCAFP00000027183
ENSTGUP00000012173	ENSCAFP00000001443
ENSTGUP00000001264	ENSCAFP00000011472
ENSTGUP00000008831	ENSCAFP00000026340
ENSTGUP00000001020	ENSCAFP00000010969
ENSTGUP00000001285	ENSCAFP00000004550
ENSTGUP00000007024	ENSCAFP00000004361
ENSTGUP00000018058	ENSCAFP00000007096
ENSTGUP00000002718	ENSCAFP00000003662
ENSTGUP00000016807	ENSCAFP00000018600
ENSTGUP00000008059	ENSCAFP00000015210
ENSTGUP00000011338	ENSCAFP00000000425
ENSTGUP00000009041	ENSCAFP00000011659
ENSTGUP00000004605	ENSCAFP00000021275
ENSTGUP00000012742	ENSCAFP00000001256
ENSTGUP00000011642	ENSCAFP00000010802
ENSTGUP00000010230	ENSCAFP00000023034
ENSTGUP00000010010	ENSCAFP00000001394
ENSTGUP00000005488	ENSCAFP00000036886
ENSTGUP00000002609	ENSCAFP00000007766
ENSTGUP00000006484	ENSCAFP00000011609
ENSTGUP00000006974	ENSCAFP00000029588
ENSTGUP00000013378	ENSCAFP00000022988
ENSTGUP00000006033	ENSCAFP00000029832
ENSTGUP00000003937	ENSCAFP00000026597
ENSTGUP00000006518	ENSCAFP00000038437
ENSTGUP00000008771	ENSCAFP00000012572
ENSTGUP00000004711	ENSCAFP00000028236
ENSTGUP00000006922	ENSCAFP00000004434
ENSTGUP00000016889	ENSCAFP00000021560
ENSTGUP00000012098	ENSCAFP00000007525
ENSTGUP00000009963	ENSCAFP00000013486
ENSTGUP00000017082	ENSCAFP00000017360
ENSTGUP00000010353	ENSCAFP00000017925
ENSTGUP00000012298	ENSCAFP00000008260
ENSTGUP00000003707	ENSCAFP00000041780
ENSTGUP00000006902	ENSCAFP00000004441
ENSTGUP00000008742	ENSCAFP00000016547
ENSTGUP00000011131	ENSCAFP00000011210
ENSTGUP00000004635	ENSCAFP00000016921
ENSTGUP00000008855	ENSCAFP00000002624
ENSTGUP00000008886	ENSCAFP00000011885
ENSTGUP00000007655	ENSCAFP00000003219
ENSTGUP00000009011	ENSCAFP00000037613
ENSTGUP00000003807	ENSCAFP00000029736
ENSTGUP00000008238	ENSCAFP00000006072
ENSTGUP00000000375	ENSCAFP00000000342
ENSTGUP00000003460	ENSCAFP00000007912
ENSTGUP00000007366	ENSCAFP00000003468
ENSTGUP00000010211	ENSCAFP00000027602
ENSTGUP00000005349	ENSCAFP00000008567
ENSTGUP00000012878	ENSCAFP00000004421
ENSTGUP00000009797	ENSCAFP00000025580
ENSTGUP00000006068	ENSCAFP00000012423
ENSTGUP00000005566	ENSCAFP00000039384
ENSTGUP00000013394	ENSCAFP00000022887
ENSTGUP00000011538	ENSCAFP00000017539
ENSTGUP00000006201	ENSCAFP00000027609
ENSTGUP00000014040	ENSCAFP00000013632
ENSTGUP00000011651	ENSCAFP00000010897
ENSTGUP00000003742	ENSCAFP00000024681
ENSTGUP00000003972	ENSCAFP00000026569
ENSTGUP00000014763	ENSCAFP00000006068
ENSTGUP00000007197	ENSCAFP00000004201
ENSTGUP00000012973	ENSCAFP00000016268
ENSTGUP00000006679	ENSCAFP00000023881
ENSTGUP00000001535	ENSCAFP00000002913
ENSTGUP00000003925	ENSCAFP00000019818
ENSTGUP00000014024	ENSCAFP00000014103
ENSTGUP00000012069	ENSCAFP00000012626
ENSTGUP00000007467	ENSCAFP00000028219
ENSTGUP00000012779	ENSCAFP00000043115
ENSTGUP00000008052	ENSCAFP00000029394
ENSTGUP00000005473	ENSCAFP00000015293
ENSTGUP00000006511	ENSCAFP00000029796
ENSTGUP00000006494	ENSCAFP00000036469
ENSTGUP00000008869	ENSCAFP00000009146
ENSTGUP00000005890	ENSCAFP00000028364
ENSTGUP00000007805	ENSCAFP00000007767
ENSTGUP00000003398	ENSCAFP00000024703
ENSTGUP00000013370	ENSCAFP00000006672
ENSTGUP00000006052	ENSCAFP00000019156
ENSTGUP00000009477	ENSCAFP00000004760
ENSTGUP00000005064	ENSCAFP00000012736
ENSTGUP00000009945	ENSCAFP00000024530
ENSTGUP00000011669	ENSCAFP00000000578
ENSTGUP00000007860	ENSCAFP00000012236
ENSTGUP00000001950	ENSCAFP00000007179
ENSTGUP00000002303	ENSCAFP00000004653
ENSTGUP00000013579	ENSCAFP00000005877
ENSTGUP00000010455	ENSCAFP00000018346
ENSTGUP00000012525	ENSCAFP00000042295
ENSTGUP00000003340	ENSCAFP00000017661
ENSTGUP00000004723	ENSCAFP00000038656
ENSTGUP00000012453	ENSCAFP00000024844
ENSTGUP00000002963	ENSCAFP00000021519
ENSTGUP00000006330	ENSCAFP00000029929
ENSTGUP00000003430	ENSCAFP00000011238
ENSTGUP00000010371	ENSCAFP00000002593
ENSTGUP00000008913	ENSCAFP00000038846
ENSTGUP00000012661	ENSCAFP00000025319
ENSTGUP00000013255	ENSCAFP00000003297
ENSTGUP00000002189	ENSCAFP00000013548
ENSTGUP00000014333	ENSCAFP00000021099
ENSTGUP00000001552	ENSCAFP00000004832
ENSTGUP00000001967	ENSCAFP00000002154
ENSTGUP00000013359	ENSCAFP00000004830
ENSTGUP00000007474	ENSCAFP00000019418
ENSTGUP00000002546	ENSCAFP00000023192
ENSTGUP00000007772	ENSCAFP00000003073
ENSTGUP00000011535	ENSCAFP00000000760
ENSTGUP00000002585	ENSCAFP00000024049
ENSTGUP00000013362	ENSCAFP00000004836
ENSTGUP00000013000	ENSCAFP00000023212
ENSTGUP00000002815	ENSCAFP00000024571
ENSTGUP00000006823	ENSCAFP00000011627
ENSTGUP00000001182	ENSCAFP00000000734
ENSTGUP00000013489	ENSCAFP00000035284
ENSTGUP00000012085	ENSCAFP00000018164
ENSTGUP00000014896	ENSCAFP00000037097
ENSTGUP00000009348	ENSCAFP00000017690
ENSTGUP00000005158	ENSCAFP00000027330
ENSTGUP00000012256	ENSCAFP00000001324
ENSTGUP00000013852	ENSCAFP00000035008
ENSTGUP00000017580	ENSCAFP00000034622
ENSTGUP00000004657	ENSCAFP00000017266
ENSTGUP00000010381	ENSCAFP00000010281
ENSTGUP00000008649	ENSCAFP00000039242
ENSTGUP00000003120	ENSCAFP00000008522
ENSTGUP00000011237	ENSCAFP00000040013
ENSTGUP00000013055	ENSCAFP00000026168
ENSTGUP00000011036	ENSCAFP00000013775
ENSTGUP00000006996	ENSCAFP00000026626
ENSTGUP00000005589	ENSCAFP00000024508
ENSTGUP00000018222	ENSCAFP00000010693
ENSTGUP00000013401	ENSCAFP00000007215
ENSTGUP00000011964	ENSCAFP00000012239
ENSTGUP00000003744	ENSCAFP00000011831
ENSTGUP00000006127	ENSCAFP00000027553
ENSTGUP00000014301	ENSCAFP00000020874
ENSTGUP00000003601	ENSCAFP00000004937
ENSTGUP00000000627	ENSCAFP00000025563
ENSTGUP00000004971	ENSCAFP00000002594
ENSTGUP00000013332	ENSCAFP00000004763
ENSTGUP00000002614	ENSCAFP00000010216
ENSTGUP00000013827	ENSCAFP00000022457
ENSTGUP00000010044	ENSCAFP00000014094
ENSTGUP00000001420	ENSCAFP00000038761
ENSTGUP00000009452	ENSCAFP00000000043
ENSTGUP00000007239	ENSCAFP00000030143
ENSTGUP00000000034	ENSCAFP00000018245
ENSTGUP00000005337	ENSCAFP00000012897
ENSTGUP00000010385	ENSCAFP00000020398
ENSTGUP00000001765	ENSCAFP00000037454
ENSTGUP00000009504	ENSCAFP00000011121
ENSTGUP00000006758	ENSCAFP00000013435
ENSTGUP00000012157	ENSCAFP00000030799
ENSTGUP00000007493	ENSCAFP00000027176
ENSTGUP00000017273	ENSCAFP00000022331
ENSTGUP00000010325	ENSCAFP00000019819
ENSTGUP00000002198	ENSCAFP00000007470
ENSTGUP00000005496	ENSCAFP00000029444
ENSTGUP00000017696	ENSCAFP00000024913
ENSTGUP00000000829	ENSCAFP00000016035
ENSTGUP00000001309	ENSCAFP00000004476
ENSTGUP00000006433	ENSCAFP00000029978
ENSTGUP00000009214	ENSCAFP00000017485
ENSTGUP00000001423	ENSCAFP00000002481
ENSTGUP00000013834	ENSCAFP00000022569
ENSTGUP00000007457	ENSCAFP00000028210
ENSTGUP00000013448	ENSCAFP00000022412
ENSTGUP00000012707	ENSCAFP00000006803
ENSTGUP00000004617	ENSCAFP00000029631
ENSTGUP00000006099	ENSCAFP00000022408
ENSTGUP00000007639	ENSCAFP00000021091
ENSTGUP00000000319	ENSCAFP00000024698
ENSTGUP00000003504	ENSCAFP00000029083
ENSTGUP00000013060	ENSCAFP00000016137
ENSTGUP00000009947	ENSCAFP00000001374
ENSTGUP00000009702	ENSCAFP00000011080
ENSTGUP00000010473	ENSCAFP00000015018
ENSTGUP00000012005	ENSCAFP00000041174
ENSTGUP00000002930	ENSCAFP00000021572
ENSTGUP00000004953	ENSCAFP00000020826
ENSTGUP00000009223	ENSCAFP00000026131
ENSTGUP00000011224	ENSCAFP00000014081
ENSTGUP00000008312	ENSCAFP00000009621
ENSTGUP00000017219	ENSCAFP00000025723
ENSTGUP00000000867	ENSCAFP00000030784
ENSTGUP00000006380	ENSCAFP00000027759
ENSTGUP00000009156	ENSCAFP00000006875
ENSTGUP00000013642	ENSCAFP00000002947
ENSTGUP00000013123	ENSCAFP00000031145
ENSTGUP00000013231	ENSCAFP00000006271
ENSTGUP00000014832	ENSCAFP00000022766
ENSTGUP00000006854	ENSCAFP00000010516
ENSTGUP00000010563	ENSCAFP00000016909
ENSTGUP00000009091	ENSCAFP00000008609
ENSTGUP00000009385	ENSCAFP00000011151
ENSTGUP00000008750	ENSCAFP00000009589
ENSTGUP00000005809	ENSCAFP00000012749
ENSTGUP00000015208	ENSCAFP00000007290
ENSTGUP00000006088	ENSCAFP00000012129
ENSTGUP00000006086	ENSCAFP00000027539
ENSTGUP00000010123	ENSCAFP00000019409
ENSTGUP00000009347	ENSCAFP00000026182
ENSTGUP00000004983	ENSCAFP00000038313
ENSTGUP00000005364	ENSCAFP00000030953
ENSTGUP00000008235	ENSCAFP00000029342
ENSTGUP00000004984	ENSCAFP00000040815
ENSTGUP00000003802	ENSCAFP00000039803
ENSTGUP00000010420	ENSCAFP00000021155
ENSTGUP00000012427	ENSCAFP00000006316
ENSTGUP00000001317	ENSCAFP00000015686
ENSTGUP00000001532	ENSCAFP00000002909
ENSTGUP00000007158	ENSCAFP00000004294
ENSTGUP00000012511	ENSCAFP00000000926
ENSTGUP00000009866	ENSCAFP00000015221
ENSTGUP00000009812	ENSCAFP00000037398
ENSTGUP00000007021	ENSCAFP00000030350
ENSTGUP00000010990	ENSCAFP00000015858
ENSTGUP00000000807	ENSCAFP00000026432
ENSTGUP00000002029	ENSCAFP00000027933
ENSTGUP00000010384	ENSCAFP00000014333
ENSTGUP00000016555	ENSCAFP00000037663
ENSTGUP00000008546	ENSCAFP00000026789
ENSTGUP00000011203	ENSCAFP00000002519
ENSTGUP00000011630	ENSCAFP00000010872
ENSTGUP00000000057	ENSCAFP00000031437
ENSTGUP00000016554	ENSCAFP00000011595
ENSTGUP00000000834	ENSCAFP00000028124
ENSTGUP00000015698	ENSCAFP00000033848
ENSTGUP00000008997	ENSCAFP00000037756
ENSTGUP00000004459	ENSCAFP00000005332
ENSTGUP00000002854	ENSCAFP00000006303
ENSTGUP00000007203	ENSCAFP00000011564
ENSTGUP00000004397	ENSCAFP00000017371
ENSTGUP00000006117	ENSCAFP00000042856
ENSTGUP00000006049	ENSCAFP00000008093
ENSTGUP00000001010	ENSCAFP00000010985
ENSTGUP00000017327	ENSCAFP00000022304
ENSTGUP00000013202	ENSCAFP00000036550
ENSTGUP00000003160	ENSCAFP00000019190
ENSTGUP00000012391	ENSCAFP00000001298
ENSTGUP00000011267	ENSCAFP00000041331
ENSTGUP00000011798	ENSCAFP00000010600
ENSTGUP00000017827	ENSCAFP00000034564
ENSTGUP00000004388	ENSCAFP00000016776
ENSTGUP00000004815	ENSCAFP00000015575
ENSTGUP00000012044	ENSCAFP00000040750
ENSTGUP00000005154	ENSCAFP00000005107
ENSTGUP00000011499	ENSCAFP00000016457
ENSTGUP00000013400	ENSCAFP00000035591
ENSTGUP00000007007	ENSCAFP00000039641
ENSTGUP00000005732	ENSCAFP00000015212
ENSTGUP00000012802	ENSCAFP00000001424
ENSTGUP00000002262	ENSCAFP00000013223
ENSTGUP00000003343	ENSCAFP00000002393
ENSTGUP00000009046	ENSCAFP00000007006
ENSTGUP00000012371	ENSCAFP00000008939
ENSTGUP00000006386	ENSCAFP00000038303
ENSTGUP00000003267	ENSCAFP00000028891
ENSTGUP00000001829	ENSCAFP00000009719
ENSTGUP00000007718	ENSCAFP00000027347
ENSTGUP00000006890	ENSCAFP00000011471
ENSTGUP00000007652	ENSCAFP00000015848
ENSTGUP00000015832	ENSCAFP00000009824
ENSTGUP00000013769	ENSCAFP00000016589
ENSTGUP00000013280	ENSCAFP00000027074
ENSTGUP00000007886	ENSCAFP00000023572
ENSTGUP00000002792	ENSCAFP00000021998
ENSTGUP00000007608	ENSCAFP00000015951
ENSTGUP00000006869	ENSCAFP00000026710
ENSTGUP00000012654	ENSCAFP00000005167
ENSTGUP00000002914	ENSCAFP00000010974
ENSTGUP00000006066	ENSCAFP00000008130
ENSTGUP00000005175	ENSCAFP00000012839
ENSTGUP00000002356	ENSCAFP00000040896
ENSTGUP00000011620	ENSCAFP00000000614
ENSTGUP00000017709	ENSCAFP00000018460
ENSTGUP00000005075	ENSCAFP00000002554
ENSTGUP00000004847	ENSCAFP00000029539
ENSTGUP00000001522	ENSCAFP00000037159
ENSTGUP00000006222	ENSCAFP00000022691
