ENSMGAP00000004951	ENSCAFP00000014731
ENSMGAP00000000600	ENSCAFP00000028997
ENSMGAP00000007630	ENSCAFP00000036227
ENSMGAP00000009790	ENSCAFP00000040915
ENSMGAP00000003693	ENSCAFP00000016220
ENSMGAP00000018133	ENSCAFP00000006987
ENSMGAP00000003951	ENSCAFP00000008812
ENSMGAP00000004798	ENSCAFP00000000117
ENSMGAP00000009260	ENSCAFP00000027649
ENSMGAP00000006731	ENSCAFP00000004194
ENSMGAP00000012361	ENSCAFP00000024522
ENSMGAP00000018567	ENSCAFP00000002377
ENSMGAP00000011596	ENSCAFP00000008717
ENSMGAP00000011805	ENSCAFP00000009165
ENSMGAP00000001057	ENSCAFP00000029876
ENSMGAP00000003154	ENSCAFP00000036994
ENSMGAP00000012918	ENSCAFP00000001595
ENSMGAP00000010229	ENSCAFP00000028202
ENSMGAP00000005075	ENSCAFP00000006445
ENSMGAP00000012523	ENSCAFP00000016946
ENSMGAP00000001963	ENSCAFP00000038871
ENSMGAP00000005885	ENSCAFP00000041281
ENSMGAP00000006395	ENSCAFP00000015198
ENSMGAP00000000311	ENSCAFP00000030235
ENSMGAP00000009412	ENSCAFP00000027589
ENSMGAP00000006368	ENSCAFP00000030265
ENSMGAP00000006240	ENSCAFP00000028004
ENSMGAP00000008688	ENSCAFP00000029974
ENSMGAP00000003428	ENSCAFP00000001866
ENSMGAP00000011889	ENSCAFP00000002241
ENSMGAP00000001974	ENSCAFP00000007992
ENSMGAP00000019151	ENSCAFP00000006249
ENSMGAP00000005888	ENSCAFP00000011354
ENSMGAP00000004096	ENSCAFP00000007517
ENSMGAP00000015248	ENSCAFP00000012354
ENSMGAP00000002847	ENSCAFP00000011051
ENSMGAP00000003483	ENSCAFP00000037609
ENSMGAP00000000214	ENSCAFP00000027702
ENSMGAP00000003072	ENSCAFP00000018128
ENSMGAP00000005858	ENSCAFP00000029474
ENSMGAP00000015162	ENSCAFP00000015822
ENSMGAP00000002287	ENSCAFP00000014924
ENSMGAP00000018307	ENSCAFP00000013633
ENSMGAP00000000229	ENSCAFP00000015482
ENSMGAP00000010594	ENSCAFP00000010456
ENSMGAP00000011802	ENSCAFP00000017665
ENSMGAP00000010361	ENSCAFP00000014681
ENSMGAP00000010570	ENSCAFP00000021881
ENSMGAP00000006289	ENSCAFP00000002348
ENSMGAP00000014910	ENSCAFP00000022300
ENSMGAP00000009470	ENSCAFP00000016236
ENSMGAP00000007105	ENSCAFP00000025228
ENSMGAP00000001824	ENSCAFP00000004181
ENSMGAP00000012343	ENSCAFP00000007583
ENSMGAP00000010698	ENSCAFP00000010269
ENSMGAP00000014080	ENSCAFP00000026434
ENSMGAP00000005677	ENSCAFP00000028183
ENSMGAP00000014585	ENSCAFP00000021838
ENSMGAP00000009714	ENSCAFP00000028356
ENSMGAP00000003762	ENSCAFP00000005265
ENSMGAP00000010453	ENSCAFP00000026881
ENSMGAP00000004617	ENSCAFP00000007092
ENSMGAP00000011331	ENSCAFP00000010176
ENSMGAP00000012538	ENSCAFP00000007136
ENSMGAP00000010225	ENSCAFP00000018093
ENSMGAP00000012817	ENSCAFP00000033551
ENSMGAP00000002354	ENSCAFP00000024173
ENSMGAP00000004397	ENSCAFP00000029684
ENSMGAP00000010026	ENSCAFP00000001725
ENSMGAP00000007307	ENSCAFP00000040878
ENSMGAP00000008966	ENSCAFP00000042359
ENSMGAP00000012941	ENSCAFP00000041247
ENSMGAP00000003175	ENSCAFP00000018221
ENSMGAP00000006894	ENSCAFP00000012781
ENSMGAP00000014395	ENSCAFP00000022510
ENSMGAP00000016236	ENSCAFP00000042144
ENSMGAP00000011399	ENSCAFP00000010376
ENSMGAP00000016132	ENSCAFP00000006253
ENSMGAP00000009891	ENSCAFP00000025216
ENSMGAP00000014454	ENSCAFP00000004560
ENSMGAP00000007111	ENSCAFP00000028186
ENSMGAP00000002865	ENSCAFP00000014923
ENSMGAP00000014883	ENSCAFP00000007617
ENSMGAP00000007003	ENSCAFP00000023095
ENSMGAP00000000967	ENSCAFP00000015556
ENSMGAP00000013273	ENSCAFP00000020510
ENSMGAP00000009452	ENSCAFP00000004916
ENSMGAP00000013237	ENSCAFP00000020420
ENSMGAP00000000029	ENSCAFP00000016393
ENSMGAP00000003188	ENSCAFP00000007969
ENSMGAP00000003112	ENSCAFP00000026781
ENSMGAP00000001286	ENSCAFP00000012721
ENSMGAP00000014072	ENSCAFP00000015434
ENSMGAP00000001151	ENSCAFP00000019098
ENSMGAP00000005460	ENSCAFP00000011218
ENSMGAP00000004672	ENSCAFP00000011626
ENSMGAP00000007636	ENSCAFP00000015374
ENSMGAP00000007891	ENSCAFP00000004095
ENSMGAP00000014412	ENSCAFP00000022452
ENSMGAP00000005245	ENSCAFP00000039804
ENSMGAP00000015742	ENSCAFP00000009415
ENSMGAP00000016079	ENSCAFP00000021785
ENSMGAP00000003860	ENSCAFP00000016369
ENSMGAP00000010759	ENSCAFP00000010233
ENSMGAP00000002476	ENSCAFP00000004768
ENSMGAP00000010713	ENSCAFP00000037791
ENSMGAP00000012569	ENSCAFP00000034264
ENSMGAP00000015114	ENSCAFP00000016300
ENSMGAP00000011950	ENSCAFP00000028027
ENSMGAP00000003184	ENSCAFP00000007365
ENSMGAP00000000137	ENSCAFP00000015317
ENSMGAP00000011973	ENSCAFP00000009204
ENSMGAP00000001933	ENSCAFP00000010157
ENSMGAP00000011514	ENSCAFP00000016498
ENSMGAP00000000103	ENSCAFP00000015364
ENSMGAP00000008102	ENSCAFP00000036644
ENSMGAP00000013694	ENSCAFP00000021731
ENSMGAP00000005994	ENSCAFP00000038641
ENSMGAP00000001682	ENSCAFP00000012934
ENSMGAP00000015400	ENSCAFP00000014222
ENSMGAP00000006408	ENSCAFP00000008625
ENSMGAP00000008948	ENSCAFP00000027816
ENSMGAP00000000583	ENSCAFP00000010445
ENSMGAP00000015221	ENSCAFP00000014569
ENSMGAP00000012189	ENSCAFP00000039665
ENSMGAP00000006967	ENSCAFP00000005867
ENSMGAP00000000128	ENSCAFP00000024353
ENSMGAP00000004175	ENSCAFP00000007483
ENSMGAP00000002308	ENSCAFP00000030165
ENSMGAP00000004919	ENSCAFP00000031860
ENSMGAP00000009705	ENSCAFP00000015941
ENSMGAP00000011177	ENSCAFP00000012895
ENSMGAP00000005777	ENSCAFP00000027654
ENSMGAP00000005517	ENSCAFP00000036797
ENSMGAP00000010599	ENSCAFP00000000504
ENSMGAP00000006806	ENSCAFP00000005976
ENSMGAP00000000962	ENSCAFP00000006679
ENSMGAP00000013432	ENSCAFP00000027853
ENSMGAP00000004960	ENSCAFP00000015449
ENSMGAP00000011432	ENSCAFP00000010809
ENSMGAP00000000116	ENSCAFP00000015389
ENSMGAP00000006165	ENSCAFP00000029528
ENSMGAP00000013586	ENSCAFP00000025343
ENSMGAP00000015773	ENSCAFP00000008938
ENSMGAP00000005001	ENSCAFP00000040899
ENSMGAP00000003048	ENSCAFP00000027549
ENSMGAP00000003209	ENSCAFP00000007384
ENSMGAP00000008519	ENSCAFP00000041063
ENSMGAP00000010389	ENSCAFP00000018999
ENSMGAP00000012056	ENSCAFP00000023179
ENSMGAP00000006496	ENSCAFP00000035218
ENSMGAP00000008661	ENSCAFP00000041810
ENSMGAP00000006002	ENSCAFP00000016044
ENSMGAP00000004652	ENSCAFP00000004711
ENSMGAP00000000713	ENSCAFP00000006428
ENSMGAP00000009899	ENSCAFP00000030224
ENSMGAP00000011882	ENSCAFP00000009329
ENSMGAP00000006847	ENSCAFP00000029626
ENSMGAP00000019326	ENSCAFP00000008716
ENSMGAP00000008795	ENSCAFP00000005251
ENSMGAP00000013201	ENSCAFP00000039382
ENSMGAP00000014292	ENSCAFP00000005515
ENSMGAP00000004856	ENSCAFP00000000208
ENSMGAP00000015758	ENSCAFP00000009134
ENSMGAP00000006794	ENSCAFP00000008138
ENSMGAP00000012729	ENSCAFP00000002723
ENSMGAP00000004325	ENSCAFP00000036187
ENSMGAP00000005443	ENSCAFP00000012963
ENSMGAP00000012228	ENSCAFP00000018725
ENSMGAP00000010641	ENSCAFP00000003707
ENSMGAP00000005461	ENSCAFP00000022998
ENSMGAP00000010150	ENSCAFP00000018252
ENSMGAP00000001006	ENSCAFP00000020922
ENSMGAP00000011132	ENSCAFP00000002137
ENSMGAP00000001604	ENSCAFP00000015188
ENSMGAP00000003257	ENSCAFP00000028617
ENSMGAP00000010536	ENSCAFP00000002292
ENSMGAP00000003959	ENSCAFP00000022206
ENSMGAP00000012946	ENSCAFP00000005218
ENSMGAP00000003229	ENSCAFP00000014238
ENSMGAP00000013114	ENSCAFP00000024193
ENSMGAP00000017876	ENSCAFP00000004727
ENSMGAP00000013698	ENSCAFP00000001821
ENSMGAP00000010583	ENSCAFP00000025803
ENSMGAP00000001029	ENSCAFP00000035625
ENSMGAP00000012753	ENSCAFP00000001477
ENSMGAP00000006690	ENSCAFP00000012410
ENSMGAP00000014507	ENSCAFP00000020962
ENSMGAP00000004053	ENSCAFP00000020394
ENSMGAP00000006992	ENSCAFP00000015818
ENSMGAP00000011686	ENSCAFP00000014023
ENSMGAP00000010064	ENSCAFP00000041067
ENSMGAP00000006219	ENSCAFP00000011872
ENSMGAP00000014203	ENSCAFP00000005772
ENSMGAP00000008947	ENSCAFP00000003578
ENSMGAP00000012010	ENSCAFP00000009628
ENSMGAP00000015161	ENSCAFP00000035156
ENSMGAP00000018771	ENSCAFP00000028090
ENSMGAP00000001770	ENSCAFP00000009913
ENSMGAP00000000175	ENSCAFP00000032081
ENSMGAP00000017215	ENSCAFP00000027838
ENSMGAP00000005560	ENSCAFP00000023068
ENSMGAP00000010035	ENSCAFP00000036396
ENSMGAP00000005272	ENSCAFP00000008814
ENSMGAP00000013299	ENSCAFP00000000567
ENSMGAP00000012955	ENSCAFP00000001209
ENSMGAP00000011458	ENSCAFP00000033128
ENSMGAP00000002915	ENSCAFP00000005413
ENSMGAP00000000636	ENSCAFP00000039716
ENSMGAP00000001652	ENSCAFP00000003316
ENSMGAP00000004462	ENSCAFP00000040211
ENSMGAP00000010533	ENSCAFP00000032501
ENSMGAP00000009772	ENSCAFP00000041565
ENSMGAP00000006132	ENSCAFP00000010792
ENSMGAP00000014816	ENSCAFP00000005032
ENSMGAP00000018830	ENSCAFP00000026301
ENSMGAP00000015567	ENSCAFP00000037249
ENSMGAP00000002681	ENSCAFP00000019904
ENSMGAP00000014389	ENSCAFP00000036218
ENSMGAP00000007377	ENSCAFP00000006114
ENSMGAP00000013116	ENSCAFP00000024205
ENSMGAP00000000382	ENSCAFP00000013482
ENSMGAP00000001901	ENSCAFP00000015258
ENSMGAP00000016927	ENSCAFP00000027337
ENSMGAP00000013356	ENSCAFP00000040540
ENSMGAP00000012637	ENSCAFP00000013612
ENSMGAP00000011993	ENSCAFP00000011625
ENSMGAP00000015084	ENSCAFP00000028485
ENSMGAP00000019263	ENSCAFP00000016075
ENSMGAP00000007660	ENSCAFP00000022169
ENSMGAP00000013608	ENSCAFP00000025379
ENSMGAP00000004551	ENSCAFP00000004741
ENSMGAP00000013236	ENSCAFP00000001346
ENSMGAP00000009075	ENSCAFP00000011741
ENSMGAP00000011666	ENSCAFP00000013970
ENSMGAP00000008475	ENSCAFP00000012312
ENSMGAP00000010605	ENSCAFP00000007635
ENSMGAP00000010151	ENSCAFP00000003259
ENSMGAP00000014341	ENSCAFP00000018626
ENSMGAP00000003285	ENSCAFP00000007386
ENSMGAP00000009154	ENSCAFP00000019917
ENSMGAP00000014379	ENSCAFP00000005113
ENSMGAP00000000618	ENSCAFP00000021538
ENSMGAP00000013983	ENSCAFP00000005793
ENSMGAP00000013125	ENSCAFP00000024234
ENSMGAP00000006660	ENSCAFP00000041721
ENSMGAP00000018989	ENSCAFP00000027826
ENSMGAP00000000159	ENSCAFP00000040253
ENSMGAP00000010791	ENSCAFP00000009828
ENSMGAP00000004342	ENSCAFP00000007277
ENSMGAP00000012696	ENSCAFP00000013835
ENSMGAP00000006543	ENSCAFP00000010273
ENSMGAP00000007570	ENSCAFP00000020647
ENSMGAP00000012796	ENSCAFP00000002614
ENSMGAP00000013402	ENSCAFP00000040457
ENSMGAP00000003345	ENSCAFP00000011229
ENSMGAP00000012735	ENSCAFP00000001490
ENSMGAP00000013080	ENSCAFP00000001029
ENSMGAP00000015941	ENSCAFP00000008903
ENSMGAP00000015081	ENSCAFP00000003110
ENSMGAP00000009586	ENSCAFP00000020799
ENSMGAP00000001740	ENSCAFP00000009235
ENSMGAP00000001038	ENSCAFP00000026015
ENSMGAP00000004796	ENSCAFP00000007445
ENSMGAP00000002953	ENSCAFP00000014241
ENSMGAP00000015124	ENSCAFP00000012030
ENSMGAP00000004324	ENSCAFP00000008021
ENSMGAP00000001020	ENSCAFP00000027674
ENSMGAP00000012282	ENSCAFP00000015601
ENSMGAP00000004343	ENSCAFP00000011871
ENSMGAP00000010128	ENSCAFP00000028826
ENSMGAP00000007934	ENSCAFP00000010215
ENSMGAP00000005965	ENSCAFP00000036660
ENSMGAP00000001064	ENSCAFP00000011156
ENSMGAP00000016043	ENSCAFP00000010819
ENSMGAP00000012238	ENSCAFP00000021256
ENSMGAP00000017685	ENSCAFP00000008963
ENSMGAP00000004697	ENSCAFP00000025471
ENSMGAP00000011207	ENSCAFP00000015780
ENSMGAP00000005012	ENSCAFP00000012811
ENSMGAP00000015729	ENSCAFP00000009724
ENSMGAP00000014692	ENSCAFP00000022580
ENSMGAP00000014527	ENSCAFP00000004345
ENSMGAP00000004283	ENSCAFP00000013512
ENSMGAP00000015687	ENSCAFP00000003203
ENSMGAP00000015575	ENSCAFP00000017310
ENSMGAP00000018777	ENSCAFP00000025911
ENSMGAP00000011406	ENSCAFP00000006016
ENSMGAP00000005006	ENSCAFP00000023737
ENSMGAP00000012074	ENSCAFP00000009753
ENSMGAP00000000146	ENSCAFP00000024369
ENSMGAP00000018711	ENSCAFP00000004016
ENSMGAP00000001344	ENSCAFP00000015956
ENSMGAP00000015978	ENSCAFP00000009422
ENSMGAP00000007769	ENSCAFP00000003740
ENSMGAP00000004309	ENSCAFP00000024669
ENSMGAP00000013376	ENSCAFP00000034027
ENSMGAP00000001312	ENSCAFP00000018949
ENSMGAP00000008772	ENSCAFP00000017511
ENSMGAP00000003106	ENSCAFP00000021414
ENSMGAP00000006649	ENSCAFP00000006718
ENSMGAP00000005281	ENSCAFP00000036004
ENSMGAP00000000588	ENSCAFP00000025171
ENSMGAP00000004773	ENSCAFP00000026969
ENSMGAP00000018592	ENSCAFP00000029615
ENSMGAP00000008823	ENSCAFP00000040568
ENSMGAP00000008550	ENSCAFP00000027911
ENSMGAP00000006917	ENSCAFP00000015789
ENSMGAP00000004270	ENSCAFP00000020358
ENSMGAP00000006641	ENSCAFP00000006164
ENSMGAP00000009816	ENSCAFP00000020852
ENSMGAP00000000353	ENSCAFP00000027778
ENSMGAP00000005070	ENSCAFP00000015299
ENSMGAP00000010809	ENSCAFP00000004170
ENSMGAP00000014017	ENSCAFP00000001496
ENSMGAP00000009704	ENSCAFP00000007050
ENSMGAP00000000451	ENSCAFP00000018533
ENSMGAP00000006605	ENSCAFP00000026064
ENSMGAP00000004294	ENSCAFP00000008013
ENSMGAP00000016014	ENSCAFP00000012200
ENSMGAP00000014432	ENSCAFP00000022177
ENSMGAP00000005524	ENSCAFP00000014754
ENSMGAP00000016010	ENSCAFP00000010037
ENSMGAP00000007912	ENSCAFP00000006670
ENSMGAP00000015673	ENSCAFP00000040323
ENSMGAP00000003609	ENSCAFP00000013968
ENSMGAP00000013068	ENSCAFP00000007428
ENSMGAP00000015950	ENSCAFP00000008980
ENSMGAP00000001128	ENSCAFP00000015077
ENSMGAP00000010219	ENSCAFP00000000188
ENSMGAP00000010152	ENSCAFP00000017915
ENSMGAP00000003500	ENSCAFP00000012437
ENSMGAP00000005325	ENSCAFP00000011277
ENSMGAP00000016202	ENSCAFP00000007876
ENSMGAP00000018943	ENSCAFP00000014676
ENSMGAP00000019575	ENSCAFP00000016303
ENSMGAP00000007927	ENSCAFP00000017302
ENSMGAP00000013396	ENSCAFP00000024989
ENSMGAP00000004630	ENSCAFP00000013618
ENSMGAP00000007695	ENSCAFP00000036182
ENSMGAP00000019238	ENSCAFP00000002480
ENSMGAP00000015402	ENSCAFP00000014244
ENSMGAP00000009594	ENSCAFP00000020760
ENSMGAP00000010059	ENSCAFP00000027183
ENSMGAP00000014043	ENSCAFP00000001443
ENSMGAP00000004631	ENSCAFP00000005736
ENSMGAP00000011056	ENSCAFP00000006124
ENSMGAP00000007079	ENSCAFP00000011472
ENSMGAP00000007461	ENSCAFP00000026340
ENSMGAP00000006850	ENSCAFP00000010969
ENSMGAP00000005423	ENSCAFP00000004550
ENSMGAP00000001365	ENSCAFP00000004361
ENSMGAP00000009773	ENSCAFP00000007096
ENSMGAP00000010675	ENSCAFP00000003662
ENSMGAP00000009809	ENSCAFP00000020095
ENSMGAP00000009618	ENSCAFP00000025942
ENSMGAP00000015463	ENSCAFP00000015739
ENSMGAP00000002736	ENSCAFP00000027129
ENSMGAP00000005414	ENSCAFP00000018600
ENSMGAP00000006412	ENSCAFP00000015210
ENSMGAP00000013630	ENSCAFP00000000425
ENSMGAP00000009103	ENSCAFP00000011659
ENSMGAP00000005315	ENSCAFP00000021275
ENSMGAP00000013222	ENSCAFP00000001256
ENSMGAP00000013794	ENSCAFP00000010802
ENSMGAP00000013386	ENSCAFP00000023034
ENSMGAP00000003864	ENSCAFP00000036886
ENSMGAP00000010903	ENSCAFP00000007766
ENSMGAP00000004703	ENSCAFP00000011609
ENSMGAP00000019763	ENSCAFP00000001370
ENSMGAP00000000237	ENSCAFP00000029588
ENSMGAP00000014339	ENSCAFP00000022988
ENSMGAP00000007984	ENSCAFP00000029832
ENSMGAP00000002816	ENSCAFP00000026597
ENSMGAP00000010504	ENSCAFP00000038437
ENSMGAP00000008255	ENSCAFP00000028236
ENSMGAP00000001199	ENSCAFP00000004434
ENSMGAP00000000749	ENSCAFP00000021560
ENSMGAP00000013112	ENSCAFP00000007525
ENSMGAP00000010134	ENSCAFP00000013486
ENSMGAP00000001720	ENSCAFP00000017360
ENSMGAP00000009437	ENSCAFP00000017599
ENSMGAP00000015319	ENSCAFP00000036662
ENSMGAP00000012664	ENSCAFP00000017925
ENSMGAP00000010371	ENSCAFP00000037924
ENSMGAP00000013367	ENSCAFP00000008260
ENSMGAP00000003593	ENSCAFP00000041780
ENSMGAP00000019299	ENSCAFP00000007838
ENSMGAP00000001139	ENSCAFP00000004441
ENSMGAP00000002956	ENSCAFP00000020339
ENSMGAP00000014954	ENSCAFP00000006462
ENSMGAP00000011034	ENSCAFP00000012358
ENSMGAP00000001592	ENSCAFP00000016547
ENSMGAP00000007680	ENSCAFP00000016921
ENSMGAP00000012794	ENSCAFP00000002624
ENSMGAP00000013808	ENSCAFP00000010759
ENSMGAP00000008944	ENSCAFP00000011885
ENSMGAP00000012246	ENSCAFP00000003219
ENSMGAP00000008663	ENSCAFP00000037613
ENSMGAP00000007456	ENSCAFP00000006072
ENSMGAP00000003660	ENSCAFP00000000342
ENSMGAP00000005743	ENSCAFP00000007912
ENSMGAP00000009372	ENSCAFP00000003468
ENSMGAP00000014633	ENSCAFP00000038744
ENSMGAP00000012329	ENSCAFP00000027602
ENSMGAP00000001788	ENSCAFP00000008567
ENSMGAP00000014500	ENSCAFP00000004421
ENSMGAP00000008553	ENSCAFP00000025580
ENSMGAP00000001519	ENSCAFP00000012423
ENSMGAP00000009356	ENSCAFP00000039384
ENSMGAP00000014374	ENSCAFP00000022887
ENSMGAP00000017011	ENSCAFP00000016485
ENSMGAP00000012190	ENSCAFP00000017539
ENSMGAP00000005701	ENSCAFP00000027609
ENSMGAP00000015195	ENSCAFP00000013632
ENSMGAP00000011739	ENSCAFP00000010897
ENSMGAP00000001787	ENSCAFP00000026569
ENSMGAP00000014964	ENSCAFP00000006068
ENSMGAP00000001633	ENSCAFP00000004201
ENSMGAP00000019495	ENSCAFP00000008215
ENSMGAP00000013866	ENSCAFP00000016268
ENSMGAP00000006297	ENSCAFP00000024357
ENSMGAP00000008998	ENSCAFP00000002913
ENSMGAP00000000906	ENSCAFP00000019818
ENSMGAP00000015207	ENSCAFP00000014103
ENSMGAP00000012265	ENSCAFP00000012626
ENSMGAP00000007089	ENSCAFP00000028219
ENSMGAP00000007749	ENSCAFP00000023864
ENSMGAP00000015873	ENSCAFP00000043115
ENSMGAP00000008043	ENSCAFP00000029394
ENSMGAP00000001996	ENSCAFP00000015293
ENSMGAP00000000741	ENSCAFP00000029796
ENSMGAP00000018535	ENSCAFP00000036469
ENSMGAP00000011799	ENSCAFP00000009146
ENSMGAP00000005123	ENSCAFP00000028364
ENSMGAP00000002959	ENSCAFP00000007767
ENSMGAP00000004255	ENSCAFP00000024703
ENSMGAP00000016171	ENSCAFP00000006672
ENSMGAP00000002960	ENSCAFP00000019156
ENSMGAP00000017266	ENSCAFP00000006738
ENSMGAP00000012359	ENSCAFP00000004760
ENSMGAP00000003208	ENSCAFP00000012736
ENSMGAP00000013240	ENSCAFP00000024530
ENSMGAP00000010707	ENSCAFP00000018314
ENSMGAP00000013322	ENSCAFP00000000578
ENSMGAP00000013914	ENSCAFP00000026014
ENSMGAP00000004018	ENSCAFP00000012236
ENSMGAP00000012787	ENSCAFP00000007179
ENSMGAP00000004721	ENSCAFP00000004653
ENSMGAP00000014869	ENSCAFP00000005877
ENSMGAP00000008416	ENSCAFP00000018346
ENSMGAP00000014274	ENSCAFP00000042295
ENSMGAP00000014697	ENSCAFP00000017661
ENSMGAP00000006181	ENSCAFP00000038656
ENSMGAP00000014605	ENSCAFP00000020768
ENSMGAP00000019573	ENSCAFP00000024844
ENSMGAP00000019480	ENSCAFP00000006191
ENSMGAP00000001634	ENSCAFP00000010500
ENSMGAP00000004231	ENSCAFP00000021519
ENSMGAP00000008638	ENSCAFP00000029929
ENSMGAP00000000447	ENSCAFP00000011238
ENSMGAP00000013479	ENSCAFP00000002593
ENSMGAP00000009676	ENSCAFP00000038846
ENSMGAP00000013567	ENSCAFP00000025319
ENSMGAP00000014736	ENSCAFP00000003297
ENSMGAP00000004696	ENSCAFP00000015240
ENSMGAP00000003782	ENSCAFP00000021099
ENSMGAP00000002460	ENSCAFP00000004832
ENSMGAP00000002744	ENSCAFP00000002154
ENSMGAP00000014783	ENSCAFP00000004830
ENSMGAP00000006688	ENSCAFP00000019418
ENSMGAP00000006239	ENSCAFP00000018497
ENSMGAP00000002931	ENSCAFP00000023192
ENSMGAP00000001739	ENSCAFP00000028668
ENSMGAP00000012333	ENSCAFP00000003073
ENSMGAP00000016797	ENSCAFP00000000760
ENSMGAP00000005764	ENSCAFP00000024049
ENSMGAP00000014785	ENSCAFP00000004836
ENSMGAP00000014161	ENSCAFP00000023212
ENSMGAP00000000597	ENSCAFP00000024571
ENSMGAP00000006478	ENSCAFP00000011627
ENSMGAP00000009262	ENSCAFP00000000734
ENSMGAP00000014763	ENSCAFP00000035284
ENSMGAP00000014405	ENSCAFP00000018164
ENSMGAP00000000929	ENSCAFP00000037097
ENSMGAP00000008783	ENSCAFP00000017690
ENSMGAP00000017556	ENSCAFP00000002273
ENSMGAP00000017767	ENSCAFP00000027330
ENSMGAP00000014104	ENSCAFP00000001324
ENSMGAP00000016258	ENSCAFP00000035008
ENSMGAP00000001126	ENSCAFP00000034622
ENSMGAP00000000024	ENSCAFP00000017266
ENSMGAP00000010676	ENSCAFP00000010281
ENSMGAP00000011928	ENSCAFP00000039242
ENSMGAP00000006236	ENSCAFP00000008522
ENSMGAP00000011541	ENSCAFP00000040013
ENSMGAP00000008725	ENSCAFP00000038980
ENSMGAP00000000743	ENSCAFP00000000986
ENSMGAP00000013961	ENSCAFP00000026168
ENSMGAP00000010139	ENSCAFP00000007832
ENSMGAP00000011561	ENSCAFP00000013775
ENSMGAP00000008613	ENSCAFP00000029967
ENSMGAP00000004120	ENSCAFP00000014881
ENSMGAP00000018724	ENSCAFP00000024508
ENSMGAP00000007652	ENSCAFP00000010693
ENSMGAP00000016181	ENSCAFP00000007215
ENSMGAP00000016789	ENSCAFP00000012239
ENSMGAP00000017783	ENSCAFP00000011831
ENSMGAP00000005600	ENSCAFP00000027553
ENSMGAP00000000520	ENSCAFP00000020874
ENSMGAP00000007712	ENSCAFP00000020232
ENSMGAP00000003110	ENSCAFP00000011167
ENSMGAP00000003254	ENSCAFP00000004937
ENSMGAP00000004845	ENSCAFP00000025563
ENSMGAP00000007271	ENSCAFP00000042066
ENSMGAP00000003539	ENSCAFP00000002594
ENSMGAP00000014773	ENSCAFP00000004763
ENSMGAP00000003800	ENSCAFP00000010216
ENSMGAP00000015180	ENSCAFP00000022457
ENSMGAP00000009188	ENSCAFP00000014094
ENSMGAP00000004794	ENSCAFP00000038761
ENSMGAP00000002427	ENSCAFP00000015816
ENSMGAP00000008456	ENSCAFP00000000043
ENSMGAP00000009688	ENSCAFP00000009803
ENSMGAP00000003815	ENSCAFP00000030143
ENSMGAP00000003955	ENSCAFP00000018245
ENSMGAP00000000049	ENSCAFP00000017357
ENSMGAP00000002491	ENSCAFP00000012897
ENSMGAP00000008107	ENSCAFP00000020398
ENSMGAP00000016015	ENSCAFP00000010129
ENSMGAP00000005647	ENSCAFP00000011121
ENSMGAP00000000400	ENSCAFP00000013435
ENSMGAP00000014032	ENSCAFP00000030799
ENSMGAP00000015226	ENSCAFP00000015072
ENSMGAP00000004453	ENSCAFP00000027176
ENSMGAP00000005351	ENSCAFP00000022331
ENSMGAP00000008742	ENSCAFP00000019819
ENSMGAP00000004308	ENSCAFP00000007470
ENSMGAP00000006209	ENSCAFP00000029444
ENSMGAP00000000281	ENSCAFP00000024913
ENSMGAP00000000094	ENSCAFP00000016035
ENSMGAP00000019451	ENSCAFP00000035313
ENSMGAP00000008675	ENSCAFP00000004476
ENSMGAP00000008752	ENSCAFP00000029978
ENSMGAP00000008365	ENSCAFP00000017485
ENSMGAP00000015185	ENSCAFP00000022569
ENSMGAP00000011589	ENSCAFP00000008496
ENSMGAP00000007052	ENSCAFP00000028210
ENSMGAP00000014419	ENSCAFP00000022412
ENSMGAP00000017744	ENSCAFP00000006803
ENSMGAP00000006916	ENSCAFP00000029631
ENSMGAP00000005772	ENSCAFP00000021091
ENSMGAP00000003318	ENSCAFP00000024698
ENSMGAP00000018104	ENSCAFP00000016137
ENSMGAP00000012573	ENSCAFP00000001374
ENSMGAP00000009804	ENSCAFP00000013995
ENSMGAP00000005775	ENSCAFP00000011080
ENSMGAP00000018998	ENSCAFP00000015018
ENSMGAP00000012683	ENSCAFP00000041174
ENSMGAP00000004054	ENSCAFP00000021572
ENSMGAP00000002424	ENSCAFP00000010483
ENSMGAP00000008151	ENSCAFP00000009287
ENSMGAP00000012261	ENSCAFP00000020826
ENSMGAP00000008317	ENSCAFP00000026131
ENSMGAP00000010202	ENSCAFP00000025463
ENSMGAP00000000210	ENSCAFP00000013114
ENSMGAP00000011754	ENSCAFP00000014081
ENSMGAP00000001481	ENSCAFP00000009621
ENSMGAP00000000130	ENSCAFP00000025723
ENSMGAP00000005983	ENSCAFP00000008321
ENSMGAP00000019189	ENSCAFP00000030784
ENSMGAP00000013459	ENSCAFP00000027759
ENSMGAP00000009504	ENSCAFP00000006875
ENSMGAP00000018178	ENSCAFP00000002947
ENSMGAP00000014656	ENSCAFP00000031145
ENSMGAP00000011775	ENSCAFP00000031623
ENSMGAP00000016133	ENSCAFP00000006271
ENSMGAP00000007352	ENSCAFP00000010516
ENSMGAP00000012506	ENSCAFP00000016909
ENSMGAP00000011654	ENSCAFP00000008609
ENSMGAP00000018680	ENSCAFP00000011151
ENSMGAP00000010756	ENSCAFP00000018242
ENSMGAP00000011985	ENSCAFP00000009589
