ENSLOCP00000009128	ENSGALP00000006197
ENSLOCP00000018670	ENSGALP00000042897
ENSLOCP00000002805	ENSGALP00000011349
ENSLOCP00000017884	ENSGALP00000009528
ENSLOCP00000016207	ENSGALP00000023186
ENSLOCP00000009705	ENSGALP00000004839
ENSLOCP00000007105	ENSGALP00000020641
ENSLOCP00000014066	ENSGALP00000037974
ENSLOCP00000014727	ENSGALP00000023951
ENSLOCP00000013309	ENSGALP00000031926
ENSLOCP00000012327	ENSGALP00000025680
ENSLOCP00000006796	ENSGALP00000009807
ENSLOCP00000004812	ENSGALP00000042810
ENSLOCP00000009726	ENSGALP00000038313
ENSLOCP00000010712	ENSGALP00000017055
ENSLOCP00000019765	ENSGALP00000014331
ENSLOCP00000001287	ENSGALP00000012938
ENSLOCP00000011230	ENSGALP00000030135
ENSLOCP00000007086	ENSGALP00000010673
ENSLOCP00000015157	ENSGALP00000013917
ENSLOCP00000002213	ENSGALP00000025170
ENSLOCP00000016685	ENSGALP00000013700
ENSLOCP00000001460	ENSGALP00000022311
ENSLOCP00000013638	ENSGALP00000017381
ENSLOCP00000019897	ENSGALP00000042252
ENSLOCP00000019784	ENSGALP00000021502
ENSLOCP00000011990	ENSGALP00000042597
ENSLOCP00000013328	ENSGALP00000025393
ENSLOCP00000020271	ENSGALP00000015316
ENSLOCP00000020967	ENSGALP00000025077
ENSLOCP00000018724	ENSGALP00000041193
ENSLOCP00000015032	ENSGALP00000042956
ENSLOCP00000002143	ENSGALP00000034188
ENSLOCP00000020498	ENSGALP00000020971
ENSLOCP00000019904	ENSGALP00000014301
ENSLOCP00000009000	ENSGALP00000004521
ENSLOCP00000006048	ENSGALP00000008356
ENSLOCP00000017725	ENSGALP00000042217
ENSLOCP00000018909	ENSGALP00000039960
ENSLOCP00000012207	ENSGALP00000038005
ENSLOCP00000007740	ENSGALP00000025712
ENSLOCP00000003866	ENSGALP00000009586
ENSLOCP00000006133	ENSGALP00000043026
ENSLOCP00000000954	ENSGALP00000034250
ENSLOCP00000015901	ENSGALP00000023000
ENSLOCP00000012227	ENSGALP00000024162
ENSLOCP00000018541	ENSGALP00000041377
ENSLOCP00000010867	ENSGALP00000041606
ENSLOCP00000014280	ENSGALP00000019462
ENSLOCP00000005185	ENSGALP00000042148
ENSLOCP00000003615	ENSGALP00000025900
ENSLOCP00000010614	ENSGALP00000027458
ENSLOCP00000020543	ENSGALP00000026895
ENSLOCP00000007727	ENSGALP00000014676
ENSLOCP00000018661	ENSGALP00000005109
ENSLOCP00000013723	ENSGALP00000002701
ENSLOCP00000020612	ENSGALP00000026742
ENSLOCP00000017181	ENSGALP00000007893
ENSLOCP00000016221	ENSGALP00000020742
ENSLOCP00000016241	ENSGALP00000016464
ENSLOCP00000021161	ENSGALP00000024054
ENSLOCP00000006320	ENSGALP00000006932
ENSLOCP00000011785	ENSGALP00000009278
ENSLOCP00000016013	ENSGALP00000023093
ENSLOCP00000002670	ENSGALP00000003582
ENSLOCP00000011519	ENSGALP00000022859
ENSLOCP00000016599	ENSGALP00000007031
ENSLOCP00000005550	ENSGALP00000031178
ENSLOCP00000013317	ENSGALP00000029448
ENSLOCP00000011885	ENSGALP00000018706
ENSLOCP00000006622	ENSGALP00000007179
ENSLOCP00000009653	ENSGALP00000027981
ENSLOCP00000001310	ENSGALP00000005729
ENSLOCP00000011354	ENSGALP00000040691
ENSLOCP00000000006	ENSGALP00000032101
ENSLOCP00000015205	ENSGALP00000013929
ENSLOCP00000008988	ENSGALP00000016786
ENSLOCP00000003201	ENSGALP00000027097
ENSLOCP00000020579	ENSGALP00000027884
ENSLOCP00000021098	ENSGALP00000025512
ENSLOCP00000013643	ENSGALP00000027999
ENSLOCP00000016016	ENSGALP00000042100
ENSLOCP00000012961	ENSGALP00000027036
ENSLOCP00000012281	ENSGALP00000026704
ENSLOCP00000001522	ENSGALP00000008139
ENSLOCP00000002060	ENSGALP00000021795
ENSLOCP00000004880	ENSGALP00000009857
ENSLOCP00000010331	ENSGALP00000027494
ENSLOCP00000009640	ENSGALP00000039021
ENSLOCP00000010713	ENSGALP00000043338
ENSLOCP00000021995	ENSGALP00000018755
ENSLOCP00000018627	ENSGALP00000043284
ENSLOCP00000010388	ENSGALP00000005469
ENSLOCP00000003245	ENSGALP00000012353
ENSLOCP00000007791	ENSGALP00000000127
ENSLOCP00000018895	ENSGALP00000041605
ENSLOCP00000018014	ENSGALP00000039943
ENSLOCP00000020212	ENSGALP00000022301
ENSLOCP00000009865	ENSGALP00000020406
ENSLOCP00000015636	ENSGALP00000032107
ENSLOCP00000010111	ENSGALP00000027512
ENSLOCP00000006562	ENSGALP00000021875
ENSLOCP00000007918	ENSGALP00000004467
ENSLOCP00000014583	ENSGALP00000000782
ENSLOCP00000017922	ENSGALP00000037807
ENSLOCP00000015159	ENSGALP00000000088
ENSLOCP00000002660	ENSGALP00000038052
ENSLOCP00000011234	ENSGALP00000005711
ENSLOCP00000015367	ENSGALP00000037707
ENSLOCP00000018394	ENSGALP00000002609
ENSLOCP00000008416	ENSGALP00000042585
ENSLOCP00000018461	ENSGALP00000003639
ENSLOCP00000005924	ENSGALP00000039859
ENSLOCP00000002590	ENSGALP00000002576
ENSLOCP00000008036	ENSGALP00000011868
ENSLOCP00000008697	ENSGALP00000038914
ENSLOCP00000006310	ENSGALP00000012911
ENSLOCP00000011145	ENSGALP00000006597
ENSLOCP00000019052	ENSGALP00000013275
ENSLOCP00000009772	ENSGALP00000011873
ENSLOCP00000009974	ENSGALP00000042890
ENSLOCP00000005697	ENSGALP00000035610
ENSLOCP00000005666	ENSGALP00000009558
ENSLOCP00000019227	ENSGALP00000013912
ENSLOCP00000009117	ENSGALP00000004707
ENSLOCP00000019271	ENSGALP00000004889
ENSLOCP00000002925	ENSGALP00000016469
ENSLOCP00000003586	ENSGALP00000019221
ENSLOCP00000008080	ENSGALP00000006762
ENSLOCP00000020404	ENSGALP00000023895
ENSLOCP00000016452	ENSGALP00000012932
ENSLOCP00000007163	ENSGALP00000001443
ENSLOCP00000004863	ENSGALP00000009866
ENSLOCP00000015847	ENSGALP00000016456
ENSLOCP00000019810	ENSGALP00000021224
ENSLOCP00000006470	ENSGALP00000024051
ENSLOCP00000020843	ENSGALP00000030991
ENSLOCP00000009119	ENSGALP00000003618
ENSLOCP00000014438	ENSGALP00000019815
ENSLOCP00000005130	ENSGALP00000001581
ENSLOCP00000007051	ENSGALP00000003129
ENSLOCP00000015898	ENSGALP00000016917
ENSLOCP00000015700	ENSGALP00000011616
ENSLOCP00000005190	ENSGALP00000027557
ENSLOCP00000001640	ENSGALP00000035801
ENSLOCP00000009884	ENSGALP00000009003
ENSLOCP00000016174	ENSGALP00000020750
ENSLOCP00000003479	ENSGALP00000019843
ENSLOCP00000007690	ENSGALP00000019820
ENSLOCP00000004286	ENSGALP00000004832
ENSLOCP00000020197	ENSGALP00000015992
ENSLOCP00000019004	ENSGALP00000022318
ENSLOCP00000008775	ENSGALP00000006030
ENSLOCP00000019864	ENSGALP00000012694
ENSLOCP00000006882	ENSGALP00000007166
ENSLOCP00000005796	ENSGALP00000001210
ENSLOCP00000010748	ENSGALP00000037778
ENSLOCP00000010457	ENSGALP00000018120
ENSLOCP00000013293	ENSGALP00000042447
ENSLOCP00000016577	ENSGALP00000005547
ENSLOCP00000004981	ENSGALP00000001803
ENSLOCP00000013125	ENSGALP00000016696
ENSLOCP00000006870	ENSGALP00000006856
ENSLOCP00000010900	ENSGALP00000013891
ENSLOCP00000007585	ENSGALP00000043400
ENSLOCP00000004417	ENSGALP00000008442
ENSLOCP00000007704	ENSGALP00000014678
ENSLOCP00000008193	ENSGALP00000023851
ENSLOCP00000013682	ENSGALP00000019734
ENSLOCP00000011262	ENSGALP00000016513
ENSLOCP00000021350	ENSGALP00000023919
ENSLOCP00000013130	ENSGALP00000016565
ENSLOCP00000008071	ENSGALP00000010244
ENSLOCP00000003489	ENSGALP00000019359
ENSLOCP00000007770	ENSGALP00000024630
ENSLOCP00000013502	ENSGALP00000025716
ENSLOCP00000008717	ENSGALP00000021535
ENSLOCP00000012724	ENSGALP00000000325
ENSLOCP00000002391	ENSGALP00000006110
ENSLOCP00000019883	ENSGALP00000012782
ENSLOCP00000010408	ENSGALP00000023634
ENSLOCP00000016412	ENSGALP00000012987
ENSLOCP00000014014	ENSGALP00000017640
ENSLOCP00000008300	ENSGALP00000014967
ENSLOCP00000018840	ENSGALP00000008063
ENSLOCP00000004370	ENSGALP00000035895
ENSLOCP00000014878	ENSGALP00000000758
ENSLOCP00000006676	ENSGALP00000008336
ENSLOCP00000021281	ENSGALP00000043343
ENSLOCP00000010693	ENSGALP00000040937
ENSLOCP00000000817	ENSGALP00000022334
ENSLOCP00000006995	ENSGALP00000010710
ENSLOCP00000011191	ENSGALP00000026431
ENSLOCP00000006864	ENSGALP00000008798
ENSLOCP00000018673	ENSGALP00000020792
ENSLOCP00000012182	ENSGALP00000024145
ENSLOCP00000010321	ENSGALP00000005367
ENSLOCP00000021217	ENSGALP00000016302
ENSLOCP00000006561	ENSGALP00000007146
ENSLOCP00000013129	ENSGALP00000011087
ENSLOCP00000014695	ENSGALP00000019330
ENSLOCP00000017164	ENSGALP00000035497
ENSLOCP00000009501	ENSGALP00000041464
ENSLOCP00000018325	ENSGALP00000041761
ENSLOCP00000008020	ENSGALP00000005207
ENSLOCP00000012372	ENSGALP00000019408
ENSLOCP00000019256	ENSGALP00000010260
ENSLOCP00000011797	ENSGALP00000009273
ENSLOCP00000018343	ENSGALP00000002458
ENSLOCP00000007935	ENSGALP00000004545
ENSLOCP00000003658	ENSGALP00000042235
ENSLOCP00000017849	ENSGALP00000014751
ENSLOCP00000019867	ENSGALP00000012703
ENSLOCP00000010338	ENSGALP00000004223
ENSLOCP00000001983	ENSGALP00000019921
ENSLOCP00000004558	ENSGALP00000012231
ENSLOCP00000005703	ENSGALP00000043443
ENSLOCP00000008442	ENSGALP00000012478
ENSLOCP00000001061	ENSGALP00000025206
ENSLOCP00000016997	ENSGALP00000008634
ENSLOCP00000019037	ENSGALP00000018048
ENSLOCP00000013608	ENSGALP00000013451
ENSLOCP00000001571	ENSGALP00000020323
ENSLOCP00000011304	ENSGALP00000006258
ENSLOCP00000004707	ENSGALP00000001407
ENSLOCP00000016079	ENSGALP00000010241
ENSLOCP00000000458	ENSGALP00000008467
ENSLOCP00000015224	ENSGALP00000010575
ENSLOCP00000019863	ENSGALP00000012687
ENSLOCP00000002835	ENSGALP00000034460
ENSLOCP00000019942	ENSGALP00000026728
ENSLOCP00000007287	ENSGALP00000013106
ENSLOCP00000001852	ENSGALP00000005827
ENSLOCP00000013297	ENSGALP00000031387
ENSLOCP00000015371	ENSGALP00000022999
ENSLOCP00000018683	ENSGALP00000020797
ENSLOCP00000007187	ENSGALP00000010528
ENSLOCP00000010863	ENSGALP00000017662
ENSLOCP00000017274	ENSGALP00000022317
ENSLOCP00000000963	ENSGALP00000007867
ENSLOCP00000016102	ENSGALP00000009619
ENSLOCP00000011776	ENSGALP00000005033
ENSLOCP00000015613	ENSGALP00000000157
ENSLOCP00000014912	ENSGALP00000008644
ENSLOCP00000001587	ENSGALP00000000911
ENSLOCP00000021040	ENSGALP00000022974
ENSLOCP00000008026	ENSGALP00000017880
ENSLOCP00000019821	ENSGALP00000040708
ENSLOCP00000020468	ENSGALP00000025490
ENSLOCP00000019508	ENSGALP00000041041
ENSLOCP00000000880	ENSGALP00000026843
ENSLOCP00000019617	ENSGALP00000038109
ENSLOCP00000011301	ENSGALP00000019572
ENSLOCP00000016804	ENSGALP00000017599
ENSLOCP00000006339	ENSGALP00000006952
ENSLOCP00000017048	ENSGALP00000007430
ENSLOCP00000016701	ENSGALP00000015055
ENSLOCP00000005787	ENSGALP00000040930
ENSLOCP00000007263	ENSGALP00000005799
ENSLOCP00000011948	ENSGALP00000019484
ENSLOCP00000013049	ENSGALP00000024604
ENSLOCP00000004879	ENSGALP00000010585
ENSLOCP00000005628	ENSGALP00000024983
ENSLOCP00000010733	ENSGALP00000042225
ENSLOCP00000017557	ENSGALP00000002623
ENSLOCP00000004456	ENSGALP00000035897
ENSLOCP00000014895	ENSGALP00000003865
ENSLOCP00000015098	ENSGALP00000023942
ENSLOCP00000018928	ENSGALP00000013078
ENSLOCP00000000261	ENSGALP00000023081
ENSLOCP00000018101	ENSGALP00000023081
ENSLOCP00000017750	ENSGALP00000011418
ENSLOCP00000016313	ENSGALP00000017563
ENSLOCP00000006784	ENSGALP00000007330
ENSLOCP00000009627	ENSGALP00000026160
ENSLOCP00000017320	ENSGALP00000031458
ENSLOCP00000013089	ENSGALP00000015397
ENSLOCP00000012592	ENSGALP00000032935
ENSLOCP00000011659	ENSGALP00000024702
ENSLOCP00000015747	ENSGALP00000025453
ENSLOCP00000007364	ENSGALP00000007667
ENSLOCP00000009776	ENSGALP00000005437
ENSLOCP00000018241	ENSGALP00000031722
ENSLOCP00000007110	ENSGALP00000027351
ENSLOCP00000005571	ENSGALP00000010034
ENSLOCP00000006059	ENSGALP00000006591
ENSLOCP00000004455	ENSGALP00000004373
ENSLOCP00000001698	ENSGALP00000004344
ENSLOCP00000020851	ENSGALP00000037166
ENSLOCP00000007650	ENSGALP00000040939
ENSLOCP00000007194	ENSGALP00000008835
ENSLOCP00000020863	ENSGALP00000013622
ENSLOCP00000008043	ENSGALP00000004417
ENSLOCP00000011716	ENSGALP00000022724
ENSLOCP00000009716	ENSGALP00000035865
ENSLOCP00000013382	ENSGALP00000018752
ENSLOCP00000004129	ENSGALP00000019133
ENSLOCP00000004317	ENSGALP00000001591
ENSLOCP00000005329	ENSGALP00000024767
ENSLOCP00000006974	ENSGALP00000006933
ENSLOCP00000003893	ENSGALP00000023257
ENSLOCP00000009617	ENSGALP00000015733
ENSLOCP00000019970	ENSGALP00000020208
ENSLOCP00000016001	ENSGALP00000017802
ENSLOCP00000007430	ENSGALP00000023488
ENSLOCP00000005925	ENSGALP00000036678
ENSLOCP00000019803	ENSGALP00000014386
ENSLOCP00000006149	ENSGALP00000000924
ENSLOCP00000021140	ENSGALP00000020973
ENSLOCP00000012525	ENSGALP00000013761
ENSLOCP00000020500	ENSGALP00000024664
ENSLOCP00000021237	ENSGALP00000016054
ENSLOCP00000009556	ENSGALP00000003060
ENSLOCP00000013951	ENSGALP00000020327
ENSLOCP00000020638	ENSGALP00000015157
ENSLOCP00000013494	ENSGALP00000016557
ENSLOCP00000009125	ENSGALP00000027766
ENSLOCP00000001206	ENSGALP00000012814
ENSLOCP00000014973	ENSGALP00000004357
ENSLOCP00000005892	ENSGALP00000009735
ENSLOCP00000008859	ENSGALP00000001848
ENSLOCP00000012391	ENSGALP00000024991
ENSLOCP00000003493	ENSGALP00000027997
ENSLOCP00000013217	ENSGALP00000016967
ENSLOCP00000020866	ENSGALP00000026279
ENSLOCP00000016876	ENSGALP00000033878
ENSLOCP00000015989	ENSGALP00000020915
ENSLOCP00000005886	ENSGALP00000004687
ENSLOCP00000012533	ENSGALP00000012060
ENSLOCP00000003927	ENSGALP00000041295
ENSLOCP00000019636	ENSGALP00000013022
ENSLOCP00000021284	ENSGALP00000026380
ENSLOCP00000005808	ENSGALP00000009642
ENSLOCP00000015544	ENSGALP00000005478
ENSLOCP00000012977	ENSGALP00000016616
ENSLOCP00000007133	ENSGALP00000010670
ENSLOCP00000017314	ENSGALP00000041966
ENSLOCP00000020067	ENSGALP00000022091
ENSLOCP00000018506	ENSGALP00000022151
ENSLOCP00000014523	ENSGALP00000041072
ENSLOCP00000021283	ENSGALP00000026384
ENSLOCP00000021107	ENSGALP00000021170
ENSLOCP00000018076	ENSGALP00000007282
ENSLOCP00000009083	ENSGALP00000004632
ENSLOCP00000012652	ENSGALP00000014191
ENSLOCP00000016902	ENSGALP00000017313
ENSLOCP00000010678	ENSGALP00000008505
ENSLOCP00000010097	ENSGALP00000023013
ENSLOCP00000017355	ENSGALP00000011598
ENSLOCP00000005186	ENSGALP00000042623
ENSLOCP00000017666	ENSGALP00000011223
ENSLOCP00000019470	ENSGALP00000038671
ENSLOCP00000013743	ENSGALP00000013832
ENSLOCP00000017019	ENSGALP00000005153
ENSLOCP00000021192	ENSGALP00000023987
ENSLOCP00000002686	ENSGALP00000027913
ENSLOCP00000018629	ENSGALP00000002546
ENSLOCP00000019656	ENSGALP00000012977
ENSLOCP00000014050	ENSGALP00000019955
ENSLOCP00000010427	ENSGALP00000022492
ENSLOCP00000002396	ENSGALP00000014113
ENSLOCP00000001524	ENSGALP00000012691
ENSLOCP00000021265	ENSGALP00000030947
ENSLOCP00000020563	ENSGALP00000017308
ENSLOCP00000015905	ENSGALP00000041343
ENSLOCP00000018201	ENSGALP00000014607
ENSLOCP00000014815	ENSGALP00000014550
ENSLOCP00000012587	ENSGALP00000010503
ENSLOCP00000000231	ENSGALP00000042282
ENSLOCP00000013276	ENSGALP00000018044
ENSLOCP00000001687	ENSGALP00000006039
ENSLOCP00000008248	ENSGALP00000004109
ENSLOCP00000005261	ENSGALP00000016218
ENSLOCP00000006497	ENSGALP00000013703
ENSLOCP00000006054	ENSGALP00000001533
ENSLOCP00000004140	ENSGALP00000007144
ENSLOCP00000004968	ENSGALP00000003767
ENSLOCP00000018218	ENSGALP00000006007
ENSLOCP00000007035	ENSGALP00000010631
ENSLOCP00000019820	ENSGALP00000014499
ENSLOCP00000007193	ENSGALP00000029406
ENSLOCP00000016614	ENSGALP00000025244
ENSLOCP00000009427	ENSGALP00000002796
ENSLOCP00000006571	ENSGALP00000005677
ENSLOCP00000008227	ENSGALP00000021877
ENSLOCP00000015996	ENSGALP00000037948
ENSLOCP00000006829	ENSGALP00000005396
ENSLOCP00000011288	ENSGALP00000005900
ENSLOCP00000005946	ENSGALP00000009460
ENSLOCP00000019548	ENSGALP00000013983
ENSLOCP00000021311	ENSGALP00000026344
ENSLOCP00000013334	ENSGALP00000023677
ENSLOCP00000012329	ENSGALP00000024524
ENSLOCP00000005410	ENSGALP00000033837
ENSLOCP00000020963	ENSGALP00000042167
ENSLOCP00000000011	ENSGALP00000011025
ENSLOCP00000008919	ENSGALP00000004416
ENSLOCP00000014007	ENSGALP00000004383
ENSLOCP00000003029	ENSGALP00000005376
ENSLOCP00000001730	ENSGALP00000006890
ENSLOCP00000016787	ENSGALP00000022251
ENSLOCP00000012388	ENSGALP00000021833
ENSLOCP00000009837	ENSGALP00000005378
ENSLOCP00000018804	ENSGALP00000018400
ENSLOCP00000009389	ENSGALP00000001796
ENSLOCP00000019043	ENSGALP00000018039
ENSLOCP00000005024	ENSGALP00000027568
ENSLOCP00000005968	ENSGALP00000042448
ENSLOCP00000002014	ENSGALP00000007576
ENSLOCP00000009574	ENSGALP00000004804
ENSLOCP00000021359	ENSGALP00000023911
ENSLOCP00000005133	ENSGALP00000004966
ENSLOCP00000004717	ENSGALP00000024744
ENSLOCP00000007771	ENSGALP00000010409
ENSLOCP00000010730	ENSGALP00000007866
ENSLOCP00000009181	ENSGALP00000006415
ENSLOCP00000004351	ENSGALP00000006050
ENSLOCP00000012737	ENSGALP00000013885
ENSLOCP00000019305	ENSGALP00000010875
ENSLOCP00000006969	ENSGALP00000038584
ENSLOCP00000007691	ENSGALP00000023548
ENSLOCP00000003377	ENSGALP00000001499
ENSLOCP00000004006	ENSGALP00000041155
ENSLOCP00000006089	ENSGALP00000010001
ENSLOCP00000011373	ENSGALP00000036550
ENSLOCP00000017862	ENSGALP00000011071
ENSLOCP00000003715	ENSGALP00000002778
ENSLOCP00000006141	ENSGALP00000024553
ENSLOCP00000017337	ENSGALP00000015391
ENSLOCP00000008398	ENSGALP00000018418
ENSLOCP00000007391	ENSGALP00000007646
ENSLOCP00000013759	ENSGALP00000019765
ENSLOCP00000002844	ENSGALP00000038710
ENSLOCP00000006675	ENSGALP00000027373
ENSLOCP00000003057	ENSGALP00000019575
ENSLOCP00000013412	ENSGALP00000018457
ENSLOCP00000014840	ENSGALP00000036822
ENSLOCP00000013870	ENSGALP00000021117
ENSLOCP00000011190	ENSGALP00000004529
ENSLOCP00000016499	ENSGALP00000023202
ENSLOCP00000020387	ENSGALP00000029396
ENSLOCP00000014703	ENSGALP00000019333
ENSLOCP00000015706	ENSGALP00000012057
ENSLOCP00000015598	ENSGALP00000013127
ENSLOCP00000014592	ENSGALP00000019421
ENSLOCP00000015048	ENSGALP00000004501
ENSLOCP00000019219	ENSGALP00000013332
ENSLOCP00000001772	ENSGALP00000043370
ENSLOCP00000002561	ENSGALP00000019400
ENSLOCP00000010129	ENSGALP00000011398
ENSLOCP00000012895	ENSGALP00000002523
ENSLOCP00000012615	ENSGALP00000014669
ENSLOCP00000010644	ENSGALP00000015431
ENSLOCP00000011969	ENSGALP00000018528
ENSLOCP00000006981	ENSGALP00000027851
ENSLOCP00000018110	ENSGALP00000014036
ENSLOCP00000007404	ENSGALP00000003706
ENSLOCP00000008386	ENSGALP00000043134
ENSLOCP00000019677	ENSGALP00000032560
ENSLOCP00000014533	ENSGALP00000007207
ENSLOCP00000013030	ENSGALP00000016427
ENSLOCP00000003911	ENSGALP00000006355
ENSLOCP00000013701	ENSGALP00000012546
ENSLOCP00000021083	ENSGALP00000031013
ENSLOCP00000007401	ENSGALP00000042691
ENSLOCP00000004716	ENSGALP00000027779
ENSLOCP00000015933	ENSGALP00000040742
ENSLOCP00000013931	ENSGALP00000002186
ENSLOCP00000007407	ENSGALP00000041031
ENSLOCP00000019582	ENSGALP00000023110
ENSLOCP00000020558	ENSGALP00000017145
ENSLOCP00000006536	ENSGALP00000032822
ENSLOCP00000021689	ENSGALP00000007438
ENSLOCP00000009698	ENSGALP00000015956
ENSLOCP00000019376	ENSGALP00000018600
ENSLOCP00000009842	ENSGALP00000015356
ENSLOCP00000020677	ENSGALP00000020353
ENSLOCP00000010691	ENSGALP00000003745
ENSLOCP00000013569	ENSGALP00000029076
ENSLOCP00000000900	ENSGALP00000038976
ENSLOCP00000001727	ENSGALP00000011158
ENSLOCP00000009960	ENSGALP00000011216
ENSLOCP00000002082	ENSGALP00000003367
ENSLOCP00000001558	ENSGALP00000032614
ENSLOCP00000003425	ENSGALP00000000704
ENSLOCP00000001743	ENSGALP00000007780
ENSLOCP00000005086	ENSGALP00000005605
ENSLOCP00000010984	ENSGALP00000004077
ENSLOCP00000012431	ENSGALP00000025001
ENSLOCP00000013065	ENSGALP00000018122
ENSLOCP00000014527	ENSGALP00000019929
ENSLOCP00000012732	ENSGALP00000027453
ENSLOCP00000019394	ENSGALP00000018506
ENSLOCP00000012379	ENSGALP00000000541
ENSLOCP00000001274	ENSGALP00000010968
ENSLOCP00000013079	ENSGALP00000015313
ENSLOCP00000018921	ENSGALP00000012877
ENSLOCP00000011628	ENSGALP00000025845
ENSLOCP00000016636	ENSGALP00000001991
ENSLOCP00000008706	ENSGALP00000015260
ENSLOCP00000002177	ENSGALP00000005261
ENSLOCP00000019948	ENSGALP00000016141
ENSLOCP00000021124	ENSGALP00000024924
ENSLOCP00000015178	ENSGALP00000013963
ENSLOCP00000014411	ENSGALP00000042432
ENSLOCP00000015836	ENSGALP00000021023
ENSLOCP00000007138	ENSGALP00000008770
ENSLOCP00000005715	ENSGALP00000022899
ENSLOCP00000013509	ENSGALP00000023788
ENSLOCP00000009752	ENSGALP00000011863
ENSLOCP00000006917	ENSGALP00000012024
ENSLOCP00000009614	ENSGALP00000007724
ENSLOCP00000004842	ENSGALP00000011634
ENSLOCP00000008052	ENSGALP00000001721
ENSLOCP00000002116	ENSGALP00000021929
ENSLOCP00000012333	ENSGALP00000014261
ENSLOCP00000016047	ENSGALP00000020888
ENSLOCP00000019541	ENSGALP00000014324
ENSLOCP00000019683	ENSGALP00000013467
ENSLOCP00000002264	ENSGALP00000043129
ENSLOCP00000009807	ENSGALP00000011907
ENSLOCP00000003734	ENSGALP00000022966
ENSLOCP00000015266	ENSGALP00000006234
ENSLOCP00000013724	ENSGALP00000013841
ENSLOCP00000019325	ENSGALP00000014193
ENSLOCP00000012741	ENSGALP00000000331
ENSLOCP00000009138	ENSGALP00000027765
ENSLOCP00000001221	ENSGALP00000042887
ENSLOCP00000018569	ENSGALP00000022871
ENSLOCP00000014905	ENSGALP00000003001
ENSLOCP00000003665	ENSGALP00000027213
ENSLOCP00000001886	ENSGALP00000027603
ENSLOCP00000010817	ENSGALP00000003621
ENSLOCP00000009101	ENSGALP00000003681
ENSLOCP00000017534	ENSGALP00000003325
ENSLOCP00000012630	ENSGALP00000041232
ENSLOCP00000016679	ENSGALP00000014899
ENSLOCP00000020792	ENSGALP00000026439
ENSLOCP00000020163	ENSGALP00000031279
ENSLOCP00000003558	ENSGALP00000002036
ENSLOCP00000016859	ENSGALP00000006184
ENSLOCP00000012242	ENSGALP00000018232
ENSLOCP00000004239	ENSGALP00000006979
ENSLOCP00000021322	ENSGALP00000016059
ENSLOCP00000017146	ENSGALP00000012793
ENSLOCP00000014101	ENSGALP00000012684
ENSLOCP00000007556	ENSGALP00000012072
ENSLOCP00000010708	ENSGALP00000027468
ENSLOCP00000020430	ENSGALP00000015845
ENSLOCP00000002491	ENSGALP00000015204
ENSLOCP00000016252	ENSGALP00000016708
ENSLOCP00000002394	ENSGALP00000007558
ENSLOCP00000011726	ENSGALP00000002814
ENSLOCP00000016959	ENSGALP00000037470
ENSLOCP00000005053	ENSGALP00000042943
ENSLOCP00000007088	ENSGALP00000000096
ENSLOCP00000002239	ENSGALP00000024093
ENSLOCP00000010752	ENSGALP00000041714
ENSLOCP00000015912	ENSGALP00000018900
ENSLOCP00000021094	ENSGALP00000031033
ENSLOCP00000015319	ENSGALP00000030714
ENSLOCP00000017969	ENSGALP00000042900
ENSLOCP00000012583	ENSGALP00000007026
ENSLOCP00000021126	ENSGALP00000024927
ENSLOCP00000021129	ENSGALP00000023743
ENSLOCP00000014952	ENSGALP00000001532
ENSLOCP00000019322	ENSGALP00000014153
ENSLOCP00000000328	ENSGALP00000009035
ENSLOCP00000003771	ENSGALP00000001795
ENSLOCP00000020458	ENSGALP00000037201
ENSLOCP00000014141	ENSGALP00000003796
ENSLOCP00000008531	ENSGALP00000010955
ENSLOCP00000015202	ENSGALP00000023937
ENSLOCP00000020107	ENSGALP00000021124
ENSLOCP00000013358	ENSGALP00000027624
ENSLOCP00000009508	ENSGALP00000001149
ENSLOCP00000013052	ENSGALP00000015294
ENSLOCP00000013014	ENSGALP00000018441
ENSLOCP00000006880	ENSGALP00000008496
ENSLOCP00000021009	ENSGALP00000026201
ENSLOCP00000001100	ENSGALP00000042023
ENSLOCP00000002214	ENSGALP00000007709
ENSLOCP00000001456	ENSGALP00000020279
ENSLOCP00000017262	ENSGALP00000016401
ENSLOCP00000018062	ENSGALP00000013421
ENSLOCP00000011769	ENSGALP00000022439
ENSLOCP00000017880	ENSGALP00000010956
ENSLOCP00000003674	ENSGALP00000036160
ENSLOCP00000001419	ENSGALP00000025738
ENSLOCP00000003829	ENSGALP00000011060
ENSLOCP00000018137	ENSGALP00000005534
ENSLOCP00000005582	ENSGALP00000008908
ENSLOCP00000011322	ENSGALP00000025878
ENSLOCP00000012950	ENSGALP00000027387
ENSLOCP00000001916	ENSGALP00000009814
ENSLOCP00000004281	ENSGALP00000013340
ENSLOCP00000021211	ENSGALP00000016310
ENSLOCP00000009560	ENSGALP00000010667
ENSLOCP00000013055	ENSGALP00000003951
ENSLOCP00000020477	ENSGALP00000021244
ENSLOCP00000010640	ENSGALP00000027459
ENSLOCP00000012017	ENSGALP00000023376
ENSLOCP00000001411	ENSGALP00000018713
ENSLOCP00000003280	ENSGALP00000006251
ENSLOCP00000002434	ENSGALP00000027656
ENSLOCP00000015490	ENSGALP00000002706
ENSLOCP00000020981	ENSGALP00000043432
ENSLOCP00000016855	ENSGALP00000010641
