ENSP00000262384	ENSGALP00000006197
ENSP00000401470	ENSGALP00000019492
ENSP00000425715	ENSGALP00000028302
ENSP00000356263	ENSGALP00000040836
ENSP00000349142	ENSGALP00000010899
ENSP00000404923	ENSGALP00000005536
ENSP00000267615	ENSGALP00000036796
ENSP00000309474	ENSGALP00000012405
ENSP00000416696	ENSGALP00000024204
ENSP00000296129	ENSGALP00000030498
ENSP00000363779	ENSGALP00000003009
ENSP00000352522	ENSGALP00000022123
ENSP00000231668	ENSGALP00000004536
ENSP00000398495	ENSGALP00000007019
ENSP00000264028	ENSGALP00000012007
ENSP00000216294	ENSGALP00000019336
ENSP00000270538	ENSGALP00000000471
ENSP00000346829	ENSGALP00000018306
ENSP00000300107	ENSGALP00000037625
ENSP00000371586	ENSGALP00000011112
ENSP00000419279	ENSGALP00000019304
ENSP00000311513	ENSGALP00000041351
ENSP00000423602	ENSGALP00000000070
ENSP00000431049	ENSGALP00000042786
ENSP00000273783	ENSGALP00000013630
ENSP00000345702	ENSGALP00000005125
ENSP00000229633	ENSGALP00000041087
ENSP00000238146	ENSGALP00000005215
ENSP00000290039	ENSGALP00000017938
ENSP00000352172	ENSGALP00000037463
ENSP00000263985	ENSGALP00000016403
ENSP00000274507	ENSGALP00000010210
ENSP00000323288	ENSGALP00000039645
ENSP00000296135	ENSGALP00000019248
ENSP00000356057	ENSGALP00000022285
ENSP00000358812	ENSGALP00000013431
ENSP00000264156	ENSGALP00000020147
ENSP00000261866	ENSGALP00000037408
ENSP00000263657	ENSGALP00000014788
ENSP00000452037	ENSGALP00000043057
ENSP00000283351	ENSGALP00000024417
ENSP00000227322	ENSGALP00000023166
ENSP00000382815	ENSGALP00000024222
ENSP00000216190	ENSGALP00000020439
ENSP00000426191	ENSGALP00000036846
ENSP00000335615	ENSGALP00000017609
ENSP00000250615	ENSGALP00000003020
ENSP00000205402	ENSGALP00000012869
ENSP00000361845	ENSGALP00000001251
ENSP00000346921	ENSGALP00000005680
ENSP00000275428	ENSGALP00000018777
ENSP00000255305	ENSGALP00000027623
ENSP00000303570	ENSGALP00000017545
ENSP00000370055	ENSGALP00000027545
ENSP00000355961	ENSGALP00000015986
ENSP00000441602	ENSGALP00000039460
ENSP00000371321	ENSGALP00000023075
ENSP00000372804	ENSGALP00000022479
ENSP00000230124	ENSGALP00000042769
ENSP00000476176	ENSGALP00000012493
ENSP00000290158	ENSGALP00000000615
ENSP00000338862	ENSGALP00000005322
ENSP00000265354	ENSGALP00000021614
ENSP00000232607	ENSGALP00000019192
ENSP00000265351	ENSGALP00000016816
ENSP00000308332	ENSGALP00000025922
ENSP00000390783	ENSGALP00000016108
ENSP00000379762	ENSGALP00000008890
ENSP00000381270	ENSGALP00000023954
ENSP00000341662	ENSGALP00000037150
ENSP00000369860	ENSGALP00000026692
ENSP00000331062	ENSGALP00000009954
ENSP00000405708	ENSGALP00000034674
ENSP00000331376	ENSGALP00000019335
ENSP00000358896	ENSGALP00000013184
ENSP00000464327	ENSGALP00000008254
ENSP00000410858	ENSGALP00000041791
ENSP00000355470	ENSGALP00000017305
ENSP00000294964	ENSGALP00000028028
ENSP00000310668	ENSGALP00000004745
ENSP00000256544	ENSGALP00000015671
ENSP00000302830	ENSGALP00000021704
ENSP00000230056	ENSGALP00000041542
ENSP00000419038	ENSGALP00000015672
ENSP00000381840	ENSGALP00000021412
ENSP00000360532	ENSGALP00000035905
ENSP00000337804	ENSGALP00000023801
ENSP00000264220	ENSGALP00000022273
ENSP00000364621	ENSGALP00000042156
ENSP00000207870	ENSGALP00000009952
ENSP00000232496	ENSGALP00000042888
ENSP00000404464	ENSGALP00000043340
ENSP00000365782	ENSGALP00000024448
ENSP00000253458	ENSGALP00000023057
ENSP00000314193	ENSGALP00000003872
ENSP00000265960	ENSGALP00000001441
ENSP00000299138	ENSGALP00000006965
ENSP00000358039	ENSGALP00000015450
ENSP00000451112	ENSGALP00000016622
ENSP00000368349	ENSGALP00000026266
ENSP00000039989	ENSGALP00000012909
ENSP00000255152	ENSGALP00000011066
ENSP00000353793	ENSGALP00000019893
ENSP00000283928	ENSGALP00000043306
ENSP00000229179	ENSGALP00000016133
ENSP00000355517	ENSGALP00000012115
ENSP00000417300	ENSGALP00000036266
ENSP00000310842	ENSGALP00000010756
ENSP00000377958	ENSGALP00000014308
ENSP00000252032	ENSGALP00000025771
ENSP00000362282	ENSGALP00000016313
ENSP00000310129	ENSGALP00000039050
ENSP00000337623	ENSGALP00000027431
ENSP00000244137	ENSGALP00000007819
ENSP00000357047	ENSGALP00000004392
ENSP00000282892	ENSGALP00000041320
ENSP00000297135	ENSGALP00000038673
ENSP00000203001	ENSGALP00000014919
ENSP00000260129	ENSGALP00000024711
ENSP00000338235	ENSGALP00000035834
ENSP00000263974	ENSGALP00000001461
ENSP00000229329	ENSGALP00000021574
ENSP00000435517	ENSGALP00000012921
ENSP00000350249	ENSGALP00000030079
ENSP00000304360	ENSGALP00000004786
ENSP00000263102	ENSGALP00000005006
ENSP00000335044	ENSGALP00000015719
ENSP00000407323	ENSGALP00000014708
ENSP00000362344	ENSGALP00000008087
ENSP00000431376	ENSGALP00000031297
ENSP00000240851	ENSGALP00000024646
ENSP00000373918	ENSGALP00000009121
ENSP00000427687	ENSGALP00000024078
ENSP00000319501	ENSGALP00000023101
ENSP00000357297	ENSGALP00000040768
ENSP00000368102	ENSGALP00000042705
ENSP00000385787	ENSGALP00000029036
ENSP00000313171	ENSGALP00000005208
ENSP00000357304	ENSGALP00000023567
ENSP00000345895	ENSGALP00000022956
ENSP00000250454	ENSGALP00000016237
ENSP00000242067	ENSGALP00000019873
ENSP00000436585	ENSGALP00000023891
ENSP00000366934	ENSGALP00000043475
ENSP00000337991	ENSGALP00000010258
ENSP00000460850	ENSGALP00000021808
ENSP00000321987	ENSGALP00000009058
ENSP00000413520	ENSGALP00000012652
ENSP00000278243	ENSGALP00000043185
ENSP00000381198	ENSGALP00000021003
ENSP00000324628	ENSGALP00000022539
ENSP00000241502	ENSGALP00000012245
ENSP00000363714	ENSGALP00000021416
ENSP00000404860	ENSGALP00000015591
ENSP00000256379	ENSGALP00000022410
ENSP00000362068	ENSGALP00000042057
ENSP00000313953	ENSGALP00000017134
ENSP00000315775	ENSGALP00000004091
ENSP00000314132	ENSGALP00000009257
ENSP00000334229	ENSGALP00000021547
ENSP00000349658	ENSGALP00000019563
ENSP00000283033	ENSGALP00000004983
ENSP00000040877	ENSGALP00000017892
ENSP00000397598	ENSGALP00000040409
ENSP00000373715	ENSGALP00000000282
ENSP00000367343	ENSGALP00000003788
ENSP00000264670	ENSGALP00000021294
ENSP00000219139	ENSGALP00000005042
ENSP00000327467	ENSGALP00000019392
ENSP00000262120	ENSGALP00000013669
ENSP00000463762	ENSGALP00000008362
ENSP00000362656	ENSGALP00000001512
ENSP00000268854	ENSGALP00000038280
ENSP00000367770	ENSGALP00000013779
ENSP00000370200	ENSGALP00000018452
ENSP00000309836	ENSGALP00000008490
ENSP00000391211	ENSGALP00000013388
ENSP00000355388	ENSGALP00000041782
ENSP00000355013	ENSGALP00000009002
ENSP00000322469	ENSGALP00000024797
ENSP00000262554	ENSGALP00000021940
ENSP00000416250	ENSGALP00000005151
ENSP00000280557	ENSGALP00000033977
ENSP00000287706	ENSGALP00000004465
ENSP00000386597	ENSGALP00000000373
ENSP00000301364	ENSGALP00000005037
ENSP00000330485	ENSGALP00000024360
ENSP00000312304	ENSGALP00000030441
ENSP00000227474	ENSGALP00000001415
ENSP00000257829	ENSGALP00000023454
ENSP00000220853	ENSGALP00000025890
ENSP00000359050	ENSGALP00000012388
ENSP00000064724	ENSGALP00000015219
ENSP00000265350	ENSGALP00000005490
ENSP00000325017	ENSGALP00000023274
ENSP00000303279	ENSGALP00000015565
ENSP00000292180	ENSGALP00000043315
ENSP00000378099	ENSGALP00000013160
ENSP00000273158	ENSGALP00000019470
ENSP00000227868	ENSGALP00000037829
ENSP00000310042	ENSGALP00000036335
ENSP00000204517	ENSGALP00000041880
ENSP00000362334	ENSGALP00000042988
ENSP00000465213	ENSGALP00000043350
ENSP00000269221	ENSGALP00000024160
ENSP00000025008	ENSGALP00000024582
ENSP00000231790	ENSGALP00000019676
ENSP00000420306	ENSGALP00000037250
ENSP00000263187	ENSGALP00000018559
ENSP00000327179	ENSGALP00000000908
ENSP00000354125	ENSGALP00000006778
ENSP00000354812	ENSGALP00000007347
ENSP00000440586	ENSGALP00000017661
ENSP00000360828	ENSGALP00000038272
ENSP00000256538	ENSGALP00000015931
ENSP00000475301	ENSGALP00000000392
ENSP00000260102	ENSGALP00000024617
ENSP00000251871	ENSGALP00000027778
ENSP00000220058	ENSGALP00000011879
ENSP00000401435	ENSGALP00000007788
ENSP00000356104	ENSGALP00000001025
ENSP00000260570	ENSGALP00000026583
ENSP00000355518	ENSGALP00000021472
ENSP00000266025	ENSGALP00000041075
ENSP00000298097	ENSGALP00000016550
ENSP00000356549	ENSGALP00000038885
ENSP00000354501	ENSGALP00000015370
ENSP00000250498	ENSGALP00000000261
ENSP00000366557	ENSGALP00000013717
ENSP00000454973	ENSGALP00000004539
ENSP00000296529	ENSGALP00000043165
ENSP00000320658	ENSGALP00000021043
ENSP00000358563	ENSGALP00000008091
ENSP00000301905	ENSGALP00000026716
ENSP00000466214	ENSGALP00000007391
ENSP00000337313	ENSGALP00000007133
ENSP00000223528	ENSGALP00000024861
ENSP00000257626	ENSGALP00000013515
ENSP00000216037	ENSGALP00000009296
ENSP00000420608	ENSGALP00000006311
ENSP00000246505	ENSGALP00000027121
ENSP00000278618	ENSGALP00000041812
ENSP00000262460	ENSGALP00000010125
ENSP00000216194	ENSGALP00000019613
ENSP00000322450	ENSGALP00000041458
ENSP00000278360	ENSGALP00000012790
ENSP00000362105	ENSGALP00000002279
ENSP00000256383	ENSGALP00000015560
ENSP00000273390	ENSGALP00000024121
ENSP00000385334	ENSGALP00000006711
ENSP00000360316	ENSGALP00000017539
ENSP00000308597	ENSGALP00000009344
ENSP00000263579	ENSGALP00000001617
ENSP00000240079	ENSGALP00000020793
ENSP00000264995	ENSGALP00000018917
ENSP00000358307	ENSGALP00000014530
ENSP00000263578	ENSGALP00000001528
ENSP00000225402	ENSGALP00000008693
ENSP00000405068	ENSGALP00000025188
ENSP00000361616	ENSGALP00000007995
ENSP00000315700	ENSGALP00000025797
ENSP00000315644	ENSGALP00000023982
ENSP00000331487	ENSGALP00000007280
ENSP00000325919	ENSGALP00000022445
ENSP00000257934	ENSGALP00000016164
ENSP00000264538	ENSGALP00000024735
ENSP00000339435	ENSGALP00000004984
ENSP00000339356	ENSGALP00000042864
ENSP00000386394	ENSGALP00000013373
ENSP00000277746	ENSGALP00000004671
ENSP00000222574	ENSGALP00000013047
ENSP00000363972	ENSGALP00000007501
ENSP00000359939	ENSGALP00000032597
ENSP00000351118	ENSGALP00000008098
ENSP00000223129	ENSGALP00000017383
ENSP00000312066	ENSGALP00000003205
ENSP00000351811	ENSGALP00000002495
ENSP00000294952	ENSGALP00000014507
ENSP00000420588	ENSGALP00000004251
ENSP00000355899	ENSGALP00000015651
ENSP00000376587	ENSGALP00000016742
ENSP00000436773	ENSGALP00000005965
ENSP00000408295	ENSGALP00000040730
ENSP00000257700	ENSGALP00000013171
ENSP00000295321	ENSGALP00000002782
ENSP00000300151	ENSGALP00000008312
ENSP00000317721	ENSGALP00000043311
ENSP00000362576	ENSGALP00000005633
ENSP00000334851	ENSGALP00000041799
ENSP00000328023	ENSGALP00000001577
ENSP00000359049	ENSGALP00000003026
ENSP00000452181	ENSGALP00000017009
ENSP00000365233	ENSGALP00000027194
ENSP00000234420	ENSGALP00000038835
ENSP00000265107	ENSGALP00000005868
ENSP00000333664	ENSGALP00000009408
ENSP00000355827	ENSGALP00000015179
ENSP00000368245	ENSGALP00000026209
ENSP00000264108	ENSGALP00000015492
ENSP00000355506	ENSGALP00000017465
ENSP00000388920	ENSGALP00000017322
ENSP00000389182	ENSGALP00000010470
ENSP00000415433	ENSGALP00000017190
ENSP00000272322	ENSGALP00000014362
ENSP00000325377	ENSGALP00000003172
ENSP00000359837	ENSGALP00000014603
ENSP00000380911	ENSGALP00000030003
ENSP00000359127	ENSGALP00000008387
ENSP00000420714	ENSGALP00000041701
ENSP00000377298	ENSGALP00000001909
ENSP00000377040	ENSGALP00000014543
ENSP00000329452	ENSGALP00000016438
ENSP00000358072	ENSGALP00000042749
ENSP00000311984	ENSGALP00000027161
ENSP00000366939	ENSGALP00000014141
ENSP00000281543	ENSGALP00000022947
ENSP00000261745	ENSGALP00000007621
ENSP00000333947	ENSGALP00000015782
ENSP00000349576	ENSGALP00000017346
ENSP00000380877	ENSGALP00000013068
ENSP00000263209	ENSGALP00000003222
ENSP00000287218	ENSGALP00000016461
ENSP00000356211	ENSGALP00000039927
ENSP00000420484	ENSGALP00000005102
ENSP00000222968	ENSGALP00000007472
ENSP00000223324	ENSGALP00000020133
ENSP00000279036	ENSGALP00000006210
ENSP00000318775	ENSGALP00000023184
ENSP00000354826	ENSGALP00000021314
ENSP00000418008	ENSGALP00000008604
ENSP00000352163	ENSGALP00000042576
ENSP00000322242	ENSGALP00000011554
ENSP00000261858	ENSGALP00000042367
ENSP00000353165	ENSGALP00000020173
ENSP00000263256	ENSGALP00000019438
ENSP00000249923	ENSGALP00000009665
ENSP00000370222	ENSGALP00000029464
ENSP00000298310	ENSGALP00000020002
ENSP00000352678	ENSGALP00000039978
ENSP00000346809	ENSGALP00000012920
ENSP00000453403	ENSGALP00000013962
ENSP00000296318	ENSGALP00000008813
ENSP00000344071	ENSGALP00000024251
ENSP00000364270	ENSGALP00000042402
ENSP00000261208	ENSGALP00000037490
ENSP00000388457	ENSGALP00000043044
ENSP00000425048	ENSGALP00000003525
ENSP00000379845	ENSGALP00000011853
ENSP00000437738	ENSGALP00000003909
ENSP00000386452	ENSGALP00000001521
ENSP00000382779	ENSGALP00000022457
ENSP00000361411	ENSGALP00000041780
ENSP00000295079	ENSGALP00000032872
ENSP00000265038	ENSGALP00000023709
ENSP00000408429	ENSGALP00000041054
ENSP00000442050	ENSGALP00000011720
ENSP00000401191	ENSGALP00000023415
ENSP00000342262	ENSGALP00000020198
ENSP00000432412	ENSGALP00000013572
ENSP00000264866	ENSGALP00000023149
ENSP00000262990	ENSGALP00000016026
ENSP00000350333	ENSGALP00000003216
ENSP00000367202	ENSGALP00000020581
ENSP00000268719	ENSGALP00000007872
ENSP00000361311	ENSGALP00000016422
ENSP00000353104	ENSGALP00000000524
ENSP00000246548	ENSGALP00000008003
ENSP00000263663	ENSGALP00000026465
ENSP00000225410	ENSGALP00000008613
ENSP00000265881	ENSGALP00000011349
ENSP00000318297	ENSGALP00000009528
ENSP00000303468	ENSGALP00000023186
ENSP00000457258	ENSGALP00000004839
ENSP00000314649	ENSGALP00000020641
ENSP00000424328	ENSGALP00000023951
ENSP00000452007	ENSGALP00000031926
ENSP00000297591	ENSGALP00000025680
ENSP00000276590	ENSGALP00000042810
ENSP00000263092	ENSGALP00000023989
ENSP00000422354	ENSGALP00000017187
ENSP00000364188	ENSGALP00000038313
ENSP00000267750	ENSGALP00000043282
ENSP00000216489	ENSGALP00000017055
ENSP00000238855	ENSGALP00000014331
ENSP00000306548	ENSGALP00000030135
ENSP00000360488	ENSGALP00000010673
ENSP00000355205	ENSGALP00000013917
ENSP00000256897	ENSGALP00000025170
ENSP00000312122	ENSGALP00000013700
ENSP00000417602	ENSGALP00000022311
ENSP00000339881	ENSGALP00000017381
ENSP00000416583	ENSGALP00000042252
ENSP00000401399	ENSGALP00000042597
ENSP00000343742	ENSGALP00000015316
ENSP00000358283	ENSGALP00000025077
ENSP00000265465	ENSGALP00000041022
ENSP00000445768	ENSGALP00000020971
ENSP00000371535	ENSGALP00000040674
ENSP00000366672	ENSGALP00000014301
ENSP00000386156	ENSGALP00000040872
ENSP00000259239	ENSGALP00000042217
ENSP00000240423	ENSGALP00000039960
ENSP00000454264	ENSGALP00000038005
ENSP00000430338	ENSGALP00000025712
ENSP00000308820	ENSGALP00000009586
ENSP00000264734	ENSGALP00000043026
ENSP00000422473	ENSGALP00000023000
ENSP00000305810	ENSGALP00000024162
ENSP00000423995	ENSGALP00000041606
ENSP00000347345	ENSGALP00000019462
ENSP00000297873	ENSGALP00000042148
ENSP00000239690	ENSGALP00000025900
ENSP00000367299	ENSGALP00000027458
ENSP00000274813	ENSGALP00000026895
ENSP00000415332	ENSGALP00000014676
ENSP00000340896	ENSGALP00000005109
ENSP00000273037	ENSGALP00000007893
ENSP00000368887	ENSGALP00000020742
ENSP00000368965	ENSGALP00000016464
ENSP00000311977	ENSGALP00000002777
ENSP00000355536	ENSGALP00000017592
ENSP00000265044	ENSGALP00000042322
ENSP00000261434	ENSGALP00000023093
ENSP00000457206	ENSGALP00000003582
ENSP00000164305	ENSGALP00000007031
ENSP00000278200	ENSGALP00000031178
ENSP00000298248	ENSGALP00000029448
ENSP00000375978	ENSGALP00000018706
ENSP00000300738	ENSGALP00000027981
ENSP00000296786	ENSGALP00000040691
ENSP00000358616	ENSGALP00000013929
ENSP00000353549	ENSGALP00000027097
ENSP00000425809	ENSGALP00000025512
ENSP00000230449	ENSGALP00000042100
ENSP00000289382	ENSGALP00000027036
ENSP00000262294	ENSGALP00000008139
ENSP00000263274	ENSGALP00000021795
ENSP00000239891	ENSGALP00000027494
ENSP00000310111	ENSGALP00000039021
ENSP00000299157	ENSGALP00000043284
ENSP00000434466	ENSGALP00000000127
ENSP00000451211	ENSGALP00000041605
ENSP00000363944	ENSGALP00000039943
ENSP00000385675	ENSGALP00000017738
ENSP00000166345	ENSGALP00000020406
ENSP00000369411	ENSGALP00000027512
ENSP00000364037	ENSGALP00000021875
ENSP00000349016	ENSGALP00000004467
ENSP00000265896	ENSGALP00000026293
ENSP00000225726	ENSGALP00000000782
ENSP00000268124	ENSGALP00000037807
ENSP00000355086	ENSGALP00000005711
ENSP00000299886	ENSGALP00000037707
ENSP00000263083	ENSGALP00000004864
ENSP00000261884	ENSGALP00000003639
ENSP00000385025	ENSGALP00000039859
ENSP00000377036	ENSGALP00000002576
ENSP00000454261	ENSGALP00000011868
ENSP00000387122	ENSGALP00000011594
ENSP00000263956	ENSGALP00000012911
ENSP00000354848	ENSGALP00000006597
ENSP00000297431	ENSGALP00000013275
ENSP00000476948	ENSGALP00000009558
ENSP00000310520	ENSGALP00000004707
ENSP00000333551	ENSGALP00000004889
ENSP00000375914	ENSGALP00000007935
ENSP00000339245	ENSGALP00000019221
ENSP00000333934	ENSGALP00000023895
ENSP00000245544	ENSGALP00000012932
ENSP00000395196	ENSGALP00000009866
ENSP00000381064	ENSGALP00000016456
ENSP00000296805	ENSGALP00000024051
ENSP00000247178	ENSGALP00000019815
ENSP00000351947	ENSGALP00000016917
ENSP00000370345	ENSGALP00000027557
ENSP00000285021	ENSGALP00000010261
ENSP00000264255	ENSGALP00000035801
ENSP00000361965	ENSGALP00000006620
ENSP00000245680	ENSGALP00000019843
ENSP00000397441	ENSGALP00000027471
ENSP00000372326	ENSGALP00000004832
ENSP00000355964	ENSGALP00000015992
ENSP00000356548	ENSGALP00000022318
ENSP00000442770	ENSGALP00000006030
ENSP00000295030	ENSGALP00000012694
ENSP00000390621	ENSGALP00000007480
ENSP00000442436	ENSGALP00000007166
ENSP00000432327	ENSGALP00000001210
ENSP00000334594	ENSGALP00000037778
ENSP00000386541	ENSGALP00000018120
ENSP00000328203	ENSGALP00000042447
ENSP00000392913	ENSGALP00000013891
ENSP00000250101	ENSGALP00000043400
ENSP00000414237	ENSGALP00000008442
ENSP00000216122	ENSGALP00000020463
ENSP00000382071	ENSGALP00000029718
ENSP00000395995	ENSGALP00000014678
ENSP00000261597	ENSGALP00000023851
ENSP00000381240	ENSGALP00000023919
ENSP00000381937	ENSGALP00000016565
ENSP00000264499	ENSGALP00000019359
ENSP00000283109	ENSGALP00000024630
ENSP00000307143	ENSGALP00000025716
ENSP00000414851	ENSGALP00000021535
ENSP00000423309	ENSGALP00000002876
ENSP00000423067	ENSGALP00000000325
ENSP00000321810	ENSGALP00000006110
ENSP00000385312	ENSGALP00000012987
ENSP00000222567	ENSGALP00000017640
ENSP00000286070	ENSGALP00000014967
ENSP00000362018	ENSGALP00000008063
ENSP00000291576	ENSGALP00000035895
ENSP00000315774	ENSGALP00000032130
ENSP00000377895	ENSGALP00000000758
ENSP00000253003	ENSGALP00000008336
ENSP00000255764	ENSGALP00000040937
ENSP00000356563	ENSGALP00000022334
ENSP00000360540	ENSGALP00000010710
ENSP00000339404	ENSGALP00000007024
ENSP00000322180	ENSGALP00000026431
ENSP00000448054	ENSGALP00000020792
ENSP00000345917	ENSGALP00000024145
ENSP00000223029	ENSGALP00000005367
ENSP00000362061	ENSGALP00000006876
ENSP00000306817	ENSGALP00000016302
ENSP00000330188	ENSGALP00000007146
ENSP00000252115	ENSGALP00000019330
ENSP00000362456	ENSGALP00000041761
ENSP00000344223	ENSGALP00000005207
ENSP00000261245	ENSGALP00000019408
ENSP00000359258	ENSGALP00000009273
ENSP00000457788	ENSGALP00000002458
ENSP00000377252	ENSGALP00000015915
ENSP00000368872	ENSGALP00000042235
ENSP00000359403	ENSGALP00000014751
ENSP00000326003	ENSGALP00000012703
ENSP00000401566	ENSGALP00000004223
ENSP00000411418	ENSGALP00000019921
ENSP00000412698	ENSGALP00000012231
ENSP00000264027	ENSGALP00000043443
ENSP00000023939	ENSGALP00000012478
ENSP00000285667	ENSGALP00000025206
ENSP00000261396	ENSGALP00000018048
ENSP00000231948	ENSGALP00000013451
ENSP00000376597	ENSGALP00000020323
ENSP00000351619	ENSGALP00000006258
ENSP00000384290	ENSGALP00000010575
ENSP00000385579	ENSGALP00000012687
ENSP00000320359	ENSGALP00000034460
ENSP00000288710	ENSGALP00000026728
ENSP00000263774	ENSGALP00000013106
ENSP00000297440	ENSGALP00000005827
ENSP00000264451	ENSGALP00000022999
ENSP00000299314	ENSGALP00000020797
ENSP00000360412	ENSGALP00000010528
ENSP00000205214	ENSGALP00000022317
ENSP00000300452	ENSGALP00000007867
ENSP00000265052	ENSGALP00000009619
ENSP00000274606	ENSGALP00000005033
ENSP00000328938	ENSGALP00000000157
ENSP00000366953	ENSGALP00000008644
ENSP00000252934	ENSGALP00000022974
ENSP00000360149	ENSGALP00000017880
ENSP00000276533	ENSGALP00000040708
ENSP00000385215	ENSGALP00000025490
ENSP00000465638	ENSGALP00000041508
ENSP00000376989	ENSGALP00000041041
ENSP00000297145	ENSGALP00000038109
ENSP00000261247	ENSGALP00000019572
ENSP00000260403	ENSGALP00000015055
ENSP00000335144	ENSGALP00000040930
ENSP00000309430	ENSGALP00000005799
ENSP00000377700	ENSGALP00000024604
ENSP00000309031	ENSGALP00000024983
ENSP00000396441	ENSGALP00000042225
ENSP00000343190	ENSGALP00000002623
ENSP00000264711	ENSGALP00000041528
ENSP00000378294	ENSGALP00000003865
ENSP00000295117	ENSGALP00000013078
ENSP00000470252	ENSGALP00000023081
ENSP00000163416	ENSGALP00000017563
ENSP00000365777	ENSGALP00000007330
ENSP00000039007	ENSGALP00000026160
ENSP00000235307	ENSGALP00000032935
ENSP00000326200	ENSGALP00000024702
ENSP00000353538	ENSGALP00000025453
ENSP00000301329	ENSGALP00000007667
ENSP00000364956	ENSGALP00000005437
ENSP00000368664	ENSGALP00000027351
ENSP00000320646	ENSGALP00000010034
ENSP00000326424	ENSGALP00000006591
ENSP00000219368	ENSGALP00000004373
ENSP00000354361	ENSGALP00000004344
ENSP00000234170	ENSGALP00000037166
ENSP00000386609	ENSGALP00000040939
ENSP00000366396	ENSGALP00000013622
ENSP00000263360	ENSGALP00000022724
ENSP00000296328	ENSGALP00000010298
ENSP00000367697	ENSGALP00000035865
ENSP00000285398	ENSGALP00000018752
ENSP00000346466	ENSGALP00000019133
ENSP00000353942	ENSGALP00000001591
ENSP00000251496	ENSGALP00000023257
ENSP00000260953	ENSGALP00000015733
ENSP00000229447	ENSGALP00000020208
ENSP00000305924	ENSGALP00000017802
ENSP00000263773	ENSGALP00000023488
ENSP00000349305	ENSGALP00000036678
ENSP00000272321	ENSGALP00000014386
ENSP00000295148	ENSGALP00000030943
ENSP00000329715	ENSGALP00000037584
ENSP00000264279	ENSGALP00000013761
ENSP00000357998	ENSGALP00000024664
ENSP00000419005	ENSGALP00000016054
ENSP00000359042	ENSGALP00000003060
ENSP00000333946	ENSGALP00000016557
ENSP00000311827	ENSGALP00000001839
ENSP00000411250	ENSGALP00000004357
ENSP00000393139	ENSGALP00000009735
ENSP00000217446	ENSGALP00000001848
ENSP00000226760	ENSGALP00000024991
ENSP00000360644	ENSGALP00000027997
ENSP00000216465	ENSGALP00000016967
ENSP00000244426	ENSGALP00000026279
ENSP00000244217	ENSGALP00000033878
ENSP00000370194	ENSGALP00000020915
ENSP00000376127	ENSGALP00000004687
ENSP00000362135	ENSGALP00000041295
ENSP00000278826	ENSGALP00000041778
ENSP00000380747	ENSGALP00000013022
ENSP00000266079	ENSGALP00000009642
ENSP00000294785	ENSGALP00000014876
ENSP00000383840	ENSGALP00000016616
ENSP00000475168	ENSGALP00000039623
ENSP00000370736	ENSGALP00000041966
ENSP00000356214	ENSGALP00000022091
ENSP00000394899	ENSGALP00000022151
ENSP00000324318	ENSGALP00000026384
ENSP00000239830	ENSGALP00000021170
ENSP00000417573	ENSGALP00000007282
ENSP00000335371	ENSGALP00000017313
ENSP00000341324	ENSGALP00000008505
ENSP00000000412	ENSGALP00000023013
ENSP00000240651	ENSGALP00000021481
ENSP00000401721	ENSGALP00000042623
ENSP00000341422	ENSGALP00000011223
ENSP00000263681	ENSGALP00000027913
ENSP00000353246	ENSGALP00000002546
ENSP00000348984	ENSGALP00000041393
ENSP00000351052	ENSGALP00000012977
ENSP00000216367	ENSGALP00000019955
ENSP00000358126	ENSGALP00000022492
ENSP00000360530	ENSGALP00000014113
ENSP00000379133	ENSGALP00000012691
ENSP00000237822	ENSGALP00000030947
ENSP00000355471	ENSGALP00000017308
ENSP00000317468	ENSGALP00000041343
ENSP00000361628	ENSGALP00000014607
ENSP00000358293	ENSGALP00000014550
ENSP00000364578	ENSGALP00000042282
ENSP00000451188	ENSGALP00000018044
ENSP00000290663	ENSGALP00000016218
ENSP00000241041	ENSGALP00000013703
ENSP00000362650	ENSGALP00000001533
ENSP00000225609	ENSGALP00000007144
ENSP00000378854	ENSGALP00000003767
ENSP00000379372	ENSGALP00000006007
ENSP00000364902	ENSGALP00000010631
ENSP00000299626	ENSGALP00000029406
ENSP00000310593	ENSGALP00000031652
ENSP00000400984	ENSGALP00000025244
ENSP00000406738	ENSGALP00000005677
ENSP00000349877	ENSGALP00000021877
ENSP00000379895	ENSGALP00000037948
ENSP00000376220	ENSGALP00000005396
ENSP00000231198	ENSGALP00000005900
ENSP00000263196	ENSGALP00000009460
ENSP00000373404	ENSGALP00000013983
ENSP00000348471	ENSGALP00000026344
ENSP00000380074	ENSGALP00000023677
ENSP00000356782	ENSGALP00000024524
ENSP00000398722	ENSGALP00000011025
ENSP00000397759	ENSGALP00000005376
ENSP00000255078	ENSGALP00000006890
ENSP00000169551	ENSGALP00000022251
ENSP00000381567	ENSGALP00000021833
ENSP00000455229	ENSGALP00000005378
ENSP00000436005	ENSGALP00000012474
ENSP00000335808	ENSGALP00000001796
ENSP00000324343	ENSGALP00000010689
ENSP00000370508	ENSGALP00000027568
ENSP00000368455	ENSGALP00000042448
ENSP00000306105	ENSGALP00000007576
ENSP00000245157	ENSGALP00000004804
ENSP00000381220	ENSGALP00000023911
ENSP00000295746	ENSGALP00000024744
ENSP00000417190	ENSGALP00000007866
ENSP00000364284	ENSGALP00000006415
ENSP00000236980	ENSGALP00000013885
ENSP00000340271	ENSGALP00000010875
