ENSACAP00000008923	ENSLOCP00000011371
ENSACAP00000006657	ENSLOCP00000000724
ENSACAP00000001462	ENSLOCP00000007140
ENSACAP00000007313	ENSLOCP00000004117
ENSACAP00000002262	ENSLOCP00000020275
ENSACAP00000001214	ENSLOCP00000014808
ENSACAP00000001966	ENSLOCP00000006035
ENSACAP00000017175	ENSLOCP00000010041
ENSACAP00000003762	ENSLOCP00000008951
ENSACAP00000015893	ENSLOCP00000018495
ENSACAP00000004702	ENSLOCP00000009954
ENSACAP00000003393	ENSLOCP00000010856
ENSACAP00000010104	ENSLOCP00000015504
ENSACAP00000016241	ENSLOCP00000012808
ENSACAP00000003340	ENSLOCP00000003048
ENSACAP00000009744	ENSLOCP00000016930
ENSACAP00000012870	ENSLOCP00000022362
ENSACAP00000018430	ENSLOCP00000022363
ENSACAP00000000257	ENSLOCP00000022239
ENSACAP00000000456	ENSLOCP00000020334
ENSACAP00000018206	ENSLOCP00000014127
ENSACAP00000008311	ENSLOCP00000020884
ENSACAP00000009436	ENSLOCP00000004268
ENSACAP00000011096	ENSLOCP00000006033
ENSACAP00000000845	ENSLOCP00000019675
ENSACAP00000008309	ENSLOCP00000003818
ENSACAP00000000377	ENSLOCP00000006361
ENSACAP00000013794	ENSLOCP00000020123
ENSACAP00000008208	ENSLOCP00000002472
ENSACAP00000004717	ENSLOCP00000002356
ENSACAP00000005443	ENSLOCP00000019192
ENSACAP00000015673	ENSLOCP00000018540
ENSACAP00000007782	ENSLOCP00000013131
ENSACAP00000017090	ENSLOCP00000003430
ENSACAP00000004068	ENSLOCP00000013912
ENSACAP00000002782	ENSLOCP00000012313
ENSACAP00000005373	ENSLOCP00000006009
ENSACAP00000005136	ENSLOCP00000013629
ENSACAP00000008950	ENSLOCP00000015692
ENSACAP00000006944	ENSLOCP00000011108
ENSACAP00000003454	ENSLOCP00000000509
ENSACAP00000013151	ENSLOCP00000005714
ENSACAP00000009298	ENSLOCP00000012107
ENSACAP00000015582	ENSLOCP00000011870
ENSACAP00000011808	ENSLOCP00000017544
ENSACAP00000007967	ENSLOCP00000015821
ENSACAP00000017012	ENSLOCP00000010698
ENSACAP00000014779	ENSLOCP00000018802
ENSACAP00000007560	ENSLOCP00000016618
ENSACAP00000007627	ENSLOCP00000015052
ENSACAP00000009337	ENSLOCP00000017124
ENSACAP00000012692	ENSLOCP00000007837
ENSACAP00000021040	ENSLOCP00000019527
ENSACAP00000006018	ENSLOCP00000018259
ENSACAP00000009374	ENSLOCP00000017009
ENSACAP00000014469	ENSLOCP00000000766
ENSACAP00000014819	ENSLOCP00000002861
ENSACAP00000001110	ENSLOCP00000003699
ENSACAP00000016455	ENSLOCP00000015097
ENSACAP00000001527	ENSLOCP00000003283
ENSACAP00000002240	ENSLOCP00000007026
ENSACAP00000002470	ENSLOCP00000010876
ENSACAP00000009231	ENSLOCP00000010441
ENSACAP00000009179	ENSLOCP00000018604
ENSACAP00000008697	ENSLOCP00000000787
ENSACAP00000004131	ENSLOCP00000020151
ENSACAP00000007434	ENSLOCP00000009758
ENSACAP00000007039	ENSLOCP00000004358
ENSACAP00000011665	ENSLOCP00000011648
ENSACAP00000017575	ENSLOCP00000003273
ENSACAP00000009477	ENSLOCP00000004663
ENSACAP00000008531	ENSLOCP00000008118
ENSACAP00000012574	ENSLOCP00000016435
ENSACAP00000001472	ENSLOCP00000004001
ENSACAP00000004665	ENSLOCP00000017431
ENSACAP00000009166	ENSLOCP00000017047
ENSACAP00000017623	ENSLOCP00000003982
ENSACAP00000007676	ENSLOCP00000020058
ENSACAP00000000920	ENSLOCP00000005967
ENSACAP00000012313	ENSLOCP00000014683
ENSACAP00000022381	ENSLOCP00000020680
ENSACAP00000021467	ENSLOCP00000018050
ENSACAP00000015145	ENSLOCP00000019965
ENSACAP00000022914	ENSLOCP00000011572
ENSACAP00000012178	ENSLOCP00000014507
ENSACAP00000017292	ENSLOCP00000016557
ENSACAP00000015320	ENSLOCP00000004461
ENSACAP00000017799	ENSLOCP00000014496
ENSACAP00000006354	ENSLOCP00000002973
ENSACAP00000005924	ENSLOCP00000019430
ENSACAP00000011917	ENSLOCP00000001610
ENSACAP00000011039	ENSLOCP00000003761
ENSACAP00000002375	ENSLOCP00000013586
ENSACAP00000004899	ENSLOCP00000014228
ENSACAP00000000346	ENSLOCP00000015176
ENSACAP00000006163	ENSLOCP00000020099
ENSACAP00000004137	ENSLOCP00000019303
ENSACAP00000002194	ENSLOCP00000010526
ENSACAP00000012454	ENSLOCP00000004727
ENSACAP00000010426	ENSLOCP00000019814
ENSACAP00000012449	ENSLOCP00000018662
ENSACAP00000008678	ENSLOCP00000016132
ENSACAP00000003107	ENSLOCP00000015440
ENSACAP00000003908	ENSLOCP00000012354
ENSACAP00000016722	ENSLOCP00000014595
ENSACAP00000017693	ENSLOCP00000006950
ENSACAP00000014877	ENSLOCP00000011179
ENSACAP00000009083	ENSLOCP00000017377
ENSACAP00000003164	ENSLOCP00000007153
ENSACAP00000002575	ENSLOCP00000016872
ENSACAP00000000976	ENSLOCP00000011434
ENSACAP00000007580	ENSLOCP00000002135
ENSACAP00000015910	ENSLOCP00000012444
ENSACAP00000000059	ENSLOCP00000008240
ENSACAP00000000222	ENSLOCP00000007829
ENSACAP00000011538	ENSLOCP00000005448
ENSACAP00000003861	ENSLOCP00000008973
ENSACAP00000003218	ENSLOCP00000008455
ENSACAP00000004535	ENSLOCP00000017383
ENSACAP00000008137	ENSLOCP00000001619
ENSACAP00000008453	ENSLOCP00000017859
ENSACAP00000004656	ENSLOCP00000010328
ENSACAP00000008674	ENSLOCP00000007584
ENSACAP00000012159	ENSLOCP00000014369
ENSACAP00000016603	ENSLOCP00000021280
ENSACAP00000010565	ENSLOCP00000005565
ENSACAP00000018321	ENSLOCP00000020407
ENSACAP00000015098	ENSLOCP00000007039
ENSACAP00000008251	ENSLOCP00000008165
ENSACAP00000021744	ENSLOCP00000003971
ENSACAP00000022072	ENSLOCP00000000945
ENSACAP00000002763	ENSLOCP00000010419
ENSACAP00000017372	ENSLOCP00000013941
ENSACAP00000017124	ENSLOCP00000016309
ENSACAP00000014592	ENSLOCP00000001455
ENSACAP00000023338	ENSLOCP00000018170
ENSACAP00000000697	ENSLOCP00000000995
ENSACAP00000010334	ENSLOCP00000016710
ENSACAP00000013931	ENSLOCP00000014770
ENSACAP00000004694	ENSLOCP00000020055
ENSACAP00000008126	ENSLOCP00000002419
ENSACAP00000006302	ENSLOCP00000016424
ENSACAP00000015926	ENSLOCP00000015620
ENSACAP00000004780	ENSLOCP00000014540
ENSACAP00000008642	ENSLOCP00000014158
ENSACAP00000001311	ENSLOCP00000000975
ENSACAP00000013687	ENSLOCP00000017333
ENSACAP00000001217	ENSLOCP00000019730
ENSACAP00000015789	ENSLOCP00000017403
ENSACAP00000012780	ENSLOCP00000013574
ENSACAP00000001766	ENSLOCP00000006731
ENSACAP00000015734	ENSLOCP00000003657
ENSACAP00000001653	ENSLOCP00000007644
ENSACAP00000012608	ENSLOCP00000005832
ENSACAP00000004000	ENSLOCP00000012306
ENSACAP00000017726	ENSLOCP00000014349
ENSACAP00000008699	ENSLOCP00000015737
ENSACAP00000006240	ENSLOCP00000007477
ENSACAP00000017615	ENSLOCP00000004045
ENSACAP00000003664	ENSLOCP00000016134
ENSACAP00000016055	ENSLOCP00000000083
ENSACAP00000010113	ENSLOCP00000005064
ENSACAP00000018479	ENSLOCP00000000016
ENSACAP00000008576	ENSLOCP00000016105
ENSACAP00000012592	ENSLOCP00000004983
ENSACAP00000004505	ENSLOCP00000016109
ENSACAP00000010099	ENSLOCP00000001987
ENSACAP00000015108	ENSLOCP00000019577
ENSACAP00000016672	ENSLOCP00000005215
ENSACAP00000014065	ENSLOCP00000019329
ENSACAP00000003389	ENSLOCP00000001268
ENSACAP00000002874	ENSLOCP00000002236
ENSACAP00000002574	ENSLOCP00000013381
ENSACAP00000012539	ENSLOCP00000013892
ENSACAP00000012414	ENSLOCP00000003570
ENSACAP00000005122	ENSLOCP00000013727
ENSACAP00000006559	ENSLOCP00000020198
ENSACAP00000014479	ENSLOCP00000010964
ENSACAP00000007449	ENSLOCP00000016043
ENSACAP00000016184	ENSLOCP00000009624
ENSACAP00000022501	ENSLOCP00000011658
ENSACAP00000006305	ENSLOCP00000021200
ENSACAP00000017611	ENSLOCP00000014757
ENSACAP00000004250	ENSLOCP00000019966
ENSACAP00000013808	ENSLOCP00000003896
ENSACAP00000017206	ENSLOCP00000004873
ENSACAP00000000650	ENSLOCP00000019639
ENSACAP00000008466	ENSLOCP00000014484
ENSACAP00000014557	ENSLOCP00000012192
ENSACAP00000012730	ENSLOCP00000013734
ENSACAP00000004716	ENSLOCP00000019568
ENSACAP00000007001	ENSLOCP00000007880
ENSACAP00000004564	ENSLOCP00000017380
ENSACAP00000008100	ENSLOCP00000007567
ENSACAP00000009770	ENSLOCP00000019371
ENSACAP00000010839	ENSLOCP00000003882
ENSACAP00000007463	ENSLOCP00000005579
ENSACAP00000006913	ENSLOCP00000014797
ENSACAP00000004841	ENSLOCP00000004927
ENSACAP00000022056	ENSLOCP00000017933
ENSACAP00000001950	ENSLOCP00000003931
ENSACAP00000017759	ENSLOCP00000022359
ENSACAP00000018224	ENSLOCP00000021339
ENSACAP00000019132	ENSLOCP00000013842
ENSACAP00000010459	ENSLOCP00000012346
ENSACAP00000020240	ENSLOCP00000004904
ENSACAP00000003514	ENSLOCP00000014710
ENSACAP00000014289	ENSLOCP00000011017
ENSACAP00000021839	ENSLOCP00000014445
ENSACAP00000012540	ENSLOCP00000021531
ENSACAP00000023187	ENSLOCP00000016833
ENSACAP00000009879	ENSLOCP00000022196
ENSACAP00000017678	ENSLOCP00000021449
ENSACAP00000007507	ENSLOCP00000000979
ENSACAP00000006768	ENSLOCP00000016578
ENSACAP00000008630	ENSLOCP00000020352
ENSACAP00000012973	ENSLOCP00000018176
ENSACAP00000007427	ENSLOCP00000009555
ENSACAP00000017303	ENSLOCP00000016197
ENSACAP00000000398	ENSLOCP00000019251
ENSACAP00000016632	ENSLOCP00000010007
ENSACAP00000010118	ENSLOCP00000012294
ENSACAP00000005208	ENSLOCP00000016487
ENSACAP00000021786	ENSLOCP00000001027
ENSACAP00000006751	ENSLOCP00000004511
ENSACAP00000017279	ENSLOCP00000018976
ENSACAP00000012685	ENSLOCP00000019466
ENSACAP00000021452	ENSLOCP00000013545
ENSACAP00000014032	ENSLOCP00000014000
ENSACAP00000008884	ENSLOCP00000017267
ENSACAP00000000179	ENSLOCP00000017962
ENSACAP00000018442	ENSLOCP00000017362
ENSACAP00000009268	ENSLOCP00000010014
ENSACAP00000008500	ENSLOCP00000017525
ENSACAP00000008029	ENSLOCP00000009370
ENSACAP00000007200	ENSLOCP00000016953
ENSACAP00000001400	ENSLOCP00000012145
ENSACAP00000005459	ENSLOCP00000001014
ENSACAP00000003604	ENSLOCP00000001551
ENSACAP00000007320	ENSLOCP00000005217
ENSACAP00000013183	ENSLOCP00000006641
ENSACAP00000001810	ENSLOCP00000007148
ENSACAP00000016203	ENSLOCP00000013300
ENSACAP00000008086	ENSLOCP00000002197
ENSACAP00000021989	ENSLOCP00000014755
ENSACAP00000015389	ENSLOCP00000001325
ENSACAP00000001807	ENSLOCP00000011423
ENSACAP00000016054	ENSLOCP00000014877
ENSACAP00000007960	ENSLOCP00000014478
ENSACAP00000007020	ENSLOCP00000014616
ENSACAP00000012868	ENSLOCP00000017273
ENSACAP00000004064	ENSLOCP00000019946
ENSACAP00000002511	ENSLOCP00000009604
ENSACAP00000015328	ENSLOCP00000009586
ENSACAP00000009283	ENSLOCP00000020480
ENSACAP00000005850	ENSLOCP00000014959
ENSACAP00000005561	ENSLOCP00000019822
ENSACAP00000020095	ENSLOCP00000021224
ENSACAP00000002001	ENSLOCP00000010610
ENSACAP00000011479	ENSLOCP00000011344
ENSACAP00000013349	ENSLOCP00000002227
ENSACAP00000005318	ENSLOCP00000019276
ENSACAP00000021880	ENSLOCP00000021366
ENSACAP00000012056	ENSLOCP00000018726
ENSACAP00000014828	ENSLOCP00000019474
ENSACAP00000022516	ENSLOCP00000013250
ENSACAP00000002255	ENSLOCP00000004824
ENSACAP00000000336	ENSLOCP00000020547
ENSACAP00000000548	ENSLOCP00000020320
ENSACAP00000002342	ENSLOCP00000001567
ENSACAP00000017711	ENSLOCP00000006650
ENSACAP00000010262	ENSLOCP00000012594
ENSACAP00000013657	ENSLOCP00000006452
ENSACAP00000010757	ENSLOCP00000004124
ENSACAP00000016980	ENSLOCP00000018918
ENSACAP00000006390	ENSLOCP00000001572
ENSACAP00000001233	ENSLOCP00000019519
ENSACAP00000001923	ENSLOCP00000012023
ENSACAP00000014376	ENSLOCP00000007712
ENSACAP00000001510	ENSLOCP00000008009
ENSACAP00000002345	ENSLOCP00000020286
ENSACAP00000012979	ENSLOCP00000007782
ENSACAP00000015400	ENSLOCP00000006416
ENSACAP00000003988	ENSLOCP00000006669
ENSACAP00000006183	ENSLOCP00000000959
ENSACAP00000001107	ENSLOCP00000016839
ENSACAP00000011414	ENSLOCP00000011566
ENSACAP00000005553	ENSLOCP00000011842
ENSACAP00000002407	ENSLOCP00000003482
ENSACAP00000002661	ENSLOCP00000012837
ENSACAP00000004421	ENSLOCP00000012284
ENSACAP00000016550	ENSLOCP00000012856
ENSACAP00000007088	ENSLOCP00000016007
ENSACAP00000010225	ENSLOCP00000020397
ENSACAP00000001265	ENSLOCP00000019347
ENSACAP00000005827	ENSLOCP00000010470
ENSACAP00000006906	ENSLOCP00000004301
ENSACAP00000015848	ENSLOCP00000012006
ENSACAP00000002468	ENSLOCP00000011582
ENSACAP00000005652	ENSLOCP00000019583
ENSACAP00000009077	ENSLOCP00000003012
ENSACAP00000010266	ENSLOCP00000020395
ENSACAP00000016859	ENSLOCP00000003300
ENSACAP00000000063	ENSLOCP00000002201
ENSACAP00000010310	ENSLOCP00000005869
ENSACAP00000008183	ENSLOCP00000011452
ENSACAP00000005845	ENSLOCP00000016130
ENSACAP00000017256	ENSLOCP00000017265
ENSACAP00000015177	ENSLOCP00000004299
ENSACAP00000017769	ENSLOCP00000002764
ENSACAP00000002712	ENSLOCP00000010330
ENSACAP00000008571	ENSLOCP00000009526
ENSACAP00000013308	ENSLOCP00000015430
ENSACAP00000006841	ENSLOCP00000004458
ENSACAP00000004843	ENSLOCP00000017304
ENSACAP00000014437	ENSLOCP00000016073
ENSACAP00000003076	ENSLOCP00000015596
ENSACAP00000008794	ENSLOCP00000020611
ENSACAP00000001295	ENSLOCP00000020848
ENSACAP00000002142	ENSLOCP00000009206
ENSACAP00000013717	ENSLOCP00000005052
ENSACAP00000008796	ENSLOCP00000015288
ENSACAP00000017023	ENSLOCP00000020898
ENSACAP00000005095	ENSLOCP00000014211
ENSACAP00000005415	ENSLOCP00000000625
ENSACAP00000003288	ENSLOCP00000008271
ENSACAP00000007214	ENSLOCP00000004221
ENSACAP00000012937	ENSLOCP00000017242
ENSACAP00000018839	ENSLOCP00000000171
ENSACAP00000007483	ENSLOCP00000010987
ENSACAP00000011264	ENSLOCP00000011507
ENSACAP00000007378	ENSLOCP00000012620
ENSACAP00000010948	ENSLOCP00000010085
ENSACAP00000000666	ENSLOCP00000010664
ENSACAP00000012954	ENSLOCP00000009597
ENSACAP00000003817	ENSLOCP00000014676
ENSACAP00000000220	ENSLOCP00000016782
ENSACAP00000014616	ENSLOCP00000020405
ENSACAP00000012217	ENSLOCP00000017317
ENSACAP00000005519	ENSLOCP00000002984
ENSACAP00000020040	ENSLOCP00000006068
ENSACAP00000011360	ENSLOCP00000008032
ENSACAP00000008422	ENSLOCP00000006074
ENSACAP00000006357	ENSLOCP00000007159
ENSACAP00000016981	ENSLOCP00000007160
ENSACAP00000022500	ENSLOCP00000019237
ENSACAP00000017491	ENSLOCP00000014578
ENSACAP00000011980	ENSLOCP00000018823
ENSACAP00000022457	ENSLOCP00000011907
ENSACAP00000006567	ENSLOCP00000019676
ENSACAP00000010976	ENSLOCP00000019873
ENSACAP00000001976	ENSLOCP00000013258
ENSACAP00000008555	ENSLOCP00000004649
ENSACAP00000007940	ENSLOCP00000016117
ENSACAP00000016123	ENSLOCP00000005415
ENSACAP00000015441	ENSLOCP00000018532
ENSACAP00000014949	ENSLOCP00000012868
ENSACAP00000001270	ENSLOCP00000010012
ENSACAP00000015011	ENSLOCP00000007081
ENSACAP00000002731	ENSLOCP00000016654
ENSACAP00000015731	ENSLOCP00000006638
ENSACAP00000004811	ENSLOCP00000020066
ENSACAP00000003795	ENSLOCP00000008948
ENSACAP00000015525	ENSLOCP00000018436
ENSACAP00000015368	ENSLOCP00000004517
ENSACAP00000000850	ENSLOCP00000005142
ENSACAP00000000787	ENSLOCP00000007846
ENSACAP00000009313	ENSLOCP00000015880
ENSACAP00000003269	ENSLOCP00000004096
ENSACAP00000017035	ENSLOCP00000003502
ENSACAP00000007793	ENSLOCP00000006850
ENSACAP00000000178	ENSLOCP00000014663
ENSACAP00000013354	ENSLOCP00000003423
ENSACAP00000010213	ENSLOCP00000011860
ENSACAP00000004416	ENSLOCP00000019955
ENSACAP00000021286	ENSLOCP00000005219
ENSACAP00000010206	ENSLOCP00000003644
ENSACAP00000012047	ENSLOCP00000015685
ENSACAP00000015770	ENSLOCP00000008809
ENSACAP00000014102	ENSLOCP00000002719
ENSACAP00000006513	ENSLOCP00000008468
ENSACAP00000001656	ENSLOCP00000021054
ENSACAP00000015741	ENSLOCP00000008510
ENSACAP00000003297	ENSLOCP00000019150
ENSACAP00000013816	ENSLOCP00000014793
ENSACAP00000013265	ENSLOCP00000014254
ENSACAP00000014975	ENSLOCP00000007109
ENSACAP00000000283	ENSLOCP00000015558
ENSACAP00000002231	ENSLOCP00000011417
ENSACAP00000006636	ENSLOCP00000014863
ENSACAP00000016086	ENSLOCP00000003091
ENSACAP00000009409	ENSLOCP00000020665
ENSACAP00000017078	ENSLOCP00000000778
ENSACAP00000011100	ENSLOCP00000019866
ENSACAP00000018653	ENSLOCP00000006758
ENSACAP00000000187	ENSLOCP00000001893
ENSACAP00000006598	ENSLOCP00000012454
ENSACAP00000005879	ENSLOCP00000006230
ENSACAP00000001247	ENSLOCP00000019350
ENSACAP00000002640	ENSLOCP00000013407
ENSACAP00000017687	ENSLOCP00000006996
ENSACAP00000008380	ENSLOCP00000014474
ENSACAP00000009935	ENSLOCP00000005828
ENSACAP00000014709	ENSLOCP00000015881
ENSACAP00000015076	ENSLOCP00000013139
ENSACAP00000000924	ENSLOCP00000019724
ENSACAP00000008903	ENSLOCP00000010212
ENSACAP00000006610	ENSLOCP00000017126
ENSACAP00000021564	ENSLOCP00000004851
ENSACAP00000010816	ENSLOCP00000013810
ENSACAP00000003089	ENSLOCP00000002733
ENSACAP00000002395	ENSLOCP00000013337
ENSACAP00000000009	ENSLOCP00000004959
ENSACAP00000009289	ENSLOCP00000011602
ENSACAP00000009111	ENSLOCP00000003815
ENSACAP00000006770	ENSLOCP00000011732
ENSACAP00000008789	ENSLOCP00000016634
ENSACAP00000001937	ENSLOCP00000003140
ENSACAP00000004405	ENSLOCP00000011710
ENSACAP00000008437	ENSLOCP00000000090
ENSACAP00000018250	ENSLOCP00000006888
ENSACAP00000010762	ENSLOCP00000006423
ENSACAP00000000872	ENSLOCP00000013633
ENSACAP00000003775	ENSLOCP00000002569
ENSACAP00000017698	ENSLOCP00000006844
ENSACAP00000014208	ENSLOCP00000008991
ENSACAP00000004380	ENSLOCP00000017401
ENSACAP00000008744	ENSLOCP00000003642
ENSACAP00000014892	ENSLOCP00000020923
ENSACAP00000007990	ENSLOCP00000005449
ENSACAP00000012377	ENSLOCP00000014607
ENSACAP00000006683	ENSLOCP00000019555
ENSACAP00000006863	ENSLOCP00000017537
ENSACAP00000015822	ENSLOCP00000011221
ENSACAP00000006033	ENSLOCP00000019447
ENSACAP00000007022	ENSLOCP00000019610
ENSACAP00000015604	ENSLOCP00000011252
ENSACAP00000002965	ENSLOCP00000021766
ENSACAP00000005238	ENSLOCP00000020878
ENSACAP00000011624	ENSLOCP00000018095
ENSACAP00000016326	ENSLOCP00000009874
ENSACAP00000012117	ENSLOCP00000020627
ENSACAP00000015380	ENSLOCP00000016927
ENSACAP00000008998	ENSLOCP00000017097
ENSACAP00000000826	ENSLOCP00000011605
ENSACAP00000007333	ENSLOCP00000001898
ENSACAP00000001537	ENSLOCP00000006546
ENSACAP00000017805	ENSLOCP00000019813
ENSACAP00000004439	ENSLOCP00000003637
ENSACAP00000000531	ENSLOCP00000013731
ENSACAP00000006136	ENSLOCP00000019703
ENSACAP00000000199	ENSLOCP00000011984
ENSACAP00000010907	ENSLOCP00000008385
ENSACAP00000000824	ENSLOCP00000001656
ENSACAP00000014014	ENSLOCP00000020718
ENSACAP00000007107	ENSLOCP00000014024
ENSACAP00000015513	ENSLOCP00000009218
ENSACAP00000004456	ENSLOCP00000001626
ENSACAP00000016756	ENSLOCP00000007000
ENSACAP00000005888	ENSLOCP00000017450
ENSACAP00000003536	ENSLOCP00000005385
ENSACAP00000000133	ENSLOCP00000010605
ENSACAP00000010018	ENSLOCP00000019704
ENSACAP00000000099	ENSLOCP00000003119
ENSACAP00000016290	ENSLOCP00000018672
ENSACAP00000001575	ENSLOCP00000001747
ENSACAP00000014706	ENSLOCP00000015876
ENSACAP00000002525	ENSLOCP00000019217
ENSACAP00000009839	ENSLOCP00000014824
ENSACAP00000015377	ENSLOCP00000016115
ENSACAP00000002387	ENSLOCP00000006005
ENSACAP00000014503	ENSLOCP00000006539
ENSACAP00000010235	ENSLOCP00000013141
ENSACAP00000005258	ENSLOCP00000014272
ENSACAP00000016199	ENSLOCP00000004243
ENSACAP00000013738	ENSLOCP00000010772
ENSACAP00000005009	ENSLOCP00000009652
ENSACAP00000012495	ENSLOCP00000008283
ENSACAP00000000605	ENSLOCP00000006426
ENSACAP00000008297	ENSLOCP00000013490
ENSACAP00000014885	ENSLOCP00000016030
ENSACAP00000013180	ENSLOCP00000011761
ENSACAP00000006592	ENSLOCP00000008678
ENSACAP00000019146	ENSLOCP00000015660
ENSACAP00000005541	ENSLOCP00000005548
ENSACAP00000014794	ENSLOCP00000019480
ENSACAP00000001874	ENSLOCP00000018382
ENSACAP00000004298	ENSLOCP00000007395
ENSACAP00000013411	ENSLOCP00000018002
ENSACAP00000002008	ENSLOCP00000004501
ENSACAP00000012819	ENSLOCP00000013652
ENSACAP00000007743	ENSLOCP00000016675
ENSACAP00000001612	ENSLOCP00000008112
ENSACAP00000014060	ENSLOCP00000020100
ENSACAP00000004226	ENSLOCP00000007795
ENSACAP00000011213	ENSLOCP00000002544
ENSACAP00000014630	ENSLOCP00000019601
ENSACAP00000000440	ENSLOCP00000003732
ENSACAP00000013740	ENSLOCP00000007321
ENSACAP00000002164	ENSLOCP00000007185
ENSACAP00000004736	ENSLOCP00000002604
ENSACAP00000016364	ENSLOCP00000017674
ENSACAP00000016376	ENSLOCP00000003944
ENSACAP00000003112	ENSLOCP00000020399
ENSACAP00000001444	ENSLOCP00000010971
ENSACAP00000014331	ENSLOCP00000019068
ENSACAP00000005556	ENSLOCP00000011030
ENSACAP00000012940	ENSLOCP00000012739
ENSACAP00000011105	ENSLOCP00000010620
ENSACAP00000009751	ENSLOCP00000013467
ENSACAP00000005407	ENSLOCP00000008937
ENSACAP00000012871	ENSLOCP00000005857
ENSACAP00000006487	ENSLOCP00000017919
ENSACAP00000003539	ENSLOCP00000002525
ENSACAP00000015333	ENSLOCP00000009615
ENSACAP00000005584	ENSLOCP00000009577
ENSACAP00000016960	ENSLOCP00000016201
ENSACAP00000002794	ENSLOCP00000004120
ENSACAP00000022931	ENSLOCP00000012269
ENSACAP00000015142	ENSLOCP00000009785
ENSACAP00000006596	ENSLOCP00000016517
ENSACAP00000013849	ENSLOCP00000020114
ENSACAP00000005068	ENSLOCP00000011938
ENSACAP00000018518	ENSLOCP00000018489
ENSACAP00000007059	ENSLOCP00000021905
ENSACAP00000015936	ENSLOCP00000009281
ENSACAP00000019642	ENSLOCP00000001923
ENSACAP00000001823	ENSLOCP00000008752
ENSACAP00000003312	ENSLOCP00000020555
ENSACAP00000017237	ENSLOCP00000013948
ENSACAP00000003152	ENSLOCP00000015871
ENSACAP00000003280	ENSLOCP00000010500
ENSACAP00000022880	ENSLOCP00000016893
ENSACAP00000007841	ENSLOCP00000000038
ENSACAP00000013925	ENSLOCP00000019652
ENSACAP00000008383	ENSLOCP00000015537
ENSACAP00000006045	ENSLOCP00000019781
ENSACAP00000005219	ENSLOCP00000011130
ENSACAP00000005883	ENSLOCP00000004348
ENSACAP00000012479	ENSLOCP00000019408
ENSACAP00000003004	ENSLOCP00000000210
ENSACAP00000019554	ENSLOCP00000002845
ENSACAP00000006640	ENSLOCP00000019569
ENSACAP00000001367	ENSLOCP00000017239
ENSACAP00000005438	ENSLOCP00000020416
ENSACAP00000013909	ENSLOCP00000010350
ENSACAP00000021067	ENSLOCP00000008896
ENSACAP00000005970	ENSLOCP00000011016
ENSACAP00000013556	ENSLOCP00000011291
ENSACAP00000013933	ENSLOCP00000019315
ENSACAP00000006916	ENSLOCP00000015269
ENSACAP00000001221	ENSLOCP00000019735
ENSACAP00000009329	ENSLOCP00000009709
ENSACAP00000005236	ENSLOCP00000017892
ENSACAP00000017265	ENSLOCP00000009867
ENSACAP00000013335	ENSLOCP00000016863
ENSACAP00000013942	ENSLOCP00000001789
ENSACAP00000002000	ENSLOCP00000009078
ENSACAP00000016018	ENSLOCP00000011985
ENSACAP00000006967	ENSLOCP00000005769
ENSACAP00000007897	ENSLOCP00000002935
ENSACAP00000022128	ENSLOCP00000021067
ENSACAP00000016233	ENSLOCP00000005012
ENSACAP00000004842	ENSLOCP00000013085
ENSACAP00000008439	ENSLOCP00000008756
ENSACAP00000002187	ENSLOCP00000005858
ENSACAP00000016235	ENSLOCP00000015280
ENSACAP00000012604	ENSLOCP00000005853
ENSACAP00000005840	ENSLOCP00000017901
ENSACAP00000011121	ENSLOCP00000013061
ENSACAP00000017233	ENSLOCP00000011363
ENSACAP00000011858	ENSLOCP00000003857
ENSACAP00000013534	ENSLOCP00000017334
ENSACAP00000011703	ENSLOCP00000000987
ENSACAP00000003221	ENSLOCP00000005262
ENSACAP00000002969	ENSLOCP00000003460
ENSACAP00000021749	ENSLOCP00000004590
ENSACAP00000013597	ENSLOCP00000017236
ENSACAP00000017105	ENSLOCP00000016520
ENSACAP00000004482	ENSLOCP00000014160
ENSACAP00000012316	ENSLOCP00000003785
ENSACAP00000017654	ENSLOCP00000010943
ENSACAP00000009458	ENSLOCP00000002318
ENSACAP00000009541	ENSLOCP00000011174
ENSACAP00000013624	ENSLOCP00000006349
ENSACAP00000012499	ENSLOCP00000013783
ENSACAP00000003625	ENSLOCP00000016353
ENSACAP00000004376	ENSLOCP00000001484
ENSACAP00000010666	ENSLOCP00000021195
ENSACAP00000004266	ENSLOCP00000011718
ENSACAP00000004040	ENSLOCP00000010776
ENSACAP00000006780	ENSLOCP00000007981
ENSACAP00000007135	ENSLOCP00000007492
ENSACAP00000021458	ENSLOCP00000017995
ENSACAP00000006711	ENSLOCP00000011124
ENSACAP00000012279	ENSLOCP00000014671
ENSACAP00000001261	ENSLOCP00000005651
ENSACAP00000002824	ENSLOCP00000007648
ENSACAP00000016691	ENSLOCP00000018869
ENSACAP00000013081	ENSLOCP00000011728
ENSACAP00000004281	ENSLOCP00000005839
ENSACAP00000004583	ENSLOCP00000017036
ENSACAP00000004814	ENSLOCP00000014094
ENSACAP00000010315	ENSLOCP00000015469
ENSACAP00000002690	ENSLOCP00000019488
ENSACAP00000011191	ENSLOCP00000001709
ENSACAP00000006676	ENSLOCP00000021021
ENSACAP00000016676	ENSLOCP00000009294
