ENSGALP00000006197	ENSMGAP00000004951
ENSGALP00000008312	ENSMGAP00000003010
ENSGALP00000023047	ENSMGAP00000010159
ENSGALP00000043311	ENSMGAP00000013432
ENSGALP00000005633	ENSMGAP00000004960
ENSGALP00000041799	ENSMGAP00000011432
ENSGALP00000001577	ENSMGAP00000000116
ENSGALP00000003026	ENSMGAP00000006165
ENSGALP00000017009	ENSMGAP00000013586
ENSGALP00000020647	ENSMGAP00000002030
ENSGALP00000027194	ENSMGAP00000015773
ENSGALP00000021587	ENSMGAP00000014979
ENSGALP00000038835	ENSMGAP00000005001
ENSGALP00000005868	ENSMGAP00000003048
ENSGALP00000009408	ENSMGAP00000003209
ENSGALP00000015179	ENSMGAP00000008519
ENSGALP00000011524	ENSMGAP00000016751
ENSGALP00000015492	ENSMGAP00000010389
ENSGALP00000030345	ENSMGAP00000007500
ENSGALP00000017465	ENSMGAP00000012056
ENSGALP00000029109	ENSMGAP00000002537
ENSGALP00000008605	ENSMGAP00000009332
ENSGALP00000017322	ENSMGAP00000006496
ENSGALP00000010470	ENSMGAP00000008661
ENSGALP00000012931	ENSMGAP00000002282
ENSGALP00000017190	ENSMGAP00000006002
ENSGALP00000014362	ENSMGAP00000004652
ENSGALP00000003172	ENSMGAP00000000713
ENSGALP00000001791	ENSMGAP00000000371
ENSGALP00000014603	ENSMGAP00000009899
ENSGALP00000030003	ENSMGAP00000011882
ENSGALP00000008387	ENSMGAP00000006847
ENSGALP00000041701	ENSMGAP00000001656
ENSGALP00000001909	ENSMGAP00000019326
ENSGALP00000014543	ENSMGAP00000008795
ENSGALP00000016438	ENSMGAP00000013201
ENSGALP00000042749	ENSMGAP00000014292
ENSGALP00000018029	ENSMGAP00000013952
ENSGALP00000005122	ENSMGAP00000001655
ENSGALP00000027161	ENSMGAP00000015758
ENSGALP00000027424	ENSMGAP00000015927
ENSGALP00000014141	ENSMGAP00000006794
ENSGALP00000022947	ENSMGAP00000012729
ENSGALP00000042966	ENSMGAP00000004325
ENSGALP00000007621	ENSMGAP00000005443
ENSGALP00000010895	ENSMGAP00000008992
ENSGALP00000015782	ENSMGAP00000012228
ENSGALP00000017346	ENSMGAP00000006600
ENSGALP00000042512	ENSMGAP00000005461
ENSGALP00000013068	ENSMGAP00000010150
ENSGALP00000010308	ENSMGAP00000002933
ENSGALP00000014641	ENSMGAP00000000329
ENSGALP00000003222	ENSMGAP00000001006
ENSGALP00000016461	ENSMGAP00000011132
ENSGALP00000041917	ENSMGAP00000006359
ENSGALP00000040773	ENSMGAP00000019700
ENSGALP00000039927	ENSMGAP00000001604
ENSGALP00000003474	ENSMGAP00000003257
ENSGALP00000012452	ENSMGAP00000008309
ENSGALP00000005102	ENSMGAP00000010536
ENSGALP00000007472	ENSMGAP00000003959
ENSGALP00000009487	ENSMGAP00000007331
ENSGALP00000024611	ENSMGAP00000015196
ENSGALP00000020133	ENSMGAP00000012946
ENSGALP00000006210	ENSMGAP00000003229
ENSGALP00000023184	ENSMGAP00000013114
ENSGALP00000021314	ENSMGAP00000017876
ENSGALP00000008604	ENSMGAP00000004163
ENSGALP00000042714	ENSMGAP00000013697
ENSGALP00000042576	ENSMGAP00000013698
ENSGALP00000011554	ENSMGAP00000008926
ENSGALP00000042367	ENSMGAP00000010583
ENSGALP00000020173	ENSMGAP00000001029
ENSGALP00000019438	ENSMGAP00000012753
ENSGALP00000025733	ENSMGAP00000012733
ENSGALP00000012624	ENSMGAP00000005991
ENSGALP00000009665	ENSMGAP00000006690
ENSGALP00000039839	ENSMGAP00000000376
ENSGALP00000029464	ENSMGAP00000016008
ENSGALP00000020002	ENSMGAP00000014507
ENSGALP00000039978	ENSMGAP00000004053
ENSGALP00000012920	ENSMGAP00000006992
ENSGALP00000001109	ENSMGAP00000000223
ENSGALP00000013962	ENSMGAP00000011686
ENSGALP00000014752	ENSMGAP00000010064
ENSGALP00000008813	ENSMGAP00000006219
ENSGALP00000024251	ENSMGAP00000014203
ENSGALP00000042402	ENSMGAP00000008947
ENSGALP00000037490	ENSMGAP00000012010
ENSGALP00000043044	ENSMGAP00000015161
ENSGALP00000003525	ENSMGAP00000009046
ENSGALP00000026781	ENSMGAP00000014997
ENSGALP00000011853	ENSMGAP00000018771
ENSGALP00000003909	ENSMGAP00000001770
ENSGALP00000040931	ENSMGAP00000002117
ENSGALP00000001521	ENSMGAP00000000175
ENSGALP00000038107	ENSMGAP00000005710
ENSGALP00000022457	ENSMGAP00000017215
ENSGALP00000041780	ENSMGAP00000005560
ENSGALP00000032872	ENSMGAP00000007301
ENSGALP00000010214	ENSMGAP00000007667
ENSGALP00000041054	ENSMGAP00000010035
ENSGALP00000033117	ENSMGAP00000002832
ENSGALP00000041961	ENSMGAP00000000379
ENSGALP00000011720	ENSMGAP00000005272
ENSGALP00000017951	ENSMGAP00000012576
ENSGALP00000023415	ENSMGAP00000000501
ENSGALP00000020198	ENSMGAP00000013299
ENSGALP00000001161	ENSMGAP00000009076
ENSGALP00000008152	ENSMGAP00000007298
ENSGALP00000020530	ENSMGAP00000006314
ENSGALP00000036879	ENSMGAP00000012955
ENSGALP00000024714	ENSMGAP00000015211
ENSGALP00000013572	ENSMGAP00000011458
ENSGALP00000016026	ENSMGAP00000002915
ENSGALP00000003216	ENSMGAP00000000636
ENSGALP00000020581	ENSMGAP00000001652
ENSGALP00000026576	ENSMGAP00000014877
ENSGALP00000007872	ENSMGAP00000004462
ENSGALP00000016422	ENSMGAP00000010533
ENSGALP00000000524	ENSMGAP00000009772
ENSGALP00000008003	ENSMGAP00000006132
ENSGALP00000026465	ENSMGAP00000014816
ENSGALP00000008613	ENSMGAP00000018830
ENSGALP00000026670	ENSMGAP00000015567
ENSGALP00000002041	ENSMGAP00000002230
ENSGALP00000042897	ENSMGAP00000001211
ENSGALP00000011349	ENSMGAP00000002681
ENSGALP00000009528	ENSMGAP00000007377
ENSGALP00000023186	ENSMGAP00000013116
ENSGALP00000004839	ENSMGAP00000000382
ENSGALP00000020641	ENSMGAP00000001901
ENSGALP00000037974	ENSMGAP00000011930
ENSGALP00000023951	ENSMGAP00000016927
ENSGALP00000031926	ENSMGAP00000013356
ENSGALP00000025680	ENSMGAP00000012637
ENSGALP00000009807	ENSMGAP00000006514
ENSGALP00000042810	ENSMGAP00000011993
ENSGALP00000037230	ENSMGAP00000011193
ENSGALP00000023989	ENSMGAP00000015084
ENSGALP00000017187	ENSMGAP00000019263
ENSGALP00000038313	ENSMGAP00000007660
ENSGALP00000017055	ENSMGAP00000013608
ENSGALP00000014331	ENSMGAP00000004551
ENSGALP00000012938	ENSMGAP00000010826
ENSGALP00000030135	ENSMGAP00000013236
ENSGALP00000010673	ENSMGAP00000009075
ENSGALP00000013917	ENSMGAP00000011666
ENSGALP00000025170	ENSMGAP00000008475
ENSGALP00000013700	ENSMGAP00000010605
ENSGALP00000017381	ENSMGAP00000010151
ENSGALP00000042252	ENSMGAP00000014341
ENSGALP00000021502	ENSMGAP00000007826
ENSGALP00000042597	ENSMGAP00000003285
ENSGALP00000025393	ENSMGAP00000013852
ENSGALP00000015316	ENSMGAP00000009154
ENSGALP00000025077	ENSMGAP00000014379
ENSGALP00000034188	ENSMGAP00000000618
ENSGALP00000020971	ENSMGAP00000013983
ENSGALP00000040674	ENSMGAP00000013125
ENSGALP00000014529	ENSMGAP00000009806
ENSGALP00000014301	ENSMGAP00000006660
ENSGALP00000004521	ENSMGAP00000018989
ENSGALP00000008356	ENSMGAP00000006350
ENSGALP00000042217	ENSMGAP00000000159
ENSGALP00000039960	ENSMGAP00000010791
ENSGALP00000038005	ENSMGAP00000004342
ENSGALP00000025712	ENSMGAP00000012696
ENSGALP00000009586	ENSMGAP00000006543
ENSGALP00000043026	ENSMGAP00000007570
ENSGALP00000034250	ENSMGAP00000006930
ENSGALP00000006407	ENSMGAP00000013447
ENSGALP00000023000	ENSMGAP00000012796
ENSGALP00000024162	ENSMGAP00000013402
ENSGALP00000041377	ENSMGAP00000002533
ENSGALP00000021246	ENSMGAP00000006091
ENSGALP00000005915	ENSMGAP00000004806
ENSGALP00000041606	ENSMGAP00000003345
ENSGALP00000019462	ENSMGAP00000012735
ENSGALP00000025900	ENSMGAP00000013080
ENSGALP00000027458	ENSMGAP00000015941
ENSGALP00000026895	ENSMGAP00000015081
ENSGALP00000014676	ENSMGAP00000009586
ENSGALP00000005109	ENSMGAP00000001740
ENSGALP00000002701	ENSMGAP00000001038
ENSGALP00000026742	ENSMGAP00000014959
ENSGALP00000007893	ENSMGAP00000004796
ENSGALP00000020742	ENSMGAP00000002953
ENSGALP00000016464	ENSMGAP00000004324
ENSGALP00000022902	ENSMGAP00000014571
ENSGALP00000002777	ENSMGAP00000001020
ENSGALP00000017592	ENSMGAP00000012282
ENSGALP00000024054	ENSMGAP00000014130
ENSGALP00000006932	ENSMGAP00000004343
ENSGALP00000009278	ENSMGAP00000007997
ENSGALP00000012436	ENSMGAP00000007146
ENSGALP00000003582	ENSMGAP00000010128
ENSGALP00000022859	ENSMGAP00000007934
ENSGALP00000007031	ENSMGAP00000005965
ENSGALP00000022084	ENSMGAP00000007666
ENSGALP00000031178	ENSMGAP00000001064
ENSGALP00000029448	ENSMGAP00000016043
ENSGALP00000018706	ENSMGAP00000012238
ENSGALP00000007179	ENSMGAP00000004832
ENSGALP00000027981	ENSMGAP00000017685
ENSGALP00000020055	ENSMGAP00000013207
ENSGALP00000040691	ENSMGAP00000004697
ENSGALP00000032101	ENSMGAP00000003578
ENSGALP00000013929	ENSMGAP00000011207
ENSGALP00000016786	ENSMGAP00000005012
ENSGALP00000027078	ENSMGAP00000015719
ENSGALP00000027097	ENSMGAP00000015729
ENSGALP00000027884	ENSMGAP00000014692
ENSGALP00000025512	ENSMGAP00000014527
ENSGALP00000027999	ENSMGAP00000010325
ENSGALP00000042100	ENSMGAP00000004283
ENSGALP00000027036	ENSMGAP00000015687
ENSGALP00000026704	ENSMGAP00000015575
ENSGALP00000008139	ENSMGAP00000018777
ENSGALP00000021795	ENSMGAP00000011406
ENSGALP00000009857	ENSMGAP00000006580
ENSGALP00000027494	ENSMGAP00000015965
ENSGALP00000039021	ENSMGAP00000005006
ENSGALP00000043338	ENSMGAP00000009503
ENSGALP00000018755	ENSMGAP00000012108
ENSGALP00000005469	ENSMGAP00000000935
ENSGALP00000012353	ENSMGAP00000009515
ENSGALP00000000127	ENSMGAP00000016187
ENSGALP00000041605	ENSMGAP00000012074
ENSGALP00000039943	ENSMGAP00000000146
ENSGALP00000022301	ENSMGAP00000013604
ENSGALP00000017738	ENSMGAP00000018711
ENSGALP00000020406	ENSMGAP00000001344
ENSGALP00000032107	ENSMGAP00000019120
ENSGALP00000027512	ENSMGAP00000015978
ENSGALP00000021875	ENSMGAP00000007769
ENSGALP00000025725	ENSMGAP00000012718
ENSGALP00000004467	ENSMGAP00000004309
ENSGALP00000026293	ENSMGAP00000013376
ENSGALP00000000782	ENSMGAP00000001312
ENSGALP00000037807	ENSMGAP00000008772
ENSGALP00000000088	ENSMGAP00000009193
ENSGALP00000005711	ENSMGAP00000003106
ENSGALP00000037707	ENSMGAP00000006649
ENSGALP00000004864	ENSMGAP00000005281
ENSGALP00000002609	ENSMGAP00000001843
ENSGALP00000042585	ENSMGAP00000003582
ENSGALP00000038876	ENSMGAP00000005158
ENSGALP00000003639	ENSMGAP00000000588
ENSGALP00000039859	ENSMGAP00000004773
ENSGALP00000002576	ENSMGAP00000018592
ENSGALP00000011868	ENSMGAP00000008823
ENSGALP00000011594	ENSMGAP00000008550
ENSGALP00000038914	ENSMGAP00000004356
ENSGALP00000012911	ENSMGAP00000006917
ENSGALP00000006597	ENSMGAP00000004270
ENSGALP00000009926	ENSMGAP00000006707
ENSGALP00000013275	ENSMGAP00000006641
ENSGALP00000011873	ENSMGAP00000003289
ENSGALP00000042890	ENSMGAP00000009816
ENSGALP00000035610	ENSMGAP00000016205
ENSGALP00000009558	ENSMGAP00000008421
ENSGALP00000013912	ENSMGAP00000007321
ENSGALP00000004707	ENSMGAP00000000353
ENSGALP00000004889	ENSMGAP00000001426
ENSGALP00000016469	ENSMGAP00000010651
ENSGALP00000007935	ENSMGAP00000005070
ENSGALP00000019221	ENSMGAP00000010809
ENSGALP00000006762	ENSMGAP00000006068
ENSGALP00000023895	ENSMGAP00000014017
ENSGALP00000012932	ENSMGAP00000009704
ENSGALP00000001443	ENSMGAP00000001140
ENSGALP00000009866	ENSMGAP00000006605
ENSGALP00000016456	ENSMGAP00000004294
ENSGALP00000024051	ENSMGAP00000016014
ENSGALP00000030991	ENSMGAP00000014754
ENSGALP00000003618	ENSMGAP00000005638
ENSGALP00000019815	ENSMGAP00000014432
ENSGALP00000001581	ENSMGAP00000001763
ENSGALP00000003129	ENSMGAP00000003051
ENSGALP00000016917	ENSMGAP00000005524
ENSGALP00000011616	ENSMGAP00000005787
ENSGALP00000027557	ENSMGAP00000016010
ENSGALP00000010261	ENSMGAP00000007912
ENSGALP00000035801	ENSMGAP00000015673
ENSGALP00000006620	ENSMGAP00000003609
ENSGALP00000009003	ENSMGAP00000007603
ENSGALP00000020750	ENSMGAP00000003018
ENSGALP00000001786	ENSMGAP00000001737
ENSGALP00000019843	ENSMGAP00000013068
ENSGALP00000027471	ENSMGAP00000015950
ENSGALP00000019820	ENSMGAP00000001128
ENSGALP00000004832	ENSMGAP00000010219
ENSGALP00000015992	ENSMGAP00000010152
ENSGALP00000022318	ENSMGAP00000013614
ENSGALP00000006030	ENSMGAP00000003500
ENSGALP00000012694	ENSMGAP00000001154
ENSGALP00000007166	ENSMGAP00000005325
ENSGALP00000001210	ENSMGAP00000016202
ENSGALP00000037778	ENSMGAP00000003565
ENSGALP00000018120	ENSMGAP00000018943
ENSGALP00000042447	ENSMGAP00000019575
ENSGALP00000005547	ENSMGAP00000007927
ENSGALP00000001803	ENSMGAP00000001690
ENSGALP00000016696	ENSMGAP00000013396
ENSGALP00000006856	ENSMGAP00000004630
ENSGALP00000008442	ENSMGAP00000007695
ENSGALP00000020463	ENSMGAP00000019238
ENSGALP00000029718	ENSMGAP00000015402
ENSGALP00000016608	ENSMGAP00000010776
ENSGALP00000014678	ENSMGAP00000009594
ENSGALP00000023851	ENSMGAP00000010059
ENSGALP00000019734	ENSMGAP00000014403
ENSGALP00000016513	ENSMGAP00000013252
ENSGALP00000023919	ENSMGAP00000014043
ENSGALP00000016565	ENSMGAP00000004631
ENSGALP00000010244	ENSMGAP00000003044
ENSGALP00000019359	ENSMGAP00000011056
ENSGALP00000024630	ENSMGAP00000007079
ENSGALP00000025716	ENSMGAP00000015379
ENSGALP00000021535	ENSMGAP00000007461
ENSGALP00000000325	ENSMGAP00000006850
ENSGALP00000006110	ENSMGAP00000005423
ENSGALP00000012782	ENSMGAP00000001365
ENSGALP00000023634	ENSMGAP00000008013
ENSGALP00000012987	ENSMGAP00000009773
ENSGALP00000017640	ENSMGAP00000010675
ENSGALP00000014967	ENSMGAP00000009809
ENSGALP00000008063	ENSMGAP00000009618
ENSGALP00000035895	ENSMGAP00000015463
ENSGALP00000032130	ENSMGAP00000003892
ENSGALP00000000758	ENSMGAP00000002736
ENSGALP00000008336	ENSMGAP00000005414
ENSGALP00000043343	ENSMGAP00000014786
ENSGALP00000040937	ENSMGAP00000006412
ENSGALP00000022334	ENSMGAP00000013630
ENSGALP00000010710	ENSMGAP00000009103
ENSGALP00000007024	ENSMGAP00000005315
ENSGALP00000026431	ENSMGAP00000013222
ENSGALP00000008798	ENSMGAP00000002443
ENSGALP00000020792	ENSMGAP00000013794
ENSGALP00000024145	ENSMGAP00000013386
ENSGALP00000005367	ENSMGAP00000000844
ENSGALP00000006876	ENSMGAP00000003864
ENSGALP00000016302	ENSMGAP00000010903
ENSGALP00000007146	ENSMGAP00000004703
ENSGALP00000011087	ENSMGAP00000009272
ENSGALP00000019330	ENSMGAP00000019763
ENSGALP00000035497	ENSMGAP00000004762
ENSGALP00000041073	ENSMGAP00000014667
ENSGALP00000019299	ENSMGAP00000012142
ENSGALP00000041464	ENSMGAP00000007010
ENSGALP00000005207	ENSMGAP00000000237
ENSGALP00000019408	ENSMGAP00000014339
ENSGALP00000010260	ENSMGAP00000003677
ENSGALP00000009273	ENSMGAP00000007984
ENSGALP00000002458	ENSMGAP00000002816
ENSGALP00000004545	ENSMGAP00000004372
ENSGALP00000015915	ENSMGAP00000010504
ENSGALP00000014751	ENSMGAP00000008255
ENSGALP00000012703	ENSMGAP00000001199
ENSGALP00000004223	ENSMGAP00000000749
ENSGALP00000019921	ENSMGAP00000013112
ENSGALP00000012231	ENSMGAP00000010134
ENSGALP00000043443	ENSMGAP00000001720
ENSGALP00000012478	ENSMGAP00000009437
ENSGALP00000025206	ENSMGAP00000015319
ENSGALP00000008634	ENSMGAP00000009360
ENSGALP00000018048	ENSMGAP00000012664
ENSGALP00000018195	ENSMGAP00000012807
ENSGALP00000013451	ENSMGAP00000010371
ENSGALP00000020323	ENSMGAP00000013367
ENSGALP00000006258	ENSMGAP00000003593
ENSGALP00000001407	ENSMGAP00000000841
ENSGALP00000010241	ENSMGAP00000007888
ENSGALP00000035025	ENSMGAP00000010108
ENSGALP00000041028	ENSMGAP00000016172
ENSGALP00000008467	ENSMGAP00000007062
ENSGALP00000010575	ENSMGAP00000019299
ENSGALP00000012687	ENSMGAP00000001139
ENSGALP00000034460	ENSMGAP00000002956
ENSGALP00000026728	ENSMGAP00000014954
ENSGALP00000013106	ENSMGAP00000011034
ENSGALP00000005827	ENSMGAP00000001592
ENSGALP00000022999	ENSMGAP00000012794
ENSGALP00000020797	ENSMGAP00000013808
ENSGALP00000010528	ENSMGAP00000008944
ENSGALP00000017662	ENSMGAP00000012079
ENSGALP00000022317	ENSMGAP00000012246
ENSGALP00000009619	ENSMGAP00000007456
ENSGALP00000005033	ENSMGAP00000003660
ENSGALP00000000157	ENSMGAP00000005743
ENSGALP00000008644	ENSMGAP00000009372
ENSGALP00000022974	ENSMGAP00000014633
ENSGALP00000017880	ENSMGAP00000012329
ENSGALP00000040708	ENSMGAP00000001788
ENSGALP00000006519	ENSMGAP00000002180
ENSGALP00000025490	ENSMGAP00000014500
ENSGALP00000041508	ENSMGAP00000008553
ENSGALP00000041041	ENSMGAP00000008413
ENSGALP00000024681	ENSMGAP00000007131
ENSGALP00000026843	ENSMGAP00000015032
ENSGALP00000038109	ENSMGAP00000009356
ENSGALP00000019572	ENSMGAP00000014374
ENSGALP00000017599	ENSMGAP00000007167
ENSGALP00000006952	ENSMGAP00000004374
ENSGALP00000007430	ENSMGAP00000004162
ENSGALP00000042287	ENSMGAP00000017011
ENSGALP00000015055	ENSMGAP00000012190
ENSGALP00000040930	ENSMGAP00000001146
ENSGALP00000005799	ENSMGAP00000005701
ENSGALP00000010367	ENSMGAP00000007895
ENSGALP00000019484	ENSMGAP00000011137
ENSGALP00000039608	ENSMGAP00000019610
ENSGALP00000024604	ENSMGAP00000015195
ENSGALP00000010585	ENSMGAP00000002255
ENSGALP00000024983	ENSMGAP00000011739
ENSGALP00000002623	ENSMGAP00000001787
ENSGALP00000035897	ENSMGAP00000015461
ENSGALP00000041528	ENSMGAP00000014964
ENSGALP00000003865	ENSMGAP00000000796
ENSGALP00000023942	ENSMGAP00000003450
ENSGALP00000013078	ENSMGAP00000001633
ENSGALP00000023081	ENSMGAP00000019495
ENSGALP00000011418	ENSMGAP00000009564
ENSGALP00000017563	ENSMGAP00000013866
ENSGALP00000043423	ENSMGAP00000004849
ENSGALP00000007330	ENSMGAP00000006297
ENSGALP00000026160	ENSMGAP00000015486
ENSGALP00000015397	ENSMGAP00000008998
ENSGALP00000032935	ENSMGAP00000000906
ENSGALP00000024702	ENSMGAP00000015207
ENSGALP00000025453	ENSMGAP00000012265
ENSGALP00000000738	ENSMGAP00000000287
ENSGALP00000007667	ENSMGAP00000007089
ENSGALP00000005437	ENSMGAP00000007749
ENSGALP00000027351	ENSMGAP00000015873
ENSGALP00000010034	ENSMGAP00000008043
ENSGALP00000006591	ENSMGAP00000001996
ENSGALP00000004373	ENSMGAP00000000741
ENSGALP00000004344	ENSMGAP00000018535
ENSGALP00000037166	ENSMGAP00000011799
ENSGALP00000040939	ENSMGAP00000005123
ENSGALP00000008835	ENSMGAP00000008370
ENSGALP00000013622	ENSMGAP00000002959
ENSGALP00000004417	ENSMGAP00000004255
ENSGALP00000022724	ENSMGAP00000016171
ENSGALP00000010298	ENSMGAP00000002960
ENSGALP00000035865	ENSMGAP00000015482
ENSGALP00000018752	ENSMGAP00000017266
ENSGALP00000019133	ENSMGAP00000012359
ENSGALP00000001591	ENSMGAP00000003208
ENSGALP00000024767	ENSMGAP00000015242
ENSGALP00000006933	ENSMGAP00000004584
ENSGALP00000012605	ENSMGAP00000015264
ENSGALP00000023257	ENSMGAP00000013240
ENSGALP00000015733	ENSMGAP00000010707
ENSGALP00000020208	ENSMGAP00000013322
ENSGALP00000009348	ENSMGAP00000008815
ENSGALP00000017802	ENSMGAP00000013914
ENSGALP00000023488	ENSMGAP00000004018
ENSGALP00000036678	ENSMGAP00000012787
ENSGALP00000014386	ENSMGAP00000004721
ENSGALP00000000924	ENSMGAP00000000793
ENSGALP00000030943	ENSMGAP00000014869
ENSGALP00000026565	ENSMGAP00000019181
ENSGALP00000020973	ENSMGAP00000014006
ENSGALP00000037584	ENSMGAP00000008639
ENSGALP00000019471	ENSMGAP00000012781
ENSGALP00000013761	ENSMGAP00000008416
ENSGALP00000024664	ENSMGAP00000014274
ENSGALP00000016054	ENSMGAP00000014697
ENSGALP00000003060	ENSMGAP00000006181
ENSGALP00000020327	ENSMGAP00000014605
ENSGALP00000015157	ENSMGAP00000008481
ENSGALP00000016557	ENSMGAP00000019573
ENSGALP00000027766	ENSMGAP00000019480
ENSGALP00000001839	ENSMGAP00000001634
ENSGALP00000012814	ENSMGAP00000017547
ENSGALP00000004357	ENSMGAP00000004231
ENSGALP00000009735	ENSMGAP00000008638
ENSGALP00000001848	ENSMGAP00000000447
ENSGALP00000040533	ENSMGAP00000004708
ENSGALP00000024991	ENSMGAP00000013479
ENSGALP00000027997	ENSMGAP00000009676
ENSGALP00000016967	ENSMGAP00000013567
ENSGALP00000026279	ENSMGAP00000014736
ENSGALP00000033878	ENSMGAP00000004696
ENSGALP00000004687	ENSMGAP00000003782
ENSGALP00000012060	ENSMGAP00000009551
ENSGALP00000041295	ENSMGAP00000002460
ENSGALP00000041778	ENSMGAP00000004756
ENSGALP00000013022	ENSMGAP00000002744
ENSGALP00000026380	ENSMGAP00000014783
ENSGALP00000009642	ENSMGAP00000006688
ENSGALP00000014876	ENSMGAP00000006239
ENSGALP00000005478	ENSMGAP00000002931
ENSGALP00000016616	ENSMGAP00000010804
ENSGALP00000039623	ENSMGAP00000001739
ENSGALP00000026697	ENSMGAP00000014932
ENSGALP00000010670	ENSMGAP00000010520
ENSGALP00000041966	ENSMGAP00000012333
ENSGALP00000022091	ENSMGAP00000016797
ENSGALP00000022151	ENSMGAP00000005764
ENSGALP00000041072	ENSMGAP00000011453
ENSGALP00000026384	ENSMGAP00000014785
ENSGALP00000021170	ENSMGAP00000014161
ENSGALP00000005013	ENSMGAP00000000319
ENSGALP00000007282	ENSMGAP00000000597
ENSGALP00000004632	ENSMGAP00000000327
ENSGALP00000014191	ENSMGAP00000009097
ENSGALP00000017313	ENSMGAP00000006478
ENSGALP00000008505	ENSMGAP00000009262
ENSGALP00000023013	ENSMGAP00000014763
ENSGALP00000011598	ENSMGAP00000009727
ENSGALP00000021481	ENSMGAP00000014405
ENSGALP00000042623	ENSMGAP00000000929
ENSGALP00000011223	ENSMGAP00000008783
ENSGALP00000038671	ENSMGAP00000010041
ENSGALP00000013832	ENSMGAP00000010806
ENSGALP00000005153	ENSMGAP00000017767
ENSGALP00000023987	ENSMGAP00000014104
ENSGALP00000027913	ENSMGAP00000016258
ENSGALP00000002546	ENSMGAP00000001126
ENSGALP00000010157	ENSMGAP00000015381
ENSGALP00000012977	ENSMGAP00000002657
ENSGALP00000019955	ENSMGAP00000014493
ENSGALP00000022492	ENSMGAP00000000024
ENSGALP00000012691	ENSMGAP00000010676
ENSGALP00000030947	ENSMGAP00000014859
ENSGALP00000017308	ENSMGAP00000011928
ENSGALP00000041343	ENSMGAP00000006236
ENSGALP00000043356	ENSMGAP00000006840
ENSGALP00000014607	ENSMGAP00000008127
ENSGALP00000014550	ENSMGAP00000011541
ENSGALP00000010503	ENSMGAP00000008725
ENSGALP00000042282	ENSMGAP00000000743
ENSGALP00000018044	ENSMGAP00000013961
ENSGALP00000006039	ENSMGAP00000017591
ENSGALP00000004109	ENSMGAP00000003875
ENSGALP00000016218	ENSMGAP00000010139
ENSGALP00000013703	ENSMGAP00000011561
ENSGALP00000001533	ENSMGAP00000008613
ENSGALP00000003767	ENSMGAP00000004120
ENSGALP00000006007	ENSMGAP00000018724
ENSGALP00000010631	ENSMGAP00000007652
ENSGALP00000014499	ENSMGAP00000004922
ENSGALP00000029406	ENSMGAP00000016181
ENSGALP00000031652	ENSMGAP00000018792
ENSGALP00000025244	ENSMGAP00000016789
ENSGALP00000002796	ENSMGAP00000017783
ENSGALP00000005677	ENSMGAP00000005600
ENSGALP00000004679	ENSMGAP00000002269
ENSGALP00000021877	ENSMGAP00000000520
ENSGALP00000041943	ENSMGAP00000008114
ENSGALP00000037948	ENSMGAP00000007712
ENSGALP00000005396	ENSMGAP00000003110
ENSGALP00000008163	ENSMGAP00000003254
ENSGALP00000005900	ENSMGAP00000004845
ENSGALP00000009460	ENSMGAP00000007271
ENSGALP00000013983	ENSMGAP00000003539
ENSGALP00000026344	ENSMGAP00000014773
ENSGALP00000023677	ENSMGAP00000003800
ENSGALP00000024524	ENSMGAP00000015180
ENSGALP00000033837	ENSMGAP00000019729
ENSGALP00000002078	ENSMGAP00000002240
ENSGALP00000042167	ENSMGAP00000014026
ENSGALP00000011025	ENSMGAP00000009188
ENSGALP00000004416	ENSMGAP00000000206
ENSGALP00000004383	ENSMGAP00000004180
ENSGALP00000005376	ENSMGAP00000004794
ENSGALP00000006890	ENSMGAP00000002427
ENSGALP00000022251	ENSMGAP00000008456
ENSGALP00000021833	ENSMGAP00000009688
ENSGALP00000005378	ENSMGAP00000003815
ENSGALP00000012474	ENSMGAP00000003955
ENSGALP00000018400	ENSMGAP00000011853
ENSGALP00000001693	ENSMGAP00000002360
ENSGALP00000001796	ENSMGAP00000002491
ENSGALP00000018039	ENSMGAP00000012601
ENSGALP00000010689	ENSMGAP00000008107
ENSGALP00000027568	ENSMGAP00000016015
ENSGALP00000007576	ENSMGAP00000005647
ENSGALP00000004804	ENSMGAP00000000400
ENSGALP00000023911	ENSMGAP00000014032
ENSGALP00000004966	ENSMGAP00000017480
ENSGALP00000024744	ENSMGAP00000015226
ENSGALP00000010409	ENSMGAP00000007946
ENSGALP00000007866	ENSMGAP00000004453
ENSGALP00000006415	ENSMGAP00000005351
ENSGALP00000006050	ENSMGAP00000005540
ENSGALP00000013885	ENSMGAP00000008742
ENSGALP00000010875	ENSMGAP00000004308
ENSGALP00000038584	ENSMGAP00000006209
ENSGALP00000023548	ENSMGAP00000000281
ENSGALP00000001499	ENSMGAP00000000094
ENSGALP00000041155	ENSMGAP00000019451
ENSGALP00000025241	ENSMGAP00000008675
ENSGALP00000010001	ENSMGAP00000008752
ENSGALP00000036550	ENSMGAP00000014388
ENSGALP00000011071	ENSMGAP00000008365
ENSGALP00000025816	ENSMGAP00000015407
ENSGALP00000024553	ENSMGAP00000015185
ENSGALP00000015391	ENSMGAP00000012463
ENSGALP00000018418	ENSMGAP00000011589
ENSGALP00000007646	ENSMGAP00000007052
ENSGALP00000019765	ENSMGAP00000014419
ENSGALP00000038710	ENSMGAP00000005724
