ENSTNIP00000004863	ENSGALP00000006197
ENSTNIP00000012035	ENSGALP00000018777
ENSTNIP00000018744	ENSGALP00000027623
ENSTNIP00000001396	ENSGALP00000027623
ENSTNIP00000014598	ENSGALP00000017545
ENSTNIP00000022679	ENSGALP00000017545
ENSTNIP00000012800	ENSGALP00000027545
ENSTNIP00000013676	ENSGALP00000015986
ENSTNIP00000008308	ENSGALP00000023075
ENSTNIP00000015817	ENSGALP00000000968
ENSTNIP00000021324	ENSGALP00000022479
ENSTNIP00000003857	ENSGALP00000042769
ENSTNIP00000013248	ENSGALP00000020185
ENSTNIP00000015258	ENSGALP00000018987
ENSTNIP00000009545	ENSGALP00000012493
ENSTNIP00000018585	ENSGALP00000021774
ENSTNIP00000019754	ENSGALP00000017268
ENSTNIP00000010326	ENSGALP00000005322
ENSTNIP00000010160	ENSGALP00000012632
ENSTNIP00000007027	ENSGALP00000001233
ENSTNIP00000020180	ENSGALP00000019192
ENSTNIP00000007935	ENSGALP00000041003
ENSTNIP00000008232	ENSGALP00000017271
ENSTNIP00000011506	ENSGALP00000016816
ENSTNIP00000008282	ENSGALP00000025922
ENSTNIP00000000521	ENSGALP00000020221
ENSTNIP00000007134	ENSGALP00000008890
ENSTNIP00000012226	ENSGALP00000008890
ENSTNIP00000016962	ENSGALP00000026692
ENSTNIP00000002642	ENSGALP00000009954
ENSTNIP00000013379	ENSGALP00000014146
ENSTNIP00000002918	ENSGALP00000018184
ENSTNIP00000011672	ENSGALP00000004745
ENSTNIP00000017465	ENSGALP00000002093
ENSTNIP00000018432	ENSGALP00000000224
ENSTNIP00000005616	ENSGALP00000042924
ENSTNIP00000013920	ENSGALP00000020154
ENSTNIP00000020278	ENSGALP00000021752
ENSTNIP00000020941	ENSGALP00000041542
ENSTNIP00000010546	ENSGALP00000015672
ENSTNIP00000010047	ENSGALP00000021412
ENSTNIP00000019121	ENSGALP00000021412
ENSTNIP00000012742	ENSGALP00000035905
ENSTNIP00000010272	ENSGALP00000016215
ENSTNIP00000020795	ENSGALP00000022273
ENSTNIP00000003963	ENSGALP00000038578
ENSTNIP00000004468	ENSGALP00000012879
ENSTNIP00000013451	ENSGALP00000020088
ENSTNIP00000008303	ENSGALP00000042209
ENSTNIP00000010336	ENSGALP00000043340
ENSTNIP00000017573	ENSGALP00000026739
ENSTNIP00000005699	ENSGALP00000001441
ENSTNIP00000020537	ENSGALP00000016622
ENSTNIP00000010984	ENSGALP00000026266
ENSTNIP00000022107	ENSGALP00000000468
ENSTNIP00000012473	ENSGALP00000012909
ENSTNIP00000020748	ENSGALP00000016477
ENSTNIP00000021986	ENSGALP00000019893
ENSTNIP00000015908	ENSGALP00000029965
ENSTNIP00000021600	ENSGALP00000043306
ENSTNIP00000012064	ENSGALP00000043306
ENSTNIP00000016522	ENSGALP00000007395
ENSTNIP00000007804	ENSGALP00000023728
ENSTNIP00000006645	ENSGALP00000023728
ENSTNIP00000008822	ENSGALP00000024792
ENSTNIP00000015123	ENSGALP00000010756
ENSTNIP00000005948	ENSGALP00000014308
ENSTNIP00000011753	ENSGALP00000016313
ENSTNIP00000017316	ENSGALP00000039050
ENSTNIP00000016865	ENSGALP00000027431
ENSTNIP00000005764	ENSGALP00000007819
ENSTNIP00000001813	ENSGALP00000010223
ENSTNIP00000004836	ENSGALP00000004392
ENSTNIP00000014534	ENSGALP00000017763
ENSTNIP00000020497	ENSGALP00000025438
ENSTNIP00000007338	ENSGALP00000030179
ENSTNIP00000009681	ENSGALP00000030179
ENSTNIP00000008456	ENSGALP00000027595
ENSTNIP00000020856	ENSGALP00000017279
ENSTNIP00000004816	ENSGALP00000024711
ENSTNIP00000021517	ENSGALP00000041080
ENSTNIP00000003691	ENSGALP00000035834
ENSTNIP00000016283	ENSGALP00000035834
ENSTNIP00000008394	ENSGALP00000001461
ENSTNIP00000008193	ENSGALP00000021574
ENSTNIP00000013313	ENSGALP00000030079
ENSTNIP00000010732	ENSGALP00000013386
ENSTNIP00000019259	ENSGALP00000004786
ENSTNIP00000021257	ENSGALP00000014708
ENSTNIP00000022696	ENSGALP00000008087
ENSTNIP00000016753	ENSGALP00000037597
ENSTNIP00000000399	ENSGALP00000031297
ENSTNIP00000005442	ENSGALP00000024646
ENSTNIP00000009678	ENSGALP00000030178
ENSTNIP00000008206	ENSGALP00000003113
ENSTNIP00000012210	ENSGALP00000009085
ENSTNIP00000018645	ENSGALP00000037556
ENSTNIP00000019456	ENSGALP00000016737
ENSTNIP00000008311	ENSGALP00000023101
ENSTNIP00000022295	ENSGALP00000040768
ENSTNIP00000013868	ENSGALP00000040768
ENSTNIP00000009694	ENSGALP00000042705
ENSTNIP00000005797	ENSGALP00000017044
ENSTNIP00000010523	ENSGALP00000015548
ENSTNIP00000002434	ENSGALP00000029036
ENSTNIP00000005410	ENSGALP00000016237
ENSTNIP00000001595	ENSGALP00000003329
ENSTNIP00000010057	ENSGALP00000040671
ENSTNIP00000007936	ENSGALP00000019873
ENSTNIP00000022296	ENSGALP00000023891
ENSTNIP00000015420	ENSGALP00000043475
ENSTNIP00000013367	ENSGALP00000010258
ENSTNIP00000020999	ENSGALP00000041959
ENSTNIP00000005579	ENSGALP00000009058
ENSTNIP00000020352	ENSGALP00000009058
ENSTNIP00000010882	ENSGALP00000039818
ENSTNIP00000012667	ENSGALP00000012652
ENSTNIP00000014822	ENSGALP00000012652
ENSTNIP00000013337	ENSGALP00000002281
ENSTNIP00000015403	ENSGALP00000023543
ENSTNIP00000017900	ENSGALP00000022539
ENSTNIP00000010631	ENSGALP00000012245
ENSTNIP00000008919	ENSGALP00000043152
ENSTNIP00000010477	ENSGALP00000001394
ENSTNIP00000018301	ENSGALP00000015591
ENSTNIP00000022553	ENSGALP00000022410
ENSTNIP00000000256	ENSGALP00000013755
ENSTNIP00000015417	ENSGALP00000042057
ENSTNIP00000017331	ENSGALP00000042578
ENSTNIP00000019510	ENSGALP00000040677
ENSTNIP00000022411	ENSGALP00000021547
ENSTNIP00000007761	ENSGALP00000019563
ENSTNIP00000011079	ENSGALP00000004983
ENSTNIP00000001726	ENSGALP00000008013
ENSTNIP00000006911	ENSGALP00000000282
ENSTNIP00000022247	ENSGALP00000003788
ENSTNIP00000022065	ENSGALP00000000293
ENSTNIP00000002313	ENSGALP00000026970
ENSTNIP00000012123	ENSGALP00000021294
ENSTNIP00000013769	ENSGALP00000019392
ENSTNIP00000005034	ENSGALP00000020561
ENSTNIP00000017906	ENSGALP00000013669
ENSTNIP00000019252	ENSGALP00000006641
ENSTNIP00000005534	ENSGALP00000001512
ENSTNIP00000003339	ENSGALP00000038280
ENSTNIP00000006333	ENSGALP00000003063
ENSTNIP00000019094	ENSGALP00000013779
ENSTNIP00000000042	ENSGALP00000022761
ENSTNIP00000007201	ENSGALP00000032180
ENSTNIP00000003185	ENSGALP00000013388
ENSTNIP00000019089	ENSGALP00000037377
ENSTNIP00000018753	ENSGALP00000041782
ENSTNIP00000012232	ENSGALP00000009002
ENSTNIP00000014828	ENSGALP00000003183
ENSTNIP00000006999	ENSGALP00000024797
ENSTNIP00000016509	ENSGALP00000005151
ENSTNIP00000012986	ENSGALP00000021959
ENSTNIP00000016505	ENSGALP00000033977
ENSTNIP00000015233	ENSGALP00000022278
ENSTNIP00000008999	ENSGALP00000004465
ENSTNIP00000006836	ENSGALP00000031702
ENSTNIP00000014698	ENSGALP00000000373
ENSTNIP00000005450	ENSGALP00000005824
ENSTNIP00000000520	ENSGALP00000005037
ENSTNIP00000011543	ENSGALP00000019901
ENSTNIP00000015699	ENSGALP00000024360
ENSTNIP00000012921	ENSGALP00000024360
ENSTNIP00000000363	ENSGALP00000030441
ENSTNIP00000005352	ENSGALP00000025249
ENSTNIP00000020168	ENSGALP00000018082
ENSTNIP00000019133	ENSGALP00000023454
ENSTNIP00000015255	ENSGALP00000019039
ENSTNIP00000018514	ENSGALP00000025890
ENSTNIP00000009438	ENSGALP00000015219
ENSTNIP00000006743	ENSGALP00000015219
ENSTNIP00000018018	ENSGALP00000026133
ENSTNIP00000017675	ENSGALP00000005490
ENSTNIP00000021410	ENSGALP00000000677
ENSTNIP00000010866	ENSGALP00000023274
ENSTNIP00000008110	ENSGALP00000015565
ENSTNIP00000021498	ENSGALP00000043315
ENSTNIP00000009221	ENSGALP00000013160
ENSTNIP00000020667	ENSGALP00000019470
ENSTNIP00000014319	ENSGALP00000037829
ENSTNIP00000020417	ENSGALP00000018294
ENSTNIP00000018902	ENSGALP00000038750
ENSTNIP00000013469	ENSGALP00000025672
ENSTNIP00000014292	ENSGALP00000020267
ENSTNIP00000012626	ENSGALP00000041880
ENSTNIP00000000160	ENSGALP00000016944
ENSTNIP00000022864	ENSGALP00000042988
ENSTNIP00000009168	ENSGALP00000043350
ENSTNIP00000007628	ENSGALP00000024160
ENSTNIP00000005568	ENSGALP00000006590
ENSTNIP00000002193	ENSGALP00000033286
ENSTNIP00000004813	ENSGALP00000033286
ENSTNIP00000011340	ENSGALP00000024582
ENSTNIP00000000289	ENSGALP00000005311
ENSTNIP00000016082	ENSGALP00000019676
ENSTNIP00000011452	ENSGALP00000003252
ENSTNIP00000020924	ENSGALP00000015411
ENSTNIP00000019000	ENSGALP00000037250
ENSTNIP00000009932	ENSGALP00000031473
ENSTNIP00000003449	ENSGALP00000018559
ENSTNIP00000004684	ENSGALP00000000908
ENSTNIP00000007300	ENSGALP00000006778
ENSTNIP00000018747	ENSGALP00000027626
ENSTNIP00000011045	ENSGALP00000025851
ENSTNIP00000021931	ENSGALP00000002497
ENSTNIP00000012930	ENSGALP00000012291
ENSTNIP00000005556	ENSGALP00000038272
ENSTNIP00000011438	ENSGALP00000000392
ENSTNIP00000016568	ENSGALP00000025111
ENSTNIP00000000770	ENSGALP00000027920
ENSTNIP00000017924	ENSGALP00000017448
ENSTNIP00000007121	ENSGALP00000007788
ENSTNIP00000015521	ENSGALP00000001025
ENSTNIP00000008119	ENSGALP00000026583
ENSTNIP00000008793	ENSGALP00000041075
ENSTNIP00000019992	ENSGALP00000016550
ENSTNIP00000019482	ENSGALP00000015012
ENSTNIP00000005341	ENSGALP00000015370
ENSTNIP00000014927	ENSGALP00000002119
ENSTNIP00000019990	ENSGALP00000016486
ENSTNIP00000010778	ENSGALP00000000261
ENSTNIP00000013628	ENSGALP00000013717
ENSTNIP00000011215	ENSGALP00000004539
ENSTNIP00000009006	ENSGALP00000021043
ENSTNIP00000005134	ENSGALP00000008091
ENSTNIP00000022361	ENSGALP00000026716
ENSTNIP00000005227	ENSGALP00000007559
ENSTNIP00000018171	ENSGALP00000024348
ENSTNIP00000012158	ENSGALP00000007391
ENSTNIP00000018908	ENSGALP00000007133
ENSTNIP00000013396	ENSGALP00000042669
ENSTNIP00000016225	ENSGALP00000024861
ENSTNIP00000020519	ENSGALP00000019744
ENSTNIP00000021668	ENSGALP00000013515
ENSTNIP00000018695	ENSGALP00000009296
ENSTNIP00000006510	ENSGALP00000041812
ENSTNIP00000016877	ENSGALP00000029605
ENSTNIP00000016355	ENSGALP00000010125
ENSTNIP00000014444	ENSGALP00000019613
ENSTNIP00000008718	ENSGALP00000017016
ENSTNIP00000012478	ENSGALP00000012790
ENSTNIP00000014321	ENSGALP00000012790
ENSTNIP00000009605	ENSGALP00000002279
ENSTNIP00000006427	ENSGALP00000022875
ENSTNIP00000015189	ENSGALP00000015560
ENSTNIP00000016936	ENSGALP00000024121
ENSTNIP00000020771	ENSGALP00000017539
ENSTNIP00000015718	ENSGALP00000009344
ENSTNIP00000012598	ENSGALP00000042736
ENSTNIP00000000816	ENSGALP00000001617
ENSTNIP00000014362	ENSGALP00000020793
ENSTNIP00000009202	ENSGALP00000018917
ENSTNIP00000016375	ENSGALP00000003210
ENSTNIP00000009499	ENSGALP00000013151
ENSTNIP00000018999	ENSGALP00000009008
ENSTNIP00000022082	ENSGALP00000014530
ENSTNIP00000020960	ENSGALP00000015722
ENSTNIP00000006367	ENSGALP00000001528
ENSTNIP00000020295	ENSGALP00000008693
ENSTNIP00000006047	ENSGALP00000004641
ENSTNIP00000016493	ENSGALP00000018203
ENSTNIP00000021947	ENSGALP00000025188
ENSTNIP00000011927	ENSGALP00000013348
ENSTNIP00000018679	ENSGALP00000013348
ENSTNIP00000021838	ENSGALP00000015448
ENSTNIP00000001201	ENSGALP00000025797
ENSTNIP00000010719	ENSGALP00000035717
ENSTNIP00000014837	ENSGALP00000007280
ENSTNIP00000012008	ENSGALP00000022445
ENSTNIP00000017599	ENSGALP00000016164
ENSTNIP00000018271	ENSGALP00000013373
ENSTNIP00000002339	ENSGALP00000009456
ENSTNIP00000019116	ENSGALP00000013047
ENSTNIP00000013747	ENSGALP00000023412
ENSTNIP00000018862	ENSGALP00000007501
ENSTNIP00000017087	ENSGALP00000032597
ENSTNIP00000006708	ENSGALP00000024069
ENSTNIP00000002280	ENSGALP00000008098
ENSTNIP00000006552	ENSGALP00000008098
ENSTNIP00000021326	ENSGALP00000017383
ENSTNIP00000020656	ENSGALP00000003205
ENSTNIP00000004941	ENSGALP00000002495
ENSTNIP00000019704	ENSGALP00000014507
ENSTNIP00000006386	ENSGALP00000004251
ENSTNIP00000004765	ENSGALP00000008785
ENSTNIP00000005924	ENSGALP00000016742
ENSTNIP00000019315	ENSGALP00000005965
ENSTNIP00000020616	ENSGALP00000005550
ENSTNIP00000018687	ENSGALP00000040730
ENSTNIP00000005033	ENSGALP00000015971
ENSTNIP00000019444	ENSGALP00000036845
ENSTNIP00000017896	ENSGALP00000022355
ENSTNIP00000006050	ENSGALP00000027063
ENSTNIP00000012310	ENSGALP00000008312
ENSTNIP00000007646	ENSGALP00000043311
ENSTNIP00000012102	ENSGALP00000005633
ENSTNIP00000007805	ENSGALP00000041799
ENSTNIP00000013220	ENSGALP00000001577
ENSTNIP00000005899	ENSGALP00000003026
ENSTNIP00000007461	ENSGALP00000017009
ENSTNIP00000012514	ENSGALP00000020647
ENSTNIP00000012318	ENSGALP00000027194
ENSTNIP00000020673	ENSGALP00000021587
ENSTNIP00000012996	ENSGALP00000043240
ENSTNIP00000019708	ENSGALP00000038835
ENSTNIP00000020056	ENSGALP00000015492
ENSTNIP00000023064	ENSGALP00000030345
ENSTNIP00000006995	ENSGALP00000017465
ENSTNIP00000009989	ENSGALP00000002744
ENSTNIP00000009274	ENSGALP00000029109
ENSTNIP00000007088	ENSGALP00000008605
ENSTNIP00000008088	ENSGALP00000017322
ENSTNIP00000021714	ENSGALP00000010470
ENSTNIP00000010400	ENSGALP00000012931
ENSTNIP00000021198	ENSGALP00000017190
ENSTNIP00000005291	ENSGALP00000014362
ENSTNIP00000009152	ENSGALP00000014603
ENSTNIP00000004348	ENSGALP00000030003
ENSTNIP00000018310	ENSGALP00000041701
ENSTNIP00000013322	ENSGALP00000014543
ENSTNIP00000022485	ENSGALP00000016438
ENSTNIP00000012597	ENSGALP00000018029
ENSTNIP00000016924	ENSGALP00000027161
ENSTNIP00000016866	ENSGALP00000027424
ENSTNIP00000019739	ENSGALP00000014141
ENSTNIP00000006842	ENSGALP00000022947
ENSTNIP00000012716	ENSGALP00000042966
ENSTNIP00000016521	ENSGALP00000007621
ENSTNIP00000006451	ENSGALP00000010895
ENSTNIP00000022618	ENSGALP00000015782
ENSTNIP00000002207	ENSGALP00000010308
ENSTNIP00000021911	ENSGALP00000014641
ENSTNIP00000019874	ENSGALP00000003222
ENSTNIP00000004762	ENSGALP00000016461
ENSTNIP00000007318	ENSGALP00000016461
ENSTNIP00000010084	ENSGALP00000039927
ENSTNIP00000018213	ENSGALP00000003474
ENSTNIP00000015148	ENSGALP00000012452
ENSTNIP00000015537	ENSGALP00000005102
ENSTNIP00000014050	ENSGALP00000009487
ENSTNIP00000021581	ENSGALP00000020133
ENSTNIP00000009313	ENSGALP00000006210
ENSTNIP00000020820	ENSGALP00000023184
ENSTNIP00000000334	ENSGALP00000021314
ENSTNIP00000004460	ENSGALP00000011554
ENSTNIP00000012430	ENSGALP00000042367
ENSTNIP00000014452	ENSGALP00000019438
ENSTNIP00000012516	ENSGALP00000025733
ENSTNIP00000012248	ENSGALP00000009665
ENSTNIP00000011613	ENSGALP00000029464
ENSTNIP00000020387	ENSGALP00000020002
ENSTNIP00000016796	ENSGALP00000039978
ENSTNIP00000021007	ENSGALP00000012920
ENSTNIP00000010413	ENSGALP00000001109
ENSTNIP00000022557	ENSGALP00000013962
ENSTNIP00000018616	ENSGALP00000014752
ENSTNIP00000015213	ENSGALP00000024251
ENSTNIP00000000560	ENSGALP00000042402
ENSTNIP00000019103	ENSGALP00000037490
ENSTNIP00000016466	ENSGALP00000003525
ENSTNIP00000003019	ENSGALP00000011853
ENSTNIP00000008904	ENSGALP00000003909
ENSTNIP00000018952	ENSGALP00000038107
ENSTNIP00000012465	ENSGALP00000013303
ENSTNIP00000002553	ENSGALP00000022684
ENSTNIP00000016303	ENSGALP00000022457
ENSTNIP00000011478	ENSGALP00000041780
ENSTNIP00000021006	ENSGALP00000032872
ENSTNIP00000020743	ENSGALP00000023709
ENSTNIP00000011258	ENSGALP00000041054
ENSTNIP00000010980	ENSGALP00000033117
ENSTNIP00000009121	ENSGALP00000041961
ENSTNIP00000004846	ENSGALP00000017951
ENSTNIP00000010536	ENSGALP00000023415
ENSTNIP00000022325	ENSGALP00000020198
ENSTNIP00000008468	ENSGALP00000001161
ENSTNIP00000010471	ENSGALP00000008152
ENSTNIP00000003801	ENSGALP00000020530
ENSTNIP00000016803	ENSGALP00000036879
ENSTNIP00000006875	ENSGALP00000013572
ENSTNIP00000015971	ENSGALP00000023149
ENSTNIP00000009634	ENSGALP00000016026
ENSTNIP00000003027	ENSGALP00000003216
ENSTNIP00000005124	ENSGALP00000026576
ENSTNIP00000010783	ENSGALP00000016422
ENSTNIP00000003573	ENSGALP00000026699
ENSTNIP00000015067	ENSGALP00000000524
ENSTNIP00000005165	ENSGALP00000008003
ENSTNIP00000001684	ENSGALP00000026465
ENSTNIP00000002431	ENSGALP00000008613
ENSTNIP00000016916	ENSGALP00000026670
ENSTNIP00000019136	ENSGALP00000002041
ENSTNIP00000005664	ENSGALP00000042897
ENSTNIP00000011428	ENSGALP00000011349
ENSTNIP00000017629	ENSGALP00000009528
ENSTNIP00000009072	ENSGALP00000023186
ENSTNIP00000012177	ENSGALP00000004839
ENSTNIP00000008079	ENSGALP00000020641
ENSTNIP00000016069	ENSGALP00000037974
ENSTNIP00000018652	ENSGALP00000023951
ENSTNIP00000020538	ENSGALP00000031926
ENSTNIP00000021537	ENSGALP00000025680
ENSTNIP00000014567	ENSGALP00000009807
ENSTNIP00000010804	ENSGALP00000042810
ENSTNIP00000013831	ENSGALP00000038313
ENSTNIP00000006285	ENSGALP00000043282
ENSTNIP00000006146	ENSGALP00000017055
ENSTNIP00000005289	ENSGALP00000014331
ENSTNIP00000005667	ENSGALP00000012938
ENSTNIP00000012519	ENSGALP00000030135
ENSTNIP00000022095	ENSGALP00000010673
ENSTNIP00000018508	ENSGALP00000025170
ENSTNIP00000005325	ENSGALP00000013700
ENSTNIP00000018617	ENSGALP00000022311
ENSTNIP00000014605	ENSGALP00000017381
ENSTNIP00000010030	ENSGALP00000042252
ENSTNIP00000000779	ENSGALP00000021502
ENSTNIP00000013390	ENSGALP00000021502
ENSTNIP00000015721	ENSGALP00000042597
ENSTNIP00000013015	ENSGALP00000025393
ENSTNIP00000022364	ENSGALP00000015316
ENSTNIP00000008039	ENSGALP00000025077
ENSTNIP00000018927	ENSGALP00000041193
ENSTNIP00000006161	ENSGALP00000042956
ENSTNIP00000019009	ENSGALP00000034188
ENSTNIP00000011642	ENSGALP00000020971
ENSTNIP00000009716	ENSGALP00000020971
ENSTNIP00000014269	ENSGALP00000040674
ENSTNIP00000018607	ENSGALP00000014529
ENSTNIP00000017169	ENSGALP00000014301
ENSTNIP00000015905	ENSGALP00000004521
ENSTNIP00000012293	ENSGALP00000008356
ENSTNIP00000015503	ENSGALP00000040872
ENSTNIP00000013507	ENSGALP00000042217
ENSTNIP00000022056	ENSGALP00000039960
ENSTNIP00000016539	ENSGALP00000038005
ENSTNIP00000006859	ENSGALP00000025712
ENSTNIP00000001336	ENSGALP00000009586
ENSTNIP00000016029	ENSGALP00000023000
ENSTNIP00000013931	ENSGALP00000024162
ENSTNIP00000011292	ENSGALP00000041377
ENSTNIP00000007280	ENSGALP00000041606
ENSTNIP00000012853	ENSGALP00000027458
ENSTNIP00000012562	ENSGALP00000026895
ENSTNIP00000000495	ENSGALP00000014676
ENSTNIP00000016589	ENSGALP00000005109
ENSTNIP00000012835	ENSGALP00000002701
ENSTNIP00000019478	ENSGALP00000026742
ENSTNIP00000017850	ENSGALP00000007893
ENSTNIP00000017893	ENSGALP00000020742
ENSTNIP00000007122	ENSGALP00000017592
ENSTNIP00000002648	ENSGALP00000024054
ENSTNIP00000018903	ENSGALP00000006932
ENSTNIP00000001945	ENSGALP00000009278
ENSTNIP00000008310	ENSGALP00000023093
ENSTNIP00000014530	ENSGALP00000003582
ENSTNIP00000011524	ENSGALP00000022859
ENSTNIP00000012184	ENSGALP00000007031
ENSTNIP00000019563	ENSGALP00000018706
ENSTNIP00000018910	ENSGALP00000007179
ENSTNIP00000009729	ENSGALP00000005729
ENSTNIP00000019241	ENSGALP00000040691
ENSTNIP00000012440	ENSGALP00000032101
ENSTNIP00000016321	ENSGALP00000013929
ENSTNIP00000019826	ENSGALP00000016786
ENSTNIP00000018023	ENSGALP00000027097
ENSTNIP00000011650	ENSGALP00000027884
ENSTNIP00000013862	ENSGALP00000025512
ENSTNIP00000010168	ENSGALP00000027999
ENSTNIP00000009143	ENSGALP00000027036
ENSTNIP00000010469	ENSGALP00000008139
ENSTNIP00000021771	ENSGALP00000009857
ENSTNIP00000012818	ENSGALP00000027494
ENSTNIP00000013833	ENSGALP00000039021
ENSTNIP00000001313	ENSGALP00000043338
ENSTNIP00000000980	ENSGALP00000018755
ENSTNIP00000002944	ENSGALP00000005469
ENSTNIP00000006502	ENSGALP00000012353
ENSTNIP00000008775	ENSGALP00000000127
ENSTNIP00000005240	ENSGALP00000041605
ENSTNIP00000005865	ENSGALP00000039943
ENSTNIP00000021582	ENSGALP00000020406
ENSTNIP00000022389	ENSGALP00000032107
ENSTNIP00000012810	ENSGALP00000027512
ENSTNIP00000021545	ENSGALP00000021875
ENSTNIP00000018231	ENSGALP00000004467
ENSTNIP00000017977	ENSGALP00000000782
ENSTNIP00000015124	ENSGALP00000037807
ENSTNIP00000010079	ENSGALP00000000088
ENSTNIP00000005887	ENSGALP00000005711
ENSTNIP00000008530	ENSGALP00000037707
ENSTNIP00000013305	ENSGALP00000002609
ENSTNIP00000019027	ENSGALP00000042585
ENSTNIP00000011760	ENSGALP00000038876
ENSTNIP00000012456	ENSGALP00000003639
ENSTNIP00000009021	ENSGALP00000039859
ENSTNIP00000011103	ENSGALP00000039859
ENSTNIP00000010010	ENSGALP00000002576
ENSTNIP00000016609	ENSGALP00000038914
ENSTNIP00000016243	ENSGALP00000012911
ENSTNIP00000016798	ENSGALP00000006597
ENSTNIP00000005454	ENSGALP00000013275
ENSTNIP00000022759	ENSGALP00000011873
ENSTNIP00000016109	ENSGALP00000011873
ENSTNIP00000007584	ENSGALP00000042890
ENSTNIP00000006353	ENSGALP00000035610
ENSTNIP00000009763	ENSGALP00000009558
ENSTNIP00000012780	ENSGALP00000013912
ENSTNIP00000015899	ENSGALP00000004707
ENSTNIP00000006093	ENSGALP00000004889
ENSTNIP00000018307	ENSGALP00000016469
ENSTNIP00000016226	ENSGALP00000019221
ENSTNIP00000022292	ENSGALP00000023895
ENSTNIP00000014897	ENSGALP00000012932
ENSTNIP00000013852	ENSGALP00000001443
ENSTNIP00000011078	ENSGALP00000009866
ENSTNIP00000017226	ENSGALP00000016456
ENSTNIP00000013395	ENSGALP00000021224
ENSTNIP00000016433	ENSGALP00000024051
ENSTNIP00000019654	ENSGALP00000030991
ENSTNIP00000010625	ENSGALP00000003618
ENSTNIP00000019208	ENSGALP00000001581
ENSTNIP00000007233	ENSGALP00000003129
ENSTNIP00000020731	ENSGALP00000016917
ENSTNIP00000015680	ENSGALP00000027557
ENSTNIP00000016876	ENSGALP00000035801
ENSTNIP00000007228	ENSGALP00000009003
ENSTNIP00000015284	ENSGALP00000020750
ENSTNIP00000021013	ENSGALP00000019843
ENSTNIP00000012280	ENSGALP00000019820
ENSTNIP00000010061	ENSGALP00000004832
ENSTNIP00000013677	ENSGALP00000015992
ENSTNIP00000009063	ENSGALP00000022318
ENSTNIP00000006088	ENSGALP00000006030
ENSTNIP00000020243	ENSGALP00000012694
ENSTNIP00000011205	ENSGALP00000007166
ENSTNIP00000013178	ENSGALP00000001210
ENSTNIP00000014191	ENSGALP00000037778
ENSTNIP00000012350	ENSGALP00000018120
ENSTNIP00000002737	ENSGALP00000042447
ENSTNIP00000014546	ENSGALP00000005547
ENSTNIP00000020653	ENSGALP00000005547
ENSTNIP00000009494	ENSGALP00000001803
ENSTNIP00000019449	ENSGALP00000016696
ENSTNIP00000013933	ENSGALP00000006856
ENSTNIP00000015147	ENSGALP00000013891
ENSTNIP00000019309	ENSGALP00000043400
ENSTNIP00000001671	ENSGALP00000008442
ENSTNIP00000000146	ENSGALP00000023851
ENSTNIP00000004980	ENSGALP00000019734
ENSTNIP00000019991	ENSGALP00000016513
ENSTNIP00000006825	ENSGALP00000023919
ENSTNIP00000008558	ENSGALP00000016565
ENSTNIP00000020341	ENSGALP00000010244
ENSTNIP00000016028	ENSGALP00000019359
ENSTNIP00000018468	ENSGALP00000024630
ENSTNIP00000011132	ENSGALP00000025716
ENSTNIP00000005717	ENSGALP00000021535
ENSTNIP00000016235	ENSGALP00000000325
ENSTNIP00000000002	ENSGALP00000006110
ENSTNIP00000016399	ENSGALP00000012782
ENSTNIP00000022792	ENSGALP00000023634
ENSTNIP00000014902	ENSGALP00000012987
ENSTNIP00000000612	ENSGALP00000017640
ENSTNIP00000012748	ENSGALP00000014967
ENSTNIP00000013526	ENSGALP00000035895
ENSTNIP00000001245	ENSGALP00000032130
ENSTNIP00000016118	ENSGALP00000032130
ENSTNIP00000008557	ENSGALP00000000758
ENSTNIP00000012126	ENSGALP00000040937
ENSTNIP00000006492	ENSGALP00000022334
ENSTNIP00000022092	ENSGALP00000010710
ENSTNIP00000012518	ENSGALP00000026431
ENSTNIP00000021576	ENSGALP00000008798
ENSTNIP00000015639	ENSGALP00000020792
ENSTNIP00000014906	ENSGALP00000005367
ENSTNIP00000021953	ENSGALP00000016302
ENSTNIP00000018909	ENSGALP00000007146
ENSTNIP00000007095	ENSGALP00000011087
ENSTNIP00000013771	ENSGALP00000019330
ENSTNIP00000017846	ENSGALP00000035497
ENSTNIP00000005973	ENSGALP00000041464
ENSTNIP00000008376	ENSGALP00000041761
ENSTNIP00000020481	ENSGALP00000019408
ENSTNIP00000008084	ENSGALP00000010260
ENSTNIP00000018550	ENSGALP00000009273
ENSTNIP00000011247	ENSGALP00000002458
ENSTNIP00000018230	ENSGALP00000004545
ENSTNIP00000016748	ENSGALP00000042235
ENSTNIP00000005949	ENSGALP00000012703
ENSTNIP00000020144	ENSGALP00000004223
ENSTNIP00000008615	ENSGALP00000019921
ENSTNIP00000007353	ENSGALP00000012231
ENSTNIP00000005805	ENSGALP00000043443
ENSTNIP00000008928	ENSGALP00000025206
ENSTNIP00000013232	ENSGALP00000008634
ENSTNIP00000009060	ENSGALP00000018048
ENSTNIP00000017626	ENSGALP00000013451
ENSTNIP00000006053	ENSGALP00000020323
ENSTNIP00000012697	ENSGALP00000001407
ENSTNIP00000012530	ENSGALP00000001407
ENSTNIP00000017699	ENSGALP00000010241
ENSTNIP00000008568	ENSGALP00000010575
ENSTNIP00000020244	ENSGALP00000012687
