ENSMODP00000016222	ENSCAFP00000014731
ENSMODP00000022817	ENSCAFP00000041282
ENSMODP00000018438	ENSCAFP00000025740
ENSMODP00000010181	ENSCAFP00000035221
ENSMODP00000004201	ENSCAFP00000022335
ENSMODP00000011990	ENSCAFP00000011154
ENSMODP00000000692	ENSCAFP00000042083
ENSMODP00000001877	ENSCAFP00000042649
ENSMODP00000000026	ENSCAFP00000021281
ENSMODP00000002362	ENSCAFP00000015937
ENSMODP00000015031	ENSCAFP00000000011
ENSMODP00000037993	ENSCAFP00000026726
ENSMODP00000019920	ENSCAFP00000022173
ENSMODP00000026263	ENSCAFP00000039337
ENSMODP00000008997	ENSCAFP00000026272
ENSMODP00000005328	ENSCAFP00000002503
ENSMODP00000000681	ENSCAFP00000022291
ENSMODP00000007641	ENSCAFP00000026787
ENSMODP00000002795	ENSCAFP00000001361
ENSMODP00000000968	ENSCAFP00000022225
ENSMODP00000006638	ENSCAFP00000009938
ENSMODP00000015175	ENSCAFP00000005864
ENSMODP00000016811	ENSCAFP00000008384
ENSMODP00000006312	ENSCAFP00000031654
ENSMODP00000012474	ENSCAFP00000006858
ENSMODP00000015527	ENSCAFP00000000044
ENSMODP00000003856	ENSCAFP00000021470
ENSMODP00000009634	ENSCAFP00000017454
ENSMODP00000019650	ENSCAFP00000006928
ENSMODP00000023331	ENSCAFP00000040404
ENSMODP00000020053	ENSCAFP00000028774
ENSMODP00000018495	ENSCAFP00000008705
ENSMODP00000021796	ENSCAFP00000041099
ENSMODP00000017998	ENSCAFP00000037514
ENSMODP00000026241	ENSCAFP00000014718
ENSMODP00000005283	ENSCAFP00000029790
ENSMODP00000015017	ENSCAFP00000015126
ENSMODP00000006769	ENSCAFP00000040380
ENSMODP00000016682	ENSCAFP00000026687
ENSMODP00000011607	ENSCAFP00000017806
ENSMODP00000022884	ENSCAFP00000037823
ENSMODP00000012846	ENSCAFP00000032820
ENSMODP00000025897	ENSCAFP00000003278
ENSMODP00000022207	ENSCAFP00000036557
ENSMODP00000003575	ENSCAFP00000002911
ENSMODP00000002914	ENSCAFP00000021990
ENSMODP00000026229	ENSCAFP00000014778
ENSMODP00000030355	ENSCAFP00000002700
ENSMODP00000016323	ENSCAFP00000023784
ENSMODP00000008239	ENSCAFP00000015943
ENSMODP00000007749	ENSCAFP00000040069
ENSMODP00000008279	ENSCAFP00000040730
ENSMODP00000001989	ENSCAFP00000022945
ENSMODP00000004549	ENSCAFP00000029382
ENSMODP00000020071	ENSCAFP00000019175
ENSMODP00000028836	ENSCAFP00000027197
ENSMODP00000004640	ENSCAFP00000009546
ENSMODP00000002326	ENSCAFP00000026029
ENSMODP00000019475	ENSCAFP00000011457
ENSMODP00000039627	ENSCAFP00000015253
ENSMODP00000009222	ENSCAFP00000001109
ENSMODP00000019141	ENSCAFP00000022205
ENSMODP00000028315	ENSCAFP00000029329
ENSMODP00000034591	ENSCAFP00000028457
ENSMODP00000023729	ENSCAFP00000036776
ENSMODP00000023125	ENSCAFP00000003866
ENSMODP00000022796	ENSCAFP00000004605
ENSMODP00000022824	ENSCAFP00000004584
ENSMODP00000024520	ENSCAFP00000039300
ENSMODP00000011336	ENSCAFP00000013552
ENSMODP00000002329	ENSCAFP00000006251
ENSMODP00000000264	ENSCAFP00000013770
ENSMODP00000001609	ENSCAFP00000003334
ENSMODP00000026622	ENSCAFP00000016940
ENSMODP00000010768	ENSCAFP00000012195
ENSMODP00000005411	ENSCAFP00000004815
ENSMODP00000000606	ENSCAFP00000011400
ENSMODP00000005314	ENSCAFP00000013310
ENSMODP00000019830	ENSCAFP00000041497
ENSMODP00000001660	ENSCAFP00000027599
ENSMODP00000000593	ENSCAFP00000039374
ENSMODP00000023964	ENSCAFP00000038785
ENSMODP00000024562	ENSCAFP00000036741
ENSMODP00000020829	ENSCAFP00000029096
ENSMODP00000019091	ENSCAFP00000022319
ENSMODP00000032516	ENSCAFP00000008681
ENSMODP00000009629	ENSCAFP00000022458
ENSMODP00000012475	ENSCAFP00000034898
ENSMODP00000019028	ENSCAFP00000002517
ENSMODP00000036080	ENSCAFP00000024690
ENSMODP00000004842	ENSCAFP00000013550
ENSMODP00000014067	ENSCAFP00000035984
ENSMODP00000001147	ENSCAFP00000019228
ENSMODP00000022471	ENSCAFP00000005564
ENSMODP00000003245	ENSCAFP00000030037
ENSMODP00000001558	ENSCAFP00000012391
ENSMODP00000017149	ENSCAFP00000008051
ENSMODP00000001686	ENSCAFP00000003664
ENSMODP00000010167	ENSCAFP00000006181
ENSMODP00000004754	ENSCAFP00000008901
ENSMODP00000000193	ENSCAFP00000021605
ENSMODP00000017703	ENSCAFP00000019417
ENSMODP00000018972	ENSCAFP00000002495
ENSMODP00000019224	ENSCAFP00000021942
ENSMODP00000006067	ENSCAFP00000027718
ENSMODP00000023166	ENSCAFP00000003788
ENSMODP00000018659	ENSCAFP00000006809
ENSMODP00000019651	ENSCAFP00000042907
ENSMODP00000012562	ENSCAFP00000014088
ENSMODP00000024148	ENSCAFP00000016436
ENSMODP00000015240	ENSCAFP00000020706
ENSMODP00000010421	ENSCAFP00000017544
ENSMODP00000006103	ENSCAFP00000014990
ENSMODP00000004629	ENSCAFP00000017205
ENSMODP00000011101	ENSCAFP00000011936
ENSMODP00000019338	ENSCAFP00000005176
ENSMODP00000014241	ENSCAFP00000042279
ENSMODP00000015581	ENSCAFP00000024729
ENSMODP00000040852	ENSCAFP00000022874
ENSMODP00000018381	ENSCAFP00000005025
ENSMODP00000009632	ENSCAFP00000026170
ENSMODP00000032379	ENSCAFP00000021593
ENSMODP00000013613	ENSCAFP00000026745
ENSMODP00000001367	ENSCAFP00000007554
ENSMODP00000030309	ENSCAFP00000002836
ENSMODP00000003628	ENSCAFP00000007259
ENSMODP00000004397	ENSCAFP00000013469
ENSMODP00000021559	ENSCAFP00000000413
ENSMODP00000021345	ENSCAFP00000025123
ENSMODP00000022597	ENSCAFP00000005153
ENSMODP00000030489	ENSCAFP00000013653
ENSMODP00000018873	ENSCAFP00000017879
ENSMODP00000023925	ENSCAFP00000027126
ENSMODP00000033276	ENSCAFP00000009557
ENSMODP00000007923	ENSCAFP00000018778
ENSMODP00000037793	ENSCAFP00000016764
ENSMODP00000011687	ENSCAFP00000017428
ENSMODP00000004522	ENSCAFP00000013778
ENSMODP00000006262	ENSCAFP00000041465
ENSMODP00000034506	ENSCAFP00000000757
ENSMODP00000003638	ENSCAFP00000031245
ENSMODP00000007334	ENSCAFP00000039857
ENSMODP00000009768	ENSCAFP00000039497
ENSMODP00000005796	ENSCAFP00000020048
ENSMODP00000018304	ENSCAFP00000021424
ENSMODP00000018846	ENSCAFP00000008207
ENSMODP00000007725	ENSCAFP00000012486
ENSMODP00000018015	ENSCAFP00000018094
ENSMODP00000006612	ENSCAFP00000018719
ENSMODP00000006142	ENSCAFP00000012568
ENSMODP00000025535	ENSCAFP00000000674
ENSMODP00000002653	ENSCAFP00000029747
ENSMODP00000011316	ENSCAFP00000017857
ENSMODP00000000591	ENSCAFP00000007358
ENSMODP00000016799	ENSCAFP00000008389
ENSMODP00000028477	ENSCAFP00000018330
ENSMODP00000018023	ENSCAFP00000018073
ENSMODP00000006409	ENSCAFP00000016548
ENSMODP00000011797	ENSCAFP00000042121
ENSMODP00000023660	ENSCAFP00000002749
ENSMODP00000019068	ENSCAFP00000009144
ENSMODP00000002945	ENSCAFP00000010711
ENSMODP00000038433	ENSCAFP00000015331
ENSMODP00000009859	ENSCAFP00000041802
ENSMODP00000015964	ENSCAFP00000031806
ENSMODP00000010342	ENSCAFP00000016640
ENSMODP00000017317	ENSCAFP00000001308
ENSMODP00000002065	ENSCAFP00000011796
ENSMODP00000001855	ENSCAFP00000040721
ENSMODP00000003372	ENSCAFP00000030065
ENSMODP00000013226	ENSCAFP00000037049
ENSMODP00000020561	ENSCAFP00000003335
ENSMODP00000019563	ENSCAFP00000007285
ENSMODP00000005762	ENSCAFP00000008290
ENSMODP00000014593	ENSCAFP00000039351
ENSMODP00000014813	ENSCAFP00000014844
ENSMODP00000000525	ENSCAFP00000013239
ENSMODP00000009761	ENSCAFP00000035155
ENSMODP00000007123	ENSCAFP00000029770
ENSMODP00000003093	ENSCAFP00000010817
ENSMODP00000003280	ENSCAFP00000007190
ENSMODP00000012891	ENSCAFP00000034252
ENSMODP00000005417	ENSCAFP00000022506
ENSMODP00000000787	ENSCAFP00000007437
ENSMODP00000004564	ENSCAFP00000021428
ENSMODP00000015278	ENSCAFP00000015535
ENSMODP00000003166	ENSCAFP00000002653
ENSMODP00000015222	ENSCAFP00000020744
ENSMODP00000025658	ENSCAFP00000008985
ENSMODP00000022740	ENSCAFP00000041607
ENSMODP00000006400	ENSCAFP00000002953
ENSMODP00000000222	ENSCAFP00000021674
ENSMODP00000005044	ENSCAFP00000003947
ENSMODP00000012060	ENSCAFP00000025509
ENSMODP00000008706	ENSCAFP00000003243
ENSMODP00000006276	ENSCAFP00000007977
ENSMODP00000002623	ENSCAFP00000016941
ENSMODP00000025826	ENSCAFP00000002941
ENSMODP00000018457	ENSCAFP00000007174
ENSMODP00000021292	ENSCAFP00000013507
ENSMODP00000016770	ENSCAFP00000017920
ENSMODP00000024804	ENSCAFP00000037732
ENSMODP00000025400	ENSCAFP00000040759
ENSMODP00000010842	ENSCAFP00000018638
ENSMODP00000014623	ENSCAFP00000015314
ENSMODP00000014949	ENSCAFP00000026815
ENSMODP00000002988	ENSCAFP00000006891
ENSMODP00000038621	ENSCAFP00000038415
ENSMODP00000002532	ENSCAFP00000002828
ENSMODP00000015085	ENSCAFP00000020228
ENSMODP00000021996	ENSCAFP00000022415
ENSMODP00000022519	ENSCAFP00000042091
ENSMODP00000022645	ENSCAFP00000021292
ENSMODP00000032152	ENSCAFP00000019462
ENSMODP00000028543	ENSCAFP00000008203
ENSMODP00000009573	ENSCAFP00000018556
ENSMODP00000026697	ENSCAFP00000028092
ENSMODP00000021001	ENSCAFP00000007146
ENSMODP00000011737	ENSCAFP00000017617
ENSMODP00000025234	ENSCAFP00000036497
ENSMODP00000022289	ENSCAFP00000036029
ENSMODP00000005596	ENSCAFP00000029502
ENSMODP00000026827	ENSCAFP00000027157
ENSMODP00000011197	ENSCAFP00000023219
ENSMODP00000024556	ENSCAFP00000039216
ENSMODP00000019617	ENSCAFP00000000878
ENSMODP00000000719	ENSCAFP00000016270
ENSMODP00000020945	ENSCAFP00000024609
ENSMODP00000013780	ENSCAFP00000024383
ENSMODP00000023651	ENSCAFP00000033809
ENSMODP00000009473	ENSCAFP00000025337
ENSMODP00000013077	ENSCAFP00000018938
ENSMODP00000019157	ENSCAFP00000022109
ENSMODP00000003015	ENSCAFP00000006938
ENSMODP00000007918	ENSCAFP00000024846
ENSMODP00000010752	ENSCAFP00000016657
ENSMODP00000011018	ENSCAFP00000006196
ENSMODP00000014590	ENSCAFP00000012409
ENSMODP00000004101	ENSCAFP00000008929
ENSMODP00000016688	ENSCAFP00000036245
ENSMODP00000001628	ENSCAFP00000022189
ENSMODP00000019939	ENSCAFP00000022117
ENSMODP00000022780	ENSCAFP00000009852
ENSMODP00000021572	ENSCAFP00000000400
ENSMODP00000019622	ENSCAFP00000036936
ENSMODP00000004744	ENSCAFP00000016293
ENSMODP00000028914	ENSCAFP00000029658
ENSMODP00000019277	ENSCAFP00000028600
ENSMODP00000013184	ENSCAFP00000002225
ENSMODP00000013401	ENSCAFP00000017264
ENSMODP00000028127	ENSCAFP00000012478
ENSMODP00000015819	ENSCAFP00000003700
ENSMODP00000029142	ENSCAFP00000017710
ENSMODP00000019228	ENSCAFP00000021936
ENSMODP00000012849	ENSCAFP00000008986
ENSMODP00000015846	ENSCAFP00000003687
ENSMODP00000025073	ENSCAFP00000011630
ENSMODP00000008237	ENSCAFP00000023234
ENSMODP00000010435	ENSCAFP00000017552
ENSMODP00000021161	ENSCAFP00000024839
ENSMODP00000024011	ENSCAFP00000027538
ENSMODP00000009309	ENSCAFP00000003053
ENSMODP00000024375	ENSCAFP00000010190
ENSMODP00000017993	ENSCAFP00000020627
ENSMODP00000021557	ENSCAFP00000017455
ENSMODP00000022641	ENSCAFP00000015725
ENSMODP00000033316	ENSCAFP00000009855
ENSMODP00000024637	ENSCAFP00000013576
ENSMODP00000018623	ENSCAFP00000006872
ENSMODP00000016630	ENSCAFP00000017654
ENSMODP00000008087	ENSCAFP00000029671
ENSMODP00000005727	ENSCAFP00000037326
ENSMODP00000015072	ENSCAFP00000037694
ENSMODP00000012671	ENSCAFP00000020568
ENSMODP00000018865	ENSCAFP00000017832
ENSMODP00000012300	ENSCAFP00000013892
ENSMODP00000019797	ENSCAFP00000020071
ENSMODP00000008039	ENSCAFP00000042219
ENSMODP00000028125	ENSCAFP00000012492
ENSMODP00000035051	ENSCAFP00000007151
ENSMODP00000011776	ENSCAFP00000025751
ENSMODP00000014013	ENSCAFP00000037441
ENSMODP00000033464	ENSCAFP00000024216
ENSMODP00000003544	ENSCAFP00000018088
ENSMODP00000021654	ENSCAFP00000028925
ENSMODP00000023182	ENSCAFP00000009637
ENSMODP00000024779	ENSCAFP00000012948
ENSMODP00000012247	ENSCAFP00000026936
ENSMODP00000000352	ENSCAFP00000030259
ENSMODP00000020514	ENSCAFP00000028439
ENSMODP00000009286	ENSCAFP00000011353
ENSMODP00000022603	ENSCAFP00000034555
ENSMODP00000002344	ENSCAFP00000006260
ENSMODP00000004527	ENSCAFP00000016504
ENSMODP00000020016	ENSCAFP00000028745
ENSMODP00000009791	ENSCAFP00000010951
ENSMODP00000003822	ENSCAFP00000026052
ENSMODP00000016707	ENSCAFP00000017618
ENSMODP00000017880	ENSCAFP00000025607
ENSMODP00000015034	ENSCAFP00000010894
ENSMODP00000003204	ENSCAFP00000002645
ENSMODP00000016037	ENSCAFP00000005474
ENSMODP00000002073	ENSCAFP00000011801
ENSMODP00000018489	ENSCAFP00000025677
ENSMODP00000011438	ENSCAFP00000017810
ENSMODP00000020096	ENSCAFP00000028799
ENSMODP00000017756	ENSCAFP00000001360
ENSMODP00000019629	ENSCAFP00000024222
ENSMODP00000019218	ENSCAFP00000042791
ENSMODP00000026139	ENSCAFP00000025140
ENSMODP00000012191	ENSCAFP00000024177
ENSMODP00000010696	ENSCAFP00000017063
ENSMODP00000023665	ENSCAFP00000002745
ENSMODP00000014259	ENSCAFP00000020900
ENSMODP00000000941	ENSCAFP00000002199
ENSMODP00000023011	ENSCAFP00000023819
ENSMODP00000036898	ENSCAFP00000010634
ENSMODP00000024005	ENSCAFP00000027524
ENSMODP00000021570	ENSCAFP00000000401
ENSMODP00000017369	ENSCAFP00000015067
ENSMODP00000017956	ENSCAFP00000018464
ENSMODP00000004539	ENSCAFP00000008476
ENSMODP00000006298	ENSCAFP00000041942
ENSMODP00000014799	ENSCAFP00000014797
ENSMODP00000038541	ENSCAFP00000030069
ENSMODP00000017163	ENSCAFP00000014537
ENSMODP00000006422	ENSCAFP00000007765
ENSMODP00000011311	ENSCAFP00000024183
ENSMODP00000002483	ENSCAFP00000008284
ENSMODP00000018785	ENSCAFP00000027031
ENSMODP00000004231	ENSCAFP00000007058
ENSMODP00000007788	ENSCAFP00000026708
ENSMODP00000012507	ENSCAFP00000019068
ENSMODP00000013650	ENSCAFP00000039638
ENSMODP00000002236	ENSCAFP00000001474
ENSMODP00000018215	ENSCAFP00000004884
ENSMODP00000019078	ENSCAFP00000009126
ENSMODP00000016040	ENSCAFP00000019736
ENSMODP00000026695	ENSCAFP00000028118
ENSMODP00000005982	ENSCAFP00000008437
ENSMODP00000013778	ENSCAFP00000015413
ENSMODP00000009197	ENSCAFP00000019310
ENSMODP00000005675	ENSCAFP00000029513
ENSMODP00000023735	ENSCAFP00000002533
ENSMODP00000027993	ENSCAFP00000011539
ENSMODP00000026301	ENSCAFP00000015614
ENSMODP00000006468	ENSCAFP00000018861
ENSMODP00000010529	ENSCAFP00000025664
ENSMODP00000017543	ENSCAFP00000027153
ENSMODP00000027751	ENSCAFP00000025739
ENSMODP00000026583	ENSCAFP00000039989
ENSMODP00000035208	ENSCAFP00000022167
ENSMODP00000009445	ENSCAFP00000025303
ENSMODP00000025103	ENSCAFP00000011685
ENSMODP00000004103	ENSCAFP00000041487
ENSMODP00000008893	ENSCAFP00000007036
ENSMODP00000008284	ENSCAFP00000029635
ENSMODP00000017926	ENSCAFP00000003306
ENSMODP00000035519	ENSCAFP00000028216
ENSMODP00000015582	ENSCAFP00000011155
ENSMODP00000002639	ENSCAFP00000008338
ENSMODP00000020905	ENSCAFP00000036229
ENSMODP00000010357	ENSCAFP00000010114
ENSMODP00000012514	ENSCAFP00000014074
ENSMODP00000022911	ENSCAFP00000023134
ENSMODP00000002741	ENSCAFP00000026538
ENSMODP00000014487	ENSCAFP00000040832
ENSMODP00000011632	ENSCAFP00000018739
ENSMODP00000009230	ENSCAFP00000007165
ENSMODP00000017808	ENSCAFP00000036889
ENSMODP00000023088	ENSCAFP00000007801
ENSMODP00000003713	ENSCAFP00000022450
ENSMODP00000023820	ENSCAFP00000042340
ENSMODP00000000893	ENSCAFP00000002191
ENSMODP00000008881	ENSCAFP00000008167
ENSMODP00000002755	ENSCAFP00000012957
ENSMODP00000011230	ENSCAFP00000018168
ENSMODP00000006321	ENSCAFP00000007935
ENSMODP00000019513	ENSCAFP00000040030
ENSMODP00000001394	ENSCAFP00000027454
ENSMODP00000021543	ENSCAFP00000000422
ENSMODP00000036495	ENSCAFP00000007414
ENSMODP00000008415	ENSCAFP00000019312
ENSMODP00000017928	ENSCAFP00000034478
ENSMODP00000009485	ENSCAFP00000025338
ENSMODP00000014853	ENSCAFP00000029894
ENSMODP00000019726	ENSCAFP00000012753
ENSMODP00000004585	ENSCAFP00000021407
ENSMODP00000005804	ENSCAFP00000008513
ENSMODP00000022669	ENSCAFP00000004638
ENSMODP00000007933	ENSCAFP00000041514
ENSMODP00000010568	ENSCAFP00000002053
ENSMODP00000011166	ENSCAFP00000023204
ENSMODP00000035960	ENSCAFP00000030922
ENSMODP00000020203	ENSCAFP00000038995
ENSMODP00000012959	ENSCAFP00000020948
ENSMODP00000024202	ENSCAFP00000020403
ENSMODP00000013866	ENSCAFP00000009475
ENSMODP00000019094	ENSCAFP00000009052
ENSMODP00000000191	ENSCAFP00000013978
ENSMODP00000023798	ENSCAFP00000002071
ENSMODP00000007194	ENSCAFP00000026205
ENSMODP00000023545	ENSCAFP00000018692
ENSMODP00000017016	ENSCAFP00000020199
ENSMODP00000025741	ENSCAFP00000002063
ENSMODP00000022606	ENSCAFP00000015547
ENSMODP00000038809	ENSCAFP00000010677
ENSMODP00000008663	ENSCAFP00000013870
ENSMODP00000004959	ENSCAFP00000021259
ENSMODP00000026496	ENSCAFP00000023885
ENSMODP00000013768	ENSCAFP00000006599
ENSMODP00000009232	ENSCAFP00000024741
ENSMODP00000010750	ENSCAFP00000039701
ENSMODP00000013851	ENSCAFP00000007846
ENSMODP00000010945	ENSCAFP00000017289
ENSMODP00000010285	ENSCAFP00000009334
ENSMODP00000025739	ENSCAFP00000002626
ENSMODP00000035174	ENSCAFP00000032607
ENSMODP00000019657	ENSCAFP00000024974
ENSMODP00000004978	ENSCAFP00000021940
ENSMODP00000019089	ENSCAFP00000030575
ENSMODP00000024351	ENSCAFP00000040703
ENSMODP00000018934	ENSCAFP00000002431
ENSMODP00000005559	ENSCAFP00000015979
ENSMODP00000003504	ENSCAFP00000037196
ENSMODP00000003144	ENSCAFP00000008546
ENSMODP00000005134	ENSCAFP00000003861
ENSMODP00000017009	ENSCAFP00000035930
ENSMODP00000020930	ENSCAFP00000025211
ENSMODP00000035428	ENSCAFP00000037206
ENSMODP00000035215	ENSCAFP00000017613
ENSMODP00000008241	ENSCAFP00000028816
ENSMODP00000000137	ENSCAFP00000005518
ENSMODP00000010144	ENSCAFP00000023646
ENSMODP00000014476	ENSCAFP00000024549
ENSMODP00000020346	ENSCAFP00000023176
ENSMODP00000019324	ENSCAFP00000005201
ENSMODP00000024237	ENSCAFP00000020561
ENSMODP00000022255	ENSCAFP00000017594
ENSMODP00000001159	ENSCAFP00000003826
ENSMODP00000006100	ENSCAFP00000024343
ENSMODP00000005111	ENSCAFP00000021422
ENSMODP00000004769	ENSCAFP00000021846
ENSMODP00000011650	ENSCAFP00000017512
ENSMODP00000023318	ENSCAFP00000037830
ENSMODP00000014610	ENSCAFP00000020258
ENSMODP00000018897	ENSCAFP00000026923
ENSMODP00000020240	ENSCAFP00000028962
ENSMODP00000017936	ENSCAFP00000001495
ENSMODP00000012650	ENSCAFP00000009746
ENSMODP00000023163	ENSCAFP00000009732
ENSMODP00000019159	ENSCAFP00000009478
ENSMODP00000020801	ENSCAFP00000029123
ENSMODP00000019668	ENSCAFP00000039873
ENSMODP00000005866	ENSCAFP00000039200
ENSMODP00000013645	ENSCAFP00000024315
ENSMODP00000009775	ENSCAFP00000005995
ENSMODP00000002013	ENSCAFP00000038375
ENSMODP00000006550	ENSCAFP00000014641
ENSMODP00000023377	ENSCAFP00000016512
ENSMODP00000006511	ENSCAFP00000018771
ENSMODP00000038574	ENSCAFP00000042656
ENSMODP00000020744	ENSCAFP00000016455
ENSMODP00000001729	ENSCAFP00000012392
ENSMODP00000017223	ENSCAFP00000001666
ENSMODP00000001724	ENSCAFP00000035110
ENSMODP00000033569	ENSCAFP00000021321
ENSMODP00000018791	ENSCAFP00000000989
ENSMODP00000012502	ENSCAFP00000039325
ENSMODP00000002615	ENSCAFP00000016936
ENSMODP00000040029	ENSCAFP00000041516
ENSMODP00000010485	ENSCAFP00000025916
ENSMODP00000008173	ENSCAFP00000040231
ENSMODP00000016042	ENSCAFP00000024090
ENSMODP00000036990	ENSCAFP00000015805
ENSMODP00000017524	ENSCAFP00000010175
ENSMODP00000022605	ENSCAFP00000040844
ENSMODP00000024440	ENSCAFP00000016894
ENSMODP00000014302	ENSCAFP00000013806
ENSMODP00000022813	ENSCAFP00000022601
ENSMODP00000004190	ENSCAFP00000023783
ENSMODP00000012109	ENSCAFP00000013919
ENSMODP00000022952	ENSCAFP00000023275
ENSMODP00000005783	ENSCAFP00000012252
ENSMODP00000026292	ENSCAFP00000015440
ENSMODP00000034842	ENSCAFP00000006415
ENSMODP00000009217	ENSCAFP00000039737
ENSMODP00000016899	ENSCAFP00000038196
ENSMODP00000011409	ENSCAFP00000038959
ENSMODP00000015811	ENSCAFP00000005308
ENSMODP00000007135	ENSCAFP00000025105
ENSMODP00000023889	ENSCAFP00000027051
ENSMODP00000010856	ENSCAFP00000006058
ENSMODP00000035957	ENSCAFP00000012685
ENSMODP00000013018	ENSCAFP00000002725
ENSMODP00000014316	ENSCAFP00000008760
ENSMODP00000021105	ENSCAFP00000030595
ENSMODP00000005718	ENSCAFP00000029530
ENSMODP00000003152	ENSCAFP00000022686
ENSMODP00000004984	ENSCAFP00000029426
ENSMODP00000011593	ENSCAFP00000018662
ENSMODP00000019609	ENSCAFP00000000304
ENSMODP00000020917	ENSCAFP00000000609
ENSMODP00000025376	ENSCAFP00000027426
ENSMODP00000024294	ENSCAFP00000027152
ENSMODP00000004997	ENSCAFP00000004883
ENSMODP00000014707	ENSCAFP00000014579
ENSMODP00000008510	ENSCAFP00000006871
ENSMODP00000004105	ENSCAFP00000027897
ENSMODP00000005724	ENSCAFP00000011261
ENSMODP00000001905	ENSCAFP00000042508
ENSMODP00000018029	ENSCAFP00000017994
ENSMODP00000021422	ENSCAFP00000028679
ENSMODP00000015869	ENSCAFP00000015700
ENSMODP00000038877	ENSCAFP00000036818
ENSMODP00000010345	ENSCAFP00000010119
ENSMODP00000027573	ENSCAFP00000032909
ENSMODP00000003153	ENSCAFP00000023946
ENSMODP00000008058	ENSCAFP00000028839
ENSMODP00000011714	ENSCAFP00000035911
ENSMODP00000008606	ENSCAFP00000006917
ENSMODP00000007092	ENSCAFP00000029095
ENSMODP00000004622	ENSCAFP00000027931
ENSMODP00000005215	ENSCAFP00000021778
ENSMODP00000019337	ENSCAFP00000041134
ENSMODP00000018523	ENSCAFP00000025638
ENSMODP00000000936	ENSCAFP00000004110
ENSMODP00000000374	ENSCAFP00000013446
ENSMODP00000028752	ENSCAFP00000008581
ENSMODP00000015701	ENSCAFP00000004200
ENSMODP00000013107	ENSCAFP00000009343
ENSMODP00000003610	ENSCAFP00000007255
ENSMODP00000019611	ENSCAFP00000006982
ENSMODP00000021689	ENSCAFP00000025829
ENSMODP00000002488	ENSCAFP00000001417
ENSMODP00000002690	ENSCAFP00000025928
ENSMODP00000003868	ENSCAFP00000003559
ENSMODP00000000351	ENSCAFP00000013547
ENSMODP00000003463	ENSCAFP00000016895
ENSMODP00000022119	ENSCAFP00000019785
ENSMODP00000014172	ENSCAFP00000030453
ENSMODP00000009984	ENSCAFP00000037405
ENSMODP00000007607	ENSCAFP00000020434
ENSMODP00000006993	ENSCAFP00000006056
ENSMODP00000002467	ENSCAFP00000022810
ENSMODP00000032725	ENSCAFP00000025572
ENSMODP00000003612	ENSCAFP00000018159
ENSMODP00000001701	ENSCAFP00000027348
ENSMODP00000004506	ENSCAFP00000004843
ENSMODP00000006862	ENSCAFP00000033308
ENSMODP00000022999	ENSCAFP00000004126
ENSMODP00000023164	ENSCAFP00000009728
ENSMODP00000016451	ENSCAFP00000036092
ENSMODP00000031774	ENSCAFP00000028671
ENSMODP00000009873	ENSCAFP00000019537
ENSMODP00000026683	ENSCAFP00000035856
ENSMODP00000009698	ENSCAFP00000018609
ENSMODP00000002707	ENSCAFP00000008421
ENSMODP00000002554	ENSCAFP00000016812
ENSMODP00000013672	ENSCAFP00000002372
ENSMODP00000024706	ENSCAFP00000010820
ENSMODP00000012195	ENSCAFP00000019466
ENSMODP00000034846	ENSCAFP00000033175
ENSMODP00000017267	ENSCAFP00000010762
ENSMODP00000000406	ENSCAFP00000025935
ENSMODP00000013477	ENSCAFP00000002333
ENSMODP00000000698	ENSCAFP00000011492
ENSMODP00000004788	ENSCAFP00000013596
ENSMODP00000015829	ENSCAFP00000026135
ENSMODP00000017166	ENSCAFP00000027050
ENSMODP00000005060	ENSCAFP00000021993
ENSMODP00000003729	ENSCAFP00000015270
ENSMODP00000003478	ENSCAFP00000011063
ENSMODP00000003679	ENSCAFP00000029204
ENSMODP00000020198	ENSCAFP00000028906
ENSMODP00000020552	ENSCAFP00000003220
ENSMODP00000012608	ENSCAFP00000021822
ENSMODP00000020460	ENSCAFP00000028351
ENSMODP00000006732	ENSCAFP00000000955
ENSMODP00000012369	ENSCAFP00000016445
ENSMODP00000006794	ENSCAFP00000028908
ENSMODP00000016663	ENSCAFP00000026672
ENSMODP00000016821	ENSCAFP00000018622
ENSMODP00000000478	ENSCAFP00000007301
ENSMODP00000018931	ENSCAFP00000000905
ENSMODP00000013391	ENSCAFP00000017261
ENSMODP00000027411	ENSCAFP00000009697
ENSMODP00000022146	ENSCAFP00000004866
ENSMODP00000010817	ENSCAFP00000042087
ENSMODP00000022844	ENSCAFP00000004531
ENSMODP00000006362	ENSCAFP00000028835
ENSMODP00000012089	ENSCAFP00000019262
ENSMODP00000002401	ENSCAFP00000039489
ENSMODP00000009618	ENSCAFP00000017438
ENSMODP00000002806	ENSCAFP00000035222
ENSMODP00000009704	ENSCAFP00000007391
ENSMODP00000004235	ENSCAFP00000021550
ENSMODP00000017591	ENSCAFP00000012562
ENSMODP00000009874	ENSCAFP00000006053
ENSMODP00000005248	ENSCAFP00000017101
ENSMODP00000008378	ENSCAFP00000029608
ENSMODP00000018208	ENSCAFP00000037360
ENSMODP00000036360	ENSCAFP00000040748
ENSMODP00000006797	ENSCAFP00000000997
ENSMODP00000015163	ENSCAFP00000015621
ENSMODP00000007543	ENSCAFP00000008445
ENSMODP00000008630	ENSCAFP00000012008
ENSMODP00000041101	ENSCAFP00000034072
