ENSMODP00000016222	ENSP00000262384
ENSMODP00000008525	ENSP00000334849
ENSMODP00000023609	ENSP00000360515
ENSMODP00000033007	ENSP00000378167
ENSMODP00000023189	ENSP00000359609
ENSMODP00000000558	ENSP00000294360
ENSMODP00000000493	ENSP00000433721
ENSMODP00000040913	ENSP00000301788
ENSMODP00000001649	ENSP00000235090
ENSMODP00000024311	ENSP00000300403
ENSMODP00000010490	ENSP00000386226
ENSMODP00000019306	ENSP00000238831
ENSMODP00000030128	ENSP00000334134
ENSMODP00000010126	ENSP00000391504
ENSMODP00000010016	ENSP00000266736
ENSMODP00000002450	ENSP00000426638
ENSMODP00000019556	ENSP00000394869
ENSMODP00000014319	ENSP00000264151
ENSMODP00000002187	ENSP00000296792
ENSMODP00000024017	ENSP00000292114
ENSMODP00000012164	ENSP00000380659
ENSMODP00000009510	ENSP00000454926
ENSMODP00000023873	ENSP00000225873
ENSMODP00000003018	ENSP00000287600
ENSMODP00000004236	ENSP00000373952
ENSMODP00000036544	ENSP00000356746
ENSMODP00000003538	ENSP00000303928
ENSMODP00000013131	ENSP00000430236
ENSMODP00000000574	ENSP00000354742
ENSMODP00000000254	ENSP00000362547
ENSMODP00000013425	ENSP00000248633
ENSMODP00000002420	ENSP00000400646
ENSMODP00000006926	ENSP00000330523
ENSMODP00000015369	ENSP00000421380
ENSMODP00000035015	ENSP00000337688
ENSMODP00000003809	ENSP00000288532
ENSMODP00000004361	ENSP00000356737
ENSMODP00000019307	ENSP00000338010
ENSMODP00000008962	ENSP00000381089
ENSMODP00000022583	ENSP00000358242
ENSMODP00000035727	ENSP00000354720
ENSMODP00000011554	ENSP00000349687
ENSMODP00000005940	ENSP00000326879
ENSMODP00000014995	ENSP00000309595
ENSMODP00000020155	ENSP00000258772
ENSMODP00000003075	ENSP00000343610
ENSMODP00000001494	ENSP00000216106
ENSMODP00000009967	ENSP00000379865
ENSMODP00000006578	ENSP00000235521
ENSMODP00000016807	ENSP00000264020
ENSMODP00000025119	ENSP00000257245
ENSMODP00000010981	ENSP00000367024
ENSMODP00000019210	ENSP00000417769
ENSMODP00000021478	ENSP00000407112
ENSMODP00000034687	ENSP00000357079
ENSMODP00000034953	ENSP00000259963
ENSMODP00000006943	ENSP00000262547
ENSMODP00000001270	ENSP00000367069
ENSMODP00000019528	ENSP00000348211
ENSMODP00000019840	ENSP00000294543
ENSMODP00000017224	ENSP00000307260
ENSMODP00000008407	ENSP00000216129
ENSMODP00000008793	ENSP00000265295
ENSMODP00000009624	ENSP00000365538
ENSMODP00000010547	ENSP00000371607
ENSMODP00000038004	ENSP00000274458
ENSMODP00000015855	ENSP00000356379
ENSMODP00000015147	ENSP00000232501
ENSMODP00000007683	ENSP00000379621
ENSMODP00000022281	ENSP00000348564
ENSMODP00000018362	ENSP00000353850
ENSMODP00000001155	ENSP00000281382
ENSMODP00000025964	ENSP00000281146
ENSMODP00000024096	ENSP00000310873
ENSMODP00000023770	ENSP00000053468
ENSMODP00000034720	ENSP00000261880
ENSMODP00000008841	ENSP00000301585
ENSMODP00000020717	ENSP00000473290
ENSMODP00000012964	ENSP00000315397
ENSMODP00000026686	ENSP00000300145
ENSMODP00000013705	ENSP00000224756
ENSMODP00000023717	ENSP00000348168
ENSMODP00000001706	ENSP00000319992
ENSMODP00000005581	ENSP00000313816
ENSMODP00000005406	ENSP00000324404
ENSMODP00000004660	ENSP00000285116
ENSMODP00000005568	ENSP00000435421
ENSMODP00000006601	ENSP00000369810
ENSMODP00000022734	ENSP00000283871
ENSMODP00000017064	ENSP00000340477
ENSMODP00000020836	ENSP00000271452
ENSMODP00000005543	ENSP00000228510
ENSMODP00000013904	ENSP00000261647
ENSMODP00000022586	ENSP00000254759
ENSMODP00000024506	ENSP00000379911
ENSMODP00000010034	ENSP00000337445
ENSMODP00000018825	ENSP00000364543
ENSMODP00000006860	ENSP00000392318
ENSMODP00000003138	ENSP00000370337
ENSMODP00000016927	ENSP00000262507
ENSMODP00000009382	ENSP00000462116
ENSMODP00000039346	ENSP00000299821
ENSMODP00000038427	ENSP00000426067
ENSMODP00000020910	ENSP00000356272
ENSMODP00000010211	ENSP00000372206
ENSMODP00000023515	ENSP00000346464
ENSMODP00000023712	ENSP00000244711
ENSMODP00000015170	ENSP00000361433
ENSMODP00000013409	ENSP00000287957
ENSMODP00000018981	ENSP00000273075
ENSMODP00000014404	ENSP00000320309
ENSMODP00000021079	ENSP00000262315
ENSMODP00000023333	ENSP00000359740
ENSMODP00000006337	ENSP00000356972
ENSMODP00000003143	ENSP00000428263
ENSMODP00000005842	ENSP00000268717
ENSMODP00000003759	ENSP00000376608
ENSMODP00000015886	ENSP00000399718
ENSMODP00000024826	ENSP00000367878
ENSMODP00000026764	ENSP00000262127
ENSMODP00000024441	ENSP00000312311
ENSMODP00000022654	ENSP00000295878
ENSMODP00000006764	ENSP00000346483
ENSMODP00000017104	ENSP00000217455
ENSMODP00000005491	ENSP00000308546
ENSMODP00000013893	ENSP00000261893
ENSMODP00000038756	ENSP00000320184
ENSMODP00000009176	ENSP00000370419
ENSMODP00000018717	ENSP00000282007
ENSMODP00000019208	ENSP00000328187
ENSMODP00000000353	ENSP00000359612
ENSMODP00000010122	ENSP00000342169
ENSMODP00000013098	ENSP00000357748
ENSMODP00000023001	ENSP00000382733
ENSMODP00000013042	ENSP00000258613
ENSMODP00000001264	ENSP00000344866
ENSMODP00000019021	ENSP00000341539
ENSMODP00000018242	ENSP00000314348
ENSMODP00000005082	ENSP00000369431
ENSMODP00000026182	ENSP00000381132
ENSMODP00000005951	ENSP00000296003
ENSMODP00000012102	ENSP00000436049
ENSMODP00000021971	ENSP00000280979
ENSMODP00000036213	ENSP00000348459
ENSMODP00000011162	ENSP00000270225
ENSMODP00000009864	ENSP00000368798
ENSMODP00000017475	ENSP00000342336
ENSMODP00000018239	ENSP00000285083
ENSMODP00000003102	ENSP00000251296
ENSMODP00000000235	ENSP00000220509
ENSMODP00000020182	ENSP00000380559
ENSMODP00000029804	ENSP00000361705
ENSMODP00000006379	ENSP00000275820
ENSMODP00000001615	ENSP00000266087
ENSMODP00000022344	ENSP00000402338
ENSMODP00000003477	ENSP00000446479
ENSMODP00000000655	ENSP00000260605
ENSMODP00000026572	ENSP00000296051
ENSMODP00000002778	ENSP00000410396
ENSMODP00000029192	ENSP00000314615
ENSMODP00000010778	ENSP00000261249
ENSMODP00000017119	ENSP00000248600
ENSMODP00000011348	ENSP00000392985
ENSMODP00000020110	ENSP00000390778
ENSMODP00000000168	ENSP00000374332
ENSMODP00000013053	ENSP00000349244
ENSMODP00000015654	ENSP00000336842
ENSMODP00000034744	ENSP00000370150
ENSMODP00000018850	ENSP00000247706
ENSMODP00000006653	ENSP00000386569
ENSMODP00000000421	ENSP00000393222
ENSMODP00000005238	ENSP00000301011
ENSMODP00000020884	ENSP00000297273
ENSMODP00000012487	ENSP00000379140
ENSMODP00000010693	ENSP00000285873
ENSMODP00000004023	ENSP00000355922
ENSMODP00000018341	ENSP00000369871
ENSMODP00000017085	ENSP00000250535
ENSMODP00000022817	ENSP00000291458
ENSMODP00000018438	ENSP00000376827
ENSMODP00000010181	ENSP00000265981
ENSMODP00000004201	ENSP00000286031
ENSMODP00000011990	ENSP00000298937
ENSMODP00000000692	ENSP00000360593
ENSMODP00000001877	ENSP00000296564
ENSMODP00000000026	ENSP00000299381
ENSMODP00000002362	ENSP00000387882
ENSMODP00000015031	ENSP00000299543
ENSMODP00000037993	ENSP00000361143
ENSMODP00000019920	ENSP00000364204
ENSMODP00000026263	ENSP00000303584
ENSMODP00000008997	ENSP00000219599
ENSMODP00000005328	ENSP00000369339
ENSMODP00000000681	ENSP00000414390
ENSMODP00000007641	ENSP00000322316
ENSMODP00000002795	ENSP00000303398
ENSMODP00000000968	ENSP00000237380
ENSMODP00000006638	ENSP00000296694
ENSMODP00000004804	ENSP00000292641
ENSMODP00000015175	ENSP00000334003
ENSMODP00000003385	ENSP00000254940
ENSMODP00000016811	ENSP00000327557
ENSMODP00000006312	ENSP00000307684
ENSMODP00000012474	ENSP00000367239
ENSMODP00000015527	ENSP00000393154
ENSMODP00000003856	ENSP00000374387
ENSMODP00000009634	ENSP00000282074
ENSMODP00000019650	ENSP00000238788
ENSMODP00000023331	ENSP00000359727
ENSMODP00000018495	ENSP00000295824
ENSMODP00000007671	ENSP00000343552
ENSMODP00000021796	ENSP00000379310
ENSMODP00000017998	ENSP00000363260
ENSMODP00000026241	ENSP00000329915
ENSMODP00000005283	ENSP00000359224
ENSMODP00000015017	ENSP00000232854
ENSMODP00000006769	ENSP00000369456
ENSMODP00000016682	ENSP00000286918
ENSMODP00000011607	ENSP00000354688
ENSMODP00000022884	ENSP00000228799
ENSMODP00000012846	ENSP00000419718
ENSMODP00000025897	ENSP00000264230
ENSMODP00000022207	ENSP00000362208
ENSMODP00000002914	ENSP00000251250
ENSMODP00000026229	ENSP00000327716
ENSMODP00000030355	ENSP00000354964
ENSMODP00000016323	ENSP00000264645
ENSMODP00000008239	ENSP00000246868
ENSMODP00000007749	ENSP00000284995
ENSMODP00000008279	ENSP00000432487
ENSMODP00000001989	ENSP00000356848
ENSMODP00000005453	ENSP00000270583
ENSMODP00000000585	ENSP00000355064
ENSMODP00000004549	ENSP00000268704
ENSMODP00000020071	ENSP00000385006
ENSMODP00000028836	ENSP00000464275
ENSMODP00000004640	ENSP00000389399
ENSMODP00000002326	ENSP00000441753
ENSMODP00000014519	ENSP00000389175
ENSMODP00000019475	ENSP00000233838
ENSMODP00000039627	ENSP00000433761
ENSMODP00000025420	ENSP00000300190
ENSMODP00000009222	ENSP00000290846
ENSMODP00000019141	ENSP00000386277
ENSMODP00000028315	ENSP00000263346
ENSMODP00000034591	ENSP00000252463
ENSMODP00000023729	ENSP00000256255
ENSMODP00000023125	ENSP00000402038
ENSMODP00000022796	ENSP00000275072
ENSMODP00000022824	ENSP00000257789
ENSMODP00000024520	ENSP00000339613
ENSMODP00000011336	ENSP00000380794
ENSMODP00000002329	ENSP00000361001
ENSMODP00000000264	ENSP00000347498
ENSMODP00000001609	ENSP00000289359
ENSMODP00000026622	ENSP00000296015
ENSMODP00000010768	ENSP00000301908
ENSMODP00000005411	ENSP00000386284
ENSMODP00000000606	ENSP00000281317
ENSMODP00000005314	ENSP00000360031
ENSMODP00000019830	ENSP00000301729
ENSMODP00000001660	ENSP00000360129
ENSMODP00000000593	ENSP00000364405
ENSMODP00000023964	ENSP00000321239
ENSMODP00000024562	ENSP00000409315
ENSMODP00000020829	ENSP00000026218
ENSMODP00000019091	ENSP00000321617
ENSMODP00000032516	ENSP00000263753
ENSMODP00000009629	ENSP00000261558
ENSMODP00000012475	ENSP00000216452
ENSMODP00000019028	ENSP00000318821
ENSMODP00000036080	ENSP00000300850
ENSMODP00000004842	ENSP00000307636
ENSMODP00000014067	ENSP00000413483
ENSMODP00000001147	ENSP00000356920
ENSMODP00000002604	ENSP00000233468
ENSMODP00000003245	ENSP00000268802
ENSMODP00000001558	ENSP00000455397
ENSMODP00000017149	ENSP00000157812
ENSMODP00000001686	ENSP00000384234
ENSMODP00000010167	ENSP00000372955
ENSMODP00000004754	ENSP00000368140
ENSMODP00000000193	ENSP00000362041
ENSMODP00000017703	ENSP00000296149
ENSMODP00000018972	ENSP00000346762
ENSMODP00000019224	ENSP00000295704
ENSMODP00000006067	ENSP00000261658
ENSMODP00000023166	ENSP00000359505
ENSMODP00000018659	ENSP00000368459
ENSMODP00000019651	ENSP00000219789
ENSMODP00000024148	ENSP00000257548
ENSMODP00000015240	ENSP00000348043
ENSMODP00000010421	ENSP00000372023
ENSMODP00000006103	ENSP00000436926
ENSMODP00000004629	ENSP00000450461
ENSMODP00000019338	ENSP00000222747
ENSMODP00000014241	ENSP00000307423
ENSMODP00000015581	ENSP00000225573
ENSMODP00000040852	ENSP00000247194
ENSMODP00000018381	ENSP00000417580
ENSMODP00000009632	ENSP00000299853
ENSMODP00000032379	ENSP00000384527
ENSMODP00000013613	ENSP00000225737
ENSMODP00000001367	ENSP00000366673
ENSMODP00000030309	ENSP00000361206
ENSMODP00000003628	ENSP00000255108
ENSMODP00000004397	ENSP00000442053
ENSMODP00000021559	ENSP00000356602
ENSMODP00000021345	ENSP00000357389
ENSMODP00000022597	ENSP00000275053
ENSMODP00000018873	ENSP00000312455
ENSMODP00000023925	ENSP00000463245
ENSMODP00000033276	ENSP00000439902
ENSMODP00000007923	ENSP00000356567
ENSMODP00000037793	ENSP00000403980
ENSMODP00000011687	ENSP00000355609
ENSMODP00000004522	ENSP00000359607
ENSMODP00000006262	ENSP00000363318
ENSMODP00000034506	ENSP00000354109
ENSMODP00000003638	ENSP00000410216
ENSMODP00000007334	ENSP00000335636
ENSMODP00000009768	ENSP00000309163
ENSMODP00000005796	ENSP00000339976
ENSMODP00000018304	ENSP00000278612
ENSMODP00000018846	ENSP00000419371
ENSMODP00000007725	ENSP00000220669
ENSMODP00000018015	ENSP00000363250
ENSMODP00000006612	ENSP00000356989
ENSMODP00000006142	ENSP00000006526
ENSMODP00000025535	ENSP00000266673
ENSMODP00000011316	ENSP00000258243
ENSMODP00000000591	ENSP00000365477
ENSMODP00000016799	ENSP00000384952
ENSMODP00000028477	ENSP00000362424
ENSMODP00000018023	ENSP00000354645
ENSMODP00000006409	ENSP00000319169
ENSMODP00000011797	ENSP00000439068
ENSMODP00000023660	ENSP00000361465
ENSMODP00000019068	ENSP00000204726
ENSMODP00000002945	ENSP00000295966
ENSMODP00000038433	ENSP00000230048
ENSMODP00000009859	ENSP00000277010
ENSMODP00000015964	ENSP00000361042
ENSMODP00000032286	ENSP00000325562
ENSMODP00000010342	ENSP00000282841
ENSMODP00000001855	ENSP00000282003
ENSMODP00000026253	ENSP00000284881
ENSMODP00000013226	ENSP00000416050
ENSMODP00000020561	ENSP00000287996
ENSMODP00000019563	ENSP00000352536
ENSMODP00000005762	ENSP00000264926
ENSMODP00000014593	ENSP00000216420
ENSMODP00000014813	ENSP00000396628
ENSMODP00000000525	ENSP00000243903
ENSMODP00000009761	ENSP00000315035
ENSMODP00000007123	ENSP00000345341
ENSMODP00000003093	ENSP00000351153
ENSMODP00000003280	ENSP00000361363
ENSMODP00000012891	ENSP00000261888
ENSMODP00000005417	ENSP00000252603
ENSMODP00000000787	ENSP00000380605
ENSMODP00000004564	ENSP00000262812
ENSMODP00000015278	ENSP00000356416
ENSMODP00000003166	ENSP00000334289
ENSMODP00000015222	ENSP00000263563
ENSMODP00000025658	ENSP00000349358
ENSMODP00000022740	ENSP00000321546
ENSMODP00000000222	ENSP00000310829
ENSMODP00000005044	ENSP00000324122
ENSMODP00000012060	ENSP00000311429
ENSMODP00000000271	ENSP00000260447
ENSMODP00000008706	ENSP00000367318
ENSMODP00000006276	ENSP00000306561
ENSMODP00000002623	ENSP00000326813
ENSMODP00000025826	ENSP00000370839
ENSMODP00000018457	ENSP00000368801
ENSMODP00000019425	ENSP00000412524
ENSMODP00000021292	ENSP00000264193
ENSMODP00000016770	ENSP00000294129
ENSMODP00000024804	ENSP00000313318
ENSMODP00000025400	ENSP00000338533
ENSMODP00000010325	ENSP00000383873
ENSMODP00000010842	ENSP00000364404
ENSMODP00000037707	ENSP00000289081
ENSMODP00000014623	ENSP00000367359
ENSMODP00000014949	ENSP00000307833
ENSMODP00000002988	ENSP00000361170
ENSMODP00000002532	ENSP00000447057
ENSMODP00000015085	ENSP00000333539
ENSMODP00000011615	ENSP00000276416
ENSMODP00000021996	ENSP00000215730
ENSMODP00000022519	ENSP00000229238
ENSMODP00000022645	ENSP00000476966
ENSMODP00000032152	ENSP00000246151
ENSMODP00000028543	ENSP00000367104
ENSMODP00000009573	ENSP00000252711
ENSMODP00000021001	ENSP00000281141
ENSMODP00000011737	ENSP00000334642
ENSMODP00000025234	ENSP00000354335
ENSMODP00000022289	ENSP00000362273
ENSMODP00000005596	ENSP00000354152
ENSMODP00000026827	ENSP00000458290
ENSMODP00000011197	ENSP00000378399
ENSMODP00000024556	ENSP00000362873
ENSMODP00000019617	ENSP00000296666
ENSMODP00000000719	ENSP00000296824
ENSMODP00000020945	ENSP00000271526
ENSMODP00000013780	ENSP00000235310
ENSMODP00000009473	ENSP00000377492
ENSMODP00000013077	ENSP00000357787
ENSMODP00000019157	ENSP00000340776
ENSMODP00000003015	ENSP00000246337
ENSMODP00000007918	ENSP00000377577
ENSMODP00000010752	ENSP00000265857
ENSMODP00000011018	ENSP00000331907
ENSMODP00000014590	ENSP00000394394
ENSMODP00000016688	ENSP00000334767
ENSMODP00000019939	ENSP00000312625
ENSMODP00000022780	ENSP00000288937
ENSMODP00000021572	ENSP00000356632
ENSMODP00000019622	ENSP00000260599
ENSMODP00000015713	ENSP00000361232
ENSMODP00000004744	ENSP00000304945
ENSMODP00000028914	ENSP00000377007
ENSMODP00000013401	ENSP00000215917
ENSMODP00000028127	ENSP00000401018
ENSMODP00000015819	ENSP00000259400
ENSMODP00000029142	ENSP00000360310
ENSMODP00000019228	ENSP00000413908
ENSMODP00000012849	ENSP00000368920
ENSMODP00000015846	ENSP00000417764
ENSMODP00000025073	ENSP00000379157
ENSMODP00000008237	ENSP00000355499
ENSMODP00000010435	ENSP00000216027
ENSMODP00000021161	ENSP00000295702
ENSMODP00000024011	ENSP00000475924
ENSMODP00000009309	ENSP00000367638
ENSMODP00000026334	ENSP00000370966
ENSMODP00000024375	ENSP00000338039
ENSMODP00000017993	ENSP00000376767
ENSMODP00000021557	ENSP00000381378
ENSMODP00000022641	ENSP00000320794
ENSMODP00000033316	ENSP00000255304
ENSMODP00000024637	ENSP00000296679
ENSMODP00000018623	ENSP00000391747
ENSMODP00000026939	ENSP00000354728
ENSMODP00000016630	ENSP00000378857
ENSMODP00000008087	ENSP00000309515
ENSMODP00000005727	ENSP00000363680
ENSMODP00000015072	ENSP00000381282
ENSMODP00000012671	ENSP00000279281
ENSMODP00000012300	ENSP00000369391
ENSMODP00000026758	ENSP00000427550
ENSMODP00000019797	ENSP00000265023
ENSMODP00000004244	ENSP00000344432
ENSMODP00000028125	ENSP00000219299
ENSMODP00000035051	ENSP00000419628
ENSMODP00000011776	ENSP00000249806
ENSMODP00000014013	ENSP00000389087
ENSMODP00000003544	ENSP00000355958
ENSMODP00000023182	ENSP00000265983
ENSMODP00000024779	ENSP00000312706
ENSMODP00000012247	ENSP00000421917
ENSMODP00000000352	ENSP00000322609
ENSMODP00000009286	ENSP00000427820
ENSMODP00000022603	ENSP00000373176
ENSMODP00000002344	ENSP00000460964
ENSMODP00000040825	ENSP00000443216
ENSMODP00000004527	ENSP00000409016
ENSMODP00000020016	ENSP00000219066
ENSMODP00000009791	ENSP00000413632
ENSMODP00000003822	ENSP00000374125
ENSMODP00000016707	ENSP00000344989
ENSMODP00000017880	ENSP00000297977
ENSMODP00000015034	ENSP00000299505
ENSMODP00000003204	ENSP00000238018
ENSMODP00000016037	ENSP00000285697
ENSMODP00000002073	ENSP00000370013
ENSMODP00000018489	ENSP00000462717
ENSMODP00000020096	ENSP00000268668
ENSMODP00000017756	ENSP00000363746
ENSMODP00000019629	ENSP00000249299
ENSMODP00000019218	ENSP00000310686
ENSMODP00000026139	ENSP00000323184
ENSMODP00000012191	ENSP00000222990
ENSMODP00000010696	ENSP00000355587
ENSMODP00000023665	ENSP00000361499
ENSMODP00000000941	ENSP00000393541
ENSMODP00000023011	ENSP00000318883
ENSMODP00000036898	ENSP00000339324
ENSMODP00000024005	ENSP00000226230
ENSMODP00000021570	ENSP00000356630
ENSMODP00000017369	ENSP00000361301
ENSMODP00000017956	ENSP00000379047
ENSMODP00000004539	ENSP00000243326
ENSMODP00000006298	ENSP00000263997
ENSMODP00000014799	ENSP00000232888
ENSMODP00000038541	ENSP00000359606
ENSMODP00000017163	ENSP00000325326
ENSMODP00000006422	ENSP00000434480
ENSMODP00000011311	ENSP00000380242
ENSMODP00000012612	ENSP00000333401
ENSMODP00000002483	ENSP00000462333
ENSMODP00000018785	ENSP00000351137
ENSMODP00000004231	ENSP00000456310
ENSMODP00000007788	ENSP00000370803
ENSMODP00000012507	ENSP00000258975
ENSMODP00000013650	ENSP00000358742
ENSMODP00000002236	ENSP00000276689
ENSMODP00000018215	ENSP00000371471
ENSMODP00000019078	ENSP00000392395
ENSMODP00000026695	ENSP00000234827
ENSMODP00000005982	ENSP00000246062
ENSMODP00000013778	ENSP00000224950
ENSMODP00000009197	ENSP00000319979
ENSMODP00000005675	ENSP00000253462
ENSMODP00000023735	ENSP00000361894
ENSMODP00000027993	ENSP00000318264
ENSMODP00000026301	ENSP00000291560
ENSMODP00000006468	ENSP00000356978
ENSMODP00000010529	ENSP00000305255
ENSMODP00000017543	ENSP00000225729
ENSMODP00000027751	ENSP00000355077
ENSMODP00000026583	ENSP00000419475
ENSMODP00000035208	ENSP00000374501
ENSMODP00000009445	ENSP00000325425
ENSMODP00000025103	ENSP00000369318
ENSMODP00000004103	ENSP00000307617
ENSMODP00000008893	ENSP00000245543
ENSMODP00000008284	ENSP00000361625
ENSMODP00000003227	ENSP00000366237
ENSMODP00000017926	ENSP00000364613
ENSMODP00000035519	ENSP00000310998
ENSMODP00000015582	ENSP00000253233
ENSMODP00000002639	ENSP00000380679
ENSMODP00000020905	ENSP00000219548
ENSMODP00000010357	ENSP00000418287
ENSMODP00000001446	ENSP00000350409
ENSMODP00000012514	ENSP00000339834
ENSMODP00000022911	ENSP00000317542
ENSMODP00000002741	ENSP00000441930
ENSMODP00000014487	ENSP00000376142
ENSMODP00000011632	ENSP00000266263
ENSMODP00000009230	ENSP00000327487
ENSMODP00000017808	ENSP00000297156
ENSMODP00000023088	ENSP00000369335
ENSMODP00000003713	ENSP00000442297
ENSMODP00000023820	ENSP00000359904
ENSMODP00000000893	ENSP00000384053
ENSMODP00000008881	ENSP00000299563
ENSMODP00000002755	ENSP00000305069
ENSMODP00000011230	ENSP00000380883
ENSMODP00000006321	ENSP00000388169
ENSMODP00000019513	ENSP00000281703
ENSMODP00000001394	ENSP00000330393
ENSMODP00000021543	ENSP00000237283
ENSMODP00000036495	ENSP00000375082
ENSMODP00000008415	ENSP00000457748
ENSMODP00000017928	ENSP00000378427
ENSMODP00000009485	ENSP00000304854
ENSMODP00000014853	ENSP00000359404
ENSMODP00000019726	ENSP00000374390
ENSMODP00000004585	ENSP00000247003
ENSMODP00000005804	ENSP00000246070
ENSMODP00000007933	ENSP00000451812
ENSMODP00000010568	ENSP00000365550
ENSMODP00000035960	ENSP00000421491
ENSMODP00000020203	ENSP00000262319
ENSMODP00000012959	ENSP00000332721
ENSMODP00000024202	ENSP00000286732
ENSMODP00000013866	ENSP00000411169
ENSMODP00000019094	ENSP00000476383
ENSMODP00000000191	ENSP00000321029
ENSMODP00000023798	ENSP00000249079
ENSMODP00000007194	ENSP00000320917
ENSMODP00000023545	ENSP00000290541
ENSMODP00000017016	ENSP00000292566
ENSMODP00000025741	ENSP00000385205
ENSMODP00000022606	ENSP00000320251
ENSMODP00000038809	ENSP00000319417
ENSMODP00000008663	ENSP00000379430
ENSMODP00000004959	ENSP00000444156
ENSMODP00000026496	ENSP00000258383
ENSMODP00000009232	ENSP00000331479
ENSMODP00000010750	ENSP00000221233
ENSMODP00000013851	ENSP00000379472
ENSMODP00000010945	ENSP00000355593
ENSMODP00000010329	ENSP00000286307
ENSMODP00000010285	ENSP00000330737
ENSMODP00000025739	ENSP00000421169
ENSMODP00000035174	ENSP00000304133
ENSMODP00000019657	ENSP00000349977
ENSMODP00000004978	ENSP00000243706
ENSMODP00000019089	ENSP00000267260
ENSMODP00000024351	ENSP00000342295
ENSMODP00000018934	ENSP00000223073
ENSMODP00000005559	ENSP00000445920
ENSMODP00000003504	ENSP00000367029
ENSMODP00000003144	ENSP00000393583
ENSMODP00000005134	ENSP00000318374
ENSMODP00000017009	ENSP00000419270
ENSMODP00000020930	ENSP00000238628
ENSMODP00000035428	ENSP00000261584
ENSMODP00000035215	ENSP00000268138
ENSMODP00000008241	ENSP00000270708
ENSMODP00000000137	ENSP00000274031
ENSMODP00000010144	ENSP00000260453
ENSMODP00000014476	ENSP00000261520
ENSMODP00000020346	ENSP00000340220
ENSMODP00000000194	ENSP00000362036
ENSMODP00000019324	ENSP00000309772
ENSMODP00000024237	ENSP00000385080
ENSMODP00000022255	ENSP00000300213
ENSMODP00000001159	ENSP00000238892
ENSMODP00000006100	ENSP00000366434
ENSMODP00000005111	ENSP00000348527
ENSMODP00000011650	ENSP00000312458
ENSMODP00000023318	ENSP00000359691
ENSMODP00000014610	ENSP00000287859
ENSMODP00000021443	ENSP00000314004
ENSMODP00000018897	ENSP00000221480
ENSMODP00000020240	ENSP00000204679
ENSMODP00000017936	ENSP00000351157
ENSMODP00000012650	ENSP00000308733
ENSMODP00000023163	ENSP00000299427
ENSMODP00000019159	ENSP00000328854
ENSMODP00000020801	ENSP00000199706
ENSMODP00000019668	ENSP00000345528
ENSMODP00000013645	ENSP00000365756
ENSMODP00000009775	ENSP00000347748
ENSMODP00000002013	ENSP00000385478
ENSMODP00000006550	ENSP00000376505
ENSMODP00000023377	ENSP00000333001
ENSMODP00000006511	ENSP00000356982
ENSMODP00000005069	ENSP00000418438
ENSMODP00000020744	ENSP00000342322
ENSMODP00000001729	ENSP00000363043
ENSMODP00000017223	ENSP00000355672
ENSMODP00000033569	ENSP00000415662
ENSMODP00000018791	ENSP00000364498
ENSMODP00000012502	ENSP00000331258
ENSMODP00000002615	ENSP00000352447
ENSMODP00000040029	ENSP00000274054
ENSMODP00000010485	ENSP00000286317
ENSMODP00000008173	ENSP00000461749
ENSMODP00000019206	ENSP00000347988
ENSMODP00000026125	ENSP00000364293
ENSMODP00000016042	ENSP00000300658
ENSMODP00000036990	ENSP00000309572
ENSMODP00000017524	ENSP00000301159
ENSMODP00000022605	ENSP00000358272
ENSMODP00000024440	ENSP00000317376
ENSMODP00000014302	ENSP00000427882
ENSMODP00000027071	ENSP00000386076
ENSMODP00000004190	ENSP00000364938
ENSMODP00000012109	ENSP00000418823
ENSMODP00000022952	ENSP00000351284
ENSMODP00000005783	ENSP00000290536
ENSMODP00000034842	ENSP00000257663
ENSMODP00000009217	ENSP00000356001
ENSMODP00000016899	ENSP00000374399
ENSMODP00000011409	ENSP00000262765
ENSMODP00000015811	ENSP00000223273
ENSMODP00000007135	ENSP00000256319
ENSMODP00000035957	ENSP00000282185
ENSMODP00000013018	ENSP00000297203
ENSMODP00000014316	ENSP00000378166
ENSMODP00000021105	ENSP00000356489
ENSMODP00000005718	ENSP00000457408
ENSMODP00000003152	ENSP00000356828
ENSMODP00000004984	ENSP00000301019
ENSMODP00000011593	ENSP00000385357
ENSMODP00000019609	ENSP00000368931
ENSMODP00000020917	ENSP00000384537
ENSMODP00000025376	ENSP00000281623
ENSMODP00000024294	ENSP00000370812
ENSMODP00000004997	ENSP00000288466
ENSMODP00000014707	ENSP00000359170
ENSMODP00000008510	ENSP00000350467
ENSMODP00000004105	ENSP00000360270
ENSMODP00000005724	ENSP00000409964
ENSMODP00000001905	ENSP00000363191
ENSMODP00000018029	ENSP00000319179
ENSMODP00000021422	ENSP00000277540
ENSMODP00000015869	ENSP00000350353
ENSMODP00000038877	ENSP00000361186
ENSMODP00000010345	ENSP00000258439
ENSMODP00000027573	ENSP00000416290
ENSMODP00000003153	ENSP00000215565
ENSMODP00000008058	ENSP00000367454
ENSMODP00000011714	ENSP00000333948
ENSMODP00000008606	ENSP00000416515
ENSMODP00000007092	ENSP00000325612
ENSMODP00000004622	ENSP00000381553
ENSMODP00000005215	ENSP00000307288
ENSMODP00000019337	ENSP00000289388
ENSMODP00000018523	ENSP00000240316
ENSMODP00000000936	ENSP00000342576
ENSMODP00000000374	ENSP00000396976
ENSMODP00000028752	ENSP00000319914
