ENSORLP00000011382	ENSGACP00000024945
ENSORLP00000017504	ENSGACP00000019108
ENSORLP00000017342	ENSGACP00000027629
ENSORLP00000005019	ENSGACP00000015085
ENSORLP00000009108	ENSGACP00000014098
ENSORLP00000008868	ENSGACP00000003185
ENSORLP00000006745	ENSGACP00000010166
ENSORLP00000020629	ENSGACP00000015368
ENSORLP00000004862	ENSGACP00000021963
ENSORLP00000011377	ENSGACP00000021224
ENSORLP00000015978	ENSGACP00000021797
ENSORLP00000019730	ENSGACP00000017860
ENSORLP00000010929	ENSGACP00000011881
ENSORLP00000016009	ENSGACP00000027656
ENSORLP00000020115	ENSGACP00000018268
ENSORLP00000007599	ENSGACP00000013468
ENSORLP00000011877	ENSGACP00000016063
ENSORLP00000013850	ENSGACP00000003917
ENSORLP00000020332	ENSGACP00000015035
ENSORLP00000025222	ENSGACP00000002939
ENSORLP00000022681	ENSGACP00000015735
ENSORLP00000011147	ENSGACP00000020951
ENSORLP00000011122	ENSGACP00000007342
ENSORLP00000013578	ENSGACP00000010317
ENSORLP00000002641	ENSGACP00000006084
ENSORLP00000020538	ENSGACP00000018053
ENSORLP00000011373	ENSGACP00000017131
ENSORLP00000017560	ENSGACP00000010203
ENSORLP00000012660	ENSGACP00000025837
ENSORLP00000000403	ENSGACP00000019722
ENSORLP00000018850	ENSGACP00000003438
ENSORLP00000007886	ENSGACP00000013321
ENSORLP00000016603	ENSGACP00000004405
ENSORLP00000013197	ENSGACP00000007768
ENSORLP00000023754	ENSGACP00000024543
ENSORLP00000009735	ENSGACP00000025255
ENSORLP00000024512	ENSGACP00000001413
ENSORLP00000019903	ENSGACP00000001618
ENSORLP00000017972	ENSGACP00000011859
ENSORLP00000005120	ENSGACP00000021127
ENSORLP00000017472	ENSGACP00000024533
ENSORLP00000024933	ENSGACP00000000758
ENSORLP00000014083	ENSGACP00000000087
ENSORLP00000005014	ENSGACP00000021993
ENSORLP00000003901	ENSGACP00000027128
ENSORLP00000020690	ENSGACP00000004689
ENSORLP00000006611	ENSGACP00000027280
ENSORLP00000018355	ENSGACP00000018106
ENSORLP00000004734	ENSGACP00000005740
ENSORLP00000017059	ENSGACP00000025336
ENSORLP00000025187	ENSGACP00000023005
ENSORLP00000016785	ENSGACP00000024874
ENSORLP00000022037	ENSGACP00000023000
ENSORLP00000015662	ENSGACP00000015347
ENSORLP00000020653	ENSGACP00000010112
ENSORLP00000023077	ENSGACP00000025660
ENSORLP00000004647	ENSGACP00000005659
ENSORLP00000016143	ENSGACP00000001762
ENSORLP00000009105	ENSGACP00000020719
ENSORLP00000017413	ENSGACP00000019064
ENSORLP00000007177	ENSGACP00000023234
ENSORLP00000020578	ENSGACP00000017861
ENSORLP00000019852	ENSGACP00000008926
ENSORLP00000018344	ENSGACP00000024680
ENSORLP00000000520	ENSGACP00000020578
ENSORLP00000015586	ENSGACP00000005233
ENSORLP00000001850	ENSGACP00000020602
ENSORLP00000018499	ENSGACP00000011637
ENSORLP00000017139	ENSGACP00000025325
ENSORLP00000012845	ENSGACP00000024576
ENSORLP00000009410	ENSGACP00000026984
ENSORLP00000022082	ENSGACP00000014113
ENSORLP00000006201	ENSGACP00000014347
ENSORLP00000016864	ENSGACP00000007339
ENSORLP00000011475	ENSGACP00000004255
ENSORLP00000008325	ENSGACP00000027348
ENSORLP00000012778	ENSGACP00000004021
ENSORLP00000024451	ENSGACP00000020382
ENSORLP00000002768	ENSGACP00000020797
ENSORLP00000004023	ENSGACP00000007933
ENSORLP00000019808	ENSGACP00000017750
ENSORLP00000010607	ENSGACP00000002764
ENSORLP00000006981	ENSGACP00000012922
ENSORLP00000006083	ENSGACP00000013022
ENSORLP00000017719	ENSGACP00000004205
ENSORLP00000016613	ENSGACP00000011932
ENSORLP00000005457	ENSGACP00000021183
ENSORLP00000025638	ENSGACP00000007094
ENSORLP00000005745	ENSGACP00000018700
ENSORLP00000015556	ENSGACP00000024239
ENSORLP00000014348	ENSGACP00000014588
ENSORLP00000003677	ENSGACP00000016560
ENSORLP00000013557	ENSGACP00000002625
ENSORLP00000000318	ENSGACP00000001367
ENSORLP00000018981	ENSGACP00000000730
ENSORLP00000015267	ENSGACP00000013616
ENSORLP00000022296	ENSGACP00000017592
ENSORLP00000011001	ENSGACP00000024986
ENSORLP00000012257	ENSGACP00000015971
ENSORLP00000023995	ENSGACP00000026326
ENSORLP00000000623	ENSGACP00000025508
ENSORLP00000020326	ENSGACP00000008020
ENSORLP00000015071	ENSGACP00000015131
ENSORLP00000018204	ENSGACP00000012444
ENSORLP00000007403	ENSGACP00000010709
ENSORLP00000007964	ENSGACP00000023789
ENSORLP00000022528	ENSGACP00000005895
ENSORLP00000014894	ENSGACP00000021584
ENSORLP00000010394	ENSGACP00000014972
ENSORLP00000018863	ENSGACP00000024813
ENSORLP00000000121	ENSGACP00000026175
ENSORLP00000012230	ENSGACP00000003496
ENSORLP00000025189	ENSGACP00000019151
ENSORLP00000004162	ENSGACP00000001134
ENSORLP00000014202	ENSGACP00000014559
ENSORLP00000024181	ENSGACP00000020050
ENSORLP00000006811	ENSGACP00000008564
ENSORLP00000022873	ENSGACP00000013634
ENSORLP00000018455	ENSGACP00000015847
ENSORLP00000025749	ENSGACP00000025324
ENSORLP00000004793	ENSGACP00000018596
ENSORLP00000021892	ENSGACP00000023715
ENSORLP00000007392	ENSGACP00000021769
ENSORLP00000023358	ENSGACP00000004797
ENSORLP00000005080	ENSGACP00000008401
ENSORLP00000002836	ENSGACP00000015961
ENSORLP00000010538	ENSGACP00000012698
ENSORLP00000005797	ENSGACP00000014169
ENSORLP00000010144	ENSGACP00000022389
ENSORLP00000020205	ENSGACP00000010541
ENSORLP00000018672	ENSGACP00000018571
ENSORLP00000011117	ENSGACP00000022112
ENSORLP00000016314	ENSGACP00000001803
ENSORLP00000002935	ENSGACP00000006439
ENSORLP00000006676	ENSGACP00000023537
ENSORLP00000008517	ENSGACP00000027358
ENSORLP00000025035	ENSGACP00000022937
ENSORLP00000016370	ENSGACP00000004178
ENSORLP00000013808	ENSGACP00000022165
ENSORLP00000016474	ENSGACP00000013883
ENSORLP00000010339	ENSGACP00000025140
ENSORLP00000023302	ENSGACP00000026572
ENSORLP00000024984	ENSGACP00000020497
ENSORLP00000006907	ENSGACP00000012945
ENSORLP00000008939	ENSGACP00000011829
ENSORLP00000021881	ENSGACP00000016805
ENSORLP00000025750	ENSGACP00000006095
ENSORLP00000014435	ENSGACP00000005720
ENSORLP00000000875	ENSGACP00000017475
ENSORLP00000014482	ENSGACP00000014055
ENSORLP00000007501	ENSGACP00000012385
ENSORLP00000025601	ENSGACP00000022167
ENSORLP00000020953	ENSGACP00000016146
ENSORLP00000010493	ENSGACP00000011068
ENSORLP00000017162	ENSGACP00000016577
ENSORLP00000010858	ENSGACP00000007991
ENSORLP00000021207	ENSGACP00000015071
ENSORLP00000003400	ENSGACP00000007471
ENSORLP00000022100	ENSGACP00000016433
ENSORLP00000016907	ENSGACP00000016071
ENSORLP00000017237	ENSGACP00000014995
ENSORLP00000000984	ENSGACP00000010751
ENSORLP00000016363	ENSGACP00000021855
ENSORLP00000022112	ENSGACP00000016461
ENSORLP00000015636	ENSGACP00000019058
ENSORLP00000021573	ENSGACP00000015675
ENSORLP00000009926	ENSGACP00000013918
ENSORLP00000025126	ENSGACP00000021890
ENSORLP00000003010	ENSGACP00000004911
ENSORLP00000023417	ENSGACP00000005785
ENSORLP00000024277	ENSGACP00000009192
ENSORLP00000012113	ENSGACP00000026823
ENSORLP00000024721	ENSGACP00000005366
ENSORLP00000024255	ENSGACP00000005185
ENSORLP00000002816	ENSGACP00000012991
ENSORLP00000008253	ENSGACP00000010884
ENSORLP00000011713	ENSGACP00000021036
ENSORLP00000007533	ENSGACP00000010802
ENSORLP00000023745	ENSGACP00000025149
ENSORLP00000023405	ENSGACP00000020447
ENSORLP00000020273	ENSGACP00000010476
ENSORLP00000005214	ENSGACP00000008488
ENSORLP00000000989	ENSGACP00000019760
ENSORLP00000001519	ENSGACP00000000241
ENSORLP00000013208	ENSGACP00000010786
ENSORLP00000015320	ENSGACP00000003818
ENSORLP00000000195	ENSGACP00000018764
ENSORLP00000003444	ENSGACP00000016092
ENSORLP00000015130	ENSGACP00000015060
ENSORLP00000018427	ENSGACP00000018078
ENSORLP00000012736	ENSGACP00000013614
ENSORLP00000014839	ENSGACP00000011375
ENSORLP00000022473	ENSGACP00000004747
ENSORLP00000012185	ENSGACP00000021793
ENSORLP00000010595	ENSGACP00000007028
ENSORLP00000001989	ENSGACP00000014731
ENSORLP00000012197	ENSGACP00000004597
ENSORLP00000019945	ENSGACP00000006480
ENSORLP00000011516	ENSGACP00000024771
ENSORLP00000019603	ENSGACP00000026244
ENSORLP00000004656	ENSGACP00000007961
ENSORLP00000004066	ENSGACP00000016284
ENSORLP00000018276	ENSGACP00000026078
ENSORLP00000010441	ENSGACP00000012674
ENSORLP00000006026	ENSGACP00000008695
ENSORLP00000006262	ENSGACP00000021187
ENSORLP00000018899	ENSGACP00000027578
ENSORLP00000017094	ENSGACP00000005092
ENSORLP00000010082	ENSGACP00000011278
ENSORLP00000002299	ENSGACP00000020697
ENSORLP00000007133	ENSGACP00000021834
ENSORLP00000010227	ENSGACP00000022383
ENSORLP00000001124	ENSGACP00000018615
ENSORLP00000022480	ENSGACP00000004735
ENSORLP00000010860	ENSGACP00000002905
ENSORLP00000009736	ENSGACP00000022631
ENSORLP00000022422	ENSGACP00000004842
ENSORLP00000013907	ENSGACP00000017027
ENSORLP00000007875	ENSGACP00000007467
ENSORLP00000013876	ENSGACP00000005414
ENSORLP00000017276	ENSGACP00000019028
ENSORLP00000003551	ENSGACP00000004822
ENSORLP00000002183	ENSGACP00000000887
ENSORLP00000008270	ENSGACP00000020851
ENSORLP00000023730	ENSGACP00000025147
ENSORLP00000007873	ENSGACP00000010115
ENSORLP00000018293	ENSGACP00000020250
ENSORLP00000006472	ENSGACP00000020665
ENSORLP00000005514	ENSGACP00000013280
ENSORLP00000011873	ENSGACP00000025371
ENSORLP00000014066	ENSGACP00000014459
ENSORLP00000013050	ENSGACP00000016557
ENSORLP00000010379	ENSGACP00000024494
ENSORLP00000014532	ENSGACP00000025035
ENSORLP00000025350	ENSGACP00000009812
ENSORLP00000012880	ENSGACP00000000107
ENSORLP00000001040	ENSGACP00000025455
ENSORLP00000016008	ENSGACP00000004116
ENSORLP00000013785	ENSGACP00000007291
ENSORLP00000013560	ENSGACP00000004545
ENSORLP00000019678	ENSGACP00000018254
ENSORLP00000016892	ENSGACP00000011759
ENSORLP00000017903	ENSGACP00000020354
ENSORLP00000000288	ENSGACP00000010313
ENSORLP00000004394	ENSGACP00000018591
ENSORLP00000015791	ENSGACP00000009337
ENSORLP00000005860	ENSGACP00000014570
ENSORLP00000008330	ENSGACP00000006998
ENSORLP00000021467	ENSGACP00000008719
ENSORLP00000017895	ENSGACP00000016131
ENSORLP00000024590	ENSGACP00000016925
ENSORLP00000001325	ENSGACP00000018743
ENSORLP00000024949	ENSGACP00000000759
ENSORLP00000006172	ENSGACP00000027251
ENSORLP00000015850	ENSGACP00000025522
ENSORLP00000011350	ENSGACP00000014024
ENSORLP00000004728	ENSGACP00000021933
ENSORLP00000006309	ENSGACP00000020260
ENSORLP00000021876	ENSGACP00000006261
ENSORLP00000017216	ENSGACP00000018098
ENSORLP00000024821	ENSGACP00000000376
ENSORLP00000002697	ENSGACP00000003755
ENSORLP00000017531	ENSGACP00000011313
ENSORLP00000005270	ENSGACP00000009177
ENSORLP00000018620	ENSGACP00000023656
ENSORLP00000018397	ENSGACP00000008663
ENSORLP00000014262	ENSGACP00000008513
ENSORLP00000022748	ENSGACP00000018092
ENSORLP00000005914	ENSGACP00000009321
ENSORLP00000006229	ENSGACP00000020176
ENSORLP00000025068	ENSGACP00000005545
ENSORLP00000015427	ENSGACP00000005111
ENSORLP00000013893	ENSGACP00000007160
ENSORLP00000009907	ENSGACP00000022327
ENSORLP00000008670	ENSGACP00000026037
ENSORLP00000024296	ENSGACP00000003196
ENSORLP00000021710	ENSGACP00000006540
ENSORLP00000003801	ENSGACP00000005273
ENSORLP00000004304	ENSGACP00000007858
ENSORLP00000002230	ENSGACP00000002840
ENSORLP00000006462	ENSGACP00000025994
ENSORLP00000025232	ENSGACP00000019525
ENSORLP00000021375	ENSGACP00000017856
ENSORLP00000015362	ENSGACP00000001111
ENSORLP00000025307	ENSGACP00000013635
ENSORLP00000018103	ENSGACP00000026052
ENSORLP00000008272	ENSGACP00000023170
ENSORLP00000003717	ENSGACP00000025939
ENSORLP00000011653	ENSGACP00000002094
ENSORLP00000004155	ENSGACP00000021852
ENSORLP00000011619	ENSGACP00000025312
ENSORLP00000017693	ENSGACP00000017887
ENSORLP00000020324	ENSGACP00000018171
ENSORLP00000013946	ENSGACP00000010428
ENSORLP00000022876	ENSGACP00000011417
ENSORLP00000010798	ENSGACP00000014928
ENSORLP00000019913	ENSGACP00000006496
ENSORLP00000015839	ENSGACP00000015561
ENSORLP00000015369	ENSGACP00000020110
ENSORLP00000022611	ENSGACP00000004611
ENSORLP00000014863	ENSGACP00000003709
ENSORLP00000014970	ENSGACP00000006157
ENSORLP00000011964	ENSGACP00000024727
ENSORLP00000002964	ENSGACP00000015850
ENSORLP00000015878	ENSGACP00000004129
ENSORLP00000007050	ENSGACP00000012799
ENSORLP00000012034	ENSGACP00000003329
ENSORLP00000006958	ENSGACP00000020492
ENSORLP00000009752	ENSGACP00000011203
ENSORLP00000024713	ENSGACP00000018935
ENSORLP00000023800	ENSGACP00000001788
ENSORLP00000018997	ENSGACP00000017151
ENSORLP00000014827	ENSGACP00000021561
ENSORLP00000018885	ENSGACP00000000709
ENSORLP00000019887	ENSGACP00000000465
ENSORLP00000002803	ENSGACP00000022442
ENSORLP00000007000	ENSGACP00000009774
ENSORLP00000008944	ENSGACP00000011900
ENSORLP00000016733	ENSGACP00000004402
ENSORLP00000009680	ENSGACP00000012723
ENSORLP00000020141	ENSGACP00000018320
ENSORLP00000007782	ENSGACP00000007586
ENSORLP00000006114	ENSGACP00000009199
ENSORLP00000000390	ENSGACP00000018686
ENSORLP00000013346	ENSGACP00000025024
ENSORLP00000019462	ENSGACP00000007440
ENSORLP00000018539	ENSGACP00000016813
ENSORLP00000002345	ENSGACP00000022368
ENSORLP00000008887	ENSGACP00000003209
ENSORLP00000016591	ENSGACP00000011122
ENSORLP00000005897	ENSGACP00000009340
ENSORLP00000007678	ENSGACP00000024101
ENSORLP00000008536	ENSGACP00000020630
ENSORLP00000007428	ENSGACP00000012997
ENSORLP00000007538	ENSGACP00000002800
ENSORLP00000016023	ENSGACP00000014034
ENSORLP00000012840	ENSGACP00000021213
ENSORLP00000022849	ENSGACP00000002176
ENSORLP00000000911	ENSGACP00000027626
ENSORLP00000012020	ENSGACP00000016123
ENSORLP00000007173	ENSGACP00000013218
ENSORLP00000017609	ENSGACP00000015313
ENSORLP00000025771	ENSGACP00000024621
ENSORLP00000005106	ENSGACP00000005993
ENSORLP00000007504	ENSGACP00000025681
ENSORLP00000003094	ENSGACP00000020844
ENSORLP00000020285	ENSGACP00000005864
ENSORLP00000024549	ENSGACP00000006228
ENSORLP00000013776	ENSGACP00000023334
ENSORLP00000008662	ENSGACP00000011605
ENSORLP00000001558	ENSGACP00000022668
ENSORLP00000004083	ENSGACP00000004864
ENSORLP00000011134	ENSGACP00000002971
ENSORLP00000008384	ENSGACP00000011598
ENSORLP00000022841	ENSGACP00000002171
ENSORLP00000020617	ENSGACP00000017202
ENSORLP00000005732	ENSGACP00000009477
ENSORLP00000004807	ENSGACP00000023610
ENSORLP00000008861	ENSGACP00000006404
ENSORLP00000013338	ENSGACP00000026531
ENSORLP00000009896	ENSGACP00000011520
ENSORLP00000025385	ENSGACP00000021562
ENSORLP00000015202	ENSGACP00000025158
ENSORLP00000009916	ENSGACP00000014748
ENSORLP00000015910	ENSGACP00000005482
ENSORLP00000007989	ENSGACP00000013145
ENSORLP00000022055	ENSGACP00000009547
ENSORLP00000006799	ENSGACP00000018269
ENSORLP00000005203	ENSGACP00000025751
ENSORLP00000007295	ENSGACP00000020402
ENSORLP00000017852	ENSGACP00000027594
ENSORLP00000006477	ENSGACP00000010046
ENSORLP00000012534	ENSGACP00000021170
ENSORLP00000015965	ENSGACP00000004246
ENSORLP00000007626	ENSGACP00000019560
ENSORLP00000024898	ENSGACP00000022807
ENSORLP00000019410	ENSGACP00000004947
ENSORLP00000022972	ENSGACP00000023314
ENSORLP00000011686	ENSGACP00000015902
ENSORLP00000003969	ENSGACP00000012217
ENSORLP00000015772	ENSGACP00000019096
ENSORLP00000008290	ENSGACP00000019253
ENSORLP00000018737	ENSGACP00000017967
ENSORLP00000015752	ENSGACP00000004237
ENSORLP00000022672	ENSGACP00000001912
ENSORLP00000014154	ENSGACP00000026749
ENSORLP00000011204	ENSGACP00000004458
ENSORLP00000006148	ENSGACP00000012919
ENSORLP00000018046	ENSGACP00000019371
ENSORLP00000003131	ENSGACP00000016206
ENSORLP00000016022	ENSGACP00000015628
ENSORLP00000006457	ENSGACP00000026550
ENSORLP00000012744	ENSGACP00000005264
ENSORLP00000001733	ENSGACP00000001016
ENSORLP00000024779	ENSGACP00000001255
ENSORLP00000011068	ENSGACP00000020945
ENSORLP00000025235	ENSGACP00000003873
ENSORLP00000017399	ENSGACP00000004375
ENSORLP00000001509	ENSGACP00000018212
ENSORLP00000020487	ENSGACP00000010228
ENSORLP00000011219	ENSGACP00000012082
ENSORLP00000016053	ENSGACP00000018904
ENSORLP00000007288	ENSGACP00000023205
ENSORLP00000000145	ENSGACP00000023064
ENSORLP00000009899	ENSGACP00000011111
ENSORLP00000008298	ENSGACP00000023166
ENSORLP00000024050	ENSGACP00000006972
ENSORLP00000011228	ENSGACP00000024964
ENSORLP00000013478	ENSGACP00000017678
ENSORLP00000001715	ENSGACP00000009175
ENSORLP00000005848	ENSGACP00000009349
ENSORLP00000006494	ENSGACP00000008938
ENSORLP00000012528	ENSGACP00000013545
ENSORLP00000007186	ENSGACP00000013196
ENSORLP00000020716	ENSGACP00000017053
ENSORLP00000015937	ENSGACP00000025472
ENSORLP00000024079	ENSGACP00000011781
ENSORLP00000012280	ENSGACP00000004643
ENSORLP00000011022	ENSGACP00000024849
ENSORLP00000019792	ENSGACP00000005758
ENSORLP00000019767	ENSGACP00000019871
ENSORLP00000022503	ENSGACP00000008345
ENSORLP00000007946	ENSGACP00000011127
ENSORLP00000003629	ENSGACP00000023338
ENSORLP00000018698	ENSGACP00000013390
ENSORLP00000003253	ENSGACP00000005224
ENSORLP00000019935	ENSGACP00000018080
ENSORLP00000011195	ENSGACP00000025260
ENSORLP00000006126	ENSGACP00000025894
ENSORLP00000006995	ENSGACP00000013366
ENSORLP00000003031	ENSGACP00000021493
ENSORLP00000003593	ENSGACP00000005912
ENSORLP00000006837	ENSGACP00000020325
ENSORLP00000018960	ENSGACP00000014170
ENSORLP00000020902	ENSGACP00000006922
ENSORLP00000020076	ENSGACP00000017985
ENSORLP00000004648	ENSGACP00000023913
ENSORLP00000009842	ENSGACP00000003003
ENSORLP00000008603	ENSGACP00000020641
ENSORLP00000001439	ENSGACP00000008700
ENSORLP00000002832	ENSGACP00000017278
ENSORLP00000017186	ENSGACP00000018107
ENSORLP00000024897	ENSGACP00000022025
ENSORLP00000020955	ENSGACP00000010997
ENSORLP00000002287	ENSGACP00000009895
ENSORLP00000009624	ENSGACP00000003455
ENSORLP00000000258	ENSGACP00000006830
ENSORLP00000023581	ENSGACP00000011694
ENSORLP00000003567	ENSGACP00000024599
ENSORLP00000017761	ENSGACP00000010029
ENSORLP00000002920	ENSGACP00000022413
ENSORLP00000003695	ENSGACP00000027116
ENSORLP00000009982	ENSGACP00000003374
ENSORLP00000005916	ENSGACP00000027237
ENSORLP00000012706	ENSGACP00000016339
ENSORLP00000013172	ENSGACP00000002733
ENSORLP00000001721	ENSGACP00000001099
ENSORLP00000005458	ENSGACP00000027210
ENSORLP00000018656	ENSGACP00000013340
ENSORLP00000005620	ENSGACP00000009745
ENSORLP00000004610	ENSGACP00000021918
ENSORLP00000016324	ENSGACP00000012213
ENSORLP00000006120	ENSGACP00000020968
ENSORLP00000017896	ENSGACP00000020223
ENSORLP00000003128	ENSGACP00000005892
ENSORLP00000015679	ENSGACP00000009389
ENSORLP00000007423	ENSGACP00000010716
ENSORLP00000021404	ENSGACP00000014778
ENSORLP00000007052	ENSGACP00000021344
ENSORLP00000009087	ENSGACP00000011023
ENSORLP00000014718	ENSGACP00000017268
ENSORLP00000009483	ENSGACP00000010256
ENSORLP00000010852	ENSGACP00000020923
ENSORLP00000016038	ENSGACP00000004167
ENSORLP00000015909	ENSGACP00000007166
ENSORLP00000012456	ENSGACP00000021159
ENSORLP00000020528	ENSGACP00000008149
ENSORLP00000007601	ENSGACP00000010862
ENSORLP00000008449	ENSGACP00000012872
ENSORLP00000010367	ENSGACP00000026940
ENSORLP00000000993	ENSGACP00000010769
ENSORLP00000009207	ENSGACP00000002598
ENSORLP00000002808	ENSGACP00000027050
ENSORLP00000001773	ENSGACP00000022751
ENSORLP00000007459	ENSGACP00000012540
ENSORLP00000019473	ENSGACP00000009031
ENSORLP00000013747	ENSGACP00000002557
ENSORLP00000019846	ENSGACP00000018177
ENSORLP00000021244	ENSGACP00000017601
ENSORLP00000003943	ENSGACP00000015756
ENSORLP00000017894	ENSGACP00000010532
ENSORLP00000022294	ENSGACP00000005207
ENSORLP00000017870	ENSGACP00000027591
ENSORLP00000006143	ENSGACP00000018526
ENSORLP00000004991	ENSGACP00000027186
ENSORLP00000004263	ENSGACP00000012489
ENSORLP00000018915	ENSGACP00000024787
ENSORLP00000000791	ENSGACP00000017682
ENSORLP00000002513	ENSGACP00000017359
ENSORLP00000022452	ENSGACP00000013213
ENSORLP00000010114	ENSGACP00000011324
ENSORLP00000022299	ENSGACP00000016197
ENSORLP00000004622	ENSGACP00000027175
ENSORLP00000011062	ENSGACP00000011964
ENSORLP00000015900	ENSGACP00000007155
ENSORLP00000006497	ENSGACP00000009417
ENSORLP00000003980	ENSGACP00000006275
ENSORLP00000002790	ENSGACP00000018127
ENSORLP00000014662	ENSGACP00000015323
ENSORLP00000019982	ENSGACP00000000426
ENSORLP00000018871	ENSGACP00000015635
ENSORLP00000016707	ENSGACP00000019696
ENSORLP00000021771	ENSGACP00000005927
ENSORLP00000006150	ENSGACP00000014358
ENSORLP00000002007	ENSGACP00000009495
ENSORLP00000022840	ENSGACP00000016995
ENSORLP00000002126	ENSGACP00000022435
ENSORLP00000017327	ENSGACP00000010281
ENSORLP00000011618	ENSGACP00000021931
ENSORLP00000023470	ENSGACP00000024511
ENSORLP00000009654	ENSGACP00000014569
ENSORLP00000025842	ENSGACP00000018966
ENSORLP00000017242	ENSGACP00000022037
ENSORLP00000003578	ENSGACP00000020031
ENSORLP00000012771	ENSGACP00000021198
ENSORLP00000008907	ENSGACP00000010879
ENSORLP00000019918	ENSGACP00000026403
ENSORLP00000004511	ENSGACP00000023558
ENSORLP00000016399	ENSGACP00000015781
ENSORLP00000015838	ENSGACP00000026679
ENSORLP00000006356	ENSGACP00000020687
ENSORLP00000004692	ENSGACP00000000280
ENSORLP00000003684	ENSGACP00000005852
ENSORLP00000002667	ENSGACP00000017450
ENSORLP00000020215	ENSGACP00000018229
ENSORLP00000017515	ENSGACP00000008230
ENSORLP00000007263	ENSGACP00000008039
ENSORLP00000012240	ENSGACP00000016245
ENSORLP00000012608	ENSGACP00000025828
ENSORLP00000005609	ENSGACP00000023723
ENSORLP00000004177	ENSGACP00000020969
ENSORLP00000012001	ENSGACP00000008652
ENSORLP00000011482	ENSGACP00000021241
ENSORLP00000012682	ENSGACP00000005200
ENSORLP00000003612	ENSGACP00000027104
ENSORLP00000012027	ENSGACP00000003426
ENSORLP00000006132	ENSGACP00000009718
ENSORLP00000013629	ENSGACP00000003904
ENSORLP00000011000	ENSGACP00000004041
ENSORLP00000003538	ENSGACP00000007550
ENSORLP00000015304	ENSGACP00000003814
ENSORLP00000020483	ENSGACP00000015172
ENSORLP00000005009	ENSGACP00000000115
ENSORLP00000010368	ENSGACP00000019487
ENSORLP00000016054	ENSGACP00000006486
ENSORLP00000019232	ENSGACP00000003602
ENSORLP00000003859	ENSGACP00000015773
ENSORLP00000007480	ENSGACP00000020462
ENSORLP00000018916	ENSGACP00000000840
ENSORLP00000015288	ENSGACP00000013125
ENSORLP00000001701	ENSGACP00000026114
ENSORLP00000013652	ENSGACP00000023286
ENSORLP00000001977	ENSGACP00000003579
ENSORLP00000018972	ENSGACP00000027572
ENSORLP00000003739	ENSGACP00000024617
ENSORLP00000004834	ENSGACP00000020011
ENSORLP00000017885	ENSGACP00000015954
ENSORLP00000015470	ENSGACP00000017646
ENSORLP00000002122	ENSGACP00000024044
ENSORLP00000011478	ENSGACP00000013958
ENSORLP00000020979	ENSGACP00000011099
ENSORLP00000005922	ENSGACP00000014499
ENSORLP00000015521	ENSGACP00000026698
ENSORLP00000013186	ENSGACP00000008980
ENSORLP00000006794	ENSGACP00000026631
ENSORLP00000015792	ENSGACP00000018925
ENSORLP00000006880	ENSGACP00000010259
ENSORLP00000018946	ENSGACP00000016825
ENSORLP00000022106	ENSGACP00000016445
ENSORLP00000021350	ENSGACP00000017504
ENSORLP00000025544	ENSGACP00000025857
ENSORLP00000017357	ENSGACP00000013222
ENSORLP00000024907	ENSGACP00000022014
ENSORLP00000010865	ENSGACP00000012877
ENSORLP00000025640	ENSGACP00000020148
ENSORLP00000004281	ENSGACP00000007826
ENSORLP00000011660	ENSGACP00000004327
ENSORLP00000024436	ENSGACP00000020397
ENSORLP00000007291	ENSGACP00000011236
ENSORLP00000002107	ENSGACP00000017746
ENSORLP00000023110	ENSGACP00000025696
ENSORLP00000012120	ENSGACP00000016201
ENSORLP00000005004	ENSGACP00000008495
ENSORLP00000023239	ENSGACP00000015450
ENSORLP00000001789	ENSGACP00000022864
ENSORLP00000000081	ENSGACP00000019704
ENSORLP00000018538	ENSGACP00000021708
ENSORLP00000025530	ENSGACP00000025878
ENSORLP00000024537	ENSGACP00000013743
ENSORLP00000018642	ENSGACP00000015780
ENSORLP00000022353	ENSGACP00000017553
ENSORLP00000017943	ENSGACP00000011884
ENSORLP00000025118	ENSGACP00000015866
ENSORLP00000006367	ENSGACP00000008827
ENSORLP00000011496	ENSGACP00000003091
ENSORLP00000005862	ENSGACP00000009345
ENSORLP00000010197	ENSGACP00000011398
ENSORLP00000020626	ENSGACP00000026478
ENSORLP00000010392	ENSGACP00000012103
ENSORLP00000012056	ENSGACP00000016128
ENSORLP00000018463	ENSGACP00000009582
ENSORLP00000003745	ENSGACP00000002071
ENSORLP00000022802	ENSGACP00000017074
ENSORLP00000007556	ENSGACP00000010836
ENSORLP00000024498	ENSGACP00000007083
ENSORLP00000018556	ENSGACP00000009570
ENSORLP00000005683	ENSGACP00000009731
ENSORLP00000019209	ENSGACP00000003593
ENSORLP00000003025	ENSGACP00000004928
ENSORLP00000015671	ENSGACP00000006899
ENSORLP00000024594	ENSGACP00000002444
ENSORLP00000019724	ENSGACP00000011190
ENSORLP00000015010	ENSGACP00000025567
ENSORLP00000021401	ENSGACP00000014799
ENSORLP00000009180	ENSGACP00000006141
ENSORLP00000002705	ENSGACP00000004745
ENSORLP00000001535	ENSGACP00000008783
ENSORLP00000025571	ENSGACP00000020077
ENSORLP00000001823	ENSGACP00000026100
ENSORLP00000006438	ENSGACP00000013541
ENSORLP00000018624	ENSGACP00000002899
ENSORLP00000025202	ENSGACP00000006510
ENSORLP00000018442	ENSGACP00000027468
ENSORLP00000007769	ENSGACP00000007846
ENSORLP00000017832	ENSGACP00000008388
ENSORLP00000018748	ENSGACP00000023616
