ENSCAFP00000014731	ENSLOCP00000009128
ENSCAFP00000006451	ENSLOCP00000022363
ENSCAFP00000036500	ENSLOCP00000022239
ENSCAFP00000008989	ENSLOCP00000020334
ENSCAFP00000004876	ENSLOCP00000014127
ENSCAFP00000043100	ENSLOCP00000022267
ENSCAFP00000000186	ENSLOCP00000004268
ENSCAFP00000008350	ENSLOCP00000019675
ENSCAFP00000001180	ENSLOCP00000003818
ENSCAFP00000014840	ENSLOCP00000004924
ENSCAFP00000002541	ENSLOCP00000019192
ENSCAFP00000029512	ENSLOCP00000007641
ENSCAFP00000007755	ENSLOCP00000013131
ENSCAFP00000004521	ENSLOCP00000003430
ENSCAFP00000041513	ENSLOCP00000013912
ENSCAFP00000018760	ENSLOCP00000006009
ENSCAFP00000025072	ENSLOCP00000013629
ENSCAFP00000011268	ENSLOCP00000011108
ENSCAFP00000029425	ENSLOCP00000005714
ENSCAFP00000007566	ENSLOCP00000012107
ENSCAFP00000014608	ENSLOCP00000017544
ENSCAFP00000002578	ENSLOCP00000018802
ENSCAFP00000014958	ENSLOCP00000016618
ENSCAFP00000015075	ENSLOCP00000015052
ENSCAFP00000026049	ENSLOCP00000007837
ENSCAFP00000018701	ENSLOCP00000000719
ENSCAFP00000020880	ENSLOCP00000018259
ENSCAFP00000027313	ENSLOCP00000017009
ENSCAFP00000006635	ENSLOCP00000000766
ENSCAFP00000031930	ENSLOCP00000003699
ENSCAFP00000015328	ENSLOCP00000007026
ENSCAFP00000021829	ENSLOCP00000010876
ENSCAFP00000022620	ENSLOCP00000010441
ENSCAFP00000029656	ENSLOCP00000000787
ENSCAFP00000021110	ENSLOCP00000004358
ENSCAFP00000039452	ENSLOCP00000008118
ENSCAFP00000038835	ENSLOCP00000016435
ENSCAFP00000019763	ENSLOCP00000017431
ENSCAFP00000025652	ENSLOCP00000017047
ENSCAFP00000021529	ENSLOCP00000003982
ENSCAFP00000011930	ENSLOCP00000011572
ENSCAFP00000018195	ENSLOCP00000004461
ENSCAFP00000027729	ENSLOCP00000014496
ENSCAFP00000022275	ENSLOCP00000003761
ENSCAFP00000025524	ENSLOCP00000013586
ENSCAFP00000038548	ENSLOCP00000014228
ENSCAFP00000024269	ENSLOCP00000015176
ENSCAFP00000000618	ENSLOCP00000020099
ENSCAFP00000022707	ENSLOCP00000010526
ENSCAFP00000013910	ENSLOCP00000019814
ENSCAFP00000016317	ENSLOCP00000016132
ENSCAFP00000003000	ENSLOCP00000015440
ENSCAFP00000003116	ENSLOCP00000012354
ENSCAFP00000004180	ENSLOCP00000014192
ENSCAFP00000010333	ENSLOCP00000006950
ENSCAFP00000024692	ENSLOCP00000011179
ENSCAFP00000011742	ENSLOCP00000011434
ENSCAFP00000023106	ENSLOCP00000012444
ENSCAFP00000030302	ENSLOCP00000005448
ENSCAFP00000025235	ENSLOCP00000017383
ENSCAFP00000004840	ENSLOCP00000021280
ENSCAFP00000017927	ENSLOCP00000005565
ENSCAFP00000001485	ENSLOCP00000020407
ENSCAFP00000031142	ENSLOCP00000007039
ENSCAFP00000027485	ENSLOCP00000008165
ENSCAFP00000014585	ENSLOCP00000003971
ENSCAFP00000011952	ENSLOCP00000010419
ENSCAFP00000013490	ENSLOCP00000018170
ENSCAFP00000017619	ENSLOCP00000000995
ENSCAFP00000000925	ENSLOCP00000020055
ENSCAFP00000007082	ENSLOCP00000016424
ENSCAFP00000008280	ENSLOCP00000015620
ENSCAFP00000015340	ENSLOCP00000014540
ENSCAFP00000020786	ENSLOCP00000014158
ENSCAFP00000007692	ENSLOCP00000000975
ENSCAFP00000004837	ENSLOCP00000019730
ENSCAFP00000024796	ENSLOCP00000017403
ENSCAFP00000019707	ENSLOCP00000006731
ENSCAFP00000012418	ENSLOCP00000007644
ENSCAFP00000001944	ENSLOCP00000012306
ENSCAFP00000021475	ENSLOCP00000004045
ENSCAFP00000020309	ENSLOCP00000016134
ENSCAFP00000002234	ENSLOCP00000000083
ENSCAFP00000011526	ENSLOCP00000005064
ENSCAFP00000039067	ENSLOCP00000008891
ENSCAFP00000025951	ENSLOCP00000016105
ENSCAFP00000005721	ENSLOCP00000019577
ENSCAFP00000004464	ENSLOCP00000005215
ENSCAFP00000015279	ENSLOCP00000001268
ENSCAFP00000004578	ENSLOCP00000002236
ENSCAFP00000010730	ENSLOCP00000013381
ENSCAFP00000003537	ENSLOCP00000013892
ENSCAFP00000025084	ENSLOCP00000013727
ENSCAFP00000018023	ENSLOCP00000020198
ENSCAFP00000023687	ENSLOCP00000016043
ENSCAFP00000037115	ENSLOCP00000021200
ENSCAFP00000018226	ENSLOCP00000003896
ENSCAFP00000027733	ENSLOCP00000014484
ENSCAFP00000008767	ENSLOCP00000013734
ENSCAFP00000002675	ENSLOCP00000019568
ENSCAFP00000018290	ENSLOCP00000006558
ENSCAFP00000002792	ENSLOCP00000019371
ENSCAFP00000001177	ENSLOCP00000003882
ENSCAFP00000018746	ENSLOCP00000011827
ENSCAFP00000011598	ENSLOCP00000004927
ENSCAFP00000007964	ENSLOCP00000017933
ENSCAFP00000041658	ENSLOCP00000022359
ENSCAFP00000001364	ENSLOCP00000021339
ENSCAFP00000017492	ENSLOCP00000012346
ENSCAFP00000001382	ENSLOCP00000014710
ENSCAFP00000026048	ENSLOCP00000021531
ENSCAFP00000042100	ENSLOCP00000022196
ENSCAFP00000033240	ENSLOCP00000021449
ENSCAFP00000009699	ENSLOCP00000020352
ENSCAFP00000013384	ENSLOCP00000009555
ENSCAFP00000009045	ENSLOCP00000019251
ENSCAFP00000012609	ENSLOCP00000010007
ENSCAFP00000007233	ENSLOCP00000011028
ENSCAFP00000034612	ENSLOCP00000005511
ENSCAFP00000013270	ENSLOCP00000004511
ENSCAFP00000018329	ENSLOCP00000018976
ENSCAFP00000002938	ENSLOCP00000019466
ENSCAFP00000003241	ENSLOCP00000017267
ENSCAFP00000003307	ENSLOCP00000017362
ENSCAFP00000000129	ENSLOCP00000014692
ENSCAFP00000017070	ENSLOCP00000012145
ENSCAFP00000029524	ENSLOCP00000001014
ENSCAFP00000013753	ENSLOCP00000010617
ENSCAFP00000029918	ENSLOCP00000001551
ENSCAFP00000005503	ENSLOCP00000006641
ENSCAFP00000019749	ENSLOCP00000007148
ENSCAFP00000024889	ENSLOCP00000013300
ENSCAFP00000018768	ENSLOCP00000014755
ENSCAFP00000010038	ENSLOCP00000001325
ENSCAFP00000002857	ENSLOCP00000011423
ENSCAFP00000022083	ENSLOCP00000014877
ENSCAFP00000004462	ENSLOCP00000014616
ENSCAFP00000000604	ENSLOCP00000019946
ENSCAFP00000036470	ENSLOCP00000020480
ENSCAFP00000017122	ENSLOCP00000017929
ENSCAFP00000004593	ENSLOCP00000019822
ENSCAFP00000002277	ENSLOCP00000021224
ENSCAFP00000018645	ENSLOCP00000010610
ENSCAFP00000006389	ENSLOCP00000011344
ENSCAFP00000010979	ENSLOCP00000002227
ENSCAFP00000000544	ENSLOCP00000021366
ENSCAFP00000005860	ENSLOCP00000019474
ENSCAFP00000023450	ENSLOCP00000020547
ENSCAFP00000008954	ENSLOCP00000020320
ENSCAFP00000010405	ENSLOCP00000006650
ENSCAFP00000040706	ENSLOCP00000012057
ENSCAFP00000017456	ENSLOCP00000018918
ENSCAFP00000002549	ENSLOCP00000019519
ENSCAFP00000028383	ENSLOCP00000007712
ENSCAFP00000018339	ENSLOCP00000008009
ENSCAFP00000013757	ENSLOCP00000020286
ENSCAFP00000007960	ENSLOCP00000007782
ENSCAFP00000029808	ENSLOCP00000006416
ENSCAFP00000035586	ENSLOCP00000006669
ENSCAFP00000018192	ENSLOCP00000000959
ENSCAFP00000013792	ENSLOCP00000011566
ENSCAFP00000004592	ENSLOCP00000011842
ENSCAFP00000023536	ENSLOCP00000016007
ENSCAFP00000001501	ENSLOCP00000020397
ENSCAFP00000040226	ENSLOCP00000019347
ENSCAFP00000012863	ENSLOCP00000003749
ENSCAFP00000000694	ENSLOCP00000012006
ENSCAFP00000004717	ENSLOCP00000003012
ENSCAFP00000001502	ENSLOCP00000020395
ENSCAFP00000028997	ENSLOCP00000003300
ENSCAFP00000036227	ENSLOCP00000002201
ENSCAFP00000040915	ENSLOCP00000003972
ENSCAFP00000016220	ENSLOCP00000011452
ENSCAFP00000006987	ENSLOCP00000016130
ENSCAFP00000027649	ENSLOCP00000002764
ENSCAFP00000020915	ENSLOCP00000004458
ENSCAFP00000024522	ENSLOCP00000017304
ENSCAFP00000002377	ENSLOCP00000015596
ENSCAFP00000008717	ENSLOCP00000020611
ENSCAFP00000009165	ENSLOCP00000020848
ENSCAFP00000029876	ENSLOCP00000009206
ENSCAFP00000017393	ENSLOCP00000020898
ENSCAFP00000001595	ENSLOCP00000014211
ENSCAFP00000028202	ENSLOCP00000008271
ENSCAFP00000006445	ENSLOCP00000017242
ENSCAFP00000023925	ENSLOCP00000010987
ENSCAFP00000041281	ENSLOCP00000011507
ENSCAFP00000015198	ENSLOCP00000010664
ENSCAFP00000030235	ENSLOCP00000009597
ENSCAFP00000001396	ENSLOCP00000014676
ENSCAFP00000027589	ENSLOCP00000002984
ENSCAFP00000030265	ENSLOCP00000006068
ENSCAFP00000028004	ENSLOCP00000008032
ENSCAFP00000029974	ENSLOCP00000006074
ENSCAFP00000001866	ENSLOCP00000019237
ENSCAFP00000002241	ENSLOCP00000014578
ENSCAFP00000006249	ENSLOCP00000019676
ENSCAFP00000011354	ENSLOCP00000004649
ENSCAFP00000007517	ENSLOCP00000016117
ENSCAFP00000012354	ENSLOCP00000012868
ENSCAFP00000011051	ENSLOCP00000007081
ENSCAFP00000037609	ENSLOCP00000006638
ENSCAFP00000027702	ENSLOCP00000008948
ENSCAFP00000018128	ENSLOCP00000004517
ENSCAFP00000029474	ENSLOCP00000005142
ENSCAFP00000014924	ENSLOCP00000004096
ENSCAFP00000013633	ENSLOCP00000006850
ENSCAFP00000015482	ENSLOCP00000014663
ENSCAFP00000010456	ENSLOCP00000003423
ENSCAFP00000017665	ENSLOCP00000011860
ENSCAFP00000014681	ENSLOCP00000015685
ENSCAFP00000021881	ENSLOCP00000008809
ENSCAFP00000002348	ENSLOCP00000015575
ENSCAFP00000022300	ENSLOCP00000008468
ENSCAFP00000016236	ENSLOCP00000021054
ENSCAFP00000025228	ENSLOCP00000008510
ENSCAFP00000004181	ENSLOCP00000019150
ENSCAFP00000007583	ENSLOCP00000014793
ENSCAFP00000010269	ENSLOCP00000001547
ENSCAFP00000026434	ENSLOCP00000014254
ENSCAFP00000028183	ENSLOCP00000015558
ENSCAFP00000021838	ENSLOCP00000014863
ENSCAFP00000028356	ENSLOCP00000003091
ENSCAFP00000005265	ENSLOCP00000000778
ENSCAFP00000026881	ENSLOCP00000001893
ENSCAFP00000007092	ENSLOCP00000019350
ENSCAFP00000010176	ENSLOCP00000006996
ENSCAFP00000007136	ENSLOCP00000005828
ENSCAFP00000036799	ENSLOCP00000015881
ENSCAFP00000018093	ENSLOCP00000010212
ENSCAFP00000035002	ENSLOCP00000004851
ENSCAFP00000033551	ENSLOCP00000013810
ENSCAFP00000024173	ENSLOCP00000005044
ENSCAFP00000029684	ENSLOCP00000004959
ENSCAFP00000001725	ENSLOCP00000011732
ENSCAFP00000040878	ENSLOCP00000016634
ENSCAFP00000042359	ENSLOCP00000003140
ENSCAFP00000018221	ENSLOCP00000006888
ENSCAFP00000012781	ENSLOCP00000006423
ENSCAFP00000022510	ENSLOCP00000013633
ENSCAFP00000042144	ENSLOCP00000002569
ENSCAFP00000010376	ENSLOCP00000006844
ENSCAFP00000006253	ENSLOCP00000008991
ENSCAFP00000025216	ENSLOCP00000017401
ENSCAFP00000004560	ENSLOCP00000020923
ENSCAFP00000028186	ENSLOCP00000005449
ENSCAFP00000014923	ENSLOCP00000014607
ENSCAFP00000007617	ENSLOCP00000019555
ENSCAFP00000015556	ENSLOCP00000017537
ENSCAFP00000020510	ENSLOCP00000011221
ENSCAFP00000042432	ENSLOCP00000021850
ENSCAFP00000004916	ENSLOCP00000019610
ENSCAFP00000020420	ENSLOCP00000011252
ENSCAFP00000016393	ENSLOCP00000021766
ENSCAFP00000007969	ENSLOCP00000020878
ENSCAFP00000026781	ENSLOCP00000018095
ENSCAFP00000012721	ENSLOCP00000009874
ENSCAFP00000015434	ENSLOCP00000020627
ENSCAFP00000011218	ENSLOCP00000001898
ENSCAFP00000011626	ENSLOCP00000006546
ENSCAFP00000015374	ENSLOCP00000019813
ENSCAFP00000004095	ENSLOCP00000003637
ENSCAFP00000022452	ENSLOCP00000013731
ENSCAFP00000009415	ENSLOCP00000011984
ENSCAFP00000021785	ENSLOCP00000008385
ENSCAFP00000010233	ENSLOCP00000001626
ENSCAFP00000004768	ENSLOCP00000007000
ENSCAFP00000034264	ENSLOCP00000017450
ENSCAFP00000016300	ENSLOCP00000005385
ENSCAFP00000028027	ENSLOCP00000010605
ENSCAFP00000015317	ENSLOCP00000003119
ENSCAFP00000009204	ENSLOCP00000001747
ENSCAFP00000010157	ENSLOCP00000015876
ENSCAFP00000016498	ENSLOCP00000014824
ENSCAFP00000036644	ENSLOCP00000006005
ENSCAFP00000021731	ENSLOCP00000014272
ENSCAFP00000012934	ENSLOCP00000009652
ENSCAFP00000014222	ENSLOCP00000008283
ENSCAFP00000008625	ENSLOCP00000016030
ENSCAFP00000027816	ENSLOCP00000011761
ENSCAFP00000010445	ENSLOCP00000008678
ENSCAFP00000014569	ENSLOCP00000015660
ENSCAFP00000005867	ENSLOCP00000019480
ENSCAFP00000025402	ENSLOCP00000007395
ENSCAFP00000024353	ENSLOCP00000018002
ENSCAFP00000013333	ENSLOCP00000004501
ENSCAFP00000000375	ENSLOCP00000013652
ENSCAFP00000007483	ENSLOCP00000016675
ENSCAFP00000030165	ENSLOCP00000008112
ENSCAFP00000031860	ENSLOCP00000020100
ENSCAFP00000033819	ENSLOCP00000007795
ENSCAFP00000015941	ENSLOCP00000019601
ENSCAFP00000012895	ENSLOCP00000003732
ENSCAFP00000027654	ENSLOCP00000007321
ENSCAFP00000036797	ENSLOCP00000003944
ENSCAFP00000000504	ENSLOCP00000020399
ENSCAFP00000012623	ENSLOCP00000010971
ENSCAFP00000005976	ENSLOCP00000019068
ENSCAFP00000006679	ENSLOCP00000011030
ENSCAFP00000027853	ENSLOCP00000005857
ENSCAFP00000039770	ENSLOCP00000017919
ENSCAFP00000015449	ENSLOCP00000002525
ENSCAFP00000010809	ENSLOCP00000009615
ENSCAFP00000029528	ENSLOCP00000009577
ENSCAFP00000025343	ENSLOCP00000016201
ENSCAFP00000008938	ENSLOCP00000012269
ENSCAFP00000040899	ENSLOCP00000020114
ENSCAFP00000007384	ENSLOCP00000011938
ENSCAFP00000020132	ENSLOCP00000021905
ENSCAFP00000018999	ENSLOCP00000009281
ENSCAFP00000023179	ENSLOCP00000020555
ENSCAFP00000035218	ENSLOCP00000016893
ENSCAFP00000041810	ENSLOCP00000000038
ENSCAFP00000016044	ENSLOCP00000015537
ENSCAFP00000004711	ENSLOCP00000019781
ENSCAFP00000006428	ENSLOCP00000011130
ENSCAFP00000030224	ENSLOCP00000004348
ENSCAFP00000009329	ENSLOCP00000019408
ENSCAFP00000029626	ENSLOCP00000000210
ENSCAFP00000008716	ENSLOCP00000009567
ENSCAFP00000005251	ENSLOCP00000019569
ENSCAFP00000039382	ENSLOCP00000017239
ENSCAFP00000005515	ENSLOCP00000020416
ENSCAFP00000000208	ENSLOCP00000008896
ENSCAFP00000009134	ENSLOCP00000011016
ENSCAFP00000008138	ENSLOCP00000019315
ENSCAFP00000002723	ENSLOCP00000015269
ENSCAFP00000036187	ENSLOCP00000019735
ENSCAFP00000012963	ENSLOCP00000009709
ENSCAFP00000018725	ENSLOCP00000009867
ENSCAFP00000022998	ENSLOCP00000001789
ENSCAFP00000020922	ENSLOCP00000002935
ENSCAFP00000002137	ENSLOCP00000021067
ENSCAFP00000000185	ENSLOCP00000005012
ENSCAFP00000015188	ENSLOCP00000013085
ENSCAFP00000028617	ENSLOCP00000008756
ENSCAFP00000002292	ENSLOCP00000015280
ENSCAFP00000022206	ENSLOCP00000005853
ENSCAFP00000005218	ENSLOCP00000011363
ENSCAFP00000014238	ENSLOCP00000003857
ENSCAFP00000024193	ENSLOCP00000017334
ENSCAFP00000004727	ENSLOCP00000000987
ENSCAFP00000025803	ENSLOCP00000017236
ENSCAFP00000035625	ENSLOCP00000016520
ENSCAFP00000001477	ENSLOCP00000014160
ENSCAFP00000012410	ENSLOCP00000003785
ENSCAFP00000018804	ENSLOCP00000010943
ENSCAFP00000020962	ENSLOCP00000014099
ENSCAFP00000020394	ENSLOCP00000011174
ENSCAFP00000015818	ENSLOCP00000006349
ENSCAFP00000014023	ENSLOCP00000016353
ENSCAFP00000041067	ENSLOCP00000001484
ENSCAFP00000005772	ENSLOCP00000021195
ENSCAFP00000003578	ENSLOCP00000011718
ENSCAFP00000035156	ENSLOCP00000000915
ENSCAFP00000028090	ENSLOCP00000007981
ENSCAFP00000009913	ENSLOCP00000007492
ENSCAFP00000032081	ENSLOCP00000014671
ENSCAFP00000027838	ENSLOCP00000011728
ENSCAFP00000010625	ENSLOCP00000009417
ENSCAFP00000036396	ENSLOCP00000017036
ENSCAFP00000008814	ENSLOCP00000015469
ENSCAFP00000000567	ENSLOCP00000021021
ENSCAFP00000025632	ENSLOCP00000009294
ENSCAFP00000001209	ENSLOCP00000020802
ENSCAFP00000033128	ENSLOCP00000006855
ENSCAFP00000024089	ENSLOCP00000011866
ENSCAFP00000005413	ENSLOCP00000011049
ENSCAFP00000039716	ENSLOCP00000006383
ENSCAFP00000003316	ENSLOCP00000013064
ENSCAFP00000040211	ENSLOCP00000010743
ENSCAFP00000032501	ENSLOCP00000003303
ENSCAFP00000039448	ENSLOCP00000012300
ENSCAFP00000041565	ENSLOCP00000006704
ENSCAFP00000010792	ENSLOCP00000004297
ENSCAFP00000005032	ENSLOCP00000020806
ENSCAFP00000026301	ENSLOCP00000003696
ENSCAFP00000037249	ENSLOCP00000009456
ENSCAFP00000018370	ENSLOCP00000000830
ENSCAFP00000019904	ENSLOCP00000002805
ENSCAFP00000036218	ENSLOCP00000011400
ENSCAFP00000006114	ENSLOCP00000017884
ENSCAFP00000024205	ENSLOCP00000016207
ENSCAFP00000013482	ENSLOCP00000009705
ENSCAFP00000015258	ENSLOCP00000007105
ENSCAFP00000027337	ENSLOCP00000014727
ENSCAFP00000040540	ENSLOCP00000013309
ENSCAFP00000013612	ENSLOCP00000012327
ENSCAFP00000011625	ENSLOCP00000004812
ENSCAFP00000022169	ENSLOCP00000009726
ENSCAFP00000025379	ENSLOCP00000010712
ENSCAFP00000004741	ENSLOCP00000019765
ENSCAFP00000001346	ENSLOCP00000011230
ENSCAFP00000011741	ENSLOCP00000007086
ENSCAFP00000013970	ENSLOCP00000015157
ENSCAFP00000012312	ENSLOCP00000002213
ENSCAFP00000007635	ENSLOCP00000016685
ENSCAFP00000016748	ENSLOCP00000001460
ENSCAFP00000003259	ENSLOCP00000013638
ENSCAFP00000018626	ENSLOCP00000019897
ENSCAFP00000007386	ENSLOCP00000011990
ENSCAFP00000019917	ENSLOCP00000020271
ENSCAFP00000018525	ENSLOCP00000007228
ENSCAFP00000005113	ENSLOCP00000020967
ENSCAFP00000021538	ENSLOCP00000002143
ENSCAFP00000005793	ENSLOCP00000020498
ENSCAFP00000041721	ENSLOCP00000019904
ENSCAFP00000027826	ENSLOCP00000009000
ENSCAFP00000040253	ENSLOCP00000017725
ENSCAFP00000009828	ENSLOCP00000018909
ENSCAFP00000007277	ENSLOCP00000012207
ENSCAFP00000013835	ENSLOCP00000007740
ENSCAFP00000010273	ENSLOCP00000003866
ENSCAFP00000020647	ENSLOCP00000006133
ENSCAFP00000027798	ENSLOCP00000005903
ENSCAFP00000002614	ENSLOCP00000015901
ENSCAFP00000040457	ENSLOCP00000012227
ENSCAFP00000011229	ENSLOCP00000010867
ENSCAFP00000001490	ENSLOCP00000014280
ENSCAFP00000018428	ENSLOCP00000005185
ENSCAFP00000001029	ENSLOCP00000003615
ENSCAFP00000008903	ENSLOCP00000010614
ENSCAFP00000003110	ENSLOCP00000020543
ENSCAFP00000020799	ENSLOCP00000007727
ENSCAFP00000009235	ENSLOCP00000018661
ENSCAFP00000026015	ENSLOCP00000013723
ENSCAFP00000007445	ENSLOCP00000017181
ENSCAFP00000014241	ENSLOCP00000016221
ENSCAFP00000012030	ENSLOCP00000001104
ENSCAFP00000008021	ENSLOCP00000016241
ENSCAFP00000011871	ENSLOCP00000006320
ENSCAFP00000023555	ENSLOCP00000016013
ENSCAFP00000006333	ENSLOCP00000018566
ENSCAFP00000028826	ENSLOCP00000002670
ENSCAFP00000010215	ENSLOCP00000011519
ENSCAFP00000036660	ENSLOCP00000016599
ENSCAFP00000010350	ENSLOCP00000006717
ENSCAFP00000011156	ENSLOCP00000005550
ENSCAFP00000010819	ENSLOCP00000013317
ENSCAFP00000021256	ENSLOCP00000011885
ENSCAFP00000008963	ENSLOCP00000009653
ENSCAFP00000039096	ENSLOCP00000001310
ENSCAFP00000025471	ENSLOCP00000011354
ENSCAFP00000015780	ENSLOCP00000015205
ENSCAFP00000012811	ENSLOCP00000008988
ENSCAFP00000009724	ENSLOCP00000003201
ENSCAFP00000022580	ENSLOCP00000020579
ENSCAFP00000004345	ENSLOCP00000021098
ENSCAFP00000013512	ENSLOCP00000016016
ENSCAFP00000003203	ENSLOCP00000012961
ENSCAFP00000017310	ENSLOCP00000012281
ENSCAFP00000025911	ENSLOCP00000001522
ENSCAFP00000006016	ENSLOCP00000002060
ENSCAFP00000023737	ENSLOCP00000009640
ENSCAFP00000009798	ENSLOCP00000018627
ENSCAFP00000009753	ENSLOCP00000018895
ENSCAFP00000024369	ENSLOCP00000018014
ENSCAFP00000015956	ENSLOCP00000009865
ENSCAFP00000009422	ENSLOCP00000010111
ENSCAFP00000003740	ENSLOCP00000006562
ENSCAFP00000013915	ENSLOCP00000009969
ENSCAFP00000024669	ENSLOCP00000007918
ENSCAFP00000018949	ENSLOCP00000014583
ENSCAFP00000017511	ENSLOCP00000017922
ENSCAFP00000021414	ENSLOCP00000011234
ENSCAFP00000006718	ENSLOCP00000015367
ENSCAFP00000025171	ENSLOCP00000018461
ENSCAFP00000026969	ENSLOCP00000005924
ENSCAFP00000029615	ENSLOCP00000002590
ENSCAFP00000021765	ENSLOCP00000015715
ENSCAFP00000040568	ENSLOCP00000008036
ENSCAFP00000015789	ENSLOCP00000006310
ENSCAFP00000020358	ENSLOCP00000011145
ENSCAFP00000006164	ENSLOCP00000019052
ENSCAFP00000020852	ENSLOCP00000009974
ENSCAFP00000027778	ENSLOCP00000009117
ENSCAFP00000004170	ENSLOCP00000003586
ENSCAFP00000001496	ENSLOCP00000020404
ENSCAFP00000007050	ENSLOCP00000016452
ENSCAFP00000026064	ENSLOCP00000004863
ENSCAFP00000008013	ENSLOCP00000015847
ENSCAFP00000012200	ENSLOCP00000006470
ENSCAFP00000022177	ENSLOCP00000014438
ENSCAFP00000014754	ENSLOCP00000015898
ENSCAFP00000010037	ENSLOCP00000005190
ENSCAFP00000040323	ENSLOCP00000001640
ENSCAFP00000007428	ENSLOCP00000003479
ENSCAFP00000015077	ENSLOCP00000007690
ENSCAFP00000000188	ENSLOCP00000004286
ENSCAFP00000017915	ENSLOCP00000020197
ENSCAFP00000012437	ENSLOCP00000008775
ENSCAFP00000011277	ENSLOCP00000006882
ENSCAFP00000007876	ENSLOCP00000005796
ENSCAFP00000014676	ENSLOCP00000010457
ENSCAFP00000016303	ENSLOCP00000013293
ENSCAFP00000017302	ENSLOCP00000016577
ENSCAFP00000024989	ENSLOCP00000013125
ENSCAFP00000013618	ENSLOCP00000006870
ENSCAFP00000036182	ENSLOCP00000004417
ENSCAFP00000020760	ENSLOCP00000007704
ENSCAFP00000027183	ENSLOCP00000008193
ENSCAFP00000001443	ENSLOCP00000021350
ENSCAFP00000005736	ENSLOCP00000013130
ENSCAFP00000006124	ENSLOCP00000003489
ENSCAFP00000011472	ENSLOCP00000007770
ENSCAFP00000026340	ENSLOCP00000008717
ENSCAFP00000010969	ENSLOCP00000012724
ENSCAFP00000004550	ENSLOCP00000002391
ENSCAFP00000004361	ENSLOCP00000019883
ENSCAFP00000007096	ENSLOCP00000016412
ENSCAFP00000003662	ENSLOCP00000014014
ENSCAFP00000020095	ENSLOCP00000008300
ENSCAFP00000025942	ENSLOCP00000018840
ENSCAFP00000015739	ENSLOCP00000004370
ENSCAFP00000027129	ENSLOCP00000014878
ENSCAFP00000018600	ENSLOCP00000006676
ENSCAFP00000015210	ENSLOCP00000010693
ENSCAFP00000000425	ENSLOCP00000000817
ENSCAFP00000011659	ENSLOCP00000006995
ENSCAFP00000001256	ENSLOCP00000011191
ENSCAFP00000010802	ENSLOCP00000018673
ENSCAFP00000023034	ENSLOCP00000012182
ENSCAFP00000001394	ENSLOCP00000014666
ENSCAFP00000007766	ENSLOCP00000021217
ENSCAFP00000011609	ENSLOCP00000006561
ENSCAFP00000001370	ENSLOCP00000014695
ENSCAFP00000016172	ENSLOCP00000020621
ENSCAFP00000029588	ENSLOCP00000008020
ENSCAFP00000022988	ENSLOCP00000012372
ENSCAFP00000029832	ENSLOCP00000011797
ENSCAFP00000026597	ENSLOCP00000018343
ENSCAFP00000012572	ENSLOCP00000003658
ENSCAFP00000028236	ENSLOCP00000017849
ENSCAFP00000004434	ENSLOCP00000019867
ENSCAFP00000021560	ENSLOCP00000010338
ENSCAFP00000007525	ENSLOCP00000001983
ENSCAFP00000013486	ENSLOCP00000004558
ENSCAFP00000017360	ENSLOCP00000005703
ENSCAFP00000017599	ENSLOCP00000008442
ENSCAFP00000036662	ENSLOCP00000001061
ENSCAFP00000017925	ENSLOCP00000019037
ENSCAFP00000037924	ENSLOCP00000013608
ENSCAFP00000008260	ENSLOCP00000001571
ENSCAFP00000041780	ENSLOCP00000011304
ENSCAFP00000006645	ENSLOCP00000011737
ENSCAFP00000007838	ENSLOCP00000015224
ENSCAFP00000004441	ENSLOCP00000019863
ENSCAFP00000020339	ENSLOCP00000002835
ENSCAFP00000006462	ENSLOCP00000019942
ENSCAFP00000012358	ENSLOCP00000007287
ENSCAFP00000016547	ENSLOCP00000001852
ENSCAFP00000011210	ENSLOCP00000013297
ENSCAFP00000016921	ENSLOCP00000016766
ENSCAFP00000002624	ENSLOCP00000015371
ENSCAFP00000010759	ENSLOCP00000018683
ENSCAFP00000011885	ENSLOCP00000007187
ENSCAFP00000003219	ENSLOCP00000017274
ENSCAFP00000029736	ENSLOCP00000000963
ENSCAFP00000006072	ENSLOCP00000016102
ENSCAFP00000000342	ENSLOCP00000011776
ENSCAFP00000041724	ENSLOCP00000000506
ENSCAFP00000007912	ENSLOCP00000015613
ENSCAFP00000003468	ENSLOCP00000014912
ENSCAFP00000038744	ENSLOCP00000021040
ENSCAFP00000027602	ENSLOCP00000008026
ENSCAFP00000008567	ENSLOCP00000019821
ENSCAFP00000004421	ENSLOCP00000020468
ENSCAFP00000012423	ENSLOCP00000007614
ENSCAFP00000003592	ENSLOCP00000013728
ENSCAFP00000039384	ENSLOCP00000019617
ENSCAFP00000022887	ENSLOCP00000011301
ENSCAFP00000017539	ENSLOCP00000016701
ENSCAFP00000027609	ENSLOCP00000007263
ENSCAFP00000013632	ENSLOCP00000013049
ENSCAFP00000010897	ENSLOCP00000005628
ENSCAFP00000024681	ENSLOCP00000010733
ENSCAFP00000026569	ENSLOCP00000017557
ENSCAFP00000004201	ENSLOCP00000018928
ENSCAFP00000008215	ENSLOCP00000000261
ENSCAFP00000008215	ENSLOCP00000018101
ENSCAFP00000016268	ENSLOCP00000016313
ENSCAFP00000023881	ENSLOCP00000011626
ENSCAFP00000024357	ENSLOCP00000006784
