ENSACAP00000005936	ENSMUSP00000034074
ENSACAP00000011889	ENSMUSP00000117082
ENSACAP00000014090	ENSMUSP00000132450
ENSACAP00000007959	ENSMUSP00000095574
ENSACAP00000000587	ENSMUSP00000033950
ENSACAP00000003839	ENSMUSP00000091319
ENSACAP00000002492	ENSMUSP00000090464
ENSACAP00000001397	ENSMUSP00000110975
ENSACAP00000001994	ENSMUSP00000030018
ENSACAP00000006864	ENSMUSP00000040578
ENSACAP00000011224	ENSMUSP00000023514
ENSACAP00000015683	ENSMUSP00000064310
ENSACAP00000012250	ENSMUSP00000111484
ENSACAP00000019731	ENSMUSP00000044871
ENSACAP00000016027	ENSMUSP00000080979
ENSACAP00000011059	ENSMUSP00000023431
ENSACAP00000016289	ENSMUSP00000051248
ENSACAP00000000823	ENSMUSP00000132699
ENSACAP00000016881	ENSMUSP00000082856
ENSACAP00000010081	ENSMUSP00000020986
ENSACAP00000015942	ENSMUSP00000025215
ENSACAP00000003502	ENSMUSP00000020754
ENSACAP00000000577	ENSMUSP00000003527
ENSACAP00000008773	ENSMUSP00000137305
ENSACAP00000017480	ENSMUSP00000044556
ENSACAP00000019891	ENSMUSP00000069774
ENSACAP00000014407	ENSMUSP00000056152
ENSACAP00000015110	ENSMUSP00000040952
ENSACAP00000002609	ENSMUSP00000036406
ENSACAP00000022343	ENSMUSP00000056923
ENSACAP00000013818	ENSMUSP00000126560
ENSACAP00000015715	ENSMUSP00000017430
ENSACAP00000001069	ENSMUSP00000022595
ENSACAP00000023045	ENSMUSP00000015160
ENSACAP00000015645	ENSMUSP00000033415
ENSACAP00000006517	ENSMUSP00000043597
ENSACAP00000006486	ENSMUSP00000043780
ENSACAP00000001403	ENSMUSP00000024885
ENSACAP00000014452	ENSMUSP00000134266
ENSACAP00000005554	ENSMUSP00000028921
ENSACAP00000021609	ENSMUSP00000081141
ENSACAP00000002435	ENSMUSP00000102853
ENSACAP00000014191	ENSMUSP00000033313
ENSACAP00000009827	ENSMUSP00000025241
ENSACAP00000010778	ENSMUSP00000079974
ENSACAP00000002056	ENSMUSP00000112871
ENSACAP00000016726	ENSMUSP00000050907
ENSACAP00000006555	ENSMUSP00000019896
ENSACAP00000011527	ENSMUSP00000000291
ENSACAP00000003931	ENSMUSP00000021631
ENSACAP00000009281	ENSMUSP00000013759
ENSACAP00000009753	ENSMUSP00000081880
ENSACAP00000005707	ENSMUSP00000020568
ENSACAP00000011380	ENSMUSP00000082948
ENSACAP00000005070	ENSMUSP00000027174
ENSACAP00000022637	ENSMUSP00000019937
ENSACAP00000001283	ENSMUSP00000082691
ENSACAP00000023291	ENSMUSP00000029480
ENSACAP00000010512	ENSMUSP00000020530
ENSACAP00000015933	ENSMUSP00000105905
ENSACAP00000013944	ENSMUSP00000034405
ENSACAP00000013162	ENSMUSP00000099388
ENSACAP00000001488	ENSMUSP00000113385
ENSACAP00000009225	ENSMUSP00000076816
ENSACAP00000004981	ENSMUSP00000048053
ENSACAP00000016927	ENSMUSP00000053540
ENSACAP00000008458	ENSMUSP00000001402
ENSACAP00000002526	ENSMUSP00000047855
ENSACAP00000005325	ENSMUSP00000036696
ENSACAP00000003032	ENSMUSP00000054763
ENSACAP00000016934	ENSMUSP00000099688
ENSACAP00000017467	ENSMUSP00000025568
ENSACAP00000001390	ENSMUSP00000110813
ENSACAP00000006435	ENSMUSP00000002529
ENSACAP00000018051	ENSMUSP00000003550
ENSACAP00000016731	ENSMUSP00000090355
ENSACAP00000014919	ENSMUSP00000030453
ENSACAP00000009382	ENSMUSP00000031144
ENSACAP00000005502	ENSMUSP00000050430
ENSACAP00000011316	ENSMUSP00000042919
ENSACAP00000005783	ENSMUSP00000020954
ENSACAP00000000032	ENSMUSP00000032283
ENSACAP00000013680	ENSMUSP00000056039
ENSACAP00000003122	ENSMUSP00000047562
ENSACAP00000003679	ENSMUSP00000025406
ENSACAP00000017198	ENSMUSP00000108229
ENSACAP00000015116	ENSMUSP00000036394
ENSACAP00000006964	ENSMUSP00000005825
ENSACAP00000012058	ENSMUSP00000006853
ENSACAP00000017465	ENSMUSP00000130491
ENSACAP00000009285	ENSMUSP00000046643
ENSACAP00000014053	ENSMUSP00000023830
ENSACAP00000014088	ENSMUSP00000032969
ENSACAP00000000812	ENSMUSP00000033983
ENSACAP00000001626	ENSMUSP00000100057
ENSACAP00000000894	ENSMUSP00000021359
ENSACAP00000011110	ENSMUSP00000015891
ENSACAP00000016150	ENSMUSP00000097908
ENSACAP00000012772	ENSMUSP00000011055
ENSACAP00000010488	ENSMUSP00000042285
ENSACAP00000015258	ENSMUSP00000026434
ENSACAP00000006650	ENSMUSP00000026479
ENSACAP00000009780	ENSMUSP00000113457
ENSACAP00000006220	ENSMUSP00000048441
ENSACAP00000011474	ENSMUSP00000094956
ENSACAP00000013172	ENSMUSP00000057939
ENSACAP00000013211	ENSMUSP00000019229
ENSACAP00000014599	ENSMUSP00000028650
ENSACAP00000012835	ENSMUSP00000037194
ENSACAP00000003047	ENSMUSP00000113697
ENSACAP00000008540	ENSMUSP00000053122
ENSACAP00000012215	ENSMUSP00000095901
ENSACAP00000015307	ENSMUSP00000088535
ENSACAP00000013111	ENSMUSP00000071255
ENSACAP00000005375	ENSMUSP00000029142
ENSACAP00000011821	ENSMUSP00000103922
ENSACAP00000004582	ENSMUSP00000034326
ENSACAP00000004378	ENSMUSP00000028624
ENSACAP00000015309	ENSMUSP00000031344
ENSACAP00000003247	ENSMUSP00000011398
ENSACAP00000005014	ENSMUSP00000002844
ENSACAP00000005245	ENSMUSP00000020997
ENSACAP00000014822	ENSMUSP00000052172
ENSACAP00000010389	ENSMUSP00000027866
ENSACAP00000015293	ENSMUSP00000130360
ENSACAP00000004683	ENSMUSP00000048742
ENSACAP00000013489	ENSMUSP00000025751
ENSACAP00000003668	ENSMUSP00000025547
ENSACAP00000015003	ENSMUSP00000093325
ENSACAP00000009625	ENSMUSP00000034375
ENSACAP00000013729	ENSMUSP00000034623
ENSACAP00000003170	ENSMUSP00000124943
ENSACAP00000006516	ENSMUSP00000034226
ENSACAP00000003179	ENSMUSP00000049342
ENSACAP00000003134	ENSMUSP00000063398
ENSACAP00000007134	ENSMUSP00000078383
ENSACAP00000007337	ENSMUSP00000034206
ENSACAP00000001697	ENSMUSP00000000304
ENSACAP00000007760	ENSMUSP00000044714
ENSACAP00000007514	ENSMUSP00000099565
ENSACAP00000009423	ENSMUSP00000027103
ENSACAP00000004081	ENSMUSP00000026888
ENSACAP00000000003	ENSMUSP00000028157
ENSACAP00000003296	ENSMUSP00000088456
ENSACAP00000013426	ENSMUSP00000029759
ENSACAP00000020830	ENSMUSP00000048201
ENSACAP00000001301	ENSMUSP00000029938
ENSACAP00000014521	ENSMUSP00000118956
ENSACAP00000022047	ENSMUSP00000030311
ENSACAP00000010544	ENSMUSP00000037514
ENSACAP00000008684	ENSMUSP00000022310
ENSACAP00000015695	ENSMUSP00000042882
ENSACAP00000013958	ENSMUSP00000107364
ENSACAP00000006334	ENSMUSP00000022585
ENSACAP00000008984	ENSMUSP00000130264
ENSACAP00000013164	ENSMUSP00000027401
ENSACAP00000005472	ENSMUSP00000022875
ENSACAP00000014895	ENSMUSP00000059102
ENSACAP00000006743	ENSMUSP00000001485
ENSACAP00000012480	ENSMUSP00000026827
ENSACAP00000018097	ENSMUSP00000051433
ENSACAP00000003484	ENSMUSP00000018184
ENSACAP00000003683	ENSMUSP00000041820
ENSACAP00000004038	ENSMUSP00000107498
ENSACAP00000015086	ENSMUSP00000068610
ENSACAP00000013305	ENSMUSP00000042151
ENSACAP00000012851	ENSMUSP00000028857
ENSACAP00000014529	ENSMUSP00000105847
ENSACAP00000004267	ENSMUSP00000035154
ENSACAP00000012466	ENSMUSP00000033163
ENSACAP00000004150	ENSMUSP00000034964
ENSACAP00000007302	ENSMUSP00000124428
ENSACAP00000008199	ENSMUSP00000096250
ENSACAP00000016926	ENSMUSP00000081567
ENSACAP00000013838	ENSMUSP00000106420
ENSACAP00000007205	ENSMUSP00000083844
ENSACAP00000008400	ENSMUSP00000006632
ENSACAP00000010970	ENSMUSP00000029542
ENSACAP00000000842	ENSMUSP00000035325
ENSACAP00000021947	ENSMUSP00000025505
ENSACAP00000006179	ENSMUSP00000026866
ENSACAP00000009953	ENSMUSP00000021183
ENSACAP00000005372	ENSMUSP00000056805
ENSACAP00000012744	ENSMUSP00000050783
ENSACAP00000008057	ENSMUSP00000092672
ENSACAP00000008574	ENSMUSP00000119565
ENSACAP00000014293	ENSMUSP00000136717
ENSACAP00000000941	ENSMUSP00000093980
ENSACAP00000022481	ENSMUSP00000010278
ENSACAP00000011153	ENSMUSP00000128888
ENSACAP00000001169	ENSMUSP00000048450
ENSACAP00000008401	ENSMUSP00000024873
ENSACAP00000007281	ENSMUSP00000065511
ENSACAP00000016783	ENSMUSP00000092548
ENSACAP00000013791	ENSMUSP00000016034
ENSACAP00000016261	ENSMUSP00000029386
ENSACAP00000015419	ENSMUSP00000110250
ENSACAP00000014069	ENSMUSP00000110128
ENSACAP00000009215	ENSMUSP00000048204
ENSACAP00000011661	ENSMUSP00000058599
ENSACAP00000013748	ENSMUSP00000055934
ENSACAP00000007316	ENSMUSP00000035230
ENSACAP00000011867	ENSMUSP00000027444
ENSACAP00000007958	ENSMUSP00000045217
ENSACAP00000011627	ENSMUSP00000036491
ENSACAP00000003945	ENSMUSP00000022353
ENSACAP00000012624	ENSMUSP00000027876
ENSACAP00000002021	ENSMUSP00000031091
ENSACAP00000016552	ENSMUSP00000072382
ENSACAP00000005187	ENSMUSP00000036093
ENSACAP00000012935	ENSMUSP00000029179
ENSACAP00000015181	ENSMUSP00000006061
ENSACAP00000003735	ENSMUSP00000020756
ENSACAP00000009217	ENSMUSP00000070018
ENSACAP00000006156	ENSMUSP00000006217
ENSACAP00000015537	ENSMUSP00000029256
ENSACAP00000002878	ENSMUSP00000048001
ENSACAP00000012761	ENSMUSP00000036253
ENSACAP00000003469	ENSMUSP00000033000
ENSACAP00000010287	ENSMUSP00000029911
ENSACAP00000015459	ENSMUSP00000025930
ENSACAP00000009910	ENSMUSP00000000608
ENSACAP00000007786	ENSMUSP00000055656
ENSACAP00000003685	ENSMUSP00000026227
ENSACAP00000016475	ENSMUSP00000045126
ENSACAP00000016387	ENSMUSP00000116627
ENSACAP00000007949	ENSMUSP00000004343
ENSACAP00000006847	ENSMUSP00000002099
ENSACAP00000007038	ENSMUSP00000028470
ENSACAP00000001170	ENSMUSP00000019722
ENSACAP00000012199	ENSMUSP00000025675
ENSACAP00000000685	ENSMUSP00000051177
ENSACAP00000006340	ENSMUSP00000110872
ENSACAP00000006983	ENSMUSP00000129300
ENSACAP00000003146	ENSMUSP00000083057
ENSACAP00000014012	ENSMUSP00000080643
ENSACAP00000011770	ENSMUSP00000125257
ENSACAP00000006974	ENSMUSP00000053325
ENSACAP00000013828	ENSMUSP00000034406
ENSACAP00000011140	ENSMUSP00000115011
ENSACAP00000015595	ENSMUSP00000016901
ENSACAP00000015946	ENSMUSP00000090882
ENSACAP00000008895	ENSMUSP00000026625
ENSACAP00000003090	ENSMUSP00000069840
ENSACAP00000007984	ENSMUSP00000041650
ENSACAP00000009239	ENSMUSP00000059159
ENSACAP00000006830	ENSMUSP00000010201
ENSACAP00000013596	ENSMUSP00000029047
ENSACAP00000007970	ENSMUSP00000010940
ENSACAP00000020790	ENSMUSP00000106329
ENSACAP00000001887	ENSMUSP00000075609
ENSACAP00000023461	ENSMUSP00000024957
ENSACAP00000006133	ENSMUSP00000119049
ENSACAP00000021554	ENSMUSP00000130012
ENSACAP00000009494	ENSMUSP00000064622
ENSACAP00000010524	ENSMUSP00000031262
ENSACAP00000001172	ENSMUSP00000113343
ENSACAP00000009837	ENSMUSP00000048595
ENSACAP00000005899	ENSMUSP00000099325
ENSACAP00000016362	ENSMUSP00000033934
ENSACAP00000001520	ENSMUSP00000128382
ENSACAP00000003126	ENSMUSP00000024981
ENSACAP00000001888	ENSMUSP00000087478
ENSACAP00000002988	ENSMUSP00000132287
ENSACAP00000001562	ENSMUSP00000059494
ENSACAP00000002617	ENSMUSP00000036119
ENSACAP00000009853	ENSMUSP00000049156
ENSACAP00000000978	ENSMUSP00000032877
ENSACAP00000000194	ENSMUSP00000028900
ENSACAP00000011190	ENSMUSP00000125492
ENSACAP00000010896	ENSMUSP00000068004
ENSACAP00000005695	ENSMUSP00000106999
ENSACAP00000011519	ENSMUSP00000052563
ENSACAP00000013462	ENSMUSP00000019447
ENSACAP00000008937	ENSMUSP00000003529
ENSACAP00000014671	ENSMUSP00000054367
ENSACAP00000010301	ENSMUSP00000029909
ENSACAP00000015485	ENSMUSP00000022227
ENSACAP00000011800	ENSMUSP00000036265
ENSACAP00000013990	ENSMUSP00000028911
ENSACAP00000005790	ENSMUSP00000087208
ENSACAP00000013776	ENSMUSP00000034234
ENSACAP00000006822	ENSMUSP00000114844
ENSACAP00000006152	ENSMUSP00000043355
ENSACAP00000002406	ENSMUSP00000022518
ENSACAP00000014575	ENSMUSP00000009102
ENSACAP00000005213	ENSMUSP00000002845
ENSACAP00000002649	ENSMUSP00000043519
ENSACAP00000015238	ENSMUSP00000007559
ENSACAP00000013564	ENSMUSP00000070821
ENSACAP00000008896	ENSMUSP00000043896
ENSACAP00000006483	ENSMUSP00000019861
ENSACAP00000003559	ENSMUSP00000013737
ENSACAP00000009667	ENSMUSP00000067830
ENSACAP00000004333	ENSMUSP00000019517
ENSACAP00000001467	ENSMUSP00000021416
ENSACAP00000003202	ENSMUSP00000099654
ENSACAP00000009749	ENSMUSP00000137597
ENSACAP00000013760	ENSMUSP00000099383
ENSACAP00000011341	ENSMUSP00000031740
ENSACAP00000011577	ENSMUSP00000034929
ENSACAP00000005333	ENSMUSP00000024486
ENSACAP00000004652	ENSMUSP00000114504
ENSACAP00000016189	ENSMUSP00000022577
ENSACAP00000012078	ENSMUSP00000029105
ENSACAP00000016234	ENSMUSP00000035506
ENSACAP00000012895	ENSMUSP00000029842
ENSACAP00000013868	ENSMUSP00000139026
ENSACAP00000000800	ENSMUSP00000033282
ENSACAP00000016478	ENSMUSP00000067701
ENSACAP00000012026	ENSMUSP00000045792
ENSACAP00000014659	ENSMUSP00000049759
ENSACAP00000005141	ENSMUSP00000065198
ENSACAP00000017240	ENSMUSP00000030313
ENSACAP00000003005	ENSMUSP00000070834
ENSACAP00000010145	ENSMUSP00000108771
ENSACAP00000002521	ENSMUSP00000028592
ENSACAP00000002572	ENSMUSP00000093406
ENSACAP00000002331	ENSMUSP00000048482
ENSACAP00000003938	ENSMUSP00000092409
ENSACAP00000016453	ENSMUSP00000059471
ENSACAP00000011853	ENSMUSP00000051206
ENSACAP00000007613	ENSMUSP00000022462
ENSACAP00000001383	ENSMUSP00000099758
ENSACAP00000014910	ENSMUSP00000103768
ENSACAP00000010689	ENSMUSP00000046558
ENSACAP00000003365	ENSMUSP00000036915
ENSACAP00000009995	ENSMUSP00000017443
ENSACAP00000010975	ENSMUSP00000001611
ENSACAP00000014527	ENSMUSP00000120840
ENSACAP00000011089	ENSMUSP00000138581
ENSACAP00000001268	ENSMUSP00000071719
ENSACAP00000014942	ENSMUSP00000025101
ENSACAP00000010876	ENSMUSP00000110011
ENSACAP00000005542	ENSMUSP00000029092
ENSACAP00000006386	ENSMUSP00000112121
ENSACAP00000008745	ENSMUSP00000018572
ENSACAP00000001521	ENSMUSP00000051216
ENSACAP00000016408	ENSMUSP00000082374
ENSACAP00000006034	ENSMUSP00000024972
ENSACAP00000004642	ENSMUSP00000027623
ENSACAP00000001112	ENSMUSP00000059166
ENSACAP00000013669	ENSMUSP00000034079
ENSACAP00000001701	ENSMUSP00000021832
ENSACAP00000011556	ENSMUSP00000081889
ENSACAP00000015997	ENSMUSP00000110822
ENSACAP00000009306	ENSMUSP00000134576
ENSACAP00000006434	ENSMUSP00000017622
ENSACAP00000013421	ENSMUSP00000015333
ENSACAP00000011494	ENSMUSP00000072800
ENSACAP00000003886	ENSMUSP00000131842
ENSACAP00000007895	ENSMUSP00000046517
ENSACAP00000006442	ENSMUSP00000125874
ENSACAP00000009460	ENSMUSP00000091312
ENSACAP00000008643	ENSMUSP00000134781
ENSACAP00000008170	ENSMUSP00000043143
ENSACAP00000002122	ENSMUSP00000116575
ENSACAP00000008152	ENSMUSP00000114906
ENSACAP00000000714	ENSMUSP00000036482
ENSACAP00000001123	ENSMUSP00000138112
ENSACAP00000009317	ENSMUSP00000125288
ENSACAP00000018624	ENSMUSP00000038938
ENSACAP00000001226	ENSMUSP00000061835
ENSACAP00000007031	ENSMUSP00000033198
ENSACAP00000010554	ENSMUSP00000103762
ENSACAP00000012553	ENSMUSP00000063450
ENSACAP00000019793	ENSMUSP00000022998
ENSACAP00000010887	ENSMUSP00000115882
ENSACAP00000011773	ENSMUSP00000088725
ENSACAP00000003370	ENSMUSP00000034392
ENSACAP00000009713	ENSMUSP00000032410
ENSACAP00000016394	ENSMUSP00000117009
ENSACAP00000005363	ENSMUSP00000109312
ENSACAP00000003676	ENSMUSP00000045925
ENSACAP00000001078	ENSMUSP00000107939
ENSACAP00000008153	ENSMUSP00000037484
ENSACAP00000018554	ENSMUSP00000097156
ENSACAP00000006493	ENSMUSP00000042009
ENSACAP00000011812	ENSMUSP00000038367
ENSACAP00000000017	ENSMUSP00000024725
ENSACAP00000016730	ENSMUSP00000062279
ENSACAP00000016358	ENSMUSP00000050647
ENSACAP00000000070	ENSMUSP00000023630
ENSACAP00000019179	ENSMUSP00000038387
ENSACAP00000022226	ENSMUSP00000035196
ENSACAP00000012436	ENSMUSP00000099482
ENSACAP00000000171	ENSMUSP00000120816
ENSACAP00000015052	ENSMUSP00000001559
ENSACAP00000002233	ENSMUSP00000045948
ENSACAP00000018742	ENSMUSP00000030675
ENSACAP00000001974	ENSMUSP00000043040
ENSACAP00000015612	ENSMUSP00000127662
ENSACAP00000005309	ENSMUSP00000023913
ENSACAP00000009309	ENSMUSP00000109109
ENSACAP00000014417	ENSMUSP00000020049
ENSACAP00000002654	ENSMUSP00000017384
ENSACAP00000013110	ENSMUSP00000038211
ENSACAP00000000057	ENSMUSP00000120658
ENSACAP00000015273	ENSMUSP00000027846
ENSACAP00000009635	ENSMUSP00000043439
ENSACAP00000004896	ENSMUSP00000046033
ENSACAP00000016791	ENSMUSP00000104496
ENSACAP00000000799	ENSMUSP00000108526
ENSACAP00000009654	ENSMUSP00000099515
ENSACAP00000000352	ENSMUSP00000040347
ENSACAP00000011282	ENSMUSP00000129441
ENSACAP00000006476	ENSMUSP00000047761
ENSACAP00000002218	ENSMUSP00000070109
ENSACAP00000007611	ENSMUSP00000023019
ENSACAP00000003023	ENSMUSP00000132688
ENSACAP00000014725	ENSMUSP00000056485
ENSACAP00000002256	ENSMUSP00000033933
ENSACAP00000004419	ENSMUSP00000034896
ENSACAP00000014415	ENSMUSP00000095783
ENSACAP00000014682	ENSMUSP00000048319
ENSACAP00000009661	ENSMUSP00000020493
ENSACAP00000016378	ENSMUSP00000047700
ENSACAP00000006925	ENSMUSP00000074025
ENSACAP00000003286	ENSMUSP00000087636
ENSACAP00000000856	ENSMUSP00000027257
ENSACAP00000004075	ENSMUSP00000103845
ENSACAP00000010528	ENSMUSP00000054210
ENSACAP00000001880	ENSMUSP00000103068
ENSACAP00000003498	ENSMUSP00000048826
ENSACAP00000002229	ENSMUSP00000039853
ENSACAP00000018905	ENSMUSP00000024946
ENSACAP00000007996	ENSMUSP00000095572
ENSACAP00000012679	ENSMUSP00000050854
ENSACAP00000008040	ENSMUSP00000026823
ENSACAP00000012953	ENSMUSP00000136163
ENSACAP00000000013	ENSMUSP00000024736
ENSACAP00000000638	ENSMUSP00000046536
ENSACAP00000005580	ENSMUSP00000072018
ENSACAP00000020736	ENSMUSP00000087997
ENSACAP00000007098	ENSMUSP00000052641
ENSACAP00000002848	ENSMUSP00000062887
ENSACAP00000007307	ENSMUSP00000021313
ENSACAP00000008203	ENSMUSP00000027970
ENSACAP00000011406	ENSMUSP00000043662
ENSACAP00000005620	ENSMUSP00000019932
ENSACAP00000003629	ENSMUSP00000003946
ENSACAP00000000559	ENSMUSP00000126772
ENSACAP00000023197	ENSMUSP00000032824
ENSACAP00000011544	ENSMUSP00000054994
ENSACAP00000005896	ENSMUSP00000109236
ENSACAP00000000754	ENSMUSP00000028835
ENSACAP00000004221	ENSMUSP00000022345
ENSACAP00000002788	ENSMUSP00000027357
ENSACAP00000005131	ENSMUSP00000023365
ENSACAP00000017690	ENSMUSP00000102929
ENSACAP00000006308	ENSMUSP00000022586
ENSACAP00000014403	ENSMUSP00000032920
ENSACAP00000002992	ENSMUSP00000001757
ENSACAP00000018026	ENSMUSP00000031588
ENSACAP00000001918	ENSMUSP00000097912
ENSACAP00000008198	ENSMUSP00000048042
ENSACAP00000017407	ENSMUSP00000083341
ENSACAP00000000726	ENSMUSP00000018516
ENSACAP00000022364	ENSMUSP00000022528
ENSACAP00000007005	ENSMUSP00000031678
ENSACAP00000006627	ENSMUSP00000018803
ENSACAP00000014762	ENSMUSP00000019862
ENSACAP00000001547	ENSMUSP00000076090
ENSACAP00000012366	ENSMUSP00000033173
ENSACAP00000014685	ENSMUSP00000099710
ENSACAP00000000493	ENSMUSP00000022721
ENSACAP00000018531	ENSMUSP00000024763
ENSACAP00000014068	ENSMUSP00000030265
ENSACAP00000008854	ENSMUSP00000034803
ENSACAP00000004976	ENSMUSP00000031590
ENSACAP00000008284	ENSMUSP00000119829
ENSACAP00000010367	ENSMUSP00000103857
ENSACAP00000003037	ENSMUSP00000055776
ENSACAP00000012858	ENSMUSP00000042825
ENSACAP00000004459	ENSMUSP00000038576
ENSACAP00000004857	ENSMUSP00000049124
ENSACAP00000005960	ENSMUSP00000102224
ENSACAP00000021857	ENSMUSP00000034465
ENSACAP00000016084	ENSMUSP00000134259
ENSACAP00000008224	ENSMUSP00000096898
ENSACAP00000005151	ENSMUSP00000002805
ENSACAP00000006468	ENSMUSP00000058832
ENSACAP00000008264	ENSMUSP00000025823
ENSACAP00000002125	ENSMUSP00000094808
ENSACAP00000008427	ENSMUSP00000052765
ENSACAP00000005890	ENSMUSP00000048709
ENSACAP00000013979	ENSMUSP00000044350
ENSACAP00000013515	ENSMUSP00000037459
ENSACAP00000016422	ENSMUSP00000030661
ENSACAP00000005470	ENSMUSP00000116608
ENSACAP00000007256	ENSMUSP00000089808
ENSACAP00000007371	ENSMUSP00000034429
ENSACAP00000001258	ENSMUSP00000034457
ENSACAP00000001930	ENSMUSP00000043442
ENSACAP00000003719	ENSMUSP00000132443
ENSACAP00000009543	ENSMUSP00000042391
ENSACAP00000016437	ENSMUSP00000030662
ENSACAP00000001752	ENSMUSP00000023873
ENSACAP00000004614	ENSMUSP00000097221
ENSACAP00000009594	ENSMUSP00000084252
ENSACAP00000007652	ENSMUSP00000108131
ENSACAP00000011114	ENSMUSP00000100061
ENSACAP00000011180	ENSMUSP00000091768
ENSACAP00000005946	ENSMUSP00000056027
ENSACAP00000001376	ENSMUSP00000126603
ENSACAP00000000660	ENSMUSP00000027503
ENSACAP00000003562	ENSMUSP00000053145
ENSACAP00000001371	ENSMUSP00000092839
ENSACAP00000009644	ENSMUSP00000062326
ENSACAP00000015891	ENSMUSP00000022716
ENSACAP00000014559	ENSMUSP00000109858
ENSACAP00000003378	ENSMUSP00000034393
ENSACAP00000008931	ENSMUSP00000033961
ENSACAP00000008872	ENSMUSP00000021817
ENSACAP00000014920	ENSMUSP00000070619
ENSACAP00000011154	ENSMUSP00000020794
ENSACAP00000016142	ENSMUSP00000070548
ENSACAP00000011136	ENSMUSP00000132247
ENSACAP00000013898	ENSMUSP00000046658
ENSACAP00000016171	ENSMUSP00000027049
ENSACAP00000023482	ENSMUSP00000038375
ENSACAP00000014456	ENSMUSP00000099748
ENSACAP00000003359	ENSMUSP00000033121
ENSACAP00000009988	ENSMUSP00000065228
ENSACAP00000004343	ENSMUSP00000070098
ENSACAP00000000395	ENSMUSP00000125149
ENSACAP00000008125	ENSMUSP00000125623
ENSACAP00000012575	ENSMUSP00000048395
ENSACAP00000011061	ENSMUSP00000062410
ENSACAP00000004325	ENSMUSP00000127413
ENSACAP00000001667	ENSMUSP00000021370
ENSACAP00000006679	ENSMUSP00000095251
ENSACAP00000006178	ENSMUSP00000026986
ENSACAP00000015798	ENSMUSP00000008517
ENSACAP00000009687	ENSMUSP00000112790
ENSACAP00000003191	ENSMUSP00000060835
ENSACAP00000009823	ENSMUSP00000032406
ENSACAP00000013589	ENSMUSP00000055318
ENSACAP00000005893	ENSMUSP00000079937
ENSACAP00000000780	ENSMUSP00000022601
ENSACAP00000009575	ENSMUSP00000027380
ENSACAP00000010659	ENSMUSP00000055455
ENSACAP00000014361	ENSMUSP00000063461
ENSACAP00000010025	ENSMUSP00000022751
ENSACAP00000007688	ENSMUSP00000051782
ENSACAP00000016357	ENSMUSP00000120016
ENSACAP00000012952	ENSMUSP00000072788
ENSACAP00000002184	ENSMUSP00000019276
ENSACAP00000018223	ENSMUSP00000034859
ENSACAP00000014869	ENSMUSP00000099760
ENSACAP00000023146	ENSMUSP00000020488
ENSACAP00000001272	ENSMUSP00000121617
ENSACAP00000003946	ENSMUSP00000022680
ENSACAP00000002179	ENSMUSP00000023449
ENSACAP00000006514	ENSMUSP00000032485
ENSACAP00000007050	ENSMUSP00000004379
ENSACAP00000005030	ENSMUSP00000101477
ENSACAP00000004234	ENSMUSP00000035304
ENSACAP00000000676	ENSMUSP00000027478
ENSACAP00000013920	ENSMUSP00000030365
ENSACAP00000008891	ENSMUSP00000043033
ENSACAP00000010117	ENSMUSP00000096880
ENSACAP00000003512	ENSMUSP00000099677
ENSACAP00000015707	ENSMUSP00000112116
ENSACAP00000008563	ENSMUSP00000127142
ENSACAP00000015753	ENSMUSP00000050532
ENSACAP00000012200	ENSMUSP00000065352
ENSACAP00000012433	ENSMUSP00000025490
ENSACAP00000009358	ENSMUSP00000022063
ENSACAP00000009156	ENSMUSP00000005015
ENSACAP00000021985	ENSMUSP00000020579
ENSACAP00000013821	ENSMUSP00000030360
ENSACAP00000000873	ENSMUSP00000033276
ENSACAP00000015037	ENSMUSP00000030446
ENSACAP00000016012	ENSMUSP00000080512
ENSACAP00000000997	ENSMUSP00000026976
ENSACAP00000004021	ENSMUSP00000092410
ENSACAP00000015819	ENSMUSP00000113928
ENSACAP00000009782	ENSMUSP00000132516
ENSACAP00000013656	ENSMUSP00000053216
ENSACAP00000012682	ENSMUSP00000031628
ENSACAP00000017477	ENSMUSP00000132614
ENSACAP00000009271	ENSMUSP00000117971
ENSACAP00000004787	ENSMUSP00000020002
ENSACAP00000011865	ENSMUSP00000031053
ENSACAP00000010142	ENSMUSP00000022135
ENSACAP00000011671	ENSMUSP00000049280
ENSACAP00000008681	ENSMUSP00000034205
ENSACAP00000001637	ENSMUSP00000036141
ENSACAP00000000490	ENSMUSP00000023213
ENSACAP00000005832	ENSMUSP00000034094
ENSACAP00000000296	ENSMUSP00000103348
ENSACAP00000002697	ENSMUSP00000027358
ENSACAP00000016251	ENSMUSP00000055295
ENSACAP00000008868	ENSMUSP00000043580
ENSACAP00000015171	ENSMUSP00000048101
ENSACAP00000012464	ENSMUSP00000065275
ENSACAP00000006662	ENSMUSP00000027785
ENSACAP00000017096	ENSMUSP00000092673
ENSACAP00000018764	ENSMUSP00000055293
ENSACAP00000008295	ENSMUSP00000041184
ENSACAP00000015155	ENSMUSP00000133259
ENSACAP00000010423	ENSMUSP00000128141
ENSACAP00000021106	ENSMUSP00000112620
ENSACAP00000004960	ENSMUSP00000113247
ENSACAP00000007575	ENSMUSP00000124033
ENSACAP00000006262	ENSMUSP00000059173
ENSACAP00000012125	ENSMUSP00000070927
