ENSACAP00000008923	ENSORLP00000011382
ENSACAP00000001110	ENSORLP00000011907
ENSACAP00000016455	ENSORLP00000005702
ENSACAP00000001527	ENSORLP00000018927
ENSACAP00000002240	ENSORLP00000016052
ENSACAP00000002240	ENSORLP00000002061
ENSACAP00000002470	ENSORLP00000018711
ENSACAP00000009231	ENSORLP00000015989
ENSACAP00000009179	ENSORLP00000002925
ENSACAP00000008697	ENSORLP00000011974
ENSACAP00000004131	ENSORLP00000001769
ENSACAP00000007434	ENSORLP00000023268
ENSACAP00000007039	ENSORLP00000007690
ENSACAP00000011665	ENSORLP00000004655
ENSACAP00000017575	ENSORLP00000021893
ENSACAP00000008531	ENSORLP00000017042
ENSACAP00000012574	ENSORLP00000005777
ENSACAP00000001472	ENSORLP00000017989
ENSACAP00000004665	ENSORLP00000024797
ENSACAP00000009166	ENSORLP00000021600
ENSACAP00000017623	ENSORLP00000015514
ENSACAP00000007676	ENSORLP00000024398
ENSACAP00000000920	ENSORLP00000001248
ENSACAP00000012313	ENSORLP00000005297
ENSACAP00000022381	ENSORLP00000012898
ENSACAP00000015145	ENSORLP00000016908
ENSACAP00000022914	ENSORLP00000001207
ENSACAP00000007090	ENSORLP00000015254
ENSACAP00000007090	ENSORLP00000009234
ENSACAP00000012178	ENSORLP00000015361
ENSACAP00000015320	ENSORLP00000019210
ENSACAP00000017799	ENSORLP00000007432
ENSACAP00000006354	ENSORLP00000023900
ENSACAP00000005924	ENSORLP00000023979
ENSACAP00000004899	ENSORLP00000003170
ENSACAP00000000346	ENSORLP00000006078
ENSACAP00000000346	ENSORLP00000024183
ENSACAP00000006163	ENSORLP00000018167
ENSACAP00000004137	ENSORLP00000021439
ENSACAP00000002194	ENSORLP00000004219
ENSACAP00000012454	ENSORLP00000008129
ENSACAP00000010426	ENSORLP00000014513
ENSACAP00000012449	ENSORLP00000017964
ENSACAP00000008678	ENSORLP00000020002
ENSACAP00000003107	ENSORLP00000018722
ENSACAP00000003908	ENSORLP00000009365
ENSACAP00000017693	ENSORLP00000022316
ENSACAP00000014877	ENSORLP00000009225
ENSACAP00000014877	ENSORLP00000002942
ENSACAP00000003227	ENSORLP00000011856
ENSACAP00000009083	ENSORLP00000014579
ENSACAP00000003164	ENSORLP00000025793
ENSACAP00000002575	ENSORLP00000007350
ENSACAP00000007580	ENSORLP00000020119
ENSACAP00000015910	ENSORLP00000022612
ENSACAP00000015910	ENSORLP00000013684
ENSACAP00000000059	ENSORLP00000007633
ENSACAP00000000222	ENSORLP00000006468
ENSACAP00000004872	ENSORLP00000011533
ENSACAP00000004535	ENSORLP00000007086
ENSACAP00000008137	ENSORLP00000001890
ENSACAP00000002732	ENSORLP00000024412
ENSACAP00000008453	ENSORLP00000009156
ENSACAP00000004656	ENSORLP00000009258
ENSACAP00000008674	ENSORLP00000025276
ENSACAP00000006723	ENSORLP00000015097
ENSACAP00000016603	ENSORLP00000022700
ENSACAP00000010565	ENSORLP00000015013
ENSACAP00000015098	ENSORLP00000000526
ENSACAP00000008251	ENSORLP00000012722
ENSACAP00000021744	ENSORLP00000001347
ENSACAP00000002763	ENSORLP00000009692
ENSACAP00000017372	ENSORLP00000014602
ENSACAP00000014592	ENSORLP00000004466
ENSACAP00000023338	ENSORLP00000019433
ENSACAP00000000697	ENSORLP00000023491
ENSACAP00000010334	ENSORLP00000009646
ENSACAP00000013931	ENSORLP00000015553
ENSACAP00000004694	ENSORLP00000018540
ENSACAP00000008126	ENSORLP00000022064
ENSACAP00000006302	ENSORLP00000012161
ENSACAP00000015926	ENSORLP00000009742
ENSACAP00000015926	ENSORLP00000015419
ENSACAP00000008642	ENSORLP00000017616
ENSACAP00000001311	ENSORLP00000014194
ENSACAP00000001217	ENSORLP00000002947
ENSACAP00000015789	ENSORLP00000014898
ENSACAP00000012780	ENSORLP00000011076
ENSACAP00000001766	ENSORLP00000021538
ENSACAP00000015734	ENSORLP00000000743
ENSACAP00000001653	ENSORLP00000017226
ENSACAP00000012608	ENSORLP00000017315
ENSACAP00000004000	ENSORLP00000009464
ENSACAP00000017726	ENSORLP00000007343
ENSACAP00000008699	ENSORLP00000004164
ENSACAP00000006240	ENSORLP00000010895
ENSACAP00000003664	ENSORLP00000006374
ENSACAP00000016055	ENSORLP00000001787
ENSACAP00000010113	ENSORLP00000021680
ENSACAP00000018479	ENSORLP00000013721
ENSACAP00000008576	ENSORLP00000020025
ENSACAP00000012592	ENSORLP00000008042
ENSACAP00000010099	ENSORLP00000024086
ENSACAP00000016672	ENSORLP00000018326
ENSACAP00000003389	ENSORLP00000009260
ENSACAP00000002874	ENSORLP00000015657
ENSACAP00000002574	ENSORLP00000016467
ENSACAP00000012539	ENSORLP00000020927
ENSACAP00000012414	ENSORLP00000019120
ENSACAP00000005122	ENSORLP00000023419
ENSACAP00000006559	ENSORLP00000015261
ENSACAP00000014479	ENSORLP00000018113
ENSACAP00000007449	ENSORLP00000007016
ENSACAP00000016184	ENSORLP00000010237
ENSACAP00000022501	ENSORLP00000002124
ENSACAP00000006305	ENSORLP00000017498
ENSACAP00000017611	ENSORLP00000004814
ENSACAP00000004250	ENSORLP00000016542
ENSACAP00000014281	ENSORLP00000014307
ENSACAP00000013808	ENSORLP00000016449
ENSACAP00000017206	ENSORLP00000021849
ENSACAP00000000650	ENSORLP00000015287
ENSACAP00000008466	ENSORLP00000007414
ENSACAP00000012730	ENSORLP00000016310
ENSACAP00000021795	ENSORLP00000008882
ENSACAP00000007001	ENSORLP00000024092
ENSACAP00000007001	ENSORLP00000020520
ENSACAP00000004564	ENSORLP00000022928
ENSACAP00000008100	ENSORLP00000016912
ENSACAP00000009770	ENSORLP00000009071
ENSACAP00000010839	ENSORLP00000002217
ENSACAP00000007463	ENSORLP00000019361
ENSACAP00000006913	ENSORLP00000004883
ENSACAP00000004841	ENSORLP00000024031
ENSACAP00000004841	ENSORLP00000009363
ENSACAP00000022056	ENSORLP00000002139
ENSACAP00000001950	ENSORLP00000007251
ENSACAP00000017759	ENSORLP00000009788
ENSACAP00000019132	ENSORLP00000020896
ENSACAP00000010459	ENSORLP00000022329
ENSACAP00000020240	ENSORLP00000011322
ENSACAP00000020240	ENSORLP00000002983
ENSACAP00000021839	ENSORLP00000016161
ENSACAP00000012540	ENSORLP00000015247
ENSACAP00000023187	ENSORLP00000012655
ENSACAP00000013474	ENSORLP00000006558
ENSACAP00000007507	ENSORLP00000000063
ENSACAP00000006768	ENSORLP00000006777
ENSACAP00000012973	ENSORLP00000019449
ENSACAP00000007427	ENSORLP00000019527
ENSACAP00000017303	ENSORLP00000014013
ENSACAP00000000398	ENSORLP00000003669
ENSACAP00000016632	ENSORLP00000025285
ENSACAP00000010118	ENSORLP00000007075
ENSACAP00000005208	ENSORLP00000024586
ENSACAP00000021786	ENSORLP00000025398
ENSACAP00000006751	ENSORLP00000008145
ENSACAP00000017279	ENSORLP00000015593
ENSACAP00000017279	ENSORLP00000005670
ENSACAP00000012685	ENSORLP00000023227
ENSACAP00000014032	ENSORLP00000024618
ENSACAP00000008884	ENSORLP00000002446
ENSACAP00000000179	ENSORLP00000006105
ENSACAP00000009268	ENSORLP00000016357
ENSACAP00000008500	ENSORLP00000004634
ENSACAP00000008029	ENSORLP00000014102
ENSACAP00000007200	ENSORLP00000000133
ENSACAP00000001400	ENSORLP00000005915
ENSACAP00000003604	ENSORLP00000016595
ENSACAP00000007320	ENSORLP00000002034
ENSACAP00000001810	ENSORLP00000007143
ENSACAP00000016203	ENSORLP00000020481
ENSACAP00000008086	ENSORLP00000009391
ENSACAP00000021989	ENSORLP00000006850
ENSACAP00000015389	ENSORLP00000001278
ENSACAP00000016054	ENSORLP00000024510
ENSACAP00000007960	ENSORLP00000003542
ENSACAP00000007020	ENSORLP00000009424
ENSACAP00000007020	ENSORLP00000006437
ENSACAP00000012868	ENSORLP00000016560
ENSACAP00000004064	ENSORLP00000021494
ENSACAP00000002511	ENSORLP00000000644
ENSACAP00000015328	ENSORLP00000018626
ENSACAP00000009283	ENSORLP00000001000
ENSACAP00000005850	ENSORLP00000012018
ENSACAP00000005561	ENSORLP00000001874
ENSACAP00000020095	ENSORLP00000022246
ENSACAP00000002001	ENSORLP00000011791
ENSACAP00000011479	ENSORLP00000014845
ENSACAP00000013349	ENSORLP00000017827
ENSACAP00000005318	ENSORLP00000011750
ENSACAP00000021880	ENSORLP00000021405
ENSACAP00000005545	ENSORLP00000015030
ENSACAP00000022516	ENSORLP00000019948
ENSACAP00000002255	ENSORLP00000008650
ENSACAP00000000336	ENSORLP00000014198
ENSACAP00000000548	ENSORLP00000012373
ENSACAP00000002342	ENSORLP00000014621
ENSACAP00000017711	ENSORLP00000005385
ENSACAP00000010262	ENSORLP00000011843
ENSACAP00000013657	ENSORLP00000018920
ENSACAP00000016980	ENSORLP00000023053
ENSACAP00000006390	ENSORLP00000007346
ENSACAP00000001233	ENSORLP00000000604
ENSACAP00000001923	ENSORLP00000014430
ENSACAP00000014376	ENSORLP00000004204
ENSACAP00000012979	ENSORLP00000013303
ENSACAP00000015400	ENSORLP00000022891
ENSACAP00000003988	ENSORLP00000017709
ENSACAP00000006183	ENSORLP00000011051
ENSACAP00000001107	ENSORLP00000010190
ENSACAP00000011414	ENSORLP00000014769
ENSACAP00000002407	ENSORLP00000025620
ENSACAP00000002661	ENSORLP00000000354
ENSACAP00000004421	ENSORLP00000001930
ENSACAP00000016550	ENSORLP00000021874
ENSACAP00000007088	ENSORLP00000007095
ENSACAP00000010225	ENSORLP00000007218
ENSACAP00000010225	ENSORLP00000021305
ENSACAP00000001265	ENSORLP00000025754
ENSACAP00000005827	ENSORLP00000017607
ENSACAP00000006906	ENSORLP00000007634
ENSACAP00000015848	ENSORLP00000003546
ENSACAP00000002468	ENSORLP00000022636
ENSACAP00000005652	ENSORLP00000025094
ENSACAP00000009077	ENSORLP00000019365
ENSACAP00000010266	ENSORLP00000007210
ENSACAP00000016859	ENSORLP00000024034
ENSACAP00000010310	ENSORLP00000010261
ENSACAP00000008183	ENSORLP00000022685
ENSACAP00000008183	ENSORLP00000016946
ENSACAP00000003159	ENSORLP00000012942
ENSACAP00000005845	ENSORLP00000009554
ENSACAP00000005845	ENSORLP00000017504
ENSACAP00000017256	ENSORLP00000009108
ENSACAP00000015177	ENSORLP00000020629
ENSACAP00000017769	ENSORLP00000004862
ENSACAP00000002712	ENSORLP00000011377
ENSACAP00000008571	ENSORLP00000019730
ENSACAP00000013308	ENSORLP00000016009
ENSACAP00000006841	ENSORLP00000007599
ENSACAP00000004843	ENSORLP00000011877
ENSACAP00000014437	ENSORLP00000013850
ENSACAP00000003076	ENSORLP00000020332
ENSACAP00000008794	ENSORLP00000025222
ENSACAP00000001295	ENSORLP00000022681
ENSACAP00000002142	ENSORLP00000011147
ENSACAP00000013717	ENSORLP00000011122
ENSACAP00000008796	ENSORLP00000013578
ENSACAP00000017023	ENSORLP00000011373
ENSACAP00000005095	ENSORLP00000017560
ENSACAP00000005415	ENSORLP00000012660
ENSACAP00000003288	ENSORLP00000000403
ENSACAP00000007214	ENSORLP00000007886
ENSACAP00000012937	ENSORLP00000016603
ENSACAP00000007483	ENSORLP00000023754
ENSACAP00000011264	ENSORLP00000009735
ENSACAP00000007378	ENSORLP00000024512
ENSACAP00000010948	ENSORLP00000019903
ENSACAP00000000666	ENSORLP00000017972
ENSACAP00000003817	ENSORLP00000018468
ENSACAP00000003817	ENSORLP00000005120
ENSACAP00000000220	ENSORLP00000017472
ENSACAP00000014616	ENSORLP00000024933
ENSACAP00000012217	ENSORLP00000014083
ENSACAP00000005519	ENSORLP00000005014
ENSACAP00000011360	ENSORLP00000003901
ENSACAP00000008422	ENSORLP00000020690
ENSACAP00000006357	ENSORLP00000006611
ENSACAP00000016981	ENSORLP00000018355
ENSACAP00000022500	ENSORLP00000004734
ENSACAP00000011980	ENSORLP00000016785
ENSACAP00000022457	ENSORLP00000015662
ENSACAP00000006567	ENSORLP00000023077
ENSACAP00000010976	ENSORLP00000004647
ENSACAP00000001976	ENSORLP00000016143
ENSACAP00000008555	ENSORLP00000009105
ENSACAP00000007940	ENSORLP00000017413
ENSACAP00000015441	ENSORLP00000020578
ENSACAP00000014949	ENSORLP00000019852
ENSACAP00000001270	ENSORLP00000018344
ENSACAP00000015011	ENSORLP00000000520
ENSACAP00000002731	ENSORLP00000015586
ENSACAP00000015731	ENSORLP00000001850
ENSACAP00000004811	ENSORLP00000018499
ENSACAP00000003795	ENSORLP00000017139
ENSACAP00000015525	ENSORLP00000012845
ENSACAP00000015368	ENSORLP00000009410
ENSACAP00000000850	ENSORLP00000022082
ENSACAP00000000787	ENSORLP00000006201
ENSACAP00000009313	ENSORLP00000016864
ENSACAP00000018283	ENSORLP00000011475
ENSACAP00000018283	ENSORLP00000008325
ENSACAP00000003269	ENSORLP00000012778
ENSACAP00000017035	ENSORLP00000024451
ENSACAP00000000178	ENSORLP00000010607
ENSACAP00000013354	ENSORLP00000006083
ENSACAP00000010213	ENSORLP00000017719
ENSACAP00000004416	ENSORLP00000016613
ENSACAP00000021286	ENSORLP00000005457
ENSACAP00000010206	ENSORLP00000025638
ENSACAP00000012047	ENSORLP00000015556
ENSACAP00000015770	ENSORLP00000014348
ENSACAP00000015770	ENSORLP00000003677
ENSACAP00000014102	ENSORLP00000013557
ENSACAP00000006513	ENSORLP00000015267
ENSACAP00000001656	ENSORLP00000022296
ENSACAP00000015741	ENSORLP00000012257
ENSACAP00000003297	ENSORLP00000023995
ENSACAP00000013816	ENSORLP00000000623
ENSACAP00000013816	ENSORLP00000020326
ENSACAP00000013265	ENSORLP00000018204
ENSACAP00000014975	ENSORLP00000007403
ENSACAP00000000283	ENSORLP00000007964
ENSACAP00000002231	ENSORLP00000022528
ENSACAP00000006636	ENSORLP00000014894
ENSACAP00000016086	ENSORLP00000010394
ENSACAP00000016086	ENSORLP00000018863
ENSACAP00000009409	ENSORLP00000000121
ENSACAP00000017078	ENSORLP00000012230
ENSACAP00000018653	ENSORLP00000025189
ENSACAP00000000187	ENSORLP00000004162
ENSACAP00000006598	ENSORLP00000024181
ENSACAP00000006572	ENSORLP00000006811
ENSACAP00000005879	ENSORLP00000022873
ENSACAP00000005879	ENSORLP00000018455
ENSACAP00000001247	ENSORLP00000025749
ENSACAP00000017687	ENSORLP00000021892
ENSACAP00000008380	ENSORLP00000007392
ENSACAP00000009935	ENSORLP00000023358
ENSACAP00000015076	ENSORLP00000005080
ENSACAP00000000924	ENSORLP00000002836
ENSACAP00000008903	ENSORLP00000010538
ENSACAP00000006610	ENSORLP00000010144
ENSACAP00000010816	ENSORLP00000020205
ENSACAP00000003089	ENSORLP00000018672
ENSACAP00000002395	ENSORLP00000016314
ENSACAP00000000009	ENSORLP00000005067
ENSACAP00000009289	ENSORLP00000002935
ENSACAP00000009111	ENSORLP00000006676
ENSACAP00000006770	ENSORLP00000008517
ENSACAP00000001937	ENSORLP00000016370
ENSACAP00000004405	ENSORLP00000013808
ENSACAP00000008437	ENSORLP00000010339
ENSACAP00000018250	ENSORLP00000023302
ENSACAP00000010762	ENSORLP00000024984
ENSACAP00000000872	ENSORLP00000021881
ENSACAP00000003775	ENSORLP00000025750
ENSACAP00000017698	ENSORLP00000014435
ENSACAP00000014208	ENSORLP00000000875
ENSACAP00000015213	ENSORLP00000014482
ENSACAP00000015213	ENSORLP00000007501
ENSACAP00000008744	ENSORLP00000025601
ENSACAP00000014892	ENSORLP00000020953
ENSACAP00000007990	ENSORLP00000010493
ENSACAP00000012377	ENSORLP00000017162
ENSACAP00000006683	ENSORLP00000010858
ENSACAP00000006863	ENSORLP00000003400
ENSACAP00000015822	ENSORLP00000022100
ENSACAP00000006033	ENSORLP00000017237
ENSACAP00000007022	ENSORLP00000000984
ENSACAP00000015604	ENSORLP00000022112
ENSACAP00000002965	ENSORLP00000015636
ENSACAP00000005238	ENSORLP00000021573
ENSACAP00000011624	ENSORLP00000009926
ENSACAP00000016326	ENSORLP00000025126
ENSACAP00000012117	ENSORLP00000003010
ENSACAP00000015380	ENSORLP00000023417
ENSACAP00000008998	ENSORLP00000024721
ENSACAP00000000826	ENSORLP00000008253
ENSACAP00000007333	ENSORLP00000011713
ENSACAP00000001537	ENSORLP00000007533
ENSACAP00000017805	ENSORLP00000023745
ENSACAP00000004439	ENSORLP00000023405
ENSACAP00000000531	ENSORLP00000020273
ENSACAP00000010907	ENSORLP00000013208
ENSACAP00000000824	ENSORLP00000015320
ENSACAP00000014014	ENSORLP00000003444
ENSACAP00000004456	ENSORLP00000015130
ENSACAP00000016756	ENSORLP00000018427
ENSACAP00000005888	ENSORLP00000014839
ENSACAP00000003536	ENSORLP00000022473
ENSACAP00000000133	ENSORLP00000001989
ENSACAP00000005088	ENSORLP00000012197
ENSACAP00000010018	ENSORLP00000019945
ENSACAP00000000099	ENSORLP00000011516
ENSACAP00000016290	ENSORLP00000019603
ENSACAP00000001575	ENSORLP00000004656
ENSACAP00000014706	ENSORLP00000004066
ENSACAP00000002525	ENSORLP00000018276
ENSACAP00000009839	ENSORLP00000006026
ENSACAP00000015377	ENSORLP00000006262
ENSACAP00000000103	ENSORLP00000018899
ENSACAP00000002387	ENSORLP00000017094
ENSACAP00000014503	ENSORLP00000010082
ENSACAP00000010235	ENSORLP00000002299
ENSACAP00000005258	ENSORLP00000007133
ENSACAP00000016199	ENSORLP00000010227
ENSACAP00000016199	ENSORLP00000001124
ENSACAP00000013738	ENSORLP00000022480
ENSACAP00000005009	ENSORLP00000009736
ENSACAP00000012495	ENSORLP00000022422
ENSACAP00000000605	ENSORLP00000013907
ENSACAP00000008297	ENSORLP00000013876
ENSACAP00000014885	ENSORLP00000017276
ENSACAP00000013180	ENSORLP00000003551
ENSACAP00000006592	ENSORLP00000002183
ENSACAP00000019146	ENSORLP00000008270
ENSACAP00000016779	ENSORLP00000007873
ENSACAP00000005541	ENSORLP00000006472
ENSACAP00000014794	ENSORLP00000005514
ENSACAP00000001874	ENSORLP00000014066
ENSACAP00000004298	ENSORLP00000013050
ENSACAP00000013411	ENSORLP00000010379
ENSACAP00000002008	ENSORLP00000014532
ENSACAP00000012819	ENSORLP00000012880
ENSACAP00000007743	ENSORLP00000001040
ENSACAP00000001612	ENSORLP00000016008
ENSACAP00000014060	ENSORLP00000013785
ENSACAP00000004226	ENSORLP00000017903
ENSACAP00000011213	ENSORLP00000000288
ENSACAP00000014630	ENSORLP00000004394
ENSACAP00000000440	ENSORLP00000015791
ENSACAP00000013740	ENSORLP00000005860
ENSACAP00000002164	ENSORLP00000008330
ENSACAP00000004736	ENSORLP00000021467
ENSACAP00000016364	ENSORLP00000017895
ENSACAP00000016376	ENSORLP00000001325
ENSACAP00000003112	ENSORLP00000024949
ENSACAP00000001444	ENSORLP00000006172
ENSACAP00000012940	ENSORLP00000011350
ENSACAP00000011105	ENSORLP00000002361
ENSACAP00000009751	ENSORLP00000006309
ENSACAP00000005407	ENSORLP00000021876
ENSACAP00000012871	ENSORLP00000017216
ENSACAP00000006487	ENSORLP00000024821
ENSACAP00000010811	ENSORLP00000002697
ENSACAP00000003539	ENSORLP00000017531
ENSACAP00000015333	ENSORLP00000005270
ENSACAP00000015333	ENSORLP00000018620
ENSACAP00000000104	ENSORLP00000018397
ENSACAP00000005584	ENSORLP00000014262
ENSACAP00000016960	ENSORLP00000022748
ENSACAP00000002794	ENSORLP00000005914
ENSACAP00000022931	ENSORLP00000006229
ENSACAP00000015142	ENSORLP00000025068
ENSACAP00000006596	ENSORLP00000015427
ENSACAP00000013849	ENSORLP00000013893
ENSACAP00000005068	ENSORLP00000008670
ENSACAP00000007059	ENSORLP00000014822
ENSACAP00000015936	ENSORLP00000021710
ENSACAP00000001823	ENSORLP00000004304
ENSACAP00000003312	ENSORLP00000002230
ENSACAP00000017237	ENSORLP00000006462
ENSACAP00000003152	ENSORLP00000025232
ENSACAP00000003280	ENSORLP00000021375
ENSACAP00000022880	ENSORLP00000015362
ENSACAP00000007841	ENSORLP00000025307
ENSACAP00000013925	ENSORLP00000018103
ENSACAP00000008383	ENSORLP00000008272
ENSACAP00000006045	ENSORLP00000003717
ENSACAP00000005883	ENSORLP00000004155
ENSACAP00000012479	ENSORLP00000011619
ENSACAP00000019554	ENSORLP00000020324
ENSACAP00000006640	ENSORLP00000022876
ENSACAP00000001367	ENSORLP00000010798
ENSACAP00000013909	ENSORLP00000019913
ENSACAP00000021067	ENSORLP00000015369
ENSACAP00000005970	ENSORLP00000022611
ENSACAP00000013556	ENSORLP00000014863
ENSACAP00000013933	ENSORLP00000014970
ENSACAP00000006916	ENSORLP00000011964
ENSACAP00000001221	ENSORLP00000002964
ENSACAP00000005236	ENSORLP00000015878
ENSACAP00000017265	ENSORLP00000012034
ENSACAP00000002000	ENSORLP00000024713
ENSACAP00000016018	ENSORLP00000023800
ENSACAP00000007897	ENSORLP00000018997
ENSACAP00000022128	ENSORLP00000014827
ENSACAP00000016233	ENSORLP00000018885
ENSACAP00000004842	ENSORLP00000019887
ENSACAP00000008439	ENSORLP00000007000
ENSACAP00000002187	ENSORLP00000008944
ENSACAP00000016235	ENSORLP00000016733
ENSACAP00000012604	ENSORLP00000017300
ENSACAP00000005840	ENSORLP00000009680
ENSACAP00000011121	ENSORLP00000020141
ENSACAP00000017233	ENSORLP00000007782
ENSACAP00000011858	ENSORLP00000006114
ENSACAP00000013534	ENSORLP00000000390
ENSACAP00000011703	ENSORLP00000013346
ENSACAP00000003221	ENSORLP00000019462
ENSACAP00000002969	ENSORLP00000018539
ENSACAP00000013597	ENSORLP00000002345
ENSACAP00000017105	ENSORLP00000008887
ENSACAP00000004482	ENSORLP00000016591
ENSACAP00000012316	ENSORLP00000008536
ENSACAP00000017654	ENSORLP00000007428
ENSACAP00000009458	ENSORLP00000007538
ENSACAP00000009541	ENSORLP00000012840
ENSACAP00000013624	ENSORLP00000022849
ENSACAP00000012499	ENSORLP00000000911
ENSACAP00000003625	ENSORLP00000012020
ENSACAP00000004376	ENSORLP00000007173
ENSACAP00000010666	ENSORLP00000017609
ENSACAP00000004266	ENSORLP00000025771
ENSACAP00000013749	ENSORLP00000005106
ENSACAP00000004040	ENSORLP00000003094
ENSACAP00000006780	ENSORLP00000024549
ENSACAP00000007135	ENSORLP00000013776
ENSACAP00000001261	ENSORLP00000008662
ENSACAP00000002824	ENSORLP00000001558
ENSACAP00000013081	ENSORLP00000004083
ENSACAP00000004281	ENSORLP00000011134
ENSACAP00000004281	ENSORLP00000008384
ENSACAP00000004583	ENSORLP00000008861
ENSACAP00000019418	ENSORLP00000009896
ENSACAP00000004814	ENSORLP00000025385
ENSACAP00000002690	ENSORLP00000015910
ENSACAP00000011191	ENSORLP00000007989
ENSACAP00000006676	ENSORLP00000022055
ENSACAP00000016676	ENSORLP00000006799
ENSACAP00000007934	ENSORLP00000007295
ENSACAP00000013356	ENSORLP00000017852
ENSACAP00000023309	ENSORLP00000006477
ENSACAP00000010319	ENSORLP00000012534
ENSACAP00000003940	ENSORLP00000007626
ENSACAP00000002619	ENSORLP00000024898
ENSACAP00000005101	ENSORLP00000019410
ENSACAP00000008825	ENSORLP00000022972
ENSACAP00000014542	ENSORLP00000015772
ENSACAP00000001873	ENSORLP00000008290
ENSACAP00000009791	ENSORLP00000018737
ENSACAP00000001485	ENSORLP00000015752
ENSACAP00000000144	ENSORLP00000022672
ENSACAP00000009187	ENSORLP00000014154
ENSACAP00000007737	ENSORLP00000011204
ENSACAP00000016892	ENSORLP00000003131
ENSACAP00000011545	ENSORLP00000016022
ENSACAP00000011446	ENSORLP00000006457
ENSACAP00000014424	ENSORLP00000012744
ENSACAP00000007077	ENSORLP00000001733
ENSACAP00000013339	ENSORLP00000024779
ENSACAP00000007235	ENSORLP00000011068
ENSACAP00000002590	ENSORLP00000025235
ENSACAP00000016847	ENSORLP00000017399
ENSACAP00000010951	ENSORLP00000001509
ENSACAP00000016196	ENSORLP00000020487
ENSACAP00000003636	ENSORLP00000011219
ENSACAP00000001709	ENSORLP00000016053
ENSACAP00000014550	ENSORLP00000007288
ENSACAP00000005073	ENSORLP00000000145
ENSACAP00000017469	ENSORLP00000024050
ENSACAP00000008862	ENSORLP00000011228
ENSACAP00000017006	ENSORLP00000013478
ENSACAP00000015432	ENSORLP00000001715
ENSACAP00000009058	ENSORLP00000005848
ENSACAP00000007169	ENSORLP00000006494
ENSACAP00000000653	ENSORLP00000012528
ENSACAP00000014618	ENSORLP00000024783
ENSACAP00000004411	ENSORLP00000007186
ENSACAP00000012921	ENSORLP00000020716
ENSACAP00000014197	ENSORLP00000015937
ENSACAP00000004167	ENSORLP00000024079
ENSACAP00000009820	ENSORLP00000012280
ENSACAP00000011823	ENSORLP00000011022
ENSACAP00000002332	ENSORLP00000019792
ENSACAP00000001220	ENSORLP00000019767
ENSACAP00000002372	ENSORLP00000022503
ENSACAP00000007983	ENSORLP00000007946
ENSACAP00000017135	ENSORLP00000018698
ENSACAP00000000925	ENSORLP00000003253
ENSACAP00000011251	ENSORLP00000019935
ENSACAP00000011251	ENSORLP00000011195
ENSACAP00000013279	ENSORLP00000006126
ENSACAP00000006155	ENSORLP00000006995
ENSACAP00000006996	ENSORLP00000003031
ENSACAP00000002499	ENSORLP00000006837
ENSACAP00000020644	ENSORLP00000018960
ENSACAP00000005796	ENSORLP00000020902
ENSACAP00000007910	ENSORLP00000020076
ENSACAP00000011914	ENSORLP00000004648
ENSACAP00000003836	ENSORLP00000009842
ENSACAP00000012463	ENSORLP00000008603
ENSACAP00000012463	ENSORLP00000001439
ENSACAP00000002269	ENSORLP00000002832
ENSACAP00000015951	ENSORLP00000017186
ENSACAP00000011816	ENSORLP00000024897
ENSACAP00000010812	ENSORLP00000020955
ENSACAP00000003941	ENSORLP00000002287
ENSACAP00000002558	ENSORLP00000009624
ENSACAP00000016330	ENSORLP00000023581
ENSACAP00000003265	ENSORLP00000003567
ENSACAP00000011010	ENSORLP00000017761
ENSACAP00000020041	ENSORLP00000002920
ENSACAP00000002358	ENSORLP00000009982
ENSACAP00000016524	ENSORLP00000005916
ENSACAP00000012593	ENSORLP00000012706
ENSACAP00000017140	ENSORLP00000013172
ENSACAP00000000358	ENSORLP00000001721
ENSACAP00000012432	ENSORLP00000005458
ENSACAP00000011174	ENSORLP00000018656
ENSACAP00000010141	ENSORLP00000005620
ENSACAP00000004177	ENSORLP00000004610
ENSACAP00000013296	ENSORLP00000016324
ENSACAP00000009004	ENSORLP00000006120
ENSACAP00000013763	ENSORLP00000003128
ENSACAP00000011138	ENSORLP00000007423
ENSACAP00000021024	ENSORLP00000021404
ENSACAP00000007142	ENSORLP00000007052
ENSACAP00000003617	ENSORLP00000014718
ENSACAP00000007596	ENSORLP00000009483
ENSACAP00000006710	ENSORLP00000010852
ENSACAP00000005321	ENSORLP00000016038
ENSACAP00000004008	ENSORLP00000015909
ENSACAP00000002062	ENSORLP00000012456
ENSACAP00000009562	ENSORLP00000020528
ENSACAP00000001775	ENSORLP00000007601
ENSACAP00000003294	ENSORLP00000009207
ENSACAP00000002850	ENSORLP00000002808
ENSACAP00000014979	ENSORLP00000001773
ENSACAP00000005857	ENSORLP00000007459
ENSACAP00000011828	ENSORLP00000023543
ENSACAP00000001424	ENSORLP00000013747
ENSACAP00000017026	ENSORLP00000021244
ENSACAP00000005515	ENSORLP00000003943
ENSACAP00000007558	ENSORLP00000017894
ENSACAP00000001715	ENSORLP00000022294
ENSACAP00000011133	ENSORLP00000017870
ENSACAP00000022258	ENSORLP00000006143
ENSACAP00000017395	ENSORLP00000004991
ENSACAP00000012975	ENSORLP00000019475
ENSACAP00000012007	ENSORLP00000004263
ENSACAP00000012435	ENSORLP00000018915
ENSACAP00000001772	ENSORLP00000000791
ENSACAP00000013326	ENSORLP00000002513
