ENSGACP00000003450	ENSGALP00000006197
ENSGACP00000009072	ENSGALP00000005605
ENSGACP00000020723	ENSGALP00000018122
ENSGACP00000015587	ENSGALP00000019929
ENSGACP00000026506	ENSGALP00000018506
ENSGACP00000008255	ENSGALP00000000541
ENSGACP00000006161	ENSGALP00000010968
ENSGACP00000007696	ENSGALP00000015313
ENSGACP00000014379	ENSGALP00000012877
ENSGACP00000006507	ENSGALP00000025845
ENSGACP00000005223	ENSGALP00000001991
ENSGACP00000022433	ENSGALP00000015260
ENSGACP00000019365	ENSGALP00000011621
ENSGACP00000006738	ENSGALP00000005261
ENSGACP00000001402	ENSGALP00000016141
ENSGACP00000006598	ENSGALP00000024924
ENSGACP00000024731	ENSGALP00000013963
ENSGACP00000019259	ENSGALP00000021023
ENSGACP00000014697	ENSGALP00000008770
ENSGACP00000008940	ENSGALP00000020476
ENSGACP00000002026	ENSGALP00000022899
ENSGACP00000023546	ENSGALP00000011863
ENSGACP00000001468	ENSGALP00000012024
ENSGACP00000024393	ENSGALP00000007724
ENSGACP00000011851	ENSGALP00000011634
ENSGACP00000019045	ENSGALP00000001721
ENSGACP00000026202	ENSGALP00000021929
ENSGACP00000012798	ENSGALP00000014261
ENSGACP00000006545	ENSGALP00000020888
ENSGACP00000011457	ENSGALP00000014324
ENSGACP00000026010	ENSGALP00000013467
ENSGACP00000013497	ENSGALP00000043129
ENSGACP00000023566	ENSGALP00000011907
ENSGACP00000008986	ENSGALP00000022966
ENSGACP00000027534	ENSGALP00000006234
ENSGACP00000003876	ENSGALP00000013841
ENSGACP00000026305	ENSGALP00000014193
ENSGACP00000020401	ENSGALP00000000331
ENSGACP00000023870	ENSGALP00000027765
ENSGACP00000027442	ENSGALP00000042887
ENSGACP00000025532	ENSGALP00000022871
ENSGACP00000025399	ENSGALP00000003001
ENSGACP00000002460	ENSGALP00000027213
ENSGACP00000009117	ENSGALP00000027603
ENSGACP00000008209	ENSGALP00000003621
ENSGACP00000001666	ENSGALP00000003325
ENSGACP00000002432	ENSGALP00000041232
ENSGACP00000014729	ENSGALP00000014899
ENSGACP00000011810	ENSGALP00000026439
ENSGACP00000003627	ENSGALP00000031279
ENSGACP00000022932	ENSGALP00000002036
ENSGACP00000008136	ENSGALP00000006184
ENSGACP00000013761	ENSGALP00000026357
ENSGACP00000018158	ENSGALP00000018232
ENSGACP00000026777	ENSGALP00000006979
ENSGACP00000011688	ENSGALP00000016059
ENSGACP00000006807	ENSGALP00000012793
ENSGACP00000006635	ENSGALP00000012684
ENSGACP00000000650	ENSGALP00000012072
ENSGACP00000027006	ENSGALP00000027468
ENSGACP00000025273	ENSGALP00000015845
ENSGACP00000017210	ENSGALP00000015204
ENSGACP00000020984	ENSGALP00000016708
ENSGACP00000017169	ENSGALP00000007558
ENSGACP00000005089	ENSGALP00000002814
ENSGACP00000023337	ENSGALP00000037470
ENSGACP00000012034	ENSGALP00000042943
ENSGACP00000021501	ENSGALP00000000096
ENSGACP00000003389	ENSGALP00000024093
ENSGACP00000005313	ENSGALP00000041714
ENSGACP00000010591	ENSGALP00000018900
ENSGACP00000014659	ENSGALP00000038992
ENSGACP00000006828	ENSGALP00000031033
ENSGACP00000018788	ENSGALP00000030714
ENSGACP00000014329	ENSGALP00000042900
ENSGACP00000001983	ENSGALP00000007026
ENSGACP00000006584	ENSGALP00000024927
ENSGACP00000024180	ENSGALP00000023743
ENSGACP00000019066	ENSGALP00000001532
ENSGACP00000026301	ENSGALP00000014153
ENSGACP00000008236	ENSGALP00000009035
ENSGACP00000002880	ENSGALP00000001795
ENSGACP00000003942	ENSGALP00000037201
ENSGACP00000006662	ENSGALP00000003796
ENSGACP00000019674	ENSGALP00000010955
ENSGACP00000023608	ENSGALP00000023937
ENSGACP00000015294	ENSGALP00000021124
ENSGACP00000002504	ENSGALP00000027624
ENSGACP00000005134	ENSGALP00000001149
ENSGACP00000022200	ENSGALP00000038757
ENSGACP00000007183	ENSGALP00000015294
ENSGACP00000022133	ENSGALP00000008496
ENSGACP00000008185	ENSGALP00000026201
ENSGACP00000026439	ENSGALP00000042023
ENSGACP00000002525	ENSGALP00000017390
ENSGACP00000007324	ENSGALP00000007709
ENSGACP00000000391	ENSGALP00000020279
ENSGACP00000014944	ENSGALP00000016401
ENSGACP00000018613	ENSGALP00000013421
ENSGACP00000004838	ENSGALP00000022439
ENSGACP00000019529	ENSGALP00000010956
ENSGACP00000004261	ENSGALP00000036160
ENSGACP00000020188	ENSGALP00000025738
ENSGACP00000014303	ENSGALP00000011060
ENSGACP00000014046	ENSGALP00000005534
ENSGACP00000000542	ENSGALP00000008908
ENSGACP00000023152	ENSGALP00000025878
ENSGACP00000020005	ENSGALP00000027387
ENSGACP00000006148	ENSGALP00000009814
ENSGACP00000018605	ENSGALP00000013340
ENSGACP00000022771	ENSGALP00000041735
ENSGACP00000017035	ENSGALP00000016310
ENSGACP00000003432	ENSGALP00000010667
ENSGACP00000007060	ENSGALP00000003951
ENSGACP00000018124	ENSGALP00000021244
ENSGACP00000026289	ENSGALP00000021244
ENSGACP00000018575	ENSGALP00000023376
ENSGACP00000005810	ENSGALP00000018713
ENSGACP00000000560	ENSGALP00000006251
ENSGACP00000003855	ENSGALP00000027656
ENSGACP00000025762	ENSGALP00000002706
ENSGACP00000000947	ENSGALP00000043432
ENSGACP00000015008	ENSGALP00000010641
ENSGACP00000021138	ENSGALP00000019755
ENSGACP00000002829	ENSGALP00000019890
ENSGACP00000007238	ENSGALP00000026373
ENSGACP00000019807	ENSGALP00000002756
ENSGACP00000018011	ENSGALP00000041214
ENSGACP00000026363	ENSGALP00000041214
ENSGACP00000009301	ENSGALP00000018307
ENSGACP00000014208	ENSGALP00000007678
ENSGACP00000016200	ENSGALP00000025447
ENSGACP00000005848	ENSGALP00000000579
ENSGACP00000016757	ENSGALP00000000579
ENSGACP00000017148	ENSGALP00000013826
ENSGACP00000022197	ENSGALP00000014980
ENSGACP00000017201	ENSGALP00000015195
ENSGACP00000004345	ENSGALP00000005650
ENSGACP00000025173	ENSGALP00000004546
ENSGACP00000008846	ENSGALP00000009795
ENSGACP00000006167	ENSGALP00000002388
ENSGACP00000005154	ENSGALP00000010374
ENSGACP00000000755	ENSGALP00000020495
ENSGACP00000008683	ENSGALP00000024213
ENSGACP00000011588	ENSGALP00000007747
ENSGACP00000014090	ENSGALP00000016162
ENSGACP00000003660	ENSGALP00000024598
ENSGACP00000011211	ENSGALP00000019401
ENSGACP00000018022	ENSGALP00000008930
ENSGACP00000022573	ENSGALP00000004058
ENSGACP00000012162	ENSGALP00000033172
ENSGACP00000000311	ENSGALP00000019018
ENSGACP00000012727	ENSGALP00000022212
ENSGACP00000007840	ENSGALP00000008637
ENSGACP00000022095	ENSGALP00000038839
ENSGACP00000006243	ENSGALP00000033992
ENSGACP00000004451	ENSGALP00000015139
ENSGACP00000010390	ENSGALP00000042812
ENSGACP00000020566	ENSGALP00000042812
ENSGACP00000005196	ENSGALP00000010530
ENSGACP00000014636	ENSGALP00000010328
ENSGACP00000018522	ENSGALP00000009858
ENSGACP00000008712	ENSGALP00000015703
ENSGACP00000009179	ENSGALP00000042901
ENSGACP00000024779	ENSGALP00000042901
ENSGACP00000010722	ENSGALP00000019762
ENSGACP00000013073	ENSGALP00000027219
ENSGACP00000008156	ENSGALP00000003710
ENSGACP00000022245	ENSGALP00000009199
ENSGACP00000004293	ENSGALP00000023242
ENSGACP00000020088	ENSGALP00000019716
ENSGACP00000027447	ENSGALP00000000998
ENSGACP00000012823	ENSGALP00000009040
ENSGACP00000015402	ENSGALP00000005314
ENSGACP00000021157	ENSGALP00000019786
ENSGACP00000019244	ENSGALP00000037426
ENSGACP00000003097	ENSGALP00000007017
ENSGACP00000016218	ENSGALP00000017454
ENSGACP00000006786	ENSGALP00000001406
ENSGACP00000011458	ENSGALP00000020618
ENSGACP00000014990	ENSGALP00000004900
ENSGACP00000018818	ENSGALP00000025433
ENSGACP00000007369	ENSGALP00000002890
ENSGACP00000014876	ENSGALP00000010425
ENSGACP00000006454	ENSGALP00000027722
ENSGACP00000025358	ENSGALP00000011093
ENSGACP00000009210	ENSGALP00000026404
ENSGACP00000022437	ENSGALP00000011548
ENSGACP00000023373	ENSGALP00000041656
ENSGACP00000025224	ENSGALP00000016517
ENSGACP00000021510	ENSGALP00000000921
ENSGACP00000013030	ENSGALP00000010797
ENSGACP00000025656	ENSGALP00000025099
ENSGACP00000026523	ENSGALP00000010703
ENSGACP00000007014	ENSGALP00000017703
ENSGACP00000009279	ENSGALP00000026607
ENSGACP00000006750	ENSGALP00000024339
ENSGACP00000008172	ENSGALP00000042898
ENSGACP00000018839	ENSGALP00000008967
ENSGACP00000017598	ENSGALP00000039789
ENSGACP00000009607	ENSGALP00000000429
ENSGACP00000027439	ENSGALP00000029711
ENSGACP00000019414	ENSGALP00000005130
ENSGACP00000016254	ENSGALP00000014703
ENSGACP00000004173	ENSGALP00000015187
ENSGACP00000021534	ENSGALP00000031537
ENSGACP00000018214	ENSGALP00000041438
ENSGACP00000022192	ENSGALP00000009081
ENSGACP00000009138	ENSGALP00000025844
ENSGACP00000016163	ENSGALP00000016958
ENSGACP00000026122	ENSGALP00000042940
ENSGACP00000004432	ENSGALP00000007969
ENSGACP00000007580	ENSGALP00000041850
ENSGACP00000021464	ENSGALP00000004830
ENSGACP00000004193	ENSGALP00000012743
ENSGACP00000014492	ENSGALP00000009657
ENSGACP00000001368	ENSGALP00000005482
ENSGACP00000020374	ENSGALP00000010002
ENSGACP00000018108	ENSGALP00000010136
ENSGACP00000016330	ENSGALP00000005427
ENSGACP00000020227	ENSGALP00000027112
ENSGACP00000022451	ENSGALP00000042758
ENSGACP00000001628	ENSGALP00000006387
ENSGACP00000025146	ENSGALP00000006683
ENSGACP00000021048	ENSGALP00000000178
ENSGACP00000021704	ENSGALP00000018565
ENSGACP00000009866	ENSGALP00000036277
ENSGACP00000012134	ENSGALP00000025400
ENSGACP00000008556	ENSGALP00000009902
ENSGACP00000016380	ENSGALP00000000556
ENSGACP00000023587	ENSGALP00000016989
ENSGACP00000026238	ENSGALP00000041275
ENSGACP00000008447	ENSGALP00000013773
ENSGACP00000003826	ENSGALP00000027009
ENSGACP00000007993	ENSGALP00000014434
ENSGACP00000019547	ENSGALP00000026777
ENSGACP00000005876	ENSGALP00000026777
ENSGACP00000022750	ENSGALP00000016195
ENSGACP00000009512	ENSGALP00000012282
ENSGACP00000007833	ENSGALP00000012529
ENSGACP00000009219	ENSGALP00000017888
ENSGACP00000008892	ENSGALP00000020586
ENSGACP00000017591	ENSGALP00000037629
ENSGACP00000022924	ENSGALP00000042078
ENSGACP00000019710	ENSGALP00000003086
ENSGACP00000007897	ENSGALP00000018470
ENSGACP00000006581	ENSGALP00000036972
ENSGACP00000010456	ENSGALP00000019738
ENSGACP00000017166	ENSGALP00000015464
ENSGACP00000000889	ENSGALP00000021954
ENSGACP00000009928	ENSGALP00000009918
ENSGACP00000002774	ENSGALP00000001281
ENSGACP00000019612	ENSGALP00000011462
ENSGACP00000023195	ENSGALP00000000975
ENSGACP00000013912	ENSGALP00000015925
ENSGACP00000018463	ENSGALP00000002626
ENSGACP00000012753	ENSGALP00000009476
ENSGACP00000007647	ENSGALP00000020475
ENSGACP00000015647	ENSGALP00000014982
ENSGACP00000013582	ENSGALP00000004248
ENSGACP00000011652	ENSGALP00000022280
ENSGACP00000014565	ENSGALP00000005067
ENSGACP00000016701	ENSGALP00000008094
ENSGACP00000019697	ENSGALP00000037428
ENSGACP00000025839	ENSGALP00000004902
ENSGACP00000026252	ENSGALP00000012650
ENSGACP00000014951	ENSGALP00000012650
ENSGACP00000002754	ENSGALP00000042951
ENSGACP00000018157	ENSGALP00000035711
ENSGACP00000003024	ENSGALP00000020822
ENSGACP00000011780	ENSGALP00000007973
ENSGACP00000002429	ENSGALP00000027307
ENSGACP00000027326	ENSGALP00000001986
ENSGACP00000024103	ENSGALP00000005592
ENSGACP00000000839	ENSGALP00000014674
ENSGACP00000003413	ENSGALP00000009988
ENSGACP00000017816	ENSGALP00000042153
ENSGACP00000005073	ENSGALP00000041333
ENSGACP00000013650	ENSGALP00000019574
ENSGACP00000011782	ENSGALP00000026444
ENSGACP00000017913	ENSGALP00000008503
ENSGACP00000003822	ENSGALP00000011329
ENSGACP00000015292	ENSGALP00000038457
ENSGACP00000026785	ENSGALP00000007445
ENSGACP00000002340	ENSGALP00000027298
ENSGACP00000013852	ENSGALP00000019025
ENSGACP00000017668	ENSGALP00000016732
ENSGACP00000018458	ENSGALP00000010514
ENSGACP00000002551	ENSGALP00000016389
ENSGACP00000006555	ENSGALP00000024966
ENSGACP00000016678	ENSGALP00000011488
ENSGACP00000018638	ENSGALP00000013364
ENSGACP00000008246	ENSGALP00000013394
ENSGACP00000024185	ENSGALP00000014737
ENSGACP00000015199	ENSGALP00000027524
ENSGACP00000014339	ENSGALP00000006245
ENSGACP00000009119	ENSGALP00000031205
ENSGACP00000002766	ENSGALP00000007361
ENSGACP00000010097	ENSGALP00000011335
ENSGACP00000000590	ENSGALP00000012180
ENSGACP00000027020	ENSGALP00000039394
ENSGACP00000013249	ENSGALP00000024081
ENSGACP00000015667	ENSGALP00000020525
ENSGACP00000013295	ENSGALP00000015355
ENSGACP00000026416	ENSGALP00000014845
ENSGACP00000008426	ENSGALP00000018615
ENSGACP00000005288	ENSGALP00000035861
ENSGACP00000009584	ENSGALP00000041834
ENSGACP00000025169	ENSGALP00000043402
ENSGACP00000013594	ENSGALP00000043086
ENSGACP00000000943	ENSGALP00000040928
ENSGACP00000002792	ENSGALP00000005089
ENSGACP00000021350	ENSGALP00000018065
ENSGACP00000001921	ENSGALP00000019790
ENSGACP00000003948	ENSGALP00000034981
ENSGACP00000002881	ENSGALP00000006730
ENSGACP00000009562	ENSGALP00000001293
ENSGACP00000003206	ENSGALP00000016829
ENSGACP00000017081	ENSGALP00000003374
ENSGACP00000006156	ENSGALP00000022139
ENSGACP00000016452	ENSGALP00000010323
ENSGACP00000023569	ENSGALP00000042968
ENSGACP00000016129	ENSGALP00000013965
ENSGACP00000006036	ENSGALP00000006421
ENSGACP00000005657	ENSGALP00000004093
ENSGACP00000005954	ENSGALP00000029681
ENSGACP00000022099	ENSGALP00000033603
ENSGACP00000026771	ENSGALP00000007162
ENSGACP00000008675	ENSGALP00000024148
ENSGACP00000020120	ENSGALP00000027285
ENSGACP00000009911	ENSGALP00000027191
ENSGACP00000026690	ENSGALP00000041567
ENSGACP00000005120	ENSGALP00000004275
ENSGACP00000011291	ENSGALP00000000927
ENSGACP00000007122	ENSGALP00000005298
ENSGACP00000005318	ENSGALP00000007450
ENSGACP00000016069	ENSGALP00000043150
ENSGACP00000026633	ENSGALP00000034161
ENSGACP00000007506	ENSGALP00000019903
ENSGACP00000012226	ENSGALP00000001479
ENSGACP00000013813	ENSGALP00000006065
ENSGACP00000008271	ENSGALP00000005624
ENSGACP00000019512	ENSGALP00000007619
ENSGACP00000026477	ENSGALP00000040877
ENSGACP00000013552	ENSGALP00000016413
ENSGACP00000025374	ENSGALP00000010874
ENSGACP00000004957	ENSGALP00000003770
ENSGACP00000008349	ENSGALP00000011896
ENSGACP00000013469	ENSGALP00000042140
ENSGACP00000013999	ENSGALP00000004982
ENSGACP00000021468	ENSGALP00000009486
ENSGACP00000026287	ENSGALP00000017260
ENSGACP00000017824	ENSGALP00000037382
ENSGACP00000014175	ENSGALP00000042470
ENSGACP00000014638	ENSGALP00000007647
ENSGACP00000012454	ENSGALP00000018186
ENSGACP00000012806	ENSGALP00000021904
ENSGACP00000002192	ENSGALP00000042242
ENSGACP00000015634	ENSGALP00000020045
ENSGACP00000007748	ENSGALP00000021403
ENSGACP00000024260	ENSGALP00000005290
ENSGACP00000022690	ENSGALP00000004016
ENSGACP00000010373	ENSGALP00000042821
ENSGACP00000006666	ENSGALP00000012527
ENSGACP00000008170	ENSGALP00000043174
ENSGACP00000025265	ENSGALP00000003760
ENSGACP00000003795	ENSGALP00000010744
ENSGACP00000006129	ENSGALP00000039556
ENSGACP00000018752	ENSGALP00000022600
ENSGACP00000018134	ENSGALP00000027345
ENSGACP00000008158	ENSGALP00000037344
ENSGACP00000013317	ENSGALP00000024546
ENSGACP00000001547	ENSGALP00000009151
ENSGACP00000018931	ENSGALP00000042223
ENSGACP00000009054	ENSGALP00000023930
ENSGACP00000022611	ENSGALP00000013733
ENSGACP00000017467	ENSGALP00000022472
ENSGACP00000021023	ENSGALP00000023888
ENSGACP00000009010	ENSGALP00000039672
ENSGACP00000006621	ENSGALP00000015546
ENSGACP00000009314	ENSGALP00000043003
ENSGACP00000006177	ENSGALP00000030336
ENSGACP00000021656	ENSGALP00000041503
ENSGACP00000016151	ENSGALP00000016605
ENSGACP00000025554	ENSGALP00000020693
ENSGACP00000005689	ENSGALP00000016440
ENSGACP00000005572	ENSGALP00000001995
ENSGACP00000013461	ENSGALP00000023269
ENSGACP00000013656	ENSGALP00000023447
ENSGACP00000002708	ENSGALP00000006338
ENSGACP00000012011	ENSGALP00000038611
ENSGACP00000000794	ENSGALP00000041515
ENSGACP00000011233	ENSGALP00000033089
ENSGACP00000019352	ENSGALP00000037366
ENSGACP00000012151	ENSGALP00000009432
ENSGACP00000025343	ENSGALP00000022692
ENSGACP00000002821	ENSGALP00000042332
ENSGACP00000009696	ENSGALP00000042922
ENSGACP00000009970	ENSGALP00000038767
ENSGACP00000021055	ENSGALP00000009172
ENSGACP00000005497	ENSGALP00000023848
ENSGACP00000017396	ENSGALP00000042051
ENSGACP00000022907	ENSGALP00000034255
ENSGACP00000024284	ENSGALP00000043041
ENSGACP00000027412	ENSGALP00000042808
ENSGACP00000007598	ENSGALP00000040666
ENSGACP00000005516	ENSGALP00000021588
ENSGACP00000017661	ENSGALP00000016735
ENSGACP00000015664	ENSGALP00000023940
ENSGACP00000022182	ENSGALP00000017459
ENSGACP00000003420	ENSGALP00000022218
ENSGACP00000018965	ENSGALP00000016593
ENSGACP00000006632	ENSGALP00000022882
ENSGACP00000010294	ENSGALP00000031931
ENSGACP00000006557	ENSGALP00000006013
ENSGACP00000023454	ENSGALP00000025719
ENSGACP00000017770	ENSGALP00000006056
ENSGACP00000027208	ENSGALP00000025566
ENSGACP00000018982	ENSGALP00000027263
ENSGACP00000018051	ENSGALP00000041995
ENSGACP00000021925	ENSGALP00000007493
ENSGACP00000006105	ENSGALP00000016363
ENSGACP00000004230	ENSGALP00000004094
ENSGACP00000010061	ENSGALP00000022400
ENSGACP00000002958	ENSGALP00000005578
ENSGACP00000006725	ENSGALP00000032152
ENSGACP00000000986	ENSGALP00000010416
ENSGACP00000021082	ENSGALP00000038350
ENSGACP00000019638	ENSGALP00000015013
ENSGACP00000012653	ENSGALP00000008995
ENSGACP00000008165	ENSGALP00000000161
ENSGACP00000002989	ENSGALP00000001292
ENSGACP00000011935	ENSGALP00000021905
ENSGACP00000011905	ENSGALP00000022055
ENSGACP00000011805	ENSGALP00000036895
ENSGACP00000018564	ENSGALP00000009138
ENSGACP00000001699	ENSGALP00000001107
ENSGACP00000007163	ENSGALP00000005078
ENSGACP00000025459	ENSGALP00000004079
ENSGACP00000014950	ENSGALP00000025722
ENSGACP00000000034	ENSGALP00000000338
ENSGACP00000014274	ENSGALP00000012786
ENSGACP00000002486	ENSGALP00000009649
ENSGACP00000005113	ENSGALP00000026693
ENSGACP00000004192	ENSGALP00000023862
ENSGACP00000027164	ENSGALP00000027538
ENSGACP00000027638	ENSGALP00000004171
ENSGACP00000020807	ENSGALP00000006929
ENSGACP00000000339	ENSGALP00000035713
ENSGACP00000027668	ENSGALP00000034620
ENSGACP00000007615	ENSGALP00000011222
ENSGACP00000021173	ENSGALP00000007254
ENSGACP00000018602	ENSGALP00000040983
ENSGACP00000026798	ENSGALP00000039522
ENSGACP00000016453	ENSGALP00000013392
ENSGACP00000026729	ENSGALP00000002522
ENSGACP00000003244	ENSGALP00000020863
ENSGACP00000004880	ENSGALP00000022468
ENSGACP00000008133	ENSGALP00000014109
ENSGACP00000017133	ENSGALP00000002096
ENSGACP00000017617	ENSGALP00000001298
ENSGACP00000025344	ENSGALP00000022598
ENSGACP00000023986	ENSGALP00000002477
ENSGACP00000009832	ENSGALP00000011996
ENSGACP00000023295	ENSGALP00000008325
ENSGACP00000013180	ENSGALP00000015973
ENSGACP00000006940	ENSGALP00000014598
ENSGACP00000023799	ENSGALP00000009253
ENSGACP00000003725	ENSGALP00000025051
ENSGACP00000002012	ENSGALP00000024462
ENSGACP00000007058	ENSGALP00000016986
ENSGACP00000007151	ENSGALP00000005743
ENSGACP00000025073	ENSGALP00000008999
ENSGACP00000003815	ENSGALP00000024986
ENSGACP00000007582	ENSGALP00000011210
ENSGACP00000019687	ENSGALP00000007924
ENSGACP00000014207	ENSGALP00000024386
ENSGACP00000018766	ENSGALP00000027994
ENSGACP00000018035	ENSGALP00000008887
ENSGACP00000012931	ENSGALP00000018079
ENSGACP00000025246	ENSGALP00000043018
ENSGACP00000015741	ENSGALP00000008764
ENSGACP00000018459	ENSGALP00000028320
ENSGACP00000024971	ENSGALP00000012396
ENSGACP00000018661	ENSGALP00000006757
ENSGACP00000017107	ENSGALP00000003334
ENSGACP00000005452	ENSGALP00000017923
ENSGACP00000016277	ENSGALP00000016843
ENSGACP00000018091	ENSGALP00000021251
ENSGACP00000009423	ENSGALP00000037976
ENSGACP00000017891	ENSGALP00000009132
ENSGACP00000010039	ENSGALP00000022395
ENSGACP00000004683	ENSGALP00000010426
ENSGACP00000011349	ENSGALP00000036991
ENSGACP00000018863	ENSGALP00000001163
ENSGACP00000013772	ENSGALP00000002168
ENSGACP00000008861	ENSGALP00000032675
ENSGACP00000010629	ENSGALP00000038338
ENSGACP00000026621	ENSGALP00000030736
ENSGACP00000018654	ENSGALP00000040172
ENSGACP00000005228	ENSGALP00000002407
ENSGACP00000015111	ENSGALP00000011207
ENSGACP00000012576	ENSGALP00000026301
ENSGACP00000011938	ENSGALP00000026400
ENSGACP00000017056	ENSGALP00000003409
ENSGACP00000016574	ENSGALP00000016325
ENSGACP00000022202	ENSGALP00000017466
ENSGACP00000005915	ENSGALP00000043019
ENSGACP00000021522	ENSGALP00000013504
ENSGACP00000024983	ENSGALP00000002180
ENSGACP00000021071	ENSGALP00000042775
ENSGACP00000007524	ENSGALP00000013950
ENSGACP00000015601	ENSGALP00000043093
ENSGACP00000020225	ENSGALP00000026071
ENSGACP00000025609	ENSGALP00000001877
ENSGACP00000018825	ENSGALP00000007928
ENSGACP00000024677	ENSGALP00000010185
ENSGACP00000002752	ENSGALP00000041205
ENSGACP00000025403	ENSGALP00000025298
ENSGACP00000011752	ENSGALP00000023601
ENSGACP00000015414	ENSGALP00000009425
ENSGACP00000009893	ENSGALP00000039948
ENSGACP00000025124	ENSGALP00000013898
ENSGACP00000005407	ENSGALP00000012915
ENSGACP00000021139	ENSGALP00000007131
ENSGACP00000009395	ENSGALP00000004446
ENSGACP00000002077	ENSGALP00000043453
ENSGACP00000018033	ENSGALP00000005830
ENSGACP00000023445	ENSGALP00000003244
ENSGACP00000024089	ENSGALP00000011394
ENSGACP00000011116	ENSGALP00000001527
ENSGACP00000015162	ENSGALP00000042488
ENSGACP00000019580	ENSGALP00000026999
ENSGACP00000023460	ENSGALP00000021206
ENSGACP00000017263	ENSGALP00000029912
ENSGACP00000023351	ENSGALP00000007762
ENSGACP00000019771	ENSGALP00000013034
ENSGACP00000013198	ENSGALP00000005705
ENSGACP00000000221	ENSGALP00000010335
ENSGACP00000025348	ENSGALP00000013249
ENSGACP00000025208	ENSGALP00000011630
ENSGACP00000013308	ENSGALP00000024519
ENSGACP00000019309	ENSGALP00000018514
ENSGACP00000025252	ENSGALP00000040733
ENSGACP00000021617	ENSGALP00000040733
ENSGACP00000022625	ENSGALP00000015495
ENSGACP00000022380	ENSGALP00000013088
ENSGACP00000016142	ENSGALP00000034077
ENSGACP00000009534	ENSGALP00000032296
ENSGACP00000015857	ENSGALP00000031149
ENSGACP00000013046	ENSGALP00000027320
ENSGACP00000004307	ENSGALP00000000617
ENSGACP00000023977	ENSGALP00000010282
ENSGACP00000000219	ENSGALP00000010282
ENSGACP00000024013	ENSGALP00000002646
ENSGACP00000005635	ENSGALP00000009598
ENSGACP00000013604	ENSGALP00000016812
ENSGACP00000016564	ENSGALP00000014483
ENSGACP00000001505	ENSGALP00000039300
ENSGACP00000008250	ENSGALP00000025124
ENSGACP00000007744	ENSGALP00000031928
ENSGACP00000010022	ENSGALP00000020523
ENSGACP00000001834	ENSGALP00000029837
ENSGACP00000011179	ENSGALP00000015108
ENSGACP00000021039	ENSGALP00000011755
ENSGACP00000017190	ENSGALP00000003194
ENSGACP00000017411	ENSGALP00000033469
ENSGACP00000019551	ENSGALP00000002517
ENSGACP00000005756	ENSGALP00000017164
ENSGACP00000025313	ENSGALP00000020059
ENSGACP00000013097	ENSGALP00000028488
ENSGACP00000027453	ENSGALP00000002850
ENSGACP00000009903	ENSGALP00000029955
ENSGACP00000009938	ENSGALP00000024454
ENSGACP00000018648	ENSGALP00000006732
ENSGACP00000016921	ENSGALP00000024214
ENSGACP00000006946	ENSGALP00000013362
ENSGACP00000023447	ENSGALP00000030200
ENSGACP00000020041	ENSGALP00000004770
ENSGACP00000009770	ENSGALP00000004833
ENSGACP00000019648	ENSGALP00000027415
ENSGACP00000016235	ENSGALP00000010791
ENSGACP00000017172	ENSGALP00000042151
ENSGACP00000005478	ENSGALP00000040765
ENSGACP00000024389	ENSGALP00000005885
ENSGACP00000023015	ENSGALP00000018456
ENSGACP00000023160	ENSGALP00000022991
ENSGACP00000000318	ENSGALP00000040027
ENSGACP00000018524	ENSGALP00000040027
ENSGACP00000019826	ENSGALP00000000316
ENSGACP00000000749	ENSGALP00000022961
ENSGACP00000021225	ENSGALP00000008649
ENSGACP00000011564	ENSGALP00000038761
ENSGACP00000006517	ENSGALP00000002831
ENSGACP00000010013	ENSGALP00000031922
ENSGACP00000009255	ENSGALP00000010697
ENSGACP00000008693	ENSGALP00000039712
ENSGACP00000025822	ENSGALP00000015924
ENSGACP00000020899	ENSGALP00000022486
ENSGACP00000014133	ENSGALP00000005962
ENSGACP00000021613	ENSGALP00000012259
ENSGACP00000000843	ENSGALP00000014633
ENSGACP00000004901	ENSGALP00000007712
ENSGACP00000003624	ENSGALP00000016245
ENSGACP00000019867	ENSGALP00000043253
ENSGACP00000020126	ENSGALP00000001205
ENSGACP00000023639	ENSGALP00000025216
ENSGACP00000022234	ENSGALP00000025217
ENSGACP00000009093	ENSGALP00000031206
ENSGACP00000026148	ENSGALP00000036230
ENSGACP00000019635	ENSGALP00000008132
ENSGACP00000019694	ENSGALP00000014037
ENSGACP00000011159	ENSGALP00000005628
ENSGACP00000011842	ENSGALP00000010380
ENSGACP00000000218	ENSGALP00000033465
ENSGACP00000023236	ENSGALP00000003557
ENSGACP00000013275	ENSGALP00000026725
ENSGACP00000000612	ENSGALP00000028283
ENSGACP00000017207	ENSGALP00000042610
ENSGACP00000017551	ENSGALP00000007206
ENSGACP00000016837	ENSGALP00000017536
ENSGACP00000026398	ENSGALP00000019702
ENSGACP00000007481	ENSGALP00000032485
ENSGACP00000001714	ENSGALP00000001578
ENSGACP00000025808	ENSGALP00000022768
ENSGACP00000003368	ENSGALP00000039863
ENSGACP00000023020	ENSGALP00000008534
ENSGACP00000005447	ENSGALP00000034604
ENSGACP00000010208	ENSGALP00000015812
ENSGACP00000008043	ENSGALP00000020443
ENSGACP00000024303	ENSGALP00000042116
ENSGACP00000004256	ENSGALP00000001633
ENSGACP00000006123	ENSGALP00000001633
ENSGACP00000021630	ENSGALP00000037997
ENSGACP00000014084	ENSGALP00000002322
ENSGACP00000024439	ENSGALP00000006149
