ENSTNIP00000006282	ENSLOCP00000011371
ENSTNIP00000009108	ENSLOCP00000014895
ENSTNIP00000019023	ENSLOCP00000015098
ENSTNIP00000001795	ENSLOCP00000018928
ENSTNIP00000014113	ENSLOCP00000000261
ENSTNIP00000014881	ENSLOCP00000017750
ENSTNIP00000022560	ENSLOCP00000016313
ENSTNIP00000008191	ENSLOCP00000011626
ENSTNIP00000005861	ENSLOCP00000006784
ENSTNIP00000016909	ENSLOCP00000009627
ENSTNIP00000020804	ENSLOCP00000017320
ENSTNIP00000020115	ENSLOCP00000013089
ENSTNIP00000010649	ENSLOCP00000012592
ENSTNIP00000009413	ENSLOCP00000012592
ENSTNIP00000016777	ENSLOCP00000011659
ENSTNIP00000004649	ENSLOCP00000015747
ENSTNIP00000019314	ENSLOCP00000007364
ENSTNIP00000013830	ENSLOCP00000009776
ENSTNIP00000012284	ENSLOCP00000005571
ENSTNIP00000010611	ENSLOCP00000004455
ENSTNIP00000019294	ENSLOCP00000007650
ENSTNIP00000012886	ENSLOCP00000007194
ENSTNIP00000013630	ENSLOCP00000020863
ENSTNIP00000018228	ENSLOCP00000008043
ENSTNIP00000004051	ENSLOCP00000011716
ENSTNIP00000018298	ENSLOCP00000011979
ENSTNIP00000018053	ENSLOCP00000009716
ENSTNIP00000008148	ENSLOCP00000013382
ENSTNIP00000006117	ENSLOCP00000004129
ENSTNIP00000015674	ENSLOCP00000005329
ENSTNIP00000001565	ENSLOCP00000006974
ENSTNIP00000018983	ENSLOCP00000004713
ENSTNIP00000007284	ENSLOCP00000003893
ENSTNIP00000022827	ENSLOCP00000009617
ENSTNIP00000019407	ENSLOCP00000019970
ENSTNIP00000021130	ENSLOCP00000005269
ENSTNIP00000019213	ENSLOCP00000005269
ENSTNIP00000007467	ENSLOCP00000016001
ENSTNIP00000011182	ENSLOCP00000007430
ENSTNIP00000019711	ENSLOCP00000005925
ENSTNIP00000012728	ENSLOCP00000019803
ENSTNIP00000014944	ENSLOCP00000006149
ENSTNIP00000012560	ENSLOCP00000020535
ENSTNIP00000019406	ENSLOCP00000020500
ENSTNIP00000011770	ENSLOCP00000021237
ENSTNIP00000018361	ENSLOCP00000009556
ENSTNIP00000020474	ENSLOCP00000013951
ENSTNIP00000021752	ENSLOCP00000009367
ENSTNIP00000005279	ENSLOCP00000020638
ENSTNIP00000020526	ENSLOCP00000013494
ENSTNIP00000001735	ENSLOCP00000009125
ENSTNIP00000005237	ENSLOCP00000001206
ENSTNIP00000006834	ENSLOCP00000014973
ENSTNIP00000017428	ENSLOCP00000014973
ENSTNIP00000001515	ENSLOCP00000005892
ENSTNIP00000020636	ENSLOCP00000008859
ENSTNIP00000020958	ENSLOCP00000012391
ENSTNIP00000006395	ENSLOCP00000003493
ENSTNIP00000020531	ENSLOCP00000013217
ENSTNIP00000019659	ENSLOCP00000020866
ENSTNIP00000002997	ENSLOCP00000016876
ENSTNIP00000011055	ENSLOCP00000015989
ENSTNIP00000000448	ENSLOCP00000012533
ENSTNIP00000008020	ENSLOCP00000003927
ENSTNIP00000021704	ENSLOCP00000019636
ENSTNIP00000021948	ENSLOCP00000021284
ENSTNIP00000021032	ENSLOCP00000005808
ENSTNIP00000007242	ENSLOCP00000002162
ENSTNIP00000014287	ENSLOCP00000015544
ENSTNIP00000013789	ENSLOCP00000012977
ENSTNIP00000009357	ENSLOCP00000007133
ENSTNIP00000020803	ENSLOCP00000017314
ENSTNIP00000022500	ENSLOCP00000020067
ENSTNIP00000017815	ENSLOCP00000018506
ENSTNIP00000001370	ENSLOCP00000010213
ENSTNIP00000021949	ENSLOCP00000021283
ENSTNIP00000009426	ENSLOCP00000021107
ENSTNIP00000015345	ENSLOCP00000018076
ENSTNIP00000015901	ENSLOCP00000009083
ENSTNIP00000009110	ENSLOCP00000016902
ENSTNIP00000012132	ENSLOCP00000010678
ENSTNIP00000021479	ENSLOCP00000010097
ENSTNIP00000009472	ENSLOCP00000017355
ENSTNIP00000015506	ENSLOCP00000005186
ENSTNIP00000017737	ENSLOCP00000017666
ENSTNIP00000021082	ENSLOCP00000013743
ENSTNIP00000013971	ENSLOCP00000014650
ENSTNIP00000005817	ENSLOCP00000017019
ENSTNIP00000010786	ENSLOCP00000002686
ENSTNIP00000003153	ENSLOCP00000019656
ENSTNIP00000020385	ENSLOCP00000014050
ENSTNIP00000005409	ENSLOCP00000010427
ENSTNIP00000023086	ENSLOCP00000002396
ENSTNIP00000012476	ENSLOCP00000001524
ENSTNIP00000006145	ENSLOCP00000021265
ENSTNIP00000020850	ENSLOCP00000020563
ENSTNIP00000014841	ENSLOCP00000015905
ENSTNIP00000012681	ENSLOCP00000015905
ENSTNIP00000009862	ENSLOCP00000007043
ENSTNIP00000001205	ENSLOCP00000018201
ENSTNIP00000022084	ENSLOCP00000014815
ENSTNIP00000023100	ENSLOCP00000000231
ENSTNIP00000020536	ENSLOCP00000013276
ENSTNIP00000010147	ENSLOCP00000001687
ENSTNIP00000018223	ENSLOCP00000008248
ENSTNIP00000009954	ENSLOCP00000005261
ENSTNIP00000011376	ENSLOCP00000004140
ENSTNIP00000022477	ENSLOCP00000004968
ENSTNIP00000005121	ENSLOCP00000018218
ENSTNIP00000005675	ENSLOCP00000007035
ENSTNIP00000007152	ENSLOCP00000019820
ENSTNIP00000009089	ENSLOCP00000007193
ENSTNIP00000010948	ENSLOCP00000016614
ENSTNIP00000005401	ENSLOCP00000009427
ENSTNIP00000003353	ENSLOCP00000006571
ENSTNIP00000002966	ENSLOCP00000002056
ENSTNIP00000009982	ENSLOCP00000002808
ENSTNIP00000016500	ENSLOCP00000006829
ENSTNIP00000013997	ENSLOCP00000003125
ENSTNIP00000020199	ENSLOCP00000011288
ENSTNIP00000011951	ENSLOCP00000005946
ENSTNIP00000016419	ENSLOCP00000019548
ENSTNIP00000009356	ENSLOCP00000021311
ENSTNIP00000005939	ENSLOCP00000013334
ENSTNIP00000012313	ENSLOCP00000012329
ENSTNIP00000007938	ENSLOCP00000005410
ENSTNIP00000009309	ENSLOCP00000017654
ENSTNIP00000010465	ENSLOCP00000008472
ENSTNIP00000014343	ENSLOCP00000020963
ENSTNIP00000019160	ENSLOCP00000000011
ENSTNIP00000001529	ENSLOCP00000008919
ENSTNIP00000013147	ENSLOCP00000014007
ENSTNIP00000011776	ENSLOCP00000003029
ENSTNIP00000019159	ENSLOCP00000001730
ENSTNIP00000010994	ENSLOCP00000016787
ENSTNIP00000014061	ENSLOCP00000012388
ENSTNIP00000008318	ENSLOCP00000009837
ENSTNIP00000014682	ENSLOCP00000003873
ENSTNIP00000011243	ENSLOCP00000018303
ENSTNIP00000021652	ENSLOCP00000018804
ENSTNIP00000016160	ENSLOCP00000008033
ENSTNIP00000009555	ENSLOCP00000009389
ENSTNIP00000020836	ENSLOCP00000019043
ENSTNIP00000014387	ENSLOCP00000008526
ENSTNIP00000001135	ENSLOCP00000005024
ENSTNIP00000013584	ENSLOCP00000005968
ENSTNIP00000014853	ENSLOCP00000002014
ENSTNIP00000021886	ENSLOCP00000009574
ENSTNIP00000013871	ENSLOCP00000021359
ENSTNIP00000010113	ENSLOCP00000005133
ENSTNIP00000008044	ENSLOCP00000004717
ENSTNIP00000007544	ENSLOCP00000007771
ENSTNIP00000015875	ENSLOCP00000010730
ENSTNIP00000017681	ENSLOCP00000009181
ENSTNIP00000017550	ENSLOCP00000012737
ENSTNIP00000019097	ENSLOCP00000019305
ENSTNIP00000008334	ENSLOCP00000006969
ENSTNIP00000021481	ENSLOCP00000007691
ENSTNIP00000005552	ENSLOCP00000003377
ENSTNIP00000007877	ENSLOCP00000004006
ENSTNIP00000014383	ENSLOCP00000003488
ENSTNIP00000009758	ENSLOCP00000006089
ENSTNIP00000021074	ENSLOCP00000017862
ENSTNIP00000007137	ENSLOCP00000003715
ENSTNIP00000010459	ENSLOCP00000005969
ENSTNIP00000017257	ENSLOCP00000006141
ENSTNIP00000021337	ENSLOCP00000008398
ENSTNIP00000019313	ENSLOCP00000007391
ENSTNIP00000020517	ENSLOCP00000013759
ENSTNIP00000008149	ENSLOCP00000006675
ENSTNIP00000006629	ENSLOCP00000003057
ENSTNIP00000003487	ENSLOCP00000013412
ENSTNIP00000016673	ENSLOCP00000014840
ENSTNIP00000020270	ENSLOCP00000013870
ENSTNIP00000019235	ENSLOCP00000011190
ENSTNIP00000000942	ENSLOCP00000016499
ENSTNIP00000015044	ENSLOCP00000008357
ENSTNIP00000002086	ENSLOCP00000017182
ENSTNIP00000019091	ENSLOCP00000020387
ENSTNIP00000013772	ENSLOCP00000014703
ENSTNIP00000019614	ENSLOCP00000015706
ENSTNIP00000008689	ENSLOCP00000014140
ENSTNIP00000005105	ENSLOCP00000002121
ENSTNIP00000019619	ENSLOCP00000015598
ENSTNIP00000015178	ENSLOCP00000015427
ENSTNIP00000014208	ENSLOCP00000015048
ENSTNIP00000010250	ENSLOCP00000019219
ENSTNIP00000005238	ENSLOCP00000009226
ENSTNIP00000019640	ENSLOCP00000005263
ENSTNIP00000009244	ENSLOCP00000002561
ENSTNIP00000013141	ENSLOCP00000010129
ENSTNIP00000007419	ENSLOCP00000017087
ENSTNIP00000010069	ENSLOCP00000012895
ENSTNIP00000018395	ENSLOCP00000007932
ENSTNIP00000008435	ENSLOCP00000012615
ENSTNIP00000005894	ENSLOCP00000010644
ENSTNIP00000005135	ENSLOCP00000011969
ENSTNIP00000022232	ENSLOCP00000006981
ENSTNIP00000020460	ENSLOCP00000018110
ENSTNIP00000006550	ENSLOCP00000007404
ENSTNIP00000019900	ENSLOCP00000001763
ENSTNIP00000023057	ENSLOCP00000008386
ENSTNIP00000005298	ENSLOCP00000019677
ENSTNIP00000002934	ENSLOCP00000014533
ENSTNIP00000011371	ENSLOCP00000003911
ENSTNIP00000014219	ENSLOCP00000013701
ENSTNIP00000012743	ENSLOCP00000019468
ENSTNIP00000019681	ENSLOCP00000021083
ENSTNIP00000009751	ENSLOCP00000007401
ENSTNIP00000012796	ENSLOCP00000004716
ENSTNIP00000017662	ENSLOCP00000013931
ENSTNIP00000006358	ENSLOCP00000007407
ENSTNIP00000008213	ENSLOCP00000020558
ENSTNIP00000022602	ENSLOCP00000006536
ENSTNIP00000005561	ENSLOCP00000008078
ENSTNIP00000007315	ENSLOCP00000021689
ENSTNIP00000015645	ENSLOCP00000019376
ENSTNIP00000002854	ENSLOCP00000009842
ENSTNIP00000019438	ENSLOCP00000020677
ENSTNIP00000018793	ENSLOCP00000010691
ENSTNIP00000018453	ENSLOCP00000013569
ENSTNIP00000017300	ENSLOCP00000000900
ENSTNIP00000017753	ENSLOCP00000001727
ENSTNIP00000017011	ENSLOCP00000002082
ENSTNIP00000009940	ENSLOCP00000001558
ENSTNIP00000011691	ENSLOCP00000003425
ENSTNIP00000017820	ENSLOCP00000001743
ENSTNIP00000002108	ENSLOCP00000005086
ENSTNIP00000007780	ENSLOCP00000001696
ENSTNIP00000005196	ENSLOCP00000012431
ENSTNIP00000016490	ENSLOCP00000013065
ENSTNIP00000022543	ENSLOCP00000014527
ENSTNIP00000015598	ENSLOCP00000007656
ENSTNIP00000015650	ENSLOCP00000019394
ENSTNIP00000009844	ENSLOCP00000012379
ENSTNIP00000006785	ENSLOCP00000001274
ENSTNIP00000020116	ENSLOCP00000013079
ENSTNIP00000010268	ENSLOCP00000018921
ENSTNIP00000011047	ENSLOCP00000011628
ENSTNIP00000012987	ENSLOCP00000016636
ENSTNIP00000011711	ENSLOCP00000008706
ENSTNIP00000008236	ENSLOCP00000002177
ENSTNIP00000004164	ENSLOCP00000004564
ENSTNIP00000004158	ENSLOCP00000004601
ENSTNIP00000007091	ENSLOCP00000019948
ENSTNIP00000017288	ENSLOCP00000021124
ENSTNIP00000013496	ENSLOCP00000015178
ENSTNIP00000015939	ENSLOCP00000014393
ENSTNIP00000021312	ENSLOCP00000015836
ENSTNIP00000017444	ENSLOCP00000015540
ENSTNIP00000016592	ENSLOCP00000018685
ENSTNIP00000019319	ENSLOCP00000007138
ENSTNIP00000007573	ENSLOCP00000005715
ENSTNIP00000018736	ENSLOCP00000013509
ENSTNIP00000016111	ENSLOCP00000009752
ENSTNIP00000005274	ENSLOCP00000006917
ENSTNIP00000002709	ENSLOCP00000009614
ENSTNIP00000018964	ENSLOCP00000004842
ENSTNIP00000016159	ENSLOCP00000008052
ENSTNIP00000016832	ENSLOCP00000002116
ENSTNIP00000014895	ENSLOCP00000016471
ENSTNIP00000018627	ENSLOCP00000012333
ENSTNIP00000015287	ENSLOCP00000016047
ENSTNIP00000013318	ENSLOCP00000019541
ENSTNIP00000010386	ENSLOCP00000019683
ENSTNIP00000018506	ENSLOCP00000002264
ENSTNIP00000016107	ENSLOCP00000009807
ENSTNIP00000014684	ENSLOCP00000003734
ENSTNIP00000010439	ENSLOCP00000015266
ENSTNIP00000021081	ENSLOCP00000013724
ENSTNIP00000021568	ENSLOCP00000003404
ENSTNIP00000002183	ENSLOCP00000003404
ENSTNIP00000000650	ENSLOCP00000019325
ENSTNIP00000012509	ENSLOCP00000004425
ENSTNIP00000016236	ENSLOCP00000012741
ENSTNIP00000013804	ENSLOCP00000009212
ENSTNIP00000017191	ENSLOCP00000009138
ENSTNIP00000010464	ENSLOCP00000001221
ENSTNIP00000008251	ENSLOCP00000018569
ENSTNIP00000002752	ENSLOCP00000014905
ENSTNIP00000007631	ENSLOCP00000001886
ENSTNIP00000019806	ENSLOCP00000010817
ENSTNIP00000015298	ENSLOCP00000009101
ENSTNIP00000017805	ENSLOCP00000017534
ENSTNIP00000011596	ENSLOCP00000012630
ENSTNIP00000001107	ENSLOCP00000019191
ENSTNIP00000000753	ENSLOCP00000016679
ENSTNIP00000015339	ENSLOCP00000013016
ENSTNIP00000007611	ENSLOCP00000003558
ENSTNIP00000016701	ENSLOCP00000016859
ENSTNIP00000018646	ENSLOCP00000012242
ENSTNIP00000011368	ENSLOCP00000004239
ENSTNIP00000015238	ENSLOCP00000021322
ENSTNIP00000011269	ENSLOCP00000017146
ENSTNIP00000014461	ENSLOCP00000014101
ENSTNIP00000009876	ENSLOCP00000007556
ENSTNIP00000001003	ENSLOCP00000010708
ENSTNIP00000009706	ENSLOCP00000020430
ENSTNIP00000008147	ENSLOCP00000002491
ENSTNIP00000007809	ENSLOCP00000016252
ENSTNIP00000014573	ENSLOCP00000002394
ENSTNIP00000005155	ENSLOCP00000011726
ENSTNIP00000021219	ENSLOCP00000016959
ENSTNIP00000018969	ENSLOCP00000005053
ENSTNIP00000007424	ENSLOCP00000015809
ENSTNIP00000013519	ENSLOCP00000006408
ENSTNIP00000008574	ENSLOCP00000010752
ENSTNIP00000020511	ENSLOCP00000015912
ENSTNIP00000019924	ENSLOCP00000001097
ENSTNIP00000002224	ENSLOCP00000021094
ENSTNIP00000014640	ENSLOCP00000015319
ENSTNIP00000019286	ENSLOCP00000017969
ENSTNIP00000018973	ENSLOCP00000005162
ENSTNIP00000020214	ENSLOCP00000008832
ENSTNIP00000009811	ENSLOCP00000021126
ENSTNIP00000001334	ENSLOCP00000021129
ENSTNIP00000014211	ENSLOCP00000014952
ENSTNIP00000016695	ENSLOCP00000000328
ENSTNIP00000011703	ENSLOCP00000003771
ENSTNIP00000005281	ENSLOCP00000020458
ENSTNIP00000004063	ENSLOCP00000014141
ENSTNIP00000008850	ENSLOCP00000019418
ENSTNIP00000014241	ENSLOCP00000008531
ENSTNIP00000004356	ENSLOCP00000015202
ENSTNIP00000022503	ENSLOCP00000020107
ENSTNIP00000018745	ENSLOCP00000013358
ENSTNIP00000012024	ENSLOCP00000009508
ENSTNIP00000016369	ENSLOCP00000020686
ENSTNIP00000020949	ENSLOCP00000013052
ENSTNIP00000020288	ENSLOCP00000013014
ENSTNIP00000011160	ENSLOCP00000010196
ENSTNIP00000007295	ENSLOCP00000006880
ENSTNIP00000019673	ENSLOCP00000021009
ENSTNIP00000006448	ENSLOCP00000001100
ENSTNIP00000010209	ENSLOCP00000002214
ENSTNIP00000004251	ENSLOCP00000001456
ENSTNIP00000009808	ENSLOCP00000013732
ENSTNIP00000007513	ENSLOCP00000018062
ENSTNIP00000016301	ENSLOCP00000011769
ENSTNIP00000014869	ENSLOCP00000017880
ENSTNIP00000017499	ENSLOCP00000001419
ENSTNIP00000010170	ENSLOCP00000003829
ENSTNIP00000012942	ENSLOCP00000016754
ENSTNIP00000011219	ENSLOCP00000018137
ENSTNIP00000018816	ENSLOCP00000011322
ENSTNIP00000022457	ENSLOCP00000020811
ENSTNIP00000017546	ENSLOCP00000012950
ENSTNIP00000006786	ENSLOCP00000001916
ENSTNIP00000018678	ENSLOCP00000004281
ENSTNIP00000003612	ENSLOCP00000021211
ENSTNIP00000012190	ENSLOCP00000016656
ENSTNIP00000013273	ENSLOCP00000009560
ENSTNIP00000021448	ENSLOCP00000013055
ENSTNIP00000017598	ENSLOCP00000008638
ENSTNIP00000011648	ENSLOCP00000020477
ENSTNIP00000014357	ENSLOCP00000020477
ENSTNIP00000012852	ENSLOCP00000010640
ENSTNIP00000020825	ENSLOCP00000012017
ENSTNIP00000014624	ENSLOCP00000001411
ENSTNIP00000010101	ENSLOCP00000003280
ENSTNIP00000005514	ENSLOCP00000021225
ENSTNIP00000010015	ENSLOCP00000021225
ENSTNIP00000013385	ENSLOCP00000002434
ENSTNIP00000014254	ENSLOCP00000015490
ENSTNIP00000021905	ENSLOCP00000020981
ENSTNIP00000005727	ENSLOCP00000016855
ENSTNIP00000016809	ENSLOCP00000005411
ENSTNIP00000004501	ENSLOCP00000011653
ENSTNIP00000010374	ENSLOCP00000002077
ENSTNIP00000006465	ENSLOCP00000012938
ENSTNIP00000016426	ENSLOCP00000017701
ENSTNIP00000016623	ENSLOCP00000004465
ENSTNIP00000009268	ENSLOCP00000013836
ENSTNIP00000001969	ENSLOCP00000020962
ENSTNIP00000012074	ENSLOCP00000007762
ENSTNIP00000013185	ENSLOCP00000020919
ENSTNIP00000013896	ENSLOCP00000015165
ENSTNIP00000005216	ENSLOCP00000002438
ENSTNIP00000017058	ENSLOCP00000015519
ENSTNIP00000007568	ENSLOCP00000003591
ENSTNIP00000011249	ENSLOCP00000018354
ENSTNIP00000003068	ENSLOCP00000015332
ENSTNIP00000005931	ENSLOCP00000020408
ENSTNIP00000005309	ENSLOCP00000021005
ENSTNIP00000018951	ENSLOCP00000005667
ENSTNIP00000010282	ENSLOCP00000020280
ENSTNIP00000015289	ENSLOCP00000001885
ENSTNIP00000005446	ENSLOCP00000011454
ENSTNIP00000010099	ENSLOCP00000003359
ENSTNIP00000020480	ENSLOCP00000012385
ENSTNIP00000001111	ENSLOCP00000005638
ENSTNIP00000012487	ENSLOCP00000005888
ENSTNIP00000015881	ENSLOCP00000006107
ENSTNIP00000018782	ENSLOCP00000002552
ENSTNIP00000003482	ENSLOCP00000009619
ENSTNIP00000014983	ENSLOCP00000017444
ENSTNIP00000011364	ENSLOCP00000015976
ENSTNIP00000007716	ENSLOCP00000001060
ENSTNIP00000001521	ENSLOCP00000011872
ENSTNIP00000009385	ENSLOCP00000003517
ENSTNIP00000008566	ENSLOCP00000015276
ENSTNIP00000020776	ENSLOCP00000008011
ENSTNIP00000004300	ENSLOCP00000002871
ENSTNIP00000004878	ENSLOCP00000013357
ENSTNIP00000000588	ENSLOCP00000005006
ENSTNIP00000021334	ENSLOCP00000008513
ENSTNIP00000020161	ENSLOCP00000003780
ENSTNIP00000009988	ENSLOCP00000014303
ENSTNIP00000019808	ENSLOCP00000010873
ENSTNIP00000012411	ENSLOCP00000016140
ENSTNIP00000015705	ENSLOCP00000003822
ENSTNIP00000017520	ENSLOCP00000004004
ENSTNIP00000010461	ENSLOCP00000001165
ENSTNIP00000007781	ENSLOCP00000001662
ENSTNIP00000016805	ENSLOCP00000005534
ENSTNIP00000013785	ENSLOCP00000012912
ENSTNIP00000000576	ENSLOCP00000010707
ENSTNIP00000022598	ENSLOCP00000006363
ENSTNIP00000021463	ENSLOCP00000011903
ENSTNIP00000006986	ENSLOCP00000007020
ENSTNIP00000017036	ENSLOCP00000010294
ENSTNIP00000015393	ENSLOCP00000002266
ENSTNIP00000011139	ENSLOCP00000013257
ENSTNIP00000015850	ENSLOCP00000009864
ENSTNIP00000008349	ENSLOCP00000014980
ENSTNIP00000005761	ENSLOCP00000006821
ENSTNIP00000015030	ENSLOCP00000008633
ENSTNIP00000012508	ENSLOCP00000011242
ENSTNIP00000006929	ENSLOCP00000003832
ENSTNIP00000005832	ENSLOCP00000015683
ENSTNIP00000007313	ENSLOCP00000001564
ENSTNIP00000020583	ENSLOCP00000015392
ENSTNIP00000009895	ENSLOCP00000017913
ENSTNIP00000017883	ENSLOCP00000012839
ENSTNIP00000017868	ENSLOCP00000006692
ENSTNIP00000018537	ENSLOCP00000004585
ENSTNIP00000008495	ENSLOCP00000019093
ENSTNIP00000013044	ENSLOCP00000012642
ENSTNIP00000015658	ENSLOCP00000020651
ENSTNIP00000022335	ENSLOCP00000020129
ENSTNIP00000022039	ENSLOCP00000011553
ENSTNIP00000019674	ENSLOCP00000021011
ENSTNIP00000005212	ENSLOCP00000007269
ENSTNIP00000009722	ENSLOCP00000018874
ENSTNIP00000012538	ENSLOCP00000004512
ENSTNIP00000010466	ENSLOCP00000005877
ENSTNIP00000007227	ENSLOCP00000009923
ENSTNIP00000017806	ENSLOCP00000017778
ENSTNIP00000005206	ENSLOCP00000012775
ENSTNIP00000007556	ENSLOCP00000022108
ENSTNIP00000022951	ENSLOCP00000020454
ENSTNIP00000015154	ENSLOCP00000003739
ENSTNIP00000012407	ENSLOCP00000016199
ENSTNIP00000016366	ENSLOCP00000020675
ENSTNIP00000001413	ENSLOCP00000021457
ENSTNIP00000013961	ENSLOCP00000020153
ENSTNIP00000005788	ENSLOCP00000016669
ENSTNIP00000022190	ENSLOCP00000004865
ENSTNIP00000007898	ENSLOCP00000017207
ENSTNIP00000006789	ENSLOCP00000008184
ENSTNIP00000010682	ENSLOCP00000012864
ENSTNIP00000000855	ENSLOCP00000007563
ENSTNIP00000017676	ENSLOCP00000015583
ENSTNIP00000009843	ENSLOCP00000012357
ENSTNIP00000012282	ENSLOCP00000005434
ENSTNIP00000018320	ENSLOCP00000007793
ENSTNIP00000007956	ENSLOCP00000016937
ENSTNIP00000012324	ENSLOCP00000012091
ENSTNIP00000004070	ENSLOCP00000022063
ENSTNIP00000011976	ENSLOCP00000018718
ENSTNIP00000013393	ENSLOCP00000019800
ENSTNIP00000005009	ENSLOCP00000013510
ENSTNIP00000012155	ENSLOCP00000001406
ENSTNIP00000020951	ENSLOCP00000003152
ENSTNIP00000022129	ENSLOCP00000000494
ENSTNIP00000022382	ENSLOCP00000020937
ENSTNIP00000020433	ENSLOCP00000020937
ENSTNIP00000004481	ENSLOCP00000020931
ENSTNIP00000019539	ENSLOCP00000005270
ENSTNIP00000022037	ENSLOCP00000018475
ENSTNIP00000011356	ENSLOCP00000010421
ENSTNIP00000014365	ENSLOCP00000018616
ENSTNIP00000016878	ENSLOCP00000001701
ENSTNIP00000006389	ENSLOCP00000000472
ENSTNIP00000014864	ENSLOCP00000019662
ENSTNIP00000022368	ENSLOCP00000019662
ENSTNIP00000001185	ENSLOCP00000000732
ENSTNIP00000020871	ENSLOCP00000010794
ENSTNIP00000019622	ENSLOCP00000004603
ENSTNIP00000014085	ENSLOCP00000007820
ENSTNIP00000019781	ENSLOCP00000011232
ENSTNIP00000014379	ENSLOCP00000015370
ENSTNIP00000012001	ENSLOCP00000003537
ENSTNIP00000014233	ENSLOCP00000008303
ENSTNIP00000019574	ENSLOCP00000011576
ENSTNIP00000001118	ENSLOCP00000008044
ENSTNIP00000020520	ENSLOCP00000013700
ENSTNIP00000013894	ENSLOCP00000015179
ENSTNIP00000005313	ENSLOCP00000015786
ENSTNIP00000007800	ENSLOCP00000015786
ENSTNIP00000012600	ENSLOCP00000020359
ENSTNIP00000000010	ENSLOCP00000020484
ENSTNIP00000005103	ENSLOCP00000001611
ENSTNIP00000020376	ENSLOCP00000015037
ENSTNIP00000008451	ENSLOCP00000005991
ENSTNIP00000018665	ENSLOCP00000004007
ENSTNIP00000020931	ENSLOCP00000014028
ENSTNIP00000014048	ENSLOCP00000017908
ENSTNIP00000019590	ENSLOCP00000007118
ENSTNIP00000012740	ENSLOCP00000020314
ENSTNIP00000020142	ENSLOCP00000010282
ENSTNIP00000015234	ENSLOCP00000020062
ENSTNIP00000005569	ENSLOCP00000000641
ENSTNIP00000013949	ENSLOCP00000019126
ENSTNIP00000014237	ENSLOCP00000000137
ENSTNIP00000011073	ENSLOCP00000000760
ENSTNIP00000007592	ENSLOCP00000015343
ENSTNIP00000022749	ENSLOCP00000021130
ENSTNIP00000008406	ENSLOCP00000016284
ENSTNIP00000018959	ENSLOCP00000005405
ENSTNIP00000018037	ENSLOCP00000013998
ENSTNIP00000000076	ENSLOCP00000006191
ENSTNIP00000007060	ENSLOCP00000004514
ENSTNIP00000012905	ENSLOCP00000001321
ENSTNIP00000017124	ENSLOCP00000016702
ENSTNIP00000019429	ENSLOCP00000020716
ENSTNIP00000005016	ENSLOCP00000021811
ENSTNIP00000018786	ENSLOCP00000010816
ENSTNIP00000014111	ENSLOCP00000018097
ENSTNIP00000000229	ENSLOCP00000016507
ENSTNIP00000015240	ENSLOCP00000011313
ENSTNIP00000020453	ENSLOCP00000020798
ENSTNIP00000017408	ENSLOCP00000006194
ENSTNIP00000006701	ENSLOCP00000010071
ENSTNIP00000006944	ENSLOCP00000000789
ENSTNIP00000012797	ENSLOCP00000004391
ENSTNIP00000018043	ENSLOCP00000007431
ENSTNIP00000019396	ENSLOCP00000019717
ENSTNIP00000011604	ENSLOCP00000003056
ENSTNIP00000010462	ENSLOCP00000005365
ENSTNIP00000018988	ENSLOCP00000010132
ENSTNIP00000022828	ENSLOCP00000000381
ENSTNIP00000014422	ENSLOCP00000003410
ENSTNIP00000006296	ENSLOCP00000006192
ENSTNIP00000019557	ENSLOCP00000012056
ENSTNIP00000017994	ENSLOCP00000014195
ENSTNIP00000002435	ENSLOCP00000009962
ENSTNIP00000018573	ENSLOCP00000011265
ENSTNIP00000011533	ENSLOCP00000010934
ENSTNIP00000009882	ENSLOCP00000007497
ENSTNIP00000018492	ENSLOCP00000006654
ENSTNIP00000013627	ENSLOCP00000020880
ENSTNIP00000004284	ENSLOCP00000003511
ENSTNIP00000019495	ENSLOCP00000020283
ENSTNIP00000005920	ENSLOCP00000001499
ENSTNIP00000022312	ENSLOCP00000002771
ENSTNIP00000008573	ENSLOCP00000014626
ENSTNIP00000012536	ENSLOCP00000004565
ENSTNIP00000018513	ENSLOCP00000006136
ENSTNIP00000021906	ENSLOCP00000020031
ENSTNIP00000020839	ENSLOCP00000019029
ENSTNIP00000008657	ENSLOCP00000003709
ENSTNIP00000007562	ENSLOCP00000000591
ENSTNIP00000016348	ENSLOCP00000015301
ENSTNIP00000011745	ENSLOCP00000011056
ENSTNIP00000010769	ENSLOCP00000000645
ENSTNIP00000012467	ENSLOCP00000007828
ENSTNIP00000008852	ENSLOCP00000019416
ENSTNIP00000023069	ENSLOCP00000020645
ENSTNIP00000019866	ENSLOCP00000003120
ENSTNIP00000020943	ENSLOCP00000005471
ENSTNIP00000009477	ENSLOCP00000015781
ENSTNIP00000022558	ENSLOCP00000016357
ENSTNIP00000021954	ENSLOCP00000021220
ENSTNIP00000010311	ENSLOCP00000004848
ENSTNIP00000013806	ENSLOCP00000009164
ENSTNIP00000019763	ENSLOCP00000019576
ENSTNIP00000005843	ENSLOCP00000007859
ENSTNIP00000004471	ENSLOCP00000013013
ENSTNIP00000019790	ENSLOCP00000013676
ENSTNIP00000012339	ENSLOCP00000005508
ENSTNIP00000011421	ENSLOCP00000005433
ENSTNIP00000009953	ENSLOCP00000007329
