ENSTGUP00000008915	ENSACAP00000005936
ENSTGUP00000007931	ENSACAP00000011150
ENSTGUP00000017853	ENSACAP00000005781
ENSTGUP00000005240	ENSACAP00000014813
ENSTGUP00000009123	ENSACAP00000012578
ENSTGUP00000009122	ENSACAP00000006543
ENSTGUP00000013880	ENSACAP00000002108
ENSTGUP00000013485	ENSACAP00000010765
ENSTGUP00000002153	ENSACAP00000020789
ENSTGUP00000008314	ENSACAP00000008487
ENSTGUP00000002675	ENSACAP00000004562
ENSTGUP00000010109	ENSACAP00000002197
ENSTGUP00000006868	ENSACAP00000023000
ENSTGUP00000017304	ENSACAP00000005806
ENSTGUP00000006006	ENSACAP00000003054
ENSTGUP00000005682	ENSACAP00000023204
ENSTGUP00000000950	ENSACAP00000006979
ENSTGUP00000007435	ENSACAP00000007542
ENSTGUP00000013337	ENSACAP00000005279
ENSTGUP00000012341	ENSACAP00000001812
ENSTGUP00000004665	ENSACAP00000013815
ENSTGUP00000012097	ENSACAP00000022572
ENSTGUP00000004472	ENSACAP00000007891
ENSTGUP00000004272	ENSACAP00000007711
ENSTGUP00000011718	ENSACAP00000007599
ENSTGUP00000004878	ENSACAP00000020708
ENSTGUP00000008543	ENSACAP00000004365
ENSTGUP00000011739	ENSACAP00000017735
ENSTGUP00000000441	ENSACAP00000005544
ENSTGUP00000013506	ENSACAP00000001628
ENSTGUP00000003857	ENSACAP00000000564
ENSTGUP00000006224	ENSACAP00000023167
ENSTGUP00000011689	ENSACAP00000006612
ENSTGUP00000005528	ENSACAP00000015161
ENSTGUP00000010548	ENSACAP00000001230
ENSTGUP00000006300	ENSACAP00000001641
ENSTGUP00000003369	ENSACAP00000013856
ENSTGUP00000002435	ENSACAP00000015833
ENSTGUP00000013001	ENSACAP00000002883
ENSTGUP00000003550	ENSACAP00000004762
ENSTGUP00000003540	ENSACAP00000009256
ENSTGUP00000010695	ENSACAP00000010432
ENSTGUP00000008125	ENSACAP00000016808
ENSTGUP00000005745	ENSACAP00000013668
ENSTGUP00000016297	ENSACAP00000002123
ENSTGUP00000004719	ENSACAP00000005626
ENSTGUP00000016832	ENSACAP00000003351
ENSTGUP00000004913	ENSACAP00000005822
ENSTGUP00000015573	ENSACAP00000015966
ENSTGUP00000005653	ENSACAP00000003491
ENSTGUP00000007899	ENSACAP00000013921
ENSTGUP00000009758	ENSACAP00000017137
ENSTGUP00000003604	ENSACAP00000020449
ENSTGUP00000017556	ENSACAP00000012409
ENSTGUP00000015374	ENSACAP00000001623
ENSTGUP00000003172	ENSACAP00000006404
ENSTGUP00000006252	ENSACAP00000003551
ENSTGUP00000006170	ENSACAP00000018697
ENSTGUP00000013716	ENSACAP00000009971
ENSTGUP00000004845	ENSACAP00000006977
ENSTGUP00000010120	ENSACAP00000015070
ENSTGUP00000000204	ENSACAP00000000465
ENSTGUP00000009035	ENSACAP00000006900
ENSTGUP00000006016	ENSACAP00000007197
ENSTGUP00000012248	ENSACAP00000015002
ENSTGUP00000006646	ENSACAP00000003216
ENSTGUP00000011600	ENSACAP00000016523
ENSTGUP00000009881	ENSACAP00000001332
ENSTGUP00000011788	ENSACAP00000017285
ENSTGUP00000013937	ENSACAP00000002182
ENSTGUP00000001830	ENSACAP00000015455
ENSTGUP00000012570	ENSACAP00000019308
ENSTGUP00000002752	ENSACAP00000008917
ENSTGUP00000010962	ENSACAP00000011725
ENSTGUP00000004269	ENSACAP00000005731
ENSTGUP00000009516	ENSACAP00000019506
ENSTGUP00000009456	ENSACAP00000008544
ENSTGUP00000009154	ENSACAP00000001276
ENSTGUP00000003144	ENSACAP00000014491
ENSTGUP00000002398	ENSACAP00000010889
ENSTGUP00000000886	ENSACAP00000001920
ENSTGUP00000006856	ENSACAP00000008717
ENSTGUP00000012241	ENSACAP00000003098
ENSTGUP00000006726	ENSACAP00000002487
ENSTGUP00000014176	ENSACAP00000011936
ENSTGUP00000011915	ENSACAP00000019274
ENSTGUP00000001138	ENSACAP00000013565
ENSTGUP00000001983	ENSACAP00000012740
ENSTGUP00000005769	ENSACAP00000001839
ENSTGUP00000004747	ENSACAP00000017516
ENSTGUP00000011602	ENSACAP00000016045
ENSTGUP00000013335	ENSACAP00000005275
ENSTGUP00000010907	ENSACAP00000022376
ENSTGUP00000004303	ENSACAP00000001639
ENSTGUP00000012749	ENSACAP00000008832
ENSTGUP00000007733	ENSACAP00000005567
ENSTGUP00000000644	ENSACAP00000000314
ENSTGUP00000001537	ENSACAP00000015093
ENSTGUP00000013887	ENSACAP00000005547
ENSTGUP00000010262	ENSACAP00000014622
ENSTGUP00000005157	ENSACAP00000014883
ENSTGUP00000011941	ENSACAP00000006190
ENSTGUP00000012656	ENSACAP00000010314
ENSTGUP00000011543	ENSACAP00000006811
ENSTGUP00000012936	ENSACAP00000000814
ENSTGUP00000006641	ENSACAP00000013924
ENSTGUP00000007633	ENSACAP00000006112
ENSTGUP00000011749	ENSACAP00000004375
ENSTGUP00000010114	ENSACAP00000007105
ENSTGUP00000002598	ENSACAP00000022590
ENSTGUP00000001821	ENSACAP00000001476
ENSTGUP00000004161	ENSACAP00000011351
ENSTGUP00000004307	ENSACAP00000006757
ENSTGUP00000005840	ENSACAP00000014130
ENSTGUP00000003212	ENSACAP00000014830
ENSTGUP00000005455	ENSACAP00000022464
ENSTGUP00000011055	ENSACAP00000005816
ENSTGUP00000000492	ENSACAP00000004546
ENSTGUP00000007298	ENSACAP00000012985
ENSTGUP00000012370	ENSACAP00000015795
ENSTGUP00000005710	ENSACAP00000005445
ENSTGUP00000012526	ENSACAP00000016398
ENSTGUP00000006912	ENSACAP00000007823
ENSTGUP00000001825	ENSACAP00000011651
ENSTGUP00000002275	ENSACAP00000017262
ENSTGUP00000007269	ENSACAP00000012946
ENSTGUP00000000889	ENSACAP00000017385
ENSTGUP00000001103	ENSACAP00000007476
ENSTGUP00000011606	ENSACAP00000006119
ENSTGUP00000006278	ENSACAP00000007887
ENSTGUP00000012700	ENSACAP00000022154
ENSTGUP00000000313	ENSACAP00000022911
ENSTGUP00000001153	ENSACAP00000007857
ENSTGUP00000012445	ENSACAP00000008556
ENSTGUP00000005342	ENSACAP00000017450
ENSTGUP00000003354	ENSACAP00000001549
ENSTGUP00000004178	ENSACAP00000012301
ENSTGUP00000005453	ENSACAP00000010779
ENSTGUP00000004737	ENSACAP00000001455
ENSTGUP00000011482	ENSACAP00000001849
ENSTGUP00000009666	ENSACAP00000010505
ENSTGUP00000002090	ENSACAP00000011743
ENSTGUP00000002333	ENSACAP00000005881
ENSTGUP00000011355	ENSACAP00000019934
ENSTGUP00000006920	ENSACAP00000008093
ENSTGUP00000015953	ENSACAP00000016489
ENSTGUP00000006487	ENSACAP00000010478
ENSTGUP00000017645	ENSACAP00000004838
ENSTGUP00000017638	ENSACAP00000016867
ENSTGUP00000001009	ENSACAP00000003175
ENSTGUP00000008472	ENSACAP00000022437
ENSTGUP00000002092	ENSACAP00000016356
ENSTGUP00000010759	ENSACAP00000002656
ENSTGUP00000010479	ENSACAP00000004102
ENSTGUP00000003613	ENSACAP00000018940
ENSTGUP00000011769	ENSACAP00000002941
ENSTGUP00000000575	ENSACAP00000013811
ENSTGUP00000010624	ENSACAP00000014323
ENSTGUP00000006291	ENSACAP00000008722
ENSTGUP00000013331	ENSACAP00000001271
ENSTGUP00000008993	ENSACAP00000013083
ENSTGUP00000008524	ENSACAP00000013409
ENSTGUP00000007230	ENSACAP00000007601
ENSTGUP00000012425	ENSACAP00000016138
ENSTGUP00000005151	ENSACAP00000003995
ENSTGUP00000004096	ENSACAP00000002181
ENSTGUP00000003938	ENSACAP00000010379
ENSTGUP00000008904	ENSACAP00000001486
ENSTGUP00000008074	ENSACAP00000010392
ENSTGUP00000005874	ENSACAP00000018404
ENSTGUP00000013463	ENSACAP00000015970
ENSTGUP00000007243	ENSACAP00000004725
ENSTGUP00000005451	ENSACAP00000015329
ENSTGUP00000009807	ENSACAP00000008910
ENSTGUP00000003358	ENSACAP00000000586
ENSTGUP00000010837	ENSACAP00000015173
ENSTGUP00000012822	ENSACAP00000014375
ENSTGUP00000007466	ENSACAP00000012132
ENSTGUP00000000878	ENSACAP00000014520
ENSTGUP00000012295	ENSACAP00000013619
ENSTGUP00000005204	ENSACAP00000023454
ENSTGUP00000003337	ENSACAP00000004006
ENSTGUP00000013310	ENSACAP00000015460
ENSTGUP00000005655	ENSACAP00000006258
ENSTGUP00000002140	ENSACAP00000004822
ENSTGUP00000000211	ENSACAP00000015555
ENSTGUP00000005864	ENSACAP00000015779
ENSTGUP00000009204	ENSACAP00000000061
ENSTGUP00000007386	ENSACAP00000006416
ENSTGUP00000013627	ENSACAP00000003944
ENSTGUP00000000393	ENSACAP00000016458
ENSTGUP00000005965	ENSACAP00000008410
ENSTGUP00000004004	ENSACAP00000002980
ENSTGUP00000004586	ENSACAP00000004531
ENSTGUP00000007305	ENSACAP00000007963
ENSTGUP00000004805	ENSACAP00000008486
ENSTGUP00000015583	ENSACAP00000000560
ENSTGUP00000012238	ENSACAP00000004237
ENSTGUP00000005476	ENSACAP00000003649
ENSTGUP00000013697	ENSACAP00000010739
ENSTGUP00000005387	ENSACAP00000006607
ENSTGUP00000002083	ENSACAP00000008893
ENSTGUP00000004181	ENSACAP00000005405
ENSTGUP00000011815	ENSACAP00000012676
ENSTGUP00000009491	ENSACAP00000001470
ENSTGUP00000007150	ENSACAP00000001059
ENSTGUP00000003712	ENSACAP00000014856
ENSTGUP00000007858	ENSACAP00000012590
ENSTGUP00000008804	ENSACAP00000000423
ENSTGUP00000009190	ENSACAP00000018979
ENSTGUP00000006851	ENSACAP00000001191
ENSTGUP00000000469	ENSACAP00000004938
ENSTGUP00000012196	ENSACAP00000000432
ENSTGUP00000012192	ENSACAP00000022794
ENSTGUP00000006811	ENSACAP00000007190
ENSTGUP00000006255	ENSACAP00000004519
ENSTGUP00000009847	ENSACAP00000003468
ENSTGUP00000011388	ENSACAP00000009985
ENSTGUP00000012547	ENSACAP00000005614
ENSTGUP00000013790	ENSACAP00000022939
ENSTGUP00000003350	ENSACAP00000001592
ENSTGUP00000012038	ENSACAP00000001720
ENSTGUP00000005940	ENSACAP00000005129
ENSTGUP00000013172	ENSACAP00000006518
ENSTGUP00000008683	ENSACAP00000000333
ENSTGUP00000004316	ENSACAP00000005860
ENSTGUP00000002653	ENSACAP00000021457
ENSTGUP00000005308	ENSACAP00000008926
ENSTGUP00000011792	ENSACAP00000005035
ENSTGUP00000005388	ENSACAP00000009121
ENSTGUP00000012558	ENSACAP00000023254
ENSTGUP00000005324	ENSACAP00000007094
ENSTGUP00000000398	ENSACAP00000008359
ENSTGUP00000003996	ENSACAP00000009433
ENSTGUP00000001124	ENSACAP00000012757
ENSTGUP00000006213	ENSACAP00000008099
ENSTGUP00000001476	ENSACAP00000021896
ENSTGUP00000003221	ENSACAP00000007586
ENSTGUP00000008977	ENSACAP00000009384
ENSTGUP00000012379	ENSACAP00000011372
ENSTGUP00000011387	ENSACAP00000023099
ENSTGUP00000012677	ENSACAP00000010921
ENSTGUP00000006080	ENSACAP00000011782
ENSTGUP00000011919	ENSACAP00000022431
ENSTGUP00000012115	ENSACAP00000018952
ENSTGUP00000000706	ENSACAP00000010826
ENSTGUP00000002087	ENSACAP00000009019
ENSTGUP00000017602	ENSACAP00000005603
ENSTGUP00000005993	ENSACAP00000003086
ENSTGUP00000002054	ENSACAP00000011345
ENSTGUP00000002962	ENSACAP00000006746
ENSTGUP00000003816	ENSACAP00000011448
ENSTGUP00000012349	ENSACAP00000003496
ENSTGUP00000009722	ENSACAP00000021830
ENSTGUP00000000717	ENSACAP00000017463
ENSTGUP00000014586	ENSACAP00000014188
ENSTGUP00000012711	ENSACAP00000017032
ENSTGUP00000009557	ENSACAP00000015263
ENSTGUP00000009874	ENSACAP00000003329
ENSTGUP00000001508	ENSACAP00000005997
ENSTGUP00000007845	ENSACAP00000009243
ENSTGUP00000005574	ENSACAP00000006867
ENSTGUP00000004052	ENSACAP00000009593
ENSTGUP00000008725	ENSACAP00000012395
ENSTGUP00000011958	ENSACAP00000014227
ENSTGUP00000011180	ENSACAP00000003715
ENSTGUP00000015792	ENSACAP00000000596
ENSTGUP00000003272	ENSACAP00000014951
ENSTGUP00000006122	ENSACAP00000017579
ENSTGUP00000008270	ENSACAP00000009546
ENSTGUP00000009209	ENSACAP00000014607
ENSTGUP00000005967	ENSACAP00000014346
ENSTGUP00000001425	ENSACAP00000012528
ENSTGUP00000012090	ENSACAP00000004791
ENSTGUP00000001599	ENSACAP00000009875
ENSTGUP00000013057	ENSACAP00000013221
ENSTGUP00000002322	ENSACAP00000002519
ENSTGUP00000008694	ENSACAP00000007535
ENSTGUP00000004192	ENSACAP00000002347
ENSTGUP00000003981	ENSACAP00000015642
ENSTGUP00000011242	ENSACAP00000016573
ENSTGUP00000002946	ENSACAP00000015586
ENSTGUP00000003310	ENSACAP00000014558
ENSTGUP00000011987	ENSACAP00000002046
ENSTGUP00000007518	ENSACAP00000006289
ENSTGUP00000010024	ENSACAP00000012214
ENSTGUP00000000812	ENSACAP00000000152
ENSTGUP00000011021	ENSACAP00000011314
ENSTGUP00000015172	ENSACAP00000006335
ENSTGUP00000011728	ENSACAP00000010580
ENSTGUP00000003116	ENSACAP00000012977
ENSTGUP00000013767	ENSACAP00000011052
ENSTGUP00000007320	ENSACAP00000010325
ENSTGUP00000008263	ENSACAP00000011400
ENSTGUP00000001835	ENSACAP00000002896
ENSTGUP00000007224	ENSACAP00000014677
ENSTGUP00000013668	ENSACAP00000005109
ENSTGUP00000000244	ENSACAP00000005589
ENSTGUP00000004172	ENSACAP00000009955
ENSTGUP00000000558	ENSACAP00000006237
ENSTGUP00000012529	ENSACAP00000005648
ENSTGUP00000009770	ENSACAP00000015287
ENSTGUP00000013197	ENSACAP00000013734
ENSTGUP00000001606	ENSACAP00000016989
ENSTGUP00000004417	ENSACAP00000017328
ENSTGUP00000012411	ENSACAP00000010972
ENSTGUP00000005400	ENSACAP00000003355
ENSTGUP00000009253	ENSACAP00000007403
ENSTGUP00000000921	ENSACAP00000017350
ENSTGUP00000003927	ENSACAP00000011278
ENSTGUP00000012503	ENSACAP00000005876
ENSTGUP00000012076	ENSACAP00000004506
ENSTGUP00000004663	ENSACAP00000016222
ENSTGUP00000010633	ENSACAP00000007350
ENSTGUP00000006056	ENSACAP00000016431
ENSTGUP00000008043	ENSACAP00000014057
ENSTGUP00000009624	ENSACAP00000003105
ENSTGUP00000012553	ENSACAP00000005576
ENSTGUP00000004260	ENSACAP00000010108
ENSTGUP00000013153	ENSACAP00000001707
ENSTGUP00000005278	ENSACAP00000008894
ENSTGUP00000001833	ENSACAP00000015483
ENSTGUP00000012046	ENSACAP00000005644
ENSTGUP00000009655	ENSACAP00000002831
ENSTGUP00000002489	ENSACAP00000007852
ENSTGUP00000012761	ENSACAP00000013202
ENSTGUP00000003499	ENSACAP00000005994
ENSTGUP00000013171	ENSACAP00000006524
ENSTGUP00000012934	ENSACAP00000022658
ENSTGUP00000010395	ENSACAP00000002751
ENSTGUP00000012532	ENSACAP00000007813
ENSTGUP00000012990	ENSACAP00000008633
ENSTGUP00000002007	ENSACAP00000012328
ENSTGUP00000008115	ENSACAP00000011207
ENSTGUP00000013299	ENSACAP00000015001
ENSTGUP00000008520	ENSACAP00000007873
ENSTGUP00000010192	ENSACAP00000013527
ENSTGUP00000005201	ENSACAP00000002921
ENSTGUP00000017584	ENSACAP00000012735
ENSTGUP00000017702	ENSACAP00000011260
ENSTGUP00000007155	ENSACAP00000004473
ENSTGUP00000001948	ENSACAP00000001676
ENSTGUP00000014634	ENSACAP00000004964
ENSTGUP00000011616	ENSACAP00000016087
ENSTGUP00000013836	ENSACAP00000020669
ENSTGUP00000008820	ENSACAP00000001102
ENSTGUP00000013818	ENSACAP00000009978
ENSTGUP00000009054	ENSACAP00000005330
ENSTGUP00000000297	ENSACAP00000010740
ENSTGUP00000000557	ENSACAP00000006195
ENSTGUP00000003492	ENSACAP00000013502
ENSTGUP00000002848	ENSACAP00000008313
ENSTGUP00000008920	ENSACAP00000007229
ENSTGUP00000013847	ENSACAP00000009347
ENSTGUP00000005549	ENSACAP00000004092
ENSTGUP00000004943	ENSACAP00000002458
ENSTGUP00000005038	ENSACAP00000005158
ENSTGUP00000017450	ENSACAP00000005564
ENSTGUP00000017667	ENSACAP00000002015
ENSTGUP00000002793	ENSACAP00000007966
ENSTGUP00000003202	ENSACAP00000003151
ENSTGUP00000009846	ENSACAP00000002753
ENSTGUP00000003888	ENSACAP00000023469
ENSTGUP00000003270	ENSACAP00000006657
ENSTGUP00000006198	ENSACAP00000001462
ENSTGUP00000007546	ENSACAP00000007313
ENSTGUP00000007484	ENSACAP00000001966
ENSTGUP00000012997	ENSACAP00000008549
ENSTGUP00000011520	ENSACAP00000015893
ENSTGUP00000005755	ENSACAP00000004702
ENSTGUP00000002783	ENSACAP00000003393
ENSTGUP00000003696	ENSACAP00000010104
ENSTGUP00000000427	ENSACAP00000003263
ENSTGUP00000012629	ENSACAP00000016241
ENSTGUP00000017324	ENSACAP00000020640
ENSTGUP00000010189	ENSACAP00000003340
ENSTGUP00000004948	ENSACAP00000009744
ENSTGUP00000007693	ENSACAP00000022339
ENSTGUP00000004088	ENSACAP00000018430
ENSTGUP00000010845	ENSACAP00000016586
ENSTGUP00000002256	ENSACAP00000000456
ENSTGUP00000011696	ENSACAP00000016152
ENSTGUP00000005762	ENSACAP00000018206
ENSTGUP00000000430	ENSACAP00000005778
ENSTGUP00000013244	ENSACAP00000008311
ENSTGUP00000017776	ENSACAP00000009436
ENSTGUP00000011038	ENSACAP00000010396
ENSTGUP00000006345	ENSACAP00000017851
ENSTGUP00000003196	ENSACAP00000010010
ENSTGUP00000012691	ENSACAP00000008309
ENSTGUP00000000837	ENSACAP00000000377
ENSTGUP00000010595	ENSACAP00000013340
ENSTGUP00000011170	ENSACAP00000011737
ENSTGUP00000005709	ENSACAP00000013794
ENSTGUP00000010539	ENSACAP00000008208
ENSTGUP00000005350	ENSACAP00000005443
ENSTGUP00000010559	ENSACAP00000008584
ENSTGUP00000003587	ENSACAP00000011732
ENSTGUP00000006947	ENSACAP00000007782
ENSTGUP00000009295	ENSACAP00000000320
ENSTGUP00000004139	ENSACAP00000011526
ENSTGUP00000013620	ENSACAP00000004068
ENSTGUP00000007811	ENSACAP00000005373
ENSTGUP00000001325	ENSACAP00000012737
ENSTGUP00000009188	ENSACAP00000005136
ENSTGUP00000010861	ENSACAP00000009264
ENSTGUP00000002086	ENSACAP00000008950
ENSTGUP00000001589	ENSACAP00000009807
ENSTGUP00000000945	ENSACAP00000006944
ENSTGUP00000005429	ENSACAP00000003454
ENSTGUP00000007978	ENSACAP00000013151
ENSTGUP00000000482	ENSACAP00000009298
ENSTGUP00000015114	ENSACAP00000015582
ENSTGUP00000006540	ENSACAP00000011808
ENSTGUP00000002025	ENSACAP00000007967
ENSTGUP00000005018	ENSACAP00000007560
ENSTGUP00000001136	ENSACAP00000007627
ENSTGUP00000004645	ENSACAP00000009337
ENSTGUP00000001645	ENSACAP00000012692
ENSTGUP00000003377	ENSACAP00000006018
ENSTGUP00000005137	ENSACAP00000009374
ENSTGUP00000009195	ENSACAP00000012386
ENSTGUP00000009737	ENSACAP00000003955
ENSTGUP00000003387	ENSACAP00000014819
ENSTGUP00000001647	ENSACAP00000001110
ENSTGUP00000006091	ENSACAP00000005410
ENSTGUP00000009312	ENSACAP00000002240
ENSTGUP00000005656	ENSACAP00000002470
ENSTGUP00000012061	ENSACAP00000005745
ENSTGUP00000006109	ENSACAP00000004070
ENSTGUP00000013903	ENSACAP00000009231
ENSTGUP00000002169	ENSACAP00000009179
ENSTGUP00000004704	ENSACAP00000008697
ENSTGUP00000003441	ENSACAP00000010606
ENSTGUP00000002701	ENSACAP00000004131
ENSTGUP00000006640	ENSACAP00000007434
ENSTGUP00000003147	ENSACAP00000018475
ENSTGUP00000011221	ENSACAP00000014124
ENSTGUP00000014025	ENSACAP00000011665
ENSTGUP00000011640	ENSACAP00000008531
ENSTGUP00000012065	ENSACAP00000002365
ENSTGUP00000001324	ENSACAP00000012574
ENSTGUP00000000792	ENSACAP00000001472
ENSTGUP00000010500	ENSACAP00000004665
ENSTGUP00000009871	ENSACAP00000009166
ENSTGUP00000011401	ENSACAP00000017623
ENSTGUP00000002114	ENSACAP00000012313
ENSTGUP00000002362	ENSACAP00000022381
ENSTGUP00000007390	ENSACAP00000022914
ENSTGUP00000017795	ENSACAP00000012178
ENSTGUP00000001572	ENSACAP00000017292
ENSTGUP00000000014	ENSACAP00000015320
ENSTGUP00000002031	ENSACAP00000017799
ENSTGUP00000008763	ENSACAP00000006354
ENSTGUP00000002176	ENSACAP00000005924
ENSTGUP00000010111	ENSACAP00000011917
ENSTGUP00000011744	ENSACAP00000007556
ENSTGUP00000010005	ENSACAP00000011039
ENSTGUP00000010305	ENSACAP00000004899
ENSTGUP00000009731	ENSACAP00000000346
ENSTGUP00000011611	ENSACAP00000006163
ENSTGUP00000008783	ENSACAP00000004905
ENSTGUP00000002192	ENSACAP00000004137
ENSTGUP00000008974	ENSACAP00000002194
ENSTGUP00000000581	ENSACAP00000023032
ENSTGUP00000009152	ENSACAP00000012449
ENSTGUP00000012983	ENSACAP00000008678
ENSTGUP00000005525	ENSACAP00000003107
ENSTGUP00000005170	ENSACAP00000003908
ENSTGUP00000005139	ENSACAP00000003926
ENSTGUP00000007721	ENSACAP00000016722
ENSTGUP00000011341	ENSACAP00000017693
ENSTGUP00000007143	ENSACAP00000017299
ENSTGUP00000000320	ENSACAP00000014877
ENSTGUP00000017695	ENSACAP00000003227
ENSTGUP00000006448	ENSACAP00000003164
ENSTGUP00000005757	ENSACAP00000002575
ENSTGUP00000006354	ENSACAP00000000976
ENSTGUP00000000056	ENSACAP00000006806
ENSTGUP00000011729	ENSACAP00000007580
ENSTGUP00000013361	ENSACAP00000015910
ENSTGUP00000009189	ENSACAP00000000059
ENSTGUP00000002296	ENSACAP00000000222
ENSTGUP00000010544	ENSACAP00000011538
ENSTGUP00000011730	ENSACAP00000004872
ENSTGUP00000008865	ENSACAP00000006507
ENSTGUP00000005382	ENSACAP00000003861
ENSTGUP00000009338	ENSACAP00000004535
ENSTGUP00000010439	ENSACAP00000008137
ENSTGUP00000009862	ENSACAP00000003298
ENSTGUP00000005130	ENSACAP00000008453
ENSTGUP00000013414	ENSACAP00000001844
ENSTGUP00000009427	ENSACAP00000004656
ENSTGUP00000005229	ENSACAP00000008674
ENSTGUP00000003579	ENSACAP00000012159
ENSTGUP00000013600	ENSACAP00000006723
ENSTGUP00000013367	ENSACAP00000016603
ENSTGUP00000010738	ENSACAP00000002307
ENSTGUP00000012140	ENSACAP00000018321
ENSTGUP00000014140	ENSACAP00000004041
ENSTGUP00000010284	ENSACAP00000008251
ENSTGUP00000009324	ENSACAP00000021744
ENSTGUP00000005155	ENSACAP00000002763
ENSTGUP00000002352	ENSACAP00000002170
ENSTGUP00000001922	ENSACAP00000017372
ENSTGUP00000001977	ENSACAP00000017124
ENSTGUP00000007569	ENSACAP00000023338
ENSTGUP00000004002	ENSACAP00000000697
ENSTGUP00000007878	ENSACAP00000010334
ENSTGUP00000002353	ENSACAP00000003040
ENSTGUP00000005336	ENSACAP00000013931
ENSTGUP00000007033	ENSACAP00000001805
ENSTGUP00000011405	ENSACAP00000004694
ENSTGUP00000017370	ENSACAP00000012177
ENSTGUP00000010571	ENSACAP00000008126
ENSTGUP00000008911	ENSACAP00000006302
ENSTGUP00000013440	ENSACAP00000012632
ENSTGUP00000003298	ENSACAP00000015926
ENSTGUP00000010637	ENSACAP00000004780
ENSTGUP00000004482	ENSACAP00000008642
ENSTGUP00000010183	ENSACAP00000013687
ENSTGUP00000002440	ENSACAP00000001217
ENSTGUP00000011558	ENSACAP00000015789
ENSTGUP00000001713	ENSACAP00000012780
ENSTGUP00000000151	ENSACAP00000001766
ENSTGUP00000009114	ENSACAP00000015734
ENSTGUP00000006116	ENSACAP00000001653
ENSTGUP00000007804	ENSACAP00000012608
ENSTGUP00000002047	ENSACAP00000008699
ENSTGUP00000011425	ENSACAP00000017615
ENSTGUP00000007611	ENSACAP00000003664
ENSTGUP00000011054	ENSACAP00000016055
ENSTGUP00000017808	ENSACAP00000010113
ENSTGUP00000012992	ENSACAP00000008576
ENSTGUP00000008510	ENSACAP00000007705
ENSTGUP00000008155	ENSACAP00000008194
ENSTGUP00000014221	ENSACAP00000004505
ENSTGUP00000013823	ENSACAP00000010099
ENSTGUP00000003349	ENSACAP00000015108
ENSTGUP00000001489	ENSACAP00000016672
ENSTGUP00000006021	ENSACAP00000014065
ENSTGUP00000001375	ENSACAP00000003389
ENSTGUP00000004028	ENSACAP00000002874
ENSTGUP00000011708	ENSACAP00000002574
ENSTGUP00000001315	ENSACAP00000012414
ENSTGUP00000012579	ENSACAP00000016640
ENSTGUP00000009205	ENSACAP00000005122
ENSTGUP00000012045	ENSACAP00000005669
ENSTGUP00000003230	ENSACAP00000006559
ENSTGUP00000012810	ENSACAP00000014479
ENSTGUP00000010684	ENSACAP00000004228
ENSTGUP00000013667	ENSACAP00000007035
ENSTGUP00000004670	ENSACAP00000016184
ENSTGUP00000012451	ENSACAP00000006305
ENSTGUP00000013523	ENSACAP00000017611
ENSTGUP00000007598	ENSACAP00000014281
ENSTGUP00000000037	ENSACAP00000013808
ENSTGUP00000003520	ENSACAP00000007072
ENSTGUP00000000533	ENSACAP00000017206
ENSTGUP00000008728	ENSACAP00000000650
ENSTGUP00000002027	ENSACAP00000008466
ENSTGUP00000010246	ENSACAP00000014557
ENSTGUP00000004884	ENSACAP00000004716
ENSTGUP00000009301	ENSACAP00000004564
ENSTGUP00000009275	ENSACAP00000008100
ENSTGUP00000009470	ENSACAP00000009770
ENSTGUP00000009870	ENSACAP00000003097
ENSTGUP00000013505	ENSACAP00000006913
ENSTGUP00000016443	ENSACAP00000004841
ENSTGUP00000009934	ENSACAP00000001950
ENSTGUP00000002608	ENSACAP00000019132
ENSTGUP00000008387	ENSACAP00000010459
ENSTGUP00000008450	ENSACAP00000020240
ENSTGUP00000010917	ENSACAP00000003974
ENSTGUP00000009957	ENSACAP00000003514
ENSTGUP00000010561	ENSACAP00000021839
ENSTGUP00000007835	ENSACAP00000012540
ENSTGUP00000002839	ENSACAP00000013474
ENSTGUP00000003533	ENSACAP00000009879
ENSTGUP00000003424	ENSACAP00000017678
ENSTGUP00000011127	ENSACAP00000011667
ENSTGUP00000006708	ENSACAP00000006768
ENSTGUP00000008652	ENSACAP00000021377
ENSTGUP00000003482	ENSACAP00000008630
ENSTGUP00000013110	ENSACAP00000012973
ENSTGUP00000007450	ENSACAP00000007220
ENSTGUP00000018094	ENSACAP00000007427
ENSTGUP00000011999	ENSACAP00000015066
ENSTGUP00000005171	ENSACAP00000017303
ENSTGUP00000004182	ENSACAP00000000398
ENSTGUP00000005579	ENSACAP00000016632
ENSTGUP00000010989	ENSACAP00000010022
ENSTGUP00000011822	ENSACAP00000005208
ENSTGUP00000012177	ENSACAP00000021786
ENSTGUP00000012714	ENSACAP00000017279
ENSTGUP00000013645	ENSACAP00000012685
ENSTGUP00000011572	ENSACAP00000001590
ENSTGUP00000017773	ENSACAP00000014032
ENSTGUP00000005963	ENSACAP00000000179
ENSTGUP00000003723	ENSACAP00000018442
ENSTGUP00000010885	ENSACAP00000009268
ENSTGUP00000003432	ENSACAP00000007200
ENSTGUP00000003508	ENSACAP00000020558
ENSTGUP00000008550	ENSACAP00000001400
ENSTGUP00000007795	ENSACAP00000005459
ENSTGUP00000007577	ENSACAP00000003604
ENSTGUP00000004387	ENSACAP00000007320
ENSTGUP00000009187	ENSACAP00000013183
