ENSCAFP00000014731	ENSORLP00000017023
ENSCAFP00000036470	ENSORLP00000001000
ENSCAFP00000017122	ENSORLP00000014605
ENSCAFP00000004593	ENSORLP00000001874
ENSCAFP00000002277	ENSORLP00000022246
ENSCAFP00000018645	ENSORLP00000011791
ENSCAFP00000006389	ENSORLP00000014845
ENSCAFP00000010979	ENSORLP00000017827
ENSCAFP00000000544	ENSORLP00000021405
ENSCAFP00000023450	ENSORLP00000014198
ENSCAFP00000008954	ENSORLP00000012373
ENSCAFP00000010405	ENSORLP00000005385
ENSCAFP00000040706	ENSORLP00000003664
ENSCAFP00000017456	ENSORLP00000023053
ENSCAFP00000002549	ENSORLP00000000604
ENSCAFP00000028383	ENSORLP00000004204
ENSCAFP00000007960	ENSORLP00000013303
ENSCAFP00000029808	ENSORLP00000022891
ENSCAFP00000035586	ENSORLP00000017709
ENSCAFP00000018192	ENSORLP00000011051
ENSCAFP00000013792	ENSORLP00000014769
ENSCAFP00000023536	ENSORLP00000007095
ENSCAFP00000001501	ENSORLP00000007218
ENSCAFP00000001501	ENSORLP00000021305
ENSCAFP00000040226	ENSORLP00000025754
ENSCAFP00000012863	ENSORLP00000018904
ENSCAFP00000000694	ENSORLP00000003546
ENSCAFP00000004717	ENSORLP00000019365
ENSCAFP00000001502	ENSORLP00000007210
ENSCAFP00000028997	ENSORLP00000024034
ENSCAFP00000040915	ENSORLP00000008353
ENSCAFP00000016220	ENSORLP00000022685
ENSCAFP00000016220	ENSORLP00000016946
ENSCAFP00000006987	ENSORLP00000009554
ENSCAFP00000006987	ENSORLP00000017504
ENSCAFP00000027649	ENSORLP00000004862
ENSCAFP00000020915	ENSORLP00000007599
ENSCAFP00000024522	ENSORLP00000011877
ENSCAFP00000002377	ENSORLP00000020332
ENSCAFP00000008717	ENSORLP00000025222
ENSCAFP00000009165	ENSORLP00000022681
ENSCAFP00000029876	ENSORLP00000011147
ENSCAFP00000017393	ENSORLP00000011373
ENSCAFP00000001595	ENSORLP00000017560
ENSCAFP00000028202	ENSORLP00000000403
ENSCAFP00000006445	ENSORLP00000016603
ENSCAFP00000023925	ENSORLP00000023754
ENSCAFP00000041281	ENSORLP00000009735
ENSCAFP00000015198	ENSORLP00000017972
ENSCAFP00000001396	ENSORLP00000018468
ENSCAFP00000001396	ENSORLP00000005120
ENSCAFP00000027589	ENSORLP00000005014
ENSCAFP00000028004	ENSORLP00000003901
ENSCAFP00000029974	ENSORLP00000020690
ENSCAFP00000001866	ENSORLP00000004734
ENSCAFP00000006249	ENSORLP00000023077
ENSCAFP00000011354	ENSORLP00000009105
ENSCAFP00000007517	ENSORLP00000017413
ENSCAFP00000012354	ENSORLP00000019852
ENSCAFP00000011051	ENSORLP00000000520
ENSCAFP00000037609	ENSORLP00000001850
ENSCAFP00000027702	ENSORLP00000017139
ENSCAFP00000018128	ENSORLP00000009410
ENSCAFP00000029474	ENSORLP00000022082
ENSCAFP00000015822	ENSORLP00000011475
ENSCAFP00000015822	ENSORLP00000008325
ENSCAFP00000014924	ENSORLP00000012778
ENSCAFP00000015482	ENSORLP00000010607
ENSCAFP00000010456	ENSORLP00000006083
ENSCAFP00000017665	ENSORLP00000017719
ENSCAFP00000005763	ENSORLP00000005745
ENSCAFP00000014681	ENSORLP00000015556
ENSCAFP00000021881	ENSORLP00000014348
ENSCAFP00000021881	ENSORLP00000003677
ENSCAFP00000002348	ENSORLP00000000318
ENSCAFP00000022300	ENSORLP00000015267
ENSCAFP00000016236	ENSORLP00000022296
ENSCAFP00000025228	ENSORLP00000012257
ENSCAFP00000004181	ENSORLP00000023995
ENSCAFP00000007583	ENSORLP00000000623
ENSCAFP00000007583	ENSORLP00000020326
ENSCAFP00000010269	ENSORLP00000015071
ENSCAFP00000026434	ENSORLP00000018204
ENSCAFP00000028183	ENSORLP00000007964
ENSCAFP00000021838	ENSORLP00000014894
ENSCAFP00000028356	ENSORLP00000010394
ENSCAFP00000028356	ENSORLP00000018863
ENSCAFP00000005265	ENSORLP00000012230
ENSCAFP00000026881	ENSORLP00000004162
ENSCAFP00000000332	ENSORLP00000006811
ENSCAFP00000007092	ENSORLP00000025749
ENSCAFP00000010176	ENSORLP00000021892
ENSCAFP00000007136	ENSORLP00000023358
ENSCAFP00000018093	ENSORLP00000010538
ENSCAFP00000033551	ENSORLP00000020205
ENSCAFP00000024173	ENSORLP00000011117
ENSCAFP00000029684	ENSORLP00000005067
ENSCAFP00000001725	ENSORLP00000008517
ENSCAFP00000042359	ENSORLP00000016370
ENSCAFP00000018221	ENSORLP00000023302
ENSCAFP00000012781	ENSORLP00000024984
ENSCAFP00000022510	ENSORLP00000021881
ENSCAFP00000042144	ENSORLP00000025750
ENSCAFP00000010376	ENSORLP00000014435
ENSCAFP00000006253	ENSORLP00000000875
ENSCAFP00000004560	ENSORLP00000020953
ENSCAFP00000028186	ENSORLP00000010493
ENSCAFP00000014923	ENSORLP00000017162
ENSCAFP00000007617	ENSORLP00000010858
ENSCAFP00000015556	ENSORLP00000003400
ENSCAFP00000020510	ENSORLP00000022100
ENSCAFP00000004916	ENSORLP00000000984
ENSCAFP00000020420	ENSORLP00000022112
ENSCAFP00000016393	ENSORLP00000015636
ENSCAFP00000007969	ENSORLP00000021573
ENSCAFP00000026781	ENSORLP00000009926
ENSCAFP00000012721	ENSORLP00000025126
ENSCAFP00000015434	ENSORLP00000003010
ENSCAFP00000011218	ENSORLP00000011713
ENSCAFP00000011626	ENSORLP00000007533
ENSCAFP00000015374	ENSORLP00000023745
ENSCAFP00000004095	ENSORLP00000023405
ENSCAFP00000022452	ENSORLP00000020273
ENSCAFP00000021785	ENSORLP00000013208
ENSCAFP00000010233	ENSORLP00000015130
ENSCAFP00000004768	ENSORLP00000018427
ENSCAFP00000034264	ENSORLP00000014839
ENSCAFP00000016300	ENSORLP00000022473
ENSCAFP00000028027	ENSORLP00000001989
ENSCAFP00000007365	ENSORLP00000012197
ENSCAFP00000015317	ENSORLP00000011516
ENSCAFP00000009204	ENSORLP00000004656
ENSCAFP00000010157	ENSORLP00000004066
ENSCAFP00000016498	ENSORLP00000006026
ENSCAFP00000015364	ENSORLP00000018899
ENSCAFP00000036644	ENSORLP00000017094
ENSCAFP00000021731	ENSORLP00000007133
ENSCAFP00000012934	ENSORLP00000009736
ENSCAFP00000014222	ENSORLP00000022422
ENSCAFP00000008625	ENSORLP00000017276
ENSCAFP00000027816	ENSORLP00000003551
ENSCAFP00000010445	ENSORLP00000002183
ENSCAFP00000014569	ENSORLP00000008270
ENSCAFP00000005867	ENSORLP00000005514
ENSCAFP00000025402	ENSORLP00000013050
ENSCAFP00000024353	ENSORLP00000010379
ENSCAFP00000013333	ENSORLP00000014532
ENSCAFP00000000375	ENSORLP00000012880
ENSCAFP00000007483	ENSORLP00000001040
ENSCAFP00000030165	ENSORLP00000016008
ENSCAFP00000031860	ENSORLP00000013785
ENSCAFP00000033819	ENSORLP00000017903
ENSCAFP00000015941	ENSORLP00000004394
ENSCAFP00000012895	ENSORLP00000015791
ENSCAFP00000027654	ENSORLP00000005860
ENSCAFP00000036797	ENSORLP00000001325
ENSCAFP00000000504	ENSORLP00000024949
ENSCAFP00000012623	ENSORLP00000006172
ENSCAFP00000027853	ENSORLP00000017216
ENSCAFP00000039770	ENSORLP00000024821
ENSCAFP00000003434	ENSORLP00000002697
ENSCAFP00000015449	ENSORLP00000017531
ENSCAFP00000010809	ENSORLP00000005270
ENSCAFP00000010809	ENSORLP00000018620
ENSCAFP00000015389	ENSORLP00000018397
ENSCAFP00000029528	ENSORLP00000014262
ENSCAFP00000025343	ENSORLP00000022748
ENSCAFP00000008938	ENSORLP00000006229
ENSCAFP00000040899	ENSORLP00000013893
ENSCAFP00000007384	ENSORLP00000008670
ENSCAFP00000020132	ENSORLP00000014822
ENSCAFP00000018999	ENSORLP00000021710
ENSCAFP00000023179	ENSORLP00000002230
ENSCAFP00000035218	ENSORLP00000015362
ENSCAFP00000041810	ENSORLP00000025307
ENSCAFP00000016044	ENSORLP00000008272
ENSCAFP00000004711	ENSORLP00000003717
ENSCAFP00000030224	ENSORLP00000004155
ENSCAFP00000009329	ENSORLP00000011619
ENSCAFP00000005251	ENSORLP00000022876
ENSCAFP00000039382	ENSORLP00000010798
ENSCAFP00000000208	ENSORLP00000015369
ENSCAFP00000009134	ENSORLP00000022611
ENSCAFP00000008138	ENSORLP00000014970
ENSCAFP00000002723	ENSORLP00000011964
ENSCAFP00000036187	ENSORLP00000002964
ENSCAFP00000018725	ENSORLP00000012034
ENSCAFP00000020922	ENSORLP00000018997
ENSCAFP00000002137	ENSORLP00000014827
ENSCAFP00000000185	ENSORLP00000018885
ENSCAFP00000015188	ENSORLP00000019887
ENSCAFP00000028617	ENSORLP00000007000
ENSCAFP00000002292	ENSORLP00000016733
ENSCAFP00000022206	ENSORLP00000017300
ENSCAFP00000005218	ENSORLP00000007782
ENSCAFP00000014238	ENSORLP00000006114
ENSCAFP00000024193	ENSORLP00000000390
ENSCAFP00000004727	ENSORLP00000013346
ENSCAFP00000025803	ENSORLP00000002345
ENSCAFP00000035625	ENSORLP00000008887
ENSCAFP00000001477	ENSORLP00000016591
ENSCAFP00000012410	ENSORLP00000008536
ENSCAFP00000018804	ENSORLP00000007428
ENSCAFP00000020962	ENSORLP00000016023
ENSCAFP00000020394	ENSORLP00000012840
ENSCAFP00000015818	ENSORLP00000022849
ENSCAFP00000014023	ENSORLP00000012020
ENSCAFP00000041067	ENSORLP00000007173
ENSCAFP00000005772	ENSORLP00000017609
ENSCAFP00000003578	ENSORLP00000025771
ENSCAFP00000009628	ENSORLP00000005106
ENSCAFP00000035156	ENSORLP00000007504
ENSCAFP00000028090	ENSORLP00000024549
ENSCAFP00000009913	ENSORLP00000013776
ENSCAFP00000027838	ENSORLP00000004083
ENSCAFP00000023068	ENSORLP00000011134
ENSCAFP00000010625	ENSORLP00000005732
ENSCAFP00000036396	ENSORLP00000008861
ENSCAFP00000024454	ENSORLP00000009896
ENSCAFP00000000567	ENSORLP00000022055
ENSCAFP00000025632	ENSORLP00000006799
ENSCAFP00000001209	ENSORLP00000012534
ENSCAFP00000033128	ENSORLP00000007626
ENSCAFP00000005413	ENSORLP00000024898
ENSCAFP00000039716	ENSORLP00000019410
ENSCAFP00000032501	ENSORLP00000015772
ENSCAFP00000039448	ENSORLP00000008290
ENSCAFP00000041565	ENSORLP00000018737
ENSCAFP00000010792	ENSORLP00000015752
ENSCAFP00000005032	ENSORLP00000022672
ENSCAFP00000026301	ENSORLP00000014154
ENSCAFP00000037249	ENSORLP00000011204
ENSCAFP00000018370	ENSORLP00000003131
ENSCAFP00000019904	ENSORLP00000006457
ENSCAFP00000036218	ENSORLP00000012744
ENSCAFP00000006114	ENSORLP00000001733
ENSCAFP00000024205	ENSORLP00000024779
ENSCAFP00000013482	ENSORLP00000011068
ENSCAFP00000015258	ENSORLP00000025235
ENSCAFP00000027337	ENSORLP00000001509
ENSCAFP00000040540	ENSORLP00000020487
ENSCAFP00000013612	ENSORLP00000011219
ENSCAFP00000011625	ENSORLP00000007288
ENSCAFP00000022169	ENSORLP00000024050
ENSCAFP00000011782	ENSORLP00000011228
ENSCAFP00000025379	ENSORLP00000013478
ENSCAFP00000001346	ENSORLP00000005848
ENSCAFP00000011741	ENSORLP00000006494
ENSCAFP00000012312	ENSORLP00000012528
ENSCAFP00000007635	ENSORLP00000024783
ENSCAFP00000016748	ENSORLP00000007186
ENSCAFP00000003259	ENSORLP00000020716
ENSCAFP00000018626	ENSORLP00000015937
ENSCAFP00000007386	ENSORLP00000012280
ENSCAFP00000019917	ENSORLP00000019792
ENSCAFP00000018525	ENSORLP00000019767
ENSCAFP00000005113	ENSORLP00000022503
ENSCAFP00000021538	ENSORLP00000003253
ENSCAFP00000005793	ENSORLP00000019935
ENSCAFP00000005793	ENSORLP00000011195
ENSCAFP00000024234	ENSORLP00000006126
ENSCAFP00000041721	ENSORLP00000003031
ENSCAFP00000027826	ENSORLP00000003593
ENSCAFP00000000113	ENSORLP00000018960
ENSCAFP00000040253	ENSORLP00000020902
ENSCAFP00000009828	ENSORLP00000020076
ENSCAFP00000007277	ENSORLP00000004648
ENSCAFP00000013835	ENSORLP00000009842
ENSCAFP00000010273	ENSORLP00000008603
ENSCAFP00000010273	ENSORLP00000001439
ENSCAFP00000027798	ENSORLP00000017186
ENSCAFP00000002614	ENSORLP00000024897
ENSCAFP00000040457	ENSORLP00000020955
ENSCAFP00000011229	ENSORLP00000003567
ENSCAFP00000001490	ENSORLP00000017761
ENSCAFP00000001029	ENSORLP00000009982
ENSCAFP00000008903	ENSORLP00000005916
ENSCAFP00000003110	ENSORLP00000012706
ENSCAFP00000020799	ENSORLP00000013172
ENSCAFP00000009235	ENSORLP00000001721
ENSCAFP00000026015	ENSORLP00000005458
ENSCAFP00000007445	ENSORLP00000005620
ENSCAFP00000014241	ENSORLP00000004610
ENSCAFP00000012030	ENSORLP00000016324
ENSCAFP00000008021	ENSORLP00000006120
ENSCAFP00000011871	ENSORLP00000007423
ENSCAFP00000023555	ENSORLP00000007052
ENSCAFP00000028826	ENSORLP00000014718
ENSCAFP00000010215	ENSORLP00000009483
ENSCAFP00000036660	ENSORLP00000010852
ENSCAFP00000010350	ENSORLP00000016038
ENSCAFP00000011156	ENSORLP00000012456
ENSCAFP00000021256	ENSORLP00000020528
ENSCAFP00000039096	ENSORLP00000009207
ENSCAFP00000025471	ENSORLP00000002808
ENSCAFP00000015780	ENSORLP00000007459
ENSCAFP00000012811	ENSORLP00000023543
ENSCAFP00000009724	ENSORLP00000013747
ENSCAFP00000022580	ENSORLP00000019846
ENSCAFP00000004345	ENSORLP00000021244
ENSCAFP00000003203	ENSORLP00000017894
ENSCAFP00000017310	ENSORLP00000022294
ENSCAFP00000025911	ENSORLP00000017870
ENSCAFP00000009798	ENSORLP00000019475
ENSCAFP00000024369	ENSORLP00000002513
ENSCAFP00000015956	ENSORLP00000010114
ENSCAFP00000009422	ENSORLP00000004622
ENSCAFP00000003740	ENSORLP00000011062
ENSCAFP00000013915	ENSORLP00000015900
ENSCAFP00000024669	ENSORLP00000006497
ENSCAFP00000018949	ENSORLP00000002790
ENSCAFP00000017511	ENSORLP00000014662
ENSCAFP00000021414	ENSORLP00000016707
ENSCAFP00000006718	ENSORLP00000021771
ENSCAFP00000025171	ENSORLP00000002126
ENSCAFP00000026969	ENSORLP00000017327
ENSCAFP00000026969	ENSORLP00000011618
ENSCAFP00000029615	ENSORLP00000023470
ENSCAFP00000021765	ENSORLP00000009654
ENSCAFP00000015789	ENSORLP00000003578
ENSCAFP00000020358	ENSORLP00000012771
ENSCAFP00000006164	ENSORLP00000019918
ENSCAFP00000020852	ENSORLP00000016399
ENSCAFP00000027778	ENSORLP00000003684
ENSCAFP00000001496	ENSORLP00000007263
ENSCAFP00000007050	ENSORLP00000012240
ENSCAFP00000018533	ENSORLP00000000389
ENSCAFP00000026064	ENSORLP00000012608
ENSCAFP00000008013	ENSORLP00000005609
ENSCAFP00000012200	ENSORLP00000004177
ENSCAFP00000022177	ENSORLP00000012682
ENSCAFP00000014754	ENSORLP00000006132
ENSCAFP00000010037	ENSORLP00000011000
ENSCAFP00000040323	ENSORLP00000015304
ENSCAFP00000007428	ENSORLP00000019232
ENSCAFP00000015077	ENSORLP00000007480
ENSCAFP00000000188	ENSORLP00000018916
ENSCAFP00000017915	ENSORLP00000015288
ENSCAFP00000012437	ENSORLP00000013652
ENSCAFP00000007876	ENSORLP00000018972
ENSCAFP00000014676	ENSORLP00000004834
ENSCAFP00000016303	ENSORLP00000017885
ENSCAFP00000017302	ENSORLP00000015470
ENSCAFP00000017302	ENSORLP00000002122
ENSCAFP00000024989	ENSORLP00000011478
ENSCAFP00000013618	ENSORLP00000020979
ENSCAFP00000036182	ENSORLP00000015521
ENSCAFP00000002480	ENSORLP00000013186
ENSCAFP00000027183	ENSORLP00000006880
ENSCAFP00000001443	ENSORLP00000013471
ENSCAFP00000005736	ENSORLP00000025544
ENSCAFP00000006124	ENSORLP00000024907
ENSCAFP00000011472	ENSORLP00000010865
ENSCAFP00000026340	ENSORLP00000004281
ENSCAFP00000010969	ENSORLP00000024436
ENSCAFP00000004550	ENSORLP00000007291
ENSCAFP00000004361	ENSORLP00000002107
ENSCAFP00000007096	ENSORLP00000012120
ENSCAFP00000003662	ENSORLP00000005004
ENSCAFP00000020095	ENSORLP00000023239
ENSCAFP00000025942	ENSORLP00000001789
ENSCAFP00000015739	ENSORLP00000000081
ENSCAFP00000027129	ENSORLP00000025530
ENSCAFP00000015210	ENSORLP00000017943
ENSCAFP00000000425	ENSORLP00000025118
ENSCAFP00000011659	ENSORLP00000006367
ENSCAFP00000011659	ENSORLP00000008904
ENSCAFP00000001256	ENSORLP00000005862
ENSCAFP00000010802	ENSORLP00000020626
ENSCAFP00000023034	ENSORLP00000010392
ENSCAFP00000001394	ENSORLP00000018463
ENSCAFP00000007766	ENSORLP00000022802
ENSCAFP00000011609	ENSORLP00000007556
ENSCAFP00000001370	ENSORLP00000018556
ENSCAFP00000016172	ENSORLP00000003025
ENSCAFP00000022988	ENSORLP00000019724
ENSCAFP00000029832	ENSORLP00000021401
ENSCAFP00000026597	ENSORLP00000009180
ENSCAFP00000012572	ENSORLP00000001535
ENSCAFP00000004434	ENSORLP00000001823
ENSCAFP00000021560	ENSORLP00000006438
ENSCAFP00000007525	ENSORLP00000018624
ENSCAFP00000013486	ENSORLP00000025202
ENSCAFP00000017360	ENSORLP00000018442
ENSCAFP00000017599	ENSORLP00000007769
ENSCAFP00000036662	ENSORLP00000017832
ENSCAFP00000017925	ENSORLP00000000183
ENSCAFP00000037924	ENSORLP00000001870
ENSCAFP00000008260	ENSORLP00000000127
ENSCAFP00000041780	ENSORLP00000013136
ENSCAFP00000007838	ENSORLP00000013464
ENSCAFP00000004441	ENSORLP00000002019
ENSCAFP00000020339	ENSORLP00000022189
ENSCAFP00000012358	ENSORLP00000022942
ENSCAFP00000016547	ENSORLP00000010519
ENSCAFP00000011210	ENSORLP00000019928
ENSCAFP00000016921	ENSORLP00000017322
ENSCAFP00000002624	ENSORLP00000000802
ENSCAFP00000010759	ENSORLP00000019629
ENSCAFP00000011885	ENSORLP00000024164
ENSCAFP00000003219	ENSORLP00000002421
ENSCAFP00000029736	ENSORLP00000008996
ENSCAFP00000000828	ENSORLP00000020108
ENSCAFP00000006072	ENSORLP00000003760
ENSCAFP00000000342	ENSORLP00000000887
ENSCAFP00000041724	ENSORLP00000015285
ENSCAFP00000007912	ENSORLP00000015409
ENSCAFP00000003468	ENSORLP00000022733
ENSCAFP00000038744	ENSORLP00000013967
ENSCAFP00000027602	ENSORLP00000012969
ENSCAFP00000008567	ENSORLP00000014554
ENSCAFP00000012423	ENSORLP00000018697
ENSCAFP00000003592	ENSORLP00000025775
ENSCAFP00000039384	ENSORLP00000002564
ENSCAFP00000022887	ENSORLP00000010983
ENSCAFP00000016485	ENSORLP00000009295
ENSCAFP00000017539	ENSORLP00000014056
ENSCAFP00000027609	ENSORLP00000006726
ENSCAFP00000013632	ENSORLP00000020163
ENSCAFP00000010897	ENSORLP00000008468
ENSCAFP00000024681	ENSORLP00000020149
ENSCAFP00000026569	ENSORLP00000008899
ENSCAFP00000004201	ENSORLP00000005511
ENSCAFP00000008215	ENSORLP00000000483
ENSCAFP00000016268	ENSORLP00000012148
ENSCAFP00000024357	ENSORLP00000023652
ENSCAFP00000002913	ENSORLP00000013807
ENSCAFP00000019818	ENSORLP00000005104
ENSCAFP00000014103	ENSORLP00000019631
ENSCAFP00000012626	ENSORLP00000022441
ENSCAFP00000028219	ENSORLP00000005891
ENSCAFP00000023864	ENSORLP00000024030
ENSCAFP00000043115	ENSORLP00000016752
ENSCAFP00000029394	ENSORLP00000007042
ENSCAFP00000029796	ENSORLP00000015188
ENSCAFP00000036469	ENSORLP00000000905
ENSCAFP00000009146	ENSORLP00000021491
ENSCAFP00000028364	ENSORLP00000006073
ENSCAFP00000007767	ENSORLP00000021547
ENSCAFP00000024703	ENSORLP00000006572
ENSCAFP00000006738	ENSORLP00000005509
ENSCAFP00000012736	ENSORLP00000023724
ENSCAFP00000024530	ENSORLP00000007280
ENSCAFP00000018314	ENSORLP00000021544
ENSCAFP00000026014	ENSORLP00000022772
ENSCAFP00000012236	ENSORLP00000020637
ENSCAFP00000007179	ENSORLP00000013940
ENSCAFP00000004653	ENSORLP00000003147
ENSCAFP00000018346	ENSORLP00000003940
ENSCAFP00000042295	ENSORLP00000020823
ENSCAFP00000017661	ENSORLP00000023824
ENSCAFP00000038656	ENSORLP00000019555
ENSCAFP00000020768	ENSORLP00000019628
ENSCAFP00000024844	ENSORLP00000020375
ENSCAFP00000006191	ENSORLP00000009106
ENSCAFP00000021519	ENSORLP00000021838
ENSCAFP00000021519	ENSORLP00000023538
ENSCAFP00000029929	ENSORLP00000006246
ENSCAFP00000011238	ENSORLP00000021830
ENSCAFP00000002593	ENSORLP00000004869
ENSCAFP00000002593	ENSORLP00000006207
ENSCAFP00000038846	ENSORLP00000002344
ENSCAFP00000025319	ENSORLP00000020424
ENSCAFP00000003297	ENSORLP00000012220
ENSCAFP00000015240	ENSORLP00000007364
ENSCAFP00000013548	ENSORLP00000015759
ENSCAFP00000004832	ENSORLP00000018041
ENSCAFP00000002154	ENSORLP00000013769
ENSCAFP00000004830	ENSORLP00000022346
ENSCAFP00000019418	ENSORLP00000012022
ENSCAFP00000023192	ENSORLP00000004649
ENSCAFP00000003073	ENSORLP00000000754
ENSCAFP00000000760	ENSORLP00000018399
ENSCAFP00000024049	ENSORLP00000005774
ENSCAFP00000024049	ENSORLP00000004945
ENSCAFP00000025519	ENSORLP00000018374
ENSCAFP00000004836	ENSORLP00000022350
ENSCAFP00000024571	ENSORLP00000022613
ENSCAFP00000011627	ENSORLP00000013564
ENSCAFP00000000734	ENSORLP00000017854
ENSCAFP00000035284	ENSORLP00000014999
ENSCAFP00000037097	ENSORLP00000019039
ENSCAFP00000017690	ENSORLP00000002398
ENSCAFP00000027330	ENSORLP00000004418
ENSCAFP00000001324	ENSORLP00000019330
ENSCAFP00000035008	ENSORLP00000002880
ENSCAFP00000034622	ENSORLP00000023769
ENSCAFP00000017266	ENSORLP00000001724
ENSCAFP00000010281	ENSORLP00000001198
ENSCAFP00000039242	ENSORLP00000014118
ENSCAFP00000008522	ENSORLP00000025673
ENSCAFP00000008522	ENSORLP00000009325
ENSCAFP00000000335	ENSORLP00000006750
ENSCAFP00000040013	ENSORLP00000006060
ENSCAFP00000000986	ENSORLP00000002422
ENSCAFP00000026168	ENSORLP00000020473
ENSCAFP00000007832	ENSORLP00000017797
ENSCAFP00000013775	ENSORLP00000024383
ENSCAFP00000026626	ENSORLP00000015025
ENSCAFP00000014881	ENSORLP00000009771
ENSCAFP00000024508	ENSORLP00000022993
ENSCAFP00000010693	ENSORLP00000002886
ENSCAFP00000007215	ENSORLP00000017268
ENSCAFP00000012239	ENSORLP00000008714
ENSCAFP00000011831	ENSORLP00000003634
ENSCAFP00000027553	ENSORLP00000010158
ENSCAFP00000020874	ENSORLP00000008241
ENSCAFP00000020232	ENSORLP00000004051
ENSCAFP00000025563	ENSORLP00000009304
ENSCAFP00000042066	ENSORLP00000010553
ENSCAFP00000002594	ENSORLP00000016135
ENSCAFP00000004763	ENSORLP00000001914
ENSCAFP00000010216	ENSORLP00000019343
ENSCAFP00000022457	ENSORLP00000004572
ENSCAFP00000014094	ENSORLP00000008209
ENSCAFP00000038761	ENSORLP00000021974
ENSCAFP00000015816	ENSORLP00000008235
ENSCAFP00000000043	ENSORLP00000009703
ENSCAFP00000009803	ENSORLP00000009989
ENSCAFP00000030143	ENSORLP00000001024
ENSCAFP00000012897	ENSORLP00000016693
ENSCAFP00000010129	ENSORLP00000022206
ENSCAFP00000037454	ENSORLP00000010888
ENSCAFP00000011121	ENSORLP00000018806
ENSCAFP00000013435	ENSORLP00000018743
ENSCAFP00000030799	ENSORLP00000021320
ENSCAFP00000015072	ENSORLP00000003881
ENSCAFP00000027176	ENSORLP00000003985
ENSCAFP00000022331	ENSORLP00000000187
ENSCAFP00000007470	ENSORLP00000004840
ENSCAFP00000029444	ENSORLP00000018064
ENSCAFP00000024913	ENSORLP00000012609
ENSCAFP00000016035	ENSORLP00000023184
ENSCAFP00000035313	ENSORLP00000007609
ENSCAFP00000029978	ENSORLP00000006167
ENSCAFP00000017485	ENSORLP00000013469
ENSCAFP00000002481	ENSORLP00000005196
ENSCAFP00000022569	ENSORLP00000006923
ENSCAFP00000008496	ENSORLP00000010847
ENSCAFP00000028210	ENSORLP00000005906
ENSCAFP00000022412	ENSORLP00000020256
ENSCAFP00000006803	ENSORLP00000005452
ENSCAFP00000029631	ENSORLP00000017371
ENSCAFP00000022408	ENSORLP00000004689
ENSCAFP00000021091	ENSORLP00000014702
ENSCAFP00000024698	ENSORLP00000002966
ENSCAFP00000040554	ENSORLP00000015343
ENSCAFP00000029083	ENSORLP00000016380
ENSCAFP00000016137	ENSORLP00000024967
ENSCAFP00000016137	ENSORLP00000004663
ENSCAFP00000001374	ENSORLP00000018587
ENSCAFP00000013995	ENSORLP00000010418
ENSCAFP00000015018	ENSORLP00000010732
ENSCAFP00000021572	ENSORLP00000001901
ENSCAFP00000010483	ENSORLP00000004751
ENSCAFP00000020826	ENSORLP00000005379
ENSCAFP00000026131	ENSORLP00000016226
ENSCAFP00000013114	ENSORLP00000020020
ENSCAFP00000014081	ENSORLP00000019289
ENSCAFP00000009621	ENSORLP00000013531
ENSCAFP00000018528	ENSORLP00000003562
ENSCAFP00000025723	ENSORLP00000001863
ENSCAFP00000030784	ENSORLP00000008930
ENSCAFP00000027759	ENSORLP00000014328
ENSCAFP00000006875	ENSORLP00000001064
ENSCAFP00000031145	ENSORLP00000012911
ENSCAFP00000031623	ENSORLP00000013119
ENSCAFP00000006271	ENSORLP00000013715
ENSCAFP00000022766	ENSORLP00000003930
ENSCAFP00000010516	ENSORLP00000023541
ENSCAFP00000016909	ENSORLP00000001502
ENSCAFP00000008609	ENSORLP00000002214
ENSCAFP00000011151	ENSORLP00000014742
ENSCAFP00000018242	ENSORLP00000021488
ENSCAFP00000009589	ENSORLP00000020791
ENSCAFP00000012749	ENSORLP00000025084
ENSCAFP00000007290	ENSORLP00000020383
ENSCAFP00000013815	ENSORLP00000018942
ENSCAFP00000012129	ENSORLP00000002610
ENSCAFP00000027539	ENSORLP00000012332
ENSCAFP00000019409	ENSORLP00000024787
ENSCAFP00000038313	ENSORLP00000021270
ENSCAFP00000030953	ENSORLP00000003894
ENSCAFP00000016354	ENSORLP00000003372
ENSCAFP00000040815	ENSORLP00000011468
ENSCAFP00000043013	ENSORLP00000020957
ENSCAFP00000021155	ENSORLP00000013455
ENSCAFP00000015686	ENSORLP00000007237
ENSCAFP00000012958	ENSORLP00000001095
ENSCAFP00000002909	ENSORLP00000013783
ENSCAFP00000004294	ENSORLP00000005430
ENSCAFP00000000926	ENSORLP00000002887
ENSCAFP00000024849	ENSORLP00000015573
ENSCAFP00000015221	ENSORLP00000001496
ENSCAFP00000022102	ENSORLP00000016869
ENSCAFP00000030350	ENSORLP00000021500
ENSCAFP00000015858	ENSORLP00000019119
ENSCAFP00000027933	ENSORLP00000010042
ENSCAFP00000037663	ENSORLP00000001771
ENSCAFP00000026789	ENSORLP00000005692
ENSCAFP00000002519	ENSORLP00000019231
ENSCAFP00000010872	ENSORLP00000008555
ENSCAFP00000014717	ENSORLP00000010651
ENSCAFP00000011595	ENSORLP00000013696
ENSCAFP00000028124	ENSORLP00000019020
ENSCAFP00000033848	ENSORLP00000007084
ENSCAFP00000005332	ENSORLP00000000651
ENSCAFP00000006303	ENSORLP00000017372
