ENSDARP00000122973	ENSACAP00000008923
ENSDARP00000107338	ENSACAP00000016544
ENSDARP00000126925	ENSACAP00000005290
ENSDARP00000007796	ENSACAP00000016381
ENSDARP00000123341	ENSACAP00000017162
ENSDARP00000123940	ENSACAP00000005133
ENSDARP00000086071	ENSACAP00000021819
ENSDARP00000114307	ENSACAP00000009673
ENSDARP00000112090	ENSACAP00000009673
ENSDARP00000103772	ENSACAP00000012580
ENSDARP00000108683	ENSACAP00000013651
ENSDARP00000105559	ENSACAP00000005734
ENSDARP00000103074	ENSACAP00000010260
ENSDARP00000101251	ENSACAP00000010260
ENSDARP00000115482	ENSACAP00000010092
ENSDARP00000037144	ENSACAP00000016305
ENSDARP00000104272	ENSACAP00000020527
ENSDARP00000084659	ENSACAP00000020527
ENSDARP00000119920	ENSACAP00000000802
ENSDARP00000117561	ENSACAP00000022569
ENSDARP00000063477	ENSACAP00000022569
ENSDARP00000098425	ENSACAP00000010912
ENSDARP00000102326	ENSACAP00000004508
ENSDARP00000111763	ENSACAP00000001331
ENSDARP00000002813	ENSACAP00000000091
ENSDARP00000112207	ENSACAP00000004743
ENSDARP00000098337	ENSACAP00000019841
ENSDARP00000097631	ENSACAP00000008032
ENSDARP00000127811	ENSACAP00000021496
ENSDARP00000057448	ENSACAP00000006231
ENSDARP00000106046	ENSACAP00000022443
ENSDARP00000097908	ENSACAP00000022443
ENSDARP00000050073	ENSACAP00000011285
ENSDARP00000003468	ENSACAP00000001856
ENSDARP00000117414	ENSACAP00000001606
ENSDARP00000111752	ENSACAP00000017466
ENSDARP00000058942	ENSACAP00000010161
ENSDARP00000043038	ENSACAP00000010161
ENSDARP00000020319	ENSACAP00000000351
ENSDARP00000108188	ENSACAP00000000579
ENSDARP00000008646	ENSACAP00000014581
ENSDARP00000107435	ENSACAP00000018492
ENSDARP00000108184	ENSACAP00000016077
ENSDARP00000024304	ENSACAP00000008883
ENSDARP00000012590	ENSACAP00000022282
ENSDARP00000097890	ENSACAP00000017225
ENSDARP00000074464	ENSACAP00000015423
ENSDARP00000107577	ENSACAP00000003628
ENSDARP00000003616	ENSACAP00000012938
ENSDARP00000000250	ENSACAP00000014202
ENSDARP00000125073	ENSACAP00000000500
ENSDARP00000117585	ENSACAP00000015512
ENSDARP00000033465	ENSACAP00000017576
ENSDARP00000013803	ENSACAP00000000994
ENSDARP00000072327	ENSACAP00000006411
ENSDARP00000094804	ENSACAP00000005121
ENSDARP00000076077	ENSACAP00000022260
ENSDARP00000129820	ENSACAP00000021172
ENSDARP00000111125	ENSACAP00000021172
ENSDARP00000063952	ENSACAP00000022485
ENSDARP00000025042	ENSACAP00000007795
ENSDARP00000118111	ENSACAP00000007795
ENSDARP00000118907	ENSACAP00000019196
ENSDARP00000120659	ENSACAP00000012659
ENSDARP00000107353	ENSACAP00000009917
ENSDARP00000011008	ENSACAP00000003457
ENSDARP00000010183	ENSACAP00000019379
ENSDARP00000116151	ENSACAP00000019379
ENSDARP00000098482	ENSACAP00000011466
ENSDARP00000112336	ENSACAP00000000489
ENSDARP00000078449	ENSACAP00000001731
ENSDARP00000119685	ENSACAP00000001731
ENSDARP00000104571	ENSACAP00000020475
ENSDARP00000094636	ENSACAP00000009908
ENSDARP00000102477	ENSACAP00000005560
ENSDARP00000022641	ENSACAP00000006213
ENSDARP00000046598	ENSACAP00000004465
ENSDARP00000075142	ENSACAP00000022201
ENSDARP00000099461	ENSACAP00000011761
ENSDARP00000099590	ENSACAP00000016108
ENSDARP00000100986	ENSACAP00000013592
ENSDARP00000111422	ENSACAP00000003910
ENSDARP00000103683	ENSACAP00000013052
ENSDARP00000094407	ENSACAP00000021824
ENSDARP00000066787	ENSACAP00000017390
ENSDARP00000055421	ENSACAP00000011902
ENSDARP00000122560	ENSACAP00000021737
ENSDARP00000058064	ENSACAP00000003866
ENSDARP00000109610	ENSACAP00000016800
ENSDARP00000128006	ENSACAP00000013692
ENSDARP00000096710	ENSACAP00000011129
ENSDARP00000048129	ENSACAP00000015062
ENSDARP00000008047	ENSACAP00000012909
ENSDARP00000043581	ENSACAP00000011984
ENSDARP00000129420	ENSACAP00000013400
ENSDARP00000004202	ENSACAP00000013633
ENSDARP00000002468	ENSACAP00000006076
ENSDARP00000076503	ENSACAP00000018646
ENSDARP00000057944	ENSACAP00000014898
ENSDARP00000073775	ENSACAP00000016459
ENSDARP00000122260	ENSACAP00000003035
ENSDARP00000066289	ENSACAP00000011150
ENSDARP00000059827	ENSACAP00000015197
ENSDARP00000127542	ENSACAP00000019595
ENSDARP00000113130	ENSACAP00000014813
ENSDARP00000110941	ENSACAP00000012578
ENSDARP00000108550	ENSACAP00000012578
ENSDARP00000047833	ENSACAP00000010765
ENSDARP00000098102	ENSACAP00000004562
ENSDARP00000101515	ENSACAP00000002197
ENSDARP00000104198	ENSACAP00000002479
ENSDARP00000123507	ENSACAP00000002479
ENSDARP00000083711	ENSACAP00000023000
ENSDARP00000073121	ENSACAP00000023204
ENSDARP00000066838	ENSACAP00000014263
ENSDARP00000118119	ENSACAP00000014263
ENSDARP00000111041	ENSACAP00000005279
ENSDARP00000129102	ENSACAP00000005279
ENSDARP00000077888	ENSACAP00000013815
ENSDARP00000121827	ENSACAP00000022572
ENSDARP00000099139	ENSACAP00000007891
ENSDARP00000125545	ENSACAP00000007711
ENSDARP00000072200	ENSACAP00000020708
ENSDARP00000033545	ENSACAP00000004365
ENSDARP00000074544	ENSACAP00000005544
ENSDARP00000120284	ENSACAP00000000273
ENSDARP00000076074	ENSACAP00000001628
ENSDARP00000082610	ENSACAP00000000564
ENSDARP00000122255	ENSACAP00000000564
ENSDARP00000107476	ENSACAP00000023167
ENSDARP00000119861	ENSACAP00000006612
ENSDARP00000118411	ENSACAP00000013662
ENSDARP00000089529	ENSACAP00000015161
ENSDARP00000109584	ENSACAP00000015161
ENSDARP00000018598	ENSACAP00000001230
ENSDARP00000101190	ENSACAP00000013856
ENSDARP00000124893	ENSACAP00000010178
ENSDARP00000095312	ENSACAP00000010178
ENSDARP00000076448	ENSACAP00000019244
ENSDARP00000084713	ENSACAP00000022629
ENSDARP00000116881	ENSACAP00000009256
ENSDARP00000092790	ENSACAP00000010432
ENSDARP00000105739	ENSACAP00000016635
ENSDARP00000122063	ENSACAP00000002123
ENSDARP00000111961	ENSACAP00000003351
ENSDARP00000097509	ENSACAP00000005822
ENSDARP00000066897	ENSACAP00000013921
ENSDARP00000103678	ENSACAP00000017137
ENSDARP00000108930	ENSACAP00000020449
ENSDARP00000026819	ENSACAP00000012409
ENSDARP00000111144	ENSACAP00000006404
ENSDARP00000076497	ENSACAP00000006404
ENSDARP00000081081	ENSACAP00000003551
ENSDARP00000078790	ENSACAP00000022974
ENSDARP00000078105	ENSACAP00000018697
ENSDARP00000008311	ENSACAP00000004117
ENSDARP00000117009	ENSACAP00000018473
ENSDARP00000022552	ENSACAP00000015070
ENSDARP00000065658	ENSACAP00000000465
ENSDARP00000099156	ENSACAP00000006900
ENSDARP00000120005	ENSACAP00000013558
ENSDARP00000094893	ENSACAP00000016903
ENSDARP00000040706	ENSACAP00000016903
ENSDARP00000059996	ENSACAP00000004628
ENSDARP00000120242	ENSACAP00000015002
ENSDARP00000009420	ENSACAP00000016523
ENSDARP00000009909	ENSACAP00000001332
ENSDARP00000014578	ENSACAP00000001332
ENSDARP00000125055	ENSACAP00000017285
ENSDARP00000073458	ENSACAP00000006762
ENSDARP00000125495	ENSACAP00000002182
ENSDARP00000125088	ENSACAP00000002182
ENSDARP00000010253	ENSACAP00000015455
ENSDARP00000046856	ENSACAP00000019308
ENSDARP00000015262	ENSACAP00000008917
ENSDARP00000062897	ENSACAP00000005731
ENSDARP00000107359	ENSACAP00000019506
ENSDARP00000122226	ENSACAP00000008544
ENSDARP00000114298	ENSACAP00000001276
ENSDARP00000032730	ENSACAP00000010889
ENSDARP00000095139	ENSACAP00000001920
ENSDARP00000096463	ENSACAP00000011936
ENSDARP00000113859	ENSACAP00000011936
ENSDARP00000055674	ENSACAP00000012732
ENSDARP00000085965	ENSACAP00000012740
ENSDARP00000129297	ENSACAP00000001839
ENSDARP00000123498	ENSACAP00000008832
ENSDARP00000094426	ENSACAP00000005567
ENSDARP00000013971	ENSACAP00000009291
ENSDARP00000068166	ENSACAP00000000314
ENSDARP00000115302	ENSACAP00000004082
ENSDARP00000120140	ENSACAP00000004082
ENSDARP00000081908	ENSACAP00000015093
ENSDARP00000036492	ENSACAP00000014622
ENSDARP00000109562	ENSACAP00000014622
ENSDARP00000073585	ENSACAP00000014883
ENSDARP00000035974	ENSACAP00000010452
ENSDARP00000082385	ENSACAP00000006190
ENSDARP00000099017	ENSACAP00000010314
ENSDARP00000113135	ENSACAP00000010314
ENSDARP00000053002	ENSACAP00000016029
ENSDARP00000104367	ENSACAP00000006811
ENSDARP00000019846	ENSACAP00000001710
ENSDARP00000113639	ENSACAP00000013924
ENSDARP00000062551	ENSACAP00000004375
ENSDARP00000059091	ENSACAP00000007105
ENSDARP00000110535	ENSACAP00000007105
ENSDARP00000121547	ENSACAP00000001476
ENSDARP00000026432	ENSACAP00000001876
ENSDARP00000094845	ENSACAP00000011351
ENSDARP00000122528	ENSACAP00000006757
ENSDARP00000072865	ENSACAP00000006646
ENSDARP00000111047	ENSACAP00000006646
ENSDARP00000124609	ENSACAP00000014130
ENSDARP00000064816	ENSACAP00000014130
ENSDARP00000066732	ENSACAP00000014830
ENSDARP00000107735	ENSACAP00000014830
ENSDARP00000073506	ENSACAP00000022464
ENSDARP00000101693	ENSACAP00000005816
ENSDARP00000052096	ENSACAP00000015795
ENSDARP00000108791	ENSACAP00000005445
ENSDARP00000060649	ENSACAP00000016398
ENSDARP00000106382	ENSACAP00000007823
ENSDARP00000012048	ENSACAP00000011651
ENSDARP00000091324	ENSACAP00000016727
ENSDARP00000118820	ENSACAP00000017262
ENSDARP00000022087	ENSACAP00000012946
ENSDARP00000054077	ENSACAP00000017385
ENSDARP00000129402	ENSACAP00000006119
ENSDARP00000104415	ENSACAP00000007857
ENSDARP00000105486	ENSACAP00000007857
ENSDARP00000024667	ENSACAP00000012114
ENSDARP00000074381	ENSACAP00000012114
ENSDARP00000128484	ENSACAP00000001549
ENSDARP00000102700	ENSACAP00000010779
ENSDARP00000008442	ENSACAP00000010779
ENSDARP00000063661	ENSACAP00000001455
ENSDARP00000017582	ENSACAP00000001849
ENSDARP00000054651	ENSACAP00000011743
ENSDARP00000006047	ENSACAP00000005881
ENSDARP00000123568	ENSACAP00000005881
ENSDARP00000048205	ENSACAP00000019934
ENSDARP00000106231	ENSACAP00000018458
ENSDARP00000127631	ENSACAP00000006799
ENSDARP00000114273	ENSACAP00000006799
ENSDARP00000045751	ENSACAP00000008093
ENSDARP00000057262	ENSACAP00000013235
ENSDARP00000060309	ENSACAP00000016489
ENSDARP00000003320	ENSACAP00000000205
ENSDARP00000034052	ENSACAP00000000444
ENSDARP00000002420	ENSACAP00000015527
ENSDARP00000084739	ENSACAP00000004838
ENSDARP00000050596	ENSACAP00000004838
ENSDARP00000081816	ENSACAP00000016867
ENSDARP00000115597	ENSACAP00000022437
ENSDARP00000061395	ENSACAP00000022437
ENSDARP00000080323	ENSACAP00000004102
ENSDARP00000110194	ENSACAP00000004102
ENSDARP00000043172	ENSACAP00000015447
ENSDARP00000055977	ENSACAP00000004551
ENSDARP00000057438	ENSACAP00000004551
ENSDARP00000027695	ENSACAP00000007231
ENSDARP00000105622	ENSACAP00000014323
ENSDARP00000110307	ENSACAP00000022627
ENSDARP00000075810	ENSACAP00000004636
ENSDARP00000095893	ENSACAP00000004636
ENSDARP00000088231	ENSACAP00000008722
ENSDARP00000113031	ENSACAP00000008722
ENSDARP00000065561	ENSACAP00000001271
ENSDARP00000039846	ENSACAP00000013409
ENSDARP00000128972	ENSACAP00000013409
ENSDARP00000117166	ENSACAP00000007601
ENSDARP00000020125	ENSACAP00000016138
ENSDARP00000112223	ENSACAP00000016138
ENSDARP00000106791	ENSACAP00000003995
ENSDARP00000086983	ENSACAP00000003995
ENSDARP00000090475	ENSACAP00000002181
ENSDARP00000093995	ENSACAP00000002181
ENSDARP00000050533	ENSACAP00000001486
ENSDARP00000123105	ENSACAP00000016329
ENSDARP00000126676	ENSACAP00000015329
ENSDARP00000108560	ENSACAP00000014344
ENSDARP00000127351	ENSACAP00000012132
ENSDARP00000019750	ENSACAP00000010577
ENSDARP00000114811	ENSACAP00000013619
ENSDARP00000016794	ENSACAP00000023454
ENSDARP00000074052	ENSACAP00000023454
ENSDARP00000111476	ENSACAP00000004006
ENSDARP00000121720	ENSACAP00000019330
ENSDARP00000085591	ENSACAP00000006258
ENSDARP00000066934	ENSACAP00000004822
ENSDARP00000015333	ENSACAP00000008043
ENSDARP00000075074	ENSACAP00000015779
ENSDARP00000062263	ENSACAP00000015953
ENSDARP00000118231	ENSACAP00000015953
ENSDARP00000024039	ENSACAP00000006416
ENSDARP00000061671	ENSACAP00000003944
ENSDARP00000019822	ENSACAP00000016458
ENSDARP00000114792	ENSACAP00000008410
ENSDARP00000052528	ENSACAP00000002980
ENSDARP00000059548	ENSACAP00000004531
ENSDARP00000103119	ENSACAP00000022125
ENSDARP00000123525	ENSACAP00000005058
ENSDARP00000081912	ENSACAP00000007963
ENSDARP00000065103	ENSACAP00000008486
ENSDARP00000003107	ENSACAP00000000560
ENSDARP00000107567	ENSACAP00000004237
ENSDARP00000107292	ENSACAP00000003649
ENSDARP00000088449	ENSACAP00000017402
ENSDARP00000054933	ENSACAP00000017402
ENSDARP00000088746	ENSACAP00000020611
ENSDARP00000043068	ENSACAP00000006301
ENSDARP00000037207	ENSACAP00000005964
ENSDARP00000112952	ENSACAP00000016721
ENSDARP00000076916	ENSACAP00000017354
ENSDARP00000114681	ENSACAP00000010739
ENSDARP00000110496	ENSACAP00000006607
ENSDARP00000070509	ENSACAP00000016519
ENSDARP00000079806	ENSACAP00000005433
ENSDARP00000021216	ENSACAP00000009491
ENSDARP00000122693	ENSACAP00000014856
ENSDARP00000004153	ENSACAP00000012590
ENSDARP00000110565	ENSACAP00000010809
ENSDARP00000105501	ENSACAP00000001191
ENSDARP00000099474	ENSACAP00000005642
ENSDARP00000003389	ENSACAP00000004938
ENSDARP00000017229	ENSACAP00000007190
ENSDARP00000075537	ENSACAP00000004519
ENSDARP00000005222	ENSACAP00000004519
ENSDARP00000019085	ENSACAP00000003468
ENSDARP00000093021	ENSACAP00000003468
ENSDARP00000016882	ENSACAP00000001828
ENSDARP00000069041	ENSACAP00000001828
ENSDARP00000058026	ENSACAP00000009985
ENSDARP00000045614	ENSACAP00000005614
ENSDARP00000081501	ENSACAP00000014518
ENSDARP00000099022	ENSACAP00000005129
ENSDARP00000002531	ENSACAP00000006518
ENSDARP00000035945	ENSACAP00000000333
ENSDARP00000112834	ENSACAP00000016015
ENSDARP00000099488	ENSACAP00000016015
ENSDARP00000026754	ENSACAP00000021457
ENSDARP00000108543	ENSACAP00000021457
ENSDARP00000105713	ENSACAP00000008926
ENSDARP00000094174	ENSACAP00000005035
ENSDARP00000121788	ENSACAP00000009121
ENSDARP00000106371	ENSACAP00000007094
ENSDARP00000114381	ENSACAP00000009433
ENSDARP00000061791	ENSACAP00000012757
ENSDARP00000076093	ENSACAP00000012757
ENSDARP00000058564	ENSACAP00000008099
ENSDARP00000104922	ENSACAP00000008099
ENSDARP00000030333	ENSACAP00000021896
ENSDARP00000063643	ENSACAP00000007586
ENSDARP00000122954	ENSACAP00000009384
ENSDARP00000092461	ENSACAP00000010921
ENSDARP00000075780	ENSACAP00000011782
ENSDARP00000012558	ENSACAP00000011782
ENSDARP00000103269	ENSACAP00000009087
ENSDARP00000022320	ENSACAP00000022431
ENSDARP00000062513	ENSACAP00000001852
ENSDARP00000048163	ENSACAP00000008769
ENSDARP00000112992	ENSACAP00000009019
ENSDARP00000036226	ENSACAP00000005603
ENSDARP00000067173	ENSACAP00000003086
ENSDARP00000079389	ENSACAP00000011345
ENSDARP00000098103	ENSACAP00000000338
ENSDARP00000115049	ENSACAP00000005815
ENSDARP00000018012	ENSACAP00000003496
ENSDARP00000060978	ENSACAP00000003496
ENSDARP00000009190	ENSACAP00000004929
ENSDARP00000022217	ENSACAP00000021830
ENSDARP00000129776	ENSACAP00000017463
ENSDARP00000118052	ENSACAP00000017463
ENSDARP00000099833	ENSACAP00000017032
ENSDARP00000122284	ENSACAP00000005997
ENSDARP00000111933	ENSACAP00000009243
ENSDARP00000084029	ENSACAP00000006867
ENSDARP00000125427	ENSACAP00000006867
ENSDARP00000081663	ENSACAP00000009593
ENSDARP00000103895	ENSACAP00000012395
ENSDARP00000106174	ENSACAP00000014227
ENSDARP00000110578	ENSACAP00000003715
ENSDARP00000101469	ENSACAP00000000596
ENSDARP00000112935	ENSACAP00000003118
ENSDARP00000053101	ENSACAP00000017579
ENSDARP00000052915	ENSACAP00000010587
ENSDARP00000059906	ENSACAP00000009546
ENSDARP00000029067	ENSACAP00000014346
ENSDARP00000017636	ENSACAP00000009875
ENSDARP00000103307	ENSACAP00000009982
ENSDARP00000074479	ENSACAP00000013221
ENSDARP00000117954	ENSACAP00000013221
ENSDARP00000064925	ENSACAP00000007535
ENSDARP00000079663	ENSACAP00000002347
ENSDARP00000038850	ENSACAP00000011537
ENSDARP00000060055	ENSACAP00000005538
ENSDARP00000033907	ENSACAP00000005538
ENSDARP00000116628	ENSACAP00000003709
ENSDARP00000046273	ENSACAP00000015586
ENSDARP00000048752	ENSACAP00000002046
ENSDARP00000126942	ENSACAP00000006289
ENSDARP00000081301	ENSACAP00000012214
ENSDARP00000102349	ENSACAP00000012214
ENSDARP00000092552	ENSACAP00000000152
ENSDARP00000077102	ENSACAP00000011314
ENSDARP00000023863	ENSACAP00000010580
ENSDARP00000013624	ENSACAP00000012977
ENSDARP00000106853	ENSACAP00000010098
ENSDARP00000001151	ENSACAP00000011052
ENSDARP00000014124	ENSACAP00000010325
ENSDARP00000033337	ENSACAP00000015200
ENSDARP00000098101	ENSACAP00000001404
ENSDARP00000104523	ENSACAP00000008430
ENSDARP00000051195	ENSACAP00000014677
ENSDARP00000038867	ENSACAP00000005589
ENSDARP00000115401	ENSACAP00000022310
ENSDARP00000012786	ENSACAP00000009955
ENSDARP00000009313	ENSACAP00000006237
ENSDARP00000070897	ENSACAP00000005648
ENSDARP00000115443	ENSACAP00000015287
ENSDARP00000022647	ENSACAP00000013734
ENSDARP00000119077	ENSACAP00000010972
ENSDARP00000044330	ENSACAP00000003355
ENSDARP00000085882	ENSACAP00000017110
ENSDARP00000114539	ENSACAP00000007403
ENSDARP00000128387	ENSACAP00000005876
ENSDARP00000104384	ENSACAP00000016088
ENSDARP00000081244	ENSACAP00000004506
ENSDARP00000099037	ENSACAP00000017962
ENSDARP00000097988	ENSACAP00000017515
ENSDARP00000049943	ENSACAP00000007350
ENSDARP00000116163	ENSACAP00000007350
ENSDARP00000121836	ENSACAP00000022193
ENSDARP00000101794	ENSACAP00000016431
ENSDARP00000090756	ENSACAP00000014057
ENSDARP00000053833	ENSACAP00000006740
ENSDARP00000106239	ENSACAP00000011628
ENSDARP00000040031	ENSACAP00000005576
ENSDARP00000058671	ENSACAP00000010108
ENSDARP00000123818	ENSACAP00000017478
ENSDARP00000111234	ENSACAP00000008894
ENSDARP00000099995	ENSACAP00000015483
ENSDARP00000109978	ENSACAP00000005644
ENSDARP00000033749	ENSACAP00000002831
ENSDARP00000030117	ENSACAP00000008202
ENSDARP00000070224	ENSACAP00000001345
ENSDARP00000091825	ENSACAP00000006849
ENSDARP00000125076	ENSACAP00000007852
ENSDARP00000018263	ENSACAP00000013202
ENSDARP00000053869	ENSACAP00000013202
ENSDARP00000022134	ENSACAP00000005994
ENSDARP00000011655	ENSACAP00000022658
ENSDARP00000075198	ENSACAP00000015092
ENSDARP00000019360	ENSACAP00000008633
ENSDARP00000110509	ENSACAP00000012328
ENSDARP00000025772	ENSACAP00000011207
ENSDARP00000104715	ENSACAP00000015001
ENSDARP00000009663	ENSACAP00000012735
ENSDARP00000009364	ENSACAP00000012735
ENSDARP00000056582	ENSACAP00000004473
ENSDARP00000107407	ENSACAP00000001676
ENSDARP00000108320	ENSACAP00000004964
ENSDARP00000123084	ENSACAP00000007388
ENSDARP00000005398	ENSACAP00000016087
ENSDARP00000004738	ENSACAP00000013023
ENSDARP00000028571	ENSACAP00000001645
ENSDARP00000119160	ENSACAP00000001102
ENSDARP00000095109	ENSACAP00000009978
ENSDARP00000112722	ENSACAP00000005330
ENSDARP00000125851	ENSACAP00000005330
ENSDARP00000065207	ENSACAP00000006195
ENSDARP00000088969	ENSACAP00000013502
ENSDARP00000041530	ENSACAP00000017130
ENSDARP00000003359	ENSACAP00000013892
ENSDARP00000007797	ENSACAP00000001225
ENSDARP00000010454	ENSACAP00000001225
ENSDARP00000126807	ENSACAP00000007229
ENSDARP00000018567	ENSACAP00000009347
ENSDARP00000006424	ENSACAP00000004092
ENSDARP00000125799	ENSACAP00000002086
ENSDARP00000123700	ENSACAP00000007698
ENSDARP00000099330	ENSACAP00000002015
ENSDARP00000091709	ENSACAP00000004349
ENSDARP00000117977	ENSACAP00000004349
ENSDARP00000019097	ENSACAP00000002753
ENSDARP00000101913	ENSACAP00000023469
ENSDARP00000123573	ENSACAP00000023469
ENSDARP00000110828	ENSACAP00000006657
ENSDARP00000003288	ENSACAP00000001462
ENSDARP00000026849	ENSACAP00000002262
ENSDARP00000112326	ENSACAP00000017175
ENSDARP00000038241	ENSACAP00000003762
ENSDARP00000025270	ENSACAP00000015893
ENSDARP00000127725	ENSACAP00000015893
ENSDARP00000011049	ENSACAP00000004702
ENSDARP00000047417	ENSACAP00000010104
ENSDARP00000107553	ENSACAP00000010104
ENSDARP00000024121	ENSACAP00000016241
ENSDARP00000004700	ENSACAP00000003340
ENSDARP00000068230	ENSACAP00000009744
ENSDARP00000044858	ENSACAP00000009744
ENSDARP00000116308	ENSACAP00000012870
ENSDARP00000118508	ENSACAP00000000257
ENSDARP00000107604	ENSACAP00000000456
ENSDARP00000098846	ENSACAP00000008790
ENSDARP00000017790	ENSACAP00000008311
ENSDARP00000121524	ENSACAP00000009436
ENSDARP00000113328	ENSACAP00000000845
ENSDARP00000039524	ENSACAP00000008309
ENSDARP00000088874	ENSACAP00000000377
ENSDARP00000027768	ENSACAP00000013794
ENSDARP00000105643	ENSACAP00000008208
ENSDARP00000027014	ENSACAP00000004717
ENSDARP00000095384	ENSACAP00000005443
ENSDARP00000095193	ENSACAP00000015673
ENSDARP00000058006	ENSACAP00000015673
ENSDARP00000112379	ENSACAP00000007782
ENSDARP00000108965	ENSACAP00000016288
ENSDARP00000129592	ENSACAP00000017090
ENSDARP00000090010	ENSACAP00000000320
ENSDARP00000123630	ENSACAP00000002782
ENSDARP00000109237	ENSACAP00000005373
ENSDARP00000054737	ENSACAP00000005373
ENSDARP00000043545	ENSACAP00000005136
ENSDARP00000092527	ENSACAP00000008950
ENSDARP00000121240	ENSACAP00000006944
ENSDARP00000075634	ENSACAP00000003454
ENSDARP00000124165	ENSACAP00000013151
ENSDARP00000056247	ENSACAP00000009298
ENSDARP00000064557	ENSACAP00000015582
ENSDARP00000029924	ENSACAP00000017012
ENSDARP00000003237	ENSACAP00000014779
ENSDARP00000111156	ENSACAP00000007560
ENSDARP00000009582	ENSACAP00000007627
ENSDARP00000009149	ENSACAP00000009337
ENSDARP00000121482	ENSACAP00000012692
ENSDARP00000094415	ENSACAP00000006018
ENSDARP00000075715	ENSACAP00000003955
ENSDARP00000126559	ENSACAP00000001684
ENSDARP00000060839	ENSACAP00000014469
ENSDARP00000089504	ENSACAP00000014819
ENSDARP00000098078	ENSACAP00000001110
ENSDARP00000098792	ENSACAP00000001110
ENSDARP00000069524	ENSACAP00000016455
ENSDARP00000009194	ENSACAP00000001527
ENSDARP00000094388	ENSACAP00000002240
ENSDARP00000092988	ENSACAP00000002240
ENSDARP00000047463	ENSACAP00000002470
ENSDARP00000031014	ENSACAP00000009231
ENSDARP00000054878	ENSACAP00000009231
ENSDARP00000073630	ENSACAP00000009179
ENSDARP00000090059	ENSACAP00000008697
ENSDARP00000058106	ENSACAP00000004131
ENSDARP00000102660	ENSACAP00000007434
ENSDARP00000108838	ENSACAP00000007039
ENSDARP00000113543	ENSACAP00000011665
ENSDARP00000111346	ENSACAP00000017575
ENSDARP00000073029	ENSACAP00000009477
ENSDARP00000033355	ENSACAP00000008531
ENSDARP00000083382	ENSACAP00000012574
ENSDARP00000038801	ENSACAP00000001472
ENSDARP00000017863	ENSACAP00000004665
ENSDARP00000058604	ENSACAP00000009166
ENSDARP00000099794	ENSACAP00000017623
ENSDARP00000021000	ENSACAP00000017623
ENSDARP00000104494	ENSACAP00000007676
ENSDARP00000049571	ENSACAP00000000920
ENSDARP00000071111	ENSACAP00000012313
ENSDARP00000075597	ENSACAP00000022381
ENSDARP00000114270	ENSACAP00000021467
ENSDARP00000090402	ENSACAP00000015145
ENSDARP00000074914	ENSACAP00000022914
ENSDARP00000029637	ENSACAP00000007090
ENSDARP00000093632	ENSACAP00000012178
ENSDARP00000018018	ENSACAP00000012178
ENSDARP00000054207	ENSACAP00000017292
ENSDARP00000072858	ENSACAP00000015320
ENSDARP00000023322	ENSACAP00000015320
ENSDARP00000074126	ENSACAP00000017799
ENSDARP00000127813	ENSACAP00000006354
ENSDARP00000074789	ENSACAP00000005924
ENSDARP00000099725	ENSACAP00000002375
ENSDARP00000083043	ENSACAP00000004899
ENSDARP00000072946	ENSACAP00000004899
ENSDARP00000098966	ENSACAP00000000346
ENSDARP00000107549	ENSACAP00000000346
ENSDARP00000072525	ENSACAP00000006163
ENSDARP00000066929	ENSACAP00000004137
ENSDARP00000084917	ENSACAP00000002194
ENSDARP00000066691	ENSACAP00000012454
ENSDARP00000024862	ENSACAP00000010426
ENSDARP00000005947	ENSACAP00000012449
ENSDARP00000128561	ENSACAP00000008678
ENSDARP00000009878	ENSACAP00000008678
ENSDARP00000129484	ENSACAP00000003107
ENSDARP00000105025	ENSACAP00000003908
ENSDARP00000089816	ENSACAP00000017693
ENSDARP00000098256	ENSACAP00000014877
ENSDARP00000100929	ENSACAP00000014877
ENSDARP00000029170	ENSACAP00000003227
ENSDARP00000047211	ENSACAP00000009083
ENSDARP00000058585	ENSACAP00000003164
ENSDARP00000025759	ENSACAP00000002575
ENSDARP00000051182	ENSACAP00000000976
ENSDARP00000022307	ENSACAP00000000976
ENSDARP00000075657	ENSACAP00000007580
ENSDARP00000120681	ENSACAP00000007580
ENSDARP00000023186	ENSACAP00000015910
ENSDARP00000042375	ENSACAP00000015910
ENSDARP00000072618	ENSACAP00000000222
ENSDARP00000033740	ENSACAP00000004872
ENSDARP00000111445	ENSACAP00000003917
ENSDARP00000129488	ENSACAP00000003861
ENSDARP00000088419	ENSACAP00000004535
ENSDARP00000069175	ENSACAP00000008137
ENSDARP00000023444	ENSACAP00000008453
ENSDARP00000108944	ENSACAP00000004656
ENSDARP00000024847	ENSACAP00000008674
ENSDARP00000057761	ENSACAP00000012159
ENSDARP00000062440	ENSACAP00000016603
ENSDARP00000112499	ENSACAP00000010565
ENSDARP00000099342	ENSACAP00000010565
ENSDARP00000102849	ENSACAP00000018321
ENSDARP00000020323	ENSACAP00000015098
ENSDARP00000082397	ENSACAP00000008251
ENSDARP00000075935	ENSACAP00000021744
ENSDARP00000093298	ENSACAP00000002763
ENSDARP00000116849	ENSACAP00000017372
ENSDARP00000113979	ENSACAP00000017124
ENSDARP00000106673	ENSACAP00000014592
ENSDARP00000080946	ENSACAP00000023338
ENSDARP00000104753	ENSACAP00000000697
ENSDARP00000066759	ENSACAP00000010334
ENSDARP00000061543	ENSACAP00000013931
ENSDARP00000094421	ENSACAP00000004694
