ENSMGAP00000004951	ENSTNIP00000004863
ENSMGAP00000010533	ENSTNIP00000010783
ENSMGAP00000009772	ENSTNIP00000015067
ENSMGAP00000006132	ENSTNIP00000005165
ENSMGAP00000014816	ENSTNIP00000001684
ENSMGAP00000018830	ENSTNIP00000002431
ENSMGAP00000015567	ENSTNIP00000016916
ENSMGAP00000002230	ENSTNIP00000019136
ENSMGAP00000001211	ENSTNIP00000005664
ENSMGAP00000002681	ENSTNIP00000011428
ENSMGAP00000014389	ENSTNIP00000005146
ENSMGAP00000007377	ENSTNIP00000017629
ENSMGAP00000013116	ENSTNIP00000009072
ENSMGAP00000000382	ENSTNIP00000012177
ENSMGAP00000001901	ENSTNIP00000008079
ENSMGAP00000011930	ENSTNIP00000016069
ENSMGAP00000016927	ENSTNIP00000018652
ENSMGAP00000013356	ENSTNIP00000020538
ENSMGAP00000012637	ENSTNIP00000021537
ENSMGAP00000006514	ENSTNIP00000014567
ENSMGAP00000011993	ENSTNIP00000010804
ENSMGAP00000007660	ENSTNIP00000013831
ENSMGAP00000013608	ENSTNIP00000006146
ENSMGAP00000004551	ENSTNIP00000005289
ENSMGAP00000010826	ENSTNIP00000005667
ENSMGAP00000013236	ENSTNIP00000012519
ENSMGAP00000009075	ENSTNIP00000022095
ENSMGAP00000008475	ENSTNIP00000018508
ENSMGAP00000010605	ENSTNIP00000005325
ENSMGAP00000010151	ENSTNIP00000014605
ENSMGAP00000014341	ENSTNIP00000010030
ENSMGAP00000007826	ENSTNIP00000000779
ENSMGAP00000007826	ENSTNIP00000013390
ENSMGAP00000003285	ENSTNIP00000015721
ENSMGAP00000013852	ENSTNIP00000013015
ENSMGAP00000009154	ENSTNIP00000022364
ENSMGAP00000014379	ENSTNIP00000008039
ENSMGAP00000000618	ENSTNIP00000019009
ENSMGAP00000013983	ENSTNIP00000011642
ENSMGAP00000013983	ENSTNIP00000009716
ENSMGAP00000013125	ENSTNIP00000014269
ENSMGAP00000009806	ENSTNIP00000018607
ENSMGAP00000006660	ENSTNIP00000017169
ENSMGAP00000018989	ENSTNIP00000015905
ENSMGAP00000006350	ENSTNIP00000012293
ENSMGAP00000000159	ENSTNIP00000013507
ENSMGAP00000010791	ENSTNIP00000022056
ENSMGAP00000004342	ENSTNIP00000016539
ENSMGAP00000012696	ENSTNIP00000006859
ENSMGAP00000006543	ENSTNIP00000001336
ENSMGAP00000012796	ENSTNIP00000016029
ENSMGAP00000013402	ENSTNIP00000013931
ENSMGAP00000002533	ENSTNIP00000011292
ENSMGAP00000003345	ENSTNIP00000007280
ENSMGAP00000015941	ENSTNIP00000012853
ENSMGAP00000015081	ENSTNIP00000012562
ENSMGAP00000009586	ENSTNIP00000000495
ENSMGAP00000001740	ENSTNIP00000016589
ENSMGAP00000001038	ENSTNIP00000012835
ENSMGAP00000014959	ENSTNIP00000019478
ENSMGAP00000004796	ENSTNIP00000017850
ENSMGAP00000002953	ENSTNIP00000017893
ENSMGAP00000015124	ENSTNIP00000015263
ENSMGAP00000012282	ENSTNIP00000007122
ENSMGAP00000014130	ENSTNIP00000002648
ENSMGAP00000004343	ENSTNIP00000018903
ENSMGAP00000007997	ENSTNIP00000001945
ENSMGAP00000010128	ENSTNIP00000014530
ENSMGAP00000007934	ENSTNIP00000011524
ENSMGAP00000005965	ENSTNIP00000012184
ENSMGAP00000015640	ENSTNIP00000012045
ENSMGAP00000012238	ENSTNIP00000019563
ENSMGAP00000004832	ENSTNIP00000018910
ENSMGAP00000004697	ENSTNIP00000019241
ENSMGAP00000003578	ENSTNIP00000012440
ENSMGAP00000011207	ENSTNIP00000016321
ENSMGAP00000005012	ENSTNIP00000019826
ENSMGAP00000015729	ENSTNIP00000018023
ENSMGAP00000014692	ENSTNIP00000011650
ENSMGAP00000014527	ENSTNIP00000013862
ENSMGAP00000010325	ENSTNIP00000010168
ENSMGAP00000015687	ENSTNIP00000009143
ENSMGAP00000018777	ENSTNIP00000010469
ENSMGAP00000006580	ENSTNIP00000021771
ENSMGAP00000015965	ENSTNIP00000012818
ENSMGAP00000005006	ENSTNIP00000013833
ENSMGAP00000009503	ENSTNIP00000001313
ENSMGAP00000012108	ENSTNIP00000000980
ENSMGAP00000000935	ENSTNIP00000002944
ENSMGAP00000009515	ENSTNIP00000006502
ENSMGAP00000016187	ENSTNIP00000008775
ENSMGAP00000012074	ENSTNIP00000005240
ENSMGAP00000000146	ENSTNIP00000005865
ENSMGAP00000001344	ENSTNIP00000021582
ENSMGAP00000019120	ENSTNIP00000022389
ENSMGAP00000015978	ENSTNIP00000012810
ENSMGAP00000007769	ENSTNIP00000021545
ENSMGAP00000004309	ENSTNIP00000018231
ENSMGAP00000001312	ENSTNIP00000017977
ENSMGAP00000008772	ENSTNIP00000015124
ENSMGAP00000009193	ENSTNIP00000010079
ENSMGAP00000003106	ENSTNIP00000005887
ENSMGAP00000006649	ENSTNIP00000008530
ENSMGAP00000001843	ENSTNIP00000013305
ENSMGAP00000003582	ENSTNIP00000019027
ENSMGAP00000005158	ENSTNIP00000011760
ENSMGAP00000000588	ENSTNIP00000012456
ENSMGAP00000004773	ENSTNIP00000009021
ENSMGAP00000004773	ENSTNIP00000011103
ENSMGAP00000018592	ENSTNIP00000010010
ENSMGAP00000004356	ENSTNIP00000016609
ENSMGAP00000006917	ENSTNIP00000016243
ENSMGAP00000004270	ENSTNIP00000016798
ENSMGAP00000006641	ENSTNIP00000005454
ENSMGAP00000003289	ENSTNIP00000022759
ENSMGAP00000003289	ENSTNIP00000016109
ENSMGAP00000009816	ENSTNIP00000007584
ENSMGAP00000016205	ENSTNIP00000006353
ENSMGAP00000008421	ENSTNIP00000009763
ENSMGAP00000007321	ENSTNIP00000012780
ENSMGAP00000000353	ENSTNIP00000015899
ENSMGAP00000001426	ENSTNIP00000006093
ENSMGAP00000010651	ENSTNIP00000018307
ENSMGAP00000010809	ENSTNIP00000016226
ENSMGAP00000014017	ENSTNIP00000022292
ENSMGAP00000009704	ENSTNIP00000014897
ENSMGAP00000001140	ENSTNIP00000013852
ENSMGAP00000000451	ENSTNIP00000020716
ENSMGAP00000000451	ENSTNIP00000021511
ENSMGAP00000006605	ENSTNIP00000011078
ENSMGAP00000004294	ENSTNIP00000017226
ENSMGAP00000016014	ENSTNIP00000016433
ENSMGAP00000014754	ENSTNIP00000019654
ENSMGAP00000005638	ENSTNIP00000010625
ENSMGAP00000001763	ENSTNIP00000019208
ENSMGAP00000003051	ENSTNIP00000007233
ENSMGAP00000005524	ENSTNIP00000020731
ENSMGAP00000016010	ENSTNIP00000015680
ENSMGAP00000015673	ENSTNIP00000016876
ENSMGAP00000007603	ENSTNIP00000007228
ENSMGAP00000003018	ENSTNIP00000015284
ENSMGAP00000013068	ENSTNIP00000021013
ENSMGAP00000001128	ENSTNIP00000012280
ENSMGAP00000010219	ENSTNIP00000010061
ENSMGAP00000010152	ENSTNIP00000013677
ENSMGAP00000013614	ENSTNIP00000009063
ENSMGAP00000003500	ENSTNIP00000006088
ENSMGAP00000001154	ENSTNIP00000020243
ENSMGAP00000005325	ENSTNIP00000011205
ENSMGAP00000016202	ENSTNIP00000013178
ENSMGAP00000003565	ENSTNIP00000014191
ENSMGAP00000018943	ENSTNIP00000012350
ENSMGAP00000019575	ENSTNIP00000002737
ENSMGAP00000007927	ENSTNIP00000014546
ENSMGAP00000007927	ENSTNIP00000020653
ENSMGAP00000001690	ENSTNIP00000009494
ENSMGAP00000013396	ENSTNIP00000019449
ENSMGAP00000004630	ENSTNIP00000013933
ENSMGAP00000007695	ENSTNIP00000001671
ENSMGAP00000010059	ENSTNIP00000000146
ENSMGAP00000014403	ENSTNIP00000004980
ENSMGAP00000013252	ENSTNIP00000019991
ENSMGAP00000014043	ENSTNIP00000006825
ENSMGAP00000004631	ENSTNIP00000008558
ENSMGAP00000003044	ENSTNIP00000020341
ENSMGAP00000011056	ENSTNIP00000016028
ENSMGAP00000007079	ENSTNIP00000018468
ENSMGAP00000015379	ENSTNIP00000011132
ENSMGAP00000007461	ENSTNIP00000005717
ENSMGAP00000006850	ENSTNIP00000016235
ENSMGAP00000005423	ENSTNIP00000000002
ENSMGAP00000001365	ENSTNIP00000016399
ENSMGAP00000008013	ENSTNIP00000022792
ENSMGAP00000009773	ENSTNIP00000014902
ENSMGAP00000010675	ENSTNIP00000000612
ENSMGAP00000009809	ENSTNIP00000012748
ENSMGAP00000015463	ENSTNIP00000013526
ENSMGAP00000003892	ENSTNIP00000001245
ENSMGAP00000003892	ENSTNIP00000016118
ENSMGAP00000002736	ENSTNIP00000008557
ENSMGAP00000006412	ENSTNIP00000012126
ENSMGAP00000013630	ENSTNIP00000006492
ENSMGAP00000009103	ENSTNIP00000022092
ENSMGAP00000013222	ENSTNIP00000012518
ENSMGAP00000002443	ENSTNIP00000021576
ENSMGAP00000013794	ENSTNIP00000015639
ENSMGAP00000000844	ENSTNIP00000014906
ENSMGAP00000010903	ENSTNIP00000021953
ENSMGAP00000004703	ENSTNIP00000018909
ENSMGAP00000009272	ENSTNIP00000007095
ENSMGAP00000019763	ENSTNIP00000013771
ENSMGAP00000004762	ENSTNIP00000017846
ENSMGAP00000007010	ENSTNIP00000005973
ENSMGAP00000014339	ENSTNIP00000020481
ENSMGAP00000003677	ENSTNIP00000008084
ENSMGAP00000007984	ENSTNIP00000018550
ENSMGAP00000002816	ENSTNIP00000011247
ENSMGAP00000004372	ENSTNIP00000018230
ENSMGAP00000001199	ENSTNIP00000005949
ENSMGAP00000000749	ENSTNIP00000020144
ENSMGAP00000013112	ENSTNIP00000008615
ENSMGAP00000010134	ENSTNIP00000007353
ENSMGAP00000001720	ENSTNIP00000005805
ENSMGAP00000015319	ENSTNIP00000008928
ENSMGAP00000009360	ENSTNIP00000013232
ENSMGAP00000012664	ENSTNIP00000009060
ENSMGAP00000010371	ENSTNIP00000017626
ENSMGAP00000013367	ENSTNIP00000006053
ENSMGAP00000000841	ENSTNIP00000012697
ENSMGAP00000000841	ENSTNIP00000012530
ENSMGAP00000007888	ENSTNIP00000017699
ENSMGAP00000019299	ENSTNIP00000008568
ENSMGAP00000001139	ENSTNIP00000020244
ENSMGAP00000002956	ENSTNIP00000017890
ENSMGAP00000014954	ENSTNIP00000015251
ENSMGAP00000011034	ENSTNIP00000021966
ENSMGAP00000001592	ENSTNIP00000021132
ENSMGAP00000007680	ENSTNIP00000017135
ENSMGAP00000012794	ENSTNIP00000018810
ENSMGAP00000013808	ENSTNIP00000014361
ENSMGAP00000008944	ENSTNIP00000021716
ENSMGAP00000012079	ENSTNIP00000010683
ENSMGAP00000012246	ENSTNIP00000020796
ENSMGAP00000007456	ENSTNIP00000014987
ENSMGAP00000003660	ENSTNIP00000006843
ENSMGAP00000005743	ENSTNIP00000017052
ENSMGAP00000009372	ENSTNIP00000013448
ENSMGAP00000014633	ENSTNIP00000000062
ENSMGAP00000012329	ENSTNIP00000001904
ENSMGAP00000001788	ENSTNIP00000009039
ENSMGAP00000015032	ENSTNIP00000019467
ENSMGAP00000009356	ENSTNIP00000011302
ENSMGAP00000014374	ENSTNIP00000011117
ENSMGAP00000004374	ENSTNIP00000018904
ENSMGAP00000004162	ENSTNIP00000006177
ENSMGAP00000017011	ENSTNIP00000010981
ENSMGAP00000001146	ENSTNIP00000013593
ENSMGAP00000005701	ENSTNIP00000002675
ENSMGAP00000011137	ENSTNIP00000008627
ENSMGAP00000015195	ENSTNIP00000008716
ENSMGAP00000011739	ENSTNIP00000005361
ENSMGAP00000001787	ENSTNIP00000011256
ENSMGAP00000015461	ENSTNIP00000008240
ENSMGAP00000001463	ENSTNIP00000005397
ENSMGAP00000016811	ENSTNIP00000021531
ENSMGAP00000000796	ENSTNIP00000009108
ENSMGAP00000003450	ENSTNIP00000019023
ENSMGAP00000001633	ENSTNIP00000001795
ENSMGAP00000019495	ENSTNIP00000014113
ENSMGAP00000009564	ENSTNIP00000014881
ENSMGAP00000013866	ENSTNIP00000022560
ENSMGAP00000006297	ENSTNIP00000005861
ENSMGAP00000015486	ENSTNIP00000016909
ENSMGAP00000008998	ENSTNIP00000020115
ENSMGAP00000000906	ENSTNIP00000010649
ENSMGAP00000000906	ENSTNIP00000009413
ENSMGAP00000015207	ENSTNIP00000016777
ENSMGAP00000012265	ENSTNIP00000004649
ENSMGAP00000007089	ENSTNIP00000019314
ENSMGAP00000007749	ENSTNIP00000013830
ENSMGAP00000008043	ENSTNIP00000012284
ENSMGAP00000000741	ENSTNIP00000010611
ENSMGAP00000005123	ENSTNIP00000019294
ENSMGAP00000008370	ENSTNIP00000012886
ENSMGAP00000002959	ENSTNIP00000013630
ENSMGAP00000004255	ENSTNIP00000018228
ENSMGAP00000016171	ENSTNIP00000004051
ENSMGAP00000015482	ENSTNIP00000018053
ENSMGAP00000017266	ENSTNIP00000008148
ENSMGAP00000012359	ENSTNIP00000006117
ENSMGAP00000015242	ENSTNIP00000015674
ENSMGAP00000004584	ENSTNIP00000001565
ENSMGAP00000013240	ENSTNIP00000007284
ENSMGAP00000010707	ENSTNIP00000022827
ENSMGAP00000013322	ENSTNIP00000019407
ENSMGAP00000013914	ENSTNIP00000007467
ENSMGAP00000004018	ENSTNIP00000011182
ENSMGAP00000012787	ENSTNIP00000019711
ENSMGAP00000004721	ENSTNIP00000012728
ENSMGAP00000000793	ENSTNIP00000014944
ENSMGAP00000008639	ENSTNIP00000011981
ENSMGAP00000012781	ENSTNIP00000015919
ENSMGAP00000014274	ENSTNIP00000019406
ENSMGAP00000014697	ENSTNIP00000011770
ENSMGAP00000006181	ENSTNIP00000018361
ENSMGAP00000014605	ENSTNIP00000020474
ENSMGAP00000008481	ENSTNIP00000005279
ENSMGAP00000019573	ENSTNIP00000020526
ENSMGAP00000019480	ENSTNIP00000001735
ENSMGAP00000017547	ENSTNIP00000005237
ENSMGAP00000004231	ENSTNIP00000006834
ENSMGAP00000004231	ENSTNIP00000017428
ENSMGAP00000008638	ENSTNIP00000001515
ENSMGAP00000000447	ENSTNIP00000020636
ENSMGAP00000004708	ENSTNIP00000003522
ENSMGAP00000013479	ENSTNIP00000020958
ENSMGAP00000009676	ENSTNIP00000006395
ENSMGAP00000013567	ENSTNIP00000020531
ENSMGAP00000014736	ENSTNIP00000019659
ENSMGAP00000004696	ENSTNIP00000002997
ENSMGAP00000009551	ENSTNIP00000000448
ENSMGAP00000002460	ENSTNIP00000008020
ENSMGAP00000004756	ENSTNIP00000019163
ENSMGAP00000004756	ENSTNIP00000012459
ENSMGAP00000002744	ENSTNIP00000021704
ENSMGAP00000014783	ENSTNIP00000021948
ENSMGAP00000006688	ENSTNIP00000021032
ENSMGAP00000002931	ENSTNIP00000014287
ENSMGAP00000010804	ENSTNIP00000013789
ENSMGAP00000010520	ENSTNIP00000009357
ENSMGAP00000012333	ENSTNIP00000020803
ENSMGAP00000016797	ENSTNIP00000022500
ENSMGAP00000005764	ENSTNIP00000017815
ENSMGAP00000014785	ENSTNIP00000021949
ENSMGAP00000014161	ENSTNIP00000009426
ENSMGAP00000000597	ENSTNIP00000015345
ENSMGAP00000000327	ENSTNIP00000015901
ENSMGAP00000006478	ENSTNIP00000009110
ENSMGAP00000009262	ENSTNIP00000012132
ENSMGAP00000014763	ENSTNIP00000021479
ENSMGAP00000009727	ENSTNIP00000009472
ENSMGAP00000000929	ENSTNIP00000015506
ENSMGAP00000008783	ENSTNIP00000017737
ENSMGAP00000010806	ENSTNIP00000021082
ENSMGAP00000017556	ENSTNIP00000001553
ENSMGAP00000017767	ENSTNIP00000005817
ENSMGAP00000016258	ENSTNIP00000010786
ENSMGAP00000002657	ENSTNIP00000003153
ENSMGAP00000014493	ENSTNIP00000020385
ENSMGAP00000000024	ENSTNIP00000005409
ENSMGAP00000010676	ENSTNIP00000012476
ENSMGAP00000014859	ENSTNIP00000006145
ENSMGAP00000011928	ENSTNIP00000020850
ENSMGAP00000006236	ENSTNIP00000014841
ENSMGAP00000006236	ENSTNIP00000012681
ENSMGAP00000008127	ENSTNIP00000001205
ENSMGAP00000011541	ENSTNIP00000022084
ENSMGAP00000000743	ENSTNIP00000023100
ENSMGAP00000013961	ENSTNIP00000020536
ENSMGAP00000017591	ENSTNIP00000010147
ENSMGAP00000003875	ENSTNIP00000018223
ENSMGAP00000010139	ENSTNIP00000009954
ENSMGAP00000004120	ENSTNIP00000022477
ENSMGAP00000018724	ENSTNIP00000005121
ENSMGAP00000007652	ENSTNIP00000005675
ENSMGAP00000004922	ENSTNIP00000007152
ENSMGAP00000016181	ENSTNIP00000009089
ENSMGAP00000016789	ENSTNIP00000010948
ENSMGAP00000017783	ENSTNIP00000005401
ENSMGAP00000005600	ENSTNIP00000003353
ENSMGAP00000003110	ENSTNIP00000016500
ENSMGAP00000004845	ENSTNIP00000020199
ENSMGAP00000007271	ENSTNIP00000011951
ENSMGAP00000003539	ENSTNIP00000016419
ENSMGAP00000014773	ENSTNIP00000009356
ENSMGAP00000003800	ENSTNIP00000005939
ENSMGAP00000015180	ENSTNIP00000012313
ENSMGAP00000019729	ENSTNIP00000007938
ENSMGAP00000014026	ENSTNIP00000014343
ENSMGAP00000009188	ENSTNIP00000019160
ENSMGAP00000000206	ENSTNIP00000001529
ENSMGAP00000004180	ENSTNIP00000013147
ENSMGAP00000004794	ENSTNIP00000011776
ENSMGAP00000002427	ENSTNIP00000019159
ENSMGAP00000008456	ENSTNIP00000010994
ENSMGAP00000009688	ENSTNIP00000014061
ENSMGAP00000003815	ENSTNIP00000008318
ENSMGAP00000011853	ENSTNIP00000021652
ENSMGAP00000002491	ENSTNIP00000009555
ENSMGAP00000012601	ENSTNIP00000020836
ENSMGAP00000016015	ENSTNIP00000001135
ENSMGAP00000005647	ENSTNIP00000014853
ENSMGAP00000000400	ENSTNIP00000021886
ENSMGAP00000014032	ENSTNIP00000013871
ENSMGAP00000017480	ENSTNIP00000010113
ENSMGAP00000015226	ENSTNIP00000008044
ENSMGAP00000007946	ENSTNIP00000007544
ENSMGAP00000004453	ENSTNIP00000015875
ENSMGAP00000005351	ENSTNIP00000017681
ENSMGAP00000008742	ENSTNIP00000017550
ENSMGAP00000004308	ENSTNIP00000019097
ENSMGAP00000006209	ENSTNIP00000008334
ENSMGAP00000000281	ENSTNIP00000021481
ENSMGAP00000000094	ENSTNIP00000005552
ENSMGAP00000019451	ENSTNIP00000007877
ENSMGAP00000008752	ENSTNIP00000009758
ENSMGAP00000008365	ENSTNIP00000021074
ENSMGAP00000015185	ENSTNIP00000017257
ENSMGAP00000011589	ENSTNIP00000021337
ENSMGAP00000007052	ENSTNIP00000019313
ENSMGAP00000014419	ENSTNIP00000020517
ENSMGAP00000017744	ENSTNIP00000008149
ENSMGAP00000006916	ENSTNIP00000006629
ENSMGAP00000012076	ENSTNIP00000016673
ENSMGAP00000005772	ENSTNIP00000020270
ENSMGAP00000003318	ENSTNIP00000019235
ENSMGAP00000018104	ENSTNIP00000019091
ENSMGAP00000012573	ENSTNIP00000013772
ENSMGAP00000009804	ENSTNIP00000019614
ENSMGAP00000018998	ENSTNIP00000019619
ENSMGAP00000004054	ENSTNIP00000014208
ENSMGAP00000002424	ENSTNIP00000010250
ENSMGAP00000012261	ENSTNIP00000009244
ENSMGAP00000008317	ENSTNIP00000013141
ENSMGAP00000000210	ENSTNIP00000010069
ENSMGAP00000008720	ENSTNIP00000008435
ENSMGAP00000011978	ENSTNIP00000005894
ENSMGAP00000014121	ENSTNIP00000005135
ENSMGAP00000016179	ENSTNIP00000022232
ENSMGAP00000011754	ENSTNIP00000020460
ENSMGAP00000001481	ENSTNIP00000006550
ENSMGAP00000000130	ENSTNIP00000023057
ENSMGAP00000005983	ENSTNIP00000005298
ENSMGAP00000019189	ENSTNIP00000002934
ENSMGAP00000013459	ENSTNIP00000011371
ENSMGAP00000009504	ENSTNIP00000014219
ENSMGAP00000014656	ENSTNIP00000019681
ENSMGAP00000011775	ENSTNIP00000009751
ENSMGAP00000016133	ENSTNIP00000012796
ENSMGAP00000004327	ENSTNIP00000017662
ENSMGAP00000007352	ENSTNIP00000006358
ENSMGAP00000011654	ENSTNIP00000008213
ENSMGAP00000007426	ENSTNIP00000022602
ENSMGAP00000018680	ENSTNIP00000007315
ENSMGAP00000011985	ENSTNIP00000015645
ENSMGAP00000001409	ENSTNIP00000002854
ENSMGAP00000014891	ENSTNIP00000019438
ENSMGAP00000006144	ENSTNIP00000018793
ENSMGAP00000001480	ENSTNIP00000018453
ENSMGAP00000008605	ENSTNIP00000017753
ENSMGAP00000003913	ENSTNIP00000017011
ENSMGAP00000007482	ENSTNIP00000007748
ENSMGAP00000008359	ENSTNIP00000009940
ENSMGAP00000008504	ENSTNIP00000011691
ENSMGAP00000007112	ENSTNIP00000017820
ENSMGAP00000001339	ENSTNIP00000002108
ENSMGAP00000013503	ENSTNIP00000005196
ENSMGAP00000008060	ENSTNIP00000016490
ENSMGAP00000014475	ENSTNIP00000022543
ENSMGAP00000011949	ENSTNIP00000015650
ENSMGAP00000000943	ENSTNIP00000009844
ENSMGAP00000008112	ENSTNIP00000006785
ENSMGAP00000008983	ENSTNIP00000020116
ENSMGAP00000001531	ENSTNIP00000010268
ENSMGAP00000013011	ENSTNIP00000011047
ENSMGAP00000007174	ENSTNIP00000012987
ENSMGAP00000010637	ENSTNIP00000011711
ENSMGAP00000008959	ENSTNIP00000018698
ENSMGAP00000003806	ENSTNIP00000008236
ENSMGAP00000010916	ENSTNIP00000007091
ENSMGAP00000014331	ENSTNIP00000017288
ENSMGAP00000019467	ENSTNIP00000013496
ENSMGAP00000004949	ENSTNIP00000021312
ENSMGAP00000008257	ENSTNIP00000019319
ENSMGAP00000013454	ENSTNIP00000021686
ENSMGAP00000011713	ENSTNIP00000007573
ENSMGAP00000015052	ENSTNIP00000018736
ENSMGAP00000010000	ENSTNIP00000016111
ENSMGAP00000003866	ENSTNIP00000005274
ENSMGAP00000016729	ENSTNIP00000002709
ENSMGAP00000008968	ENSTNIP00000018964
ENSMGAP00000002430	ENSTNIP00000016159
ENSMGAP00000009474	ENSTNIP00000018627
ENSMGAP00000003999	ENSTNIP00000015287
ENSMGAP00000008633	ENSTNIP00000013318
ENSMGAP00000006191	ENSTNIP00000010386
ENSMGAP00000009953	ENSTNIP00000016107
ENSMGAP00000001865	ENSTNIP00000014684
ENSMGAP00000005533	ENSTNIP00000010439
ENSMGAP00000010817	ENSTNIP00000021081
ENSMGAP00000002786	ENSTNIP00000021568
ENSMGAP00000002786	ENSTNIP00000002183
ENSMGAP00000006784	ENSTNIP00000000650
ENSMGAP00000006874	ENSTNIP00000016236
ENSMGAP00000016124	ENSTNIP00000017191
ENSMGAP00000000584	ENSTNIP00000010464
ENSMGAP00000014562	ENSTNIP00000008251
ENSMGAP00000001629	ENSTNIP00000002752
ENSMGAP00000016028	ENSTNIP00000007631
ENSMGAP00000005623	ENSTNIP00000015298
ENSMGAP00000000949	ENSTNIP00000017805
ENSMGAP00000012249	ENSTNIP00000011596
ENSMGAP00000009100	ENSTNIP00000001107
ENSMGAP00000012127	ENSTNIP00000000753
ENSMGAP00000008089	ENSTNIP00000007611
ENSMGAP00000004671	ENSTNIP00000016701
ENSMGAP00000008244	ENSTNIP00000018646
ENSMGAP00000006509	ENSTNIP00000011368
ENSMGAP00000014696	ENSTNIP00000015238
ENSMGAP00000010269	ENSTNIP00000011269
ENSMGAP00000009612	ENSTNIP00000014461
ENSMGAP00000009031	ENSTNIP00000009876
ENSMGAP00000015946	ENSTNIP00000001003
ENSMGAP00000010363	ENSTNIP00000009706
ENSMGAP00000010620	ENSTNIP00000008147
ENSMGAP00000004945	ENSTNIP00000007809
ENSMGAP00000016487	ENSTNIP00000014573
ENSMGAP00000016174	ENSTNIP00000005155
ENSMGAP00000006307	ENSTNIP00000021219
ENSMGAP00000006424	ENSTNIP00000018969
ENSMGAP00000018795	ENSTNIP00000007424
ENSMGAP00000014482	ENSTNIP00000013519
ENSMGAP00000014199	ENSTNIP00000020511
ENSMGAP00000003305	ENSTNIP00000010193
ENSMGAP00000014529	ENSTNIP00000002224
ENSMGAP00000003652	ENSTNIP00000014640
ENSMGAP00000012898	ENSTNIP00000019286
ENSMGAP00000006324	ENSTNIP00000018973
ENSMGAP00000014333	ENSTNIP00000009811
ENSMGAP00000016908	ENSTNIP00000001334
ENSMGAP00000001722	ENSTNIP00000014211
ENSMGAP00000007229	ENSTNIP00000016695
ENSMGAP00000002927	ENSTNIP00000011703
ENSMGAP00000011662	ENSTNIP00000005281
ENSMGAP00000004760	ENSTNIP00000004063
ENSMGAP00000007894	ENSTNIP00000014241
ENSMGAP00000018798	ENSTNIP00000004356
ENSMGAP00000013363	ENSTNIP00000022503
ENSMGAP00000016041	ENSTNIP00000018745
ENSMGAP00000000528	ENSTNIP00000012024
ENSMGAP00000008897	ENSTNIP00000020949
ENSMGAP00000011831	ENSTNIP00000020288
ENSMGAP00000005340	ENSTNIP00000007295
ENSMGAP00000014689	ENSTNIP00000019673
ENSMGAP00000004217	ENSTNIP00000010209
ENSMGAP00000017460	ENSTNIP00000004251
ENSMGAP00000011288	ENSTNIP00000007513
ENSMGAP00000008977	ENSTNIP00000016301
ENSMGAP00000009005	ENSTNIP00000014869
ENSMGAP00000019552	ENSTNIP00000017499
ENSMGAP00000008455	ENSTNIP00000010170
ENSMGAP00000003971	ENSTNIP00000011219
ENSMGAP00000014037	ENSTNIP00000018816
ENSMGAP00000014641	ENSTNIP00000022457
ENSMGAP00000015903	ENSTNIP00000017546
ENSMGAP00000006877	ENSTNIP00000006786
ENSMGAP00000010317	ENSTNIP00000018678
ENSMGAP00000009182	ENSTNIP00000004069
ENSMGAP00000010930	ENSTNIP00000003612
ENSMGAP00000012295	ENSTNIP00000013273
ENSMGAP00000005778	ENSTNIP00000021448
ENSMGAP00000009722	ENSTNIP00000017598
ENSMGAP00000014227	ENSTNIP00000011648
ENSMGAP00000014227	ENSTNIP00000014357
ENSMGAP00000015940	ENSTNIP00000012852
ENSMGAP00000013326	ENSTNIP00000020825
ENSMGAP00000011764	ENSTNIP00000014624
ENSMGAP00000003277	ENSTNIP00000010101
ENSMGAP00000016061	ENSTNIP00000013385
ENSMGAP00000008911	ENSTNIP00000014254
ENSMGAP00000010562	ENSTNIP00000021905
ENSMGAP00000008425	ENSTNIP00000005727
ENSMGAP00000000939	ENSTNIP00000016809
ENSMGAP00000013092	ENSTNIP00000010374
ENSMGAP00000019027	ENSTNIP00000006465
ENSMGAP00000015530	ENSTNIP00000016623
ENSMGAP00000003863	ENSTNIP00000009268
ENSMGAP00000014027	ENSTNIP00000001969
ENSMGAP00000011368	ENSTNIP00000012074
ENSMGAP00000004167	ENSTNIP00000010917
ENSMGAP00000014457	ENSTNIP00000013185
ENSMGAP00000011632	ENSTNIP00000013896
ENSMGAP00000000661	ENSTNIP00000009910
ENSMGAP00000010612	ENSTNIP00000005216
ENSMGAP00000008228	ENSTNIP00000005564
ENSMGAP00000005186	ENSTNIP00000017058
ENSMGAP00000006862	ENSTNIP00000007568
ENSMGAP00000002710	ENSTNIP00000011249
ENSMGAP00000004927	ENSTNIP00000003068
ENSMGAP00000013466	ENSTNIP00000005931
ENSMGAP00000014189	ENSTNIP00000005309
ENSMGAP00000005673	ENSTNIP00000018951
ENSMGAP00000010527	ENSTNIP00000010282
ENSMGAP00000015193	ENSTNIP00000005446
ENSMGAP00000014337	ENSTNIP00000020480
ENSMGAP00000008497	ENSTNIP00000001111
ENSMGAP00000005104	ENSTNIP00000012487
ENSMGAP00000005465	ENSTNIP00000015881
ENSMGAP00000012551	ENSTNIP00000018782
ENSMGAP00000012285	ENSTNIP00000003482
ENSMGAP00000006011	ENSTNIP00000014983
ENSMGAP00000002013	ENSTNIP00000007716
ENSMGAP00000011806	ENSTNIP00000001521
