ENSTGUP00000008915	ENSGACP00000003450
ENSTGUP00000013597	ENSGACP00000012213
ENSTGUP00000004450	ENSGACP00000020968
ENSTGUP00000012291	ENSGACP00000005892
ENSTGUP00000006296	ENSGACP00000010716
ENSTGUP00000006043	ENSGACP00000014778
ENSTGUP00000009119	ENSGACP00000021344
ENSTGUP00000003669	ENSGACP00000017268
ENSTGUP00000006680	ENSGACP00000020923
ENSTGUP00000012319	ENSGACP00000007166
ENSTGUP00000004947	ENSGACP00000021159
ENSTGUP00000005211	ENSGACP00000008149
ENSTGUP00000006549	ENSGACP00000010862
ENSTGUP00000008067	ENSGACP00000022751
ENSTGUP00000010931	ENSGACP00000012540
ENSTGUP00000009773	ENSGACP00000002557
ENSTGUP00000012329	ENSGACP00000018177
ENSTGUP00000012920	ENSGACP00000017601
ENSTGUP00000010517	ENSGACP00000015756
ENSTGUP00000008458	ENSGACP00000005207
ENSTGUP00000006199	ENSGACP00000018526
ENSTGUP00000012266	ENSGACP00000027186
ENSTGUP00000008579	ENSGACP00000004564
ENSTGUP00000009016	ENSGACP00000026227
ENSTGUP00000009028	ENSGACP00000012489
ENSTGUP00000013411	ENSGACP00000017682
ENSTGUP00000008975	ENSGACP00000010544
ENSTGUP00000011375	ENSGACP00000013213
ENSTGUP00000006960	ENSGACP00000011324
ENSTGUP00000007594	ENSGACP00000016197
ENSTGUP00000012175	ENSGACP00000027175
ENSTGUP00000009043	ENSGACP00000011964
ENSTGUP00000003383	ENSGACP00000009417
ENSTGUP00000001994	ENSGACP00000018127
ENSTGUP00000008442	ENSGACP00000015323
ENSTGUP00000001251	ENSGACP00000000426
ENSTGUP00000008978	ENSGACP00000015635
ENSTGUP00000017614	ENSGACP00000019696
ENSTGUP00000002997	ENSGACP00000005927
ENSTGUP00000004029	ENSGACP00000009495
ENSTGUP00000002512	ENSGACP00000006094
ENSTGUP00000005628	ENSGACP00000016995
ENSTGUP00000004832	ENSGACP00000022435
ENSTGUP00000007315	ENSGACP00000010281
ENSTGUP00000007315	ENSGACP00000021931
ENSTGUP00000004531	ENSGACP00000024511
ENSTGUP00000007640	ENSGACP00000022037
ENSTGUP00000010980	ENSGACP00000020031
ENSTGUP00000003987	ENSGACP00000021198
ENSTGUP00000007266	ENSGACP00000021611
ENSTGUP00000007266	ENSGACP00000023558
ENSTGUP00000010930	ENSGACP00000015781
ENSTGUP00000013964	ENSGACP00000026679
ENSTGUP00000002246	ENSGACP00000000280
ENSTGUP00000005213	ENSGACP00000005852
ENSTGUP00000004799	ENSGACP00000017450
ENSTGUP00000008019	ENSGACP00000018229
ENSTGUP00000000652	ENSGACP00000024552
ENSTGUP00000006730	ENSGACP00000008230
ENSTGUP00000012136	ENSGACP00000008039
ENSTGUP00000008982	ENSGACP00000016245
ENSTGUP00000002813	ENSGACP00000007326
ENSTGUP00000006188	ENSGACP00000025828
ENSTGUP00000006193	ENSGACP00000020969
ENSTGUP00000013272	ENSGACP00000008652
ENSTGUP00000004416	ENSGACP00000021241
ENSTGUP00000001608	ENSGACP00000003426
ENSTGUP00000003232	ENSGACP00000009718
ENSTGUP00000003442	ENSGACP00000003904
ENSTGUP00000011983	ENSGACP00000004041
ENSTGUP00000005812	ENSGACP00000000115
ENSTGUP00000005812	ENSGACP00000019487
ENSTGUP00000012032	ENSGACP00000003602
ENSTGUP00000004906	ENSGACP00000020462
ENSTGUP00000003234	ENSGACP00000013125
ENSTGUP00000011363	ENSGACP00000026114
ENSTGUP00000005849	ENSGACP00000023286
ENSTGUP00000006906	ENSGACP00000003579
ENSTGUP00000002723	ENSGACP00000024617
ENSTGUP00000006889	ENSGACP00000020011
ENSTGUP00000005235	ENSGACP00000015954
ENSTGUP00000004822	ENSGACP00000017646
ENSTGUP00000004822	ENSGACP00000024044
ENSTGUP00000007282	ENSGACP00000012046
ENSTGUP00000012531	ENSGACP00000013958
ENSTGUP00000004166	ENSGACP00000011099
ENSTGUP00000010707	ENSGACP00000011929
ENSTGUP00000009218	ENSGACP00000014499
ENSTGUP00000010459	ENSGACP00000010259
ENSTGUP00000013437	ENSGACP00000016825
ENSTGUP00000012412	ENSGACP00000016445
ENSTGUP00000006082	ENSGACP00000013222
ENSTGUP00000001264	ENSGACP00000012877
ENSTGUP00000000501	ENSGACP00000020148
ENSTGUP00000008831	ENSGACP00000007826
ENSTGUP00000001020	ENSGACP00000020397
ENSTGUP00000001285	ENSGACP00000011236
ENSTGUP00000007024	ENSGACP00000017746
ENSTGUP00000006602	ENSGACP00000025696
ENSTGUP00000018058	ENSGACP00000016201
ENSTGUP00000002718	ENSGACP00000008495
ENSTGUP00000007661	ENSGACP00000021708
ENSTGUP00000007661	ENSGACP00000023475
ENSTGUP00000013364	ENSGACP00000017553
ENSTGUP00000008059	ENSGACP00000011884
ENSTGUP00000011338	ENSGACP00000015866
ENSTGUP00000009041	ENSGACP00000008827
ENSTGUP00000012742	ENSGACP00000009345
ENSTGUP00000000188	ENSGACP00000011398
ENSTGUP00000011642	ENSGACP00000026478
ENSTGUP00000010230	ENSGACP00000012103
ENSTGUP00000009063	ENSGACP00000016128
ENSTGUP00000010010	ENSGACP00000009582
ENSTGUP00000002609	ENSGACP00000017074
ENSTGUP00000006484	ENSGACP00000010836
ENSTGUP00000009319	ENSGACP00000007083
ENSTGUP00000004294	ENSGACP00000009731
ENSTGUP00000016690	ENSGACP00000002444
ENSTGUP00000013378	ENSGACP00000011190
ENSTGUP00000002061	ENSGACP00000025567
ENSTGUP00000006033	ENSGACP00000014799
ENSTGUP00000003937	ENSGACP00000006141
ENSTGUP00000008771	ENSGACP00000008783
ENSTGUP00000004711	ENSGACP00000000967
ENSTGUP00000006922	ENSGACP00000026100
ENSTGUP00000016889	ENSGACP00000013541
ENSTGUP00000012098	ENSGACP00000002899
ENSTGUP00000009963	ENSGACP00000006510
ENSTGUP00000017082	ENSGACP00000027468
ENSTGUP00000010353	ENSGACP00000026131
ENSTGUP00000012298	ENSGACP00000019893
ENSTGUP00000000993	ENSGACP00000010790
ENSTGUP00000000993	ENSGACP00000009507
ENSTGUP00000005418	ENSGACP00000017763
ENSTGUP00000006902	ENSGACP00000003588
ENSTGUP00000008742	ENSGACP00000015025
ENSTGUP00000011131	ENSGACP00000010926
ENSTGUP00000004635	ENSGACP00000024476
ENSTGUP00000008855	ENSGACP00000023191
ENSTGUP00000008886	ENSGACP00000013661
ENSTGUP00000009996	ENSGACP00000021472
ENSTGUP00000007655	ENSGACP00000018913
ENSTGUP00000003807	ENSGACP00000022088
ENSTGUP00000008238	ENSGACP00000007641
ENSTGUP00000000375	ENSGACP00000027622
ENSTGUP00000003460	ENSGACP00000025216
ENSTGUP00000007366	ENSGACP00000006771
ENSTGUP00000008310	ENSGACP00000023215
ENSTGUP00000010211	ENSGACP00000009203
ENSTGUP00000005349	ENSGACP00000014761
ENSTGUP00000012878	ENSGACP00000018777
ENSTGUP00000006068	ENSGACP00000003410
ENSTGUP00000013687	ENSGACP00000013568
ENSTGUP00000005566	ENSGACP00000004673
ENSTGUP00000013394	ENSGACP00000002586
ENSTGUP00000006617	ENSGACP00000021687
ENSTGUP00000006312	ENSGACP00000010737
ENSTGUP00000005480	ENSGACP00000005672
ENSTGUP00000011538	ENSGACP00000014758
ENSTGUP00000001704	ENSGACP00000011571
ENSTGUP00000006201	ENSGACP00000027274
ENSTGUP00000014040	ENSGACP00000018362
ENSTGUP00000011651	ENSGACP00000020801
ENSTGUP00000003742	ENSGACP00000017606
ENSTGUP00000003972	ENSGACP00000006338
ENSTGUP00000012040	ENSGACP00000012176
ENSTGUP00000002367	ENSGACP00000005988
ENSTGUP00000007197	ENSGACP00000014320
ENSTGUP00000008987	ENSGACP00000019448
ENSTGUP00000012973	ENSGACP00000016167
ENSTGUP00000006679	ENSGACP00000024863
ENSTGUP00000007774	ENSGACP00000018864
ENSTGUP00000001535	ENSGACP00000007665
ENSTGUP00000003925	ENSGACP00000021119
ENSTGUP00000003925	ENSGACP00000016378
ENSTGUP00000014024	ENSGACP00000018025
ENSTGUP00000012069	ENSGACP00000022468
ENSTGUP00000007467	ENSGACP00000014550
ENSTGUP00000012779	ENSGACP00000012192
ENSTGUP00000008052	ENSGACP00000020368
ENSTGUP00000006511	ENSGACP00000004277
ENSTGUP00000006494	ENSGACP00000011274
ENSTGUP00000008869	ENSGACP00000015685
ENSTGUP00000005890	ENSGACP00000014391
ENSTGUP00000008660	ENSGACP00000027279
ENSTGUP00000007805	ENSGACP00000015710
ENSTGUP00000003398	ENSGACP00000009533
ENSTGUP00000013370	ENSGACP00000019715
ENSTGUP00000006824	ENSGACP00000002209
ENSTGUP00000009477	ENSGACP00000024286
ENSTGUP00000005064	ENSGACP00000000645
ENSTGUP00000013998	ENSGACP00000003929
ENSTGUP00000004079	ENSGACP00000020813
ENSTGUP00000009945	ENSGACP00000021383
ENSTGUP00000011669	ENSGACP00000014694
ENSTGUP00000007860	ENSGACP00000017888
ENSTGUP00000001950	ENSGACP00000007108
ENSTGUP00000002690	ENSGACP00000008591
ENSTGUP00000011961	ENSGACP00000026533
ENSTGUP00000010093	ENSGACP00000022766
ENSTGUP00000010252	ENSGACP00000006313
ENSTGUP00000010455	ENSGACP00000018194
ENSTGUP00000012525	ENSGACP00000014702
ENSTGUP00000003340	ENSGACP00000016863
ENSTGUP00000004723	ENSGACP00000019986
ENSTGUP00000012453	ENSGACP00000010367
ENSTGUP00000002963	ENSGACP00000000639
ENSTGUP00000002963	ENSGACP00000004860
ENSTGUP00000006330	ENSGACP00000020698
ENSTGUP00000006701	ENSGACP00000020568
ENSTGUP00000010371	ENSGACP00000023618
ENSTGUP00000010371	ENSGACP00000021177
ENSTGUP00000008913	ENSGACP00000005593
ENSTGUP00000012661	ENSGACP00000010286
ENSTGUP00000013255	ENSGACP00000008546
ENSTGUP00000002189	ENSGACP00000006639
ENSTGUP00000009892	ENSGACP00000012333
ENSTGUP00000001552	ENSGACP00000018330
ENSTGUP00000001967	ENSGACP00000025053
ENSTGUP00000013359	ENSGACP00000017529
ENSTGUP00000007474	ENSGACP00000003409
ENSTGUP00000002546	ENSGACP00000011620
ENSTGUP00000008198	ENSGACP00000019222
ENSTGUP00000005785	ENSGACP00000020372
ENSTGUP00000007772	ENSGACP00000018880
ENSTGUP00000011535	ENSGACP00000011601
ENSTGUP00000002585	ENSGACP00000008912
ENSTGUP00000002585	ENSGACP00000001582
ENSTGUP00000013362	ENSGACP00000017539
ENSTGUP00000013000	ENSGACP00000014547
ENSTGUP00000002815	ENSGACP00000014344
ENSTGUP00000005222	ENSGACP00000005838
ENSTGUP00000010027	ENSGACP00000019823
ENSTGUP00000006823	ENSGACP00000025398
ENSTGUP00000001182	ENSGACP00000011947
ENSTGUP00000013489	ENSGACP00000013801
ENSTGUP00000014896	ENSGACP00000014209
ENSTGUP00000009348	ENSGACP00000001977
ENSTGUP00000003217	ENSGACP00000011592
ENSTGUP00000010904	ENSGACP00000003887
ENSTGUP00000005158	ENSGACP00000025695
ENSTGUP00000012256	ENSGACP00000005263
ENSTGUP00000013852	ENSGACP00000023313
ENSTGUP00000017580	ENSGACP00000001397
ENSTGUP00000016569	ENSGACP00000026043
ENSTGUP00000013606	ENSGACP00000014023
ENSTGUP00000004657	ENSGACP00000013250
ENSTGUP00000002828	ENSGACP00000023156
ENSTGUP00000010381	ENSGACP00000022622
ENSTGUP00000013557	ENSGACP00000017673
ENSTGUP00000008649	ENSGACP00000021420
ENSTGUP00000003120	ENSGACP00000018967
ENSTGUP00000003120	ENSGACP00000014385
ENSTGUP00000011237	ENSGACP00000008710
ENSTGUP00000013055	ENSGACP00000010246
ENSTGUP00000005063	ENSGACP00000014236
ENSTGUP00000003704	ENSGACP00000009640
ENSTGUP00000011036	ENSGACP00000022814
ENSTGUP00000005589	ENSGACP00000023257
ENSTGUP00000018222	ENSGACP00000004862
ENSTGUP00000013401	ENSGACP00000027634
ENSTGUP00000011964	ENSGACP00000003159
ENSTGUP00000003744	ENSGACP00000000010
ENSTGUP00000006127	ENSGACP00000011356
ENSTGUP00000014301	ENSGACP00000013399
ENSTGUP00000008302	ENSGACP00000018599
ENSTGUP00000000627	ENSGACP00000024387
ENSTGUP00000004971	ENSGACP00000005403
ENSTGUP00000013332	ENSGACP00000013990
ENSTGUP00000002614	ENSGACP00000024625
ENSTGUP00000013827	ENSGACP00000020158
ENSTGUP00000001798	ENSGACP00000002249
ENSTGUP00000011896	ENSGACP00000026361
ENSTGUP00000010044	ENSGACP00000007068
ENSTGUP00000005468	ENSGACP00000005691
ENSTGUP00000002955	ENSGACP00000008448
ENSTGUP00000001420	ENSGACP00000009869
ENSTGUP00000009452	ENSGACP00000003506
ENSTGUP00000007239	ENSGACP00000010821
ENSTGUP00000008523	ENSGACP00000024868
ENSTGUP00000005337	ENSGACP00000003757
ENSTGUP00000010373	ENSGACP00000021330
ENSTGUP00000010373	ENSGACP00000001329
ENSTGUP00000001765	ENSGACP00000011739
ENSTGUP00000009504	ENSGACP00000019627
ENSTGUP00000006758	ENSGACP00000018425
ENSTGUP00000012157	ENSGACP00000017527
ENSTGUP00000010448	ENSGACP00000000017
ENSTGUP00000007493	ENSGACP00000012242
ENSTGUP00000017273	ENSGACP00000001394
ENSTGUP00000000694	ENSGACP00000002666
ENSTGUP00000002198	ENSGACP00000005831
ENSTGUP00000005496	ENSGACP00000023959
ENSTGUP00000017696	ENSGACP00000015699
ENSTGUP00000006433	ENSGACP00000020720
ENSTGUP00000009214	ENSGACP00000003786
ENSTGUP00000001423	ENSGACP00000001263
ENSTGUP00000013834	ENSGACP00000026634
ENSTGUP00000011825	ENSGACP00000015956
ENSTGUP00000007457	ENSGACP00000014524
ENSTGUP00000013448	ENSGACP00000010497
ENSTGUP00000012707	ENSGACP00000020065
ENSTGUP00000004617	ENSGACP00000003307
ENSTGUP00000006099	ENSGACP00000019989
ENSTGUP00000007639	ENSGACP00000005868
ENSTGUP00000000319	ENSGACP00000027056
ENSTGUP00000003504	ENSGACP00000025424
ENSTGUP00000013060	ENSGACP00000000765
ENSTGUP00000013060	ENSGACP00000005693
ENSTGUP00000009947	ENSGACP00000009561
ENSTGUP00000010473	ENSGACP00000009642
ENSTGUP00000002930	ENSGACP00000019315
ENSTGUP00000004953	ENSGACP00000004941
ENSTGUP00000009223	ENSGACP00000020045
ENSTGUP00000013195	ENSGACP00000005762
ENSTGUP00000013390	ENSGACP00000016030
ENSTGUP00000011224	ENSGACP00000011632
ENSTGUP00000008312	ENSGACP00000023222
ENSTGUP00000017219	ENSGACP00000013680
ENSTGUP00000000867	ENSGACP00000024302
ENSTGUP00000002181	ENSGACP00000024327
ENSTGUP00000006380	ENSGACP00000026758
ENSTGUP00000009156	ENSGACP00000019775
ENSTGUP00000013123	ENSGACP00000007943
ENSTGUP00000013231	ENSGACP00000026784
ENSTGUP00000014832	ENSGACP00000023410
ENSTGUP00000001517	ENSGACP00000001276
ENSTGUP00000006854	ENSGACP00000017502
ENSTGUP00000010563	ENSGACP00000001346
ENSTGUP00000009091	ENSGACP00000002857
ENSTGUP00000007876	ENSGACP00000003164
ENSTGUP00000009385	ENSGACP00000021531
ENSTGUP00000008750	ENSGACP00000026496
ENSTGUP00000005809	ENSGACP00000021922
ENSTGUP00000015208	ENSGACP00000014145
ENSTGUP00000006088	ENSGACP00000005765
ENSTGUP00000006086	ENSGACP00000007121
ENSTGUP00000010123	ENSGACP00000001929
ENSTGUP00000004983	ENSGACP00000006941
ENSTGUP00000005364	ENSGACP00000007668
ENSTGUP00000002280	ENSGACP00000009830
ENSTGUP00000004984	ENSGACP00000009072
ENSTGUP00000002871	ENSGACP00000020723
ENSTGUP00000013484	ENSGACP00000015587
ENSTGUP00000008685	ENSGACP00000026506
ENSTGUP00000001317	ENSGACP00000008255
ENSTGUP00000001532	ENSGACP00000007696
ENSTGUP00000007158	ENSGACP00000014379
ENSTGUP00000012511	ENSGACP00000006507
ENSTGUP00000011322	ENSGACP00000022433
ENSTGUP00000009866	ENSGACP00000019365
ENSTGUP00000007021	ENSGACP00000001402
ENSTGUP00000012651	ENSGACP00000006598
ENSTGUP00000010990	ENSGACP00000024731
ENSTGUP00000002029	ENSGACP00000019259
ENSTGUP00000016555	ENSGACP00000001106
ENSTGUP00000008546	ENSGACP00000014697
ENSTGUP00000011203	ENSGACP00000008940
ENSTGUP00000011630	ENSGACP00000002026
ENSTGUP00000007241	ENSGACP00000023546
ENSTGUP00000000057	ENSGACP00000001468
ENSTGUP00000016554	ENSGACP00000024393
ENSTGUP00000009851	ENSGACP00000011851
ENSTGUP00000000834	ENSGACP00000019045
ENSTGUP00000015698	ENSGACP00000026202
ENSTGUP00000002250	ENSGACP00000006545
ENSTGUP00000004459	ENSGACP00000011457
ENSTGUP00000002854	ENSGACP00000026010
ENSTGUP00000007006	ENSGACP00000013497
ENSTGUP00000007203	ENSGACP00000023566
ENSTGUP00000004397	ENSGACP00000008986
ENSTGUP00000000697	ENSGACP00000027534
ENSTGUP00000010915	ENSGACP00000003876
ENSTGUP00000006117	ENSGACP00000011544
ENSTGUP00000006117	ENSGACP00000004535
ENSTGUP00000006049	ENSGACP00000026305
ENSTGUP00000001010	ENSGACP00000020401
ENSTGUP00000013202	ENSGACP00000023870
ENSTGUP00000003160	ENSGACP00000027442
ENSTGUP00000012391	ENSGACP00000025532
ENSTGUP00000011267	ENSGACP00000002460
ENSTGUP00000011798	ENSGACP00000009117
ENSTGUP00000017827	ENSGACP00000008209
ENSTGUP00000004815	ENSGACP00000001666
ENSTGUP00000012044	ENSGACP00000002432
ENSTGUP00000011499	ENSGACP00000014729
ENSTGUP00000013400	ENSGACP00000011810
ENSTGUP00000004098	ENSGACP00000003627
ENSTGUP00000007007	ENSGACP00000022932
ENSTGUP00000005732	ENSGACP00000008136
ENSTGUP00000012802	ENSGACP00000013761
ENSTGUP00000002262	ENSGACP00000018158
ENSTGUP00000006833	ENSGACP00000026777
ENSTGUP00000003343	ENSGACP00000011688
ENSTGUP00000009046	ENSGACP00000006635
ENSTGUP00000008319	ENSGACP00000000650
ENSTGUP00000012371	ENSGACP00000027006
ENSTGUP00000006386	ENSGACP00000025273
ENSTGUP00000003267	ENSGACP00000017210
ENSTGUP00000001829	ENSGACP00000020984
ENSTGUP00000007718	ENSGACP00000017169
ENSTGUP00000013376	ENSGACP00000005089
ENSTGUP00000006890	ENSGACP00000023337
ENSTGUP00000007652	ENSGACP00000012034
ENSTGUP00000015832	ENSGACP00000020293
ENSTGUP00000013769	ENSGACP00000003389
ENSTGUP00000013280	ENSGACP00000010591
ENSTGUP00000012930	ENSGACP00000006828
ENSTGUP00000002792	ENSGACP00000018788
ENSTGUP00000007608	ENSGACP00000012083
ENSTGUP00000006869	ENSGACP00000001983
ENSTGUP00000012654	ENSGACP00000006584
ENSTGUP00000002914	ENSGACP00000024180
ENSTGUP00000005945	ENSGACP00000019066
ENSTGUP00000006066	ENSGACP00000026301
ENSTGUP00000005175	ENSGACP00000002880
ENSTGUP00000009051	ENSGACP00000003942
ENSTGUP00000006061	ENSGACP00000019674
ENSTGUP00000002356	ENSGACP00000023608
ENSTGUP00000011620	ENSGACP00000015294
ENSTGUP00000017709	ENSGACP00000005134
ENSTGUP00000005075	ENSGACP00000016195
ENSTGUP00000004847	ENSGACP00000022200
ENSTGUP00000001522	ENSGACP00000007183
ENSTGUP00000013175	ENSGACP00000008185
ENSTGUP00000012894	ENSGACP00000002525
ENSTGUP00000012262	ENSGACP00000000391
ENSTGUP00000012369	ENSGACP00000014944
ENSTGUP00000010859	ENSGACP00000018613
ENSTGUP00000009877	ENSGACP00000004838
ENSTGUP00000013803	ENSGACP00000004261
ENSTGUP00000011333	ENSGACP00000020188
ENSTGUP00000006322	ENSGACP00000014303
ENSTGUP00000008697	ENSGACP00000000542
ENSTGUP00000015784	ENSGACP00000023152
ENSTGUP00000012149	ENSGACP00000017924
ENSTGUP00000007326	ENSGACP00000006148
ENSTGUP00000010693	ENSGACP00000018605
ENSTGUP00000006623	ENSGACP00000022771
ENSTGUP00000002589	ENSGACP00000017035
ENSTGUP00000011840	ENSGACP00000003432
ENSTGUP00000015574	ENSGACP00000007060
ENSTGUP00000012889	ENSGACP00000018124
ENSTGUP00000012889	ENSGACP00000026289
ENSTGUP00000003912	ENSGACP00000005810
ENSTGUP00000005146	ENSGACP00000000560
ENSTGUP00000012986	ENSGACP00000003855
ENSTGUP00000001405	ENSGACP00000025762
ENSTGUP00000006610	ENSGACP00000000947
ENSTGUP00000008800	ENSGACP00000015008
ENSTGUP00000005078	ENSGACP00000021138
ENSTGUP00000015164	ENSGACP00000016338
ENSTGUP00000007662	ENSGACP00000007238
ENSTGUP00000008034	ENSGACP00000019807
ENSTGUP00000007636	ENSGACP00000014208
ENSTGUP00000012831	ENSGACP00000016200
ENSTGUP00000016891	ENSGACP00000005848
ENSTGUP00000016891	ENSGACP00000016757
ENSTGUP00000011105	ENSGACP00000017148
ENSTGUP00000005269	ENSGACP00000022197
ENSTGUP00000003286	ENSGACP00000017201
ENSTGUP00000006361	ENSGACP00000004345
ENSTGUP00000003714	ENSGACP00000025173
ENSTGUP00000008811	ENSGACP00000008846
ENSTGUP00000003954	ENSGACP00000006167
ENSTGUP00000011247	ENSGACP00000000755
ENSTGUP00000012398	ENSGACP00000008683
ENSTGUP00000007098	ENSGACP00000011588
ENSTGUP00000003777	ENSGACP00000014090
ENSTGUP00000014042	ENSGACP00000003660
ENSTGUP00000013375	ENSGACP00000011211
ENSTGUP00000017316	ENSGACP00000022573
ENSTGUP00000004578	ENSGACP00000000311
ENSTGUP00000007153	ENSGACP00000007840
ENSTGUP00000008862	ENSGACP00000022095
ENSTGUP00000014081	ENSGACP00000026140
ENSTGUP00000003870	ENSGACP00000006243
ENSTGUP00000011432	ENSGACP00000004451
ENSTGUP00000016254	ENSGACP00000010390
ENSTGUP00000016254	ENSGACP00000020566
ENSTGUP00000000756	ENSGACP00000005196
ENSTGUP00000006028	ENSGACP00000014636
ENSTGUP00000007938	ENSGACP00000018522
ENSTGUP00000001603	ENSGACP00000008712
ENSTGUP00000008488	ENSGACP00000009179
ENSTGUP00000008488	ENSGACP00000024779
ENSTGUP00000005629	ENSGACP00000010722
ENSTGUP00000011297	ENSGACP00000013073
ENSTGUP00000017820	ENSGACP00000008156
ENSTGUP00000007588	ENSGACP00000022245
ENSTGUP00000013737	ENSGACP00000004293
ENSTGUP00000008237	ENSGACP00000012823
ENSTGUP00000017588	ENSGACP00000015402
ENSTGUP00000004954	ENSGACP00000021157
ENSTGUP00000009332	ENSGACP00000019244
ENSTGUP00000004601	ENSGACP00000003097
ENSTGUP00000001769	ENSGACP00000006786
ENSTGUP00000006843	ENSGACP00000011458
ENSTGUP00000017401	ENSGACP00000014990
ENSTGUP00000013886	ENSGACP00000018818
ENSTGUP00000001445	ENSGACP00000007369
ENSTGUP00000006780	ENSGACP00000014876
ENSTGUP00000013139	ENSGACP00000006454
ENSTGUP00000009715	ENSGACP00000025358
ENSTGUP00000012765	ENSGACP00000009210
ENSTGUP00000009954	ENSGACP00000022437
ENSTGUP00000002128	ENSGACP00000025224
ENSTGUP00000008325	ENSGACP00000021510
ENSTGUP00000008962	ENSGACP00000013030
ENSTGUP00000000725	ENSGACP00000015066
ENSTGUP00000014680	ENSGACP00000025766
ENSTGUP00000002428	ENSGACP00000026523
ENSTGUP00000017162	ENSGACP00000009279
ENSTGUP00000001106	ENSGACP00000006750
ENSTGUP00000013173	ENSGACP00000008172
ENSTGUP00000006754	ENSGACP00000018839
ENSTGUP00000002693	ENSGACP00000017598
ENSTGUP00000001018	ENSGACP00000009607
ENSTGUP00000017561	ENSGACP00000019414
ENSTGUP00000005564	ENSGACP00000016254
ENSTGUP00000003012	ENSGACP00000021534
ENSTGUP00000007554	ENSGACP00000022192
ENSTGUP00000005264	ENSGACP00000009138
ENSTGUP00000009345	ENSGACP00000016163
ENSTGUP00000008065	ENSGACP00000026122
ENSTGUP00000002373	ENSGACP00000019829
ENSTGUP00000003525	ENSGACP00000016794
ENSTGUP00000004180	ENSGACP00000004432
ENSTGUP00000009129	ENSGACP00000007580
ENSTGUP00000017539	ENSGACP00000021464
ENSTGUP00000007873	ENSGACP00000004193
ENSTGUP00000008106	ENSGACP00000020374
ENSTGUP00000006125	ENSGACP00000018108
ENSTGUP00000004966	ENSGACP00000016330
ENSTGUP00000009550	ENSGACP00000020227
ENSTGUP00000004543	ENSGACP00000022451
ENSTGUP00000006297	ENSGACP00000001628
ENSTGUP00000008260	ENSGACP00000021048
ENSTGUP00000004886	ENSGACP00000021704
ENSTGUP00000013052	ENSGACP00000009866
ENSTGUP00000012785	ENSGACP00000012134
ENSTGUP00000003618	ENSGACP00000008556
ENSTGUP00000017567	ENSGACP00000016380
ENSTGUP00000008663	ENSGACP00000023587
ENSTGUP00000012395	ENSGACP00000026238
ENSTGUP00000011089	ENSGACP00000008447
ENSTGUP00000010460	ENSGACP00000003826
ENSTGUP00000010928	ENSGACP00000007993
ENSTGUP00000010029	ENSGACP00000009512
ENSTGUP00000004324	ENSGACP00000007833
ENSTGUP00000000523	ENSGACP00000008892
ENSTGUP00000001844	ENSGACP00000017591
ENSTGUP00000006997	ENSGACP00000022924
ENSTGUP00000003531	ENSGACP00000019710
ENSTGUP00000006005	ENSGACP00000007897
ENSTGUP00000003372	ENSGACP00000006581
ENSTGUP00000011858	ENSGACP00000017166
ENSTGUP00000009916	ENSGACP00000009928
ENSTGUP00000002156	ENSGACP00000002774
ENSTGUP00000013752	ENSGACP00000019612
ENSTGUP00000008371	ENSGACP00000023195
ENSTGUP00000012113	ENSGACP00000013912
ENSTGUP00000006616	ENSGACP00000018463
ENSTGUP00000008058	ENSGACP00000012753
ENSTGUP00000012563	ENSGACP00000007647
ENSTGUP00000004774	ENSGACP00000013582
ENSTGUP00000011410	ENSGACP00000011652
ENSTGUP00000005609	ENSGACP00000014565
ENSTGUP00000000148	ENSGACP00000016701
ENSTGUP00000005730	ENSGACP00000019697
ENSTGUP00000005110	ENSGACP00000025839
ENSTGUP00000002768	ENSGACP00000002754
ENSTGUP00000013091	ENSGACP00000005063
ENSTGUP00000012684	ENSGACP00000018157
ENSTGUP00000002442	ENSGACP00000003024
ENSTGUP00000007267	ENSGACP00000011780
ENSTGUP00000012900	ENSGACP00000002429
ENSTGUP00000004717	ENSGACP00000003041
ENSTGUP00000000538	ENSGACP00000027326
ENSTGUP00000004748	ENSGACP00000024103
ENSTGUP00000013704	ENSGACP00000014309
ENSTGUP00000004808	ENSGACP00000000839
ENSTGUP00000011619	ENSGACP00000003413
ENSTGUP00000013396	ENSGACP00000013650
ENSTGUP00000013413	ENSGACP00000011782
ENSTGUP00000008167	ENSGACP00000017913
ENSTGUP00000009268	ENSGACP00000003822
ENSTGUP00000012917	ENSGACP00000002340
ENSTGUP00000004558	ENSGACP00000013852
ENSTGUP00000008393	ENSGACP00000017668
ENSTGUP00000008332	ENSGACP00000018458
ENSTGUP00000007740	ENSGACP00000002551
ENSTGUP00000000258	ENSGACP00000027445
ENSTGUP00000012667	ENSGACP00000006555
ENSTGUP00000009921	ENSGACP00000016678
ENSTGUP00000010660	ENSGACP00000018638
ENSTGUP00000010647	ENSGACP00000008246
ENSTGUP00000015068	ENSGACP00000012557
ENSTGUP00000004690	ENSGACP00000024185
ENSTGUP00000012130	ENSGACP00000015199
ENSTGUP00000017648	ENSGACP00000014339
ENSTGUP00000010181	ENSGACP00000009119
ENSTGUP00000009742	ENSGACP00000010097
ENSTGUP00000007461	ENSGACP00000027020
ENSTGUP00000012408	ENSGACP00000004628
ENSTGUP00000006389	ENSGACP00000013249
ENSTGUP00000010800	ENSGACP00000015667
ENSTGUP00000017010	ENSGACP00000001004
