ENSDARP00000074624	ENSMODP00000016222
ENSDARP00000106280	ENSMODP00000014669
ENSDARP00000056900	ENSMODP00000014224
ENSDARP00000044114	ENSMODP00000008896
ENSDARP00000126427	ENSMODP00000019272
ENSDARP00000067396	ENSMODP00000010251
ENSDARP00000070899	ENSMODP00000017979
ENSDARP00000111067	ENSMODP00000023228
ENSDARP00000034563	ENSMODP00000012128
ENSDARP00000050244	ENSMODP00000016332
ENSDARP00000127074	ENSMODP00000006158
ENSDARP00000071703	ENSMODP00000007326
ENSDARP00000087580	ENSMODP00000010424
ENSDARP00000124120	ENSMODP00000009003
ENSDARP00000051775	ENSMODP00000016606
ENSDARP00000118997	ENSMODP00000002486
ENSDARP00000085187	ENSMODP00000007852
ENSDARP00000106592	ENSMODP00000004904
ENSDARP00000101805	ENSMODP00000001716
ENSDARP00000076262	ENSMODP00000010827
ENSDARP00000059298	ENSMODP00000026795
ENSDARP00000118262	ENSMODP00000008485
ENSDARP00000013430	ENSMODP00000012347
ENSDARP00000089349	ENSMODP00000024661
ENSDARP00000069707	ENSMODP00000022160
ENSDARP00000095658	ENSMODP00000017694
ENSDARP00000110958	ENSMODP00000018701
ENSDARP00000111216	ENSMODP00000002427
ENSDARP00000011083	ENSMODP00000021510
ENSDARP00000034129	ENSMODP00000017592
ENSDARP00000016859	ENSMODP00000017592
ENSDARP00000074854	ENSMODP00000009955
ENSDARP00000016047	ENSMODP00000026715
ENSDARP00000106414	ENSMODP00000010308
ENSDARP00000082748	ENSMODP00000002469
ENSDARP00000104141	ENSMODP00000021140
ENSDARP00000123531	ENSMODP00000015892
ENSDARP00000127123	ENSMODP00000016309
ENSDARP00000101527	ENSMODP00000016309
ENSDARP00000054152	ENSMODP00000015409
ENSDARP00000061760	ENSMODP00000005632
ENSDARP00000081096	ENSMODP00000016612
ENSDARP00000005238	ENSMODP00000015640
ENSDARP00000052644	ENSMODP00000028699
ENSDARP00000014201	ENSMODP00000022653
ENSDARP00000041904	ENSMODP00000022653
ENSDARP00000047953	ENSMODP00000006852
ENSDARP00000037928	ENSMODP00000024647
ENSDARP00000048639	ENSMODP00000005200
ENSDARP00000062555	ENSMODP00000009333
ENSDARP00000006378	ENSMODP00000006099
ENSDARP00000027131	ENSMODP00000020054
ENSDARP00000096562	ENSMODP00000020054
ENSDARP00000123079	ENSMODP00000026379
ENSDARP00000067637	ENSMODP00000016028
ENSDARP00000103943	ENSMODP00000022520
ENSDARP00000064802	ENSMODP00000005505
ENSDARP00000094012	ENSMODP00000021377
ENSDARP00000086605	ENSMODP00000002239
ENSDARP00000106419	ENSMODP00000013619
ENSDARP00000077967	ENSMODP00000013619
ENSDARP00000093629	ENSMODP00000034308
ENSDARP00000102666	ENSMODP00000016453
ENSDARP00000088015	ENSMODP00000031376
ENSDARP00000014151	ENSMODP00000004232
ENSDARP00000073610	ENSMODP00000012061
ENSDARP00000058350	ENSMODP00000018127
ENSDARP00000100148	ENSMODP00000034767
ENSDARP00000024490	ENSMODP00000038995
ENSDARP00000050825	ENSMODP00000026856
ENSDARP00000027320	ENSMODP00000008465
ENSDARP00000067338	ENSMODP00000021033
ENSDARP00000075051	ENSMODP00000010299
ENSDARP00000059353	ENSMODP00000025503
ENSDARP00000083980	ENSMODP00000013481
ENSDARP00000054321	ENSMODP00000004439
ENSDARP00000111036	ENSMODP00000004439
ENSDARP00000105284	ENSMODP00000011189
ENSDARP00000127531	ENSMODP00000023832
ENSDARP00000003198	ENSMODP00000003876
ENSDARP00000116987	ENSMODP00000012220
ENSDARP00000077564	ENSMODP00000012220
ENSDARP00000101727	ENSMODP00000010190
ENSDARP00000090309	ENSMODP00000040346
ENSDARP00000028109	ENSMODP00000006866
ENSDARP00000122309	ENSMODP00000024492
ENSDARP00000065324	ENSMODP00000015270
ENSDARP00000105288	ENSMODP00000029110
ENSDARP00000052786	ENSMODP00000016636
ENSDARP00000062358	ENSMODP00000024145
ENSDARP00000090111	ENSMODP00000009712
ENSDARP00000062851	ENSMODP00000008844
ENSDARP00000060591	ENSMODP00000011691
ENSDARP00000023604	ENSMODP00000000462
ENSDARP00000053813	ENSMODP00000013055
ENSDARP00000016349	ENSMODP00000026688
ENSDARP00000033381	ENSMODP00000022837
ENSDARP00000110309	ENSMODP00000012683
ENSDARP00000061333	ENSMODP00000019492
ENSDARP00000072623	ENSMODP00000015121
ENSDARP00000103689	ENSMODP00000014833
ENSDARP00000071657	ENSMODP00000008344
ENSDARP00000124096	ENSMODP00000019868
ENSDARP00000124464	ENSMODP00000014973
ENSDARP00000035079	ENSMODP00000015087
ENSDARP00000054439	ENSMODP00000002383
ENSDARP00000052647	ENSMODP00000002383
ENSDARP00000007628	ENSMODP00000011539
ENSDARP00000111416	ENSMODP00000003406
ENSDARP00000032037	ENSMODP00000015442
ENSDARP00000128424	ENSMODP00000015358
ENSDARP00000070516	ENSMODP00000038233
ENSDARP00000077038	ENSMODP00000018300
ENSDARP00000104733	ENSMODP00000009603
ENSDARP00000051648	ENSMODP00000010675
ENSDARP00000070383	ENSMODP00000023975
ENSDARP00000009441	ENSMODP00000004845
ENSDARP00000054604	ENSMODP00000018414
ENSDARP00000017647	ENSMODP00000007997
ENSDARP00000022310	ENSMODP00000016179
ENSDARP00000040389	ENSMODP00000016865
ENSDARP00000127799	ENSMODP00000034270
ENSDARP00000058459	ENSMODP00000022090
ENSDARP00000026560	ENSMODP00000012403
ENSDARP00000068470	ENSMODP00000012403
ENSDARP00000076298	ENSMODP00000022705
ENSDARP00000059350	ENSMODP00000024008
ENSDARP00000110651	ENSMODP00000037005
ENSDARP00000098016	ENSMODP00000026453
ENSDARP00000088637	ENSMODP00000010891
ENSDARP00000022189	ENSMODP00000005688
ENSDARP00000013664	ENSMODP00000003252
ENSDARP00000041069	ENSMODP00000018139
ENSDARP00000074168	ENSMODP00000003689
ENSDARP00000080456	ENSMODP00000005664
ENSDARP00000031013	ENSMODP00000004006
ENSDARP00000121091	ENSMODP00000013136
ENSDARP00000031494	ENSMODP00000014941
ENSDARP00000107682	ENSMODP00000032478
ENSDARP00000017350	ENSMODP00000002641
ENSDARP00000073678	ENSMODP00000026272
ENSDARP00000052239	ENSMODP00000026763
ENSDARP00000128879	ENSMODP00000020617
ENSDARP00000013774	ENSMODP00000022500
ENSDARP00000066545	ENSMODP00000018826
ENSDARP00000039092	ENSMODP00000020463
ENSDARP00000078068	ENSMODP00000005190
ENSDARP00000115081	ENSMODP00000022736
ENSDARP00000015592	ENSMODP00000021942
ENSDARP00000111715	ENSMODP00000010198
ENSDARP00000084220	ENSMODP00000006820
ENSDARP00000028927	ENSMODP00000001419
ENSDARP00000066986	ENSMODP00000018911
ENSDARP00000013273	ENSMODP00000005281
ENSDARP00000108504	ENSMODP00000019682
ENSDARP00000127487	ENSMODP00000024074
ENSDARP00000109292	ENSMODP00000012830
ENSDARP00000051669	ENSMODP00000019178
ENSDARP00000076556	ENSMODP00000039488
ENSDARP00000013392	ENSMODP00000026262
ENSDARP00000045638	ENSMODP00000021680
ENSDARP00000111339	ENSMODP00000023285
ENSDARP00000060694	ENSMODP00000004009
ENSDARP00000066782	ENSMODP00000026774
ENSDARP00000014583	ENSMODP00000025272
ENSDARP00000065231	ENSMODP00000011655
ENSDARP00000072446	ENSMODP00000024114
ENSDARP00000064112	ENSMODP00000013069
ENSDARP00000108800	ENSMODP00000029373
ENSDARP00000080008	ENSMODP00000024484
ENSDARP00000029749	ENSMODP00000024484
ENSDARP00000004251	ENSMODP00000002874
ENSDARP00000041450	ENSMODP00000006665
ENSDARP00000085810	ENSMODP00000014455
ENSDARP00000126605	ENSMODP00000007778
ENSDARP00000017721	ENSMODP00000001344
ENSDARP00000017622	ENSMODP00000026454
ENSDARP00000044127	ENSMODP00000011048
ENSDARP00000094053	ENSMODP00000015721
ENSDARP00000073846	ENSMODP00000008523
ENSDARP00000025779	ENSMODP00000016248
ENSDARP00000000019	ENSMODP00000018298
ENSDARP00000068523	ENSMODP00000003885
ENSDARP00000027484	ENSMODP00000023263
ENSDARP00000072564	ENSMODP00000011727
ENSDARP00000089506	ENSMODP00000005409
ENSDARP00000067993	ENSMODP00000019297
ENSDARP00000079916	ENSMODP00000015859
ENSDARP00000124077	ENSMODP00000022479
ENSDARP00000064111	ENSMODP00000015835
ENSDARP00000107908	ENSMODP00000005619
ENSDARP00000091951	ENSMODP00000013528
ENSDARP00000069002	ENSMODP00000013528
ENSDARP00000006549	ENSMODP00000006795
ENSDARP00000042671	ENSMODP00000025755
ENSDARP00000020042	ENSMODP00000004349
ENSDARP00000101486	ENSMODP00000003558
ENSDARP00000129538	ENSMODP00000009190
ENSDARP00000053762	ENSMODP00000005075
ENSDARP00000109840	ENSMODP00000018687
ENSDARP00000026769	ENSMODP00000021629
ENSDARP00000069247	ENSMODP00000016666
ENSDARP00000099210	ENSMODP00000041122
ENSDARP00000065995	ENSMODP00000001091
ENSDARP00000086095	ENSMODP00000027186
ENSDARP00000074549	ENSMODP00000016380
ENSDARP00000021565	ENSMODP00000001601
ENSDARP00000121828	ENSMODP00000002642
ENSDARP00000079717	ENSMODP00000002813
ENSDARP00000120246	ENSMODP00000020219
ENSDARP00000040775	ENSMODP00000000434
ENSDARP00000093822	ENSMODP00000017661
ENSDARP00000111675	ENSMODP00000017661
ENSDARP00000097766	ENSMODP00000003795
ENSDARP00000048870	ENSMODP00000020696
ENSDARP00000073498	ENSMODP00000009098
ENSDARP00000097488	ENSMODP00000012395
ENSDARP00000045123	ENSMODP00000011403
ENSDARP00000099447	ENSMODP00000013408
ENSDARP00000122983	ENSMODP00000015291
ENSDARP00000015118	ENSMODP00000000174
ENSDARP00000095073	ENSMODP00000026627
ENSDARP00000097737	ENSMODP00000029584
ENSDARP00000055565	ENSMODP00000003906
ENSDARP00000008857	ENSMODP00000009995
ENSDARP00000068720	ENSMODP00000021291
ENSDARP00000067754	ENSMODP00000021291
ENSDARP00000126236	ENSMODP00000016972
ENSDARP00000125625	ENSMODP00000007158
ENSDARP00000121684	ENSMODP00000019444
ENSDARP00000105162	ENSMODP00000014274
ENSDARP00000004923	ENSMODP00000031345
ENSDARP00000047207	ENSMODP00000024835
ENSDARP00000003173	ENSMODP00000026760
ENSDARP00000092338	ENSMODP00000015513
ENSDARP00000091471	ENSMODP00000024442
ENSDARP00000096200	ENSMODP00000018679
ENSDARP00000060730	ENSMODP00000012364
ENSDARP00000051551	ENSMODP00000008849
ENSDARP00000031054	ENSMODP00000002196
ENSDARP00000128871	ENSMODP00000038969
ENSDARP00000046839	ENSMODP00000003614
ENSDARP00000056925	ENSMODP00000010972
ENSDARP00000087506	ENSMODP00000017251
ENSDARP00000025069	ENSMODP00000008236
ENSDARP00000068087	ENSMODP00000003011
ENSDARP00000081911	ENSMODP00000018246
ENSDARP00000107199	ENSMODP00000007674
ENSDARP00000052323	ENSMODP00000034165
ENSDARP00000006223	ENSMODP00000040256
ENSDARP00000006732	ENSMODP00000000266
ENSDARP00000112480	ENSMODP00000023251
ENSDARP00000065265	ENSMODP00000023251
ENSDARP00000108231	ENSMODP00000003154
ENSDARP00000121489	ENSMODP00000019455
ENSDARP00000098858	ENSMODP00000017556
ENSDARP00000056648	ENSMODP00000003215
ENSDARP00000053932	ENSMODP00000021583
ENSDARP00000058289	ENSMODP00000017804
ENSDARP00000102182	ENSMODP00000014955
ENSDARP00000049223	ENSMODP00000018434
ENSDARP00000034175	ENSMODP00000004134
ENSDARP00000060133	ENSMODP00000021500
ENSDARP00000098710	ENSMODP00000016736
ENSDARP00000122064	ENSMODP00000020212
ENSDARP00000009619	ENSMODP00000017401
ENSDARP00000106401	ENSMODP00000009827
ENSDARP00000012488	ENSMODP00000009983
ENSDARP00000128752	ENSMODP00000009865
ENSDARP00000022770	ENSMODP00000000466
ENSDARP00000052348	ENSMODP00000016728
ENSDARP00000113407	ENSMODP00000014540
ENSDARP00000055610	ENSMODP00000007748
ENSDARP00000115495	ENSMODP00000034615
ENSDARP00000002605	ENSMODP00000008259
ENSDARP00000024616	ENSMODP00000009044
ENSDARP00000105892	ENSMODP00000019921
ENSDARP00000095783	ENSMODP00000006492
ENSDARP00000117101	ENSMODP00000003938
ENSDARP00000126600	ENSMODP00000024774
ENSDARP00000073936	ENSMODP00000002803
ENSDARP00000112810	ENSMODP00000007167
ENSDARP00000094113	ENSMODP00000000217
ENSDARP00000004735	ENSMODP00000025303
ENSDARP00000071531	ENSMODP00000006811
ENSDARP00000103971	ENSMODP00000026628
ENSDARP00000109722	ENSMODP00000021943
ENSDARP00000008455	ENSMODP00000022318
ENSDARP00000074588	ENSMODP00000011708
ENSDARP00000115398	ENSMODP00000005915
ENSDARP00000035352	ENSMODP00000002900
ENSDARP00000107535	ENSMODP00000002900
ENSDARP00000021768	ENSMODP00000022614
ENSDARP00000061405	ENSMODP00000019512
ENSDARP00000080966	ENSMODP00000018585
ENSDARP00000035108	ENSMODP00000012709
ENSDARP00000084619	ENSMODP00000017024
ENSDARP00000042491	ENSMODP00000000506
ENSDARP00000065565	ENSMODP00000007056
ENSDARP00000026192	ENSMODP00000028230
ENSDARP00000071213	ENSMODP00000013251
ENSDARP00000082118	ENSMODP00000010577
ENSDARP00000096299	ENSMODP00000005515
ENSDARP00000095264	ENSMODP00000008811
ENSDARP00000100108	ENSMODP00000009141
ENSDARP00000101392	ENSMODP00000009141
ENSDARP00000104227	ENSMODP00000024106
ENSDARP00000098593	ENSMODP00000024106
ENSDARP00000060576	ENSMODP00000025735
ENSDARP00000051892	ENSMODP00000035422
ENSDARP00000016305	ENSMODP00000011020
ENSDARP00000103658	ENSMODP00000002885
ENSDARP00000074130	ENSMODP00000027642
ENSDARP00000124965	ENSMODP00000000521
ENSDARP00000056036	ENSMODP00000020678
ENSDARP00000091993	ENSMODP00000017299
ENSDARP00000052502	ENSMODP00000006063
ENSDARP00000074049	ENSMODP00000013059
ENSDARP00000079877	ENSMODP00000023527
ENSDARP00000116017	ENSMODP00000012738
ENSDARP00000079466	ENSMODP00000013482
ENSDARP00000076392	ENSMODP00000040683
ENSDARP00000063332	ENSMODP00000019780
ENSDARP00000091524	ENSMODP00000019780
ENSDARP00000058668	ENSMODP00000007625
ENSDARP00000065337	ENSMODP00000012956
ENSDARP00000008022	ENSMODP00000009923
ENSDARP00000103306	ENSMODP00000012497
ENSDARP00000121103	ENSMODP00000040201
ENSDARP00000025305	ENSMODP00000015212
ENSDARP00000117319	ENSMODP00000005867
ENSDARP00000035286	ENSMODP00000025714
ENSDARP00000042477	ENSMODP00000010862
ENSDARP00000117314	ENSMODP00000020136
ENSDARP00000084908	ENSMODP00000037724
ENSDARP00000032121	ENSMODP00000009958
ENSDARP00000126028	ENSMODP00000008646
ENSDARP00000100201	ENSMODP00000011969
ENSDARP00000128329	ENSMODP00000010119
ENSDARP00000010800	ENSMODP00000032512
ENSDARP00000011338	ENSMODP00000022070
ENSDARP00000065340	ENSMODP00000010033
ENSDARP00000027115	ENSMODP00000024536
ENSDARP00000038215	ENSMODP00000013212
ENSDARP00000071305	ENSMODP00000014658
ENSDARP00000072280	ENSMODP00000003887
ENSDARP00000039986	ENSMODP00000022929
ENSDARP00000097969	ENSMODP00000005380
ENSDARP00000072428	ENSMODP00000010400
ENSDARP00000090050	ENSMODP00000002128
ENSDARP00000000952	ENSMODP00000021602
ENSDARP00000117221	ENSMODP00000018281
ENSDARP00000078609	ENSMODP00000016689
ENSDARP00000110677	ENSMODP00000008339
ENSDARP00000081548	ENSMODP00000012578
ENSDARP00000006705	ENSMODP00000031813
ENSDARP00000110236	ENSMODP00000009562
ENSDARP00000073520	ENSMODP00000010218
ENSDARP00000016280	ENSMODP00000009683
ENSDARP00000049098	ENSMODP00000000974
ENSDARP00000072835	ENSMODP00000012200
ENSDARP00000072745	ENSMODP00000015788
ENSDARP00000004826	ENSMODP00000008635
ENSDARP00000113910	ENSMODP00000031956
ENSDARP00000051541	ENSMODP00000012446
ENSDARP00000125000	ENSMODP00000024410
ENSDARP00000009133	ENSMODP00000002480
ENSDARP00000062705	ENSMODP00000020388
ENSDARP00000119212	ENSMODP00000005167
ENSDARP00000103018	ENSMODP00000032296
ENSDARP00000124229	ENSMODP00000011544
ENSDARP00000051054	ENSMODP00000024284
ENSDARP00000124457	ENSMODP00000019402
ENSDARP00000107782	ENSMODP00000013459
ENSDARP00000069232	ENSMODP00000037984
ENSDARP00000005452	ENSMODP00000037984
ENSDARP00000118562	ENSMODP00000008336
ENSDARP00000055527	ENSMODP00000007172
ENSDARP00000122322	ENSMODP00000038645
ENSDARP00000112332	ENSMODP00000034882
ENSDARP00000083675	ENSMODP00000013421
ENSDARP00000033056	ENSMODP00000021574
ENSDARP00000022891	ENSMODP00000025132
ENSDARP00000098029	ENSMODP00000025132
ENSDARP00000027942	ENSMODP00000039247
ENSDARP00000111856	ENSMODP00000008305
ENSDARP00000056033	ENSMODP00000037562
ENSDARP00000018811	ENSMODP00000005962
ENSDARP00000079227	ENSMODP00000013601
ENSDARP00000016277	ENSMODP00000003039
ENSDARP00000060254	ENSMODP00000012402
ENSDARP00000093328	ENSMODP00000022044
ENSDARP00000067719	ENSMODP00000008983
ENSDARP00000094838	ENSMODP00000039811
ENSDARP00000003398	ENSMODP00000039811
ENSDARP00000110172	ENSMODP00000012479
ENSDARP00000056131	ENSMODP00000021141
ENSDARP00000006504	ENSMODP00000002311
ENSDARP00000111767	ENSMODP00000009340
ENSDARP00000100426	ENSMODP00000022174
ENSDARP00000085842	ENSMODP00000024051
ENSDARP00000104253	ENSMODP00000024051
ENSDARP00000048272	ENSMODP00000011308
ENSDARP00000121195	ENSMODP00000001642
ENSDARP00000040264	ENSMODP00000013300
ENSDARP00000110518	ENSMODP00000011843
ENSDARP00000115456	ENSMODP00000003401
ENSDARP00000017491	ENSMODP00000021532
ENSDARP00000065754	ENSMODP00000014547
ENSDARP00000009932	ENSMODP00000002701
ENSDARP00000092435	ENSMODP00000006541
ENSDARP00000012513	ENSMODP00000000626
ENSDARP00000086334	ENSMODP00000006581
ENSDARP00000024931	ENSMODP00000015476
ENSDARP00000079164	ENSMODP00000038501
ENSDARP00000106010	ENSMODP00000038501
ENSDARP00000073957	ENSMODP00000023141
ENSDARP00000121341	ENSMODP00000007644
ENSDARP00000078815	ENSMODP00000024645
ENSDARP00000056187	ENSMODP00000003127
ENSDARP00000075336	ENSMODP00000033408
ENSDARP00000073252	ENSMODP00000017836
ENSDARP00000018877	ENSMODP00000001373
ENSDARP00000012236	ENSMODP00000026826
ENSDARP00000011002	ENSMODP00000014945
ENSDARP00000091815	ENSMODP00000022101
ENSDARP00000042485	ENSMODP00000015367
ENSDARP00000078268	ENSMODP00000023616
ENSDARP00000051091	ENSMODP00000019405
ENSDARP00000104754	ENSMODP00000000519
ENSDARP00000008668	ENSMODP00000019537
ENSDARP00000045503	ENSMODP00000029449
ENSDARP00000003498	ENSMODP00000002560
ENSDARP00000065035	ENSMODP00000001175
ENSDARP00000104084	ENSMODP00000009092
ENSDARP00000104602	ENSMODP00000001692
ENSDARP00000087847	ENSMODP00000012172
ENSDARP00000068927	ENSMODP00000014711
ENSDARP00000101591	ENSMODP00000026359
ENSDARP00000006941	ENSMODP00000006950
ENSDARP00000075874	ENSMODP00000020865
ENSDARP00000023925	ENSMODP00000021541
ENSDARP00000048255	ENSMODP00000007338
ENSDARP00000025936	ENSMODP00000004723
ENSDARP00000018434	ENSMODP00000003105
ENSDARP00000030659	ENSMODP00000039391
ENSDARP00000008898	ENSMODP00000010105
ENSDARP00000055429	ENSMODP00000008717
ENSDARP00000030612	ENSMODP00000019446
ENSDARP00000105174	ENSMODP00000008593
ENSDARP00000056120	ENSMODP00000018032
ENSDARP00000103059	ENSMODP00000010045
ENSDARP00000122028	ENSMODP00000012110
ENSDARP00000007839	ENSMODP00000006145
ENSDARP00000027502	ENSMODP00000010769
ENSDARP00000113321	ENSMODP00000018088
ENSDARP00000023515	ENSMODP00000005840
ENSDARP00000098870	ENSMODP00000037376
ENSDARP00000112137	ENSMODP00000008969
ENSDARP00000073691	ENSMODP00000039104
ENSDARP00000097545	ENSMODP00000002680
ENSDARP00000115988	ENSMODP00000000172
ENSDARP00000108106	ENSMODP00000000993
ENSDARP00000098600	ENSMODP00000005050
ENSDARP00000105827	ENSMODP00000016291
ENSDARP00000059437	ENSMODP00000020535
ENSDARP00000060048	ENSMODP00000026205
ENSDARP00000023984	ENSMODP00000011177
ENSDARP00000062723	ENSMODP00000005425
ENSDARP00000125701	ENSMODP00000004068
ENSDARP00000120399	ENSMODP00000018060
ENSDARP00000073346	ENSMODP00000018060
ENSDARP00000087753	ENSMODP00000009073
ENSDARP00000124625	ENSMODP00000004462
ENSDARP00000101882	ENSMODP00000006744
ENSDARP00000098507	ENSMODP00000002745
ENSDARP00000011140	ENSMODP00000016783
ENSDARP00000061828	ENSMODP00000019707
ENSDARP00000013902	ENSMODP00000024848
ENSDARP00000118462	ENSMODP00000011736
ENSDARP00000032159	ENSMODP00000004863
ENSDARP00000074317	ENSMODP00000025738
ENSDARP00000040444	ENSMODP00000036463
ENSDARP00000004350	ENSMODP00000007016
ENSDARP00000118390	ENSMODP00000025885
ENSDARP00000118229	ENSMODP00000007357
ENSDARP00000053462	ENSMODP00000009893
ENSDARP00000091811	ENSMODP00000005212
ENSDARP00000070950	ENSMODP00000003764
ENSDARP00000047739	ENSMODP00000003644
ENSDARP00000008507	ENSMODP00000003387
ENSDARP00000066979	ENSMODP00000009062
ENSDARP00000007903	ENSMODP00000039098
ENSDARP00000003132	ENSMODP00000013119
ENSDARP00000121710	ENSMODP00000022897
ENSDARP00000064572	ENSMODP00000017721
ENSDARP00000067085	ENSMODP00000003993
ENSDARP00000054816	ENSMODP00000003993
ENSDARP00000079159	ENSMODP00000028835
ENSDARP00000084049	ENSMODP00000019832
ENSDARP00000029689	ENSMODP00000010278
ENSDARP00000117869	ENSMODP00000015191
ENSDARP00000086283	ENSMODP00000027806
ENSDARP00000070483	ENSMODP00000022258
ENSDARP00000070510	ENSMODP00000024036
ENSDARP00000106969	ENSMODP00000023632
ENSDARP00000065137	ENSMODP00000002702
ENSDARP00000120275	ENSMODP00000009861
ENSDARP00000119003	ENSMODP00000011433
ENSDARP00000103296	ENSMODP00000026308
ENSDARP00000129461	ENSMODP00000019029
ENSDARP00000062956	ENSMODP00000025363
ENSDARP00000093287	ENSMODP00000028459
ENSDARP00000062675	ENSMODP00000016976
ENSDARP00000074610	ENSMODP00000015922
ENSDARP00000083766	ENSMODP00000025458
ENSDARP00000069553	ENSMODP00000013738
ENSDARP00000083959	ENSMODP00000026385
ENSDARP00000063577	ENSMODP00000025866
ENSDARP00000049146	ENSMODP00000013444
ENSDARP00000122697	ENSMODP00000009095
ENSDARP00000101599	ENSMODP00000002352
ENSDARP00000099746	ENSMODP00000007433
ENSDARP00000062334	ENSMODP00000028723
ENSDARP00000098756	ENSMODP00000004270
ENSDARP00000118377	ENSMODP00000018516
ENSDARP00000077215	ENSMODP00000004721
ENSDARP00000107067	ENSMODP00000018289
ENSDARP00000128473	ENSMODP00000028151
ENSDARP00000090088	ENSMODP00000010235
ENSDARP00000129633	ENSMODP00000028705
ENSDARP00000097730	ENSMODP00000028883
ENSDARP00000091019	ENSMODP00000007639
ENSDARP00000007588	ENSMODP00000003239
ENSDARP00000059344	ENSMODP00000005243
ENSDARP00000109032	ENSMODP00000026381
ENSDARP00000105166	ENSMODP00000023307
ENSDARP00000126101	ENSMODP00000034181
ENSDARP00000128440	ENSMODP00000017544
ENSDARP00000012019	ENSMODP00000024633
ENSDARP00000123226	ENSMODP00000035541
ENSDARP00000090567	ENSMODP00000010234
ENSDARP00000120194	ENSMODP00000002881
ENSDARP00000111839	ENSMODP00000034045
ENSDARP00000100377	ENSMODP00000016656
ENSDARP00000129643	ENSMODP00000003702
ENSDARP00000118830	ENSMODP00000007647
ENSDARP00000057506	ENSMODP00000017014
ENSDARP00000057499	ENSMODP00000012124
ENSDARP00000066396	ENSMODP00000020665
ENSDARP00000109194	ENSMODP00000020369
ENSDARP00000006629	ENSMODP00000022461
ENSDARP00000011386	ENSMODP00000003119
ENSDARP00000069565	ENSMODP00000002863
ENSDARP00000079444	ENSMODP00000008175
ENSDARP00000087357	ENSMODP00000024753
ENSDARP00000104318	ENSMODP00000018942
ENSDARP00000103076	ENSMODP00000018942
ENSDARP00000032739	ENSMODP00000015076
ENSDARP00000100232	ENSMODP00000003253
ENSDARP00000086049	ENSMODP00000025473
ENSDARP00000124957	ENSMODP00000003437
ENSDARP00000084458	ENSMODP00000003437
ENSDARP00000074043	ENSMODP00000029121
ENSDARP00000128101	ENSMODP00000006704
ENSDARP00000093542	ENSMODP00000023455
ENSDARP00000066805	ENSMODP00000014787
ENSDARP00000094011	ENSMODP00000010263
ENSDARP00000061637	ENSMODP00000008879
ENSDARP00000060728	ENSMODP00000022132
ENSDARP00000129379	ENSMODP00000025465
ENSDARP00000070015	ENSMODP00000018243
ENSDARP00000063737	ENSMODP00000018056
ENSDARP00000117903	ENSMODP00000002910
ENSDARP00000007832	ENSMODP00000010089
ENSDARP00000116343	ENSMODP00000012308
ENSDARP00000047623	ENSMODP00000025867
ENSDARP00000073020	ENSMODP00000010590
ENSDARP00000108890	ENSMODP00000010590
ENSDARP00000122445	ENSMODP00000015459
ENSDARP00000106292	ENSMODP00000015459
ENSDARP00000017532	ENSMODP00000008319
ENSDARP00000078783	ENSMODP00000018092
ENSDARP00000121956	ENSMODP00000022940
ENSDARP00000071098	ENSMODP00000014641
ENSDARP00000045608	ENSMODP00000005874
ENSDARP00000003222	ENSMODP00000020324
ENSDARP00000054808	ENSMODP00000005285
ENSDARP00000018076	ENSMODP00000022437
ENSDARP00000107467	ENSMODP00000015061
ENSDARP00000129235	ENSMODP00000016710
ENSDARP00000106221	ENSMODP00000020448
ENSDARP00000102003	ENSMODP00000008692
ENSDARP00000051817	ENSMODP00000023980
ENSDARP00000034808	ENSMODP00000022191
ENSDARP00000092475	ENSMODP00000008922
ENSDARP00000098580	ENSMODP00000013892
ENSDARP00000085270	ENSMODP00000018279
ENSDARP00000109599	ENSMODP00000014294
ENSDARP00000081395	ENSMODP00000023404
ENSDARP00000117074	ENSMODP00000021373
ENSDARP00000108693	ENSMODP00000021373
ENSDARP00000027609	ENSMODP00000012513
ENSDARP00000123820	ENSMODP00000040236
ENSDARP00000127125	ENSMODP00000012296
ENSDARP00000104703	ENSMODP00000017689
ENSDARP00000124545	ENSMODP00000018834
ENSDARP00000012197	ENSMODP00000000378
ENSDARP00000072766	ENSMODP00000038366
ENSDARP00000075468	ENSMODP00000024809
ENSDARP00000123265	ENSMODP00000024663
ENSDARP00000088351	ENSMODP00000014022
ENSDARP00000058992	ENSMODP00000008168
ENSDARP00000070238	ENSMODP00000014575
ENSDARP00000008366	ENSMODP00000024279
ENSDARP00000091561	ENSMODP00000003513
ENSDARP00000065564	ENSMODP00000005875
ENSDARP00000123161	ENSMODP00000036502
ENSDARP00000015326	ENSMODP00000024563
ENSDARP00000014434	ENSMODP00000024025
ENSDARP00000058957	ENSMODP00000005811
ENSDARP00000042495	ENSMODP00000003913
ENSDARP00000052640	ENSMODP00000021997
ENSDARP00000100055	ENSMODP00000015575
ENSDARP00000055960	ENSMODP00000010352
ENSDARP00000063070	ENSMODP00000030146
ENSDARP00000085077	ENSMODP00000023698
ENSDARP00000102884	ENSMODP00000017820
ENSDARP00000041067	ENSMODP00000024337
ENSDARP00000102207	ENSMODP00000003660
ENSDARP00000060634	ENSMODP00000009899
ENSDARP00000129029	ENSMODP00000040218
ENSDARP00000118338	ENSMODP00000005626
ENSDARP00000003318	ENSMODP00000021757
ENSDARP00000060290	ENSMODP00000004969
ENSDARP00000096733	ENSMODP00000040369
