ENSTNIP00000006282	ENSGACP00000024945
ENSTNIP00000022355	ENSGACP00000009103
ENSTNIP00000008965	ENSGACP00000020230
ENSTNIP00000016526	ENSGACP00000000449
ENSTNIP00000018460	ENSGACP00000005544
ENSTNIP00000012866	ENSGACP00000027260
ENSTNIP00000013371	ENSGACP00000014727
ENSTNIP00000018438	ENSGACP00000007822
ENSTNIP00000013595	ENSGACP00000011548
ENSTNIP00000019075	ENSGACP00000005374
ENSTNIP00000022008	ENSGACP00000002401
ENSTNIP00000016446	ENSGACP00000021007
ENSTNIP00000003333	ENSGACP00000017982
ENSTNIP00000002007	ENSGACP00000018037
ENSTNIP00000022642	ENSGACP00000014336
ENSTNIP00000016119	ENSGACP00000023469
ENSTNIP00000010041	ENSGACP00000001446
ENSTNIP00000017350	ENSGACP00000007672
ENSTNIP00000012590	ENSGACP00000006680
ENSTNIP00000009849	ENSGACP00000008434
ENSTNIP00000013666	ENSGACP00000010685
ENSTNIP00000011654	ENSGACP00000018208
ENSTNIP00000006094	ENSGACP00000017453
ENSTNIP00000014568	ENSGACP00000018894
ENSTNIP00000011108	ENSGACP00000021960
ENSTNIP00000010258	ENSGACP00000001697
ENSTNIP00000022546	ENSGACP00000015562
ENSTNIP00000021205	ENSGACP00000023221
ENSTNIP00000011842	ENSGACP00000024228
ENSTNIP00000021207	ENSGACP00000023241
ENSTNIP00000021965	ENSGACP00000022993
ENSTNIP00000016688	ENSGACP00000007888
ENSTNIP00000001036	ENSGACP00000015160
ENSTNIP00000018147	ENSGACP00000011405
ENSTNIP00000007676	ENSGACP00000005395
ENSTNIP00000021095	ENSGACP00000000091
ENSTNIP00000016436	ENSGACP00000020982
ENSTNIP00000022324	ENSGACP00000009603
ENSTNIP00000020466	ENSGACP00000011469
ENSTNIP00000016502	ENSGACP00000020612
ENSTNIP00000018915	ENSGACP00000010904
ENSTNIP00000018349	ENSGACP00000019878
ENSTNIP00000015389	ENSGACP00000014940
ENSTNIP00000022909	ENSGACP00000001199
ENSTNIP00000017017	ENSGACP00000000601
ENSTNIP00000017160	ENSGACP00000023938
ENSTNIP00000015060	ENSGACP00000016524
ENSTNIP00000007757	ENSGACP00000006544
ENSTNIP00000011445	ENSGACP00000026583
ENSTNIP00000019269	ENSGACP00000013953
ENSTNIP00000009524	ENSGACP00000020332
ENSTNIP00000021011	ENSGACP00000003612
ENSTNIP00000017108	ENSGACP00000024786
ENSTNIP00000016618	ENSGACP00000000719
ENSTNIP00000019799	ENSGACP00000008430
ENSTNIP00000012217	ENSGACP00000020790
ENSTNIP00000017808	ENSGACP00000001654
ENSTNIP00000017703	ENSGACP00000002169
ENSTNIP00000003770	ENSGACP00000023284
ENSTNIP00000015664	ENSGACP00000026405
ENSTNIP00000018360	ENSGACP00000019978
ENSTNIP00000009572	ENSGACP00000008531
ENSTNIP00000005505	ENSGACP00000004216
ENSTNIP00000021332	ENSGACP00000010742
ENSTNIP00000015624	ENSGACP00000026436
ENSTNIP00000003741	ENSGACP00000013335
ENSTNIP00000013109	ENSGACP00000005808
ENSTNIP00000005207	ENSGACP00000019433
ENSTNIP00000010109	ENSGACP00000013311
ENSTNIP00000000865	ENSGACP00000023775
ENSTNIP00000003485	ENSGACP00000019623
ENSTNIP00000005559	ENSGACP00000004294
ENSTNIP00000014862	ENSGACP00000019559
ENSTNIP00000017033	ENSGACP00000012180
ENSTNIP00000021985	ENSGACP00000022885
ENSTNIP00000002962	ENSGACP00000025115
ENSTNIP00000014617	ENSGACP00000017236
ENSTNIP00000021458	ENSGACP00000006897
ENSTNIP00000022093	ENSGACP00000008886
ENSTNIP00000011206	ENSGACP00000017658
ENSTNIP00000005338	ENSGACP00000003435
ENSTNIP00000021441	ENSGACP00000007226
ENSTNIP00000006899	ENSGACP00000012651
ENSTNIP00000022109	ENSGACP00000009273
ENSTNIP00000021050	ENSGACP00000003528
ENSTNIP00000008732	ENSGACP00000005606
ENSTNIP00000019410	ENSGACP00000014669
ENSTNIP00000015671	ENSGACP00000003915
ENSTNIP00000010684	ENSGACP00000021487
ENSTNIP00000006740	ENSGACP00000019324
ENSTNIP00000011412	ENSGACP00000026705
ENSTNIP00000023052	ENSGACP00000010306
ENSTNIP00000013430	ENSGACP00000019744
ENSTNIP00000022619	ENSGACP00000003370
ENSTNIP00000005673	ENSGACP00000008915
ENSTNIP00000009930	ENSGACP00000022317
ENSTNIP00000022219	ENSGACP00000015678
ENSTNIP00000021473	ENSGACP00000006468
ENSTNIP00000019742	ENSGACP00000006130
ENSTNIP00000009532	ENSGACP00000004664
ENSTNIP00000011991	ENSGACP00000022845
ENSTNIP00000012408	ENSGACP00000022219
ENSTNIP00000019872	ENSGACP00000017135
ENSTNIP00000014000	ENSGACP00000020511
ENSTNIP00000019646	ENSGACP00000008775
ENSTNIP00000020308	ENSGACP00000020623
ENSTNIP00000005947	ENSGACP00000026073
ENSTNIP00000014810	ENSGACP00000005706
ENSTNIP00000020925	ENSGACP00000008406
ENSTNIP00000004175	ENSGACP00000019579
ENSTNIP00000004176	ENSGACP00000008739
ENSTNIP00000010782	ENSGACP00000019091
ENSTNIP00000020035	ENSGACP00000009791
ENSTNIP00000012133	ENSGACP00000011983
ENSTNIP00000006802	ENSGACP00000013021
ENSTNIP00000002026	ENSGACP00000007552
ENSTNIP00000000231	ENSGACP00000013588
ENSTNIP00000001718	ENSGACP00000025724
ENSTNIP00000013893	ENSGACP00000017175
ENSTNIP00000020576	ENSGACP00000007838
ENSTNIP00000015204	ENSGACP00000015130
ENSTNIP00000013629	ENSGACP00000015725
ENSTNIP00000000428	ENSGACP00000018630
ENSTNIP00000005092	ENSGACP00000008011
ENSTNIP00000012522	ENSGACP00000009380
ENSTNIP00000001479	ENSGACP00000013459
ENSTNIP00000001713	ENSGACP00000002694
ENSTNIP00000011140	ENSGACP00000019314
ENSTNIP00000012263	ENSGACP00000020561
ENSTNIP00000010667	ENSGACP00000020764
ENSTNIP00000020114	ENSGACP00000007652
ENSTNIP00000009394	ENSGACP00000004430
ENSTNIP00000010158	ENSGACP00000015579
ENSTNIP00000019861	ENSGACP00000016992
ENSTNIP00000005615	ENSGACP00000012175
ENSTNIP00000001495	ENSGACP00000011251
ENSTNIP00000011756	ENSGACP00000017419
ENSTNIP00000019393	ENSGACP00000017638
ENSTNIP00000009810	ENSGACP00000006579
ENSTNIP00000002374	ENSGACP00000023967
ENSTNIP00000000136	ENSGACP00000012408
ENSTNIP00000021288	ENSGACP00000009939
ENSTNIP00000001542	ENSGACP00000002316
ENSTNIP00000020061	ENSGACP00000006448
ENSTNIP00000010254	ENSGACP00000001682
ENSTNIP00000015256	ENSGACP00000011941
ENSTNIP00000016883	ENSGACP00000003899
ENSTNIP00000008755	ENSGACP00000024516
ENSTNIP00000005382	ENSGACP00000015489
ENSTNIP00000015549	ENSGACP00000004285
ENSTNIP00000014956	ENSGACP00000008472
ENSTNIP00000008508	ENSGACP00000004566
ENSTNIP00000008168	ENSGACP00000021357
ENSTNIP00000017223	ENSGACP00000023713
ENSTNIP00000004912	ENSGACP00000002292
ENSTNIP00000011281	ENSGACP00000009591
ENSTNIP00000020844	ENSGACP00000021374
ENSTNIP00000005542	ENSGACP00000024666
ENSTNIP00000016527	ENSGACP00000000459
ENSTNIP00000018455	ENSGACP00000005603
ENSTNIP00000015390	ENSGACP00000014942
ENSTNIP00000018643	ENSGACP00000012309
ENSTNIP00000020139	ENSGACP00000013632
ENSTNIP00000014045	ENSGACP00000012793
ENSTNIP00000019117	ENSGACP00000013269
ENSTNIP00000010050	ENSGACP00000025438
ENSTNIP00000012907	ENSGACP00000027329
ENSTNIP00000014687	ENSGACP00000008864
ENSTNIP00000019526	ENSGACP00000008774
ENSTNIP00000019138	ENSGACP00000008613
ENSTNIP00000014883	ENSGACP00000019415
ENSTNIP00000010194	ENSGACP00000014672
ENSTNIP00000012003	ENSGACP00000004776
ENSTNIP00000008249	ENSGACP00000019655
ENSTNIP00000020565	ENSGACP00000007636
ENSTNIP00000018002	ENSGACP00000000589
ENSTNIP00000017644	ENSGACP00000001125
ENSTNIP00000007654	ENSGACP00000006585
ENSTNIP00000018463	ENSGACP00000012770
ENSTNIP00000006964	ENSGACP00000007996
ENSTNIP00000009775	ENSGACP00000020587
ENSTNIP00000006819	ENSGACP00000006563
ENSTNIP00000006203	ENSGACP00000018385
ENSTNIP00000011563	ENSGACP00000002185
ENSTNIP00000010699	ENSGACP00000021641
ENSTNIP00000007078	ENSGACP00000009118
ENSTNIP00000009117	ENSGACP00000021532
ENSTNIP00000010361	ENSGACP00000021401
ENSTNIP00000019033	ENSGACP00000006173
ENSTNIP00000010704	ENSGACP00000021653
ENSTNIP00000015337	ENSGACP00000023594
ENSTNIP00000008170	ENSGACP00000025611
ENSTNIP00000015773	ENSGACP00000010958
ENSTNIP00000022032	ENSGACP00000025912
ENSTNIP00000013845	ENSGACP00000007248
ENSTNIP00000010288	ENSGACP00000014004
ENSTNIP00000022294	ENSGACP00000008052
ENSTNIP00000012749	ENSGACP00000015406
ENSTNIP00000010231	ENSGACP00000025025
ENSTNIP00000008247	ENSGACP00000023492
ENSTNIP00000006851	ENSGACP00000023495
ENSTNIP00000012209	ENSGACP00000020835
ENSTNIP00000008985	ENSGACP00000006320
ENSTNIP00000005292	ENSGACP00000025925
ENSTNIP00000005221	ENSGACP00000005297
ENSTNIP00000017373	ENSGACP00000017451
ENSTNIP00000022122	ENSGACP00000009572
ENSTNIP00000008982	ENSGACP00000007977
ENSTNIP00000020686	ENSGACP00000005342
ENSTNIP00000021210	ENSGACP00000023265
ENSTNIP00000013494	ENSGACP00000024721
ENSTNIP00000021980	ENSGACP00000022898
ENSTNIP00000009977	ENSGACP00000019197
ENSTNIP00000006149	ENSGACP00000003152
ENSTNIP00000019389	ENSGACP00000016229
ENSTNIP00000013808	ENSGACP00000006002
ENSTNIP00000010970	ENSGACP00000003273
ENSTNIP00000021817	ENSGACP00000022602
ENSTNIP00000020259	ENSGACP00000005636
ENSTNIP00000015927	ENSGACP00000006455
ENSTNIP00000008806	ENSGACP00000004975
ENSTNIP00000014093	ENSGACP00000008641
ENSTNIP00000006167	ENSGACP00000013500
ENSTNIP00000019333	ENSGACP00000014920
ENSTNIP00000018626	ENSGACP00000012942
ENSTNIP00000017887	ENSGACP00000022798
ENSTNIP00000006976	ENSGACP00000004042
ENSTNIP00000021193	ENSGACP00000023121
ENSTNIP00000004559	ENSGACP00000000457
ENSTNIP00000019555	ENSGACP00000008300
ENSTNIP00000014679	ENSGACP00000009097
ENSTNIP00000010901	ENSGACP00000015306
ENSTNIP00000014164	ENSGACP00000005845
ENSTNIP00000018330	ENSGACP00000018352
ENSTNIP00000021240	ENSGACP00000008605
ENSTNIP00000009746	ENSGACP00000021337
ENSTNIP00000007213	ENSGACP00000016798
ENSTNIP00000010498	ENSGACP00000002533
ENSTNIP00000012631	ENSGACP00000014936
ENSTNIP00000005484	ENSGACP00000026251
ENSTNIP00000006917	ENSGACP00000001641
ENSTNIP00000015520	ENSGACP00000016539
ENSTNIP00000001996	ENSGACP00000005697
ENSTNIP00000009899	ENSGACP00000012900
ENSTNIP00000014317	ENSGACP00000022430
ENSTNIP00000011149	ENSGACP00000019177
ENSTNIP00000008157	ENSGACP00000003033
ENSTNIP00000008197	ENSGACP00000024825
ENSTNIP00000011898	ENSGACP00000022215
ENSTNIP00000020711	ENSGACP00000005879
ENSTNIP00000021505	ENSGACP00000016072
ENSTNIP00000020595	ENSGACP00000008161
ENSTNIP00000006720	ENSGACP00000021043
ENSTNIP00000000227	ENSGACP00000007713
ENSTNIP00000011185	ENSGACP00000017873
ENSTNIP00000005046	ENSGACP00000020736
ENSTNIP00000009921	ENSGACP00000022266
ENSTNIP00000005986	ENSGACP00000016548
ENSTNIP00000015770	ENSGACP00000010921
ENSTNIP00000002789	ENSGACP00000025244
ENSTNIP00000011547	ENSGACP00000002210
ENSTNIP00000021302	ENSGACP00000019599
ENSTNIP00000019696	ENSGACP00000007589
ENSTNIP00000005837	ENSGACP00000003540
ENSTNIP00000020810	ENSGACP00000018790
ENSTNIP00000007054	ENSGACP00000009452
ENSTNIP00000020346	ENSGACP00000013343
ENSTNIP00000020068	ENSGACP00000006286
ENSTNIP00000005032	ENSGACP00000000764
ENSTNIP00000014626	ENSGACP00000005882
ENSTNIP00000006411	ENSGACP00000013581
ENSTNIP00000010217	ENSGACP00000007459
ENSTNIP00000012640	ENSGACP00000014885
ENSTNIP00000007462	ENSGACP00000018063
ENSTNIP00000003947	ENSGACP00000002371
ENSTNIP00000015614	ENSGACP00000026555
ENSTNIP00000004160	ENSGACP00000024396
ENSTNIP00000004159	ENSGACP00000027049
ENSTNIP00000013231	ENSGACP00000023620
ENSTNIP00000006087	ENSGACP00000023277
ENSTNIP00000017686	ENSGACP00000001466
ENSTNIP00000013819	ENSGACP00000006746
ENSTNIP00000006838	ENSGACP00000024586
ENSTNIP00000013912	ENSGACP00000016885
ENSTNIP00000019908	ENSGACP00000023252
ENSTNIP00000014885	ENSGACP00000019297
ENSTNIP00000012117	ENSGACP00000010938
ENSTNIP00000020989	ENSGACP00000002027
ENSTNIP00000018675	ENSGACP00000018576
ENSTNIP00000008196	ENSGACP00000024839
ENSTNIP00000016828	ENSGACP00000026233
ENSTNIP00000019362	ENSGACP00000015338
ENSTNIP00000012814	ENSGACP00000027181
ENSTNIP00000008997	ENSGACP00000025331
ENSTNIP00000001775	ENSGACP00000020815
ENSTNIP00000007605	ENSGACP00000022964
ENSTNIP00000003191	ENSGACP00000010531
ENSTNIP00000007113	ENSGACP00000003087
ENSTNIP00000020721	ENSGACP00000004222
ENSTNIP00000019428	ENSGACP00000014359
ENSTNIP00000007964	ENSGACP00000002659
ENSTNIP00000011678	ENSGACP00000018356
ENSTNIP00000014619	ENSGACP00000005613
ENSTNIP00000018877	ENSGACP00000010192
ENSTNIP00000021789	ENSGACP00000017723
ENSTNIP00000018898	ENSGACP00000010610
ENSTNIP00000012240	ENSGACP00000020675
ENSTNIP00000015606	ENSGACP00000016645
ENSTNIP00000018953	ENSGACP00000011625
ENSTNIP00000011934	ENSGACP00000022421
ENSTNIP00000011738	ENSGACP00000003096
ENSTNIP00000018945	ENSGACP00000011481
ENSTNIP00000020237	ENSGACP00000003481
ENSTNIP00000021283	ENSGACP00000009648
ENSTNIP00000016957	ENSGACP00000005034
ENSTNIP00000002738	ENSGACP00000013902
ENSTNIP00000002530	ENSGACP00000006048
ENSTNIP00000022992	ENSGACP00000015738
ENSTNIP00000011653	ENSGACP00000018202
ENSTNIP00000013590	ENSGACP00000011650
ENSTNIP00000015363	ENSGACP00000006222
ENSTNIP00000011783	ENSGACP00000023982
ENSTNIP00000013918	ENSGACP00000009691
ENSTNIP00000013917	ENSGACP00000009703
ENSTNIP00000012178	ENSGACP00000020944
ENSTNIP00000009762	ENSGACP00000020695
ENSTNIP00000000749	ENSGACP00000005628
ENSTNIP00000000493	ENSGACP00000007405
ENSTNIP00000016266	ENSGACP00000018327
ENSTNIP00000015805	ENSGACP00000011821
ENSTNIP00000014397	ENSGACP00000017807
ENSTNIP00000011962	ENSGACP00000022608
ENSTNIP00000008109	ENSGACP00000017579
ENSTNIP00000015774	ENSGACP00000010995
ENSTNIP00000014531	ENSGACP00000017292
ENSTNIP00000013876	ENSGACP00000017469
ENSTNIP00000014974	ENSGACP00000008099
ENSTNIP00000014472	ENSGACP00000006996
ENSTNIP00000014145	ENSGACP00000006128
ENSTNIP00000019675	ENSGACP00000008155
ENSTNIP00000020849	ENSGACP00000021418
ENSTNIP00000012605	ENSGACP00000006197
ENSTNIP00000007326	ENSGACP00000016390
ENSTNIP00000015188	ENSGACP00000017895
ENSTNIP00000015516	ENSGACP00000016420
ENSTNIP00000006216	ENSGACP00000010515
ENSTNIP00000008712	ENSGACP00000001930
ENSTNIP00000007327	ENSGACP00000016401
ENSTNIP00000019730	ENSGACP00000006646
ENSTNIP00000020119	ENSGACP00000007743
ENSTNIP00000007942	ENSGACP00000004010
ENSTNIP00000021045	ENSGACP00000003480
ENSTNIP00000014007	ENSGACP00000020468
ENSTNIP00000013095	ENSGACP00000010843
ENSTNIP00000005567	ENSGACP00000014537
ENSTNIP00000003366	ENSGACP00000010433
ENSTNIP00000013583	ENSGACP00000011744
ENSTNIP00000019577	ENSGACP00000007860
ENSTNIP00000020350	ENSGACP00000013378
ENSTNIP00000002122	ENSGACP00000014014
ENSTNIP00000008386	ENSGACP00000004586
ENSTNIP00000007445	ENSGACP00000022046
ENSTNIP00000015740	ENSGACP00000004945
ENSTNIP00000008432	ENSGACP00000008555
ENSTNIP00000021300	ENSGACP00000019439
ENSTNIP00000022305	ENSGACP00000008321
ENSTNIP00000014566	ENSGACP00000018909
ENSTNIP00000007092	ENSGACP00000001399
ENSTNIP00000010129	ENSGACP00000016061
ENSTNIP00000000368	ENSGACP00000007916
ENSTNIP00000019509	ENSGACP00000010361
ENSTNIP00000015190	ENSGACP00000011314
ENSTNIP00000017181	ENSGACP00000017516
ENSTNIP00000020794	ENSGACP00000001613
ENSTNIP00000020032	ENSGACP00000009722
ENSTNIP00000010678	ENSGACP00000021439
ENSTNIP00000021678	ENSGACP00000024935
ENSTNIP00000010953	ENSGACP00000003175
ENSTNIP00000005508	ENSGACP00000004203
ENSTNIP00000006113	ENSGACP00000004503
ENSTNIP00000022275	ENSGACP00000007583
ENSTNIP00000019125	ENSGACP00000013192
ENSTNIP00000021480	ENSGACP00000015676
ENSTNIP00000021844	ENSGACP00000016270
ENSTNIP00000014749	ENSGACP00000026919
ENSTNIP00000009491	ENSGACP00000001837
ENSTNIP00000013266	ENSGACP00000019682
ENSTNIP00000015142	ENSGACP00000011952
ENSTNIP00000009459	ENSGACP00000012184
ENSTNIP00000017391	ENSGACP00000000047
ENSTNIP00000014706	ENSGACP00000026993
ENSTNIP00000012580	ENSGACP00000007103
ENSTNIP00000015514	ENSGACP00000016350
ENSTNIP00000012791	ENSGACP00000013819
ENSTNIP00000009189	ENSGACP00000010638
ENSTNIP00000018201	ENSGACP00000010128
ENSTNIP00000016752	ENSGACP00000010055
ENSTNIP00000011301	ENSGACP00000004657
ENSTNIP00000021695	ENSGACP00000025009
ENSTNIP00000016746	ENSGACP00000008754
ENSTNIP00000022559	ENSGACP00000016140
ENSTNIP00000014511	ENSGACP00000012182
ENSTNIP00000010814	ENSGACP00000023149
ENSTNIP00000005257	ENSGACP00000005124
ENSTNIP00000011864	ENSGACP00000023973
ENSTNIP00000012524	ENSGACP00000009435
ENSTNIP00000023103	ENSGACP00000025623
ENSTNIP00000008322	ENSGACP00000009326
ENSTNIP00000012768	ENSGACP00000015356
ENSTNIP00000002833	ENSGACP00000010271
ENSTNIP00000015982	ENSGACP00000025452
ENSTNIP00000017208	ENSGACP00000018692
ENSTNIP00000011207	ENSGACP00000017645
ENSTNIP00000019292	ENSGACP00000014376
ENSTNIP00000019258	ENSGACP00000027137
ENSTNIP00000019353	ENSGACP00000015158
ENSTNIP00000012804	ENSGACP00000027168
ENSTNIP00000012783	ENSGACP00000014003
ENSTNIP00000016791	ENSGACP00000021256
ENSTNIP00000000649	ENSGACP00000017290
ENSTNIP00000015186	ENSGACP00000010148
ENSTNIP00000002896	ENSGACP00000009350
ENSTNIP00000013014	ENSGACP00000024843
ENSTNIP00000012219	ENSGACP00000020788
ENSTNIP00000010688	ENSGACP00000021527
ENSTNIP00000005287	ENSGACP00000003905
ENSTNIP00000009718	ENSGACP00000025251
ENSTNIP00000006065	ENSGACP00000013212
ENSTNIP00000014672	ENSGACP00000011806
ENSTNIP00000002606	ENSGACP00000010257
ENSTNIP00000016384	ENSGACP00000015236
ENSTNIP00000016454	ENSGACP00000020948
ENSTNIP00000015787	ENSGACP00000011140
ENSTNIP00000021542	ENSGACP00000011990
ENSTNIP00000020993	ENSGACP00000002057
ENSTNIP00000009178	ENSGACP00000000530
ENSTNIP00000006927	ENSGACP00000022500
ENSTNIP00000016024	ENSGACP00000021977
ENSTNIP00000012875	ENSGACP00000027293
ENSTNIP00000010198	ENSGACP00000021684
ENSTNIP00000020494	ENSGACP00000010953
ENSTNIP00000016952	ENSGACP00000004997
ENSTNIP00000017154	ENSGACP00000023984
ENSTNIP00000016049	ENSGACP00000011796
ENSTNIP00000018515	ENSGACP00000007134
ENSTNIP00000006709	ENSGACP00000009839
ENSTNIP00000007198	ENSGACP00000004925
ENSTNIP00000011191	ENSGACP00000017823
ENSTNIP00000016719	ENSGACP00000012409
ENSTNIP00000015696	ENSGACP00000004197
ENSTNIP00000007810	ENSGACP00000020970
ENSTNIP00000005783	ENSGACP00000025733
ENSTNIP00000021151	ENSGACP00000015457
ENSTNIP00000019837	ENSGACP00000019516
ENSTNIP00000014742	ENSGACP00000026935
ENSTNIP00000022370	ENSGACP00000005894
ENSTNIP00000006089	ENSGACP00000023296
ENSTNIP00000019530	ENSGACP00000008741
ENSTNIP00000009378	ENSGACP00000027549
ENSTNIP00000013412	ENSGACP00000023856
ENSTNIP00000016799	ENSGACP00000021195
ENSTNIP00000014745	ENSGACP00000026932
ENSTNIP00000007741	ENSGACP00000001148
ENSTNIP00000014022	ENSGACP00000020386
ENSTNIP00000008307	ENSGACP00000021303
ENSTNIP00000009697	ENSGACP00000025321
ENSTNIP00000009657	ENSGACP00000013515
ENSTNIP00000020723	ENSGACP00000004189
ENSTNIP00000022517	ENSGACP00000015409
ENSTNIP00000015247	ENSGACP00000011772
ENSTNIP00000021691	ENSGACP00000008959
ENSTNIP00000017841	ENSGACP00000002184
ENSTNIP00000006793	ENSGACP00000007948
ENSTNIP00000016410	ENSGACP00000004487
ENSTNIP00000015012	ENSGACP00000024267
ENSTNIP00000011075	ENSGACP00000025796
ENSTNIP00000016353	ENSGACP00000018395
ENSTNIP00000007699	ENSGACP00000024318
ENSTNIP00000008461	ENSGACP00000015654
ENSTNIP00000018133	ENSGACP00000011826
ENSTNIP00000015846	ENSGACP00000012776
ENSTNIP00000005387	ENSGACP00000017952
ENSTNIP00000014859	ENSGACP00000019581
ENSTNIP00000019693	ENSGACP00000007699
ENSTNIP00000007079	ENSGACP00000021263
ENSTNIP00000008108	ENSGACP00000017567
ENSTNIP00000015275	ENSGACP00000012582
ENSTNIP00000017851	ENSGACP00000009738
ENSTNIP00000005169	ENSGACP00000002780
ENSTNIP00000020921	ENSGACP00000008348
ENSTNIP00000018057	ENSGACP00000013436
ENSTNIP00000007747	ENSGACP00000007721
ENSTNIP00000021474	ENSGACP00000006479
ENSTNIP00000015547	ENSGACP00000004311
ENSTNIP00000007351	ENSGACP00000006543
ENSTNIP00000020221	ENSGACP00000003692
ENSTNIP00000009044	ENSGACP00000014690
ENSTNIP00000007690	ENSGACP00000020753
ENSTNIP00000016380	ENSGACP00000016366
ENSTNIP00000011544	ENSGACP00000007320
ENSTNIP00000022363	ENSGACP00000009261
ENSTNIP00000012029	ENSGACP00000006764
ENSTNIP00000000887	ENSGACP00000025905
ENSTNIP00000005353	ENSGACP00000020384
ENSTNIP00000008948	ENSGACP00000017267
ENSTNIP00000019676	ENSGACP00000008118
ENSTNIP00000020508	ENSGACP00000010647
ENSTNIP00000004317	ENSGACP00000009107
ENSTNIP00000015529	ENSGACP00000004543
ENSTNIP00000013530	ENSGACP00000019739
ENSTNIP00000005066	ENSGACP00000017984
ENSTNIP00000020501	ENSGACP00000010801
ENSTNIP00000017985	ENSGACP00000012884
ENSTNIP00000013031	ENSGACP00000018892
ENSTNIP00000009140	ENSGACP00000018505
ENSTNIP00000012861	ENSGACP00000027252
ENSTNIP00000006892	ENSGACP00000020418
ENSTNIP00000012269	ENSGACP00000020517
ENSTNIP00000016813	ENSGACP00000021112
ENSTNIP00000008183	ENSGACP00000019418
ENSTNIP00000015918	ENSGACP00000006295
ENSTNIP00000007674	ENSGACP00000000682
ENSTNIP00000005436	ENSGACP00000019411
ENSTNIP00000010399	ENSGACP00000026046
ENSTNIP00000015095	ENSGACP00000015742
ENSTNIP00000012402	ENSGACP00000022141
ENSTNIP00000017818	ENSGACP00000001573
ENSTNIP00000010332	ENSGACP00000021732
ENSTNIP00000013892	ENSGACP00000017199
ENSTNIP00000007274	ENSGACP00000013554
ENSTNIP00000009318	ENSGACP00000005709
ENSTNIP00000006877	ENSGACP00000019573
ENSTNIP00000018754	ENSGACP00000001756
ENSTNIP00000005077	ENSGACP00000005543
ENSTNIP00000020071	ENSGACP00000006216
ENSTNIP00000006140	ENSGACP00000015802
ENSTNIP00000011640	ENSGACP00000018055
ENSTNIP00000018535	ENSGACP00000015119
ENSTNIP00000020984	ENSGACP00000014624
ENSTNIP00000005830	ENSGACP00000025211
ENSTNIP00000017837	ENSGACP00000002218
ENSTNIP00000021380	ENSGACP00000027395
ENSTNIP00000000093	ENSGACP00000012842
ENSTNIP00000003865	ENSGACP00000012536
ENSTNIP00000007691	ENSGACP00000009236
ENSTNIP00000006376	ENSGACP00000010502
ENSTNIP00000002862	ENSGACP00000026648
ENSTNIP00000022097	ENSGACP00000009003
ENSTNIP00000005141	ENSGACP00000005615
ENSTNIP00000014760	ENSGACP00000026899
ENSTNIP00000010620	ENSGACP00000024584
ENSTNIP00000021317	ENSGACP00000019293
ENSTNIP00000019371	ENSGACP00000015492
ENSTNIP00000009406	ENSGACP00000015679
ENSTNIP00000016054	ENSGACP00000022109
ENSTNIP00000016421	ENSGACP00000005423
ENSTNIP00000019248	ENSGACP00000027122
ENSTNIP00000005507	ENSGACP00000004206
ENSTNIP00000009819	ENSGACP00000026312
ENSTNIP00000014114	ENSGACP00000006511
ENSTNIP00000013103	ENSGACP00000011049
ENSTNIP00000008836	ENSGACP00000004038
ENSTNIP00000020670	ENSGACP00000005562
ENSTNIP00000013802	ENSGACP00000006089
ENSTNIP00000021722	ENSGACP00000013481
ENSTNIP00000003988	ENSGACP00000016902
ENSTNIP00000019493	ENSGACP00000017799
ENSTNIP00000016671	ENSGACP00000006335
ENSTNIP00000021738	ENSGACP00000018132
ENSTNIP00000005669	ENSGACP00000009029
ENSTNIP00000007281	ENSGACP00000024605
ENSTNIP00000012653	ENSGACP00000014695
ENSTNIP00000017057	ENSGACP00000025175
ENSTNIP00000003882	ENSGACP00000026298
ENSTNIP00000002043	ENSGACP00000018234
ENSTNIP00000001944	ENSGACP00000027567
ENSTNIP00000001630	ENSGACP00000011982
ENSTNIP00000011702	ENSGACP00000002877
ENSTNIP00000017904	ENSGACP00000021980
ENSTNIP00000003255	ENSGACP00000025650
ENSTNIP00000020638	ENSGACP00000005165
ENSTNIP00000021059	ENSGACP00000003632
ENSTNIP00000012353	ENSGACP00000019997
ENSTNIP00000013642	ENSGACP00000016446
ENSTNIP00000013006	ENSGACP00000003803
ENSTNIP00000009235	ENSGACP00000005913
ENSTNIP00000010952	ENSGACP00000003162
ENSTNIP00000011673	ENSGACP00000018336
ENSTNIP00000011845	ENSGACP00000024240
ENSTNIP00000019661	ENSGACP00000008483
ENSTNIP00000018640	ENSGACP00000012249
ENSTNIP00000005299	ENSGACP00000026025
ENSTNIP00000018981	ENSGACP00000012247
ENSTNIP00000009760	ENSGACP00000020702
ENSTNIP00000000302	ENSGACP00000003951
ENSTNIP00000020892	ENSGACP00000003586
ENSTNIP00000020103	ENSGACP00000007458
ENSTNIP00000013405	ENSGACP00000012424
ENSTNIP00000011347	ENSGACP00000023679
ENSTNIP00000011310	ENSGACP00000022945
ENSTNIP00000019212	ENSGACP00000027098
ENSTNIP00000007732	ENSGACP00000025876
ENSTNIP00000014433	ENSGACP00000016490
ENSTNIP00000005668	ENSGACP00000009099
ENSTNIP00000005254	ENSGACP00000025550
ENSTNIP00000018451	ENSGACP00000005827
ENSTNIP00000003260	ENSGACP00000021896
ENSTNIP00000017647	ENSGACP00000001158
