ENSGACP00000003450	ENSMUSP00000034074
ENSGACP00000019893	ENSMUSP00000028098
ENSGACP00000019965	ENSMUSP00000044087
ENSGACP00000005229	ENSMUSP00000047334
ENSGACP00000003588	ENSMUSP00000044265
ENSGACP00000022749	ENSMUSP00000008131
ENSGACP00000009726	ENSMUSP00000098992
ENSGACP00000022975	ENSMUSP00000005647
ENSGACP00000015025	ENSMUSP00000026975
ENSGACP00000010926	ENSMUSP00000066493
ENSGACP00000024476	ENSMUSP00000018577
ENSGACP00000023191	ENSMUSP00000124047
ENSGACP00000026249	ENSMUSP00000020251
ENSGACP00000013661	ENSMUSP00000025963
ENSGACP00000018913	ENSMUSP00000113792
ENSGACP00000022088	ENSMUSP00000028137
ENSGACP00000017652	ENSMUSP00000025250
ENSGACP00000000632	ENSMUSP00000025250
ENSGACP00000007641	ENSMUSP00000127374
ENSGACP00000027622	ENSMUSP00000120014
ENSGACP00000018724	ENSMUSP00000002403
ENSGACP00000025216	ENSMUSP00000073102
ENSGACP00000006771	ENSMUSP00000117082
ENSGACP00000025071	ENSMUSP00000132450
ENSGACP00000009203	ENSMUSP00000095574
ENSGACP00000014761	ENSMUSP00000033950
ENSGACP00000018777	ENSMUSP00000091319
ENSGACP00000003410	ENSMUSP00000034096
ENSGACP00000024614	ENSMUSP00000030018
ENSGACP00000004673	ENSMUSP00000040578
ENSGACP00000003344	ENSMUSP00000023514
ENSGACP00000014758	ENSMUSP00000064310
ENSGACP00000011571	ENSMUSP00000111484
ENSGACP00000027274	ENSMUSP00000044871
ENSGACP00000018362	ENSMUSP00000023431
ENSGACP00000020801	ENSMUSP00000051248
ENSGACP00000017606	ENSMUSP00000132699
ENSGACP00000006338	ENSMUSP00000082856
ENSGACP00000025400	ENSMUSP00000025215
ENSGACP00000014320	ENSMUSP00000020754
ENSGACP00000006536	ENSMUSP00000003527
ENSGACP00000016167	ENSMUSP00000137305
ENSGACP00000024863	ENSMUSP00000044556
ENSGACP00000016704	ENSMUSP00000069774
ENSGACP00000004330	ENSMUSP00000056152
ENSGACP00000007665	ENSMUSP00000040952
ENSGACP00000021119	ENSMUSP00000036406
ENSGACP00000016378	ENSMUSP00000036406
ENSGACP00000018025	ENSMUSP00000056923
ENSGACP00000022468	ENSMUSP00000126560
ENSGACP00000014550	ENSMUSP00000017430
ENSGACP00000006955	ENSMUSP00000081221
ENSGACP00000012192	ENSMUSP00000022595
ENSGACP00000020368	ENSMUSP00000015160
ENSGACP00000004277	ENSMUSP00000043597
ENSGACP00000011274	ENSMUSP00000043780
ENSGACP00000015685	ENSMUSP00000024885
ENSGACP00000014391	ENSMUSP00000134266
ENSGACP00000015710	ENSMUSP00000028921
ENSGACP00000009533	ENSMUSP00000081141
ENSGACP00000019715	ENSMUSP00000102853
ENSGACP00000002209	ENSMUSP00000033313
ENSGACP00000020081	ENSMUSP00000025241
ENSGACP00000024286	ENSMUSP00000079974
ENSGACP00000000645	ENSMUSP00000053972
ENSGACP00000021383	ENSMUSP00000112871
ENSGACP00000006740	ENSMUSP00000050907
ENSGACP00000014694	ENSMUSP00000019896
ENSGACP00000018039	ENSMUSP00000021631
ENSGACP00000017888	ENSMUSP00000013759
ENSGACP00000007108	ENSMUSP00000081880
ENSGACP00000022766	ENSMUSP00000020741
ENSGACP00000018194	ENSMUSP00000027174
ENSGACP00000014702	ENSMUSP00000019937
ENSGACP00000016863	ENSMUSP00000082691
ENSGACP00000019986	ENSMUSP00000029480
ENSGACP00000010367	ENSMUSP00000105905
ENSGACP00000012320	ENSMUSP00000034405
ENSGACP00000000639	ENSMUSP00000099388
ENSGACP00000004860	ENSMUSP00000099388
ENSGACP00000020698	ENSMUSP00000113385
ENSGACP00000023618	ENSMUSP00000048053
ENSGACP00000021177	ENSMUSP00000048053
ENSGACP00000010286	ENSMUSP00000053540
ENSGACP00000008546	ENSMUSP00000001402
ENSGACP00000020428	ENSMUSP00000047855
ENSGACP00000006639	ENSMUSP00000036696
ENSGACP00000018330	ENSMUSP00000099688
ENSGACP00000007147	ENSMUSP00000025568
ENSGACP00000022680	ENSMUSP00000025568
ENSGACP00000025053	ENSMUSP00000110813
ENSGACP00000003409	ENSMUSP00000002529
ENSGACP00000011620	ENSMUSP00000090355
ENSGACP00000019222	ENSMUSP00000030453
ENSGACP00000008650	ENSMUSP00000030914
ENSGACP00000018880	ENSMUSP00000031144
ENSGACP00000011601	ENSMUSP00000050430
ENSGACP00000008912	ENSMUSP00000042919
ENSGACP00000001582	ENSMUSP00000042919
ENSGACP00000017539	ENSMUSP00000020954
ENSGACP00000014547	ENSMUSP00000032283
ENSGACP00000014344	ENSMUSP00000056039
ENSGACP00000025398	ENSMUSP00000047562
ENSGACP00000011947	ENSMUSP00000025406
ENSGACP00000013801	ENSMUSP00000108229
ENSGACP00000014209	ENSMUSP00000005825
ENSGACP00000001977	ENSMUSP00000006853
ENSGACP00000025695	ENSMUSP00000046643
ENSGACP00000005263	ENSMUSP00000023830
ENSGACP00000023313	ENSMUSP00000032969
ENSGACP00000001397	ENSMUSP00000033983
ENSGACP00000026043	ENSMUSP00000100057
ENSGACP00000014023	ENSMUSP00000021359
ENSGACP00000013250	ENSMUSP00000015891
ENSGACP00000023156	ENSMUSP00000097908
ENSGACP00000022622	ENSMUSP00000011055
ENSGACP00000017673	ENSMUSP00000042285
ENSGACP00000018967	ENSMUSP00000026434
ENSGACP00000014385	ENSMUSP00000026434
ENSGACP00000008625	ENSMUSP00000026479
ENSGACP00000026875	ENSMUSP00000108653
ENSGACP00000008710	ENSMUSP00000113457
ENSGACP00000003845	ENSMUSP00000094956
ENSGACP00000010246	ENSMUSP00000057939
ENSGACP00000005194	ENSMUSP00000019229
ENSGACP00000022814	ENSMUSP00000028650
ENSGACP00000011745	ENSMUSP00000031399
ENSGACP00000023257	ENSMUSP00000113697
ENSGACP00000004862	ENSMUSP00000053122
ENSGACP00000027634	ENSMUSP00000095901
ENSGACP00000003159	ENSMUSP00000071255
ENSGACP00000000010	ENSMUSP00000029142
ENSGACP00000011356	ENSMUSP00000103922
ENSGACP00000013399	ENSMUSP00000034326
ENSGACP00000019835	ENSMUSP00000028624
ENSGACP00000020622	ENSMUSP00000031344
ENSGACP00000024387	ENSMUSP00000011398
ENSGACP00000005403	ENSMUSP00000002844
ENSGACP00000013990	ENSMUSP00000020997
ENSGACP00000024625	ENSMUSP00000052172
ENSGACP00000020158	ENSMUSP00000027866
ENSGACP00000007068	ENSMUSP00000130360
ENSGACP00000009869	ENSMUSP00000048742
ENSGACP00000007038	ENSMUSP00000025751
ENSGACP00000003506	ENSMUSP00000025547
ENSGACP00000012441	ENSMUSP00000093325
ENSGACP00000010821	ENSMUSP00000034375
ENSGACP00000003757	ENSMUSP00000034226
ENSGACP00000010033	ENSMUSP00000063398
ENSGACP00000019627	ENSMUSP00000078383
ENSGACP00000018425	ENSMUSP00000034206
ENSGACP00000017527	ENSMUSP00000000304
ENSGACP00000017058	ENSMUSP00000044714
ENSGACP00000012242	ENSMUSP00000104361
ENSGACP00000001394	ENSMUSP00000099565
ENSGACP00000005831	ENSMUSP00000026888
ENSGACP00000023959	ENSMUSP00000028157
ENSGACP00000015699	ENSMUSP00000088456
ENSGACP00000023796	ENSMUSP00000029759
ENSGACP00000020720	ENSMUSP00000029938
ENSGACP00000001263	ENSMUSP00000030311
ENSGACP00000026634	ENSMUSP00000037514
ENSGACP00000015956	ENSMUSP00000052755
ENSGACP00000010641	ENSMUSP00000022310
ENSGACP00000014524	ENSMUSP00000042882
ENSGACP00000010497	ENSMUSP00000107364
ENSGACP00000020065	ENSMUSP00000022585
ENSGACP00000003307	ENSMUSP00000130264
ENSGACP00000019989	ENSMUSP00000027401
ENSGACP00000005868	ENSMUSP00000022875
ENSGACP00000027056	ENSMUSP00000059102
ENSGACP00000005047	ENSMUSP00000001485
ENSGACP00000025424	ENSMUSP00000026827
ENSGACP00000000765	ENSMUSP00000051433
ENSGACP00000005693	ENSMUSP00000051433
ENSGACP00000009561	ENSMUSP00000018184
ENSGACP00000009808	ENSMUSP00000041820
ENSGACP00000009642	ENSMUSP00000107498
ENSGACP00000019315	ENSMUSP00000042151
ENSGACP00000008930	ENSMUSP00000095584
ENSGACP00000004941	ENSMUSP00000035154
ENSGACP00000020045	ENSMUSP00000033163
ENSGACP00000000398	ENSMUSP00000124428
ENSGACP00000004525	ENSMUSP00000081567
ENSGACP00000011632	ENSMUSP00000106420
ENSGACP00000023222	ENSMUSP00000083844
ENSGACP00000023312	ENSMUSP00000006632
ENSGACP00000013680	ENSMUSP00000029542
ENSGACP00000026023	ENSMUSP00000035325
ENSGACP00000024302	ENSMUSP00000025505
ENSGACP00000024327	ENSMUSP00000026866
ENSGACP00000026758	ENSMUSP00000021183
ENSGACP00000019775	ENSMUSP00000056805
ENSGACP00000007943	ENSMUSP00000092672
ENSGACP00000026784	ENSMUSP00000136717
ENSGACP00000023410	ENSMUSP00000093980
ENSGACP00000001276	ENSMUSP00000010278
ENSGACP00000017502	ENSMUSP00000128888
ENSGACP00000001346	ENSMUSP00000048450
ENSGACP00000002857	ENSMUSP00000024873
ENSGACP00000021531	ENSMUSP00000065511
ENSGACP00000006812	ENSMUSP00000092548
ENSGACP00000026496	ENSMUSP00000016034
ENSGACP00000021922	ENSMUSP00000029386
ENSGACP00000014145	ENSMUSP00000110250
ENSGACP00000003469	ENSMUSP00000110128
ENSGACP00000005765	ENSMUSP00000048204
ENSGACP00000007121	ENSMUSP00000058599
ENSGACP00000001929	ENSMUSP00000136768
ENSGACP00000006941	ENSMUSP00000018877
ENSGACP00000007668	ENSMUSP00000035230
ENSGACP00000002661	ENSMUSP00000027444
ENSGACP00000009072	ENSMUSP00000036491
ENSGACP00000015377	ENSMUSP00000027876
ENSGACP00000008255	ENSMUSP00000036093
ENSGACP00000006161	ENSMUSP00000029179
ENSGACP00000007696	ENSMUSP00000006061
ENSGACP00000014379	ENSMUSP00000020756
ENSGACP00000006507	ENSMUSP00000070018
ENSGACP00000005223	ENSMUSP00000006217
ENSGACP00000022433	ENSMUSP00000029256
ENSGACP00000019365	ENSMUSP00000048001
ENSGACP00000006738	ENSMUSP00000036253
ENSGACP00000001402	ENSMUSP00000078050
ENSGACP00000006598	ENSMUSP00000029911
ENSGACP00000024731	ENSMUSP00000025930
ENSGACP00000019259	ENSMUSP00000055656
ENSGACP00000001106	ENSMUSP00000004507
ENSGACP00000014697	ENSMUSP00000090510
ENSGACP00000008940	ENSMUSP00000045126
ENSGACP00000002026	ENSMUSP00000116627
ENSGACP00000001468	ENSMUSP00000002099
ENSGACP00000024393	ENSMUSP00000028470
ENSGACP00000019045	ENSMUSP00000019722
ENSGACP00000026202	ENSMUSP00000025675
ENSGACP00000011457	ENSMUSP00000051177
ENSGACP00000026010	ENSMUSP00000110872
ENSGACP00000023566	ENSMUSP00000129300
ENSGACP00000008986	ENSMUSP00000083057
ENSGACP00000011544	ENSMUSP00000097144
ENSGACP00000004535	ENSMUSP00000097144
ENSGACP00000026305	ENSMUSP00000080643
ENSGACP00000020401	ENSMUSP00000053325
ENSGACP00000023870	ENSMUSP00000034406
ENSGACP00000027442	ENSMUSP00000115011
ENSGACP00000025532	ENSMUSP00000016901
ENSGACP00000025399	ENSMUSP00000090882
ENSGACP00000002460	ENSMUSP00000026625
ENSGACP00000009117	ENSMUSP00000069840
ENSGACP00000008209	ENSMUSP00000041650
ENSGACP00000001666	ENSMUSP00000010201
ENSGACP00000002432	ENSMUSP00000029047
ENSGACP00000014729	ENSMUSP00000106329
ENSGACP00000011810	ENSMUSP00000075609
ENSGACP00000003627	ENSMUSP00000024957
ENSGACP00000022932	ENSMUSP00000028250
ENSGACP00000008136	ENSMUSP00000130012
ENSGACP00000013761	ENSMUSP00000064622
ENSGACP00000018158	ENSMUSP00000031262
ENSGACP00000011688	ENSMUSP00000113343
ENSGACP00000006807	ENSMUSP00000048595
ENSGACP00000006635	ENSMUSP00000099325
ENSGACP00000027006	ENSMUSP00000033934
ENSGACP00000025273	ENSMUSP00000128382
ENSGACP00000017210	ENSMUSP00000024981
ENSGACP00000020984	ENSMUSP00000132287
ENSGACP00000017169	ENSMUSP00000059494
ENSGACP00000023337	ENSMUSP00000036119
ENSGACP00000012034	ENSMUSP00000092009
ENSGACP00000002630	ENSMUSP00000049156
ENSGACP00000021501	ENSMUSP00000032877
ENSGACP00000020293	ENSMUSP00000028900
ENSGACP00000003389	ENSMUSP00000125492
ENSGACP00000010591	ENSMUSP00000068004
ENSGACP00000014659	ENSMUSP00000106999
ENSGACP00000018788	ENSMUSP00000019447
ENSGACP00000014329	ENSMUSP00000003529
ENSGACP00000012083	ENSMUSP00000036971
ENSGACP00000001983	ENSMUSP00000054367
ENSGACP00000006584	ENSMUSP00000029909
ENSGACP00000024180	ENSMUSP00000022227
ENSGACP00000026301	ENSMUSP00000028911
ENSGACP00000008236	ENSMUSP00000087208
ENSGACP00000002880	ENSMUSP00000034234
ENSGACP00000006662	ENSMUSP00000114844
ENSGACP00000015294	ENSMUSP00000043355
ENSGACP00000002504	ENSMUSP00000022518
ENSGACP00000005134	ENSMUSP00000009102
ENSGACP00000016195	ENSMUSP00000002845
ENSGACP00000022200	ENSMUSP00000043519
ENSGACP00000007183	ENSMUSP00000007559
ENSGACP00000022133	ENSMUSP00000043896
ENSGACP00000008185	ENSMUSP00000019861
ENSGACP00000026439	ENSMUSP00000013737
ENSGACP00000002525	ENSMUSP00000067830
ENSGACP00000007324	ENSMUSP00000019517
ENSGACP00000014944	ENSMUSP00000021416
ENSGACP00000018613	ENSMUSP00000099654
ENSGACP00000004838	ENSMUSP00000095149
ENSGACP00000019529	ENSMUSP00000032841
ENSGACP00000004261	ENSMUSP00000137597
ENSGACP00000014303	ENSMUSP00000099383
ENSGACP00000014046	ENSMUSP00000034929
ENSGACP00000000542	ENSMUSP00000024486
ENSGACP00000017924	ENSMUSP00000114504
ENSGACP00000020005	ENSMUSP00000022577
ENSGACP00000006148	ENSMUSP00000029105
ENSGACP00000018605	ENSMUSP00000035506
ENSGACP00000022771	ENSMUSP00000029842
ENSGACP00000020904	ENSMUSP00000139026
ENSGACP00000003432	ENSMUSP00000033282
ENSGACP00000018575	ENSMUSP00000045792
ENSGACP00000005810	ENSMUSP00000049759
ENSGACP00000003855	ENSMUSP00000065198
ENSGACP00000025762	ENSMUSP00000030313
ENSGACP00000000947	ENSMUSP00000070834
ENSGACP00000015008	ENSMUSP00000108771
ENSGACP00000021138	ENSMUSP00000028592
ENSGACP00000002829	ENSMUSP00000048482
ENSGACP00000016338	ENSMUSP00000092409
ENSGACP00000007238	ENSMUSP00000059471
ENSGACP00000018011	ENSMUSP00000051206
ENSGACP00000026363	ENSMUSP00000051206
ENSGACP00000009301	ENSMUSP00000022462
ENSGACP00000014208	ENSMUSP00000099758
ENSGACP00000016200	ENSMUSP00000103768
ENSGACP00000005848	ENSMUSP00000046558
ENSGACP00000016757	ENSMUSP00000046558
ENSGACP00000017148	ENSMUSP00000036915
ENSGACP00000004345	ENSMUSP00000017443
ENSGACP00000006167	ENSMUSP00000069078
ENSGACP00000005154	ENSMUSP00000001611
ENSGACP00000000755	ENSMUSP00000120840
ENSGACP00000008683	ENSMUSP00000138581
ENSGACP00000011588	ENSMUSP00000071719
ENSGACP00000014090	ENSMUSP00000025101
ENSGACP00000003660	ENSMUSP00000110011
ENSGACP00000011211	ENSMUSP00000112121
ENSGACP00000018022	ENSMUSP00000018572
ENSGACP00000022573	ENSMUSP00000082374
ENSGACP00000012162	ENSMUSP00000024972
ENSGACP00000000311	ENSMUSP00000027623
ENSGACP00000012727	ENSMUSP00000059166
ENSGACP00000022095	ENSMUSP00000034079
ENSGACP00000010390	ENSMUSP00000008094
ENSGACP00000020566	ENSMUSP00000008094
ENSGACP00000005196	ENSMUSP00000081889
ENSGACP00000014636	ENSMUSP00000110822
ENSGACP00000018522	ENSMUSP00000017622
ENSGACP00000008712	ENSMUSP00000015333
ENSGACP00000009179	ENSMUSP00000072800
ENSGACP00000024779	ENSMUSP00000072800
ENSGACP00000021369	ENSMUSP00000129738
ENSGACP00000008156	ENSMUSP00000046517
ENSGACP00000004293	ENSMUSP00000125874
ENSGACP00000020088	ENSMUSP00000091312
ENSGACP00000027447	ENSMUSP00000043790
ENSGACP00000012823	ENSMUSP00000134781
ENSGACP00000015402	ENSMUSP00000043143
ENSGACP00000021157	ENSMUSP00000116575
ENSGACP00000019244	ENSMUSP00000114906
ENSGACP00000008656	ENSMUSP00000036482
ENSGACP00000003097	ENSMUSP00000138112
ENSGACP00000016218	ENSMUSP00000125288
ENSGACP00000011458	ENSMUSP00000038938
ENSGACP00000026812	ENSMUSP00000108517
ENSGACP00000014990	ENSMUSP00000030536
ENSGACP00000018818	ENSMUSP00000061835
ENSGACP00000007369	ENSMUSP00000103762
ENSGACP00000006454	ENSMUSP00000063450
ENSGACP00000025358	ENSMUSP00000032887
ENSGACP00000009210	ENSMUSP00000022998
ENSGACP00000022437	ENSMUSP00000115882
ENSGACP00000025224	ENSMUSP00000088725
ENSGACP00000021510	ENSMUSP00000034392
ENSGACP00000007975	ENSMUSP00000045437
ENSGACP00000013030	ENSMUSP00000032410
ENSGACP00000025656	ENSMUSP00000030980
ENSGACP00000007014	ENSMUSP00000107939
ENSGACP00000009279	ENSMUSP00000037484
ENSGACP00000006750	ENSMUSP00000097156
ENSGACP00000008172	ENSMUSP00000042009
ENSGACP00000018839	ENSMUSP00000038367
ENSGACP00000017598	ENSMUSP00000043390
ENSGACP00000009607	ENSMUSP00000050647
ENSGACP00000027439	ENSMUSP00000023630
ENSGACP00000019414	ENSMUSP00000099482
ENSGACP00000021534	ENSMUSP00000045948
ENSGACP00000018214	ENSMUSP00000030675
ENSGACP00000022192	ENSMUSP00000127662
ENSGACP00000009138	ENSMUSP00000023913
ENSGACP00000016163	ENSMUSP00000109109
ENSGACP00000026122	ENSMUSP00000020049
ENSGACP00000019829	ENSMUSP00000017384
ENSGACP00000004432	ENSMUSP00000038211
ENSGACP00000007580	ENSMUSP00000120658
ENSGACP00000021464	ENSMUSP00000027846
ENSGACP00000004193	ENSMUSP00000043439
ENSGACP00000014492	ENSMUSP00000104146
ENSGACP00000020374	ENSMUSP00000104496
ENSGACP00000018108	ENSMUSP00000108526
ENSGACP00000016330	ENSMUSP00000099515
ENSGACP00000020227	ENSMUSP00000040347
ENSGACP00000022451	ENSMUSP00000129441
ENSGACP00000001628	ENSMUSP00000047761
ENSGACP00000022708	ENSMUSP00000070109
ENSGACP00000025146	ENSMUSP00000023019
ENSGACP00000021048	ENSMUSP00000056485
ENSGACP00000021704	ENSMUSP00000033933
ENSGACP00000009866	ENSMUSP00000034896
ENSGACP00000012134	ENSMUSP00000095783
ENSGACP00000008556	ENSMUSP00000020493
ENSGACP00000016380	ENSMUSP00000047700
ENSGACP00000023587	ENSMUSP00000074025
ENSGACP00000008447	ENSMUSP00000087636
ENSGACP00000003826	ENSMUSP00000027257
ENSGACP00000007993	ENSMUSP00000103845
ENSGACP00000019547	ENSMUSP00000054210
ENSGACP00000005876	ENSMUSP00000054210
ENSGACP00000023850	ENSMUSP00000103068
ENSGACP00000022750	ENSMUSP00000048826
ENSGACP00000009512	ENSMUSP00000039853
ENSGACP00000007833	ENSMUSP00000024946
ENSGACP00000009219	ENSMUSP00000095572
ENSGACP00000008892	ENSMUSP00000050854
ENSGACP00000017591	ENSMUSP00000031345
ENSGACP00000022924	ENSMUSP00000028251
ENSGACP00000019710	ENSMUSP00000026823
ENSGACP00000007897	ENSMUSP00000136163
ENSGACP00000006581	ENSMUSP00000024736
ENSGACP00000010456	ENSMUSP00000046536
ENSGACP00000017166	ENSMUSP00000072018
ENSGACP00000000889	ENSMUSP00000087997
ENSGACP00000007040	ENSMUSP00000052641
ENSGACP00000009928	ENSMUSP00000062887
ENSGACP00000002774	ENSMUSP00000021313
ENSGACP00000019612	ENSMUSP00000027970
ENSGACP00000023195	ENSMUSP00000003946
ENSGACP00000013912	ENSMUSP00000126772
ENSGACP00000012753	ENSMUSP00000109236
ENSGACP00000015647	ENSMUSP00000028835
ENSGACP00000013582	ENSMUSP00000022345
ENSGACP00000016701	ENSMUSP00000069017
ENSGACP00000019697	ENSMUSP00000027357
ENSGACP00000025839	ENSMUSP00000023365
ENSGACP00000026252	ENSMUSP00000045162
ENSGACP00000014951	ENSMUSP00000045162
ENSGACP00000002754	ENSMUSP00000102929
ENSGACP00000005063	ENSMUSP00000027338
ENSGACP00000018157	ENSMUSP00000022586
ENSGACP00000019620	ENSMUSP00000032920
ENSGACP00000003024	ENSMUSP00000001757
ENSGACP00000011780	ENSMUSP00000031588
ENSGACP00000002429	ENSMUSP00000097912
ENSGACP00000003041	ENSMUSP00000048042
ENSGACP00000027326	ENSMUSP00000083341
ENSGACP00000024103	ENSMUSP00000018516
ENSGACP00000014309	ENSMUSP00000022528
ENSGACP00000000839	ENSMUSP00000031678
ENSGACP00000016998	ENSMUSP00000057905
ENSGACP00000005073	ENSMUSP00000018803
ENSGACP00000013650	ENSMUSP00000019862
ENSGACP00000011782	ENSMUSP00000076090
ENSGACP00000003822	ENSMUSP00000033173
ENSGACP00000015292	ENSMUSP00000061899
ENSGACP00000026785	ENSMUSP00000099710
ENSGACP00000002340	ENSMUSP00000022721
ENSGACP00000017668	ENSMUSP00000024763
ENSGACP00000002551	ENSMUSP00000030265
ENSGACP00000027445	ENSMUSP00000034803
ENSGACP00000015895	ENSMUSP00000029565
ENSGACP00000006555	ENSMUSP00000103857
ENSGACP00000016678	ENSMUSP00000055776
ENSGACP00000012557	ENSMUSP00000042825
ENSGACP00000015199	ENSMUSP00000038576
ENSGACP00000014339	ENSMUSP00000049124
ENSGACP00000009119	ENSMUSP00000034465
ENSGACP00000002766	ENSMUSP00000104116
ENSGACP00000004628	ENSMUSP00000134259
ENSGACP00000013249	ENSMUSP00000096898
ENSGACP00000015667	ENSMUSP00000002805
ENSGACP00000004188	ENSMUSP00000058832
ENSGACP00000001004	ENSMUSP00000025823
ENSGACP00000013295	ENSMUSP00000094808
ENSGACP00000026416	ENSMUSP00000052765
ENSGACP00000008426	ENSMUSP00000044350
ENSGACP00000005288	ENSMUSP00000037459
ENSGACP00000009584	ENSMUSP00000030661
ENSGACP00000025169	ENSMUSP00000120106
ENSGACP00000013594	ENSMUSP00000116608
ENSGACP00000000943	ENSMUSP00000089808
ENSGACP00000002792	ENSMUSP00000034429
ENSGACP00000021350	ENSMUSP00000034457
ENSGACP00000001921	ENSMUSP00000043442
ENSGACP00000003948	ENSMUSP00000132443
ENSGACP00000002881	ENSMUSP00000042391
ENSGACP00000009562	ENSMUSP00000030662
ENSGACP00000018801	ENSMUSP00000023873
ENSGACP00000003206	ENSMUSP00000084252
ENSGACP00000017081	ENSMUSP00000108131
ENSGACP00000006156	ENSMUSP00000006900
ENSGACP00000016452	ENSMUSP00000091768
ENSGACP00000023569	ENSMUSP00000056027
ENSGACP00000006036	ENSMUSP00000117583
ENSGACP00000005657	ENSMUSP00000126603
ENSGACP00000005954	ENSMUSP00000027503
ENSGACP00000024035	ENSMUSP00000053145
ENSGACP00000022099	ENSMUSP00000092839
ENSGACP00000008675	ENSMUSP00000062326
ENSGACP00000020120	ENSMUSP00000022716
ENSGACP00000026690	ENSMUSP00000109858
ENSGACP00000011291	ENSMUSP00000034393
ENSGACP00000007122	ENSMUSP00000033961
ENSGACP00000005318	ENSMUSP00000021817
ENSGACP00000026633	ENSMUSP00000020794
ENSGACP00000007506	ENSMUSP00000070548
ENSGACP00000012226	ENSMUSP00000060026
ENSGACP00000013813	ENSMUSP00000132247
ENSGACP00000008271	ENSMUSP00000046658
ENSGACP00000026477	ENSMUSP00000038375
ENSGACP00000013552	ENSMUSP00000099748
ENSGACP00000025374	ENSMUSP00000033121
ENSGACP00000004957	ENSMUSP00000065228
ENSGACP00000008349	ENSMUSP00000070098
ENSGACP00000013469	ENSMUSP00000034264
ENSGACP00000013999	ENSMUSP00000071078
ENSGACP00000014175	ENSMUSP00000048395
ENSGACP00000012454	ENSMUSP00000062410
ENSGACP00000012806	ENSMUSP00000127413
ENSGACP00000015634	ENSMUSP00000021370
ENSGACP00000007748	ENSMUSP00000095251
ENSGACP00000024260	ENSMUSP00000026986
ENSGACP00000015175	ENSMUSP00000008517
ENSGACP00000006666	ENSMUSP00000112790
ENSGACP00000008170	ENSMUSP00000060835
ENSGACP00000025265	ENSMUSP00000103518
ENSGACP00000003795	ENSMUSP00000032406
ENSGACP00000006129	ENSMUSP00000055318
ENSGACP00000018752	ENSMUSP00000079937
ENSGACP00000018134	ENSMUSP00000022601
ENSGACP00000008158	ENSMUSP00000027380
ENSGACP00000013317	ENSMUSP00000055455
ENSGACP00000009054	ENSMUSP00000124305
ENSGACP00000022611	ENSMUSP00000063461
ENSGACP00000021023	ENSMUSP00000022751
ENSGACP00000009010	ENSMUSP00000051782
ENSGACP00000006621	ENSMUSP00000120016
ENSGACP00000009314	ENSMUSP00000072788
ENSGACP00000006177	ENSMUSP00000019276
ENSGACP00000021656	ENSMUSP00000034859
ENSGACP00000016151	ENSMUSP00000099760
ENSGACP00000025554	ENSMUSP00000020488
ENSGACP00000005689	ENSMUSP00000121617
ENSGACP00000014333	ENSMUSP00000022680
ENSGACP00000005572	ENSMUSP00000023449
ENSGACP00000013461	ENSMUSP00000032485
ENSGACP00000013656	ENSMUSP00000004379
ENSGACP00000002708	ENSMUSP00000101477
ENSGACP00000012011	ENSMUSP00000028907
ENSGACP00000000794	ENSMUSP00000035304
ENSGACP00000011233	ENSMUSP00000027478
ENSGACP00000019352	ENSMUSP00000030365
ENSGACP00000025343	ENSMUSP00000043033
ENSGACP00000002821	ENSMUSP00000096880
ENSGACP00000021055	ENSMUSP00000112116
ENSGACP00000005497	ENSMUSP00000127142
ENSGACP00000022907	ENSMUSP00000065352
ENSGACP00000024284	ENSMUSP00000025490
ENSGACP00000007598	ENSMUSP00000022063
ENSGACP00000005516	ENSMUSP00000005015
ENSGACP00000024449	ENSMUSP00000020579
ENSGACP00000022182	ENSMUSP00000030360
ENSGACP00000003420	ENSMUSP00000033276
ENSGACP00000018965	ENSMUSP00000030446
ENSGACP00000006632	ENSMUSP00000095441
ENSGACP00000010294	ENSMUSP00000080512
ENSGACP00000006557	ENSMUSP00000026976
ENSGACP00000017304	ENSMUSP00000092410
ENSGACP00000017770	ENSMUSP00000113928
ENSGACP00000007177	ENSMUSP00000132516
ENSGACP00000018051	ENSMUSP00000053216
ENSGACP00000021925	ENSMUSP00000031628
ENSGACP00000006105	ENSMUSP00000132614
ENSGACP00000004230	ENSMUSP00000117971
ENSGACP00000010061	ENSMUSP00000020002
ENSGACP00000004069	ENSMUSP00000031053
ENSGACP00000002958	ENSMUSP00000109484
ENSGACP00000006725	ENSMUSP00000022135
ENSGACP00000000986	ENSMUSP00000049280
ENSGACP00000021082	ENSMUSP00000034205
ENSGACP00000019638	ENSMUSP00000036141
ENSGACP00000005295	ENSMUSP00000023213
ENSGACP00000012653	ENSMUSP00000031289
ENSGACP00000002989	ENSMUSP00000034094
ENSGACP00000011935	ENSMUSP00000103348
ENSGACP00000019961	ENSMUSP00000059056
ENSGACP00000020239	ENSMUSP00000055295
ENSGACP00000011905	ENSMUSP00000043580
ENSGACP00000011805	ENSMUSP00000065275
ENSGACP00000018564	ENSMUSP00000062811
ENSGACP00000001699	ENSMUSP00000045456
ENSGACP00000007163	ENSMUSP00000001127
ENSGACP00000025459	ENSMUSP00000055293
ENSGACP00000014950	ENSMUSP00000073171
ENSGACP00000000034	ENSMUSP00000041184
ENSGACP00000014274	ENSMUSP00000133259
ENSGACP00000002486	ENSMUSP00000021157
ENSGACP00000005113	ENSMUSP00000128141
