ENSP00000371994	ENSMUSP00000129557
ENSP00000357304	ENSMUSP00000029696
ENSP00000250454	ENSMUSP00000123698
ENSP00000305230	ENSMUSP00000027792
ENSP00000242067	ENSMUSP00000122058
ENSP00000436585	ENSMUSP00000020034
ENSP00000366934	ENSMUSP00000081133
ENSP00000337991	ENSMUSP00000059457
ENSP00000419851	ENSMUSP00000029405
ENSP00000346340	ENSMUSP00000035884
ENSP00000321987	ENSMUSP00000090022
ENSP00000413520	ENSMUSP00000102152
ENSP00000278243	ENSMUSP00000114016
ENSP00000347719	ENSMUSP00000099302
ENSP00000381198	ENSMUSP00000083926
ENSP00000354972	ENSMUSP00000022038
ENSP00000324628	ENSMUSP00000025474
ENSP00000241502	ENSMUSP00000023489
ENSP00000363714	ENSMUSP00000103234
ENSP00000420182	ENSMUSP00000029346
ENSP00000256379	ENSMUSP00000002756
ENSP00000296266	ENSMUSP00000045468
ENSP00000362068	ENSMUSP00000063201
ENSP00000313953	ENSMUSP00000024882
ENSP00000315775	ENSMUSP00000034203
ENSP00000286353	ENSMUSP00000113210
ENSP00000246166	ENSMUSP00000035498
ENSP00000314132	ENSMUSP00000027499
ENSP00000334229	ENSMUSP00000107388
ENSP00000349658	ENSMUSP00000038331
ENSP00000283033	ENSMUSP00000041113
ENSP00000352706	ENSMUSP00000045606
ENSP00000419004	ENSMUSP00000029358
ENSP00000040877	ENSMUSP00000129815
ENSP00000397598	ENSMUSP00000036032
ENSP00000373715	ENSMUSP00000025350
ENSP00000367343	ENSMUSP00000030189
ENSP00000346659	ENSMUSP00000032633
ENSP00000264670	ENSMUSP00000105321
ENSP00000219139	ENSMUSP00000034361
ENSP00000327467	ENSMUSP00000023086
ENSP00000262120	ENSMUSP00000024906
ENSP00000463762	ENSMUSP00000067324
ENSP00000362656	ENSMUSP00000037735
ENSP00000268854	ENSMUSP00000048802
ENSP00000362153	ENSMUSP00000030684
ENSP00000367770	ENSMUSP00000019143
ENSP00000379654	ENSMUSP00000087770
ENSP00000370200	ENSMUSP00000030206
ENSP00000309836	ENSMUSP00000114787
ENSP00000327234	ENSMUSP00000028834
ENSP00000348020	ENSMUSP00000129900
ENSP00000391211	ENSMUSP00000030769
ENSP00000445508	ENSMUSP00000110645
ENSP00000355388	ENSMUSP00000112170
ENSP00000355013	ENSMUSP00000005749
ENSP00000262210	ENSMUSP00000068804
ENSP00000370377	ENSMUSP00000021611
ENSP00000322469	ENSMUSP00000076255
ENSP00000410269	ENSMUSP00000128705
ENSP00000417626	ENSMUSP00000098969
ENSP00000262554	ENSMUSP00000021920
ENSP00000416250	ENSMUSP00000031334
ENSP00000462945	ENSMUSP00000042792
ENSP00000280557	ENSMUSP00000023869
ENSP00000356071	ENSMUSP00000095043
ENSP00000287706	ENSMUSP00000023362
ENSP00000386597	ENSMUSP00000056282
ENSP00000301364	ENSMUSP00000039027
ENSP00000315568	ENSMUSP00000031805
ENSP00000330485	ENSMUSP00000128650
ENSP00000312304	ENSMUSP00000021806
ENSP00000363397	ENSMUSP00000030074
ENSP00000274368	ENSMUSP00000042578
ENSP00000242591	ENSMUSP00000031426
ENSP00000227474	ENSMUSP00000034615
ENSP00000355629	ENSMUSP00000034460
ENSP00000257829	ENSMUSP00000028608
ENSP00000446252	ENSMUSP00000007012
ENSP00000220853	ENSMUSP00000022962
ENSP00000293288	ENSMUSP00000033093
ENSP00000359050	ENSMUSP00000048454
ENSP00000064724	ENSMUSP00000042181
ENSP00000323720	ENSMUSP00000094239
ENSP00000349640	ENSMUSP00000043901
ENSP00000325017	ENSMUSP00000042260
ENSP00000303279	ENSMUSP00000027921
ENSP00000216297	ENSMUSP00000042283
ENSP00000292180	ENSMUSP00000122252
ENSP00000378099	ENSMUSP00000090926
ENSP00000273158	ENSMUSP00000035106
ENSP00000227868	ENSMUSP00000011058
ENSP00000310042	ENSMUSP00000059678
ENSP00000204517	ENSMUSP00000005862
ENSP00000361608	ENSMUSP00000131843
ENSP00000362334	ENSMUSP00000030642
ENSP00000465213	ENSMUSP00000032585
ENSP00000269221	ENSMUSP00000025276
ENSP00000262027	ENSMUSP00000130666
ENSP00000359198	ENSMUSP00000016488
ENSP00000418268	ENSMUSP00000100050
ENSP00000025008	ENSMUSP00000027040
ENSP00000231790	ENSMUSP00000035079
ENSP00000420306	ENSMUSP00000045580
ENSP00000260665	ENSMUSP00000107927
ENSP00000327077	ENSMUSP00000039709
ENSP00000389277	ENSMUSP00000023749
ENSP00000263187	ENSMUSP00000005630
ENSP00000327179	ENSMUSP00000048377
ENSP00000354125	ENSMUSP00000098076
ENSP00000354812	ENSMUSP00000097793
ENSP00000297579	ENSMUSP00000022909
ENSP00000210313	ENSMUSP00000028225
ENSP00000440586	ENSMUSP00000031355
ENSP00000360828	ENSMUSP00000018143
ENSP00000256538	ENSMUSP00000099601
ENSP00000318861	ENSMUSP00000025774
ENSP00000475301	ENSMUSP00000034644
ENSP00000254286	ENSMUSP00000021479
ENSP00000260102	ENSMUSP00000115512
ENSP00000251871	ENSMUSP00000034411
ENSP00000465757	ENSMUSP00000041033
ENSP00000220058	ENSMUSP00000074347
ENSP00000360483	ENSMUSP00000120365
ENSP00000401435	ENSMUSP00000061317
ENSP00000356104	ENSMUSP00000108012
ENSP00000260570	ENSMUSP00000049335
ENSP00000355518	ENSMUSP00000027810
ENSP00000298097	ENSMUSP00000035948
ENSP00000356549	ENSMUSP00000056948
ENSP00000361569	ENSMUSP00000132594
ENSP00000354501	ENSMUSP00000064226
ENSP00000457703	ENSMUSP00000126019
ENSP00000250498	ENSMUSP00000122366
ENSP00000454973	ENSMUSP00000043411
ENSP00000296529	ENSMUSP00000029568
ENSP00000320658	ENSMUSP00000055277
ENSP00000358563	ENSMUSP00000033776
ENSP00000301905	ENSMUSP00000022612
ENSP00000225388	ENSMUSP00000098365
ENSP00000348472	ENSMUSP00000035265
ENSP00000354957	ENSMUSP00000084837
ENSP00000466214	ENSMUSP00000113761
ENSP00000327890	ENSMUSP00000088079
ENSP00000337313	ENSMUSP00000031376
ENSP00000223528	ENSMUSP00000114699
ENSP00000257626	ENSMUSP00000043679
ENSP00000216037	ENSMUSP00000054852
ENSP00000420608	ENSMUSP00000137103
ENSP00000342570	ENSMUSP00000118772
ENSP00000246505	ENSMUSP00000133204
ENSP00000278618	ENSMUSP00000053971
ENSP00000295213	ENSMUSP00000064308
ENSP00000262460	ENSMUSP00000028948
ENSP00000216194	ENSMUSP00000023043
ENSP00000322450	ENSMUSP00000042967
ENSP00000278360	ENSMUSP00000028612
ENSP00000362105	ENSMUSP00000030738
ENSP00000297990	ENSMUSP00000030138
ENSP00000256383	ENSMUSP00000071214
ENSP00000273390	ENSMUSP00000023501
ENSP00000385334	ENSMUSP00000031534
ENSP00000360316	ENSMUSP00000038063
ENSP00000308597	ENSMUSP00000128874
ENSP00000263579	ENSMUSP00000034539
ENSP00000240079	ENSMUSP00000020248
ENSP00000264995	ENSMUSP00000035177
ENSP00000223215	ENSMUSP00000129639
ENSP00000358307	ENSMUSP00000071370
ENSP00000263578	ENSMUSP00000038924
ENSP00000225402	ENSMUSP00000018841
ENSP00000460348	ENSMUSP00000018449
ENSP00000405068	ENSMUSP00000038382
ENSP00000361616	ENSMUSP00000119330
ENSP00000315700	ENSMUSP00000023666
ENSP00000315644	ENSMUSP00000026846
ENSP00000331487	ENSMUSP00000035851
ENSP00000325919	ENSMUSP00000025418
ENSP00000257934	ENSMUSP00000064465
ENSP00000264538	ENSMUSP00000046645
ENSP00000339435	ENSMUSP00000067552
ENSP00000339356	ENSMUSP00000093732
ENSP00000349477	ENSMUSP00000032207
ENSP00000386394	ENSMUSP00000084799
ENSP00000277746	ENSMUSP00000097254
ENSP00000359299	ENSMUSP00000036507
ENSP00000222574	ENSMUSP00000131158
ENSP00000396749	ENSMUSP00000010597
ENSP00000210060	ENSMUSP00000077733
ENSP00000363972	ENSMUSP00000041236
ENSP00000359939	ENSMUSP00000074756
ENSP00000351118	ENSMUSP00000127292
ENSP00000223129	ENSMUSP00000012627
ENSP00000312066	ENSMUSP00000021133
ENSP00000351811	ENSMUSP00000113854
ENSP00000294952	ENSMUSP00000048443
ENSP00000261250	ENSMUSP00000032497
ENSP00000376417	ENSMUSP00000125583
ENSP00000420588	ENSMUSP00000090086
ENSP00000355899	ENSMUSP00000001339
ENSP00000376587	ENSMUSP00000029402
ENSP00000436773	ENSMUSP00000010421
ENSP00000322304	ENSMUSP00000076790
ENSP00000408295	ENSMUSP00000083652
ENSP00000373846	ENSMUSP00000038775
ENSP00000257700	ENSMUSP00000030852
ENSP00000295321	ENSMUSP00000025243
ENSP00000251038	ENSMUSP00000105732
ENSP00000258455	ENSMUSP00000056855
ENSP00000300151	ENSMUSP00000128915
ENSP00000317721	ENSMUSP00000017597
ENSP00000274849	ENSMUSP00000045888
ENSP00000362576	ENSMUSP00000001365
ENSP00000334851	ENSMUSP00000066614
ENSP00000328023	ENSMUSP00000034541
ENSP00000359049	ENSMUSP00000054829
ENSP00000452181	ENSMUSP00000072527
ENSP00000354525	ENSMUSP00000114111
ENSP00000344683	ENSMUSP00000099441
ENSP00000234420	ENSMUSP00000005503
ENSP00000265107	ENSMUSP00000037340
ENSP00000355827	ENSMUSP00000054718
ENSP00000368245	ENSMUSP00000109609
ENSP00000264108	ENSMUSP00000028408
ENSP00000266534	ENSMUSP00000079038
ENSP00000355506	ENSMUSP00000039376
ENSP00000380460	ENSMUSP00000102724
ENSP00000264639	ENSMUSP00000017365
ENSP00000303058	ENSMUSP00000062433
ENSP00000388920	ENSMUSP00000033973
ENSP00000389182	ENSMUSP00000025714
ENSP00000415433	ENSMUSP00000029650
ENSP00000272322	ENSMUSP00000006221
ENSP00000325377	ENSMUSP00000025264
ENSP00000363929	ENSMUSP00000105295
ENSP00000359837	ENSMUSP00000101706
ENSP00000380911	ENSMUSP00000020212
ENSP00000359127	ENSMUSP00000043730
ENSP00000420714	ENSMUSP00000120075
ENSP00000377298	ENSMUSP00000081912
ENSP00000377040	ENSMUSP00000031707
ENSP00000329452	ENSMUSP00000106308
ENSP00000358072	ENSMUSP00000044769
ENSP00000311984	ENSMUSP00000033901
ENSP00000354774	ENSMUSP00000022497
ENSP00000366939	ENSMUSP00000028910
ENSP00000281543	ENSMUSP00000084480
ENSP00000261745	ENSMUSP00000038977
ENSP00000456340	ENSMUSP00000032839
ENSP00000333947	ENSMUSP00000076682
ENSP00000420256	ENSMUSP00000039750
ENSP00000331556	ENSMUSP00000098840
ENSP00000367755	ENSMUSP00000092811
ENSP00000349576	ENSMUSP00000126733
ENSP00000380877	ENSMUSP00000063272
ENSP00000224073	ENSMUSP00000015236
ENSP00000263209	ENSMUSP00000111296
ENSP00000287218	ENSMUSP00000063158
ENSP00000450607	ENSMUSP00000058021
ENSP00000356211	ENSMUSP00000046786
ENSP00000294179	ENSMUSP00000134854
ENSP00000258417	ENSMUSP00000027434
ENSP00000420484	ENSMUSP00000130802
ENSP00000222968	ENSMUSP00000031627
ENSP00000377696	ENSMUSP00000023432
ENSP00000279036	ENSMUSP00000099390
ENSP00000318775	ENSMUSP00000031072
ENSP00000354826	ENSMUSP00000110673
ENSP00000418008	ENSMUSP00000035034
ENSP00000246515	ENSMUSP00000023261
ENSP00000352163	ENSMUSP00000023260
ENSP00000322242	ENSMUSP00000107725
ENSP00000329794	ENSMUSP00000108741
ENSP00000261858	ENSMUSP00000034785
ENSP00000353165	ENSMUSP00000065631
ENSP00000263256	ENSMUSP00000121504
ENSP00000220763	ENSMUSP00000039046
ENSP00000362481	ENSMUSP00000085175
ENSP00000249923	ENSMUSP00000033012
ENSP00000396673	ENSMUSP00000021048
ENSP00000370222	ENSMUSP00000031654
ENSP00000298310	ENSMUSP00000021368
ENSP00000352678	ENSMUSP00000020273
ENSP00000346809	ENSMUSP00000095346
ENSP00000453403	ENSMUSP00000068713
ENSP00000296318	ENSMUSP00000036076
ENSP00000344071	ENSMUSP00000049997
ENSP00000364270	ENSMUSP00000030013
ENSP00000261208	ENSMUSP00000123336
ENSP00000388457	ENSMUSP00000023426
ENSP00000425048	ENSMUSP00000025383
ENSP00000256398	ENSMUSP00000022609
ENSP00000361708	ENSMUSP00000061875
ENSP00000361745	ENSMUSP00000047474
ENSP00000379845	ENSMUSP00000063548
ENSP00000437738	ENSMUSP00000062413
ENSP00000368025	ENSMUSP00000120285
ENSP00000386452	ENSMUSP00000097947
ENSP00000228284	ENSMUSP00000019118
ENSP00000310933	ENSMUSP00000069350
ENSP00000370761	ENSMUSP00000039433
ENSP00000361411	ENSMUSP00000068677
ENSP00000295079	ENSMUSP00000027114
ENSP00000265038	ENSMUSP00000059211
ENSP00000215754	ENSMUSP00000041149
ENSP00000408429	ENSMUSP00000049284
ENSP00000250124	ENSMUSP00000018905
ENSP00000442573	ENSMUSP00000056105
ENSP00000323046	ENSMUSP00000030003
ENSP00000442050	ENSMUSP00000026129
ENSP00000355599	ENSMUSP00000075290
ENSP00000401191	ENSMUSP00000083146
ENSP00000342262	ENSMUSP00000046732
ENSP00000252455	ENSMUSP00000003493
ENSP00000219240	ENSMUSP00000070303
ENSP00000438748	ENSMUSP00000020801
ENSP00000365522	ENSMUSP00000022032
ENSP00000342510	ENSMUSP00000023270
ENSP00000432412	ENSMUSP00000076081
ENSP00000264866	ENSMUSP00000040585
ENSP00000262990	ENSMUSP00000034147
ENSP00000350333	ENSMUSP00000025109
ENSP00000367202	ENSMUSP00000030198
ENSP00000268719	ENSMUSP00000064926
ENSP00000361311	ENSMUSP00000061523
ENSP00000353104	ENSMUSP00000116098
ENSP00000246548	ENSMUSP00000099807
ENSP00000263663	ENSMUSP00000075339
ENSP00000225410	ENSMUSP00000099484
ENSP00000320503	ENSMUSP00000049146
ENSP00000264029	ENSMUSP00000034609
ENSP00000265881	ENSMUSP00000034524
ENSP00000378588	ENSMUSP00000126298
ENSP00000313490	ENSMUSP00000021282
ENSP00000303468	ENSMUSP00000031077
ENSP00000457258	ENSMUSP00000105183
ENSP00000314649	ENSMUSP00000040591
ENSP00000353098	ENSMUSP00000062843
ENSP00000424328	ENSMUSP00000022245
ENSP00000452007	ENSMUSP00000021667
ENSP00000297591	ENSMUSP00000103943
ENSP00000276590	ENSMUSP00000027071
ENSP00000371475	ENSMUSP00000106278
ENSP00000263092	ENSMUSP00000114682
ENSP00000422354	ENSMUSP00000029651
ENSP00000364188	ENSMUSP00000030538
ENSP00000267750	ENSMUSP00000028551
ENSP00000216489	ENSMUSP00000124565
ENSP00000238855	ENSMUSP00000036778
ENSP00000306548	ENSMUSP00000130722
ENSP00000360488	ENSMUSP00000070534
ENSP00000355205	ENSMUSP00000051845
ENSP00000256897	ENSMUSP00000022030
ENSP00000312122	ENSMUSP00000032440
ENSP00000417602	ENSMUSP00000048078
ENSP00000339881	ENSMUSP00000039301
ENSP00000416583	ENSMUSP00000084959
ENSP00000385689	ENSMUSP00000086321
ENSP00000401399	ENSMUSP00000035092
ENSP00000343742	ENSMUSP00000061345
ENSP00000296238	ENSMUSP00000057368
ENSP00000358283	ENSMUSP00000100059
ENSP00000265465	ENSMUSP00000025752
ENSP00000299335	ENSMUSP00000020851
ENSP00000445768	ENSMUSP00000045103
ENSP00000371535	ENSMUSP00000031069
ENSP00000333938	ENSMUSP00000037120
ENSP00000366672	ENSMUSP00000028917
ENSP00000290810	ENSMUSP00000034349
ENSP00000386156	ENSMUSP00000129789
ENSP00000259239	ENSMUSP00000027303
ENSP00000240423	ENSMUSP00000106017
ENSP00000454264	ENSMUSP00000070265
ENSP00000430338	ENSMUSP00000038418
ENSP00000308820	ENSMUSP00000056990
ENSP00000264734	ENSMUSP00000124528
ENSP00000329933	ENSMUSP00000044990
ENSP00000422473	ENSMUSP00000042852
ENSP00000305810	ENSMUSP00000109761
ENSP00000454852	ENSMUSP00000067200
ENSP00000296658	ENSMUSP00000070314
ENSP00000423995	ENSMUSP00000048244
ENSP00000347345	ENSMUSP00000023113
ENSP00000297873	ENSMUSP00000039080
ENSP00000239690	ENSMUSP00000042746
ENSP00000367299	ENSMUSP00000033866
ENSP00000274813	ENSMUSP00000130941
ENSP00000415332	ENSMUSP00000099721
ENSP00000340896	ENSMUSP00000070957
ENSP00000384092	ENSMUSP00000020990
ENSP00000273037	ENSMUSP00000032461
ENSP00000368887	ENSMUSP00000040846
ENSP00000377486	ENSMUSP00000032124
ENSP00000368965	ENSMUSP00000040356
ENSP00000262726	ENSMUSP00000114909
ENSP00000311977	ENSMUSP00000007747
ENSP00000355536	ENSMUSP00000097442
ENSP00000357565	ENSMUSP00000037121
ENSP00000265044	ENSMUSP00000029414
ENSP00000411010	ENSMUSP00000045043
ENSP00000261434	ENSMUSP00000031101
ENSP00000331044	ENSMUSP00000027992
ENSP00000457206	ENSMUSP00000126878
ENSP00000164305	ENSMUSP00000139269
ENSP00000209873	ENSMUSP00000044604
ENSP00000430494	ENSMUSP00000021993
ENSP00000278200	ENSMUSP00000049044
ENSP00000298248	ENSMUSP00000022517
ENSP00000375978	ENSMUSP00000027379
ENSP00000328236	ENSMUSP00000031366
ENSP00000300738	ENSMUSP00000033283
ENSP00000356475	ENSMUSP00000039422
ENSP00000296786	ENSMUSP00000099859
ENSP00000358616	ENSMUSP00000025997
ENSP00000307939	ENSMUSP00000054033
ENSP00000353549	ENSMUSP00000047950
ENSP00000425809	ENSMUSP00000070871
ENSP00000230449	ENSMUSP00000100010
ENSP00000289382	ENSMUSP00000125638
ENSP00000262294	ENSMUSP00000049057
ENSP00000263274	ENSMUSP00000136972
ENSP00000239891	ENSMUSP00000035879
ENSP00000310111	ENSMUSP00000099544
ENSP00000299157	ENSMUSP00000020149
ENSP00000294008	ENSMUSP00000038871
ENSP00000434466	ENSMUSP00000026126
ENSP00000451211	ENSMUSP00000020163
ENSP00000363944	ENSMUSP00000078901
ENSP00000385675	ENSMUSP00000026845
ENSP00000166345	ENSMUSP00000022053
ENSP00000372088	ENSMUSP00000028795
ENSP00000369411	ENSMUSP00000039621
ENSP00000364037	ENSMUSP00000132498
ENSP00000287025	ENSMUSP00000021991
ENSP00000349016	ENSMUSP00000099506
ENSP00000265896	ENSMUSP00000022977
ENSP00000225726	ENSMUSP00000002043
ENSP00000268124	ENSMUSP00000073551
ENSP00000355086	ENSMUSP00000041851
ENSP00000330391	ENSMUSP00000056287
ENSP00000299886	ENSMUSP00000018805
ENSP00000263083	ENSMUSP00000042162
ENSP00000318318	ENSMUSP00000034856
ENSP00000377532	ENSMUSP00000063825
ENSP00000384302	ENSMUSP00000048337
ENSP00000261884	ENSMUSP00000112385
ENSP00000385025	ENSMUSP00000055926
ENSP00000377036	ENSMUSP00000046837
ENSP00000446514	ENSMUSP00000091432
ENSP00000454261	ENSMUSP00000023400
ENSP00000387122	ENSMUSP00000065423
ENSP00000263956	ENSMUSP00000039420
ENSP00000354848	ENSMUSP00000065160
ENSP00000305442	ENSMUSP00000058990
ENSP00000297431	ENSMUSP00000030872
ENSP00000476948	ENSMUSP00000070209
ENSP00000310520	ENSMUSP00000023206
ENSP00000333551	ENSMUSP00000033875
ENSP00000375914	ENSMUSP00000137770
ENSP00000339245	ENSMUSP00000039133
ENSP00000333934	ENSMUSP00000019927
ENSP00000245544	ENSMUSP00000021085
ENSP00000357879	ENSMUSP00000102857
ENSP00000395196	ENSMUSP00000033159
ENSP00000381064	ENSMUSP00000034328
ENSP00000296805	ENSMUSP00000125656
ENSP00000342924	ENSMUSP00000037000
ENSP00000356375	ENSMUSP00000045570
ENSP00000247178	ENSMUSP00000039047
ENSP00000222800	ENSMUSP00000043041
ENSP00000362166	ENSMUSP00000053543
ENSP00000351947	ENSMUSP00000031984
ENSP00000262764	ENSMUSP00000121973
ENSP00000370345	ENSMUSP00000031651
ENSP00000285021	ENSMUSP00000032182
ENSP00000264255	ENSMUSP00000125491
ENSP00000361965	ENSMUSP00000017841
ENSP00000334145	ENSMUSP00000029771
ENSP00000475727	ENSMUSP00000137280
ENSP00000245680	ENSMUSP00000027580
ENSP00000397441	ENSMUSP00000048603
ENSP00000372326	ENSMUSP00000025484
ENSP00000355964	ENSMUSP00000106480
ENSP00000356548	ENSMUSP00000019950
ENSP00000442770	ENSMUSP00000031420
ENSP00000295030	ENSMUSP00000020523
ENSP00000390621	ENSMUSP00000032701
ENSP00000442436	ENSMUSP00000082646
ENSP00000432327	ENSMUSP00000038216
ENSP00000334594	ENSMUSP00000034111
ENSP00000386541	ENSMUSP00000028278
ENSP00000328203	ENSMUSP00000040001
ENSP00000260803	ENSMUSP00000070991
ENSP00000392913	ENSMUSP00000021405
ENSP00000414237	ENSMUSP00000018212
ENSP00000216122	ENSMUSP00000126135
ENSP00000382071	ENSMUSP00000130981
ENSP00000361162	ENSMUSP00000030451
ENSP00000395995	ENSMUSP00000128736
ENSP00000261597	ENSMUSP00000024851
ENSP00000216832	ENSMUSP00000021381
ENSP00000381240	ENSMUSP00000093436
ENSP00000381937	ENSMUSP00000103712
ENSP00000315351	ENSMUSP00000095235
ENSP00000264499	ENSMUSP00000103791
ENSP00000283109	ENSMUSP00000024620
ENSP00000307143	ENSMUSP00000023682
ENSP00000414851	ENSMUSP00000025120
ENSP00000292614	ENSMUSP00000038505
ENSP00000423067	ENSMUSP00000052465
ENSP00000321810	ENSMUSP00000099709
ENSP00000385312	ENSMUSP00000137534
ENSP00000222567	ENSMUSP00000020877
ENSP00000286070	ENSMUSP00000040420
ENSP00000362018	ENSMUSP00000079851
ENSP00000291576	ENSMUSP00000045812
ENSP00000315774	ENSMUSP00000074600
ENSP00000377895	ENSMUSP00000047541
ENSP00000333666	ENSMUSP00000020957
ENSP00000255764	ENSMUSP00000022089
ENSP00000356563	ENSMUSP00000019945
ENSP00000360540	ENSMUSP00000127961
ENSP00000339404	ENSMUSP00000052351
ENSP00000322180	ENSMUSP00000023059
ENSP00000448054	ENSMUSP00000129728
ENSP00000345917	ENSMUSP00000084791
ENSP00000223029	ENSMUSP00000031613
ENSP00000418842	ENSMUSP00000023085
ENSP00000362061	ENSMUSP00000131932
ENSP00000306817	ENSMUSP00000031018
ENSP00000330188	ENSMUSP00000138691
ENSP00000006658	ENSMUSP00000042572
ENSP00000252115	ENSMUSP00000054548
ENSP00000346437	ENSMUSP00000133215
ENSP00000245934	ENSMUSP00000023882
ENSP00000081029	ENSMUSP00000048348
ENSP00000362456	ENSMUSP00000033577
ENSP00000344223	ENSMUSP00000095965
ENSP00000261245	ENSMUSP00000021523
ENSP00000323527	ENSMUSP00000026699
ENSP00000359258	ENSMUSP00000029769
ENSP00000457788	ENSMUSP00000125478
ENSP00000366221	ENSMUSP00000112978
ENSP00000377252	ENSMUSP00000073462
ENSP00000368872	ENSMUSP00000129505
ENSP00000359403	ENSMUSP00000042606
ENSP00000326003	ENSMUSP00000050395
ENSP00000401566	ENSMUSP00000022344
ENSP00000411418	ENSMUSP00000042070
ENSP00000412698	ENSMUSP00000130900
ENSP00000264027	ENSMUSP00000057354
ENSP00000023939	ENSMUSP00000029005
ENSP00000285667	ENSMUSP00000048817
ENSP00000261396	ENSMUSP00000048084
ENSP00000262193	ENSMUSP00000014913
ENSP00000231948	ENSMUSP00000061604
ENSP00000376597	ENSMUSP00000028098
ENSP00000363189	ENSMUSP00000101527
ENSP00000303992	ENSMUSP00000032183
ENSP00000415528	ENSMUSP00000044087
ENSP00000359160	ENSMUSP00000047320
ENSP00000384290	ENSMUSP00000047334
ENSP00000385579	ENSMUSP00000044265
ENSP00000320359	ENSMUSP00000008131
ENSP00000288710	ENSMUSP00000098992
ENSP00000263774	ENSMUSP00000005647
ENSP00000297440	ENSMUSP00000026975
ENSP00000264451	ENSMUSP00000124047
ENSP00000299314	ENSMUSP00000020251
ENSP00000360412	ENSMUSP00000025963
ENSP00000360262	ENSMUSP00000078216
ENSP00000205214	ENSMUSP00000113792
ENSP00000306106	ENSMUSP00000098631
ENSP00000300452	ENSMUSP00000028137
ENSP00000265052	ENSMUSP00000127374
ENSP00000274606	ENSMUSP00000120014
ENSP00000288111	ENSMUSP00000002403
ENSP00000328938	ENSMUSP00000073102
ENSP00000366953	ENSMUSP00000117082
ENSP00000305459	ENSMUSP00000093173
ENSP00000252934	ENSMUSP00000132450
ENSP00000221462	ENSMUSP00000060233
ENSP00000360149	ENSMUSP00000095574
ENSP00000276533	ENSMUSP00000033950
ENSP00000385722	ENSMUSP00000072406
ENSP00000385215	ENSMUSP00000091319
ENSP00000465638	ENSMUSP00000090464
ENSP00000361057	ENSMUSP00000015011
ENSP00000219315	ENSMUSP00000034096
ENSP00000376989	ENSMUSP00000110975
ENSP00000210444	ENSMUSP00000030018
ENSP00000220584	ENSMUSP00000055313
ENSP00000297145	ENSMUSP00000040578
ENSP00000288912	ENSMUSP00000113309
ENSP00000323099	ENSMUSP00000044831
ENSP00000260403	ENSMUSP00000064310
ENSP00000335144	ENSMUSP00000111484
ENSP00000309430	ENSMUSP00000044871
ENSP00000264808	ENSMUSP00000031976
ENSP00000336817	ENSMUSP00000080979
ENSP00000377700	ENSMUSP00000023431
ENSP00000411253	ENSMUSP00000004576
ENSP00000309031	ENSMUSP00000051248
ENSP00000396441	ENSMUSP00000132699
ENSP00000343190	ENSMUSP00000082856
ENSP00000291574	ENSMUSP00000000384
ENSP00000264711	ENSMUSP00000020986
ENSP00000378294	ENSMUSP00000025215
ENSP00000302768	ENSMUSP00000026520
ENSP00000295117	ENSMUSP00000020754
ENSP00000470252	ENSMUSP00000003527
ENSP00000163416	ENSMUSP00000137305
ENSP00000378360	ENSMUSP00000044556
ENSP00000365777	ENSMUSP00000069774
ENSP00000039007	ENSMUSP00000056152
ENSP00000235307	ENSMUSP00000036406
ENSP00000326200	ENSMUSP00000056923
ENSP00000353538	ENSMUSP00000126560
ENSP00000366702	ENSMUSP00000030811
ENSP00000301329	ENSMUSP00000017430
ENSP00000364956	ENSMUSP00000081221
ENSP00000368664	ENSMUSP00000022595
ENSP00000320646	ENSMUSP00000015160
ENSP00000326424	ENSMUSP00000033415
ENSP00000219368	ENSMUSP00000043597
ENSP00000354361	ENSMUSP00000043780
ENSP00000234170	ENSMUSP00000024885
ENSP00000386609	ENSMUSP00000134266
ENSP00000184956	ENSMUSP00000001002
ENSP00000366396	ENSMUSP00000028921
ENSP00000263360	ENSMUSP00000102853
ENSP00000367697	ENSMUSP00000033313
ENSP00000285398	ENSMUSP00000025241
ENSP00000346466	ENSMUSP00000079974
ENSP00000353942	ENSMUSP00000053972
ENSP00000273359	ENSMUSP00000065282
ENSP00000251496	ENSMUSP00000112871
ENSP00000260953	ENSMUSP00000050907
ENSP00000229447	ENSMUSP00000019896
ENSP00000174618	ENSMUSP00000000291
ENSP00000305924	ENSMUSP00000021631
ENSP00000263773	ENSMUSP00000013759
ENSP00000349305	ENSMUSP00000081880
ENSP00000272321	ENSMUSP00000020568
ENSP00000295148	ENSMUSP00000082948
ENSP00000419665	ENSMUSP00000031971
ENSP00000329715	ENSMUSP00000020741
ENSP00000216252	ENSMUSP00000023117
ENSP00000264279	ENSMUSP00000027174
ENSP00000357998	ENSMUSP00000019937
ENSP00000419005	ENSMUSP00000082691
ENSP00000359042	ENSMUSP00000029480
ENSP00000309790	ENSMUSP00000052109
ENSP00000382834	ENSMUSP00000020530
ENSP00000281701	ENSMUSP00000027797
ENSP00000333946	ENSMUSP00000105905
ENSP00000311827	ENSMUSP00000082270
ENSP00000411250	ENSMUSP00000099388
ENSP00000393139	ENSMUSP00000113385
ENSP00000217446	ENSMUSP00000076816
ENSP00000301761	ENSMUSP00000025570
ENSP00000226760	ENSMUSP00000048053
ENSP00000216465	ENSMUSP00000053540
ENSP00000244426	ENSMUSP00000001402
ENSP00000244217	ENSMUSP00000047855
ENSP00000370194	ENSMUSP00000036696
