ENSGACP00000003450	ENSMODP00000016222
ENSGACP00000020720	ENSMODP00000015544
ENSGACP00000003786	ENSMODP00000016665
ENSGACP00000001263	ENSMODP00000005224
ENSGACP00000010641	ENSMODP00000018709
ENSGACP00000014524	ENSMODP00000012561
ENSGACP00000010497	ENSMODP00000009566
ENSGACP00000020065	ENSMODP00000018670
ENSGACP00000003307	ENSMODP00000019000
ENSGACP00000019989	ENSMODP00000019070
ENSGACP00000006263	ENSMODP00000032612
ENSGACP00000005868	ENSMODP00000003607
ENSGACP00000027056	ENSMODP00000031186
ENSGACP00000005047	ENSMODP00000015614
ENSGACP00000025424	ENSMODP00000020853
ENSGACP00000000765	ENSMODP00000018025
ENSGACP00000005693	ENSMODP00000018025
ENSGACP00000009561	ENSMODP00000008570
ENSGACP00000009808	ENSMODP00000004261
ENSGACP00000009642	ENSMODP00000014065
ENSGACP00000019315	ENSMODP00000018902
ENSGACP00000008930	ENSMODP00000027050
ENSGACP00000004941	ENSMODP00000014011
ENSGACP00000020045	ENSMODP00000009655
ENSGACP00000000398	ENSMODP00000014009
ENSGACP00000004525	ENSMODP00000010735
ENSGACP00000011632	ENSMODP00000000120
ENSGACP00000023222	ENSMODP00000019410
ENSGACP00000023312	ENSMODP00000010151
ENSGACP00000013680	ENSMODP00000021663
ENSGACP00000026023	ENSMODP00000006256
ENSGACP00000024327	ENSMODP00000025963
ENSGACP00000026758	ENSMODP00000024095
ENSGACP00000019775	ENSMODP00000008525
ENSGACP00000007943	ENSMODP00000023189
ENSGACP00000026784	ENSMODP00000000493
ENSGACP00000023410	ENSMODP00000040913
ENSGACP00000001276	ENSMODP00000001649
ENSGACP00000017502	ENSMODP00000024311
ENSGACP00000001346	ENSMODP00000010490
ENSGACP00000002857	ENSMODP00000019306
ENSGACP00000003164	ENSMODP00000024152
ENSGACP00000021531	ENSMODP00000030128
ENSGACP00000006812	ENSMODP00000010126
ENSGACP00000026496	ENSMODP00000010016
ENSGACP00000021922	ENSMODP00000002450
ENSGACP00000014145	ENSMODP00000019556
ENSGACP00000003469	ENSMODP00000014319
ENSGACP00000005765	ENSMODP00000002187
ENSGACP00000007121	ENSMODP00000024017
ENSGACP00000001929	ENSMODP00000012164
ENSGACP00000006941	ENSMODP00000023873
ENSGACP00000007668	ENSMODP00000016231
ENSGACP00000002661	ENSMODP00000003018
ENSGACP00000009830	ENSMODP00000021601
ENSGACP00000015377	ENSMODP00000036544
ENSGACP00000020723	ENSMODP00000024104
ENSGACP00000015587	ENSMODP00000014508
ENSGACP00000026506	ENSMODP00000036684
ENSGACP00000008255	ENSMODP00000000574
ENSGACP00000006161	ENSMODP00000000254
ENSGACP00000007696	ENSMODP00000013425
ENSGACP00000014379	ENSMODP00000002420
ENSGACP00000006507	ENSMODP00000006926
ENSGACP00000005223	ENSMODP00000015369
ENSGACP00000022433	ENSMODP00000035015
ENSGACP00000019365	ENSMODP00000003809
ENSGACP00000006738	ENSMODP00000004361
ENSGACP00000001402	ENSMODP00000008962
ENSGACP00000006598	ENSMODP00000022583
ENSGACP00000024731	ENSMODP00000035727
ENSGACP00000019259	ENSMODP00000005940
ENSGACP00000001106	ENSMODP00000020155
ENSGACP00000014697	ENSMODP00000003075
ENSGACP00000008940	ENSMODP00000001494
ENSGACP00000002026	ENSMODP00000009967
ENSGACP00000001468	ENSMODP00000016807
ENSGACP00000024393	ENSMODP00000025119
ENSGACP00000011851	ENSMODP00000003837
ENSGACP00000026202	ENSMODP00000010981
ENSGACP00000012798	ENSMODP00000000503
ENSGACP00000006545	ENSMODP00000010585
ENSGACP00000008031	ENSMODP00000017111
ENSGACP00000011457	ENSMODP00000019210
ENSGACP00000026010	ENSMODP00000021478
ENSGACP00000013497	ENSMODP00000025319
ENSGACP00000008986	ENSMODP00000034687
ENSGACP00000027534	ENSMODP00000010646
ENSGACP00000003876	ENSMODP00000008700
ENSGACP00000011544	ENSMODP00000034953
ENSGACP00000004535	ENSMODP00000034953
ENSGACP00000026305	ENSMODP00000006943
ENSGACP00000020401	ENSMODP00000019528
ENSGACP00000023870	ENSMODP00000000265
ENSGACP00000027442	ENSMODP00000017224
ENSGACP00000025532	ENSMODP00000008407
ENSGACP00000025399	ENSMODP00000008793
ENSGACP00000002460	ENSMODP00000009624
ENSGACP00000009117	ENSMODP00000010547
ENSGACP00000008209	ENSMODP00000038004
ENSGACP00000001666	ENSMODP00000015147
ENSGACP00000002432	ENSMODP00000007683
ENSGACP00000014729	ENSMODP00000022281
ENSGACP00000011810	ENSMODP00000018362
ENSGACP00000003627	ENSMODP00000001155
ENSGACP00000013761	ENSMODP00000002416
ENSGACP00000018158	ENSMODP00000024096
ENSGACP00000026777	ENSMODP00000012540
ENSGACP00000011688	ENSMODP00000023770
ENSGACP00000006807	ENSMODP00000034720
ENSGACP00000006635	ENSMODP00000008841
ENSGACP00000027006	ENSMODP00000012964
ENSGACP00000025273	ENSMODP00000026686
ENSGACP00000020984	ENSMODP00000023717
ENSGACP00000017169	ENSMODP00000001706
ENSGACP00000023337	ENSMODP00000005581
ENSGACP00000012034	ENSMODP00000005406
ENSGACP00000002630	ENSMODP00000004660
ENSGACP00000021501	ENSMODP00000005568
ENSGACP00000020293	ENSMODP00000006601
ENSGACP00000003389	ENSMODP00000022734
ENSGACP00000005313	ENSMODP00000013158
ENSGACP00000010591	ENSMODP00000017064
ENSGACP00000014659	ENSMODP00000020836
ENSGACP00000006828	ENSMODP00000029871
ENSGACP00000012083	ENSMODP00000005543
ENSGACP00000001983	ENSMODP00000013904
ENSGACP00000006584	ENSMODP00000022586
ENSGACP00000024180	ENSMODP00000024506
ENSGACP00000026301	ENSMODP00000006860
ENSGACP00000008236	ENSMODP00000003138
ENSGACP00000002880	ENSMODP00000016927
ENSGACP00000003942	ENSMODP00000008061
ENSGACP00000006662	ENSMODP00000009382
ENSGACP00000023608	ENSMODP00000038427
ENSGACP00000015294	ENSMODP00000020910
ENSGACP00000002504	ENSMODP00000010211
ENSGACP00000005134	ENSMODP00000023515
ENSGACP00000016195	ENSMODP00000023712
ENSGACP00000022200	ENSMODP00000015170
ENSGACP00000007183	ENSMODP00000013409
ENSGACP00000022133	ENSMODP00000021079
ENSGACP00000008185	ENSMODP00000023333
ENSGACP00000026439	ENSMODP00000006337
ENSGACP00000002525	ENSMODP00000003143
ENSGACP00000007324	ENSMODP00000005842
ENSGACP00000021291	ENSMODP00000003959
ENSGACP00000014944	ENSMODP00000015886
ENSGACP00000018613	ENSMODP00000024826
ENSGACP00000004838	ENSMODP00000026764
ENSGACP00000019529	ENSMODP00000024441
ENSGACP00000004261	ENSMODP00000022654
ENSGACP00000014303	ENSMODP00000017104
ENSGACP00000014046	ENSMODP00000013893
ENSGACP00000000542	ENSMODP00000038756
ENSGACP00000017924	ENSMODP00000009176
ENSGACP00000020005	ENSMODP00000018717
ENSGACP00000006148	ENSMODP00000021225
ENSGACP00000018605	ENSMODP00000019208
ENSGACP00000022771	ENSMODP00000000353
ENSGACP00000017035	ENSMODP00000019452
ENSGACP00000020904	ENSMODP00000010122
ENSGACP00000003432	ENSMODP00000013098
ENSGACP00000007060	ENSMODP00000005912
ENSGACP00000018124	ENSMODP00000023001
ENSGACP00000026289	ENSMODP00000023001
ENSGACP00000018575	ENSMODP00000001264
ENSGACP00000005810	ENSMODP00000019021
ENSGACP00000006327	ENSMODP00000017047
ENSGACP00000003855	ENSMODP00000018242
ENSGACP00000025762	ENSMODP00000005082
ENSGACP00000000947	ENSMODP00000026182
ENSGACP00000015008	ENSMODP00000005951
ENSGACP00000021138	ENSMODP00000012102
ENSGACP00000002829	ENSMODP00000036213
ENSGACP00000016338	ENSMODP00000011162
ENSGACP00000007238	ENSMODP00000009864
ENSGACP00000019807	ENSMODP00000001913
ENSGACP00000018011	ENSMODP00000017475
ENSGACP00000026363	ENSMODP00000017475
ENSGACP00000009301	ENSMODP00000018239
ENSGACP00000014208	ENSMODP00000005813
ENSGACP00000016200	ENSMODP00000022839
ENSGACP00000005848	ENSMODP00000003102
ENSGACP00000016757	ENSMODP00000003102
ENSGACP00000017148	ENSMODP00000000235
ENSGACP00000022197	ENSMODP00000001352
ENSGACP00000004345	ENSMODP00000029804
ENSGACP00000008846	ENSMODP00000008864
ENSGACP00000006167	ENSMODP00000011242
ENSGACP00000005154	ENSMODP00000006379
ENSGACP00000000755	ENSMODP00000001615
ENSGACP00000008683	ENSMODP00000022344
ENSGACP00000011588	ENSMODP00000003477
ENSGACP00000014090	ENSMODP00000000655
ENSGACP00000003660	ENSMODP00000002778
ENSGACP00000011211	ENSMODP00000010778
ENSGACP00000022573	ENSMODP00000011348
ENSGACP00000012162	ENSMODP00000020110
ENSGACP00000000311	ENSMODP00000000168
ENSGACP00000012727	ENSMODP00000013053
ENSGACP00000006243	ENSMODP00000003467
ENSGACP00000004451	ENSMODP00000011700
ENSGACP00000010390	ENSMODP00000018850
ENSGACP00000020566	ENSMODP00000018850
ENSGACP00000005196	ENSMODP00000006653
ENSGACP00000014636	ENSMODP00000023007
ENSGACP00000018522	ENSMODP00000005238
ENSGACP00000008712	ENSMODP00000020884
ENSGACP00000009179	ENSMODP00000012487
ENSGACP00000024779	ENSMODP00000012487
ENSGACP00000021369	ENSMODP00000004023
ENSGACP00000013073	ENSMODP00000009708
ENSGACP00000008156	ENSMODP00000017085
ENSGACP00000022245	ENSMODP00000021983
ENSGACP00000004293	ENSMODP00000022817
ENSGACP00000020088	ENSMODP00000023171
ENSGACP00000027447	ENSMODP00000018438
ENSGACP00000012823	ENSMODP00000010181
ENSGACP00000015402	ENSMODP00000004201
ENSGACP00000021157	ENSMODP00000011990
ENSGACP00000019244	ENSMODP00000000692
ENSGACP00000008656	ENSMODP00000001877
ENSGACP00000003097	ENSMODP00000000026
ENSGACP00000016218	ENSMODP00000002362
ENSGACP00000006786	ENSMODP00000022409
ENSGACP00000011458	ENSMODP00000015031
ENSGACP00000026812	ENSMODP00000037993
ENSGACP00000014990	ENSMODP00000019920
ENSGACP00000018818	ENSMODP00000026263
ENSGACP00000007369	ENSMODP00000005328
ENSGACP00000014876	ENSMODP00000024301
ENSGACP00000006454	ENSMODP00000000681
ENSGACP00000025358	ENSMODP00000007641
ENSGACP00000009210	ENSMODP00000002795
ENSGACP00000022437	ENSMODP00000000968
ENSGACP00000025224	ENSMODP00000015175
ENSGACP00000021510	ENSMODP00000003385
ENSGACP00000007975	ENSMODP00000016811
ENSGACP00000013030	ENSMODP00000006312
ENSGACP00000015066	ENSMODP00000018638
ENSGACP00000025766	ENSMODP00000008855
ENSGACP00000025656	ENSMODP00000003856
ENSGACP00000026523	ENSMODP00000021127
ENSGACP00000007014	ENSMODP00000009634
ENSGACP00000009279	ENSMODP00000019650
ENSGACP00000008172	ENSMODP00000023331
ENSGACP00000018839	ENSMODP00000020053
ENSGACP00000017598	ENSMODP00000007671
ENSGACP00000009607	ENSMODP00000017998
ENSGACP00000027439	ENSMODP00000026241
ENSGACP00000019414	ENSMODP00000006769
ENSGACP00000004173	ENSMODP00000011607
ENSGACP00000021534	ENSMODP00000025897
ENSGACP00000018214	ENSMODP00000022207
ENSGACP00000022192	ENSMODP00000002914
ENSGACP00000009138	ENSMODP00000026229
ENSGACP00000016163	ENSMODP00000030355
ENSGACP00000019829	ENSMODP00000016323
ENSGACP00000004432	ENSMODP00000007749
ENSGACP00000007580	ENSMODP00000008279
ENSGACP00000021464	ENSMODP00000001989
ENSGACP00000004193	ENSMODP00000005453
ENSGACP00000001368	ENSMODP00000016023
ENSGACP00000020374	ENSMODP00000004549
ENSGACP00000018108	ENSMODP00000020071
ENSGACP00000016330	ENSMODP00000028836
ENSGACP00000020227	ENSMODP00000004640
ENSGACP00000022451	ENSMODP00000002326
ENSGACP00000001628	ENSMODP00000014519
ENSGACP00000022708	ENSMODP00000019475
ENSGACP00000025146	ENSMODP00000009222
ENSGACP00000021048	ENSMODP00000028315
ENSGACP00000021704	ENSMODP00000023729
ENSGACP00000009866	ENSMODP00000023125
ENSGACP00000012134	ENSMODP00000022796
ENSGACP00000008556	ENSMODP00000024520
ENSGACP00000016380	ENSMODP00000011336
ENSGACP00000023587	ENSMODP00000002329
ENSGACP00000026238	ENSMODP00000008432
ENSGACP00000008447	ENSMODP00000000264
ENSGACP00000003826	ENSMODP00000001609
ENSGACP00000007993	ENSMODP00000026622
ENSGACP00000019547	ENSMODP00000010768
ENSGACP00000005876	ENSMODP00000010768
ENSGACP00000023850	ENSMODP00000005411
ENSGACP00000022750	ENSMODP00000000606
ENSGACP00000009512	ENSMODP00000005314
ENSGACP00000007833	ENSMODP00000019830
ENSGACP00000009219	ENSMODP00000001660
ENSGACP00000008892	ENSMODP00000000593
ENSGACP00000017591	ENSMODP00000023964
ENSGACP00000022924	ENSMODP00000024562
ENSGACP00000019710	ENSMODP00000020829
ENSGACP00000007897	ENSMODP00000019091
ENSGACP00000006581	ENSMODP00000032516
ENSGACP00000010456	ENSMODP00000009629
ENSGACP00000017166	ENSMODP00000012475
ENSGACP00000000889	ENSMODP00000019028
ENSGACP00000007040	ENSMODP00000036080
ENSGACP00000009928	ENSMODP00000004842
ENSGACP00000002774	ENSMODP00000014067
ENSGACP00000019612	ENSMODP00000001147
ENSGACP00000023195	ENSMODP00000003245
ENSGACP00000013912	ENSMODP00000001558
ENSGACP00000018463	ENSMODP00000021885
ENSGACP00000012753	ENSMODP00000010167
ENSGACP00000007647	ENSMODP00000005495
ENSGACP00000015647	ENSMODP00000004754
ENSGACP00000013582	ENSMODP00000000193
ENSGACP00000011652	ENSMODP00000009535
ENSGACP00000014565	ENSMODP00000015949
ENSGACP00000016701	ENSMODP00000017703
ENSGACP00000026157	ENSMODP00000018972
ENSGACP00000019697	ENSMODP00000019224
ENSGACP00000025839	ENSMODP00000006067
ENSGACP00000005063	ENSMODP00000023166
ENSGACP00000018157	ENSMODP00000018659
ENSGACP00000019620	ENSMODP00000019651
ENSGACP00000003024	ENSMODP00000012562
ENSGACP00000011780	ENSMODP00000024148
ENSGACP00000003041	ENSMODP00000015240
ENSGACP00000027326	ENSMODP00000006103
ENSGACP00000024103	ENSMODP00000004629
ENSGACP00000014309	ENSMODP00000011101
ENSGACP00000000839	ENSMODP00000019338
ENSGACP00000016998	ENSMODP00000014241
ENSGACP00000003413	ENSMODP00000028537
ENSGACP00000017816	ENSMODP00000016993
ENSGACP00000005073	ENSMODP00000015581
ENSGACP00000013650	ENSMODP00000040852
ENSGACP00000011782	ENSMODP00000018381
ENSGACP00000017913	ENSMODP00000017676
ENSGACP00000003822	ENSMODP00000009632
ENSGACP00000015292	ENSMODP00000032379
ENSGACP00000026785	ENSMODP00000013613
ENSGACP00000002340	ENSMODP00000001367
ENSGACP00000017668	ENSMODP00000030309
ENSGACP00000002551	ENSMODP00000003628
ENSGACP00000015895	ENSMODP00000021345
ENSGACP00000006555	ENSMODP00000022597
ENSGACP00000008246	ENSMODP00000018873
ENSGACP00000012557	ENSMODP00000023925
ENSGACP00000024185	ENSMODP00000041202
ENSGACP00000015199	ENSMODP00000033276
ENSGACP00000014339	ENSMODP00000007923
ENSGACP00000009119	ENSMODP00000011687
ENSGACP00000000590	ENSMODP00000020669
ENSGACP00000027020	ENSMODP00000006262
ENSGACP00000004628	ENSMODP00000034506
ENSGACP00000013249	ENSMODP00000003638
ENSGACP00000015667	ENSMODP00000007334
ENSGACP00000001004	ENSMODP00000009768
ENSGACP00000013295	ENSMODP00000005796
ENSGACP00000026416	ENSMODP00000006957
ENSGACP00000008426	ENSMODP00000018846
ENSGACP00000005288	ENSMODP00000007725
ENSGACP00000009584	ENSMODP00000018015
ENSGACP00000025169	ENSMODP00000006612
ENSGACP00000013594	ENSMODP00000006142
ENSGACP00000000943	ENSMODP00000025535
ENSGACP00000002792	ENSMODP00000002653
ENSGACP00000021350	ENSMODP00000011316
ENSGACP00000001921	ENSMODP00000000591
ENSGACP00000003948	ENSMODP00000016799
ENSGACP00000001706	ENSMODP00000003308
ENSGACP00000002881	ENSMODP00000028477
ENSGACP00000009562	ENSMODP00000018023
ENSGACP00000018801	ENSMODP00000006409
ENSGACP00000003206	ENSMODP00000023660
ENSGACP00000017081	ENSMODP00000019068
ENSGACP00000006156	ENSMODP00000038433
ENSGACP00000023569	ENSMODP00000009859
ENSGACP00000016129	ENSMODP00000000160
ENSGACP00000006036	ENSMODP00000032286
ENSGACP00000005657	ENSMODP00000010342
ENSGACP00000024035	ENSMODP00000017317
ENSGACP00000026771	ENSMODP00000014029
ENSGACP00000008675	ENSMODP00000002065
ENSGACP00000020120	ENSMODP00000001855
ENSGACP00000026690	ENSMODP00000026253
ENSGACP00000005120	ENSMODP00000001612
ENSGACP00000011291	ENSMODP00000003372
ENSGACP00000007122	ENSMODP00000013226
ENSGACP00000005318	ENSMODP00000020561
ENSGACP00000026633	ENSMODP00000039958
ENSGACP00000007506	ENSMODP00000014593
ENSGACP00000013813	ENSMODP00000014813
ENSGACP00000008271	ENSMODP00000000525
ENSGACP00000026477	ENSMODP00000003093
ENSGACP00000013552	ENSMODP00000003280
ENSGACP00000008349	ENSMODP00000012891
ENSGACP00000013469	ENSMODP00000005417
ENSGACP00000013999	ENSMODP00000004564
ENSGACP00000026287	ENSMODP00000019319
ENSGACP00000014175	ENSMODP00000003166
ENSGACP00000014638	ENSMODP00000021411
ENSGACP00000012454	ENSMODP00000025658
ENSGACP00000012806	ENSMODP00000022740
ENSGACP00000002192	ENSMODP00000015502
ENSGACP00000024260	ENSMODP00000006400
ENSGACP00000010373	ENSMODP00000010019
ENSGACP00000015175	ENSMODP00000005044
ENSGACP00000006666	ENSMODP00000012060
ENSGACP00000008170	ENSMODP00000000271
ENSGACP00000025265	ENSMODP00000008706
ENSGACP00000003795	ENSMODP00000006276
ENSGACP00000006129	ENSMODP00000002623
ENSGACP00000018752	ENSMODP00000025826
ENSGACP00000018134	ENSMODP00000018457
ENSGACP00000008158	ENSMODP00000019425
ENSGACP00000013317	ENSMODP00000021292
ENSGACP00000018931	ENSMODP00000041306
ENSGACP00000022611	ENSMODP00000024804
ENSGACP00000017467	ENSMODP00000014263
ENSGACP00000021023	ENSMODP00000025400
ENSGACP00000009010	ENSMODP00000010325
ENSGACP00000006621	ENSMODP00000010842
ENSGACP00000009314	ENSMODP00000037707
ENSGACP00000006177	ENSMODP00000014623
ENSGACP00000021656	ENSMODP00000014949
ENSGACP00000016151	ENSMODP00000002988
ENSGACP00000025554	ENSMODP00000002532
ENSGACP00000005689	ENSMODP00000015085
ENSGACP00000014333	ENSMODP00000011615
ENSGACP00000005572	ENSMODP00000021996
ENSGACP00000013461	ENSMODP00000022519
ENSGACP00000013656	ENSMODP00000022645
ENSGACP00000002708	ENSMODP00000032152
ENSGACP00000012011	ENSMODP00000028543
ENSGACP00000011233	ENSMODP00000009573
ENSGACP00000019352	ENSMODP00000026697
ENSGACP00000025343	ENSMODP00000021001
ENSGACP00000002821	ENSMODP00000011737
ENSGACP00000009696	ENSMODP00000025234
ENSGACP00000009970	ENSMODP00000004488
ENSGACP00000021055	ENSMODP00000005596
ENSGACP00000005497	ENSMODP00000026827
ENSGACP00000017396	ENSMODP00000025786
ENSGACP00000022907	ENSMODP00000024556
ENSGACP00000024284	ENSMODP00000019617
ENSGACP00000027412	ENSMODP00000017284
ENSGACP00000007598	ENSMODP00000000719
ENSGACP00000005516	ENSMODP00000020945
ENSGACP00000015664	ENSMODP00000025367
ENSGACP00000024449	ENSMODP00000009473
ENSGACP00000003420	ENSMODP00000013077
ENSGACP00000018965	ENSMODP00000003015
ENSGACP00000010294	ENSMODP00000007918
ENSGACP00000006557	ENSMODP00000010752
ENSGACP00000017304	ENSMODP00000011018
ENSGACP00000017770	ENSMODP00000014590
ENSGACP00000027208	ENSMODP00000026352
ENSGACP00000007177	ENSMODP00000004101
ENSGACP00000018982	ENSMODP00000011665
ENSGACP00000018051	ENSMODP00000016688
ENSGACP00000021925	ENSMODP00000001628
ENSGACP00000006105	ENSMODP00000019939
ENSGACP00000004230	ENSMODP00000022780
ENSGACP00000010061	ENSMODP00000021572
ENSGACP00000004069	ENSMODP00000019622
ENSGACP00000002958	ENSMODP00000015713
ENSGACP00000021082	ENSMODP00000028914
ENSGACP00000019638	ENSMODP00000019277
ENSGACP00000005295	ENSMODP00000013184
ENSGACP00000012653	ENSMODP00000013401
ENSGACP00000008165	ENSMODP00000026636
ENSGACP00000002989	ENSMODP00000028127
ENSGACP00000011935	ENSMODP00000015819
ENSGACP00000019961	ENSMODP00000029142
ENSGACP00000020239	ENSMODP00000012849
ENSGACP00000011905	ENSMODP00000015846
ENSGACP00000011805	ENSMODP00000025073
ENSGACP00000018564	ENSMODP00000010435
ENSGACP00000001699	ENSMODP00000021161
ENSGACP00000007163	ENSMODP00000024011
ENSGACP00000025459	ENSMODP00000009309
ENSGACP00000014950	ENSMODP00000026334
ENSGACP00000000034	ENSMODP00000024375
ENSGACP00000014274	ENSMODP00000017993
ENSGACP00000005113	ENSMODP00000021557
ENSGACP00000004192	ENSMODP00000022641
ENSGACP00000027164	ENSMODP00000033316
ENSGACP00000020807	ENSMODP00000024637
ENSGACP00000000339	ENSMODP00000018623
ENSGACP00000027668	ENSMODP00000026939
ENSGACP00000007615	ENSMODP00000016630
ENSGACP00000021173	ENSMODP00000008087
ENSGACP00000018602	ENSMODP00000015072
ENSGACP00000026798	ENSMODP00000012671
ENSGACP00000016453	ENSMODP00000018865
ENSGACP00000026729	ENSMODP00000034477
ENSGACP00000003244	ENSMODP00000012300
ENSGACP00000004880	ENSMODP00000026758
ENSGACP00000017133	ENSMODP00000008039
ENSGACP00000017617	ENSMODP00000028125
ENSGACP00000025344	ENSMODP00000035051
ENSGACP00000023986	ENSMODP00000015802
ENSGACP00000026256	ENSMODP00000014013
ENSGACP00000016819	ENSMODP00000013005
ENSGACP00000011427	ENSMODP00000013005
ENSGACP00000023295	ENSMODP00000033464
ENSGACP00000013180	ENSMODP00000003544
ENSGACP00000023799	ENSMODP00000012247
ENSGACP00000003725	ENSMODP00000009286
ENSGACP00000002012	ENSMODP00000022603
ENSGACP00000007058	ENSMODP00000002344
ENSGACP00000007151	ENSMODP00000040825
ENSGACP00000008548	ENSMODP00000004527
ENSGACP00000025073	ENSMODP00000020016
ENSGACP00000003815	ENSMODP00000009791
ENSGACP00000019687	ENSMODP00000015034
ENSGACP00000014207	ENSMODP00000003204
ENSGACP00000018766	ENSMODP00000016037
ENSGACP00000018035	ENSMODP00000018489
ENSGACP00000012931	ENSMODP00000011438
ENSGACP00000025246	ENSMODP00000008568
ENSGACP00000015741	ENSMODP00000020096
ENSGACP00000003836	ENSMODP00000017756
ENSGACP00000024971	ENSMODP00000026139
ENSGACP00000018661	ENSMODP00000012191
ENSGACP00000017107	ENSMODP00000018965
ENSGACP00000005452	ENSMODP00000010696
ENSGACP00000016277	ENSMODP00000023665
ENSGACP00000018091	ENSMODP00000023011
ENSGACP00000009423	ENSMODP00000036898
ENSGACP00000017891	ENSMODP00000024005
ENSGACP00000010039	ENSMODP00000021570
ENSGACP00000004683	ENSMODP00000017956
ENSGACP00000011349	ENSMODP00000004539
ENSGACP00000013772	ENSMODP00000014799
ENSGACP00000008861	ENSMODP00000038541
ENSGACP00000010629	ENSMODP00000017163
ENSGACP00000026621	ENSMODP00000006422
ENSGACP00000018654	ENSMODP00000011311
ENSGACP00000005228	ENSMODP00000012612
ENSGACP00000013202	ENSMODP00000018785
ENSGACP00000015111	ENSMODP00000007788
ENSGACP00000009416	ENSMODP00000012507
ENSGACP00000012576	ENSMODP00000002236
ENSGACP00000011938	ENSMODP00000018215
ENSGACP00000017056	ENSMODP00000019078
ENSGACP00000016574	ENSMODP00000016040
ENSGACP00000022202	ENSMODP00000026695
ENSGACP00000005915	ENSMODP00000005982
ENSGACP00000021522	ENSMODP00000013778
ENSGACP00000024983	ENSMODP00000009197
ENSGACP00000021071	ENSMODP00000005675
ENSGACP00000007524	ENSMODP00000023735
ENSGACP00000015601	ENSMODP00000027993
ENSGACP00000020225	ENSMODP00000026301
ENSGACP00000005508	ENSMODP00000006468
ENSGACP00000025609	ENSMODP00000010529
ENSGACP00000018825	ENSMODP00000017543
ENSGACP00000024677	ENSMODP00000027751
ENSGACP00000002752	ENSMODP00000026583
ENSGACP00000025403	ENSMODP00000035208
ENSGACP00000011752	ENSMODP00000025103
ENSGACP00000015414	ENSMODP00000028284
ENSGACP00000009893	ENSMODP00000021774
ENSGACP00000005407	ENSMODP00000008893
ENSGACP00000021139	ENSMODP00000008284
ENSGACP00000009395	ENSMODP00000003227
ENSGACP00000002077	ENSMODP00000017926
ENSGACP00000018033	ENSMODP00000015536
ENSGACP00000023445	ENSMODP00000035519
ENSGACP00000010906	ENSMODP00000015582
ENSGACP00000024089	ENSMODP00000002639
ENSGACP00000011116	ENSMODP00000020905
ENSGACP00000015162	ENSMODP00000010357
ENSGACP00000019580	ENSMODP00000001446
ENSGACP00000023460	ENSMODP00000012514
ENSGACP00000017263	ENSMODP00000022911
ENSGACP00000023351	ENSMODP00000002741
ENSGACP00000022149	ENSMODP00000011632
ENSGACP00000000221	ENSMODP00000017808
ENSGACP00000025348	ENSMODP00000023088
ENSGACP00000013308	ENSMODP00000003713
ENSGACP00000019309	ENSMODP00000023820
ENSGACP00000011003	ENSMODP00000000893
ENSGACP00000017073	ENSMODP00000007254
ENSGACP00000000747	ENSMODP00000026681
ENSGACP00000022625	ENSMODP00000002755
ENSGACP00000022380	ENSMODP00000011230
ENSGACP00000016142	ENSMODP00000019513
ENSGACP00000009534	ENSMODP00000001394
ENSGACP00000015857	ENSMODP00000021543
ENSGACP00000013046	ENSMODP00000036495
ENSGACP00000005857	ENSMODP00000021476
ENSGACP00000004307	ENSMODP00000023424
ENSGACP00000023977	ENSMODP00000017928
ENSGACP00000000219	ENSMODP00000017928
ENSGACP00000024013	ENSMODP00000009485
ENSGACP00000005635	ENSMODP00000014853
ENSGACP00000013604	ENSMODP00000019726
ENSGACP00000016564	ENSMODP00000005804
ENSGACP00000008250	ENSMODP00000022669
ENSGACP00000007744	ENSMODP00000007933
ENSGACP00000010022	ENSMODP00000010568
ENSGACP00000011179	ENSMODP00000020203
ENSGACP00000021039	ENSMODP00000005168
ENSGACP00000017190	ENSMODP00000012959
ENSGACP00000017411	ENSMODP00000024202
ENSGACP00000019551	ENSMODP00000013866
ENSGACP00000005756	ENSMODP00000019094
ENSGACP00000025313	ENSMODP00000023798
ENSGACP00000013097	ENSMODP00000023545
ENSGACP00000027453	ENSMODP00000017016
ENSGACP00000009903	ENSMODP00000025741
ENSGACP00000009938	ENSMODP00000022606
ENSGACP00000016921	ENSMODP00000022346
ENSGACP00000023447	ENSMODP00000008663
ENSGACP00000020041	ENSMODP00000004959
ENSGACP00000009770	ENSMODP00000026496
ENSGACP00000019648	ENSMODP00000013768
ENSGACP00000016235	ENSMODP00000021060
ENSGACP00000001475	ENSMODP00000009232
ENSGACP00000017172	ENSMODP00000010750
ENSGACP00000005478	ENSMODP00000010945
ENSGACP00000024389	ENSMODP00000010329
ENSGACP00000023015	ENSMODP00000010285
ENSGACP00000023160	ENSMODP00000025739
ENSGACP00000000318	ENSMODP00000035174
ENSGACP00000018524	ENSMODP00000035174
ENSGACP00000019826	ENSMODP00000019657
ENSGACP00000012771	ENSMODP00000012775
ENSGACP00000000749	ENSMODP00000008847
ENSGACP00000016690	ENSMODP00000018934
ENSGACP00000021225	ENSMODP00000003504
ENSGACP00000011564	ENSMODP00000040328
ENSGACP00000006517	ENSMODP00000017009
ENSGACP00000010013	ENSMODP00000020930
ENSGACP00000008693	ENSMODP00000008241
ENSGACP00000025822	ENSMODP00000000137
ENSGACP00000020899	ENSMODP00000010144
ENSGACP00000014133	ENSMODP00000014476
