ENSP00000262384	ENSTNIP00000004863
ENSP00000389182	ENSTNIP00000021714
ENSP00000415433	ENSTNIP00000021198
ENSP00000272322	ENSTNIP00000005291
ENSP00000359837	ENSTNIP00000009152
ENSP00000380911	ENSTNIP00000004348
ENSP00000420714	ENSTNIP00000018310
ENSP00000377040	ENSTNIP00000013322
ENSP00000329452	ENSTNIP00000022485
ENSP00000311984	ENSTNIP00000016924
ENSP00000366939	ENSTNIP00000019739
ENSP00000281543	ENSTNIP00000006842
ENSP00000261745	ENSTNIP00000016521
ENSP00000333947	ENSTNIP00000022618
ENSP00000263209	ENSTNIP00000019874
ENSP00000287218	ENSTNIP00000004762
ENSP00000287218	ENSTNIP00000007318
ENSP00000450607	ENSTNIP00000021413
ENSP00000356211	ENSTNIP00000010084
ENSP00000420484	ENSTNIP00000015537
ENSP00000223324	ENSTNIP00000021581
ENSP00000279036	ENSTNIP00000009313
ENSP00000318775	ENSTNIP00000020820
ENSP00000354826	ENSTNIP00000000334
ENSP00000322242	ENSTNIP00000004460
ENSP00000261858	ENSTNIP00000012430
ENSP00000263256	ENSTNIP00000014452
ENSP00000249923	ENSTNIP00000012248
ENSP00000396673	ENSTNIP00000018621
ENSP00000370222	ENSTNIP00000011613
ENSP00000298310	ENSTNIP00000020387
ENSP00000352678	ENSTNIP00000016796
ENSP00000346809	ENSTNIP00000021007
ENSP00000453403	ENSTNIP00000022557
ENSP00000344071	ENSTNIP00000015213
ENSP00000364270	ENSTNIP00000000560
ENSP00000261208	ENSTNIP00000019103
ENSP00000425048	ENSTNIP00000016466
ENSP00000379845	ENSTNIP00000003019
ENSP00000437738	ENSTNIP00000008904
ENSP00000382779	ENSTNIP00000016303
ENSP00000295079	ENSTNIP00000021006
ENSP00000265038	ENSTNIP00000020743
ENSP00000408429	ENSTNIP00000011258
ENSP00000250124	ENSTNIP00000014716
ENSP00000442573	ENSTNIP00000003750
ENSP00000401191	ENSTNIP00000010536
ENSP00000342262	ENSTNIP00000022325
ENSP00000252455	ENSTNIP00000021745
ENSP00000432412	ENSTNIP00000006875
ENSP00000264866	ENSTNIP00000015971
ENSP00000262990	ENSTNIP00000009634
ENSP00000350333	ENSTNIP00000003027
ENSP00000361311	ENSTNIP00000010783
ENSP00000353104	ENSTNIP00000015067
ENSP00000246548	ENSTNIP00000005165
ENSP00000263663	ENSTNIP00000001684
ENSP00000225410	ENSTNIP00000002431
ENSP00000264029	ENSTNIP00000019390
ENSP00000265881	ENSTNIP00000011428
ENSP00000378588	ENSTNIP00000005146
ENSP00000318297	ENSTNIP00000017629
ENSP00000303468	ENSTNIP00000009072
ENSP00000457258	ENSTNIP00000012177
ENSP00000314649	ENSTNIP00000008079
ENSP00000424328	ENSTNIP00000018652
ENSP00000452007	ENSTNIP00000020538
ENSP00000297591	ENSTNIP00000021537
ENSP00000276590	ENSTNIP00000010804
ENSP00000364188	ENSTNIP00000013831
ENSP00000267750	ENSTNIP00000006285
ENSP00000216489	ENSTNIP00000006146
ENSP00000238855	ENSTNIP00000005289
ENSP00000306548	ENSTNIP00000012519
ENSP00000360488	ENSTNIP00000022095
ENSP00000256897	ENSTNIP00000018508
ENSP00000312122	ENSTNIP00000005325
ENSP00000417602	ENSTNIP00000018617
ENSP00000339881	ENSTNIP00000014605
ENSP00000416583	ENSTNIP00000010030
ENSP00000401399	ENSTNIP00000015721
ENSP00000343742	ENSTNIP00000022364
ENSP00000296238	ENSTNIP00000018348
ENSP00000358283	ENSTNIP00000008039
ENSP00000445768	ENSTNIP00000011642
ENSP00000445768	ENSTNIP00000009716
ENSP00000371535	ENSTNIP00000014269
ENSP00000366672	ENSTNIP00000017169
ENSP00000386156	ENSTNIP00000015503
ENSP00000259239	ENSTNIP00000013507
ENSP00000240423	ENSTNIP00000022056
ENSP00000454264	ENSTNIP00000016539
ENSP00000430338	ENSTNIP00000006859
ENSP00000308820	ENSTNIP00000001336
ENSP00000329933	ENSTNIP00000006097
ENSP00000422473	ENSTNIP00000016029
ENSP00000305810	ENSTNIP00000013931
ENSP00000296658	ENSTNIP00000010990
ENSP00000423995	ENSTNIP00000007280
ENSP00000367299	ENSTNIP00000012853
ENSP00000274813	ENSTNIP00000012562
ENSP00000415332	ENSTNIP00000000495
ENSP00000340896	ENSTNIP00000016589
ENSP00000273037	ENSTNIP00000017850
ENSP00000368887	ENSTNIP00000017893
ENSP00000377486	ENSTNIP00000015263
ENSP00000355536	ENSTNIP00000007122
ENSP00000261434	ENSTNIP00000008310
ENSP00000457206	ENSTNIP00000014530
ENSP00000164305	ENSTNIP00000012184
ENSP00000209873	ENSTNIP00000015558
ENSP00000375978	ENSTNIP00000019563
ENSP00000296786	ENSTNIP00000019241
ENSP00000358616	ENSTNIP00000016321
ENSP00000353549	ENSTNIP00000018023
ENSP00000425809	ENSTNIP00000013862
ENSP00000289382	ENSTNIP00000009143
ENSP00000262294	ENSTNIP00000010469
ENSP00000239891	ENSTNIP00000012818
ENSP00000310111	ENSTNIP00000013833
ENSP00000434466	ENSTNIP00000008775
ENSP00000451211	ENSTNIP00000005240
ENSP00000363944	ENSTNIP00000005865
ENSP00000166345	ENSTNIP00000021582
ENSP00000369411	ENSTNIP00000012810
ENSP00000364037	ENSTNIP00000021545
ENSP00000287025	ENSTNIP00000012044
ENSP00000349016	ENSTNIP00000018231
ENSP00000225726	ENSTNIP00000017977
ENSP00000268124	ENSTNIP00000015124
ENSP00000355086	ENSTNIP00000005887
ENSP00000299886	ENSTNIP00000008530
ENSP00000261884	ENSTNIP00000012456
ENSP00000385025	ENSTNIP00000009021
ENSP00000385025	ENSTNIP00000011103
ENSP00000377036	ENSTNIP00000010010
ENSP00000446514	ENSTNIP00000012665
ENSP00000446514	ENSTNIP00000015847
ENSP00000263956	ENSTNIP00000016243
ENSP00000354848	ENSTNIP00000016798
ENSP00000297431	ENSTNIP00000005454
ENSP00000476948	ENSTNIP00000009763
ENSP00000310520	ENSTNIP00000015899
ENSP00000333551	ENSTNIP00000006093
ENSP00000339245	ENSTNIP00000016226
ENSP00000333934	ENSTNIP00000022292
ENSP00000245544	ENSTNIP00000014897
ENSP00000357879	ENSTNIP00000020716
ENSP00000357879	ENSTNIP00000021511
ENSP00000395196	ENSTNIP00000011078
ENSP00000381064	ENSTNIP00000017226
ENSP00000296805	ENSTNIP00000016433
ENSP00000351947	ENSTNIP00000020731
ENSP00000370345	ENSTNIP00000015680
ENSP00000264255	ENSTNIP00000016876
ENSP00000245680	ENSTNIP00000021013
ENSP00000372326	ENSTNIP00000010061
ENSP00000355964	ENSTNIP00000013677
ENSP00000356548	ENSTNIP00000009063
ENSP00000442770	ENSTNIP00000006088
ENSP00000295030	ENSTNIP00000020243
ENSP00000442436	ENSTNIP00000011205
ENSP00000432327	ENSTNIP00000013178
ENSP00000334594	ENSTNIP00000014191
ENSP00000386541	ENSTNIP00000012350
ENSP00000328203	ENSTNIP00000002737
ENSP00000392913	ENSTNIP00000015147
ENSP00000250101	ENSTNIP00000019309
ENSP00000414237	ENSTNIP00000001671
ENSP00000261597	ENSTNIP00000000146
ENSP00000381240	ENSTNIP00000006825
ENSP00000381937	ENSTNIP00000008558
ENSP00000264499	ENSTNIP00000016028
ENSP00000283109	ENSTNIP00000018468
ENSP00000307143	ENSTNIP00000011132
ENSP00000414851	ENSTNIP00000005717
ENSP00000423067	ENSTNIP00000016235
ENSP00000321810	ENSTNIP00000000002
ENSP00000385312	ENSTNIP00000014902
ENSP00000222567	ENSTNIP00000000612
ENSP00000286070	ENSTNIP00000012748
ENSP00000291576	ENSTNIP00000013526
ENSP00000315774	ENSTNIP00000001245
ENSP00000315774	ENSTNIP00000016118
ENSP00000377895	ENSTNIP00000008557
ENSP00000255764	ENSTNIP00000012126
ENSP00000356563	ENSTNIP00000006492
ENSP00000360540	ENSTNIP00000022092
ENSP00000322180	ENSTNIP00000012518
ENSP00000448054	ENSTNIP00000015639
ENSP00000223029	ENSTNIP00000014906
ENSP00000418842	ENSTNIP00000013768
ENSP00000306817	ENSTNIP00000021953
ENSP00000330188	ENSTNIP00000018909
ENSP00000252115	ENSTNIP00000013771
ENSP00000081029	ENSTNIP00000006000
ENSP00000362456	ENSTNIP00000008376
ENSP00000261245	ENSTNIP00000020481
ENSP00000359258	ENSTNIP00000018550
ENSP00000457788	ENSTNIP00000011247
ENSP00000368872	ENSTNIP00000016748
ENSP00000326003	ENSTNIP00000005949
ENSP00000401566	ENSTNIP00000020144
ENSP00000411418	ENSTNIP00000008615
ENSP00000412698	ENSTNIP00000007353
ENSP00000264027	ENSTNIP00000005805
ENSP00000285667	ENSTNIP00000008928
ENSP00000261396	ENSTNIP00000009060
ENSP00000231948	ENSTNIP00000017626
ENSP00000376597	ENSTNIP00000006053
ENSP00000384290	ENSTNIP00000008568
ENSP00000385579	ENSTNIP00000020244
ENSP00000320359	ENSTNIP00000017890
ENSP00000288710	ENSTNIP00000015251
ENSP00000263774	ENSTNIP00000021966
ENSP00000297440	ENSTNIP00000021132
ENSP00000264451	ENSTNIP00000018810
ENSP00000299314	ENSTNIP00000014361
ENSP00000360412	ENSTNIP00000021716
ENSP00000205214	ENSTNIP00000020796
ENSP00000300452	ENSTNIP00000011879
ENSP00000265052	ENSTNIP00000014987
ENSP00000274606	ENSTNIP00000006843
ENSP00000328938	ENSTNIP00000017052
ENSP00000366953	ENSTNIP00000013448
ENSP00000252934	ENSTNIP00000000062
ENSP00000360149	ENSTNIP00000001904
ENSP00000276533	ENSTNIP00000009039
ENSP00000210444	ENSTNIP00000021237
ENSP00000297145	ENSTNIP00000011302
ENSP00000261247	ENSTNIP00000011117
ENSP00000335144	ENSTNIP00000013593
ENSP00000309430	ENSTNIP00000002675
ENSP00000377700	ENSTNIP00000008716
ENSP00000309031	ENSTNIP00000005361
ENSP00000396441	ENSTNIP00000007828
ENSP00000343190	ENSTNIP00000011256
ENSP00000378294	ENSTNIP00000009108
ENSP00000295117	ENSTNIP00000001795
ENSP00000470252	ENSTNIP00000014113
ENSP00000163416	ENSTNIP00000022560
ENSP00000378360	ENSTNIP00000008191
ENSP00000365777	ENSTNIP00000005861
ENSP00000039007	ENSTNIP00000016909
ENSP00000235307	ENSTNIP00000010649
ENSP00000235307	ENSTNIP00000009413
ENSP00000326200	ENSTNIP00000016777
ENSP00000353538	ENSTNIP00000004649
ENSP00000301329	ENSTNIP00000019314
ENSP00000364956	ENSTNIP00000013830
ENSP00000320646	ENSTNIP00000012284
ENSP00000219368	ENSTNIP00000010611
ENSP00000386609	ENSTNIP00000019294
ENSP00000366396	ENSTNIP00000013630
ENSP00000263360	ENSTNIP00000004051
ENSP00000367697	ENSTNIP00000018053
ENSP00000285398	ENSTNIP00000008148
ENSP00000346466	ENSTNIP00000006117
ENSP00000251496	ENSTNIP00000007284
ENSP00000260953	ENSTNIP00000022827
ENSP00000229447	ENSTNIP00000019407
ENSP00000305924	ENSTNIP00000007467
ENSP00000263773	ENSTNIP00000011182
ENSP00000349305	ENSTNIP00000019711
ENSP00000272321	ENSTNIP00000012728
ENSP00000329715	ENSTNIP00000011981
ENSP00000357998	ENSTNIP00000019406
ENSP00000419005	ENSTNIP00000011770
ENSP00000359042	ENSTNIP00000018361
ENSP00000333946	ENSTNIP00000020526
ENSP00000411250	ENSTNIP00000006834
ENSP00000411250	ENSTNIP00000017428
ENSP00000393139	ENSTNIP00000001515
ENSP00000217446	ENSTNIP00000020636
ENSP00000226760	ENSTNIP00000020958
ENSP00000360644	ENSTNIP00000006395
ENSP00000216465	ENSTNIP00000020531
ENSP00000244426	ENSTNIP00000019659
ENSP00000244217	ENSTNIP00000002997
ENSP00000370194	ENSTNIP00000011055
ENSP00000362135	ENSTNIP00000008020
ENSP00000278826	ENSTNIP00000019163
ENSP00000278826	ENSTNIP00000012459
ENSP00000380747	ENSTNIP00000021704
ENSP00000266079	ENSTNIP00000021032
ENSP00000383840	ENSTNIP00000013789
ENSP00000370736	ENSTNIP00000020803
ENSP00000356214	ENSTNIP00000022500
ENSP00000394899	ENSTNIP00000017815
ENSP00000468767	ENSTNIP00000001370
ENSP00000324318	ENSTNIP00000021949
ENSP00000239830	ENSTNIP00000009426
ENSP00000417573	ENSTNIP00000015345
ENSP00000335371	ENSTNIP00000009110
ENSP00000341324	ENSTNIP00000012132
ENSP00000000412	ENSTNIP00000021479
ENSP00000401721	ENSTNIP00000015506
ENSP00000341422	ENSTNIP00000017737
ENSP00000370021	ENSTNIP00000001553
ENSP00000263681	ENSTNIP00000010786
ENSP00000351052	ENSTNIP00000003153
ENSP00000216367	ENSTNIP00000020385
ENSP00000358126	ENSTNIP00000005409
ENSP00000360530	ENSTNIP00000023086
ENSP00000379133	ENSTNIP00000012476
ENSP00000237822	ENSTNIP00000006145
ENSP00000355471	ENSTNIP00000020850
ENSP00000317468	ENSTNIP00000014841
ENSP00000317468	ENSTNIP00000012681
ENSP00000408910	ENSTNIP00000009862
ENSP00000361628	ENSTNIP00000001205
ENSP00000358293	ENSTNIP00000022084
ENSP00000364578	ENSTNIP00000023100
ENSP00000451188	ENSTNIP00000020536
ENSP00000290663	ENSTNIP00000009954
ENSP00000225609	ENSTNIP00000011376
ENSP00000378854	ENSTNIP00000022477
ENSP00000379372	ENSTNIP00000005121
ENSP00000364902	ENSTNIP00000005675
ENSP00000299626	ENSTNIP00000009089
ENSP00000400984	ENSTNIP00000010948
ENSP00000406738	ENSTNIP00000003353
ENSP00000376220	ENSTNIP00000016500
ENSP00000231198	ENSTNIP00000020199
ENSP00000263196	ENSTNIP00000011951
ENSP00000373404	ENSTNIP00000016419
ENSP00000348471	ENSTNIP00000009356
ENSP00000380074	ENSTNIP00000005939
ENSP00000356782	ENSTNIP00000012313
ENSP00000398722	ENSTNIP00000019160
ENSP00000397759	ENSTNIP00000011776
ENSP00000255078	ENSTNIP00000019159
ENSP00000169551	ENSTNIP00000010994
ENSP00000381567	ENSTNIP00000014061
ENSP00000455229	ENSTNIP00000008318
ENSP00000335808	ENSTNIP00000009555
ENSP00000370508	ENSTNIP00000001135
ENSP00000368455	ENSTNIP00000013584
ENSP00000306105	ENSTNIP00000014853
ENSP00000245157	ENSTNIP00000021886
ENSP00000381220	ENSTNIP00000013871
ENSP00000295746	ENSTNIP00000008044
ENSP00000417190	ENSTNIP00000015875
ENSP00000364284	ENSTNIP00000017681
ENSP00000236980	ENSTNIP00000017550
ENSP00000340271	ENSTNIP00000019097
ENSP00000361180	ENSTNIP00000008334
ENSP00000357320	ENSTNIP00000021481
ENSP00000373474	ENSTNIP00000007877
ENSP00000359531	ENSTNIP00000009758
ENSP00000404122	ENSTNIP00000007137
ENSP00000356807	ENSTNIP00000017257
ENSP00000280700	ENSTNIP00000021337
ENSP00000306080	ENSTNIP00000019313
ENSP00000261556	ENSTNIP00000020517
ENSP00000355211	ENSTNIP00000008149
ENSP00000446100	ENSTNIP00000006629
ENSP00000386928	ENSTNIP00000003487
ENSP00000284268	ENSTNIP00000020270
ENSP00000296953	ENSTNIP00000019235
ENSP00000440765	ENSTNIP00000015044
ENSP00000379213	ENSTNIP00000019091
ENSP00000321449	ENSTNIP00000013772
ENSP00000016171	ENSTNIP00000019614
ENSP00000358918	ENSTNIP00000019619
ENSP00000354622	ENSTNIP00000014208
ENSP00000313169	ENSTNIP00000010250
ENSP00000350874	ENSTNIP00000013141
ENSP00000233025	ENSTNIP00000010069
ENSP00000263461	ENSTNIP00000005894
ENSP00000306123	ENSTNIP00000020460
ENSP00000365837	ENSTNIP00000006550
ENSP00000309429	ENSTNIP00000019900
ENSP00000318641	ENSTNIP00000023057
ENSP00000367346	ENSTNIP00000005298
ENSP00000414906	ENSTNIP00000002934
ENSP00000254928	ENSTNIP00000011371
ENSP00000334849	ENSTNIP00000014219
ENSP00000359609	ENSTNIP00000019681
ENSP00000294360	ENSTNIP00000009751
ENSP00000433721	ENSTNIP00000012796
ENSP00000235090	ENSTNIP00000017662
ENSP00000300403	ENSTNIP00000006358
ENSP00000238831	ENSTNIP00000008213
ENSP00000334134	ENSTNIP00000007315
ENSP00000266736	ENSTNIP00000015645
ENSP00000426638	ENSTNIP00000002854
ENSP00000394869	ENSTNIP00000019438
ENSP00000264151	ENSTNIP00000018793
ENSP00000296792	ENSTNIP00000018453
ENSP00000292114	ENSTNIP00000017300
ENSP00000380659	ENSTNIP00000017753
ENSP00000225873	ENSTNIP00000017011
ENSP00000287600	ENSTNIP00000009940
ENSP00000373952	ENSTNIP00000011691
ENSP00000356746	ENSTNIP00000007780
ENSP00000303928	ENSTNIP00000005196
ENSP00000354742	ENSTNIP00000009844
ENSP00000362547	ENSTNIP00000006785
ENSP00000248633	ENSTNIP00000020116
ENSP00000400646	ENSTNIP00000010268
ENSP00000330523	ENSTNIP00000011047
ENSP00000421380	ENSTNIP00000012987
ENSP00000337688	ENSTNIP00000011711
ENSP00000288532	ENSTNIP00000018698
ENSP00000356737	ENSTNIP00000008236
ENSP00000381089	ENSTNIP00000007091
ENSP00000358242	ENSTNIP00000017288
ENSP00000354720	ENSTNIP00000013496
ENSP00000326879	ENSTNIP00000021312
ENSP00000258772	ENSTNIP00000016592
ENSP00000343610	ENSTNIP00000019319
ENSP00000216106	ENSTNIP00000021686
ENSP00000379865	ENSTNIP00000007573
ENSP00000235521	ENSTNIP00000018736
ENSP00000264020	ENSTNIP00000005274
ENSP00000257245	ENSTNIP00000002709
ENSP00000301281	ENSTNIP00000016159
ENSP00000367024	ENSTNIP00000016832
ENSP00000417769	ENSTNIP00000013318
ENSP00000407112	ENSTNIP00000010386
ENSP00000434995	ENSTNIP00000016107
ENSP00000357079	ENSTNIP00000014684
ENSP00000259963	ENSTNIP00000021568
ENSP00000259963	ENSTNIP00000002183
ENSP00000262547	ENSTNIP00000000650
ENSP00000348211	ENSTNIP00000016236
ENSP00000307260	ENSTNIP00000010464
ENSP00000216129	ENSTNIP00000008251
ENSP00000265295	ENSTNIP00000002752
ENSP00000371607	ENSTNIP00000007631
ENSP00000274458	ENSTNIP00000019806
ENSP00000356379	ENSTNIP00000015298
ENSP00000232501	ENSTNIP00000017805
ENSP00000379621	ENSTNIP00000011596
ENSP00000284629	ENSTNIP00000001107
ENSP00000348564	ENSTNIP00000000753
ENSP00000354497	ENSTNIP00000016701
ENSP00000310873	ENSTNIP00000018646
ENSP00000053468	ENSTNIP00000015238
ENSP00000261880	ENSTNIP00000011269
ENSP00000301585	ENSTNIP00000014461
ENSP00000315397	ENSTNIP00000001003
ENSP00000300145	ENSTNIP00000009706
ENSP00000248098	ENSTNIP00000008147
ENSP00000348168	ENSTNIP00000007809
ENSP00000319992	ENSTNIP00000014573
ENSP00000313816	ENSTNIP00000021219
ENSP00000324404	ENSTNIP00000018969
ENSP00000285116	ENSTNIP00000007424
ENSP00000369810	ENSTNIP00000013519
ENSP00000340477	ENSTNIP00000020511
ENSP00000271452	ENSTNIP00000010193
ENSP00000377384	ENSTNIP00000014640
ENSP00000221265	ENSTNIP00000019286
ENSP00000228510	ENSTNIP00000018973
ENSP00000254759	ENSTNIP00000009811
ENSP00000379911	ENSTNIP00000001334
ENSP00000370337	ENSTNIP00000016695
ENSP00000262507	ENSTNIP00000011703
ENSP00000462116	ENSTNIP00000004063
ENSP00000426067	ENSTNIP00000004356
ENSP00000356272	ENSTNIP00000022503
ENSP00000372206	ENSTNIP00000018745
ENSP00000346464	ENSTNIP00000012024
ENSP00000244711	ENSTNIP00000016369
ENSP00000287957	ENSTNIP00000020949
ENSP00000273075	ENSTNIP00000020288
ENSP00000262315	ENSTNIP00000007295
ENSP00000359740	ENSTNIP00000019673
ENSP00000356972	ENSTNIP00000006448
ENSP00000268717	ENSTNIP00000010209
ENSP00000367878	ENSTNIP00000007513
ENSP00000262127	ENSTNIP00000016301
ENSP00000312311	ENSTNIP00000014869
ENSP00000217455	ENSTNIP00000010170
ENSP00000261893	ENSTNIP00000011219
ENSP00000370419	ENSTNIP00000022457
ENSP00000282007	ENSTNIP00000017546
ENSP00000328187	ENSTNIP00000018678
ENSP00000359612	ENSTNIP00000004069
ENSP00000342169	ENSTNIP00000012190
ENSP00000357748	ENSTNIP00000013273
ENSP00000382733	ENSTNIP00000011648
ENSP00000382733	ENSTNIP00000014357
ENSP00000258613	ENSTNIP00000012852
ENSP00000344866	ENSTNIP00000020825
ENSP00000341539	ENSTNIP00000014624
ENSP00000314348	ENSTNIP00000013385
ENSP00000369431	ENSTNIP00000014254
ENSP00000381132	ENSTNIP00000021905
ENSP00000296003	ENSTNIP00000005727
ENSP00000436049	ENSTNIP00000016809
ENSP00000280979	ENSTNIP00000004501
ENSP00000348459	ENSTNIP00000010374
ENSP00000270225	ENSTNIP00000016426
ENSP00000368798	ENSTNIP00000016623
ENSP00000342336	ENSTNIP00000001969
ENSP00000285083	ENSTNIP00000012074
ENSP00000220509	ENSTNIP00000013896
ENSP00000399780	ENSTNIP00000005216
ENSP00000361705	ENSTNIP00000005564
ENSP00000275820	ENSTNIP00000003068
ENSP00000266087	ENSTNIP00000005931
ENSP00000402338	ENSTNIP00000005309
ENSP00000446479	ENSTNIP00000018951
ENSP00000260605	ENSTNIP00000010282
ENSP00000410396	ENSTNIP00000005446
ENSP00000261249	ENSTNIP00000020480
ENSP00000337736	ENSTNIP00000001111
ENSP00000392985	ENSTNIP00000012487
ENSP00000390778	ENSTNIP00000015881
ENSP00000374332	ENSTNIP00000018782
ENSP00000349244	ENSTNIP00000003482
ENSP00000247706	ENSTNIP00000009385
ENSP00000386569	ENSTNIP00000008566
ENSP00000301011	ENSTNIP00000004300
ENSP00000297273	ENSTNIP00000004878
ENSP00000379140	ENSTNIP00000000588
ENSP00000250535	ENSTNIP00000019808
ENSP00000291458	ENSTNIP00000015705
ENSP00000376827	ENSTNIP00000010461
ENSP00000286031	ENSTNIP00000007781
ENSP00000298937	ENSTNIP00000016805
ENSP00000360593	ENSTNIP00000013785
ENSP00000296564	ENSTNIP00000000576
ENSP00000299381	ENSTNIP00000022598
ENSP00000299543	ENSTNIP00000017036
ENSP00000364204	ENSTNIP00000015393
ENSP00000303584	ENSTNIP00000011139
ENSP00000369339	ENSTNIP00000008349
ENSP00000414390	ENSTNIP00000005761
ENSP00000322316	ENSTNIP00000015030
ENSP00000303398	ENSTNIP00000012508
ENSP00000237380	ENSTNIP00000006929
ENSP00000334003	ENSTNIP00000005832
ENSP00000254940	ENSTNIP00000007313
ENSP00000327557	ENSTNIP00000020583
ENSP00000307684	ENSTNIP00000009895
ENSP00000367239	ENSTNIP00000017883
ENSP00000374387	ENSTNIP00000013044
ENSP00000238788	ENSTNIP00000022335
ENSP00000344299	ENSTNIP00000022039
ENSP00000359727	ENSTNIP00000019674
ENSP00000379310	ENSTNIP00000009722
ENSP00000363260	ENSTNIP00000012538
ENSP00000329915	ENSTNIP00000010466
ENSP00000359224	ENSTNIP00000007227
ENSP00000369456	ENSTNIP00000005206
ENSP00000362208	ENSTNIP00000015154
ENSP00000251250	ENSTNIP00000012407
ENSP00000354964	ENSTNIP00000016366
ENSP00000264645	ENSTNIP00000005788
ENSP00000284995	ENSTNIP00000007898
ENSP00000432487	ENSTNIP00000006789
ENSP00000356848	ENSTNIP00000010682
ENSP00000355250	ENSTNIP00000000855
ENSP00000268704	ENSTNIP00000012282
ENSP00000385006	ENSTNIP00000018320
ENSP00000464275	ENSTNIP00000007956
ENSP00000389399	ENSTNIP00000012324
ENSP00000441753	ENSTNIP00000004070
ENSP00000389175	ENSTNIP00000017809
ENSP00000233838	ENSTNIP00000011976
ENSP00000290846	ENSTNIP00000013393
ENSP00000263346	ENSTNIP00000012155
ENSP00000256255	ENSTNIP00000020951
ENSP00000402038	ENSTNIP00000022129
ENSP00000275072	ENSTNIP00000022382
ENSP00000275072	ENSTNIP00000020433
ENSP00000257789	ENSTNIP00000004481
ENSP00000339613	ENSTNIP00000019539
ENSP00000380794	ENSTNIP00000022037
ENSP00000361001	ENSTNIP00000011356
ENSP00000289359	ENSTNIP00000016878
ENSP00000296015	ENSTNIP00000006389
ENSP00000301908	ENSTNIP00000014864
ENSP00000301908	ENSTNIP00000022368
ENSP00000386284	ENSTNIP00000001185
ENSP00000281317	ENSTNIP00000020871
ENSP00000360031	ENSTNIP00000019622
ENSP00000301729	ENSTNIP00000014085
ENSP00000360129	ENSTNIP00000021268
ENSP00000364405	ENSTNIP00000019781
ENSP00000321239	ENSTNIP00000014379
ENSP00000409315	ENSTNIP00000012001
ENSP00000026218	ENSTNIP00000014233
ENSP00000321617	ENSTNIP00000019574
ENSP00000263753	ENSTNIP00000001118
ENSP00000261558	ENSTNIP00000020520
ENSP00000216452	ENSTNIP00000013894
ENSP00000307636	ENSTNIP00000005313
ENSP00000307636	ENSTNIP00000007800
ENSP00000268802	ENSTNIP00000005103
ENSP00000455397	ENSTNIP00000020376
ENSP00000157812	ENSTNIP00000008690
ENSP00000372955	ENSTNIP00000014048
ENSP00000368140	ENSTNIP00000012740
ENSP00000362041	ENSTNIP00000020142
ENSP00000295704	ENSTNIP00000014237
ENSP00000261658	ENSTNIP00000011073
ENSP00000464814	ENSTNIP00000007592
ENSP00000359505	ENSTNIP00000022749
ENSP00000257548	ENSTNIP00000018959
ENSP00000348054	ENSTNIP00000018037
ENSP00000348043	ENSTNIP00000000076
ENSP00000372023	ENSTNIP00000007060
ENSP00000436926	ENSTNIP00000012905
ENSP00000450461	ENSTNIP00000017124
ENSP00000307423	ENSTNIP00000005016
ENSP00000225573	ENSTNIP00000000229
ENSP00000247194	ENSTNIP00000015240
ENSP00000417580	ENSTNIP00000020453
ENSP00000299853	ENSTNIP00000006701
ENSP00000384527	ENSTNIP00000006944
ENSP00000225737	ENSTNIP00000012797
ENSP00000366673	ENSTNIP00000018043
ENSP00000361206	ENSTNIP00000019396
ENSP00000255108	ENSTNIP00000011604
ENSP00000200135	ENSTNIP00000010462
ENSP00000357389	ENSTNIP00000021495
ENSP00000228506	ENSTNIP00000014422
ENSP00000312455	ENSTNIP00000019557
ENSP00000463245	ENSTNIP00000017994
ENSP00000439902	ENSTNIP00000002435
ENSP00000356567	ENSTNIP00000018573
ENSP00000363318	ENSTNIP00000021391
ENSP00000410216	ENSTNIP00000018492
ENSP00000335636	ENSTNIP00000013627
ENSP00000295872	ENSTNIP00000004284
ENSP00000339976	ENSTNIP00000019495
ENSP00000419371	ENSTNIP00000022312
ENSP00000220669	ENSTNIP00000008573
ENSP00000363250	ENSTNIP00000012536
ENSP00000356989	ENSTNIP00000006250
ENSP00000006526	ENSTNIP00000018513
ENSP00000266673	ENSTNIP00000021906
ENSP00000258243	ENSTNIP00000020839
ENSP00000365477	ENSTNIP00000008657
ENSP00000384952	ENSTNIP00000007562
ENSP00000362424	ENSTNIP00000011745
ENSP00000319169	ENSTNIP00000010769
ENSP00000361465	ENSTNIP00000023069
ENSP00000204726	ENSTNIP00000019866
ENSP00000230048	ENSTNIP00000020943
ENSP00000261758	ENSTNIP00000009477
ENSP00000325562	ENSTNIP00000013806
ENSP00000282841	ENSTNIP00000019763
ENSP00000304802	ENSTNIP00000005843
ENSP00000282003	ENSTNIP00000012339
ENSP00000284881	ENSTNIP00000011421
ENSP00000416050	ENSTNIP00000022044
ENSP00000216420	ENSTNIP00000007928
ENSP00000355141	ENSTNIP00000020427
ENSP00000243903	ENSTNIP00000014967
ENSP00000351153	ENSTNIP00000015637
ENSP00000361363	ENSTNIP00000018602
ENSP00000261888	ENSTNIP00000016709
ENSP00000252603	ENSTNIP00000021724
ENSP00000356416	ENSTNIP00000010622
ENSP00000362578	ENSTNIP00000019492
ENSP00000334289	ENSTNIP00000013735
ENSP00000349358	ENSTNIP00000016720
ENSP00000321546	ENSTNIP00000016733
ENSP00000267436	ENSTNIP00000022541
ENSP00000324122	ENSTNIP00000010908
