ENSMGAP00000004951	ENSACAP00000005936
ENSMGAP00000007456	ENSACAP00000007194
ENSMGAP00000003660	ENSACAP00000006536
ENSMGAP00000005743	ENSACAP00000016446
ENSMGAP00000009372	ENSACAP00000011889
ENSMGAP00000014633	ENSACAP00000014090
ENSMGAP00000012329	ENSACAP00000007959
ENSMGAP00000001788	ENSACAP00000000587
ENSMGAP00000002180	ENSACAP00000011019
ENSMGAP00000014500	ENSACAP00000003839
ENSMGAP00000008553	ENSACAP00000002492
ENSMGAP00000008413	ENSACAP00000001397
ENSMGAP00000009356	ENSACAP00000006864
ENSMGAP00000014374	ENSACAP00000022439
ENSMGAP00000007167	ENSACAP00000005793
ENSMGAP00000004374	ENSACAP00000011209
ENSMGAP00000004162	ENSACAP00000008810
ENSMGAP00000017011	ENSACAP00000011224
ENSMGAP00000012190	ENSACAP00000015683
ENSMGAP00000001146	ENSACAP00000012250
ENSMGAP00000005701	ENSACAP00000019731
ENSMGAP00000011137	ENSACAP00000012901
ENSMGAP00000015195	ENSACAP00000011059
ENSMGAP00000002255	ENSACAP00000008915
ENSMGAP00000011739	ENSACAP00000016289
ENSMGAP00000001787	ENSACAP00000016881
ENSMGAP00000015461	ENSACAP00000017584
ENSMGAP00000001463	ENSACAP00000005574
ENSMGAP00000014964	ENSACAP00000010081
ENSMGAP00000016811	ENSACAP00000018995
ENSMGAP00000000796	ENSACAP00000015942
ENSMGAP00000003450	ENSACAP00000010681
ENSMGAP00000001633	ENSACAP00000003502
ENSMGAP00000019495	ENSACAP00000000577
ENSMGAP00000009564	ENSACAP00000008102
ENSMGAP00000013866	ENSACAP00000008773
ENSMGAP00000006297	ENSACAP00000019891
ENSMGAP00000015486	ENSACAP00000014407
ENSMGAP00000008998	ENSACAP00000015110
ENSMGAP00000000906	ENSACAP00000002609
ENSMGAP00000015207	ENSACAP00000022343
ENSMGAP00000012265	ENSACAP00000013818
ENSMGAP00000000287	ENSACAP00000017095
ENSMGAP00000007089	ENSACAP00000015715
ENSMGAP00000015873	ENSACAP00000001069
ENSMGAP00000008043	ENSACAP00000023045
ENSMGAP00000001996	ENSACAP00000015645
ENSMGAP00000000741	ENSACAP00000006517
ENSMGAP00000018535	ENSACAP00000006486
ENSMGAP00000011799	ENSACAP00000001403
ENSMGAP00000005123	ENSACAP00000014452
ENSMGAP00000008370	ENSACAP00000005844
ENSMGAP00000002959	ENSACAP00000005554
ENSMGAP00000004255	ENSACAP00000021609
ENSMGAP00000016171	ENSACAP00000002435
ENSMGAP00000002960	ENSACAP00000016036
ENSMGAP00000015482	ENSACAP00000014191
ENSMGAP00000017266	ENSACAP00000009827
ENSMGAP00000012359	ENSACAP00000010778
ENSMGAP00000015242	ENSACAP00000014859
ENSMGAP00000015264	ENSACAP00000009549
ENSMGAP00000013240	ENSACAP00000002056
ENSMGAP00000010707	ENSACAP00000016726
ENSMGAP00000013322	ENSACAP00000006555
ENSMGAP00000008815	ENSACAP00000020716
ENSMGAP00000013914	ENSACAP00000003931
ENSMGAP00000004018	ENSACAP00000009281
ENSMGAP00000012787	ENSACAP00000009753
ENSMGAP00000004721	ENSACAP00000005707
ENSMGAP00000000793	ENSACAP00000019574
ENSMGAP00000014869	ENSACAP00000011380
ENSMGAP00000019181	ENSACAP00000023337
ENSMGAP00000014006	ENSACAP00000011371
ENSMGAP00000012781	ENSACAP00000004647
ENSMGAP00000008416	ENSACAP00000005070
ENSMGAP00000014274	ENSACAP00000022637
ENSMGAP00000014697	ENSACAP00000001283
ENSMGAP00000006181	ENSACAP00000023291
ENSMGAP00000014605	ENSACAP00000021641
ENSMGAP00000009021	ENSACAP00000010512
ENSMGAP00000008481	ENSACAP00000005366
ENSMGAP00000019573	ENSACAP00000015933
ENSMGAP00000019480	ENSACAP00000013944
ENSMGAP00000017547	ENSACAP00000005047
ENSMGAP00000004231	ENSACAP00000013162
ENSMGAP00000008638	ENSACAP00000001488
ENSMGAP00000000447	ENSACAP00000009225
ENSMGAP00000013479	ENSACAP00000004981
ENSMGAP00000009676	ENSACAP00000003814
ENSMGAP00000013567	ENSACAP00000016927
ENSMGAP00000014736	ENSACAP00000008458
ENSMGAP00000004696	ENSACAP00000002526
ENSMGAP00000003782	ENSACAP00000003032
ENSMGAP00000009551	ENSACAP00000002361
ENSMGAP00000002460	ENSACAP00000016934
ENSMGAP00000004756	ENSACAP00000017467
ENSMGAP00000002744	ENSACAP00000001390
ENSMGAP00000014783	ENSACAP00000005718
ENSMGAP00000006688	ENSACAP00000006435
ENSMGAP00000006239	ENSACAP00000018051
ENSMGAP00000002931	ENSACAP00000016731
ENSMGAP00000010804	ENSACAP00000014919
ENSMGAP00000010520	ENSACAP00000013636
ENSMGAP00000012333	ENSACAP00000009382
ENSMGAP00000016797	ENSACAP00000005502
ENSMGAP00000005764	ENSACAP00000011316
ENSMGAP00000011453	ENSACAP00000010409
ENSMGAP00000014785	ENSACAP00000005783
ENSMGAP00000014161	ENSACAP00000000032
ENSMGAP00000000597	ENSACAP00000013680
ENSMGAP00000000327	ENSACAP00000003524
ENSMGAP00000009097	ENSACAP00000004521
ENSMGAP00000006478	ENSACAP00000003122
ENSMGAP00000009262	ENSACAP00000003679
ENSMGAP00000014763	ENSACAP00000017198
ENSMGAP00000009727	ENSACAP00000003100
ENSMGAP00000014405	ENSACAP00000015116
ENSMGAP00000000929	ENSACAP00000006964
ENSMGAP00000008783	ENSACAP00000012058
ENSMGAP00000010041	ENSACAP00000014922
ENSMGAP00000010806	ENSACAP00000012111
ENSMGAP00000017556	ENSACAP00000017465
ENSMGAP00000017767	ENSACAP00000009285
ENSMGAP00000014104	ENSACAP00000014053
ENSMGAP00000016258	ENSACAP00000014088
ENSMGAP00000001126	ENSACAP00000000812
ENSMGAP00000015381	ENSACAP00000019843
ENSMGAP00000002657	ENSACAP00000001626
ENSMGAP00000014493	ENSACAP00000000894
ENSMGAP00000000024	ENSACAP00000011110
ENSMGAP00000010676	ENSACAP00000012772
ENSMGAP00000014859	ENSACAP00000010488
ENSMGAP00000011928	ENSACAP00000011692
ENSMGAP00000006236	ENSACAP00000015258
ENSMGAP00000011541	ENSACAP00000009780
ENSMGAP00000008725	ENSACAP00000006220
ENSMGAP00000000743	ENSACAP00000011474
ENSMGAP00000013961	ENSACAP00000013172
ENSMGAP00000017591	ENSACAP00000011565
ENSMGAP00000003875	ENSACAP00000012947
ENSMGAP00000010139	ENSACAP00000013211
ENSMGAP00000011561	ENSACAP00000014599
ENSMGAP00000008613	ENSACAP00000012835
ENSMGAP00000018724	ENSACAP00000003047
ENSMGAP00000007652	ENSACAP00000008540
ENSMGAP00000004922	ENSACAP00000005585
ENSMGAP00000016181	ENSACAP00000012215
ENSMGAP00000018792	ENSACAP00000015307
ENSMGAP00000016789	ENSACAP00000013111
ENSMGAP00000017783	ENSACAP00000005375
ENSMGAP00000005600	ENSACAP00000011821
ENSMGAP00000002269	ENSACAP00000014433
ENSMGAP00000000520	ENSACAP00000004582
ENSMGAP00000007712	ENSACAP00000004378
ENSMGAP00000003110	ENSACAP00000015309
ENSMGAP00000004845	ENSACAP00000003247
ENSMGAP00000007271	ENSACAP00000002639
ENSMGAP00000003539	ENSACAP00000005014
ENSMGAP00000014773	ENSACAP00000005245
ENSMGAP00000003800	ENSACAP00000014822
ENSMGAP00000015180	ENSACAP00000010389
ENSMGAP00000002240	ENSACAP00000000497
ENSMGAP00000014026	ENSACAP00000011836
ENSMGAP00000009188	ENSACAP00000015293
ENSMGAP00000000206	ENSACAP00000003741
ENSMGAP00000004180	ENSACAP00000013167
ENSMGAP00000004794	ENSACAP00000004683
ENSMGAP00000002427	ENSACAP00000013489
ENSMGAP00000008456	ENSACAP00000003668
ENSMGAP00000009688	ENSACAP00000015003
ENSMGAP00000003815	ENSACAP00000009625
ENSMGAP00000003955	ENSACAP00000013729
ENSMGAP00000000049	ENSACAP00000003170
ENSMGAP00000011853	ENSACAP00000012350
ENSMGAP00000002491	ENSACAP00000006516
ENSMGAP00000012601	ENSACAP00000018445
ENSMGAP00000008107	ENSACAP00000003179
ENSMGAP00000016015	ENSACAP00000003134
ENSMGAP00000005647	ENSACAP00000007134
ENSMGAP00000000400	ENSACAP00000007337
ENSMGAP00000014032	ENSACAP00000001697
ENSMGAP00000017480	ENSACAP00000008155
ENSMGAP00000015226	ENSACAP00000007760
ENSMGAP00000007946	ENSACAP00000003444
ENSMGAP00000005351	ENSACAP00000007514
ENSMGAP00000005540	ENSACAP00000011320
ENSMGAP00000008742	ENSACAP00000009423
ENSMGAP00000004308	ENSACAP00000004081
ENSMGAP00000006209	ENSACAP00000000003
ENSMGAP00000000281	ENSACAP00000003296
ENSMGAP00000000094	ENSACAP00000000128
ENSMGAP00000019451	ENSACAP00000013426
ENSMGAP00000008675	ENSACAP00000020830
ENSMGAP00000008752	ENSACAP00000001301
ENSMGAP00000014388	ENSACAP00000014521
ENSMGAP00000008365	ENSACAP00000012699
ENSMGAP00000015407	ENSACAP00000008902
ENSMGAP00000015185	ENSACAP00000010544
ENSMGAP00000011589	ENSACAP00000008684
ENSMGAP00000007052	ENSACAP00000015695
ENSMGAP00000014419	ENSACAP00000013958
ENSMGAP00000005724	ENSACAP00000011291
ENSMGAP00000017744	ENSACAP00000006334
ENSMGAP00000006916	ENSACAP00000008984
ENSMGAP00000012076	ENSACAP00000004260
ENSMGAP00000005772	ENSACAP00000005472
ENSMGAP00000003318	ENSACAP00000014895
ENSMGAP00000018104	ENSACAP00000018097
ENSMGAP00000012573	ENSACAP00000003484
ENSMGAP00000009804	ENSACAP00000003683
ENSMGAP00000003129	ENSACAP00000012458
ENSMGAP00000018998	ENSACAP00000004038
ENSMGAP00000012683	ENSACAP00000015086
ENSMGAP00000004054	ENSACAP00000013305
ENSMGAP00000002424	ENSACAP00000012851
ENSMGAP00000001039	ENSACAP00000002326
ENSMGAP00000008151	ENSACAP00000014529
ENSMGAP00000012261	ENSACAP00000004267
ENSMGAP00000008317	ENSACAP00000012466
ENSMGAP00000010202	ENSACAP00000004150
ENSMGAP00000000210	ENSACAP00000007302
ENSMGAP00000008720	ENSACAP00000015609
ENSMGAP00000011978	ENSACAP00000016926
ENSMGAP00000016179	ENSACAP00000012043
ENSMGAP00000011754	ENSACAP00000013838
ENSMGAP00000001481	ENSACAP00000007205
ENSMGAP00000000130	ENSACAP00000010970
ENSMGAP00000005983	ENSACAP00000000842
ENSMGAP00000019189	ENSACAP00000021947
ENSMGAP00000004145	ENSACAP00000006179
ENSMGAP00000013459	ENSACAP00000009953
ENSMGAP00000009504	ENSACAP00000005372
ENSMGAP00000018178	ENSACAP00000012744
ENSMGAP00000006111	ENSACAP00000020536
ENSMGAP00000014656	ENSACAP00000008057
ENSMGAP00000011775	ENSACAP00000008574
ENSMGAP00000016133	ENSACAP00000014293
ENSMGAP00000007881	ENSACAP00000013530
ENSMGAP00000004327	ENSACAP00000022481
ENSMGAP00000007352	ENSACAP00000011153
ENSMGAP00000012506	ENSACAP00000001169
ENSMGAP00000011654	ENSACAP00000008401
ENSMGAP00000007426	ENSACAP00000010733
ENSMGAP00000018680	ENSACAP00000007281
ENSMGAP00000010756	ENSACAP00000016783
ENSMGAP00000011985	ENSACAP00000013791
ENSMGAP00000001409	ENSACAP00000016261
ENSMGAP00000014891	ENSACAP00000015419
ENSMGAP00000006144	ENSACAP00000014069
ENSMGAP00000001480	ENSACAP00000009215
ENSMGAP00000008166	ENSACAP00000013748
ENSMGAP00000007482	ENSACAP00000007316
ENSMGAP00000008359	ENSACAP00000011867
ENSMGAP00000008504	ENSACAP00000007958
ENSMGAP00000001339	ENSACAP00000011627
ENSMGAP00000009970	ENSACAP00000003945
ENSMGAP00000013503	ENSACAP00000002021
ENSMGAP00000008060	ENSACAP00000010485
ENSMGAP00000014475	ENSACAP00000016296
ENSMGAP00000015945	ENSACAP00000016552
ENSMGAP00000000943	ENSACAP00000005187
ENSMGAP00000008112	ENSACAP00000012935
ENSMGAP00000008983	ENSACAP00000015181
ENSMGAP00000001531	ENSACAP00000003735
ENSMGAP00000013011	ENSACAP00000009217
ENSMGAP00000007174	ENSACAP00000006156
ENSMGAP00000010637	ENSACAP00000015537
ENSMGAP00000008959	ENSACAP00000002878
ENSMGAP00000003806	ENSACAP00000012761
ENSMGAP00000006880	ENSACAP00000003469
ENSMGAP00000014331	ENSACAP00000010287
ENSMGAP00000019467	ENSACAP00000015459
ENSMGAP00000006187	ENSACAP00000009910
ENSMGAP00000004949	ENSACAP00000007786
ENSMGAP00000010608	ENSACAP00000003685
ENSMGAP00000013454	ENSACAP00000016475
ENSMGAP00000011713	ENSACAP00000016387
ENSMGAP00000015052	ENSACAP00000007949
ENSMGAP00000010000	ENSACAP00000006901
ENSMGAP00000003866	ENSACAP00000006847
ENSMGAP00000016729	ENSACAP00000007038
ENSMGAP00000008968	ENSACAP00000002760
ENSMGAP00000002430	ENSACAP00000001170
ENSMGAP00000009663	ENSACAP00000021017
ENSMGAP00000003999	ENSACAP00000017413
ENSMGAP00000008633	ENSACAP00000000685
ENSMGAP00000006191	ENSACAP00000006340
ENSMGAP00000009953	ENSACAP00000006983
ENSMGAP00000001865	ENSACAP00000003146
ENSMGAP00000005533	ENSACAP00000003783
ENSMGAP00000010817	ENSACAP00000012042
ENSMGAP00000006784	ENSACAP00000014012
ENSMGAP00000013584	ENSACAP00000011770
ENSMGAP00000006874	ENSACAP00000006974
ENSMGAP00000016124	ENSACAP00000013828
ENSMGAP00000000584	ENSACAP00000011140
ENSMGAP00000014562	ENSACAP00000015595
ENSMGAP00000001629	ENSACAP00000015946
ENSMGAP00000015785	ENSACAP00000008895
ENSMGAP00000016028	ENSACAP00000003090
ENSMGAP00000005623	ENSACAP00000009239
ENSMGAP00000000949	ENSACAP00000006830
ENSMGAP00000012249	ENSACAP00000013596
ENSMGAP00000009100	ENSACAP00000007970
ENSMGAP00000012127	ENSACAP00000020790
ENSMGAP00000014804	ENSACAP00000001887
ENSMGAP00000010738	ENSACAP00000023461
ENSMGAP00000004671	ENSACAP00000021554
ENSMGAP00000013275	ENSACAP00000009494
ENSMGAP00000008244	ENSACAP00000010524
ENSMGAP00000014696	ENSACAP00000001172
ENSMGAP00000010269	ENSACAP00000009837
ENSMGAP00000009612	ENSACAP00000005899
ENSMGAP00000009031	ENSACAP00000000902
ENSMGAP00000015946	ENSACAP00000016362
ENSMGAP00000010363	ENSACAP00000001520
ENSMGAP00000010620	ENSACAP00000003126
ENSMGAP00000002318	ENSACAP00000001888
ENSMGAP00000004945	ENSACAP00000002988
ENSMGAP00000016487	ENSACAP00000001562
ENSMGAP00000016174	ENSACAP00000002441
ENSMGAP00000006307	ENSACAP00000002617
ENSMGAP00000018795	ENSACAP00000009853
ENSMGAP00000016159	ENSACAP00000000978
ENSMGAP00000014482	ENSACAP00000000194
ENSMGAP00000015105	ENSACAP00000011190
ENSMGAP00000014199	ENSACAP00000010896
ENSMGAP00000003305	ENSACAP00000005695
ENSMGAP00000014529	ENSACAP00000021606
ENSMGAP00000003652	ENSACAP00000013462
ENSMGAP00000012898	ENSACAP00000008937
ENSMGAP00000006280	ENSACAP00000014671
ENSMGAP00000009608	ENSACAP00000005869
ENSMGAP00000014333	ENSACAP00000010301
ENSMGAP00000016908	ENSACAP00000015485
ENSMGAP00000001722	ENSACAP00000017147
ENSMGAP00000000805	ENSACAP00000011800
ENSMGAP00000006809	ENSACAP00000013990
ENSMGAP00000007229	ENSACAP00000005790
ENSMGAP00000002927	ENSACAP00000013776
ENSMGAP00000011662	ENSACAP00000008263
ENSMGAP00000004760	ENSACAP00000006822
ENSMGAP00000002564	ENSACAP00000012857
ENSMGAP00000007894	ENSACAP00000000839
ENSMGAP00000018798	ENSACAP00000010589
ENSMGAP00000013363	ENSACAP00000006152
ENSMGAP00000016041	ENSACAP00000002406
ENSMGAP00000000528	ENSACAP00000014575
ENSMGAP00000005386	ENSACAP00000002649
ENSMGAP00000008897	ENSACAP00000015238
ENSMGAP00000011831	ENSACAP00000013564
ENSMGAP00000005340	ENSACAP00000008896
ENSMGAP00000014689	ENSACAP00000006483
ENSMGAP00000013801	ENSACAP00000009667
ENSMGAP00000004217	ENSACAP00000004333
ENSMGAP00000017460	ENSACAP00000002970
ENSMGAP00000013189	ENSACAP00000001467
ENSMGAP00000011288	ENSACAP00000003202
ENSMGAP00000015153	ENSACAP00000009749
ENSMGAP00000019552	ENSACAP00000003822
ENSMGAP00000008455	ENSACAP00000013760
ENSMGAP00000003971	ENSACAP00000011577
ENSMGAP00000008476	ENSACAP00000005333
ENSMGAP00000014037	ENSACAP00000000599
ENSMGAP00000014641	ENSACAP00000004652
ENSMGAP00000015903	ENSACAP00000016189
ENSMGAP00000006877	ENSACAP00000012078
ENSMGAP00000010317	ENSACAP00000016234
ENSMGAP00000009182	ENSACAP00000012895
ENSMGAP00000010930	ENSACAP00000009522
ENSMGAP00000012295	ENSACAP00000000800
ENSMGAP00000005778	ENSACAP00000003283
ENSMGAP00000014227	ENSACAP00000012034
ENSMGAP00000015940	ENSACAP00000016478
ENSMGAP00000013326	ENSACAP00000012026
ENSMGAP00000011764	ENSACAP00000014659
ENSMGAP00000003277	ENSACAP00000011879
ENSMGAP00000016061	ENSACAP00000005141
ENSMGAP00000008911	ENSACAP00000017240
ENSMGAP00000010562	ENSACAP00000003005
ENSMGAP00000008425	ENSACAP00000010145
ENSMGAP00000000939	ENSACAP00000002521
ENSMGAP00000013092	ENSACAP00000002331
ENSMGAP00000019027	ENSACAP00000005006
ENSMGAP00000015530	ENSACAP00000016453
ENSMGAP00000003863	ENSACAP00000008349
ENSMGAP00000014027	ENSACAP00000011853
ENSMGAP00000011368	ENSACAP00000007613
ENSMGAP00000004167	ENSACAP00000001383
ENSMGAP00000014457	ENSACAP00000014910
ENSMGAP00000000084	ENSACAP00000010689
ENSMGAP00000011632	ENSACAP00000003365
ENSMGAP00000000661	ENSACAP00000015646
ENSMGAP00000010612	ENSACAP00000003094
ENSMGAP00000008228	ENSACAP00000009995
ENSMGAP00000005186	ENSACAP00000020560
ENSMGAP00000006862	ENSACAP00000000041
ENSMGAP00000004927	ENSACAP00000010975
ENSMGAP00000013466	ENSACAP00000014527
ENSMGAP00000014189	ENSACAP00000011089
ENSMGAP00000005673	ENSACAP00000001268
ENSMGAP00000010527	ENSACAP00000014942
ENSMGAP00000011523	ENSACAP00000007093
ENSMGAP00000015193	ENSACAP00000010876
ENSMGAP00000018365	ENSACAP00000005542
ENSMGAP00000014337	ENSACAP00000006386
ENSMGAP00000008497	ENSACAP00000008745
ENSMGAP00000003496	ENSACAP00000001521
ENSMGAP00000005104	ENSACAP00000016408
ENSMGAP00000005465	ENSACAP00000006034
ENSMGAP00000012551	ENSACAP00000004642
ENSMGAP00000012285	ENSACAP00000001112
ENSMGAP00000006011	ENSACAP00000011567
ENSMGAP00000004911	ENSACAP00000013669
ENSMGAP00000002441	ENSACAP00000013507
ENSMGAP00000004035	ENSACAP00000001701
ENSMGAP00000002013	ENSACAP00000008685
ENSMGAP00000005079	ENSACAP00000011556
ENSMGAP00000002900	ENSACAP00000015997
ENSMGAP00000012951	ENSACAP00000009306
ENSMGAP00000007783	ENSACAP00000006434
ENSMGAP00000009214	ENSACAP00000013421
ENSMGAP00000008334	ENSACAP00000011494
ENSMGAP00000005601	ENSACAP00000003886
ENSMGAP00000017553	ENSACAP00000005750
ENSMGAP00000012621	ENSACAP00000007167
ENSMGAP00000015787	ENSACAP00000016513
ENSMGAP00000018821	ENSACAP00000007895
ENSMGAP00000014806	ENSACAP00000006442
ENSMGAP00000012913	ENSACAP00000009460
ENSMGAP00000005948	ENSACAP00000008643
ENSMGAP00000003688	ENSACAP00000008170
ENSMGAP00000001055	ENSACAP00000002122
ENSMGAP00000011696	ENSACAP00000008152
ENSMGAP00000000598	ENSACAP00000000714
ENSMGAP00000005323	ENSACAP00000001123
ENSMGAP00000013817	ENSACAP00000009317
ENSMGAP00000006896	ENSACAP00000009093
ENSMGAP00000001749	ENSACAP00000018624
ENSMGAP00000006558	ENSACAP00000018119
ENSMGAP00000015352	ENSACAP00000001226
ENSMGAP00000007417	ENSACAP00000022878
ENSMGAP00000016099	ENSACAP00000012553
ENSMGAP00000013244	ENSACAP00000019793
ENSMGAP00000013249	ENSACAP00000010887
ENSMGAP00000007453	ENSACAP00000001297
ENSMGAP00000004426	ENSACAP00000011773
ENSMGAP00000008779	ENSACAP00000003370
ENSMGAP00000008606	ENSACAP00000009713
ENSMGAP00000008019	ENSACAP00000016394
ENSMGAP00000008443	ENSACAP00000003676
ENSMGAP00000005058	ENSACAP00000001333
ENSMGAP00000011046	ENSACAP00000001078
ENSMGAP00000015854	ENSACAP00000008153
ENSMGAP00000005682	ENSACAP00000018554
ENSMGAP00000014687	ENSACAP00000006493
ENSMGAP00000005768	ENSACAP00000011812
ENSMGAP00000011434	ENSACAP00000000017
ENSMGAP00000014467	ENSACAP00000016730
ENSMGAP00000009878	ENSACAP00000016358
ENSMGAP00000019512	ENSACAP00000000070
ENSMGAP00000007503	ENSACAP00000019179
ENSMGAP00000001388	ENSACAP00000022226
ENSMGAP00000003964	ENSACAP00000012436
ENSMGAP00000016863	ENSACAP00000007268
ENSMGAP00000011832	ENSACAP00000016609
ENSMGAP00000014737	ENSACAP00000015052
ENSMGAP00000008746	ENSACAP00000002233
ENSMGAP00000003275	ENSACAP00000018742
ENSMGAP00000008813	ENSACAP00000001974
ENSMGAP00000007348	ENSACAP00000015612
ENSMGAP00000015416	ENSACAP00000005309
ENSMGAP00000011533	ENSACAP00000009309
ENSMGAP00000016791	ENSACAP00000007768
ENSMGAP00000011603	ENSACAP00000014417
ENSMGAP00000013996	ENSACAP00000002654
ENSMGAP00000004916	ENSACAP00000013110
ENSMGAP00000007373	ENSACAP00000000057
ENSMGAP00000004177	ENSACAP00000015273
ENSMGAP00000007555	ENSACAP00000009635
ENSMGAP00000006300	ENSACAP00000002985
ENSMGAP00000008185	ENSACAP00000016791
ENSMGAP00000003142	ENSACAP00000000799
ENSMGAP00000008078	ENSACAP00000009654
ENSMGAP00000015736	ENSACAP00000000352
ENSMGAP00000001076	ENSACAP00000011282
ENSMGAP00000003109	ENSACAP00000006476
ENSMGAP00000007683	ENSACAP00000007611
ENSMGAP00000018913	ENSACAP00000003023
ENSMGAP00000008571	ENSACAP00000014725
ENSMGAP00000017525	ENSACAP00000002256
ENSMGAP00000014623	ENSACAP00000004419
ENSMGAP00000014436	ENSACAP00000014415
ENSMGAP00000014441	ENSACAP00000014682
ENSMGAP00000001108	ENSACAP00000009661
ENSMGAP00000000826	ENSACAP00000016378
ENSMGAP00000011175	ENSACAP00000006925
ENSMGAP00000014550	ENSACAP00000015617
ENSMGAP00000011608	ENSACAP00000003286
ENSMGAP00000015668	ENSACAP00000000856
ENSMGAP00000019652	ENSACAP00000004075
ENSMGAP00000014975	ENSACAP00000010528
ENSMGAP00000001355	ENSACAP00000001880
ENSMGAP00000003494	ENSACAP00000003498
ENSMGAP00000010190	ENSACAP00000002229
ENSMGAP00000009376	ENSACAP00000018905
ENSMGAP00000012335	ENSACAP00000007996
ENSMGAP00000006831	ENSACAP00000012679
ENSMGAP00000010285	ENSACAP00000008040
ENSMGAP00000012387	ENSACAP00000012953
ENSMGAP00000011454	ENSACAP00000000013
ENSMGAP00000014407	ENSACAP00000000638
ENSMGAP00000012504	ENSACAP00000005580
ENSMGAP00000002229	ENSACAP00000020736
ENSMGAP00000010070	ENSACAP00000002848
ENSMGAP00000000072	ENSACAP00000007307
ENSMGAP00000015061	ENSACAP00000008203
ENSMGAP00000014872	ENSACAP00000011406
ENSMGAP00000014284	ENSACAP00000005620
ENSMGAP00000008910	ENSACAP00000003629
ENSMGAP00000012938	ENSACAP00000000559
ENSMGAP00000002811	ENSACAP00000018634
ENSMGAP00000010684	ENSACAP00000011544
ENSMGAP00000007291	ENSACAP00000005896
ENSMGAP00000013626	ENSACAP00000010236
ENSMGAP00000007892	ENSACAP00000000754
ENSMGAP00000000767	ENSACAP00000004221
ENSMGAP00000013562	ENSACAP00000004775
ENSMGAP00000006386	ENSACAP00000014750
ENSMGAP00000019358	ENSACAP00000002788
ENSMGAP00000000461	ENSACAP00000005131
ENSMGAP00000018621	ENSACAP00000017690
ENSMGAP00000015893	ENSACAP00000006308
ENSMGAP00000003441	ENSACAP00000002992
ENSMGAP00000005931	ENSACAP00000018026
ENSMGAP00000015838	ENSACAP00000001918
ENSMGAP00000005191	ENSACAP00000008198
ENSMGAP00000000543	ENSACAP00000017407
ENSMGAP00000017747	ENSACAP00000000726
ENSMGAP00000015015	ENSACAP00000022364
ENSMGAP00000008970	ENSACAP00000007005
ENSMGAP00000001035	ENSACAP00000004844
ENSMGAP00000007444	ENSACAP00000000672
ENSMGAP00000002288	ENSACAP00000006627
ENSMGAP00000014809	ENSACAP00000001547
ENSMGAP00000018834	ENSACAP00000015036
ENSMGAP00000008283	ENSACAP00000012366
ENSMGAP00000006827	ENSACAP00000014685
ENSMGAP00000015833	ENSACAP00000000493
ENSMGAP00000012559	ENSACAP00000004685
ENSMGAP00000011367	ENSACAP00000018531
ENSMGAP00000008555	ENSACAP00000011647
ENSMGAP00000015955	ENSACAP00000015585
ENSMGAP00000010299	ENSACAP00000014068
ENSMGAP00000003817	ENSACAP00000008854
ENSMGAP00000010468	ENSACAP00000004976
ENSMGAP00000017910	ENSACAP00000008284
ENSMGAP00000014367	ENSACAP00000010367
ENSMGAP00000008807	ENSACAP00000003037
ENSMGAP00000000191	ENSACAP00000000218
ENSMGAP00000010367	ENSACAP00000016137
ENSMGAP00000007945	ENSACAP00000001663
ENSMGAP00000008216	ENSACAP00000013019
ENSMGAP00000015990	ENSACAP00000004459
ENSMGAP00000002595	ENSACAP00000004857
ENSMGAP00000006051	ENSACAP00000005960
ENSMGAP00000012773	ENSACAP00000021857
ENSMGAP00000009883	ENSACAP00000003295
ENSMGAP00000009128	ENSACAP00000005820
ENSMGAP00000019148	ENSACAP00000015180
ENSMGAP00000004761	ENSACAP00000008224
ENSMGAP00000008935	ENSACAP00000005151
ENSMGAP00000014197	ENSACAP00000010777
ENSMGAP00000009239	ENSACAP00000002125
ENSMGAP00000008349	ENSACAP00000008427
ENSMGAP00000016066	ENSACAP00000005890
ENSMGAP00000011613	ENSACAP00000013979
ENSMGAP00000012233	ENSACAP00000013515
ENSMGAP00000000253	ENSACAP00000016422
ENSMGAP00000011164	ENSACAP00000007256
ENSMGAP00000009347	ENSACAP00000007371
ENSMGAP00000012676	ENSACAP00000001258
ENSMGAP00000012993	ENSACAP00000001930
ENSMGAP00000005304	ENSACAP00000003719
ENSMGAP00000001976	ENSACAP00000018557
ENSMGAP00000001808	ENSACAP00000009543
ENSMGAP00000000196	ENSACAP00000016437
ENSMGAP00000012390	ENSACAP00000001752
ENSMGAP00000001283	ENSACAP00000004614
ENSMGAP00000011489	ENSACAP00000009594
ENSMGAP00000001208	ENSACAP00000007652
ENSMGAP00000009080	ENSACAP00000011114
ENSMGAP00000018984	ENSACAP00000011180
ENSMGAP00000011691	ENSACAP00000020485
ENSMGAP00000018354	ENSACAP00000009417
ENSMGAP00000012476	ENSACAP00000001376
ENSMGAP00000009405	ENSACAP00000003562
ENSMGAP00000004918	ENSACAP00000001371
ENSMGAP00000003983	ENSACAP00000009644
ENSMGAP00000015823	ENSACAP00000015891
ENSMGAP00000015771	ENSACAP00000002847
ENSMGAP00000015325	ENSACAP00000014559
ENSMGAP00000003230	ENSACAP00000013067
ENSMGAP00000008786	ENSACAP00000003378
ENSMGAP00000004184	ENSACAP00000008872
ENSMGAP00000010514	ENSACAP00000014920
ENSMGAP00000006621	ENSACAP00000018316
ENSMGAP00000007273	ENSACAP00000011154
