ENSDARP00000074624	ENSMUSP00000034074
ENSDARP00000058564	ENSMUSP00000009435
ENSDARP00000104922	ENSMUSP00000009435
ENSDARP00000122954	ENSMUSP00000078602
ENSDARP00000092461	ENSMUSP00000022925
ENSDARP00000103269	ENSMUSP00000058375
ENSDARP00000062513	ENSMUSP00000026506
ENSDARP00000112992	ENSMUSP00000068318
ENSDARP00000036226	ENSMUSP00000028005
ENSDARP00000067173	ENSMUSP00000075441
ENSDARP00000118833	ENSMUSP00000081575
ENSDARP00000098103	ENSMUSP00000130660
ENSDARP00000115049	ENSMUSP00000021547
ENSDARP00000018012	ENSMUSP00000099830
ENSDARP00000060978	ENSMUSP00000099830
ENSDARP00000122284	ENSMUSP00000113022
ENSDARP00000084029	ENSMUSP00000031554
ENSDARP00000125427	ENSMUSP00000031554
ENSDARP00000081663	ENSMUSP00000023497
ENSDARP00000110578	ENSMUSP00000028767
ENSDARP00000102255	ENSMUSP00000048925
ENSDARP00000119261	ENSMUSP00000066737
ENSDARP00000112935	ENSMUSP00000020681
ENSDARP00000059906	ENSMUSP00000090730
ENSDARP00000017636	ENSMUSP00000022147
ENSDARP00000103307	ENSMUSP00000115750
ENSDARP00000122676	ENSMUSP00000017408
ENSDARP00000015683	ENSMUSP00000044815
ENSDARP00000038850	ENSMUSP00000004470
ENSDARP00000097770	ENSMUSP00000052644
ENSDARP00000126942	ENSMUSP00000108838
ENSDARP00000081301	ENSMUSP00000062110
ENSDARP00000102349	ENSMUSP00000062110
ENSDARP00000092552	ENSMUSP00000134388
ENSDARP00000077102	ENSMUSP00000013633
ENSDARP00000106853	ENSMUSP00000022960
ENSDARP00000001151	ENSMUSP00000023525
ENSDARP00000014124	ENSMUSP00000022218
ENSDARP00000033337	ENSMUSP00000046212
ENSDARP00000098101	ENSMUSP00000050597
ENSDARP00000104523	ENSMUSP00000019859
ENSDARP00000051195	ENSMUSP00000098895
ENSDARP00000038867	ENSMUSP00000014022
ENSDARP00000009313	ENSMUSP00000026989
ENSDARP00000070897	ENSMUSP00000040072
ENSDARP00000115443	ENSMUSP00000119443
ENSDARP00000044330	ENSMUSP00000035033
ENSDARP00000129750	ENSMUSP00000018337
ENSDARP00000128387	ENSMUSP00000036149
ENSDARP00000104384	ENSMUSP00000016696
ENSDARP00000002982	ENSMUSP00000030513
ENSDARP00000081244	ENSMUSP00000025979
ENSDARP00000105272	ENSMUSP00000056719
ENSDARP00000097988	ENSMUSP00000078998
ENSDARP00000049943	ENSMUSP00000000925
ENSDARP00000116163	ENSMUSP00000000925
ENSDARP00000090756	ENSMUSP00000024823
ENSDARP00000053833	ENSMUSP00000022380
ENSDARP00000106239	ENSMUSP00000103454
ENSDARP00000040031	ENSMUSP00000060940
ENSDARP00000111234	ENSMUSP00000080058
ENSDARP00000109206	ENSMUSP00000062930
ENSDARP00000125076	ENSMUSP00000125797
ENSDARP00000022134	ENSMUSP00000025542
ENSDARP00000011655	ENSMUSP00000021606
ENSDARP00000075198	ENSMUSP00000086701
ENSDARP00000019360	ENSMUSP00000041247
ENSDARP00000025772	ENSMUSP00000033723
ENSDARP00000009663	ENSMUSP00000076830
ENSDARP00000009364	ENSMUSP00000076830
ENSDARP00000123883	ENSMUSP00000023116
ENSDARP00000056582	ENSMUSP00000036288
ENSDARP00000123084	ENSMUSP00000110749
ENSDARP00000028571	ENSMUSP00000126621
ENSDARP00000119160	ENSMUSP00000004222
ENSDARP00000095109	ENSMUSP00000121346
ENSDARP00000112722	ENSMUSP00000075788
ENSDARP00000125851	ENSMUSP00000075788
ENSDARP00000065207	ENSMUSP00000026987
ENSDARP00000010437	ENSMUSP00000078436
ENSDARP00000126807	ENSMUSP00000061282
ENSDARP00000018567	ENSMUSP00000032963
ENSDARP00000125799	ENSMUSP00000077744
ENSDARP00000099330	ENSMUSP00000072134
ENSDARP00000091709	ENSMUSP00000055528
ENSDARP00000117977	ENSMUSP00000055528
ENSDARP00000101913	ENSMUSP00000001456
ENSDARP00000123573	ENSMUSP00000001456
ENSDARP00000038241	ENSMUSP00000004203
ENSDARP00000107528	ENSMUSP00000063525
ENSDARP00000011049	ENSMUSP00000107743
ENSDARP00000047417	ENSMUSP00000101783
ENSDARP00000107553	ENSMUSP00000101783
ENSDARP00000007708	ENSMUSP00000128819
ENSDARP00000067391	ENSMUSP00000048643
ENSDARP00000097862	ENSMUSP00000048643
ENSDARP00000032799	ENSMUSP00000051435
ENSDARP00000024121	ENSMUSP00000022573
ENSDARP00000068230	ENSMUSP00000054168
ENSDARP00000044858	ENSMUSP00000054168
ENSDARP00000118508	ENSMUSP00000059270
ENSDARP00000107604	ENSMUSP00000105769
ENSDARP00000075433	ENSMUSP00000133733
ENSDARP00000116469	ENSMUSP00000133733
ENSDARP00000121524	ENSMUSP00000025483
ENSDARP00000113328	ENSMUSP00000036523
ENSDARP00000039524	ENSMUSP00000042204
ENSDARP00000070795	ENSMUSP00000114125
ENSDARP00000095384	ENSMUSP00000002840
ENSDARP00000112379	ENSMUSP00000045667
ENSDARP00000129592	ENSMUSP00000030078
ENSDARP00000090010	ENSMUSP00000058609
ENSDARP00000109237	ENSMUSP00000077753
ENSDARP00000054737	ENSMUSP00000077753
ENSDARP00000043545	ENSMUSP00000025278
ENSDARP00000121240	ENSMUSP00000095228
ENSDARP00000124165	ENSMUSP00000006764
ENSDARP00000056247	ENSMUSP00000042509
ENSDARP00000064557	ENSMUSP00000025218
ENSDARP00000003237	ENSMUSP00000001836
ENSDARP00000111156	ENSMUSP00000123865
ENSDARP00000121482	ENSMUSP00000038681
ENSDARP00000072616	ENSMUSP00000062992
ENSDARP00000094415	ENSMUSP00000127526
ENSDARP00000126559	ENSMUSP00000066325
ENSDARP00000060839	ENSMUSP00000022705
ENSDARP00000098078	ENSMUSP00000045241
ENSDARP00000098792	ENSMUSP00000045241
ENSDARP00000009194	ENSMUSP00000046371
ENSDARP00000094388	ENSMUSP00000035660
ENSDARP00000092988	ENSMUSP00000035660
ENSDARP00000047463	ENSMUSP00000084466
ENSDARP00000031014	ENSMUSP00000027853
ENSDARP00000054878	ENSMUSP00000027853
ENSDARP00000090059	ENSMUSP00000104727
ENSDARP00000108838	ENSMUSP00000047872
ENSDARP00000111346	ENSMUSP00000125003
ENSDARP00000083382	ENSMUSP00000099953
ENSDARP00000058604	ENSMUSP00000000287
ENSDARP00000099794	ENSMUSP00000048997
ENSDARP00000021000	ENSMUSP00000048997
ENSDARP00000074914	ENSMUSP00000025965
ENSDARP00000072858	ENSMUSP00000076575
ENSDARP00000023322	ENSMUSP00000076575
ENSDARP00000074126	ENSMUSP00000116865
ENSDARP00000099725	ENSMUSP00000068103
ENSDARP00000083043	ENSMUSP00000126849
ENSDARP00000072946	ENSMUSP00000126849
ENSDARP00000098966	ENSMUSP00000062411
ENSDARP00000107549	ENSMUSP00000062411
ENSDARP00000072525	ENSMUSP00000093581
ENSDARP00000066929	ENSMUSP00000110547
ENSDARP00000084917	ENSMUSP00000082844
ENSDARP00000024862	ENSMUSP00000000793
ENSDARP00000128561	ENSMUSP00000046027
ENSDARP00000009878	ENSMUSP00000046027
ENSDARP00000129484	ENSMUSP00000075573
ENSDARP00000105025	ENSMUSP00000043437
ENSDARP00000121511	ENSMUSP00000030140
ENSDARP00000089816	ENSMUSP00000040756
ENSDARP00000098256	ENSMUSP00000015725
ENSDARP00000100929	ENSMUSP00000015725
ENSDARP00000051182	ENSMUSP00000107214
ENSDARP00000022307	ENSMUSP00000107214
ENSDARP00000023186	ENSMUSP00000021532
ENSDARP00000042375	ENSMUSP00000021532
ENSDARP00000088419	ENSMUSP00000015501
ENSDARP00000016016	ENSMUSP00000136649
ENSDARP00000023444	ENSMUSP00000109257
ENSDARP00000057761	ENSMUSP00000029806
ENSDARP00000112499	ENSMUSP00000003320
ENSDARP00000099342	ENSMUSP00000003320
ENSDARP00000102849	ENSMUSP00000125552
ENSDARP00000020323	ENSMUSP00000070279
ENSDARP00000082397	ENSMUSP00000030257
ENSDARP00000075935	ENSMUSP00000107598
ENSDARP00000093298	ENSMUSP00000119949
ENSDARP00000080946	ENSMUSP00000028796
ENSDARP00000104753	ENSMUSP00000023867
ENSDARP00000061543	ENSMUSP00000026274
ENSDARP00000061664	ENSMUSP00000053033
ENSDARP00000025119	ENSMUSP00000101896
ENSDARP00000112333	ENSMUSP00000072008
ENSDARP00000098071	ENSMUSP00000112975
ENSDARP00000022256	ENSMUSP00000027601
ENSDARP00000067557	ENSMUSP00000037543
ENSDARP00000004926	ENSMUSP00000020317
ENSDARP00000063922	ENSMUSP00000117725
ENSDARP00000004298	ENSMUSP00000063565
ENSDARP00000111972	ENSMUSP00000116090
ENSDARP00000117779	ENSMUSP00000106133
ENSDARP00000011011	ENSMUSP00000098053
ENSDARP00000113849	ENSMUSP00000022136
ENSDARP00000124881	ENSMUSP00000046951
ENSDARP00000090568	ENSMUSP00000031364
ENSDARP00000017217	ENSMUSP00000106481
ENSDARP00000076630	ENSMUSP00000053900
ENSDARP00000010686	ENSMUSP00000030583
ENSDARP00000102576	ENSMUSP00000120154
ENSDARP00000005176	ENSMUSP00000133280
ENSDARP00000003452	ENSMUSP00000039484
ENSDARP00000121522	ENSMUSP00000039484
ENSDARP00000096361	ENSMUSP00000021239
ENSDARP00000118121	ENSMUSP00000078303
ENSDARP00000008647	ENSMUSP00000036277
ENSDARP00000113369	ENSMUSP00000031092
ENSDARP00000083350	ENSMUSP00000009679
ENSDARP00000055553	ENSMUSP00000129564
ENSDARP00000029422	ENSMUSP00000022855
ENSDARP00000031098	ENSMUSP00000014438
ENSDARP00000035728	ENSMUSP00000023510
ENSDARP00000068371	ENSMUSP00000027491
ENSDARP00000017257	ENSMUSP00000027491
ENSDARP00000103344	ENSMUSP00000084257
ENSDARP00000039099	ENSMUSP00000119261
ENSDARP00000121390	ENSMUSP00000021335
ENSDARP00000094818	ENSMUSP00000033036
ENSDARP00000100659	ENSMUSP00000033036
ENSDARP00000122813	ENSMUSP00000097328
ENSDARP00000122798	ENSMUSP00000051441
ENSDARP00000034076	ENSMUSP00000004715
ENSDARP00000057468	ENSMUSP00000055178
ENSDARP00000069664	ENSMUSP00000055178
ENSDARP00000042157	ENSMUSP00000077345
ENSDARP00000057878	ENSMUSP00000003655
ENSDARP00000118511	ENSMUSP00000103656
ENSDARP00000050124	ENSMUSP00000062766
ENSDARP00000103454	ENSMUSP00000062277
ENSDARP00000050933	ENSMUSP00000129238
ENSDARP00000013627	ENSMUSP00000105174
ENSDARP00000052184	ENSMUSP00000006898
ENSDARP00000087584	ENSMUSP00000076503
ENSDARP00000022060	ENSMUSP00000084896
ENSDARP00000109711	ENSMUSP00000024727
ENSDARP00000072847	ENSMUSP00000120632
ENSDARP00000103758	ENSMUSP00000061423
ENSDARP00000096613	ENSMUSP00000010198
ENSDARP00000069296	ENSMUSP00000010198
ENSDARP00000066063	ENSMUSP00000019026
ENSDARP00000078551	ENSMUSP00000117636
ENSDARP00000116660	ENSMUSP00000034279
ENSDARP00000059666	ENSMUSP00000027139
ENSDARP00000111582	ENSMUSP00000116494
ENSDARP00000065543	ENSMUSP00000074490
ENSDARP00000106559	ENSMUSP00000006856
ENSDARP00000096969	ENSMUSP00000021049
ENSDARP00000065863	ENSMUSP00000106869
ENSDARP00000009109	ENSMUSP00000025815
ENSDARP00000099718	ENSMUSP00000107421
ENSDARP00000073799	ENSMUSP00000074129
ENSDARP00000052645	ENSMUSP00000074129
ENSDARP00000040032	ENSMUSP00000063590
ENSDARP00000116242	ENSMUSP00000044931
ENSDARP00000025466	ENSMUSP00000133523
ENSDARP00000129175	ENSMUSP00000133694
ENSDARP00000006173	ENSMUSP00000022499
ENSDARP00000010013	ENSMUSP00000075683
ENSDARP00000116237	ENSMUSP00000090316
ENSDARP00000019903	ENSMUSP00000044797
ENSDARP00000128519	ENSMUSP00000027768
ENSDARP00000062091	ENSMUSP00000044687
ENSDARP00000111658	ENSMUSP00000022865
ENSDARP00000016213	ENSMUSP00000022865
ENSDARP00000105820	ENSMUSP00000030731
ENSDARP00000017149	ENSMUSP00000034561
ENSDARP00000080925	ENSMUSP00000047505
ENSDARP00000108416	ENSMUSP00000123374
ENSDARP00000063612	ENSMUSP00000123374
ENSDARP00000099617	ENSMUSP00000093969
ENSDARP00000071726	ENSMUSP00000030501
ENSDARP00000118992	ENSMUSP00000028148
ENSDARP00000064693	ENSMUSP00000106518
ENSDARP00000076519	ENSMUSP00000003572
ENSDARP00000004687	ENSMUSP00000031103
ENSDARP00000121982	ENSMUSP00000037224
ENSDARP00000031745	ENSMUSP00000027988
ENSDARP00000067234	ENSMUSP00000125451
ENSDARP00000109353	ENSMUSP00000052654
ENSDARP00000018505	ENSMUSP00000123698
ENSDARP00000097615	ENSMUSP00000122058
ENSDARP00000060189	ENSMUSP00000020034
ENSDARP00000123267	ENSMUSP00000081133
ENSDARP00000068017	ENSMUSP00000059457
ENSDARP00000106732	ENSMUSP00000090022
ENSDARP00000098431	ENSMUSP00000090022
ENSDARP00000038195	ENSMUSP00000102152
ENSDARP00000063150	ENSMUSP00000025474
ENSDARP00000088158	ENSMUSP00000025474
ENSDARP00000106280	ENSMUSP00000025204
ENSDARP00000126728	ENSMUSP00000029346
ENSDARP00000044114	ENSMUSP00000002756
ENSDARP00000032165	ENSMUSP00000063201
ENSDARP00000126427	ENSMUSP00000024882
ENSDARP00000067396	ENSMUSP00000024887
ENSDARP00000070899	ENSMUSP00000034203
ENSDARP00000050244	ENSMUSP00000038331
ENSDARP00000127074	ENSMUSP00000041113
ENSDARP00000071703	ENSMUSP00000097770
ENSDARP00000087580	ENSMUSP00000086923
ENSDARP00000124120	ENSMUSP00000030189
ENSDARP00000118997	ENSMUSP00000105321
ENSDARP00000085187	ENSMUSP00000034361
ENSDARP00000124644	ENSMUSP00000023086
ENSDARP00000059298	ENSMUSP00000024906
ENSDARP00000118262	ENSMUSP00000067324
ENSDARP00000013430	ENSMUSP00000099552
ENSDARP00000089349	ENSMUSP00000037735
ENSDARP00000095658	ENSMUSP00000019143
ENSDARP00000110958	ENSMUSP00000030206
ENSDARP00000011083	ENSMUSP00000030769
ENSDARP00000074854	ENSMUSP00000112170
ENSDARP00000016047	ENSMUSP00000005749
ENSDARP00000106414	ENSMUSP00000021147
ENSDARP00000104141	ENSMUSP00000076255
ENSDARP00000123531	ENSMUSP00000021920
ENSDARP00000054152	ENSMUSP00000023869
ENSDARP00000061760	ENSMUSP00000023362
ENSDARP00000081096	ENSMUSP00000056282
ENSDARP00000005238	ENSMUSP00000028139
ENSDARP00000052644	ENSMUSP00000039027
ENSDARP00000014201	ENSMUSP00000128650
ENSDARP00000041904	ENSMUSP00000128650
ENSDARP00000037928	ENSMUSP00000042578
ENSDARP00000048639	ENSMUSP00000034615
ENSDARP00000058031	ENSMUSP00000063913
ENSDARP00000006378	ENSMUSP00000022962
ENSDARP00000027131	ENSMUSP00000042181
ENSDARP00000096562	ENSMUSP00000042181
ENSDARP00000103943	ENSMUSP00000042260
ENSDARP00000064802	ENSMUSP00000027921
ENSDARP00000094012	ENSMUSP00000122252
ENSDARP00000086605	ENSMUSP00000090926
ENSDARP00000106419	ENSMUSP00000035106
ENSDARP00000077967	ENSMUSP00000035106
ENSDARP00000093629	ENSMUSP00000011058
ENSDARP00000102666	ENSMUSP00000124625
ENSDARP00000014151	ENSMUSP00000059678
ENSDARP00000073610	ENSMUSP00000064158
ENSDARP00000058350	ENSMUSP00000042860
ENSDARP00000100148	ENSMUSP00000005862
ENSDARP00000041113	ENSMUSP00000030642
ENSDARP00000024490	ENSMUSP00000032585
ENSDARP00000050825	ENSMUSP00000025276
ENSDARP00000123109	ENSMUSP00000130666
ENSDARP00000067338	ENSMUSP00000100050
ENSDARP00000097746	ENSMUSP00000027040
ENSDARP00000105284	ENSMUSP00000045580
ENSDARP00000102160	ENSMUSP00000023749
ENSDARP00000127531	ENSMUSP00000005630
ENSDARP00000003198	ENSMUSP00000048377
ENSDARP00000116987	ENSMUSP00000098076
ENSDARP00000077564	ENSMUSP00000098076
ENSDARP00000090309	ENSMUSP00000097793
ENSDARP00000065324	ENSMUSP00000122420
ENSDARP00000105288	ENSMUSP00000018143
ENSDARP00000052786	ENSMUSP00000034644
ENSDARP00000003488	ENSMUSP00000022121
ENSDARP00000090111	ENSMUSP00000021479
ENSDARP00000062851	ENSMUSP00000041152
ENSDARP00000060591	ENSMUSP00000115512
ENSDARP00000023604	ENSMUSP00000034411
ENSDARP00000053813	ENSMUSP00000074347
ENSDARP00000033381	ENSMUSP00000103771
ENSDARP00000110309	ENSMUSP00000061317
ENSDARP00000061333	ENSMUSP00000049335
ENSDARP00000103689	ENSMUSP00000035948
ENSDARP00000004179	ENSMUSP00000056948
ENSDARP00000124096	ENSMUSP00000064226
ENSDARP00000124464	ENSMUSP00000021379
ENSDARP00000035079	ENSMUSP00000043411
ENSDARP00000054439	ENSMUSP00000029568
ENSDARP00000052647	ENSMUSP00000029568
ENSDARP00000007628	ENSMUSP00000033776
ENSDARP00000013651	ENSMUSP00000022612
ENSDARP00000032037	ENSMUSP00000113761
ENSDARP00000128424	ENSMUSP00000031376
ENSDARP00000070516	ENSMUSP00000097882
ENSDARP00000077038	ENSMUSP00000114699
ENSDARP00000104733	ENSMUSP00000125434
ENSDARP00000066890	ENSMUSP00000043679
ENSDARP00000009441	ENSMUSP00000133204
ENSDARP00000054604	ENSMUSP00000053971
ENSDARP00000092761	ENSMUSP00000027256
ENSDARP00000017647	ENSMUSP00000028948
ENSDARP00000022310	ENSMUSP00000023043
ENSDARP00000040389	ENSMUSP00000066621
ENSDARP00000127799	ENSMUSP00000028612
ENSDARP00000058459	ENSMUSP00000030738
ENSDARP00000026560	ENSMUSP00000071214
ENSDARP00000068470	ENSMUSP00000071214
ENSDARP00000076298	ENSMUSP00000023501
ENSDARP00000110651	ENSMUSP00000038063
ENSDARP00000098016	ENSMUSP00000128874
ENSDARP00000022189	ENSMUSP00000034539
ENSDARP00000066998	ENSMUSP00000020248
ENSDARP00000080456	ENSMUSP00000038924
ENSDARP00000031013	ENSMUSP00000018841
ENSDARP00000107682	ENSMUSP00000028553
ENSDARP00000017350	ENSMUSP00000026681
ENSDARP00000073678	ENSMUSP00000023666
ENSDARP00000047068	ENSMUSP00000026846
ENSDARP00000052239	ENSMUSP00000025418
ENSDARP00000128879	ENSMUSP00000064465
ENSDARP00000013774	ENSMUSP00000046645
ENSDARP00000066545	ENSMUSP00000084799
ENSDARP00000039092	ENSMUSP00000131158
ENSDARP00000078068	ENSMUSP00000074756
ENSDARP00000127595	ENSMUSP00000127292
ENSDARP00000106615	ENSMUSP00000127292
ENSDARP00000015592	ENSMUSP00000012627
ENSDARP00000111715	ENSMUSP00000021133
ENSDARP00000084220	ENSMUSP00000113854
ENSDARP00000028927	ENSMUSP00000048443
ENSDARP00000086442	ENSMUSP00000090086
ENSDARP00000013273	ENSMUSP00000001339
ENSDARP00000108504	ENSMUSP00000029402
ENSDARP00000127487	ENSMUSP00000010421
ENSDARP00000051669	ENSMUSP00000083652
ENSDARP00000076556	ENSMUSP00000043488
ENSDARP00000013392	ENSMUSP00000038775
ENSDARP00000045638	ENSMUSP00000030852
ENSDARP00000111339	ENSMUSP00000025243
ENSDARP00000014583	ENSMUSP00000128915
ENSDARP00000072446	ENSMUSP00000017597
ENSDARP00000064112	ENSMUSP00000045888
ENSDARP00000063788	ENSMUSP00000104179
ENSDARP00000108800	ENSMUSP00000001365
ENSDARP00000080008	ENSMUSP00000066614
ENSDARP00000029749	ENSMUSP00000066614
ENSDARP00000081257	ENSMUSP00000034541
ENSDARP00000004251	ENSMUSP00000054829
ENSDARP00000041450	ENSMUSP00000072527
ENSDARP00000017721	ENSMUSP00000005503
ENSDARP00000044127	ENSMUSP00000028408
ENSDARP00000073846	ENSMUSP00000039376
ENSDARP00000068223	ENSMUSP00000033973
ENSDARP00000037308	ENSMUSP00000025714
ENSDARP00000068523	ENSMUSP00000006221
ENSDARP00000027484	ENSMUSP00000025264
ENSDARP00000119233	ENSMUSP00000101706
ENSDARP00000072564	ENSMUSP00000020212
ENSDARP00000089506	ENSMUSP00000120075
ENSDARP00000067993	ENSMUSP00000031707
ENSDARP00000079916	ENSMUSP00000106308
ENSDARP00000124077	ENSMUSP00000044769
ENSDARP00000095418	ENSMUSP00000026461
ENSDARP00000107908	ENSMUSP00000033901
ENSDARP00000006549	ENSMUSP00000028910
ENSDARP00000042671	ENSMUSP00000084480
ENSDARP00000020042	ENSMUSP00000000594
ENSDARP00000101486	ENSMUSP00000038977
ENSDARP00000129538	ENSMUSP00000076682
ENSDARP00000053762	ENSMUSP00000126733
ENSDARP00000109840	ENSMUSP00000058697
ENSDARP00000069247	ENSMUSP00000063158
ENSDARP00000099210	ENSMUSP00000058021
ENSDARP00000065995	ENSMUSP00000046786
ENSDARP00000086095	ENSMUSP00000137253
ENSDARP00000074549	ENSMUSP00000130802
ENSDARP00000021565	ENSMUSP00000031627
ENSDARP00000120246	ENSMUSP00000099390
ENSDARP00000040775	ENSMUSP00000031072
ENSDARP00000093822	ENSMUSP00000110673
ENSDARP00000111675	ENSMUSP00000110673
ENSDARP00000097766	ENSMUSP00000107725
ENSDARP00000055442	ENSMUSP00000065631
ENSDARP00000048870	ENSMUSP00000121504
ENSDARP00000073498	ENSMUSP00000033012
ENSDARP00000097488	ENSMUSP00000021048
ENSDARP00000045123	ENSMUSP00000031654
ENSDARP00000099447	ENSMUSP00000020273
ENSDARP00000122983	ENSMUSP00000095346
ENSDARP00000015118	ENSMUSP00000068713
ENSDARP00000097737	ENSMUSP00000049997
ENSDARP00000055565	ENSMUSP00000030013
ENSDARP00000008857	ENSMUSP00000123336
ENSDARP00000068720	ENSMUSP00000023426
ENSDARP00000067754	ENSMUSP00000023426
ENSDARP00000126236	ENSMUSP00000025383
ENSDARP00000125625	ENSMUSP00000063548
ENSDARP00000121684	ENSMUSP00000062413
ENSDARP00000105162	ENSMUSP00000097947
ENSDARP00000092338	ENSMUSP00000027114
ENSDARP00000091471	ENSMUSP00000059211
ENSDARP00000060730	ENSMUSP00000049284
ENSDARP00000051551	ENSMUSP00000018905
ENSDARP00000031054	ENSMUSP00000056105
ENSDARP00000087506	ENSMUSP00000083146
ENSDARP00000064438	ENSMUSP00000046732
ENSDARP00000025069	ENSMUSP00000003493
ENSDARP00000052323	ENSMUSP00000076081
ENSDARP00000006223	ENSMUSP00000040585
ENSDARP00000006732	ENSMUSP00000034147
ENSDARP00000112480	ENSMUSP00000025109
ENSDARP00000065265	ENSMUSP00000025109
ENSDARP00000108231	ENSMUSP00000030198
ENSDARP00000098858	ENSMUSP00000064926
ENSDARP00000056648	ENSMUSP00000061523
ENSDARP00000053932	ENSMUSP00000084414
ENSDARP00000058289	ENSMUSP00000116098
ENSDARP00000102182	ENSMUSP00000099807
ENSDARP00000049223	ENSMUSP00000075339
ENSDARP00000034175	ENSMUSP00000099484
ENSDARP00000060133	ENSMUSP00000107874
ENSDARP00000098710	ENSMUSP00000034609
ENSDARP00000122064	ENSMUSP00000099986
ENSDARP00000009619	ENSMUSP00000034524
ENSDARP00000106401	ENSMUSP00000126298
ENSDARP00000022770	ENSMUSP00000031077
ENSDARP00000052348	ENSMUSP00000105183
ENSDARP00000113407	ENSMUSP00000040591
ENSDARP00000055610	ENSMUSP00000021667
ENSDARP00000115495	ENSMUSP00000103943
ENSDARP00000024616	ENSMUSP00000027071
ENSDARP00000105892	ENSMUSP00000030538
ENSDARP00000095783	ENSMUSP00000124565
ENSDARP00000117101	ENSMUSP00000036778
ENSDARP00000073936	ENSMUSP00000130722
ENSDARP00000112810	ENSMUSP00000070534
ENSDARP00000094113	ENSMUSP00000051845
ENSDARP00000004735	ENSMUSP00000022030
ENSDARP00000071531	ENSMUSP00000032440
ENSDARP00000103971	ENSMUSP00000048078
ENSDARP00000109722	ENSMUSP00000039301
ENSDARP00000008455	ENSMUSP00000084959
ENSDARP00000020711	ENSMUSP00000035092
ENSDARP00000115398	ENSMUSP00000061345
ENSDARP00000035352	ENSMUSP00000057368
ENSDARP00000107535	ENSMUSP00000057368
ENSDARP00000021768	ENSMUSP00000100059
ENSDARP00000035108	ENSMUSP00000111241
ENSDARP00000084619	ENSMUSP00000045103
ENSDARP00000042491	ENSMUSP00000031069
ENSDARP00000065565	ENSMUSP00000028917
ENSDARP00000072728	ENSMUSP00000113431
ENSDARP00000067667	ENSMUSP00000129789
ENSDARP00000071213	ENSMUSP00000027303
ENSDARP00000082118	ENSMUSP00000106017
ENSDARP00000096299	ENSMUSP00000070265
ENSDARP00000095264	ENSMUSP00000038418
ENSDARP00000100108	ENSMUSP00000056990
ENSDARP00000101392	ENSMUSP00000056990
ENSDARP00000104227	ENSMUSP00000044990
ENSDARP00000098593	ENSMUSP00000044990
ENSDARP00000060576	ENSMUSP00000042852
ENSDARP00000051892	ENSMUSP00000109761
ENSDARP00000103658	ENSMUSP00000070314
ENSDARP00000124965	ENSMUSP00000048244
ENSDARP00000056036	ENSMUSP00000023113
ENSDARP00000091993	ENSMUSP00000039080
ENSDARP00000052502	ENSMUSP00000042746
ENSDARP00000074049	ENSMUSP00000033866
ENSDARP00000079877	ENSMUSP00000130941
ENSDARP00000116017	ENSMUSP00000099721
ENSDARP00000079466	ENSMUSP00000070957
ENSDARP00000076392	ENSMUSP00000035826
ENSDARP00000058668	ENSMUSP00000032461
ENSDARP00000065337	ENSMUSP00000040846
ENSDARP00000008022	ENSMUSP00000032124
ENSDARP00000103306	ENSMUSP00000040356
ENSDARP00000025305	ENSMUSP00000098295
ENSDARP00000035286	ENSMUSP00000031101
ENSDARP00000042477	ENSMUSP00000027992
ENSDARP00000117314	ENSMUSP00000126878
ENSDARP00000084908	ENSMUSP00000038983
ENSDARP00000032121	ENSMUSP00000139269
ENSDARP00000012553	ENSMUSP00000044604
ENSDARP00000100201	ENSMUSP00000049044
ENSDARP00000128329	ENSMUSP00000022517
ENSDARP00000010800	ENSMUSP00000033283
ENSDARP00000011338	ENSMUSP00000101813
ENSDARP00000065340	ENSMUSP00000099859
ENSDARP00000038215	ENSMUSP00000025997
ENSDARP00000071305	ENSMUSP00000112977
ENSDARP00000072280	ENSMUSP00000047950
ENSDARP00000039986	ENSMUSP00000070871
ENSDARP00000072428	ENSMUSP00000100010
ENSDARP00000090050	ENSMUSP00000125638
ENSDARP00000000952	ENSMUSP00000041744
ENSDARP00000117221	ENSMUSP00000049057
ENSDARP00000078609	ENSMUSP00000136972
ENSDARP00000081548	ENSMUSP00000035879
ENSDARP00000006705	ENSMUSP00000099544
ENSDARP00000016280	ENSMUSP00000020163
ENSDARP00000121984	ENSMUSP00000078901
ENSDARP00000049098	ENSMUSP00000022053
ENSDARP00000072835	ENSMUSP00000039621
ENSDARP00000072745	ENSMUSP00000132498
ENSDARP00000004826	ENSMUSP00000021991
ENSDARP00000113910	ENSMUSP00000099506
ENSDARP00000051541	ENSMUSP00000002043
ENSDARP00000125000	ENSMUSP00000073551
ENSDARP00000119212	ENSMUSP00000041851
ENSDARP00000103018	ENSMUSP00000018805
ENSDARP00000107782	ENSMUSP00000112385
ENSDARP00000069232	ENSMUSP00000055926
ENSDARP00000005452	ENSMUSP00000055926
ENSDARP00000118562	ENSMUSP00000046837
ENSDARP00000111486	ENSMUSP00000091432
ENSDARP00000106702	ENSMUSP00000091432
ENSDARP00000055527	ENSMUSP00000023400
ENSDARP00000122322	ENSMUSP00000113769
ENSDARP00000112332	ENSMUSP00000039420
ENSDARP00000083675	ENSMUSP00000065160
ENSDARP00000033056	ENSMUSP00000030872
ENSDARP00000027942	ENSMUSP00000123029
ENSDARP00000056033	ENSMUSP00000070209
ENSDARP00000018811	ENSMUSP00000023206
