ENSMGAP00000004951	ENSMUSP00000034074
ENSMGAP00000009008	ENSMUSP00000061282
ENSMGAP00000016250	ENSMUSP00000032963
ENSMGAP00000011086	ENSMUSP00000077744
ENSMGAP00000000498	ENSMUSP00000072134
ENSMGAP00000001014	ENSMUSP00000080128
ENSMGAP00000006484	ENSMUSP00000001456
ENSMGAP00000012025	ENSMUSP00000035170
ENSMGAP00000013893	ENSMUSP00000098659
ENSMGAP00000018516	ENSMUSP00000063525
ENSMGAP00000007469	ENSMUSP00000107743
ENSMGAP00000003408	ENSMUSP00000079379
ENSMGAP00000005200	ENSMUSP00000101783
ENSMGAP00000002988	ENSMUSP00000128819
ENSMGAP00000014683	ENSMUSP00000048643
ENSMGAP00000015910	ENSMUSP00000022573
ENSMGAP00000008056	ENSMUSP00000054168
ENSMGAP00000006760	ENSMUSP00000129169
ENSMGAP00000016447	ENSMUSP00000032133
ENSMGAP00000016582	ENSMUSP00000059270
ENSMGAP00000007798	ENSMUSP00000105769
ENSMGAP00000016831	ENSMUSP00000066921
ENSMGAP00000017092	ENSMUSP00000133733
ENSMGAP00000004088	ENSMUSP00000036523
ENSMGAP00000008649	ENSMUSP00000108310
ENSMGAP00000002368	ENSMUSP00000030903
ENSMGAP00000013154	ENSMUSP00000042204
ENSMGAP00000011127	ENSMUSP00000038820
ENSMGAP00000004110	ENSMUSP00000114125
ENSMGAP00000007239	ENSMUSP00000002840
ENSMGAP00000007792	ENSMUSP00000001712
ENSMGAP00000017741	ENSMUSP00000045667
ENSMGAP00000005378	ENSMUSP00000058609
ENSMGAP00000015343	ENSMUSP00000023608
ENSMGAP00000014606	ENSMUSP00000054797
ENSMGAP00000006094	ENSMUSP00000077753
ENSMGAP00000009425	ENSMUSP00000025278
ENSMGAP00000007020	ENSMUSP00000095228
ENSMGAP00000007835	ENSMUSP00000006764
ENSMGAP00000003708	ENSMUSP00000042509
ENSMGAP00000000965	ENSMUSP00000025218
ENSMGAP00000003601	ENSMUSP00000024031
ENSMGAP00000017993	ENSMUSP00000129279
ENSMGAP00000013531	ENSMUSP00000001836
ENSMGAP00000001796	ENSMUSP00000123865
ENSMGAP00000001009	ENSMUSP00000038681
ENSMGAP00000003636	ENSMUSP00000127526
ENSMGAP00000008277	ENSMUSP00000017692
ENSMGAP00000012227	ENSMUSP00000133992
ENSMGAP00000009431	ENSMUSP00000066325
ENSMGAP00000015914	ENSMUSP00000022705
ENSMGAP00000003319	ENSMUSP00000045241
ENSMGAP00000008131	ENSMUSP00000031190
ENSMGAP00000008150	ENSMUSP00000046371
ENSMGAP00000008177	ENSMUSP00000035660
ENSMGAP00000011990	ENSMUSP00000084466
ENSMGAP00000002901	ENSMUSP00000021803
ENSMGAP00000015272	ENSMUSP00000027853
ENSMGAP00000011828	ENSMUSP00000025955
ENSMGAP00000006775	ENSMUSP00000104727
ENSMGAP00000004947	ENSMUSP00000011526
ENSMGAP00000010983	ENSMUSP00000047872
ENSMGAP00000006126	ENSMUSP00000027264
ENSMGAP00000001618	ENSMUSP00000125003
ENSMGAP00000013087	ENSMUSP00000124307
ENSMGAP00000008665	ENSMUSP00000099953
ENSMGAP00000008424	ENSMUSP00000000287
ENSMGAP00000010836	ENSMUSP00000048997
ENSMGAP00000013529	ENSMUSP00000038630
ENSMGAP00000006907	ENSMUSP00000025965
ENSMGAP00000006169	ENSMUSP00000010536
ENSMGAP00000003123	ENSMUSP00000076575
ENSMGAP00000002800	ENSMUSP00000116865
ENSMGAP00000013260	ENSMUSP00000015950
ENSMGAP00000008700	ENSMUSP00000068103
ENSMGAP00000012856	ENSMUSP00000126849
ENSMGAP00000013132	ENSMUSP00000062411
ENSMGAP00000013366	ENSMUSP00000093581
ENSMGAP00000004266	ENSMUSP00000110547
ENSMGAP00000001024	ENSMUSP00000082844
ENSMGAP00000013875	ENSMUSP00000046027
ENSMGAP00000017998	ENSMUSP00000075573
ENSMGAP00000005350	ENSMUSP00000043437
ENSMGAP00000012204	ENSMUSP00000042057
ENSMGAP00000009148	ENSMUSP00000030140
ENSMGAP00000011349	ENSMUSP00000040756
ENSMGAP00000003323	ENSMUSP00000015725
ENSMGAP00000004465	ENSMUSP00000107214
ENSMGAP00000003524	ENSMUSP00000034607
ENSMGAP00000014322	ENSMUSP00000021532
ENSMGAP00000000071	ENSMUSP00000003029
ENSMGAP00000012599	ENSMUSP00000067898
ENSMGAP00000009836	ENSMUSP00000015501
ENSMGAP00000008510	ENSMUSP00000136649
ENSMGAP00000012628	ENSMUSP00000124369
ENSMGAP00000016192	ENSMUSP00000037409
ENSMGAP00000011753	ENSMUSP00000029806
ENSMGAP00000014991	ENSMUSP00000031897
ENSMGAP00000009146	ENSMUSP00000003320
ENSMGAP00000010521	ENSMUSP00000043909
ENSMGAP00000014021	ENSMUSP00000125552
ENSMGAP00000002883	ENSMUSP00000070279
ENSMGAP00000012380	ENSMUSP00000030257
ENSMGAP00000009447	ENSMUSP00000107598
ENSMGAP00000004060	ENSMUSP00000119949
ENSMGAP00000008288	ENSMUSP00000060495
ENSMGAP00000002708	ENSMUSP00000028796
ENSMGAP00000002084	ENSMUSP00000023867
ENSMGAP00000000705	ENSMUSP00000027736
ENSMGAP00000002540	ENSMUSP00000017354
ENSMGAP00000012124	ENSMUSP00000026274
ENSMGAP00000009744	ENSMUSP00000053033
ENSMGAP00000005960	ENSMUSP00000101896
ENSMGAP00000010918	ENSMUSP00000072008
ENSMGAP00000005074	ENSMUSP00000112975
ENSMGAP00000010727	ENSMUSP00000037543
ENSMGAP00000004310	ENSMUSP00000020317
ENSMGAP00000012218	ENSMUSP00000121038
ENSMGAP00000010994	ENSMUSP00000025177
ENSMGAP00000001464	ENSMUSP00000063565
ENSMGAP00000005243	ENSMUSP00000054060
ENSMGAP00000016239	ENSMUSP00000116090
ENSMGAP00000007425	ENSMUSP00000106133
ENSMGAP00000013331	ENSMUSP00000098053
ENSMGAP00000001628	ENSMUSP00000022136
ENSMGAP00000013885	ENSMUSP00000046951
ENSMGAP00000010216	ENSMUSP00000031364
ENSMGAP00000003996	ENSMUSP00000122895
ENSMGAP00000010291	ENSMUSP00000106481
ENSMGAP00000000686	ENSMUSP00000053900
ENSMGAP00000004891	ENSMUSP00000030583
ENSMGAP00000011818	ENSMUSP00000120154
ENSMGAP00000016040	ENSMUSP00000133280
ENSMGAP00000010481	ENSMUSP00000039484
ENSMGAP00000017495	ENSMUSP00000021239
ENSMGAP00000016003	ENSMUSP00000078303
ENSMGAP00000010148	ENSMUSP00000036277
ENSMGAP00000019447	ENSMUSP00000006303
ENSMGAP00000003331	ENSMUSP00000062312
ENSMGAP00000012976	ENSMUSP00000031092
ENSMGAP00000008821	ENSMUSP00000009679
ENSMGAP00000018841	ENSMUSP00000039598
ENSMGAP00000007324	ENSMUSP00000128331
ENSMGAP00000003980	ENSMUSP00000129564
ENSMGAP00000002851	ENSMUSP00000022855
ENSMGAP00000003703	ENSMUSP00000015749
ENSMGAP00000013002	ENSMUSP00000132348
ENSMGAP00000012728	ENSMUSP00000023510
ENSMGAP00000011447	ENSMUSP00000084257
ENSMGAP00000013134	ENSMUSP00000119261
ENSMGAP00000013045	ENSMUSP00000021335
ENSMGAP00000005649	ENSMUSP00000033036
ENSMGAP00000010294	ENSMUSP00000128083
ENSMGAP00000010435	ENSMUSP00000051441
ENSMGAP00000019137	ENSMUSP00000004715
ENSMGAP00000008287	ENSMUSP00000055178
ENSMGAP00000009996	ENSMUSP00000029222
ENSMGAP00000012566	ENSMUSP00000077345
ENSMGAP00000010803	ENSMUSP00000003655
ENSMGAP00000016428	ENSMUSP00000103656
ENSMGAP00000002907	ENSMUSP00000062277
ENSMGAP00000010366	ENSMUSP00000129238
ENSMGAP00000000463	ENSMUSP00000105174
ENSMGAP00000012679	ENSMUSP00000028552
ENSMGAP00000001048	ENSMUSP00000029645
ENSMGAP00000013815	ENSMUSP00000110093
ENSMGAP00000008146	ENSMUSP00000006898
ENSMGAP00000011061	ENSMUSP00000076503
ENSMGAP00000014371	ENSMUSP00000084896
ENSMGAP00000015085	ENSMUSP00000024727
ENSMGAP00000012236	ENSMUSP00000120632
ENSMGAP00000005566	ENSMUSP00000061423
ENSMGAP00000004319	ENSMUSP00000047254
ENSMGAP00000002315	ENSMUSP00000019026
ENSMGAP00000007657	ENSMUSP00000034279
ENSMGAP00000006098	ENSMUSP00000027139
ENSMGAP00000008793	ENSMUSP00000116494
ENSMGAP00000005173	ENSMUSP00000034131
ENSMGAP00000019800	ENSMUSP00000074490
ENSMGAP00000012034	ENSMUSP00000033139
ENSMGAP00000013361	ENSMUSP00000021668
ENSMGAP00000001664	ENSMUSP00000006856
ENSMGAP00000000393	ENSMUSP00000021049
ENSMGAP00000010874	ENSMUSP00000106869
ENSMGAP00000008471	ENSMUSP00000050970
ENSMGAP00000005026	ENSMUSP00000025815
ENSMGAP00000014455	ENSMUSP00000107421
ENSMGAP00000011149	ENSMUSP00000074129
ENSMGAP00000010911	ENSMUSP00000063590
ENSMGAP00000000848	ENSMUSP00000038914
ENSMGAP00000008831	ENSMUSP00000044931
ENSMGAP00000006640	ENSMUSP00000133523
ENSMGAP00000013990	ENSMUSP00000046992
ENSMGAP00000010942	ENSMUSP00000133694
ENSMGAP00000015931	ENSMUSP00000022499
ENSMGAP00000005926	ENSMUSP00000075683
ENSMGAP00000013905	ENSMUSP00000090316
ENSMGAP00000006996	ENSMUSP00000044797
ENSMGAP00000011901	ENSMUSP00000027768
ENSMGAP00000007832	ENSMUSP00000044687
ENSMGAP00000012740	ENSMUSP00000022865
ENSMGAP00000001222	ENSMUSP00000030731
ENSMGAP00000014443	ENSMUSP00000032419
ENSMGAP00000004594	ENSMUSP00000034561
ENSMGAP00000005190	ENSMUSP00000047505
ENSMGAP00000002599	ENSMUSP00000123374
ENSMGAP00000009999	ENSMUSP00000093969
ENSMGAP00000010022	ENSMUSP00000030501
ENSMGAP00000003468	ENSMUSP00000028148
ENSMGAP00000010027	ENSMUSP00000106518
ENSMGAP00000015199	ENSMUSP00000067867
ENSMGAP00000002890	ENSMUSP00000003572
ENSMGAP00000013377	ENSMUSP00000005234
ENSMGAP00000012929	ENSMUSP00000031103
ENSMGAP00000004772	ENSMUSP00000027988
ENSMGAP00000012786	ENSMUSP00000052654
ENSMGAP00000008224	ENSMUSP00000017694
ENSMGAP00000000154	ENSMUSP00000029696
ENSMGAP00000019459	ENSMUSP00000123698
ENSMGAP00000012692	ENSMUSP00000122058
ENSMGAP00000014003	ENSMUSP00000020034
ENSMGAP00000000600	ENSMUSP00000081133
ENSMGAP00000007630	ENSMUSP00000059457
ENSMGAP00000003693	ENSMUSP00000090022
ENSMGAP00000018133	ENSMUSP00000102152
ENSMGAP00000003951	ENSMUSP00000114016
ENSMGAP00000004798	ENSMUSP00000083926
ENSMGAP00000009260	ENSMUSP00000025474
ENSMGAP00000008110	ENSMUSP00000023489
ENSMGAP00000006731	ENSMUSP00000103234
ENSMGAP00000000455	ENSMUSP00000025204
ENSMGAP00000012361	ENSMUSP00000002756
ENSMGAP00000018567	ENSMUSP00000063201
ENSMGAP00000011596	ENSMUSP00000024882
ENSMGAP00000011805	ENSMUSP00000024887
ENSMGAP00000001057	ENSMUSP00000034203
ENSMGAP00000003154	ENSMUSP00000027499
ENSMGAP00000012918	ENSMUSP00000038331
ENSMGAP00000000673	ENSMUSP00000041113
ENSMGAP00000010229	ENSMUSP00000097770
ENSMGAP00000005075	ENSMUSP00000086923
ENSMGAP00000012523	ENSMUSP00000129815
ENSMGAP00000001963	ENSMUSP00000036032
ENSMGAP00000005885	ENSMUSP00000030189
ENSMGAP00000006395	ENSMUSP00000105321
ENSMGAP00000000311	ENSMUSP00000034361
ENSMGAP00000009412	ENSMUSP00000024906
ENSMGAP00000006368	ENSMUSP00000067324
ENSMGAP00000006240	ENSMUSP00000099552
ENSMGAP00000008688	ENSMUSP00000037735
ENSMGAP00000008291	ENSMUSP00000048802
ENSMGAP00000003428	ENSMUSP00000019143
ENSMGAP00000011889	ENSMUSP00000030206
ENSMGAP00000001974	ENSMUSP00000114787
ENSMGAP00000019151	ENSMUSP00000030769
ENSMGAP00000016048	ENSMUSP00000112170
ENSMGAP00000005888	ENSMUSP00000005749
ENSMGAP00000004096	ENSMUSP00000021147
ENSMGAP00000015248	ENSMUSP00000076255
ENSMGAP00000006677	ENSMUSP00000021920
ENSMGAP00000002847	ENSMUSP00000031334
ENSMGAP00000003483	ENSMUSP00000023869
ENSMGAP00000000214	ENSMUSP00000023362
ENSMGAP00000003072	ENSMUSP00000056282
ENSMGAP00000005858	ENSMUSP00000028139
ENSMGAP00000005491	ENSMUSP00000039027
ENSMGAP00000015162	ENSMUSP00000128650
ENSMGAP00000002287	ENSMUSP00000021806
ENSMGAP00000018307	ENSMUSP00000042578
ENSMGAP00000000229	ENSMUSP00000034615
ENSMGAP00000010594	ENSMUSP00000028608
ENSMGAP00000011802	ENSMUSP00000063913
ENSMGAP00000013074	ENSMUSP00000022962
ENSMGAP00000010361	ENSMUSP00000048454
ENSMGAP00000010570	ENSMUSP00000042181
ENSMGAP00000014910	ENSMUSP00000042260
ENSMGAP00000009470	ENSMUSP00000027921
ENSMGAP00000007105	ENSMUSP00000122252
ENSMGAP00000001824	ENSMUSP00000090926
ENSMGAP00000012343	ENSMUSP00000035106
ENSMGAP00000010698	ENSMUSP00000011058
ENSMGAP00000014080	ENSMUSP00000124625
ENSMGAP00000005677	ENSMUSP00000059678
ENSMGAP00000013929	ENSMUSP00000064158
ENSMGAP00000014585	ENSMUSP00000042860
ENSMGAP00000009714	ENSMUSP00000005862
ENSMGAP00000003762	ENSMUSP00000030642
ENSMGAP00000005250	ENSMUSP00000032585
ENSMGAP00000010453	ENSMUSP00000025276
ENSMGAP00000004617	ENSMUSP00000100050
ENSMGAP00000011331	ENSMUSP00000027040
ENSMGAP00000012538	ENSMUSP00000035079
ENSMGAP00000010225	ENSMUSP00000045580
ENSMGAP00000012817	ENSMUSP00000005630
ENSMGAP00000008149	ENSMUSP00000048377
ENSMGAP00000002354	ENSMUSP00000098076
ENSMGAP00000004397	ENSMUSP00000097793
ENSMGAP00000010026	ENSMUSP00000122420
ENSMGAP00000007307	ENSMUSP00000031355
ENSMGAP00000008966	ENSMUSP00000018143
ENSMGAP00000012944	ENSMUSP00000099601
ENSMGAP00000003175	ENSMUSP00000034644
ENSMGAP00000006894	ENSMUSP00000022121
ENSMGAP00000014395	ENSMUSP00000021479
ENSMGAP00000016236	ENSMUSP00000041152
ENSMGAP00000011399	ENSMUSP00000115512
ENSMGAP00000016132	ENSMUSP00000034411
ENSMGAP00000009891	ENSMUSP00000074347
ENSMGAP00000014454	ENSMUSP00000103771
ENSMGAP00000007111	ENSMUSP00000061317
ENSMGAP00000002865	ENSMUSP00000108012
ENSMGAP00000014883	ENSMUSP00000049335
ENSMGAP00000007003	ENSMUSP00000027810
ENSMGAP00000013273	ENSMUSP00000035948
ENSMGAP00000009452	ENSMUSP00000064226
ENSMGAP00000013237	ENSMUSP00000021379
ENSMGAP00000000029	ENSMUSP00000122366
ENSMGAP00000003112	ENSMUSP00000043411
ENSMGAP00000001286	ENSMUSP00000029568
ENSMGAP00000014072	ENSMUSP00000055277
ENSMGAP00000009553	ENSMUSP00000033776
ENSMGAP00000014937	ENSMUSP00000022612
ENSMGAP00000001151	ENSMUSP00000058168
ENSMGAP00000005460	ENSMUSP00000113761
ENSMGAP00000004672	ENSMUSP00000031376
ENSMGAP00000007636	ENSMUSP00000097882
ENSMGAP00000007891	ENSMUSP00000114699
ENSMGAP00000014412	ENSMUSP00000125434
ENSMGAP00000012327	ENSMUSP00000043679
ENSMGAP00000005245	ENSMUSP00000137103
ENSMGAP00000015742	ENSMUSP00000133204
ENSMGAP00000016079	ENSMUSP00000053971
ENSMGAP00000007362	ENSMUSP00000028948
ENSMGAP00000012980	ENSMUSP00000023043
ENSMGAP00000013327	ENSMUSP00000066621
ENSMGAP00000003860	ENSMUSP00000042967
ENSMGAP00000010759	ENSMUSP00000028612
ENSMGAP00000002476	ENSMUSP00000030738
ENSMGAP00000010713	ENSMUSP00000025290
ENSMGAP00000012569	ENSMUSP00000071214
ENSMGAP00000015114	ENSMUSP00000023501
ENSMGAP00000011950	ENSMUSP00000038063
ENSMGAP00000003184	ENSMUSP00000128874
ENSMGAP00000000137	ENSMUSP00000034539
ENSMGAP00000013798	ENSMUSP00000020248
ENSMGAP00000011973	ENSMUSP00000035177
ENSMGAP00000011514	ENSMUSP00000071370
ENSMGAP00000000103	ENSMUSP00000038924
ENSMGAP00000008102	ENSMUSP00000018841
ENSMGAP00000013694	ENSMUSP00000038382
ENSMGAP00000005994	ENSMUSP00000119330
ENSMGAP00000001682	ENSMUSP00000026681
ENSMGAP00000015400	ENSMUSP00000023666
ENSMGAP00000010121	ENSMUSP00000026846
ENSMGAP00000006408	ENSMUSP00000035851
ENSMGAP00000008948	ENSMUSP00000025418
ENSMGAP00000000583	ENSMUSP00000064465
ENSMGAP00000015221	ENSMUSP00000046645
ENSMGAP00000005487	ENSMUSP00000067552
ENSMGAP00000017785	ENSMUSP00000093732
ENSMGAP00000007803	ENSMUSP00000084799
ENSMGAP00000012189	ENSMUSP00000097254
ENSMGAP00000006967	ENSMUSP00000131158
ENSMGAP00000000128	ENSMUSP00000041236
ENSMGAP00000003446	ENSMUSP00000127292
ENSMGAP00000004175	ENSMUSP00000021133
ENSMGAP00000002308	ENSMUSP00000113854
ENSMGAP00000004919	ENSMUSP00000048443
ENSMGAP00000009705	ENSMUSP00000001339
ENSMGAP00000011177	ENSMUSP00000029402
ENSMGAP00000005777	ENSMUSP00000010421
ENSMGAP00000005517	ENSMUSP00000083652
ENSMGAP00000010599	ENSMUSP00000043488
ENSMGAP00000006806	ENSMUSP00000030852
ENSMGAP00000000962	ENSMUSP00000025243
ENSMGAP00000003010	ENSMUSP00000128915
ENSMGAP00000013432	ENSMUSP00000017597
ENSMGAP00000004960	ENSMUSP00000001365
ENSMGAP00000011432	ENSMUSP00000066614
ENSMGAP00000000116	ENSMUSP00000034541
ENSMGAP00000006165	ENSMUSP00000054829
ENSMGAP00000013586	ENSMUSP00000072527
ENSMGAP00000005001	ENSMUSP00000005503
ENSMGAP00000003048	ENSMUSP00000037340
ENSMGAP00000008519	ENSMUSP00000054718
ENSMGAP00000016751	ENSMUSP00000049931
ENSMGAP00000010389	ENSMUSP00000028408
ENSMGAP00000012056	ENSMUSP00000039376
ENSMGAP00000006496	ENSMUSP00000033973
ENSMGAP00000008661	ENSMUSP00000025714
ENSMGAP00000006002	ENSMUSP00000029650
ENSMGAP00000004652	ENSMUSP00000006221
ENSMGAP00000000713	ENSMUSP00000025264
ENSMGAP00000009899	ENSMUSP00000101706
ENSMGAP00000011882	ENSMUSP00000020212
ENSMGAP00000006847	ENSMUSP00000043730
ENSMGAP00000001656	ENSMUSP00000120075
ENSMGAP00000019326	ENSMUSP00000081912
ENSMGAP00000008795	ENSMUSP00000031707
ENSMGAP00000013201	ENSMUSP00000106308
ENSMGAP00000014292	ENSMUSP00000044769
ENSMGAP00000004856	ENSMUSP00000026461
ENSMGAP00000015758	ENSMUSP00000033901
ENSMGAP00000006794	ENSMUSP00000028910
ENSMGAP00000012729	ENSMUSP00000084480
ENSMGAP00000004325	ENSMUSP00000000594
ENSMGAP00000005443	ENSMUSP00000038977
ENSMGAP00000012228	ENSMUSP00000076682
ENSMGAP00000010641	ENSMUSP00000092811
ENSMGAP00000006600	ENSMUSP00000126733
ENSMGAP00000005461	ENSMUSP00000058697
ENSMGAP00000010150	ENSMUSP00000063272
ENSMGAP00000001006	ENSMUSP00000111296
ENSMGAP00000011132	ENSMUSP00000063158
ENSMGAP00000001604	ENSMUSP00000046786
ENSMGAP00000003257	ENSMUSP00000137253
ENSMGAP00000010536	ENSMUSP00000130802
ENSMGAP00000003959	ENSMUSP00000031627
ENSMGAP00000003229	ENSMUSP00000099390
ENSMGAP00000013114	ENSMUSP00000031072
ENSMGAP00000017876	ENSMUSP00000110673
ENSMGAP00000004163	ENSMUSP00000035034
ENSMGAP00000013698	ENSMUSP00000023260
ENSMGAP00000008926	ENSMUSP00000107725
ENSMGAP00000010583	ENSMUSP00000034785
ENSMGAP00000001029	ENSMUSP00000065631
ENSMGAP00000012753	ENSMUSP00000121504
ENSMGAP00000006690	ENSMUSP00000033012
ENSMGAP00000016008	ENSMUSP00000031654
ENSMGAP00000014507	ENSMUSP00000021368
ENSMGAP00000004053	ENSMUSP00000020273
ENSMGAP00000006992	ENSMUSP00000095346
ENSMGAP00000011686	ENSMUSP00000068713
ENSMGAP00000006219	ENSMUSP00000036076
ENSMGAP00000014203	ENSMUSP00000049997
ENSMGAP00000008947	ENSMUSP00000030013
ENSMGAP00000012010	ENSMUSP00000123336
ENSMGAP00000015161	ENSMUSP00000023426
ENSMGAP00000009046	ENSMUSP00000025383
ENSMGAP00000018771	ENSMUSP00000063548
ENSMGAP00000001770	ENSMUSP00000062413
ENSMGAP00000000175	ENSMUSP00000097947
ENSMGAP00000005560	ENSMUSP00000068677
ENSMGAP00000007301	ENSMUSP00000027114
ENSMGAP00000010035	ENSMUSP00000049284
ENSMGAP00000005272	ENSMUSP00000026129
ENSMGAP00000000501	ENSMUSP00000083146
ENSMGAP00000013299	ENSMUSP00000046732
ENSMGAP00000011458	ENSMUSP00000076081
ENSMGAP00000002915	ENSMUSP00000034147
ENSMGAP00000000636	ENSMUSP00000025109
ENSMGAP00000001652	ENSMUSP00000030198
ENSMGAP00000004462	ENSMUSP00000064926
ENSMGAP00000010533	ENSMUSP00000061523
ENSMGAP00000009772	ENSMUSP00000116098
ENSMGAP00000006132	ENSMUSP00000099807
ENSMGAP00000014816	ENSMUSP00000075339
ENSMGAP00000018830	ENSMUSP00000099484
ENSMGAP00000015567	ENSMUSP00000107874
ENSMGAP00000001211	ENSMUSP00000099986
ENSMGAP00000002681	ENSMUSP00000034524
ENSMGAP00000014389	ENSMUSP00000126298
ENSMGAP00000013116	ENSMUSP00000031077
ENSMGAP00000000382	ENSMUSP00000105183
ENSMGAP00000001901	ENSMUSP00000040591
ENSMGAP00000016927	ENSMUSP00000022245
ENSMGAP00000013356	ENSMUSP00000021667
ENSMGAP00000012637	ENSMUSP00000103943
ENSMGAP00000011993	ENSMUSP00000027071
ENSMGAP00000015084	ENSMUSP00000114682
ENSMGAP00000019263	ENSMUSP00000029651
ENSMGAP00000007660	ENSMUSP00000030538
ENSMGAP00000013608	ENSMUSP00000124565
ENSMGAP00000004551	ENSMUSP00000036778
ENSMGAP00000013236	ENSMUSP00000130722
ENSMGAP00000009075	ENSMUSP00000070534
ENSMGAP00000011666	ENSMUSP00000051845
ENSMGAP00000008475	ENSMUSP00000022030
ENSMGAP00000010605	ENSMUSP00000032440
ENSMGAP00000010151	ENSMUSP00000039301
ENSMGAP00000014341	ENSMUSP00000084959
ENSMGAP00000003285	ENSMUSP00000035092
ENSMGAP00000009154	ENSMUSP00000061345
ENSMGAP00000014379	ENSMUSP00000100059
ENSMGAP00000000618	ENSMUSP00000111241
ENSMGAP00000013983	ENSMUSP00000045103
ENSMGAP00000013125	ENSMUSP00000031069
ENSMGAP00000006660	ENSMUSP00000028917
ENSMGAP00000018989	ENSMUSP00000113431
ENSMGAP00000000159	ENSMUSP00000027303
ENSMGAP00000010791	ENSMUSP00000106017
ENSMGAP00000004342	ENSMUSP00000070265
ENSMGAP00000012696	ENSMUSP00000038418
ENSMGAP00000006543	ENSMUSP00000056990
ENSMGAP00000007570	ENSMUSP00000124528
ENSMGAP00000012796	ENSMUSP00000042852
ENSMGAP00000013402	ENSMUSP00000109761
ENSMGAP00000003345	ENSMUSP00000048244
ENSMGAP00000012735	ENSMUSP00000023113
ENSMGAP00000013080	ENSMUSP00000042746
ENSMGAP00000015941	ENSMUSP00000033866
ENSMGAP00000015081	ENSMUSP00000130941
ENSMGAP00000009586	ENSMUSP00000099721
ENSMGAP00000001740	ENSMUSP00000070957
ENSMGAP00000001038	ENSMUSP00000035826
ENSMGAP00000004796	ENSMUSP00000032461
ENSMGAP00000002953	ENSMUSP00000040846
ENSMGAP00000015124	ENSMUSP00000032124
ENSMGAP00000004324	ENSMUSP00000040356
ENSMGAP00000001020	ENSMUSP00000007747
ENSMGAP00000012282	ENSMUSP00000097442
ENSMGAP00000004343	ENSMUSP00000098295
ENSMGAP00000010128	ENSMUSP00000126878
ENSMGAP00000007934	ENSMUSP00000038983
ENSMGAP00000005965	ENSMUSP00000139269
ENSMGAP00000001064	ENSMUSP00000049044
ENSMGAP00000016043	ENSMUSP00000022517
ENSMGAP00000012238	ENSMUSP00000027379
ENSMGAP00000017685	ENSMUSP00000033283
ENSMGAP00000004697	ENSMUSP00000099859
ENSMGAP00000011207	ENSMUSP00000025997
ENSMGAP00000005012	ENSMUSP00000112977
ENSMGAP00000015729	ENSMUSP00000047950
ENSMGAP00000014692	ENSMUSP00000085523
ENSMGAP00000014527	ENSMUSP00000070871
ENSMGAP00000004283	ENSMUSP00000100010
ENSMGAP00000015687	ENSMUSP00000125638
ENSMGAP00000015575	ENSMUSP00000041744
ENSMGAP00000018777	ENSMUSP00000049057
ENSMGAP00000011406	ENSMUSP00000136972
ENSMGAP00000015965	ENSMUSP00000035879
ENSMGAP00000005006	ENSMUSP00000099544
ENSMGAP00000016187	ENSMUSP00000026126
ENSMGAP00000012074	ENSMUSP00000020163
ENSMGAP00000000146	ENSMUSP00000078901
ENSMGAP00000018711	ENSMUSP00000026845
ENSMGAP00000001344	ENSMUSP00000022053
ENSMGAP00000015978	ENSMUSP00000039621
ENSMGAP00000007769	ENSMUSP00000132498
ENSMGAP00000004309	ENSMUSP00000099506
ENSMGAP00000013376	ENSMUSP00000022977
ENSMGAP00000001312	ENSMUSP00000002043
ENSMGAP00000008772	ENSMUSP00000073551
ENSMGAP00000003106	ENSMUSP00000041851
ENSMGAP00000006649	ENSMUSP00000018805
ENSMGAP00000005281	ENSMUSP00000042162
ENSMGAP00000000588	ENSMUSP00000112385
ENSMGAP00000004773	ENSMUSP00000055926
ENSMGAP00000018592	ENSMUSP00000046837
ENSMGAP00000008823	ENSMUSP00000023400
ENSMGAP00000008550	ENSMUSP00000065423
ENSMGAP00000004356	ENSMUSP00000113769
ENSMGAP00000006917	ENSMUSP00000039420
ENSMGAP00000004270	ENSMUSP00000065160
ENSMGAP00000006641	ENSMUSP00000030872
ENSMGAP00000009816	ENSMUSP00000123029
ENSMGAP00000008421	ENSMUSP00000070209
ENSMGAP00000000353	ENSMUSP00000023206
ENSMGAP00000001426	ENSMUSP00000033875
ENSMGAP00000005070	ENSMUSP00000137770
ENSMGAP00000010809	ENSMUSP00000039133
ENSMGAP00000014017	ENSMUSP00000019927
ENSMGAP00000009704	ENSMUSP00000021085
ENSMGAP00000000451	ENSMUSP00000102857
ENSMGAP00000006605	ENSMUSP00000033159
ENSMGAP00000004294	ENSMUSP00000034328
ENSMGAP00000016014	ENSMUSP00000125656
ENSMGAP00000014432	ENSMUSP00000039047
ENSMGAP00000005524	ENSMUSP00000031984
ENSMGAP00000016010	ENSMUSP00000031651
ENSMGAP00000007912	ENSMUSP00000032182
ENSMGAP00000015673	ENSMUSP00000125491
ENSMGAP00000003609	ENSMUSP00000017841
ENSMGAP00000013068	ENSMUSP00000027580
ENSMGAP00000015950	ENSMUSP00000048603
ENSMGAP00000001128	ENSMUSP00000080337
ENSMGAP00000010219	ENSMUSP00000025484
ENSMGAP00000010152	ENSMUSP00000106480
ENSMGAP00000013614	ENSMUSP00000019950
ENSMGAP00000003500	ENSMUSP00000031420
ENSMGAP00000001154	ENSMUSP00000020523
ENSMGAP00000005325	ENSMUSP00000082646
ENSMGAP00000016202	ENSMUSP00000038216
