ENSGALP00000006197	ENSCAFP00000014731
ENSGALP00000030498	ENSCAFP00000020704
ENSGALP00000003009	ENSCAFP00000004180
ENSGALP00000022123	ENSCAFP00000010333
ENSGALP00000004536	ENSCAFP00000024692
ENSGALP00000007019	ENSCAFP00000011742
ENSGALP00000012007	ENSCAFP00000018553
ENSGALP00000019336	ENSCAFP00000023106
ENSGALP00000000471	ENSCAFP00000027110
ENSGALP00000018306	ENSCAFP00000030302
ENSGALP00000037625	ENSCAFP00000025235
ENSGALP00000019304	ENSCAFP00000006065
ENSGALP00000041351	ENSCAFP00000007305
ENSGALP00000026388	ENSCAFP00000004840
ENSGALP00000013630	ENSCAFP00000017927
ENSGALP00000005125	ENSCAFP00000002295
ENSGALP00000041087	ENSCAFP00000001485
ENSGALP00000005215	ENSCAFP00000031142
ENSGALP00000017938	ENSCAFP00000027485
ENSGALP00000037463	ENSCAFP00000014585
ENSGALP00000016403	ENSCAFP00000011952
ENSGALP00000010210	ENSCAFP00000001528
ENSGALP00000039645	ENSCAFP00000013490
ENSGALP00000000747	ENSCAFP00000014122
ENSGALP00000022285	ENSCAFP00000000925
ENSGALP00000012973	ENSCAFP00000007082
ENSGALP00000019271	ENSCAFP00000008280
ENSGALP00000013431	ENSCAFP00000015340
ENSGALP00000020147	ENSCAFP00000007692
ENSGALP00000014788	ENSCAFP00000004837
ENSGALP00000043057	ENSCAFP00000024796
ENSGALP00000024417	ENSCAFP00000026641
ENSGALP00000023166	ENSCAFP00000019707
ENSGALP00000024222	ENSCAFP00000001944
ENSGALP00000041620	ENSCAFP00000021475
ENSGALP00000009169	ENSCAFP00000020309
ENSGALP00000020439	ENSCAFP00000002234
ENSGALP00000036846	ENSCAFP00000011526
ENSGALP00000017609	ENSCAFP00000025951
ENSGALP00000003020	ENSCAFP00000007581
ENSGALP00000012869	ENSCAFP00000005721
ENSGALP00000001251	ENSCAFP00000004464
ENSGALP00000005680	ENSCAFP00000015279
ENSGALP00000018777	ENSCAFP00000004578
ENSGALP00000027623	ENSCAFP00000010730
ENSGALP00000017545	ENSCAFP00000003537
ENSGALP00000012427	ENSCAFP00000025084
ENSGALP00000015986	ENSCAFP00000018023
ENSGALP00000002917	ENSCAFP00000020110
ENSGALP00000039460	ENSCAFP00000020106
ENSGALP00000023075	ENSCAFP00000023687
ENSGALP00000042769	ENSCAFP00000037115
ENSGALP00000008926	ENSCAFP00000014804
ENSGALP00000012493	ENSCAFP00000018226
ENSGALP00000000615	ENSCAFP00000024538
ENSGALP00000005322	ENSCAFP00000027733
ENSGALP00000001233	ENSCAFP00000008767
ENSGALP00000021614	ENSCAFP00000002675
ENSGALP00000019192	ENSCAFP00000018290
ENSGALP00000016816	ENSCAFP00000002792
ENSGALP00000025922	ENSCAFP00000001177
ENSGALP00000016108	ENSCAFP00000018746
ENSGALP00000008890	ENSCAFP00000011598
ENSGALP00000023954	ENSCAFP00000001364
ENSGALP00000026692	ENSCAFP00000017492
ENSGALP00000034674	ENSCAFP00000016966
ENSGALP00000019335	ENSCAFP00000001382
ENSGALP00000008254	ENSCAFP00000026048
ENSGALP00000041791	ENSCAFP00000042100
ENSGALP00000025404	ENSCAFP00000011231
ENSGALP00000017305	ENSCAFP00000023348
ENSGALP00000028028	ENSCAFP00000009699
ENSGALP00000004745	ENSCAFP00000013384
ENSGALP00000015671	ENSCAFP00000011794
ENSGALP00000000224	ENSCAFP00000009045
ENSGALP00000021704	ENSCAFP00000022201
ENSGALP00000021752	ENSCAFP00000007233
ENSGALP00000041542	ENSCAFP00000034612
ENSGALP00000015672	ENSCAFP00000013270
ENSGALP00000021412	ENSCAFP00000018329
ENSGALP00000035905	ENSCAFP00000002938
ENSGALP00000022273	ENSCAFP00000003241
ENSGALP00000042156	ENSCAFP00000003307
ENSGALP00000009952	ENSCAFP00000007486
ENSGALP00000043340	ENSCAFP00000000129
ENSGALP00000024448	ENSCAFP00000002293
ENSGALP00000026739	ENSCAFP00000017070
ENSGALP00000023057	ENSCAFP00000029524
ENSGALP00000003872	ENSCAFP00000013753
ENSGALP00000001441	ENSCAFP00000029918
ENSGALP00000006965	ENSCAFP00000005503
ENSGALP00000015450	ENSCAFP00000018267
ENSGALP00000016622	ENSCAFP00000024889
ENSGALP00000000468	ENSCAFP00000018768
ENSGALP00000012909	ENSCAFP00000010038
ENSGALP00000011066	ENSCAFP00000014355
ENSGALP00000016477	ENSCAFP00000002857
ENSGALP00000019893	ENSCAFP00000022083
ENSGALP00000043306	ENSCAFP00000004462
ENSGALP00000016133	ENSCAFP00000000604
ENSGALP00000012115	ENSCAFP00000036470
ENSGALP00000036266	ENSCAFP00000021365
ENSGALP00000010756	ENSCAFP00000017122
ENSGALP00000014308	ENSCAFP00000004593
ENSGALP00000025771	ENSCAFP00000009559
ENSGALP00000016313	ENSCAFP00000002277
ENSGALP00000039050	ENSCAFP00000018645
ENSGALP00000027431	ENSCAFP00000006389
ENSGALP00000007819	ENSCAFP00000010979
ENSGALP00000004392	ENSCAFP00000000544
ENSGALP00000038673	ENSCAFP00000005860
ENSGALP00000017279	ENSCAFP00000023450
ENSGALP00000014919	ENSCAFP00000008954
ENSGALP00000024711	ENSCAFP00000010405
ENSGALP00000035834	ENSCAFP00000040706
ENSGALP00000021574	ENSCAFP00000017456
ENSGALP00000030079	ENSCAFP00000002549
ENSGALP00000004786	ENSCAFP00000028383
ENSGALP00000005006	ENSCAFP00000018339
ENSGALP00000015719	ENSCAFP00000013757
ENSGALP00000014708	ENSCAFP00000007960
ENSGALP00000008087	ENSCAFP00000029808
ENSGALP00000037597	ENSCAFP00000035586
ENSGALP00000031297	ENSCAFP00000018192
ENSGALP00000024646	ENSCAFP00000013792
ENSGALP00000009121	ENSCAFP00000004592
ENSGALP00000024078	ENSCAFP00000022857
ENSGALP00000023101	ENSCAFP00000023536
ENSGALP00000040768	ENSCAFP00000001501
ENSGALP00000042705	ENSCAFP00000040226
ENSGALP00000029036	ENSCAFP00000000694
ENSGALP00000005208	ENSCAFP00000027299
ENSGALP00000023567	ENSCAFP00000024865
ENSGALP00000022956	ENSCAFP00000001225
ENSGALP00000019873	ENSCAFP00000004717
ENSGALP00000023891	ENSCAFP00000001502
ENSGALP00000043475	ENSCAFP00000028997
ENSGALP00000010258	ENSCAFP00000036227
ENSGALP00000021808	ENSCAFP00000040915
ENSGALP00000009058	ENSCAFP00000016220
ENSGALP00000012652	ENSCAFP00000006987
ENSGALP00000043185	ENSCAFP00000008812
ENSGALP00000021003	ENSCAFP00000000117
ENSGALP00000022539	ENSCAFP00000027649
ENSGALP00000021416	ENSCAFP00000004194
ENSGALP00000022410	ENSCAFP00000024522
ENSGALP00000042057	ENSCAFP00000002377
ENSGALP00000017134	ENSCAFP00000008717
ENSGALP00000017240	ENSCAFP00000009165
ENSGALP00000004091	ENSCAFP00000029876
ENSGALP00000009257	ENSCAFP00000036994
ENSGALP00000021547	ENSCAFP00000017393
ENSGALP00000019563	ENSCAFP00000001595
ENSGALP00000003213	ENSCAFP00000028202
ENSGALP00000008013	ENSCAFP00000006445
ENSGALP00000017892	ENSCAFP00000016946
ENSGALP00000040409	ENSCAFP00000038871
ENSGALP00000000282	ENSCAFP00000023925
ENSGALP00000003788	ENSCAFP00000041281
ENSGALP00000021294	ENSCAFP00000015198
ENSGALP00000005042	ENSCAFP00000030235
ENSGALP00000019392	ENSCAFP00000001396
ENSGALP00000013669	ENSCAFP00000027589
ENSGALP00000008362	ENSCAFP00000030265
ENSGALP00000006641	ENSCAFP00000028004
ENSGALP00000001512	ENSCAFP00000029974
ENSGALP00000013779	ENSCAFP00000001866
ENSGALP00000018452	ENSCAFP00000002241
ENSGALP00000008490	ENSCAFP00000007992
ENSGALP00000013388	ENSCAFP00000006249
ENSGALP00000009002	ENSCAFP00000011354
ENSGALP00000003183	ENSCAFP00000007517
ENSGALP00000024797	ENSCAFP00000012354
ENSGALP00000005151	ENSCAFP00000011051
ENSGALP00000033977	ENSCAFP00000037609
ENSGALP00000004465	ENSCAFP00000027702
ENSGALP00000000373	ENSCAFP00000018128
ENSGALP00000005824	ENSCAFP00000029474
ENSGALP00000024360	ENSCAFP00000015822
ENSGALP00000030441	ENSCAFP00000014924
ENSGALP00000001415	ENSCAFP00000015482
ENSGALP00000023454	ENSCAFP00000010456
ENSGALP00000032417	ENSCAFP00000017665
ENSGALP00000012388	ENSCAFP00000014681
ENSGALP00000015219	ENSCAFP00000021881
ENSGALP00000005490	ENSCAFP00000002348
ENSGALP00000023274	ENSCAFP00000022300
ENSGALP00000015565	ENSCAFP00000016236
ENSGALP00000043315	ENSCAFP00000025228
ENSGALP00000013160	ENSCAFP00000004181
ENSGALP00000019470	ENSCAFP00000007583
ENSGALP00000037829	ENSCAFP00000010269
ENSGALP00000018294	ENSCAFP00000026434
ENSGALP00000036335	ENSCAFP00000028183
ENSGALP00000020267	ENSCAFP00000021838
ENSGALP00000041880	ENSCAFP00000028356
ENSGALP00000042988	ENSCAFP00000005265
ENSGALP00000024160	ENSCAFP00000026881
ENSGALP00000024582	ENSCAFP00000010176
ENSGALP00000019676	ENSCAFP00000007136
ENSGALP00000003252	ENSCAFP00000036799
ENSGALP00000037250	ENSCAFP00000018093
ENSGALP00000018559	ENSCAFP00000033551
ENSGALP00000006778	ENSCAFP00000024173
ENSGALP00000007347	ENSCAFP00000029684
ENSGALP00000012291	ENSCAFP00000001725
ENSGALP00000017661	ENSCAFP00000040878
ENSGALP00000038272	ENSCAFP00000042359
ENSGALP00000000392	ENSCAFP00000018221
ENSGALP00000025111	ENSCAFP00000012781
ENSGALP00000027920	ENSCAFP00000042144
ENSGALP00000024617	ENSCAFP00000010376
ENSGALP00000027778	ENSCAFP00000006253
ENSGALP00000011879	ENSCAFP00000025216
ENSGALP00000025445	ENSCAFP00000004560
ENSGALP00000007788	ENSCAFP00000028186
ENSGALP00000001025	ENSCAFP00000014923
ENSGALP00000026583	ENSCAFP00000007617
ENSGALP00000021472	ENSCAFP00000023095
ENSGALP00000041075	ENSCAFP00000015556
ENSGALP00000016550	ENSCAFP00000020510
ENSGALP00000038885	ENSCAFP00000042432
ENSGALP00000015370	ENSCAFP00000004916
ENSGALP00000016486	ENSCAFP00000020420
ENSGALP00000000261	ENSCAFP00000016393
ENSGALP00000013717	ENSCAFP00000007969
ENSGALP00000004539	ENSCAFP00000026781
ENSGALP00000043165	ENSCAFP00000012721
ENSGALP00000021043	ENSCAFP00000015434
ENSGALP00000000696	ENSCAFP00000019098
ENSGALP00000007391	ENSCAFP00000011218
ENSGALP00000007133	ENSCAFP00000011626
ENSGALP00000042669	ENSCAFP00000015374
ENSGALP00000024861	ENSCAFP00000004095
ENSGALP00000019744	ENSCAFP00000022452
ENSGALP00000006311	ENSCAFP00000039804
ENSGALP00000027121	ENSCAFP00000009415
ENSGALP00000041812	ENSCAFP00000021785
ENSGALP00000041458	ENSCAFP00000016369
ENSGALP00000012790	ENSCAFP00000010233
ENSGALP00000002279	ENSCAFP00000004768
ENSGALP00000024299	ENSCAFP00000037791
ENSGALP00000015560	ENSCAFP00000034264
ENSGALP00000024121	ENSCAFP00000016300
ENSGALP00000006711	ENSCAFP00000024231
ENSGALP00000017539	ENSCAFP00000028027
ENSGALP00000009344	ENSCAFP00000007365
ENSGALP00000001617	ENSCAFP00000015317
ENSGALP00000018917	ENSCAFP00000009204
ENSGALP00000003210	ENSCAFP00000010157
ENSGALP00000014530	ENSCAFP00000016498
ENSGALP00000001528	ENSCAFP00000015364
ENSGALP00000008693	ENSCAFP00000036644
ENSGALP00000025188	ENSCAFP00000021731
ENSGALP00000007995	ENSCAFP00000038641
ENSGALP00000015448	ENSCAFP00000012934
ENSGALP00000025797	ENSCAFP00000014222
ENSGALP00000007280	ENSCAFP00000008625
ENSGALP00000022445	ENSCAFP00000027816
ENSGALP00000016164	ENSCAFP00000010445
ENSGALP00000024735	ENSCAFP00000014569
ENSGALP00000004671	ENSCAFP00000039665
ENSGALP00000013047	ENSCAFP00000005867
ENSGALP00000007501	ENSCAFP00000024353
ENSGALP00000032597	ENSCAFP00000013333
ENSGALP00000017383	ENSCAFP00000000375
ENSGALP00000003205	ENSCAFP00000007483
ENSGALP00000002495	ENSCAFP00000030165
ENSGALP00000014507	ENSCAFP00000031860
ENSGALP00000004251	ENSCAFP00000033819
ENSGALP00000015651	ENSCAFP00000015941
ENSGALP00000016742	ENSCAFP00000012895
ENSGALP00000005965	ENSCAFP00000027654
ENSGALP00000040730	ENSCAFP00000036797
ENSGALP00000015971	ENSCAFP00000000504
ENSGALP00000013171	ENSCAFP00000005976
ENSGALP00000002782	ENSCAFP00000006679
ENSGALP00000043311	ENSCAFP00000027853
ENSGALP00000005633	ENSCAFP00000015449
ENSGALP00000041799	ENSCAFP00000010809
ENSGALP00000001577	ENSCAFP00000015389
ENSGALP00000003026	ENSCAFP00000029528
ENSGALP00000017009	ENSCAFP00000025343
ENSGALP00000027194	ENSCAFP00000008938
ENSGALP00000038835	ENSCAFP00000040899
ENSGALP00000005868	ENSCAFP00000027549
ENSGALP00000009408	ENSCAFP00000007384
ENSGALP00000015179	ENSCAFP00000041063
ENSGALP00000026209	ENSCAFP00000020132
ENSGALP00000015492	ENSCAFP00000018999
ENSGALP00000017465	ENSCAFP00000023179
ENSGALP00000017322	ENSCAFP00000035218
ENSGALP00000010470	ENSCAFP00000041810
ENSGALP00000017190	ENSCAFP00000016044
ENSGALP00000014362	ENSCAFP00000004711
ENSGALP00000003172	ENSCAFP00000006428
ENSGALP00000014603	ENSCAFP00000030224
ENSGALP00000030003	ENSCAFP00000009329
ENSGALP00000008387	ENSCAFP00000029626
ENSGALP00000001909	ENSCAFP00000008716
ENSGALP00000014543	ENSCAFP00000005251
ENSGALP00000016438	ENSCAFP00000039382
ENSGALP00000042749	ENSCAFP00000005515
ENSGALP00000027161	ENSCAFP00000009134
ENSGALP00000014141	ENSCAFP00000008138
ENSGALP00000022947	ENSCAFP00000002723
ENSGALP00000042966	ENSCAFP00000036187
ENSGALP00000007621	ENSCAFP00000012963
ENSGALP00000015782	ENSCAFP00000018725
ENSGALP00000042512	ENSCAFP00000022998
ENSGALP00000013068	ENSCAFP00000018252
ENSGALP00000003222	ENSCAFP00000020922
ENSGALP00000016461	ENSCAFP00000002137
ENSGALP00000039927	ENSCAFP00000015188
ENSGALP00000003474	ENSCAFP00000028617
ENSGALP00000005102	ENSCAFP00000002292
ENSGALP00000007472	ENSCAFP00000022206
ENSGALP00000020133	ENSCAFP00000005218
ENSGALP00000006210	ENSCAFP00000014238
ENSGALP00000023184	ENSCAFP00000024193
ENSGALP00000021314	ENSCAFP00000004727
ENSGALP00000042576	ENSCAFP00000001821
ENSGALP00000042367	ENSCAFP00000025803
ENSGALP00000020173	ENSCAFP00000035625
ENSGALP00000019438	ENSCAFP00000001477
ENSGALP00000009665	ENSCAFP00000012410
ENSGALP00000020002	ENSCAFP00000020962
ENSGALP00000039978	ENSCAFP00000020394
ENSGALP00000012920	ENSCAFP00000015818
ENSGALP00000013962	ENSCAFP00000014023
ENSGALP00000014752	ENSCAFP00000041067
ENSGALP00000008813	ENSCAFP00000011872
ENSGALP00000024251	ENSCAFP00000005772
ENSGALP00000042402	ENSCAFP00000003578
ENSGALP00000037490	ENSCAFP00000009628
ENSGALP00000043044	ENSCAFP00000035156
ENSGALP00000011853	ENSCAFP00000028090
ENSGALP00000003909	ENSCAFP00000009913
ENSGALP00000001521	ENSCAFP00000032081
ENSGALP00000022457	ENSCAFP00000027838
ENSGALP00000041780	ENSCAFP00000023068
ENSGALP00000023709	ENSCAFP00000010625
ENSGALP00000041054	ENSCAFP00000036396
ENSGALP00000011720	ENSCAFP00000008814
ENSGALP00000020198	ENSCAFP00000000567
ENSGALP00000036879	ENSCAFP00000001209
ENSGALP00000013572	ENSCAFP00000033128
ENSGALP00000023149	ENSCAFP00000024089
ENSGALP00000016026	ENSCAFP00000005413
ENSGALP00000003216	ENSCAFP00000039716
ENSGALP00000020581	ENSCAFP00000003316
ENSGALP00000007872	ENSCAFP00000040211
ENSGALP00000016422	ENSCAFP00000032501
ENSGALP00000026699	ENSCAFP00000039448
ENSGALP00000000524	ENSCAFP00000041565
ENSGALP00000008003	ENSCAFP00000010792
ENSGALP00000026465	ENSCAFP00000005032
ENSGALP00000008613	ENSCAFP00000026301
ENSGALP00000026670	ENSCAFP00000037249
ENSGALP00000011349	ENSCAFP00000019904
ENSGALP00000009528	ENSCAFP00000006114
ENSGALP00000023186	ENSCAFP00000024205
ENSGALP00000004839	ENSCAFP00000013482
ENSGALP00000020641	ENSCAFP00000015258
ENSGALP00000023951	ENSCAFP00000027337
ENSGALP00000031926	ENSCAFP00000040540
ENSGALP00000025680	ENSCAFP00000013612
ENSGALP00000042810	ENSCAFP00000011625
ENSGALP00000023989	ENSCAFP00000028485
ENSGALP00000017187	ENSCAFP00000016075
ENSGALP00000038313	ENSCAFP00000022169
ENSGALP00000043282	ENSCAFP00000011782
ENSGALP00000017055	ENSCAFP00000025379
ENSGALP00000014331	ENSCAFP00000004741
ENSGALP00000030135	ENSCAFP00000001346
ENSGALP00000010673	ENSCAFP00000011741
ENSGALP00000013917	ENSCAFP00000013970
ENSGALP00000025170	ENSCAFP00000012312
ENSGALP00000013700	ENSCAFP00000007635
ENSGALP00000022311	ENSCAFP00000016748
ENSGALP00000017381	ENSCAFP00000003259
ENSGALP00000042252	ENSCAFP00000018626
ENSGALP00000042597	ENSCAFP00000007386
ENSGALP00000015316	ENSCAFP00000019917
ENSGALP00000025077	ENSCAFP00000005113
ENSGALP00000041022	ENSCAFP00000020160
ENSGALP00000034188	ENSCAFP00000021538
ENSGALP00000020971	ENSCAFP00000005793
ENSGALP00000040674	ENSCAFP00000024234
ENSGALP00000014301	ENSCAFP00000041721
ENSGALP00000004521	ENSCAFP00000027826
ENSGALP00000040872	ENSCAFP00000000113
ENSGALP00000042217	ENSCAFP00000040253
ENSGALP00000039960	ENSCAFP00000009828
ENSGALP00000038005	ENSCAFP00000007277
ENSGALP00000025712	ENSCAFP00000013835
ENSGALP00000009586	ENSCAFP00000010273
ENSGALP00000043026	ENSCAFP00000020647
ENSGALP00000023000	ENSCAFP00000002614
ENSGALP00000024162	ENSCAFP00000040457
ENSGALP00000041606	ENSCAFP00000011229
ENSGALP00000019462	ENSCAFP00000001490
ENSGALP00000042148	ENSCAFP00000018428
ENSGALP00000025900	ENSCAFP00000001029
ENSGALP00000027458	ENSCAFP00000008903
ENSGALP00000026895	ENSCAFP00000003110
ENSGALP00000014676	ENSCAFP00000020799
ENSGALP00000005109	ENSCAFP00000009235
ENSGALP00000002701	ENSCAFP00000026015
ENSGALP00000007893	ENSCAFP00000007445
ENSGALP00000020742	ENSCAFP00000014241
ENSGALP00000016464	ENSCAFP00000008021
ENSGALP00000002777	ENSCAFP00000027674
ENSGALP00000017592	ENSCAFP00000015601
ENSGALP00000042322	ENSCAFP00000013026
ENSGALP00000006932	ENSCAFP00000011871
ENSGALP00000023093	ENSCAFP00000023555
ENSGALP00000003582	ENSCAFP00000028826
ENSGALP00000022859	ENSCAFP00000010215
ENSGALP00000007031	ENSCAFP00000036660
ENSGALP00000031178	ENSCAFP00000011156
ENSGALP00000029448	ENSCAFP00000010819
ENSGALP00000018706	ENSCAFP00000021256
ENSGALP00000027981	ENSCAFP00000008963
ENSGALP00000005729	ENSCAFP00000039096
ENSGALP00000040691	ENSCAFP00000025471
ENSGALP00000013929	ENSCAFP00000015780
ENSGALP00000016786	ENSCAFP00000012811
ENSGALP00000027097	ENSCAFP00000009724
ENSGALP00000027884	ENSCAFP00000022580
ENSGALP00000025512	ENSCAFP00000004345
ENSGALP00000042100	ENSCAFP00000013512
ENSGALP00000027036	ENSCAFP00000003203
ENSGALP00000026704	ENSCAFP00000017310
ENSGALP00000008139	ENSCAFP00000025911
ENSGALP00000021795	ENSCAFP00000006016
ENSGALP00000039021	ENSCAFP00000023737
ENSGALP00000043284	ENSCAFP00000009798
ENSGALP00000041605	ENSCAFP00000009753
ENSGALP00000039943	ENSCAFP00000024369
ENSGALP00000017738	ENSCAFP00000004016
ENSGALP00000020406	ENSCAFP00000015956
ENSGALP00000027512	ENSCAFP00000009422
ENSGALP00000021875	ENSCAFP00000003740
ENSGALP00000004467	ENSCAFP00000024669
ENSGALP00000026293	ENSCAFP00000034027
ENSGALP00000000782	ENSCAFP00000018949
ENSGALP00000037807	ENSCAFP00000017511
ENSGALP00000005711	ENSCAFP00000021414
ENSGALP00000037707	ENSCAFP00000006718
ENSGALP00000004864	ENSCAFP00000036004
ENSGALP00000003639	ENSCAFP00000025171
ENSGALP00000039859	ENSCAFP00000026969
ENSGALP00000002576	ENSCAFP00000029615
ENSGALP00000011868	ENSCAFP00000040568
ENSGALP00000011594	ENSCAFP00000027911
ENSGALP00000012911	ENSCAFP00000015789
ENSGALP00000006597	ENSCAFP00000020358
ENSGALP00000013275	ENSCAFP00000006164
ENSGALP00000042890	ENSCAFP00000020852
ENSGALP00000004707	ENSCAFP00000027778
ENSGALP00000007935	ENSCAFP00000015299
ENSGALP00000019221	ENSCAFP00000004170
ENSGALP00000023895	ENSCAFP00000001496
ENSGALP00000012932	ENSCAFP00000007050
ENSGALP00000009866	ENSCAFP00000026064
ENSGALP00000016456	ENSCAFP00000008013
ENSGALP00000024051	ENSCAFP00000012200
ENSGALP00000019815	ENSCAFP00000022177
ENSGALP00000016917	ENSCAFP00000014754
ENSGALP00000027557	ENSCAFP00000010037
ENSGALP00000010261	ENSCAFP00000006670
ENSGALP00000035801	ENSCAFP00000040323
ENSGALP00000006620	ENSCAFP00000013968
ENSGALP00000019843	ENSCAFP00000007428
ENSGALP00000027471	ENSCAFP00000008980
ENSGALP00000019820	ENSCAFP00000015077
ENSGALP00000004832	ENSCAFP00000000188
ENSGALP00000015992	ENSCAFP00000017915
ENSGALP00000006030	ENSCAFP00000012437
ENSGALP00000007480	ENSCAFP00000011146
ENSGALP00000007166	ENSCAFP00000011277
ENSGALP00000001210	ENSCAFP00000007876
ENSGALP00000018120	ENSCAFP00000014676
ENSGALP00000042447	ENSCAFP00000016303
ENSGALP00000005547	ENSCAFP00000017302
ENSGALP00000016696	ENSCAFP00000024989
ENSGALP00000006856	ENSCAFP00000013618
ENSGALP00000008442	ENSCAFP00000036182
ENSGALP00000020463	ENSCAFP00000002480
ENSGALP00000029718	ENSCAFP00000014244
ENSGALP00000014678	ENSCAFP00000020760
ENSGALP00000023851	ENSCAFP00000027183
ENSGALP00000023919	ENSCAFP00000001443
ENSGALP00000016565	ENSCAFP00000005736
ENSGALP00000019359	ENSCAFP00000006124
ENSGALP00000024630	ENSCAFP00000011472
ENSGALP00000021535	ENSCAFP00000026340
ENSGALP00000000325	ENSCAFP00000010969
ENSGALP00000006110	ENSCAFP00000004550
ENSGALP00000012782	ENSCAFP00000004361
ENSGALP00000012987	ENSCAFP00000007096
ENSGALP00000017640	ENSCAFP00000003662
ENSGALP00000014967	ENSCAFP00000020095
ENSGALP00000008063	ENSCAFP00000025942
ENSGALP00000035895	ENSCAFP00000015739
ENSGALP00000000758	ENSCAFP00000027129
ENSGALP00000008336	ENSCAFP00000018600
ENSGALP00000040937	ENSCAFP00000015210
ENSGALP00000022334	ENSCAFP00000000425
ENSGALP00000010710	ENSCAFP00000011659
ENSGALP00000007024	ENSCAFP00000021275
ENSGALP00000026431	ENSCAFP00000001256
ENSGALP00000020792	ENSCAFP00000010802
ENSGALP00000024145	ENSCAFP00000023034
ENSGALP00000006876	ENSCAFP00000036886
ENSGALP00000016302	ENSCAFP00000007766
ENSGALP00000007146	ENSCAFP00000011609
ENSGALP00000019330	ENSCAFP00000001370
ENSGALP00000005207	ENSCAFP00000029588
ENSGALP00000019408	ENSCAFP00000022988
ENSGALP00000009273	ENSCAFP00000029832
ENSGALP00000002458	ENSCAFP00000026597
ENSGALP00000015915	ENSCAFP00000038437
ENSGALP00000042235	ENSCAFP00000012572
ENSGALP00000014751	ENSCAFP00000028236
ENSGALP00000012703	ENSCAFP00000004434
ENSGALP00000004223	ENSCAFP00000021560
ENSGALP00000019921	ENSCAFP00000007525
ENSGALP00000012231	ENSCAFP00000013486
ENSGALP00000043443	ENSCAFP00000017360
ENSGALP00000012478	ENSCAFP00000017599
ENSGALP00000025206	ENSCAFP00000036662
ENSGALP00000018048	ENSCAFP00000017925
ENSGALP00000013451	ENSCAFP00000037924
ENSGALP00000020323	ENSCAFP00000008260
ENSGALP00000006258	ENSCAFP00000041780
ENSGALP00000010575	ENSCAFP00000007838
ENSGALP00000012687	ENSCAFP00000004441
ENSGALP00000034460	ENSCAFP00000020339
ENSGALP00000026728	ENSCAFP00000006462
ENSGALP00000013106	ENSCAFP00000012358
ENSGALP00000005827	ENSCAFP00000016547
ENSGALP00000031387	ENSCAFP00000011210
ENSGALP00000022999	ENSCAFP00000002624
ENSGALP00000020797	ENSCAFP00000010759
ENSGALP00000010528	ENSCAFP00000011885
ENSGALP00000022317	ENSCAFP00000003219
ENSGALP00000007867	ENSCAFP00000029736
ENSGALP00000009619	ENSCAFP00000006072
ENSGALP00000005033	ENSCAFP00000000342
ENSGALP00000000157	ENSCAFP00000007912
ENSGALP00000008644	ENSCAFP00000003468
ENSGALP00000022974	ENSCAFP00000038744
ENSGALP00000017880	ENSCAFP00000027602
ENSGALP00000040708	ENSCAFP00000008567
ENSGALP00000025490	ENSCAFP00000004421
ENSGALP00000041508	ENSCAFP00000025580
ENSGALP00000038109	ENSCAFP00000039384
ENSGALP00000019572	ENSCAFP00000022887
ENSGALP00000042287	ENSCAFP00000016485
ENSGALP00000015055	ENSCAFP00000017539
ENSGALP00000005799	ENSCAFP00000027609
ENSGALP00000024604	ENSCAFP00000013632
ENSGALP00000024983	ENSCAFP00000010897
ENSGALP00000042225	ENSCAFP00000024681
ENSGALP00000002623	ENSCAFP00000026569
ENSGALP00000041528	ENSCAFP00000006068
ENSGALP00000013078	ENSCAFP00000004201
ENSGALP00000023081	ENSCAFP00000008215
ENSGALP00000017563	ENSCAFP00000016268
ENSGALP00000007330	ENSCAFP00000024357
ENSGALP00000015397	ENSCAFP00000002913
ENSGALP00000032935	ENSCAFP00000019818
ENSGALP00000024702	ENSCAFP00000014103
ENSGALP00000025453	ENSCAFP00000012626
ENSGALP00000007667	ENSCAFP00000028219
ENSGALP00000005437	ENSCAFP00000023864
ENSGALP00000027351	ENSCAFP00000043115
ENSGALP00000010034	ENSCAFP00000029394
ENSGALP00000006591	ENSCAFP00000015293
ENSGALP00000004373	ENSCAFP00000029796
ENSGALP00000004344	ENSCAFP00000036469
ENSGALP00000037166	ENSCAFP00000009146
ENSGALP00000040939	ENSCAFP00000028364
ENSGALP00000013622	ENSCAFP00000007767
ENSGALP00000004417	ENSCAFP00000024703
ENSGALP00000022724	ENSCAFP00000006672
ENSGALP00000010298	ENSCAFP00000019156
ENSGALP00000018752	ENSCAFP00000006738
ENSGALP00000019133	ENSCAFP00000004760
ENSGALP00000001591	ENSCAFP00000012736
ENSGALP00000023257	ENSCAFP00000024530
ENSGALP00000015733	ENSCAFP00000018314
ENSGALP00000020208	ENSCAFP00000000578
ENSGALP00000017802	ENSCAFP00000026014
ENSGALP00000023488	ENSCAFP00000012236
ENSGALP00000036678	ENSCAFP00000007179
ENSGALP00000014386	ENSCAFP00000004653
ENSGALP00000030943	ENSCAFP00000005877
ENSGALP00000013761	ENSCAFP00000018346
ENSGALP00000024664	ENSCAFP00000042295
ENSGALP00000016054	ENSCAFP00000017661
ENSGALP00000003060	ENSCAFP00000038656
ENSGALP00000020327	ENSCAFP00000020768
ENSGALP00000016557	ENSCAFP00000024844
ENSGALP00000027766	ENSCAFP00000006191
ENSGALP00000001839	ENSCAFP00000010500
