ENSCAFP00000018255	ENSP00000371994
ENSCAFP00000016354	ENSP00000287600
ENSCAFP00000029342	ENSP00000373952
ENSCAFP00000003720	ENSP00000361642
ENSCAFP00000039803	ENSP00000299432
ENSCAFP00000043013	ENSP00000356746
ENSCAFP00000021155	ENSP00000303928
ENSCAFP00000013334	ENSP00000264389
ENSCAFP00000021952	ENSP00000335357
ENSCAFP00000027562	ENSP00000377969
ENSCAFP00000006316	ENSP00000430236
ENSCAFP00000009500	ENSP00000410083
ENSCAFP00000015686	ENSP00000354742
ENSCAFP00000012958	ENSP00000362547
ENSCAFP00000002909	ENSP00000248633
ENSCAFP00000004294	ENSP00000400646
ENSCAFP00000000926	ENSP00000330523
ENSCAFP00000024849	ENSP00000421380
ENSCAFP00000015221	ENSP00000288532
ENSCAFP00000022102	ENSP00000356737
ENSCAFP00000037398	ENSP00000338010
ENSCAFP00000030350	ENSP00000381089
ENSCAFP00000015858	ENSP00000354720
ENSCAFP00000026432	ENSP00000349687
ENSCAFP00000027933	ENSP00000326879
ENSCAFP00000014333	ENSP00000309595
ENSCAFP00000037663	ENSP00000258772
ENSCAFP00000026789	ENSP00000343610
ENSCAFP00000002519	ENSP00000216106
ENSCAFP00000010872	ENSP00000379865
ENSCAFP00000014717	ENSP00000235521
ENSCAFP00000011527	ENSP00000337340
ENSCAFP00000031437	ENSP00000264020
ENSCAFP00000011595	ENSP00000257245
ENSCAFP00000028124	ENSP00000301281
ENSCAFP00000033848	ENSP00000367024
ENSCAFP00000019200	ENSP00000278935
ENSCAFP00000005332	ENSP00000417769
ENSCAFP00000006303	ENSP00000407112
ENSCAFP00000011564	ENSP00000434995
ENSCAFP00000017371	ENSP00000357079
ENSCAFP00000042856	ENSP00000259963
ENSCAFP00000008093	ENSP00000262547
ENSCAFP00000010985	ENSP00000348211
ENSCAFP00000022304	ENSP00000294543
ENSCAFP00000019190	ENSP00000307260
ENSCAFP00000001298	ENSP00000216129
ENSCAFP00000025018	ENSP00000265295
ENSCAFP00000027040	ENSP00000221515
ENSCAFP00000007853	ENSP00000369784
ENSCAFP00000041331	ENSP00000365538
ENSCAFP00000010600	ENSP00000371607
ENSCAFP00000034564	ENSP00000274458
ENSCAFP00000016776	ENSP00000356379
ENSCAFP00000015575	ENSP00000232501
ENSCAFP00000040750	ENSP00000379621
ENSCAFP00000005107	ENSP00000284629
ENSCAFP00000016457	ENSP00000348564
ENSCAFP00000035591	ENSP00000353850
ENSCAFP00000005649	ENSP00000281146
ENSCAFP00000015212	ENSP00000354497
ENSCAFP00000013223	ENSP00000310873
ENSCAFP00000036351	ENSP00000320236
ENSCAFP00000002393	ENSP00000053468
ENSCAFP00000025667	ENSP00000261880
ENSCAFP00000007006	ENSP00000301585
ENSCAFP00000017940	ENSP00000473290
ENSCAFP00000008939	ENSP00000315397
ENSCAFP00000038303	ENSP00000300145
ENSCAFP00000028891	ENSP00000248098
ENSCAFP00000023448	ENSP00000224756
ENSCAFP00000009719	ENSP00000348168
ENSCAFP00000027347	ENSP00000319992
ENSCAFP00000040002	ENSP00000278483
ENSCAFP00000011471	ENSP00000313816
ENSCAFP00000015848	ENSP00000324404
ENSCAFP00000019582	ENSP00000285116
ENSCAFP00000006900	ENSP00000435421
ENSCAFP00000009824	ENSP00000369810
ENSCAFP00000016589	ENSP00000283871
ENSCAFP00000027074	ENSP00000340477
ENSCAFP00000019550	ENSP00000271452
ENSCAFP00000023572	ENSP00000374552
ENSCAFP00000021998	ENSP00000377384
ENSCAFP00000008305	ENSP00000221265
ENSCAFP00000015951	ENSP00000228510
ENSCAFP00000026710	ENSP00000261647
ENSCAFP00000020177	ENSP00000304437
ENSCAFP00000005167	ENSP00000254759
ENSCAFP00000010974	ENSP00000379911
ENSCAFP00000026401	ENSP00000337445
ENSCAFP00000000965	ENSP00000364543
ENSCAFP00000008130	ENSP00000392318
ENSCAFP00000038873	ENSP00000370337
ENSCAFP00000012839	ENSP00000262507
ENSCAFP00000042005	ENSP00000462116
ENSCAFP00000000851	ENSP00000299821
ENSCAFP00000035836	ENSP00000306788
ENSCAFP00000026846	ENSP00000454746
ENSCAFP00000040896	ENSP00000426067
ENSCAFP00000000614	ENSP00000356272
ENSCAFP00000010744	ENSP00000372206
ENSCAFP00000018460	ENSP00000346464
ENSCAFP00000002554	ENSP00000244711
ENSCAFP00000029539	ENSP00000361433
ENSCAFP00000037159	ENSP00000287957
ENSCAFP00000022691	ENSP00000273075
ENSCAFP00000025179	ENSP00000320309
ENSCAFP00000029007	ENSP00000262315
ENSCAFP00000003575	ENSP00000359740
ENSCAFP00000018953	ENSP00000356972
ENSCAFP00000027275	ENSP00000268717
ENSCAFP00000008193	ENSP00000376608
ENSCAFP00000026012	ENSP00000282059
ENSCAFP00000020143	ENSP00000399718
ENSCAFP00000013154	ENSP00000367878
ENSCAFP00000027812	ENSP00000262127
ENSCAFP00000016887	ENSP00000312311
ENSCAFP00000009593	ENSP00000346483
ENSCAFP00000038062	ENSP00000217455
ENSCAFP00000021339	ENSP00000308546
ENSCAFP00000024982	ENSP00000261893
ENSCAFP00000025675	ENSP00000320184
ENSCAFP00000001115	ENSP00000370419
ENSCAFP00000006740	ENSP00000282007
ENSCAFP00000013689	ENSP00000328187
ENSCAFP00000030083	ENSP00000359612
ENSCAFP00000023633	ENSP00000342169
ENSCAFP00000018957	ENSP00000357748
ENSCAFP00000014266	ENSP00000358535
ENSCAFP00000023745	ENSP00000382733
ENSCAFP00000008910	ENSP00000258613
ENSCAFP00000022578	ENSP00000344866
ENSCAFP00000006596	ENSP00000341539
ENSCAFP00000014230	ENSP00000243918
ENSCAFP00000021138	ENSP00000314348
ENSCAFP00000039884	ENSP00000369431
ENSCAFP00000040219	ENSP00000381132
ENSCAFP00000008162	ENSP00000296003
ENSCAFP00000010960	ENSP00000436049
ENSCAFP00000019411	ENSP00000280979
ENSCAFP00000007473	ENSP00000348459
ENSCAFP00000006788	ENSP00000367030
ENSCAFP00000006211	ENSP00000270225
ENSCAFP00000019552	ENSP00000368798
ENSCAFP00000007677	ENSP00000341543
ENSCAFP00000038760	ENSP00000342336
ENSCAFP00000008793	ENSP00000285083
ENSCAFP00000022930	ENSP00000251296
ENSCAFP00000013817	ENSP00000220509
ENSCAFP00000021068	ENSP00000380559
ENSCAFP00000014289	ENSP00000361705
ENSCAFP00000038472	ENSP00000275820
ENSCAFP00000002556	ENSP00000266087
ENSCAFP00000005832	ENSP00000402338
ENSCAFP00000016747	ENSP00000446479
ENSCAFP00000003642	ENSP00000260605
ENSCAFP00000012223	ENSP00000296051
ENSCAFP00000013578	ENSP00000410396
ENSCAFP00000035023	ENSP00000314615
ENSCAFP00000022999	ENSP00000261249
ENSCAFP00000025662	ENSP00000337736
ENSCAFP00000019881	ENSP00000248600
ENSCAFP00000014428	ENSP00000392985
ENSCAFP00000028814	ENSP00000390778
ENSCAFP00000007016	ENSP00000374332
ENSCAFP00000018881	ENSP00000349244
ENSCAFP00000012118	ENSP00000336842
ENSCAFP00000014645	ENSP00000299192
ENSCAFP00000039890	ENSP00000354580
ENSCAFP00000013587	ENSP00000370150
ENSCAFP00000022719	ENSP00000247706
ENSCAFP00000007799	ENSP00000386569
ENSCAFP00000007283	ENSP00000393222
ENSCAFP00000029458	ENSP00000301011
ENSCAFP00000003077	ENSP00000297273
ENSCAFP00000037130	ENSP00000379140
ENSCAFP00000025976	ENSP00000285873
ENSCAFP00000004798	ENSP00000242108
ENSCAFP00000008667	ENSP00000383911
ENSCAFP00000002322	ENSP00000369871
ENSCAFP00000000297	ENSP00000250535
ENSCAFP00000020252	ENSP00000220531
ENSCAFP00000041282	ENSP00000291458
ENSCAFP00000025740	ENSP00000376827
ENSCAFP00000035221	ENSP00000265981
ENSCAFP00000022335	ENSP00000286031
ENSCAFP00000011154	ENSP00000298937
ENSCAFP00000042083	ENSP00000360593
ENSCAFP00000042649	ENSP00000296564
ENSCAFP00000021281	ENSP00000299381
ENSCAFP00000015937	ENSP00000387882
ENSCAFP00000005687	ENSP00000258052
ENSCAFP00000032181	ENSP00000381657
ENSCAFP00000000011	ENSP00000299543
ENSCAFP00000026726	ENSP00000361143
ENSCAFP00000022173	ENSP00000364204
ENSCAFP00000039337	ENSP00000303584
ENSCAFP00000026272	ENSP00000219599
ENSCAFP00000002503	ENSP00000369339
ENSCAFP00000010551	ENSP00000202017
ENSCAFP00000022291	ENSP00000414390
ENSCAFP00000026787	ENSP00000322316
ENSCAFP00000001361	ENSP00000303398
ENSCAFP00000022225	ENSP00000237380
ENSCAFP00000009938	ENSP00000296694
ENSCAFP00000005864	ENSP00000334003
ENSCAFP00000008384	ENSP00000327557
ENSCAFP00000031654	ENSP00000307684
ENSCAFP00000006858	ENSP00000367239
ENSCAFP00000010395	ENSP00000267103
ENSCAFP00000000044	ENSP00000393154
ENSCAFP00000039779	ENSP00000206542
ENSCAFP00000021470	ENSP00000374387
ENSCAFP00000017454	ENSP00000282074
ENSCAFP00000006928	ENSP00000238788
ENSCAFP00000040529	ENSP00000344299
ENSCAFP00000040404	ENSP00000359727
ENSCAFP00000008705	ENSP00000295824
ENSCAFP00000041099	ENSP00000379310
ENSCAFP00000037514	ENSP00000363260
ENSCAFP00000014718	ENSP00000329915
ENSCAFP00000029790	ENSP00000359224
ENSCAFP00000015126	ENSP00000232854
ENSCAFP00000040380	ENSP00000369456
ENSCAFP00000026687	ENSP00000286918
ENSCAFP00000017806	ENSP00000354688
ENSCAFP00000037823	ENSP00000228799
ENSCAFP00000032820	ENSP00000419718
ENSCAFP00000003278	ENSP00000264230
ENSCAFP00000036557	ENSP00000362208
ENSCAFP00000021990	ENSP00000251250
ENSCAFP00000014778	ENSP00000327716
ENSCAFP00000002700	ENSP00000354964
ENSCAFP00000023784	ENSP00000264645
ENSCAFP00000015943	ENSP00000246868
ENSCAFP00000040069	ENSP00000284995
ENSCAFP00000040730	ENSP00000432487
ENSCAFP00000022945	ENSP00000356848
ENSCAFP00000022714	ENSP00000355250
ENSCAFP00000002354	ENSP00000230340
ENSCAFP00000029382	ENSP00000268704
ENSCAFP00000019175	ENSP00000385006
ENSCAFP00000027197	ENSP00000464275
ENSCAFP00000009546	ENSP00000389399
ENSCAFP00000026029	ENSP00000441753
ENSCAFP00000011457	ENSP00000233838
ENSCAFP00000015253	ENSP00000433761
ENSCAFP00000001109	ENSP00000290846
ENSCAFP00000022205	ENSP00000386277
ENSCAFP00000029329	ENSP00000263346
ENSCAFP00000028457	ENSP00000252463
ENSCAFP00000042491	ENSP00000215057
ENSCAFP00000036776	ENSP00000256255
ENSCAFP00000003866	ENSP00000402038
ENSCAFP00000004605	ENSP00000275072
ENSCAFP00000004584	ENSP00000257789
ENSCAFP00000039300	ENSP00000339613
ENSCAFP00000013552	ENSP00000380794
ENSCAFP00000006251	ENSP00000361001
ENSCAFP00000001310	ENSP00000290429
ENSCAFP00000013770	ENSP00000347498
ENSCAFP00000003334	ENSP00000289359
ENSCAFP00000016940	ENSP00000296015
ENSCAFP00000012195	ENSP00000301908
ENSCAFP00000004815	ENSP00000386284
ENSCAFP00000011400	ENSP00000281317
ENSCAFP00000013310	ENSP00000360031
ENSCAFP00000041497	ENSP00000301729
ENSCAFP00000027599	ENSP00000360129
ENSCAFP00000039374	ENSP00000364405
ENSCAFP00000038785	ENSP00000321239
ENSCAFP00000036741	ENSP00000409315
ENSCAFP00000029096	ENSP00000026218
ENSCAFP00000022319	ENSP00000321617
ENSCAFP00000008681	ENSP00000263753
ENSCAFP00000022458	ENSP00000261558
ENSCAFP00000034898	ENSP00000216452
ENSCAFP00000002517	ENSP00000318821
ENSCAFP00000024690	ENSP00000300850
ENSCAFP00000013550	ENSP00000307636
ENSCAFP00000035984	ENSP00000413483
ENSCAFP00000019228	ENSP00000356920
ENSCAFP00000030037	ENSP00000268802
ENSCAFP00000012391	ENSP00000455397
ENSCAFP00000008051	ENSP00000157812
ENSCAFP00000029174	ENSP00000360821
ENSCAFP00000003664	ENSP00000384234
ENSCAFP00000006181	ENSP00000372955
ENSCAFP00000013723	ENSP00000283233
ENSCAFP00000008901	ENSP00000368140
ENSCAFP00000021605	ENSP00000362041
ENSCAFP00000036445	ENSP00000476100
ENSCAFP00000019417	ENSP00000296149
ENSCAFP00000002495	ENSP00000346762
ENSCAFP00000021942	ENSP00000295704
ENSCAFP00000027718	ENSP00000261658
ENSCAFP00000033001	ENSP00000306864
ENSCAFP00000031822	ENSP00000464814
ENSCAFP00000003788	ENSP00000359505
ENSCAFP00000006809	ENSP00000368459
ENSCAFP00000042907	ENSP00000219789
ENSCAFP00000016436	ENSP00000257548
ENSCAFP00000039916	ENSP00000348054
ENSCAFP00000020706	ENSP00000348043
ENSCAFP00000017544	ENSP00000372023
ENSCAFP00000014990	ENSP00000436926
ENSCAFP00000017205	ENSP00000450461
ENSCAFP00000005176	ENSP00000222747
ENSCAFP00000042279	ENSP00000307423
ENSCAFP00000017605	ENSP00000380837
ENSCAFP00000033349	ENSP00000318115
ENSCAFP00000024729	ENSP00000225573
ENSCAFP00000022874	ENSP00000247194
ENSCAFP00000005025	ENSP00000417580
ENSCAFP00000026204	ENSP00000083182
ENSCAFP00000026170	ENSP00000299853
ENSCAFP00000021593	ENSP00000384527
ENSCAFP00000026745	ENSP00000225737
ENSCAFP00000007554	ENSP00000366673
ENSCAFP00000017123	ENSP00000311505
ENSCAFP00000002836	ENSP00000361206
ENSCAFP00000007259	ENSP00000255108
ENSCAFP00000020211	ENSP00000200135
ENSCAFP00000013469	ENSP00000442053
ENSCAFP00000000413	ENSP00000356602
ENSCAFP00000025123	ENSP00000357389
ENSCAFP00000005153	ENSP00000275053
ENSCAFP00000015297	ENSP00000228506
ENSCAFP00000017879	ENSP00000312455
ENSCAFP00000027126	ENSP00000463245
ENSCAFP00000037429	ENSP00000333255
ENSCAFP00000009557	ENSP00000439902
ENSCAFP00000017953	ENSP00000365963
ENSCAFP00000018778	ENSP00000356567
ENSCAFP00000029432	ENSP00000358988
ENSCAFP00000016764	ENSP00000403980
ENSCAFP00000017428	ENSP00000355609
ENSCAFP00000028577	ENSP00000371294
ENSCAFP00000013778	ENSP00000359607
ENSCAFP00000017869	ENSP00000360183
ENSCAFP00000041465	ENSP00000363318
ENSCAFP00000000757	ENSP00000354109
ENSCAFP00000031245	ENSP00000410216
ENSCAFP00000039857	ENSP00000335636
ENSCAFP00000015655	ENSP00000295872
ENSCAFP00000039497	ENSP00000309163
ENSCAFP00000020048	ENSP00000339976
ENSCAFP00000021424	ENSP00000278612
ENSCAFP00000008207	ENSP00000419371
ENSCAFP00000012486	ENSP00000220669
ENSCAFP00000018094	ENSP00000363250
ENSCAFP00000018719	ENSP00000356989
ENSCAFP00000012568	ENSP00000006526
ENSCAFP00000000674	ENSP00000266673
ENSCAFP00000017857	ENSP00000258243
ENSCAFP00000007358	ENSP00000365477
ENSCAFP00000008389	ENSP00000384952
ENSCAFP00000023714	ENSP00000298784
ENSCAFP00000018330	ENSP00000362424
ENSCAFP00000018073	ENSP00000354645
ENSCAFP00000016548	ENSP00000319169
ENSCAFP00000014937	ENSP00000321962
ENSCAFP00000042121	ENSP00000439068
ENSCAFP00000002749	ENSP00000361465
ENSCAFP00000009144	ENSP00000204726
ENSCAFP00000010711	ENSP00000295966
ENSCAFP00000015331	ENSP00000230048
ENSCAFP00000041708	ENSP00000261758
ENSCAFP00000041802	ENSP00000277010
ENSCAFP00000014028	ENSP00000260361
ENSCAFP00000007781	ENSP00000343412
ENSCAFP00000031806	ENSP00000361042
ENSCAFP00000016640	ENSP00000282841
ENSCAFP00000019259	ENSP00000304802
ENSCAFP00000041173	ENSP00000405635
ENSCAFP00000042641	ENSP00000299736
ENSCAFP00000040721	ENSP00000282003
ENSCAFP00000037049	ENSP00000416050
ENSCAFP00000003335	ENSP00000287996
ENSCAFP00000007285	ENSP00000352536
ENSCAFP00000008290	ENSP00000264926
ENSCAFP00000036951	ENSP00000384832
ENSCAFP00000039351	ENSP00000216420
ENSCAFP00000010574	ENSP00000473929
ENSCAFP00000034280	ENSP00000473361
ENSCAFP00000018772	ENSP00000355141
ENSCAFP00000014844	ENSP00000396628
ENSCAFP00000013239	ENSP00000243903
ENSCAFP00000035155	ENSP00000315035
ENSCAFP00000029770	ENSP00000345341
ENSCAFP00000010817	ENSP00000351153
ENSCAFP00000007190	ENSP00000361363
ENSCAFP00000034252	ENSP00000261888
ENSCAFP00000022506	ENSP00000252603
ENSCAFP00000007437	ENSP00000380605
ENSCAFP00000021428	ENSP00000262812
ENSCAFP00000015535	ENSP00000356416
ENSCAFP00000002119	ENSP00000362578
ENSCAFP00000002653	ENSP00000334289
ENSCAFP00000020744	ENSP00000263563
ENSCAFP00000003666	ENSP00000361603
ENSCAFP00000008985	ENSP00000349358
ENSCAFP00000041607	ENSP00000321546
ENSCAFP00000016189	ENSP00000312770
ENSCAFP00000021013	ENSP00000267436
ENSCAFP00000037606	ENSP00000465517
ENSCAFP00000021674	ENSP00000310829
ENSCAFP00000003947	ENSP00000324122
ENSCAFP00000025509	ENSP00000311429
ENSCAFP00000003243	ENSP00000367318
ENSCAFP00000007977	ENSP00000306561
ENSCAFP00000016941	ENSP00000326813
ENSCAFP00000002941	ENSP00000370839
ENSCAFP00000007174	ENSP00000368801
ENSCAFP00000013507	ENSP00000264193
ENSCAFP00000017920	ENSP00000294129
ENSCAFP00000042104	ENSP00000341637
ENSCAFP00000040825	ENSP00000420939
ENSCAFP00000037732	ENSP00000313318
ENSCAFP00000040759	ENSP00000338533
ENSCAFP00000018638	ENSP00000364404
ENSCAFP00000015314	ENSP00000367359
ENSCAFP00000026815	ENSP00000307833
ENSCAFP00000006891	ENSP00000361170
ENSCAFP00000042023	ENSP00000264001
ENSCAFP00000002828	ENSP00000447057
ENSCAFP00000020228	ENSP00000333539
ENSCAFP00000022415	ENSP00000215730
ENSCAFP00000042091	ENSP00000229238
ENSCAFP00000021292	ENSP00000476966
ENSCAFP00000019462	ENSP00000246151
ENSCAFP00000001216	ENSP00000355812
ENSCAFP00000008203	ENSP00000367104
ENSCAFP00000019511	ENSP00000228865
ENSCAFP00000018556	ENSP00000252711
ENSCAFP00000030885	ENSP00000456405
ENSCAFP00000007146	ENSP00000281141
ENSCAFP00000017617	ENSP00000334642
ENSCAFP00000036497	ENSP00000354335
ENSCAFP00000036029	ENSP00000362273
ENSCAFP00000029502	ENSP00000354152
ENSCAFP00000027157	ENSP00000458290
ENSCAFP00000023219	ENSP00000378399
ENSCAFP00000002786	ENSP00000370984
ENSCAFP00000039216	ENSP00000362873
ENSCAFP00000000878	ENSP00000296666
ENSCAFP00000016270	ENSP00000296824
ENSCAFP00000024609	ENSP00000271526
ENSCAFP00000024383	ENSP00000235310
ENSCAFP00000027396	ENSP00000303490
ENSCAFP00000025337	ENSP00000377492
ENSCAFP00000028135	ENSP00000360421
ENSCAFP00000018938	ENSP00000357787
ENSCAFP00000022109	ENSP00000340776
ENSCAFP00000006938	ENSP00000246337
ENSCAFP00000022267	ENSP00000364261
ENSCAFP00000024846	ENSP00000377577
ENSCAFP00000016657	ENSP00000265857
ENSCAFP00000006196	ENSP00000331907
ENSCAFP00000013873	ENSP00000286688
ENSCAFP00000012409	ENSP00000394394
ENSCAFP00000013211	ENSP00000290155
ENSCAFP00000007957	ENSP00000366157
ENSCAFP00000036245	ENSP00000334767
ENSCAFP00000022117	ENSP00000312625
ENSCAFP00000009852	ENSP00000288937
ENSCAFP00000000400	ENSP00000356632
ENSCAFP00000036936	ENSP00000260599
ENSCAFP00000006712	ENSP00000373304
ENSCAFP00000016293	ENSP00000304945
ENSCAFP00000029658	ENSP00000377007
ENSCAFP00000017264	ENSP00000215917
ENSCAFP00000012478	ENSP00000401018
ENSCAFP00000003700	ENSP00000259400
ENSCAFP00000017710	ENSP00000360310
ENSCAFP00000021936	ENSP00000413908
ENSCAFP00000008986	ENSP00000368920
ENSCAFP00000003687	ENSP00000417764
ENSCAFP00000022902	ENSP00000458954
ENSCAFP00000011630	ENSP00000379157
ENSCAFP00000023234	ENSP00000355499
ENSCAFP00000017552	ENSP00000216027
ENSCAFP00000024839	ENSP00000295702
ENSCAFP00000004546	ENSP00000363360
ENSCAFP00000027538	ENSP00000475924
ENSCAFP00000003053	ENSP00000367638
ENSCAFP00000010190	ENSP00000338039
ENSCAFP00000020627	ENSP00000376767
ENSCAFP00000031354	ENSP00000225728
ENSCAFP00000017455	ENSP00000381378
ENSCAFP00000015725	ENSP00000320794
ENSCAFP00000009855	ENSP00000255304
ENSCAFP00000028623	ENSP00000373657
ENSCAFP00000013576	ENSP00000296679
ENSCAFP00000006872	ENSP00000391747
ENSCAFP00000017654	ENSP00000378857
ENSCAFP00000029671	ENSP00000309515
ENSCAFP00000037326	ENSP00000363680
ENSCAFP00000037694	ENSP00000381282
ENSCAFP00000020568	ENSP00000279281
ENSCAFP00000013892	ENSP00000369391
ENSCAFP00000000752	ENSP00000261368
ENSCAFP00000020071	ENSP00000265023
ENSCAFP00000012492	ENSP00000219299
ENSCAFP00000007151	ENSP00000419628
ENSCAFP00000024359	ENSP00000225428
ENSCAFP00000025751	ENSP00000249806
ENSCAFP00000037441	ENSP00000389087
ENSCAFP00000037826	ENSP00000359507
ENSCAFP00000018088	ENSP00000355958
ENSCAFP00000009637	ENSP00000265983
ENSCAFP00000012948	ENSP00000312706
ENSCAFP00000026936	ENSP00000421917
ENSCAFP00000030259	ENSP00000322609
ENSCAFP00000011353	ENSP00000427820
ENSCAFP00000034555	ENSP00000373176
ENSCAFP00000006260	ENSP00000460964
ENSCAFP00000022041	ENSP00000225927
ENSCAFP00000016504	ENSP00000409016
ENSCAFP00000028745	ENSP00000219066
ENSCAFP00000010951	ENSP00000413632
ENSCAFP00000026052	ENSP00000374125
ENSCAFP00000017618	ENSP00000344989
ENSCAFP00000025607	ENSP00000297977
ENSCAFP00000010894	ENSP00000299505
ENSCAFP00000002645	ENSP00000238018
ENSCAFP00000005474	ENSP00000285697
ENSCAFP00000011801	ENSP00000370013
ENSCAFP00000025677	ENSP00000462717
ENSCAFP00000028799	ENSP00000268668
ENSCAFP00000001360	ENSP00000363746
ENSCAFP00000024222	ENSP00000249299
ENSCAFP00000042791	ENSP00000310686
ENSCAFP00000025140	ENSP00000323184
ENSCAFP00000024177	ENSP00000222990
ENSCAFP00000001355	ENSP00000409952
ENSCAFP00000017063	ENSP00000355587
ENSCAFP00000002745	ENSP00000361499
ENSCAFP00000002199	ENSP00000393541
ENSCAFP00000023819	ENSP00000318883
ENSCAFP00000014320	ENSP00000339844
ENSCAFP00000010634	ENSP00000339324
ENSCAFP00000027524	ENSP00000226230
ENSCAFP00000000401	ENSP00000356630
ENSCAFP00000015067	ENSP00000361301
ENSCAFP00000018464	ENSP00000379047
ENSCAFP00000008476	ENSP00000243326
ENSCAFP00000041942	ENSP00000263997
ENSCAFP00000014797	ENSP00000232888
ENSCAFP00000030069	ENSP00000359606
ENSCAFP00000014537	ENSP00000325326
ENSCAFP00000007765	ENSP00000434480
ENSCAFP00000024183	ENSP00000380242
ENSCAFP00000008284	ENSP00000462333
ENSCAFP00000027031	ENSP00000351137
ENSCAFP00000007058	ENSP00000456310
ENSCAFP00000026708	ENSP00000370803
ENSCAFP00000019068	ENSP00000258975
ENSCAFP00000039638	ENSP00000358742
ENSCAFP00000001474	ENSP00000276689
ENSCAFP00000004884	ENSP00000371471
ENSCAFP00000009126	ENSP00000392395
ENSCAFP00000028118	ENSP00000234827
ENSCAFP00000008437	ENSP00000246062
ENSCAFP00000015413	ENSP00000224950
ENSCAFP00000019310	ENSP00000319979
ENSCAFP00000029513	ENSP00000253462
ENSCAFP00000002533	ENSP00000361894
ENSCAFP00000011539	ENSP00000318264
ENSCAFP00000015614	ENSP00000291560
ENSCAFP00000018861	ENSP00000356978
ENSCAFP00000025664	ENSP00000305255
ENSCAFP00000027153	ENSP00000225729
ENSCAFP00000025739	ENSP00000355077
ENSCAFP00000039989	ENSP00000419475
ENSCAFP00000022167	ENSP00000374501
ENSCAFP00000025303	ENSP00000325425
ENSCAFP00000013347	ENSP00000386433
ENSCAFP00000011685	ENSP00000369318
ENSCAFP00000041487	ENSP00000307617
ENSCAFP00000031701	ENSP00000362638
ENSCAFP00000001016	ENSP00000333813
ENSCAFP00000007036	ENSP00000245543
ENSCAFP00000029635	ENSP00000361625
ENSCAFP00000003306	ENSP00000364613
ENSCAFP00000011374	ENSP00000380544
ENSCAFP00000028216	ENSP00000310998
ENSCAFP00000011155	ENSP00000253233
ENSCAFP00000008338	ENSP00000380679
ENSCAFP00000036229	ENSP00000219548
ENSCAFP00000010114	ENSP00000418287
ENSCAFP00000014074	ENSP00000339834
ENSCAFP00000023134	ENSP00000317542
ENSCAFP00000026538	ENSP00000441930
ENSCAFP00000040832	ENSP00000376142
ENSCAFP00000018739	ENSP00000266263
ENSCAFP00000007165	ENSP00000327487
ENSCAFP00000028622	ENSP00000380256
ENSCAFP00000036889	ENSP00000297156
ENSCAFP00000007801	ENSP00000369335
ENSCAFP00000007911	ENSP00000301634
ENSCAFP00000022450	ENSP00000442297
ENSCAFP00000042340	ENSP00000359904
ENSCAFP00000002191	ENSP00000384053
ENSCAFP00000008167	ENSP00000299563
ENSCAFP00000012957	ENSP00000305069
ENSCAFP00000018168	ENSP00000380883
ENSCAFP00000007935	ENSP00000388169
ENSCAFP00000040030	ENSP00000281703
ENSCAFP00000027454	ENSP00000330393
ENSCAFP00000000422	ENSP00000237283
ENSCAFP00000007414	ENSP00000375082
ENSCAFP00000019312	ENSP00000457748
ENSCAFP00000034478	ENSP00000378427
ENSCAFP00000025338	ENSP00000304854
ENSCAFP00000029894	ENSP00000359404
ENSCAFP00000012753	ENSP00000374390
ENSCAFP00000021407	ENSP00000247003
ENSCAFP00000008513	ENSP00000246070
ENSCAFP00000036241	ENSP00000359398
ENSCAFP00000041514	ENSP00000451812
ENSCAFP00000002053	ENSP00000365550
ENSCAFP00000030922	ENSP00000421491
ENSCAFP00000038995	ENSP00000262319
ENSCAFP00000029448	ENSP00000301012
ENSCAFP00000020948	ENSP00000332721
ENSCAFP00000020403	ENSP00000286732
ENSCAFP00000009475	ENSP00000411169
ENSCAFP00000009052	ENSP00000476383
ENSCAFP00000013978	ENSP00000321029
ENSCAFP00000002071	ENSP00000249079
ENSCAFP00000026205	ENSP00000320917
ENSCAFP00000018692	ENSP00000290541
ENSCAFP00000020199	ENSP00000292566
ENSCAFP00000002063	ENSP00000385205
ENSCAFP00000015547	ENSP00000320251
ENSCAFP00000010677	ENSP00000319417
ENSCAFP00000024186	ENSP00000242257
ENSCAFP00000013004	ENSP00000256996
ENSCAFP00000013870	ENSP00000379430
ENSCAFP00000021259	ENSP00000444156
ENSCAFP00000027481	ENSP00000247271
ENSCAFP00000023885	ENSP00000258383
ENSCAFP00000007052	ENSP00000345773
ENSCAFP00000024741	ENSP00000331479
ENSCAFP00000039701	ENSP00000221233
ENSCAFP00000007846	ENSP00000379472
ENSCAFP00000017289	ENSP00000355593
ENSCAFP00000009334	ENSP00000330737
ENSCAFP00000002626	ENSP00000421169
ENSCAFP00000032607	ENSP00000304133
ENSCAFP00000024974	ENSP00000349977
ENSCAFP00000021940	ENSP00000243706
ENSCAFP00000018767	ENSP00000455755
ENSCAFP00000030575	ENSP00000267260
ENSCAFP00000040703	ENSP00000342295
ENSCAFP00000002431	ENSP00000223073
ENSCAFP00000015979	ENSP00000445920
ENSCAFP00000037196	ENSP00000367029
ENSCAFP00000008546	ENSP00000393583
ENSCAFP00000036637	ENSP00000366565
ENSCAFP00000003861	ENSP00000318374
ENSCAFP00000035930	ENSP00000419270
ENSCAFP00000025211	ENSP00000238628
ENSCAFP00000037206	ENSP00000261584
