ENSTNIP00000004863	ENSTGUP00000008915
ENSTNIP00000015699	ENSTGUP00000013805
ENSTNIP00000012921	ENSTGUP00000013805
ENSTNIP00000000363	ENSTGUP00000006416
ENSTNIP00000005352	ENSTGUP00000001311
ENSTNIP00000020168	ENSTGUP00000010293
ENSTNIP00000015255	ENSTGUP00000011732
ENSTNIP00000009438	ENSTGUP00000011285
ENSTNIP00000006743	ENSTGUP00000011285
ENSTNIP00000018018	ENSTGUP00000006813
ENSTNIP00000017675	ENSTGUP00000017727
ENSTNIP00000010866	ENSTGUP00000013731
ENSTNIP00000021498	ENSTGUP00000004326
ENSTNIP00000009221	ENSTGUP00000007285
ENSTNIP00000020667	ENSTGUP00000004709
ENSTNIP00000014319	ENSTGUP00000010399
ENSTNIP00000018902	ENSTGUP00000005425
ENSTNIP00000013469	ENSTGUP00000011235
ENSTNIP00000014292	ENSTGUP00000013491
ENSTNIP00000012626	ENSTGUP00000004056
ENSTNIP00000000160	ENSTGUP00000009373
ENSTNIP00000022864	ENSTGUP00000001720
ENSTNIP00000009168	ENSTGUP00000009229
ENSTNIP00000007628	ENSTGUP00000010748
ENSTNIP00000005568	ENSTGUP00000004626
ENSTNIP00000002193	ENSTGUP00000007632
ENSTNIP00000004813	ENSTGUP00000007632
ENSTNIP00000009696	ENSTGUP00000002335
ENSTNIP00000011340	ENSTGUP00000011310
ENSTNIP00000000289	ENSTGUP00000002016
ENSTNIP00000016082	ENSTGUP00000005847
ENSTNIP00000011452	ENSTGUP00000006008
ENSTNIP00000020924	ENSTGUP00000001538
ENSTNIP00000009932	ENSTGUP00000007334
ENSTNIP00000003449	ENSTGUP00000010815
ENSTNIP00000004684	ENSTGUP00000014743
ENSTNIP00000007300	ENSTGUP00000008413
ENSTNIP00000011045	ENSTGUP00000012523
ENSTNIP00000021931	ENSTGUP00000006700
ENSTNIP00000012930	ENSTGUP00000000038
ENSTNIP00000005556	ENSTGUP00000005838
ENSTNIP00000011438	ENSTGUP00000000020
ENSTNIP00000016568	ENSTGUP00000007201
ENSTNIP00000018961	ENSTGUP00000007271
ENSTNIP00000004982	ENSTGUP00000013432
ENSTNIP00000000770	ENSTGUP00000013849
ENSTNIP00000017924	ENSTGUP00000009612
ENSTNIP00000007121	ENSTGUP00000007548
ENSTNIP00000015521	ENSTGUP00000017792
ENSTNIP00000008793	ENSTGUP00000004830
ENSTNIP00000019482	ENSTGUP00000004375
ENSTNIP00000005341	ENSTGUP00000005633
ENSTNIP00000019990	ENSTGUP00000012401
ENSTNIP00000010778	ENSTGUP00000003091
ENSTNIP00000013628	ENSTGUP00000007887
ENSTNIP00000011215	ENSTGUP00000003737
ENSTNIP00000009006	ENSTGUP00000011864
ENSTNIP00000005134	ENSTGUP00000006983
ENSTNIP00000005227	ENSTGUP00000005568
ENSTNIP00000018171	ENSTGUP00000000906
ENSTNIP00000012158	ENSTGUP00000009355
ENSTNIP00000018908	ENSTGUP00000006468
ENSTNIP00000013396	ENSTGUP00000003751
ENSTNIP00000016225	ENSTGUP00000006499
ENSTNIP00000020519	ENSTGUP00000013441
ENSTNIP00000021668	ENSTGUP00000002814
ENSTNIP00000018695	ENSTGUP00000008184
ENSTNIP00000006510	ENSTGUP00000013043
ENSTNIP00000016877	ENSTGUP00000010451
ENSTNIP00000014444	ENSTGUP00000010442
ENSTNIP00000012478	ENSTGUP00000010429
ENSTNIP00000014321	ENSTGUP00000010429
ENSTNIP00000009605	ENSTGUP00000001507
ENSTNIP00000006427	ENSTGUP00000001730
ENSTNIP00000015189	ENSTGUP00000011903
ENSTNIP00000020771	ENSTGUP00000009790
ENSTNIP00000012598	ENSTGUP00000013720
ENSTNIP00000014362	ENSTGUP00000011648
ENSTNIP00000016375	ENSTGUP00000006001
ENSTNIP00000009499	ENSTGUP00000001957
ENSTNIP00000018999	ENSTGUP00000007974
ENSTNIP00000022082	ENSTGUP00000011219
ENSTNIP00000020960	ENSTGUP00000006375
ENSTNIP00000006367	ENSTGUP00000000830
ENSTNIP00000006047	ENSTGUP00000005862
ENSTNIP00000016493	ENSTGUP00000002931
ENSTNIP00000021947	ENSTGUP00000010795
ENSTNIP00000021838	ENSTGUP00000005985
ENSTNIP00000010719	ENSTGUP00000012808
ENSTNIP00000014837	ENSTGUP00000003043
ENSTNIP00000012008	ENSTGUP00000009868
ENSTNIP00000017599	ENSTGUP00000014508
ENSTNIP00000019116	ENSTGUP00000003205
ENSTNIP00000013747	ENSTGUP00000015935
ENSTNIP00000018862	ENSTGUP00000002940
ENSTNIP00000017087	ENSTGUP00000009999
ENSTNIP00000006708	ENSTGUP00000013768
ENSTNIP00000002280	ENSTGUP00000007372
ENSTNIP00000006552	ENSTGUP00000007372
ENSTNIP00000020656	ENSTGUP00000008357
ENSTNIP00000004941	ENSTGUP00000005492
ENSTNIP00000019704	ENSTGUP00000005808
ENSTNIP00000006386	ENSTGUP00000005327
ENSTNIP00000004765	ENSTGUP00000004501
ENSTNIP00000019315	ENSTGUP00000006256
ENSTNIP00000020616	ENSTGUP00000001414
ENSTNIP00000018687	ENSTGUP00000015976
ENSTNIP00000005033	ENSTGUP00000006654
ENSTNIP00000019444	ENSTGUP00000012792
ENSTNIP00000006050	ENSTGUP00000010104
ENSTNIP00000012310	ENSTGUP00000006439
ENSTNIP00000003084	ENSTGUP00000015667
ENSTNIP00000003084	ENSTGUP00000014296
ENSTNIP00000012102	ENSTGUP00000001391
ENSTNIP00000007805	ENSTGUP00000002863
ENSTNIP00000013220	ENSTGUP00000000841
ENSTNIP00000005899	ENSTGUP00000004729
ENSTNIP00000007461	ENSTGUP00000012681
ENSTNIP00000012514	ENSTGUP00000006575
ENSTNIP00000012318	ENSTGUP00000011193
ENSTNIP00000020673	ENSTGUP00000017653
ENSTNIP00000012996	ENSTGUP00000017200
ENSTNIP00000019708	ENSTGUP00000005725
ENSTNIP00000020056	ENSTGUP00000008605
ENSTNIP00000023064	ENSTGUP00000008868
ENSTNIP00000006995	ENSTGUP00000010981
ENSTNIP00000009989	ENSTGUP00000001412
ENSTNIP00000009274	ENSTGUP00000002331
ENSTNIP00000007088	ENSTGUP00000001145
ENSTNIP00000021714	ENSTGUP00000008662
ENSTNIP00000010400	ENSTGUP00000001944
ENSTNIP00000021198	ENSTGUP00000003939
ENSTNIP00000005291	ENSTGUP00000002354
ENSTNIP00000009152	ENSTGUP00000007204
ENSTNIP00000004348	ENSTGUP00000008575
ENSTNIP00000018310	ENSTGUP00000003366
ENSTNIP00000013322	ENSTGUP00000004662
ENSTNIP00000022485	ENSTGUP00000012381
ENSTNIP00000012597	ENSTGUP00000013047
ENSTNIP00000022910	ENSTGUP00000014997
ENSTNIP00000016924	ENSTGUP00000009086
ENSTNIP00000016866	ENSTGUP00000012486
ENSTNIP00000019739	ENSTGUP00000006074
ENSTNIP00000006842	ENSTGUP00000008708
ENSTNIP00000012716	ENSTGUP00000002433
ENSTNIP00000016521	ENSTGUP00000006873
ENSTNIP00000006451	ENSTGUP00000008590
ENSTNIP00000022618	ENSTGUP00000011778
ENSTNIP00000002207	ENSTGUP00000006040
ENSTNIP00000021911	ENSTGUP00000002525
ENSTNIP00000019874	ENSTGUP00000015837
ENSTNIP00000004762	ENSTGUP00000008075
ENSTNIP00000007318	ENSTGUP00000008075
ENSTNIP00000010084	ENSTGUP00000001404
ENSTNIP00000015148	ENSTGUP00000010079
ENSTNIP00000014050	ENSTGUP00000008111
ENSTNIP00000021581	ENSTGUP00000001880
ENSTNIP00000000334	ENSTGUP00000012813
ENSTNIP00000004460	ENSTGUP00000009889
ENSTNIP00000012430	ENSTGUP00000014647
ENSTNIP00000014452	ENSTGUP00000010190
ENSTNIP00000012248	ENSTGUP00000008692
ENSTNIP00000011613	ENSTGUP00000012015
ENSTNIP00000020387	ENSTGUP00000013589
ENSTNIP00000016796	ENSTGUP00000004035
ENSTNIP00000021007	ENSTGUP00000010957
ENSTNIP00000022557	ENSTGUP00000011158
ENSTNIP00000015213	ENSTGUP00000012429
ENSTNIP00000000560	ENSTGUP00000001515
ENSTNIP00000016466	ENSTGUP00000017831
ENSTNIP00000003019	ENSTGUP00000004778
ENSTNIP00000008904	ENSTGUP00000004785
ENSTNIP00000018952	ENSTGUP00000007134
ENSTNIP00000012465	ENSTGUP00000010798
ENSTNIP00000002553	ENSTGUP00000012604
ENSTNIP00000016303	ENSTGUP00000009823
ENSTNIP00000011478	ENSTGUP00000006552
ENSTNIP00000020743	ENSTGUP00000002784
ENSTNIP00000010980	ENSTGUP00000017626
ENSTNIP00000009121	ENSTGUP00000006323
ENSTNIP00000004846	ENSTGUP00000010410
ENSTNIP00000010536	ENSTGUP00000003650
ENSTNIP00000022325	ENSTGUP00000011691
ENSTNIP00000008468	ENSTGUP00000008501
ENSTNIP00000010471	ENSTGUP00000007707
ENSTNIP00000003801	ENSTGUP00000003248
ENSTNIP00000016803	ENSTGUP00000009833
ENSTNIP00000006875	ENSTGUP00000010955
ENSTNIP00000015971	ENSTGUP00000009505
ENSTNIP00000009634	ENSTGUP00000002432
ENSTNIP00000003027	ENSTGUP00000005914
ENSTNIP00000005124	ENSTGUP00000015004
ENSTNIP00000010783	ENSTGUP00000007867
ENSTNIP00000003573	ENSTGUP00000008411
ENSTNIP00000015067	ENSTGUP00000001059
ENSTNIP00000001684	ENSTGUP00000013423
ENSTNIP00000016916	ENSTGUP00000008342
ENSTNIP00000019136	ENSTGUP00000004122
ENSTNIP00000005664	ENSTGUP00000003661
ENSTNIP00000011428	ENSTGUP00000000124
ENSTNIP00000005146	ENSTGUP00000013416
ENSTNIP00000017629	ENSTGUP00000008193
ENSTNIP00000013791	ENSTGUP00000016583
ENSTNIP00000009072	ENSTGUP00000009684
ENSTNIP00000012177	ENSTGUP00000006773
ENSTNIP00000008079	ENSTGUP00000006659
ENSTNIP00000016069	ENSTGUP00000011531
ENSTNIP00000018652	ENSTGUP00000002409
ENSTNIP00000021537	ENSTGUP00000012265
ENSTNIP00000014567	ENSTGUP00000006301
ENSTNIP00000006285	ENSTGUP00000007337
ENSTNIP00000006146	ENSTGUP00000012699
ENSTNIP00000005289	ENSTGUP00000002377
ENSTNIP00000005667	ENSTGUP00000010491
ENSTNIP00000022095	ENSTGUP00000008926
ENSTNIP00000018508	ENSTGUP00000001201
ENSTNIP00000005325	ENSTGUP00000010784
ENSTNIP00000014605	ENSTGUP00000001726
ENSTNIP00000010030	ENSTGUP00000012755
ENSTNIP00000015721	ENSTGUP00000000429
ENSTNIP00000008039	ENSTGUP00000012690
ENSTNIP00000011642	ENSTGUP00000011973
ENSTNIP00000009716	ENSTGUP00000011973
ENSTNIP00000014269	ENSTGUP00000009714
ENSTNIP00000018607	ENSTGUP00000007135
ENSTNIP00000017169	ENSTGUP00000005943
ENSTNIP00000015905	ENSTGUP00000005345
ENSTNIP00000012293	ENSTGUP00000010037
ENSTNIP00000015503	ENSTGUP00000014145
ENSTNIP00000022056	ENSTGUP00000015949
ENSTNIP00000016539	ENSTGUP00000000589
ENSTNIP00000001336	ENSTGUP00000008653
ENSTNIP00000019379	ENSTGUP00000014467
ENSTNIP00000011292	ENSTGUP00000003840
ENSTNIP00000007280	ENSTGUP00000002789
ENSTNIP00000012853	ENSTGUP00000012399
ENSTNIP00000012562	ENSTGUP00000013649
ENSTNIP00000000495	ENSTGUP00000009596
ENSTNIP00000016589	ENSTGUP00000004907
ENSTNIP00000012835	ENSTGUP00000001629
ENSTNIP00000019478	ENSTGUP00000017296
ENSTNIP00000017850	ENSTGUP00000004248
ENSTNIP00000017893	ENSTGUP00000006065
ENSTNIP00000015263	ENSTGUP00000013597
ENSTNIP00000007122	ENSTGUP00000010817
ENSTNIP00000002648	ENSTGUP00000012291
ENSTNIP00000018903	ENSTGUP00000006296
ENSTNIP00000001945	ENSTGUP00000006043
ENSTNIP00000008310	ENSTGUP00000009119
ENSTNIP00000014530	ENSTGUP00000003669
ENSTNIP00000012184	ENSTGUP00000006680
ENSTNIP00000012045	ENSTGUP00000012319
ENSTNIP00000019563	ENSTGUP00000005211
ENSTNIP00000018910	ENSTGUP00000006549
ENSTNIP00000012440	ENSTGUP00000008067
ENSTNIP00000016321	ENSTGUP00000010931
ENSTNIP00000019826	ENSTGUP00000001795
ENSTNIP00000018023	ENSTGUP00000009773
ENSTNIP00000011650	ENSTGUP00000012329
ENSTNIP00000013862	ENSTGUP00000012920
ENSTNIP00000010168	ENSTGUP00000010517
ENSTNIP00000021771	ENSTGUP00000006199
ENSTNIP00000012818	ENSTGUP00000012266
ENSTNIP00000001313	ENSTGUP00000010643
ENSTNIP00000008290	ENSTGUP00000008579
ENSTNIP00000000980	ENSTGUP00000009016
ENSTNIP00000002944	ENSTGUP00000009028
ENSTNIP00000008775	ENSTGUP00000013411
ENSTNIP00000005240	ENSTGUP00000008975
ENSTNIP00000021582	ENSTGUP00000006960
ENSTNIP00000022389	ENSTGUP00000007594
ENSTNIP00000012810	ENSTGUP00000012175
ENSTNIP00000021545	ENSTGUP00000009043
ENSTNIP00000018231	ENSTGUP00000003383
ENSTNIP00000017977	ENSTGUP00000001994
ENSTNIP00000015124	ENSTGUP00000008442
ENSTNIP00000010079	ENSTGUP00000001251
ENSTNIP00000005887	ENSTGUP00000017614
ENSTNIP00000008530	ENSTGUP00000002997
ENSTNIP00000013305	ENSTGUP00000004029
ENSTNIP00000019027	ENSTGUP00000002512
ENSTNIP00000011760	ENSTGUP00000005628
ENSTNIP00000012456	ENSTGUP00000004832
ENSTNIP00000009021	ENSTGUP00000007315
ENSTNIP00000011103	ENSTGUP00000007315
ENSTNIP00000010010	ENSTGUP00000004531
ENSTNIP00000016609	ENSTGUP00000007640
ENSTNIP00000016243	ENSTGUP00000010980
ENSTNIP00000016798	ENSTGUP00000003987
ENSTNIP00000022759	ENSTGUP00000007266
ENSTNIP00000016109	ENSTGUP00000007266
ENSTNIP00000007584	ENSTGUP00000010930
ENSTNIP00000006353	ENSTGUP00000013964
ENSTNIP00000012780	ENSTGUP00000002246
ENSTNIP00000015899	ENSTGUP00000005213
ENSTNIP00000006093	ENSTGUP00000004799
ENSTNIP00000018307	ENSTGUP00000008019
ENSTNIP00000022292	ENSTGUP00000012136
ENSTNIP00000014897	ENSTGUP00000008982
ENSTNIP00000013852	ENSTGUP00000002813
ENSTNIP00000020716	ENSTGUP00000017703
ENSTNIP00000021511	ENSTGUP00000017703
ENSTNIP00000011078	ENSTGUP00000006188
ENSTNIP00000013395	ENSTGUP00000003755
ENSTNIP00000016433	ENSTGUP00000006193
ENSTNIP00000019654	ENSTGUP00000013272
ENSTNIP00000010625	ENSTGUP00000004416
ENSTNIP00000007233	ENSTGUP00000001608
ENSTNIP00000020731	ENSTGUP00000003232
ENSTNIP00000015680	ENSTGUP00000011983
ENSTNIP00000007228	ENSTGUP00000005812
ENSTNIP00000021013	ENSTGUP00000012032
ENSTNIP00000012280	ENSTGUP00000004906
ENSTNIP00000013677	ENSTGUP00000003234
ENSTNIP00000009063	ENSTGUP00000011363
ENSTNIP00000006088	ENSTGUP00000005849
ENSTNIP00000020243	ENSTGUP00000006906
ENSTNIP00000014191	ENSTGUP00000002723
ENSTNIP00000012350	ENSTGUP00000006889
ENSTNIP00000002737	ENSTGUP00000005235
ENSTNIP00000014546	ENSTGUP00000004822
ENSTNIP00000020653	ENSTGUP00000004822
ENSTNIP00000009494	ENSTGUP00000007282
ENSTNIP00000019449	ENSTGUP00000012531
ENSTNIP00000013933	ENSTGUP00000004166
ENSTNIP00000015147	ENSTGUP00000010707
ENSTNIP00000019309	ENSTGUP00000009218
ENSTNIP00000000146	ENSTGUP00000010459
ENSTNIP00000004980	ENSTGUP00000013437
ENSTNIP00000019991	ENSTGUP00000012412
ENSTNIP00000006825	ENSTGUP00000012173
ENSTNIP00000020341	ENSTGUP00000006082
ENSTNIP00000018468	ENSTGUP00000001264
ENSTNIP00000011132	ENSTGUP00000000501
ENSTNIP00000005717	ENSTGUP00000008831
ENSTNIP00000016235	ENSTGUP00000001020
ENSTNIP00000000002	ENSTGUP00000001285
ENSTNIP00000016399	ENSTGUP00000007024
ENSTNIP00000022792	ENSTGUP00000006602
ENSTNIP00000014902	ENSTGUP00000018058
ENSTNIP00000000612	ENSTGUP00000002718
ENSTNIP00000001245	ENSTGUP00000007661
ENSTNIP00000016118	ENSTGUP00000007661
ENSTNIP00000012126	ENSTGUP00000008059
ENSTNIP00000006492	ENSTGUP00000011338
ENSTNIP00000022092	ENSTGUP00000009041
ENSTNIP00000012518	ENSTGUP00000012742
ENSTNIP00000021576	ENSTGUP00000000188
ENSTNIP00000015639	ENSTGUP00000011642
ENSTNIP00000014906	ENSTGUP00000009063
ENSTNIP00000013768	ENSTGUP00000010010
ENSTNIP00000021953	ENSTGUP00000002609
ENSTNIP00000018909	ENSTGUP00000006484
ENSTNIP00000007095	ENSTGUP00000009319
ENSTNIP00000017846	ENSTGUP00000004294
ENSTNIP00000008376	ENSTGUP00000016690
ENSTNIP00000020481	ENSTGUP00000013378
ENSTNIP00000008084	ENSTGUP00000002061
ENSTNIP00000018550	ENSTGUP00000006033
ENSTNIP00000011247	ENSTGUP00000003937
ENSTNIP00000016748	ENSTGUP00000008771
ENSTNIP00000005949	ENSTGUP00000006922
ENSTNIP00000020144	ENSTGUP00000016889
ENSTNIP00000008615	ENSTGUP00000012098
ENSTNIP00000007353	ENSTGUP00000009963
ENSTNIP00000005805	ENSTGUP00000017082
ENSTNIP00000009060	ENSTGUP00000010353
ENSTNIP00000006053	ENSTGUP00000012298
ENSTNIP00000012697	ENSTGUP00000000993
ENSTNIP00000012530	ENSTGUP00000000993
ENSTNIP00000020244	ENSTGUP00000006902
ENSTNIP00000021132	ENSTGUP00000008742
ENSTNIP00000020496	ENSTGUP00000011131
ENSTNIP00000017135	ENSTGUP00000004635
ENSTNIP00000018810	ENSTGUP00000008855
ENSTNIP00000021716	ENSTGUP00000008886
ENSTNIP00000010683	ENSTGUP00000009996
ENSTNIP00000020796	ENSTGUP00000007655
ENSTNIP00000011879	ENSTGUP00000003807
ENSTNIP00000014987	ENSTGUP00000008238
ENSTNIP00000006843	ENSTGUP00000000375
ENSTNIP00000017052	ENSTGUP00000003460
ENSTNIP00000013448	ENSTGUP00000007366
ENSTNIP00000004412	ENSTGUP00000008310
ENSTNIP00000001904	ENSTGUP00000010211
ENSTNIP00000009039	ENSTGUP00000005349
ENSTNIP00000019467	ENSTGUP00000013687
ENSTNIP00000011302	ENSTGUP00000005566
ENSTNIP00000011117	ENSTGUP00000013394
ENSTNIP00000018904	ENSTGUP00000006312
ENSTNIP00000006177	ENSTGUP00000005480
ENSTNIP00000013593	ENSTGUP00000001704
ENSTNIP00000002675	ENSTGUP00000006201
ENSTNIP00000008627	ENSTGUP00000001982
ENSTNIP00000008716	ENSTGUP00000014040
ENSTNIP00000005361	ENSTGUP00000011651
ENSTNIP00000007828	ENSTGUP00000003742
ENSTNIP00000011256	ENSTGUP00000003972
ENSTNIP00000021531	ENSTGUP00000012040
ENSTNIP00000019023	ENSTGUP00000002367
ENSTNIP00000001795	ENSTGUP00000007197
ENSTNIP00000014881	ENSTGUP00000008987
ENSTNIP00000022560	ENSTGUP00000012973
ENSTNIP00000008191	ENSTGUP00000006679
ENSTNIP00000020804	ENSTGUP00000007774
ENSTNIP00000020115	ENSTGUP00000001535
ENSTNIP00000010649	ENSTGUP00000003925
ENSTNIP00000009413	ENSTGUP00000003925
ENSTNIP00000016777	ENSTGUP00000014024
ENSTNIP00000004649	ENSTGUP00000012069
ENSTNIP00000019314	ENSTGUP00000007467
ENSTNIP00000012284	ENSTGUP00000008052
ENSTNIP00000010611	ENSTGUP00000006511
ENSTNIP00000019294	ENSTGUP00000005890
ENSTNIP00000012886	ENSTGUP00000008660
ENSTNIP00000013630	ENSTGUP00000007805
ENSTNIP00000018228	ENSTGUP00000003398
ENSTNIP00000004051	ENSTGUP00000013370
ENSTNIP00000018053	ENSTGUP00000006824
ENSTNIP00000006117	ENSTGUP00000009477
ENSTNIP00000015674	ENSTGUP00000013998
ENSTNIP00000001565	ENSTGUP00000004079
ENSTNIP00000007284	ENSTGUP00000009945
ENSTNIP00000019407	ENSTGUP00000011669
ENSTNIP00000011182	ENSTGUP00000007860
ENSTNIP00000019711	ENSTGUP00000001950
ENSTNIP00000012728	ENSTGUP00000002303
ENSTNIP00000014944	ENSTGUP00000002690
ENSTNIP00000011981	ENSTGUP00000010093
ENSTNIP00000015919	ENSTGUP00000010252
ENSTNIP00000019406	ENSTGUP00000012525
ENSTNIP00000011770	ENSTGUP00000003340
ENSTNIP00000018361	ENSTGUP00000004723
ENSTNIP00000020526	ENSTGUP00000012453
ENSTNIP00000005237	ENSTGUP00000010441
ENSTNIP00000006834	ENSTGUP00000002963
ENSTNIP00000017428	ENSTGUP00000002963
ENSTNIP00000001515	ENSTGUP00000006330
ENSTNIP00000020636	ENSTGUP00000003430
ENSTNIP00000003522	ENSTGUP00000006701
ENSTNIP00000020958	ENSTGUP00000010371
ENSTNIP00000006395	ENSTGUP00000008913
ENSTNIP00000020531	ENSTGUP00000012661
ENSTNIP00000019659	ENSTGUP00000013255
ENSTNIP00000011055	ENSTGUP00000002189
ENSTNIP00000000448	ENSTGUP00000009892
ENSTNIP00000008020	ENSTGUP00000001552
ENSTNIP00000021704	ENSTGUP00000001967
ENSTNIP00000021948	ENSTGUP00000013359
ENSTNIP00000021032	ENSTGUP00000007474
ENSTNIP00000014287	ENSTGUP00000002546
ENSTNIP00000013789	ENSTGUP00000008198
ENSTNIP00000009357	ENSTGUP00000005785
ENSTNIP00000020803	ENSTGUP00000007772
ENSTNIP00000022500	ENSTGUP00000011535
ENSTNIP00000017815	ENSTGUP00000002585
ENSTNIP00000021949	ENSTGUP00000013362
ENSTNIP00000009426	ENSTGUP00000013000
ENSTNIP00000015345	ENSTGUP00000002815
ENSTNIP00000015901	ENSTGUP00000005222
ENSTNIP00000009110	ENSTGUP00000006823
ENSTNIP00000012132	ENSTGUP00000001182
ENSTNIP00000021479	ENSTGUP00000013489
ENSTNIP00000015506	ENSTGUP00000014896
ENSTNIP00000017737	ENSTGUP00000009348
ENSTNIP00000021082	ENSTGUP00000010904
ENSTNIP00000005817	ENSTGUP00000005158
ENSTNIP00000010786	ENSTGUP00000013852
ENSTNIP00000003153	ENSTGUP00000016569
ENSTNIP00000020385	ENSTGUP00000013606
ENSTNIP00000005409	ENSTGUP00000004657
ENSTNIP00000023086	ENSTGUP00000002828
ENSTNIP00000012476	ENSTGUP00000010381
ENSTNIP00000006145	ENSTGUP00000013557
ENSTNIP00000020850	ENSTGUP00000008649
ENSTNIP00000014841	ENSTGUP00000003120
ENSTNIP00000012681	ENSTGUP00000003120
ENSTNIP00000022084	ENSTGUP00000011237
ENSTNIP00000020536	ENSTGUP00000013055
ENSTNIP00000010147	ENSTGUP00000005063
ENSTNIP00000018223	ENSTGUP00000003704
ENSTNIP00000011376	ENSTGUP00000006996
ENSTNIP00000005121	ENSTGUP00000005589
ENSTNIP00000005675	ENSTGUP00000018222
ENSTNIP00000009089	ENSTGUP00000013401
ENSTNIP00000010948	ENSTGUP00000011964
ENSTNIP00000005401	ENSTGUP00000003744
ENSTNIP00000003353	ENSTGUP00000006127
ENSTNIP00000009982	ENSTGUP00000008302
ENSTNIP00000020199	ENSTGUP00000000627
ENSTNIP00000016419	ENSTGUP00000004971
ENSTNIP00000009356	ENSTGUP00000013332
ENSTNIP00000005939	ENSTGUP00000002614
ENSTNIP00000012313	ENSTGUP00000013827
ENSTNIP00000007938	ENSTGUP00000001798
ENSTNIP00000014343	ENSTGUP00000011896
ENSTNIP00000019160	ENSTGUP00000010044
ENSTNIP00000001529	ENSTGUP00000005468
ENSTNIP00000013147	ENSTGUP00000002955
ENSTNIP00000011776	ENSTGUP00000001420
ENSTNIP00000010994	ENSTGUP00000009452
ENSTNIP00000008318	ENSTGUP00000007239
ENSTNIP00000021652	ENSTGUP00000008523
ENSTNIP00000009555	ENSTGUP00000005337
ENSTNIP00000020836	ENSTGUP00000010373
ENSTNIP00000013584	ENSTGUP00000001765
ENSTNIP00000014853	ENSTGUP00000009504
ENSTNIP00000021886	ENSTGUP00000006758
ENSTNIP00000013871	ENSTGUP00000012157
ENSTNIP00000007544	ENSTGUP00000010448
ENSTNIP00000015875	ENSTGUP00000007493
ENSTNIP00000017681	ENSTGUP00000017273
ENSTNIP00000017550	ENSTGUP00000010325
ENSTNIP00000019097	ENSTGUP00000002198
ENSTNIP00000008334	ENSTGUP00000005496
ENSTNIP00000021481	ENSTGUP00000017696
ENSTNIP00000005552	ENSTGUP00000000829
ENSTNIP00000009758	ENSTGUP00000006433
ENSTNIP00000021074	ENSTGUP00000009214
ENSTNIP00000007137	ENSTGUP00000001423
ENSTNIP00000017257	ENSTGUP00000013834
ENSTNIP00000019313	ENSTGUP00000007457
ENSTNIP00000020517	ENSTGUP00000013448
ENSTNIP00000008149	ENSTGUP00000012707
ENSTNIP00000006629	ENSTGUP00000004617
ENSTNIP00000003487	ENSTGUP00000006099
ENSTNIP00000020270	ENSTGUP00000007639
ENSTNIP00000019235	ENSTGUP00000000319
ENSTNIP00000015044	ENSTGUP00000003504
ENSTNIP00000019091	ENSTGUP00000013060
ENSTNIP00000013772	ENSTGUP00000009947
ENSTNIP00000019619	ENSTGUP00000010473
ENSTNIP00000014208	ENSTGUP00000002930
ENSTNIP00000009244	ENSTGUP00000004953
ENSTNIP00000013141	ENSTGUP00000009223
ENSTNIP00000005135	ENSTGUP00000013195
ENSTNIP00000022232	ENSTGUP00000013390
ENSTNIP00000020460	ENSTGUP00000011224
ENSTNIP00000006550	ENSTGUP00000008312
ENSTNIP00000023057	ENSTGUP00000017219
ENSTNIP00000002934	ENSTGUP00000000867
ENSTNIP00000011371	ENSTGUP00000006380
ENSTNIP00000014219	ENSTGUP00000009156
ENSTNIP00000019681	ENSTGUP00000013123
ENSTNIP00000012796	ENSTGUP00000013231
ENSTNIP00000017662	ENSTGUP00000001517
ENSTNIP00000006358	ENSTGUP00000006854
ENSTNIP00000008213	ENSTGUP00000009091
ENSTNIP00000022602	ENSTGUP00000007876
ENSTNIP00000007315	ENSTGUP00000009385
ENSTNIP00000015645	ENSTGUP00000008750
ENSTNIP00000002854	ENSTGUP00000005809
ENSTNIP00000019438	ENSTGUP00000015208
ENSTNIP00000018453	ENSTGUP00000006088
ENSTNIP00000017300	ENSTGUP00000006086
ENSTNIP00000017753	ENSTGUP00000010123
ENSTNIP00000017011	ENSTGUP00000004983
ENSTNIP00000007748	ENSTGUP00000005364
ENSTNIP00000011691	ENSTGUP00000008235
ENSTNIP00000017820	ENSTGUP00000002280
ENSTNIP00000002108	ENSTGUP00000004984
ENSTNIP00000005196	ENSTGUP00000010420
ENSTNIP00000016490	ENSTGUP00000002871
ENSTNIP00000022543	ENSTGUP00000013484
ENSTNIP00000015650	ENSTGUP00000008685
ENSTNIP00000009844	ENSTGUP00000001317
ENSTNIP00000020116	ENSTGUP00000001532
ENSTNIP00000010268	ENSTGUP00000007158
ENSTNIP00000011047	ENSTGUP00000012511
ENSTNIP00000011711	ENSTGUP00000011322
ENSTNIP00000018698	ENSTGUP00000009866
ENSTNIP00000007091	ENSTGUP00000007021
ENSTNIP00000017288	ENSTGUP00000012651
ENSTNIP00000013496	ENSTGUP00000010990
ENSTNIP00000021312	ENSTGUP00000002029
ENSTNIP00000016592	ENSTGUP00000016555
ENSTNIP00000019319	ENSTGUP00000008546
ENSTNIP00000021686	ENSTGUP00000011203
ENSTNIP00000007573	ENSTGUP00000011630
ENSTNIP00000016111	ENSTGUP00000007241
ENSTNIP00000005274	ENSTGUP00000000057
ENSTNIP00000002709	ENSTGUP00000016554
ENSTNIP00000018964	ENSTGUP00000009851
