ENSORLP00000017023	ENSGALP00000006197
ENSORLP00000005009	ENSGALP00000009003
ENSORLP00000010368	ENSGALP00000009003
ENSORLP00000016054	ENSGALP00000020750
ENSORLP00000019232	ENSGALP00000019843
ENSORLP00000007480	ENSGALP00000019820
ENSORLP00000018916	ENSGALP00000004832
ENSORLP00000015288	ENSGALP00000015992
ENSORLP00000001701	ENSGALP00000022318
ENSORLP00000013652	ENSGALP00000006030
ENSORLP00000001977	ENSGALP00000012694
ENSORLP00000018972	ENSGALP00000001210
ENSORLP00000003739	ENSGALP00000037778
ENSORLP00000004834	ENSGALP00000018120
ENSORLP00000017885	ENSGALP00000042447
ENSORLP00000015470	ENSGALP00000005547
ENSORLP00000002122	ENSGALP00000005547
ENSORLP00000011478	ENSGALP00000016696
ENSORLP00000020979	ENSGALP00000006856
ENSORLP00000008959	ENSGALP00000013891
ENSORLP00000005922	ENSGALP00000043400
ENSORLP00000015521	ENSGALP00000008442
ENSORLP00000013186	ENSGALP00000020463
ENSORLP00000006880	ENSGALP00000023851
ENSORLP00000018946	ENSGALP00000019734
ENSORLP00000022106	ENSGALP00000016513
ENSORLP00000013471	ENSGALP00000023919
ENSORLP00000025544	ENSGALP00000016565
ENSORLP00000017357	ENSGALP00000010244
ENSORLP00000024907	ENSGALP00000019359
ENSORLP00000010865	ENSGALP00000024630
ENSORLP00000025640	ENSGALP00000025716
ENSORLP00000004281	ENSGALP00000021535
ENSORLP00000024436	ENSGALP00000000325
ENSORLP00000007291	ENSGALP00000006110
ENSORLP00000002107	ENSGALP00000012782
ENSORLP00000023110	ENSGALP00000023634
ENSORLP00000012120	ENSGALP00000012987
ENSORLP00000005004	ENSGALP00000017640
ENSORLP00000023239	ENSGALP00000014967
ENSORLP00000001789	ENSGALP00000008063
ENSORLP00000000081	ENSGALP00000035895
ENSORLP00000018538	ENSGALP00000032130
ENSORLP00000025530	ENSGALP00000000758
ENSORLP00000022353	ENSGALP00000043343
ENSORLP00000017943	ENSGALP00000040937
ENSORLP00000025118	ENSGALP00000022334
ENSORLP00000006367	ENSGALP00000010710
ENSORLP00000008904	ENSGALP00000010710
ENSORLP00000005862	ENSGALP00000026431
ENSORLP00000010197	ENSGALP00000008798
ENSORLP00000020626	ENSGALP00000020792
ENSORLP00000010392	ENSGALP00000024145
ENSORLP00000012056	ENSGALP00000005367
ENSORLP00000022802	ENSGALP00000016302
ENSORLP00000007556	ENSGALP00000007146
ENSORLP00000024498	ENSGALP00000011087
ENSORLP00000018556	ENSGALP00000019330
ENSORLP00000005683	ENSGALP00000035497
ENSORLP00000024594	ENSGALP00000041761
ENSORLP00000019724	ENSGALP00000019408
ENSORLP00000015010	ENSGALP00000010260
ENSORLP00000021401	ENSGALP00000009273
ENSORLP00000009180	ENSGALP00000002458
ENSORLP00000001535	ENSGALP00000042235
ENSORLP00000001823	ENSGALP00000012703
ENSORLP00000006438	ENSGALP00000004223
ENSORLP00000018624	ENSGALP00000019921
ENSORLP00000025202	ENSGALP00000012231
ENSORLP00000018442	ENSGALP00000043443
ENSORLP00000007769	ENSGALP00000012478
ENSORLP00000017832	ENSGALP00000025206
ENSORLP00000018748	ENSGALP00000008634
ENSORLP00000000183	ENSGALP00000018048
ENSORLP00000001870	ENSGALP00000013451
ENSORLP00000000127	ENSGALP00000020323
ENSORLP00000013136	ENSGALP00000006258
ENSORLP00000005627	ENSGALP00000001407
ENSORLP00000023380	ENSGALP00000010241
ENSORLP00000004126	ENSGALP00000008467
ENSORLP00000013464	ENSGALP00000010575
ENSORLP00000002019	ENSGALP00000012687
ENSORLP00000022189	ENSGALP00000034460
ENSORLP00000022942	ENSGALP00000013106
ENSORLP00000010519	ENSGALP00000005827
ENSORLP00000019928	ENSGALP00000031387
ENSORLP00000000802	ENSGALP00000022999
ENSORLP00000019629	ENSGALP00000020797
ENSORLP00000024164	ENSGALP00000010528
ENSORLP00000012652	ENSGALP00000017662
ENSORLP00000002421	ENSGALP00000022317
ENSORLP00000008996	ENSGALP00000007867
ENSORLP00000003760	ENSGALP00000009619
ENSORLP00000000887	ENSGALP00000005033
ENSORLP00000015409	ENSGALP00000000157
ENSORLP00000022733	ENSGALP00000008644
ENSORLP00000023575	ENSGALP00000000911
ENSORLP00000013967	ENSGALP00000022974
ENSORLP00000012969	ENSGALP00000017880
ENSORLP00000014554	ENSGALP00000040708
ENSORLP00000021714	ENSGALP00000026843
ENSORLP00000002564	ENSGALP00000038109
ENSORLP00000010983	ENSGALP00000019572
ENSORLP00000013856	ENSGALP00000017599
ENSORLP00000007447	ENSGALP00000006952
ENSORLP00000025465	ENSGALP00000007430
ENSORLP00000009295	ENSGALP00000042287
ENSORLP00000014056	ENSGALP00000015055
ENSORLP00000011157	ENSGALP00000040930
ENSORLP00000006726	ENSGALP00000005799
ENSORLP00000020343	ENSGALP00000019484
ENSORLP00000020163	ENSGALP00000024604
ENSORLP00000008468	ENSGALP00000024983
ENSORLP00000020149	ENSGALP00000042225
ENSORLP00000008899	ENSGALP00000002623
ENSORLP00000012936	ENSGALP00000035897
ENSORLP00000012936	ENSGALP00000023219
ENSORLP00000013596	ENSGALP00000003865
ENSORLP00000002408	ENSGALP00000023942
ENSORLP00000005511	ENSGALP00000013078
ENSORLP00000000483	ENSGALP00000023081
ENSORLP00000018487	ENSGALP00000011418
ENSORLP00000012148	ENSGALP00000017563
ENSORLP00000023652	ENSGALP00000007330
ENSORLP00000011357	ENSGALP00000026160
ENSORLP00000000749	ENSGALP00000031458
ENSORLP00000013807	ENSGALP00000015397
ENSORLP00000005104	ENSGALP00000032935
ENSORLP00000019631	ENSGALP00000024702
ENSORLP00000022441	ENSGALP00000025453
ENSORLP00000005891	ENSGALP00000007667
ENSORLP00000024030	ENSGALP00000005437
ENSORLP00000016752	ENSGALP00000027351
ENSORLP00000007042	ENSGALP00000010034
ENSORLP00000015188	ENSGALP00000004373
ENSORLP00000000905	ENSGALP00000004344
ENSORLP00000021491	ENSGALP00000037166
ENSORLP00000006073	ENSGALP00000040939
ENSORLP00000006675	ENSGALP00000008835
ENSORLP00000021547	ENSGALP00000013622
ENSORLP00000006572	ENSGALP00000004417
ENSORLP00000014646	ENSGALP00000035865
ENSORLP00000005509	ENSGALP00000018752
ENSORLP00000023724	ENSGALP00000001591
ENSORLP00000010857	ENSGALP00000024767
ENSORLP00000007280	ENSGALP00000023257
ENSORLP00000021544	ENSGALP00000015733
ENSORLP00000022772	ENSGALP00000017802
ENSORLP00000020637	ENSGALP00000023488
ENSORLP00000013940	ENSGALP00000036678
ENSORLP00000003147	ENSGALP00000014386
ENSORLP00000005378	ENSGALP00000000924
ENSORLP00000020960	ENSGALP00000020973
ENSORLP00000012011	ENSGALP00000037584
ENSORLP00000003227	ENSGALP00000019471
ENSORLP00000003940	ENSGALP00000013761
ENSORLP00000020823	ENSGALP00000024664
ENSORLP00000023824	ENSGALP00000016054
ENSORLP00000019555	ENSGALP00000003060
ENSORLP00000019628	ENSGALP00000020327
ENSORLP00000024308	ENSGALP00000015157
ENSORLP00000020375	ENSGALP00000016557
ENSORLP00000009106	ENSGALP00000027766
ENSORLP00000018053	ENSGALP00000012814
ENSORLP00000021838	ENSGALP00000004357
ENSORLP00000023538	ENSGALP00000004357
ENSORLP00000006246	ENSGALP00000009735
ENSORLP00000021830	ENSGALP00000001848
ENSORLP00000008140	ENSGALP00000040533
ENSORLP00000004869	ENSGALP00000024991
ENSORLP00000006207	ENSGALP00000024991
ENSORLP00000002344	ENSGALP00000027997
ENSORLP00000020424	ENSGALP00000016967
ENSORLP00000012220	ENSGALP00000026279
ENSORLP00000007364	ENSGALP00000033878
ENSORLP00000015759	ENSGALP00000020915
ENSORLP00000010092	ENSGALP00000012060
ENSORLP00000018041	ENSGALP00000041295
ENSORLP00000013769	ENSGALP00000013022
ENSORLP00000022346	ENSGALP00000026380
ENSORLP00000012022	ENSGALP00000009642
ENSORLP00000004649	ENSGALP00000005478
ENSORLP00000018409	ENSGALP00000016616
ENSORLP00000001923	ENSGALP00000010670
ENSORLP00000000754	ENSGALP00000041966
ENSORLP00000018399	ENSGALP00000022091
ENSORLP00000005774	ENSGALP00000022151
ENSORLP00000004945	ENSGALP00000022151
ENSORLP00000011802	ENSGALP00000041072
ENSORLP00000022350	ENSGALP00000026384
ENSORLP00000022613	ENSGALP00000007282
ENSORLP00000003651	ENSGALP00000004632
ENSORLP00000000007	ENSGALP00000014191
ENSORLP00000013564	ENSGALP00000017313
ENSORLP00000017854	ENSGALP00000008505
ENSORLP00000014999	ENSGALP00000023013
ENSORLP00000024274	ENSGALP00000011598
ENSORLP00000019039	ENSGALP00000042623
ENSORLP00000002398	ENSGALP00000011223
ENSORLP00000010420	ENSGALP00000038671
ENSORLP00000013697	ENSGALP00000013832
ENSORLP00000004418	ENSGALP00000005153
ENSORLP00000019330	ENSGALP00000023987
ENSORLP00000002880	ENSGALP00000027913
ENSORLP00000023769	ENSGALP00000002546
ENSORLP00000018057	ENSGALP00000012977
ENSORLP00000016119	ENSGALP00000019955
ENSORLP00000001724	ENSGALP00000022492
ENSORLP00000013235	ENSGALP00000014113
ENSORLP00000001198	ENSGALP00000012691
ENSORLP00000024518	ENSGALP00000030947
ENSORLP00000014118	ENSGALP00000017308
ENSORLP00000025673	ENSGALP00000041343
ENSORLP00000009325	ENSGALP00000041343
ENSORLP00000011844	ENSGALP00000014607
ENSORLP00000006060	ENSGALP00000014550
ENSORLP00000002422	ENSGALP00000042282
ENSORLP00000020473	ENSGALP00000018044
ENSORLP00000014527	ENSGALP00000006039
ENSORLP00000006696	ENSGALP00000004109
ENSORLP00000017797	ENSGALP00000016218
ENSORLP00000024383	ENSGALP00000013703
ENSORLP00000015025	ENSGALP00000007144
ENSORLP00000009771	ENSGALP00000003767
ENSORLP00000022993	ENSGALP00000006007
ENSORLP00000002886	ENSGALP00000010631
ENSORLP00000003541	ENSGALP00000014499
ENSORLP00000017268	ENSGALP00000029406
ENSORLP00000007098	ENSGALP00000031652
ENSORLP00000008714	ENSGALP00000025244
ENSORLP00000003634	ENSGALP00000002796
ENSORLP00000010158	ENSGALP00000005677
ENSORLP00000008241	ENSGALP00000021877
ENSORLP00000004051	ENSGALP00000037948
ENSORLP00000009304	ENSGALP00000005900
ENSORLP00000010553	ENSGALP00000009460
ENSORLP00000016135	ENSGALP00000013983
ENSORLP00000001914	ENSGALP00000026344
ENSORLP00000019343	ENSGALP00000023677
ENSORLP00000004572	ENSGALP00000024524
ENSORLP00000019623	ENSGALP00000033837
ENSORLP00000008209	ENSGALP00000011025
ENSORLP00000023660	ENSGALP00000004416
ENSORLP00000005763	ENSGALP00000004383
ENSORLP00000021974	ENSGALP00000005376
ENSORLP00000008235	ENSGALP00000006890
ENSORLP00000009703	ENSGALP00000022251
ENSORLP00000009989	ENSGALP00000021833
ENSORLP00000001024	ENSGALP00000005378
ENSORLP00000016925	ENSGALP00000018400
ENSORLP00000016693	ENSGALP00000001796
ENSORLP00000013622	ENSGALP00000018039
ENSORLP00000022206	ENSGALP00000027568
ENSORLP00000010888	ENSGALP00000042448
ENSORLP00000018806	ENSGALP00000007576
ENSORLP00000018743	ENSGALP00000004804
ENSORLP00000021320	ENSGALP00000023911
ENSORLP00000017366	ENSGALP00000004966
ENSORLP00000003881	ENSGALP00000024744
ENSORLP00000003528	ENSGALP00000010409
ENSORLP00000003985	ENSGALP00000007866
ENSORLP00000000187	ENSGALP00000006415
ENSORLP00000000174	ENSGALP00000006050
ENSORLP00000004840	ENSGALP00000010875
ENSORLP00000018064	ENSGALP00000038584
ENSORLP00000012609	ENSGALP00000023548
ENSORLP00000023184	ENSGALP00000001499
ENSORLP00000007609	ENSGALP00000041155
ENSORLP00000006167	ENSGALP00000010001
ENSORLP00000013469	ENSGALP00000011071
ENSORLP00000005196	ENSGALP00000002778
ENSORLP00000006923	ENSGALP00000024553
ENSORLP00000011721	ENSGALP00000015391
ENSORLP00000010847	ENSGALP00000018418
ENSORLP00000005906	ENSGALP00000007646
ENSORLP00000020256	ENSGALP00000019765
ENSORLP00000005452	ENSGALP00000027373
ENSORLP00000017371	ENSGALP00000019575
ENSORLP00000004689	ENSGALP00000018457
ENSORLP00000015414	ENSGALP00000036822
ENSORLP00000014702	ENSGALP00000021117
ENSORLP00000002966	ENSGALP00000004529
ENSORLP00000015343	ENSGALP00000023202
ENSORLP00000024967	ENSGALP00000029396
ENSORLP00000004663	ENSGALP00000029396
ENSORLP00000018587	ENSGALP00000019333
ENSORLP00000010418	ENSGALP00000012057
ENSORLP00000010732	ENSGALP00000013127
ENSORLP00000001901	ENSGALP00000004501
ENSORLP00000004751	ENSGALP00000013332
ENSORLP00000005379	ENSGALP00000019400
ENSORLP00000016226	ENSGALP00000011398
ENSORLP00000020020	ENSGALP00000002523
ENSORLP00000009672	ENSGALP00000014669
ENSORLP00000016696	ENSGALP00000015431
ENSORLP00000023142	ENSGALP00000018528
ENSORLP00000003466	ENSGALP00000027851
ENSORLP00000019289	ENSGALP00000014036
ENSORLP00000013531	ENSGALP00000003706
ENSORLP00000001863	ENSGALP00000043134
ENSORLP00000008930	ENSGALP00000007207
ENSORLP00000017888	ENSGALP00000016427
ENSORLP00000014328	ENSGALP00000006355
ENSORLP00000001064	ENSGALP00000012546
ENSORLP00000012911	ENSGALP00000031013
ENSORLP00000013119	ENSGALP00000042691
ENSORLP00000013715	ENSGALP00000027779
ENSORLP00000018363	ENSGALP00000040742
ENSORLP00000000652	ENSGALP00000002186
ENSORLP00000023541	ENSGALP00000041031
ENSORLP00000001502	ENSGALP00000023110
ENSORLP00000002214	ENSGALP00000017145
ENSORLP00000011642	ENSGALP00000032822
ENSORLP00000014742	ENSGALP00000007438
ENSORLP00000021488	ENSGALP00000015956
ENSORLP00000020791	ENSGALP00000018600
ENSORLP00000025084	ENSGALP00000015356
ENSORLP00000020383	ENSGALP00000020353
ENSORLP00000018942	ENSGALP00000003745
ENSORLP00000002610	ENSGALP00000029076
ENSORLP00000012332	ENSGALP00000038976
ENSORLP00000024787	ENSGALP00000011158
ENSORLP00000021270	ENSGALP00000003367
ENSORLP00000003894	ENSGALP00000042238
ENSORLP00000003372	ENSGALP00000032614
ENSORLP00000005002	ENSGALP00000007780
ENSORLP00000011468	ENSGALP00000005605
ENSORLP00000013455	ENSGALP00000025001
ENSORLP00000002397	ENSGALP00000018122
ENSORLP00000011490	ENSGALP00000019929
ENSORLP00000020851	ENSGALP00000018506
ENSORLP00000007237	ENSGALP00000000541
ENSORLP00000001095	ENSGALP00000010968
ENSORLP00000013783	ENSGALP00000015313
ENSORLP00000005430	ENSGALP00000012877
ENSORLP00000002887	ENSGALP00000025845
ENSORLP00000015573	ENSGALP00000001991
ENSORLP00000022470	ENSGALP00000015260
ENSORLP00000001496	ENSGALP00000011621
ENSORLP00000016869	ENSGALP00000005261
ENSORLP00000021500	ENSGALP00000016141
ENSORLP00000002723	ENSGALP00000024924
ENSORLP00000019119	ENSGALP00000013963
ENSORLP00000010042	ENSGALP00000021023
ENSORLP00000005692	ENSGALP00000008770
ENSORLP00000019231	ENSGALP00000020476
ENSORLP00000008555	ENSGALP00000022899
ENSORLP00000010651	ENSGALP00000023788
ENSORLP00000004464	ENSGALP00000011863
ENSORLP00000013696	ENSGALP00000007724
ENSORLP00000008974	ENSGALP00000011634
ENSORLP00000019020	ENSGALP00000001721
ENSORLP00000007084	ENSGALP00000021929
ENSORLP00000007813	ENSGALP00000014261
ENSORLP00000015961	ENSGALP00000020888
ENSORLP00000000651	ENSGALP00000014324
ENSORLP00000017372	ENSGALP00000013467
ENSORLP00000012430	ENSGALP00000043129
ENSORLP00000004544	ENSGALP00000011907
ENSORLP00000016481	ENSGALP00000022966
ENSORLP00000019523	ENSGALP00000006234
ENSORLP00000013660	ENSGALP00000013841
ENSORLP00000025873	ENSGALP00000014193
ENSORLP00000024273	ENSGALP00000000331
ENSORLP00000007375	ENSGALP00000027765
ENSORLP00000018012	ENSGALP00000042887
ENSORLP00000013574	ENSGALP00000003001
ENSORLP00000013986	ENSGALP00000027213
ENSORLP00000016291	ENSGALP00000027603
ENSORLP00000004252	ENSGALP00000003621
ENSORLP00000015275	ENSGALP00000003681
ENSORLP00000004736	ENSGALP00000003325
ENSORLP00000006543	ENSGALP00000041232
ENSORLP00000014104	ENSGALP00000014899
ENSORLP00000019001	ENSGALP00000026439
ENSORLP00000023400	ENSGALP00000031279
ENSORLP00000012503	ENSGALP00000002036
ENSORLP00000002051	ENSGALP00000026357
ENSORLP00000001934	ENSGALP00000018232
ENSORLP00000013862	ENSGALP00000006979
ENSORLP00000018584	ENSGALP00000016059
ENSORLP00000008476	ENSGALP00000012793
ENSORLP00000025703	ENSGALP00000012684
ENSORLP00000018480	ENSGALP00000012072
ENSORLP00000009683	ENSGALP00000027468
ENSORLP00000011401	ENSGALP00000015845
ENSORLP00000014572	ENSGALP00000015204
ENSORLP00000006075	ENSGALP00000016708
ENSORLP00000014428	ENSGALP00000007558
ENSORLP00000013421	ENSGALP00000002814
ENSORLP00000009184	ENSGALP00000042943
ENSORLP00000014658	ENSGALP00000000096
ENSORLP00000009330	ENSGALP00000024093
ENSORLP00000013580	ENSGALP00000041714
ENSORLP00000020142	ENSGALP00000018900
ENSORLP00000012458	ENSGALP00000038992
ENSORLP00000002409	ENSGALP00000031033
ENSORLP00000005602	ENSGALP00000030714
ENSORLP00000006284	ENSGALP00000042900
ENSORLP00000008680	ENSGALP00000007026
ENSORLP00000015913	ENSGALP00000023743
ENSORLP00000001264	ENSGALP00000001532
ENSORLP00000025874	ENSGALP00000014153
ENSORLP00000006498	ENSGALP00000009035
ENSORLP00000018917	ENSGALP00000001795
ENSORLP00000001053	ENSGALP00000037201
ENSORLP00000025713	ENSGALP00000003796
ENSORLP00000001326	ENSGALP00000010955
ENSORLP00000015009	ENSGALP00000023937
ENSORLP00000023476	ENSGALP00000021124
ENSORLP00000016393	ENSGALP00000027624
ENSORLP00000003947	ENSGALP00000001149
ENSORLP00000009329	ENSGALP00000038757
ENSORLP00000015930	ENSGALP00000015294
ENSORLP00000002112	ENSGALP00000018441
ENSORLP00000011024	ENSGALP00000008496
ENSORLP00000014191	ENSGALP00000042023
ENSORLP00000024536	ENSGALP00000017390
ENSORLP00000023123	ENSGALP00000007709
ENSORLP00000025002	ENSGALP00000020279
ENSORLP00000010827	ENSGALP00000016401
ENSORLP00000018088	ENSGALP00000013421
ENSORLP00000003183	ENSGALP00000022439
ENSORLP00000018284	ENSGALP00000010956
ENSORLP00000011512	ENSGALP00000036160
ENSORLP00000002145	ENSGALP00000025738
ENSORLP00000014626	ENSGALP00000011060
ENSORLP00000009787	ENSGALP00000005534
ENSORLP00000018879	ENSGALP00000008908
ENSORLP00000000881	ENSGALP00000025878
ENSORLP00000006556	ENSGALP00000027387
ENSORLP00000001074	ENSGALP00000009814
ENSORLP00000001114	ENSGALP00000013340
ENSORLP00000022186	ENSGALP00000041735
ENSORLP00000022808	ENSGALP00000016310
ENSORLP00000012253	ENSGALP00000010667
ENSORLP00000008184	ENSGALP00000003951
ENSORLP00000019882	ENSGALP00000021244
ENSORLP00000019782	ENSGALP00000021244
ENSORLP00000005880	ENSGALP00000027459
ENSORLP00000020228	ENSGALP00000023376
ENSORLP00000004388	ENSGALP00000018713
ENSORLP00000003834	ENSGALP00000027656
ENSORLP00000005299	ENSGALP00000002706
ENSORLP00000021548	ENSGALP00000043432
ENSORLP00000012715	ENSGALP00000010641
ENSORLP00000012358	ENSGALP00000019755
ENSORLP00000022701	ENSGALP00000019890
ENSORLP00000024161	ENSGALP00000014121
ENSORLP00000017635	ENSGALP00000026373
ENSORLP00000020022	ENSGALP00000041214
ENSORLP00000020128	ENSGALP00000041214
ENSORLP00000006171	ENSGALP00000018307
ENSORLP00000014181	ENSGALP00000007678
ENSORLP00000022289	ENSGALP00000025447
ENSORLP00000021433	ENSGALP00000000579
ENSORLP00000021051	ENSGALP00000000579
ENSORLP00000022583	ENSGALP00000013826
ENSORLP00000010587	ENSGALP00000014980
ENSORLP00000014518	ENSGALP00000015195
ENSORLP00000011645	ENSGALP00000005650
ENSORLP00000015310	ENSGALP00000004546
ENSORLP00000001555	ENSGALP00000009795
ENSORLP00000009099	ENSGALP00000002388
ENSORLP00000013214	ENSGALP00000010374
ENSORLP00000024920	ENSGALP00000020495
ENSORLP00000019023	ENSGALP00000024213
ENSORLP00000008636	ENSGALP00000007747
ENSORLP00000005886	ENSGALP00000016162
ENSORLP00000025216	ENSGALP00000024598
ENSORLP00000019703	ENSGALP00000019401
ENSORLP00000018953	ENSGALP00000008930
ENSORLP00000001003	ENSGALP00000004058
ENSORLP00000003887	ENSGALP00000033172
ENSORLP00000012605	ENSGALP00000019018
ENSORLP00000007151	ENSGALP00000022212
ENSORLP00000004184	ENSGALP00000008637
ENSORLP00000017577	ENSGALP00000038839
ENSORLP00000001159	ENSGALP00000033992
ENSORLP00000017148	ENSGALP00000015139
ENSORLP00000011071	ENSGALP00000042812
ENSORLP00000010927	ENSGALP00000042812
ENSORLP00000013372	ENSGALP00000010530
ENSORLP00000001916	ENSGALP00000010328
ENSORLP00000017623	ENSGALP00000009858
ENSORLP00000005462	ENSGALP00000015703
ENSORLP00000011348	ENSGALP00000042901
ENSORLP00000018950	ENSGALP00000042901
ENSORLP00000010992	ENSGALP00000019762
ENSORLP00000006829	ENSGALP00000027219
ENSORLP00000006430	ENSGALP00000024296
ENSORLP00000004212	ENSGALP00000003710
ENSORLP00000003066	ENSGALP00000009199
ENSORLP00000011631	ENSGALP00000023242
ENSORLP00000025615	ENSGALP00000019716
ENSORLP00000018083	ENSGALP00000000998
ENSORLP00000001282	ENSGALP00000009040
ENSORLP00000020946	ENSGALP00000005314
ENSORLP00000012440	ENSGALP00000019786
ENSORLP00000018343	ENSGALP00000037426
ENSORLP00000011498	ENSGALP00000007017
ENSORLP00000012186	ENSGALP00000017454
ENSORLP00000007957	ENSGALP00000001406
ENSORLP00000017031	ENSGALP00000020618
ENSORLP00000020035	ENSGALP00000004900
ENSORLP00000006349	ENSGALP00000025433
ENSORLP00000022060	ENSGALP00000002890
ENSORLP00000011831	ENSGALP00000010425
ENSORLP00000015095	ENSGALP00000027722
ENSORLP00000016772	ENSGALP00000011093
ENSORLP00000009964	ENSGALP00000011548
ENSORLP00000003332	ENSGALP00000041656
ENSORLP00000009886	ENSGALP00000016517
ENSORLP00000014708	ENSGALP00000000921
ENSORLP00000016797	ENSGALP00000010797
ENSORLP00000022162	ENSGALP00000014189
ENSORLP00000007673	ENSGALP00000025099
ENSORLP00000021642	ENSGALP00000010703
ENSORLP00000021342	ENSGALP00000017703
ENSORLP00000022129	ENSGALP00000026607
ENSORLP00000025044	ENSGALP00000024339
ENSORLP00000012665	ENSGALP00000042898
ENSORLP00000016358	ENSGALP00000008967
ENSORLP00000020612	ENSGALP00000018366
ENSORLP00000024124	ENSGALP00000039789
ENSORLP00000005495	ENSGALP00000000429
ENSORLP00000017947	ENSGALP00000029711
ENSORLP00000005028	ENSGALP00000008947
ENSORLP00000017865	ENSGALP00000015187
ENSORLP00000025389	ENSGALP00000031537
ENSORLP00000018158	ENSGALP00000041438
ENSORLP00000002949	ENSGALP00000009081
ENSORLP00000016224	ENSGALP00000025844
ENSORLP00000003904	ENSGALP00000016958
ENSORLP00000018616	ENSGALP00000042940
ENSORLP00000007518	ENSGALP00000041850
ENSORLP00000012696	ENSGALP00000004830
ENSORLP00000015840	ENSGALP00000012743
ENSORLP00000005944	ENSGALP00000009657
ENSORLP00000000305	ENSGALP00000005482
ENSORLP00000007153	ENSGALP00000010002
ENSORLP00000020525	ENSGALP00000010136
ENSORLP00000005930	ENSGALP00000027112
ENSORLP00000002084	ENSGALP00000042758
ENSORLP00000004838	ENSGALP00000006387
ENSORLP00000023721	ENSGALP00000006683
ENSORLP00000011773	ENSGALP00000000178
ENSORLP00000007589	ENSGALP00000036277
ENSORLP00000020947	ENSGALP00000025400
ENSORLP00000018483	ENSGALP00000025400
ENSORLP00000018537	ENSGALP00000025431
ENSORLP00000020137	ENSGALP00000009902
ENSORLP00000017611	ENSGALP00000000556
ENSORLP00000021676	ENSGALP00000016989
ENSORLP00000019562	ENSGALP00000041275
ENSORLP00000021354	ENSGALP00000013773
ENSORLP00000015340	ENSGALP00000027009
ENSORLP00000014820	ENSGALP00000014434
ENSORLP00000018191	ENSGALP00000026777
ENSORLP00000020269	ENSGALP00000026777
ENSORLP00000009252	ENSGALP00000016195
ENSORLP00000010908	ENSGALP00000012282
ENSORLP00000020894	ENSGALP00000012529
ENSORLP00000012913	ENSGALP00000017888
ENSORLP00000004894	ENSGALP00000020586
ENSORLP00000019606	ENSGALP00000037629
ENSORLP00000012497	ENSGALP00000042078
ENSORLP00000000378	ENSGALP00000003086
ENSORLP00000020752	ENSGALP00000018470
ENSORLP00000015234	ENSGALP00000036972
ENSORLP00000020287	ENSGALP00000019738
ENSORLP00000022586	ENSGALP00000015464
ENSORLP00000000050	ENSGALP00000009918
ENSORLP00000010617	ENSGALP00000001281
ENSORLP00000017323	ENSGALP00000011462
ENSORLP00000023551	ENSGALP00000000975
ENSORLP00000000829	ENSGALP00000002626
ENSORLP00000021115	ENSGALP00000009476
ENSORLP00000020950	ENSGALP00000020475
ENSORLP00000001757	ENSGALP00000014982
ENSORLP00000006388	ENSGALP00000004248
ENSORLP00000014210	ENSGALP00000005067
ENSORLP00000019870	ENSGALP00000008094
ENSORLP00000001382	ENSGALP00000037428
ENSORLP00000012674	ENSGALP00000004902
ENSORLP00000012990	ENSGALP00000012650
ENSORLP00000010357	ENSGALP00000012650
ENSORLP00000010583	ENSGALP00000042951
ENSORLP00000003942	ENSGALP00000035711
ENSORLP00000008249	ENSGALP00000020822
ENSORLP00000008915	ENSGALP00000007973
ENSORLP00000014177	ENSGALP00000027307
ENSORLP00000024979	ENSGALP00000009122
ENSORLP00000007877	ENSGALP00000001986
ENSORLP00000017227	ENSGALP00000005592
ENSORLP00000022916	ENSGALP00000014674
ENSORLP00000018804	ENSGALP00000009988
ENSORLP00000000527	ENSGALP00000042153
ENSORLP00000015379	ENSGALP00000041333
ENSORLP00000021807	ENSGALP00000019574
ENSORLP00000019205	ENSGALP00000026444
ENSORLP00000018654	ENSGALP00000008503
ENSORLP00000013502	ENSGALP00000011329
ENSORLP00000013676	ENSGALP00000007445
ENSORLP00000014266	ENSGALP00000027298
ENSORLP00000001801	ENSGALP00000019025
ENSORLP00000021129	ENSGALP00000016732
ENSORLP00000005939	ENSGALP00000027475
ENSORLP00000006772	ENSGALP00000016389
ENSORLP00000002799	ENSGALP00000024966
ENSORLP00000018349	ENSGALP00000011488
ENSORLP00000001158	ENSGALP00000013364
ENSORLP00000020363	ENSGALP00000013394
ENSORLP00000004773	ENSGALP00000027524
ENSORLP00000021713	ENSGALP00000006245
ENSORLP00000021995	ENSGALP00000031205
ENSORLP00000003583	ENSGALP00000007361
ENSORLP00000009644	ENSGALP00000011335
ENSORLP00000024415	ENSGALP00000012180
ENSORLP00000002233	ENSGALP00000039394
ENSORLP00000011788	ENSGALP00000024081
ENSORLP00000021581	ENSGALP00000020525
ENSORLP00000015077	ENSGALP00000015355
ENSORLP00000006784	ENSGALP00000018615
ENSORLP00000013566	ENSGALP00000035861
ENSORLP00000005555	ENSGALP00000041834
ENSORLP00000009983	ENSGALP00000043402
ENSORLP00000012668	ENSGALP00000043086
ENSORLP00000021539	ENSGALP00000040928
ENSORLP00000019007	ENSGALP00000005089
ENSORLP00000013689	ENSGALP00000018065
ENSORLP00000025796	ENSGALP00000019790
ENSORLP00000008844	ENSGALP00000034981
ENSORLP00000022673	ENSGALP00000006730
ENSORLP00000005566	ENSGALP00000001293
ENSORLP00000024535	ENSGALP00000016829
