ENSTNIP00000006282	ENSACAP00000008923
ENSTNIP00000001726	ENSACAP00000012937
ENSTNIP00000006911	ENSACAP00000007483
ENSTNIP00000022247	ENSACAP00000011264
ENSTNIP00000022065	ENSACAP00000007378
ENSTNIP00000002313	ENSACAP00000010948
ENSTNIP00000012123	ENSACAP00000000666
ENSTNIP00000013769	ENSACAP00000003817
ENSTNIP00000007846	ENSACAP00000000220
ENSTNIP00000005034	ENSACAP00000014616
ENSTNIP00000003425	ENSACAP00000012217
ENSTNIP00000017906	ENSACAP00000005519
ENSTNIP00000019252	ENSACAP00000011360
ENSTNIP00000005534	ENSACAP00000008422
ENSTNIP00000003339	ENSACAP00000006357
ENSTNIP00000006333	ENSACAP00000016981
ENSTNIP00000019094	ENSACAP00000022500
ENSTNIP00000000042	ENSACAP00000011980
ENSTNIP00000007201	ENSACAP00000022457
ENSTNIP00000003185	ENSACAP00000006567
ENSTNIP00000019089	ENSACAP00000010976
ENSTNIP00000018753	ENSACAP00000001976
ENSTNIP00000012232	ENSACAP00000008555
ENSTNIP00000014828	ENSACAP00000007940
ENSTNIP00000011186	ENSACAP00000015441
ENSTNIP00000006999	ENSACAP00000014949
ENSTNIP00000016509	ENSACAP00000015011
ENSTNIP00000012986	ENSACAP00000002731
ENSTNIP00000016505	ENSACAP00000015731
ENSTNIP00000015233	ENSACAP00000004811
ENSTNIP00000008999	ENSACAP00000003795
ENSTNIP00000006836	ENSACAP00000015525
ENSTNIP00000014698	ENSACAP00000015368
ENSTNIP00000005450	ENSACAP00000000850
ENSTNIP00000000520	ENSACAP00000000787
ENSTNIP00000011543	ENSACAP00000009313
ENSTNIP00000015699	ENSACAP00000018283
ENSTNIP00000012921	ENSACAP00000018283
ENSTNIP00000000363	ENSACAP00000003269
ENSTNIP00000005352	ENSACAP00000017035
ENSTNIP00000019133	ENSACAP00000013354
ENSTNIP00000015255	ENSACAP00000004416
ENSTNIP00000018514	ENSACAP00000010206
ENSTNIP00000009438	ENSACAP00000015770
ENSTNIP00000006743	ENSACAP00000015770
ENSTNIP00000018018	ENSACAP00000014102
ENSTNIP00000010866	ENSACAP00000006513
ENSTNIP00000008110	ENSACAP00000001656
ENSTNIP00000021498	ENSACAP00000015741
ENSTNIP00000009221	ENSACAP00000003297
ENSTNIP00000020667	ENSACAP00000013816
ENSTNIP00000020417	ENSACAP00000013265
ENSTNIP00000018902	ENSACAP00000014975
ENSTNIP00000013469	ENSACAP00000002231
ENSTNIP00000014292	ENSACAP00000006636
ENSTNIP00000012626	ENSACAP00000016086
ENSTNIP00000000160	ENSACAP00000009409
ENSTNIP00000022864	ENSACAP00000017078
ENSTNIP00000009168	ENSACAP00000018653
ENSTNIP00000007628	ENSACAP00000000187
ENSTNIP00000017510	ENSACAP00000006598
ENSTNIP00000009861	ENSACAP00000006572
ENSTNIP00000002193	ENSACAP00000005879
ENSTNIP00000004813	ENSACAP00000005879
ENSTNIP00000009696	ENSACAP00000001247
ENSTNIP00000011340	ENSACAP00000017687
ENSTNIP00000000289	ENSACAP00000008380
ENSTNIP00000016082	ENSACAP00000009935
ENSTNIP00000011452	ENSACAP00000014709
ENSTNIP00000020924	ENSACAP00000015076
ENSTNIP00000019000	ENSACAP00000008903
ENSTNIP00000009932	ENSACAP00000006610
ENSTNIP00000003449	ENSACAP00000010816
ENSTNIP00000004684	ENSACAP00000003089
ENSTNIP00000018747	ENSACAP00000002395
ENSTNIP00000011045	ENSACAP00000009289
ENSTNIP00000021931	ENSACAP00000009111
ENSTNIP00000012930	ENSACAP00000006770
ENSTNIP00000005556	ENSACAP00000001937
ENSTNIP00000010247	ENSACAP00000008437
ENSTNIP00000011438	ENSACAP00000018250
ENSTNIP00000016568	ENSACAP00000010762
ENSTNIP00000004982	ENSACAP00000000872
ENSTNIP00000000770	ENSACAP00000003775
ENSTNIP00000008371	ENSACAP00000015213
ENSTNIP00000017924	ENSACAP00000008744
ENSTNIP00000007121	ENSACAP00000007990
ENSTNIP00000015521	ENSACAP00000012377
ENSTNIP00000008119	ENSACAP00000006683
ENSTNIP00000008793	ENSACAP00000006863
ENSTNIP00000019992	ENSACAP00000015822
ENSTNIP00000019482	ENSACAP00000006033
ENSTNIP00000005341	ENSACAP00000007022
ENSTNIP00000019990	ENSACAP00000015604
ENSTNIP00000010778	ENSACAP00000002965
ENSTNIP00000013628	ENSACAP00000005238
ENSTNIP00000011215	ENSACAP00000011624
ENSTNIP00000009006	ENSACAP00000012117
ENSTNIP00000005134	ENSACAP00000015380
ENSTNIP00000005227	ENSACAP00000008998
ENSTNIP00000018171	ENSACAP00000000826
ENSTNIP00000012158	ENSACAP00000007333
ENSTNIP00000018908	ENSACAP00000001537
ENSTNIP00000013396	ENSACAP00000017805
ENSTNIP00000016225	ENSACAP00000004439
ENSTNIP00000020519	ENSACAP00000000531
ENSTNIP00000021668	ENSACAP00000006136
ENSTNIP00000006510	ENSACAP00000010907
ENSTNIP00000016877	ENSACAP00000000824
ENSTNIP00000016355	ENSACAP00000014014
ENSTNIP00000014444	ENSACAP00000007107
ENSTNIP00000008718	ENSACAP00000015513
ENSTNIP00000012478	ENSACAP00000004456
ENSTNIP00000014321	ENSACAP00000004456
ENSTNIP00000009605	ENSACAP00000016756
ENSTNIP00000015189	ENSACAP00000005888
ENSTNIP00000016936	ENSACAP00000003536
ENSTNIP00000020771	ENSACAP00000000133
ENSTNIP00000015718	ENSACAP00000005088
ENSTNIP00000012598	ENSACAP00000010018
ENSTNIP00000000816	ENSACAP00000000099
ENSTNIP00000014362	ENSACAP00000016290
ENSTNIP00000009202	ENSACAP00000001575
ENSTNIP00000016375	ENSACAP00000014706
ENSTNIP00000009499	ENSACAP00000002525
ENSTNIP00000022082	ENSACAP00000009839
ENSTNIP00000020960	ENSACAP00000015377
ENSTNIP00000006367	ENSACAP00000000103
ENSTNIP00000020295	ENSACAP00000002387
ENSTNIP00000006047	ENSACAP00000014503
ENSTNIP00000016493	ENSACAP00000010235
ENSTNIP00000001821	ENSACAP00000018343
ENSTNIP00000021947	ENSACAP00000005258
ENSTNIP00000011927	ENSACAP00000016199
ENSTNIP00000018679	ENSACAP00000016199
ENSTNIP00000021838	ENSACAP00000005009
ENSTNIP00000001201	ENSACAP00000012495
ENSTNIP00000010719	ENSACAP00000000605
ENSTNIP00000014837	ENSACAP00000014885
ENSTNIP00000012008	ENSACAP00000013180
ENSTNIP00000017599	ENSACAP00000006592
ENSTNIP00000018271	ENSACAP00000016779
ENSTNIP00000002339	ENSACAP00000005541
ENSTNIP00000019116	ENSACAP00000014794
ENSTNIP00000013747	ENSACAP00000001874
ENSTNIP00000018862	ENSACAP00000013411
ENSTNIP00000017087	ENSACAP00000002008
ENSTNIP00000002280	ENSACAP00000014788
ENSTNIP00000006552	ENSACAP00000014788
ENSTNIP00000021326	ENSACAP00000012819
ENSTNIP00000020656	ENSACAP00000007743
ENSTNIP00000004941	ENSACAP00000001612
ENSTNIP00000019704	ENSACAP00000014060
ENSTNIP00000006386	ENSACAP00000004226
ENSTNIP00000004765	ENSACAP00000011213
ENSTNIP00000005924	ENSACAP00000000440
ENSTNIP00000019315	ENSACAP00000013740
ENSTNIP00000020616	ENSACAP00000004736
ENSTNIP00000015476	ENSACAP00000016364
ENSTNIP00000018687	ENSACAP00000016376
ENSTNIP00000005033	ENSACAP00000003112
ENSTNIP00000012859	ENSACAP00000001444
ENSTNIP00000019444	ENSACAP00000012940
ENSTNIP00000006050	ENSACAP00000011105
ENSTNIP00000012310	ENSACAP00000009751
ENSTNIP00000007646	ENSACAP00000012871
ENSTNIP00000018010	ENSACAP00000006487
ENSTNIP00000003084	ENSACAP00000010811
ENSTNIP00000012102	ENSACAP00000003539
ENSTNIP00000007805	ENSACAP00000015333
ENSTNIP00000013220	ENSACAP00000000104
ENSTNIP00000005899	ENSACAP00000005584
ENSTNIP00000007461	ENSACAP00000016960
ENSTNIP00000012514	ENSACAP00000002794
ENSTNIP00000012318	ENSACAP00000022931
ENSTNIP00000020673	ENSACAP00000015142
ENSTNIP00000012996	ENSACAP00000006596
ENSTNIP00000019708	ENSACAP00000013849
ENSTNIP00000020056	ENSACAP00000015936
ENSTNIP00000023064	ENSACAP00000001823
ENSTNIP00000006995	ENSACAP00000003312
ENSTNIP00000009989	ENSACAP00000017237
ENSTNIP00000009274	ENSACAP00000003152
ENSTNIP00000007088	ENSACAP00000003280
ENSTNIP00000008088	ENSACAP00000022880
ENSTNIP00000021714	ENSACAP00000007841
ENSTNIP00000010400	ENSACAP00000013925
ENSTNIP00000021198	ENSACAP00000008383
ENSTNIP00000005291	ENSACAP00000006045
ENSTNIP00000009152	ENSACAP00000005883
ENSTNIP00000004348	ENSACAP00000012479
ENSTNIP00000018310	ENSACAP00000019554
ENSTNIP00000013322	ENSACAP00000006640
ENSTNIP00000022485	ENSACAP00000001367
ENSTNIP00000012597	ENSACAP00000013909
ENSTNIP00000022910	ENSACAP00000021067
ENSTNIP00000016924	ENSACAP00000005970
ENSTNIP00000016866	ENSACAP00000013556
ENSTNIP00000019739	ENSACAP00000013933
ENSTNIP00000006842	ENSACAP00000006916
ENSTNIP00000012716	ENSACAP00000001221
ENSTNIP00000016521	ENSACAP00000009329
ENSTNIP00000006451	ENSACAP00000005236
ENSTNIP00000022618	ENSACAP00000017265
ENSTNIP00000018420	ENSACAP00000002000
ENSTNIP00000002207	ENSACAP00000016018
ENSTNIP00000021911	ENSACAP00000006967
ENSTNIP00000019874	ENSACAP00000007897
ENSTNIP00000004762	ENSACAP00000022128
ENSTNIP00000007318	ENSACAP00000022128
ENSTNIP00000021413	ENSACAP00000016233
ENSTNIP00000010084	ENSACAP00000004842
ENSTNIP00000018213	ENSACAP00000008439
ENSTNIP00000015148	ENSACAP00000002187
ENSTNIP00000015537	ENSACAP00000016235
ENSTNIP00000014050	ENSACAP00000005840
ENSTNIP00000021581	ENSACAP00000017233
ENSTNIP00000009313	ENSACAP00000011858
ENSTNIP00000020820	ENSACAP00000013534
ENSTNIP00000000334	ENSACAP00000011703
ENSTNIP00000004460	ENSACAP00000002969
ENSTNIP00000012430	ENSACAP00000013597
ENSTNIP00000014452	ENSACAP00000004482
ENSTNIP00000012248	ENSACAP00000012316
ENSTNIP00000018621	ENSACAP00000017654
ENSTNIP00000011613	ENSACAP00000009458
ENSTNIP00000016796	ENSACAP00000009541
ENSTNIP00000021007	ENSACAP00000013624
ENSTNIP00000010413	ENSACAP00000012499
ENSTNIP00000022557	ENSACAP00000003625
ENSTNIP00000018616	ENSACAP00000004376
ENSTNIP00000015213	ENSACAP00000010666
ENSTNIP00000000560	ENSACAP00000004266
ENSTNIP00000019103	ENSACAP00000013749
ENSTNIP00000016466	ENSACAP00000004040
ENSTNIP00000003019	ENSACAP00000006780
ENSTNIP00000008904	ENSACAP00000007135
ENSTNIP00000018952	ENSACAP00000001261
ENSTNIP00000012465	ENSACAP00000002824
ENSTNIP00000002553	ENSACAP00000016691
ENSTNIP00000016303	ENSACAP00000013081
ENSTNIP00000011478	ENSACAP00000004281
ENSTNIP00000011258	ENSACAP00000004583
ENSTNIP00000014716	ENSACAP00000015026
ENSTNIP00000003750	ENSACAP00000019418
ENSTNIP00000010980	ENSACAP00000008293
ENSTNIP00000009121	ENSACAP00000004814
ENSTNIP00000004846	ENSACAP00000002690
ENSTNIP00000010536	ENSACAP00000011191
ENSTNIP00000022325	ENSACAP00000006676
ENSTNIP00000021745	ENSACAP00000016676
ENSTNIP00000008468	ENSACAP00000007934
ENSTNIP00000010471	ENSACAP00000013356
ENSTNIP00000003801	ENSACAP00000023309
ENSTNIP00000016803	ENSACAP00000010319
ENSTNIP00000006875	ENSACAP00000003940
ENSTNIP00000015971	ENSACAP00000014463
ENSTNIP00000009634	ENSACAP00000002619
ENSTNIP00000003027	ENSACAP00000005101
ENSTNIP00000005124	ENSACAP00000008825
ENSTNIP00000010783	ENSACAP00000014542
ENSTNIP00000003573	ENSACAP00000001873
ENSTNIP00000015067	ENSACAP00000009791
ENSTNIP00000005165	ENSACAP00000001485
ENSTNIP00000001684	ENSACAP00000000144
ENSTNIP00000002431	ENSACAP00000009187
ENSTNIP00000016916	ENSACAP00000007737
ENSTNIP00000019390	ENSACAP00000016892
ENSTNIP00000005664	ENSACAP00000011545
ENSTNIP00000011428	ENSACAP00000011446
ENSTNIP00000005146	ENSACAP00000014424
ENSTNIP00000017629	ENSACAP00000007077
ENSTNIP00000009072	ENSACAP00000013339
ENSTNIP00000012177	ENSACAP00000007235
ENSTNIP00000008079	ENSACAP00000002590
ENSTNIP00000016069	ENSACAP00000016847
ENSTNIP00000018652	ENSACAP00000010951
ENSTNIP00000020538	ENSACAP00000016196
ENSTNIP00000021537	ENSACAP00000003636
ENSTNIP00000014567	ENSACAP00000001709
ENSTNIP00000010804	ENSACAP00000014550
ENSTNIP00000006558	ENSACAP00000005073
ENSTNIP00000013831	ENSACAP00000017469
ENSTNIP00000006285	ENSACAP00000008862
ENSTNIP00000006146	ENSACAP00000017006
ENSTNIP00000005289	ENSACAP00000001598
ENSTNIP00000005667	ENSACAP00000015432
ENSTNIP00000012519	ENSACAP00000009058
ENSTNIP00000022095	ENSACAP00000007169
ENSTNIP00000018508	ENSACAP00000000653
ENSTNIP00000005325	ENSACAP00000014618
ENSTNIP00000018617	ENSACAP00000004411
ENSTNIP00000014605	ENSACAP00000012921
ENSTNIP00000010030	ENSACAP00000014197
ENSTNIP00000000779	ENSACAP00000004167
ENSTNIP00000013390	ENSACAP00000004167
ENSTNIP00000015721	ENSACAP00000009820
ENSTNIP00000013015	ENSACAP00000011823
ENSTNIP00000022364	ENSACAP00000002332
ENSTNIP00000018348	ENSACAP00000001220
ENSTNIP00000008039	ENSACAP00000002372
ENSTNIP00000018927	ENSACAP00000007983
ENSTNIP00000006161	ENSACAP00000017135
ENSTNIP00000019009	ENSACAP00000000925
ENSTNIP00000011642	ENSACAP00000011251
ENSTNIP00000009716	ENSACAP00000011251
ENSTNIP00000014269	ENSACAP00000013279
ENSTNIP00000018607	ENSACAP00000006155
ENSTNIP00000017169	ENSACAP00000006996
ENSTNIP00000012293	ENSACAP00000002499
ENSTNIP00000015503	ENSACAP00000020644
ENSTNIP00000013507	ENSACAP00000005796
ENSTNIP00000022056	ENSACAP00000007910
ENSTNIP00000016539	ENSACAP00000011914
ENSTNIP00000006859	ENSACAP00000003836
ENSTNIP00000001336	ENSACAP00000012463
ENSTNIP00000019379	ENSACAP00000002269
ENSTNIP00000006097	ENSACAP00000015951
ENSTNIP00000016029	ENSACAP00000011816
ENSTNIP00000013931	ENSACAP00000010812
ENSTNIP00000011292	ENSACAP00000003941
ENSTNIP00000010990	ENSACAP00000002558
ENSTNIP00000013309	ENSACAP00000016330
ENSTNIP00000007280	ENSACAP00000003265
ENSTNIP00000012853	ENSACAP00000016524
ENSTNIP00000012562	ENSACAP00000012593
ENSTNIP00000000495	ENSACAP00000017140
ENSTNIP00000016589	ENSACAP00000000358
ENSTNIP00000012835	ENSACAP00000012432
ENSTNIP00000019478	ENSACAP00000011174
ENSTNIP00000017850	ENSACAP00000010141
ENSTNIP00000017893	ENSACAP00000004177
ENSTNIP00000015263	ENSACAP00000013296
ENSTNIP00000007122	ENSACAP00000003091
ENSTNIP00000002648	ENSACAP00000013763
ENSTNIP00000018903	ENSACAP00000011138
ENSTNIP00000001945	ENSACAP00000021024
ENSTNIP00000008310	ENSACAP00000007142
ENSTNIP00000014530	ENSACAP00000003617
ENSTNIP00000011524	ENSACAP00000007596
ENSTNIP00000012184	ENSACAP00000006710
ENSTNIP00000015558	ENSACAP00000005321
ENSTNIP00000012045	ENSACAP00000004008
ENSTNIP00000019563	ENSACAP00000009562
ENSTNIP00000018910	ENSACAP00000001775
ENSTNIP00000009729	ENSACAP00000003294
ENSTNIP00000019241	ENSACAP00000002850
ENSTNIP00000012440	ENSACAP00000014979
ENSTNIP00000016321	ENSACAP00000005857
ENSTNIP00000019826	ENSACAP00000011828
ENSTNIP00000018023	ENSACAP00000001424
ENSTNIP00000013862	ENSACAP00000017026
ENSTNIP00000010168	ENSACAP00000005515
ENSTNIP00000009143	ENSACAP00000007558
ENSTNIP00000010469	ENSACAP00000011133
ENSTNIP00000021771	ENSACAP00000022258
ENSTNIP00000012818	ENSACAP00000017395
ENSTNIP00000013833	ENSACAP00000019633
ENSTNIP00000001313	ENSACAP00000022604
ENSTNIP00000008290	ENSACAP00000013263
ENSTNIP00000002944	ENSACAP00000012007
ENSTNIP00000006502	ENSACAP00000012435
ENSTNIP00000008775	ENSACAP00000001772
ENSTNIP00000005240	ENSACAP00000013158
ENSTNIP00000005865	ENSACAP00000013326
ENSTNIP00000021582	ENSACAP00000009162
ENSTNIP00000022389	ENSACAP00000013598
ENSTNIP00000012810	ENSACAP00000003823
ENSTNIP00000021545	ENSACAP00000008606
ENSTNIP00000012044	ENSACAP00000004043
ENSTNIP00000018231	ENSACAP00000011644
ENSTNIP00000017977	ENSACAP00000004072
ENSTNIP00000015124	ENSACAP00000001393
ENSTNIP00000005887	ENSACAP00000015157
ENSTNIP00000008530	ENSACAP00000014302
ENSTNIP00000019289	ENSACAP00000010626
ENSTNIP00000013305	ENSACAP00000016814
ENSTNIP00000015999	ENSACAP00000006212
ENSTNIP00000019027	ENSACAP00000015261
ENSTNIP00000011760	ENSACAP00000009123
ENSTNIP00000012456	ENSACAP00000006959
ENSTNIP00000009021	ENSACAP00000008961
ENSTNIP00000011103	ENSACAP00000008961
ENSTNIP00000010010	ENSACAP00000011234
ENSTNIP00000012665	ENSACAP00000022951
ENSTNIP00000015847	ENSACAP00000022951
ENSTNIP00000016609	ENSACAP00000016167
ENSTNIP00000016243	ENSACAP00000020490
ENSTNIP00000016798	ENSACAP00000009615
ENSTNIP00000005454	ENSACAP00000006813
ENSTNIP00000022759	ENSACAP00000006886
ENSTNIP00000016109	ENSACAP00000006886
ENSTNIP00000007584	ENSACAP00000010522
ENSTNIP00000006353	ENSACAP00000012457
ENSTNIP00000009763	ENSACAP00000004441
ENSTNIP00000012780	ENSACAP00000000806
ENSTNIP00000015899	ENSACAP00000003517
ENSTNIP00000006093	ENSACAP00000000180
ENSTNIP00000018307	ENSACAP00000015276
ENSTNIP00000016226	ENSACAP00000009566
ENSTNIP00000022292	ENSACAP00000002078
ENSTNIP00000014897	ENSACAP00000006131
ENSTNIP00000013852	ENSACAP00000008085
ENSTNIP00000020716	ENSACAP00000014737
ENSTNIP00000021511	ENSACAP00000014737
ENSTNIP00000011078	ENSACAP00000011632
ENSTNIP00000017226	ENSACAP00000008960
ENSTNIP00000013395	ENSACAP00000007628
ENSTNIP00000016433	ENSACAP00000008934
ENSTNIP00000019654	ENSACAP00000018931
ENSTNIP00000010625	ENSACAP00000009269
ENSTNIP00000019208	ENSACAP00000013332
ENSTNIP00000007233	ENSACAP00000017005
ENSTNIP00000020731	ENSACAP00000013310
ENSTNIP00000015680	ENSACAP00000022238
ENSTNIP00000016876	ENSACAP00000008156
ENSTNIP00000007228	ENSACAP00000004813
ENSTNIP00000015284	ENSACAP00000004195
ENSTNIP00000021013	ENSACAP00000002680
ENSTNIP00000012280	ENSACAP00000005735
ENSTNIP00000010061	ENSACAP00000009322
ENSTNIP00000013677	ENSACAP00000016026
ENSTNIP00000009063	ENSACAP00000007822
ENSTNIP00000006088	ENSACAP00000015757
ENSTNIP00000020243	ENSACAP00000002832
ENSTNIP00000011205	ENSACAP00000011993
ENSTNIP00000013178	ENSACAP00000016820
ENSTNIP00000014191	ENSACAP00000003887
ENSTNIP00000012350	ENSACAP00000011690
ENSTNIP00000002737	ENSACAP00000008177
ENSTNIP00000014546	ENSACAP00000011005
ENSTNIP00000020653	ENSACAP00000011005
ENSTNIP00000009494	ENSACAP00000016490
ENSTNIP00000019449	ENSACAP00000016429
ENSTNIP00000013933	ENSACAP00000007735
ENSTNIP00000015147	ENSACAP00000002728
ENSTNIP00000001671	ENSACAP00000012944
ENSTNIP00000000146	ENSACAP00000008645
ENSTNIP00000004980	ENSACAP00000000646
ENSTNIP00000019991	ENSACAP00000015658
ENSTNIP00000006825	ENSACAP00000001570
ENSTNIP00000008558	ENSACAP00000011245
ENSTNIP00000020341	ENSACAP00000000550
ENSTNIP00000016028	ENSACAP00000012365
ENSTNIP00000018468	ENSACAP00000011649
ENSTNIP00000011132	ENSACAP00000004559
ENSTNIP00000005717	ENSACAP00000002075
ENSTNIP00000016235	ENSACAP00000007083
ENSTNIP00000000002	ENSACAP00000002283
ENSTNIP00000016399	ENSACAP00000003965
ENSTNIP00000022792	ENSACAP00000002781
ENSTNIP00000014902	ENSACAP00000006364
ENSTNIP00000000612	ENSACAP00000011549
ENSTNIP00000013526	ENSACAP00000017587
ENSTNIP00000001245	ENSACAP00000008524
ENSTNIP00000016118	ENSACAP00000008524
ENSTNIP00000008557	ENSACAP00000015547
ENSTNIP00000012126	ENSACAP00000000688
ENSTNIP00000006492	ENSACAP00000007972
ENSTNIP00000022092	ENSACAP00000006860
ENSTNIP00000012518	ENSACAP00000008811
ENSTNIP00000021576	ENSACAP00000004606
ENSTNIP00000015639	ENSACAP00000016281
ENSTNIP00000014906	ENSACAP00000013010
ENSTNIP00000013768	ENSACAP00000003808
ENSTNIP00000021953	ENSACAP00000019288
ENSTNIP00000018909	ENSACAP00000001605
ENSTNIP00000007095	ENSACAP00000004989
ENSTNIP00000013771	ENSACAP00000003459
ENSTNIP00000017846	ENSACAP00000010088
ENSTNIP00000021014	ENSACAP00000004181
ENSTNIP00000005973	ENSACAP00000014199
ENSTNIP00000020481	ENSACAP00000006430
ENSTNIP00000008084	ENSACAP00000005715
ENSTNIP00000018550	ENSACAP00000005228
ENSTNIP00000011247	ENSACAP00000012337
ENSTNIP00000018230	ENSACAP00000011590
ENSTNIP00000005949	ENSACAP00000002910
ENSTNIP00000008615	ENSACAP00000002211
ENSTNIP00000007353	ENSACAP00000001883
ENSTNIP00000005805	ENSACAP00000002582
ENSTNIP00000008928	ENSACAP00000000965
ENSTNIP00000013232	ENSACAP00000000405
ENSTNIP00000009060	ENSACAP00000001012
ENSTNIP00000017626	ENSACAP00000005514
ENSTNIP00000006053	ENSACAP00000003366
ENSTNIP00000012697	ENSACAP00000017568
ENSTNIP00000012530	ENSACAP00000017568
ENSTNIP00000017699	ENSACAP00000013387
ENSTNIP00000008568	ENSACAP00000019580
ENSTNIP00000020244	ENSACAP00000002809
ENSTNIP00000017890	ENSACAP00000015065
ENSTNIP00000015251	ENSACAP00000013890
ENSTNIP00000021966	ENSACAP00000001936
ENSTNIP00000021132	ENSACAP00000000648
ENSTNIP00000020496	ENSACAP00000019172
ENSTNIP00000017135	ENSACAP00000000245
ENSTNIP00000018810	ENSACAP00000011880
ENSTNIP00000014361	ENSACAP00000016325
ENSTNIP00000021716	ENSACAP00000007497
ENSTNIP00000010683	ENSACAP00000006946
ENSTNIP00000020796	ENSACAP00000008908
ENSTNIP00000011879	ENSACAP00000007196
ENSTNIP00000014987	ENSACAP00000007194
ENSTNIP00000006843	ENSACAP00000006536
ENSTNIP00000017052	ENSACAP00000016446
ENSTNIP00000013448	ENSACAP00000011889
ENSTNIP00000004412	ENSACAP00000003356
ENSTNIP00000000062	ENSACAP00000014090
ENSTNIP00000010565	ENSACAP00000004201
ENSTNIP00000001904	ENSACAP00000007959
ENSTNIP00000009039	ENSACAP00000000587
ENSTNIP00000021237	ENSACAP00000001994
ENSTNIP00000011302	ENSACAP00000006864
ENSTNIP00000011117	ENSACAP00000022439
ENSTNIP00000018904	ENSACAP00000011209
ENSTNIP00000006177	ENSACAP00000008810
ENSTNIP00000010981	ENSACAP00000011224
ENSTNIP00000013593	ENSACAP00000012250
ENSTNIP00000002675	ENSACAP00000019731
ENSTNIP00000008627	ENSACAP00000012901
ENSTNIP00000008716	ENSACAP00000011059
ENSTNIP00000005361	ENSACAP00000016289
ENSTNIP00000007828	ENSACAP00000000823
ENSTNIP00000011256	ENSACAP00000016881
ENSTNIP00000008240	ENSACAP00000017584
ENSTNIP00000005397	ENSACAP00000005574
ENSTNIP00000021531	ENSACAP00000018995
ENSTNIP00000009108	ENSACAP00000015942
ENSTNIP00000019023	ENSACAP00000010681
ENSTNIP00000001795	ENSACAP00000003502
ENSTNIP00000014113	ENSACAP00000000577
ENSTNIP00000014881	ENSACAP00000008102
ENSTNIP00000022560	ENSACAP00000008773
ENSTNIP00000008191	ENSACAP00000017480
ENSTNIP00000005861	ENSACAP00000019891
ENSTNIP00000016909	ENSACAP00000014407
ENSTNIP00000020804	ENSACAP00000009396
ENSTNIP00000020115	ENSACAP00000015110
ENSTNIP00000010649	ENSACAP00000002609
ENSTNIP00000009413	ENSACAP00000002609
ENSTNIP00000016777	ENSACAP00000022343
ENSTNIP00000004649	ENSACAP00000013818
ENSTNIP00000019314	ENSACAP00000015715
ENSTNIP00000012284	ENSACAP00000023045
ENSTNIP00000010611	ENSACAP00000006517
ENSTNIP00000019294	ENSACAP00000014452
ENSTNIP00000012886	ENSACAP00000005844
ENSTNIP00000013630	ENSACAP00000005554
ENSTNIP00000018228	ENSACAP00000021609
ENSTNIP00000004051	ENSACAP00000002435
ENSTNIP00000018053	ENSACAP00000014191
ENSTNIP00000008148	ENSACAP00000009827
ENSTNIP00000006117	ENSACAP00000010778
ENSTNIP00000015674	ENSACAP00000014859
ENSTNIP00000007284	ENSACAP00000002056
ENSTNIP00000022827	ENSACAP00000016726
ENSTNIP00000019407	ENSACAP00000006555
ENSTNIP00000007467	ENSACAP00000003931
ENSTNIP00000011182	ENSACAP00000009281
ENSTNIP00000019711	ENSACAP00000009753
ENSTNIP00000012728	ENSACAP00000005707
ENSTNIP00000014944	ENSACAP00000019574
ENSTNIP00000015919	ENSACAP00000004647
ENSTNIP00000019406	ENSACAP00000022637
ENSTNIP00000011770	ENSACAP00000001283
ENSTNIP00000018361	ENSACAP00000023291
ENSTNIP00000020474	ENSACAP00000021641
ENSTNIP00000005279	ENSACAP00000005366
ENSTNIP00000020526	ENSACAP00000015933
ENSTNIP00000001735	ENSACAP00000013944
ENSTNIP00000005237	ENSACAP00000005047
ENSTNIP00000006834	ENSACAP00000013162
ENSTNIP00000017428	ENSACAP00000013162
ENSTNIP00000001515	ENSACAP00000001488
ENSTNIP00000020636	ENSACAP00000009225
ENSTNIP00000020958	ENSACAP00000004981
ENSTNIP00000006395	ENSACAP00000003814
ENSTNIP00000020531	ENSACAP00000016927
ENSTNIP00000019659	ENSACAP00000008458
ENSTNIP00000002997	ENSACAP00000002526
ENSTNIP00000011055	ENSACAP00000005325
ENSTNIP00000000448	ENSACAP00000002361
ENSTNIP00000008020	ENSACAP00000016934
ENSTNIP00000019163	ENSACAP00000017467
ENSTNIP00000012459	ENSACAP00000017467
ENSTNIP00000021704	ENSACAP00000001390
ENSTNIP00000021948	ENSACAP00000005718
ENSTNIP00000021032	ENSACAP00000006435
ENSTNIP00000014287	ENSACAP00000016731
ENSTNIP00000013789	ENSACAP00000014919
ENSTNIP00000009357	ENSACAP00000013636
ENSTNIP00000020803	ENSACAP00000009382
ENSTNIP00000022500	ENSACAP00000005502
ENSTNIP00000017815	ENSACAP00000011316
ENSTNIP00000001370	ENSACAP00000016764
ENSTNIP00000021949	ENSACAP00000005783
ENSTNIP00000009426	ENSACAP00000000032
ENSTNIP00000015345	ENSACAP00000013680
ENSTNIP00000015901	ENSACAP00000003524
ENSTNIP00000009110	ENSACAP00000003122
ENSTNIP00000012132	ENSACAP00000003679
ENSTNIP00000021479	ENSACAP00000017198
ENSTNIP00000009472	ENSACAP00000003100
ENSTNIP00000015506	ENSACAP00000006964
ENSTNIP00000017737	ENSACAP00000012058
ENSTNIP00000021082	ENSACAP00000012111
ENSTNIP00000001553	ENSACAP00000017465
