ENSORLP00000017023	ENSTGUP00000008915
ENSORLP00000018499	ENSTGUP00000011420
ENSORLP00000017139	ENSTGUP00000005422
ENSORLP00000009410	ENSTGUP00000000005
ENSORLP00000022082	ENSTGUP00000005241
ENSORLP00000006201	ENSTGUP00000006058
ENSORLP00000011475	ENSTGUP00000013805
ENSORLP00000008325	ENSTGUP00000013805
ENSORLP00000012778	ENSTGUP00000006416
ENSORLP00000024451	ENSTGUP00000001311
ENSORLP00000006981	ENSTGUP00000010293
ENSORLP00000017719	ENSTGUP00000011424
ENSORLP00000016613	ENSTGUP00000011732
ENSORLP00000005745	ENSTGUP00000015983
ENSORLP00000014348	ENSTGUP00000011285
ENSORLP00000003677	ENSTGUP00000011285
ENSORLP00000013557	ENSTGUP00000006813
ENSORLP00000000318	ENSTGUP00000017727
ENSORLP00000015267	ENSTGUP00000013731
ENSORLP00000012257	ENSTGUP00000004326
ENSORLP00000023995	ENSTGUP00000007285
ENSORLP00000000623	ENSTGUP00000004709
ENSORLP00000020326	ENSTGUP00000004709
ENSORLP00000015071	ENSTGUP00000010399
ENSORLP00000007403	ENSTGUP00000005425
ENSORLP00000007964	ENSTGUP00000007605
ENSORLP00000022528	ENSTGUP00000011235
ENSORLP00000014894	ENSTGUP00000013491
ENSORLP00000010394	ENSTGUP00000004056
ENSORLP00000018863	ENSTGUP00000004056
ENSORLP00000000121	ENSTGUP00000009373
ENSORLP00000012230	ENSTGUP00000001720
ENSORLP00000025189	ENSTGUP00000009229
ENSORLP00000004162	ENSTGUP00000010748
ENSORLP00000014202	ENSTGUP00000004626
ENSORLP00000022873	ENSTGUP00000007632
ENSORLP00000018455	ENSTGUP00000007632
ENSORLP00000025749	ENSTGUP00000002335
ENSORLP00000021892	ENSTGUP00000011310
ENSORLP00000007392	ENSTGUP00000002016
ENSORLP00000023358	ENSTGUP00000005847
ENSORLP00000005080	ENSTGUP00000001538
ENSORLP00000002836	ENSTGUP00000002443
ENSORLP00000010144	ENSTGUP00000007334
ENSORLP00000020205	ENSTGUP00000010815
ENSORLP00000018672	ENSTGUP00000014743
ENSORLP00000011117	ENSTGUP00000008413
ENSORLP00000005067	ENSTGUP00000004325
ENSORLP00000002935	ENSTGUP00000012523
ENSORLP00000006676	ENSTGUP00000006700
ENSORLP00000008517	ENSTGUP00000000038
ENSORLP00000016370	ENSTGUP00000005838
ENSORLP00000013808	ENSTGUP00000001526
ENSORLP00000023302	ENSTGUP00000000020
ENSORLP00000024984	ENSTGUP00000007201
ENSORLP00000008939	ENSTGUP00000007271
ENSORLP00000021881	ENSTGUP00000013432
ENSORLP00000025750	ENSTGUP00000013849
ENSORLP00000025601	ENSTGUP00000009612
ENSORLP00000020953	ENSTGUP00000012827
ENSORLP00000010493	ENSTGUP00000007548
ENSORLP00000017162	ENSTGUP00000017792
ENSORLP00000003400	ENSTGUP00000004830
ENSORLP00000017237	ENSTGUP00000004375
ENSORLP00000000984	ENSTGUP00000005633
ENSORLP00000022112	ENSTGUP00000012401
ENSORLP00000015636	ENSTGUP00000003091
ENSORLP00000021573	ENSTGUP00000007887
ENSORLP00000009926	ENSTGUP00000003737
ENSORLP00000025126	ENSTGUP00000005726
ENSORLP00000003010	ENSTGUP00000011864
ENSORLP00000023417	ENSTGUP00000006983
ENSORLP00000024721	ENSTGUP00000005568
ENSORLP00000008253	ENSTGUP00000000906
ENSORLP00000011713	ENSTGUP00000009355
ENSORLP00000007533	ENSTGUP00000006468
ENSORLP00000023745	ENSTGUP00000003751
ENSORLP00000023405	ENSTGUP00000006499
ENSORLP00000020273	ENSTGUP00000013441
ENSORLP00000001475	ENSTGUP00000008184
ENSORLP00000000989	ENSTGUP00000005106
ENSORLP00000013208	ENSTGUP00000013043
ENSORLP00000015320	ENSTGUP00000010451
ENSORLP00000015130	ENSTGUP00000010429
ENSORLP00000018427	ENSTGUP00000001507
ENSORLP00000012736	ENSTGUP00000001730
ENSORLP00000014839	ENSTGUP00000011903
ENSORLP00000001989	ENSTGUP00000009790
ENSORLP00000019945	ENSTGUP00000013720
ENSORLP00000019603	ENSTGUP00000011648
ENSORLP00000004066	ENSTGUP00000006001
ENSORLP00000018276	ENSTGUP00000001957
ENSORLP00000010441	ENSTGUP00000007974
ENSORLP00000006026	ENSTGUP00000011219
ENSORLP00000006262	ENSTGUP00000006375
ENSORLP00000018899	ENSTGUP00000000830
ENSORLP00000010082	ENSTGUP00000005862
ENSORLP00000002299	ENSTGUP00000002931
ENSORLP00000007133	ENSTGUP00000010795
ENSORLP00000009736	ENSTGUP00000005985
ENSORLP00000013907	ENSTGUP00000012808
ENSORLP00000017276	ENSTGUP00000003043
ENSORLP00000003551	ENSTGUP00000009868
ENSORLP00000002183	ENSTGUP00000014508
ENSORLP00000005514	ENSTGUP00000003205
ENSORLP00000014066	ENSTGUP00000015935
ENSORLP00000013050	ENSTGUP00000017314
ENSORLP00000010379	ENSTGUP00000002940
ENSORLP00000014532	ENSTGUP00000009999
ENSORLP00000025350	ENSTGUP00000013768
ENSORLP00000001040	ENSTGUP00000008357
ENSORLP00000016008	ENSTGUP00000005492
ENSORLP00000013785	ENSTGUP00000005808
ENSORLP00000017903	ENSTGUP00000005327
ENSORLP00000000288	ENSTGUP00000004501
ENSORLP00000004394	ENSTGUP00000002924
ENSORLP00000005860	ENSTGUP00000006256
ENSORLP00000021467	ENSTGUP00000001414
ENSORLP00000001325	ENSTGUP00000015976
ENSORLP00000024949	ENSTGUP00000006654
ENSORLP00000011350	ENSTGUP00000012792
ENSORLP00000002361	ENSTGUP00000010104
ENSORLP00000006309	ENSTGUP00000006439
ENSORLP00000002697	ENSTGUP00000015667
ENSORLP00000002697	ENSTGUP00000014296
ENSORLP00000017531	ENSTGUP00000001391
ENSORLP00000005270	ENSTGUP00000002863
ENSORLP00000018620	ENSTGUP00000002863
ENSORLP00000018397	ENSTGUP00000000841
ENSORLP00000014262	ENSTGUP00000004729
ENSORLP00000022748	ENSTGUP00000012681
ENSORLP00000005914	ENSTGUP00000006575
ENSORLP00000006229	ENSTGUP00000011193
ENSORLP00000025068	ENSTGUP00000017653
ENSORLP00000015427	ENSTGUP00000017200
ENSORLP00000013893	ENSTGUP00000005725
ENSORLP00000014822	ENSTGUP00000007276
ENSORLP00000021710	ENSTGUP00000008605
ENSORLP00000004304	ENSTGUP00000008868
ENSORLP00000002230	ENSTGUP00000010981
ENSORLP00000006462	ENSTGUP00000001412
ENSORLP00000025232	ENSTGUP00000002331
ENSORLP00000021375	ENSTGUP00000001145
ENSORLP00000025307	ENSTGUP00000008662
ENSORLP00000018103	ENSTGUP00000001944
ENSORLP00000008272	ENSTGUP00000003939
ENSORLP00000003717	ENSTGUP00000002354
ENSORLP00000004155	ENSTGUP00000007204
ENSORLP00000011619	ENSTGUP00000008575
ENSORLP00000020324	ENSTGUP00000003366
ENSORLP00000022876	ENSTGUP00000004662
ENSORLP00000010798	ENSTGUP00000012381
ENSORLP00000019913	ENSTGUP00000013047
ENSORLP00000015369	ENSTGUP00000014997
ENSORLP00000022611	ENSTGUP00000009086
ENSORLP00000014863	ENSTGUP00000012486
ENSORLP00000014970	ENSTGUP00000006074
ENSORLP00000011964	ENSTGUP00000008708
ENSORLP00000002964	ENSTGUP00000002433
ENSORLP00000015878	ENSTGUP00000008590
ENSORLP00000012034	ENSTGUP00000011778
ENSORLP00000023800	ENSTGUP00000006040
ENSORLP00000018997	ENSTGUP00000015837
ENSORLP00000014827	ENSTGUP00000008075
ENSORLP00000019887	ENSTGUP00000001404
ENSORLP00000008944	ENSTGUP00000010079
ENSORLP00000017300	ENSTGUP00000007810
ENSORLP00000009680	ENSTGUP00000008111
ENSORLP00000020141	ENSTGUP00000014039
ENSORLP00000007782	ENSTGUP00000001880
ENSORLP00000013346	ENSTGUP00000012813
ENSORLP00000019462	ENSTGUP00000005427
ENSORLP00000018539	ENSTGUP00000009889
ENSORLP00000002345	ENSTGUP00000014647
ENSORLP00000008887	ENSTGUP00000001858
ENSORLP00000016591	ENSTGUP00000010190
ENSORLP00000008536	ENSTGUP00000008692
ENSORLP00000007538	ENSTGUP00000012015
ENSORLP00000016023	ENSTGUP00000013589
ENSORLP00000012840	ENSTGUP00000004035
ENSORLP00000022849	ENSTGUP00000010957
ENSORLP00000012020	ENSTGUP00000011158
ENSORLP00000017609	ENSTGUP00000012429
ENSORLP00000025771	ENSTGUP00000001515
ENSORLP00000007504	ENSTGUP00000013809
ENSORLP00000003094	ENSTGUP00000017831
ENSORLP00000024549	ENSTGUP00000004778
ENSORLP00000013776	ENSTGUP00000004785
ENSORLP00000008662	ENSTGUP00000007134
ENSORLP00000001558	ENSTGUP00000010798
ENSORLP00000004083	ENSTGUP00000009823
ENSORLP00000011134	ENSTGUP00000006552
ENSORLP00000008384	ENSTGUP00000006552
ENSORLP00000005732	ENSTGUP00000002784
ENSORLP00000025385	ENSTGUP00000006323
ENSORLP00000015910	ENSTGUP00000010410
ENSORLP00000007989	ENSTGUP00000003650
ENSORLP00000022055	ENSTGUP00000011691
ENSORLP00000007295	ENSTGUP00000008501
ENSORLP00000017852	ENSTGUP00000007707
ENSORLP00000006477	ENSTGUP00000003248
ENSORLP00000012534	ENSTGUP00000009833
ENSORLP00000007626	ENSTGUP00000010955
ENSORLP00000024898	ENSTGUP00000002432
ENSORLP00000019410	ENSTGUP00000005914
ENSORLP00000022972	ENSTGUP00000015004
ENSORLP00000015772	ENSTGUP00000007867
ENSORLP00000008290	ENSTGUP00000008411
ENSORLP00000018737	ENSTGUP00000001059
ENSORLP00000022672	ENSTGUP00000013423
ENSORLP00000011204	ENSTGUP00000008342
ENSORLP00000006148	ENSTGUP00000004122
ENSORLP00000018046	ENSTGUP00000004122
ENSORLP00000016022	ENSTGUP00000003661
ENSORLP00000006457	ENSTGUP00000000124
ENSORLP00000012744	ENSTGUP00000013416
ENSORLP00000001733	ENSTGUP00000008193
ENSORLP00000018543	ENSTGUP00000016583
ENSORLP00000024779	ENSTGUP00000009684
ENSORLP00000011068	ENSTGUP00000006773
ENSORLP00000025235	ENSTGUP00000006659
ENSORLP00000017399	ENSTGUP00000011531
ENSORLP00000001509	ENSTGUP00000002409
ENSORLP00000011219	ENSTGUP00000012265
ENSORLP00000016053	ENSTGUP00000006301
ENSORLP00000011228	ENSTGUP00000007337
ENSORLP00000013478	ENSTGUP00000012699
ENSORLP00000001715	ENSTGUP00000010491
ENSORLP00000006494	ENSTGUP00000008926
ENSORLP00000012528	ENSTGUP00000001201
ENSORLP00000024783	ENSTGUP00000010784
ENSORLP00000020716	ENSTGUP00000001726
ENSORLP00000015937	ENSTGUP00000012755
ENSORLP00000012280	ENSTGUP00000000429
ENSORLP00000022503	ENSTGUP00000012690
ENSORLP00000019935	ENSTGUP00000011973
ENSORLP00000011195	ENSTGUP00000011973
ENSORLP00000006126	ENSTGUP00000009714
ENSORLP00000006995	ENSTGUP00000007135
ENSORLP00000003031	ENSTGUP00000005943
ENSORLP00000003593	ENSTGUP00000005345
ENSORLP00000006837	ENSTGUP00000010037
ENSORLP00000018960	ENSTGUP00000014145
ENSORLP00000020076	ENSTGUP00000015949
ENSORLP00000004648	ENSTGUP00000000589
ENSORLP00000008603	ENSTGUP00000008653
ENSORLP00000001439	ENSTGUP00000008653
ENSORLP00000002832	ENSTGUP00000014467
ENSORLP00000002287	ENSTGUP00000003840
ENSORLP00000003567	ENSTGUP00000002789
ENSORLP00000017761	ENSTGUP00000010216
ENSORLP00000009982	ENSTGUP00000012611
ENSORLP00000005916	ENSTGUP00000012399
ENSORLP00000012706	ENSTGUP00000013649
ENSORLP00000013172	ENSTGUP00000009596
ENSORLP00000001721	ENSTGUP00000004907
ENSORLP00000005458	ENSTGUP00000001629
ENSORLP00000018656	ENSTGUP00000017296
ENSORLP00000005620	ENSTGUP00000004248
ENSORLP00000004610	ENSTGUP00000006065
ENSORLP00000016324	ENSTGUP00000013597
ENSORLP00000006120	ENSTGUP00000004450
ENSORLP00000003128	ENSTGUP00000012291
ENSORLP00000007423	ENSTGUP00000006296
ENSORLP00000021404	ENSTGUP00000006043
ENSORLP00000007052	ENSTGUP00000009119
ENSORLP00000014718	ENSTGUP00000003669
ENSORLP00000010852	ENSTGUP00000006680
ENSORLP00000015909	ENSTGUP00000012319
ENSORLP00000012456	ENSTGUP00000004947
ENSORLP00000020528	ENSTGUP00000005211
ENSORLP00000007601	ENSTGUP00000006549
ENSORLP00000001773	ENSTGUP00000008067
ENSORLP00000007459	ENSTGUP00000010931
ENSORLP00000023543	ENSTGUP00000001795
ENSORLP00000013747	ENSTGUP00000009773
ENSORLP00000019846	ENSTGUP00000012329
ENSORLP00000021244	ENSTGUP00000012920
ENSORLP00000003943	ENSTGUP00000010517
ENSORLP00000022294	ENSTGUP00000008458
ENSORLP00000006143	ENSTGUP00000006199
ENSORLP00000004991	ENSTGUP00000012266
ENSORLP00000004263	ENSTGUP00000009028
ENSORLP00000000791	ENSTGUP00000013411
ENSORLP00000022452	ENSTGUP00000011375
ENSORLP00000010114	ENSTGUP00000006960
ENSORLP00000022299	ENSTGUP00000007594
ENSORLP00000004622	ENSTGUP00000012175
ENSORLP00000011062	ENSTGUP00000009043
ENSORLP00000006497	ENSTGUP00000003383
ENSORLP00000002790	ENSTGUP00000001994
ENSORLP00000014662	ENSTGUP00000008442
ENSORLP00000019982	ENSTGUP00000001251
ENSORLP00000018871	ENSTGUP00000008978
ENSORLP00000016707	ENSTGUP00000017614
ENSORLP00000021771	ENSTGUP00000002997
ENSORLP00000002007	ENSTGUP00000004029
ENSORLP00000022840	ENSTGUP00000005628
ENSORLP00000002126	ENSTGUP00000004832
ENSORLP00000017327	ENSTGUP00000007315
ENSORLP00000011618	ENSTGUP00000007315
ENSORLP00000023470	ENSTGUP00000004531
ENSORLP00000017242	ENSTGUP00000007640
ENSORLP00000003578	ENSTGUP00000010980
ENSORLP00000012771	ENSTGUP00000003987
ENSORLP00000004511	ENSTGUP00000007266
ENSORLP00000016399	ENSTGUP00000010930
ENSORLP00000015838	ENSTGUP00000013964
ENSORLP00000004692	ENSTGUP00000002246
ENSORLP00000003684	ENSTGUP00000005213
ENSORLP00000002667	ENSTGUP00000004799
ENSORLP00000020215	ENSTGUP00000008019
ENSORLP00000017515	ENSTGUP00000006730
ENSORLP00000007263	ENSTGUP00000012136
ENSORLP00000012240	ENSTGUP00000008982
ENSORLP00000000389	ENSTGUP00000017703
ENSORLP00000012608	ENSTGUP00000006188
ENSORLP00000023739	ENSTGUP00000003755
ENSORLP00000004177	ENSTGUP00000006193
ENSORLP00000012001	ENSTGUP00000013272
ENSORLP00000011482	ENSTGUP00000004416
ENSORLP00000012027	ENSTGUP00000001608
ENSORLP00000006132	ENSTGUP00000003232
ENSORLP00000013629	ENSTGUP00000003442
ENSORLP00000011000	ENSTGUP00000011983
ENSORLP00000005009	ENSTGUP00000005812
ENSORLP00000010368	ENSTGUP00000005812
ENSORLP00000019232	ENSTGUP00000012032
ENSORLP00000007480	ENSTGUP00000004906
ENSORLP00000015288	ENSTGUP00000003234
ENSORLP00000001701	ENSTGUP00000011363
ENSORLP00000013652	ENSTGUP00000005849
ENSORLP00000001977	ENSTGUP00000006906
ENSORLP00000003739	ENSTGUP00000002723
ENSORLP00000004834	ENSTGUP00000006889
ENSORLP00000017885	ENSTGUP00000005235
ENSORLP00000015470	ENSTGUP00000004822
ENSORLP00000002122	ENSTGUP00000004822
ENSORLP00000011478	ENSTGUP00000012531
ENSORLP00000020979	ENSTGUP00000004166
ENSORLP00000008959	ENSTGUP00000010707
ENSORLP00000005922	ENSTGUP00000009218
ENSORLP00000006880	ENSTGUP00000010459
ENSORLP00000018946	ENSTGUP00000013437
ENSORLP00000022106	ENSTGUP00000012412
ENSORLP00000013471	ENSTGUP00000012173
ENSORLP00000017357	ENSTGUP00000006082
ENSORLP00000010865	ENSTGUP00000001264
ENSORLP00000025640	ENSTGUP00000000501
ENSORLP00000004281	ENSTGUP00000008831
ENSORLP00000024436	ENSTGUP00000001020
ENSORLP00000007291	ENSTGUP00000001285
ENSORLP00000002107	ENSTGUP00000007024
ENSORLP00000023110	ENSTGUP00000006602
ENSORLP00000012120	ENSTGUP00000018058
ENSORLP00000005004	ENSTGUP00000002718
ENSORLP00000018538	ENSTGUP00000007661
ENSORLP00000022353	ENSTGUP00000013364
ENSORLP00000017943	ENSTGUP00000008059
ENSORLP00000025118	ENSTGUP00000011338
ENSORLP00000006367	ENSTGUP00000009041
ENSORLP00000008904	ENSTGUP00000009041
ENSORLP00000005862	ENSTGUP00000012742
ENSORLP00000010197	ENSTGUP00000000188
ENSORLP00000020626	ENSTGUP00000011642
ENSORLP00000010392	ENSTGUP00000010230
ENSORLP00000012056	ENSTGUP00000009063
ENSORLP00000018463	ENSTGUP00000010010
ENSORLP00000022802	ENSTGUP00000002609
ENSORLP00000007556	ENSTGUP00000006484
ENSORLP00000024498	ENSTGUP00000009319
ENSORLP00000005683	ENSTGUP00000004294
ENSORLP00000024594	ENSTGUP00000016690
ENSORLP00000019724	ENSTGUP00000013378
ENSORLP00000015010	ENSTGUP00000002061
ENSORLP00000021401	ENSTGUP00000006033
ENSORLP00000009180	ENSTGUP00000003937
ENSORLP00000001535	ENSTGUP00000008771
ENSORLP00000001823	ENSTGUP00000006922
ENSORLP00000006438	ENSTGUP00000016889
ENSORLP00000018624	ENSTGUP00000012098
ENSORLP00000025202	ENSTGUP00000009963
ENSORLP00000018442	ENSTGUP00000017082
ENSORLP00000000183	ENSTGUP00000010353
ENSORLP00000000127	ENSTGUP00000012298
ENSORLP00000013136	ENSTGUP00000003707
ENSORLP00000005627	ENSTGUP00000000993
ENSORLP00000004126	ENSTGUP00000005418
ENSORLP00000002019	ENSTGUP00000006902
ENSORLP00000010519	ENSTGUP00000008742
ENSORLP00000019928	ENSTGUP00000011131
ENSORLP00000017322	ENSTGUP00000004635
ENSORLP00000000802	ENSTGUP00000008855
ENSORLP00000024164	ENSTGUP00000008886
ENSORLP00000012652	ENSTGUP00000009996
ENSORLP00000002421	ENSTGUP00000007655
ENSORLP00000008996	ENSTGUP00000003807
ENSORLP00000003760	ENSTGUP00000008238
ENSORLP00000000887	ENSTGUP00000000375
ENSORLP00000015409	ENSTGUP00000003460
ENSORLP00000022733	ENSTGUP00000007366
ENSORLP00000023575	ENSTGUP00000008310
ENSORLP00000012969	ENSTGUP00000010211
ENSORLP00000014554	ENSTGUP00000005349
ENSORLP00000018697	ENSTGUP00000006068
ENSORLP00000021714	ENSTGUP00000013687
ENSORLP00000002564	ENSTGUP00000005566
ENSORLP00000010983	ENSTGUP00000013394
ENSORLP00000013856	ENSTGUP00000006617
ENSORLP00000007447	ENSTGUP00000006312
ENSORLP00000025465	ENSTGUP00000005480
ENSORLP00000014056	ENSTGUP00000011538
ENSORLP00000011157	ENSTGUP00000001704
ENSORLP00000006726	ENSTGUP00000006201
ENSORLP00000020343	ENSTGUP00000001982
ENSORLP00000020163	ENSTGUP00000014040
ENSORLP00000008468	ENSTGUP00000011651
ENSORLP00000020149	ENSTGUP00000003742
ENSORLP00000008899	ENSTGUP00000003972
ENSORLP00000011472	ENSTGUP00000012040
ENSORLP00000002408	ENSTGUP00000002367
ENSORLP00000005511	ENSTGUP00000007197
ENSORLP00000018487	ENSTGUP00000008987
ENSORLP00000012148	ENSTGUP00000012973
ENSORLP00000000749	ENSTGUP00000007774
ENSORLP00000013807	ENSTGUP00000001535
ENSORLP00000005104	ENSTGUP00000003925
ENSORLP00000019631	ENSTGUP00000014024
ENSORLP00000022441	ENSTGUP00000012069
ENSORLP00000005891	ENSTGUP00000007467
ENSORLP00000016752	ENSTGUP00000012779
ENSORLP00000007042	ENSTGUP00000008052
ENSORLP00000015188	ENSTGUP00000006511
ENSORLP00000000905	ENSTGUP00000006494
ENSORLP00000021491	ENSTGUP00000008869
ENSORLP00000006073	ENSTGUP00000005890
ENSORLP00000006675	ENSTGUP00000008660
ENSORLP00000021547	ENSTGUP00000007805
ENSORLP00000006572	ENSTGUP00000003398
ENSORLP00000014646	ENSTGUP00000006824
ENSORLP00000023724	ENSTGUP00000005064
ENSORLP00000010857	ENSTGUP00000013998
ENSORLP00000007280	ENSTGUP00000009945
ENSORLP00000020637	ENSTGUP00000007860
ENSORLP00000013940	ENSTGUP00000001950
ENSORLP00000003147	ENSTGUP00000002303
ENSORLP00000005378	ENSTGUP00000002690
ENSORLP00000020960	ENSTGUP00000011961
ENSORLP00000012011	ENSTGUP00000010093
ENSORLP00000003227	ENSTGUP00000010252
ENSORLP00000003940	ENSTGUP00000010455
ENSORLP00000020823	ENSTGUP00000012525
ENSORLP00000023824	ENSTGUP00000003340
ENSORLP00000019555	ENSTGUP00000004723
ENSORLP00000020375	ENSTGUP00000012453
ENSORLP00000018053	ENSTGUP00000010441
ENSORLP00000021838	ENSTGUP00000002963
ENSORLP00000023538	ENSTGUP00000002963
ENSORLP00000006246	ENSTGUP00000006330
ENSORLP00000021830	ENSTGUP00000003430
ENSORLP00000008140	ENSTGUP00000006701
ENSORLP00000004869	ENSTGUP00000010371
ENSORLP00000006207	ENSTGUP00000010371
ENSORLP00000002344	ENSTGUP00000008913
ENSORLP00000020424	ENSTGUP00000012661
ENSORLP00000012220	ENSTGUP00000013255
ENSORLP00000015759	ENSTGUP00000002189
ENSORLP00000010092	ENSTGUP00000009892
ENSORLP00000018041	ENSTGUP00000001552
ENSORLP00000013769	ENSTGUP00000001967
ENSORLP00000022346	ENSTGUP00000013359
ENSORLP00000012022	ENSTGUP00000007474
ENSORLP00000004649	ENSTGUP00000002546
ENSORLP00000018409	ENSTGUP00000008198
ENSORLP00000001923	ENSTGUP00000005785
ENSORLP00000000754	ENSTGUP00000007772
ENSORLP00000018399	ENSTGUP00000011535
ENSORLP00000005774	ENSTGUP00000002585
ENSORLP00000004945	ENSTGUP00000002585
ENSORLP00000022350	ENSTGUP00000013362
ENSORLP00000022613	ENSTGUP00000002815
ENSORLP00000003651	ENSTGUP00000005222
ENSORLP00000000007	ENSTGUP00000010027
ENSORLP00000013564	ENSTGUP00000006823
ENSORLP00000017854	ENSTGUP00000001182
ENSORLP00000014999	ENSTGUP00000013489
ENSORLP00000019039	ENSTGUP00000014896
ENSORLP00000002398	ENSTGUP00000009348
ENSORLP00000010420	ENSTGUP00000003217
ENSORLP00000013697	ENSTGUP00000010904
ENSORLP00000004418	ENSTGUP00000005158
ENSORLP00000019330	ENSTGUP00000012256
ENSORLP00000002880	ENSTGUP00000013852
ENSORLP00000023769	ENSTGUP00000017580
ENSORLP00000018057	ENSTGUP00000016569
ENSORLP00000016119	ENSTGUP00000013606
ENSORLP00000001724	ENSTGUP00000004657
ENSORLP00000013235	ENSTGUP00000002828
ENSORLP00000001198	ENSTGUP00000010381
ENSORLP00000024518	ENSTGUP00000013557
ENSORLP00000014118	ENSTGUP00000008649
ENSORLP00000025673	ENSTGUP00000003120
ENSORLP00000009325	ENSTGUP00000003120
ENSORLP00000006060	ENSTGUP00000011237
ENSORLP00000020473	ENSTGUP00000013055
ENSORLP00000014527	ENSTGUP00000005063
ENSORLP00000006696	ENSTGUP00000003704
ENSORLP00000024383	ENSTGUP00000011036
ENSORLP00000015025	ENSTGUP00000006996
ENSORLP00000022993	ENSTGUP00000005589
ENSORLP00000002886	ENSTGUP00000018222
ENSORLP00000017268	ENSTGUP00000013401
ENSORLP00000007098	ENSTGUP00000005475
ENSORLP00000008714	ENSTGUP00000011964
ENSORLP00000003634	ENSTGUP00000003744
ENSORLP00000010158	ENSTGUP00000006127
ENSORLP00000008241	ENSTGUP00000014301
ENSORLP00000018598	ENSTGUP00000008302
ENSORLP00000009304	ENSTGUP00000000627
ENSORLP00000016135	ENSTGUP00000004971
ENSORLP00000001914	ENSTGUP00000013332
ENSORLP00000019343	ENSTGUP00000002614
ENSORLP00000004572	ENSTGUP00000013827
ENSORLP00000019623	ENSTGUP00000001798
ENSORLP00000008209	ENSTGUP00000010044
ENSORLP00000023660	ENSTGUP00000005468
ENSORLP00000005763	ENSTGUP00000002955
ENSORLP00000021974	ENSTGUP00000001420
ENSORLP00000009703	ENSTGUP00000009452
ENSORLP00000001024	ENSTGUP00000007239
ENSORLP00000016925	ENSTGUP00000008523
ENSORLP00000016693	ENSTGUP00000005337
ENSORLP00000013622	ENSTGUP00000010373
ENSORLP00000010888	ENSTGUP00000001765
ENSORLP00000018806	ENSTGUP00000009504
ENSORLP00000018743	ENSTGUP00000006758
ENSORLP00000021320	ENSTGUP00000012157
ENSORLP00000003528	ENSTGUP00000010448
ENSORLP00000003985	ENSTGUP00000007493
ENSORLP00000000187	ENSTGUP00000017273
ENSORLP00000000174	ENSTGUP00000000694
ENSORLP00000004840	ENSTGUP00000002198
ENSORLP00000018064	ENSTGUP00000005496
ENSORLP00000012609	ENSTGUP00000017696
ENSORLP00000023184	ENSTGUP00000000829
ENSORLP00000006167	ENSTGUP00000006433
ENSORLP00000013469	ENSTGUP00000009214
ENSORLP00000005196	ENSTGUP00000001423
ENSORLP00000006923	ENSTGUP00000013834
ENSORLP00000011721	ENSTGUP00000011825
ENSORLP00000005906	ENSTGUP00000007457
ENSORLP00000020256	ENSTGUP00000013448
ENSORLP00000005452	ENSTGUP00000012707
ENSORLP00000017371	ENSTGUP00000004617
ENSORLP00000004689	ENSTGUP00000006099
ENSORLP00000014702	ENSTGUP00000007639
ENSORLP00000002966	ENSTGUP00000000319
ENSORLP00000016380	ENSTGUP00000003504
ENSORLP00000024967	ENSTGUP00000013060
ENSORLP00000004663	ENSTGUP00000013060
ENSORLP00000018587	ENSTGUP00000009947
ENSORLP00000010732	ENSTGUP00000010473
ENSORLP00000001901	ENSTGUP00000002930
ENSORLP00000005379	ENSTGUP00000004953
ENSORLP00000016226	ENSTGUP00000009223
ENSORLP00000023142	ENSTGUP00000013195
ENSORLP00000003466	ENSTGUP00000013390
ENSORLP00000019289	ENSTGUP00000011224
ENSORLP00000013531	ENSTGUP00000008312
ENSORLP00000001863	ENSTGUP00000017219
ENSORLP00000008930	ENSTGUP00000000867
ENSORLP00000017888	ENSTGUP00000002181
ENSORLP00000014328	ENSTGUP00000006380
ENSORLP00000001064	ENSTGUP00000009156
ENSORLP00000012911	ENSTGUP00000013123
ENSORLP00000013715	ENSTGUP00000013231
ENSORLP00000018363	ENSTGUP00000007923
ENSORLP00000003930	ENSTGUP00000014832
ENSORLP00000000652	ENSTGUP00000001517
ENSORLP00000023541	ENSTGUP00000006854
ENSORLP00000001502	ENSTGUP00000010563
ENSORLP00000002214	ENSTGUP00000009091
ENSORLP00000011642	ENSTGUP00000007876
ENSORLP00000014742	ENSTGUP00000009385
ENSORLP00000020791	ENSTGUP00000008750
ENSORLP00000025084	ENSTGUP00000005809
ENSORLP00000020383	ENSTGUP00000015208
ENSORLP00000002610	ENSTGUP00000006088
ENSORLP00000012332	ENSTGUP00000006086
ENSORLP00000024787	ENSTGUP00000010123
ENSORLP00000021270	ENSTGUP00000004983
ENSORLP00000003894	ENSTGUP00000005364
ENSORLP00000005002	ENSTGUP00000002280
ENSORLP00000011468	ENSTGUP00000004984
ENSORLP00000013455	ENSTGUP00000010420
ENSORLP00000002397	ENSTGUP00000002871
ENSORLP00000011490	ENSTGUP00000013484
ENSORLP00000020851	ENSTGUP00000008685
ENSORLP00000007237	ENSTGUP00000001317
ENSORLP00000013783	ENSTGUP00000001532
ENSORLP00000005430	ENSTGUP00000007158
ENSORLP00000002887	ENSTGUP00000012511
ENSORLP00000022470	ENSTGUP00000011322
ENSORLP00000001496	ENSTGUP00000009866
ENSORLP00000021500	ENSTGUP00000007021
ENSORLP00000002723	ENSTGUP00000012651
ENSORLP00000019119	ENSTGUP00000010990
ENSORLP00000010042	ENSTGUP00000002029
