ENSTNIP00000004863	ENSMODP00000016222
ENSTNIP00000013830	ENSMODP00000004270
ENSTNIP00000012284	ENSMODP00000004721
ENSTNIP00000010611	ENSMODP00000018289
ENSTNIP00000019294	ENSMODP00000028705
ENSTNIP00000012886	ENSMODP00000028883
ENSTNIP00000013630	ENSMODP00000007639
ENSTNIP00000018228	ENSMODP00000003239
ENSTNIP00000004051	ENSMODP00000005243
ENSTNIP00000018053	ENSMODP00000026381
ENSTNIP00000008148	ENSMODP00000023307
ENSTNIP00000006117	ENSMODP00000034181
ENSTNIP00000001565	ENSMODP00000024633
ENSTNIP00000007284	ENSMODP00000035541
ENSTNIP00000022827	ENSMODP00000010234
ENSTNIP00000019407	ENSMODP00000020946
ENSTNIP00000007467	ENSMODP00000002881
ENSTNIP00000011182	ENSMODP00000034045
ENSTNIP00000019711	ENSMODP00000016656
ENSTNIP00000012728	ENSMODP00000003702
ENSTNIP00000014944	ENSMODP00000007647
ENSTNIP00000011981	ENSMODP00000012124
ENSTNIP00000015919	ENSMODP00000020665
ENSTNIP00000019406	ENSMODP00000022461
ENSTNIP00000011770	ENSMODP00000003119
ENSTNIP00000018361	ENSMODP00000002863
ENSTNIP00000020526	ENSMODP00000008175
ENSTNIP00000001735	ENSMODP00000000276
ENSTNIP00000005237	ENSMODP00000024753
ENSTNIP00000006834	ENSMODP00000018942
ENSTNIP00000017428	ENSMODP00000018942
ENSTNIP00000001515	ENSMODP00000015076
ENSTNIP00000020636	ENSMODP00000003253
ENSTNIP00000003522	ENSMODP00000025473
ENSTNIP00000020958	ENSMODP00000003437
ENSTNIP00000006395	ENSMODP00000029121
ENSTNIP00000020531	ENSMODP00000006704
ENSTNIP00000019659	ENSMODP00000023455
ENSTNIP00000002997	ENSMODP00000014787
ENSTNIP00000011055	ENSMODP00000010263
ENSTNIP00000008020	ENSMODP00000022132
ENSTNIP00000019163	ENSMODP00000025465
ENSTNIP00000012459	ENSMODP00000025465
ENSTNIP00000021704	ENSMODP00000018243
ENSTNIP00000021948	ENSMODP00000018056
ENSTNIP00000021032	ENSMODP00000021275
ENSTNIP00000014287	ENSMODP00000018425
ENSTNIP00000013789	ENSMODP00000002910
ENSTNIP00000009357	ENSMODP00000012308
ENSTNIP00000020803	ENSMODP00000025867
ENSTNIP00000022500	ENSMODP00000010590
ENSTNIP00000017815	ENSMODP00000015459
ENSTNIP00000001370	ENSMODP00000008319
ENSTNIP00000021949	ENSMODP00000018092
ENSTNIP00000009426	ENSMODP00000022940
ENSTNIP00000015345	ENSMODP00000014641
ENSTNIP00000015901	ENSMODP00000005874
ENSTNIP00000009110	ENSMODP00000005285
ENSTNIP00000021479	ENSMODP00000022437
ENSTNIP00000009472	ENSMODP00000015061
ENSTNIP00000017737	ENSMODP00000016710
ENSTNIP00000021082	ENSMODP00000008692
ENSTNIP00000001553	ENSMODP00000018588
ENSTNIP00000005817	ENSMODP00000023980
ENSTNIP00000010786	ENSMODP00000008922
ENSTNIP00000003153	ENSMODP00000018279
ENSTNIP00000020385	ENSMODP00000014294
ENSTNIP00000005409	ENSMODP00000023404
ENSTNIP00000023086	ENSMODP00000021373
ENSTNIP00000012476	ENSMODP00000012513
ENSTNIP00000020850	ENSMODP00000040236
ENSTNIP00000014841	ENSMODP00000002986
ENSTNIP00000012681	ENSMODP00000002986
ENSTNIP00000022084	ENSMODP00000012296
ENSTNIP00000023100	ENSMODP00000018834
ENSTNIP00000010147	ENSMODP00000000378
ENSTNIP00000018223	ENSMODP00000038366
ENSTNIP00000009954	ENSMODP00000014148
ENSTNIP00000011376	ENSMODP00000014022
ENSTNIP00000022477	ENSMODP00000008168
ENSTNIP00000005121	ENSMODP00000014575
ENSTNIP00000005675	ENSMODP00000024279
ENSTNIP00000007152	ENSMODP00000003513
ENSTNIP00000009089	ENSMODP00000005875
ENSTNIP00000010948	ENSMODP00000036502
ENSTNIP00000005401	ENSMODP00000024563
ENSTNIP00000003353	ENSMODP00000024025
ENSTNIP00000009982	ENSMODP00000003913
ENSTNIP00000016500	ENSMODP00000015575
ENSTNIP00000020199	ENSMODP00000010352
ENSTNIP00000011951	ENSMODP00000030146
ENSTNIP00000016419	ENSMODP00000023698
ENSTNIP00000009356	ENSMODP00000017820
ENSTNIP00000005939	ENSMODP00000024337
ENSTNIP00000012313	ENSMODP00000003660
ENSTNIP00000007938	ENSMODP00000009899
ENSTNIP00000019160	ENSMODP00000040218
ENSTNIP00000001529	ENSMODP00000005626
ENSTNIP00000011776	ENSMODP00000021757
ENSTNIP00000019159	ENSMODP00000004969
ENSTNIP00000010994	ENSMODP00000040369
ENSTNIP00000014061	ENSMODP00000004243
ENSTNIP00000008318	ENSMODP00000006529
ENSTNIP00000009555	ENSMODP00000029832
ENSTNIP00000001135	ENSMODP00000011173
ENSTNIP00000013584	ENSMODP00000010044
ENSTNIP00000014853	ENSMODP00000015334
ENSTNIP00000021886	ENSMODP00000016740
ENSTNIP00000013871	ENSMODP00000022080
ENSTNIP00000010113	ENSMODP00000002288
ENSTNIP00000008044	ENSMODP00000022531
ENSTNIP00000007544	ENSMODP00000017898
ENSTNIP00000015875	ENSMODP00000017549
ENSTNIP00000017681	ENSMODP00000019823
ENSTNIP00000017550	ENSMODP00000019964
ENSTNIP00000019097	ENSMODP00000035095
ENSTNIP00000008334	ENSMODP00000015791
ENSTNIP00000021481	ENSMODP00000021239
ENSTNIP00000005552	ENSMODP00000005014
ENSTNIP00000007877	ENSMODP00000023658
ENSTNIP00000009758	ENSMODP00000015544
ENSTNIP00000021074	ENSMODP00000016665
ENSTNIP00000007137	ENSMODP00000005224
ENSTNIP00000021337	ENSMODP00000018709
ENSTNIP00000019313	ENSMODP00000012561
ENSTNIP00000020517	ENSMODP00000009566
ENSTNIP00000008149	ENSMODP00000018670
ENSTNIP00000006629	ENSMODP00000019000
ENSTNIP00000003487	ENSMODP00000019070
ENSTNIP00000016673	ENSMODP00000032612
ENSTNIP00000020270	ENSMODP00000003607
ENSTNIP00000019235	ENSMODP00000031186
ENSTNIP00000000942	ENSMODP00000015614
ENSTNIP00000015044	ENSMODP00000020853
ENSTNIP00000019091	ENSMODP00000018025
ENSTNIP00000013772	ENSMODP00000008570
ENSTNIP00000019614	ENSMODP00000004261
ENSTNIP00000019619	ENSMODP00000014065
ENSTNIP00000014208	ENSMODP00000018902
ENSTNIP00000019640	ENSMODP00000027050
ENSTNIP00000009244	ENSMODP00000014011
ENSTNIP00000013141	ENSMODP00000009655
ENSTNIP00000010069	ENSMODP00000014009
ENSTNIP00000005894	ENSMODP00000010735
ENSTNIP00000020460	ENSMODP00000000120
ENSTNIP00000006550	ENSMODP00000019410
ENSTNIP00000019900	ENSMODP00000010151
ENSTNIP00000023057	ENSMODP00000021663
ENSTNIP00000005298	ENSMODP00000006256
ENSTNIP00000011371	ENSMODP00000024095
ENSTNIP00000014219	ENSMODP00000008525
ENSTNIP00000019681	ENSMODP00000023189
ENSTNIP00000009751	ENSMODP00000000558
ENSTNIP00000012796	ENSMODP00000000493
ENSTNIP00000017662	ENSMODP00000001649
ENSTNIP00000006358	ENSMODP00000024311
ENSTNIP00000008213	ENSMODP00000019306
ENSTNIP00000022602	ENSMODP00000024152
ENSTNIP00000007315	ENSMODP00000030128
ENSTNIP00000015645	ENSMODP00000010016
ENSTNIP00000002854	ENSMODP00000002450
ENSTNIP00000019438	ENSMODP00000019556
ENSTNIP00000018793	ENSMODP00000014319
ENSTNIP00000018453	ENSMODP00000002187
ENSTNIP00000017300	ENSMODP00000024017
ENSTNIP00000017753	ENSMODP00000012164
ENSTNIP00000017011	ENSMODP00000023873
ENSTNIP00000007748	ENSMODP00000016231
ENSTNIP00000009940	ENSMODP00000003018
ENSTNIP00000011691	ENSMODP00000004236
ENSTNIP00000017820	ENSMODP00000021601
ENSTNIP00000007780	ENSMODP00000036544
ENSTNIP00000005196	ENSMODP00000003538
ENSTNIP00000016490	ENSMODP00000024104
ENSTNIP00000022543	ENSMODP00000014508
ENSTNIP00000015650	ENSMODP00000036684
ENSTNIP00000009844	ENSMODP00000000574
ENSTNIP00000006785	ENSMODP00000000254
ENSTNIP00000020116	ENSMODP00000013425
ENSTNIP00000010268	ENSMODP00000002420
ENSTNIP00000011047	ENSMODP00000006926
ENSTNIP00000012987	ENSMODP00000015369
ENSTNIP00000011711	ENSMODP00000035015
ENSTNIP00000018698	ENSMODP00000003809
ENSTNIP00000008236	ENSMODP00000004361
ENSTNIP00000007091	ENSMODP00000008962
ENSTNIP00000017288	ENSMODP00000022583
ENSTNIP00000013496	ENSMODP00000035727
ENSTNIP00000021312	ENSMODP00000005940
ENSTNIP00000016592	ENSMODP00000020155
ENSTNIP00000019319	ENSMODP00000003075
ENSTNIP00000021686	ENSMODP00000001494
ENSTNIP00000007573	ENSMODP00000009967
ENSTNIP00000018736	ENSMODP00000006578
ENSTNIP00000005274	ENSMODP00000016807
ENSTNIP00000002709	ENSMODP00000025119
ENSTNIP00000018964	ENSMODP00000003837
ENSTNIP00000016832	ENSMODP00000010981
ENSTNIP00000018627	ENSMODP00000000503
ENSTNIP00000015287	ENSMODP00000010585
ENSTNIP00000017372	ENSMODP00000017111
ENSTNIP00000013318	ENSMODP00000019210
ENSTNIP00000010386	ENSMODP00000021478
ENSTNIP00000018506	ENSMODP00000025319
ENSTNIP00000014684	ENSMODP00000034687
ENSTNIP00000010439	ENSMODP00000010646
ENSTNIP00000021081	ENSMODP00000008700
ENSTNIP00000021568	ENSMODP00000034953
ENSTNIP00000002183	ENSMODP00000034953
ENSTNIP00000000650	ENSMODP00000006943
ENSTNIP00000016236	ENSMODP00000019528
ENSTNIP00000017191	ENSMODP00000000265
ENSTNIP00000010464	ENSMODP00000017224
ENSTNIP00000008251	ENSMODP00000008407
ENSTNIP00000002752	ENSMODP00000008793
ENSTNIP00000007631	ENSMODP00000010547
ENSTNIP00000019806	ENSMODP00000038004
ENSTNIP00000015298	ENSMODP00000015855
ENSTNIP00000017805	ENSMODP00000015147
ENSTNIP00000011596	ENSMODP00000007683
ENSTNIP00000000753	ENSMODP00000022281
ENSTNIP00000018646	ENSMODP00000024096
ENSTNIP00000011368	ENSMODP00000012540
ENSTNIP00000015238	ENSMODP00000023770
ENSTNIP00000011269	ENSMODP00000034720
ENSTNIP00000014461	ENSMODP00000008841
ENSTNIP00000001003	ENSMODP00000012964
ENSTNIP00000009706	ENSMODP00000026686
ENSTNIP00000007809	ENSMODP00000023717
ENSTNIP00000014573	ENSMODP00000001706
ENSTNIP00000021219	ENSMODP00000005581
ENSTNIP00000018969	ENSMODP00000005406
ENSTNIP00000007424	ENSMODP00000004660
ENSTNIP00000013519	ENSMODP00000006601
ENSTNIP00000008574	ENSMODP00000013158
ENSTNIP00000020511	ENSMODP00000017064
ENSTNIP00000010193	ENSMODP00000020836
ENSTNIP00000002224	ENSMODP00000029871
ENSTNIP00000018973	ENSMODP00000005543
ENSTNIP00000009811	ENSMODP00000022586
ENSTNIP00000001334	ENSMODP00000024506
ENSTNIP00000016695	ENSMODP00000003138
ENSTNIP00000011703	ENSMODP00000016927
ENSTNIP00000005281	ENSMODP00000008061
ENSTNIP00000004063	ENSMODP00000009382
ENSTNIP00000004356	ENSMODP00000038427
ENSTNIP00000022503	ENSMODP00000020910
ENSTNIP00000018745	ENSMODP00000010211
ENSTNIP00000012024	ENSMODP00000023515
ENSTNIP00000016369	ENSMODP00000023712
ENSTNIP00000020949	ENSMODP00000013409
ENSTNIP00000020288	ENSMODP00000018981
ENSTNIP00000007295	ENSMODP00000021079
ENSTNIP00000019673	ENSMODP00000023333
ENSTNIP00000006448	ENSMODP00000006337
ENSTNIP00000010209	ENSMODP00000005842
ENSTNIP00000009808	ENSMODP00000003959
ENSTNIP00000007513	ENSMODP00000024826
ENSTNIP00000016301	ENSMODP00000026764
ENSTNIP00000014869	ENSMODP00000024441
ENSTNIP00000010170	ENSMODP00000017104
ENSTNIP00000011219	ENSMODP00000013893
ENSTNIP00000022457	ENSMODP00000009176
ENSTNIP00000017546	ENSMODP00000018717
ENSTNIP00000006786	ENSMODP00000021225
ENSTNIP00000018678	ENSMODP00000019208
ENSTNIP00000004069	ENSMODP00000000353
ENSTNIP00000003612	ENSMODP00000019452
ENSTNIP00000012190	ENSMODP00000010122
ENSTNIP00000013273	ENSMODP00000013098
ENSTNIP00000021448	ENSMODP00000005912
ENSTNIP00000011648	ENSMODP00000023001
ENSTNIP00000014357	ENSMODP00000023001
ENSTNIP00000012852	ENSMODP00000013042
ENSTNIP00000020825	ENSMODP00000001264
ENSTNIP00000014624	ENSMODP00000019021
ENSTNIP00000005514	ENSMODP00000017047
ENSTNIP00000010015	ENSMODP00000017047
ENSTNIP00000013385	ENSMODP00000018242
ENSTNIP00000014254	ENSMODP00000005082
ENSTNIP00000021905	ENSMODP00000026182
ENSTNIP00000005727	ENSMODP00000005951
ENSTNIP00000016809	ENSMODP00000012102
ENSTNIP00000004501	ENSMODP00000021971
ENSTNIP00000010374	ENSMODP00000036213
ENSTNIP00000006465	ENSMODP00000012325
ENSTNIP00000016426	ENSMODP00000011162
ENSTNIP00000016623	ENSMODP00000009864
ENSTNIP00000009268	ENSMODP00000001913
ENSTNIP00000001969	ENSMODP00000017475
ENSTNIP00000012074	ENSMODP00000018239
ENSTNIP00000010917	ENSMODP00000005813
ENSTNIP00000013185	ENSMODP00000022839
ENSTNIP00000013896	ENSMODP00000000235
ENSTNIP00000009910	ENSMODP00000001352
ENSTNIP00000005564	ENSMODP00000029804
ENSTNIP00000007568	ENSMODP00000008864
ENSTNIP00000011249	ENSMODP00000011242
ENSTNIP00000003068	ENSMODP00000006379
ENSTNIP00000005931	ENSMODP00000001615
ENSTNIP00000005309	ENSMODP00000022344
ENSTNIP00000018951	ENSMODP00000003477
ENSTNIP00000010282	ENSMODP00000000655
ENSTNIP00000005446	ENSMODP00000002778
ENSTNIP00000020480	ENSMODP00000010778
ENSTNIP00000012487	ENSMODP00000011348
ENSTNIP00000015881	ENSMODP00000020110
ENSTNIP00000018782	ENSMODP00000000168
ENSTNIP00000003482	ENSMODP00000013053
ENSTNIP00000007716	ENSMODP00000003467
ENSTNIP00000001521	ENSMODP00000011700
ENSTNIP00000009385	ENSMODP00000018850
ENSTNIP00000008566	ENSMODP00000006653
ENSTNIP00000020776	ENSMODP00000023007
ENSTNIP00000004300	ENSMODP00000005238
ENSTNIP00000004878	ENSMODP00000020884
ENSTNIP00000000588	ENSMODP00000012487
ENSTNIP00000020161	ENSMODP00000009708
ENSTNIP00000019808	ENSMODP00000017085
ENSTNIP00000012411	ENSMODP00000021983
ENSTNIP00000015705	ENSMODP00000022817
ENSTNIP00000017520	ENSMODP00000023171
ENSTNIP00000010461	ENSMODP00000018438
ENSTNIP00000007781	ENSMODP00000004201
ENSTNIP00000016805	ENSMODP00000011990
ENSTNIP00000013785	ENSMODP00000000692
ENSTNIP00000000576	ENSMODP00000001877
ENSTNIP00000022598	ENSMODP00000000026
ENSTNIP00000021463	ENSMODP00000022409
ENSTNIP00000017036	ENSMODP00000015031
ENSTNIP00000015393	ENSMODP00000019920
ENSTNIP00000011139	ENSMODP00000026263
ENSTNIP00000008349	ENSMODP00000005328
ENSTNIP00000005761	ENSMODP00000000681
ENSTNIP00000015030	ENSMODP00000007641
ENSTNIP00000012508	ENSMODP00000002795
ENSTNIP00000006929	ENSMODP00000000968
ENSTNIP00000005832	ENSMODP00000015175
ENSTNIP00000007313	ENSMODP00000003385
ENSTNIP00000020583	ENSMODP00000016811
ENSTNIP00000009895	ENSMODP00000006312
ENSTNIP00000017883	ENSMODP00000012474
ENSTNIP00000018537	ENSMODP00000018638
ENSTNIP00000008495	ENSMODP00000008855
ENSTNIP00000013044	ENSMODP00000003856
ENSTNIP00000015658	ENSMODP00000021127
ENSTNIP00000022335	ENSMODP00000019650
ENSTNIP00000019674	ENSMODP00000023331
ENSTNIP00000005212	ENSMODP00000020053
ENSTNIP00000009722	ENSMODP00000021796
ENSTNIP00000012538	ENSMODP00000017998
ENSTNIP00000010466	ENSMODP00000026241
ENSTNIP00000007227	ENSMODP00000005283
ENSTNIP00000005206	ENSMODP00000006769
ENSTNIP00000015154	ENSMODP00000022207
ENSTNIP00000012407	ENSMODP00000002914
ENSTNIP00000016366	ENSMODP00000030355
ENSTNIP00000005788	ENSMODP00000016323
ENSTNIP00000007898	ENSMODP00000007749
ENSTNIP00000006789	ENSMODP00000008279
ENSTNIP00000010682	ENSMODP00000001989
ENSTNIP00000017676	ENSMODP00000016023
ENSTNIP00000012282	ENSMODP00000004549
ENSTNIP00000018320	ENSMODP00000020071
ENSTNIP00000007956	ENSMODP00000028836
ENSTNIP00000012324	ENSMODP00000004640
ENSTNIP00000004070	ENSMODP00000002326
ENSTNIP00000017809	ENSMODP00000014519
ENSTNIP00000011976	ENSMODP00000019475
ENSTNIP00000013393	ENSMODP00000009222
ENSTNIP00000012155	ENSMODP00000028315
ENSTNIP00000020951	ENSMODP00000023729
ENSTNIP00000022129	ENSMODP00000023125
ENSTNIP00000022382	ENSMODP00000022796
ENSTNIP00000020433	ENSMODP00000022796
ENSTNIP00000004481	ENSMODP00000022824
ENSTNIP00000019539	ENSMODP00000024520
ENSTNIP00000022037	ENSMODP00000011336
ENSTNIP00000011356	ENSMODP00000002329
ENSTNIP00000014365	ENSMODP00000008432
ENSTNIP00000016878	ENSMODP00000001609
ENSTNIP00000006389	ENSMODP00000026622
ENSTNIP00000014864	ENSMODP00000010768
ENSTNIP00000022368	ENSMODP00000010768
ENSTNIP00000001185	ENSMODP00000005411
ENSTNIP00000020871	ENSMODP00000000606
ENSTNIP00000019622	ENSMODP00000005314
ENSTNIP00000014085	ENSMODP00000019830
ENSTNIP00000021268	ENSMODP00000001660
ENSTNIP00000019781	ENSMODP00000000593
ENSTNIP00000014379	ENSMODP00000023964
ENSTNIP00000012001	ENSMODP00000024562
ENSTNIP00000014233	ENSMODP00000020829
ENSTNIP00000019574	ENSMODP00000019091
ENSTNIP00000001118	ENSMODP00000032516
ENSTNIP00000020520	ENSMODP00000009629
ENSTNIP00000013894	ENSMODP00000012475
ENSTNIP00000005313	ENSMODP00000004842
ENSTNIP00000007800	ENSMODP00000004842
ENSTNIP00000000010	ENSMODP00000022471
ENSTNIP00000005103	ENSMODP00000003245
ENSTNIP00000020376	ENSMODP00000001558
ENSTNIP00000008690	ENSMODP00000017149
ENSTNIP00000018665	ENSMODP00000021885
ENSTNIP00000014048	ENSMODP00000010167
ENSTNIP00000019590	ENSMODP00000005495
ENSTNIP00000012740	ENSMODP00000004754
ENSTNIP00000020142	ENSMODP00000000193
ENSTNIP00000015234	ENSMODP00000009535
ENSTNIP00000005569	ENSMODP00000015949
ENSTNIP00000014237	ENSMODP00000019224
ENSTNIP00000011073	ENSMODP00000006067
ENSTNIP00000022749	ENSMODP00000023166
ENSTNIP00000008406	ENSMODP00000012562
ENSTNIP00000018959	ENSMODP00000024148
ENSTNIP00000000076	ENSMODP00000015240
ENSTNIP00000007060	ENSMODP00000010421
ENSTNIP00000012905	ENSMODP00000006103
ENSTNIP00000017124	ENSMODP00000004629
ENSTNIP00000019429	ENSMODP00000011101
ENSTNIP00000005016	ENSMODP00000014241
ENSTNIP00000018786	ENSMODP00000028537
ENSTNIP00000014111	ENSMODP00000016993
ENSTNIP00000000229	ENSMODP00000015581
ENSTNIP00000015240	ENSMODP00000040852
ENSTNIP00000020453	ENSMODP00000018381
ENSTNIP00000017408	ENSMODP00000017676
ENSTNIP00000006701	ENSMODP00000009632
ENSTNIP00000006944	ENSMODP00000032379
ENSTNIP00000012797	ENSMODP00000013613
ENSTNIP00000018043	ENSMODP00000001367
ENSTNIP00000019396	ENSMODP00000030309
ENSTNIP00000011604	ENSMODP00000003628
ENSTNIP00000021495	ENSMODP00000021345
ENSTNIP00000019557	ENSMODP00000018873
ENSTNIP00000017994	ENSMODP00000023925
ENSTNIP00000002435	ENSMODP00000033276
ENSTNIP00000018573	ENSMODP00000007923
ENSTNIP00000009882	ENSMODP00000020669
ENSTNIP00000021391	ENSMODP00000006262
ENSTNIP00000018492	ENSMODP00000003638
ENSTNIP00000013627	ENSMODP00000007334
ENSTNIP00000019495	ENSMODP00000005796
ENSTNIP00000022312	ENSMODP00000018846
ENSTNIP00000008573	ENSMODP00000007725
ENSTNIP00000012536	ENSMODP00000018015
ENSTNIP00000006250	ENSMODP00000006612
ENSTNIP00000018513	ENSMODP00000006142
ENSTNIP00000021906	ENSMODP00000025535
ENSTNIP00000020839	ENSMODP00000011316
ENSTNIP00000008657	ENSMODP00000000591
ENSTNIP00000007562	ENSMODP00000016799
ENSTNIP00000016348	ENSMODP00000003308
ENSTNIP00000011745	ENSMODP00000028477
ENSTNIP00000010769	ENSMODP00000006409
ENSTNIP00000023069	ENSMODP00000023660
ENSTNIP00000019866	ENSMODP00000019068
ENSTNIP00000020943	ENSMODP00000038433
ENSTNIP00000022558	ENSMODP00000000160
ENSTNIP00000013806	ENSMODP00000032286
ENSTNIP00000019763	ENSMODP00000010342
ENSTNIP00000004471	ENSMODP00000017317
ENSTNIP00000019790	ENSMODP00000002065
ENSTNIP00000012339	ENSMODP00000001855
ENSTNIP00000011421	ENSMODP00000026253
ENSTNIP00000009953	ENSMODP00000001612
ENSTNIP00000013325	ENSMODP00000003372
ENSTNIP00000022044	ENSMODP00000013226
ENSTNIP00000007928	ENSMODP00000014593
ENSTNIP00000014967	ENSMODP00000000525
ENSTNIP00000015637	ENSMODP00000003093
ENSTNIP00000018602	ENSMODP00000003280
ENSTNIP00000016709	ENSMODP00000012891
ENSTNIP00000021724	ENSMODP00000005417
ENSTNIP00000010622	ENSMODP00000015278
ENSTNIP00000013735	ENSMODP00000003166
ENSTNIP00000010192	ENSMODP00000021411
ENSTNIP00000016720	ENSMODP00000025658
ENSTNIP00000016733	ENSMODP00000022740
ENSTNIP00000021010	ENSMODP00000015502
ENSTNIP00000011849	ENSMODP00000006400
ENSTNIP00000005974	ENSMODP00000010019
ENSTNIP00000010908	ENSMODP00000005044
ENSTNIP00000011264	ENSMODP00000012060
ENSTNIP00000020597	ENSMODP00000000271
ENSTNIP00000022246	ENSMODP00000008706
ENSTNIP00000021075	ENSMODP00000006276
ENSTNIP00000005743	ENSMODP00000002623
ENSTNIP00000020814	ENSMODP00000025826
ENSTNIP00000020285	ENSMODP00000018457
ENSTNIP00000019562	ENSMODP00000019425
ENSTNIP00000018610	ENSMODP00000021292
ENSTNIP00000020760	ENSMODP00000041306
ENSTNIP00000012479	ENSMODP00000024804
ENSTNIP00000019888	ENSMODP00000014263
ENSTNIP00000010301	ENSMODP00000025400
ENSTNIP00000008388	ENSMODP00000010325
ENSTNIP00000020052	ENSMODP00000010842
ENSTNIP00000002965	ENSMODP00000037707
ENSTNIP00000020942	ENSMODP00000014623
ENSTNIP00000013608	ENSMODP00000002988
ENSTNIP00000001269	ENSMODP00000015085
ENSTNIP00000018458	ENSMODP00000021996
ENSTNIP00000010860	ENSMODP00000022519
ENSTNIP00000010869	ENSMODP00000022645
ENSTNIP00000011465	ENSMODP00000028543
ENSTNIP00000004090	ENSMODP00000009573
ENSTNIP00000021875	ENSMODP00000026697
ENSTNIP00000009692	ENSMODP00000021001
ENSTNIP00000000772	ENSMODP00000011737
ENSTNIP00000020733	ENSMODP00000025234
ENSTNIP00000005315	ENSMODP00000004488
ENSTNIP00000012151	ENSMODP00000005596
ENSTNIP00000020253	ENSMODP00000026827
ENSTNIP00000003116	ENSMODP00000011197
ENSTNIP00000007247	ENSMODP00000025786
ENSTNIP00000011998	ENSMODP00000024556
ENSTNIP00000022276	ENSMODP00000000719
ENSTNIP00000020675	ENSMODP00000020945
ENSTNIP00000017719	ENSMODP00000025367
ENSTNIP00000007642	ENSMODP00000009473
ENSTNIP00000020757	ENSMODP00000003015
ENSTNIP00000020529	ENSMODP00000007918
ENSTNIP00000007350	ENSMODP00000010752
ENSTNIP00000019381	ENSMODP00000011018
ENSTNIP00000014394	ENSMODP00000014590
ENSTNIP00000012833	ENSMODP00000026352
ENSTNIP00000017001	ENSMODP00000004101
ENSTNIP00000017525	ENSMODP00000011665
ENSTNIP00000005282	ENSMODP00000016688
ENSTNIP00000011101	ENSMODP00000001628
ENSTNIP00000002797	ENSMODP00000019939
ENSTNIP00000011021	ENSMODP00000022780
ENSTNIP00000008289	ENSMODP00000019622
ENSTNIP00000008782	ENSMODP00000015713
ENSTNIP00000002733	ENSMODP00000028914
ENSTNIP00000014249	ENSMODP00000019277
ENSTNIP00000008608	ENSMODP00000013184
ENSTNIP00000018998	ENSMODP00000013401
ENSTNIP00000009568	ENSMODP00000026636
ENSTNIP00000007504	ENSMODP00000028127
ENSTNIP00000015587	ENSMODP00000029142
ENSTNIP00000018718	ENSMODP00000019228
ENSTNIP00000008422	ENSMODP00000012849
ENSTNIP00000021550	ENSMODP00000015846
ENSTNIP00000005326	ENSMODP00000025073
ENSTNIP00000018673	ENSMODP00000010435
ENSTNIP00000000609	ENSMODP00000021161
ENSTNIP00000017301	ENSMODP00000024011
ENSTNIP00000003379	ENSMODP00000009309
ENSTNIP00000012766	ENSMODP00000026334
ENSTNIP00000001066	ENSMODP00000017993
ENSTNIP00000016963	ENSMODP00000021557
ENSTNIP00000015695	ENSMODP00000022641
ENSTNIP00000000190	ENSMODP00000033316
ENSTNIP00000016473	ENSMODP00000024637
ENSTNIP00000022589	ENSMODP00000018623
ENSTNIP00000003869	ENSMODP00000026939
ENSTNIP00000014989	ENSMODP00000016630
ENSTNIP00000021938	ENSMODP00000008087
ENSTNIP00000013720	ENSMODP00000012671
ENSTNIP00000010728	ENSMODP00000018865
ENSTNIP00000011387	ENSMODP00000034477
ENSTNIP00000005649	ENSMODP00000012300
ENSTNIP00000016304	ENSMODP00000026758
ENSTNIP00000013557	ENSMODP00000008039
ENSTNIP00000009691	ENSMODP00000035051
ENSTNIP00000017153	ENSMODP00000015802
ENSTNIP00000005041	ENSMODP00000014013
ENSTNIP00000014408	ENSMODP00000013005
ENSTNIP00000013675	ENSMODP00000003544
ENSTNIP00000017241	ENSMODP00000012247
ENSTNIP00000013010	ENSMODP00000009286
ENSTNIP00000020982	ENSMODP00000022603
ENSTNIP00000005694	ENSMODP00000002344
ENSTNIP00000006056	ENSMODP00000004527
ENSTNIP00000017080	ENSMODP00000020016
ENSTNIP00000013004	ENSMODP00000009791
ENSTNIP00000013431	ENSMODP00000015034
ENSTNIP00000013736	ENSMODP00000003204
ENSTNIP00000007662	ENSMODP00000016037
ENSTNIP00000007651	ENSMODP00000018489
ENSTNIP00000020167	ENSMODP00000011438
ENSTNIP00000015015	ENSMODP00000008568
ENSTNIP00000021173	ENSMODP00000020096
ENSTNIP00000021078	ENSMODP00000017756
ENSTNIP00000005430	ENSMODP00000019629
ENSTNIP00000013489	ENSMODP00000026139
ENSTNIP00000008256	ENSMODP00000012191
ENSTNIP00000019869	ENSMODP00000018965
ENSTNIP00000016424	ENSMODP00000010696
ENSTNIP00000016374	ENSMODP00000023665
ENSTNIP00000020457	ENSMODP00000014259
ENSTNIP00000011644	ENSMODP00000023011
ENSTNIP00000017407	ENSMODP00000024005
ENSTNIP00000010325	ENSMODP00000021570
ENSTNIP00000004477	ENSMODP00000017956
ENSTNIP00000014488	ENSMODP00000004539
ENSTNIP00000017775	ENSMODP00000014799
ENSTNIP00000003808	ENSMODP00000038541
ENSTNIP00000018180	ENSMODP00000017163
ENSTNIP00000006188	ENSMODP00000006422
ENSTNIP00000008255	ENSMODP00000011311
ENSTNIP00000009780	ENSMODP00000018785
ENSTNIP00000022117	ENSMODP00000012507
ENSTNIP00000022883	ENSMODP00000002236
ENSTNIP00000020444	ENSMODP00000018215
ENSTNIP00000019864	ENSMODP00000019078
