ENSP00000262384	ENSORLP00000017023
ENSP00000264220	ENSORLP00000002446
ENSP00000232496	ENSORLP00000004634
ENSP00000404464	ENSORLP00000007648
ENSP00000314193	ENSORLP00000019085
ENSP00000265960	ENSORLP00000016595
ENSP00000260210	ENSORLP00000007143
ENSP00000451112	ENSORLP00000020481
ENSP00000368349	ENSORLP00000009391
ENSP00000039989	ENSORLP00000001278
ENSP00000353793	ENSORLP00000024510
ENSP00000283928	ENSORLP00000009424
ENSP00000283928	ENSORLP00000006437
ENSP00000229179	ENSORLP00000021494
ENSP00000355517	ENSORLP00000001000
ENSP00000310842	ENSORLP00000014605
ENSP00000377958	ENSORLP00000001874
ENSP00000362282	ENSORLP00000022246
ENSP00000310129	ENSORLP00000011791
ENSP00000337623	ENSORLP00000014845
ENSP00000244137	ENSORLP00000017827
ENSP00000357047	ENSORLP00000021405
ENSP00000203001	ENSORLP00000012373
ENSP00000260129	ENSORLP00000005385
ENSP00000338235	ENSORLP00000003664
ENSP00000229329	ENSORLP00000023053
ENSP00000435517	ENSORLP00000007346
ENSP00000350249	ENSORLP00000000604
ENSP00000304360	ENSORLP00000004204
ENSP00000407323	ENSORLP00000013303
ENSP00000362344	ENSORLP00000022891
ENSP00000431376	ENSORLP00000011051
ENSP00000240851	ENSORLP00000014769
ENSP00000319501	ENSORLP00000007095
ENSP00000357297	ENSORLP00000007218
ENSP00000357297	ENSORLP00000021305
ENSP00000368102	ENSORLP00000025754
ENSP00000385787	ENSORLP00000003546
ENSP00000250454	ENSORLP00000022636
ENSP00000242067	ENSORLP00000019365
ENSP00000436585	ENSORLP00000007210
ENSP00000366934	ENSORLP00000024034
ENSP00000460850	ENSORLP00000008353
ENSP00000321987	ENSORLP00000022685
ENSP00000321987	ENSORLP00000016946
ENSP00000413520	ENSORLP00000009554
ENSP00000413520	ENSORLP00000017504
ENSP00000324628	ENSORLP00000004862
ENSP00000241502	ENSORLP00000011377
ENSP00000404860	ENSORLP00000020115
ENSP00000420182	ENSORLP00000007599
ENSP00000256379	ENSORLP00000011877
ENSP00000362068	ENSORLP00000020332
ENSP00000313953	ENSORLP00000025222
ENSP00000315775	ENSORLP00000011147
ENSP00000334229	ENSORLP00000011373
ENSP00000349658	ENSORLP00000017560
ENSP00000283033	ENSORLP00000012660
ENSP00000373715	ENSORLP00000023754
ENSP00000367343	ENSORLP00000009735
ENSP00000264670	ENSORLP00000017972
ENSP00000327467	ENSORLP00000018468
ENSP00000327467	ENSORLP00000005120
ENSP00000262120	ENSORLP00000005014
ENSP00000362656	ENSORLP00000020690
ENSP00000268854	ENSORLP00000006611
ENSP00000367770	ENSORLP00000004734
ENSP00000391211	ENSORLP00000023077
ENSP00000355388	ENSORLP00000016143
ENSP00000355013	ENSORLP00000009105
ENSP00000322469	ENSORLP00000019852
ENSP00000262554	ENSORLP00000018344
ENSP00000416250	ENSORLP00000000520
ENSP00000280557	ENSORLP00000001850
ENSP00000287706	ENSORLP00000017139
ENSP00000386597	ENSORLP00000009410
ENSP00000301364	ENSORLP00000006201
ENSP00000330485	ENSORLP00000011475
ENSP00000330485	ENSORLP00000008325
ENSP00000312304	ENSORLP00000012778
ENSP00000227474	ENSORLP00000010607
ENSP00000257829	ENSORLP00000006083
ENSP00000220853	ENSORLP00000025638
ENSP00000293288	ENSORLP00000005745
ENSP00000359050	ENSORLP00000015556
ENSP00000064724	ENSORLP00000014348
ENSP00000064724	ENSORLP00000003677
ENSP00000265350	ENSORLP00000000318
ENSP00000325017	ENSORLP00000015267
ENSP00000303279	ENSORLP00000022296
ENSP00000292180	ENSORLP00000012257
ENSP00000378099	ENSORLP00000023995
ENSP00000273158	ENSORLP00000000623
ENSP00000273158	ENSORLP00000020326
ENSP00000227868	ENSORLP00000015071
ENSP00000310042	ENSORLP00000007964
ENSP00000204517	ENSORLP00000010394
ENSP00000204517	ENSORLP00000018863
ENSP00000362334	ENSORLP00000012230
ENSP00000465213	ENSORLP00000025189
ENSP00000269221	ENSORLP00000004162
ENSP00000262027	ENSORLP00000006811
ENSP00000418268	ENSORLP00000025749
ENSP00000025008	ENSORLP00000021892
ENSP00000231790	ENSORLP00000023358
ENSP00000420306	ENSORLP00000010538
ENSP00000263187	ENSORLP00000020205
ENSP00000327179	ENSORLP00000018672
ENSP00000354125	ENSORLP00000011117
ENSP00000354812	ENSORLP00000005067
ENSP00000360828	ENSORLP00000016370
ENSP00000475301	ENSORLP00000023302
ENSP00000254286	ENSORLP00000021881
ENSP00000260102	ENSORLP00000014435
ENSP00000251871	ENSORLP00000000875
ENSP00000401435	ENSORLP00000010493
ENSP00000356104	ENSORLP00000017162
ENSP00000260570	ENSORLP00000010858
ENSP00000266025	ENSORLP00000003400
ENSP00000298097	ENSORLP00000022100
ENSP00000354501	ENSORLP00000000984
ENSP00000250498	ENSORLP00000015636
ENSP00000366557	ENSORLP00000021573
ENSP00000454973	ENSORLP00000009926
ENSP00000296529	ENSORLP00000025126
ENSP00000320658	ENSORLP00000003010
ENSP00000358563	ENSORLP00000023417
ENSP00000301905	ENSORLP00000024277
ENSP00000466214	ENSORLP00000011713
ENSP00000337313	ENSORLP00000007533
ENSP00000223528	ENSORLP00000023405
ENSP00000216037	ENSORLP00000001475
ENSP00000278618	ENSORLP00000013208
ENSP00000262460	ENSORLP00000003444
ENSP00000278360	ENSORLP00000015130
ENSP00000362105	ENSORLP00000018427
ENSP00000256383	ENSORLP00000014839
ENSP00000273390	ENSORLP00000022473
ENSP00000360316	ENSORLP00000001989
ENSP00000308597	ENSORLP00000012197
ENSP00000263579	ENSORLP00000011516
ENSP00000240079	ENSORLP00000019603
ENSP00000264995	ENSORLP00000004656
ENSP00000358307	ENSORLP00000006026
ENSP00000263578	ENSORLP00000018899
ENSP00000225402	ENSORLP00000017094
ENSP00000405068	ENSORLP00000007133
ENSP00000315700	ENSORLP00000022422
ENSP00000315644	ENSORLP00000013876
ENSP00000331487	ENSORLP00000017276
ENSP00000325919	ENSORLP00000003551
ENSP00000257934	ENSORLP00000002183
ENSP00000264538	ENSORLP00000008270
ENSP00000386394	ENSORLP00000007873
ENSP00000222574	ENSORLP00000005514
ENSP00000210060	ENSORLP00000013050
ENSP00000363972	ENSORLP00000010379
ENSP00000359939	ENSORLP00000014532
ENSP00000223129	ENSORLP00000012880
ENSP00000312066	ENSORLP00000001040
ENSP00000351811	ENSORLP00000016008
ENSP00000294952	ENSORLP00000013785
ENSP00000420588	ENSORLP00000017903
ENSP00000355899	ENSORLP00000004394
ENSP00000376587	ENSORLP00000015791
ENSP00000436773	ENSORLP00000005860
ENSP00000408295	ENSORLP00000001325
ENSP00000373846	ENSORLP00000006172
ENSP00000300151	ENSORLP00000006309
ENSP00000317721	ENSORLP00000017216
ENSP00000274849	ENSORLP00000024821
ENSP00000362576	ENSORLP00000017531
ENSP00000334851	ENSORLP00000005270
ENSP00000334851	ENSORLP00000018620
ENSP00000328023	ENSORLP00000018397
ENSP00000359049	ENSORLP00000014262
ENSP00000452181	ENSORLP00000022748
ENSP00000365233	ENSORLP00000006229
ENSP00000234420	ENSORLP00000013893
ENSP00000333664	ENSORLP00000008670
ENSP00000368245	ENSORLP00000014822
ENSP00000264108	ENSORLP00000021710
ENSP00000355506	ENSORLP00000002230
ENSP00000388920	ENSORLP00000015362
ENSP00000389182	ENSORLP00000025307
ENSP00000415433	ENSORLP00000008272
ENSP00000272322	ENSORLP00000003717
ENSP00000359837	ENSORLP00000004155
ENSP00000380911	ENSORLP00000011619
ENSP00000420714	ENSORLP00000020324
ENSP00000377040	ENSORLP00000022876
ENSP00000329452	ENSORLP00000010798
ENSP00000311984	ENSORLP00000022611
ENSP00000366939	ENSORLP00000014970
ENSP00000281543	ENSORLP00000011964
ENSP00000333947	ENSORLP00000012034
ENSP00000263209	ENSORLP00000018997
ENSP00000287218	ENSORLP00000014827
ENSP00000450607	ENSORLP00000018885
ENSP00000356211	ENSORLP00000019887
ENSP00000420484	ENSORLP00000016733
ENSP00000222968	ENSORLP00000017300
ENSP00000223324	ENSORLP00000007782
ENSP00000279036	ENSORLP00000006114
ENSP00000318775	ENSORLP00000000390
ENSP00000354826	ENSORLP00000013346
ENSP00000418008	ENSORLP00000019462
ENSP00000322242	ENSORLP00000018539
ENSP00000261858	ENSORLP00000002345
ENSP00000353165	ENSORLP00000008887
ENSP00000263256	ENSORLP00000016591
ENSP00000249923	ENSORLP00000008536
ENSP00000396673	ENSORLP00000007428
ENSP00000370222	ENSORLP00000007538
ENSP00000298310	ENSORLP00000016023
ENSP00000352678	ENSORLP00000012840
ENSP00000346809	ENSORLP00000022849
ENSP00000453403	ENSORLP00000012020
ENSP00000344071	ENSORLP00000017609
ENSP00000364270	ENSORLP00000025771
ENSP00000261208	ENSORLP00000005106
ENSP00000388457	ENSORLP00000007504
ENSP00000425048	ENSORLP00000003094
ENSP00000379845	ENSORLP00000024549
ENSP00000437738	ENSORLP00000013776
ENSP00000382779	ENSORLP00000004083
ENSP00000361411	ENSORLP00000011134
ENSP00000295079	ENSORLP00000022841
ENSP00000265038	ENSORLP00000005732
ENSP00000408429	ENSORLP00000008861
ENSP00000442573	ENSORLP00000009896
ENSP00000401191	ENSORLP00000007989
ENSP00000342262	ENSORLP00000022055
ENSP00000252455	ENSORLP00000006799
ENSP00000432412	ENSORLP00000007626
ENSP00000262990	ENSORLP00000024898
ENSP00000350333	ENSORLP00000019410
ENSP00000361311	ENSORLP00000015772
ENSP00000353104	ENSORLP00000018737
ENSP00000246548	ENSORLP00000015752
ENSP00000263663	ENSORLP00000022672
ENSP00000225410	ENSORLP00000014154
ENSP00000264029	ENSORLP00000003131
ENSP00000265881	ENSORLP00000006457
ENSP00000378588	ENSORLP00000012744
ENSP00000318297	ENSORLP00000001733
ENSP00000303468	ENSORLP00000024779
ENSP00000457258	ENSORLP00000011068
ENSP00000314649	ENSORLP00000025235
ENSP00000424328	ENSORLP00000001509
ENSP00000452007	ENSORLP00000020487
ENSP00000297591	ENSORLP00000011219
ENSP00000276590	ENSORLP00000007288
ENSP00000364188	ENSORLP00000024050
ENSP00000267750	ENSORLP00000011228
ENSP00000216489	ENSORLP00000013478
ENSP00000306548	ENSORLP00000005848
ENSP00000360488	ENSORLP00000006494
ENSP00000256897	ENSORLP00000012528
ENSP00000312122	ENSORLP00000024783
ENSP00000417602	ENSORLP00000007186
ENSP00000339881	ENSORLP00000020716
ENSP00000416583	ENSORLP00000015937
ENSP00000401399	ENSORLP00000012280
ENSP00000343742	ENSORLP00000019792
ENSP00000296238	ENSORLP00000019767
ENSP00000358283	ENSORLP00000022503
ENSP00000445768	ENSORLP00000019935
ENSP00000445768	ENSORLP00000011195
ENSP00000371535	ENSORLP00000006126
ENSP00000366672	ENSORLP00000003031
ENSP00000386156	ENSORLP00000018960
ENSP00000259239	ENSORLP00000020902
ENSP00000240423	ENSORLP00000020076
ENSP00000454264	ENSORLP00000004648
ENSP00000430338	ENSORLP00000009842
ENSP00000308820	ENSORLP00000008603
ENSP00000308820	ENSORLP00000001439
ENSP00000329933	ENSORLP00000017186
ENSP00000422473	ENSORLP00000024897
ENSP00000305810	ENSORLP00000020955
ENSP00000296658	ENSORLP00000009624
ENSP00000423995	ENSORLP00000003567
ENSP00000347345	ENSORLP00000017761
ENSP00000239690	ENSORLP00000009982
ENSP00000367299	ENSORLP00000005916
ENSP00000274813	ENSORLP00000012706
ENSP00000415332	ENSORLP00000013172
ENSP00000340896	ENSORLP00000001721
ENSP00000273037	ENSORLP00000005620
ENSP00000368887	ENSORLP00000004610
ENSP00000377486	ENSORLP00000016324
ENSP00000368965	ENSORLP00000006120
ENSP00000261434	ENSORLP00000007052
ENSP00000457206	ENSORLP00000014718
ENSP00000164305	ENSORLP00000010852
ENSP00000209873	ENSORLP00000016038
ENSP00000278200	ENSORLP00000012456
ENSP00000375978	ENSORLP00000020528
ENSP00000296786	ENSORLP00000002808
ENSP00000358616	ENSORLP00000007459
ENSP00000353549	ENSORLP00000013747
ENSP00000425809	ENSORLP00000021244
ENSP00000289382	ENSORLP00000017894
ENSP00000262294	ENSORLP00000017870
ENSP00000239891	ENSORLP00000004991
ENSP00000299157	ENSORLP00000019475
ENSP00000434466	ENSORLP00000000791
ENSP00000363944	ENSORLP00000002513
ENSP00000166345	ENSORLP00000010114
ENSP00000369411	ENSORLP00000004622
ENSP00000364037	ENSORLP00000011062
ENSP00000287025	ENSORLP00000015900
ENSP00000349016	ENSORLP00000006497
ENSP00000225726	ENSORLP00000002790
ENSP00000268124	ENSORLP00000014662
ENSP00000355086	ENSORLP00000016707
ENSP00000299886	ENSORLP00000021771
ENSP00000261884	ENSORLP00000002126
ENSP00000385025	ENSORLP00000017327
ENSP00000385025	ENSORLP00000011618
ENSP00000377036	ENSORLP00000023470
ENSP00000446514	ENSORLP00000009654
ENSP00000263956	ENSORLP00000003578
ENSP00000354848	ENSORLP00000012771
ENSP00000297431	ENSORLP00000019918
ENSP00000476948	ENSORLP00000006356
ENSP00000310520	ENSORLP00000003684
ENSP00000333551	ENSORLP00000002667
ENSP00000333934	ENSORLP00000007263
ENSP00000245544	ENSORLP00000012240
ENSP00000357879	ENSORLP00000000389
ENSP00000395196	ENSORLP00000012608
ENSP00000381064	ENSORLP00000005609
ENSP00000296805	ENSORLP00000004177
ENSP00000247178	ENSORLP00000012682
ENSP00000351947	ENSORLP00000006132
ENSP00000370345	ENSORLP00000011000
ENSP00000264255	ENSORLP00000015304
ENSP00000245680	ENSORLP00000019232
ENSP00000372326	ENSORLP00000018916
ENSP00000355964	ENSORLP00000015288
ENSP00000356548	ENSORLP00000001701
ENSP00000442770	ENSORLP00000013652
ENSP00000295030	ENSORLP00000001977
ENSP00000432327	ENSORLP00000018972
ENSP00000334594	ENSORLP00000003739
ENSP00000386541	ENSORLP00000004834
ENSP00000328203	ENSORLP00000017885
ENSP00000392913	ENSORLP00000008959
ENSP00000250101	ENSORLP00000005922
ENSP00000414237	ENSORLP00000015521
ENSP00000216122	ENSORLP00000013186
ENSP00000261597	ENSORLP00000006880
ENSP00000381240	ENSORLP00000013471
ENSP00000381937	ENSORLP00000025544
ENSP00000264499	ENSORLP00000024907
ENSP00000283109	ENSORLP00000010865
ENSP00000307143	ENSORLP00000025640
ENSP00000414851	ENSORLP00000004281
ENSP00000423067	ENSORLP00000024436
ENSP00000321810	ENSORLP00000007291
ENSP00000385312	ENSORLP00000012120
ENSP00000222567	ENSORLP00000005004
ENSP00000286070	ENSORLP00000023239
ENSP00000362018	ENSORLP00000001789
ENSP00000291576	ENSORLP00000000081
ENSP00000315774	ENSORLP00000018538
ENSP00000377895	ENSORLP00000025530
ENSP00000255764	ENSORLP00000017943
ENSP00000356563	ENSORLP00000025118
ENSP00000360540	ENSORLP00000006367
ENSP00000360540	ENSORLP00000008904
ENSP00000322180	ENSORLP00000005862
ENSP00000448054	ENSORLP00000020626
ENSP00000345917	ENSORLP00000010392
ENSP00000223029	ENSORLP00000012056
ENSP00000418842	ENSORLP00000018463
ENSP00000306817	ENSORLP00000022802
ENSP00000330188	ENSORLP00000007556
ENSP00000252115	ENSORLP00000018556
ENSP00000081029	ENSORLP00000003025
ENSP00000362456	ENSORLP00000024594
ENSP00000261245	ENSORLP00000019724
ENSP00000359258	ENSORLP00000021401
ENSP00000457788	ENSORLP00000009180
ENSP00000368872	ENSORLP00000001535
ENSP00000326003	ENSORLP00000001823
ENSP00000401566	ENSORLP00000006438
ENSP00000411418	ENSORLP00000018624
ENSP00000412698	ENSORLP00000025202
ENSP00000264027	ENSORLP00000018442
ENSP00000023939	ENSORLP00000007769
ENSP00000285667	ENSORLP00000017832
ENSP00000261396	ENSORLP00000000183
ENSP00000231948	ENSORLP00000001870
ENSP00000376597	ENSORLP00000000127
ENSP00000351619	ENSORLP00000013136
ENSP00000384290	ENSORLP00000013464
ENSP00000385579	ENSORLP00000002019
ENSP00000320359	ENSORLP00000022189
ENSP00000263774	ENSORLP00000022942
ENSP00000297440	ENSORLP00000010519
ENSP00000264451	ENSORLP00000000802
ENSP00000299314	ENSORLP00000019629
ENSP00000360412	ENSORLP00000024164
ENSP00000205214	ENSORLP00000002421
ENSP00000300452	ENSORLP00000008996
ENSP00000265052	ENSORLP00000003760
ENSP00000274606	ENSORLP00000000887
ENSP00000288111	ENSORLP00000015285
ENSP00000328938	ENSORLP00000015409
ENSP00000366953	ENSORLP00000022733
ENSP00000252934	ENSORLP00000013967
ENSP00000360149	ENSORLP00000012969
ENSP00000276533	ENSORLP00000014554
ENSP00000219315	ENSORLP00000018697
ENSP00000210444	ENSORLP00000025775
ENSP00000297145	ENSORLP00000002564
ENSP00000261247	ENSORLP00000010983
ENSP00000260403	ENSORLP00000014056
ENSP00000335144	ENSORLP00000011157
ENSP00000309430	ENSORLP00000006726
ENSP00000377700	ENSORLP00000020163
ENSP00000309031	ENSORLP00000008468
ENSP00000396441	ENSORLP00000020149
ENSP00000343190	ENSORLP00000008899
ENSP00000378294	ENSORLP00000013596
ENSP00000295117	ENSORLP00000005511
ENSP00000470252	ENSORLP00000000483
ENSP00000163416	ENSORLP00000012148
ENSP00000365777	ENSORLP00000023652
ENSP00000039007	ENSORLP00000011357
ENSP00000235307	ENSORLP00000005104
ENSP00000326200	ENSORLP00000019631
ENSP00000353538	ENSORLP00000022441
ENSP00000301329	ENSORLP00000005891
ENSP00000364956	ENSORLP00000024030
ENSP00000368664	ENSORLP00000016752
ENSP00000320646	ENSORLP00000007042
ENSP00000219368	ENSORLP00000015188
ENSP00000354361	ENSORLP00000000905
ENSP00000234170	ENSORLP00000021491
ENSP00000386609	ENSORLP00000006073
ENSP00000366396	ENSORLP00000021547
ENSP00000367697	ENSORLP00000014646
ENSP00000285398	ENSORLP00000005509
ENSP00000353942	ENSORLP00000023724
ENSP00000251496	ENSORLP00000007280
ENSP00000260953	ENSORLP00000021544
ENSP00000305924	ENSORLP00000022772
ENSP00000263773	ENSORLP00000020637
ENSP00000349305	ENSORLP00000013940
ENSP00000272321	ENSORLP00000003147
ENSP00000329715	ENSORLP00000012011
ENSP00000264279	ENSORLP00000003940
ENSP00000357998	ENSORLP00000020823
ENSP00000419005	ENSORLP00000023824
ENSP00000359042	ENSORLP00000019555
ENSP00000333946	ENSORLP00000020375
ENSP00000411250	ENSORLP00000021838
ENSP00000411250	ENSORLP00000023538
ENSP00000393139	ENSORLP00000006246
ENSP00000217446	ENSORLP00000021830
ENSP00000226760	ENSORLP00000004869
ENSP00000226760	ENSORLP00000006207
ENSP00000360644	ENSORLP00000002344
ENSP00000216465	ENSORLP00000020424
ENSP00000244426	ENSORLP00000012220
ENSP00000244217	ENSORLP00000007364
ENSP00000370194	ENSORLP00000015759
ENSP00000362135	ENSORLP00000018041
ENSP00000380747	ENSORLP00000013769
ENSP00000266079	ENSORLP00000012022
ENSP00000383840	ENSORLP00000018409
ENSP00000370736	ENSORLP00000000754
ENSP00000356214	ENSORLP00000018399
ENSP00000394899	ENSORLP00000005774
ENSP00000394899	ENSORLP00000004945
ENSP00000468767	ENSORLP00000018374
ENSP00000324318	ENSORLP00000022350
ENSP00000417573	ENSORLP00000022613
ENSP00000335371	ENSORLP00000013564
ENSP00000341324	ENSORLP00000017854
ENSP00000000412	ENSORLP00000014999
ENSP00000401721	ENSORLP00000019039
ENSP00000341422	ENSORLP00000002398
ENSP00000263681	ENSORLP00000002880
ENSP00000353246	ENSORLP00000023769
ENSP00000351052	ENSORLP00000018057
ENSP00000216367	ENSORLP00000016119
ENSP00000358126	ENSORLP00000001724
ENSP00000360530	ENSORLP00000013235
ENSP00000379133	ENSORLP00000001198
ENSP00000237822	ENSORLP00000024518
ENSP00000355471	ENSORLP00000014118
ENSP00000317468	ENSORLP00000025673
ENSP00000317468	ENSORLP00000009325
ENSP00000408910	ENSORLP00000006750
ENSP00000361628	ENSORLP00000011844
ENSP00000358293	ENSORLP00000006060
ENSP00000364578	ENSORLP00000002422
ENSP00000451188	ENSORLP00000020473
ENSP00000290663	ENSORLP00000017797
ENSP00000241041	ENSORLP00000024383
ENSP00000225609	ENSORLP00000015025
ENSP00000378854	ENSORLP00000009771
ENSP00000379372	ENSORLP00000022993
ENSP00000364902	ENSORLP00000002886
ENSP00000299626	ENSORLP00000017268
ENSP00000310593	ENSORLP00000007098
ENSP00000400984	ENSORLP00000008714
ENSP00000406738	ENSORLP00000010158
ENSP00000349877	ENSORLP00000008241
ENSP00000379895	ENSORLP00000004051
ENSP00000231198	ENSORLP00000009304
ENSP00000263196	ENSORLP00000010553
ENSP00000373404	ENSORLP00000016135
ENSP00000348471	ENSORLP00000001914
ENSP00000380074	ENSORLP00000019343
ENSP00000356782	ENSORLP00000004572
ENSP00000398722	ENSORLP00000008209
ENSP00000397759	ENSORLP00000021974
ENSP00000255078	ENSORLP00000008235
ENSP00000169551	ENSORLP00000009703
ENSP00000381567	ENSORLP00000009989
ENSP00000455229	ENSORLP00000001024
ENSP00000335808	ENSORLP00000016693
ENSP00000370508	ENSORLP00000022206
ENSP00000368455	ENSORLP00000010888
ENSP00000306105	ENSORLP00000018806
ENSP00000245157	ENSORLP00000018743
ENSP00000381220	ENSORLP00000021320
ENSP00000295746	ENSORLP00000003881
ENSP00000417190	ENSORLP00000003985
ENSP00000364284	ENSORLP00000000187
ENSP00000340271	ENSORLP00000004840
ENSP00000361180	ENSORLP00000018064
ENSP00000357320	ENSORLP00000012609
ENSP00000373474	ENSORLP00000007609
ENSP00000359531	ENSORLP00000006167
ENSP00000404122	ENSORLP00000005196
ENSP00000356807	ENSORLP00000006923
ENSP00000341351	ENSORLP00000011721
ENSP00000280700	ENSORLP00000010847
ENSP00000306080	ENSORLP00000005906
ENSP00000261556	ENSORLP00000020256
ENSP00000355211	ENSORLP00000005452
ENSP00000446100	ENSORLP00000017371
ENSP00000386928	ENSORLP00000004689
ENSP00000284268	ENSORLP00000014702
ENSP00000296953	ENSORLP00000002966
ENSP00000440765	ENSORLP00000016380
ENSP00000379213	ENSORLP00000024967
ENSP00000379213	ENSORLP00000004663
ENSP00000321449	ENSORLP00000018587
ENSP00000016171	ENSORLP00000010418
ENSP00000358918	ENSORLP00000010732
ENSP00000354622	ENSORLP00000001901
ENSP00000313169	ENSORLP00000004751
ENSP00000350874	ENSORLP00000016226
ENSP00000233025	ENSORLP00000020020
ENSP00000263461	ENSORLP00000016696
ENSP00000306123	ENSORLP00000019289
ENSP00000365837	ENSORLP00000013531
ENSP00000309429	ENSORLP00000003562
ENSP00000318641	ENSORLP00000001863
ENSP00000414906	ENSORLP00000008930
ENSP00000281142	ENSORLP00000017888
ENSP00000254928	ENSORLP00000014328
ENSP00000334849	ENSORLP00000001064
ENSP00000359609	ENSORLP00000012911
ENSP00000294360	ENSORLP00000013119
ENSP00000433721	ENSORLP00000013715
ENSP00000301788	ENSORLP00000003930
ENSP00000235090	ENSORLP00000000652
ENSP00000300403	ENSORLP00000023541
ENSP00000386226	ENSORLP00000001502
ENSP00000238831	ENSORLP00000002214
ENSP00000334134	ENSORLP00000014742
ENSP00000391504	ENSORLP00000021488
ENSP00000266736	ENSORLP00000020791
ENSP00000426638	ENSORLP00000025084
ENSP00000394869	ENSORLP00000020383
ENSP00000264151	ENSORLP00000018942
ENSP00000296792	ENSORLP00000002610
ENSP00000292114	ENSORLP00000012332
ENSP00000380659	ENSORLP00000024787
ENSP00000225873	ENSORLP00000021270
ENSP00000287600	ENSORLP00000003372
ENSP00000356746	ENSORLP00000020957
ENSP00000303928	ENSORLP00000013455
ENSP00000354742	ENSORLP00000007237
ENSP00000362547	ENSORLP00000001095
ENSP00000248633	ENSORLP00000013783
ENSP00000400646	ENSORLP00000005430
ENSP00000330523	ENSORLP00000002887
ENSP00000421380	ENSORLP00000015573
ENSP00000337688	ENSORLP00000022470
ENSP00000288532	ENSORLP00000001496
ENSP00000356737	ENSORLP00000016869
ENSP00000381089	ENSORLP00000021500
ENSP00000358242	ENSORLP00000002723
ENSP00000354720	ENSORLP00000019119
ENSP00000326879	ENSORLP00000010042
ENSP00000258772	ENSORLP00000001771
ENSP00000343610	ENSORLP00000005692
ENSP00000216106	ENSORLP00000019231
ENSP00000379865	ENSORLP00000008555
ENSP00000235521	ENSORLP00000010651
ENSP00000257245	ENSORLP00000013696
ENSP00000301281	ENSORLP00000019020
ENSP00000367024	ENSORLP00000007084
ENSP00000417769	ENSORLP00000000651
ENSP00000407112	ENSORLP00000017372
ENSP00000434995	ENSORLP00000004544
ENSP00000357079	ENSORLP00000016481
ENSP00000259963	ENSORLP00000016281
ENSP00000262547	ENSORLP00000025873
ENSP00000348211	ENSORLP00000024273
ENSP00000307260	ENSORLP00000018012
ENSP00000265295	ENSORLP00000013574
ENSP00000365538	ENSORLP00000013986
ENSP00000371607	ENSORLP00000016291
ENSP00000274458	ENSORLP00000004252
ENSP00000356379	ENSORLP00000015275
ENSP00000232501	ENSORLP00000004736
ENSP00000379621	ENSORLP00000006543
ENSP00000348564	ENSORLP00000014104
ENSP00000353850	ENSORLP00000019001
ENSP00000281382	ENSORLP00000023400
ENSP00000310873	ENSORLP00000001934
ENSP00000053468	ENSORLP00000018584
ENSP00000261880	ENSORLP00000008476
ENSP00000301585	ENSORLP00000025703
ENSP00000315397	ENSORLP00000009683
ENSP00000300145	ENSORLP00000011401
ENSP00000248098	ENSORLP00000014572
ENSP00000348168	ENSORLP00000006075
ENSP00000319992	ENSORLP00000014428
ENSP00000324404	ENSORLP00000009184
ENSP00000285116	ENSORLP00000023395
ENSP00000435421	ENSORLP00000014658
ENSP00000283871	ENSORLP00000009330
ENSP00000340477	ENSORLP00000020142
ENSP00000271452	ENSORLP00000012458
ENSP00000377384	ENSORLP00000005602
ENSP00000221265	ENSORLP00000006284
ENSP00000228510	ENSORLP00000009293
ENSP00000261647	ENSORLP00000008680
ENSP00000379911	ENSORLP00000015913
ENSP00000392318	ENSORLP00000025874
ENSP00000370337	ENSORLP00000006498
ENSP00000262507	ENSORLP00000018917
ENSP00000462116	ENSORLP00000025713
ENSP00000426067	ENSORLP00000015009
ENSP00000356272	ENSORLP00000023476
ENSP00000372206	ENSORLP00000016393
ENSP00000346464	ENSORLP00000003947
ENSP00000244711	ENSORLP00000003958
ENSP00000361433	ENSORLP00000009329
ENSP00000287957	ENSORLP00000015930
ENSP00000273075	ENSORLP00000002112
ENSP00000262315	ENSORLP00000011024
ENSP00000356972	ENSORLP00000014191
ENSP00000428263	ENSORLP00000024536
ENSP00000268717	ENSORLP00000023123
ENSP00000399718	ENSORLP00000010827
ENSP00000367878	ENSORLP00000018088
ENSP00000262127	ENSORLP00000003183
ENSP00000312311	ENSORLP00000018284
ENSP00000295878	ENSORLP00000011512
ENSP00000217455	ENSORLP00000014626
ENSP00000261893	ENSORLP00000009787
ENSP00000320184	ENSORLP00000018879
ENSP00000370419	ENSORLP00000020093
ENSP00000282007	ENSORLP00000006556
ENSP00000328187	ENSORLP00000001114
ENSP00000359612	ENSORLP00000022186
ENSP00000342169	ENSORLP00000010753
ENSP00000357748	ENSORLP00000012253
ENSP00000382733	ENSORLP00000019882
ENSP00000382733	ENSORLP00000019782
ENSP00000258613	ENSORLP00000005880
ENSP00000344866	ENSORLP00000020228
ENSP00000341539	ENSORLP00000004388
ENSP00000314348	ENSORLP00000003834
ENSP00000369431	ENSORLP00000005299
ENSP00000381132	ENSORLP00000021548
ENSP00000296003	ENSORLP00000012715
ENSP00000436049	ENSORLP00000012358
ENSP00000348459	ENSORLP00000022701
ENSP00000270225	ENSORLP00000001907
ENSP00000368798	ENSORLP00000017635
ENSP00000342336	ENSORLP00000020022
ENSP00000342336	ENSORLP00000020128
ENSP00000285083	ENSORLP00000006171
ENSP00000251296	ENSORLP00000021433
ENSP00000251296	ENSORLP00000021051
ENSP00000220509	ENSORLP00000022583
