ENSACAP00000008923	ENSGACP00000024945
ENSACAP00000014830	ENSGACP00000013269
ENSACAP00000014830	ENSGACP00000025438
ENSACAP00000005816	ENSGACP00000008774
ENSACAP00000015795	ENSGACP00000004776
ENSACAP00000005445	ENSGACP00000019655
ENSACAP00000016398	ENSGACP00000007636
ENSACAP00000007823	ENSGACP00000001125
ENSACAP00000011651	ENSGACP00000012770
ENSACAP00000016727	ENSGACP00000024902
ENSACAP00000017262	ENSGACP00000007996
ENSACAP00000012946	ENSGACP00000020587
ENSACAP00000017385	ENSGACP00000018385
ENSACAP00000007857	ENSGACP00000021653
ENSACAP00000012114	ENSGACP00000023594
ENSACAP00000017450	ENSGACP00000025611
ENSACAP00000001549	ENSGACP00000010958
ENSACAP00000001455	ENSGACP00000008052
ENSACAP00000001849	ENSGACP00000015406
ENSACAP00000011743	ENSGACP00000006320
ENSACAP00000005881	ENSGACP00000025925
ENSACAP00000005881	ENSGACP00000001302
ENSACAP00000019934	ENSGACP00000015661
ENSACAP00000018458	ENSGACP00000017451
ENSACAP00000006799	ENSGACP00000009572
ENSACAP00000006799	ENSGACP00000017975
ENSACAP00000008093	ENSGACP00000008006
ENSACAP00000013235	ENSGACP00000005342
ENSACAP00000016489	ENSGACP00000018429
ENSACAP00000000205	ENSGACP00000026290
ENSACAP00000000444	ENSGACP00000023265
ENSACAP00000015527	ENSGACP00000024721
ENSACAP00000004838	ENSGACP00000014315
ENSACAP00000004838	ENSGACP00000019197
ENSACAP00000016867	ENSGACP00000016229
ENSACAP00000003175	ENSGACP00000006002
ENSACAP00000022437	ENSGACP00000022602
ENSACAP00000022437	ENSGACP00000005636
ENSACAP00000004463	ENSGACP00000006455
ENSACAP00000002941	ENSGACP00000009097
ENSACAP00000015447	ENSGACP00000015306
ENSACAP00000004551	ENSGACP00000005845
ENSACAP00000004551	ENSGACP00000018352
ENSACAP00000007231	ENSGACP00000016798
ENSACAP00000004636	ENSGACP00000014936
ENSACAP00000004636	ENSGACP00000026251
ENSACAP00000008722	ENSGACP00000001641
ENSACAP00000008722	ENSGACP00000020779
ENSACAP00000001271	ENSGACP00000027636
ENSACAP00000013409	ENSGACP00000012900
ENSACAP00000013409	ENSGACP00000001073
ENSACAP00000014129	ENSGACP00000007195
ENSACAP00000007601	ENSGACP00000003033
ENSACAP00000016138	ENSGACP00000024825
ENSACAP00000003995	ENSGACP00000022215
ENSACAP00000002181	ENSGACP00000017759
ENSACAP00000010379	ENSGACP00000005879
ENSACAP00000010379	ENSGACP00000016072
ENSACAP00000010392	ENSGACP00000021043
ENSACAP00000016329	ENSGACP00000007713
ENSACAP00000015173	ENSGACP00000025244
ENSACAP00000014344	ENSGACP00000005328
ENSACAP00000012132	ENSGACP00000007589
ENSACAP00000012132	ENSGACP00000003540
ENSACAP00000014520	ENSGACP00000023818
ENSACAP00000010577	ENSGACP00000009452
ENSACAP00000016780	ENSGACP00000006286
ENSACAP00000013619	ENSGACP00000005882
ENSACAP00000023454	ENSGACP00000013581
ENSACAP00000023454	ENSGACP00000012131
ENSACAP00000004006	ENSGACP00000007459
ENSACAP00000004006	ENSGACP00000014885
ENSACAP00000019330	ENSGACP00000002371
ENSACAP00000004822	ENSGACP00000026555
ENSACAP00000008043	ENSGACP00000012627
ENSACAP00000015779	ENSGACP00000023277
ENSACAP00000015953	ENSGACP00000001466
ENSACAP00000015953	ENSGACP00000006746
ENSACAP00000006416	ENSGACP00000024586
ENSACAP00000003944	ENSGACP00000016885
ENSACAP00000008410	ENSGACP00000019297
ENSACAP00000002980	ENSGACP00000010938
ENSACAP00000004531	ENSGACP00000002027
ENSACAP00000008486	ENSGACP00000024839
ENSACAP00000000560	ENSGACP00000026233
ENSACAP00000004237	ENSGACP00000015338
ENSACAP00000003649	ENSGACP00000025331
ENSACAP00000017402	ENSGACP00000009065
ENSACAP00000017402	ENSGACP00000025598
ENSACAP00000020611	ENSGACP00000020815
ENSACAP00000006301	ENSGACP00000003859
ENSACAP00000017354	ENSGACP00000004222
ENSACAP00000010739	ENSGACP00000014359
ENSACAP00000006607	ENSGACP00000018356
ENSACAP00000016519	ENSGACP00000005613
ENSACAP00000005433	ENSGACP00000010610
ENSACAP00000009491	ENSGACP00000003096
ENSACAP00000022383	ENSGACP00000011481
ENSACAP00000014856	ENSGACP00000003481
ENSACAP00000012590	ENSGACP00000009287
ENSACAP00000000423	ENSGACP00000005034
ENSACAP00000010809	ENSGACP00000013902
ENSACAP00000005642	ENSGACP00000011650
ENSACAP00000004938	ENSGACP00000023982
ENSACAP00000007190	ENSGACP00000020944
ENSACAP00000004519	ENSGACP00000020695
ENSACAP00000004519	ENSGACP00000005628
ENSACAP00000003468	ENSGACP00000011821
ENSACAP00000001828	ENSGACP00000017807
ENSACAP00000001828	ENSGACP00000022608
ENSACAP00000005614	ENSGACP00000017579
ENSACAP00000008898	ENSGACP00000008099
ENSACAP00000014518	ENSGACP00000006996
ENSACAP00000005129	ENSGACP00000006128
ENSACAP00000006518	ENSGACP00000008155
ENSACAP00000000333	ENSGACP00000021418
ENSACAP00000016015	ENSGACP00000016390
ENSACAP00000016015	ENSGACP00000017895
ENSACAP00000021457	ENSGACP00000016420
ENSACAP00000021457	ENSGACP00000010515
ENSACAP00000008926	ENSGACP00000001930
ENSACAP00000005035	ENSGACP00000016401
ENSACAP00000009121	ENSGACP00000007743
ENSACAP00000007094	ENSGACP00000004010
ENSACAP00000007094	ENSGACP00000003480
ENSACAP00000009433	ENSGACP00000014537
ENSACAP00000012757	ENSGACP00000010694
ENSACAP00000012757	ENSGACP00000011744
ENSACAP00000008099	ENSGACP00000007860
ENSACAP00000008099	ENSGACP00000013378
ENSACAP00000021896	ENSGACP00000018759
ENSACAP00000007586	ENSGACP00000014014
ENSACAP00000009384	ENSGACP00000004945
ENSACAP00000011372	ENSGACP00000008555
ENSACAP00000010921	ENSGACP00000008321
ENSACAP00000011782	ENSGACP00000018909
ENSACAP00000009087	ENSGACP00000001399
ENSACAP00000022431	ENSGACP00000011314
ENSACAP00000018952	ENSGACP00000017240
ENSACAP00000001852	ENSGACP00000017516
ENSACAP00000008769	ENSGACP00000001613
ENSACAP00000009019	ENSGACP00000024471
ENSACAP00000005603	ENSGACP00000021439
ENSACAP00000003086	ENSGACP00000024935
ENSACAP00000011345	ENSGACP00000003175
ENSACAP00000017266	ENSGACP00000007583
ENSACAP00000006746	ENSGACP00000013192
ENSACAP00000000338	ENSGACP00000015676
ENSACAP00000005815	ENSGACP00000016270
ENSACAP00000003496	ENSGACP00000001837
ENSACAP00000003496	ENSGACP00000019682
ENSACAP00000004929	ENSGACP00000014396
ENSACAP00000021830	ENSGACP00000012184
ENSACAP00000017463	ENSGACP00000000047
ENSACAP00000017463	ENSGACP00000026993
ENSACAP00000017032	ENSGACP00000007103
ENSACAP00000015263	ENSGACP00000013264
ENSACAP00000005997	ENSGACP00000010128
ENSACAP00000006867	ENSGACP00000004657
ENSACAP00000006867	ENSGACP00000025009
ENSACAP00000009593	ENSGACP00000000337
ENSACAP00000012395	ENSGACP00000008754
ENSACAP00000014227	ENSGACP00000008390
ENSACAP00000003715	ENSGACP00000016140
ENSACAP00000003118	ENSGACP00000023973
ENSACAP00000014448	ENSGACP00000009435
ENSACAP00000014951	ENSGACP00000025623
ENSACAP00000017579	ENSGACP00000009326
ENSACAP00000017579	ENSGACP00000015356
ENSACAP00000010587	ENSGACP00000025452
ENSACAP00000014346	ENSGACP00000014376
ENSACAP00000014346	ENSGACP00000027137
ENSACAP00000009875	ENSGACP00000014003
ENSACAP00000009982	ENSGACP00000021256
ENSACAP00000013221	ENSGACP00000017290
ENSACAP00000013221	ENSGACP00000010148
ENSACAP00000007535	ENSGACP00000020788
ENSACAP00000005538	ENSGACP00000013212
ENSACAP00000003709	ENSGACP00000011806
ENSACAP00000015642	ENSGACP00000010257
ENSACAP00000015586	ENSGACP00000020948
ENSACAP00000002046	ENSGACP00000002057
ENSACAP00000006289	ENSGACP00000000530
ENSACAP00000012214	ENSGACP00000022500
ENSACAP00000012214	ENSGACP00000021977
ENSACAP00000000152	ENSGACP00000027293
ENSACAP00000000922	ENSGACP00000008803
ENSACAP00000000922	ENSGACP00000024462
ENSACAP00000011314	ENSGACP00000021684
ENSACAP00000011314	ENSGACP00000010953
ENSACAP00000010580	ENSGACP00000004997
ENSACAP00000012977	ENSGACP00000023984
ENSACAP00000010098	ENSGACP00000007134
ENSACAP00000011052	ENSGACP00000009839
ENSACAP00000010325	ENSGACP00000004925
ENSACAP00000015200	ENSGACP00000003210
ENSACAP00000001404	ENSGACP00000015457
ENSACAP00000008430	ENSGACP00000019516
ENSACAP00000014677	ENSGACP00000026935
ENSACAP00000005109	ENSGACP00000005894
ENSACAP00000005589	ENSGACP00000023296
ENSACAP00000010450	ENSGACP00000007837
ENSACAP00000009955	ENSGACP00000008741
ENSACAP00000006237	ENSGACP00000027549
ENSACAP00000006237	ENSGACP00000023856
ENSACAP00000005648	ENSGACP00000016888
ENSACAP00000015287	ENSGACP00000021195
ENSACAP00000013734	ENSGACP00000026932
ENSACAP00000010972	ENSGACP00000008729
ENSACAP00000003355	ENSGACP00000020386
ENSACAP00000017110	ENSGACP00000006981
ENSACAP00000007403	ENSGACP00000021303
ENSACAP00000011278	ENSGACP00000014764
ENSACAP00000005876	ENSGACP00000015409
ENSACAP00000016088	ENSGACP00000008959
ENSACAP00000004506	ENSGACP00000007948
ENSACAP00000004506	ENSGACP00000004487
ENSACAP00000017515	ENSGACP00000018395
ENSACAP00000007350	ENSGACP00000019503
ENSACAP00000007350	ENSGACP00000024318
ENSACAP00000022193	ENSGACP00000011826
ENSACAP00000016431	ENSGACP00000012776
ENSACAP00000014057	ENSGACP00000017952
ENSACAP00000014057	ENSGACP00000019581
ENSACAP00000006740	ENSGACP00000007643
ENSACAP00000005576	ENSGACP00000017567
ENSACAP00000010108	ENSGACP00000009738
ENSACAP00000017478	ENSGACP00000000482
ENSACAP00000001707	ENSGACP00000007423
ENSACAP00000001707	ENSGACP00000016810
ENSACAP00000008894	ENSGACP00000013436
ENSACAP00000015483	ENSGACP00000006479
ENSACAP00000015483	ENSGACP00000004311
ENSACAP00000005644	ENSGACP00000003692
ENSACAP00000002831	ENSGACP00000016366
ENSACAP00000008202	ENSGACP00000009261
ENSACAP00000007852	ENSGACP00000020384
ENSACAP00000013202	ENSGACP00000017267
ENSACAP00000005994	ENSGACP00000006375
ENSACAP00000022658	ENSGACP00000010647
ENSACAP00000015092	ENSGACP00000004543
ENSACAP00000015092	ENSGACP00000012504
ENSACAP00000008633	ENSGACP00000017984
ENSACAP00000008633	ENSGACP00000010801
ENSACAP00000012328	ENSGACP00000012884
ENSACAP00000011207	ENSGACP00000018892
ENSACAP00000015001	ENSGACP00000027252
ENSACAP00000012735	ENSGACP00000006726
ENSACAP00000012735	ENSGACP00000019418
ENSACAP00000004473	ENSGACP00000019411
ENSACAP00000001676	ENSGACP00000026046
ENSACAP00000001676	ENSGACP00000015742
ENSACAP00000004964	ENSGACP00000022141
ENSACAP00000007388	ENSGACP00000021732
ENSACAP00000016087	ENSGACP00000017199
ENSACAP00000013023	ENSGACP00000013554
ENSACAP00000001645	ENSGACP00000005709
ENSACAP00000001645	ENSGACP00000019573
ENSACAP00000005330	ENSGACP00000006216
ENSACAP00000005330	ENSGACP00000015802
ENSACAP00000013502	ENSGACP00000004734
ENSACAP00000017130	ENSGACP00000002218
ENSACAP00000013892	ENSGACP00000027395
ENSACAP00000001225	ENSGACP00000010502
ENSACAP00000001225	ENSGACP00000019809
ENSACAP00000007229	ENSGACP00000009003
ENSACAP00000009347	ENSGACP00000026899
ENSACAP00000004092	ENSGACP00000019293
ENSACAP00000002797	ENSGACP00000015492
ENSACAP00000002086	ENSGACP00000020590
ENSACAP00000002086	ENSGACP00000015679
ENSACAP00000005564	ENSGACP00000011171
ENSACAP00000004349	ENSGACP00000026312
ENSACAP00000004349	ENSGACP00000026822
ENSACAP00000003151	ENSGACP00000001398
ENSACAP00000002753	ENSGACP00000006511
ENSACAP00000023469	ENSGACP00000004038
ENSACAP00000023469	ENSGACP00000005562
ENSACAP00000006657	ENSGACP00000006089
ENSACAP00000001462	ENSGACP00000013481
ENSACAP00000007313	ENSGACP00000016902
ENSACAP00000002262	ENSGACP00000017799
ENSACAP00000001214	ENSGACP00000006335
ENSACAP00000017175	ENSGACP00000018919
ENSACAP00000003762	ENSGACP00000018132
ENSACAP00000015893	ENSGACP00000009016
ENSACAP00000015893	ENSGACP00000009029
ENSACAP00000004702	ENSGACP00000001240
ENSACAP00000010104	ENSGACP00000014695
ENSACAP00000010104	ENSGACP00000025175
ENSACAP00000016241	ENSGACP00000010734
ENSACAP00000003340	ENSGACP00000021980
ENSACAP00000000257	ENSGACP00000007314
ENSACAP00000000456	ENSGACP00000016446
ENSACAP00000008790	ENSGACP00000005913
ENSACAP00000008311	ENSGACP00000008483
ENSACAP00000009436	ENSGACP00000000836
ENSACAP00000011096	ENSGACP00000012249
ENSACAP00000000845	ENSGACP00000026025
ENSACAP00000008309	ENSGACP00000003951
ENSACAP00000000377	ENSGACP00000007458
ENSACAP00000013794	ENSGACP00000003619
ENSACAP00000008208	ENSGACP00000022945
ENSACAP00000004717	ENSGACP00000027562
ENSACAP00000005443	ENSGACP00000025876
ENSACAP00000015673	ENSGACP00000009099
ENSACAP00000015673	ENSGACP00000025550
ENSACAP00000007782	ENSGACP00000001158
ENSACAP00000016288	ENSGACP00000015117
ENSACAP00000017090	ENSGACP00000020369
ENSACAP00000004068	ENSGACP00000012468
ENSACAP00000005136	ENSGACP00000020098
ENSACAP00000008950	ENSGACP00000024475
ENSACAP00000006944	ENSGACP00000024299
ENSACAP00000013151	ENSGACP00000003147
ENSACAP00000009298	ENSGACP00000016715
ENSACAP00000015582	ENSGACP00000023685
ENSACAP00000011808	ENSGACP00000002025
ENSACAP00000017012	ENSGACP00000006672
ENSACAP00000014779	ENSGACP00000024872
ENSACAP00000007560	ENSGACP00000003520
ENSACAP00000007627	ENSGACP00000003698
ENSACAP00000009337	ENSGACP00000009432
ENSACAP00000012692	ENSGACP00000012858
ENSACAP00000021040	ENSGACP00000005429
ENSACAP00000006018	ENSGACP00000023148
ENSACAP00000006018	ENSGACP00000013662
ENSACAP00000003955	ENSGACP00000017962
ENSACAP00000001684	ENSGACP00000017615
ENSACAP00000014469	ENSGACP00000010637
ENSACAP00000014819	ENSGACP00000018193
ENSACAP00000001110	ENSGACP00000018210
ENSACAP00000001110	ENSGACP00000003035
ENSACAP00000016455	ENSGACP00000018728
ENSACAP00000001527	ENSGACP00000024784
ENSACAP00000001527	ENSGACP00000015022
ENSACAP00000002240	ENSGACP00000006137
ENSACAP00000002240	ENSGACP00000020520
ENSACAP00000002470	ENSGACP00000003343
ENSACAP00000009231	ENSGACP00000004283
ENSACAP00000009179	ENSGACP00000027053
ENSACAP00000008697	ENSGACP00000021079
ENSACAP00000004131	ENSGACP00000003394
ENSACAP00000007434	ENSGACP00000002731
ENSACAP00000007039	ENSGACP00000013410
ENSACAP00000011665	ENSGACP00000019974
ENSACAP00000017575	ENSGACP00000009631
ENSACAP00000009477	ENSGACP00000011676
ENSACAP00000008531	ENSGACP00000010852
ENSACAP00000012574	ENSGACP00000021018
ENSACAP00000001472	ENSGACP00000018357
ENSACAP00000004665	ENSGACP00000023021
ENSACAP00000009166	ENSGACP00000007089
ENSACAP00000017623	ENSGACP00000009471
ENSACAP00000007676	ENSGACP00000025752
ENSACAP00000000920	ENSGACP00000005167
ENSACAP00000012313	ENSGACP00000011257
ENSACAP00000022381	ENSGACP00000016226
ENSACAP00000015145	ENSGACP00000004704
ENSACAP00000022914	ENSGACP00000005125
ENSACAP00000007090	ENSGACP00000018572
ENSACAP00000012178	ENSGACP00000014530
ENSACAP00000017292	ENSGACP00000023216
ENSACAP00000015320	ENSGACP00000006841
ENSACAP00000017799	ENSGACP00000021760
ENSACAP00000006354	ENSGACP00000014732
ENSACAP00000005924	ENSGACP00000003256
ENSACAP00000002375	ENSGACP00000019474
ENSACAP00000004899	ENSGACP00000010140
ENSACAP00000004899	ENSGACP00000006359
ENSACAP00000000346	ENSGACP00000025873
ENSACAP00000000346	ENSGACP00000023577
ENSACAP00000006163	ENSGACP00000011478
ENSACAP00000004137	ENSGACP00000026566
ENSACAP00000002194	ENSGACP00000012384
ENSACAP00000012454	ENSGACP00000021524
ENSACAP00000010426	ENSGACP00000014722
ENSACAP00000012449	ENSGACP00000010519
ENSACAP00000008678	ENSGACP00000010845
ENSACAP00000003107	ENSGACP00000023628
ENSACAP00000003908	ENSGACP00000022207
ENSACAP00000017693	ENSGACP00000022632
ENSACAP00000014877	ENSGACP00000024373
ENSACAP00000014877	ENSGACP00000027055
ENSACAP00000003227	ENSGACP00000003145
ENSACAP00000009083	ENSGACP00000011130
ENSACAP00000003164	ENSGACP00000001221
ENSACAP00000002575	ENSGACP00000020423
ENSACAP00000007580	ENSGACP00000018260
ENSACAP00000015910	ENSGACP00000014356
ENSACAP00000015910	ENSGACP00000022111
ENSACAP00000000059	ENSGACP00000007526
ENSACAP00000000222	ENSGACP00000009360
ENSACAP00000004872	ENSGACP00000015567
ENSACAP00000003861	ENSGACP00000005788
ENSACAP00000003218	ENSGACP00000023164
ENSACAP00000004535	ENSGACP00000007902
ENSACAP00000008137	ENSGACP00000013948
ENSACAP00000002732	ENSGACP00000020425
ENSACAP00000008453	ENSGACP00000024347
ENSACAP00000004656	ENSGACP00000022174
ENSACAP00000012159	ENSGACP00000017409
ENSACAP00000006723	ENSGACP00000013781
ENSACAP00000016603	ENSGACP00000015792
ENSACAP00000010565	ENSGACP00000018683
ENSACAP00000015098	ENSGACP00000020569
ENSACAP00000008251	ENSGACP00000009426
ENSACAP00000002763	ENSGACP00000022644
ENSACAP00000017372	ENSGACP00000005822
ENSACAP00000017124	ENSGACP00000019578
ENSACAP00000014592	ENSGACP00000005825
ENSACAP00000023338	ENSGACP00000011433
ENSACAP00000000697	ENSGACP00000000614
ENSACAP00000010334	ENSGACP00000003478
ENSACAP00000013931	ENSGACP00000006369
ENSACAP00000004694	ENSGACP00000011668
ENSACAP00000008126	ENSGACP00000022913
ENSACAP00000006302	ENSGACP00000016220
ENSACAP00000015926	ENSGACP00000014640
ENSACAP00000015926	ENSGACP00000024251
ENSACAP00000008642	ENSGACP00000004259
ENSACAP00000001311	ENSGACP00000016361
ENSACAP00000013687	ENSGACP00000010691
ENSACAP00000001217	ENSGACP00000015942
ENSACAP00000015789	ENSGACP00000017440
ENSACAP00000012780	ENSGACP00000000117
ENSACAP00000001766	ENSGACP00000005754
ENSACAP00000015734	ENSGACP00000001261
ENSACAP00000001653	ENSGACP00000003431
ENSACAP00000012608	ENSGACP00000010287
ENSACAP00000017726	ENSGACP00000021795
ENSACAP00000008699	ENSGACP00000008110
ENSACAP00000006240	ENSGACP00000024989
ENSACAP00000017615	ENSGACP00000009490
ENSACAP00000017615	ENSGACP00000013089
ENSACAP00000003664	ENSGACP00000008297
ENSACAP00000016055	ENSGACP00000019185
ENSACAP00000010113	ENSGACP00000006697
ENSACAP00000018479	ENSGACP00000015332
ENSACAP00000008576	ENSGACP00000010782
ENSACAP00000012592	ENSGACP00000021616
ENSACAP00000004505	ENSGACP00000004484
ENSACAP00000010099	ENSGACP00000020167
ENSACAP00000016672	ENSGACP00000012262
ENSACAP00000003389	ENSGACP00000002632
ENSACAP00000002874	ENSGACP00000006869
ENSACAP00000012539	ENSGACP00000016834
ENSACAP00000012414	ENSGACP00000024165
ENSACAP00000005122	ENSGACP00000004124
ENSACAP00000005669	ENSGACP00000027162
ENSACAP00000006559	ENSGACP00000013173
ENSACAP00000014479	ENSGACP00000019570
ENSACAP00000007449	ENSGACP00000021309
ENSACAP00000016184	ENSGACP00000011331
ENSACAP00000022501	ENSGACP00000023264
ENSACAP00000006305	ENSGACP00000015222
ENSACAP00000017611	ENSGACP00000018601
ENSACAP00000004250	ENSGACP00000012141
ENSACAP00000014281	ENSGACP00000006799
ENSACAP00000013808	ENSGACP00000009012
ENSACAP00000013808	ENSGACP00000026668
ENSACAP00000017206	ENSGACP00000013957
ENSACAP00000000650	ENSGACP00000005899
ENSACAP00000008466	ENSGACP00000021781
ENSACAP00000014557	ENSGACP00000015611
ENSACAP00000012730	ENSGACP00000027649
ENSACAP00000007001	ENSGACP00000005925
ENSACAP00000007001	ENSGACP00000018094
ENSACAP00000004564	ENSGACP00000018669
ENSACAP00000009770	ENSGACP00000010697
ENSACAP00000010839	ENSGACP00000003900
ENSACAP00000007463	ENSGACP00000014392
ENSACAP00000006913	ENSGACP00000018633
ENSACAP00000004841	ENSGACP00000003242
ENSACAP00000004841	ENSGACP00000020757
ENSACAP00000022056	ENSGACP00000016593
ENSACAP00000019132	ENSGACP00000016889
ENSACAP00000010459	ENSGACP00000005106
ENSACAP00000020240	ENSGACP00000009227
ENSACAP00000020240	ENSGACP00000007511
ENSACAP00000021839	ENSGACP00000024144
ENSACAP00000023187	ENSGACP00000015032
ENSACAP00000013474	ENSGACP00000009559
ENSACAP00000017678	ENSGACP00000021930
ENSACAP00000007507	ENSGACP00000002706
ENSACAP00000006768	ENSGACP00000008023
ENSACAP00000012973	ENSGACP00000011411
ENSACAP00000007427	ENSGACP00000018332
ENSACAP00000017303	ENSGACP00000004368
ENSACAP00000000398	ENSGACP00000007613
ENSACAP00000016632	ENSGACP00000021816
ENSACAP00000010118	ENSGACP00000008239
ENSACAP00000005208	ENSGACP00000007079
ENSACAP00000021786	ENSGACP00000009638
ENSACAP00000006751	ENSGACP00000013037
ENSACAP00000017279	ENSGACP00000025447
ENSACAP00000017279	ENSGACP00000013241
ENSACAP00000012685	ENSGACP00000015608
ENSACAP00000014032	ENSGACP00000005314
ENSACAP00000008884	ENSGACP00000018921
ENSACAP00000000179	ENSGACP00000012965
ENSACAP00000018442	ENSGACP00000000099
ENSACAP00000009268	ENSGACP00000015748
ENSACAP00000008500	ENSGACP00000002032
ENSACAP00000008500	ENSGACP00000001680
ENSACAP00000008029	ENSGACP00000010316
ENSACAP00000007200	ENSGACP00000000846
ENSACAP00000001400	ENSGACP00000019849
ENSACAP00000003604	ENSGACP00000024243
ENSACAP00000007320	ENSGACP00000005424
ENSACAP00000001810	ENSGACP00000027290
ENSACAP00000016203	ENSGACP00000010235
ENSACAP00000008086	ENSGACP00000003398
ENSACAP00000021989	ENSGACP00000009254
ENSACAP00000015389	ENSGACP00000022640
ENSACAP00000001807	ENSGACP00000009397
ENSACAP00000016054	ENSGACP00000022875
ENSACAP00000007960	ENSGACP00000005992
ENSACAP00000007020	ENSGACP00000010867
ENSACAP00000007020	ENSGACP00000009519
ENSACAP00000012868	ENSGACP00000014683
ENSACAP00000004064	ENSGACP00000001410
ENSACAP00000002511	ENSGACP00000000427
ENSACAP00000015328	ENSGACP00000023648
ENSACAP00000009283	ENSGACP00000003896
ENSACAP00000005850	ENSGACP00000024711
ENSACAP00000007775	ENSGACP00000016425
ENSACAP00000005561	ENSGACP00000026096
ENSACAP00000020095	ENSGACP00000017222
ENSACAP00000002001	ENSGACP00000000279
ENSACAP00000011479	ENSGACP00000003697
ENSACAP00000013349	ENSGACP00000019282
ENSACAP00000005318	ENSGACP00000025354
ENSACAP00000021880	ENSGACP00000017460
ENSACAP00000005545	ENSGACP00000017363
ENSACAP00000022516	ENSGACP00000010911
ENSACAP00000002255	ENSGACP00000003141
ENSACAP00000000336	ENSGACP00000021430
ENSACAP00000000548	ENSGACP00000016486
ENSACAP00000002342	ENSGACP00000014295
ENSACAP00000017711	ENSGACP00000019446
ENSACAP00000010262	ENSGACP00000016222
ENSACAP00000013657	ENSGACP00000019671
ENSACAP00000010757	ENSGACP00000018494
ENSACAP00000016980	ENSGACP00000024855
ENSACAP00000006390	ENSGACP00000027297
ENSACAP00000001233	ENSGACP00000011553
ENSACAP00000001923	ENSGACP00000016527
ENSACAP00000014376	ENSGACP00000027138
ENSACAP00000012979	ENSGACP00000009018
ENSACAP00000015400	ENSGACP00000024477
ENSACAP00000003988	ENSGACP00000010403
ENSACAP00000006183	ENSGACP00000015511
ENSACAP00000001107	ENSGACP00000026949
ENSACAP00000011414	ENSGACP00000003637
ENSACAP00000002407	ENSGACP00000006958
ENSACAP00000002661	ENSGACP00000006611
ENSACAP00000004421	ENSGACP00000018143
ENSACAP00000016550	ENSGACP00000013807
ENSACAP00000007088	ENSGACP00000021349
ENSACAP00000010225	ENSGACP00000008059
ENSACAP00000010225	ENSGACP00000017531
ENSACAP00000001265	ENSGACP00000025330
ENSACAP00000005827	ENSGACP00000017955
ENSACAP00000015848	ENSGACP00000004585
ENSACAP00000002468	ENSGACP00000020718
ENSACAP00000005652	ENSGACP00000005401
ENSACAP00000010266	ENSGACP00000008086
ENSACAP00000016859	ENSGACP00000014788
ENSACAP00000000063	ENSGACP00000014855
ENSACAP00000010310	ENSGACP00000002092
ENSACAP00000008183	ENSGACP00000000369
ENSACAP00000008183	ENSGACP00000013401
ENSACAP00000003159	ENSGACP00000015600
ENSACAP00000005845	ENSGACP00000014540
ENSACAP00000005845	ENSGACP00000019108
ENSACAP00000017256	ENSGACP00000014098
ENSACAP00000015177	ENSGACP00000015368
ENSACAP00000017769	ENSGACP00000021963
ENSACAP00000002712	ENSGACP00000021224
ENSACAP00000008571	ENSGACP00000017860
ENSACAP00000013308	ENSGACP00000027656
ENSACAP00000006841	ENSGACP00000013468
ENSACAP00000004843	ENSGACP00000016063
ENSACAP00000014437	ENSGACP00000003917
ENSACAP00000003076	ENSGACP00000015035
ENSACAP00000008794	ENSGACP00000002939
ENSACAP00000001295	ENSGACP00000015735
ENSACAP00000002142	ENSGACP00000020951
ENSACAP00000013717	ENSGACP00000007342
ENSACAP00000008796	ENSGACP00000010317
ENSACAP00000017023	ENSGACP00000017131
ENSACAP00000005095	ENSGACP00000010203
ENSACAP00000005415	ENSGACP00000025837
ENSACAP00000003288	ENSGACP00000019722
ENSACAP00000007214	ENSGACP00000013321
ENSACAP00000012937	ENSGACP00000004405
ENSACAP00000007483	ENSGACP00000024543
ENSACAP00000011264	ENSGACP00000025255
ENSACAP00000007378	ENSGACP00000001413
ENSACAP00000010948	ENSGACP00000001618
ENSACAP00000000666	ENSGACP00000011859
ENSACAP00000003817	ENSGACP00000021127
ENSACAP00000000220	ENSGACP00000024533
ENSACAP00000014616	ENSGACP00000000758
ENSACAP00000012217	ENSGACP00000000087
ENSACAP00000005519	ENSGACP00000021993
ENSACAP00000011360	ENSGACP00000027128
ENSACAP00000008422	ENSGACP00000004689
ENSACAP00000006357	ENSGACP00000027280
ENSACAP00000016981	ENSGACP00000018106
ENSACAP00000022500	ENSGACP00000005740
ENSACAP00000011980	ENSGACP00000024874
ENSACAP00000022457	ENSGACP00000015347
ENSACAP00000006567	ENSGACP00000025660
ENSACAP00000010976	ENSGACP00000005659
ENSACAP00000001976	ENSGACP00000001762
ENSACAP00000008555	ENSGACP00000020719
ENSACAP00000007940	ENSGACP00000019064
ENSACAP00000007940	ENSGACP00000001001
ENSACAP00000015441	ENSGACP00000017861
ENSACAP00000014949	ENSGACP00000008926
ENSACAP00000001270	ENSGACP00000024680
ENSACAP00000015011	ENSGACP00000020578
ENSACAP00000002731	ENSGACP00000005233
ENSACAP00000015731	ENSGACP00000020602
ENSACAP00000004811	ENSGACP00000011637
ENSACAP00000003795	ENSGACP00000025325
ENSACAP00000015525	ENSGACP00000024576
ENSACAP00000015368	ENSGACP00000026984
ENSACAP00000000850	ENSGACP00000014113
ENSACAP00000000787	ENSGACP00000014347
ENSACAP00000009313	ENSGACP00000007339
ENSACAP00000018283	ENSGACP00000004255
ENSACAP00000018283	ENSGACP00000027348
ENSACAP00000003269	ENSGACP00000004021
