ENSDARP00000074624	ENSMGAP00000004951
ENSDARP00000111346	ENSMGAP00000001618
ENSDARP00000073029	ENSMGAP00000007142
ENSDARP00000033355	ENSMGAP00000004218
ENSDARP00000083382	ENSMGAP00000008665
ENSDARP00000038801	ENSMGAP00000002039
ENSDARP00000058604	ENSMGAP00000008424
ENSDARP00000099794	ENSMGAP00000010836
ENSDARP00000021000	ENSMGAP00000010836
ENSDARP00000104494	ENSMGAP00000011295
ENSDARP00000049571	ENSMGAP00000001079
ENSDARP00000071111	ENSMGAP00000000181
ENSDARP00000075597	ENSMGAP00000004907
ENSDARP00000090402	ENSMGAP00000013150
ENSDARP00000074914	ENSMGAP00000006907
ENSDARP00000093632	ENSMGAP00000002713
ENSDARP00000018018	ENSMGAP00000002713
ENSDARP00000054207	ENSMGAP00000009378
ENSDARP00000072858	ENSMGAP00000003123
ENSDARP00000023322	ENSMGAP00000003123
ENSDARP00000074126	ENSMGAP00000002800
ENSDARP00000127813	ENSMGAP00000009556
ENSDARP00000074789	ENSMGAP00000007520
ENSDARP00000119187	ENSMGAP00000019244
ENSDARP00000099725	ENSMGAP00000008700
ENSDARP00000083043	ENSMGAP00000012856
ENSDARP00000072946	ENSMGAP00000012856
ENSDARP00000098966	ENSMGAP00000013132
ENSDARP00000107549	ENSMGAP00000013132
ENSDARP00000072525	ENSMGAP00000013366
ENSDARP00000066929	ENSMGAP00000004266
ENSDARP00000084917	ENSMGAP00000001024
ENSDARP00000005947	ENSMGAP00000012212
ENSDARP00000128561	ENSMGAP00000013875
ENSDARP00000009878	ENSMGAP00000013875
ENSDARP00000129484	ENSMGAP00000017998
ENSDARP00000105025	ENSMGAP00000005350
ENSDARP00000121511	ENSMGAP00000009148
ENSDARP00000089816	ENSMGAP00000011349
ENSDARP00000098256	ENSMGAP00000003323
ENSDARP00000100929	ENSMGAP00000003323
ENSDARP00000029170	ENSMGAP00000000261
ENSDARP00000047211	ENSMGAP00000013847
ENSDARP00000058585	ENSMGAP00000002257
ENSDARP00000025759	ENSMGAP00000004688
ENSDARP00000051182	ENSMGAP00000004465
ENSDARP00000022307	ENSMGAP00000004465
ENSDARP00000075657	ENSMGAP00000011389
ENSDARP00000120681	ENSMGAP00000011389
ENSDARP00000023186	ENSMGAP00000014322
ENSDARP00000042375	ENSMGAP00000014322
ENSDARP00000090723	ENSMGAP00000001546
ENSDARP00000072618	ENSMGAP00000004471
ENSDARP00000033740	ENSMGAP00000012368
ENSDARP00000129488	ENSMGAP00000017780
ENSDARP00000088419	ENSMGAP00000009836
ENSDARP00000069175	ENSMGAP00000015677
ENSDARP00000016016	ENSMGAP00000008510
ENSDARP00000108944	ENSMGAP00000009527
ENSDARP00000024847	ENSMGAP00000000999
ENSDARP00000057761	ENSMGAP00000011753
ENSDARP00000062440	ENSMGAP00000014788
ENSDARP00000112499	ENSMGAP00000009146
ENSDARP00000099342	ENSMGAP00000009146
ENSDARP00000102849	ENSMGAP00000014021
ENSDARP00000020323	ENSMGAP00000002883
ENSDARP00000082397	ENSMGAP00000012380
ENSDARP00000075935	ENSMGAP00000009447
ENSDARP00000093298	ENSMGAP00000004060
ENSDARP00000116849	ENSMGAP00000019400
ENSDARP00000113979	ENSMGAP00000001514
ENSDARP00000106673	ENSMGAP00000011751
ENSDARP00000080946	ENSMGAP00000002708
ENSDARP00000104753	ENSMGAP00000002084
ENSDARP00000066759	ENSMGAP00000006150
ENSDARP00000061543	ENSMGAP00000012124
ENSDARP00000094421	ENSMGAP00000013578
ENSDARP00000061664	ENSMGAP00000009744
ENSDARP00000025119	ENSMGAP00000005960
ENSDARP00000112333	ENSMGAP00000010918
ENSDARP00000098071	ENSMGAP00000005074
ENSDARP00000067557	ENSMGAP00000010727
ENSDARP00000004926	ENSMGAP00000004310
ENSDARP00000110193	ENSMGAP00000010086
ENSDARP00000004298	ENSMGAP00000001464
ENSDARP00000015461	ENSMGAP00000018678
ENSDARP00000083337	ENSMGAP00000006403
ENSDARP00000062417	ENSMGAP00000000740
ENSDARP00000062993	ENSMGAP00000004538
ENSDARP00000111972	ENSMGAP00000016239
ENSDARP00000046901	ENSMGAP00000010810
ENSDARP00000021450	ENSMGAP00000010810
ENSDARP00000117779	ENSMGAP00000007425
ENSDARP00000011011	ENSMGAP00000013331
ENSDARP00000113849	ENSMGAP00000001628
ENSDARP00000124881	ENSMGAP00000013885
ENSDARP00000056318	ENSMGAP00000012830
ENSDARP00000090568	ENSMGAP00000010216
ENSDARP00000041303	ENSMGAP00000015176
ENSDARP00000017217	ENSMGAP00000010291
ENSDARP00000076630	ENSMGAP00000000686
ENSDARP00000010686	ENSMGAP00000004891
ENSDARP00000102576	ENSMGAP00000011818
ENSDARP00000005176	ENSMGAP00000016040
ENSDARP00000003452	ENSMGAP00000010481
ENSDARP00000121522	ENSMGAP00000010481
ENSDARP00000096361	ENSMGAP00000017495
ENSDARP00000118121	ENSMGAP00000016003
ENSDARP00000008647	ENSMGAP00000010148
ENSDARP00000124976	ENSMGAP00000013752
ENSDARP00000113369	ENSMGAP00000012976
ENSDARP00000083350	ENSMGAP00000008821
ENSDARP00000061100	ENSMGAP00000017464
ENSDARP00000003814	ENSMGAP00000014568
ENSDARP00000104575	ENSMGAP00000013151
ENSDARP00000055553	ENSMGAP00000003980
ENSDARP00000076240	ENSMGAP00000000662
ENSDARP00000009876	ENSMGAP00000011885
ENSDARP00000029422	ENSMGAP00000002851
ENSDARP00000036580	ENSMGAP00000009963
ENSDARP00000035728	ENSMGAP00000012728
ENSDARP00000057289	ENSMGAP00000011672
ENSDARP00000103344	ENSMGAP00000011447
ENSDARP00000039099	ENSMGAP00000013134
ENSDARP00000121390	ENSMGAP00000013045
ENSDARP00000095835	ENSMGAP00000018195
ENSDARP00000094818	ENSMGAP00000005649
ENSDARP00000100659	ENSMGAP00000005649
ENSDARP00000118938	ENSMGAP00000013227
ENSDARP00000122798	ENSMGAP00000010435
ENSDARP00000034076	ENSMGAP00000019137
ENSDARP00000057468	ENSMGAP00000008287
ENSDARP00000069664	ENSMGAP00000008287
ENSDARP00000042157	ENSMGAP00000012566
ENSDARP00000104069	ENSMGAP00000013770
ENSDARP00000057878	ENSMGAP00000010803
ENSDARP00000118511	ENSMGAP00000016428
ENSDARP00000103454	ENSMGAP00000002907
ENSDARP00000095488	ENSMGAP00000006020
ENSDARP00000050933	ENSMGAP00000010366
ENSDARP00000055753	ENSMGAP00000014028
ENSDARP00000013627	ENSMGAP00000000463
ENSDARP00000048926	ENSMGAP00000002963
ENSDARP00000070780	ENSMGAP00000000064
ENSDARP00000008133	ENSMGAP00000013385
ENSDARP00000098875	ENSMGAP00000012457
ENSDARP00000093249	ENSMGAP00000013181
ENSDARP00000052184	ENSMGAP00000008146
ENSDARP00000087584	ENSMGAP00000011061
ENSDARP00000022060	ENSMGAP00000014371
ENSDARP00000109711	ENSMGAP00000015085
ENSDARP00000098290	ENSMGAP00000010654
ENSDARP00000061774	ENSMGAP00000000488
ENSDARP00000072847	ENSMGAP00000012236
ENSDARP00000063033	ENSMGAP00000014875
ENSDARP00000067287	ENSMGAP00000004939
ENSDARP00000103758	ENSMGAP00000005566
ENSDARP00000107624	ENSMGAP00000000782
ENSDARP00000066063	ENSMGAP00000002315
ENSDARP00000116660	ENSMGAP00000007657
ENSDARP00000059666	ENSMGAP00000006098
ENSDARP00000111582	ENSMGAP00000008793
ENSDARP00000054908	ENSMGAP00000002210
ENSDARP00000065543	ENSMGAP00000019800
ENSDARP00000106559	ENSMGAP00000001664
ENSDARP00000096969	ENSMGAP00000000393
ENSDARP00000065863	ENSMGAP00000010874
ENSDARP00000009109	ENSMGAP00000005026
ENSDARP00000099718	ENSMGAP00000014455
ENSDARP00000066387	ENSMGAP00000013104
ENSDARP00000073799	ENSMGAP00000011149
ENSDARP00000052645	ENSMGAP00000011149
ENSDARP00000040032	ENSMGAP00000010911
ENSDARP00000103873	ENSMGAP00000005223
ENSDARP00000054860	ENSMGAP00000007596
ENSDARP00000110784	ENSMGAP00000018737
ENSDARP00000116242	ENSMGAP00000008831
ENSDARP00000025466	ENSMGAP00000006640
ENSDARP00000129175	ENSMGAP00000010942
ENSDARP00000006173	ENSMGAP00000015931
ENSDARP00000010013	ENSMGAP00000005926
ENSDARP00000044042	ENSMGAP00000003752
ENSDARP00000116237	ENSMGAP00000013905
ENSDARP00000106416	ENSMGAP00000007676
ENSDARP00000019903	ENSMGAP00000006996
ENSDARP00000055486	ENSMGAP00000013878
ENSDARP00000105727	ENSMGAP00000017401
ENSDARP00000128519	ENSMGAP00000011901
ENSDARP00000062091	ENSMGAP00000007832
ENSDARP00000066190	ENSMGAP00000002723
ENSDARP00000088640	ENSMGAP00000011427
ENSDARP00000121705	ENSMGAP00000012462
ENSDARP00000111658	ENSMGAP00000012740
ENSDARP00000016213	ENSMGAP00000012740
ENSDARP00000104242	ENSMGAP00000004982
ENSDARP00000105820	ENSMGAP00000001222
ENSDARP00000017149	ENSMGAP00000004594
ENSDARP00000102969	ENSMGAP00000017908
ENSDARP00000110068	ENSMGAP00000007885
ENSDARP00000080925	ENSMGAP00000005190
ENSDARP00000108416	ENSMGAP00000002599
ENSDARP00000063612	ENSMGAP00000002599
ENSDARP00000099617	ENSMGAP00000009999
ENSDARP00000071726	ENSMGAP00000010022
ENSDARP00000118992	ENSMGAP00000003468
ENSDARP00000064693	ENSMGAP00000010027
ENSDARP00000076519	ENSMGAP00000002890
ENSDARP00000076735	ENSMGAP00000017452
ENSDARP00000102047	ENSMGAP00000007257
ENSDARP00000050846	ENSMGAP00000009898
ENSDARP00000060688	ENSMGAP00000013419
ENSDARP00000004687	ENSMGAP00000012929
ENSDARP00000031745	ENSMGAP00000004772
ENSDARP00000037419	ENSMGAP00000011244
ENSDARP00000116409	ENSMGAP00000011007
ENSDARP00000109353	ENSMGAP00000012786
ENSDARP00000018505	ENSMGAP00000019459
ENSDARP00000067095	ENSMGAP00000010722
ENSDARP00000124362	ENSMGAP00000008233
ENSDARP00000097615	ENSMGAP00000012692
ENSDARP00000060189	ENSMGAP00000014003
ENSDARP00000123267	ENSMGAP00000000600
ENSDARP00000068017	ENSMGAP00000007630
ENSDARP00000101015	ENSMGAP00000009790
ENSDARP00000037304	ENSMGAP00000002509
ENSDARP00000106732	ENSMGAP00000003693
ENSDARP00000098431	ENSMGAP00000003693
ENSDARP00000038195	ENSMGAP00000018133
ENSDARP00000105984	ENSMGAP00000003335
ENSDARP00000076893	ENSMGAP00000001322
ENSDARP00000063150	ENSMGAP00000009260
ENSDARP00000088158	ENSMGAP00000009260
ENSDARP00000124404	ENSMGAP00000000110
ENSDARP00000098601	ENSMGAP00000000110
ENSDARP00000106280	ENSMGAP00000000455
ENSDARP00000056900	ENSMGAP00000011016
ENSDARP00000044114	ENSMGAP00000012361
ENSDARP00000032165	ENSMGAP00000018567
ENSDARP00000126427	ENSMGAP00000011596
ENSDARP00000067396	ENSMGAP00000011805
ENSDARP00000070899	ENSMGAP00000001057
ENSDARP00000111067	ENSMGAP00000004411
ENSDARP00000034563	ENSMGAP00000004550
ENSDARP00000050244	ENSMGAP00000012918
ENSDARP00000127074	ENSMGAP00000000673
ENSDARP00000071703	ENSMGAP00000010229
ENSDARP00000012858	ENSMGAP00000010907
ENSDARP00000087580	ENSMGAP00000005075
ENSDARP00000097688	ENSMGAP00000013984
ENSDARP00000124120	ENSMGAP00000005885
ENSDARP00000051775	ENSMGAP00000006818
ENSDARP00000081745	ENSMGAP00000015645
ENSDARP00000118997	ENSMGAP00000006395
ENSDARP00000085187	ENSMGAP00000000311
ENSDARP00000106592	ENSMGAP00000007604
ENSDARP00000101805	ENSMGAP00000013506
ENSDARP00000059298	ENSMGAP00000009412
ENSDARP00000118262	ENSMGAP00000006368
ENSDARP00000013430	ENSMGAP00000006240
ENSDARP00000089349	ENSMGAP00000008688
ENSDARP00000069707	ENSMGAP00000003001
ENSDARP00000095658	ENSMGAP00000003428
ENSDARP00000110958	ENSMGAP00000011889
ENSDARP00000111216	ENSMGAP00000003934
ENSDARP00000011083	ENSMGAP00000019151
ENSDARP00000034129	ENSMGAP00000012369
ENSDARP00000016859	ENSMGAP00000012369
ENSDARP00000074854	ENSMGAP00000016048
ENSDARP00000016047	ENSMGAP00000005888
ENSDARP00000106414	ENSMGAP00000004096
ENSDARP00000076357	ENSMGAP00000011822
ENSDARP00000082748	ENSMGAP00000013621
ENSDARP00000104141	ENSMGAP00000015248
ENSDARP00000123531	ENSMGAP00000006677
ENSDARP00000127123	ENSMGAP00000013999
ENSDARP00000101527	ENSMGAP00000013999
ENSDARP00000054152	ENSMGAP00000003483
ENSDARP00000126448	ENSMGAP00000013559
ENSDARP00000061760	ENSMGAP00000000214
ENSDARP00000116217	ENSMGAP00000005238
ENSDARP00000081096	ENSMGAP00000003072
ENSDARP00000005238	ENSMGAP00000005858
ENSDARP00000052644	ENSMGAP00000005491
ENSDARP00000072369	ENSMGAP00000012722
ENSDARP00000014201	ENSMGAP00000015162
ENSDARP00000041904	ENSMGAP00000015162
ENSDARP00000047953	ENSMGAP00000004403
ENSDARP00000037928	ENSMGAP00000018307
ENSDARP00000048639	ENSMGAP00000000229
ENSDARP00000024817	ENSMGAP00000012700
ENSDARP00000058031	ENSMGAP00000011802
ENSDARP00000062555	ENSMGAP00000013171
ENSDARP00000043430	ENSMGAP00000004639
ENSDARP00000006378	ENSMGAP00000013074
ENSDARP00000027131	ENSMGAP00000010570
ENSDARP00000096562	ENSMGAP00000010570
ENSDARP00000123079	ENSMGAP00000015481
ENSDARP00000067637	ENSMGAP00000006289
ENSDARP00000023460	ENSMGAP00000010369
ENSDARP00000103943	ENSMGAP00000014910
ENSDARP00000064802	ENSMGAP00000009470
ENSDARP00000094012	ENSMGAP00000007105
ENSDARP00000086605	ENSMGAP00000001824
ENSDARP00000106419	ENSMGAP00000012343
ENSDARP00000077967	ENSMGAP00000012343
ENSDARP00000093629	ENSMGAP00000010698
ENSDARP00000102666	ENSMGAP00000014080
ENSDARP00000088015	ENSMGAP00000002778
ENSDARP00000014151	ENSMGAP00000005677
ENSDARP00000073610	ENSMGAP00000013929
ENSDARP00000058350	ENSMGAP00000014585
ENSDARP00000100148	ENSMGAP00000009714
ENSDARP00000041113	ENSMGAP00000003762
ENSDARP00000048674	ENSMGAP00000013972
ENSDARP00000024490	ENSMGAP00000005250
ENSDARP00000050825	ENSMGAP00000010453
ENSDARP00000027320	ENSMGAP00000005022
ENSDARP00000043075	ENSMGAP00000006459
ENSDARP00000031112	ENSMGAP00000006459
ENSDARP00000067338	ENSMGAP00000004617
ENSDARP00000075051	ENSMGAP00000016037
ENSDARP00000097746	ENSMGAP00000011331
ENSDARP00000059353	ENSMGAP00000002856
ENSDARP00000083980	ENSMGAP00000009058
ENSDARP00000054321	ENSMGAP00000004260
ENSDARP00000111036	ENSMGAP00000004260
ENSDARP00000105284	ENSMGAP00000010225
ENSDARP00000084087	ENSMGAP00000012047
ENSDARP00000127531	ENSMGAP00000012817
ENSDARP00000003198	ENSMGAP00000008149
ENSDARP00000116987	ENSMGAP00000002354
ENSDARP00000077564	ENSMGAP00000002354
ENSDARP00000101727	ENSMGAP00000016042
ENSDARP00000090309	ENSMGAP00000004397
ENSDARP00000028109	ENSMGAP00000012995
ENSDARP00000122309	ENSMGAP00000003064
ENSDARP00000065324	ENSMGAP00000010026
ENSDARP00000105288	ENSMGAP00000008966
ENSDARP00000052786	ENSMGAP00000003175
ENSDARP00000003488	ENSMGAP00000006894
ENSDARP00000062358	ENSMGAP00000005978
ENSDARP00000090111	ENSMGAP00000014395
ENSDARP00000062851	ENSMGAP00000016236
ENSDARP00000060591	ENSMGAP00000011399
ENSDARP00000023604	ENSMGAP00000016132
ENSDARP00000053813	ENSMGAP00000009891
ENSDARP00000016349	ENSMGAP00000011826
ENSDARP00000033381	ENSMGAP00000014454
ENSDARP00000110309	ENSMGAP00000007111
ENSDARP00000061333	ENSMGAP00000014883
ENSDARP00000072623	ENSMGAP00000000967
ENSDARP00000103689	ENSMGAP00000013273
ENSDARP00000124096	ENSMGAP00000009452
ENSDARP00000041739	ENSMGAP00000002474
ENSDARP00000089161	ENSMGAP00000002474
ENSDARP00000124464	ENSMGAP00000013237
ENSDARP00000100660	ENSMGAP00000003188
ENSDARP00000035079	ENSMGAP00000003112
ENSDARP00000054439	ENSMGAP00000001286
ENSDARP00000052647	ENSMGAP00000001286
ENSDARP00000007628	ENSMGAP00000009553
ENSDARP00000013651	ENSMGAP00000014937
ENSDARP00000064808	ENSMGAP00000004338
ENSDARP00000111416	ENSMGAP00000005730
ENSDARP00000032037	ENSMGAP00000005460
ENSDARP00000128424	ENSMGAP00000004672
ENSDARP00000070516	ENSMGAP00000007636
ENSDARP00000077038	ENSMGAP00000007891
ENSDARP00000104733	ENSMGAP00000014412
ENSDARP00000066890	ENSMGAP00000012327
ENSDARP00000051648	ENSMGAP00000007243
ENSDARP00000070383	ENSMGAP00000008250
ENSDARP00000009441	ENSMGAP00000015742
ENSDARP00000054604	ENSMGAP00000016079
ENSDARP00000017647	ENSMGAP00000007362
ENSDARP00000022310	ENSMGAP00000012980
ENSDARP00000040389	ENSMGAP00000013327
ENSDARP00000127799	ENSMGAP00000010759
ENSDARP00000058459	ENSMGAP00000002476
ENSDARP00000077729	ENSMGAP00000018159
ENSDARP00000026560	ENSMGAP00000012569
ENSDARP00000068470	ENSMGAP00000012569
ENSDARP00000076298	ENSMGAP00000015114
ENSDARP00000059350	ENSMGAP00000008777
ENSDARP00000110651	ENSMGAP00000011950
ENSDARP00000098016	ENSMGAP00000003184
ENSDARP00000088637	ENSMGAP00000015003
ENSDARP00000022189	ENSMGAP00000000137
ENSDARP00000066998	ENSMGAP00000013798
ENSDARP00000013664	ENSMGAP00000001933
ENSDARP00000041069	ENSMGAP00000002978
ENSDARP00000073961	ENSMGAP00000006981
ENSDARP00000074168	ENSMGAP00000002090
ENSDARP00000080456	ENSMGAP00000000103
ENSDARP00000031013	ENSMGAP00000008102
ENSDARP00000121091	ENSMGAP00000004718
ENSDARP00000031494	ENSMGAP00000008191
ENSDARP00000041503	ENSMGAP00000010332
ENSDARP00000035258	ENSMGAP00000010332
ENSDARP00000101720	ENSMGAP00000015298
ENSDARP00000017350	ENSMGAP00000001682
ENSDARP00000073678	ENSMGAP00000015400
ENSDARP00000102557	ENSMGAP00000015868
ENSDARP00000047068	ENSMGAP00000010121
ENSDARP00000052239	ENSMGAP00000008948
ENSDARP00000128879	ENSMGAP00000000583
ENSDARP00000013774	ENSMGAP00000015221
ENSDARP00000066545	ENSMGAP00000007803
ENSDARP00000118802	ENSMGAP00000008189
ENSDARP00000039092	ENSMGAP00000006967
ENSDARP00000060632	ENSMGAP00000002514
ENSDARP00000115081	ENSMGAP00000015099
ENSDARP00000127595	ENSMGAP00000003446
ENSDARP00000106615	ENSMGAP00000003446
ENSDARP00000111715	ENSMGAP00000004175
ENSDARP00000084220	ENSMGAP00000002308
ENSDARP00000028927	ENSMGAP00000004919
ENSDARP00000066986	ENSMGAP00000007045
ENSDARP00000013273	ENSMGAP00000009705
ENSDARP00000108504	ENSMGAP00000011177
ENSDARP00000127487	ENSMGAP00000005777
ENSDARP00000060294	ENSMGAP00000011024
ENSDARP00000020953	ENSMGAP00000004841
ENSDARP00000051669	ENSMGAP00000005517
ENSDARP00000076556	ENSMGAP00000010599
ENSDARP00000045638	ENSMGAP00000006806
ENSDARP00000111339	ENSMGAP00000000962
ENSDARP00000060694	ENSMGAP00000013722
ENSDARP00000066782	ENSMGAP00000009131
ENSDARP00000082215	ENSMGAP00000015708
ENSDARP00000014583	ENSMGAP00000003010
ENSDARP00000065231	ENSMGAP00000010159
ENSDARP00000072446	ENSMGAP00000013432
ENSDARP00000108800	ENSMGAP00000004960
ENSDARP00000080008	ENSMGAP00000011432
ENSDARP00000029749	ENSMGAP00000011432
ENSDARP00000081257	ENSMGAP00000000116
ENSDARP00000004251	ENSMGAP00000006165
ENSDARP00000041450	ENSMGAP00000013586
ENSDARP00000085810	ENSMGAP00000002030
ENSDARP00000126605	ENSMGAP00000015773
ENSDARP00000024527	ENSMGAP00000014979
ENSDARP00000017721	ENSMGAP00000005001
ENSDARP00000017622	ENSMGAP00000003209
ENSDARP00000044127	ENSMGAP00000010389
ENSDARP00000094053	ENSMGAP00000007500
ENSDARP00000073846	ENSMGAP00000012056
ENSDARP00000025779	ENSMGAP00000002537
ENSDARP00000111696	ENSMGAP00000009332
ENSDARP00000068223	ENSMGAP00000006496
ENSDARP00000037308	ENSMGAP00000008661
ENSDARP00000000019	ENSMGAP00000002282
ENSDARP00000068523	ENSMGAP00000004652
ENSDARP00000027484	ENSMGAP00000000713
ENSDARP00000119233	ENSMGAP00000009899
ENSDARP00000072564	ENSMGAP00000011882
ENSDARP00000089506	ENSMGAP00000001656
ENSDARP00000067993	ENSMGAP00000008795
ENSDARP00000079916	ENSMGAP00000013201
ENSDARP00000124077	ENSMGAP00000014292
ENSDARP00000064111	ENSMGAP00000013952
ENSDARP00000095418	ENSMGAP00000004856
ENSDARP00000107908	ENSMGAP00000015758
ENSDARP00000091951	ENSMGAP00000015927
ENSDARP00000069002	ENSMGAP00000015927
ENSDARP00000006549	ENSMGAP00000006794
ENSDARP00000042671	ENSMGAP00000012729
ENSDARP00000020042	ENSMGAP00000004325
ENSDARP00000101486	ENSMGAP00000005443
ENSDARP00000017003	ENSMGAP00000008992
ENSDARP00000129538	ENSMGAP00000012228
ENSDARP00000053762	ENSMGAP00000006600
ENSDARP00000109840	ENSMGAP00000005461
ENSDARP00000037364	ENSMGAP00000002933
ENSDARP00000026769	ENSMGAP00000000329
ENSDARP00000069247	ENSMGAP00000011132
ENSDARP00000065995	ENSMGAP00000001604
ENSDARP00000086095	ENSMGAP00000003257
ENSDARP00000107015	ENSMGAP00000008309
ENSDARP00000074549	ENSMGAP00000010536
ENSDARP00000021565	ENSMGAP00000003959
ENSDARP00000076844	ENSMGAP00000007331
ENSDARP00000121828	ENSMGAP00000015196
ENSDARP00000079717	ENSMGAP00000012946
ENSDARP00000120246	ENSMGAP00000003229
ENSDARP00000040775	ENSMGAP00000013114
ENSDARP00000093822	ENSMGAP00000017876
ENSDARP00000111675	ENSMGAP00000017876
ENSDARP00000097766	ENSMGAP00000008926
ENSDARP00000055442	ENSMGAP00000001029
ENSDARP00000048870	ENSMGAP00000012753
ENSDARP00000073498	ENSMGAP00000006690
ENSDARP00000045123	ENSMGAP00000016008
ENSDARP00000099447	ENSMGAP00000004053
ENSDARP00000122983	ENSMGAP00000006992
ENSDARP00000002108	ENSMGAP00000000223
ENSDARP00000015118	ENSMGAP00000011686
ENSDARP00000095073	ENSMGAP00000010064
ENSDARP00000097737	ENSMGAP00000014203
ENSDARP00000055565	ENSMGAP00000008947
ENSDARP00000008857	ENSMGAP00000012010
ENSDARP00000068720	ENSMGAP00000015161
ENSDARP00000067754	ENSMGAP00000015161
ENSDARP00000126236	ENSMGAP00000009046
ENSDARP00000125625	ENSMGAP00000018771
ENSDARP00000121684	ENSMGAP00000001770
ENSDARP00000105162	ENSMGAP00000000175
ENSDARP00000004923	ENSMGAP00000005710
ENSDARP00000003173	ENSMGAP00000017215
ENSDARP00000103116	ENSMGAP00000005560
ENSDARP00000092338	ENSMGAP00000007301
ENSDARP00000060730	ENSMGAP00000010035
ENSDARP00000128871	ENSMGAP00000002832
ENSDARP00000046839	ENSMGAP00000000379
ENSDARP00000056925	ENSMGAP00000012576
ENSDARP00000087506	ENSMGAP00000000501
ENSDARP00000064438	ENSMGAP00000013299
ENSDARP00000068087	ENSMGAP00000009076
ENSDARP00000081911	ENSMGAP00000007298
ENSDARP00000069326	ENSMGAP00000006314
ENSDARP00000107199	ENSMGAP00000012955
ENSDARP00000052323	ENSMGAP00000011458
ENSDARP00000006732	ENSMGAP00000002915
ENSDARP00000112480	ENSMGAP00000000636
ENSDARP00000065265	ENSMGAP00000000636
ENSDARP00000108231	ENSMGAP00000001652
ENSDARP00000121489	ENSMGAP00000014877
ENSDARP00000098858	ENSMGAP00000004462
ENSDARP00000056648	ENSMGAP00000010533
ENSDARP00000058289	ENSMGAP00000009772
ENSDARP00000102182	ENSMGAP00000006132
ENSDARP00000049223	ENSMGAP00000014816
ENSDARP00000034175	ENSMGAP00000018830
ENSDARP00000060133	ENSMGAP00000015567
ENSDARP00000106420	ENSMGAP00000002230
ENSDARP00000122064	ENSMGAP00000001211
ENSDARP00000009619	ENSMGAP00000002681
ENSDARP00000106401	ENSMGAP00000014389
ENSDARP00000012488	ENSMGAP00000007377
ENSDARP00000022770	ENSMGAP00000013116
ENSDARP00000052348	ENSMGAP00000000382
ENSDARP00000113407	ENSMGAP00000001901
ENSDARP00000120704	ENSMGAP00000011930
ENSDARP00000055610	ENSMGAP00000013356
ENSDARP00000115495	ENSMGAP00000012637
ENSDARP00000002605	ENSMGAP00000006514
ENSDARP00000024616	ENSMGAP00000011993
ENSDARP00000105892	ENSMGAP00000007660
ENSDARP00000095783	ENSMGAP00000013608
ENSDARP00000117101	ENSMGAP00000004551
ENSDARP00000126600	ENSMGAP00000010826
ENSDARP00000073936	ENSMGAP00000013236
ENSDARP00000112810	ENSMGAP00000009075
ENSDARP00000094113	ENSMGAP00000011666
ENSDARP00000004735	ENSMGAP00000008475
ENSDARP00000071531	ENSMGAP00000010605
ENSDARP00000109722	ENSMGAP00000010151
ENSDARP00000008455	ENSMGAP00000014341
ENSDARP00000047250	ENSMGAP00000007826
ENSDARP00000116431	ENSMGAP00000007826
ENSDARP00000020711	ENSMGAP00000003285
ENSDARP00000074588	ENSMGAP00000013852
ENSDARP00000115398	ENSMGAP00000009154
ENSDARP00000021768	ENSMGAP00000014379
ENSDARP00000035108	ENSMGAP00000000618
ENSDARP00000084619	ENSMGAP00000013983
ENSDARP00000042491	ENSMGAP00000013125
ENSDARP00000124483	ENSMGAP00000009806
ENSDARP00000065565	ENSMGAP00000006660
ENSDARP00000072728	ENSMGAP00000018989
ENSDARP00000026192	ENSMGAP00000006350
ENSDARP00000071213	ENSMGAP00000000159
ENSDARP00000082118	ENSMGAP00000010791
ENSDARP00000096299	ENSMGAP00000004342
ENSDARP00000095264	ENSMGAP00000012696
ENSDARP00000100108	ENSMGAP00000006543
ENSDARP00000101392	ENSMGAP00000006543
ENSDARP00000060576	ENSMGAP00000012796
ENSDARP00000051892	ENSMGAP00000013402
ENSDARP00000016305	ENSMGAP00000002533
ENSDARP00000124965	ENSMGAP00000003345
ENSDARP00000056036	ENSMGAP00000012735
ENSDARP00000052502	ENSMGAP00000013080
ENSDARP00000074049	ENSMGAP00000015941
ENSDARP00000079877	ENSMGAP00000015081
ENSDARP00000116017	ENSMGAP00000009586
ENSDARP00000079466	ENSMGAP00000001740
ENSDARP00000076392	ENSMGAP00000001038
ENSDARP00000063332	ENSMGAP00000014959
ENSDARP00000091524	ENSMGAP00000014959
ENSDARP00000058668	ENSMGAP00000004796
ENSDARP00000065337	ENSMGAP00000002953
ENSDARP00000008022	ENSMGAP00000015124
ENSDARP00000103306	ENSMGAP00000004324
ENSDARP00000078444	ENSMGAP00000014130
ENSDARP00000025305	ENSMGAP00000004343
ENSDARP00000117319	ENSMGAP00000007997
ENSDARP00000117314	ENSMGAP00000010128
ENSDARP00000084908	ENSMGAP00000007934
ENSDARP00000032121	ENSMGAP00000005965
ENSDARP00000126028	ENSMGAP00000015640
ENSDARP00000100201	ENSMGAP00000001064
ENSDARP00000128329	ENSMGAP00000016043
ENSDARP00000109261	ENSMGAP00000004832
ENSDARP00000010800	ENSMGAP00000017685
ENSDARP00000065340	ENSMGAP00000004697
ENSDARP00000027115	ENSMGAP00000003578
ENSDARP00000038215	ENSMGAP00000011207
