ENSLOCP00000009128	ENSMUSP00000034074
ENSLOCP00000012737	ENSMUSP00000027103
ENSLOCP00000019305	ENSMUSP00000026888
ENSLOCP00000006969	ENSMUSP00000028157
ENSLOCP00000007691	ENSMUSP00000088456
ENSLOCP00000004006	ENSMUSP00000029759
ENSLOCP00000006089	ENSMUSP00000029938
ENSLOCP00000011373	ENSMUSP00000118956
ENSLOCP00000003715	ENSMUSP00000030311
ENSLOCP00000006141	ENSMUSP00000037514
ENSLOCP00000017337	ENSMUSP00000052755
ENSLOCP00000008398	ENSMUSP00000022310
ENSLOCP00000007391	ENSMUSP00000042882
ENSLOCP00000013759	ENSMUSP00000107364
ENSLOCP00000006675	ENSMUSP00000022585
ENSLOCP00000003057	ENSMUSP00000130264
ENSLOCP00000013412	ENSMUSP00000027401
ENSLOCP00000013870	ENSMUSP00000022875
ENSLOCP00000011190	ENSMUSP00000059102
ENSLOCP00000016499	ENSMUSP00000001485
ENSLOCP00000008357	ENSMUSP00000026827
ENSLOCP00000020387	ENSMUSP00000051433
ENSLOCP00000014703	ENSMUSP00000018184
ENSLOCP00000015706	ENSMUSP00000041820
ENSLOCP00000015598	ENSMUSP00000107498
ENSLOCP00000015048	ENSMUSP00000042151
ENSLOCP00000019219	ENSMUSP00000028857
ENSLOCP00000001772	ENSMUSP00000105847
ENSLOCP00000005263	ENSMUSP00000095584
ENSLOCP00000002561	ENSMUSP00000035154
ENSLOCP00000010129	ENSMUSP00000033163
ENSLOCP00000012895	ENSMUSP00000124428
ENSLOCP00000010644	ENSMUSP00000081567
ENSLOCP00000018110	ENSMUSP00000106420
ENSLOCP00000007404	ENSMUSP00000083844
ENSLOCP00000001763	ENSMUSP00000006632
ENSLOCP00000008386	ENSMUSP00000029542
ENSLOCP00000019677	ENSMUSP00000035325
ENSLOCP00000014533	ENSMUSP00000025505
ENSLOCP00000013030	ENSMUSP00000026866
ENSLOCP00000003911	ENSMUSP00000021183
ENSLOCP00000013701	ENSMUSP00000056805
ENSLOCP00000021083	ENSMUSP00000092672
ENSLOCP00000007401	ENSMUSP00000119565
ENSLOCP00000004716	ENSMUSP00000136717
ENSLOCP00000013931	ENSMUSP00000010278
ENSLOCP00000007407	ENSMUSP00000128888
ENSLOCP00000019582	ENSMUSP00000048450
ENSLOCP00000020558	ENSMUSP00000024873
ENSLOCP00000021689	ENSMUSP00000065511
ENSLOCP00000009698	ENSMUSP00000092548
ENSLOCP00000019376	ENSMUSP00000016034
ENSLOCP00000009842	ENSMUSP00000029386
ENSLOCP00000020677	ENSMUSP00000110250
ENSLOCP00000010691	ENSMUSP00000110128
ENSLOCP00000013569	ENSMUSP00000048204
ENSLOCP00000000900	ENSMUSP00000058599
ENSLOCP00000001727	ENSMUSP00000136768
ENSLOCP00000009960	ENSMUSP00000055934
ENSLOCP00000002082	ENSMUSP00000018877
ENSLOCP00000001558	ENSMUSP00000027444
ENSLOCP00000003425	ENSMUSP00000045217
ENSLOCP00000005086	ENSMUSP00000036491
ENSLOCP00000010984	ENSMUSP00000022353
ENSLOCP00000001696	ENSMUSP00000027876
ENSLOCP00000012431	ENSMUSP00000031091
ENSLOCP00000012732	ENSMUSP00000072382
ENSLOCP00000012379	ENSMUSP00000036093
ENSLOCP00000001274	ENSMUSP00000029179
ENSLOCP00000013079	ENSMUSP00000006061
ENSLOCP00000018921	ENSMUSP00000020756
ENSLOCP00000011628	ENSMUSP00000070018
ENSLOCP00000016636	ENSMUSP00000006217
ENSLOCP00000008706	ENSMUSP00000029256
ENSLOCP00000002177	ENSMUSP00000036253
ENSLOCP00000019948	ENSMUSP00000078050
ENSLOCP00000021124	ENSMUSP00000029911
ENSLOCP00000015178	ENSMUSP00000025930
ENSLOCP00000014411	ENSMUSP00000000608
ENSLOCP00000015836	ENSMUSP00000055656
ENSLOCP00000018685	ENSMUSP00000004507
ENSLOCP00000007138	ENSMUSP00000090510
ENSLOCP00000005715	ENSMUSP00000116627
ENSLOCP00000013509	ENSMUSP00000004343
ENSLOCP00000006917	ENSMUSP00000002099
ENSLOCP00000009614	ENSMUSP00000028470
ENSLOCP00000008052	ENSMUSP00000019722
ENSLOCP00000002116	ENSMUSP00000025675
ENSLOCP00000019541	ENSMUSP00000051177
ENSLOCP00000019683	ENSMUSP00000110872
ENSLOCP00000009807	ENSMUSP00000129300
ENSLOCP00000003734	ENSMUSP00000083057
ENSLOCP00000003404	ENSMUSP00000097144
ENSLOCP00000019325	ENSMUSP00000080643
ENSLOCP00000012741	ENSMUSP00000053325
ENSLOCP00000009138	ENSMUSP00000034406
ENSLOCP00000001221	ENSMUSP00000115011
ENSLOCP00000018569	ENSMUSP00000016901
ENSLOCP00000014905	ENSMUSP00000090882
ENSLOCP00000003665	ENSMUSP00000026625
ENSLOCP00000001886	ENSMUSP00000069840
ENSLOCP00000010817	ENSMUSP00000041650
ENSLOCP00000009101	ENSMUSP00000059159
ENSLOCP00000017534	ENSMUSP00000010201
ENSLOCP00000012630	ENSMUSP00000029047
ENSLOCP00000019191	ENSMUSP00000010940
ENSLOCP00000016679	ENSMUSP00000106329
ENSLOCP00000020792	ENSMUSP00000075609
ENSLOCP00000020163	ENSMUSP00000024957
ENSLOCP00000003558	ENSMUSP00000028250
ENSLOCP00000016859	ENSMUSP00000130012
ENSLOCP00000012242	ENSMUSP00000031262
ENSLOCP00000021322	ENSMUSP00000113343
ENSLOCP00000017146	ENSMUSP00000048595
ENSLOCP00000014101	ENSMUSP00000099325
ENSLOCP00000010708	ENSMUSP00000033934
ENSLOCP00000020430	ENSMUSP00000128382
ENSLOCP00000002491	ENSMUSP00000024981
ENSLOCP00000016252	ENSMUSP00000132287
ENSLOCP00000002394	ENSMUSP00000059494
ENSLOCP00000016959	ENSMUSP00000036119
ENSLOCP00000005053	ENSMUSP00000092009
ENSLOCP00000015809	ENSMUSP00000049156
ENSLOCP00000007088	ENSMUSP00000032877
ENSLOCP00000006408	ENSMUSP00000028900
ENSLOCP00000002239	ENSMUSP00000125492
ENSLOCP00000015912	ENSMUSP00000068004
ENSLOCP00000015319	ENSMUSP00000019447
ENSLOCP00000017969	ENSMUSP00000003529
ENSLOCP00000005162	ENSMUSP00000036971
ENSLOCP00000012583	ENSMUSP00000054367
ENSLOCP00000021126	ENSMUSP00000029909
ENSLOCP00000021129	ENSMUSP00000022227
ENSLOCP00000019322	ENSMUSP00000028911
ENSLOCP00000000328	ENSMUSP00000087208
ENSLOCP00000003771	ENSMUSP00000034234
ENSLOCP00000014141	ENSMUSP00000114844
ENSLOCP00000020107	ENSMUSP00000043355
ENSLOCP00000013358	ENSMUSP00000022518
ENSLOCP00000009508	ENSMUSP00000009102
ENSLOCP00000020686	ENSMUSP00000002845
ENSLOCP00000013052	ENSMUSP00000007559
ENSLOCP00000013014	ENSMUSP00000070821
ENSLOCP00000006880	ENSMUSP00000043896
ENSLOCP00000021009	ENSMUSP00000019861
ENSLOCP00000001100	ENSMUSP00000013737
ENSLOCP00000002214	ENSMUSP00000019517
ENSLOCP00000017262	ENSMUSP00000021416
ENSLOCP00000018062	ENSMUSP00000099654
ENSLOCP00000011769	ENSMUSP00000095149
ENSLOCP00000017880	ENSMUSP00000032841
ENSLOCP00000003674	ENSMUSP00000137597
ENSLOCP00000003829	ENSMUSP00000099383
ENSLOCP00000018137	ENSMUSP00000034929
ENSLOCP00000005582	ENSMUSP00000024486
ENSLOCP00000020811	ENSMUSP00000114504
ENSLOCP00000012950	ENSMUSP00000022577
ENSLOCP00000001916	ENSMUSP00000029105
ENSLOCP00000004281	ENSMUSP00000035506
ENSLOCP00000016656	ENSMUSP00000139026
ENSLOCP00000009560	ENSMUSP00000033282
ENSLOCP00000010640	ENSMUSP00000067701
ENSLOCP00000012017	ENSMUSP00000045792
ENSLOCP00000001411	ENSMUSP00000049759
ENSLOCP00000002434	ENSMUSP00000065198
ENSLOCP00000015490	ENSMUSP00000030313
ENSLOCP00000020981	ENSMUSP00000070834
ENSLOCP00000016855	ENSMUSP00000108771
ENSLOCP00000005411	ENSMUSP00000028592
ENSLOCP00000011653	ENSMUSP00000093406
ENSLOCP00000002077	ENSMUSP00000048482
ENSLOCP00000017701	ENSMUSP00000092409
ENSLOCP00000004465	ENSMUSP00000059471
ENSLOCP00000020962	ENSMUSP00000051206
ENSLOCP00000007762	ENSMUSP00000022462
ENSLOCP00000020919	ENSMUSP00000103768
ENSLOCP00000003659	ENSMUSP00000046558
ENSLOCP00000015165	ENSMUSP00000036915
ENSLOCP00000018354	ENSMUSP00000069078
ENSLOCP00000015332	ENSMUSP00000001611
ENSLOCP00000020408	ENSMUSP00000120840
ENSLOCP00000021005	ENSMUSP00000138581
ENSLOCP00000005667	ENSMUSP00000071719
ENSLOCP00000020280	ENSMUSP00000025101
ENSLOCP00000011454	ENSMUSP00000110011
ENSLOCP00000012385	ENSMUSP00000112121
ENSLOCP00000005638	ENSMUSP00000018572
ENSLOCP00000001945	ENSMUSP00000051216
ENSLOCP00000005888	ENSMUSP00000082374
ENSLOCP00000006107	ENSMUSP00000024972
ENSLOCP00000002552	ENSMUSP00000027623
ENSLOCP00000009619	ENSMUSP00000059166
ENSLOCP00000009018	ENSMUSP00000034079
ENSLOCP00000003517	ENSMUSP00000008094
ENSLOCP00000015276	ENSMUSP00000081889
ENSLOCP00000008011	ENSMUSP00000110822
ENSLOCP00000003908	ENSMUSP00000134576
ENSLOCP00000002871	ENSMUSP00000017622
ENSLOCP00000013357	ENSMUSP00000015333
ENSLOCP00000005006	ENSMUSP00000072800
ENSLOCP00000015275	ENSMUSP00000131842
ENSLOCP00000020639	ENSMUSP00000129738
ENSLOCP00000010873	ENSMUSP00000046517
ENSLOCP00000003822	ENSMUSP00000125874
ENSLOCP00000004004	ENSMUSP00000091312
ENSLOCP00000001165	ENSMUSP00000043790
ENSLOCP00000004534	ENSMUSP00000134781
ENSLOCP00000001662	ENSMUSP00000043143
ENSLOCP00000005534	ENSMUSP00000116575
ENSLOCP00000012912	ENSMUSP00000114906
ENSLOCP00000010707	ENSMUSP00000036482
ENSLOCP00000006363	ENSMUSP00000138112
ENSLOCP00000016285	ENSMUSP00000125288
ENSLOCP00000010294	ENSMUSP00000038938
ENSLOCP00000017023	ENSMUSP00000108517
ENSLOCP00000002266	ENSMUSP00000030536
ENSLOCP00000013257	ENSMUSP00000061835
ENSLOCP00000014980	ENSMUSP00000103762
ENSLOCP00000006821	ENSMUSP00000063450
ENSLOCP00000008633	ENSMUSP00000032887
ENSLOCP00000011242	ENSMUSP00000022998
ENSLOCP00000003832	ENSMUSP00000115882
ENSLOCP00000015683	ENSMUSP00000088725
ENSLOCP00000001564	ENSMUSP00000034392
ENSLOCP00000015392	ENSMUSP00000045437
ENSLOCP00000017913	ENSMUSP00000032410
ENSLOCP00000012839	ENSMUSP00000117009
ENSLOCP00000004108	ENSMUSP00000045925
ENSLOCP00000012642	ENSMUSP00000030980
ENSLOCP00000009991	ENSMUSP00000107939
ENSLOCP00000020129	ENSMUSP00000037484
ENSLOCP00000011553	ENSMUSP00000097156
ENSLOCP00000021011	ENSMUSP00000042009
ENSLOCP00000007269	ENSMUSP00000038367
ENSLOCP00000007928	ENSMUSP00000024725
ENSLOCP00000005851	ENSMUSP00000043390
ENSLOCP00000018874	ENSMUSP00000062279
ENSLOCP00000004512	ENSMUSP00000050647
ENSLOCP00000005877	ENSMUSP00000023630
ENSLOCP00000009923	ENSMUSP00000038387
ENSLOCP00000012775	ENSMUSP00000099482
ENSLOCP00000011991	ENSMUSP00000120816
ENSLOCP00000014062	ENSMUSP00000045948
ENSLOCP00000003739	ENSMUSP00000030675
ENSLOCP00000012651	ENSMUSP00000043040
ENSLOCP00000016199	ENSMUSP00000127662
ENSLOCP00000001830	ENSMUSP00000023913
ENSLOCP00000020675	ENSMUSP00000109109
ENSLOCP00000020153	ENSMUSP00000020049
ENSLOCP00000016669	ENSMUSP00000017384
ENSLOCP00000017207	ENSMUSP00000038211
ENSLOCP00000008184	ENSMUSP00000120658
ENSLOCP00000012864	ENSMUSP00000027846
ENSLOCP00000004211	ENSMUSP00000043439
ENSLOCP00000007563	ENSMUSP00000104146
ENSLOCP00000005434	ENSMUSP00000104496
ENSLOCP00000007793	ENSMUSP00000108526
ENSLOCP00000016937	ENSMUSP00000099515
ENSLOCP00000012091	ENSMUSP00000040347
ENSLOCP00000022063	ENSMUSP00000129441
ENSLOCP00000018718	ENSMUSP00000070109
ENSLOCP00000019800	ENSMUSP00000023019
ENSLOCP00000001406	ENSMUSP00000056485
ENSLOCP00000003152	ENSMUSP00000033933
ENSLOCP00000000494	ENSMUSP00000034896
ENSLOCP00000020937	ENSMUSP00000095783
ENSLOCP00000020931	ENSMUSP00000048319
ENSLOCP00000005270	ENSMUSP00000020493
ENSLOCP00000018475	ENSMUSP00000047700
ENSLOCP00000010421	ENSMUSP00000074025
ENSLOCP00000015795	ENSMUSP00000087636
ENSLOCP00000001701	ENSMUSP00000027257
ENSLOCP00000000472	ENSMUSP00000103845
ENSLOCP00000019662	ENSMUSP00000054210
ENSLOCP00000000732	ENSMUSP00000103068
ENSLOCP00000010794	ENSMUSP00000048826
ENSLOCP00000004603	ENSMUSP00000039853
ENSLOCP00000007820	ENSMUSP00000024946
ENSLOCP00000011232	ENSMUSP00000050854
ENSLOCP00000015370	ENSMUSP00000031345
ENSLOCP00000003537	ENSMUSP00000028251
ENSLOCP00000008303	ENSMUSP00000026823
ENSLOCP00000011576	ENSMUSP00000136163
ENSLOCP00000008044	ENSMUSP00000024736
ENSLOCP00000013700	ENSMUSP00000046536
ENSLOCP00000015179	ENSMUSP00000072018
ENSLOCP00000020738	ENSMUSP00000087997
ENSLOCP00000015786	ENSMUSP00000062887
ENSLOCP00000014691	ENSMUSP00000021313
ENSLOCP00000001489	ENSMUSP00000027970
ENSLOCP00000020484	ENSMUSP00000019932
ENSLOCP00000001611	ENSMUSP00000003946
ENSLOCP00000015037	ENSMUSP00000126772
ENSLOCP00000017908	ENSMUSP00000109236
ENSLOCP00000020314	ENSMUSP00000028835
ENSLOCP00000010282	ENSMUSP00000022345
ENSLOCP00000005212	ENSMUSP00000069017
ENSLOCP00000000137	ENSMUSP00000027357
ENSLOCP00000000760	ENSMUSP00000023365
ENSLOCP00000022192	ENSMUSP00000045162
ENSLOCP00000008172	ENSMUSP00000102929
ENSLOCP00000015343	ENSMUSP00000102929
ENSLOCP00000021130	ENSMUSP00000027338
ENSLOCP00000006718	ENSMUSP00000022586
ENSLOCP00000016284	ENSMUSP00000001757
ENSLOCP00000005405	ENSMUSP00000031588
ENSLOCP00000013998	ENSMUSP00000097912
ENSLOCP00000006191	ENSMUSP00000048042
ENSLOCP00000004514	ENSMUSP00000066679
ENSLOCP00000001321	ENSMUSP00000083341
ENSLOCP00000016702	ENSMUSP00000018516
ENSLOCP00000020716	ENSMUSP00000022528
ENSLOCP00000019439	ENSMUSP00000031678
ENSLOCP00000021811	ENSMUSP00000057905
ENSLOCP00000016507	ENSMUSP00000018803
ENSLOCP00000011313	ENSMUSP00000019862
ENSLOCP00000020798	ENSMUSP00000076090
ENSLOCP00000010071	ENSMUSP00000033173
ENSLOCP00000000789	ENSMUSP00000061899
ENSLOCP00000004391	ENSMUSP00000099710
ENSLOCP00000007431	ENSMUSP00000022721
ENSLOCP00000019717	ENSMUSP00000024763
ENSLOCP00000003056	ENSMUSP00000030265
ENSLOCP00000005365	ENSMUSP00000034803
ENSLOCP00000021138	ENSMUSP00000103857
ENSLOCP00000003410	ENSMUSP00000055776
ENSLOCP00000014195	ENSMUSP00000042825
ENSLOCP00000009962	ENSMUSP00000038576
ENSLOCP00000011265	ENSMUSP00000049124
ENSLOCP00000009434	ENSMUSP00000102224
ENSLOCP00000019412	ENSMUSP00000034465
ENSLOCP00000004041	ENSMUSP00000104116
ENSLOCP00000011906	ENSMUSP00000134259
ENSLOCP00000006654	ENSMUSP00000096898
ENSLOCP00000020880	ENSMUSP00000002805
ENSLOCP00000003511	ENSMUSP00000058832
ENSLOCP00000001953	ENSMUSP00000025823
ENSLOCP00000020283	ENSMUSP00000094808
ENSLOCP00000017825	ENSMUSP00000052765
ENSLOCP00000002771	ENSMUSP00000044350
ENSLOCP00000014626	ENSMUSP00000037459
ENSLOCP00000004565	ENSMUSP00000030661
ENSLOCP00000006136	ENSMUSP00000116608
ENSLOCP00000020031	ENSMUSP00000089808
ENSLOCP00000019029	ENSMUSP00000034457
ENSLOCP00000003709	ENSMUSP00000043442
ENSLOCP00000000591	ENSMUSP00000132443
ENSLOCP00000011056	ENSMUSP00000042391
ENSLOCP00000004606	ENSMUSP00000030662
ENSLOCP00000000645	ENSMUSP00000023873
ENSLOCP00000020645	ENSMUSP00000084252
ENSLOCP00000003120	ENSMUSP00000108131
ENSLOCP00000005471	ENSMUSP00000006900
ENSLOCP00000015781	ENSMUSP00000091768
ENSLOCP00000015243	ENSMUSP00000056027
ENSLOCP00000009164	ENSMUSP00000117583
ENSLOCP00000019576	ENSMUSP00000126603
ENSLOCP00000007859	ENSMUSP00000027503
ENSLOCP00000013013	ENSMUSP00000053145
ENSLOCP00000009030	ENSMUSP00000092839
ENSLOCP00000013676	ENSMUSP00000062326
ENSLOCP00000005508	ENSMUSP00000022716
ENSLOCP00000005433	ENSMUSP00000109858
ENSLOCP00000001540	ENSMUSP00000034393
ENSLOCP00000018586	ENSMUSP00000033961
ENSLOCP00000017064	ENSMUSP00000021817
ENSLOCP00000001446	ENSMUSP00000020794
ENSLOCP00000014916	ENSMUSP00000070548
ENSLOCP00000005169	ENSMUSP00000060026
ENSLOCP00000013111	ENSMUSP00000132247
ENSLOCP00000007736	ENSMUSP00000046658
ENSLOCP00000018675	ENSMUSP00000038375
ENSLOCP00000003284	ENSMUSP00000099748
ENSLOCP00000008436	ENSMUSP00000033121
ENSLOCP00000005192	ENSMUSP00000065228
ENSLOCP00000016991	ENSMUSP00000070098
ENSLOCP00000010424	ENSMUSP00000034264
ENSLOCP00000003434	ENSMUSP00000125149
ENSLOCP00000004817	ENSMUSP00000071078
ENSLOCP00000008959	ENSMUSP00000125623
ENSLOCP00000011685	ENSMUSP00000048395
ENSLOCP00000020192	ENSMUSP00000062410
ENSLOCP00000020371	ENSMUSP00000127413
ENSLOCP00000014555	ENSMUSP00000021370
ENSLOCP00000008640	ENSMUSP00000095251
ENSLOCP00000014640	ENSMUSP00000026986
ENSLOCP00000000008	ENSMUSP00000008517
ENSLOCP00000017112	ENSMUSP00000112790
ENSLOCP00000015649	ENSMUSP00000060835
ENSLOCP00000011540	ENSMUSP00000103518
ENSLOCP00000017863	ENSMUSP00000032406
ENSLOCP00000013181	ENSMUSP00000055318
ENSLOCP00000017379	ENSMUSP00000079937
ENSLOCP00000007218	ENSMUSP00000022601
ENSLOCP00000011904	ENSMUSP00000027380
ENSLOCP00000012387	ENSMUSP00000055455
ENSLOCP00000009841	ENSMUSP00000124305
ENSLOCP00000018033	ENSMUSP00000063461
ENSLOCP00000005070	ENSMUSP00000051782
ENSLOCP00000009394	ENSMUSP00000120016
ENSLOCP00000011323	ENSMUSP00000072788
ENSLOCP00000005486	ENSMUSP00000019276
ENSLOCP00000018134	ENSMUSP00000034859
ENSLOCP00000003402	ENSMUSP00000099760
ENSLOCP00000018523	ENSMUSP00000020488
ENSLOCP00000011437	ENSMUSP00000121617
ENSLOCP00000018387	ENSMUSP00000022680
ENSLOCP00000002687	ENSMUSP00000023449
ENSLOCP00000008608	ENSMUSP00000032485
ENSLOCP00000010281	ENSMUSP00000004379
ENSLOCP00000001147	ENSMUSP00000101477
ENSLOCP00000019705	ENSMUSP00000028907
ENSLOCP00000020369	ENSMUSP00000035304
ENSLOCP00000012334	ENSMUSP00000027478
ENSLOCP00000003864	ENSMUSP00000030365
ENSLOCP00000019344	ENSMUSP00000043033
ENSLOCP00000011824	ENSMUSP00000096880
ENSLOCP00000001201	ENSMUSP00000112116
ENSLOCP00000013570	ENSMUSP00000127142
ENSLOCP00000021808	ENSMUSP00000050532
ENSLOCP00000003472	ENSMUSP00000065352
ENSLOCP00000010286	ENSMUSP00000025490
ENSLOCP00000011419	ENSMUSP00000022063
ENSLOCP00000009738	ENSMUSP00000005015
ENSLOCP00000012086	ENSMUSP00000020579
ENSLOCP00000003752	ENSMUSP00000030360
ENSLOCP00000009576	ENSMUSP00000033276
ENSLOCP00000003510	ENSMUSP00000030446
ENSLOCP00000009386	ENSMUSP00000095441
ENSLOCP00000013433	ENSMUSP00000080512
ENSLOCP00000001927	ENSMUSP00000026976
ENSLOCP00000018385	ENSMUSP00000092410
ENSLOCP00000008730	ENSMUSP00000113928
ENSLOCP00000015196	ENSMUSP00000132516
ENSLOCP00000003834	ENSMUSP00000053216
ENSLOCP00000005803	ENSMUSP00000031628
ENSLOCP00000004273	ENSMUSP00000132614
ENSLOCP00000005301	ENSMUSP00000117971
ENSLOCP00000001363	ENSMUSP00000020002
ENSLOCP00000019631	ENSMUSP00000031053
ENSLOCP00000006804	ENSMUSP00000109484
ENSLOCP00000005078	ENSMUSP00000022135
ENSLOCP00000013675	ENSMUSP00000049280
ENSLOCP00000000753	ENSMUSP00000034205
ENSLOCP00000010956	ENSMUSP00000036141
ENSLOCP00000009057	ENSMUSP00000023213
ENSLOCP00000010547	ENSMUSP00000031289
ENSLOCP00000003953	ENSMUSP00000034094
ENSLOCP00000006491	ENSMUSP00000103348
ENSLOCP00000004141	ENSMUSP00000059056
ENSLOCP00000010921	ENSMUSP00000027358
ENSLOCP00000010763	ENSMUSP00000055295
ENSLOCP00000006409	ENSMUSP00000043580
ENSLOCP00000002784	ENSMUSP00000048101
ENSLOCP00000018941	ENSMUSP00000027785
ENSLOCP00000004478	ENSMUSP00000062811
ENSLOCP00000008833	ENSMUSP00000045456
ENSLOCP00000003396	ENSMUSP00000092673
ENSLOCP00000000877	ENSMUSP00000001127
ENSLOCP00000019884	ENSMUSP00000055293
ENSLOCP00000008131	ENSMUSP00000073171
ENSLOCP00000009023	ENSMUSP00000041184
ENSLOCP00000001765	ENSMUSP00000133259
ENSLOCP00000012328	ENSMUSP00000128141
ENSLOCP00000003592	ENSMUSP00000112620
ENSLOCP00000000221	ENSMUSP00000113247
ENSLOCP00000008103	ENSMUSP00000021135
ENSLOCP00000006940	ENSMUSP00000124033
ENSLOCP00000006806	ENSMUSP00000059173
ENSLOCP00000017700	ENSMUSP00000070927
ENSLOCP00000005236	ENSMUSP00000088663
ENSLOCP00000017351	ENSMUSP00000099301
ENSLOCP00000002643	ENSMUSP00000123994
ENSLOCP00000012046	ENSMUSP00000027193
ENSLOCP00000014316	ENSMUSP00000130290
ENSLOCP00000010627	ENSMUSP00000137367
ENSLOCP00000011713	ENSMUSP00000025425
ENSLOCP00000006293	ENSMUSP00000020580
ENSLOCP00000004383	ENSMUSP00000049497
ENSLOCP00000019342	ENSMUSP00000026927
ENSLOCP00000001543	ENSMUSP00000042026
ENSLOCP00000015713	ENSMUSP00000107678
ENSLOCP00000003490	ENSMUSP00000058789
ENSLOCP00000000943	ENSMUSP00000025639
ENSLOCP00000020200	ENSMUSP00000027933
ENSLOCP00000013581	ENSMUSP00000089498
ENSLOCP00000005081	ENSMUSP00000117421
ENSLOCP00000010506	ENSMUSP00000125352
ENSLOCP00000011122	ENSMUSP00000135831
ENSLOCP00000015364	ENSMUSP00000001802
ENSLOCP00000003654	ENSMUSP00000112600
ENSLOCP00000003638	ENSMUSP00000047413
ENSLOCP00000005555	ENSMUSP00000128620
ENSLOCP00000005369	ENSMUSP00000126901
ENSLOCP00000002404	ENSMUSP00000103709
ENSLOCP00000011703	ENSMUSP00000084882
ENSLOCP00000006563	ENSMUSP00000040975
ENSLOCP00000005773	ENSMUSP00000018522
ENSLOCP00000019018	ENSMUSP00000054788
ENSLOCP00000010832	ENSMUSP00000043543
ENSLOCP00000017748	ENSMUSP00000025170
ENSLOCP00000019181	ENSMUSP00000057238
ENSLOCP00000004202	ENSMUSP00000047012
ENSLOCP00000017208	ENSMUSP00000091477
ENSLOCP00000001678	ENSMUSP00000031539
ENSLOCP00000019513	ENSMUSP00000034313
ENSLOCP00000020653	ENSMUSP00000092897
ENSLOCP00000013796	ENSMUSP00000016781
ENSLOCP00000020489	ENSMUSP00000009256
ENSLOCP00000021638	ENSMUSP00000093110
ENSLOCP00000006279	ENSMUSP00000099532
ENSLOCP00000001385	ENSMUSP00000040707
ENSLOCP00000003260	ENSMUSP00000104923
ENSLOCP00000016764	ENSMUSP00000026735
ENSLOCP00000003151	ENSMUSP00000108313
ENSLOCP00000013080	ENSMUSP00000038580
ENSLOCP00000006479	ENSMUSP00000096136
ENSLOCP00000008330	ENSMUSP00000038298
ENSLOCP00000001198	ENSMUSP00000033020
ENSLOCP00000001647	ENSMUSP00000059983
ENSLOCP00000002176	ENSMUSP00000023391
ENSLOCP00000008460	ENSMUSP00000019614
ENSLOCP00000003302	ENSMUSP00000102167
ENSLOCP00000014432	ENSMUSP00000002048
ENSLOCP00000014619	ENSMUSP00000096954
ENSLOCP00000011002	ENSMUSP00000022980
ENSLOCP00000020777	ENSMUSP00000020970
ENSLOCP00000003173	ENSMUSP00000014812
ENSLOCP00000011187	ENSMUSP00000021411
ENSLOCP00000003809	ENSMUSP00000059741
ENSLOCP00000019645	ENSMUSP00000105716
ENSLOCP00000014696	ENSMUSP00000040944
ENSLOCP00000017227	ENSMUSP00000068590
ENSLOCP00000001028	ENSMUSP00000034278
ENSLOCP00000007613	ENSMUSP00000016396
ENSLOCP00000021232	ENSMUSP00000002846
ENSLOCP00000018663	ENSMUSP00000109703
ENSLOCP00000001492	ENSMUSP00000002145
ENSLOCP00000005702	ENSMUSP00000072863
ENSLOCP00000016361	ENSMUSP00000021285
ENSLOCP00000007347	ENSMUSP00000018568
ENSLOCP00000004773	ENSMUSP00000033006
ENSLOCP00000013484	ENSMUSP00000085170
ENSLOCP00000015360	ENSMUSP00000048222
ENSLOCP00000001252	ENSMUSP00000032088
ENSLOCP00000001659	ENSMUSP00000022078
ENSLOCP00000019764	ENSMUSP00000123935
ENSLOCP00000013201	ENSMUSP00000046120
ENSLOCP00000005075	ENSMUSP00000028209
ENSLOCP00000007897	ENSMUSP00000030816
ENSLOCP00000017360	ENSMUSP00000047569
ENSLOCP00000007658	ENSMUSP00000023911
ENSLOCP00000006881	ENSMUSP00000076594
ENSLOCP00000017110	ENSMUSP00000039463
ENSLOCP00000011008	ENSMUSP00000040431
ENSLOCP00000018711	ENSMUSP00000003759
ENSLOCP00000001869	ENSMUSP00000027285
ENSLOCP00000004995	ENSMUSP00000089230
ENSLOCP00000020857	ENSMUSP00000072220
ENSLOCP00000009139	ENSMUSP00000004868
ENSLOCP00000019272	ENSMUSP00000071495
ENSLOCP00000015599	ENSMUSP00000026661
ENSLOCP00000012339	ENSMUSP00000027867
ENSLOCP00000004073	ENSMUSP00000057828
ENSLOCP00000001829	ENSMUSP00000099477
ENSLOCP00000009621	ENSMUSP00000026595
ENSLOCP00000004362	ENSMUSP00000009220
ENSLOCP00000017882	ENSMUSP00000114839
ENSLOCP00000007642	ENSMUSP00000113864
ENSLOCP00000008348	ENSMUSP00000037385
ENSLOCP00000000782	ENSMUSP00000019944
ENSLOCP00000013897	ENSMUSP00000022656
ENSLOCP00000005328	ENSMUSP00000135642
ENSLOCP00000022405	ENSMUSP00000055271
ENSLOCP00000013086	ENSMUSP00000020578
ENSLOCP00000005795	ENSMUSP00000108290
ENSLOCP00000002537	ENSMUSP00000060893
ENSLOCP00000020297	ENSMUSP00000061180
ENSLOCP00000020952	ENSMUSP00000029950
ENSLOCP00000013401	ENSMUSP00000133045
ENSLOCP00000002558	ENSMUSP00000089169
ENSLOCP00000012504	ENSMUSP00000061488
ENSLOCP00000002345	ENSMUSP00000022115
