ENSGALP00000006197	ENSMUSP00000034074
ENSGALP00000009002	ENSMUSP00000005749
ENSGALP00000003183	ENSMUSP00000021147
ENSGALP00000024797	ENSMUSP00000076255
ENSGALP00000021940	ENSMUSP00000021920
ENSGALP00000005151	ENSMUSP00000031334
ENSGALP00000033977	ENSMUSP00000023869
ENSGALP00000004465	ENSMUSP00000023362
ENSGALP00000000373	ENSMUSP00000056282
ENSGALP00000005824	ENSMUSP00000028139
ENSGALP00000005037	ENSMUSP00000039027
ENSGALP00000024360	ENSMUSP00000128650
ENSGALP00000030441	ENSMUSP00000021806
ENSGALP00000001415	ENSMUSP00000034615
ENSGALP00000023454	ENSMUSP00000028608
ENSGALP00000032417	ENSMUSP00000063913
ENSGALP00000025890	ENSMUSP00000022962
ENSGALP00000012388	ENSMUSP00000048454
ENSGALP00000015219	ENSMUSP00000042181
ENSGALP00000023274	ENSMUSP00000042260
ENSGALP00000015565	ENSMUSP00000027921
ENSGALP00000043315	ENSMUSP00000122252
ENSGALP00000013160	ENSMUSP00000090926
ENSGALP00000019470	ENSMUSP00000035106
ENSGALP00000037829	ENSMUSP00000011058
ENSGALP00000018294	ENSMUSP00000124625
ENSGALP00000036335	ENSMUSP00000059678
ENSGALP00000025672	ENSMUSP00000064158
ENSGALP00000020267	ENSMUSP00000042860
ENSGALP00000041880	ENSMUSP00000005862
ENSGALP00000042988	ENSMUSP00000030642
ENSGALP00000043350	ENSMUSP00000032585
ENSGALP00000024160	ENSMUSP00000025276
ENSGALP00000024582	ENSMUSP00000027040
ENSGALP00000019676	ENSMUSP00000035079
ENSGALP00000037250	ENSMUSP00000045580
ENSGALP00000018559	ENSMUSP00000005630
ENSGALP00000000908	ENSMUSP00000048377
ENSGALP00000006778	ENSMUSP00000098076
ENSGALP00000007347	ENSMUSP00000097793
ENSGALP00000012291	ENSMUSP00000122420
ENSGALP00000017661	ENSMUSP00000031355
ENSGALP00000038272	ENSMUSP00000018143
ENSGALP00000015931	ENSMUSP00000099601
ENSGALP00000000392	ENSMUSP00000034644
ENSGALP00000025111	ENSMUSP00000022121
ENSGALP00000027920	ENSMUSP00000041152
ENSGALP00000024617	ENSMUSP00000115512
ENSGALP00000027778	ENSMUSP00000034411
ENSGALP00000011879	ENSMUSP00000074347
ENSGALP00000025445	ENSMUSP00000103771
ENSGALP00000007788	ENSMUSP00000061317
ENSGALP00000001025	ENSMUSP00000108012
ENSGALP00000026583	ENSMUSP00000049335
ENSGALP00000021472	ENSMUSP00000027810
ENSGALP00000016550	ENSMUSP00000035948
ENSGALP00000038885	ENSMUSP00000056948
ENSGALP00000015370	ENSMUSP00000064226
ENSGALP00000016486	ENSMUSP00000021379
ENSGALP00000000261	ENSMUSP00000122366
ENSGALP00000004539	ENSMUSP00000043411
ENSGALP00000043165	ENSMUSP00000029568
ENSGALP00000021043	ENSMUSP00000055277
ENSGALP00000008091	ENSMUSP00000033776
ENSGALP00000026716	ENSMUSP00000022612
ENSGALP00000000696	ENSMUSP00000058168
ENSGALP00000007391	ENSMUSP00000113761
ENSGALP00000007133	ENSMUSP00000031376
ENSGALP00000042669	ENSMUSP00000097882
ENSGALP00000024861	ENSMUSP00000114699
ENSGALP00000019744	ENSMUSP00000125434
ENSGALP00000013515	ENSMUSP00000043679
ENSGALP00000009296	ENSMUSP00000054852
ENSGALP00000006311	ENSMUSP00000137103
ENSGALP00000027121	ENSMUSP00000133204
ENSGALP00000041812	ENSMUSP00000053971
ENSGALP00000029605	ENSMUSP00000027256
ENSGALP00000010125	ENSMUSP00000028948
ENSGALP00000019613	ENSMUSP00000023043
ENSGALP00000017016	ENSMUSP00000066621
ENSGALP00000041458	ENSMUSP00000042967
ENSGALP00000012790	ENSMUSP00000028612
ENSGALP00000002279	ENSMUSP00000030738
ENSGALP00000024299	ENSMUSP00000025290
ENSGALP00000015560	ENSMUSP00000071214
ENSGALP00000024121	ENSMUSP00000023501
ENSGALP00000006711	ENSMUSP00000031534
ENSGALP00000017539	ENSMUSP00000038063
ENSGALP00000009344	ENSMUSP00000128874
ENSGALP00000001617	ENSMUSP00000034539
ENSGALP00000020793	ENSMUSP00000020248
ENSGALP00000018917	ENSMUSP00000035177
ENSGALP00000014530	ENSMUSP00000071370
ENSGALP00000001528	ENSMUSP00000038924
ENSGALP00000008693	ENSMUSP00000018841
ENSGALP00000025188	ENSMUSP00000038382
ENSGALP00000007995	ENSMUSP00000119330
ENSGALP00000015448	ENSMUSP00000026681
ENSGALP00000025797	ENSMUSP00000023666
ENSGALP00000023982	ENSMUSP00000026846
ENSGALP00000007280	ENSMUSP00000035851
ENSGALP00000022445	ENSMUSP00000025418
ENSGALP00000016164	ENSMUSP00000064465
ENSGALP00000024735	ENSMUSP00000046645
ENSGALP00000004984	ENSMUSP00000067552
ENSGALP00000042864	ENSMUSP00000093732
ENSGALP00000013373	ENSMUSP00000084799
ENSGALP00000004671	ENSMUSP00000097254
ENSGALP00000013047	ENSMUSP00000131158
ENSGALP00000007501	ENSMUSP00000041236
ENSGALP00000032597	ENSMUSP00000074756
ENSGALP00000008098	ENSMUSP00000127292
ENSGALP00000017383	ENSMUSP00000012627
ENSGALP00000003205	ENSMUSP00000021133
ENSGALP00000002495	ENSMUSP00000113854
ENSGALP00000014507	ENSMUSP00000048443
ENSGALP00000004251	ENSMUSP00000090086
ENSGALP00000015651	ENSMUSP00000001339
ENSGALP00000016742	ENSMUSP00000029402
ENSGALP00000005965	ENSMUSP00000010421
ENSGALP00000040730	ENSMUSP00000083652
ENSGALP00000015971	ENSMUSP00000043488
ENSGALP00000013171	ENSMUSP00000030852
ENSGALP00000002782	ENSMUSP00000025243
ENSGALP00000008312	ENSMUSP00000128915
ENSGALP00000043311	ENSMUSP00000017597
ENSGALP00000005633	ENSMUSP00000001365
ENSGALP00000041799	ENSMUSP00000066614
ENSGALP00000001577	ENSMUSP00000034541
ENSGALP00000003026	ENSMUSP00000054829
ENSGALP00000017009	ENSMUSP00000072527
ENSGALP00000038835	ENSMUSP00000005503
ENSGALP00000005868	ENSMUSP00000037340
ENSGALP00000015179	ENSMUSP00000054718
ENSGALP00000011524	ENSMUSP00000049931
ENSGALP00000026209	ENSMUSP00000109609
ENSGALP00000015492	ENSMUSP00000028408
ENSGALP00000017465	ENSMUSP00000039376
ENSGALP00000017322	ENSMUSP00000033973
ENSGALP00000010470	ENSMUSP00000025714
ENSGALP00000017190	ENSMUSP00000029650
ENSGALP00000014362	ENSMUSP00000006221
ENSGALP00000003172	ENSMUSP00000025264
ENSGALP00000014603	ENSMUSP00000101706
ENSGALP00000030003	ENSMUSP00000020212
ENSGALP00000008387	ENSMUSP00000043730
ENSGALP00000041701	ENSMUSP00000120075
ENSGALP00000001909	ENSMUSP00000081912
ENSGALP00000014543	ENSMUSP00000031707
ENSGALP00000016438	ENSMUSP00000106308
ENSGALP00000042749	ENSMUSP00000044769
ENSGALP00000027161	ENSMUSP00000033901
ENSGALP00000014141	ENSMUSP00000028910
ENSGALP00000022947	ENSMUSP00000084480
ENSGALP00000042966	ENSMUSP00000000594
ENSGALP00000007621	ENSMUSP00000038977
ENSGALP00000015782	ENSMUSP00000076682
ENSGALP00000017346	ENSMUSP00000126733
ENSGALP00000042512	ENSMUSP00000058697
ENSGALP00000013068	ENSMUSP00000063272
ENSGALP00000003222	ENSMUSP00000111296
ENSGALP00000016461	ENSMUSP00000063158
ENSGALP00000039927	ENSMUSP00000046786
ENSGALP00000003474	ENSMUSP00000137253
ENSGALP00000005102	ENSMUSP00000130802
ENSGALP00000007472	ENSMUSP00000031627
ENSGALP00000006210	ENSMUSP00000099390
ENSGALP00000023184	ENSMUSP00000031072
ENSGALP00000021314	ENSMUSP00000110673
ENSGALP00000008604	ENSMUSP00000035034
ENSGALP00000042576	ENSMUSP00000023260
ENSGALP00000011554	ENSMUSP00000107725
ENSGALP00000042367	ENSMUSP00000034785
ENSGALP00000020173	ENSMUSP00000065631
ENSGALP00000019438	ENSMUSP00000121504
ENSGALP00000009665	ENSMUSP00000033012
ENSGALP00000029464	ENSMUSP00000031654
ENSGALP00000020002	ENSMUSP00000021368
ENSGALP00000039978	ENSMUSP00000020273
ENSGALP00000012920	ENSMUSP00000095346
ENSGALP00000013962	ENSMUSP00000068713
ENSGALP00000008813	ENSMUSP00000036076
ENSGALP00000024251	ENSMUSP00000049997
ENSGALP00000042402	ENSMUSP00000030013
ENSGALP00000037490	ENSMUSP00000123336
ENSGALP00000043044	ENSMUSP00000023426
ENSGALP00000003525	ENSMUSP00000025383
ENSGALP00000011853	ENSMUSP00000063548
ENSGALP00000003909	ENSMUSP00000062413
ENSGALP00000001521	ENSMUSP00000097947
ENSGALP00000041780	ENSMUSP00000068677
ENSGALP00000032872	ENSMUSP00000027114
ENSGALP00000023709	ENSMUSP00000059211
ENSGALP00000041054	ENSMUSP00000049284
ENSGALP00000011720	ENSMUSP00000026129
ENSGALP00000023415	ENSMUSP00000083146
ENSGALP00000020198	ENSMUSP00000046732
ENSGALP00000013572	ENSMUSP00000076081
ENSGALP00000023149	ENSMUSP00000040585
ENSGALP00000016026	ENSMUSP00000034147
ENSGALP00000003216	ENSMUSP00000025109
ENSGALP00000020581	ENSMUSP00000030198
ENSGALP00000007872	ENSMUSP00000064926
ENSGALP00000016422	ENSMUSP00000061523
ENSGALP00000026699	ENSMUSP00000084414
ENSGALP00000000524	ENSMUSP00000116098
ENSGALP00000008003	ENSMUSP00000099807
ENSGALP00000026465	ENSMUSP00000075339
ENSGALP00000008613	ENSMUSP00000099484
ENSGALP00000026670	ENSMUSP00000107874
ENSGALP00000042897	ENSMUSP00000099986
ENSGALP00000011349	ENSMUSP00000034524
ENSGALP00000023186	ENSMUSP00000031077
ENSGALP00000004839	ENSMUSP00000105183
ENSGALP00000020641	ENSMUSP00000040591
ENSGALP00000023951	ENSMUSP00000022245
ENSGALP00000031926	ENSMUSP00000021667
ENSGALP00000025680	ENSMUSP00000103943
ENSGALP00000042810	ENSMUSP00000027071
ENSGALP00000023989	ENSMUSP00000114682
ENSGALP00000017187	ENSMUSP00000029651
ENSGALP00000038313	ENSMUSP00000030538
ENSGALP00000043282	ENSMUSP00000028551
ENSGALP00000017055	ENSMUSP00000124565
ENSGALP00000014331	ENSMUSP00000036778
ENSGALP00000030135	ENSMUSP00000130722
ENSGALP00000010673	ENSMUSP00000070534
ENSGALP00000013917	ENSMUSP00000051845
ENSGALP00000025170	ENSMUSP00000022030
ENSGALP00000013700	ENSMUSP00000032440
ENSGALP00000022311	ENSMUSP00000048078
ENSGALP00000017381	ENSMUSP00000039301
ENSGALP00000042252	ENSMUSP00000084959
ENSGALP00000042597	ENSMUSP00000035092
ENSGALP00000015316	ENSMUSP00000061345
ENSGALP00000025077	ENSMUSP00000100059
ENSGALP00000041022	ENSMUSP00000025752
ENSGALP00000034188	ENSMUSP00000111241
ENSGALP00000020971	ENSMUSP00000045103
ENSGALP00000040674	ENSMUSP00000031069
ENSGALP00000014301	ENSMUSP00000028917
ENSGALP00000004521	ENSMUSP00000113431
ENSGALP00000040872	ENSMUSP00000129789
ENSGALP00000042217	ENSMUSP00000027303
ENSGALP00000039960	ENSMUSP00000106017
ENSGALP00000038005	ENSMUSP00000070265
ENSGALP00000025712	ENSMUSP00000038418
ENSGALP00000009586	ENSMUSP00000056990
ENSGALP00000043026	ENSMUSP00000124528
ENSGALP00000023000	ENSMUSP00000042852
ENSGALP00000024162	ENSMUSP00000109761
ENSGALP00000041606	ENSMUSP00000048244
ENSGALP00000019462	ENSMUSP00000023113
ENSGALP00000042148	ENSMUSP00000039080
ENSGALP00000025900	ENSMUSP00000042746
ENSGALP00000027458	ENSMUSP00000033866
ENSGALP00000026895	ENSMUSP00000130941
ENSGALP00000014676	ENSMUSP00000099721
ENSGALP00000005109	ENSMUSP00000070957
ENSGALP00000002701	ENSMUSP00000035826
ENSGALP00000007893	ENSMUSP00000032461
ENSGALP00000020742	ENSMUSP00000040846
ENSGALP00000016464	ENSMUSP00000040356
ENSGALP00000002777	ENSMUSP00000007747
ENSGALP00000017592	ENSMUSP00000097442
ENSGALP00000042322	ENSMUSP00000029414
ENSGALP00000006932	ENSMUSP00000098295
ENSGALP00000023093	ENSMUSP00000031101
ENSGALP00000003582	ENSMUSP00000126878
ENSGALP00000022859	ENSMUSP00000038983
ENSGALP00000007031	ENSMUSP00000139269
ENSGALP00000031178	ENSMUSP00000049044
ENSGALP00000029448	ENSMUSP00000022517
ENSGALP00000018706	ENSMUSP00000027379
ENSGALP00000027981	ENSMUSP00000033283
ENSGALP00000005729	ENSMUSP00000101813
ENSGALP00000040691	ENSMUSP00000099859
ENSGALP00000013929	ENSMUSP00000025997
ENSGALP00000016786	ENSMUSP00000112977
ENSGALP00000027097	ENSMUSP00000047950
ENSGALP00000027884	ENSMUSP00000085523
ENSGALP00000025512	ENSMUSP00000070871
ENSGALP00000042100	ENSMUSP00000100010
ENSGALP00000027036	ENSMUSP00000125638
ENSGALP00000026704	ENSMUSP00000041744
ENSGALP00000008139	ENSMUSP00000049057
ENSGALP00000021795	ENSMUSP00000136972
ENSGALP00000027494	ENSMUSP00000035879
ENSGALP00000039021	ENSMUSP00000099544
ENSGALP00000043284	ENSMUSP00000020149
ENSGALP00000000127	ENSMUSP00000026126
ENSGALP00000041605	ENSMUSP00000020163
ENSGALP00000039943	ENSMUSP00000078901
ENSGALP00000017738	ENSMUSP00000026845
ENSGALP00000020406	ENSMUSP00000022053
ENSGALP00000027512	ENSMUSP00000039621
ENSGALP00000021875	ENSMUSP00000132498
ENSGALP00000004467	ENSMUSP00000099506
ENSGALP00000026293	ENSMUSP00000022977
ENSGALP00000000782	ENSMUSP00000002043
ENSGALP00000037807	ENSMUSP00000073551
ENSGALP00000005711	ENSMUSP00000041851
ENSGALP00000037707	ENSMUSP00000018805
ENSGALP00000004864	ENSMUSP00000042162
ENSGALP00000003639	ENSMUSP00000112385
ENSGALP00000039859	ENSMUSP00000055926
ENSGALP00000002576	ENSMUSP00000046837
ENSGALP00000011868	ENSMUSP00000023400
ENSGALP00000011594	ENSMUSP00000065423
ENSGALP00000038914	ENSMUSP00000113769
ENSGALP00000012911	ENSMUSP00000039420
ENSGALP00000006597	ENSMUSP00000065160
ENSGALP00000013275	ENSMUSP00000030872
ENSGALP00000042890	ENSMUSP00000123029
ENSGALP00000009558	ENSMUSP00000070209
ENSGALP00000004707	ENSMUSP00000023206
ENSGALP00000004889	ENSMUSP00000033875
ENSGALP00000007935	ENSMUSP00000137770
ENSGALP00000019221	ENSMUSP00000039133
ENSGALP00000023895	ENSMUSP00000019927
ENSGALP00000012932	ENSMUSP00000021085
ENSGALP00000009866	ENSMUSP00000033159
ENSGALP00000016456	ENSMUSP00000034328
ENSGALP00000024051	ENSMUSP00000125656
ENSGALP00000019815	ENSMUSP00000039047
ENSGALP00000016917	ENSMUSP00000031984
ENSGALP00000027557	ENSMUSP00000031651
ENSGALP00000010261	ENSMUSP00000032182
ENSGALP00000035801	ENSMUSP00000125491
ENSGALP00000006620	ENSMUSP00000017841
ENSGALP00000019843	ENSMUSP00000027580
ENSGALP00000027471	ENSMUSP00000048603
ENSGALP00000019820	ENSMUSP00000080337
ENSGALP00000004832	ENSMUSP00000025484
ENSGALP00000015992	ENSMUSP00000106480
ENSGALP00000022318	ENSMUSP00000019950
ENSGALP00000006030	ENSMUSP00000031420
ENSGALP00000012694	ENSMUSP00000020523
ENSGALP00000007480	ENSMUSP00000032701
ENSGALP00000007166	ENSMUSP00000082646
ENSGALP00000001210	ENSMUSP00000038216
ENSGALP00000037778	ENSMUSP00000034111
ENSGALP00000018120	ENSMUSP00000028278
ENSGALP00000042447	ENSMUSP00000040001
ENSGALP00000005547	ENSMUSP00000079664
ENSGALP00000016696	ENSMUSP00000021670
ENSGALP00000006856	ENSMUSP00000022189
ENSGALP00000013891	ENSMUSP00000021405
ENSGALP00000008442	ENSMUSP00000018212
ENSGALP00000020463	ENSMUSP00000126135
ENSGALP00000029718	ENSMUSP00000130981
ENSGALP00000014678	ENSMUSP00000128736
ENSGALP00000023851	ENSMUSP00000024851
ENSGALP00000023919	ENSMUSP00000093436
ENSGALP00000016565	ENSMUSP00000103712
ENSGALP00000019359	ENSMUSP00000103791
ENSGALP00000024630	ENSMUSP00000024620
ENSGALP00000025716	ENSMUSP00000023682
ENSGALP00000021535	ENSMUSP00000025120
ENSGALP00000000325	ENSMUSP00000052465
ENSGALP00000006110	ENSMUSP00000099709
ENSGALP00000012987	ENSMUSP00000137534
ENSGALP00000017640	ENSMUSP00000020877
ENSGALP00000014967	ENSMUSP00000040420
ENSGALP00000008063	ENSMUSP00000079851
ENSGALP00000035895	ENSMUSP00000045812
ENSGALP00000032130	ENSMUSP00000074600
ENSGALP00000000758	ENSMUSP00000047541
ENSGALP00000040937	ENSMUSP00000022089
ENSGALP00000022334	ENSMUSP00000019945
ENSGALP00000010710	ENSMUSP00000127961
ENSGALP00000007024	ENSMUSP00000052351
ENSGALP00000026431	ENSMUSP00000023059
ENSGALP00000020792	ENSMUSP00000129728
ENSGALP00000024145	ENSMUSP00000084791
ENSGALP00000005367	ENSMUSP00000031613
ENSGALP00000006876	ENSMUSP00000131932
ENSGALP00000016302	ENSMUSP00000031018
ENSGALP00000007146	ENSMUSP00000138691
ENSGALP00000019330	ENSMUSP00000054548
ENSGALP00000041761	ENSMUSP00000033577
ENSGALP00000005207	ENSMUSP00000095965
ENSGALP00000019408	ENSMUSP00000021523
ENSGALP00000009273	ENSMUSP00000029769
ENSGALP00000002458	ENSMUSP00000125478
ENSGALP00000015915	ENSMUSP00000073462
ENSGALP00000042235	ENSMUSP00000129505
ENSGALP00000014751	ENSMUSP00000042606
ENSGALP00000012703	ENSMUSP00000050395
ENSGALP00000004223	ENSMUSP00000022344
ENSGALP00000019921	ENSMUSP00000042070
ENSGALP00000012231	ENSMUSP00000130900
ENSGALP00000043443	ENSMUSP00000057354
ENSGALP00000012478	ENSMUSP00000029005
ENSGALP00000025206	ENSMUSP00000048817
ENSGALP00000018048	ENSMUSP00000048084
ENSGALP00000013451	ENSMUSP00000061604
ENSGALP00000020323	ENSMUSP00000028098
ENSGALP00000010575	ENSMUSP00000047334
ENSGALP00000012687	ENSMUSP00000044265
ENSGALP00000034460	ENSMUSP00000008131
ENSGALP00000026728	ENSMUSP00000098992
ENSGALP00000013106	ENSMUSP00000005647
ENSGALP00000005827	ENSMUSP00000026975
ENSGALP00000031387	ENSMUSP00000066493
ENSGALP00000022999	ENSMUSP00000124047
ENSGALP00000020797	ENSMUSP00000020251
ENSGALP00000010528	ENSMUSP00000025963
ENSGALP00000022317	ENSMUSP00000113792
ENSGALP00000007867	ENSMUSP00000028137
ENSGALP00000009619	ENSMUSP00000127374
ENSGALP00000005033	ENSMUSP00000120014
ENSGALP00000000157	ENSMUSP00000073102
ENSGALP00000008644	ENSMUSP00000117082
ENSGALP00000022974	ENSMUSP00000132450
ENSGALP00000017880	ENSMUSP00000095574
ENSGALP00000040708	ENSMUSP00000033950
ENSGALP00000025490	ENSMUSP00000091319
ENSGALP00000041508	ENSMUSP00000090464
ENSGALP00000041041	ENSMUSP00000110975
ENSGALP00000038109	ENSMUSP00000040578
ENSGALP00000042287	ENSMUSP00000023514
ENSGALP00000015055	ENSMUSP00000064310
ENSGALP00000040930	ENSMUSP00000111484
ENSGALP00000005799	ENSMUSP00000044871
ENSGALP00000024604	ENSMUSP00000023431
ENSGALP00000024983	ENSMUSP00000051248
ENSGALP00000042225	ENSMUSP00000132699
ENSGALP00000002623	ENSMUSP00000082856
ENSGALP00000041528	ENSMUSP00000020986
ENSGALP00000003865	ENSMUSP00000025215
ENSGALP00000013078	ENSMUSP00000020754
ENSGALP00000023081	ENSMUSP00000003527
ENSGALP00000017563	ENSMUSP00000137305
ENSGALP00000007330	ENSMUSP00000069774
ENSGALP00000026160	ENSMUSP00000056152
ENSGALP00000015397	ENSMUSP00000040952
ENSGALP00000032935	ENSMUSP00000036406
ENSGALP00000024702	ENSMUSP00000056923
ENSGALP00000025453	ENSMUSP00000126560
ENSGALP00000007667	ENSMUSP00000017430
ENSGALP00000005437	ENSMUSP00000081221
ENSGALP00000027351	ENSMUSP00000022595
ENSGALP00000010034	ENSMUSP00000015160
ENSGALP00000006591	ENSMUSP00000033415
ENSGALP00000004373	ENSMUSP00000043597
ENSGALP00000004344	ENSMUSP00000043780
ENSGALP00000037166	ENSMUSP00000024885
ENSGALP00000040939	ENSMUSP00000134266
ENSGALP00000013622	ENSMUSP00000028921
ENSGALP00000004417	ENSMUSP00000081141
ENSGALP00000022724	ENSMUSP00000102853
ENSGALP00000035865	ENSMUSP00000033313
ENSGALP00000018752	ENSMUSP00000025241
ENSGALP00000019133	ENSMUSP00000079974
ENSGALP00000001591	ENSMUSP00000053972
ENSGALP00000023257	ENSMUSP00000112871
ENSGALP00000015733	ENSMUSP00000050907
ENSGALP00000020208	ENSMUSP00000019896
ENSGALP00000017802	ENSMUSP00000021631
ENSGALP00000023488	ENSMUSP00000013759
ENSGALP00000036678	ENSMUSP00000081880
ENSGALP00000014386	ENSMUSP00000020568
ENSGALP00000030943	ENSMUSP00000082948
ENSGALP00000037584	ENSMUSP00000020741
ENSGALP00000013761	ENSMUSP00000027174
ENSGALP00000024664	ENSMUSP00000019937
ENSGALP00000016054	ENSMUSP00000082691
ENSGALP00000003060	ENSMUSP00000029480
ENSGALP00000016557	ENSMUSP00000105905
ENSGALP00000027766	ENSMUSP00000034405
ENSGALP00000001839	ENSMUSP00000082270
ENSGALP00000004357	ENSMUSP00000099388
ENSGALP00000009735	ENSMUSP00000113385
ENSGALP00000001848	ENSMUSP00000076816
ENSGALP00000024991	ENSMUSP00000048053
ENSGALP00000016967	ENSMUSP00000053540
ENSGALP00000026279	ENSMUSP00000001402
ENSGALP00000033878	ENSMUSP00000047855
ENSGALP00000020915	ENSMUSP00000036696
ENSGALP00000004687	ENSMUSP00000054763
ENSGALP00000041295	ENSMUSP00000099688
ENSGALP00000041778	ENSMUSP00000025568
ENSGALP00000013022	ENSMUSP00000110813
ENSGALP00000009642	ENSMUSP00000002529
ENSGALP00000014876	ENSMUSP00000003550
ENSGALP00000005478	ENSMUSP00000090355
ENSGALP00000016616	ENSMUSP00000030453
ENSGALP00000039623	ENSMUSP00000030914
ENSGALP00000041966	ENSMUSP00000031144
ENSGALP00000022091	ENSMUSP00000050430
ENSGALP00000022151	ENSMUSP00000042919
ENSGALP00000026384	ENSMUSP00000020954
ENSGALP00000021170	ENSMUSP00000032283
ENSGALP00000007282	ENSMUSP00000056039
ENSGALP00000017313	ENSMUSP00000047562
ENSGALP00000008505	ENSMUSP00000025406
ENSGALP00000023013	ENSMUSP00000108229
ENSGALP00000021481	ENSMUSP00000036394
ENSGALP00000042623	ENSMUSP00000005825
ENSGALP00000011223	ENSMUSP00000006853
ENSGALP00000005153	ENSMUSP00000046643
ENSGALP00000023987	ENSMUSP00000023830
ENSGALP00000027913	ENSMUSP00000032969
ENSGALP00000002546	ENSMUSP00000033983
ENSGALP00000041393	ENSMUSP00000109671
ENSGALP00000012977	ENSMUSP00000100057
ENSGALP00000019955	ENSMUSP00000021359
ENSGALP00000022492	ENSMUSP00000015891
ENSGALP00000014113	ENSMUSP00000097908
ENSGALP00000012691	ENSMUSP00000011055
ENSGALP00000030947	ENSMUSP00000042285
ENSGALP00000041343	ENSMUSP00000026434
ENSGALP00000014607	ENSMUSP00000108653
ENSGALP00000014550	ENSMUSP00000113457
ENSGALP00000010503	ENSMUSP00000048441
ENSGALP00000042282	ENSMUSP00000094956
ENSGALP00000018044	ENSMUSP00000057939
ENSGALP00000016218	ENSMUSP00000019229
ENSGALP00000013703	ENSMUSP00000028650
ENSGALP00000001533	ENSMUSP00000037194
ENSGALP00000007144	ENSMUSP00000014389
ENSGALP00000003767	ENSMUSP00000031399
ENSGALP00000006007	ENSMUSP00000113697
ENSGALP00000010631	ENSMUSP00000053122
ENSGALP00000029406	ENSMUSP00000095901
ENSGALP00000031652	ENSMUSP00000088535
ENSGALP00000025244	ENSMUSP00000071255
ENSGALP00000002796	ENSMUSP00000029142
ENSGALP00000005677	ENSMUSP00000103922
ENSGALP00000021877	ENSMUSP00000034326
ENSGALP00000037948	ENSMUSP00000028624
ENSGALP00000005396	ENSMUSP00000031344
ENSGALP00000005900	ENSMUSP00000011398
ENSGALP00000013983	ENSMUSP00000002844
ENSGALP00000026344	ENSMUSP00000020997
ENSGALP00000023677	ENSMUSP00000052172
ENSGALP00000024524	ENSMUSP00000027866
ENSGALP00000011025	ENSMUSP00000130360
ENSGALP00000005376	ENSMUSP00000048742
ENSGALP00000006890	ENSMUSP00000025751
ENSGALP00000022251	ENSMUSP00000025547
ENSGALP00000021833	ENSMUSP00000093325
ENSGALP00000005378	ENSMUSP00000034375
ENSGALP00000012474	ENSMUSP00000034623
ENSGALP00000001796	ENSMUSP00000034226
ENSGALP00000010689	ENSMUSP00000049342
ENSGALP00000027568	ENSMUSP00000063398
ENSGALP00000007576	ENSMUSP00000078383
ENSGALP00000004804	ENSMUSP00000034206
ENSGALP00000023911	ENSMUSP00000000304
ENSGALP00000024744	ENSMUSP00000044714
ENSGALP00000007866	ENSMUSP00000104361
ENSGALP00000006415	ENSMUSP00000099565
ENSGALP00000013885	ENSMUSP00000027103
ENSGALP00000010875	ENSMUSP00000026888
ENSGALP00000038584	ENSMUSP00000028157
ENSGALP00000023548	ENSMUSP00000088456
ENSGALP00000041155	ENSMUSP00000029759
ENSGALP00000025241	ENSMUSP00000048201
ENSGALP00000010001	ENSMUSP00000029938
ENSGALP00000036550	ENSMUSP00000118956
ENSGALP00000002778	ENSMUSP00000030311
ENSGALP00000024553	ENSMUSP00000037514
ENSGALP00000015391	ENSMUSP00000052755
ENSGALP00000018418	ENSMUSP00000022310
ENSGALP00000007646	ENSMUSP00000042882
ENSGALP00000019765	ENSMUSP00000107364
ENSGALP00000027373	ENSMUSP00000022585
ENSGALP00000019575	ENSMUSP00000130264
ENSGALP00000018457	ENSMUSP00000027401
ENSGALP00000021117	ENSMUSP00000022875
ENSGALP00000004529	ENSMUSP00000059102
ENSGALP00000023202	ENSMUSP00000001485
ENSGALP00000029396	ENSMUSP00000051433
ENSGALP00000019333	ENSMUSP00000018184
ENSGALP00000012057	ENSMUSP00000041820
ENSGALP00000038593	ENSMUSP00000078632
ENSGALP00000013127	ENSMUSP00000107498
ENSGALP00000015675	ENSMUSP00000068610
ENSGALP00000004501	ENSMUSP00000042151
ENSGALP00000013332	ENSMUSP00000028857
ENSGALP00000043370	ENSMUSP00000105847
ENSGALP00000019400	ENSMUSP00000035154
ENSGALP00000011398	ENSMUSP00000033163
ENSGALP00000012365	ENSMUSP00000034964
ENSGALP00000002523	ENSMUSP00000124428
ENSGALP00000015431	ENSMUSP00000081567
ENSGALP00000014036	ENSMUSP00000106420
ENSGALP00000003706	ENSMUSP00000083844
ENSGALP00000043134	ENSMUSP00000029542
ENSGALP00000032560	ENSMUSP00000035325
ENSGALP00000007207	ENSMUSP00000025505
ENSGALP00000016427	ENSMUSP00000026866
ENSGALP00000006355	ENSMUSP00000021183
ENSGALP00000012546	ENSMUSP00000056805
ENSGALP00000026908	ENSMUSP00000050783
ENSGALP00000031013	ENSMUSP00000092672
ENSGALP00000042691	ENSMUSP00000119565
ENSGALP00000027779	ENSMUSP00000136717
ENSGALP00000002186	ENSMUSP00000010278
ENSGALP00000041031	ENSMUSP00000128888
ENSGALP00000023110	ENSMUSP00000048450
ENSGALP00000017145	ENSMUSP00000024873
ENSGALP00000007438	ENSMUSP00000065511
ENSGALP00000015956	ENSMUSP00000092548
ENSGALP00000018600	ENSMUSP00000016034
ENSGALP00000015356	ENSMUSP00000029386
