ENSMGAP00000004951	ENSMODP00000016222
ENSMGAP00000006297	ENSMODP00000013738
ENSMGAP00000015486	ENSMODP00000026385
ENSMGAP00000008998	ENSMODP00000013444
ENSMGAP00000000906	ENSMODP00000009095
ENSMGAP00000015207	ENSMODP00000002352
ENSMGAP00000012265	ENSMODP00000007433
ENSMGAP00000000287	ENSMODP00000011980
ENSMGAP00000007089	ENSMODP00000028723
ENSMGAP00000007749	ENSMODP00000004270
ENSMGAP00000015873	ENSMODP00000018516
ENSMGAP00000008043	ENSMODP00000004721
ENSMGAP00000001996	ENSMODP00000015129
ENSMGAP00000000741	ENSMODP00000018289
ENSMGAP00000018535	ENSMODP00000028151
ENSMGAP00000011799	ENSMODP00000010235
ENSMGAP00000005123	ENSMODP00000028705
ENSMGAP00000008370	ENSMODP00000028883
ENSMGAP00000002959	ENSMODP00000007639
ENSMGAP00000004255	ENSMODP00000003239
ENSMGAP00000016171	ENSMODP00000005243
ENSMGAP00000002960	ENSMODP00000022995
ENSMGAP00000015482	ENSMODP00000026381
ENSMGAP00000017266	ENSMODP00000023307
ENSMGAP00000012359	ENSMODP00000034181
ENSMGAP00000003208	ENSMODP00000017544
ENSMGAP00000004584	ENSMODP00000024633
ENSMGAP00000013240	ENSMODP00000035541
ENSMGAP00000010707	ENSMODP00000010234
ENSMGAP00000013322	ENSMODP00000020946
ENSMGAP00000013914	ENSMODP00000002881
ENSMGAP00000004018	ENSMODP00000034045
ENSMGAP00000012787	ENSMODP00000016656
ENSMGAP00000004721	ENSMODP00000003702
ENSMGAP00000000793	ENSMODP00000007647
ENSMGAP00000014006	ENSMODP00000017014
ENSMGAP00000008639	ENSMODP00000012124
ENSMGAP00000012781	ENSMODP00000020665
ENSMGAP00000008416	ENSMODP00000020369
ENSMGAP00000014274	ENSMODP00000022461
ENSMGAP00000014697	ENSMODP00000003119
ENSMGAP00000006181	ENSMODP00000002863
ENSMGAP00000009021	ENSMODP00000020752
ENSMGAP00000019573	ENSMODP00000008175
ENSMGAP00000019480	ENSMODP00000000276
ENSMGAP00000017547	ENSMODP00000024753
ENSMGAP00000004231	ENSMODP00000018942
ENSMGAP00000008638	ENSMODP00000015076
ENSMGAP00000000447	ENSMODP00000003253
ENSMGAP00000004708	ENSMODP00000025473
ENSMGAP00000013479	ENSMODP00000003437
ENSMGAP00000009676	ENSMODP00000029121
ENSMGAP00000013567	ENSMODP00000006704
ENSMGAP00000014736	ENSMODP00000023455
ENSMGAP00000004696	ENSMODP00000014787
ENSMGAP00000003782	ENSMODP00000008879
ENSMGAP00000002460	ENSMODP00000022132
ENSMGAP00000004756	ENSMODP00000025465
ENSMGAP00000002744	ENSMODP00000018243
ENSMGAP00000014783	ENSMODP00000018056
ENSMGAP00000006688	ENSMODP00000021275
ENSMGAP00000006239	ENSMODP00000011863
ENSMGAP00000002931	ENSMODP00000018425
ENSMGAP00000010804	ENSMODP00000002910
ENSMGAP00000001739	ENSMODP00000010089
ENSMGAP00000010520	ENSMODP00000012308
ENSMGAP00000012333	ENSMODP00000025867
ENSMGAP00000016797	ENSMODP00000010590
ENSMGAP00000005764	ENSMODP00000015459
ENSMGAP00000014785	ENSMODP00000018092
ENSMGAP00000014161	ENSMODP00000022940
ENSMGAP00000000597	ENSMODP00000014641
ENSMGAP00000000327	ENSMODP00000005874
ENSMGAP00000009097	ENSMODP00000020324
ENSMGAP00000006478	ENSMODP00000005285
ENSMGAP00000014763	ENSMODP00000022437
ENSMGAP00000009727	ENSMODP00000015061
ENSMGAP00000014405	ENSMODP00000022205
ENSMGAP00000008783	ENSMODP00000016710
ENSMGAP00000010041	ENSMODP00000020448
ENSMGAP00000010806	ENSMODP00000008692
ENSMGAP00000017556	ENSMODP00000018588
ENSMGAP00000017767	ENSMODP00000023980
ENSMGAP00000014104	ENSMODP00000022191
ENSMGAP00000016258	ENSMODP00000008922
ENSMGAP00000001126	ENSMODP00000013892
ENSMGAP00000002657	ENSMODP00000018279
ENSMGAP00000014493	ENSMODP00000014294
ENSMGAP00000000024	ENSMODP00000023404
ENSMGAP00000010676	ENSMODP00000012513
ENSMGAP00000011928	ENSMODP00000040236
ENSMGAP00000006236	ENSMODP00000002986
ENSMGAP00000011541	ENSMODP00000012296
ENSMGAP00000008725	ENSMODP00000017689
ENSMGAP00000000743	ENSMODP00000018834
ENSMGAP00000017591	ENSMODP00000000378
ENSMGAP00000003875	ENSMODP00000038366
ENSMGAP00000010139	ENSMODP00000014148
ENSMGAP00000011561	ENSMODP00000024809
ENSMGAP00000008613	ENSMODP00000024663
ENSMGAP00000004120	ENSMODP00000008168
ENSMGAP00000018724	ENSMODP00000014575
ENSMGAP00000007652	ENSMODP00000024279
ENSMGAP00000004922	ENSMODP00000003513
ENSMGAP00000016181	ENSMODP00000005875
ENSMGAP00000018792	ENSMODP00000001618
ENSMGAP00000016789	ENSMODP00000036502
ENSMGAP00000017783	ENSMODP00000024563
ENSMGAP00000005600	ENSMODP00000024025
ENSMGAP00000000520	ENSMODP00000005811
ENSMGAP00000007712	ENSMODP00000021997
ENSMGAP00000003110	ENSMODP00000015575
ENSMGAP00000003254	ENSMODP00000004728
ENSMGAP00000004845	ENSMODP00000010352
ENSMGAP00000007271	ENSMODP00000030146
ENSMGAP00000003539	ENSMODP00000023698
ENSMGAP00000014773	ENSMODP00000017820
ENSMGAP00000003800	ENSMODP00000024337
ENSMGAP00000015180	ENSMODP00000003660
ENSMGAP00000019729	ENSMODP00000009899
ENSMGAP00000002240	ENSMODP00000013908
ENSMGAP00000009188	ENSMODP00000040218
ENSMGAP00000000206	ENSMODP00000005626
ENSMGAP00000004794	ENSMODP00000021757
ENSMGAP00000002427	ENSMODP00000004969
ENSMGAP00000008456	ENSMODP00000040369
ENSMGAP00000009688	ENSMODP00000004243
ENSMGAP00000003815	ENSMODP00000006529
ENSMGAP00000003955	ENSMODP00000016676
ENSMGAP00000000049	ENSMODP00000023422
ENSMGAP00000002491	ENSMODP00000029832
ENSMGAP00000008107	ENSMODP00000004926
ENSMGAP00000016015	ENSMODP00000011173
ENSMGAP00000005647	ENSMODP00000015334
ENSMGAP00000000400	ENSMODP00000016740
ENSMGAP00000014032	ENSMODP00000022080
ENSMGAP00000017480	ENSMODP00000002288
ENSMGAP00000015226	ENSMODP00000022531
ENSMGAP00000007946	ENSMODP00000017898
ENSMGAP00000004453	ENSMODP00000017549
ENSMGAP00000005351	ENSMODP00000019823
ENSMGAP00000008742	ENSMODP00000019964
ENSMGAP00000004308	ENSMODP00000035095
ENSMGAP00000006209	ENSMODP00000015791
ENSMGAP00000000281	ENSMODP00000021239
ENSMGAP00000000094	ENSMODP00000005014
ENSMGAP00000019451	ENSMODP00000023658
ENSMGAP00000008675	ENSMODP00000006838
ENSMGAP00000008752	ENSMODP00000015544
ENSMGAP00000014388	ENSMODP00000010068
ENSMGAP00000008365	ENSMODP00000016665
ENSMGAP00000015407	ENSMODP00000026247
ENSMGAP00000011589	ENSMODP00000018709
ENSMGAP00000007052	ENSMODP00000012561
ENSMGAP00000014419	ENSMODP00000009566
ENSMGAP00000005724	ENSMODP00000015446
ENSMGAP00000017744	ENSMODP00000018670
ENSMGAP00000006916	ENSMODP00000019000
ENSMGAP00000012076	ENSMODP00000032612
ENSMGAP00000005772	ENSMODP00000003607
ENSMGAP00000003318	ENSMODP00000031186
ENSMGAP00000018104	ENSMODP00000018025
ENSMGAP00000012573	ENSMODP00000008570
ENSMGAP00000009804	ENSMODP00000004261
ENSMGAP00000003129	ENSMODP00000035363
ENSMGAP00000005775	ENSMODP00000015315
ENSMGAP00000018998	ENSMODP00000014065
ENSMGAP00000012683	ENSMODP00000002014
ENSMGAP00000004054	ENSMODP00000018902
ENSMGAP00000008151	ENSMODP00000019155
ENSMGAP00000012261	ENSMODP00000014011
ENSMGAP00000008317	ENSMODP00000009655
ENSMGAP00000010202	ENSMODP00000012155
ENSMGAP00000000210	ENSMODP00000014009
ENSMGAP00000000790	ENSMODP00000008473
ENSMGAP00000011978	ENSMODP00000010735
ENSMGAP00000011754	ENSMODP00000000120
ENSMGAP00000001481	ENSMODP00000019410
ENSMGAP00000000130	ENSMODP00000021663
ENSMGAP00000005983	ENSMODP00000006256
ENSMGAP00000004145	ENSMODP00000025963
ENSMGAP00000013459	ENSMODP00000024095
ENSMGAP00000009504	ENSMODP00000008525
ENSMGAP00000018178	ENSMODP00000023609
ENSMGAP00000014656	ENSMODP00000023189
ENSMGAP00000011775	ENSMODP00000000558
ENSMGAP00000016133	ENSMODP00000000493
ENSMGAP00000004327	ENSMODP00000001649
ENSMGAP00000007352	ENSMODP00000024311
ENSMGAP00000012506	ENSMODP00000010490
ENSMGAP00000011654	ENSMODP00000019306
ENSMGAP00000007426	ENSMODP00000024152
ENSMGAP00000018680	ENSMODP00000030128
ENSMGAP00000010756	ENSMODP00000010126
ENSMGAP00000011985	ENSMODP00000010016
ENSMGAP00000001409	ENSMODP00000002450
ENSMGAP00000014891	ENSMODP00000019556
ENSMGAP00000006144	ENSMODP00000014319
ENSMGAP00000001480	ENSMODP00000002187
ENSMGAP00000008605	ENSMODP00000012164
ENSMGAP00000008166	ENSMODP00000009510
ENSMGAP00000003913	ENSMODP00000023873
ENSMGAP00000007482	ENSMODP00000016231
ENSMGAP00000008359	ENSMODP00000003018
ENSMGAP00000008504	ENSMODP00000004236
ENSMGAP00000007112	ENSMODP00000021601
ENSMGAP00000013503	ENSMODP00000003538
ENSMGAP00000008060	ENSMODP00000024104
ENSMGAP00000014475	ENSMODP00000014508
ENSMGAP00000015945	ENSMODP00000013131
ENSMGAP00000011949	ENSMODP00000036684
ENSMGAP00000000943	ENSMODP00000000574
ENSMGAP00000008112	ENSMODP00000000254
ENSMGAP00000008983	ENSMODP00000013425
ENSMGAP00000001531	ENSMODP00000002420
ENSMGAP00000013011	ENSMODP00000006926
ENSMGAP00000007174	ENSMODP00000015369
ENSMGAP00000010637	ENSMODP00000035015
ENSMGAP00000008959	ENSMODP00000003809
ENSMGAP00000003806	ENSMODP00000004361
ENSMGAP00000006880	ENSMODP00000019307
ENSMGAP00000010916	ENSMODP00000008962
ENSMGAP00000014331	ENSMODP00000022583
ENSMGAP00000019467	ENSMODP00000035727
ENSMGAP00000006187	ENSMODP00000011554
ENSMGAP00000004949	ENSMODP00000005940
ENSMGAP00000010608	ENSMODP00000014995
ENSMGAP00000008257	ENSMODP00000003075
ENSMGAP00000013454	ENSMODP00000001494
ENSMGAP00000011713	ENSMODP00000009967
ENSMGAP00000015052	ENSMODP00000006578
ENSMGAP00000003866	ENSMODP00000016807
ENSMGAP00000016729	ENSMODP00000025119
ENSMGAP00000008968	ENSMODP00000003837
ENSMGAP00000009663	ENSMODP00000008924
ENSMGAP00000009474	ENSMODP00000000503
ENSMGAP00000003999	ENSMODP00000010585
ENSMGAP00000008633	ENSMODP00000019210
ENSMGAP00000006191	ENSMODP00000021478
ENSMGAP00000001865	ENSMODP00000034687
ENSMGAP00000005533	ENSMODP00000010646
ENSMGAP00000010817	ENSMODP00000008700
ENSMGAP00000002786	ENSMODP00000034953
ENSMGAP00000006784	ENSMODP00000006943
ENSMGAP00000013584	ENSMODP00000001270
ENSMGAP00000006874	ENSMODP00000019528
ENSMGAP00000005394	ENSMODP00000019840
ENSMGAP00000016124	ENSMODP00000000265
ENSMGAP00000000584	ENSMODP00000017224
ENSMGAP00000014562	ENSMODP00000008407
ENSMGAP00000001629	ENSMODP00000008793
ENSMGAP00000015785	ENSMODP00000009624
ENSMGAP00000016028	ENSMODP00000010547
ENSMGAP00000005623	ENSMODP00000015855
ENSMGAP00000000949	ENSMODP00000015147
ENSMGAP00000012249	ENSMODP00000007683
ENSMGAP00000012127	ENSMODP00000022281
ENSMGAP00000014804	ENSMODP00000018362
ENSMGAP00000010738	ENSMODP00000001155
ENSMGAP00000013275	ENSMODP00000002416
ENSMGAP00000008244	ENSMODP00000024096
ENSMGAP00000006509	ENSMODP00000012540
ENSMGAP00000014696	ENSMODP00000023770
ENSMGAP00000010269	ENSMODP00000034720
ENSMGAP00000009612	ENSMODP00000008841
ENSMGAP00000015946	ENSMODP00000012964
ENSMGAP00000010363	ENSMODP00000026686
ENSMGAP00000002318	ENSMODP00000013705
ENSMGAP00000004945	ENSMODP00000023717
ENSMGAP00000016487	ENSMODP00000001706
ENSMGAP00000006307	ENSMODP00000005581
ENSMGAP00000006424	ENSMODP00000005406
ENSMGAP00000018795	ENSMODP00000004660
ENSMGAP00000016159	ENSMODP00000005568
ENSMGAP00000014482	ENSMODP00000006601
ENSMGAP00000015105	ENSMODP00000022734
ENSMGAP00000014199	ENSMODP00000017064
ENSMGAP00000003305	ENSMODP00000020836
ENSMGAP00000014529	ENSMODP00000029871
ENSMGAP00000006324	ENSMODP00000005543
ENSMGAP00000006280	ENSMODP00000013904
ENSMGAP00000014333	ENSMODP00000022586
ENSMGAP00000016908	ENSMODP00000024506
ENSMGAP00000000805	ENSMODP00000018825
ENSMGAP00000006809	ENSMODP00000006860
ENSMGAP00000007229	ENSMODP00000003138
ENSMGAP00000002927	ENSMODP00000016927
ENSMGAP00000011662	ENSMODP00000008061
ENSMGAP00000004760	ENSMODP00000009382
ENSMGAP00000018798	ENSMODP00000038427
ENSMGAP00000013363	ENSMODP00000020910
ENSMGAP00000016041	ENSMODP00000010211
ENSMGAP00000000528	ENSMODP00000023515
ENSMGAP00000005386	ENSMODP00000015170
ENSMGAP00000008897	ENSMODP00000013409
ENSMGAP00000011831	ENSMODP00000018981
ENSMGAP00000002047	ENSMODP00000014404
ENSMGAP00000005340	ENSMODP00000021079
ENSMGAP00000014689	ENSMODP00000023333
ENSMGAP00000013801	ENSMODP00000003143
ENSMGAP00000004217	ENSMODP00000005842
ENSMGAP00000013189	ENSMODP00000015886
ENSMGAP00000011288	ENSMODP00000024826
ENSMGAP00000008977	ENSMODP00000026764
ENSMGAP00000009005	ENSMODP00000024441
ENSMGAP00000015153	ENSMODP00000022654
ENSMGAP00000008455	ENSMODP00000017104
ENSMGAP00000003971	ENSMODP00000013893
ENSMGAP00000008476	ENSMODP00000038756
ENSMGAP00000014641	ENSMODP00000009176
ENSMGAP00000015903	ENSMODP00000018717
ENSMGAP00000006877	ENSMODP00000021225
ENSMGAP00000010317	ENSMODP00000019208
ENSMGAP00000009182	ENSMODP00000000353
ENSMGAP00000010930	ENSMODP00000019452
ENSMGAP00000012295	ENSMODP00000013098
ENSMGAP00000005778	ENSMODP00000005912
ENSMGAP00000014227	ENSMODP00000023001
ENSMGAP00000015940	ENSMODP00000013042
ENSMGAP00000013326	ENSMODP00000001264
ENSMGAP00000011764	ENSMODP00000019021
ENSMGAP00000016061	ENSMODP00000018242
ENSMGAP00000008911	ENSMODP00000005082
ENSMGAP00000010562	ENSMODP00000026182
ENSMGAP00000008425	ENSMODP00000005951
ENSMGAP00000000939	ENSMODP00000012102
ENSMGAP00000013092	ENSMODP00000036213
ENSMGAP00000019027	ENSMODP00000012325
ENSMGAP00000015530	ENSMODP00000009864
ENSMGAP00000003863	ENSMODP00000001913
ENSMGAP00000014027	ENSMODP00000017475
ENSMGAP00000011368	ENSMODP00000018239
ENSMGAP00000004167	ENSMODP00000005813
ENSMGAP00000014457	ENSMODP00000022839
ENSMGAP00000000084	ENSMODP00000003102
ENSMGAP00000011632	ENSMODP00000000235
ENSMGAP00000000661	ENSMODP00000001352
ENSMGAP00000008228	ENSMODP00000029804
ENSMGAP00000006862	ENSMODP00000008864
ENSMGAP00000002710	ENSMODP00000011242
ENSMGAP00000004927	ENSMODP00000006379
ENSMGAP00000013466	ENSMODP00000001615
ENSMGAP00000014189	ENSMODP00000022344
ENSMGAP00000005673	ENSMODP00000003477
ENSMGAP00000010527	ENSMODP00000000655
ENSMGAP00000015193	ENSMODP00000002778
ENSMGAP00000018365	ENSMODP00000029192
ENSMGAP00000014337	ENSMODP00000010778
ENSMGAP00000003496	ENSMODP00000017119
ENSMGAP00000005104	ENSMODP00000011348
ENSMGAP00000005465	ENSMODP00000020110
ENSMGAP00000012551	ENSMODP00000000168
ENSMGAP00000012285	ENSMODP00000013053
ENSMGAP00000004035	ENSMODP00000034744
ENSMGAP00000002013	ENSMODP00000003467
ENSMGAP00000011806	ENSMODP00000011700
ENSMGAP00000001368	ENSMODP00000018850
ENSMGAP00000005079	ENSMODP00000006653
ENSMGAP00000002900	ENSMODP00000023007
ENSMGAP00000012951	ENSMODP00000000421
ENSMGAP00000007783	ENSMODP00000005238
ENSMGAP00000009214	ENSMODP00000020884
ENSMGAP00000008334	ENSMODP00000012487
ENSMGAP00000005601	ENSMODP00000010693
ENSMGAP00000015787	ENSMODP00000009708
ENSMGAP00000018821	ENSMODP00000017085
ENSMGAP00000007396	ENSMODP00000021983
ENSMGAP00000014806	ENSMODP00000022817
ENSMGAP00000012913	ENSMODP00000023171
ENSMGAP00000000553	ENSMODP00000018438
ENSMGAP00000005948	ENSMODP00000010181
ENSMGAP00000003688	ENSMODP00000004201
ENSMGAP00000001055	ENSMODP00000011990
ENSMGAP00000011696	ENSMODP00000000692
ENSMGAP00000000598	ENSMODP00000001877
ENSMGAP00000005323	ENSMODP00000000026
ENSMGAP00000013817	ENSMODP00000002362
ENSMGAP00000006896	ENSMODP00000022409
ENSMGAP00000001749	ENSMODP00000015031
ENSMGAP00000005417	ENSMODP00000019920
ENSMGAP00000015352	ENSMODP00000026263
ENSMGAP00000007417	ENSMODP00000024301
ENSMGAP00000016099	ENSMODP00000000681
ENSMGAP00000008059	ENSMODP00000007641
ENSMGAP00000013244	ENSMODP00000002795
ENSMGAP00000013249	ENSMODP00000000968
ENSMGAP00000004426	ENSMODP00000015175
ENSMGAP00000008779	ENSMODP00000003385
ENSMGAP00000008606	ENSMODP00000006312
ENSMGAP00000008019	ENSMODP00000012474
ENSMGAP00000008443	ENSMODP00000015527
ENSMGAP00000005058	ENSMODP00000021127
ENSMGAP00000011046	ENSMODP00000009634
ENSMGAP00000015854	ENSMODP00000019650
ENSMGAP00000014687	ENSMODP00000023331
ENSMGAP00000005768	ENSMODP00000020053
ENSMGAP00000011434	ENSMODP00000018495
ENSMGAP00000014467	ENSMODP00000021796
ENSMGAP00000009878	ENSMODP00000017998
ENSMGAP00000019512	ENSMODP00000026241
ENSMGAP00000007503	ENSMODP00000005283
ENSMGAP00000001388	ENSMODP00000015017
ENSMGAP00000003964	ENSMODP00000006769
ENSMGAP00000011832	ENSMODP00000011607
ENSMGAP00000014737	ENSMODP00000022884
ENSMGAP00000003369	ENSMODP00000012846
ENSMGAP00000008746	ENSMODP00000025897
ENSMGAP00000003275	ENSMODP00000022207
ENSMGAP00000008813	ENSMODP00000003575
ENSMGAP00000007348	ENSMODP00000002914
ENSMGAP00000015416	ENSMODP00000026229
ENSMGAP00000011533	ENSMODP00000030355
ENSMGAP00000013996	ENSMODP00000016323
ENSMGAP00000004916	ENSMODP00000007749
ENSMGAP00000007373	ENSMODP00000008279
ENSMGAP00000004177	ENSMODP00000001989
ENSMGAP00000007555	ENSMODP00000005453
ENSMGAP00000006300	ENSMODP00000016023
ENSMGAP00000008185	ENSMODP00000004549
ENSMGAP00000003142	ENSMODP00000020071
ENSMGAP00000008078	ENSMODP00000028836
ENSMGAP00000015736	ENSMODP00000004640
ENSMGAP00000001076	ENSMODP00000002326
ENSMGAP00000003109	ENSMODP00000014519
ENSMGAP00000007683	ENSMODP00000009222
ENSMGAP00000018913	ENSMODP00000019141
ENSMGAP00000008571	ENSMODP00000028315
ENSMGAP00000017525	ENSMODP00000023729
ENSMGAP00000014623	ENSMODP00000023125
ENSMGAP00000014436	ENSMODP00000022796
ENSMGAP00000014441	ENSMODP00000022824
ENSMGAP00000001108	ENSMODP00000024520
ENSMGAP00000000826	ENSMODP00000011336
ENSMGAP00000011175	ENSMODP00000002329
ENSMGAP00000014550	ENSMODP00000008432
ENSMGAP00000011608	ENSMODP00000000264
ENSMGAP00000015668	ENSMODP00000001609
ENSMGAP00000019652	ENSMODP00000026622
ENSMGAP00000014975	ENSMODP00000010768
ENSMGAP00000001355	ENSMODP00000005411
ENSMGAP00000003494	ENSMODP00000000606
ENSMGAP00000010190	ENSMODP00000005314
ENSMGAP00000009376	ENSMODP00000019830
ENSMGAP00000012335	ENSMODP00000001660
ENSMGAP00000006831	ENSMODP00000000593
ENSMGAP00000004719	ENSMODP00000023964
ENSMGAP00000017702	ENSMODP00000024562
ENSMGAP00000010285	ENSMODP00000020829
ENSMGAP00000012387	ENSMODP00000019091
ENSMGAP00000011454	ENSMODP00000032516
ENSMGAP00000014407	ENSMODP00000009629
ENSMGAP00000012504	ENSMODP00000012475
ENSMGAP00000002229	ENSMODP00000019028
ENSMGAP00000010070	ENSMODP00000004842
ENSMGAP00000000072	ENSMODP00000014067
ENSMGAP00000015061	ENSMODP00000001147
ENSMGAP00000014872	ENSMODP00000002604
ENSMGAP00000014284	ENSMODP00000022471
ENSMGAP00000008910	ENSMODP00000003245
ENSMGAP00000012938	ENSMODP00000001558
ENSMGAP00000002811	ENSMODP00000021885
ENSMGAP00000010684	ENSMODP00000001686
ENSMGAP00000007291	ENSMODP00000010167
ENSMGAP00000013626	ENSMODP00000005495
ENSMGAP00000007892	ENSMODP00000004754
ENSMGAP00000000767	ENSMODP00000000193
ENSMGAP00000013562	ENSMODP00000009535
ENSMGAP00000006386	ENSMODP00000015949
ENSMGAP00000000917	ENSMODP00000017703
ENSMGAP00000018602	ENSMODP00000018972
ENSMGAP00000019358	ENSMODP00000019224
ENSMGAP00000000461	ENSMODP00000006067
ENSMGAP00000018462	ENSMODP00000023166
ENSMGAP00000015893	ENSMODP00000018659
ENSMGAP00000003441	ENSMODP00000012562
ENSMGAP00000005931	ENSMODP00000024148
ENSMGAP00000005191	ENSMODP00000015240
ENSMGAP00000007130	ENSMODP00000010421
ENSMGAP00000000543	ENSMODP00000006103
ENSMGAP00000017747	ENSMODP00000004629
ENSMGAP00000015015	ENSMODP00000011101
ENSMGAP00000008970	ENSMODP00000019338
ENSMGAP00000001035	ENSMODP00000028537
ENSMGAP00000007444	ENSMODP00000016993
ENSMGAP00000002288	ENSMODP00000015581
ENSMGAP00000014809	ENSMODP00000018381
ENSMGAP00000018834	ENSMODP00000017676
ENSMGAP00000008283	ENSMODP00000009632
ENSMGAP00000006751	ENSMODP00000032379
ENSMGAP00000006827	ENSMODP00000013613
ENSMGAP00000015833	ENSMODP00000001367
ENSMGAP00000011367	ENSMODP00000030309
ENSMGAP00000015955	ENSMODP00000012822
ENSMGAP00000010299	ENSMODP00000003628
ENSMGAP00000010468	ENSMODP00000004397
ENSMGAP00000017910	ENSMODP00000021559
ENSMGAP00000014367	ENSMODP00000022597
ENSMGAP00000000191	ENSMODP00000004682
ENSMGAP00000007945	ENSMODP00000018873
ENSMGAP00000008216	ENSMODP00000041202
ENSMGAP00000015990	ENSMODP00000033276
ENSMGAP00000002595	ENSMODP00000007923
ENSMGAP00000016421	ENSMODP00000037793
ENSMGAP00000012773	ENSMODP00000011687
ENSMGAP00000009128	ENSMODP00000020669
ENSMGAP00000019148	ENSMODP00000006262
ENSMGAP00000004761	ENSMODP00000003638
ENSMGAP00000008935	ENSMODP00000007334
ENSMGAP00000009239	ENSMODP00000005796
ENSMGAP00000008349	ENSMODP00000006957
ENSMGAP00000016066	ENSMODP00000018304
ENSMGAP00000011613	ENSMODP00000018846
ENSMGAP00000012233	ENSMODP00000007725
ENSMGAP00000000253	ENSMODP00000018015
ENSMGAP00000013805	ENSMODP00000006612
ENSMGAP00000011164	ENSMODP00000025535
ENSMGAP00000009347	ENSMODP00000002653
ENSMGAP00000012676	ENSMODP00000011316
ENSMGAP00000012993	ENSMODP00000000591
ENSMGAP00000005304	ENSMODP00000016799
ENSMGAP00000001808	ENSMODP00000028477
ENSMGAP00000000196	ENSMODP00000018023
ENSMGAP00000012390	ENSMODP00000006409
ENSMGAP00000011489	ENSMODP00000023660
ENSMGAP00000001208	ENSMODP00000019068
ENSMGAP00000009080	ENSMODP00000002945
ENSMGAP00000008170	ENSMODP00000038433
ENSMGAP00000011691	ENSMODP00000000160
ENSMGAP00000018354	ENSMODP00000019443
ENSMGAP00000012476	ENSMODP00000010342
ENSMGAP00000009405	ENSMODP00000017317
ENSMGAP00000006538	ENSMODP00000014029
ENSMGAP00000003983	ENSMODP00000002065
ENSMGAP00000015823	ENSMODP00000001855
ENSMGAP00000015325	ENSMODP00000026253
ENSMGAP00000003230	ENSMODP00000001612
ENSMGAP00000008786	ENSMODP00000003372
ENSMGAP00000004184	ENSMODP00000020561
ENSMGAP00000010514	ENSMODP00000005762
ENSMGAP00000006621	ENSMODP00000040640
ENSMGAP00000007273	ENSMODP00000039958
ENSMGAP00000014468	ENSMODP00000014593
ENSMGAP00000002804	ENSMODP00000000525
ENSMGAP00000011777	ENSMODP00000009761
ENSMGAP00000013790	ENSMODP00000003093
ENSMGAP00000010433	ENSMODP00000003280
ENSMGAP00000009887	ENSMODP00000012891
ENSMGAP00000003535	ENSMODP00000005417
ENSMGAP00000013058	ENSMODP00000000787
ENSMGAP00000004518	ENSMODP00000004564
ENSMGAP00000005341	ENSMODP00000015278
ENSMGAP00000011876	ENSMODP00000019319
ENSMGAP00000006875	ENSMODP00000021411
ENSMGAP00000011645	ENSMODP00000025658
ENSMGAP00000016944	ENSMODP00000022740
ENSMGAP00000004543	ENSMODP00000006400
ENSMGAP00000009386	ENSMODP00000010019
ENSMGAP00000010195	ENSMODP00000012060
ENSMGAP00000002580	ENSMODP00000000271
ENSMGAP00000005866	ENSMODP00000008706
ENSMGAP00000008551	ENSMODP00000006276
ENSMGAP00000016606	ENSMODP00000002623
ENSMGAP00000019423	ENSMODP00000018457
ENSMGAP00000012240	ENSMODP00000019425
ENSMGAP00000015188	ENSMODP00000021292
ENSMGAP00000019261	ENSMODP00000041306
ENSMGAP00000011583	ENSMODP00000024804
ENSMGAP00000002771	ENSMODP00000014263
ENSMGAP00000016323	ENSMODP00000025400
ENSMGAP00000001393	ENSMODP00000010325
ENSMGAP00000010477	ENSMODP00000010842
ENSMGAP00000018599	ENSMODP00000037707
ENSMGAP00000008167	ENSMODP00000014623
ENSMGAP00000003191	ENSMODP00000014949
ENSMGAP00000010769	ENSMODP00000002988
ENSMGAP00000013650	ENSMODP00000002532
ENSMGAP00000013203	ENSMODP00000015085
ENSMGAP00000000220	ENSMODP00000021996
ENSMGAP00000014908	ENSMODP00000022519
ENSMGAP00000014963	ENSMODP00000022645
ENSMGAP00000004199	ENSMODP00000028543
ENSMGAP00000001653	ENSMODP00000009573
ENSMGAP00000011884	ENSMODP00000026697
ENSMGAP00000004430	ENSMODP00000021001
ENSMGAP00000011784	ENSMODP00000011737
ENSMGAP00000016731	ENSMODP00000025234
ENSMGAP00000003472	ENSMODP00000022289
ENSMGAP00000009933	ENSMODP00000004488
ENSMGAP00000007416	ENSMODP00000005596
ENSMGAP00000010075	ENSMODP00000026827
ENSMGAP00000014306	ENSMODP00000011197
ENSMGAP00000012665	ENSMODP00000025786
ENSMGAP00000017787	ENSMODP00000024556
ENSMGAP00000018247	ENSMODP00000019617
ENSMGAP00000009462	ENSMODP00000017284
ENSMGAP00000007053	ENSMODP00000000719
ENSMGAP00000014981	ENSMODP00000020945
ENSMGAP00000002172	ENSMODP00000009473
ENSMGAP00000012288	ENSMODP00000013077
ENSMGAP00000010721	ENSMODP00000003015
ENSMGAP00000013302	ENSMODP00000007918
ENSMGAP00000001728	ENSMODP00000010752
ENSMGAP00000003554	ENSMODP00000014590
ENSMGAP00000015370	ENSMODP00000026352
ENSMGAP00000005034	ENSMODP00000004101
ENSMGAP00000015804	ENSMODP00000011665
ENSMGAP00000003929	ENSMODP00000016688
ENSMGAP00000004001	ENSMODP00000001628
