ENSMGAP00000004951	ENSORLP00000017023
ENSMGAP00000004053	ENSORLP00000012840
ENSMGAP00000006992	ENSORLP00000022849
ENSMGAP00000000223	ENSORLP00000000911
ENSMGAP00000011686	ENSORLP00000012020
ENSMGAP00000010064	ENSORLP00000007173
ENSMGAP00000014203	ENSORLP00000017609
ENSMGAP00000008947	ENSORLP00000025771
ENSMGAP00000012010	ENSORLP00000005106
ENSMGAP00000015161	ENSORLP00000007504
ENSMGAP00000009046	ENSORLP00000003094
ENSMGAP00000018771	ENSORLP00000024549
ENSMGAP00000001770	ENSORLP00000013776
ENSMGAP00000005710	ENSORLP00000008662
ENSMGAP00000017215	ENSORLP00000004083
ENSMGAP00000005560	ENSORLP00000011134
ENSMGAP00000005560	ENSORLP00000008384
ENSMGAP00000007301	ENSORLP00000022841
ENSMGAP00000010035	ENSORLP00000008861
ENSMGAP00000000379	ENSORLP00000025385
ENSMGAP00000012576	ENSORLP00000015910
ENSMGAP00000000501	ENSORLP00000007989
ENSMGAP00000013299	ENSORLP00000022055
ENSMGAP00000009076	ENSORLP00000007295
ENSMGAP00000007298	ENSORLP00000017852
ENSMGAP00000006314	ENSORLP00000006477
ENSMGAP00000012955	ENSORLP00000012534
ENSMGAP00000011458	ENSORLP00000007626
ENSMGAP00000002915	ENSORLP00000024898
ENSMGAP00000000636	ENSORLP00000019410
ENSMGAP00000014877	ENSORLP00000022972
ENSMGAP00000010533	ENSORLP00000015772
ENSMGAP00000009772	ENSORLP00000018737
ENSMGAP00000006132	ENSORLP00000015752
ENSMGAP00000014816	ENSORLP00000022672
ENSMGAP00000018830	ENSORLP00000014154
ENSMGAP00000015567	ENSORLP00000011204
ENSMGAP00000002230	ENSORLP00000006148
ENSMGAP00000002230	ENSORLP00000018046
ENSMGAP00000001211	ENSORLP00000016022
ENSMGAP00000002681	ENSORLP00000006457
ENSMGAP00000014389	ENSORLP00000012744
ENSMGAP00000007377	ENSORLP00000001733
ENSMGAP00000013116	ENSORLP00000024779
ENSMGAP00000000382	ENSORLP00000011068
ENSMGAP00000001901	ENSORLP00000025235
ENSMGAP00000011930	ENSORLP00000017399
ENSMGAP00000016927	ENSORLP00000001509
ENSMGAP00000013356	ENSORLP00000020487
ENSMGAP00000012637	ENSORLP00000011219
ENSMGAP00000006514	ENSORLP00000016053
ENSMGAP00000011993	ENSORLP00000007288
ENSMGAP00000007660	ENSORLP00000024050
ENSMGAP00000013608	ENSORLP00000013478
ENSMGAP00000010826	ENSORLP00000001715
ENSMGAP00000013236	ENSORLP00000005848
ENSMGAP00000009075	ENSORLP00000006494
ENSMGAP00000008475	ENSORLP00000012528
ENSMGAP00000010605	ENSORLP00000024783
ENSMGAP00000010151	ENSORLP00000020716
ENSMGAP00000014341	ENSORLP00000015937
ENSMGAP00000007826	ENSORLP00000024079
ENSMGAP00000003285	ENSORLP00000012280
ENSMGAP00000013852	ENSORLP00000011022
ENSMGAP00000009154	ENSORLP00000019792
ENSMGAP00000014379	ENSORLP00000022503
ENSMGAP00000000618	ENSORLP00000003253
ENSMGAP00000013983	ENSORLP00000019935
ENSMGAP00000013983	ENSORLP00000011195
ENSMGAP00000013125	ENSORLP00000006126
ENSMGAP00000009806	ENSORLP00000006995
ENSMGAP00000006660	ENSORLP00000003031
ENSMGAP00000018989	ENSORLP00000003593
ENSMGAP00000006350	ENSORLP00000006837
ENSMGAP00000000159	ENSORLP00000020902
ENSMGAP00000010791	ENSORLP00000020076
ENSMGAP00000004342	ENSORLP00000004648
ENSMGAP00000012696	ENSORLP00000009842
ENSMGAP00000006543	ENSORLP00000008603
ENSMGAP00000006543	ENSORLP00000001439
ENSMGAP00000012796	ENSORLP00000024897
ENSMGAP00000013402	ENSORLP00000020955
ENSMGAP00000002533	ENSORLP00000002287
ENSMGAP00000003345	ENSORLP00000003567
ENSMGAP00000012735	ENSORLP00000017761
ENSMGAP00000013080	ENSORLP00000009982
ENSMGAP00000015941	ENSORLP00000005916
ENSMGAP00000015081	ENSORLP00000012706
ENSMGAP00000009586	ENSORLP00000013172
ENSMGAP00000001740	ENSORLP00000001721
ENSMGAP00000001038	ENSORLP00000005458
ENSMGAP00000014959	ENSORLP00000018656
ENSMGAP00000004796	ENSORLP00000005620
ENSMGAP00000002953	ENSORLP00000004610
ENSMGAP00000015124	ENSORLP00000016324
ENSMGAP00000004324	ENSORLP00000006120
ENSMGAP00000014130	ENSORLP00000003128
ENSMGAP00000004343	ENSORLP00000007423
ENSMGAP00000007997	ENSORLP00000021404
ENSMGAP00000010128	ENSORLP00000014718
ENSMGAP00000007934	ENSORLP00000009483
ENSMGAP00000005965	ENSORLP00000010852
ENSMGAP00000015640	ENSORLP00000015909
ENSMGAP00000001064	ENSORLP00000012456
ENSMGAP00000012238	ENSORLP00000020528
ENSMGAP00000004832	ENSORLP00000007601
ENSMGAP00000004697	ENSORLP00000002808
ENSMGAP00000003578	ENSORLP00000001773
ENSMGAP00000011207	ENSORLP00000007459
ENSMGAP00000005012	ENSORLP00000023543
ENSMGAP00000015729	ENSORLP00000013747
ENSMGAP00000014692	ENSORLP00000019846
ENSMGAP00000014527	ENSORLP00000021244
ENSMGAP00000010325	ENSORLP00000003943
ENSMGAP00000015687	ENSORLP00000017894
ENSMGAP00000015575	ENSORLP00000022294
ENSMGAP00000018777	ENSORLP00000017870
ENSMGAP00000006580	ENSORLP00000006143
ENSMGAP00000015965	ENSORLP00000004991
ENSMGAP00000000935	ENSORLP00000004263
ENSMGAP00000009515	ENSORLP00000018915
ENSMGAP00000016187	ENSORLP00000000791
ENSMGAP00000000146	ENSORLP00000002513
ENSMGAP00000013604	ENSORLP00000022452
ENSMGAP00000001344	ENSORLP00000010114
ENSMGAP00000019120	ENSORLP00000022299
ENSMGAP00000015978	ENSORLP00000004622
ENSMGAP00000007769	ENSORLP00000011062
ENSMGAP00000004309	ENSORLP00000006497
ENSMGAP00000001312	ENSORLP00000002790
ENSMGAP00000008772	ENSORLP00000014662
ENSMGAP00000009193	ENSORLP00000019982
ENSMGAP00000003106	ENSORLP00000016707
ENSMGAP00000006649	ENSORLP00000021771
ENSMGAP00000001843	ENSORLP00000002007
ENSMGAP00000005158	ENSORLP00000022840
ENSMGAP00000000588	ENSORLP00000002126
ENSMGAP00000004773	ENSORLP00000017327
ENSMGAP00000004773	ENSORLP00000011618
ENSMGAP00000018592	ENSORLP00000023470
ENSMGAP00000004356	ENSORLP00000017242
ENSMGAP00000006917	ENSORLP00000003578
ENSMGAP00000004270	ENSORLP00000012771
ENSMGAP00000006641	ENSORLP00000019918
ENSMGAP00000003289	ENSORLP00000004511
ENSMGAP00000009816	ENSORLP00000016399
ENSMGAP00000016205	ENSORLP00000015838
ENSMGAP00000008421	ENSORLP00000006356
ENSMGAP00000007321	ENSORLP00000004692
ENSMGAP00000000353	ENSORLP00000003684
ENSMGAP00000001426	ENSORLP00000002667
ENSMGAP00000010651	ENSORLP00000020215
ENSMGAP00000006068	ENSORLP00000017515
ENSMGAP00000014017	ENSORLP00000007263
ENSMGAP00000009704	ENSORLP00000012240
ENSMGAP00000000451	ENSORLP00000000389
ENSMGAP00000006605	ENSORLP00000012608
ENSMGAP00000004294	ENSORLP00000005609
ENSMGAP00000016014	ENSORLP00000004177
ENSMGAP00000014754	ENSORLP00000012001
ENSMGAP00000005638	ENSORLP00000011482
ENSMGAP00000014432	ENSORLP00000012682
ENSMGAP00000001763	ENSORLP00000003612
ENSMGAP00000003051	ENSORLP00000012027
ENSMGAP00000005524	ENSORLP00000006132
ENSMGAP00000005787	ENSORLP00000013629
ENSMGAP00000016010	ENSORLP00000011000
ENSMGAP00000015673	ENSORLP00000015304
ENSMGAP00000007603	ENSORLP00000005009
ENSMGAP00000007603	ENSORLP00000010368
ENSMGAP00000003018	ENSORLP00000016054
ENSMGAP00000013068	ENSORLP00000019232
ENSMGAP00000001128	ENSORLP00000007480
ENSMGAP00000010219	ENSORLP00000018916
ENSMGAP00000010152	ENSORLP00000015288
ENSMGAP00000013614	ENSORLP00000001701
ENSMGAP00000003500	ENSORLP00000013652
ENSMGAP00000001154	ENSORLP00000001977
ENSMGAP00000016202	ENSORLP00000018972
ENSMGAP00000003565	ENSORLP00000003739
ENSMGAP00000018943	ENSORLP00000004834
ENSMGAP00000019575	ENSORLP00000017885
ENSMGAP00000007927	ENSORLP00000015470
ENSMGAP00000007927	ENSORLP00000002122
ENSMGAP00000013396	ENSORLP00000011478
ENSMGAP00000004630	ENSORLP00000020979
ENSMGAP00000007695	ENSORLP00000015521
ENSMGAP00000019238	ENSORLP00000013186
ENSMGAP00000010059	ENSORLP00000006880
ENSMGAP00000014403	ENSORLP00000018946
ENSMGAP00000013252	ENSORLP00000022106
ENSMGAP00000014043	ENSORLP00000013471
ENSMGAP00000004631	ENSORLP00000025544
ENSMGAP00000003044	ENSORLP00000017357
ENSMGAP00000011056	ENSORLP00000024907
ENSMGAP00000007079	ENSORLP00000010865
ENSMGAP00000015379	ENSORLP00000025640
ENSMGAP00000007461	ENSORLP00000004281
ENSMGAP00000006850	ENSORLP00000024436
ENSMGAP00000005423	ENSORLP00000007291
ENSMGAP00000001365	ENSORLP00000002107
ENSMGAP00000008013	ENSORLP00000023110
ENSMGAP00000009773	ENSORLP00000012120
ENSMGAP00000010675	ENSORLP00000005004
ENSMGAP00000009809	ENSORLP00000023239
ENSMGAP00000009618	ENSORLP00000001789
ENSMGAP00000015463	ENSORLP00000000081
ENSMGAP00000003892	ENSORLP00000018538
ENSMGAP00000002736	ENSORLP00000025530
ENSMGAP00000014786	ENSORLP00000022353
ENSMGAP00000006412	ENSORLP00000017943
ENSMGAP00000013630	ENSORLP00000025118
ENSMGAP00000009103	ENSORLP00000006367
ENSMGAP00000009103	ENSORLP00000008904
ENSMGAP00000013222	ENSORLP00000005862
ENSMGAP00000002443	ENSORLP00000010197
ENSMGAP00000013794	ENSORLP00000020626
ENSMGAP00000013386	ENSORLP00000010392
ENSMGAP00000000844	ENSORLP00000012056
ENSMGAP00000010903	ENSORLP00000022802
ENSMGAP00000004703	ENSORLP00000007556
ENSMGAP00000009272	ENSORLP00000024498
ENSMGAP00000019763	ENSORLP00000018556
ENSMGAP00000004762	ENSORLP00000005683
ENSMGAP00000014339	ENSORLP00000019724
ENSMGAP00000003677	ENSORLP00000015010
ENSMGAP00000007984	ENSORLP00000021401
ENSMGAP00000002816	ENSORLP00000009180
ENSMGAP00000001199	ENSORLP00000001823
ENSMGAP00000000749	ENSORLP00000006438
ENSMGAP00000013112	ENSORLP00000018624
ENSMGAP00000010134	ENSORLP00000025202
ENSMGAP00000001720	ENSORLP00000018442
ENSMGAP00000009437	ENSORLP00000007769
ENSMGAP00000015319	ENSORLP00000017832
ENSMGAP00000009360	ENSORLP00000018748
ENSMGAP00000012664	ENSORLP00000000183
ENSMGAP00000010371	ENSORLP00000001870
ENSMGAP00000013367	ENSORLP00000000127
ENSMGAP00000003593	ENSORLP00000013136
ENSMGAP00000000841	ENSORLP00000005627
ENSMGAP00000007888	ENSORLP00000023380
ENSMGAP00000007062	ENSORLP00000004126
ENSMGAP00000019299	ENSORLP00000013464
ENSMGAP00000001139	ENSORLP00000002019
ENSMGAP00000002956	ENSORLP00000022189
ENSMGAP00000011034	ENSORLP00000022942
ENSMGAP00000001592	ENSORLP00000010519
ENSMGAP00000007680	ENSORLP00000017322
ENSMGAP00000012794	ENSORLP00000000802
ENSMGAP00000013808	ENSORLP00000019629
ENSMGAP00000008944	ENSORLP00000024164
ENSMGAP00000012079	ENSORLP00000012652
ENSMGAP00000012246	ENSORLP00000002421
ENSMGAP00000007456	ENSORLP00000003760
ENSMGAP00000003660	ENSORLP00000000887
ENSMGAP00000005743	ENSORLP00000015409
ENSMGAP00000009372	ENSORLP00000022733
ENSMGAP00000014633	ENSORLP00000013967
ENSMGAP00000012329	ENSORLP00000012969
ENSMGAP00000001788	ENSORLP00000014554
ENSMGAP00000001519	ENSORLP00000018697
ENSMGAP00000015032	ENSORLP00000021714
ENSMGAP00000009356	ENSORLP00000002564
ENSMGAP00000014374	ENSORLP00000010983
ENSMGAP00000007167	ENSORLP00000013856
ENSMGAP00000004374	ENSORLP00000007447
ENSMGAP00000004162	ENSORLP00000025465
ENSMGAP00000017011	ENSORLP00000009295
ENSMGAP00000012190	ENSORLP00000014056
ENSMGAP00000001146	ENSORLP00000011157
ENSMGAP00000005701	ENSORLP00000006726
ENSMGAP00000011137	ENSORLP00000020343
ENSMGAP00000015195	ENSORLP00000020163
ENSMGAP00000011739	ENSORLP00000008468
ENSMGAP00000001787	ENSORLP00000008899
ENSMGAP00000015461	ENSORLP00000012936
ENSMGAP00000001463	ENSORLP00000003698
ENSMGAP00000016811	ENSORLP00000011472
ENSMGAP00000000796	ENSORLP00000013596
ENSMGAP00000003450	ENSORLP00000002408
ENSMGAP00000001633	ENSORLP00000005511
ENSMGAP00000019495	ENSORLP00000000483
ENSMGAP00000009564	ENSORLP00000018487
ENSMGAP00000013866	ENSORLP00000012148
ENSMGAP00000006297	ENSORLP00000023652
ENSMGAP00000015486	ENSORLP00000011357
ENSMGAP00000008998	ENSORLP00000013807
ENSMGAP00000000906	ENSORLP00000005104
ENSMGAP00000015207	ENSORLP00000019631
ENSMGAP00000012265	ENSORLP00000022441
ENSMGAP00000007089	ENSORLP00000005891
ENSMGAP00000007749	ENSORLP00000024030
ENSMGAP00000015873	ENSORLP00000016752
ENSMGAP00000008043	ENSORLP00000007042
ENSMGAP00000000741	ENSORLP00000015188
ENSMGAP00000018535	ENSORLP00000000905
ENSMGAP00000011799	ENSORLP00000021491
ENSMGAP00000005123	ENSORLP00000006073
ENSMGAP00000008370	ENSORLP00000006675
ENSMGAP00000002959	ENSORLP00000021547
ENSMGAP00000004255	ENSORLP00000006572
ENSMGAP00000015482	ENSORLP00000014646
ENSMGAP00000017266	ENSORLP00000005509
ENSMGAP00000003208	ENSORLP00000023724
ENSMGAP00000015242	ENSORLP00000010857
ENSMGAP00000013240	ENSORLP00000007280
ENSMGAP00000010707	ENSORLP00000021544
ENSMGAP00000013914	ENSORLP00000022772
ENSMGAP00000004018	ENSORLP00000020637
ENSMGAP00000012787	ENSORLP00000013940
ENSMGAP00000004721	ENSORLP00000003147
ENSMGAP00000000793	ENSORLP00000005378
ENSMGAP00000014006	ENSORLP00000020960
ENSMGAP00000008639	ENSORLP00000012011
ENSMGAP00000012781	ENSORLP00000003227
ENSMGAP00000008416	ENSORLP00000003940
ENSMGAP00000014274	ENSORLP00000020823
ENSMGAP00000014697	ENSORLP00000023824
ENSMGAP00000006181	ENSORLP00000019555
ENSMGAP00000014605	ENSORLP00000019628
ENSMGAP00000008481	ENSORLP00000024308
ENSMGAP00000019573	ENSORLP00000020375
ENSMGAP00000019480	ENSORLP00000009106
ENSMGAP00000017547	ENSORLP00000018053
ENSMGAP00000004231	ENSORLP00000021838
ENSMGAP00000004231	ENSORLP00000023538
ENSMGAP00000008638	ENSORLP00000006246
ENSMGAP00000000447	ENSORLP00000021830
ENSMGAP00000004708	ENSORLP00000008140
ENSMGAP00000013479	ENSORLP00000004869
ENSMGAP00000013479	ENSORLP00000006207
ENSMGAP00000009676	ENSORLP00000002344
ENSMGAP00000013567	ENSORLP00000020424
ENSMGAP00000014736	ENSORLP00000012220
ENSMGAP00000004696	ENSORLP00000007364
ENSMGAP00000009551	ENSORLP00000010092
ENSMGAP00000002460	ENSORLP00000018041
ENSMGAP00000002744	ENSORLP00000013769
ENSMGAP00000014783	ENSORLP00000022346
ENSMGAP00000006688	ENSORLP00000012022
ENSMGAP00000002931	ENSORLP00000004649
ENSMGAP00000010804	ENSORLP00000018409
ENSMGAP00000010520	ENSORLP00000001923
ENSMGAP00000012333	ENSORLP00000000754
ENSMGAP00000016797	ENSORLP00000018399
ENSMGAP00000005764	ENSORLP00000005774
ENSMGAP00000005764	ENSORLP00000004945
ENSMGAP00000011453	ENSORLP00000011802
ENSMGAP00000014785	ENSORLP00000022350
ENSMGAP00000000597	ENSORLP00000022613
ENSMGAP00000000327	ENSORLP00000003651
ENSMGAP00000009097	ENSORLP00000000007
ENSMGAP00000006478	ENSORLP00000013564
ENSMGAP00000009262	ENSORLP00000017854
ENSMGAP00000014763	ENSORLP00000014999
ENSMGAP00000009727	ENSORLP00000024274
ENSMGAP00000000929	ENSORLP00000019039
ENSMGAP00000008783	ENSORLP00000002398
ENSMGAP00000010041	ENSORLP00000010420
ENSMGAP00000010806	ENSORLP00000013697
ENSMGAP00000017767	ENSORLP00000004418
ENSMGAP00000014104	ENSORLP00000019330
ENSMGAP00000016258	ENSORLP00000002880
ENSMGAP00000001126	ENSORLP00000023769
ENSMGAP00000002657	ENSORLP00000018057
ENSMGAP00000014493	ENSORLP00000016119
ENSMGAP00000000024	ENSORLP00000001724
ENSMGAP00000010676	ENSORLP00000001198
ENSMGAP00000014859	ENSORLP00000024518
ENSMGAP00000011928	ENSORLP00000014118
ENSMGAP00000006236	ENSORLP00000025673
ENSMGAP00000006236	ENSORLP00000009325
ENSMGAP00000008127	ENSORLP00000011844
ENSMGAP00000011541	ENSORLP00000006060
ENSMGAP00000000743	ENSORLP00000002422
ENSMGAP00000013961	ENSORLP00000020473
ENSMGAP00000017591	ENSORLP00000014527
ENSMGAP00000003875	ENSORLP00000006696
ENSMGAP00000010139	ENSORLP00000017797
ENSMGAP00000011561	ENSORLP00000024383
ENSMGAP00000004120	ENSORLP00000009771
ENSMGAP00000018724	ENSORLP00000022993
ENSMGAP00000007652	ENSORLP00000002886
ENSMGAP00000004922	ENSORLP00000003541
ENSMGAP00000016181	ENSORLP00000017268
ENSMGAP00000018792	ENSORLP00000007098
ENSMGAP00000016789	ENSORLP00000008714
ENSMGAP00000017783	ENSORLP00000003634
ENSMGAP00000005600	ENSORLP00000010158
ENSMGAP00000000520	ENSORLP00000008241
ENSMGAP00000007712	ENSORLP00000004051
ENSMGAP00000004845	ENSORLP00000009304
ENSMGAP00000007271	ENSORLP00000010553
ENSMGAP00000003539	ENSORLP00000016135
ENSMGAP00000014773	ENSORLP00000001914
ENSMGAP00000003800	ENSORLP00000019343
ENSMGAP00000015180	ENSORLP00000004572
ENSMGAP00000019729	ENSORLP00000019623
ENSMGAP00000009188	ENSORLP00000008209
ENSMGAP00000000206	ENSORLP00000023660
ENSMGAP00000004180	ENSORLP00000005763
ENSMGAP00000004794	ENSORLP00000021974
ENSMGAP00000002427	ENSORLP00000008235
ENSMGAP00000008456	ENSORLP00000009703
ENSMGAP00000009688	ENSORLP00000009989
ENSMGAP00000003815	ENSORLP00000001024
ENSMGAP00000011853	ENSORLP00000016925
ENSMGAP00000002491	ENSORLP00000016693
ENSMGAP00000012601	ENSORLP00000013622
ENSMGAP00000016015	ENSORLP00000022206
ENSMGAP00000005647	ENSORLP00000018806
ENSMGAP00000000400	ENSORLP00000018743
ENSMGAP00000014032	ENSORLP00000021320
ENSMGAP00000017480	ENSORLP00000017366
ENSMGAP00000015226	ENSORLP00000003881
ENSMGAP00000007946	ENSORLP00000003528
ENSMGAP00000004453	ENSORLP00000003985
ENSMGAP00000005351	ENSORLP00000000187
ENSMGAP00000005540	ENSORLP00000000174
ENSMGAP00000004308	ENSORLP00000004840
ENSMGAP00000006209	ENSORLP00000018064
ENSMGAP00000000281	ENSORLP00000012609
ENSMGAP00000000094	ENSORLP00000023184
ENSMGAP00000019451	ENSORLP00000007609
ENSMGAP00000008752	ENSORLP00000006167
ENSMGAP00000008365	ENSORLP00000013469
ENSMGAP00000015185	ENSORLP00000006923
ENSMGAP00000012463	ENSORLP00000011721
ENSMGAP00000011589	ENSORLP00000010847
ENSMGAP00000007052	ENSORLP00000005906
ENSMGAP00000014419	ENSORLP00000020256
ENSMGAP00000017744	ENSORLP00000005452
ENSMGAP00000006916	ENSORLP00000017371
ENSMGAP00000012076	ENSORLP00000015414
ENSMGAP00000005772	ENSORLP00000014702
ENSMGAP00000003318	ENSORLP00000002966
ENSMGAP00000018104	ENSORLP00000024967
ENSMGAP00000018104	ENSORLP00000004663
ENSMGAP00000012573	ENSORLP00000018587
ENSMGAP00000009804	ENSORLP00000010418
ENSMGAP00000018998	ENSORLP00000010732
ENSMGAP00000004054	ENSORLP00000001901
ENSMGAP00000002424	ENSORLP00000004751
ENSMGAP00000012261	ENSORLP00000005379
ENSMGAP00000008317	ENSORLP00000016226
ENSMGAP00000000210	ENSORLP00000020020
ENSMGAP00000008720	ENSORLP00000009672
ENSMGAP00000011978	ENSORLP00000016696
ENSMGAP00000014121	ENSORLP00000023142
ENSMGAP00000016179	ENSORLP00000003466
ENSMGAP00000011754	ENSORLP00000019289
ENSMGAP00000001481	ENSORLP00000013531
ENSMGAP00000000130	ENSORLP00000001863
ENSMGAP00000019189	ENSORLP00000008930
ENSMGAP00000004145	ENSORLP00000017888
ENSMGAP00000013459	ENSORLP00000014328
ENSMGAP00000009504	ENSORLP00000001064
ENSMGAP00000014656	ENSORLP00000012911
ENSMGAP00000011775	ENSORLP00000013119
ENSMGAP00000016133	ENSORLP00000013715
ENSMGAP00000007881	ENSORLP00000018363
ENSMGAP00000004327	ENSORLP00000000652
ENSMGAP00000007352	ENSORLP00000023541
ENSMGAP00000012506	ENSORLP00000001502
ENSMGAP00000011654	ENSORLP00000002214
ENSMGAP00000007426	ENSORLP00000011642
ENSMGAP00000018680	ENSORLP00000014742
ENSMGAP00000010756	ENSORLP00000021488
ENSMGAP00000011985	ENSORLP00000020791
ENSMGAP00000001409	ENSORLP00000025084
ENSMGAP00000014891	ENSORLP00000020383
ENSMGAP00000006144	ENSORLP00000018942
ENSMGAP00000001480	ENSORLP00000002610
ENSMGAP00000008605	ENSORLP00000024787
ENSMGAP00000003913	ENSORLP00000021270
ENSMGAP00000007482	ENSORLP00000003894
ENSMGAP00000008359	ENSORLP00000003372
ENSMGAP00000007112	ENSORLP00000005002
ENSMGAP00000001339	ENSORLP00000011468
ENSMGAP00000013503	ENSORLP00000013455
ENSMGAP00000008060	ENSORLP00000002397
ENSMGAP00000014475	ENSORLP00000011490
ENSMGAP00000011949	ENSORLP00000020851
ENSMGAP00000000943	ENSORLP00000007237
ENSMGAP00000008112	ENSORLP00000001095
ENSMGAP00000008983	ENSORLP00000013783
ENSMGAP00000001531	ENSORLP00000005430
ENSMGAP00000013011	ENSORLP00000002887
ENSMGAP00000007174	ENSORLP00000015573
ENSMGAP00000010637	ENSORLP00000022470
ENSMGAP00000008959	ENSORLP00000001496
ENSMGAP00000003806	ENSORLP00000016869
ENSMGAP00000010916	ENSORLP00000021500
ENSMGAP00000014331	ENSORLP00000002723
ENSMGAP00000019467	ENSORLP00000019119
ENSMGAP00000004949	ENSORLP00000010042
ENSMGAP00000008257	ENSORLP00000005692
ENSMGAP00000013454	ENSORLP00000019231
ENSMGAP00000011713	ENSORLP00000008555
ENSMGAP00000015052	ENSORLP00000010651
ENSMGAP00000010000	ENSORLP00000004464
ENSMGAP00000016729	ENSORLP00000013696
ENSMGAP00000008968	ENSORLP00000008974
ENSMGAP00000002430	ENSORLP00000019020
ENSMGAP00000009474	ENSORLP00000007813
ENSMGAP00000003999	ENSORLP00000015961
ENSMGAP00000008633	ENSORLP00000000651
ENSMGAP00000006191	ENSORLP00000017372
ENSMGAP00000009953	ENSORLP00000004544
ENSMGAP00000001865	ENSORLP00000016481
ENSMGAP00000005533	ENSORLP00000019523
ENSMGAP00000010817	ENSORLP00000013660
ENSMGAP00000002786	ENSORLP00000016281
ENSMGAP00000006784	ENSORLP00000025873
ENSMGAP00000006874	ENSORLP00000024273
ENSMGAP00000016124	ENSORLP00000007375
ENSMGAP00000000584	ENSORLP00000018012
ENSMGAP00000001629	ENSORLP00000013574
ENSMGAP00000015785	ENSORLP00000013986
ENSMGAP00000016028	ENSORLP00000016291
ENSMGAP00000005623	ENSORLP00000015275
ENSMGAP00000000949	ENSORLP00000004736
ENSMGAP00000012249	ENSORLP00000006543
ENSMGAP00000012127	ENSORLP00000014104
ENSMGAP00000014804	ENSORLP00000019001
ENSMGAP00000010738	ENSORLP00000023400
ENSMGAP00000008089	ENSORLP00000012503
ENSMGAP00000013275	ENSORLP00000002051
ENSMGAP00000008244	ENSORLP00000001934
ENSMGAP00000006509	ENSORLP00000013862
ENSMGAP00000014696	ENSORLP00000018584
ENSMGAP00000010269	ENSORLP00000008476
ENSMGAP00000009612	ENSORLP00000025703
ENSMGAP00000009031	ENSORLP00000018480
ENSMGAP00000015946	ENSORLP00000009683
ENSMGAP00000010363	ENSORLP00000011401
ENSMGAP00000010620	ENSORLP00000014572
ENSMGAP00000004945	ENSORLP00000006075
ENSMGAP00000016487	ENSORLP00000014428
ENSMGAP00000016174	ENSORLP00000013421
ENSMGAP00000006424	ENSORLP00000009184
ENSMGAP00000018795	ENSORLP00000023395
ENSMGAP00000016159	ENSORLP00000014658
ENSMGAP00000015105	ENSORLP00000009330
ENSMGAP00000014199	ENSORLP00000020142
ENSMGAP00000003305	ENSORLP00000012458
ENSMGAP00000014529	ENSORLP00000002409
ENSMGAP00000003652	ENSORLP00000005602
ENSMGAP00000012898	ENSORLP00000006284
ENSMGAP00000006324	ENSORLP00000009293
ENSMGAP00000006280	ENSORLP00000008680
ENSMGAP00000016908	ENSORLP00000015913
ENSMGAP00000001722	ENSORLP00000001264
ENSMGAP00000006809	ENSORLP00000025874
ENSMGAP00000007229	ENSORLP00000006498
ENSMGAP00000002927	ENSORLP00000018917
ENSMGAP00000011662	ENSORLP00000001053
ENSMGAP00000004760	ENSORLP00000025713
ENSMGAP00000007894	ENSORLP00000001326
ENSMGAP00000018798	ENSORLP00000015009
ENSMGAP00000013363	ENSORLP00000023476
ENSMGAP00000016041	ENSORLP00000016393
ENSMGAP00000000528	ENSORLP00000003947
ENSMGAP00000005386	ENSORLP00000009329
ENSMGAP00000008897	ENSORLP00000015930
ENSMGAP00000011831	ENSORLP00000002112
ENSMGAP00000005340	ENSORLP00000011024
ENSMGAP00000013801	ENSORLP00000024536
ENSMGAP00000004217	ENSORLP00000023123
ENSMGAP00000017460	ENSORLP00000025002
ENSMGAP00000013189	ENSORLP00000010827
ENSMGAP00000011288	ENSORLP00000018088
ENSMGAP00000008977	ENSORLP00000003183
ENSMGAP00000009005	ENSORLP00000018284
ENSMGAP00000015153	ENSORLP00000011512
ENSMGAP00000019552	ENSORLP00000002145
ENSMGAP00000008455	ENSORLP00000014626
ENSMGAP00000003971	ENSORLP00000009787
ENSMGAP00000008476	ENSORLP00000018879
ENSMGAP00000014037	ENSORLP00000000881
ENSMGAP00000014641	ENSORLP00000020093
ENSMGAP00000015903	ENSORLP00000006556
ENSMGAP00000006877	ENSORLP00000001074
ENSMGAP00000010317	ENSORLP00000001114
ENSMGAP00000009182	ENSORLP00000022186
ENSMGAP00000010930	ENSORLP00000022808
ENSMGAP00000012295	ENSORLP00000012253
ENSMGAP00000005778	ENSORLP00000008184
ENSMGAP00000009722	ENSORLP00000002213
ENSMGAP00000014227	ENSORLP00000019882
ENSMGAP00000014227	ENSORLP00000019782
ENSMGAP00000015940	ENSORLP00000005880
ENSMGAP00000013326	ENSORLP00000020228
ENSMGAP00000011764	ENSORLP00000004388
ENSMGAP00000016061	ENSORLP00000003834
ENSMGAP00000008911	ENSORLP00000005299
ENSMGAP00000010562	ENSORLP00000021548
ENSMGAP00000008425	ENSORLP00000012715
ENSMGAP00000000939	ENSORLP00000012358
ENSMGAP00000013092	ENSORLP00000022701
ENSMGAP00000019027	ENSORLP00000024161
ENSMGAP00000015530	ENSORLP00000017635
ENSMGAP00000014027	ENSORLP00000020022
ENSMGAP00000014027	ENSORLP00000020128
ENSMGAP00000011368	ENSORLP00000006171
ENSMGAP00000004167	ENSORLP00000014181
ENSMGAP00000014457	ENSORLP00000022289
