ENSDARP00000074624	ENSP00000262384
ENSDARP00000107722	ENSP00000285083
ENSDARP00000108187	ENSP00000251296
ENSDARP00000094963	ENSP00000251296
ENSDARP00000094129	ENSP00000220509
ENSDARP00000101576	ENSP00000399780
ENSDARP00000122404	ENSP00000275820
ENSDARP00000094367	ENSP00000266087
ENSDARP00000064541	ENSP00000402338
ENSDARP00000123219	ENSP00000446479
ENSDARP00000058146	ENSP00000260605
ENSDARP00000018592	ENSP00000410396
ENSDARP00000080424	ENSP00000261249
ENSDARP00000023057	ENSP00000337736
ENSDARP00000037865	ENSP00000248600
ENSDARP00000037018	ENSP00000392985
ENSDARP00000084022	ENSP00000390778
ENSDARP00000061298	ENSP00000374332
ENSDARP00000096094	ENSP00000349244
ENSDARP00000052367	ENSP00000299192
ENSDARP00000098056	ENSP00000247706
ENSDARP00000109955	ENSP00000247706
ENSDARP00000078525	ENSP00000386569
ENSDARP00000116551	ENSP00000393222
ENSDARP00000122210	ENSP00000301011
ENSDARP00000114886	ENSP00000297273
ENSDARP00000103947	ENSP00000285873
ENSDARP00000082023	ENSP00000355922
ENSDARP00000106348	ENSP00000291458
ENSDARP00000077569	ENSP00000376827
ENSDARP00000108092	ENSP00000265981
ENSDARP00000061728	ENSP00000286031
ENSDARP00000015880	ENSP00000298937
ENSDARP00000026471	ENSP00000360593
ENSDARP00000107781	ENSP00000299381
ENSDARP00000114422	ENSP00000387882
ENSDARP00000097776	ENSP00000299543
ENSDARP00000088433	ENSP00000361143
ENSDARP00000014981	ENSP00000364204
ENSDARP00000051918	ENSP00000303584
ENSDARP00000107314	ENSP00000369339
ENSDARP00000126325	ENSP00000414390
ENSDARP00000085142	ENSP00000322316
ENSDARP00000107830	ENSP00000303398
ENSDARP00000054441	ENSP00000237380
ENSDARP00000101586	ENSP00000334003
ENSDARP00000076524	ENSP00000254940
ENSDARP00000087672	ENSP00000327557
ENSDARP00000075497	ENSP00000307684
ENSDARP00000121623	ENSP00000367239
ENSDARP00000112600	ENSP00000374387
ENSDARP00000104418	ENSP00000282074
ENSDARP00000109245	ENSP00000238788
ENSDARP00000050982	ENSP00000344299
ENSDARP00000049683	ENSP00000359727
ENSDARP00000092403	ENSP00000295824
ENSDARP00000022692	ENSP00000343552
ENSDARP00000104413	ENSP00000379310
ENSDARP00000112051	ENSP00000363260
ENSDARP00000059475	ENSP00000329915
ENSDARP00000057998	ENSP00000359224
ENSDARP00000049398	ENSP00000286918
ENSDARP00000086028	ENSP00000354688
ENSDARP00000082953	ENSP00000264230
ENSDARP00000110881	ENSP00000362208
ENSDARP00000076931	ENSP00000251250
ENSDARP00000100769	ENSP00000327716
ENSDARP00000111802	ENSP00000354964
ENSDARP00000040064	ENSP00000264645
ENSDARP00000095278	ENSP00000284995
ENSDARP00000011636	ENSP00000432487
ENSDARP00000109602	ENSP00000356848
ENSDARP00000118186	ENSP00000270583
ENSDARP00000042520	ENSP00000355250
ENSDARP00000089209	ENSP00000268704
ENSDARP00000104190	ENSP00000385006
ENSDARP00000081630	ENSP00000464275
ENSDARP00000103522	ENSP00000389399
ENSDARP00000023878	ENSP00000441753
ENSDARP00000124654	ENSP00000389175
ENSDARP00000089863	ENSP00000233838
ENSDARP00000064218	ENSP00000290846
ENSDARP00000059892	ENSP00000263346
ENSDARP00000115385	ENSP00000256255
ENSDARP00000072515	ENSP00000402038
ENSDARP00000097916	ENSP00000257789
ENSDARP00000066423	ENSP00000339613
ENSDARP00000060627	ENSP00000380794
ENSDARP00000002470	ENSP00000347498
ENSDARP00000111311	ENSP00000289359
ENSDARP00000018028	ENSP00000296015
ENSDARP00000035567	ENSP00000301908
ENSDARP00000032986	ENSP00000301908
ENSDARP00000069226	ENSP00000386284
ENSDARP00000079456	ENSP00000281317
ENSDARP00000035419	ENSP00000360031
ENSDARP00000002223	ENSP00000301729
ENSDARP00000120948	ENSP00000360129
ENSDARP00000007006	ENSP00000364405
ENSDARP00000013599	ENSP00000321239
ENSDARP00000064974	ENSP00000409315
ENSDARP00000114962	ENSP00000026218
ENSDARP00000107366	ENSP00000321617
ENSDARP00000092910	ENSP00000263753
ENSDARP00000117738	ENSP00000261558
ENSDARP00000055931	ENSP00000216452
ENSDARP00000109163	ENSP00000318821
ENSDARP00000099279	ENSP00000307636
ENSDARP00000082563	ENSP00000413483
ENSDARP00000102008	ENSP00000356920
ENSDARP00000013936	ENSP00000268802
ENSDARP00000094210	ENSP00000455397
ENSDARP00000100716	ENSP00000372955
ENSDARP00000055384	ENSP00000368140
ENSDARP00000044149	ENSP00000362041
ENSDARP00000079599	ENSP00000296149
ENSDARP00000038815	ENSP00000295704
ENSDARP00000108823	ENSP00000306864
ENSDARP00000006801	ENSP00000306864
ENSDARP00000062735	ENSP00000464814
ENSDARP00000057564	ENSP00000359505
ENSDARP00000101596	ENSP00000368459
ENSDARP00000094826	ENSP00000219789
ENSDARP00000103441	ENSP00000348054
ENSDARP00000058970	ENSP00000348043
ENSDARP00000036490	ENSP00000372023
ENSDARP00000108129	ENSP00000436926
ENSDARP00000048002	ENSP00000222747
ENSDARP00000068744	ENSP00000307423
ENSDARP00000011179	ENSP00000225573
ENSDARP00000086151	ENSP00000247194
ENSDARP00000021046	ENSP00000417580
ENSDARP00000126616	ENSP00000299853
ENSDARP00000105010	ENSP00000384527
ENSDARP00000114357	ENSP00000225737
ENSDARP00000037794	ENSP00000361206
ENSDARP00000112114	ENSP00000255108
ENSDARP00000020574	ENSP00000200135
ENSDARP00000025588	ENSP00000357389
ENSDARP00000115566	ENSP00000275053
ENSDARP00000077503	ENSP00000228506
ENSDARP00000072840	ENSP00000312455
ENSDARP00000122860	ENSP00000312455
ENSDARP00000077823	ENSP00000463245
ENSDARP00000099674	ENSP00000439902
ENSDARP00000057641	ENSP00000356567
ENSDARP00000107966	ENSP00000358988
ENSDARP00000099031	ENSP00000355609
ENSDARP00000024767	ENSP00000371294
ENSDARP00000124621	ENSP00000363318
ENSDARP00000090505	ENSP00000363318
ENSDARP00000121737	ENSP00000410216
ENSDARP00000057699	ENSP00000335636
ENSDARP00000003902	ENSP00000295872
ENSDARP00000098829	ENSP00000309163
ENSDARP00000107952	ENSP00000339976
ENSDARP00000063130	ENSP00000419371
ENSDARP00000022900	ENSP00000220669
ENSDARP00000092687	ENSP00000363250
ENSDARP00000035261	ENSP00000356989
ENSDARP00000019506	ENSP00000006526
ENSDARP00000051029	ENSP00000266673
ENSDARP00000121235	ENSP00000258243
ENSDARP00000059573	ENSP00000365477
ENSDARP00000002437	ENSP00000362424
ENSDARP00000077969	ENSP00000354645
ENSDARP00000082459	ENSP00000319169
ENSDARP00000112094	ENSP00000361465
ENSDARP00000115821	ENSP00000204726
ENSDARP00000117803	ENSP00000230048
ENSDARP00000093291	ENSP00000261758
ENSDARP00000011354	ENSP00000277010
ENSDARP00000120722	ENSP00000325562
ENSDARP00000088617	ENSP00000282841
ENSDARP00000068373	ENSP00000304802
ENSDARP00000052350	ENSP00000405635
ENSDARP00000107201	ENSP00000282003
ENSDARP00000109773	ENSP00000284881
ENSDARP00000051482	ENSP00000416050
ENSDARP00000113709	ENSP00000287996
ENSDARP00000053837	ENSP00000216420
ENSDARP00000119529	ENSP00000355141
ENSDARP00000107848	ENSP00000396628
ENSDARP00000012660	ENSP00000243903
ENSDARP00000041528	ENSP00000351153
ENSDARP00000061678	ENSP00000361363
ENSDARP00000017949	ENSP00000261888
ENSDARP00000113038	ENSP00000252603
ENSDARP00000008262	ENSP00000262812
ENSDARP00000105072	ENSP00000356416
ENSDARP00000125628	ENSP00000362578
ENSDARP00000051565	ENSP00000334289
ENSDARP00000067304	ENSP00000349358
ENSDARP00000087790	ENSP00000321546
ENSDARP00000079733	ENSP00000267436
ENSDARP00000120708	ENSP00000324122
ENSDARP00000074147	ENSP00000311429
ENSDARP00000022896	ENSP00000260447
ENSDARP00000048920	ENSP00000367318
ENSDARP00000078516	ENSP00000306561
ENSDARP00000003565	ENSP00000326813
ENSDARP00000068661	ENSP00000370839
ENSDARP00000089019	ENSP00000368801
ENSDARP00000099991	ENSP00000412524
ENSDARP00000035289	ENSP00000412524
ENSDARP00000083605	ENSP00000264193
ENSDARP00000116562	ENSP00000420939
ENSDARP00000107020	ENSP00000313318
ENSDARP00000051311	ENSP00000338533
ENSDARP00000110890	ENSP00000383873
ENSDARP00000121682	ENSP00000364404
ENSDARP00000089800	ENSP00000289081
ENSDARP00000052182	ENSP00000367359
ENSDARP00000070020	ENSP00000307833
ENSDARP00000098864	ENSP00000361170
ENSDARP00000098368	ENSP00000447057
ENSDARP00000127649	ENSP00000333539
ENSDARP00000056207	ENSP00000215730
ENSDARP00000088311	ENSP00000229238
ENSDARP00000073952	ENSP00000476966
ENSDARP00000047635	ENSP00000246151
ENSDARP00000102914	ENSP00000367104
ENSDARP00000113878	ENSP00000228865
ENSDARP00000004708	ENSP00000252711
ENSDARP00000103868	ENSP00000281141
ENSDARP00000090099	ENSP00000354152
ENSDARP00000108647	ENSP00000458290
ENSDARP00000102210	ENSP00000378399
ENSDARP00000075289	ENSP00000362873
ENSDARP00000065044	ENSP00000296666
ENSDARP00000058677	ENSP00000296824
ENSDARP00000012199	ENSP00000296824
ENSDARP00000086697	ENSP00000271526
ENSDARP00000096680	ENSP00000377492
ENSDARP00000045055	ENSP00000360421
ENSDARP00000096080	ENSP00000357787
ENSDARP00000023867	ENSP00000246337
ENSDARP00000037518	ENSP00000364261
ENSDARP00000034770	ENSP00000265857
ENSDARP00000081377	ENSP00000331907
ENSDARP00000086117	ENSP00000394394
ENSDARP00000110719	ENSP00000334767
ENSDARP00000071963	ENSP00000312625
ENSDARP00000098731	ENSP00000288937
ENSDARP00000062930	ENSP00000356632
ENSDARP00000095989	ENSP00000260599
ENSDARP00000119101	ENSP00000361232
ENSDARP00000030727	ENSP00000373304
ENSDARP00000064079	ENSP00000377007
ENSDARP00000115164	ENSP00000215917
ENSDARP00000056722	ENSP00000401018
ENSDARP00000114720	ENSP00000259400
ENSDARP00000002837	ENSP00000360310
ENSDARP00000015141	ENSP00000413908
ENSDARP00000106695	ENSP00000368920
ENSDARP00000094034	ENSP00000417764
ENSDARP00000025718	ENSP00000458954
ENSDARP00000114134	ENSP00000379157
ENSDARP00000099835	ENSP00000355499
ENSDARP00000098896	ENSP00000216027
ENSDARP00000123966	ENSP00000295702
ENSDARP00000038879	ENSP00000363360
ENSDARP00000012708	ENSP00000367638
ENSDARP00000036649	ENSP00000370966
ENSDARP00000106797	ENSP00000338039
ENSDARP00000115814	ENSP00000376767
ENSDARP00000104686	ENSP00000225728
ENSDARP00000088088	ENSP00000381378
ENSDARP00000126407	ENSP00000320794
ENSDARP00000043801	ENSP00000255304
ENSDARP00000065503	ENSP00000373657
ENSDARP00000107806	ENSP00000296679
ENSDARP00000099363	ENSP00000391747
ENSDARP00000087877	ENSP00000354728
ENSDARP00000113761	ENSP00000378857
ENSDARP00000123099	ENSP00000309515
ENSDARP00000079033	ENSP00000381282
ENSDARP00000083577	ENSP00000279281
ENSDARP00000017777	ENSP00000369391
ENSDARP00000099420	ENSP00000261368
ENSDARP00000117653	ENSP00000427550
ENSDARP00000003379	ENSP00000219299
ENSDARP00000099881	ENSP00000419628
ENSDARP00000077369	ENSP00000389087
ENSDARP00000101767	ENSP00000359507
ENSDARP00000033992	ENSP00000355958
ENSDARP00000099076	ENSP00000421917
ENSDARP00000116827	ENSP00000427820
ENSDARP00000101684	ENSP00000373176
ENSDARP00000110144	ENSP00000460964
ENSDARP00000043171	ENSP00000443216
ENSDARP00000048045	ENSP00000225927
ENSDARP00000105690	ENSP00000409016
ENSDARP00000062940	ENSP00000219066
ENSDARP00000103330	ENSP00000413632
ENSDARP00000049975	ENSP00000374125
ENSDARP00000107203	ENSP00000299505
ENSDARP00000010155	ENSP00000238018
ENSDARP00000015462	ENSP00000285697
ENSDARP00000090881	ENSP00000462717
ENSDARP00000116146	ENSP00000462717
ENSDARP00000041841	ENSP00000268668
ENSDARP00000104545	ENSP00000249299
ENSDARP00000101492	ENSP00000310686
ENSDARP00000124773	ENSP00000323184
ENSDARP00000128334	ENSP00000222990
ENSDARP00000047189	ENSP00000409952
ENSDARP00000033890	ENSP00000355587
ENSDARP00000025545	ENSP00000361499
ENSDARP00000053179	ENSP00000393541
ENSDARP00000120878	ENSP00000318883
ENSDARP00000116430	ENSP00000339324
ENSDARP00000109291	ENSP00000226230
ENSDARP00000062934	ENSP00000356630
ENSDARP00000076213	ENSP00000379047
ENSDARP00000117051	ENSP00000243326
ENSDARP00000065646	ENSP00000232888
ENSDARP00000124832	ENSP00000359606
ENSDARP00000104222	ENSP00000325326
ENSDARP00000114752	ENSP00000434480
ENSDARP00000040752	ENSP00000380242
ENSDARP00000063942	ENSP00000333401
ENSDARP00000010070	ENSP00000351137
ENSDARP00000106082	ENSP00000370803
ENSDARP00000037070	ENSP00000358742
ENSDARP00000060549	ENSP00000276689
ENSDARP00000015681	ENSP00000371471
ENSDARP00000099431	ENSP00000392395
ENSDARP00000085930	ENSP00000234827
ENSDARP00000024495	ENSP00000246062
ENSDARP00000013967	ENSP00000224950
ENSDARP00000094997	ENSP00000319979
ENSDARP00000035433	ENSP00000253462
ENSDARP00000007584	ENSP00000361894
ENSDARP00000115652	ENSP00000318264
ENSDARP00000114662	ENSP00000291560
ENSDARP00000105337	ENSP00000356978
ENSDARP00000060546	ENSP00000305255
ENSDARP00000008399	ENSP00000225729
ENSDARP00000104725	ENSP00000355077
ENSDARP00000015280	ENSP00000419475
ENSDARP00000123222	ENSP00000325425
ENSDARP00000109526	ENSP00000369318
ENSDARP00000104056	ENSP00000333813
ENSDARP00000081470	ENSP00000245543
ENSDARP00000053608	ENSP00000361625
ENSDARP00000072629	ENSP00000366237
ENSDARP00000107905	ENSP00000364613
ENSDARP00000108126	ENSP00000310998
ENSDARP00000121686	ENSP00000380679
ENSDARP00000118937	ENSP00000219548
ENSDARP00000076693	ENSP00000418287
ENSDARP00000059211	ENSP00000350409
ENSDARP00000098751	ENSP00000339834
ENSDARP00000087184	ENSP00000317542
ENSDARP00000056374	ENSP00000441930
ENSDARP00000040997	ENSP00000266263
ENSDARP00000090032	ENSP00000297156
ENSDARP00000086063	ENSP00000369335
ENSDARP00000115639	ENSP00000301634
ENSDARP00000083594	ENSP00000442297
ENSDARP00000055736	ENSP00000359904
ENSDARP00000129232	ENSP00000384053
ENSDARP00000054574	ENSP00000305069
ENSDARP00000117835	ENSP00000380883
ENSDARP00000109282	ENSP00000281703
ENSDARP00000095387	ENSP00000330393
ENSDARP00000061472	ENSP00000237283
ENSDARP00000062627	ENSP00000375082
ENSDARP00000078554	ENSP00000378427
ENSDARP00000128797	ENSP00000378427
ENSDARP00000102198	ENSP00000304854
ENSDARP00000097807	ENSP00000359404
ENSDARP00000095107	ENSP00000451812
ENSDARP00000012352	ENSP00000365550
ENSDARP00000025376	ENSP00000421491
ENSDARP00000114983	ENSP00000262319
ENSDARP00000073519	ENSP00000332721
ENSDARP00000011815	ENSP00000286732
ENSDARP00000100891	ENSP00000411169
ENSDARP00000034146	ENSP00000476383
ENSDARP00000112189	ENSP00000321029
ENSDARP00000068770	ENSP00000249079
ENSDARP00000117990	ENSP00000290541
ENSDARP00000068562	ENSP00000292566
ENSDARP00000107411	ENSP00000385205
ENSDARP00000115468	ENSP00000320251
ENSDARP00000128948	ENSP00000242257
ENSDARP00000091438	ENSP00000256996
ENSDARP00000070200	ENSP00000379430
ENSDARP00000080399	ENSP00000444156
ENSDARP00000090374	ENSP00000258383
ENSDARP00000072883	ENSP00000331479
ENSDARP00000059351	ENSP00000221233
ENSDARP00000103167	ENSP00000379472
ENSDARP00000095053	ENSP00000379472
ENSDARP00000124789	ENSP00000355593
ENSDARP00000121890	ENSP00000330737
ENSDARP00000103790	ENSP00000421169
ENSDARP00000003629	ENSP00000304133
ENSDARP00000099613	ENSP00000304133
ENSDARP00000112736	ENSP00000349977
ENSDARP00000070461	ENSP00000342295
ENSDARP00000034794	ENSP00000223073
ENSDARP00000054573	ENSP00000367029
ENSDARP00000045517	ENSP00000419270
ENSDARP00000107789	ENSP00000238628
ENSDARP00000016256	ENSP00000270708
ENSDARP00000056733	ENSP00000274031
ENSDARP00000109926	ENSP00000260453
ENSDARP00000104472	ENSP00000261520
ENSDARP00000054842	ENSP00000340220
ENSDARP00000106678	ENSP00000362036
ENSDARP00000116630	ENSP00000309772
ENSDARP00000058083	ENSP00000385080
ENSDARP00000057465	ENSP00000300213
ENSDARP00000056666	ENSP00000348527
ENSDARP00000065011	ENSP00000422168
ENSDARP00000102613	ENSP00000312458
ENSDARP00000025002	ENSP00000359691
ENSDARP00000124890	ENSP00000287859
ENSDARP00000118515	ENSP00000314004
ENSDARP00000066167	ENSP00000221480
ENSDARP00000121022	ENSP00000204679
ENSDARP00000004133	ENSP00000351157
ENSDARP00000067000	ENSP00000328854
ENSDARP00000075223	ENSP00000199706
ENSDARP00000005033	ENSP00000345528
ENSDARP00000117599	ENSP00000365756
ENSDARP00000071677	ENSP00000347748
ENSDARP00000084222	ENSP00000381768
ENSDARP00000107878	ENSP00000354911
ENSDARP00000088309	ENSP00000376505
ENSDARP00000026575	ENSP00000333001
ENSDARP00000036899	ENSP00000356982
ENSDARP00000119521	ENSP00000418438
ENSDARP00000013455	ENSP00000363043
ENSDARP00000055617	ENSP00000355672
ENSDARP00000046994	ENSP00000216185
ENSDARP00000053501	ENSP00000364498
ENSDARP00000109435	ENSP00000331258
ENSDARP00000099705	ENSP00000352447
ENSDARP00000093672	ENSP00000352447
ENSDARP00000114221	ENSP00000274054
ENSDARP00000010075	ENSP00000286317
ENSDARP00000094070	ENSP00000347988
ENSDARP00000026184	ENSP00000364293
ENSDARP00000126623	ENSP00000300658
ENSDARP00000124988	ENSP00000309572
ENSDARP00000070545	ENSP00000301159
ENSDARP00000101916	ENSP00000358272
ENSDARP00000120082	ENSP00000317376
ENSDARP00000091115	ENSP00000427882
ENSDARP00000128216	ENSP00000364938
ENSDARP00000107656	ENSP00000418823
ENSDARP00000073469	ENSP00000351284
ENSDARP00000103336	ENSP00000290536
ENSDARP00000079005	ENSP00000356001
ENSDARP00000066793	ENSP00000223273
ENSDARP00000094124	ENSP00000256319
ENSDARP00000106828	ENSP00000462963
ENSDARP00000058724	ENSP00000282185
ENSDARP00000018110	ENSP00000378166
ENSDARP00000123332	ENSP00000356489
ENSDARP00000021778	ENSP00000457408
ENSDARP00000077884	ENSP00000356828
ENSDARP00000077349	ENSP00000356828
ENSDARP00000089247	ENSP00000301019
ENSDARP00000044657	ENSP00000389903
ENSDARP00000073207	ENSP00000385357
ENSDARP00000127555	ENSP00000384537
ENSDARP00000123104	ENSP00000281623
ENSDARP00000078980	ENSP00000370812
ENSDARP00000092090	ENSP00000288466
ENSDARP00000059966	ENSP00000334564
ENSDARP00000079744	ENSP00000359170
ENSDARP00000096360	ENSP00000350467
ENSDARP00000119103	ENSP00000360270
ENSDARP00000055509	ENSP00000363191
ENSDARP00000077781	ENSP00000384474
ENSDARP00000083772	ENSP00000277540
ENSDARP00000103806	ENSP00000350353
ENSDARP00000106473	ENSP00000361186
ENSDARP00000122801	ENSP00000416290
ENSDARP00000122279	ENSP00000215565
ENSDARP00000017240	ENSP00000367454
ENSDARP00000111428	ENSP00000333948
ENSDARP00000106579	ENSP00000416515
ENSDARP00000109483	ENSP00000381553
ENSDARP00000051889	ENSP00000307288
ENSDARP00000113027	ENSP00000425040
ENSDARP00000086133	ENSP00000289388
ENSDARP00000109892	ENSP00000240316
ENSDARP00000120859	ENSP00000342576
ENSDARP00000098558	ENSP00000319914
ENSDARP00000101428	ENSP00000319914
ENSDARP00000071843	ENSP00000477141
ENSDARP00000093252	ENSP00000396225
ENSDARP00000128405	ENSP00000347206
ENSDARP00000120578	ENSP00000363384
ENSDARP00000017232	ENSP00000280350
ENSDARP00000062093	ENSP00000388431
ENSDARP00000101401	ENSP00000226796
ENSDARP00000070070	ENSP00000263795
ENSDARP00000084502	ENSP00000356590
ENSDARP00000105698	ENSP00000220478
ENSDARP00000102336	ENSP00000377176
ENSDARP00000129197	ENSP00000438863
ENSDARP00000055786	ENSP00000454565
ENSDARP00000077664	ENSP00000314776
ENSDARP00000126797	ENSP00000307004
ENSDARP00000053587	ENSP00000358956
ENSDARP00000061584	ENSP00000258457
ENSDARP00000090137	ENSP00000299424
ENSDARP00000060852	ENSP00000288774
ENSDARP00000066624	ENSP00000368808
ENSDARP00000032207	ENSP00000370557
ENSDARP00000080380	ENSP00000313877
ENSDARP00000126983	ENSP00000367049
ENSDARP00000090626	ENSP00000386126
ENSDARP00000063146	ENSP00000314606
ENSDARP00000098423	ENSP00000412237
ENSDARP00000081094	ENSP00000387426
ENSDARP00000115622	ENSP00000304941
ENSDARP00000129532	ENSP00000225519
ENSDARP00000025733	ENSP00000282276
ENSDARP00000002293	ENSP00000263341
ENSDARP00000096471	ENSP00000369099
ENSDARP00000098742	ENSP00000339353
ENSDARP00000119942	ENSP00000316740
ENSDARP00000060250	ENSP00000251289
ENSDARP00000107820	ENSP00000348593
ENSDARP00000086116	ENSP00000382091
ENSDARP00000082002	ENSP00000372335
ENSDARP00000069973	ENSP00000350098
ENSDARP00000077328	ENSP00000386385
ENSDARP00000099162	ENSP00000344503
ENSDARP00000096435	ENSP00000454945
ENSDARP00000006554	ENSP00000321106
ENSDARP00000053309	ENSP00000281017
ENSDARP00000116212	ENSP00000252137
ENSDARP00000054355	ENSP00000315693
ENSDARP00000098522	ENSP00000297581
ENSDARP00000127918	ENSP00000399863
ENSDARP00000017354	ENSP00000307640
ENSDARP00000117605	ENSP00000386302
ENSDARP00000012323	ENSP00000381213
ENSDARP00000004006	ENSP00000387185
ENSDARP00000062347	ENSP00000318158
ENSDARP00000063336	ENSP00000362146
ENSDARP00000106322	ENSP00000281950
ENSDARP00000127496	ENSP00000358595
ENSDARP00000098854	ENSP00000394051
ENSDARP00000069631	ENSP00000380793
ENSDARP00000115274	ENSP00000421922
ENSDARP00000112232	ENSP00000328698
ENSDARP00000002264	ENSP00000219281
ENSDARP00000098929	ENSP00000232744
ENSDARP00000066720	ENSP00000386134
ENSDARP00000110867	ENSP00000277458
ENSDARP00000113379	ENSP00000256722
ENSDARP00000038676	ENSP00000276571
ENSDARP00000015662	ENSP00000305664
ENSDARP00000006141	ENSP00000231749
ENSDARP00000022188	ENSP00000298717
ENSDARP00000118828	ENSP00000312599
ENSDARP00000091827	ENSP00000436152
ENSDARP00000122927	ENSP00000436152
ENSDARP00000054461	ENSP00000391549
ENSDARP00000127876	ENSP00000450909
ENSDARP00000113234	ENSP00000356470
ENSDARP00000069984	ENSP00000418803
ENSDARP00000037632	ENSP00000417548
ENSDARP00000100821	ENSP00000372445
ENSDARP00000017212	ENSP00000420514
ENSDARP00000087080	ENSP00000261234
ENSDARP00000126990	ENSP00000224600
ENSDARP00000076640	ENSP00000224600
ENSDARP00000121509	ENSP00000256441
ENSDARP00000048868	ENSP00000359518
ENSDARP00000107104	ENSP00000262753
ENSDARP00000066763	ENSP00000366032
ENSDARP00000056302	ENSP00000007390
ENSDARP00000072482	ENSP00000473172
ENSDARP00000076621	ENSP00000254742
ENSDARP00000074564	ENSP00000237455
ENSDARP00000054813	ENSP00000379839
ENSDARP00000030404	ENSP00000355944
ENSDARP00000101721	ENSP00000285947
ENSDARP00000111024	ENSP00000385597
ENSDARP00000053407	ENSP00000260372
ENSDARP00000039155	ENSP00000346453
ENSDARP00000071067	ENSP00000355900
ENSDARP00000091014	ENSP00000294973
ENSDARP00000100225	ENSP00000360899
ENSDARP00000061831	ENSP00000371061
ENSDARP00000055268	ENSP00000248150
ENSDARP00000121143	ENSP00000248150
ENSDARP00000100343	ENSP00000360850
ENSDARP00000032408	ENSP00000387982
ENSDARP00000118611	ENSP00000416154
ENSDARP00000128801	ENSP00000254605
ENSDARP00000112193	ENSP00000364526
ENSDARP00000127138	ENSP00000364526
ENSDARP00000121477	ENSP00000243878
ENSDARP00000115006	ENSP00000419087
ENSDARP00000060446	ENSP00000362948
ENSDARP00000010989	ENSP00000361486
ENSDARP00000101542	ENSP00000072869
ENSDARP00000103923	ENSP00000362340
ENSDARP00000007438	ENSP00000356702
ENSDARP00000068937	ENSP00000362021
ENSDARP00000119392	ENSP00000193322
ENSDARP00000104846	ENSP00000307821
ENSDARP00000090476	ENSP00000381566
ENSDARP00000018013	ENSP00000463159
ENSDARP00000108894	ENSP00000385814
ENSDARP00000117995	ENSP00000379367
ENSDARP00000055675	ENSP00000293273
ENSDARP00000090375	ENSP00000378409
ENSDARP00000114242	ENSP00000376910
ENSDARP00000123934	ENSP00000352021
ENSDARP00000087932	ENSP00000341684
ENSDARP00000110453	ENSP00000318423
ENSDARP00000121928	ENSP00000384334
ENSDARP00000045289	ENSP00000258443
ENSDARP00000078125	ENSP00000385757
ENSDARP00000117503	ENSP00000233616
ENSDARP00000053413	ENSP00000278980
ENSDARP00000019152	ENSP00000352271
ENSDARP00000083006	ENSP00000383851
ENSDARP00000079364	ENSP00000383851
ENSDARP00000073559	ENSP00000274137
ENSDARP00000093302	ENSP00000248114
ENSDARP00000048842	ENSP00000225504
ENSDARP00000112190	ENSP00000262302
ENSDARP00000068337	ENSP00000397172
ENSDARP00000125102	ENSP00000367301
ENSDARP00000024706	ENSP00000263897
ENSDARP00000115200	ENSP00000319341
ENSDARP00000017054	ENSP00000417581
ENSDARP00000099275	ENSP00000420716
ENSDARP00000081763	ENSP00000406934
ENSDARP00000015486	ENSP00000206020
ENSDARP00000027672	ENSP00000253108
ENSDARP00000002791	ENSP00000377372
ENSDARP00000012738	ENSP00000360998
ENSDARP00000087078	ENSP00000361518
ENSDARP00000124392	ENSP00000306425
ENSDARP00000100297	ENSP00000461625
ENSDARP00000098757	ENSP00000040663
ENSDARP00000106830	ENSP00000355721
ENSDARP00000103332	ENSP00000255476
ENSDARP00000092069	ENSP00000361219
ENSDARP00000053935	ENSP00000378563
ENSDARP00000032384	ENSP00000258662
ENSDARP00000033455	ENSP00000304903
ENSDARP00000121696	ENSP00000331111
ENSDARP00000078614	ENSP00000385285
ENSDARP00000051432	ENSP00000339495
ENSDARP00000105980	ENSP00000324203
ENSDARP00000101426	ENSP00000219097
ENSDARP00000106524	ENSP00000440832
ENSDARP00000111509	ENSP00000293604
ENSDARP00000109913	ENSP00000268130
ENSDARP00000103105	ENSP00000371345
ENSDARP00000095873	ENSP00000255759
ENSDARP00000124710	ENSP00000270517
ENSDARP00000021244	ENSP00000361646
ENSDARP00000089271	ENSP00000379754
ENSDARP00000035128	ENSP00000401508
ENSDARP00000076204	ENSP00000253099
ENSDARP00000076880	ENSP00000262293
ENSDARP00000089483	ENSP00000305892
ENSDARP00000017923	ENSP00000355627
ENSDARP00000104423	ENSP00000267425
ENSDARP00000004619	ENSP00000451974
ENSDARP00000116078	ENSP00000302537
ENSDARP00000090555	ENSP00000361084
ENSDARP00000119631	ENSP00000468969
ENSDARP00000111214	ENSP00000353564
ENSDARP00000123989	ENSP00000321345
ENSDARP00000093497	ENSP00000363339
ENSDARP00000129490	ENSP00000370214
ENSDARP00000123170	ENSP00000369636
ENSDARP00000121642	ENSP00000369636
ENSDARP00000090524	ENSP00000229769
ENSDARP00000073086	ENSP00000356791
ENSDARP00000052395	ENSP00000414066
ENSDARP00000124181	ENSP00000257776
ENSDARP00000027788	ENSP00000309175
ENSDARP00000064027	ENSP00000346954
ENSDARP00000028584	ENSP00000335605
ENSDARP00000090542	ENSP00000365401
ENSDARP00000054204	ENSP00000369176
ENSDARP00000014244	ENSP00000259873
ENSDARP00000083528	ENSP00000432119
ENSDARP00000057732	ENSP00000367564
ENSDARP00000064024	ENSP00000252445
ENSDARP00000059206	ENSP00000255389
