ENSGACP00000003450	ENSMGAP00000004951
ENSGACP00000019185	ENSMGAP00000013331
ENSGACP00000006697	ENSMGAP00000001628
ENSGACP00000010782	ENSMGAP00000013885
ENSGACP00000000022	ENSMGAP00000012830
ENSGACP00000021616	ENSMGAP00000010216
ENSGACP00000004484	ENSMGAP00000019628
ENSGACP00000020167	ENSMGAP00000015176
ENSGACP00000012262	ENSMGAP00000000686
ENSGACP00000002632	ENSMGAP00000004891
ENSGACP00000006869	ENSMGAP00000011818
ENSGACP00000016834	ENSMGAP00000010481
ENSGACP00000004124	ENSMGAP00000017495
ENSGACP00000027162	ENSMGAP00000016003
ENSGACP00000013173	ENSMGAP00000010148
ENSGACP00000019570	ENSMGAP00000013752
ENSGACP00000021309	ENSMGAP00000012976
ENSGACP00000011331	ENSMGAP00000008943
ENSGACP00000023264	ENSMGAP00000008821
ENSGACP00000015222	ENSMGAP00000018841
ENSGACP00000007895	ENSMGAP00000017464
ENSGACP00000018601	ENSMGAP00000014568
ENSGACP00000012141	ENSMGAP00000013151
ENSGACP00000006799	ENSMGAP00000007324
ENSGACP00000009012	ENSMGAP00000003980
ENSGACP00000026668	ENSMGAP00000003980
ENSGACP00000013957	ENSMGAP00000000662
ENSGACP00000005899	ENSMGAP00000011885
ENSGACP00000021781	ENSMGAP00000002851
ENSGACP00000015611	ENSMGAP00000009963
ENSGACP00000010199	ENSMGAP00000012728
ENSGACP00000018669	ENSMGAP00000009813
ENSGACP00000010697	ENSMGAP00000011447
ENSGACP00000003900	ENSMGAP00000013134
ENSGACP00000018633	ENSMGAP00000018195
ENSGACP00000003242	ENSMGAP00000005649
ENSGACP00000020757	ENSMGAP00000005649
ENSGACP00000016889	ENSMGAP00000010435
ENSGACP00000005106	ENSMGAP00000019137
ENSGACP00000009227	ENSMGAP00000008287
ENSGACP00000007511	ENSMGAP00000008287
ENSGACP00000024144	ENSMGAP00000010803
ENSGACP00000021930	ENSMGAP00000002907
ENSGACP00000002706	ENSMGAP00000009729
ENSGACP00000008023	ENSMGAP00000006020
ENSGACP00000011411	ENSMGAP00000014028
ENSGACP00000018332	ENSMGAP00000000463
ENSGACP00000004368	ENSMGAP00000002963
ENSGACP00000007613	ENSMGAP00000000064
ENSGACP00000021816	ENSMGAP00000001048
ENSGACP00000008239	ENSMGAP00000013385
ENSGACP00000007079	ENSMGAP00000012457
ENSGACP00000009638	ENSMGAP00000013181
ENSGACP00000006140	ENSMGAP00000000452
ENSGACP00000006194	ENSMGAP00000008146
ENSGACP00000013037	ENSMGAP00000011061
ENSGACP00000025447	ENSMGAP00000014371
ENSGACP00000013241	ENSMGAP00000014371
ENSGACP00000015608	ENSMGAP00000015085
ENSGACP00000014292	ENSMGAP00000010654
ENSGACP00000005314	ENSMGAP00000000488
ENSGACP00000018921	ENSMGAP00000012236
ENSGACP00000012965	ENSMGAP00000004939
ENSGACP00000000099	ENSMGAP00000005566
ENSGACP00000015748	ENSMGAP00000000782
ENSGACP00000006649	ENSMGAP00000011854
ENSGACP00000000846	ENSMGAP00000002315
ENSGACP00000019849	ENSMGAP00000015584
ENSGACP00000003544	ENSMGAP00000006098
ENSGACP00000024243	ENSMGAP00000008793
ENSGACP00000005424	ENSMGAP00000002210
ENSGACP00000027290	ENSMGAP00000019800
ENSGACP00000010235	ENSMGAP00000013361
ENSGACP00000003398	ENSMGAP00000001664
ENSGACP00000009254	ENSMGAP00000000393
ENSGACP00000022640	ENSMGAP00000010874
ENSGACP00000009397	ENSMGAP00000005026
ENSGACP00000022875	ENSMGAP00000014455
ENSGACP00000005992	ENSMGAP00000013104
ENSGACP00000010867	ENSMGAP00000011149
ENSGACP00000009519	ENSMGAP00000011149
ENSGACP00000001410	ENSMGAP00000010911
ENSGACP00000000427	ENSMGAP00000005223
ENSGACP00000003896	ENSMGAP00000000848
ENSGACP00000024711	ENSMGAP00000007596
ENSGACP00000016425	ENSMGAP00000018737
ENSGACP00000015352	ENSMGAP00000008831
ENSGACP00000026096	ENSMGAP00000006640
ENSGACP00000017222	ENSMGAP00000010942
ENSGACP00000000279	ENSMGAP00000019553
ENSGACP00000003697	ENSMGAP00000015931
ENSGACP00000019282	ENSMGAP00000005926
ENSGACP00000025354	ENSMGAP00000003752
ENSGACP00000017460	ENSMGAP00000013905
ENSGACP00000017363	ENSMGAP00000007676
ENSGACP00000010911	ENSMGAP00000013878
ENSGACP00000003141	ENSMGAP00000017401
ENSGACP00000021430	ENSMGAP00000011901
ENSGACP00000016486	ENSMGAP00000007832
ENSGACP00000014295	ENSMGAP00000002723
ENSGACP00000019446	ENSMGAP00000011427
ENSGACP00000016222	ENSMGAP00000012462
ENSGACP00000004708	ENSMGAP00000012740
ENSGACP00000006247	ENSMGAP00000012740
ENSGACP00000019671	ENSMGAP00000004982
ENSGACP00000018494	ENSMGAP00000001222
ENSGACP00000024855	ENSMGAP00000014443
ENSGACP00000027297	ENSMGAP00000004594
ENSGACP00000011553	ENSMGAP00000017908
ENSGACP00000016527	ENSMGAP00000007885
ENSGACP00000027138	ENSMGAP00000005190
ENSGACP00000009018	ENSMGAP00000010022
ENSGACP00000024477	ENSMGAP00000003468
ENSGACP00000015511	ENSMGAP00000010027
ENSGACP00000003637	ENSMGAP00000015199
ENSGACP00000006958	ENSMGAP00000017452
ENSGACP00000020833	ENSMGAP00000007257
ENSGACP00000018143	ENSMGAP00000009898
ENSGACP00000013807	ENSMGAP00000013419
ENSGACP00000021349	ENSMGAP00000012929
ENSGACP00000025330	ENSMGAP00000004772
ENSGACP00000017955	ENSMGAP00000011244
ENSGACP00000004585	ENSMGAP00000012786
ENSGACP00000020718	ENSMGAP00000019459
ENSGACP00000025789	ENSMGAP00000010722
ENSGACP00000005401	ENSMGAP00000008233
ENSGACP00000008086	ENSMGAP00000014003
ENSGACP00000014788	ENSMGAP00000000600
ENSGACP00000014855	ENSMGAP00000007630
ENSGACP00000011505	ENSMGAP00000009790
ENSGACP00000002092	ENSMGAP00000002509
ENSGACP00000000369	ENSMGAP00000003693
ENSGACP00000013401	ENSMGAP00000003693
ENSGACP00000015600	ENSMGAP00000000088
ENSGACP00000014540	ENSMGAP00000018133
ENSGACP00000019108	ENSMGAP00000018133
ENSGACP00000014098	ENSMGAP00000003335
ENSGACP00000015368	ENSMGAP00000001322
ENSGACP00000021963	ENSMGAP00000009260
ENSGACP00000021224	ENSMGAP00000008110
ENSGACP00000017860	ENSMGAP00000000110
ENSGACP00000027656	ENSMGAP00000000455
ENSGACP00000018268	ENSMGAP00000011016
ENSGACP00000016063	ENSMGAP00000012361
ENSGACP00000003917	ENSMGAP00000010678
ENSGACP00000015035	ENSMGAP00000018567
ENSGACP00000002939	ENSMGAP00000011596
ENSGACP00000015735	ENSMGAP00000011805
ENSGACP00000020951	ENSMGAP00000001057
ENSGACP00000007342	ENSMGAP00000004411
ENSGACP00000010317	ENSMGAP00000004550
ENSGACP00000010203	ENSMGAP00000012918
ENSGACP00000025837	ENSMGAP00000000673
ENSGACP00000019722	ENSMGAP00000010229
ENSGACP00000013321	ENSMGAP00000010907
ENSGACP00000004405	ENSMGAP00000005075
ENSGACP00000025255	ENSMGAP00000005885
ENSGACP00000001413	ENSMGAP00000006818
ENSGACP00000001618	ENSMGAP00000015645
ENSGACP00000011859	ENSMGAP00000006395
ENSGACP00000024533	ENSMGAP00000007604
ENSGACP00000000758	ENSMGAP00000013506
ENSGACP00000021993	ENSMGAP00000009412
ENSGACP00000027128	ENSMGAP00000006240
ENSGACP00000004689	ENSMGAP00000008688
ENSGACP00000027280	ENSMGAP00000008291
ENSGACP00000018106	ENSMGAP00000003001
ENSGACP00000005740	ENSMGAP00000003428
ENSGACP00000015347	ENSMGAP00000003934
ENSGACP00000025660	ENSMGAP00000019151
ENSGACP00000005659	ENSMGAP00000012369
ENSGACP00000001762	ENSMGAP00000016048
ENSGACP00000020719	ENSMGAP00000005888
ENSGACP00000019064	ENSMGAP00000004096
ENSGACP00000001001	ENSMGAP00000004096
ENSGACP00000017861	ENSMGAP00000013621
ENSGACP00000008926	ENSMGAP00000015248
ENSGACP00000024680	ENSMGAP00000006677
ENSGACP00000020578	ENSMGAP00000002847
ENSGACP00000005233	ENSMGAP00000013999
ENSGACP00000020602	ENSMGAP00000003483
ENSGACP00000011637	ENSMGAP00000013559
ENSGACP00000025325	ENSMGAP00000000214
ENSGACP00000024576	ENSMGAP00000005238
ENSGACP00000026984	ENSMGAP00000003072
ENSGACP00000014113	ENSMGAP00000005858
ENSGACP00000014347	ENSMGAP00000005491
ENSGACP00000007339	ENSMGAP00000012722
ENSGACP00000004255	ENSMGAP00000015162
ENSGACP00000027348	ENSMGAP00000015162
ENSGACP00000004021	ENSMGAP00000002287
ENSGACP00000020382	ENSMGAP00000004403
ENSGACP00000002764	ENSMGAP00000000229
ENSGACP00000012922	ENSMGAP00000012700
ENSGACP00000013022	ENSMGAP00000010594
ENSGACP00000004205	ENSMGAP00000011802
ENSGACP00000011932	ENSMGAP00000013171
ENSGACP00000021183	ENSMGAP00000004639
ENSGACP00000007094	ENSMGAP00000013074
ENSGACP00000024239	ENSMGAP00000010361
ENSGACP00000014588	ENSMGAP00000010570
ENSGACP00000016560	ENSMGAP00000010570
ENSGACP00000002625	ENSMGAP00000015481
ENSGACP00000001367	ENSMGAP00000006289
ENSGACP00000000730	ENSMGAP00000010369
ENSGACP00000013616	ENSMGAP00000014910
ENSGACP00000017592	ENSMGAP00000009470
ENSGACP00000015971	ENSMGAP00000007105
ENSGACP00000026326	ENSMGAP00000001824
ENSGACP00000025508	ENSMGAP00000012343
ENSGACP00000008020	ENSMGAP00000012343
ENSGACP00000015131	ENSMGAP00000010698
ENSGACP00000012444	ENSMGAP00000014080
ENSGACP00000010709	ENSMGAP00000002778
ENSGACP00000023789	ENSMGAP00000005677
ENSGACP00000005895	ENSMGAP00000013929
ENSGACP00000021584	ENSMGAP00000014585
ENSGACP00000014972	ENSMGAP00000009714
ENSGACP00000024813	ENSMGAP00000009714
ENSGACP00000026175	ENSMGAP00000011524
ENSGACP00000003496	ENSMGAP00000003762
ENSGACP00000015097	ENSMGAP00000013972
ENSGACP00000019151	ENSMGAP00000005250
ENSGACP00000001134	ENSMGAP00000010453
ENSGACP00000014559	ENSMGAP00000005022
ENSGACP00000013634	ENSMGAP00000006459
ENSGACP00000015847	ENSMGAP00000006459
ENSGACP00000025324	ENSMGAP00000004617
ENSGACP00000023715	ENSMGAP00000011331
ENSGACP00000021769	ENSMGAP00000002856
ENSGACP00000004797	ENSMGAP00000012538
ENSGACP00000008401	ENSMGAP00000009058
ENSGACP00000015961	ENSMGAP00000004260
ENSGACP00000026000	ENSMGAP00000004260
ENSGACP00000012698	ENSMGAP00000010225
ENSGACP00000022389	ENSMGAP00000012047
ENSGACP00000010541	ENSMGAP00000012817
ENSGACP00000018571	ENSMGAP00000008149
ENSGACP00000022112	ENSMGAP00000002354
ENSGACP00000001803	ENSMGAP00000016042
ENSGACP00000006439	ENSMGAP00000012995
ENSGACP00000023537	ENSMGAP00000003064
ENSGACP00000027358	ENSMGAP00000010026
ENSGACP00000004178	ENSMGAP00000008966
ENSGACP00000022165	ENSMGAP00000008952
ENSGACP00000026572	ENSMGAP00000003175
ENSGACP00000020497	ENSMGAP00000006894
ENSGACP00000011829	ENSMGAP00000005978
ENSGACP00000016805	ENSMGAP00000014395
ENSGACP00000006095	ENSMGAP00000016236
ENSGACP00000005720	ENSMGAP00000011399
ENSGACP00000017475	ENSMGAP00000016132
ENSGACP00000018780	ENSMGAP00000009891
ENSGACP00000022167	ENSMGAP00000011826
ENSGACP00000016146	ENSMGAP00000014454
ENSGACP00000011068	ENSMGAP00000007111
ENSGACP00000016577	ENSMGAP00000002865
ENSGACP00000007991	ENSMGAP00000014883
ENSGACP00000007471	ENSMGAP00000000967
ENSGACP00000016433	ENSMGAP00000013273
ENSGACP00000014995	ENSMGAP00000008065
ENSGACP00000010751	ENSMGAP00000009452
ENSGACP00000021855	ENSMGAP00000002474
ENSGACP00000016461	ENSMGAP00000013237
ENSGACP00000019058	ENSMGAP00000000029
ENSGACP00000015675	ENSMGAP00000003188
ENSGACP00000013918	ENSMGAP00000003112
ENSGACP00000021890	ENSMGAP00000001286
ENSGACP00000004911	ENSMGAP00000014072
ENSGACP00000005785	ENSMGAP00000009553
ENSGACP00000009192	ENSMGAP00000014937
ENSGACP00000005366	ENSMGAP00000004338
ENSGACP00000010884	ENSMGAP00000005730
ENSGACP00000021036	ENSMGAP00000005460
ENSGACP00000010802	ENSMGAP00000004672
ENSGACP00000025149	ENSMGAP00000007636
ENSGACP00000020447	ENSMGAP00000007891
ENSGACP00000010476	ENSMGAP00000014412
ENSGACP00000024913	ENSMGAP00000012327
ENSGACP00000018848	ENSMGAP00000007243
ENSGACP00000019760	ENSMGAP00000008250
ENSGACP00000010786	ENSMGAP00000016079
ENSGACP00000016092	ENSMGAP00000007362
ENSGACP00000010925	ENSMGAP00000012980
ENSGACP00000015060	ENSMGAP00000010759
ENSGACP00000018078	ENSMGAP00000002476
ENSGACP00000013614	ENSMGAP00000018159
ENSGACP00000011375	ENSMGAP00000012569
ENSGACP00000004747	ENSMGAP00000015114
ENSGACP00000014731	ENSMGAP00000011950
ENSGACP00000004597	ENSMGAP00000003184
ENSGACP00000006480	ENSMGAP00000015003
ENSGACP00000024771	ENSMGAP00000000137
ENSGACP00000026244	ENSMGAP00000013798
ENSGACP00000007961	ENSMGAP00000011973
ENSGACP00000016284	ENSMGAP00000001933
ENSGACP00000026078	ENSMGAP00000002978
ENSGACP00000012674	ENSMGAP00000006981
ENSGACP00000008695	ENSMGAP00000011514
ENSGACP00000021187	ENSMGAP00000002090
ENSGACP00000027578	ENSMGAP00000000103
ENSGACP00000005092	ENSMGAP00000008102
ENSGACP00000011278	ENSMGAP00000004718
ENSGACP00000020697	ENSMGAP00000008191
ENSGACP00000021834	ENSMGAP00000013694
ENSGACP00000022383	ENSMGAP00000010332
ENSGACP00000018615	ENSMGAP00000010332
ENSGACP00000004735	ENSMGAP00000015298
ENSGACP00000022631	ENSMGAP00000001682
ENSGACP00000004842	ENSMGAP00000015400
ENSGACP00000017027	ENSMGAP00000015868
ENSGACP00000005414	ENSMGAP00000010121
ENSGACP00000019028	ENSMGAP00000006408
ENSGACP00000004822	ENSMGAP00000008948
ENSGACP00000000887	ENSMGAP00000000583
ENSGACP00000020851	ENSMGAP00000015221
ENSGACP00000010115	ENSMGAP00000007803
ENSGACP00000020665	ENSMGAP00000008189
ENSGACP00000013280	ENSMGAP00000006967
ENSGACP00000014459	ENSMGAP00000002514
ENSGACP00000024494	ENSMGAP00000000128
ENSGACP00000009812	ENSMGAP00000015099
ENSGACP00000011763	ENSMGAP00000003446
ENSGACP00000022772	ENSMGAP00000003446
ENSGACP00000025455	ENSMGAP00000004175
ENSGACP00000004116	ENSMGAP00000002308
ENSGACP00000007291	ENSMGAP00000004919
ENSGACP00000010313	ENSMGAP00000007045
ENSGACP00000018591	ENSMGAP00000009705
ENSGACP00000009337	ENSMGAP00000011177
ENSGACP00000014570	ENSMGAP00000005777
ENSGACP00000006998	ENSMGAP00000011024
ENSGACP00000008719	ENSMGAP00000004841
ENSGACP00000018743	ENSMGAP00000005517
ENSGACP00000000759	ENSMGAP00000010599
ENSGACP00000014024	ENSMGAP00000013722
ENSGACP00000021933	ENSMGAP00000009131
ENSGACP00000020260	ENSMGAP00000003010
ENSGACP00000006261	ENSMGAP00000010159
ENSGACP00000018098	ENSMGAP00000013432
ENSGACP00000011313	ENSMGAP00000004960
ENSGACP00000009177	ENSMGAP00000011432
ENSGACP00000023656	ENSMGAP00000011432
ENSGACP00000008663	ENSMGAP00000000116
ENSGACP00000008513	ENSMGAP00000006165
ENSGACP00000018092	ENSMGAP00000013586
ENSGACP00000009321	ENSMGAP00000002030
ENSGACP00000020176	ENSMGAP00000015773
ENSGACP00000005545	ENSMGAP00000014979
ENSGACP00000007160	ENSMGAP00000005001
ENSGACP00000026037	ENSMGAP00000003209
ENSGACP00000006540	ENSMGAP00000010389
ENSGACP00000007858	ENSMGAP00000007500
ENSGACP00000002840	ENSMGAP00000012056
ENSGACP00000019525	ENSMGAP00000002537
ENSGACP00000017856	ENSMGAP00000009332
ENSGACP00000001111	ENSMGAP00000006496
ENSGACP00000013635	ENSMGAP00000008661
ENSGACP00000026052	ENSMGAP00000002282
ENSGACP00000023170	ENSMGAP00000006002
ENSGACP00000025939	ENSMGAP00000004652
ENSGACP00000021852	ENSMGAP00000009899
ENSGACP00000025312	ENSMGAP00000011882
ENSGACP00000018171	ENSMGAP00000001656
ENSGACP00000011417	ENSMGAP00000008795
ENSGACP00000014928	ENSMGAP00000013201
ENSGACP00000006496	ENSMGAP00000013952
ENSGACP00000020110	ENSMGAP00000004856
ENSGACP00000004611	ENSMGAP00000015758
ENSGACP00000003709	ENSMGAP00000015927
ENSGACP00000006157	ENSMGAP00000006794
ENSGACP00000024727	ENSMGAP00000012729
ENSGACP00000015850	ENSMGAP00000004325
ENSGACP00000000424	ENSMGAP00000005443
ENSGACP00000004129	ENSMGAP00000008992
ENSGACP00000003329	ENSMGAP00000012228
ENSGACP00000001788	ENSMGAP00000002933
ENSGACP00000021868	ENSMGAP00000000329
ENSGACP00000017151	ENSMGAP00000001006
ENSGACP00000015955	ENSMGAP00000011132
ENSGACP00000021561	ENSMGAP00000011132
ENSGACP00000000465	ENSMGAP00000001604
ENSGACP00000009774	ENSMGAP00000003257
ENSGACP00000011900	ENSMGAP00000008309
ENSGACP00000004402	ENSMGAP00000010536
ENSGACP00000012723	ENSMGAP00000007331
ENSGACP00000018320	ENSMGAP00000015196
ENSGACP00000007586	ENSMGAP00000012946
ENSGACP00000009199	ENSMGAP00000003229
ENSGACP00000018686	ENSMGAP00000013114
ENSGACP00000025024	ENSMGAP00000017876
ENSGACP00000005541	ENSMGAP00000017876
ENSGACP00000007440	ENSMGAP00000004163
ENSGACP00000016813	ENSMGAP00000008926
ENSGACP00000022368	ENSMGAP00000010583
ENSGACP00000003209	ENSMGAP00000001029
ENSGACP00000011122	ENSMGAP00000012753
ENSGACP00000006463	ENSMGAP00000012753
ENSGACP00000009340	ENSMGAP00000012733
ENSGACP00000020630	ENSMGAP00000006690
ENSGACP00000002800	ENSMGAP00000016008
ENSGACP00000014034	ENSMGAP00000014507
ENSGACP00000021213	ENSMGAP00000004053
ENSGACP00000002176	ENSMGAP00000006992
ENSGACP00000027626	ENSMGAP00000000223
ENSGACP00000016123	ENSMGAP00000011686
ENSGACP00000013218	ENSMGAP00000010064
ENSGACP00000015313	ENSMGAP00000014203
ENSGACP00000024621	ENSMGAP00000008947
ENSGACP00000005993	ENSMGAP00000012010
ENSGACP00000023315	ENSMGAP00000015161
ENSGACP00000025681	ENSMGAP00000015161
ENSGACP00000020844	ENSMGAP00000009046
ENSGACP00000006228	ENSMGAP00000018771
ENSGACP00000023334	ENSMGAP00000001770
ENSGACP00000011605	ENSMGAP00000005710
ENSGACP00000004864	ENSMGAP00000017215
ENSGACP00000002971	ENSMGAP00000005560
ENSGACP00000011598	ENSMGAP00000005560
ENSGACP00000002171	ENSMGAP00000007301
ENSGACP00000006404	ENSMGAP00000010035
ENSGACP00000021562	ENSMGAP00000000379
ENSGACP00000005482	ENSMGAP00000012576
ENSGACP00000013145	ENSMGAP00000000501
ENSGACP00000009547	ENSMGAP00000013299
ENSGACP00000020402	ENSMGAP00000009076
ENSGACP00000027594	ENSMGAP00000007298
ENSGACP00000010046	ENSMGAP00000006314
ENSGACP00000021170	ENSMGAP00000012955
ENSGACP00000019560	ENSMGAP00000011458
ENSGACP00000022807	ENSMGAP00000002915
ENSGACP00000004947	ENSMGAP00000000636
ENSGACP00000001248	ENSMGAP00000001652
ENSGACP00000023314	ENSMGAP00000014877
ENSGACP00000019096	ENSMGAP00000010533
ENSGACP00000017967	ENSMGAP00000009772
ENSGACP00000004237	ENSMGAP00000006132
ENSGACP00000001912	ENSMGAP00000014816
ENSGACP00000026749	ENSMGAP00000018830
ENSGACP00000004458	ENSMGAP00000015567
ENSGACP00000012919	ENSMGAP00000002230
ENSGACP00000019371	ENSMGAP00000002230
ENSGACP00000015628	ENSMGAP00000001211
ENSGACP00000026550	ENSMGAP00000002681
ENSGACP00000005264	ENSMGAP00000014389
ENSGACP00000001016	ENSMGAP00000007377
ENSGACP00000001255	ENSMGAP00000013116
ENSGACP00000020945	ENSMGAP00000000382
ENSGACP00000003873	ENSMGAP00000001901
ENSGACP00000004375	ENSMGAP00000011930
ENSGACP00000018212	ENSMGAP00000016927
ENSGACP00000010228	ENSMGAP00000013356
ENSGACP00000012082	ENSMGAP00000012637
ENSGACP00000018904	ENSMGAP00000006514
ENSGACP00000023205	ENSMGAP00000011993
ENSGACP00000006972	ENSMGAP00000007660
ENSGACP00000017678	ENSMGAP00000013608
ENSGACP00000025955	ENSMGAP00000004551
ENSGACP00000009175	ENSMGAP00000010826
ENSGACP00000009349	ENSMGAP00000013236
ENSGACP00000008938	ENSMGAP00000009075
ENSGACP00000013545	ENSMGAP00000008475
ENSGACP00000017053	ENSMGAP00000010151
ENSGACP00000025472	ENSMGAP00000014341
ENSGACP00000011781	ENSMGAP00000007826
ENSGACP00000025141	ENSMGAP00000007826
ENSGACP00000004643	ENSMGAP00000003285
ENSGACP00000024849	ENSMGAP00000013852
ENSGACP00000005758	ENSMGAP00000009154
ENSGACP00000008345	ENSMGAP00000014379
ENSGACP00000005224	ENSMGAP00000000618
ENSGACP00000018080	ENSMGAP00000013983
ENSGACP00000025260	ENSMGAP00000013983
ENSGACP00000025894	ENSMGAP00000013125
ENSGACP00000013366	ENSMGAP00000009806
ENSGACP00000021493	ENSMGAP00000006660
ENSGACP00000005912	ENSMGAP00000018989
ENSGACP00000020325	ENSMGAP00000006350
ENSGACP00000006922	ENSMGAP00000000159
ENSGACP00000017985	ENSMGAP00000010791
ENSGACP00000023913	ENSMGAP00000004342
ENSGACP00000003003	ENSMGAP00000012696
ENSGACP00000020641	ENSMGAP00000006543
ENSGACP00000008700	ENSMGAP00000006543
ENSGACP00000022025	ENSMGAP00000012796
ENSGACP00000010997	ENSMGAP00000013402
ENSGACP00000009895	ENSMGAP00000002533
ENSGACP00000024599	ENSMGAP00000003345
ENSGACP00000010029	ENSMGAP00000012735
ENSGACP00000003374	ENSMGAP00000013080
ENSGACP00000027237	ENSMGAP00000015941
ENSGACP00000016339	ENSMGAP00000015081
ENSGACP00000002733	ENSMGAP00000009586
ENSGACP00000001099	ENSMGAP00000001740
ENSGACP00000027210	ENSMGAP00000001038
ENSGACP00000013340	ENSMGAP00000014959
ENSGACP00000009745	ENSMGAP00000004796
ENSGACP00000021918	ENSMGAP00000002953
ENSGACP00000012213	ENSMGAP00000015124
ENSGACP00000020968	ENSMGAP00000004324
ENSGACP00000005892	ENSMGAP00000014130
ENSGACP00000010716	ENSMGAP00000004343
ENSGACP00000014778	ENSMGAP00000007997
ENSGACP00000017268	ENSMGAP00000010128
ENSGACP00000010256	ENSMGAP00000007934
ENSGACP00000020923	ENSMGAP00000005965
ENSGACP00000007166	ENSMGAP00000015640
ENSGACP00000021159	ENSMGAP00000001064
ENSGACP00000008149	ENSMGAP00000012238
ENSGACP00000010862	ENSMGAP00000004832
ENSGACP00000027050	ENSMGAP00000004697
ENSGACP00000022751	ENSMGAP00000003578
ENSGACP00000012540	ENSMGAP00000011207
ENSGACP00000002557	ENSMGAP00000015729
ENSGACP00000018177	ENSMGAP00000014692
ENSGACP00000017601	ENSMGAP00000014527
ENSGACP00000015756	ENSMGAP00000010325
ENSGACP00000010532	ENSMGAP00000015687
ENSGACP00000005207	ENSMGAP00000015575
ENSGACP00000027591	ENSMGAP00000018777
ENSGACP00000018526	ENSMGAP00000006580
ENSGACP00000027186	ENSMGAP00000015965
ENSGACP00000007001	ENSMGAP00000005006
ENSGACP00000026227	ENSMGAP00000012108
ENSGACP00000012489	ENSMGAP00000000935
ENSGACP00000024787	ENSMGAP00000009515
ENSGACP00000017682	ENSMGAP00000016187
ENSGACP00000010544	ENSMGAP00000012074
ENSGACP00000017359	ENSMGAP00000000146
ENSGACP00000013213	ENSMGAP00000013604
ENSGACP00000011324	ENSMGAP00000001344
ENSGACP00000016197	ENSMGAP00000019120
ENSGACP00000027175	ENSMGAP00000015978
ENSGACP00000011964	ENSMGAP00000007769
ENSGACP00000009417	ENSMGAP00000004309
ENSGACP00000018127	ENSMGAP00000001312
ENSGACP00000015323	ENSMGAP00000008772
ENSGACP00000000426	ENSMGAP00000009193
ENSGACP00000019696	ENSMGAP00000003106
ENSGACP00000005927	ENSMGAP00000006649
ENSGACP00000009495	ENSMGAP00000001843
ENSGACP00000006094	ENSMGAP00000003582
ENSGACP00000016995	ENSMGAP00000005158
ENSGACP00000022435	ENSMGAP00000000588
ENSGACP00000010281	ENSMGAP00000004773
ENSGACP00000021931	ENSMGAP00000004773
ENSGACP00000024511	ENSMGAP00000018592
ENSGACP00000022037	ENSMGAP00000004356
ENSGACP00000020031	ENSMGAP00000006917
ENSGACP00000021198	ENSMGAP00000004270
ENSGACP00000026403	ENSMGAP00000006641
ENSGACP00000021611	ENSMGAP00000003289
ENSGACP00000023558	ENSMGAP00000003289
ENSGACP00000015781	ENSMGAP00000009816
ENSGACP00000026679	ENSMGAP00000016205
ENSGACP00000020687	ENSMGAP00000008421
ENSGACP00000000280	ENSMGAP00000007321
ENSGACP00000005852	ENSMGAP00000000353
ENSGACP00000017450	ENSMGAP00000001426
ENSGACP00000018229	ENSMGAP00000010651
ENSGACP00000020435	ENSMGAP00000010809
ENSGACP00000008230	ENSMGAP00000006068
ENSGACP00000008039	ENSMGAP00000014017
ENSGACP00000016245	ENSMGAP00000009704
ENSGACP00000007326	ENSMGAP00000001140
ENSGACP00000025828	ENSMGAP00000006605
ENSGACP00000023723	ENSMGAP00000004294
ENSGACP00000020969	ENSMGAP00000016014
ENSGACP00000008652	ENSMGAP00000014754
ENSGACP00000021241	ENSMGAP00000005638
ENSGACP00000005200	ENSMGAP00000014432
ENSGACP00000027104	ENSMGAP00000001763
ENSGACP00000003426	ENSMGAP00000003051
ENSGACP00000009718	ENSMGAP00000005524
ENSGACP00000003904	ENSMGAP00000005787
ENSGACP00000004041	ENSMGAP00000016010
ENSGACP00000003814	ENSMGAP00000015673
ENSGACP00000000115	ENSMGAP00000007603
ENSGACP00000019487	ENSMGAP00000007603
ENSGACP00000006486	ENSMGAP00000003018
ENSGACP00000003602	ENSMGAP00000013068
ENSGACP00000020462	ENSMGAP00000001128
ENSGACP00000000840	ENSMGAP00000010219
ENSGACP00000013125	ENSMGAP00000010152
ENSGACP00000026114	ENSMGAP00000013614
ENSGACP00000023286	ENSMGAP00000003500
ENSGACP00000003579	ENSMGAP00000001154
ENSGACP00000017672	ENSMGAP00000005325
ENSGACP00000027572	ENSMGAP00000016202
ENSGACP00000024617	ENSMGAP00000003565
ENSGACP00000020011	ENSMGAP00000018943
ENSGACP00000015954	ENSMGAP00000019575
ENSGACP00000017646	ENSMGAP00000007927
ENSGACP00000024044	ENSMGAP00000007927
ENSGACP00000012046	ENSMGAP00000001690
ENSGACP00000013958	ENSMGAP00000013396
ENSGACP00000011099	ENSMGAP00000004630
ENSGACP00000026698	ENSMGAP00000007695
ENSGACP00000008980	ENSMGAP00000019238
ENSGACP00000010259	ENSMGAP00000010059
ENSGACP00000016825	ENSMGAP00000014403
ENSGACP00000016445	ENSMGAP00000013252
ENSGACP00000025857	ENSMGAP00000004631
ENSGACP00000013222	ENSMGAP00000003044
ENSGACP00000022014	ENSMGAP00000011056
ENSGACP00000012877	ENSMGAP00000007079
ENSGACP00000020148	ENSMGAP00000015379
ENSGACP00000007826	ENSMGAP00000007461
