ENSGALP00000006197	ENSDARP00000074624
ENSGALP00000020090	ENSDARP00000076961
ENSGALP00000002620	ENSDARP00000118820
ENSGALP00000014682	ENSDARP00000022087
ENSGALP00000006392	ENSDARP00000107580
ENSGALP00000001048	ENSDARP00000054077
ENSGALP00000021134	ENSDARP00000129402
ENSGALP00000012098	ENSDARP00000104415
ENSGALP00000012098	ENSDARP00000105486
ENSGALP00000036834	ENSDARP00000024667
ENSGALP00000036834	ENSDARP00000074381
ENSGALP00000014986	ENSDARP00000128484
ENSGALP00000041113	ENSDARP00000102700
ENSGALP00000041113	ENSDARP00000008442
ENSGALP00000003012	ENSDARP00000063661
ENSGALP00000004195	ENSDARP00000017582
ENSGALP00000001294	ENSDARP00000039084
ENSGALP00000020986	ENSDARP00000054651
ENSGALP00000014370	ENSDARP00000006047
ENSGALP00000014370	ENSDARP00000123568
ENSGALP00000020600	ENSDARP00000048205
ENSGALP00000035331	ENSDARP00000110924
ENSGALP00000035627	ENSDARP00000106231
ENSGALP00000009992	ENSDARP00000045751
ENSGALP00000035339	ENSDARP00000060309
ENSGALP00000014143	ENSDARP00000002420
ENSGALP00000006180	ENSDARP00000084739
ENSGALP00000006180	ENSDARP00000050596
ENSGALP00000039796	ENSDARP00000081816
ENSGALP00000037557	ENSDARP00000103961
ENSGALP00000021459	ENSDARP00000115597
ENSGALP00000021459	ENSDARP00000061395
ENSGALP00000013131	ENSDARP00000080323
ENSGALP00000013131	ENSDARP00000110194
ENSGALP00000017152	ENSDARP00000078619
ENSGALP00000017152	ENSDARP00000124114
ENSGALP00000040437	ENSDARP00000055977
ENSGALP00000040437	ENSDARP00000057438
ENSGALP00000026307	ENSDARP00000027695
ENSGALP00000013055	ENSDARP00000105622
ENSGALP00000012682	ENSDARP00000075810
ENSGALP00000012682	ENSDARP00000095893
ENSGALP00000024068	ENSDARP00000088231
ENSGALP00000024068	ENSDARP00000113031
ENSGALP00000027831	ENSDARP00000065561
ENSGALP00000010217	ENSDARP00000039846
ENSGALP00000010217	ENSDARP00000128972
ENSGALP00000010825	ENSDARP00000117166
ENSGALP00000028214	ENSDARP00000020125
ENSGALP00000028214	ENSDARP00000112223
ENSGALP00000000594	ENSDARP00000106791
ENSGALP00000000594	ENSDARP00000086983
ENSGALP00000014135	ENSDARP00000090475
ENSGALP00000014135	ENSDARP00000093995
ENSGALP00000037171	ENSDARP00000050533
ENSGALP00000015075	ENSDARP00000126676
ENSGALP00000019629	ENSDARP00000108560
ENSGALP00000040718	ENSDARP00000127351
ENSGALP00000019161	ENSDARP00000019750
ENSGALP00000031085	ENSDARP00000114811
ENSGALP00000022463	ENSDARP00000058723
ENSGALP00000005852	ENSDARP00000016794
ENSGALP00000005852	ENSDARP00000074052
ENSGALP00000015093	ENSDARP00000111476
ENSGALP00000027300	ENSDARP00000121720
ENSGALP00000012177	ENSDARP00000085591
ENSGALP00000043347	ENSDARP00000066934
ENSGALP00000002635	ENSDARP00000015333
ENSGALP00000006046	ENSDARP00000075074
ENSGALP00000031471	ENSDARP00000024039
ENSGALP00000013799	ENSDARP00000020340
ENSGALP00000020349	ENSDARP00000061671
ENSGALP00000040452	ENSDARP00000019822
ENSGALP00000006430	ENSDARP00000114792
ENSGALP00000018765	ENSDARP00000052528
ENSGALP00000019016	ENSDARP00000059548
ENSGALP00000043448	ENSDARP00000103119
ENSGALP00000013656	ENSDARP00000123525
ENSGALP00000020325	ENSDARP00000081912
ENSGALP00000014865	ENSDARP00000065103
ENSGALP00000036304	ENSDARP00000003107
ENSGALP00000027498	ENSDARP00000107567
ENSGALP00000010412	ENSDARP00000107292
ENSGALP00000001836	ENSDARP00000088449
ENSGALP00000001836	ENSDARP00000054933
ENSGALP00000011138	ENSDARP00000043068
ENSGALP00000008941	ENSDARP00000073996
ENSGALP00000008941	ENSDARP00000115826
ENSGALP00000001145	ENSDARP00000076916
ENSGALP00000026827	ENSDARP00000114681
ENSGALP00000026126	ENSDARP00000115147
ENSGALP00000042358	ENSDARP00000110496
ENSGALP00000019710	ENSDARP00000021216
ENSGALP00000016128	ENSDARP00000122693
ENSGALP00000008272	ENSDARP00000004153
ENSGALP00000041723	ENSDARP00000110565
ENSGALP00000020615	ENSDARP00000105501
ENSGALP00000023364	ENSDARP00000099474
ENSGALP00000025745	ENSDARP00000003389
ENSGALP00000004866	ENSDARP00000017229
ENSGALP00000001318	ENSDARP00000057261
ENSGALP00000009569	ENSDARP00000075537
ENSGALP00000009569	ENSDARP00000005222
ENSGALP00000010345	ENSDARP00000019085
ENSGALP00000010345	ENSDARP00000093021
ENSGALP00000007232	ENSDARP00000016882
ENSGALP00000007232	ENSDARP00000069041
ENSGALP00000015053	ENSDARP00000058026
ENSGALP00000024707	ENSDARP00000045614
ENSGALP00000002451	ENSDARP00000081501
ENSGALP00000009409	ENSDARP00000111421
ENSGALP00000003195	ENSDARP00000099022
ENSGALP00000026195	ENSDARP00000002531
ENSGALP00000041444	ENSDARP00000035945
ENSGALP00000015182	ENSDARP00000112834
ENSGALP00000015182	ENSDARP00000099488
ENSGALP00000000889	ENSDARP00000026754
ENSGALP00000000889	ENSDARP00000108543
ENSGALP00000039765	ENSDARP00000105713
ENSGALP00000041693	ENSDARP00000094174
ENSGALP00000030480	ENSDARP00000121788
ENSGALP00000041404	ENSDARP00000106371
ENSGALP00000000045	ENSDARP00000114381
ENSGALP00000023598	ENSDARP00000061791
ENSGALP00000023598	ENSDARP00000076093
ENSGALP00000009087	ENSDARP00000058564
ENSGALP00000009087	ENSDARP00000104922
ENSGALP00000014707	ENSDARP00000030333
ENSGALP00000018305	ENSDARP00000063643
ENSGALP00000038774	ENSDARP00000039902
ENSGALP00000004104	ENSDARP00000122954
ENSGALP00000025924	ENSDARP00000092461
ENSGALP00000009787	ENSDARP00000075780
ENSGALP00000009787	ENSDARP00000012558
ENSGALP00000010803	ENSDARP00000103269
ENSGALP00000015572	ENSDARP00000022320
ENSGALP00000013949	ENSDARP00000062513
ENSGALP00000022269	ENSDARP00000048163
ENSGALP00000005620	ENSDARP00000112992
ENSGALP00000005448	ENSDARP00000036226
ENSGALP00000015516	ENSDARP00000067173
ENSGALP00000036375	ENSDARP00000079389
ENSGALP00000014343	ENSDARP00000118833
ENSGALP00000020355	ENSDARP00000018012
ENSGALP00000020355	ENSDARP00000060978
ENSGALP00000011803	ENSDARP00000022217
ENSGALP00000002171	ENSDARP00000129776
ENSGALP00000002171	ENSDARP00000118052
ENSGALP00000017080	ENSDARP00000099833
ENSGALP00000002205	ENSDARP00000122284
ENSGALP00000000613	ENSDARP00000111933
ENSGALP00000015357	ENSDARP00000084029
ENSGALP00000015357	ENSDARP00000125427
ENSGALP00000019687	ENSDARP00000081663
ENSGALP00000009681	ENSDARP00000103895
ENSGALP00000015615	ENSDARP00000106174
ENSGALP00000013981	ENSDARP00000110578
ENSGALP00000027352	ENSDARP00000102255
ENSGALP00000001526	ENSDARP00000101469
ENSGALP00000028040	ENSDARP00000119261
ENSGALP00000002277	ENSDARP00000112935
ENSGALP00000026076	ENSDARP00000053101
ENSGALP00000000744	ENSDARP00000059906
ENSGALP00000004840	ENSDARP00000029067
ENSGALP00000003813	ENSDARP00000017636
ENSGALP00000018050	ENSDARP00000074479
ENSGALP00000018050	ENSDARP00000117954
ENSGALP00000001332	ENSDARP00000064925
ENSGALP00000000625	ENSDARP00000015683
ENSGALP00000036848	ENSDARP00000079663
ENSGALP00000019005	ENSDARP00000038850
ENSGALP00000023396	ENSDARP00000060055
ENSGALP00000023396	ENSDARP00000033907
ENSGALP00000023771	ENSDARP00000046273
ENSGALP00000025642	ENSDARP00000097770
ENSGALP00000019814	ENSDARP00000048752
ENSGALP00000002257	ENSDARP00000126942
ENSGALP00000036511	ENSDARP00000081301
ENSGALP00000036511	ENSDARP00000102349
ENSGALP00000001432	ENSDARP00000092552
ENSGALP00000025315	ENSDARP00000077102
ENSGALP00000033317	ENSDARP00000023863
ENSGALP00000002420	ENSDARP00000013624
ENSGALP00000025883	ENSDARP00000106853
ENSGALP00000024066	ENSDARP00000001151
ENSGALP00000041459	ENSDARP00000014124
ENSGALP00000033627	ENSDARP00000033337
ENSGALP00000006321	ENSDARP00000098101
ENSGALP00000007534	ENSDARP00000104523
ENSGALP00000008763	ENSDARP00000051195
ENSGALP00000024776	ENSDARP00000038867
ENSGALP00000019261	ENSDARP00000012786
ENSGALP00000005318	ENSDARP00000009313
ENSGALP00000024667	ENSDARP00000070897
ENSGALP00000018697	ENSDARP00000115443
ENSGALP00000027760	ENSDARP00000022647
ENSGALP00000024221	ENSDARP00000119077
ENSGALP00000008578	ENSDARP00000044330
ENSGALP00000017167	ENSDARP00000085882
ENSGALP00000003888	ENSDARP00000129750
ENSGALP00000022728	ENSDARP00000114539
ENSGALP00000012730	ENSDARP00000066578
ENSGALP00000024652	ENSDARP00000128387
ENSGALP00000020440	ENSDARP00000104384
ENSGALP00000006350	ENSDARP00000002982
ENSGALP00000017112	ENSDARP00000081244
ENSGALP00000030188	ENSDARP00000099037
ENSGALP00000007614	ENSDARP00000097988
ENSGALP00000009608	ENSDARP00000049943
ENSGALP00000009608	ENSDARP00000116163
ENSGALP00000038330	ENSDARP00000101794
ENSGALP00000016450	ENSDARP00000090756
ENSGALP00000020250	ENSDARP00000053833
ENSGALP00000024715	ENSDARP00000040031
ENSGALP00000040999	ENSDARP00000058671
ENSGALP00000024322	ENSDARP00000123818
ENSGALP00000004388	ENSDARP00000111234
ENSGALP00000004378	ENSDARP00000099995
ENSGALP00000003306	ENSDARP00000052536
ENSGALP00000017068	ENSDARP00000109978
ENSGALP00000018834	ENSDARP00000033749
ENSGALP00000026722	ENSDARP00000030117
ENSGALP00000023994	ENSDARP00000125076
ENSGALP00000017218	ENSDARP00000018263
ENSGALP00000017218	ENSDARP00000053869
ENSGALP00000024450	ENSDARP00000022134
ENSGALP00000017488	ENSDARP00000011655
ENSGALP00000021837	ENSDARP00000075198
ENSGALP00000017602	ENSDARP00000019360
ENSGALP00000000742	ENSDARP00000110509
ENSGALP00000026649	ENSDARP00000025772
ENSGALP00000027818	ENSDARP00000104715
ENSGALP00000011626	ENSDARP00000009663
ENSGALP00000011626	ENSDARP00000009364
ENSGALP00000019468	ENSDARP00000123883
ENSGALP00000012940	ENSDARP00000107407
ENSGALP00000007930	ENSDARP00000108320
ENSGALP00000015201	ENSDARP00000005398
ENSGALP00000013999	ENSDARP00000028571
ENSGALP00000002393	ENSDARP00000119160
ENSGALP00000024457	ENSDARP00000095109
ENSGALP00000022937	ENSDARP00000112722
ENSGALP00000022937	ENSDARP00000125851
ENSGALP00000005297	ENSDARP00000065207
ENSGALP00000039196	ENSDARP00000088969
ENSGALP00000015707	ENSDARP00000010437
ENSGALP00000041756	ENSDARP00000041530
ENSGALP00000012100	ENSDARP00000003359
ENSGALP00000042080	ENSDARP00000126807
ENSGALP00000016308	ENSDARP00000118188
ENSGALP00000027925	ENSDARP00000018567
ENSGALP00000008669	ENSDARP00000006424
ENSGALP00000028012	ENSDARP00000125799
ENSGALP00000039753	ENSDARP00000099330
ENSGALP00000011638	ENSDARP00000019097
ENSGALP00000041898	ENSDARP00000101913
ENSGALP00000041898	ENSDARP00000123573
ENSGALP00000042588	ENSDARP00000110828
ENSGALP00000003869	ENSDARP00000003288
ENSGALP00000037838	ENSDARP00000026849
ENSGALP00000000011	ENSDARP00000112326
ENSGALP00000036359	ENSDARP00000107528
ENSGALP00000020740	ENSDARP00000025270
ENSGALP00000020740	ENSDARP00000127725
ENSGALP00000008922	ENSDARP00000011049
ENSGALP00000004570	ENSDARP00000047417
ENSGALP00000004570	ENSDARP00000107553
ENSGALP00000005832	ENSDARP00000007708
ENSGALP00000042096	ENSDARP00000067391
ENSGALP00000042096	ENSDARP00000097862
ENSGALP00000027399	ENSDARP00000024121
ENSGALP00000023091	ENSDARP00000004700
ENSGALP00000005461	ENSDARP00000068230
ENSGALP00000005461	ENSDARP00000044858
ENSGALP00000034170	ENSDARP00000118508
ENSGALP00000005643	ENSDARP00000024082
ENSGALP00000026442	ENSDARP00000098846
ENSGALP00000019709	ENSDARP00000075433
ENSGALP00000019709	ENSDARP00000116469
ENSGALP00000014077	ENSDARP00000069117
ENSGALP00000026270	ENSDARP00000017790
ENSGALP00000014154	ENSDARP00000113328
ENSGALP00000042666	ENSDARP00000039524
ENSGALP00000000874	ENSDARP00000088874
ENSGALP00000014557	ENSDARP00000027768
ENSGALP00000024009	ENSDARP00000105643
ENSGALP00000003740	ENSDARP00000070795
ENSGALP00000004135	ENSDARP00000027014
ENSGALP00000013944	ENSDARP00000095384
ENSGALP00000022917	ENSDARP00000095193
ENSGALP00000022917	ENSDARP00000058006
ENSGALP00000005896	ENSDARP00000112379
ENSGALP00000007205	ENSDARP00000090010
ENSGALP00000027186	ENSDARP00000123630
ENSGALP00000009130	ENSDARP00000109237
ENSGALP00000009130	ENSDARP00000054737
ENSGALP00000005599	ENSDARP00000092527
ENSGALP00000024573	ENSDARP00000121240
ENSGALP00000008489	ENSDARP00000075634
ENSGALP00000041532	ENSDARP00000124165
ENSGALP00000042557	ENSDARP00000129362
ENSGALP00000030646	ENSDARP00000056247
ENSGALP00000003538	ENSDARP00000064557
ENSGALP00000015454	ENSDARP00000029924
ENSGALP00000020588	ENSDARP00000003237
ENSGALP00000003768	ENSDARP00000111156
ENSGALP00000001253	ENSDARP00000009582
ENSGALP00000007672	ENSDARP00000009149
ENSGALP00000002656	ENSDARP00000121482
ENSGALP00000038881	ENSDARP00000094415
ENSGALP00000011775	ENSDARP00000075715
ENSGALP00000015453	ENSDARP00000126559
ENSGALP00000027403	ENSDARP00000060839
ENSGALP00000007236	ENSDARP00000089504
ENSGALP00000003312	ENSDARP00000098078
ENSGALP00000003312	ENSDARP00000098792
ENSGALP00000040063	ENSDARP00000069524
ENSGALP00000000226	ENSDARP00000035681
ENSGALP00000000226	ENSDARP00000092349
ENSGALP00000039141	ENSDARP00000009194
ENSGALP00000022145	ENSDARP00000094388
ENSGALP00000022145	ENSDARP00000092988
ENSGALP00000018575	ENSDARP00000047463
ENSGALP00000024854	ENSDARP00000031014
ENSGALP00000024854	ENSDARP00000054878
ENSGALP00000010334	ENSDARP00000073630
ENSGALP00000021933	ENSDARP00000090059
ENSGALP00000016251	ENSDARP00000058106
ENSGALP00000004488	ENSDARP00000102660
ENSGALP00000032358	ENSDARP00000108838
ENSGALP00000024698	ENSDARP00000113543
ENSGALP00000001957	ENSDARP00000111346
ENSGALP00000013029	ENSDARP00000073029
ENSGALP00000004227	ENSDARP00000033355
ENSGALP00000025258	ENSDARP00000083382
ENSGALP00000002172	ENSDARP00000038801
ENSGALP00000041134	ENSDARP00000017863
ENSGALP00000005045	ENSDARP00000058604
ENSGALP00000015394	ENSDARP00000099794
ENSGALP00000015394	ENSDARP00000021000
ENSGALP00000016606	ENSDARP00000104494
ENSGALP00000002259	ENSDARP00000049571
ENSGALP00000001507	ENSDARP00000071111
ENSGALP00000010775	ENSDARP00000075597
ENSGALP00000020064	ENSDARP00000090402
ENSGALP00000008735	ENSDARP00000074914
ENSGALP00000001002	ENSDARP00000093632
ENSGALP00000001002	ENSDARP00000018018
ENSGALP00000013273	ENSDARP00000054207
ENSGALP00000000379	ENSDARP00000072858
ENSGALP00000000379	ENSDARP00000023322
ENSGALP00000005343	ENSDARP00000074126
ENSGALP00000012623	ENSDARP00000127813
ENSGALP00000022402	ENSDARP00000074789
ENSGALP00000043436	ENSDARP00000119187
ENSGALP00000004714	ENSDARP00000099725
ENSGALP00000019492	ENSDARP00000083043
ENSGALP00000019492	ENSDARP00000072946
ENSGALP00000028302	ENSDARP00000098966
ENSGALP00000028302	ENSDARP00000107549
ENSGALP00000040836	ENSDARP00000072525
ENSGALP00000010899	ENSDARP00000066929
ENSGALP00000005536	ENSDARP00000084917
ENSGALP00000018828	ENSDARP00000005947
ENSGALP00000036796	ENSDARP00000128561
ENSGALP00000036796	ENSDARP00000009878
ENSGALP00000016527	ENSDARP00000129484
ENSGALP00000024204	ENSDARP00000105025
ENSGALP00000003009	ENSDARP00000121511
ENSGALP00000022123	ENSDARP00000089816
ENSGALP00000004536	ENSDARP00000098256
ENSGALP00000004536	ENSDARP00000100929
ENSGALP00000023550	ENSDARP00000029170
ENSGALP00000017517	ENSDARP00000047211
ENSGALP00000020666	ENSDARP00000058585
ENSGALP00000006196	ENSDARP00000025759
ENSGALP00000007019	ENSDARP00000051182
ENSGALP00000007019	ENSDARP00000022307
ENSGALP00000016915	ENSDARP00000075657
ENSGALP00000016915	ENSDARP00000120681
ENSGALP00000019336	ENSDARP00000023186
ENSGALP00000019336	ENSDARP00000042375
ENSGALP00000001891	ENSDARP00000090723
ENSGALP00000004799	ENSDARP00000072618
ENSGALP00000022414	ENSDARP00000033740
ENSGALP00000033759	ENSDARP00000129488
ENSGALP00000037625	ENSDARP00000088419
ENSGALP00000027015	ENSDARP00000069175
ENSGALP00000011112	ENSDARP00000016016
ENSGALP00000006157	ENSDARP00000023444
ENSGALP00000012094	ENSDARP00000108944
ENSGALP00000005948	ENSDARP00000024847
ENSGALP00000000070	ENSDARP00000057761
ENSGALP00000026388	ENSDARP00000062440
ENSGALP00000013630	ENSDARP00000112499
ENSGALP00000013630	ENSDARP00000099342
ENSGALP00000041087	ENSDARP00000102849
ENSGALP00000005215	ENSDARP00000020323
ENSGALP00000017938	ENSDARP00000082397
ENSGALP00000037463	ENSDARP00000075935
ENSGALP00000016403	ENSDARP00000093298
ENSGALP00000020075	ENSDARP00000116849
ENSGALP00000000830	ENSDARP00000113979
ENSGALP00000018708	ENSDARP00000106673
ENSGALP00000039645	ENSDARP00000080946
ENSGALP00000021255	ENSDARP00000066759
ENSGALP00000019248	ENSDARP00000061543
ENSGALP00000022285	ENSDARP00000094421
ENSGALP00000012973	ENSDARP00000061664
ENSGALP00000019271	ENSDARP00000025119
ENSGALP00000013431	ENSDARP00000112333
ENSGALP00000020147	ENSDARP00000022256
ENSGALP00000037408	ENSDARP00000067557
ENSGALP00000014788	ENSDARP00000004926
ENSGALP00000015846	ENSDARP00000110193
ENSGALP00000023166	ENSDARP00000063922
ENSGALP00000007487	ENSDARP00000022858
ENSGALP00000007481	ENSDARP00000015461
ENSGALP00000029363	ENSDARP00000083337
ENSGALP00000038869	ENSDARP00000062417
ENSGALP00000038362	ENSDARP00000062993
ENSGALP00000027936	ENSDARP00000111972
ENSGALP00000041620	ENSDARP00000046901
ENSGALP00000041620	ENSDARP00000021450
ENSGALP00000009169	ENSDARP00000117779
ENSGALP00000020439	ENSDARP00000011011
ENSGALP00000036846	ENSDARP00000113849
ENSGALP00000017609	ENSDARP00000124881
ENSGALP00000030189	ENSDARP00000056318
ENSGALP00000018803	ENSDARP00000090568
ENSGALP00000024484	ENSDARP00000041303
ENSGALP00000012869	ENSDARP00000017217
ENSGALP00000001251	ENSDARP00000076630
ENSGALP00000005680	ENSDARP00000010686
ENSGALP00000018777	ENSDARP00000102576
ENSGALP00000027623	ENSDARP00000005176
ENSGALP00000017545	ENSDARP00000003452
ENSGALP00000017545	ENSDARP00000121522
ENSGALP00000025251	ENSDARP00000088129
ENSGALP00000012427	ENSDARP00000096361
ENSGALP00000027545	ENSDARP00000118121
ENSGALP00000015986	ENSDARP00000008647
ENSGALP00000017339	ENSDARP00000124976
ENSGALP00000023075	ENSDARP00000113369
ENSGALP00000022479	ENSDARP00000083350
ENSGALP00000018963	ENSDARP00000061100
ENSGALP00000020185	ENSDARP00000003814
ENSGALP00000018987	ENSDARP00000104575
ENSGALP00000012493	ENSDARP00000055553
ENSGALP00000021774	ENSDARP00000076240
ENSGALP00000017268	ENSDARP00000009876
ENSGALP00000005322	ENSDARP00000029422
ENSGALP00000012632	ENSDARP00000036580
ENSGALP00000001233	ENSDARP00000031098
ENSGALP00000021367	ENSDARP00000122360
ENSGALP00000019192	ENSDARP00000035728
ENSGALP00000017271	ENSDARP00000057289
ENSGALP00000016816	ENSDARP00000103344
ENSGALP00000025922	ENSDARP00000039099
ENSGALP00000016108	ENSDARP00000121390
ENSGALP00000020221	ENSDARP00000095835
ENSGALP00000008890	ENSDARP00000094818
ENSGALP00000008890	ENSDARP00000100659
ENSGALP00000023954	ENSDARP00000122813
ENSGALP00000037150	ENSDARP00000122798
ENSGALP00000026692	ENSDARP00000034076
ENSGALP00000009954	ENSDARP00000057468
ENSGALP00000009954	ENSDARP00000069664
ENSGALP00000019335	ENSDARP00000042157
ENSGALP00000017349	ENSDARP00000104069
ENSGALP00000013184	ENSDARP00000057878
ENSGALP00000008254	ENSDARP00000118511
ENSGALP00000028028	ENSDARP00000050933
ENSGALP00000018184	ENSDARP00000055753
ENSGALP00000004745	ENSDARP00000013627
ENSGALP00000002093	ENSDARP00000048926
ENSGALP00000000224	ENSDARP00000070780
ENSGALP00000026275	ENSDARP00000008133
ENSGALP00000042924	ENSDARP00000098875
ENSGALP00000020154	ENSDARP00000093249
ENSGALP00000041542	ENSDARP00000052184
ENSGALP00000015672	ENSDARP00000087584
ENSGALP00000021412	ENSDARP00000022060
ENSGALP00000035905	ENSDARP00000109711
ENSGALP00000016215	ENSDARP00000098290
ENSGALP00000000941	ENSDARP00000061774
ENSGALP00000022273	ENSDARP00000072847
ENSGALP00000026569	ENSDARP00000063033
ENSGALP00000038578	ENSDARP00000067287
ENSGALP00000042156	ENSDARP00000103758
ENSGALP00000012879	ENSDARP00000107624
ENSGALP00000042888	ENSDARP00000096613
ENSGALP00000042888	ENSDARP00000069296
ENSGALP00000042209	ENSDARP00000110209
ENSGALP00000043340	ENSDARP00000078551
ENSGALP00000023057	ENSDARP00000116660
ENSGALP00000003872	ENSDARP00000059666
ENSGALP00000001441	ENSDARP00000111582
ENSGALP00000005180	ENSDARP00000054908
ENSGALP00000026266	ENSDARP00000106559
ENSGALP00000000468	ENSDARP00000096969
ENSGALP00000012909	ENSDARP00000065863
ENSGALP00000016477	ENSDARP00000009109
ENSGALP00000019893	ENSDARP00000099718
ENSGALP00000029965	ENSDARP00000066387
ENSGALP00000043306	ENSDARP00000073799
ENSGALP00000043306	ENSDARP00000052645
ENSGALP00000016133	ENSDARP00000040032
ENSGALP00000007395	ENSDARP00000103873
ENSGALP00000023728	ENSDARP00000122613
ENSGALP00000023728	ENSDARP00000074153
ENSGALP00000024792	ENSDARP00000054860
ENSGALP00000036266	ENSDARP00000110784
ENSGALP00000010756	ENSDARP00000116242
ENSGALP00000014308	ENSDARP00000025466
ENSGALP00000016313	ENSDARP00000129175
ENSGALP00000027431	ENSDARP00000006173
ENSGALP00000007819	ENSDARP00000010013
ENSGALP00000010223	ENSDARP00000044042
ENSGALP00000004392	ENSDARP00000116237
ENSGALP00000017763	ENSDARP00000106416
ENSGALP00000038673	ENSDARP00000019903
ENSGALP00000025438	ENSDARP00000055486
ENSGALP00000030179	ENSDARP00000115433
ENSGALP00000027595	ENSDARP00000105727
ENSGALP00000017279	ENSDARP00000128519
ENSGALP00000014919	ENSDARP00000062091
ENSGALP00000005566	ENSDARP00000066190
ENSGALP00000024711	ENSDARP00000088640
ENSGALP00000041080	ENSDARP00000121705
ENSGALP00000035834	ENSDARP00000111658
ENSGALP00000035834	ENSDARP00000016213
ENSGALP00000006434	ENSDARP00000104242
ENSGALP00000001461	ENSDARP00000105820
ENSGALP00000012921	ENSDARP00000017149
ENSGALP00000030079	ENSDARP00000102969
ENSGALP00000013386	ENSDARP00000110068
ENSGALP00000004786	ENSDARP00000080925
ENSGALP00000005006	ENSDARP00000108416
ENSGALP00000005006	ENSDARP00000063612
ENSGALP00000015719	ENSDARP00000099617
ENSGALP00000014708	ENSDARP00000071726
ENSGALP00000008087	ENSDARP00000118992
ENSGALP00000037597	ENSDARP00000129851
ENSGALP00000037597	ENSDARP00000088806
ENSGALP00000031297	ENSDARP00000064693
ENSGALP00000009121	ENSDARP00000076519
ENSGALP00000030178	ENSDARP00000076735
ENSGALP00000003113	ENSDARP00000064065
ENSGALP00000009085	ENSDARP00000102047
ENSGALP00000037556	ENSDARP00000050846
ENSGALP00000016737	ENSDARP00000060688
ENSGALP00000023101	ENSDARP00000004687
ENSGALP00000040768	ENSDARP00000121982
ENSGALP00000042705	ENSDARP00000031745
ENSGALP00000017044	ENSDARP00000037419
ENSGALP00000015548	ENSDARP00000116409
ENSGALP00000029036	ENSDARP00000109353
ENSGALP00000016237	ENSDARP00000018505
ENSGALP00000003329	ENSDARP00000067095
ENSGALP00000040671	ENSDARP00000124362
ENSGALP00000019873	ENSDARP00000097615
ENSGALP00000023891	ENSDARP00000060189
ENSGALP00000043475	ENSDARP00000123267
ENSGALP00000010258	ENSDARP00000068017
ENSGALP00000021808	ENSDARP00000101015
ENSGALP00000041959	ENSDARP00000037304
ENSGALP00000009058	ENSDARP00000106732
ENSGALP00000009058	ENSDARP00000098431
ENSGALP00000012652	ENSDARP00000038195
ENSGALP00000002281	ENSDARP00000105984
ENSGALP00000023543	ENSDARP00000076893
ENSGALP00000022539	ENSDARP00000063150
ENSGALP00000022539	ENSDARP00000088158
ENSGALP00000043152	ENSDARP00000124404
ENSGALP00000043152	ENSDARP00000098601
ENSGALP00000001394	ENSDARP00000106280
ENSGALP00000015591	ENSDARP00000056900
ENSGALP00000022410	ENSDARP00000044114
ENSGALP00000042057	ENSDARP00000032165
ENSGALP00000017134	ENSDARP00000126427
ENSGALP00000017240	ENSDARP00000067396
ENSGALP00000004091	ENSDARP00000070899
ENSGALP00000042578	ENSDARP00000111067
ENSGALP00000040677	ENSDARP00000034563
ENSGALP00000019563	ENSDARP00000050244
ENSGALP00000004983	ENSDARP00000127074
ENSGALP00000003213	ENSDARP00000071703
ENSGALP00000015500	ENSDARP00000012858
ENSGALP00000008013	ENSDARP00000087580
ENSGALP00000041296	ENSDARP00000097688
ENSGALP00000003788	ENSDARP00000124120
ENSGALP00000000293	ENSDARP00000051775
ENSGALP00000026970	ENSDARP00000081745
ENSGALP00000021294	ENSDARP00000118997
ENSGALP00000005042	ENSDARP00000085187
ENSGALP00000019392	ENSDARP00000124644
ENSGALP00000020561	ENSDARP00000101805
ENSGALP00000013669	ENSDARP00000059298
ENSGALP00000008362	ENSDARP00000118262
ENSGALP00000006641	ENSDARP00000013430
ENSGALP00000001512	ENSDARP00000089349
ENSGALP00000003063	ENSDARP00000069707
ENSGALP00000013779	ENSDARP00000095658
ENSGALP00000018452	ENSDARP00000110958
ENSGALP00000022761	ENSDARP00000011401
ENSGALP00000032180	ENSDARP00000111216
ENSGALP00000013388	ENSDARP00000011083
ENSGALP00000037377	ENSDARP00000034129
ENSGALP00000037377	ENSDARP00000016859
ENSGALP00000041782	ENSDARP00000074854
ENSGALP00000009002	ENSDARP00000016047
ENSGALP00000003183	ENSDARP00000106414
ENSGALP00000025002	ENSDARP00000076357
ENSGALP00000024797	ENSDARP00000104141
ENSGALP00000021940	ENSDARP00000123531
ENSGALP00000021959	ENSDARP00000127123
ENSGALP00000021959	ENSDARP00000101527
ENSGALP00000033977	ENSDARP00000054152
ENSGALP00000022278	ENSDARP00000126448
ENSGALP00000004465	ENSDARP00000061760
ENSGALP00000031702	ENSDARP00000116217
ENSGALP00000000373	ENSDARP00000081096
ENSGALP00000005824	ENSDARP00000005238
ENSGALP00000005037	ENSDARP00000052644
ENSGALP00000019901	ENSDARP00000072369
ENSGALP00000024360	ENSDARP00000014201
ENSGALP00000024360	ENSDARP00000041904
ENSGALP00000025249	ENSDARP00000047953
ENSGALP00000001415	ENSDARP00000048639
ENSGALP00000018082	ENSDARP00000024817
ENSGALP00000032417	ENSDARP00000058031
ENSGALP00000019039	ENSDARP00000062555
ENSGALP00000038877	ENSDARP00000043430
ENSGALP00000025890	ENSDARP00000006378
ENSGALP00000015219	ENSDARP00000027131
