ENSORLP00000017023	ENSMUSP00000034074
ENSORLP00000013531	ENSMUSP00000083844
ENSORLP00000003562	ENSMUSP00000006632
ENSORLP00000001863	ENSMUSP00000029542
ENSORLP00000008930	ENSMUSP00000025505
ENSORLP00000017888	ENSMUSP00000026866
ENSORLP00000014328	ENSMUSP00000021183
ENSORLP00000001064	ENSMUSP00000056805
ENSORLP00000012911	ENSMUSP00000092672
ENSORLP00000013119	ENSMUSP00000119565
ENSORLP00000013715	ENSMUSP00000136717
ENSORLP00000003930	ENSMUSP00000093980
ENSORLP00000000652	ENSMUSP00000010278
ENSORLP00000023541	ENSMUSP00000128888
ENSORLP00000001502	ENSMUSP00000048450
ENSORLP00000002214	ENSMUSP00000024873
ENSORLP00000014742	ENSMUSP00000065511
ENSORLP00000021488	ENSMUSP00000092548
ENSORLP00000020791	ENSMUSP00000016034
ENSORLP00000025084	ENSMUSP00000029386
ENSORLP00000020383	ENSMUSP00000110250
ENSORLP00000018942	ENSMUSP00000110128
ENSORLP00000002610	ENSMUSP00000048204
ENSORLP00000012332	ENSMUSP00000058599
ENSORLP00000024787	ENSMUSP00000136768
ENSORLP00000021270	ENSMUSP00000018877
ENSORLP00000003894	ENSMUSP00000035230
ENSORLP00000003372	ENSMUSP00000027444
ENSORLP00000011468	ENSMUSP00000036491
ENSORLP00000020957	ENSMUSP00000027876
ENSORLP00000013455	ENSMUSP00000031091
ENSORLP00000007237	ENSMUSP00000036093
ENSORLP00000001095	ENSMUSP00000029179
ENSORLP00000013783	ENSMUSP00000006061
ENSORLP00000005430	ENSMUSP00000020756
ENSORLP00000002887	ENSMUSP00000070018
ENSORLP00000015573	ENSMUSP00000006217
ENSORLP00000022470	ENSMUSP00000029256
ENSORLP00000001496	ENSMUSP00000048001
ENSORLP00000016869	ENSMUSP00000036253
ENSORLP00000021500	ENSMUSP00000078050
ENSORLP00000002723	ENSMUSP00000029911
ENSORLP00000019119	ENSMUSP00000025930
ENSORLP00000010042	ENSMUSP00000055656
ENSORLP00000001771	ENSMUSP00000004507
ENSORLP00000005692	ENSMUSP00000090510
ENSORLP00000019231	ENSMUSP00000045126
ENSORLP00000008555	ENSMUSP00000116627
ENSORLP00000010651	ENSMUSP00000004343
ENSORLP00000013696	ENSMUSP00000028470
ENSORLP00000019020	ENSMUSP00000019722
ENSORLP00000007084	ENSMUSP00000025675
ENSORLP00000000651	ENSMUSP00000051177
ENSORLP00000017372	ENSMUSP00000110872
ENSORLP00000004544	ENSMUSP00000129300
ENSORLP00000016481	ENSMUSP00000083057
ENSORLP00000016281	ENSMUSP00000097144
ENSORLP00000025873	ENSMUSP00000080643
ENSORLP00000024273	ENSMUSP00000053325
ENSORLP00000007375	ENSMUSP00000034406
ENSORLP00000018012	ENSMUSP00000115011
ENSORLP00000013574	ENSMUSP00000090882
ENSORLP00000013986	ENSMUSP00000026625
ENSORLP00000016291	ENSMUSP00000069840
ENSORLP00000004252	ENSMUSP00000041650
ENSORLP00000015275	ENSMUSP00000059159
ENSORLP00000004736	ENSMUSP00000010201
ENSORLP00000006543	ENSMUSP00000029047
ENSORLP00000014104	ENSMUSP00000106329
ENSORLP00000019001	ENSMUSP00000075609
ENSORLP00000023400	ENSMUSP00000024957
ENSORLP00000012503	ENSMUSP00000028250
ENSORLP00000002051	ENSMUSP00000064622
ENSORLP00000001934	ENSMUSP00000031262
ENSORLP00000018584	ENSMUSP00000113343
ENSORLP00000008476	ENSMUSP00000048595
ENSORLP00000025703	ENSMUSP00000099325
ENSORLP00000009683	ENSMUSP00000033934
ENSORLP00000011401	ENSMUSP00000128382
ENSORLP00000014572	ENSMUSP00000024981
ENSORLP00000006075	ENSMUSP00000132287
ENSORLP00000014428	ENSMUSP00000059494
ENSORLP00000009184	ENSMUSP00000092009
ENSORLP00000023395	ENSMUSP00000049156
ENSORLP00000014658	ENSMUSP00000032877
ENSORLP00000009330	ENSMUSP00000125492
ENSORLP00000020142	ENSMUSP00000068004
ENSORLP00000012458	ENSMUSP00000106999
ENSORLP00000005602	ENSMUSP00000019447
ENSORLP00000006284	ENSMUSP00000003529
ENSORLP00000009293	ENSMUSP00000036971
ENSORLP00000008680	ENSMUSP00000054367
ENSORLP00000015913	ENSMUSP00000022227
ENSORLP00000025874	ENSMUSP00000028911
ENSORLP00000006498	ENSMUSP00000087208
ENSORLP00000018917	ENSMUSP00000034234
ENSORLP00000025713	ENSMUSP00000114844
ENSORLP00000023476	ENSMUSP00000043355
ENSORLP00000016393	ENSMUSP00000022518
ENSORLP00000003947	ENSMUSP00000009102
ENSORLP00000003958	ENSMUSP00000002845
ENSORLP00000009329	ENSMUSP00000043519
ENSORLP00000015930	ENSMUSP00000007559
ENSORLP00000002112	ENSMUSP00000070821
ENSORLP00000011024	ENSMUSP00000043896
ENSORLP00000014191	ENSMUSP00000013737
ENSORLP00000024536	ENSMUSP00000067830
ENSORLP00000023123	ENSMUSP00000019517
ENSORLP00000010827	ENSMUSP00000021416
ENSORLP00000018088	ENSMUSP00000099654
ENSORLP00000003183	ENSMUSP00000095149
ENSORLP00000018284	ENSMUSP00000032841
ENSORLP00000011512	ENSMUSP00000137597
ENSORLP00000014626	ENSMUSP00000099383
ENSORLP00000009787	ENSMUSP00000034929
ENSORLP00000018879	ENSMUSP00000024486
ENSORLP00000020093	ENSMUSP00000114504
ENSORLP00000006556	ENSMUSP00000022577
ENSORLP00000001074	ENSMUSP00000029105
ENSORLP00000001114	ENSMUSP00000035506
ENSORLP00000022186	ENSMUSP00000029842
ENSORLP00000010753	ENSMUSP00000139026
ENSORLP00000012253	ENSMUSP00000033282
ENSORLP00000005880	ENSMUSP00000067701
ENSORLP00000020228	ENSMUSP00000045792
ENSORLP00000004388	ENSMUSP00000049759
ENSORLP00000003834	ENSMUSP00000065198
ENSORLP00000005299	ENSMUSP00000030313
ENSORLP00000021548	ENSMUSP00000070834
ENSORLP00000012715	ENSMUSP00000108771
ENSORLP00000012358	ENSMUSP00000028592
ENSORLP00000022701	ENSMUSP00000048482
ENSORLP00000001907	ENSMUSP00000092409
ENSORLP00000017635	ENSMUSP00000059471
ENSORLP00000020022	ENSMUSP00000051206
ENSORLP00000020128	ENSMUSP00000051206
ENSORLP00000006171	ENSMUSP00000022462
ENSORLP00000014181	ENSMUSP00000099758
ENSORLP00000022289	ENSMUSP00000103768
ENSORLP00000021433	ENSMUSP00000046558
ENSORLP00000021051	ENSMUSP00000046558
ENSORLP00000022583	ENSMUSP00000036915
ENSORLP00000011645	ENSMUSP00000017443
ENSORLP00000009099	ENSMUSP00000069078
ENSORLP00000013214	ENSMUSP00000001611
ENSORLP00000024920	ENSMUSP00000120840
ENSORLP00000019023	ENSMUSP00000138581
ENSORLP00000008636	ENSMUSP00000071719
ENSORLP00000005886	ENSMUSP00000025101
ENSORLP00000025216	ENSMUSP00000110011
ENSORLP00000019703	ENSMUSP00000112121
ENSORLP00000018953	ENSMUSP00000018572
ENSORLP00000001003	ENSMUSP00000082374
ENSORLP00000003887	ENSMUSP00000024972
ENSORLP00000012605	ENSMUSP00000027623
ENSORLP00000007151	ENSMUSP00000059166
ENSORLP00000017577	ENSMUSP00000034079
ENSORLP00000011071	ENSMUSP00000008094
ENSORLP00000010927	ENSMUSP00000008094
ENSORLP00000013372	ENSMUSP00000081889
ENSORLP00000001916	ENSMUSP00000110822
ENSORLP00000017623	ENSMUSP00000017622
ENSORLP00000005462	ENSMUSP00000015333
ENSORLP00000011348	ENSMUSP00000072800
ENSORLP00000018950	ENSMUSP00000072800
ENSORLP00000013781	ENSMUSP00000129738
ENSORLP00000004212	ENSMUSP00000046517
ENSORLP00000011631	ENSMUSP00000125874
ENSORLP00000025615	ENSMUSP00000091312
ENSORLP00000018083	ENSMUSP00000043790
ENSORLP00000001282	ENSMUSP00000134781
ENSORLP00000020946	ENSMUSP00000043143
ENSORLP00000012440	ENSMUSP00000116575
ENSORLP00000018343	ENSMUSP00000114906
ENSORLP00000006531	ENSMUSP00000036482
ENSORLP00000011498	ENSMUSP00000138112
ENSORLP00000012186	ENSMUSP00000125288
ENSORLP00000017031	ENSMUSP00000038938
ENSORLP00000013062	ENSMUSP00000108517
ENSORLP00000020035	ENSMUSP00000030536
ENSORLP00000006349	ENSMUSP00000061835
ENSORLP00000022060	ENSMUSP00000103762
ENSORLP00000015095	ENSMUSP00000063450
ENSORLP00000016772	ENSMUSP00000032887
ENSORLP00000009964	ENSMUSP00000115882
ENSORLP00000009886	ENSMUSP00000088725
ENSORLP00000014708	ENSMUSP00000034392
ENSORLP00000021098	ENSMUSP00000045437
ENSORLP00000016797	ENSMUSP00000032410
ENSORLP00000022162	ENSMUSP00000117009
ENSORLP00000007673	ENSMUSP00000030980
ENSORLP00000021342	ENSMUSP00000107939
ENSORLP00000022129	ENSMUSP00000037484
ENSORLP00000025044	ENSMUSP00000097156
ENSORLP00000012665	ENSMUSP00000042009
ENSORLP00000016358	ENSMUSP00000038367
ENSORLP00000020612	ENSMUSP00000024725
ENSORLP00000024124	ENSMUSP00000043390
ENSORLP00000005495	ENSMUSP00000050647
ENSORLP00000017947	ENSMUSP00000023630
ENSORLP00000005028	ENSMUSP00000038387
ENSORLP00000025389	ENSMUSP00000045948
ENSORLP00000018158	ENSMUSP00000030675
ENSORLP00000002949	ENSMUSP00000127662
ENSORLP00000016224	ENSMUSP00000023913
ENSORLP00000003904	ENSMUSP00000109109
ENSORLP00000018616	ENSMUSP00000020049
ENSORLP00000007518	ENSMUSP00000120658
ENSORLP00000012696	ENSMUSP00000027846
ENSORLP00000015840	ENSMUSP00000043439
ENSORLP00000005944	ENSMUSP00000104146
ENSORLP00000007153	ENSMUSP00000104496
ENSORLP00000020525	ENSMUSP00000108526
ENSORLP00000005930	ENSMUSP00000040347
ENSORLP00000002084	ENSMUSP00000129441
ENSORLP00000004838	ENSMUSP00000047761
ENSORLP00000011804	ENSMUSP00000070109
ENSORLP00000023721	ENSMUSP00000023019
ENSORLP00000011773	ENSMUSP00000056485
ENSORLP00000007589	ENSMUSP00000034896
ENSORLP00000020947	ENSMUSP00000095783
ENSORLP00000018483	ENSMUSP00000095783
ENSORLP00000018537	ENSMUSP00000048319
ENSORLP00000020137	ENSMUSP00000020493
ENSORLP00000017611	ENSMUSP00000047700
ENSORLP00000021676	ENSMUSP00000074025
ENSORLP00000021354	ENSMUSP00000087636
ENSORLP00000015340	ENSMUSP00000027257
ENSORLP00000014820	ENSMUSP00000103845
ENSORLP00000018191	ENSMUSP00000054210
ENSORLP00000020269	ENSMUSP00000054210
ENSORLP00000017232	ENSMUSP00000103068
ENSORLP00000009252	ENSMUSP00000048826
ENSORLP00000010908	ENSMUSP00000039853
ENSORLP00000020894	ENSMUSP00000024946
ENSORLP00000012913	ENSMUSP00000095572
ENSORLP00000004894	ENSMUSP00000050854
ENSORLP00000019606	ENSMUSP00000031345
ENSORLP00000012497	ENSMUSP00000028251
ENSORLP00000000378	ENSMUSP00000026823
ENSORLP00000020752	ENSMUSP00000136163
ENSORLP00000015234	ENSMUSP00000024736
ENSORLP00000020287	ENSMUSP00000046536
ENSORLP00000022586	ENSMUSP00000072018
ENSORLP00000000050	ENSMUSP00000062887
ENSORLP00000010617	ENSMUSP00000021313
ENSORLP00000017323	ENSMUSP00000027970
ENSORLP00000023551	ENSMUSP00000003946
ENSORLP00000021115	ENSMUSP00000109236
ENSORLP00000001757	ENSMUSP00000028835
ENSORLP00000006388	ENSMUSP00000022345
ENSORLP00000019870	ENSMUSP00000069017
ENSORLP00000001382	ENSMUSP00000027357
ENSORLP00000012674	ENSMUSP00000023365
ENSORLP00000012990	ENSMUSP00000045162
ENSORLP00000010357	ENSMUSP00000045162
ENSORLP00000010583	ENSMUSP00000102929
ENSORLP00000001143	ENSMUSP00000027338
ENSORLP00000003942	ENSMUSP00000022586
ENSORLP00000000272	ENSMUSP00000032920
ENSORLP00000008249	ENSMUSP00000001757
ENSORLP00000008915	ENSMUSP00000031588
ENSORLP00000014177	ENSMUSP00000097912
ENSORLP00000024979	ENSMUSP00000066679
ENSORLP00000007877	ENSMUSP00000083341
ENSORLP00000017227	ENSMUSP00000018516
ENSORLP00000020504	ENSMUSP00000022528
ENSORLP00000022916	ENSMUSP00000031678
ENSORLP00000018797	ENSMUSP00000057905
ENSORLP00000015379	ENSMUSP00000018803
ENSORLP00000021807	ENSMUSP00000019862
ENSORLP00000019205	ENSMUSP00000076090
ENSORLP00000013502	ENSMUSP00000033173
ENSORLP00000013676	ENSMUSP00000099710
ENSORLP00000014266	ENSMUSP00000022721
ENSORLP00000021129	ENSMUSP00000024763
ENSORLP00000006772	ENSMUSP00000030265
ENSORLP00000018055	ENSMUSP00000034803
ENSORLP00000002799	ENSMUSP00000103857
ENSORLP00000018349	ENSMUSP00000055776
ENSORLP00000003506	ENSMUSP00000042825
ENSORLP00000004773	ENSMUSP00000038576
ENSORLP00000021713	ENSMUSP00000049124
ENSORLP00000021995	ENSMUSP00000034465
ENSORLP00000003583	ENSMUSP00000104116
ENSORLP00000003450	ENSMUSP00000134259
ENSORLP00000011788	ENSMUSP00000096898
ENSORLP00000021581	ENSMUSP00000002805
ENSORLP00000011385	ENSMUSP00000058832
ENSORLP00000015077	ENSMUSP00000094808
ENSORLP00000006784	ENSMUSP00000044350
ENSORLP00000013566	ENSMUSP00000037459
ENSORLP00000005555	ENSMUSP00000030661
ENSORLP00000009983	ENSMUSP00000120106
ENSORLP00000012668	ENSMUSP00000116608
ENSORLP00000021539	ENSMUSP00000089808
ENSORLP00000019007	ENSMUSP00000034429
ENSORLP00000013689	ENSMUSP00000034457
ENSORLP00000025796	ENSMUSP00000043442
ENSORLP00000008844	ENSMUSP00000132443
ENSORLP00000022673	ENSMUSP00000042391
ENSORLP00000005566	ENSMUSP00000030662
ENSORLP00000015467	ENSMUSP00000023873
ENSORLP00000024535	ENSMUSP00000084252
ENSORLP00000018811	ENSMUSP00000108131
ENSORLP00000016088	ENSMUSP00000006900
ENSORLP00000014913	ENSMUSP00000056027
ENSORLP00000015675	ENSMUSP00000126603
ENSORLP00000002547	ENSMUSP00000027503
ENSORLP00000007354	ENSMUSP00000053145
ENSORLP00000017592	ENSMUSP00000092839
ENSORLP00000004732	ENSMUSP00000062326
ENSORLP00000005569	ENSMUSP00000022716
ENSORLP00000015617	ENSMUSP00000109858
ENSORLP00000016786	ENSMUSP00000034393
ENSORLP00000020379	ENSMUSP00000033961
ENSORLP00000024637	ENSMUSP00000021817
ENSORLP00000006932	ENSMUSP00000020794
ENSORLP00000019302	ENSMUSP00000070548
ENSORLP00000018361	ENSMUSP00000060026
ENSORLP00000004738	ENSMUSP00000046658
ENSORLP00000020606	ENSMUSP00000038375
ENSORLP00000006828	ENSMUSP00000099748
ENSORLP00000016667	ENSMUSP00000033121
ENSORLP00000021598	ENSMUSP00000065228
ENSORLP00000006293	ENSMUSP00000070098
ENSORLP00000008333	ENSMUSP00000034264
ENSORLP00000021826	ENSMUSP00000071078
ENSORLP00000013735	ENSMUSP00000125623
ENSORLP00000013556	ENSMUSP00000048395
ENSORLP00000024758	ENSMUSP00000062410
ENSORLP00000001254	ENSMUSP00000127413
ENSORLP00000011434	ENSMUSP00000021370
ENSORLP00000008564	ENSMUSP00000026986
ENSORLP00000014036	ENSMUSP00000008517
ENSORLP00000008625	ENSMUSP00000112790
ENSORLP00000021194	ENSMUSP00000060835
ENSORLP00000009708	ENSMUSP00000103518
ENSORLP00000013488	ENSMUSP00000032406
ENSORLP00000021191	ENSMUSP00000055318
ENSORLP00000000208	ENSMUSP00000079937
ENSORLP00000004048	ENSMUSP00000022601
ENSORLP00000020506	ENSMUSP00000027380
ENSORLP00000007038	ENSMUSP00000055455
ENSORLP00000001157	ENSMUSP00000063461
ENSORLP00000004727	ENSMUSP00000022751
ENSORLP00000005912	ENSMUSP00000051782
ENSORLP00000021640	ENSMUSP00000120016
ENSORLP00000016098	ENSMUSP00000019276
ENSORLP00000015448	ENSMUSP00000034859
ENSORLP00000004815	ENSMUSP00000099760
ENSORLP00000014942	ENSMUSP00000020488
ENSORLP00000013798	ENSMUSP00000022680
ENSORLP00000002811	ENSMUSP00000023449
ENSORLP00000015357	ENSMUSP00000032485
ENSORLP00000015197	ENSMUSP00000004379
ENSORLP00000009380	ENSMUSP00000101477
ENSORLP00000008034	ENSMUSP00000028907
ENSORLP00000025726	ENSMUSP00000035304
ENSORLP00000022786	ENSMUSP00000027478
ENSORLP00000009822	ENSMUSP00000030365
ENSORLP00000025757	ENSMUSP00000043033
ENSORLP00000002262	ENSMUSP00000096880
ENSORLP00000011867	ENSMUSP00000112116
ENSORLP00000014060	ENSMUSP00000127142
ENSORLP00000022597	ENSMUSP00000050532
ENSORLP00000012470	ENSMUSP00000065352
ENSORLP00000007767	ENSMUSP00000022063
ENSORLP00000025074	ENSMUSP00000005015
ENSORLP00000009869	ENSMUSP00000020579
ENSORLP00000025605	ENSMUSP00000030360
ENSORLP00000012228	ENSMUSP00000033276
ENSORLP00000015888	ENSMUSP00000030446
ENSORLP00000000334	ENSMUSP00000095441
ENSORLP00000020398	ENSMUSP00000080512
ENSORLP00000025242	ENSMUSP00000026976
ENSORLP00000002861	ENSMUSP00000092410
ENSORLP00000019920	ENSMUSP00000113928
ENSORLP00000021557	ENSMUSP00000132516
ENSORLP00000001970	ENSMUSP00000053216
ENSORLP00000011635	ENSMUSP00000031628
ENSORLP00000021221	ENSMUSP00000132614
ENSORLP00000017007	ENSMUSP00000117971
ENSORLP00000022214	ENSMUSP00000020002
ENSORLP00000016409	ENSMUSP00000031053
ENSORLP00000020811	ENSMUSP00000109484
ENSORLP00000021690	ENSMUSP00000022135
ENSORLP00000001827	ENSMUSP00000049280
ENSORLP00000012008	ENSMUSP00000034205
ENSORLP00000001576	ENSMUSP00000036141
ENSORLP00000024585	ENSMUSP00000023213
ENSORLP00000010393	ENSMUSP00000031289
ENSORLP00000023917	ENSMUSP00000034094
ENSORLP00000010988	ENSMUSP00000103348
ENSORLP00000014612	ENSMUSP00000059056
ENSORLP00000018583	ENSMUSP00000027358
ENSORLP00000018296	ENSMUSP00000055295
ENSORLP00000010943	ENSMUSP00000043580
ENSORLP00000010703	ENSMUSP00000065275
ENSORLP00000000996	ENSMUSP00000062811
ENSORLP00000010169	ENSMUSP00000045456
ENSORLP00000012315	ENSMUSP00000001127
ENSORLP00000025429	ENSMUSP00000073171
ENSORLP00000021837	ENSMUSP00000041184
ENSORLP00000006378	ENSMUSP00000133259
ENSORLP00000016942	ENSMUSP00000021157
ENSORLP00000022318	ENSMUSP00000128141
ENSORLP00000011412	ENSMUSP00000112620
ENSORLP00000004233	ENSMUSP00000113247
ENSORLP00000017190	ENSMUSP00000021135
ENSORLP00000002847	ENSMUSP00000124033
ENSORLP00000017796	ENSMUSP00000059173
ENSORLP00000003689	ENSMUSP00000070927
ENSORLP00000005340	ENSMUSP00000088663
ENSORLP00000024261	ENSMUSP00000099301
ENSORLP00000013440	ENSMUSP00000123994
ENSORLP00000014305	ENSMUSP00000027193
ENSORLP00000010346	ENSMUSP00000130290
ENSORLP00000021431	ENSMUSP00000137367
ENSORLP00000004119	ENSMUSP00000025425
ENSORLP00000005424	ENSMUSP00000020580
ENSORLP00000025762	ENSMUSP00000026927
ENSORLP00000007408	ENSMUSP00000042026
ENSORLP00000010401	ENSMUSP00000107678
ENSORLP00000018547	ENSMUSP00000058789
ENSORLP00000006158	ENSMUSP00000089498
ENSORLP00000010281	ENSMUSP00000117421
ENSORLP00000016424	ENSMUSP00000135831
ENSORLP00000008110	ENSMUSP00000044751
ENSORLP00000017921	ENSMUSP00000001802
ENSORLP00000018199	ENSMUSP00000112600
ENSORLP00000014640	ENSMUSP00000047413
ENSORLP00000010571	ENSMUSP00000128620
ENSORLP00000017687	ENSMUSP00000103709
ENSORLP00000013626	ENSMUSP00000084882
ENSORLP00000023408	ENSMUSP00000040975
ENSORLP00000018959	ENSMUSP00000018522
ENSORLP00000006926	ENSMUSP00000054788
ENSORLP00000011587	ENSMUSP00000043543
ENSORLP00000013583	ENSMUSP00000025170
ENSORLP00000021798	ENSMUSP00000057238
ENSORLP00000005829	ENSMUSP00000031539
ENSORLP00000001367	ENSMUSP00000025178
ENSORLP00000016005	ENSMUSP00000034313
ENSORLP00000004046	ENSMUSP00000092897
ENSORLP00000013501	ENSMUSP00000016781
ENSORLP00000019905	ENSMUSP00000009256
ENSORLP00000005704	ENSMUSP00000093110
ENSORLP00000018700	ENSMUSP00000099532
ENSORLP00000022207	ENSMUSP00000040707
ENSORLP00000003133	ENSMUSP00000104923
ENSORLP00000023804	ENSMUSP00000026735
ENSORLP00000025841	ENSMUSP00000108313
ENSORLP00000004120	ENSMUSP00000038580
ENSORLP00000013504	ENSMUSP00000096136
ENSORLP00000007904	ENSMUSP00000038298
ENSORLP00000005840	ENSMUSP00000059983
ENSORLP00000003205	ENSMUSP00000023391
ENSORLP00000007640	ENSMUSP00000019614
ENSORLP00000007105	ENSMUSP00000002048
ENSORLP00000007751	ENSMUSP00000096954
ENSORLP00000000785	ENSMUSP00000022980
ENSORLP00000025269	ENSMUSP00000020970
ENSORLP00000018796	ENSMUSP00000014812
ENSORLP00000022139	ENSMUSP00000021411
ENSORLP00000025608	ENSMUSP00000059741
ENSORLP00000015280	ENSMUSP00000105716
ENSORLP00000002923	ENSMUSP00000040944
ENSORLP00000014216	ENSMUSP00000068590
ENSORLP00000011928	ENSMUSP00000034278
ENSORLP00000007942	ENSMUSP00000032992
ENSORLP00000023849	ENSMUSP00000002846
ENSORLP00000015941	ENSMUSP00000109703
ENSORLP00000025611	ENSMUSP00000002145
ENSORLP00000004261	ENSMUSP00000072863
ENSORLP00000003909	ENSMUSP00000021285
ENSORLP00000016440	ENSMUSP00000018568
ENSORLP00000003473	ENSMUSP00000124819
ENSORLP00000013631	ENSMUSP00000085170
ENSORLP00000017024	ENSMUSP00000048222
ENSORLP00000010874	ENSMUSP00000022078
ENSORLP00000014538	ENSMUSP00000123935
ENSORLP00000005147	ENSMUSP00000028209
ENSORLP00000006486	ENSMUSP00000030816
ENSORLP00000002931	ENSMUSP00000047569
ENSORLP00000019239	ENSMUSP00000023911
ENSORLP00000007736	ENSMUSP00000076594
ENSORLP00000002365	ENSMUSP00000039463
ENSORLP00000009238	ENSMUSP00000040431
ENSORLP00000015305	ENSMUSP00000003759
ENSORLP00000007494	ENSMUSP00000027285
ENSORLP00000019601	ENSMUSP00000089230
ENSORLP00000011178	ENSMUSP00000072220
ENSORLP00000009110	ENSMUSP00000004868
ENSORLP00000001112	ENSMUSP00000021963
ENSORLP00000015401	ENSMUSP00000026661
ENSORLP00000007057	ENSMUSP00000027867
ENSORLP00000005614	ENSMUSP00000057828
ENSORLP00000009747	ENSMUSP00000099477
ENSORLP00000000004	ENSMUSP00000099477
ENSORLP00000009797	ENSMUSP00000026595
ENSORLP00000010208	ENSMUSP00000009220
ENSORLP00000017041	ENSMUSP00000113864
ENSORLP00000012466	ENSMUSP00000037385
ENSORLP00000024991	ENSMUSP00000019944
ENSORLP00000006844	ENSMUSP00000022656
ENSORLP00000001071	ENSMUSP00000055271
ENSORLP00000007264	ENSMUSP00000020578
ENSORLP00000017361	ENSMUSP00000108290
ENSORLP00000007298	ENSMUSP00000060893
ENSORLP00000012005	ENSMUSP00000061180
ENSORLP00000022429	ENSMUSP00000029950
ENSORLP00000006448	ENSMUSP00000089169
ENSORLP00000022576	ENSMUSP00000061488
ENSORLP00000009368	ENSMUSP00000110835
ENSORLP00000019026	ENSMUSP00000111291
ENSORLP00000010743	ENSMUSP00000011298
ENSORLP00000021944	ENSMUSP00000096441
ENSORLP00000001577	ENSMUSP00000005923
ENSORLP00000018219	ENSMUSP00000098134
ENSORLP00000017951	ENSMUSP00000128126
ENSORLP00000025322	ENSMUSP00000038779
ENSORLP00000008354	ENSMUSP00000028696
ENSORLP00000019252	ENSMUSP00000062039
ENSORLP00000019359	ENSMUSP00000019679
ENSORLP00000014872	ENSMUSP00000027464
ENSORLP00000007124	ENSMUSP00000128022
ENSORLP00000014002	ENSMUSP00000078580
ENSORLP00000007034	ENSMUSP00000035120
ENSORLP00000007487	ENSMUSP00000035120
ENSORLP00000015932	ENSMUSP00000112410
ENSORLP00000009315	ENSMUSP00000117531
ENSORLP00000020867	ENSMUSP00000136313
ENSORLP00000011564	ENSMUSP00000062556
ENSORLP00000019894	ENSMUSP00000062556
ENSORLP00000024800	ENSMUSP00000127250
ENSORLP00000012079	ENSMUSP00000007993
ENSORLP00000006482	ENSMUSP00000121007
ENSORLP00000019911	ENSMUSP00000120659
ENSORLP00000020745	ENSMUSP00000061891
ENSORLP00000005587	ENSMUSP00000030895
ENSORLP00000013383	ENSMUSP00000043492
ENSORLP00000010739	ENSMUSP00000034746
ENSORLP00000009562	ENSMUSP00000034761
ENSORLP00000012180	ENSMUSP00000041800
ENSORLP00000024584	ENSMUSP00000055619
ENSORLP00000023411	ENSMUSP00000024959
ENSORLP00000006062	ENSMUSP00000107245
ENSORLP00000018661	ENSMUSP00000112554
ENSORLP00000010478	ENSMUSP00000085030
ENSORLP00000000093	ENSMUSP00000059871
ENSORLP00000017161	ENSMUSP00000107544
ENSORLP00000001375	ENSMUSP00000028341
ENSORLP00000009986	ENSMUSP00000004686
ENSORLP00000009658	ENSMUSP00000042073
ENSORLP00000001061	ENSMUSP00000021959
ENSORLP00000009280	ENSMUSP00000058887
ENSORLP00000013549	ENSMUSP00000038263
ENSORLP00000008551	ENSMUSP00000025014
ENSORLP00000015108	ENSMUSP00000058680
ENSORLP00000019348	ENSMUSP00000034285
ENSORLP00000024219	ENSMUSP00000099522
ENSORLP00000020844	ENSMUSP00000063042
ENSORLP00000014530	ENSMUSP00000054036
ENSORLP00000013969	ENSMUSP00000075953
ENSORLP00000011996	ENSMUSP00000029158
ENSORLP00000022031	ENSMUSP00000049823
ENSORLP00000022377	ENSMUSP00000024005
ENSORLP00000019531	ENSMUSP00000105370
ENSORLP00000010982	ENSMUSP00000047018
ENSORLP00000016412	ENSMUSP00000046172
ENSORLP00000002720	ENSMUSP00000112640
ENSORLP00000009690	ENSMUSP00000104855
ENSORLP00000007781	ENSMUSP00000104234
ENSORLP00000016302	ENSMUSP00000023851
ENSORLP00000024882	ENSMUSP00000026295
ENSORLP00000007190	ENSMUSP00000088337
ENSORLP00000017467	ENSMUSP00000022104
ENSORLP00000008082	ENSMUSP00000048557
ENSORLP00000022505	ENSMUSP00000029925
ENSORLP00000018271	ENSMUSP00000032840
ENSORLP00000019805	ENSMUSP00000107841
ENSORLP00000024521	ENSMUSP00000058412
ENSORLP00000023018	ENSMUSP00000058412
ENSORLP00000017219	ENSMUSP00000068380
ENSORLP00000013189	ENSMUSP00000125502
ENSORLP00000007425	ENSMUSP00000109613
ENSORLP00000025805	ENSMUSP00000126061
ENSORLP00000017040	ENSMUSP00000110914
ENSORLP00000005671	ENSMUSP00000078123
ENSORLP00000018117	ENSMUSP00000111318
ENSORLP00000001553	ENSMUSP00000091437
ENSORLP00000020691	ENSMUSP00000021676
ENSORLP00000019089	ENSMUSP00000018985
ENSORLP00000010867	ENSMUSP00000043981
ENSORLP00000012346	ENSMUSP00000125314
ENSORLP00000004351	ENSMUSP00000059304
ENSORLP00000009685	ENSMUSP00000022119
ENSORLP00000005982	ENSMUSP00000007046
ENSORLP00000017889	ENSMUSP00000066050
ENSORLP00000017431	ENSMUSP00000034281
ENSORLP00000000507	ENSMUSP00000006760
ENSORLP00000019099	ENSMUSP00000037546
ENSORLP00000006203	ENSMUSP00000072614
ENSORLP00000005086	ENSMUSP00000022791
ENSORLP00000007738	ENSMUSP00000040187
ENSORLP00000008542	ENSMUSP00000069275
ENSORLP00000012708	ENSMUSP00000122435
