ENSTGUP00000008915	ENSGALP00000006197
ENSTGUP00000010908	ENSGALP00000001819
ENSTGUP00000003511	ENSGALP00000038282
ENSTGUP00000005232	ENSGALP00000004606
ENSTGUP00000004238	ENSGALP00000012309
ENSTGUP00000009139	ENSGALP00000009410
ENSTGUP00000008205	ENSGALP00000009313
ENSTGUP00000005708	ENSGALP00000012233
ENSTGUP00000002154	ENSGALP00000016559
ENSTGUP00000013762	ENSGALP00000023975
ENSTGUP00000006687	ENSGALP00000035179
ENSTGUP00000012876	ENSGALP00000026262
ENSTGUP00000013480	ENSGALP00000026504
ENSTGUP00000004696	ENSGALP00000002982
ENSTGUP00000002396	ENSGALP00000020852
ENSTGUP00000005951	ENSGALP00000003139
ENSTGUP00000009126	ENSGALP00000011061
ENSTGUP00000007544	ENSGALP00000009225
ENSTGUP00000017693	ENSGALP00000023557
ENSTGUP00000011442	ENSGALP00000027238
ENSTGUP00000013267	ENSGALP00000042885
ENSTGUP00000003260	ENSGALP00000016018
ENSTGUP00000009146	ENSGALP00000041120
ENSTGUP00000000253	ENSGALP00000034037
ENSTGUP00000010611	ENSGALP00000025100
ENSTGUP00000011738	ENSGALP00000015746
ENSTGUP00000005180	ENSGALP00000024196
ENSTGUP00000012966	ENSGALP00000031668
ENSTGUP00000002316	ENSGALP00000021931
ENSTGUP00000001975	ENSGALP00000019493
ENSTGUP00000006212	ENSGALP00000014089
ENSTGUP00000011233	ENSGALP00000003828
ENSTGUP00000006635	ENSGALP00000006959
ENSTGUP00000009719	ENSGALP00000012481
ENSTGUP00000003002	ENSGALP00000007051
ENSTGUP00000006103	ENSGALP00000008465
ENSTGUP00000010096	ENSGALP00000032625
ENSTGUP00000010699	ENSGALP00000011685
ENSTGUP00000002642	ENSGALP00000016277
ENSTGUP00000002882	ENSGALP00000042913
ENSTGUP00000008147	ENSGALP00000033033
ENSTGUP00000015466	ENSGALP00000006490
ENSTGUP00000009352	ENSGALP00000011852
ENSTGUP00000001761	ENSGALP00000033856
ENSTGUP00000005719	ENSGALP00000002757
ENSTGUP00000008021	ENSGALP00000002730
ENSTGUP00000006215	ENSGALP00000037725
ENSTGUP00000002830	ENSGALP00000014050
ENSTGUP00000009370	ENSGALP00000010331
ENSTGUP00000008289	ENSGALP00000039213
ENSTGUP00000001575	ENSGALP00000042024
ENSTGUP00000002044	ENSGALP00000019326
ENSTGUP00000007141	ENSGALP00000008595
ENSTGUP00000007427	ENSGALP00000026287
ENSTGUP00000009793	ENSGALP00000012073
ENSTGUP00000002077	ENSGALP00000005909
ENSTGUP00000012663	ENSGALP00000017006
ENSTGUP00000000130	ENSGALP00000024700
ENSTGUP00000011438	ENSGALP00000023266
ENSTGUP00000007165	ENSGALP00000001129
ENSTGUP00000000506	ENSGALP00000020578
ENSTGUP00000014023	ENSGALP00000024710
ENSTGUP00000017445	ENSGALP00000004332
ENSTGUP00000006325	ENSGALP00000003826
ENSTGUP00000000595	ENSGALP00000035595
ENSTGUP00000012118	ENSGALP00000027525
ENSTGUP00000010259	ENSGALP00000012459
ENSTGUP00000003380	ENSGALP00000014972
ENSTGUP00000013228	ENSGALP00000018669
ENSTGUP00000009330	ENSGALP00000041986
ENSTGUP00000011849	ENSGALP00000015439
ENSTGUP00000002874	ENSGALP00000004697
ENSTGUP00000002321	ENSGALP00000023917
ENSTGUP00000000733	ENSGALP00000023588
ENSTGUP00000012884	ENSGALP00000025500
ENSTGUP00000005788	ENSGALP00000019690
ENSTGUP00000009387	ENSGALP00000014995
ENSTGUP00000010423	ENSGALP00000013006
ENSTGUP00000015494	ENSGALP00000004054
ENSTGUP00000004106	ENSGALP00000008023
ENSTGUP00000012891	ENSGALP00000021239
ENSTGUP00000002149	ENSGALP00000028982
ENSTGUP00000006236	ENSGALP00000014075
ENSTGUP00000010701	ENSGALP00000019927
ENSTGUP00000012467	ENSGALP00000024544
ENSTGUP00000009263	ENSGALP00000011312
ENSTGUP00000003394	ENSGALP00000001866
ENSTGUP00000009679	ENSGALP00000032616
ENSTGUP00000000317	ENSGALP00000042009
ENSTGUP00000006054	ENSGALP00000003301
ENSTGUP00000003273	ENSGALP00000039808
ENSTGUP00000013741	ENSGALP00000036384
ENSTGUP00000013919	ENSGALP00000024911
ENSTGUP00000000854	ENSGALP00000010861
ENSTGUP00000018241	ENSGALP00000038429
ENSTGUP00000007931	ENSGALP00000002479
ENSTGUP00000017853	ENSGALP00000023343
ENSTGUP00000004275	ENSGALP00000041772
ENSTGUP00000005240	ENSGALP00000041707
ENSTGUP00000009123	ENSGALP00000042456
ENSTGUP00000004115	ENSGALP00000035496
ENSTGUP00000009122	ENSGALP00000009393
ENSTGUP00000013880	ENSGALP00000035584
ENSTGUP00000013485	ENSGALP00000026506
ENSTGUP00000002153	ENSGALP00000001341
ENSTGUP00000008314	ENSGALP00000006940
ENSTGUP00000001633	ENSGALP00000002695
ENSTGUP00000002675	ENSGALP00000006643
ENSTGUP00000006868	ENSGALP00000006992
ENSTGUP00000006006	ENSGALP00000015521
ENSTGUP00000016056	ENSGALP00000002473
ENSTGUP00000005682	ENSGALP00000005850
ENSTGUP00000000950	ENSGALP00000024575
ENSTGUP00000007435	ENSGALP00000001962
ENSTGUP00000013337	ENSGALP00000026347
ENSTGUP00000004833	ENSGALP00000004046
ENSTGUP00000012341	ENSGALP00000016334
ENSTGUP00000004665	ENSGALP00000005593
ENSTGUP00000012097	ENSGALP00000031118
ENSTGUP00000004472	ENSGALP00000033119
ENSTGUP00000004272	ENSGALP00000039728
ENSTGUP00000011718	ENSGALP00000038158
ENSTGUP00000004878	ENSGALP00000039044
ENSTGUP00000008543	ENSGALP00000017350
ENSTGUP00000011739	ENSGALP00000015280
ENSTGUP00000001353	ENSGALP00000032131
ENSTGUP00000000441	ENSGALP00000004724
ENSTGUP00000013506	ENSGALP00000026518
ENSTGUP00000003857	ENSGALP00000035493
ENSTGUP00000006224	ENSGALP00000003801
ENSTGUP00000011689	ENSGALP00000036798
ENSTGUP00000005528	ENSGALP00000005256
ENSTGUP00000010548	ENSGALP00000010085
ENSTGUP00000017388	ENSGALP00000042995
ENSTGUP00000006300	ENSGALP00000003764
ENSTGUP00000003369	ENSGALP00000019931
ENSTGUP00000002435	ENSGALP00000043415
ENSTGUP00000013001	ENSGALP00000027660
ENSTGUP00000003550	ENSGALP00000009880
ENSTGUP00000003540	ENSGALP00000003173
ENSTGUP00000003502	ENSGALP00000000052
ENSTGUP00000008125	ENSGALP00000009960
ENSTGUP00000005745	ENSGALP00000012641
ENSTGUP00000016297	ENSGALP00000015897
ENSTGUP00000004719	ENSGALP00000003084
ENSTGUP00000016832	ENSGALP00000043372
ENSTGUP00000004913	ENSGALP00000003092
ENSTGUP00000008864	ENSGALP00000005678
ENSTGUP00000005653	ENSGALP00000036705
ENSTGUP00000007899	ENSGALP00000041159
ENSTGUP00000009758	ENSGALP00000004791
ENSTGUP00000003604	ENSGALP00000003320
ENSTGUP00000017556	ENSGALP00000005071
ENSTGUP00000003998	ENSGALP00000012689
ENSTGUP00000015374	ENSGALP00000043148
ENSTGUP00000003172	ENSGALP00000002333
ENSTGUP00000006252	ENSGALP00000020708
ENSTGUP00000013716	ENSGALP00000026801
ENSTGUP00000013474	ENSGALP00000019895
ENSTGUP00000004021	ENSGALP00000013918
ENSTGUP00000004845	ENSGALP00000003500
ENSTGUP00000010120	ENSGALP00000023089
ENSTGUP00000000204	ENSGALP00000024759
ENSTGUP00000009035	ENSGALP00000010694
ENSTGUP00000006016	ENSGALP00000011330
ENSTGUP00000012248	ENSGALP00000031950
ENSTGUP00000006646	ENSGALP00000014313
ENSTGUP00000011600	ENSGALP00000000076
ENSTGUP00000000080	ENSGALP00000011160
ENSTGUP00000009881	ENSGALP00000007934
ENSTGUP00000011788	ENSGALP00000037866
ENSTGUP00000013937	ENSGALP00000024956
ENSTGUP00000001830	ENSGALP00000004369
ENSTGUP00000012570	ENSGALP00000025866
ENSTGUP00000002752	ENSGALP00000031783
ENSTGUP00000010962	ENSGALP00000026937
ENSTGUP00000004269	ENSGALP00000015099
ENSTGUP00000009516	ENSGALP00000016743
ENSTGUP00000001930	ENSGALP00000020025
ENSTGUP00000009456	ENSGALP00000037404
ENSTGUP00000009154	ENSGALP00000022076
ENSTGUP00000003144	ENSGALP00000013129
ENSTGUP00000002398	ENSGALP00000023944
ENSTGUP00000000886	ENSGALP00000024468
ENSTGUP00000006856	ENSGALP00000008095
ENSTGUP00000012241	ENSGALP00000020272
ENSTGUP00000007865	ENSGALP00000042032
ENSTGUP00000001138	ENSGALP00000001595
ENSTGUP00000001983	ENSGALP00000019482
ENSTGUP00000005769	ENSGALP00000002869
ENSTGUP00000004747	ENSGALP00000008711
ENSTGUP00000011602	ENSGALP00000015190
ENSTGUP00000013335	ENSGALP00000026345
ENSTGUP00000007862	ENSGALP00000013694
ENSTGUP00000010907	ENSGALP00000042136
ENSTGUP00000004303	ENSGALP00000018907
ENSTGUP00000012749	ENSGALP00000026425
ENSTGUP00000007733	ENSGALP00000009287
ENSTGUP00000000644	ENSGALP00000020553
ENSTGUP00000004893	ENSGALP00000003637
ENSTGUP00000008468	ENSGALP00000004861
ENSTGUP00000001537	ENSGALP00000015408
ENSTGUP00000010262	ENSGALP00000032688
ENSTGUP00000005157	ENSGALP00000005777
ENSTGUP00000011941	ENSGALP00000031974
ENSTGUP00000012656	ENSGALP00000024932
ENSTGUP00000011543	ENSGALP00000015616
ENSTGUP00000012936	ENSGALP00000027295
ENSTGUP00000006641	ENSGALP00000007743
ENSTGUP00000007633	ENSGALP00000013420
ENSTGUP00000011749	ENSGALP00000019038
ENSTGUP00000010114	ENSGALP00000041117
ENSTGUP00000002598	ENSGALP00000031726
ENSTGUP00000012866	ENSGALP00000025482
ENSTGUP00000001821	ENSGALP00000004305
ENSTGUP00000017163	ENSGALP00000006213
ENSTGUP00000004161	ENSGALP00000039411
ENSTGUP00000004307	ENSGALP00000002754
ENSTGUP00000009337	ENSGALP00000011410
ENSTGUP00000005840	ENSGALP00000002944
ENSTGUP00000003212	ENSGALP00000013014
ENSTGUP00000007644	ENSGALP00000035844
ENSTGUP00000005455	ENSGALP00000002426
ENSTGUP00000011055	ENSGALP00000026874
ENSTGUP00000000492	ENSGALP00000035973
ENSTGUP00000007298	ENSGALP00000016085
ENSTGUP00000012370	ENSGALP00000028747
ENSTGUP00000005710	ENSGALP00000008828
ENSTGUP00000012526	ENSGALP00000016691
ENSTGUP00000006912	ENSGALP00000042686
ENSTGUP00000001825	ENSGALP00000003089
ENSTGUP00000001913	ENSGALP00000020090
ENSTGUP00000002275	ENSGALP00000002620
ENSTGUP00000007269	ENSGALP00000014682
ENSTGUP00000017252	ENSGALP00000006392
ENSTGUP00000000889	ENSGALP00000001048
ENSTGUP00000001103	ENSGALP00000011918
ENSTGUP00000011606	ENSGALP00000021134
ENSTGUP00000006278	ENSGALP00000042000
ENSTGUP00000012700	ENSGALP00000027374
ENSTGUP00000000313	ENSGALP00000042329
ENSTGUP00000001153	ENSGALP00000012098
ENSTGUP00000012445	ENSGALP00000042800
ENSTGUP00000005342	ENSGALP00000038531
ENSTGUP00000003354	ENSGALP00000014986
ENSTGUP00000004178	ENSGALP00000017119
ENSTGUP00000005453	ENSGALP00000041113
ENSTGUP00000004737	ENSGALP00000003012
ENSTGUP00000011482	ENSGALP00000004195
ENSTGUP00000009666	ENSGALP00000019206
ENSTGUP00000008619	ENSGALP00000001294
ENSTGUP00000002090	ENSGALP00000020986
ENSTGUP00000002333	ENSGALP00000014370
ENSTGUP00000011355	ENSGALP00000020600
ENSTGUP00000011075	ENSGALP00000035331
ENSTGUP00000006920	ENSGALP00000009992
ENSTGUP00000015953	ENSGALP00000035339
ENSTGUP00000006487	ENSGALP00000004317
ENSTGUP00000017645	ENSGALP00000006180
ENSTGUP00000017638	ENSGALP00000039796
ENSTGUP00000001009	ENSGALP00000039235
ENSTGUP00000008472	ENSGALP00000021459
ENSTGUP00000002092	ENSGALP00000001579
ENSTGUP00000010759	ENSGALP00000000337
ENSTGUP00000013846	ENSGALP00000027928
ENSTGUP00000010479	ENSGALP00000013131
ENSTGUP00000017700	ENSGALP00000021924
ENSTGUP00000004034	ENSGALP00000017152
ENSTGUP00000011769	ENSGALP00000027606
ENSTGUP00000010624	ENSGALP00000013055
ENSTGUP00000006291	ENSGALP00000024068
ENSTGUP00000013331	ENSGALP00000027831
ENSTGUP00000008993	ENSGALP00000037462
ENSTGUP00000008524	ENSGALP00000010217
ENSTGUP00000005352	ENSGALP00000018652
ENSTGUP00000007230	ENSGALP00000010825
ENSTGUP00000012425	ENSGALP00000028214
ENSTGUP00000005151	ENSGALP00000000594
ENSTGUP00000004096	ENSGALP00000014135
ENSTGUP00000001171	ENSGALP00000012216
ENSTGUP00000003938	ENSGALP00000022015
ENSTGUP00000008904	ENSGALP00000037171
ENSTGUP00000008074	ENSGALP00000022557
ENSTGUP00000005874	ENSGALP00000012440
ENSTGUP00000013463	ENSGALP00000019821
ENSTGUP00000007243	ENSGALP00000016295
ENSTGUP00000005451	ENSGALP00000015075
ENSTGUP00000009807	ENSGALP00000004907
ENSTGUP00000003358	ENSGALP00000032542
ENSTGUP00000010837	ENSGALP00000029954
ENSTGUP00000012822	ENSGALP00000017347
ENSTGUP00000013513	ENSGALP00000043037
ENSTGUP00000013515	ENSGALP00000042907
ENSTGUP00000007466	ENSGALP00000040718
ENSTGUP00000000878	ENSGALP00000007237
ENSTGUP00000006621	ENSGALP00000015964
ENSTGUP00000012295	ENSGALP00000031085
ENSTGUP00000005204	ENSGALP00000005852
ENSTGUP00000003337	ENSGALP00000015093
ENSTGUP00000013310	ENSGALP00000019108
ENSTGUP00000005655	ENSGALP00000012177
ENSTGUP00000002140	ENSGALP00000043347
ENSTGUP00000013712	ENSGALP00000042453
ENSTGUP00000000211	ENSGALP00000002143
ENSTGUP00000005864	ENSGALP00000006046
ENSTGUP00000009204	ENSGALP00000010193
ENSTGUP00000007386	ENSGALP00000031471
ENSTGUP00000013627	ENSGALP00000020349
ENSTGUP00000000393	ENSGALP00000040452
ENSTGUP00000005965	ENSGALP00000006430
ENSTGUP00000004004	ENSGALP00000018765
ENSTGUP00000004586	ENSGALP00000019016
ENSTGUP00000007305	ENSGALP00000020325
ENSTGUP00000004805	ENSGALP00000014865
ENSTGUP00000015583	ENSGALP00000036304
ENSTGUP00000012238	ENSGALP00000027498
ENSTGUP00000005476	ENSGALP00000010412
ENSTGUP00000005764	ENSGALP00000008941
ENSTGUP00000013697	ENSGALP00000026827
ENSTGUP00000005387	ENSGALP00000042358
ENSTGUP00000002083	ENSGALP00000021784
ENSTGUP00000004181	ENSGALP00000015138
ENSTGUP00000011815	ENSGALP00000021084
ENSTGUP00000009491	ENSGALP00000011934
ENSTGUP00000009511	ENSGALP00000041530
ENSTGUP00000007150	ENSGALP00000007760
ENSTGUP00000003712	ENSGALP00000016128
ENSTGUP00000007858	ENSGALP00000008272
ENSTGUP00000008804	ENSGALP00000026766
ENSTGUP00000009190	ENSGALP00000015087
ENSTGUP00000006851	ENSGALP00000020615
ENSTGUP00000000469	ENSGALP00000025745
ENSTGUP00000012196	ENSGALP00000020182
ENSTGUP00000006811	ENSGALP00000004866
ENSTGUP00000004894	ENSGALP00000001318
ENSTGUP00000006255	ENSGALP00000009569
ENSTGUP00000009847	ENSGALP00000010345
ENSTGUP00000011388	ENSGALP00000015053
ENSTGUP00000012547	ENSGALP00000024707
ENSTGUP00000013790	ENSGALP00000024250
ENSTGUP00000003350	ENSGALP00000015002
ENSTGUP00000012038	ENSGALP00000004301
ENSTGUP00000010291	ENSGALP00000023765
ENSTGUP00000006481	ENSGALP00000009409
ENSTGUP00000005940	ENSGALP00000003195
ENSTGUP00000013172	ENSGALP00000026195
ENSTGUP00000008683	ENSGALP00000041444
ENSTGUP00000004316	ENSGALP00000015049
ENSTGUP00000002653	ENSGALP00000000889
ENSTGUP00000005308	ENSGALP00000039765
ENSTGUP00000011792	ENSGALP00000041693
ENSTGUP00000005388	ENSGALP00000030480
ENSTGUP00000012558	ENSGALP00000029887
ENSTGUP00000005324	ENSGALP00000041404
ENSTGUP00000000398	ENSGALP00000005345
ENSTGUP00000003996	ENSGALP00000000045
ENSTGUP00000001124	ENSGALP00000023598
ENSTGUP00000006213	ENSGALP00000009087
ENSTGUP00000001476	ENSGALP00000014707
ENSTGUP00000003221	ENSGALP00000018305
ENSTGUP00000005907	ENSGALP00000023319
ENSTGUP00000004788	ENSGALP00000038774
ENSTGUP00000008977	ENSGALP00000004104
ENSTGUP00000012379	ENSGALP00000024187
ENSTGUP00000012677	ENSGALP00000025924
ENSTGUP00000006080	ENSGALP00000009787
ENSTGUP00000011919	ENSGALP00000015572
ENSTGUP00000008465	ENSGALP00000026710
ENSTGUP00000012115	ENSGALP00000023884
ENSTGUP00000000706	ENSGALP00000037925
ENSTGUP00000002087	ENSGALP00000005620
ENSTGUP00000017602	ENSGALP00000005448
ENSTGUP00000005993	ENSGALP00000015516
ENSTGUP00000002054	ENSGALP00000036375
ENSTGUP00000017669	ENSGALP00000042865
ENSTGUP00000002962	ENSGALP00000013329
ENSTGUP00000003816	ENSGALP00000013843
ENSTGUP00000012349	ENSGALP00000020355
ENSTGUP00000003522	ENSGALP00000004827
ENSTGUP00000009722	ENSGALP00000011803
ENSTGUP00000000717	ENSGALP00000002171
ENSTGUP00000014586	ENSGALP00000007684
ENSTGUP00000012711	ENSGALP00000017080
ENSTGUP00000009557	ENSGALP00000032727
ENSTGUP00000009874	ENSGALP00000010363
ENSTGUP00000001508	ENSGALP00000002205
ENSTGUP00000007845	ENSGALP00000000613
ENSTGUP00000005574	ENSGALP00000015357
ENSTGUP00000004052	ENSGALP00000019687
ENSTGUP00000008725	ENSGALP00000009681
ENSTGUP00000011958	ENSGALP00000015615
ENSTGUP00000011180	ENSGALP00000013981
ENSTGUP00000015792	ENSGALP00000001526
ENSTGUP00000000850	ENSGALP00000010821
ENSTGUP00000001980	ENSGALP00000028040
ENSTGUP00000003272	ENSGALP00000041156
ENSTGUP00000006122	ENSGALP00000026076
ENSTGUP00000017285	ENSGALP00000011923
ENSTGUP00000008270	ENSGALP00000000744
ENSTGUP00000009209	ENSGALP00000041886
ENSTGUP00000005967	ENSGALP00000004840
ENSTGUP00000001425	ENSGALP00000039135
ENSTGUP00000012090	ENSGALP00000027532
ENSTGUP00000001599	ENSGALP00000003813
ENSTGUP00000013057	ENSGALP00000018050
ENSTGUP00000002322	ENSGALP00000004870
ENSTGUP00000008694	ENSGALP00000001332
ENSTGUP00000017542	ENSGALP00000000625
ENSTGUP00000004192	ENSGALP00000036848
ENSTGUP00000003981	ENSGALP00000005956
ENSTGUP00000011242	ENSGALP00000022425
ENSTGUP00000002946	ENSGALP00000023771
ENSTGUP00000003310	ENSGALP00000043157
ENSTGUP00000012227	ENSGALP00000025642
ENSTGUP00000011987	ENSGALP00000019814
ENSTGUP00000007518	ENSGALP00000002257
ENSTGUP00000010024	ENSGALP00000036511
ENSTGUP00000000812	ENSGALP00000001432
ENSTGUP00000011021	ENSGALP00000025315
ENSTGUP00000011728	ENSGALP00000033317
ENSTGUP00000003116	ENSGALP00000002420
ENSTGUP00000013767	ENSGALP00000024066
ENSTGUP00000007307	ENSGALP00000022087
ENSTGUP00000007320	ENSGALP00000041459
ENSTGUP00000008263	ENSGALP00000018199
ENSTGUP00000001835	ENSGALP00000016734
ENSTGUP00000007224	ENSGALP00000008763
ENSTGUP00000013668	ENSGALP00000042687
ENSTGUP00000000244	ENSGALP00000024776
ENSTGUP00000010208	ENSGALP00000010932
ENSTGUP00000004172	ENSGALP00000019261
ENSTGUP00000000558	ENSGALP00000005318
ENSTGUP00000012529	ENSGALP00000024667
ENSTGUP00000009770	ENSGALP00000018697
ENSTGUP00000013197	ENSGALP00000027760
ENSTGUP00000001606	ENSGALP00000003101
ENSTGUP00000012411	ENSGALP00000024221
ENSTGUP00000006141	ENSGALP00000012747
ENSTGUP00000005400	ENSGALP00000008578
ENSTGUP00000004297	ENSGALP00000003888
ENSTGUP00000009253	ENSGALP00000022728
ENSTGUP00000000296	ENSGALP00000012730
ENSTGUP00000003927	ENSGALP00000008151
ENSTGUP00000012503	ENSGALP00000024652
ENSTGUP00000017233	ENSGALP00000006350
ENSTGUP00000012076	ENSGALP00000017112
ENSTGUP00000004663	ENSGALP00000011931
ENSTGUP00000010633	ENSGALP00000009608
ENSTGUP00000006056	ENSGALP00000038330
ENSTGUP00000008043	ENSGALP00000016450
ENSTGUP00000009624	ENSGALP00000018870
ENSTGUP00000012553	ENSGALP00000024715
ENSTGUP00000004260	ENSGALP00000040999
ENSTGUP00000013153	ENSGALP00000025935
ENSTGUP00000005278	ENSGALP00000004388
ENSTGUP00000001833	ENSGALP00000004378
ENSTGUP00000009661	ENSGALP00000003306
ENSTGUP00000012046	ENSGALP00000017068
ENSTGUP00000009655	ENSGALP00000018834
ENSTGUP00000008112	ENSGALP00000008478
ENSTGUP00000010961	ENSGALP00000025292
ENSTGUP00000002489	ENSGALP00000023994
ENSTGUP00000012761	ENSGALP00000017218
ENSTGUP00000003499	ENSGALP00000024450
ENSTGUP00000013171	ENSGALP00000026194
ENSTGUP00000012934	ENSGALP00000017488
ENSTGUP00000010395	ENSGALP00000017996
ENSTGUP00000012532	ENSGALP00000020459
ENSTGUP00000012990	ENSGALP00000017602
ENSTGUP00000002007	ENSGALP00000000742
ENSTGUP00000008115	ENSGALP00000026649
ENSTGUP00000013299	ENSGALP00000027818
ENSTGUP00000008520	ENSGALP00000001179
ENSTGUP00000006467	ENSGALP00000041551
ENSTGUP00000010192	ENSGALP00000013321
ENSTGUP00000005201	ENSGALP00000019081
ENSTGUP00000017584	ENSGALP00000011626
ENSTGUP00000010247	ENSGALP00000019468
ENSTGUP00000017702	ENSGALP00000042891
ENSTGUP00000001948	ENSGALP00000012940
ENSTGUP00000014634	ENSGALP00000007930
ENSTGUP00000011616	ENSGALP00000015201
ENSTGUP00000013836	ENSGALP00000036135
ENSTGUP00000008820	ENSGALP00000002393
ENSTGUP00000013818	ENSGALP00000024457
ENSTGUP00000009054	ENSGALP00000022937
ENSTGUP00000000297	ENSGALP00000001470
ENSTGUP00000000557	ENSGALP00000005297
ENSTGUP00000003492	ENSGALP00000039196
ENSTGUP00000006392	ENSGALP00000015707
ENSTGUP00000007000	ENSGALP00000032611
ENSTGUP00000006750	ENSGALP00000002888
ENSTGUP00000002848	ENSGALP00000023724
ENSTGUP00000003631	ENSGALP00000041923
ENSTGUP00000008920	ENSGALP00000042080
ENSTGUP00000013847	ENSGALP00000027925
ENSTGUP00000005549	ENSGALP00000008669
ENSTGUP00000004943	ENSGALP00000018577
ENSTGUP00000005038	ENSGALP00000013903
ENSTGUP00000017450	ENSGALP00000004345
ENSTGUP00000006302	ENSGALP00000000199
ENSTGUP00000017667	ENSGALP00000039753
ENSTGUP00000002793	ENSGALP00000001428
ENSTGUP00000003202	ENSGALP00000002329
ENSTGUP00000009846	ENSGALP00000011638
ENSTGUP00000003888	ENSGALP00000041898
ENSTGUP00000003270	ENSGALP00000042588
ENSTGUP00000006198	ENSGALP00000003869
ENSTGUP00000007546	ENSGALP00000026327
ENSTGUP00000007484	ENSGALP00000001493
ENSTGUP00000012997	ENSGALP00000017654
ENSTGUP00000011016	ENSGALP00000036359
ENSTGUP00000011520	ENSGALP00000020740
ENSTGUP00000005755	ENSGALP00000008922
ENSTGUP00000002783	ENSGALP00000016175
ENSTGUP00000003696	ENSGALP00000004570
ENSTGUP00000002160	ENSGALP00000005832
ENSTGUP00000012637	ENSGALP00000042096
ENSTGUP00000000427	ENSGALP00000042847
ENSTGUP00000012629	ENSGALP00000027399
ENSTGUP00000005156	ENSGALP00000001766
ENSTGUP00000010189	ENSGALP00000023091
ENSTGUP00000004948	ENSGALP00000005461
ENSTGUP00000007693	ENSGALP00000009124
ENSTGUP00000004088	ENSGALP00000008025
ENSTGUP00000003064	ENSGALP00000005643
ENSTGUP00000010845	ENSGALP00000025219
ENSTGUP00000005762	ENSGALP00000019712
ENSTGUP00000003435	ENSGALP00000014077
ENSTGUP00000013244	ENSGALP00000026270
ENSTGUP00000011038	ENSGALP00000012408
ENSTGUP00000003196	ENSGALP00000002302
ENSTGUP00000012691	ENSGALP00000042666
ENSTGUP00000000837	ENSGALP00000000874
ENSTGUP00000010595	ENSGALP00000018469
ENSTGUP00000011170	ENSGALP00000035994
ENSTGUP00000011159	ENSGALP00000024518
ENSTGUP00000005709	ENSGALP00000014557
ENSTGUP00000010539	ENSGALP00000024009
ENSTGUP00000005196	ENSGALP00000003740
ENSTGUP00000005350	ENSGALP00000013944
ENSTGUP00000010559	ENSGALP00000010272
ENSTGUP00000003587	ENSGALP00000021405
ENSTGUP00000006947	ENSGALP00000005896
ENSTGUP00000009295	ENSGALP00000007205
ENSTGUP00000004139	ENSGALP00000013653
ENSTGUP00000013620	ENSGALP00000020332
ENSTGUP00000007811	ENSGALP00000009130
ENSTGUP00000001325	ENSGALP00000036816
ENSTGUP00000004745	ENSGALP00000039454
ENSTGUP00000010861	ENSGALP00000013177
ENSTGUP00000002086	ENSGALP00000005599
ENSTGUP00000003547	ENSGALP00000004807
ENSTGUP00000001589	ENSGALP00000042921
ENSTGUP00000000945	ENSGALP00000024573
ENSTGUP00000005429	ENSGALP00000008489
ENSTGUP00000007978	ENSGALP00000041532
ENSTGUP00000000482	ENSGALP00000030646
ENSTGUP00000015114	ENSGALP00000003538
ENSTGUP00000006540	ENSGALP00000042870
ENSTGUP00000002025	ENSGALP00000042067
ENSTGUP00000003551	ENSGALP00000001664
ENSTGUP00000005018	ENSGALP00000003768
ENSTGUP00000001136	ENSGALP00000001253
ENSTGUP00000004645	ENSGALP00000007672
ENSTGUP00000001645	ENSGALP00000002656
ENSTGUP00000003377	ENSGALP00000038881
ENSTGUP00000005137	ENSGALP00000005171
ENSTGUP00000009195	ENSGALP00000043227
ENSTGUP00000009737	ENSGALP00000011775
ENSTGUP00000003387	ENSGALP00000007236
ENSTGUP00000001647	ENSGALP00000003312
ENSTGUP00000006091	ENSGALP00000009403
ENSTGUP00000004193	ENSGALP00000000226
ENSTGUP00000009312	ENSGALP00000022145
ENSTGUP00000005656	ENSGALP00000018575
ENSTGUP00000006109	ENSGALP00000020737
ENSTGUP00000013903	ENSGALP00000024854
ENSTGUP00000002169	ENSGALP00000010334
ENSTGUP00000004704	ENSGALP00000021933
ENSTGUP00000003441	ENSGALP00000013855
ENSTGUP00000002701	ENSGALP00000016251
ENSTGUP00000006640	ENSGALP00000004488
ENSTGUP00000003147	ENSGALP00000011224
ENSTGUP00000011221	ENSGALP00000003773
ENSTGUP00000014025	ENSGALP00000024698
ENSTGUP00000011640	ENSGALP00000004227
ENSTGUP00000012065	ENSGALP00000019876
ENSTGUP00000001324	ENSGALP00000025258
ENSTGUP00000000792	ENSGALP00000002172
ENSTGUP00000010500	ENSGALP00000041134
ENSTGUP00000009871	ENSGALP00000005045
ENSTGUP00000011401	ENSGALP00000015394
ENSTGUP00000003169	ENSGALP00000002246
ENSTGUP00000002114	ENSGALP00000001507
ENSTGUP00000002362	ENSGALP00000010775
ENSTGUP00000012636	ENSGALP00000016904
ENSTGUP00000007390	ENSGALP00000008735
ENSTGUP00000006794	ENSGALP00000006887
ENSTGUP00000017795	ENSGALP00000001002
ENSTGUP00000001572	ENSGALP00000013273
ENSTGUP00000000014	ENSGALP00000000379
ENSTGUP00000002031	ENSGALP00000005343
ENSTGUP00000008763	ENSGALP00000012623
ENSTGUP00000002176	ENSGALP00000022402
ENSTGUP00000011744	ENSGALP00000016918
ENSTGUP00000010005	ENSGALP00000043324
ENSTGUP00000010305	ENSGALP00000019492
