ENSLOCP00000011371	ENSDARP00000122973
ENSLOCP00000008709	ENSDARP00000087619
ENSLOCP00000008709	ENSDARP00000123589
ENSLOCP00000010262	ENSDARP00000105501
ENSLOCP00000002661	ENSDARP00000120046
ENSLOCP00000005859	ENSDARP00000099474
ENSLOCP00000008827	ENSDARP00000092020
ENSLOCP00000008034	ENSDARP00000003389
ENSLOCP00000001103	ENSDARP00000113843
ENSLOCP00000009724	ENSDARP00000017229
ENSLOCP00000006594	ENSDARP00000122013
ENSLOCP00000009252	ENSDARP00000057261
ENSLOCP00000005694	ENSDARP00000075537
ENSLOCP00000005694	ENSDARP00000005222
ENSLOCP00000010345	ENSDARP00000112837
ENSLOCP00000010345	ENSDARP00000116629
ENSLOCP00000004531	ENSDARP00000019085
ENSLOCP00000004531	ENSDARP00000093021
ENSLOCP00000008868	ENSDARP00000016882
ENSLOCP00000008868	ENSDARP00000069041
ENSLOCP00000011746	ENSDARP00000058026
ENSLOCP00000014260	ENSDARP00000067499
ENSLOCP00000020483	ENSDARP00000045614
ENSLOCP00000021368	ENSDARP00000064368
ENSLOCP00000014494	ENSDARP00000081501
ENSLOCP00000006255	ENSDARP00000111421
ENSLOCP00000011102	ENSDARP00000099022
ENSLOCP00000021015	ENSDARP00000002531
ENSLOCP00000020559	ENSDARP00000035945
ENSLOCP00000019731	ENSDARP00000005312
ENSLOCP00000017487	ENSDARP00000112834
ENSLOCP00000017487	ENSDARP00000099488
ENSLOCP00000003221	ENSDARP00000026754
ENSLOCP00000003221	ENSDARP00000108543
ENSLOCP00000018822	ENSDARP00000105713
ENSLOCP00000017490	ENSDARP00000094174
ENSLOCP00000019233	ENSDARP00000109660
ENSLOCP00000008620	ENSDARP00000121788
ENSLOCP00000016515	ENSDARP00000106371
ENSLOCP00000002229	ENSDARP00000101028
ENSLOCP00000018430	ENSDARP00000114381
ENSLOCP00000005989	ENSDARP00000096192
ENSLOCP00000001679	ENSDARP00000061791
ENSLOCP00000001679	ENSDARP00000076093
ENSLOCP00000017406	ENSDARP00000120844
ENSLOCP00000011486	ENSDARP00000058564
ENSLOCP00000011486	ENSDARP00000104922
ENSLOCP00000012916	ENSDARP00000030333
ENSLOCP00000010675	ENSDARP00000063643
ENSLOCP00000001160	ENSDARP00000013402
ENSLOCP00000006487	ENSDARP00000039902
ENSLOCP00000016774	ENSDARP00000110081
ENSLOCP00000009534	ENSDARP00000122954
ENSLOCP00000006734	ENSDARP00000075780
ENSLOCP00000006734	ENSDARP00000012558
ENSLOCP00000019327	ENSDARP00000103269
ENSLOCP00000018078	ENSDARP00000077757
ENSLOCP00000018078	ENSDARP00000032784
ENSLOCP00000015298	ENSDARP00000044461
ENSLOCP00000021208	ENSDARP00000128803
ENSLOCP00000017442	ENSDARP00000022320
ENSLOCP00000007871	ENSDARP00000062513
ENSLOCP00000017257	ENSDARP00000048163
ENSLOCP00000015380	ENSDARP00000078505
ENSLOCP00000015380	ENSDARP00000113002
ENSLOCP00000015677	ENSDARP00000112992
ENSLOCP00000003188	ENSDARP00000045328
ENSLOCP00000012969	ENSDARP00000036226
ENSLOCP00000001613	ENSDARP00000067173
ENSLOCP00000016589	ENSDARP00000079389
ENSLOCP00000010326	ENSDARP00000116604
ENSLOCP00000007709	ENSDARP00000098103
ENSLOCP00000017467	ENSDARP00000115049
ENSLOCP00000017918	ENSDARP00000097404
ENSLOCP00000001785	ENSDARP00000018012
ENSLOCP00000001785	ENSDARP00000060978
ENSLOCP00000019180	ENSDARP00000009190
ENSLOCP00000012679	ENSDARP00000022217
ENSLOCP00000005127	ENSDARP00000129776
ENSLOCP00000005127	ENSDARP00000118052
ENSLOCP00000010724	ENSDARP00000099833
ENSLOCP00000001750	ENSDARP00000091573
ENSLOCP00000013848	ENSDARP00000122284
ENSLOCP00000019616	ENSDARP00000084029
ENSLOCP00000019616	ENSDARP00000125427
ENSLOCP00000003385	ENSDARP00000081663
ENSLOCP00000003756	ENSDARP00000103895
ENSLOCP00000015744	ENSDARP00000106174
ENSLOCP00000016369	ENSDARP00000110578
ENSLOCP00000007072	ENSDARP00000102255
ENSLOCP00000003519	ENSDARP00000101469
ENSLOCP00000015113	ENSDARP00000002061
ENSLOCP00000008059	ENSDARP00000119261
ENSLOCP00000011487	ENSDARP00000112935
ENSLOCP00000004538	ENSDARP00000053101
ENSLOCP00000017256	ENSDARP00000052915
ENSLOCP00000001223	ENSDARP00000059906
ENSLOCP00000007742	ENSDARP00000029067
ENSLOCP00000012743	ENSDARP00000124284
ENSLOCP00000000461	ENSDARP00000103068
ENSLOCP00000013933	ENSDARP00000017636
ENSLOCP00000011320	ENSDARP00000103307
ENSLOCP00000010480	ENSDARP00000074479
ENSLOCP00000010480	ENSDARP00000117954
ENSLOCP00000007806	ENSDARP00000122676
ENSLOCP00000013348	ENSDARP00000103757
ENSLOCP00000004795	ENSDARP00000064925
ENSLOCP00000012843	ENSDARP00000015683
ENSLOCP00000001871	ENSDARP00000079663
ENSLOCP00000018705	ENSDARP00000038850
ENSLOCP00000009551	ENSDARP00000060055
ENSLOCP00000009551	ENSDARP00000033907
ENSLOCP00000015671	ENSDARP00000116628
ENSLOCP00000012963	ENSDARP00000046273
ENSLOCP00000003763	ENSDARP00000046545
ENSLOCP00000012404	ENSDARP00000097770
ENSLOCP00000003668	ENSDARP00000048752
ENSLOCP00000011207	ENSDARP00000126942
ENSLOCP00000003706	ENSDARP00000081301
ENSLOCP00000003706	ENSDARP00000102349
ENSLOCP00000001080	ENSDARP00000092552
ENSLOCP00000013408	ENSDARP00000077102
ENSLOCP00000014867	ENSDARP00000068917
ENSLOCP00000005706	ENSDARP00000023863
ENSLOCP00000016882	ENSDARP00000013624
ENSLOCP00000003669	ENSDARP00000106853
ENSLOCP00000007590	ENSDARP00000001151
ENSLOCP00000006284	ENSDARP00000014124
ENSLOCP00000018790	ENSDARP00000090537
ENSLOCP00000006708	ENSDARP00000033337
ENSLOCP00000016861	ENSDARP00000098101
ENSLOCP00000017000	ENSDARP00000126534
ENSLOCP00000007136	ENSDARP00000104523
ENSLOCP00000018291	ENSDARP00000051195
ENSLOCP00000014966	ENSDARP00000054652
ENSLOCP00000003838	ENSDARP00000038867
ENSLOCP00000010875	ENSDARP00000115401
ENSLOCP00000003265	ENSDARP00000098526
ENSLOCP00000003216	ENSDARP00000012786
ENSLOCP00000014248	ENSDARP00000108535
ENSLOCP00000013370	ENSDARP00000009313
ENSLOCP00000020493	ENSDARP00000070897
ENSLOCP00000020776	ENSDARP00000115443
ENSLOCP00000009187	ENSDARP00000022647
ENSLOCP00000013826	ENSDARP00000028693
ENSLOCP00000021008	ENSDARP00000119077
ENSLOCP00000005222	ENSDARP00000044330
ENSLOCP00000010835	ENSDARP00000085882
ENSLOCP00000008995	ENSDARP00000129750
ENSLOCP00000016064	ENSDARP00000114539
ENSLOCP00000014559	ENSDARP00000066578
ENSLOCP00000005226	ENSDARP00000064737
ENSLOCP00000005226	ENSDARP00000081676
ENSLOCP00000010093	ENSDARP00000127970
ENSLOCP00000020508	ENSDARP00000128387
ENSLOCP00000014839	ENSDARP00000104384
ENSLOCP00000005349	ENSDARP00000002982
ENSLOCP00000014981	ENSDARP00000081244
ENSLOCP00000012796	ENSDARP00000069263
ENSLOCP00000011880	ENSDARP00000099037
ENSLOCP00000015249	ENSDARP00000097988
ENSLOCP00000008073	ENSDARP00000049943
ENSLOCP00000008073	ENSDARP00000116163
ENSLOCP00000008741	ENSDARP00000121836
ENSLOCP00000015719	ENSDARP00000101794
ENSLOCP00000021065	ENSDARP00000090756
ENSLOCP00000014846	ENSDARP00000053833
ENSLOCP00000020016	ENSDARP00000069816
ENSLOCP00000015794	ENSDARP00000106239
ENSLOCP00000020478	ENSDARP00000040031
ENSLOCP00000017170	ENSDARP00000058671
ENSLOCP00000017743	ENSDARP00000089695
ENSLOCP00000014608	ENSDARP00000123818
ENSLOCP00000001062	ENSDARP00000063869
ENSLOCP00000017506	ENSDARP00000111234
ENSLOCP00000017614	ENSDARP00000072831
ENSLOCP00000012216	ENSDARP00000099995
ENSLOCP00000003361	ENSDARP00000052536
ENSLOCP00000009002	ENSDARP00000109978
ENSLOCP00000018510	ENSDARP00000070468
ENSLOCP00000002875	ENSDARP00000095348
ENSLOCP00000020388	ENSDARP00000033749
ENSLOCP00000006142	ENSDARP00000123733
ENSLOCP00000015887	ENSDARP00000096681
ENSLOCP00000020734	ENSDARP00000030117
ENSLOCP00000012256	ENSDARP00000008437
ENSLOCP00000013532	ENSDARP00000109206
ENSLOCP00000008364	ENSDARP00000125076
ENSLOCP00000010442	ENSDARP00000018263
ENSLOCP00000010442	ENSDARP00000053869
ENSLOCP00000012083	ENSDARP00000022134
ENSLOCP00000021029	ENSDARP00000115722
ENSLOCP00000015977	ENSDARP00000011655
ENSLOCP00000012374	ENSDARP00000075198
ENSLOCP00000006955	ENSDARP00000108297
ENSLOCP00000016113	ENSDARP00000019360
ENSLOCP00000014514	ENSDARP00000110509
ENSLOCP00000008949	ENSDARP00000025772
ENSLOCP00000008618	ENSDARP00000104715
ENSLOCP00000005413	ENSDARP00000068086
ENSLOCP00000016978	ENSDARP00000069883
ENSLOCP00000005276	ENSDARP00000003969
ENSLOCP00000002144	ENSDARP00000009663
ENSLOCP00000002144	ENSDARP00000009364
ENSLOCP00000014269	ENSDARP00000123883
ENSLOCP00000019964	ENSDARP00000056582
ENSLOCP00000019653	ENSDARP00000107407
ENSLOCP00000016290	ENSDARP00000108320
ENSLOCP00000001855	ENSDARP00000107014
ENSLOCP00000014629	ENSDARP00000123084
ENSLOCP00000015198	ENSDARP00000005398
ENSLOCP00000008750	ENSDARP00000004738
ENSLOCP00000013292	ENSDARP00000028571
ENSLOCP00000013685	ENSDARP00000106301
ENSLOCP00000002208	ENSDARP00000119160
ENSLOCP00000003389	ENSDARP00000095109
ENSLOCP00000008879	ENSDARP00000112722
ENSLOCP00000008879	ENSDARP00000125851
ENSLOCP00000020515	ENSDARP00000107575
ENSLOCP00000007799	ENSDARP00000096357
ENSLOCP00000015201	ENSDARP00000065207
ENSLOCP00000005731	ENSDARP00000088969
ENSLOCP00000015705	ENSDARP00000010437
ENSLOCP00000004593	ENSDARP00000041530
ENSLOCP00000012807	ENSDARP00000003359
ENSLOCP00000010349	ENSDARP00000023158
ENSLOCP00000009538	ENSDARP00000045294
ENSLOCP00000012622	ENSDARP00000007797
ENSLOCP00000012622	ENSDARP00000010454
ENSLOCP00000007397	ENSDARP00000085542
ENSLOCP00000007122	ENSDARP00000126807
ENSLOCP00000011529	ENSDARP00000118188
ENSLOCP00000007336	ENSDARP00000018567
ENSLOCP00000001257	ENSDARP00000006424
ENSLOCP00000004905	ENSDARP00000125799
ENSLOCP00000003124	ENSDARP00000015026
ENSLOCP00000022212	ENSDARP00000085408
ENSLOCP00000010277	ENSDARP00000099330
ENSLOCP00000007239	ENSDARP00000090835
ENSLOCP00000004858	ENSDARP00000019097
ENSLOCP00000008713	ENSDARP00000101913
ENSLOCP00000008713	ENSDARP00000123573
ENSLOCP00000000724	ENSDARP00000110828
ENSLOCP00000007140	ENSDARP00000003288
ENSLOCP00000020275	ENSDARP00000026849
ENSLOCP00000016080	ENSDARP00000105449
ENSLOCP00000010041	ENSDARP00000112326
ENSLOCP00000008951	ENSDARP00000038241
ENSLOCP00000013416	ENSDARP00000107528
ENSLOCP00000018495	ENSDARP00000025270
ENSLOCP00000018495	ENSDARP00000127725
ENSLOCP00000009954	ENSDARP00000011049
ENSLOCP00000008612	ENSDARP00000125786
ENSLOCP00000015504	ENSDARP00000047417
ENSLOCP00000015504	ENSDARP00000107553
ENSLOCP00000015614	ENSDARP00000007708
ENSLOCP00000020596	ENSDARP00000067391
ENSLOCP00000020596	ENSDARP00000097862
ENSLOCP00000002432	ENSDARP00000032799
ENSLOCP00000012808	ENSDARP00000024121
ENSLOCP00000003805	ENSDARP00000043811
ENSLOCP00000003048	ENSDARP00000004700
ENSLOCP00000016930	ENSDARP00000068230
ENSLOCP00000016930	ENSDARP00000044858
ENSLOCP00000016273	ENSDARP00000111590
ENSLOCP00000022362	ENSDARP00000116308
ENSLOCP00000022239	ENSDARP00000118508
ENSLOCP00000012237	ENSDARP00000024082
ENSLOCP00000008411	ENSDARP00000111959
ENSLOCP00000020334	ENSDARP00000107604
ENSLOCP00000005487	ENSDARP00000074782
ENSLOCP00000022267	ENSDARP00000075433
ENSLOCP00000022267	ENSDARP00000116469
ENSLOCP00000018102	ENSDARP00000069117
ENSLOCP00000014704	ENSDARP00000061986
ENSLOCP00000020884	ENSDARP00000017790
ENSLOCP00000004268	ENSDARP00000121524
ENSLOCP00000019675	ENSDARP00000113328
ENSLOCP00000004785	ENSDARP00000075852
ENSLOCP00000005939	ENSDARP00000113021
ENSLOCP00000009274	ENSDARP00000108972
ENSLOCP00000003818	ENSDARP00000039524
ENSLOCP00000005931	ENSDARP00000089770
ENSLOCP00000006361	ENSDARP00000088874
ENSLOCP00000007362	ENSDARP00000104568
ENSLOCP00000020123	ENSDARP00000027768
ENSLOCP00000002472	ENSDARP00000105643
ENSLOCP00000004924	ENSDARP00000070795
ENSLOCP00000002356	ENSDARP00000027014
ENSLOCP00000019192	ENSDARP00000095384
ENSLOCP00000018540	ENSDARP00000095193
ENSLOCP00000018540	ENSDARP00000058006
ENSLOCP00000007641	ENSDARP00000102382
ENSLOCP00000013131	ENSDARP00000112379
ENSLOCP00000009725	ENSDARP00000108965
ENSLOCP00000003430	ENSDARP00000129592
ENSLOCP00000006986	ENSDARP00000089712
ENSLOCP00000018376	ENSDARP00000111810
ENSLOCP00000013163	ENSDARP00000005644
ENSLOCP00000012313	ENSDARP00000123630
ENSLOCP00000006009	ENSDARP00000109237
ENSLOCP00000006009	ENSDARP00000054737
ENSLOCP00000016447	ENSDARP00000005075
ENSLOCP00000013629	ENSDARP00000043545
ENSLOCP00000004741	ENSDARP00000072975
ENSLOCP00000015692	ENSDARP00000092527
ENSLOCP00000018497	ENSDARP00000067511
ENSLOCP00000013966	ENSDARP00000104671
ENSLOCP00000013966	ENSDARP00000111806
ENSLOCP00000011108	ENSDARP00000121240
ENSLOCP00000000509	ENSDARP00000075634
ENSLOCP00000005714	ENSDARP00000124165
ENSLOCP00000006992	ENSDARP00000129362
ENSLOCP00000012107	ENSDARP00000056247
ENSLOCP00000011870	ENSDARP00000064557
ENSLOCP00000010698	ENSDARP00000029924
ENSLOCP00000004828	ENSDARP00000117225
ENSLOCP00000018802	ENSDARP00000003237
ENSLOCP00000016618	ENSDARP00000111156
ENSLOCP00000015052	ENSDARP00000009582
ENSLOCP00000017124	ENSDARP00000009149
ENSLOCP00000007837	ENSDARP00000121482
ENSLOCP00000000719	ENSDARP00000072616
ENSLOCP00000018259	ENSDARP00000094415
ENSLOCP00000018666	ENSDARP00000039876
ENSLOCP00000000766	ENSDARP00000060839
ENSLOCP00000002861	ENSDARP00000089504
ENSLOCP00000003699	ENSDARP00000098078
ENSLOCP00000003699	ENSDARP00000098792
ENSLOCP00000015097	ENSDARP00000069524
ENSLOCP00000005465	ENSDARP00000126013
ENSLOCP00000003617	ENSDARP00000024189
ENSLOCP00000019833	ENSDARP00000035681
ENSLOCP00000019833	ENSDARP00000092349
ENSLOCP00000003283	ENSDARP00000009194
ENSLOCP00000007026	ENSDARP00000094388
ENSLOCP00000007026	ENSDARP00000092988
ENSLOCP00000010876	ENSDARP00000047463
ENSLOCP00000008926	ENSDARP00000106923
ENSLOCP00000010036	ENSDARP00000033046
ENSLOCP00000010441	ENSDARP00000031014
ENSLOCP00000010441	ENSDARP00000054878
ENSLOCP00000018604	ENSDARP00000073630
ENSLOCP00000011886	ENSDARP00000102398
ENSLOCP00000000787	ENSDARP00000090059
ENSLOCP00000018772	ENSDARP00000037227
ENSLOCP00000018617	ENSDARP00000038975
ENSLOCP00000020151	ENSDARP00000058106
ENSLOCP00000009758	ENSDARP00000102660
ENSLOCP00000016566	ENSDARP00000078191
ENSLOCP00000004358	ENSDARP00000108838
ENSLOCP00000010649	ENSDARP00000123026
ENSLOCP00000011648	ENSDARP00000113543
ENSLOCP00000003273	ENSDARP00000111346
ENSLOCP00000004663	ENSDARP00000073029
ENSLOCP00000008118	ENSDARP00000033355
ENSLOCP00000002096	ENSDARP00000102143
ENSLOCP00000002096	ENSDARP00000122494
ENSLOCP00000016435	ENSDARP00000083382
ENSLOCP00000004001	ENSDARP00000038801
ENSLOCP00000021374	ENSDARP00000043156
ENSLOCP00000017431	ENSDARP00000017863
ENSLOCP00000017047	ENSDARP00000058604
ENSLOCP00000003982	ENSDARP00000099794
ENSLOCP00000003982	ENSDARP00000021000
ENSLOCP00000020058	ENSDARP00000104494
ENSLOCP00000005967	ENSDARP00000049571
ENSLOCP00000014683	ENSDARP00000071111
ENSLOCP00000020680	ENSDARP00000075597
ENSLOCP00000013599	ENSDARP00000122093
ENSLOCP00000018050	ENSDARP00000114270
ENSLOCP00000019965	ENSDARP00000090402
ENSLOCP00000011572	ENSDARP00000074914
ENSLOCP00000005561	ENSDARP00000123309
ENSLOCP00000014507	ENSDARP00000093632
ENSLOCP00000014507	ENSDARP00000018018
ENSLOCP00000016557	ENSDARP00000054207
ENSLOCP00000004461	ENSDARP00000072858
ENSLOCP00000004461	ENSDARP00000023322
ENSLOCP00000014496	ENSDARP00000074126
ENSLOCP00000017818	ENSDARP00000079496
ENSLOCP00000002973	ENSDARP00000127813
ENSLOCP00000019430	ENSDARP00000074789
ENSLOCP00000017464	ENSDARP00000093472
ENSLOCP00000017465	ENSDARP00000067361
ENSLOCP00000017465	ENSDARP00000052028
ENSLOCP00000002120	ENSDARP00000068657
ENSLOCP00000013586	ENSDARP00000099725
ENSLOCP00000014228	ENSDARP00000083043
ENSLOCP00000014228	ENSDARP00000072946
ENSLOCP00000015176	ENSDARP00000098966
ENSLOCP00000015176	ENSDARP00000107549
ENSLOCP00000020099	ENSDARP00000072525
ENSLOCP00000009654	ENSDARP00000105487
ENSLOCP00000019303	ENSDARP00000066929
ENSLOCP00000010526	ENSDARP00000084917
ENSLOCP00000004727	ENSDARP00000066691
ENSLOCP00000019814	ENSDARP00000024862
ENSLOCP00000007834	ENSDARP00000061632
ENSLOCP00000018662	ENSDARP00000005947
ENSLOCP00000016132	ENSDARP00000128561
ENSLOCP00000016132	ENSDARP00000009878
ENSLOCP00000005617	ENSDARP00000117676
ENSLOCP00000015440	ENSDARP00000129484
ENSLOCP00000012354	ENSDARP00000105025
ENSLOCP00000002427	ENSDARP00000124759
ENSLOCP00000002427	ENSDARP00000104513
ENSLOCP00000014192	ENSDARP00000121511
ENSLOCP00000006950	ENSDARP00000089816
ENSLOCP00000008445	ENSDARP00000105409
ENSLOCP00000011179	ENSDARP00000098256
ENSLOCP00000011179	ENSDARP00000100929
ENSLOCP00000017377	ENSDARP00000047211
ENSLOCP00000007153	ENSDARP00000058585
ENSLOCP00000016872	ENSDARP00000025759
ENSLOCP00000011434	ENSDARP00000051182
ENSLOCP00000011434	ENSDARP00000022307
ENSLOCP00000022175	ENSDARP00000111120
ENSLOCP00000018903	ENSDARP00000114858
ENSLOCP00000002135	ENSDARP00000075657
ENSLOCP00000002135	ENSDARP00000120681
ENSLOCP00000012444	ENSDARP00000023186
ENSLOCP00000012444	ENSDARP00000042375
ENSLOCP00000003211	ENSDARP00000090723
ENSLOCP00000007829	ENSDARP00000072618
ENSLOCP00000014031	ENSDARP00000127193
ENSLOCP00000008973	ENSDARP00000129488
ENSLOCP00000017383	ENSDARP00000088419
ENSLOCP00000001619	ENSDARP00000069175
ENSLOCP00000001693	ENSDARP00000016016
ENSLOCP00000001600	ENSDARP00000032176
ENSLOCP00000017859	ENSDARP00000023444
ENSLOCP00000007836	ENSDARP00000101510
ENSLOCP00000010328	ENSDARP00000108944
ENSLOCP00000007584	ENSDARP00000024847
ENSLOCP00000014369	ENSDARP00000057761
ENSLOCP00000021280	ENSDARP00000062440
ENSLOCP00000007487	ENSDARP00000026554
ENSLOCP00000005565	ENSDARP00000112499
ENSLOCP00000005565	ENSDARP00000099342
ENSLOCP00000003608	ENSDARP00000059310
ENSLOCP00000020407	ENSDARP00000102849
ENSLOCP00000007039	ENSDARP00000020323
ENSLOCP00000009053	ENSDARP00000013243
ENSLOCP00000008165	ENSDARP00000082397
ENSLOCP00000003971	ENSDARP00000075935
ENSLOCP00000010419	ENSDARP00000093298
ENSLOCP00000012867	ENSDARP00000107068
ENSLOCP00000013941	ENSDARP00000116849
ENSLOCP00000016309	ENSDARP00000113979
ENSLOCP00000013180	ENSDARP00000126042
ENSLOCP00000001455	ENSDARP00000106673
ENSLOCP00000018170	ENSDARP00000080946
ENSLOCP00000000995	ENSDARP00000104753
ENSLOCP00000016710	ENSDARP00000066759
ENSLOCP00000014674	ENSDARP00000105424
ENSLOCP00000015845	ENSDARP00000097153
ENSLOCP00000014770	ENSDARP00000061543
ENSLOCP00000016448	ENSDARP00000072160
ENSLOCP00000020055	ENSDARP00000094421
ENSLOCP00000016424	ENSDARP00000061664
ENSLOCP00000020580	ENSDARP00000018924
ENSLOCP00000015620	ENSDARP00000025119
ENSLOCP00000014540	ENSDARP00000112333
ENSLOCP00000014158	ENSDARP00000098071
ENSLOCP00000016372	ENSDARP00000000042
ENSLOCP00000000975	ENSDARP00000022256
ENSLOCP00000017333	ENSDARP00000067557
ENSLOCP00000019730	ENSDARP00000004926
ENSLOCP00000013574	ENSDARP00000110193
ENSLOCP00000014996	ENSDARP00000071563
ENSLOCP00000006731	ENSDARP00000063922
ENSLOCP00000003657	ENSDARP00000022858
ENSLOCP00000007644	ENSDARP00000004298
ENSLOCP00000005832	ENSDARP00000015461
ENSLOCP00000005076	ENSDARP00000083337
ENSLOCP00000014349	ENSDARP00000062417
ENSLOCP00000015737	ENSDARP00000062993
ENSLOCP00000007477	ENSDARP00000111972
ENSLOCP00000004045	ENSDARP00000046901
ENSLOCP00000004045	ENSDARP00000021450
ENSLOCP00000016134	ENSDARP00000117779
ENSLOCP00000000083	ENSDARP00000011011
ENSLOCP00000005064	ENSDARP00000113849
ENSLOCP00000000016	ENSDARP00000118855
ENSLOCP00000016105	ENSDARP00000124881
ENSLOCP00000009166	ENSDARP00000056318
ENSLOCP00000004983	ENSDARP00000090568
ENSLOCP00000003088	ENSDARP00000117092
ENSLOCP00000016601	ENSDARP00000053125
ENSLOCP00000009299	ENSDARP00000002650
ENSLOCP00000001987	ENSDARP00000041303
ENSLOCP00000019577	ENSDARP00000017217
ENSLOCP00000005215	ENSDARP00000076630
ENSLOCP00000001268	ENSDARP00000010686
ENSLOCP00000002255	ENSDARP00000026224
ENSLOCP00000002236	ENSDARP00000102576
ENSLOCP00000013381	ENSDARP00000005176
ENSLOCP00000013892	ENSDARP00000003452
ENSLOCP00000013892	ENSDARP00000121522
ENSLOCP00000003570	ENSDARP00000088129
ENSLOCP00000012871	ENSDARP00000060684
ENSLOCP00000013727	ENSDARP00000096361
ENSLOCP00000020198	ENSDARP00000008647
ENSLOCP00000010964	ENSDARP00000124976
ENSLOCP00000012244	ENSDARP00000094955
ENSLOCP00000016043	ENSDARP00000113369
ENSLOCP00000011658	ENSDARP00000083350
ENSLOCP00000018117	ENSDARP00000064522
ENSLOCP00000019354	ENSDARP00000061100
ENSLOCP00000014757	ENSDARP00000003814
ENSLOCP00000002122	ENSDARP00000064200
ENSLOCP00000019966	ENSDARP00000104575
ENSLOCP00000010494	ENSDARP00000093426
ENSLOCP00000003896	ENSDARP00000055553
ENSLOCP00000016968	ENSDARP00000124587
ENSLOCP00000004873	ENSDARP00000076240
ENSLOCP00000005705	ENSDARP00000044503
ENSLOCP00000019639	ENSDARP00000009876
ENSLOCP00000014484	ENSDARP00000029422
ENSLOCP00000012192	ENSDARP00000036580
ENSLOCP00000013734	ENSDARP00000031098
ENSLOCP00000016527	ENSDARP00000122360
ENSLOCP00000006558	ENSDARP00000035728
ENSLOCP00000007880	ENSDARP00000068371
ENSLOCP00000007880	ENSDARP00000017257
ENSLOCP00000007567	ENSDARP00000057289
ENSLOCP00000003912	ENSDARP00000099636
ENSLOCP00000019371	ENSDARP00000103344
ENSLOCP00000003882	ENSDARP00000039099
ENSLOCP00000010868	ENSDARP00000102456
ENSLOCP00000011827	ENSDARP00000121390
ENSLOCP00000005579	ENSDARP00000094021
ENSLOCP00000000701	ENSDARP00000105326
ENSLOCP00000014797	ENSDARP00000095835
ENSLOCP00000004927	ENSDARP00000094818
ENSLOCP00000004927	ENSDARP00000100659
ENSLOCP00000003931	ENSDARP00000118938
ENSLOCP00000021339	ENSDARP00000122813
ENSLOCP00000013842	ENSDARP00000122798
ENSLOCP00000012346	ENSDARP00000034076
ENSLOCP00000004904	ENSDARP00000057468
ENSLOCP00000004904	ENSDARP00000069664
ENSLOCP00000000610	ENSDARP00000022810
ENSLOCP00000014710	ENSDARP00000042157
ENSLOCP00000011017	ENSDARP00000104069
ENSLOCP00000014445	ENSDARP00000057878
ENSLOCP00000000985	ENSDARP00000090730
ENSLOCP00000021531	ENSDARP00000118511
ENSLOCP00000016833	ENSDARP00000126135
ENSLOCP00000021449	ENSDARP00000103454
ENSLOCP00000013312	ENSDARP00000074570
ENSLOCP00000016578	ENSDARP00000095488
ENSLOCP00000020560	ENSDARP00000106171
ENSLOCP00000020560	ENSDARP00000062760
ENSLOCP00000006414	ENSDARP00000040189
ENSLOCP00000020352	ENSDARP00000050933
ENSLOCP00000018176	ENSDARP00000055753
ENSLOCP00000020025	ENSDARP00000018644
ENSLOCP00000009555	ENSDARP00000013627
ENSLOCP00000015410	ENSDARP00000062349
ENSLOCP00000016011	ENSDARP00000128052
ENSLOCP00000016197	ENSDARP00000048926
ENSLOCP00000019251	ENSDARP00000070780
ENSLOCP00000013470	ENSDARP00000070240
ENSLOCP00000012294	ENSDARP00000008133
ENSLOCP00000016487	ENSDARP00000098875
ENSLOCP00000001027	ENSDARP00000093249
ENSLOCP00000005511	ENSDARP00000052184
ENSLOCP00000004511	ENSDARP00000087584
ENSLOCP00000018976	ENSDARP00000022060
ENSLOCP00000019466	ENSDARP00000109711
ENSLOCP00000020211	ENSDARP00000098290
ENSLOCP00000003952	ENSDARP00000048984
ENSLOCP00000014000	ENSDARP00000061774
ENSLOCP00000017267	ENSDARP00000072847
ENSLOCP00000001214	ENSDARP00000063033
ENSLOCP00000017962	ENSDARP00000067287
ENSLOCP00000017362	ENSDARP00000103758
ENSLOCP00000012183	ENSDARP00000063503
ENSLOCP00000010014	ENSDARP00000107624
ENSLOCP00000017525	ENSDARP00000096613
ENSLOCP00000017525	ENSDARP00000069296
ENSLOCP00000009370	ENSDARP00000110209
ENSLOCP00000016953	ENSDARP00000066063
ENSLOCP00000001207	ENSDARP00000026984
ENSLOCP00000014692	ENSDARP00000078551
ENSLOCP00000001014	ENSDARP00000116660
ENSLOCP00000010617	ENSDARP00000059666
ENSLOCP00000001551	ENSDARP00000111582
ENSLOCP00000005217	ENSDARP00000054908
ENSLOCP00000007148	ENSDARP00000065543
ENSLOCP00000010684	ENSDARP00000108895
ENSLOCP00000002197	ENSDARP00000106559
ENSLOCP00000014755	ENSDARP00000096969
ENSLOCP00000001325	ENSDARP00000065863
ENSLOCP00000004186	ENSDARP00000023024
ENSLOCP00000011423	ENSDARP00000009109
ENSLOCP00000014877	ENSDARP00000099718
ENSLOCP00000006075	ENSDARP00000019505
ENSLOCP00000014478	ENSDARP00000066387
ENSLOCP00000014616	ENSDARP00000073799
ENSLOCP00000014616	ENSDARP00000052645
ENSLOCP00000014632	ENSDARP00000102004
ENSLOCP00000005372	ENSDARP00000106261
ENSLOCP00000019946	ENSDARP00000040032
ENSLOCP00000009604	ENSDARP00000103873
ENSLOCP00000009586	ENSDARP00000122613
