ENSGALP00000006197	ENSACAP00000005936
ENSGALP00000008785	ENSACAP00000011213
ENSGALP00000015651	ENSACAP00000014630
ENSGALP00000016742	ENSACAP00000000440
ENSGALP00000005965	ENSACAP00000013740
ENSGALP00000013132	ENSACAP00000002164
ENSGALP00000005550	ENSACAP00000004736
ENSGALP00000040730	ENSACAP00000016376
ENSGALP00000015971	ENSACAP00000003112
ENSGALP00000013171	ENSACAP00000014331
ENSGALP00000002782	ENSACAP00000005556
ENSGALP00000036845	ENSACAP00000012940
ENSGALP00000027063	ENSACAP00000011105
ENSGALP00000008312	ENSACAP00000009751
ENSGALP00000023047	ENSACAP00000005407
ENSGALP00000043311	ENSACAP00000012871
ENSGALP00000005633	ENSACAP00000003539
ENSGALP00000041799	ENSACAP00000015333
ENSGALP00000001577	ENSACAP00000000104
ENSGALP00000003026	ENSACAP00000005584
ENSGALP00000017009	ENSACAP00000016960
ENSGALP00000020647	ENSACAP00000002794
ENSGALP00000027194	ENSACAP00000022931
ENSGALP00000021587	ENSACAP00000015142
ENSGALP00000043240	ENSACAP00000006596
ENSGALP00000038835	ENSACAP00000013849
ENSGALP00000005868	ENSACAP00000009608
ENSGALP00000009408	ENSACAP00000005068
ENSGALP00000015179	ENSACAP00000005314
ENSGALP00000011524	ENSACAP00000018518
ENSGALP00000026209	ENSACAP00000007059
ENSGALP00000015492	ENSACAP00000015936
ENSGALP00000015620	ENSACAP00000019642
ENSGALP00000030345	ENSACAP00000001823
ENSGALP00000017465	ENSACAP00000003312
ENSGALP00000002744	ENSACAP00000017237
ENSGALP00000029109	ENSACAP00000003152
ENSGALP00000008605	ENSACAP00000003280
ENSGALP00000017322	ENSACAP00000022880
ENSGALP00000010470	ENSACAP00000007841
ENSGALP00000012931	ENSACAP00000013925
ENSGALP00000017190	ENSACAP00000008383
ENSGALP00000014362	ENSACAP00000006045
ENSGALP00000003172	ENSACAP00000005219
ENSGALP00000014603	ENSACAP00000005883
ENSGALP00000030003	ENSACAP00000012479
ENSGALP00000008387	ENSACAP00000003004
ENSGALP00000041701	ENSACAP00000019554
ENSGALP00000014543	ENSACAP00000006640
ENSGALP00000016438	ENSACAP00000001367
ENSGALP00000042749	ENSACAP00000005438
ENSGALP00000018029	ENSACAP00000013909
ENSGALP00000027161	ENSACAP00000005970
ENSGALP00000027424	ENSACAP00000013556
ENSGALP00000014141	ENSACAP00000013933
ENSGALP00000022947	ENSACAP00000006916
ENSGALP00000042966	ENSACAP00000001221
ENSGALP00000007621	ENSACAP00000009329
ENSGALP00000010895	ENSACAP00000005236
ENSGALP00000015782	ENSACAP00000017265
ENSGALP00000017346	ENSACAP00000013335
ENSGALP00000042512	ENSACAP00000013942
ENSGALP00000013068	ENSACAP00000001143
ENSGALP00000010308	ENSACAP00000016018
ENSGALP00000014641	ENSACAP00000006967
ENSGALP00000003222	ENSACAP00000007897
ENSGALP00000016461	ENSACAP00000022128
ENSGALP00000039927	ENSACAP00000004842
ENSGALP00000003474	ENSACAP00000008439
ENSGALP00000012452	ENSACAP00000002187
ENSGALP00000005102	ENSACAP00000016235
ENSGALP00000007472	ENSACAP00000012604
ENSGALP00000009487	ENSACAP00000005840
ENSGALP00000024611	ENSACAP00000011121
ENSGALP00000020133	ENSACAP00000017233
ENSGALP00000006210	ENSACAP00000011858
ENSGALP00000023184	ENSACAP00000013534
ENSGALP00000021314	ENSACAP00000011703
ENSGALP00000008604	ENSACAP00000003221
ENSGALP00000042714	ENSACAP00000001173
ENSGALP00000042576	ENSACAP00000001195
ENSGALP00000011554	ENSACAP00000002969
ENSGALP00000042367	ENSACAP00000013597
ENSGALP00000020173	ENSACAP00000017105
ENSGALP00000019438	ENSACAP00000004482
ENSGALP00000012624	ENSACAP00000001264
ENSGALP00000009665	ENSACAP00000012316
ENSGALP00000029464	ENSACAP00000009458
ENSGALP00000039978	ENSACAP00000009541
ENSGALP00000012920	ENSACAP00000013624
ENSGALP00000001109	ENSACAP00000012499
ENSGALP00000013962	ENSACAP00000003625
ENSGALP00000014752	ENSACAP00000004376
ENSGALP00000008813	ENSACAP00000005616
ENSGALP00000024251	ENSACAP00000010666
ENSGALP00000042402	ENSACAP00000004266
ENSGALP00000037490	ENSACAP00000013749
ENSGALP00000003525	ENSACAP00000004040
ENSGALP00000026781	ENSACAP00000010561
ENSGALP00000011853	ENSACAP00000006780
ENSGALP00000003909	ENSACAP00000007135
ENSGALP00000040931	ENSACAP00000006711
ENSGALP00000001521	ENSACAP00000012279
ENSGALP00000038107	ENSACAP00000001261
ENSGALP00000013303	ENSACAP00000002824
ENSGALP00000022684	ENSACAP00000016691
ENSGALP00000022457	ENSACAP00000013081
ENSGALP00000041780	ENSACAP00000004281
ENSGALP00000041054	ENSACAP00000004583
ENSGALP00000033117	ENSACAP00000008293
ENSGALP00000041961	ENSACAP00000004814
ENSGALP00000011720	ENSACAP00000010315
ENSGALP00000017951	ENSACAP00000002690
ENSGALP00000023415	ENSACAP00000011191
ENSGALP00000020198	ENSACAP00000006676
ENSGALP00000001161	ENSACAP00000007934
ENSGALP00000008152	ENSACAP00000013356
ENSGALP00000020530	ENSACAP00000023309
ENSGALP00000036879	ENSACAP00000010319
ENSGALP00000024714	ENSACAP00000011809
ENSGALP00000013572	ENSACAP00000003940
ENSGALP00000023149	ENSACAP00000014463
ENSGALP00000016026	ENSACAP00000002619
ENSGALP00000003216	ENSACAP00000005101
ENSGALP00000020581	ENSACAP00000008980
ENSGALP00000026576	ENSACAP00000008825
ENSGALP00000007872	ENSACAP00000009589
ENSGALP00000016422	ENSACAP00000014542
ENSGALP00000026699	ENSACAP00000001873
ENSGALP00000000524	ENSACAP00000009791
ENSGALP00000008003	ENSACAP00000001485
ENSGALP00000026465	ENSACAP00000000144
ENSGALP00000008613	ENSACAP00000009187
ENSGALP00000026670	ENSACAP00000007737
ENSGALP00000042897	ENSACAP00000011545
ENSGALP00000011349	ENSACAP00000011446
ENSGALP00000009528	ENSACAP00000007077
ENSGALP00000023186	ENSACAP00000013339
ENSGALP00000004839	ENSACAP00000007235
ENSGALP00000020641	ENSACAP00000002590
ENSGALP00000037974	ENSACAP00000016847
ENSGALP00000023951	ENSACAP00000010951
ENSGALP00000031926	ENSACAP00000016196
ENSGALP00000025680	ENSACAP00000003636
ENSGALP00000009807	ENSACAP00000001709
ENSGALP00000042810	ENSACAP00000014550
ENSGALP00000023989	ENSACAP00000016637
ENSGALP00000017187	ENSACAP00000008336
ENSGALP00000038313	ENSACAP00000017469
ENSGALP00000043282	ENSACAP00000008862
ENSGALP00000017055	ENSACAP00000017006
ENSGALP00000014331	ENSACAP00000001598
ENSGALP00000012938	ENSACAP00000015432
ENSGALP00000030135	ENSACAP00000009058
ENSGALP00000010673	ENSACAP00000007169
ENSGALP00000013917	ENSACAP00000003558
ENSGALP00000025170	ENSACAP00000000653
ENSGALP00000013700	ENSACAP00000014618
ENSGALP00000022311	ENSACAP00000004411
ENSGALP00000017381	ENSACAP00000012921
ENSGALP00000042252	ENSACAP00000014197
ENSGALP00000021502	ENSACAP00000004167
ENSGALP00000042597	ENSACAP00000009820
ENSGALP00000025393	ENSACAP00000011823
ENSGALP00000015316	ENSACAP00000002332
ENSGALP00000025077	ENSACAP00000002372
ENSGALP00000041193	ENSACAP00000007983
ENSGALP00000041022	ENSACAP00000001035
ENSGALP00000042956	ENSACAP00000017135
ENSGALP00000034188	ENSACAP00000000925
ENSGALP00000020971	ENSACAP00000011251
ENSGALP00000040674	ENSACAP00000013279
ENSGALP00000014529	ENSACAP00000006155
ENSGALP00000014301	ENSACAP00000006996
ENSGALP00000008356	ENSACAP00000002499
ENSGALP00000040872	ENSACAP00000020644
ENSGALP00000042217	ENSACAP00000005796
ENSGALP00000039960	ENSACAP00000007910
ENSGALP00000038005	ENSACAP00000011914
ENSGALP00000025712	ENSACAP00000003836
ENSGALP00000009586	ENSACAP00000012463
ENSGALP00000043026	ENSACAP00000000656
ENSGALP00000034250	ENSACAP00000015330
ENSGALP00000023000	ENSACAP00000011816
ENSGALP00000024162	ENSACAP00000010812
ENSGALP00000041377	ENSACAP00000003941
ENSGALP00000041606	ENSACAP00000003265
ENSGALP00000019462	ENSACAP00000011010
ENSGALP00000042148	ENSACAP00000011270
ENSGALP00000025900	ENSACAP00000002358
ENSGALP00000027458	ENSACAP00000016524
ENSGALP00000026895	ENSACAP00000012593
ENSGALP00000014676	ENSACAP00000017140
ENSGALP00000005109	ENSACAP00000000358
ENSGALP00000002701	ENSACAP00000012432
ENSGALP00000026742	ENSACAP00000011174
ENSGALP00000007893	ENSACAP00000010141
ENSGALP00000020742	ENSACAP00000004177
ENSGALP00000016464	ENSACAP00000009004
ENSGALP00000022902	ENSACAP00000015466
ENSGALP00000002777	ENSACAP00000012701
ENSGALP00000017592	ENSACAP00000003091
ENSGALP00000024054	ENSACAP00000013763
ENSGALP00000006932	ENSACAP00000011138
ENSGALP00000009278	ENSACAP00000021024
ENSGALP00000023093	ENSACAP00000007142
ENSGALP00000012436	ENSACAP00000008375
ENSGALP00000003582	ENSACAP00000003617
ENSGALP00000022859	ENSACAP00000007596
ENSGALP00000007031	ENSACAP00000006710
ENSGALP00000031178	ENSACAP00000002062
ENSGALP00000029448	ENSACAP00000002196
ENSGALP00000018706	ENSACAP00000009562
ENSGALP00000007179	ENSACAP00000001775
ENSGALP00000027981	ENSACAP00000003127
ENSGALP00000005729	ENSACAP00000003294
ENSGALP00000020055	ENSACAP00000007223
ENSGALP00000040691	ENSACAP00000002850
ENSGALP00000032101	ENSACAP00000014979
ENSGALP00000013929	ENSACAP00000005857
ENSGALP00000016786	ENSACAP00000011828
ENSGALP00000027078	ENSACAP00000002304
ENSGALP00000027097	ENSACAP00000001424
ENSGALP00000025512	ENSACAP00000017026
ENSGALP00000027999	ENSACAP00000005515
ENSGALP00000042100	ENSACAP00000017456
ENSGALP00000027036	ENSACAP00000007558
ENSGALP00000026704	ENSACAP00000001715
ENSGALP00000008139	ENSACAP00000011133
ENSGALP00000021795	ENSACAP00000011038
ENSGALP00000009857	ENSACAP00000022258
ENSGALP00000027494	ENSACAP00000017395
ENSGALP00000039021	ENSACAP00000019633
ENSGALP00000043338	ENSACAP00000022604
ENSGALP00000043284	ENSACAP00000012975
ENSGALP00000005469	ENSACAP00000012007
ENSGALP00000012353	ENSACAP00000012435
ENSGALP00000000127	ENSACAP00000001772
ENSGALP00000041605	ENSACAP00000013158
ENSGALP00000039943	ENSACAP00000013326
ENSGALP00000017738	ENSACAP00000023010
ENSGALP00000020406	ENSACAP00000009162
ENSGALP00000032107	ENSACAP00000013598
ENSGALP00000027512	ENSACAP00000003823
ENSGALP00000021875	ENSACAP00000008606
ENSGALP00000004467	ENSACAP00000011644
ENSGALP00000026293	ENSACAP00000009997
ENSGALP00000000782	ENSACAP00000004072
ENSGALP00000037807	ENSACAP00000001393
ENSGALP00000038052	ENSACAP00000015319
ENSGALP00000005711	ENSACAP00000015157
ENSGALP00000037707	ENSACAP00000014302
ENSGALP00000004864	ENSACAP00000010626
ENSGALP00000002609	ENSACAP00000016814
ENSGALP00000042585	ENSACAP00000015261
ENSGALP00000038876	ENSACAP00000009123
ENSGALP00000003639	ENSACAP00000006959
ENSGALP00000039859	ENSACAP00000008961
ENSGALP00000002576	ENSACAP00000011234
ENSGALP00000011868	ENSACAP00000006786
ENSGALP00000011594	ENSACAP00000000008
ENSGALP00000038914	ENSACAP00000016167
ENSGALP00000012911	ENSACAP00000020490
ENSGALP00000006597	ENSACAP00000009615
ENSGALP00000009926	ENSACAP00000013428
ENSGALP00000013275	ENSACAP00000006813
ENSGALP00000011873	ENSACAP00000006886
ENSGALP00000042890	ENSACAP00000010522
ENSGALP00000035610	ENSACAP00000012457
ENSGALP00000009558	ENSACAP00000004441
ENSGALP00000013912	ENSACAP00000000806
ENSGALP00000004707	ENSACAP00000003517
ENSGALP00000004889	ENSACAP00000000180
ENSGALP00000016469	ENSACAP00000015276
ENSGALP00000007935	ENSACAP00000003717
ENSGALP00000019221	ENSACAP00000009566
ENSGALP00000006762	ENSACAP00000011771
ENSGALP00000023895	ENSACAP00000002078
ENSGALP00000012932	ENSACAP00000006131
ENSGALP00000001443	ENSACAP00000008085
ENSGALP00000009866	ENSACAP00000011632
ENSGALP00000016456	ENSACAP00000008960
ENSGALP00000021224	ENSACAP00000007628
ENSGALP00000024051	ENSACAP00000008934
ENSGALP00000030991	ENSACAP00000018931
ENSGALP00000003618	ENSACAP00000009269
ENSGALP00000019815	ENSACAP00000015964
ENSGALP00000001581	ENSACAP00000013332
ENSGALP00000003129	ENSACAP00000017005
ENSGALP00000016917	ENSACAP00000013310
ENSGALP00000011616	ENSACAP00000016415
ENSGALP00000027557	ENSACAP00000022238
ENSGALP00000010261	ENSACAP00000013318
ENSGALP00000035801	ENSACAP00000008156
ENSGALP00000006620	ENSACAP00000016622
ENSGALP00000009003	ENSACAP00000004813
ENSGALP00000020750	ENSACAP00000004195
ENSGALP00000001786	ENSACAP00000007086
ENSGALP00000019843	ENSACAP00000002680
ENSGALP00000027471	ENSACAP00000016342
ENSGALP00000019820	ENSACAP00000005735
ENSGALP00000004832	ENSACAP00000009322
ENSGALP00000015992	ENSACAP00000016026
ENSGALP00000022318	ENSACAP00000007822
ENSGALP00000006030	ENSACAP00000015757
ENSGALP00000012694	ENSACAP00000002832
ENSGALP00000007480	ENSACAP00000022641
ENSGALP00000007166	ENSACAP00000011993
ENSGALP00000001210	ENSACAP00000016820
ENSGALP00000037778	ENSACAP00000003887
ENSGALP00000018120	ENSACAP00000011690
ENSGALP00000042447	ENSACAP00000008177
ENSGALP00000005547	ENSACAP00000011005
ENSGALP00000001803	ENSACAP00000016490
ENSGALP00000016696	ENSACAP00000016429
ENSGALP00000006856	ENSACAP00000007735
ENSGALP00000013891	ENSACAP00000002728
ENSGALP00000008442	ENSACAP00000012944
ENSGALP00000020463	ENSACAP00000016374
ENSGALP00000029718	ENSACAP00000008657
ENSGALP00000016608	ENSACAP00000014890
ENSGALP00000014678	ENSACAP00000017132
ENSGALP00000023851	ENSACAP00000008645
ENSGALP00000019734	ENSACAP00000000646
ENSGALP00000016513	ENSACAP00000015658
ENSGALP00000023919	ENSACAP00000001570
ENSGALP00000016565	ENSACAP00000011245
ENSGALP00000010244	ENSACAP00000000550
ENSGALP00000019359	ENSACAP00000012365
ENSGALP00000024630	ENSACAP00000011649
ENSGALP00000025716	ENSACAP00000004559
ENSGALP00000021535	ENSACAP00000002075
ENSGALP00000000325	ENSACAP00000007083
ENSGALP00000006110	ENSACAP00000002283
ENSGALP00000012782	ENSACAP00000003965
ENSGALP00000023634	ENSACAP00000002781
ENSGALP00000012987	ENSACAP00000006364
ENSGALP00000017640	ENSACAP00000011549
ENSGALP00000008063	ENSACAP00000007880
ENSGALP00000035895	ENSACAP00000017587
ENSGALP00000032130	ENSACAP00000008524
ENSGALP00000000758	ENSACAP00000015547
ENSGALP00000008336	ENSACAP00000004621
ENSGALP00000043343	ENSACAP00000005808
ENSGALP00000040937	ENSACAP00000000688
ENSGALP00000022334	ENSACAP00000007972
ENSGALP00000010710	ENSACAP00000006860
ENSGALP00000007024	ENSACAP00000001228
ENSGALP00000026431	ENSACAP00000008811
ENSGALP00000008798	ENSACAP00000004606
ENSGALP00000020792	ENSACAP00000016281
ENSGALP00000005367	ENSACAP00000013010
ENSGALP00000006876	ENSACAP00000016465
ENSGALP00000016302	ENSACAP00000019288
ENSGALP00000007146	ENSACAP00000001605
ENSGALP00000011087	ENSACAP00000004989
ENSGALP00000019330	ENSACAP00000003459
ENSGALP00000035497	ENSACAP00000010088
ENSGALP00000041073	ENSACAP00000004154
ENSGALP00000041464	ENSACAP00000014199
ENSGALP00000005207	ENSACAP00000012782
ENSGALP00000019408	ENSACAP00000006430
ENSGALP00000010260	ENSACAP00000005715
ENSGALP00000009273	ENSACAP00000005228
ENSGALP00000002458	ENSACAP00000012337
ENSGALP00000004545	ENSACAP00000011590
ENSGALP00000014751	ENSACAP00000008253
ENSGALP00000012703	ENSACAP00000002910
ENSGALP00000019921	ENSACAP00000002211
ENSGALP00000012231	ENSACAP00000001883
ENSGALP00000043443	ENSACAP00000002582
ENSGALP00000012478	ENSACAP00000015788
ENSGALP00000025206	ENSACAP00000000965
ENSGALP00000008634	ENSACAP00000000405
ENSGALP00000018048	ENSACAP00000001012
ENSGALP00000013451	ENSACAP00000005514
ENSGALP00000020323	ENSACAP00000003366
ENSGALP00000001407	ENSACAP00000017568
ENSGALP00000010241	ENSACAP00000013387
ENSGALP00000008467	ENSACAP00000003411
ENSGALP00000010575	ENSACAP00000019580
ENSGALP00000012687	ENSACAP00000002809
ENSGALP00000034460	ENSACAP00000015065
ENSGALP00000026728	ENSACAP00000013890
ENSGALP00000013106	ENSACAP00000001936
ENSGALP00000005827	ENSACAP00000000648
ENSGALP00000031387	ENSACAP00000019172
ENSGALP00000022999	ENSACAP00000011880
ENSGALP00000020797	ENSACAP00000016325
ENSGALP00000010528	ENSACAP00000007497
ENSGALP00000017662	ENSACAP00000006946
ENSGALP00000022317	ENSACAP00000008908
ENSGALP00000007867	ENSACAP00000007196
ENSGALP00000009619	ENSACAP00000007194
ENSGALP00000005033	ENSACAP00000006536
ENSGALP00000000157	ENSACAP00000016446
ENSGALP00000008644	ENSACAP00000011889
ENSGALP00000000911	ENSACAP00000003356
ENSGALP00000022974	ENSACAP00000014090
ENSGALP00000017880	ENSACAP00000007959
ENSGALP00000040708	ENSACAP00000000587
ENSGALP00000006519	ENSACAP00000011019
ENSGALP00000025490	ENSACAP00000003839
ENSGALP00000041508	ENSACAP00000002492
ENSGALP00000041041	ENSACAP00000001397
ENSGALP00000038109	ENSACAP00000006864
ENSGALP00000019572	ENSACAP00000022439
ENSGALP00000017599	ENSACAP00000005793
ENSGALP00000006952	ENSACAP00000011209
ENSGALP00000007430	ENSACAP00000008810
ENSGALP00000042287	ENSACAP00000011224
ENSGALP00000015055	ENSACAP00000015683
ENSGALP00000040930	ENSACAP00000012250
ENSGALP00000005799	ENSACAP00000019731
ENSGALP00000019484	ENSACAP00000012901
ENSGALP00000024604	ENSACAP00000011059
ENSGALP00000010585	ENSACAP00000008915
ENSGALP00000024983	ENSACAP00000016289
ENSGALP00000042225	ENSACAP00000000823
ENSGALP00000002623	ENSACAP00000016881
ENSGALP00000035897	ENSACAP00000017584
ENSGALP00000041528	ENSACAP00000010081
ENSGALP00000003865	ENSACAP00000015942
ENSGALP00000023942	ENSACAP00000010681
ENSGALP00000013078	ENSACAP00000003502
ENSGALP00000023081	ENSACAP00000000577
ENSGALP00000011418	ENSACAP00000008102
ENSGALP00000017563	ENSACAP00000008773
ENSGALP00000007330	ENSACAP00000019891
ENSGALP00000026160	ENSACAP00000014407
ENSGALP00000031458	ENSACAP00000009396
ENSGALP00000015397	ENSACAP00000015110
ENSGALP00000032935	ENSACAP00000002609
ENSGALP00000024702	ENSACAP00000022343
ENSGALP00000025453	ENSACAP00000013818
ENSGALP00000000738	ENSACAP00000017095
ENSGALP00000007667	ENSACAP00000015715
ENSGALP00000031722	ENSACAP00000022648
ENSGALP00000027351	ENSACAP00000001069
ENSGALP00000010034	ENSACAP00000023045
ENSGALP00000006591	ENSACAP00000015645
ENSGALP00000004373	ENSACAP00000006517
ENSGALP00000004344	ENSACAP00000006486
ENSGALP00000037166	ENSACAP00000001403
ENSGALP00000040939	ENSACAP00000014452
ENSGALP00000008835	ENSACAP00000005844
ENSGALP00000013622	ENSACAP00000005554
ENSGALP00000004417	ENSACAP00000021609
ENSGALP00000022724	ENSACAP00000002435
ENSGALP00000010298	ENSACAP00000016036
ENSGALP00000035865	ENSACAP00000014191
ENSGALP00000018752	ENSACAP00000009827
ENSGALP00000019133	ENSACAP00000010778
ENSGALP00000024767	ENSACAP00000014859
ENSGALP00000012605	ENSACAP00000009549
ENSGALP00000023257	ENSACAP00000002056
ENSGALP00000015733	ENSACAP00000016726
ENSGALP00000020208	ENSACAP00000006555
ENSGALP00000009348	ENSACAP00000020716
ENSGALP00000017802	ENSACAP00000003931
ENSGALP00000023488	ENSACAP00000009281
ENSGALP00000036678	ENSACAP00000009753
ENSGALP00000014386	ENSACAP00000005707
ENSGALP00000000924	ENSACAP00000019574
ENSGALP00000030943	ENSACAP00000011380
ENSGALP00000026565	ENSACAP00000023337
ENSGALP00000020973	ENSACAP00000011371
ENSGALP00000019471	ENSACAP00000004647
ENSGALP00000013761	ENSACAP00000005070
ENSGALP00000024664	ENSACAP00000022637
ENSGALP00000016054	ENSACAP00000001283
ENSGALP00000003060	ENSACAP00000023291
ENSGALP00000020327	ENSACAP00000021641
ENSGALP00000015157	ENSACAP00000005366
ENSGALP00000016557	ENSACAP00000015933
ENSGALP00000027766	ENSACAP00000013944
ENSGALP00000012814	ENSACAP00000005047
ENSGALP00000004357	ENSACAP00000013162
ENSGALP00000009735	ENSACAP00000001488
ENSGALP00000001848	ENSACAP00000009225
ENSGALP00000024991	ENSACAP00000004981
ENSGALP00000027997	ENSACAP00000003814
ENSGALP00000016967	ENSACAP00000016927
ENSGALP00000026279	ENSACAP00000008458
ENSGALP00000033878	ENSACAP00000002526
ENSGALP00000020915	ENSACAP00000005325
ENSGALP00000004687	ENSACAP00000003032
ENSGALP00000012060	ENSACAP00000002361
ENSGALP00000041295	ENSACAP00000016934
ENSGALP00000041778	ENSACAP00000017467
ENSGALP00000013022	ENSACAP00000001390
ENSGALP00000026380	ENSACAP00000005718
ENSGALP00000009642	ENSACAP00000006435
ENSGALP00000014876	ENSACAP00000018051
ENSGALP00000005478	ENSACAP00000016731
ENSGALP00000016616	ENSACAP00000014919
ENSGALP00000010670	ENSACAP00000013636
ENSGALP00000041966	ENSACAP00000009382
ENSGALP00000022091	ENSACAP00000005502
ENSGALP00000022151	ENSACAP00000011316
ENSGALP00000041072	ENSACAP00000010409
ENSGALP00000026384	ENSACAP00000005783
ENSGALP00000021170	ENSACAP00000000032
ENSGALP00000007282	ENSACAP00000013680
ENSGALP00000004632	ENSACAP00000003524
ENSGALP00000014191	ENSACAP00000004521
ENSGALP00000017313	ENSACAP00000003122
ENSGALP00000008505	ENSACAP00000003679
ENSGALP00000023013	ENSACAP00000017198
ENSGALP00000011598	ENSACAP00000003100
ENSGALP00000021481	ENSACAP00000015116
ENSGALP00000042623	ENSACAP00000006964
ENSGALP00000011223	ENSACAP00000012058
ENSGALP00000038671	ENSACAP00000014922
ENSGALP00000013832	ENSACAP00000012111
ENSGALP00000005153	ENSACAP00000009285
ENSGALP00000023987	ENSACAP00000014053
ENSGALP00000027913	ENSACAP00000014088
ENSGALP00000002546	ENSACAP00000000812
ENSGALP00000010157	ENSACAP00000019843
ENSGALP00000012977	ENSACAP00000001626
ENSGALP00000019955	ENSACAP00000000894
ENSGALP00000022492	ENSACAP00000011110
ENSGALP00000014113	ENSACAP00000016150
ENSGALP00000012691	ENSACAP00000012772
ENSGALP00000030947	ENSACAP00000010488
ENSGALP00000017308	ENSACAP00000011692
ENSGALP00000041343	ENSACAP00000015258
ENSGALP00000014550	ENSACAP00000009780
ENSGALP00000010503	ENSACAP00000006220
ENSGALP00000042282	ENSACAP00000011474
ENSGALP00000018044	ENSACAP00000013172
ENSGALP00000006039	ENSACAP00000011565
ENSGALP00000004109	ENSACAP00000012947
ENSGALP00000016218	ENSACAP00000013211
ENSGALP00000013703	ENSACAP00000014599
ENSGALP00000001533	ENSACAP00000012835
ENSGALP00000006007	ENSACAP00000003047
ENSGALP00000010631	ENSACAP00000008540
ENSGALP00000014499	ENSACAP00000005585
ENSGALP00000029406	ENSACAP00000012215
ENSGALP00000031652	ENSACAP00000015307
ENSGALP00000025244	ENSACAP00000013111
ENSGALP00000002796	ENSACAP00000005375
ENSGALP00000005677	ENSACAP00000011821
ENSGALP00000004679	ENSACAP00000014433
ENSGALP00000021877	ENSACAP00000004582
ENSGALP00000037948	ENSACAP00000004378
ENSGALP00000005396	ENSACAP00000015309
ENSGALP00000005900	ENSACAP00000003247
ENSGALP00000009460	ENSACAP00000002639
ENSGALP00000013983	ENSACAP00000005014
ENSGALP00000026344	ENSACAP00000005245
ENSGALP00000023677	ENSACAP00000014822
ENSGALP00000024524	ENSACAP00000010389
ENSGALP00000002078	ENSACAP00000000497
ENSGALP00000042167	ENSACAP00000011836
ENSGALP00000011025	ENSACAP00000015293
ENSGALP00000004416	ENSACAP00000003741
ENSGALP00000004383	ENSACAP00000013167
ENSGALP00000005376	ENSACAP00000004683
ENSGALP00000006890	ENSACAP00000013489
ENSGALP00000022251	ENSACAP00000003668
ENSGALP00000021833	ENSACAP00000015003
ENSGALP00000005378	ENSACAP00000009625
ENSGALP00000012474	ENSACAP00000013729
ENSGALP00000018400	ENSACAP00000012350
ENSGALP00000001796	ENSACAP00000006516
ENSGALP00000018039	ENSACAP00000018445
ENSGALP00000010689	ENSACAP00000003179
ENSGALP00000027568	ENSACAP00000003134
ENSGALP00000042448	ENSACAP00000012827
ENSGALP00000007576	ENSACAP00000007134
ENSGALP00000004804	ENSACAP00000007337
ENSGALP00000023911	ENSACAP00000001697
ENSGALP00000004966	ENSACAP00000008155
ENSGALP00000024744	ENSACAP00000007760
ENSGALP00000010409	ENSACAP00000003444
ENSGALP00000006415	ENSACAP00000007514
ENSGALP00000006050	ENSACAP00000011320
ENSGALP00000013885	ENSACAP00000009423
ENSGALP00000010875	ENSACAP00000004081
ENSGALP00000038584	ENSACAP00000000003
ENSGALP00000023548	ENSACAP00000003296
ENSGALP00000001499	ENSACAP00000000128
ENSGALP00000041155	ENSACAP00000013426
ENSGALP00000025241	ENSACAP00000020830
ENSGALP00000010001	ENSACAP00000001301
ENSGALP00000036550	ENSACAP00000014521
ENSGALP00000011071	ENSACAP00000012699
ENSGALP00000002778	ENSACAP00000022047
ENSGALP00000025816	ENSACAP00000008902
ENSGALP00000024553	ENSACAP00000010544
ENSGALP00000018418	ENSACAP00000008684
ENSGALP00000007646	ENSACAP00000015695
ENSGALP00000019765	ENSACAP00000013958
ENSGALP00000038710	ENSACAP00000011291
ENSGALP00000027373	ENSACAP00000006334
ENSGALP00000019575	ENSACAP00000008984
ENSGALP00000018457	ENSACAP00000013164
ENSGALP00000036822	ENSACAP00000004260
ENSGALP00000021117	ENSACAP00000005472
ENSGALP00000004529	ENSACAP00000014895
ENSGALP00000023202	ENSACAP00000006743
ENSGALP00000029396	ENSACAP00000018097
ENSGALP00000019333	ENSACAP00000003484
ENSGALP00000012057	ENSACAP00000003683
ENSGALP00000041796	ENSACAP00000012458
ENSGALP00000013127	ENSACAP00000004038
ENSGALP00000015675	ENSACAP00000015086
ENSGALP00000004501	ENSACAP00000013305
ENSGALP00000013332	ENSACAP00000012851
ENSGALP00000004165	ENSACAP00000002326
ENSGALP00000043370	ENSACAP00000014529
ENSGALP00000019400	ENSACAP00000004267
ENSGALP00000011398	ENSACAP00000012466
ENSGALP00000012365	ENSACAP00000004150
ENSGALP00000002523	ENSACAP00000007302
ENSGALP00000014669	ENSACAP00000015609
ENSGALP00000015431	ENSACAP00000016926
ENSGALP00000027851	ENSACAP00000012043
ENSGALP00000014036	ENSACAP00000013838
ENSGALP00000003706	ENSACAP00000007205
ENSGALP00000043134	ENSACAP00000010970
ENSGALP00000032560	ENSACAP00000000842
ENSGALP00000007207	ENSACAP00000021947
ENSGALP00000016427	ENSACAP00000006179
ENSGALP00000006355	ENSACAP00000009953
ENSGALP00000012546	ENSACAP00000005372
ENSGALP00000026908	ENSACAP00000012744
ENSGALP00000008732	ENSACAP00000020536
ENSGALP00000031013	ENSACAP00000008057
ENSGALP00000042691	ENSACAP00000008574
ENSGALP00000027779	ENSACAP00000014293
ENSGALP00000040742	ENSACAP00000013530
ENSGALP00000002186	ENSACAP00000022481
