ENSTGUP00000008915	ENSMUSP00000034074
ENSTGUP00000017732	ENSMUSP00000063201
ENSTGUP00000009180	ENSMUSP00000024882
ENSTGUP00000008837	ENSMUSP00000024887
ENSTGUP00000006334	ENSMUSP00000034203
ENSTGUP00000006267	ENSMUSP00000027499
ENSTGUP00000012133	ENSMUSP00000107388
ENSTGUP00000005045	ENSMUSP00000041113
ENSTGUP00000003562	ENSMUSP00000097770
ENSTGUP00000010540	ENSMUSP00000129815
ENSTGUP00000007096	ENSMUSP00000036032
ENSTGUP00000001058	ENSMUSP00000025350
ENSTGUP00000001904	ENSMUSP00000030189
ENSTGUP00000008045	ENSMUSP00000105321
ENSTGUP00000006892	ENSMUSP00000034361
ENSTGUP00000010012	ENSMUSP00000023086
ENSTGUP00000010145	ENSMUSP00000024906
ENSTGUP00000010046	ENSMUSP00000067324
ENSTGUP00000006673	ENSMUSP00000099552
ENSTGUP00000007465	ENSMUSP00000037735
ENSTGUP00000002011	ENSMUSP00000019143
ENSTGUP00000004679	ENSMUSP00000030206
ENSTGUP00000017501	ENSMUSP00000129900
ENSTGUP00000008187	ENSMUSP00000005749
ENSTGUP00000008320	ENSMUSP00000021147
ENSTGUP00000013890	ENSMUSP00000076255
ENSTGUP00000000420	ENSMUSP00000021920
ENSTGUP00000005447	ENSMUSP00000031334
ENSTGUP00000005839	ENSMUSP00000023869
ENSTGUP00000005422	ENSMUSP00000023362
ENSTGUP00000000005	ENSMUSP00000056282
ENSTGUP00000005241	ENSMUSP00000028139
ENSTGUP00000006058	ENSMUSP00000039027
ENSTGUP00000013805	ENSMUSP00000128650
ENSTGUP00000006416	ENSMUSP00000021806
ENSTGUP00000004187	ENSMUSP00000042578
ENSTGUP00000011424	ENSMUSP00000063913
ENSTGUP00000015983	ENSMUSP00000033093
ENSTGUP00000011285	ENSMUSP00000042181
ENSTGUP00000013731	ENSMUSP00000042260
ENSTGUP00000004326	ENSMUSP00000122252
ENSTGUP00000007285	ENSMUSP00000090926
ENSTGUP00000004709	ENSMUSP00000035106
ENSTGUP00000010399	ENSMUSP00000011058
ENSTGUP00000007605	ENSMUSP00000059678
ENSTGUP00000011235	ENSMUSP00000064158
ENSTGUP00000013491	ENSMUSP00000042860
ENSTGUP00000004056	ENSMUSP00000005862
ENSTGUP00000001720	ENSMUSP00000030642
ENSTGUP00000009229	ENSMUSP00000032585
ENSTGUP00000010748	ENSMUSP00000025276
ENSTGUP00000002335	ENSMUSP00000100050
ENSTGUP00000011310	ENSMUSP00000027040
ENSTGUP00000005847	ENSMUSP00000035079
ENSTGUP00000010815	ENSMUSP00000005630
ENSTGUP00000014743	ENSMUSP00000048377
ENSTGUP00000008413	ENSMUSP00000098076
ENSTGUP00000004325	ENSMUSP00000097793
ENSTGUP00000000038	ENSMUSP00000122420
ENSTGUP00000001605	ENSMUSP00000031355
ENSTGUP00000005838	ENSMUSP00000018143
ENSTGUP00000012122	ENSMUSP00000099601
ENSTGUP00000000020	ENSMUSP00000034644
ENSTGUP00000007201	ENSMUSP00000022121
ENSTGUP00000013432	ENSMUSP00000021479
ENSTGUP00000013849	ENSMUSP00000041152
ENSTGUP00000009367	ENSMUSP00000074347
ENSTGUP00000012827	ENSMUSP00000103771
ENSTGUP00000007548	ENSMUSP00000061317
ENSTGUP00000017792	ENSMUSP00000108012
ENSTGUP00000008487	ENSMUSP00000027810
ENSTGUP00000005633	ENSMUSP00000064226
ENSTGUP00000012401	ENSMUSP00000021379
ENSTGUP00000003091	ENSMUSP00000122366
ENSTGUP00000003737	ENSMUSP00000043411
ENSTGUP00000005726	ENSMUSP00000029568
ENSTGUP00000011864	ENSMUSP00000055277
ENSTGUP00000006983	ENSMUSP00000033776
ENSTGUP00000002019	ENSMUSP00000058168
ENSTGUP00000009355	ENSMUSP00000113761
ENSTGUP00000006468	ENSMUSP00000031376
ENSTGUP00000003751	ENSMUSP00000097882
ENSTGUP00000006499	ENSMUSP00000114699
ENSTGUP00000013441	ENSMUSP00000125434
ENSTGUP00000002814	ENSMUSP00000043679
ENSTGUP00000008184	ENSMUSP00000054852
ENSTGUP00000009428	ENSMUSP00000133204
ENSTGUP00000013043	ENSMUSP00000053971
ENSTGUP00000010451	ENSMUSP00000027256
ENSTGUP00000010442	ENSMUSP00000023043
ENSTGUP00000007945	ENSMUSP00000042967
ENSTGUP00000010429	ENSMUSP00000028612
ENSTGUP00000001507	ENSMUSP00000030738
ENSTGUP00000010888	ENSMUSP00000025290
ENSTGUP00000011903	ENSMUSP00000071214
ENSTGUP00000008449	ENSMUSP00000031534
ENSTGUP00000009790	ENSMUSP00000038063
ENSTGUP00000011648	ENSMUSP00000020248
ENSTGUP00000011219	ENSMUSP00000071370
ENSTGUP00000000830	ENSMUSP00000038924
ENSTGUP00000015947	ENSMUSP00000018449
ENSTGUP00000010795	ENSMUSP00000038382
ENSTGUP00000006748	ENSMUSP00000119330
ENSTGUP00000005985	ENSMUSP00000026681
ENSTGUP00000003043	ENSMUSP00000035851
ENSTGUP00000009868	ENSMUSP00000025418
ENSTGUP00000014508	ENSMUSP00000064465
ENSTGUP00000006039	ENSMUSP00000067552
ENSTGUP00000003205	ENSMUSP00000131158
ENSTGUP00000017314	ENSMUSP00000077733
ENSTGUP00000002940	ENSMUSP00000041236
ENSTGUP00000009999	ENSMUSP00000074756
ENSTGUP00000007372	ENSMUSP00000127292
ENSTGUP00000008357	ENSMUSP00000021133
ENSTGUP00000005492	ENSMUSP00000113854
ENSTGUP00000005808	ENSMUSP00000048443
ENSTGUP00000005327	ENSMUSP00000090086
ENSTGUP00000002924	ENSMUSP00000001339
ENSTGUP00000006256	ENSMUSP00000010421
ENSTGUP00000015976	ENSMUSP00000083652
ENSTGUP00000006654	ENSMUSP00000043488
ENSTGUP00000007750	ENSMUSP00000025243
ENSTGUP00000006439	ENSMUSP00000128915
ENSTGUP00000015667	ENSMUSP00000104179
ENSTGUP00000001391	ENSMUSP00000001365
ENSTGUP00000002863	ENSMUSP00000066614
ENSTGUP00000000841	ENSMUSP00000034541
ENSTGUP00000004729	ENSMUSP00000054829
ENSTGUP00000012681	ENSMUSP00000072527
ENSTGUP00000014794	ENSMUSP00000114111
ENSTGUP00000005725	ENSMUSP00000005503
ENSTGUP00000002175	ENSMUSP00000037340
ENSTGUP00000004135	ENSMUSP00000054718
ENSTGUP00000002616	ENSMUSP00000049931
ENSTGUP00000007276	ENSMUSP00000109609
ENSTGUP00000008605	ENSMUSP00000028408
ENSTGUP00000010981	ENSMUSP00000039376
ENSTGUP00000008662	ENSMUSP00000025714
ENSTGUP00000003939	ENSMUSP00000029650
ENSTGUP00000002354	ENSMUSP00000006221
ENSTGUP00000005979	ENSMUSP00000025264
ENSTGUP00000007204	ENSMUSP00000101706
ENSTGUP00000008575	ENSMUSP00000020212
ENSTGUP00000005184	ENSMUSP00000043730
ENSTGUP00000003366	ENSMUSP00000120075
ENSTGUP00000004662	ENSMUSP00000031707
ENSTGUP00000012381	ENSMUSP00000106308
ENSTGUP00000012565	ENSMUSP00000044769
ENSTGUP00000014997	ENSMUSP00000026461
ENSTGUP00000009086	ENSMUSP00000033901
ENSTGUP00000006074	ENSMUSP00000028910
ENSTGUP00000008708	ENSMUSP00000084480
ENSTGUP00000002433	ENSMUSP00000000594
ENSTGUP00000006873	ENSMUSP00000038977
ENSTGUP00000011778	ENSMUSP00000076682
ENSTGUP00000003966	ENSMUSP00000092811
ENSTGUP00000006716	ENSMUSP00000126733
ENSTGUP00000000490	ENSMUSP00000058697
ENSTGUP00000015837	ENSMUSP00000111296
ENSTGUP00000008075	ENSMUSP00000063158
ENSTGUP00000001404	ENSMUSP00000046786
ENSTGUP00000007810	ENSMUSP00000031627
ENSTGUP00000012813	ENSMUSP00000110673
ENSTGUP00000005427	ENSMUSP00000035034
ENSTGUP00000014087	ENSMUSP00000023260
ENSTGUP00000009889	ENSMUSP00000107725
ENSTGUP00000014647	ENSMUSP00000034785
ENSTGUP00000001858	ENSMUSP00000065631
ENSTGUP00000010190	ENSMUSP00000121504
ENSTGUP00000008692	ENSMUSP00000033012
ENSTGUP00000012015	ENSMUSP00000031654
ENSTGUP00000013589	ENSMUSP00000021368
ENSTGUP00000004035	ENSMUSP00000020273
ENSTGUP00000010957	ENSMUSP00000095346
ENSTGUP00000011158	ENSMUSP00000068713
ENSTGUP00000007389	ENSMUSP00000036076
ENSTGUP00000012429	ENSMUSP00000049997
ENSTGUP00000001515	ENSMUSP00000030013
ENSTGUP00000013809	ENSMUSP00000023426
ENSTGUP00000017831	ENSMUSP00000025383
ENSTGUP00000004778	ENSMUSP00000063548
ENSTGUP00000004785	ENSMUSP00000062413
ENSTGUP00000006552	ENSMUSP00000068677
ENSTGUP00000002784	ENSMUSP00000059211
ENSTGUP00000017934	ENSMUSP00000026129
ENSTGUP00000003650	ENSMUSP00000083146
ENSTGUP00000011691	ENSMUSP00000046732
ENSTGUP00000010955	ENSMUSP00000076081
ENSTGUP00000009505	ENSMUSP00000040585
ENSTGUP00000002432	ENSMUSP00000034147
ENSTGUP00000005914	ENSMUSP00000025109
ENSTGUP00000007489	ENSMUSP00000064926
ENSTGUP00000007867	ENSMUSP00000061523
ENSTGUP00000008411	ENSMUSP00000084414
ENSTGUP00000001059	ENSMUSP00000116098
ENSTGUP00000013423	ENSMUSP00000075339
ENSTGUP00000008342	ENSMUSP00000107874
ENSTGUP00000003661	ENSMUSP00000099986
ENSTGUP00000000124	ENSMUSP00000034524
ENSTGUP00000013416	ENSMUSP00000126298
ENSTGUP00000009684	ENSMUSP00000031077
ENSTGUP00000006773	ENSMUSP00000105183
ENSTGUP00000006659	ENSMUSP00000040591
ENSTGUP00000002409	ENSMUSP00000022245
ENSTGUP00000012265	ENSMUSP00000103943
ENSTGUP00000013764	ENSMUSP00000114682
ENSTGUP00000003946	ENSMUSP00000029651
ENSTGUP00000007337	ENSMUSP00000028551
ENSTGUP00000012699	ENSMUSP00000124565
ENSTGUP00000002377	ENSMUSP00000036778
ENSTGUP00000008926	ENSMUSP00000070534
ENSTGUP00000011141	ENSMUSP00000051845
ENSTGUP00000001201	ENSMUSP00000022030
ENSTGUP00000010784	ENSMUSP00000032440
ENSTGUP00000001726	ENSMUSP00000039301
ENSTGUP00000012755	ENSMUSP00000084959
ENSTGUP00000000429	ENSMUSP00000035092
ENSTGUP00000012690	ENSMUSP00000100059
ENSTGUP00000011973	ENSMUSP00000045103
ENSTGUP00000009714	ENSMUSP00000031069
ENSTGUP00000005943	ENSMUSP00000028917
ENSTGUP00000005345	ENSMUSP00000113431
ENSTGUP00000014145	ENSMUSP00000129789
ENSTGUP00000015949	ENSMUSP00000106017
ENSTGUP00000000589	ENSMUSP00000070265
ENSTGUP00000008653	ENSMUSP00000056990
ENSTGUP00000009616	ENSMUSP00000124528
ENSTGUP00000002789	ENSMUSP00000048244
ENSTGUP00000010216	ENSMUSP00000023113
ENSTGUP00000012611	ENSMUSP00000042746
ENSTGUP00000012399	ENSMUSP00000033866
ENSTGUP00000013649	ENSMUSP00000130941
ENSTGUP00000009596	ENSMUSP00000099721
ENSTGUP00000004907	ENSMUSP00000070957
ENSTGUP00000001629	ENSMUSP00000035826
ENSTGUP00000004248	ENSMUSP00000032461
ENSTGUP00000006065	ENSMUSP00000040846
ENSTGUP00000013597	ENSMUSP00000032124
ENSTGUP00000004450	ENSMUSP00000040356
ENSTGUP00000010817	ENSMUSP00000097442
ENSTGUP00000011597	ENSMUSP00000029414
ENSTGUP00000006296	ENSMUSP00000098295
ENSTGUP00000009119	ENSMUSP00000031101
ENSTGUP00000003669	ENSMUSP00000126878
ENSTGUP00000006680	ENSMUSP00000139269
ENSTGUP00000004947	ENSMUSP00000049044
ENSTGUP00000011663	ENSMUSP00000022517
ENSTGUP00000005211	ENSMUSP00000027379
ENSTGUP00000000555	ENSMUSP00000033283
ENSTGUP00000010931	ENSMUSP00000025997
ENSTGUP00000001795	ENSMUSP00000112977
ENSTGUP00000009773	ENSMUSP00000047950
ENSTGUP00000012329	ENSMUSP00000085523
ENSTGUP00000012920	ENSMUSP00000070871
ENSTGUP00000002208	ENSMUSP00000100010
ENSTGUP00000008458	ENSMUSP00000041744
ENSTGUP00000012266	ENSMUSP00000035879
ENSTGUP00000013411	ENSMUSP00000026126
ENSTGUP00000008975	ENSMUSP00000020163
ENSTGUP00000002805	ENSMUSP00000026845
ENSTGUP00000006960	ENSMUSP00000022053
ENSTGUP00000012175	ENSMUSP00000039621
ENSTGUP00000009043	ENSMUSP00000132498
ENSTGUP00000003383	ENSMUSP00000099506
ENSTGUP00000012862	ENSMUSP00000022977
ENSTGUP00000001994	ENSMUSP00000002043
ENSTGUP00000008442	ENSMUSP00000073551
ENSTGUP00000017614	ENSMUSP00000041851
ENSTGUP00000002997	ENSMUSP00000018805
ENSTGUP00000005990	ENSMUSP00000042162
ENSTGUP00000004832	ENSMUSP00000112385
ENSTGUP00000007315	ENSMUSP00000055926
ENSTGUP00000004531	ENSMUSP00000046837
ENSTGUP00000004721	ENSMUSP00000023400
ENSTGUP00000004996	ENSMUSP00000065423
ENSTGUP00000007640	ENSMUSP00000113769
ENSTGUP00000010980	ENSMUSP00000039420
ENSTGUP00000003987	ENSMUSP00000065160
ENSTGUP00000010930	ENSMUSP00000123029
ENSTGUP00000005213	ENSMUSP00000023206
ENSTGUP00000004799	ENSMUSP00000033875
ENSTGUP00000012136	ENSMUSP00000019927
ENSTGUP00000008982	ENSMUSP00000021085
ENSTGUP00000017703	ENSMUSP00000102857
ENSTGUP00000006188	ENSMUSP00000033159
ENSTGUP00000006193	ENSMUSP00000125656
ENSTGUP00000003232	ENSMUSP00000031984
ENSTGUP00000011983	ENSMUSP00000031651
ENSTGUP00000005381	ENSMUSP00000017841
ENSTGUP00000012032	ENSMUSP00000027580
ENSTGUP00000012367	ENSMUSP00000048603
ENSTGUP00000004906	ENSMUSP00000080337
ENSTGUP00000003234	ENSMUSP00000106480
ENSTGUP00000011363	ENSMUSP00000019950
ENSTGUP00000005849	ENSMUSP00000031420
ENSTGUP00000006906	ENSMUSP00000020523
ENSTGUP00000002723	ENSMUSP00000034111
ENSTGUP00000006889	ENSMUSP00000028278
ENSTGUP00000005235	ENSMUSP00000040001
ENSTGUP00000004822	ENSMUSP00000079664
ENSTGUP00000012531	ENSMUSP00000021670
ENSTGUP00000004166	ENSMUSP00000022189
ENSTGUP00000010707	ENSMUSP00000021405
ENSTGUP00000010459	ENSMUSP00000024851
ENSTGUP00000012173	ENSMUSP00000093436
ENSTGUP00000001264	ENSMUSP00000024620
ENSTGUP00000000501	ENSMUSP00000023682
ENSTGUP00000008831	ENSMUSP00000025120
ENSTGUP00000001020	ENSMUSP00000052465
ENSTGUP00000001285	ENSMUSP00000099709
ENSTGUP00000018058	ENSMUSP00000137534
ENSTGUP00000002718	ENSMUSP00000020877
ENSTGUP00000007661	ENSMUSP00000074600
ENSTGUP00000008059	ENSMUSP00000022089
ENSTGUP00000011338	ENSMUSP00000019945
ENSTGUP00000009041	ENSMUSP00000127961
ENSTGUP00000004605	ENSMUSP00000052351
ENSTGUP00000012742	ENSMUSP00000023059
ENSTGUP00000011642	ENSMUSP00000129728
ENSTGUP00000010230	ENSMUSP00000084791
ENSTGUP00000009063	ENSMUSP00000031613
ENSTGUP00000010010	ENSMUSP00000023085
ENSTGUP00000005488	ENSMUSP00000131932
ENSTGUP00000002609	ENSMUSP00000031018
ENSTGUP00000006484	ENSMUSP00000138691
ENSTGUP00000016690	ENSMUSP00000033577
ENSTGUP00000006974	ENSMUSP00000095965
ENSTGUP00000013378	ENSMUSP00000021523
ENSTGUP00000006033	ENSMUSP00000029769
ENSTGUP00000003937	ENSMUSP00000125478
ENSTGUP00000006518	ENSMUSP00000073462
ENSTGUP00000008771	ENSMUSP00000129505
ENSTGUP00000004711	ENSMUSP00000042606
ENSTGUP00000006922	ENSMUSP00000050395
ENSTGUP00000016889	ENSMUSP00000022344
ENSTGUP00000012098	ENSMUSP00000042070
ENSTGUP00000009963	ENSMUSP00000130900
ENSTGUP00000017082	ENSMUSP00000057354
ENSTGUP00000010353	ENSMUSP00000048084
ENSTGUP00000012298	ENSMUSP00000028098
ENSTGUP00000006902	ENSMUSP00000044265
ENSTGUP00000008742	ENSMUSP00000026975
ENSTGUP00000011131	ENSMUSP00000066493
ENSTGUP00000004635	ENSMUSP00000018577
ENSTGUP00000008855	ENSMUSP00000124047
ENSTGUP00000008886	ENSMUSP00000025963
ENSTGUP00000007655	ENSMUSP00000113792
ENSTGUP00000009011	ENSMUSP00000098631
ENSTGUP00000003807	ENSMUSP00000028137
ENSTGUP00000008238	ENSMUSP00000127374
ENSTGUP00000000375	ENSMUSP00000120014
ENSTGUP00000003460	ENSMUSP00000073102
ENSTGUP00000007366	ENSMUSP00000117082
ENSTGUP00000010211	ENSMUSP00000095574
ENSTGUP00000005349	ENSMUSP00000033950
ENSTGUP00000012878	ENSMUSP00000091319
ENSTGUP00000009797	ENSMUSP00000090464
ENSTGUP00000006068	ENSMUSP00000034096
ENSTGUP00000004311	ENSMUSP00000110975
ENSTGUP00000005566	ENSMUSP00000040578
ENSTGUP00000011538	ENSMUSP00000064310
ENSTGUP00000001704	ENSMUSP00000111484
ENSTGUP00000006201	ENSMUSP00000044871
ENSTGUP00000014040	ENSMUSP00000023431
ENSTGUP00000011651	ENSMUSP00000051248
ENSTGUP00000003742	ENSMUSP00000132699
ENSTGUP00000003972	ENSMUSP00000082856
ENSTGUP00000014763	ENSMUSP00000020986
ENSTGUP00000007197	ENSMUSP00000020754
ENSTGUP00000012973	ENSMUSP00000137305
ENSTGUP00000006679	ENSMUSP00000044556
ENSTGUP00000001535	ENSMUSP00000040952
ENSTGUP00000003925	ENSMUSP00000036406
ENSTGUP00000014024	ENSMUSP00000056923
ENSTGUP00000012069	ENSMUSP00000126560
ENSTGUP00000007467	ENSMUSP00000017430
ENSTGUP00000012779	ENSMUSP00000022595
ENSTGUP00000008052	ENSMUSP00000015160
ENSTGUP00000005473	ENSMUSP00000033415
ENSTGUP00000006511	ENSMUSP00000043597
ENSTGUP00000006494	ENSMUSP00000043780
ENSTGUP00000008869	ENSMUSP00000024885
ENSTGUP00000005890	ENSMUSP00000134266
ENSTGUP00000007805	ENSMUSP00000028921
ENSTGUP00000003398	ENSMUSP00000081141
ENSTGUP00000013370	ENSMUSP00000102853
ENSTGUP00000006824	ENSMUSP00000033313
ENSTGUP00000009477	ENSMUSP00000079974
ENSTGUP00000005064	ENSMUSP00000053972
ENSTGUP00000009945	ENSMUSP00000112871
ENSTGUP00000011669	ENSMUSP00000019896
ENSTGUP00000007860	ENSMUSP00000013759
ENSTGUP00000001950	ENSMUSP00000081880
ENSTGUP00000002303	ENSMUSP00000020568
ENSTGUP00000013579	ENSMUSP00000082948
ENSTGUP00000010093	ENSMUSP00000020741
ENSTGUP00000010455	ENSMUSP00000027174
ENSTGUP00000012525	ENSMUSP00000019937
ENSTGUP00000003340	ENSMUSP00000082691
ENSTGUP00000004723	ENSMUSP00000029480
ENSTGUP00000004542	ENSMUSP00000020530
ENSTGUP00000012453	ENSMUSP00000105905
ENSTGUP00000002963	ENSMUSP00000099388
ENSTGUP00000006330	ENSMUSP00000113385
ENSTGUP00000003430	ENSMUSP00000076816
ENSTGUP00000010371	ENSMUSP00000048053
ENSTGUP00000012661	ENSMUSP00000053540
ENSTGUP00000013255	ENSMUSP00000001402
ENSTGUP00000002189	ENSMUSP00000036696
ENSTGUP00000014333	ENSMUSP00000054763
ENSTGUP00000001552	ENSMUSP00000099688
ENSTGUP00000001967	ENSMUSP00000110813
ENSTGUP00000007474	ENSMUSP00000002529
ENSTGUP00000002546	ENSMUSP00000090355
ENSTGUP00000008198	ENSMUSP00000030453
ENSTGUP00000007772	ENSMUSP00000031144
ENSTGUP00000011535	ENSMUSP00000050430
ENSTGUP00000002585	ENSMUSP00000042919
ENSTGUP00000013362	ENSMUSP00000020954
ENSTGUP00000013000	ENSMUSP00000032283
ENSTGUP00000002815	ENSMUSP00000056039
ENSTGUP00000006823	ENSMUSP00000047562
ENSTGUP00000001182	ENSMUSP00000025406
ENSTGUP00000013489	ENSMUSP00000108229
ENSTGUP00000012085	ENSMUSP00000036394
ENSTGUP00000014896	ENSMUSP00000005825
ENSTGUP00000009348	ENSMUSP00000006853
ENSTGUP00000005158	ENSMUSP00000046643
ENSTGUP00000012256	ENSMUSP00000023830
ENSTGUP00000013852	ENSMUSP00000032969
ENSTGUP00000017580	ENSMUSP00000033983
ENSTGUP00000016569	ENSMUSP00000100057
ENSTGUP00000013606	ENSMUSP00000021359
ENSTGUP00000004657	ENSMUSP00000015891
ENSTGUP00000002828	ENSMUSP00000097908
ENSTGUP00000010381	ENSMUSP00000011055
ENSTGUP00000013557	ENSMUSP00000042285
ENSTGUP00000003120	ENSMUSP00000026434
ENSTGUP00000011237	ENSMUSP00000113457
ENSTGUP00000013055	ENSMUSP00000057939
ENSTGUP00000011036	ENSMUSP00000028650
ENSTGUP00000006996	ENSMUSP00000014389
ENSTGUP00000005589	ENSMUSP00000113697
ENSTGUP00000018222	ENSMUSP00000053122
ENSTGUP00000013401	ENSMUSP00000095901
ENSTGUP00000005475	ENSMUSP00000088535
ENSTGUP00000011964	ENSMUSP00000071255
ENSTGUP00000003744	ENSMUSP00000029142
ENSTGUP00000006127	ENSMUSP00000103922
ENSTGUP00000014301	ENSMUSP00000034326
ENSTGUP00000000627	ENSMUSP00000011398
ENSTGUP00000004971	ENSMUSP00000002844
ENSTGUP00000013332	ENSMUSP00000020997
ENSTGUP00000002614	ENSMUSP00000052172
ENSTGUP00000013827	ENSMUSP00000027866
ENSTGUP00000010044	ENSMUSP00000130360
ENSTGUP00000001420	ENSMUSP00000048742
ENSTGUP00000009452	ENSMUSP00000025547
ENSTGUP00000007239	ENSMUSP00000034375
ENSTGUP00000000034	ENSMUSP00000034623
ENSTGUP00000005337	ENSMUSP00000034226
ENSTGUP00000010385	ENSMUSP00000049342
ENSTGUP00000009504	ENSMUSP00000078383
ENSTGUP00000006758	ENSMUSP00000034206
ENSTGUP00000012157	ENSMUSP00000000304
ENSTGUP00000007493	ENSMUSP00000104361
ENSTGUP00000017273	ENSMUSP00000099565
ENSTGUP00000010325	ENSMUSP00000027103
ENSTGUP00000002198	ENSMUSP00000026888
ENSTGUP00000005496	ENSMUSP00000028157
ENSTGUP00000017696	ENSMUSP00000088456
ENSTGUP00000001309	ENSMUSP00000048201
ENSTGUP00000006433	ENSMUSP00000029938
ENSTGUP00000001423	ENSMUSP00000030311
ENSTGUP00000013834	ENSMUSP00000037514
ENSTGUP00000011825	ENSMUSP00000052755
ENSTGUP00000007457	ENSMUSP00000042882
ENSTGUP00000013448	ENSMUSP00000107364
ENSTGUP00000012707	ENSMUSP00000022585
ENSTGUP00000004617	ENSMUSP00000130264
ENSTGUP00000006099	ENSMUSP00000027401
ENSTGUP00000007639	ENSMUSP00000022875
ENSTGUP00000000319	ENSMUSP00000059102
ENSTGUP00000003504	ENSMUSP00000026827
ENSTGUP00000013060	ENSMUSP00000051433
ENSTGUP00000009947	ENSMUSP00000018184
ENSTGUP00000009702	ENSMUSP00000078632
ENSTGUP00000010473	ENSMUSP00000107498
ENSTGUP00000012005	ENSMUSP00000068610
ENSTGUP00000002930	ENSMUSP00000042151
ENSTGUP00000004953	ENSMUSP00000035154
ENSTGUP00000009223	ENSMUSP00000033163
ENSTGUP00000011224	ENSMUSP00000106420
ENSTGUP00000008312	ENSMUSP00000083844
ENSTGUP00000017219	ENSMUSP00000029542
ENSTGUP00000000867	ENSMUSP00000025505
ENSTGUP00000002181	ENSMUSP00000026866
ENSTGUP00000006380	ENSMUSP00000021183
ENSTGUP00000009156	ENSMUSP00000056805
ENSTGUP00000013642	ENSMUSP00000050783
ENSTGUP00000013123	ENSMUSP00000092672
ENSTGUP00000013231	ENSMUSP00000136717
ENSTGUP00000014832	ENSMUSP00000093980
ENSTGUP00000001517	ENSMUSP00000010278
ENSTGUP00000006854	ENSMUSP00000128888
ENSTGUP00000010563	ENSMUSP00000048450
ENSTGUP00000009091	ENSMUSP00000024873
ENSTGUP00000009385	ENSMUSP00000065511
ENSTGUP00000008750	ENSMUSP00000016034
ENSTGUP00000005809	ENSMUSP00000029386
ENSTGUP00000015208	ENSMUSP00000110250
ENSTGUP00000006088	ENSMUSP00000048204
ENSTGUP00000006086	ENSMUSP00000058599
ENSTGUP00000010123	ENSMUSP00000136768
ENSTGUP00000009347	ENSMUSP00000055934
ENSTGUP00000004983	ENSMUSP00000018877
ENSTGUP00000005364	ENSMUSP00000035230
ENSTGUP00000008235	ENSMUSP00000045217
ENSTGUP00000004984	ENSMUSP00000036491
ENSTGUP00000003802	ENSMUSP00000022353
ENSTGUP00000010420	ENSMUSP00000031091
ENSTGUP00000012427	ENSMUSP00000072382
ENSTGUP00000001317	ENSMUSP00000036093
ENSTGUP00000001532	ENSMUSP00000006061
ENSTGUP00000007158	ENSMUSP00000020756
ENSTGUP00000012511	ENSMUSP00000070018
ENSTGUP00000011322	ENSMUSP00000029256
ENSTGUP00000009866	ENSMUSP00000048001
ENSTGUP00000009812	ENSMUSP00000033000
ENSTGUP00000007021	ENSMUSP00000078050
ENSTGUP00000012651	ENSMUSP00000029911
ENSTGUP00000010990	ENSMUSP00000025930
ENSTGUP00000000807	ENSMUSP00000000608
ENSTGUP00000002029	ENSMUSP00000055656
ENSTGUP00000010384	ENSMUSP00000026227
ENSTGUP00000016555	ENSMUSP00000004507
ENSTGUP00000008546	ENSMUSP00000090510
ENSTGUP00000011203	ENSMUSP00000045126
ENSTGUP00000011630	ENSMUSP00000116627
ENSTGUP00000000057	ENSMUSP00000002099
ENSTGUP00000016554	ENSMUSP00000028470
ENSTGUP00000000834	ENSMUSP00000019722
ENSTGUP00000015698	ENSMUSP00000025675
ENSTGUP00000004459	ENSMUSP00000051177
ENSTGUP00000002854	ENSMUSP00000110872
ENSTGUP00000007203	ENSMUSP00000129300
ENSTGUP00000004397	ENSMUSP00000083057
ENSTGUP00000006117	ENSMUSP00000097144
ENSTGUP00000006049	ENSMUSP00000080643
ENSTGUP00000012974	ENSMUSP00000125257
ENSTGUP00000001010	ENSMUSP00000053325
ENSTGUP00000017327	ENSMUSP00000059320
ENSTGUP00000013202	ENSMUSP00000034406
ENSTGUP00000003160	ENSMUSP00000115011
ENSTGUP00000012391	ENSMUSP00000016901
ENSTGUP00000011267	ENSMUSP00000026625
ENSTGUP00000011798	ENSMUSP00000069840
ENSTGUP00000017827	ENSMUSP00000041650
ENSTGUP00000004388	ENSMUSP00000059159
ENSTGUP00000004815	ENSMUSP00000010201
ENSTGUP00000012044	ENSMUSP00000029047
ENSTGUP00000005154	ENSMUSP00000010940
ENSTGUP00000011499	ENSMUSP00000106329
ENSTGUP00000013400	ENSMUSP00000075609
ENSTGUP00000004098	ENSMUSP00000024957
ENSTGUP00000007007	ENSMUSP00000028250
ENSTGUP00000005732	ENSMUSP00000130012
ENSTGUP00000012802	ENSMUSP00000064622
ENSTGUP00000002262	ENSMUSP00000031262
ENSTGUP00000003343	ENSMUSP00000113343
ENSTGUP00000009046	ENSMUSP00000099325
ENSTGUP00000012371	ENSMUSP00000033934
ENSTGUP00000006386	ENSMUSP00000128382
ENSTGUP00000003267	ENSMUSP00000024981
ENSTGUP00000001829	ENSMUSP00000132287
ENSTGUP00000007718	ENSMUSP00000059494
ENSTGUP00000006890	ENSMUSP00000036119
ENSTGUP00000007652	ENSMUSP00000092009
ENSTGUP00000015832	ENSMUSP00000028900
ENSTGUP00000013769	ENSMUSP00000125492
ENSTGUP00000013280	ENSMUSP00000068004
ENSTGUP00000007886	ENSMUSP00000052563
ENSTGUP00000002792	ENSMUSP00000019447
