ENSMODP00000016222	ENSTGUP00000008915
ENSMODP00000018911	ENSTGUP00000004501
ENSMODP00000005281	ENSTGUP00000002924
ENSMODP00000024074	ENSTGUP00000006256
ENSMODP00000019178	ENSTGUP00000015976
ENSMODP00000039488	ENSTGUP00000006654
ENSMODP00000023285	ENSTGUP00000007750
ENSMODP00000004009	ENSTGUP00000012792
ENSMODP00000025272	ENSTGUP00000006439
ENSMODP00000029373	ENSTGUP00000001391
ENSMODP00000024484	ENSTGUP00000002863
ENSMODP00000002874	ENSTGUP00000004729
ENSMODP00000006665	ENSTGUP00000012681
ENSMODP00000014455	ENSTGUP00000006575
ENSMODP00000007778	ENSTGUP00000011193
ENSMODP00000020956	ENSTGUP00000014794
ENSMODP00000001344	ENSTGUP00000005725
ENSMODP00000025436	ENSTGUP00000002175
ENSMODP00000006310	ENSTGUP00000004135
ENSMODP00000027588	ENSTGUP00000002616
ENSMODP00000037203	ENSTGUP00000007276
ENSMODP00000011048	ENSTGUP00000008605
ENSMODP00000023111	ENSTGUP00000006134
ENSMODP00000015721	ENSTGUP00000008868
ENSMODP00000008523	ENSTGUP00000010981
ENSMODP00000016248	ENSTGUP00000002331
ENSMODP00000018298	ENSTGUP00000001944
ENSMODP00000025801	ENSTGUP00000003939
ENSMODP00000003885	ENSTGUP00000002354
ENSMODP00000023263	ENSTGUP00000005979
ENSMODP00000011727	ENSTGUP00000008575
ENSMODP00000004122	ENSTGUP00000005184
ENSMODP00000005409	ENSTGUP00000003366
ENSMODP00000019297	ENSTGUP00000004662
ENSMODP00000015859	ENSTGUP00000012381
ENSMODP00000022479	ENSTGUP00000012565
ENSMODP00000015835	ENSTGUP00000013047
ENSMODP00000005619	ENSTGUP00000009086
ENSMODP00000013528	ENSTGUP00000012486
ENSMODP00000006795	ENSTGUP00000006074
ENSMODP00000025755	ENSTGUP00000008708
ENSMODP00000004349	ENSTGUP00000002433
ENSMODP00000003558	ENSTGUP00000006873
ENSMODP00000009190	ENSTGUP00000011778
ENSMODP00000000897	ENSTGUP00000003966
ENSMODP00000005075	ENSTGUP00000006716
ENSMODP00000018687	ENSTGUP00000000490
ENSMODP00000021629	ENSTGUP00000002525
ENSMODP00000012948	ENSTGUP00000015837
ENSMODP00000016666	ENSTGUP00000008075
ENSMODP00000001091	ENSTGUP00000001404
ENSMODP00000001601	ENSTGUP00000007810
ENSMODP00000002642	ENSTGUP00000014039
ENSMODP00000002813	ENSTGUP00000001880
ENSMODP00000017661	ENSTGUP00000012813
ENSMODP00000023200	ENSTGUP00000005427
ENSMODP00000000035	ENSTGUP00000014087
ENSMODP00000003795	ENSTGUP00000009889
ENSMODP00000011597	ENSTGUP00000014647
ENSMODP00000020696	ENSTGUP00000010190
ENSMODP00000038721	ENSTGUP00000006023
ENSMODP00000009098	ENSTGUP00000008692
ENSMODP00000011403	ENSTGUP00000012015
ENSMODP00000014495	ENSTGUP00000013589
ENSMODP00000013408	ENSTGUP00000004035
ENSMODP00000015291	ENSTGUP00000010957
ENSMODP00000000174	ENSTGUP00000011158
ENSMODP00000015456	ENSTGUP00000007389
ENSMODP00000029584	ENSTGUP00000012429
ENSMODP00000003906	ENSTGUP00000001515
ENSMODP00000021291	ENSTGUP00000013809
ENSMODP00000016972	ENSTGUP00000017831
ENSMODP00000007158	ENSTGUP00000004778
ENSMODP00000019444	ENSTGUP00000004785
ENSMODP00000038862	ENSTGUP00000000249
ENSMODP00000031345	ENSTGUP00000007134
ENSMODP00000024835	ENSTGUP00000010798
ENSMODP00000021789	ENSTGUP00000012604
ENSMODP00000026760	ENSTGUP00000009823
ENSMODP00000001350	ENSTGUP00000006552
ENSMODP00000024442	ENSTGUP00000002784
ENSMODP00000038969	ENSTGUP00000017626
ENSMODP00000003614	ENSTGUP00000006323
ENSMODP00000003730	ENSTGUP00000017934
ENSMODP00000010972	ENSTGUP00000010410
ENSMODP00000017251	ENSTGUP00000003650
ENSMODP00000003011	ENSTGUP00000008501
ENSMODP00000018246	ENSTGUP00000007707
ENSMODP00000007674	ENSTGUP00000009833
ENSMODP00000034165	ENSTGUP00000010955
ENSMODP00000040256	ENSTGUP00000009505
ENSMODP00000000266	ENSTGUP00000002432
ENSMODP00000023251	ENSTGUP00000005914
ENSMODP00000019455	ENSTGUP00000015004
ENSMODP00000017556	ENSTGUP00000007489
ENSMODP00000003215	ENSTGUP00000007867
ENSMODP00000021583	ENSTGUP00000008411
ENSMODP00000017804	ENSTGUP00000001059
ENSMODP00000018434	ENSTGUP00000013423
ENSMODP00000021500	ENSTGUP00000008342
ENSMODP00000020212	ENSTGUP00000003661
ENSMODP00000017401	ENSTGUP00000000124
ENSMODP00000009827	ENSTGUP00000013416
ENSMODP00000009983	ENSTGUP00000008193
ENSMODP00000009865	ENSTGUP00000016583
ENSMODP00000000466	ENSTGUP00000009684
ENSMODP00000016728	ENSTGUP00000006773
ENSMODP00000014540	ENSTGUP00000006659
ENSMODP00000025354	ENSTGUP00000002409
ENSMODP00000034615	ENSTGUP00000012265
ENSMODP00000008259	ENSTGUP00000006301
ENSMODP00000013490	ENSTGUP00000013764
ENSMODP00000025799	ENSTGUP00000003946
ENSMODP00000002038	ENSTGUP00000007337
ENSMODP00000006492	ENSTGUP00000012699
ENSMODP00000003938	ENSTGUP00000002377
ENSMODP00000024774	ENSTGUP00000010491
ENSMODP00000007167	ENSTGUP00000008926
ENSMODP00000000217	ENSTGUP00000011141
ENSMODP00000025303	ENSTGUP00000001201
ENSMODP00000006811	ENSTGUP00000010784
ENSMODP00000021943	ENSTGUP00000001726
ENSMODP00000022318	ENSTGUP00000012755
ENSMODP00000022614	ENSTGUP00000012690
ENSMODP00000017024	ENSTGUP00000011973
ENSMODP00000000506	ENSTGUP00000009714
ENSMODP00000007056	ENSTGUP00000005943
ENSMODP00000028230	ENSTGUP00000010037
ENSMODP00000010577	ENSTGUP00000015949
ENSMODP00000005515	ENSTGUP00000000589
ENSMODP00000009141	ENSTGUP00000008653
ENSMODP00000018862	ENSTGUP00000009616
ENSMODP00000039695	ENSTGUP00000017538
ENSMODP00000011020	ENSTGUP00000003840
ENSMODP00000003914	ENSTGUP00000002058
ENSMODP00000000521	ENSTGUP00000002789
ENSMODP00000020678	ENSTGUP00000010216
ENSMODP00000006063	ENSTGUP00000012611
ENSMODP00000013059	ENSTGUP00000012399
ENSMODP00000023527	ENSTGUP00000013649
ENSMODP00000012738	ENSTGUP00000009596
ENSMODP00000013482	ENSTGUP00000004907
ENSMODP00000040683	ENSTGUP00000001629
ENSMODP00000019780	ENSTGUP00000017296
ENSMODP00000007625	ENSTGUP00000004248
ENSMODP00000012956	ENSTGUP00000006065
ENSMODP00000009923	ENSTGUP00000013597
ENSMODP00000012497	ENSTGUP00000004450
ENSMODP00000009254	ENSTGUP00000010817
ENSMODP00000019643	ENSTGUP00000011597
ENSMODP00000015212	ENSTGUP00000006296
ENSMODP00000005867	ENSTGUP00000006043
ENSMODP00000025714	ENSTGUP00000009119
ENSMODP00000020136	ENSTGUP00000003669
ENSMODP00000009958	ENSTGUP00000006680
ENSMODP00000008646	ENSTGUP00000012319
ENSMODP00000011969	ENSTGUP00000004947
ENSMODP00000010119	ENSTGUP00000011663
ENSMODP00000019417	ENSTGUP00000005211
ENSMODP00000032512	ENSTGUP00000000555
ENSMODP00000024536	ENSTGUP00000008067
ENSMODP00000013212	ENSTGUP00000010931
ENSMODP00000014658	ENSTGUP00000001795
ENSMODP00000003887	ENSTGUP00000009773
ENSMODP00000022929	ENSTGUP00000012920
ENSMODP00000005380	ENSTGUP00000010517
ENSMODP00000010400	ENSTGUP00000002208
ENSMODP00000021602	ENSTGUP00000008458
ENSMODP00000008339	ENSTGUP00000006199
ENSMODP00000012578	ENSTGUP00000012266
ENSMODP00000009562	ENSTGUP00000009016
ENSMODP00000010218	ENSTGUP00000009028
ENSMODP00000006019	ENSTGUP00000013411
ENSMODP00000009683	ENSTGUP00000008975
ENSMODP00000001520	ENSTGUP00000002805
ENSMODP00000000974	ENSTGUP00000006960
ENSMODP00000012200	ENSTGUP00000012175
ENSMODP00000015788	ENSTGUP00000009043
ENSMODP00000031956	ENSTGUP00000003383
ENSMODP00000002212	ENSTGUP00000012862
ENSMODP00000012446	ENSTGUP00000001994
ENSMODP00000024410	ENSTGUP00000008442
ENSMODP00000002480	ENSTGUP00000001251
ENSMODP00000020388	ENSTGUP00000008978
ENSMODP00000005167	ENSTGUP00000017614
ENSMODP00000032296	ENSTGUP00000002997
ENSMODP00000013252	ENSTGUP00000005990
ENSMODP00000011544	ENSTGUP00000004029
ENSMODP00000024284	ENSTGUP00000002512
ENSMODP00000019402	ENSTGUP00000005628
ENSMODP00000013459	ENSTGUP00000004832
ENSMODP00000037984	ENSTGUP00000007315
ENSMODP00000008336	ENSTGUP00000004531
ENSMODP00000007172	ENSTGUP00000004721
ENSMODP00000006363	ENSTGUP00000004996
ENSMODP00000038645	ENSTGUP00000007640
ENSMODP00000034882	ENSTGUP00000010980
ENSMODP00000013421	ENSTGUP00000003987
ENSMODP00000025132	ENSTGUP00000007266
ENSMODP00000039247	ENSTGUP00000010930
ENSMODP00000008305	ENSTGUP00000013964
ENSMODP00000005962	ENSTGUP00000005213
ENSMODP00000013601	ENSTGUP00000004799
ENSMODP00000003039	ENSTGUP00000008019
ENSMODP00000012402	ENSTGUP00000006730
ENSMODP00000022044	ENSTGUP00000012136
ENSMODP00000008983	ENSTGUP00000008982
ENSMODP00000039811	ENSTGUP00000017703
ENSMODP00000021141	ENSTGUP00000003755
ENSMODP00000002311	ENSTGUP00000006193
ENSMODP00000022174	ENSTGUP00000001608
ENSMODP00000024051	ENSTGUP00000003232
ENSMODP00000032104	ENSTGUP00000003442
ENSMODP00000011308	ENSTGUP00000011983
ENSMODP00000020255	ENSTGUP00000005381
ENSMODP00000023157	ENSTGUP00000007272
ENSMODP00000036226	ENSTGUP00000012032
ENSMODP00000012920	ENSTGUP00000012367
ENSMODP00000011843	ENSTGUP00000004906
ENSMODP00000003401	ENSTGUP00000003234
ENSMODP00000021532	ENSTGUP00000011363
ENSMODP00000014547	ENSTGUP00000005849
ENSMODP00000002701	ENSTGUP00000006906
ENSMODP00000000626	ENSTGUP00000002723
ENSMODP00000006581	ENSTGUP00000006889
ENSMODP00000015476	ENSTGUP00000005235
ENSMODP00000038501	ENSTGUP00000004822
ENSMODP00000023141	ENSTGUP00000007282
ENSMODP00000007644	ENSTGUP00000012531
ENSMODP00000024645	ENSTGUP00000004166
ENSMODP00000003127	ENSTGUP00000010707
ENSMODP00000033408	ENSTGUP00000009218
ENSMODP00000026826	ENSTGUP00000010459
ENSMODP00000009636	ENSTGUP00000013437
ENSMODP00000014945	ENSTGUP00000012412
ENSMODP00000022101	ENSTGUP00000012173
ENSMODP00000019405	ENSTGUP00000001264
ENSMODP00000026335	ENSTGUP00000000501
ENSMODP00000000519	ENSTGUP00000008831
ENSMODP00000019537	ENSTGUP00000001020
ENSMODP00000029449	ENSTGUP00000001285
ENSMODP00000002560	ENSTGUP00000007024
ENSMODP00000001175	ENSTGUP00000006602
ENSMODP00000009092	ENSTGUP00000018058
ENSMODP00000001692	ENSTGUP00000002718
ENSMODP00000026657	ENSTGUP00000007661
ENSMODP00000020865	ENSTGUP00000016807
ENSMODP00000021541	ENSTGUP00000011338
ENSMODP00000007338	ENSTGUP00000009041
ENSMODP00000004723	ENSTGUP00000012742
ENSMODP00000003105	ENSTGUP00000011642
ENSMODP00000039391	ENSTGUP00000010230
ENSMODP00000010105	ENSTGUP00000009063
ENSMODP00000008717	ENSTGUP00000010010
ENSMODP00000020277	ENSTGUP00000005488
ENSMODP00000019446	ENSTGUP00000002609
ENSMODP00000012110	ENSTGUP00000016690
ENSMODP00000006145	ENSTGUP00000006974
ENSMODP00000010769	ENSTGUP00000013378
ENSMODP00000018088	ENSTGUP00000002061
ENSMODP00000005840	ENSTGUP00000006033
ENSMODP00000037376	ENSTGUP00000003937
ENSMODP00000017897	ENSTGUP00000006518
ENSMODP00000008969	ENSTGUP00000008771
ENSMODP00000039104	ENSTGUP00000004711
ENSMODP00000002680	ENSTGUP00000006922
ENSMODP00000000172	ENSTGUP00000016889
ENSMODP00000000993	ENSTGUP00000012098
ENSMODP00000005050	ENSTGUP00000009963
ENSMODP00000016291	ENSTGUP00000017082
ENSMODP00000011177	ENSTGUP00000010353
ENSMODP00000004068	ENSTGUP00000012298
ENSMODP00000038567	ENSTGUP00000003707
ENSMODP00000018060	ENSTGUP00000000993
ENSMODP00000004462	ENSTGUP00000005418
ENSMODP00000002745	ENSTGUP00000006902
ENSMODP00000010695	ENSTGUP00000008742
ENSMODP00000011736	ENSTGUP00000011131
ENSMODP00000004863	ENSTGUP00000004635
ENSMODP00000025738	ENSTGUP00000008855
ENSMODP00000007016	ENSTGUP00000008886
ENSMODP00000025885	ENSTGUP00000007655
ENSMODP00000006448	ENSTGUP00000009011
ENSMODP00000007357	ENSTGUP00000003807
ENSMODP00000009893	ENSTGUP00000008238
ENSMODP00000005212	ENSTGUP00000000375
ENSMODP00000002271	ENSTGUP00000003460
ENSMODP00000003644	ENSTGUP00000007366
ENSMODP00000003387	ENSTGUP00000008310
ENSMODP00000039098	ENSTGUP00000010211
ENSMODP00000013119	ENSTGUP00000005349
ENSMODP00000022897	ENSTGUP00000012878
ENSMODP00000034293	ENSTGUP00000009797
ENSMODP00000017721	ENSTGUP00000006068
ENSMODP00000019031	ENSTGUP00000004311
ENSMODP00000028835	ENSTGUP00000013687
ENSMODP00000019832	ENSTGUP00000005566
ENSMODP00000010278	ENSTGUP00000013394
ENSMODP00000015191	ENSTGUP00000006312
ENSMODP00000027806	ENSTGUP00000005480
ENSMODP00000022258	ENSTGUP00000011538
ENSMODP00000024036	ENSTGUP00000006201
ENSMODP00000023632	ENSTGUP00000001982
ENSMODP00000039860	ENSTGUP00000004761
ENSMODP00000002702	ENSTGUP00000014040
ENSMODP00000009861	ENSTGUP00000011651
ENSMODP00000011433	ENSTGUP00000003972
ENSMODP00000019798	ENSTGUP00000014763
ENSMODP00000019029	ENSTGUP00000012040
ENSMODP00000025363	ENSTGUP00000002367
ENSMODP00000028459	ENSTGUP00000007197
ENSMODP00000015922	ENSTGUP00000008987
ENSMODP00000002647	ENSTGUP00000012973
ENSMODP00000025458	ENSTGUP00000006679
ENSMODP00000025866	ENSTGUP00000007774
ENSMODP00000013444	ENSTGUP00000001535
ENSMODP00000009095	ENSTGUP00000003925
ENSMODP00000002352	ENSTGUP00000014024
ENSMODP00000007433	ENSTGUP00000012069
ENSMODP00000011980	ENSTGUP00000002594
ENSMODP00000028723	ENSTGUP00000007467
ENSMODP00000018516	ENSTGUP00000012779
ENSMODP00000004721	ENSTGUP00000008052
ENSMODP00000015129	ENSTGUP00000005473
ENSMODP00000018289	ENSTGUP00000006511
ENSMODP00000028151	ENSTGUP00000006494
ENSMODP00000010235	ENSTGUP00000008869
ENSMODP00000028705	ENSTGUP00000005890
ENSMODP00000028883	ENSTGUP00000008660
ENSMODP00000007639	ENSTGUP00000007805
ENSMODP00000003239	ENSTGUP00000003398
ENSMODP00000005243	ENSTGUP00000013370
ENSMODP00000022995	ENSTGUP00000006052
ENSMODP00000026381	ENSTGUP00000006824
ENSMODP00000034181	ENSTGUP00000009477
ENSMODP00000017544	ENSTGUP00000005064
ENSMODP00000024633	ENSTGUP00000004079
ENSMODP00000035541	ENSTGUP00000009945
ENSMODP00000020946	ENSTGUP00000011669
ENSMODP00000034045	ENSTGUP00000007860
ENSMODP00000016656	ENSTGUP00000001950
ENSMODP00000003702	ENSTGUP00000002303
ENSMODP00000007647	ENSTGUP00000002690
ENSMODP00000017014	ENSTGUP00000011961
ENSMODP00000012124	ENSTGUP00000010093
ENSMODP00000020665	ENSTGUP00000010252
ENSMODP00000020369	ENSTGUP00000010455
ENSMODP00000022461	ENSTGUP00000012525
ENSMODP00000003119	ENSTGUP00000003340
ENSMODP00000002863	ENSTGUP00000004723
ENSMODP00000020752	ENSTGUP00000004542
ENSMODP00000008175	ENSTGUP00000012453
ENSMODP00000024753	ENSTGUP00000010441
ENSMODP00000018942	ENSTGUP00000002963
ENSMODP00000015076	ENSTGUP00000006330
ENSMODP00000003253	ENSTGUP00000003430
ENSMODP00000025473	ENSTGUP00000006701
ENSMODP00000003437	ENSTGUP00000010371
ENSMODP00000029121	ENSTGUP00000008913
ENSMODP00000006704	ENSTGUP00000012661
ENSMODP00000023455	ENSTGUP00000013255
ENSMODP00000010263	ENSTGUP00000002189
ENSMODP00000008879	ENSTGUP00000014333
ENSMODP00000022132	ENSTGUP00000001552
ENSMODP00000018243	ENSTGUP00000001967
ENSMODP00000018056	ENSTGUP00000013359
ENSMODP00000021275	ENSTGUP00000007474
ENSMODP00000018425	ENSTGUP00000002546
ENSMODP00000002910	ENSTGUP00000008198
ENSMODP00000012308	ENSTGUP00000005785
ENSMODP00000025867	ENSTGUP00000007772
ENSMODP00000010590	ENSTGUP00000011535
ENSMODP00000015459	ENSTGUP00000002585
ENSMODP00000018092	ENSTGUP00000013362
ENSMODP00000022940	ENSTGUP00000013000
ENSMODP00000014641	ENSTGUP00000002815
ENSMODP00000005874	ENSTGUP00000005222
ENSMODP00000020324	ENSTGUP00000010027
ENSMODP00000005285	ENSTGUP00000006823
ENSMODP00000022437	ENSTGUP00000013489
ENSMODP00000022205	ENSTGUP00000012085
ENSMODP00000016710	ENSTGUP00000009348
ENSMODP00000020448	ENSTGUP00000003217
ENSMODP00000008692	ENSTGUP00000010904
ENSMODP00000023980	ENSTGUP00000005158
ENSMODP00000022191	ENSTGUP00000012256
ENSMODP00000008922	ENSTGUP00000013852
ENSMODP00000013892	ENSTGUP00000017580
ENSMODP00000018279	ENSTGUP00000016569
ENSMODP00000014294	ENSTGUP00000013606
ENSMODP00000023404	ENSTGUP00000004657
ENSMODP00000021373	ENSTGUP00000002828
ENSMODP00000012513	ENSTGUP00000010381
ENSMODP00000040236	ENSTGUP00000008649
ENSMODP00000002986	ENSTGUP00000003120
ENSMODP00000012296	ENSTGUP00000011237
ENSMODP00000000378	ENSTGUP00000005063
ENSMODP00000038366	ENSTGUP00000003704
ENSMODP00000024809	ENSTGUP00000011036
ENSMODP00000014022	ENSTGUP00000006996
ENSMODP00000014575	ENSTGUP00000005589
ENSMODP00000024279	ENSTGUP00000018222
ENSMODP00000005875	ENSTGUP00000013401
ENSMODP00000001618	ENSTGUP00000005475
ENSMODP00000036502	ENSTGUP00000011964
ENSMODP00000024563	ENSTGUP00000003744
ENSMODP00000024025	ENSTGUP00000006127
ENSMODP00000005811	ENSTGUP00000014301
ENSMODP00000003913	ENSTGUP00000008302
ENSMODP00000004728	ENSTGUP00000003601
ENSMODP00000010352	ENSTGUP00000000627
ENSMODP00000023698	ENSTGUP00000004971
ENSMODP00000017820	ENSTGUP00000013332
ENSMODP00000024337	ENSTGUP00000002614
ENSMODP00000003660	ENSTGUP00000013827
ENSMODP00000009899	ENSTGUP00000001798
ENSMODP00000013908	ENSTGUP00000004039
ENSMODP00000040218	ENSTGUP00000010044
ENSMODP00000005626	ENSTGUP00000005468
ENSMODP00000021757	ENSTGUP00000001420
ENSMODP00000040369	ENSTGUP00000009452
ENSMODP00000006529	ENSTGUP00000007239
ENSMODP00000016676	ENSTGUP00000000034
ENSMODP00000029832	ENSTGUP00000005337
ENSMODP00000004926	ENSTGUP00000010385
ENSMODP00000010044	ENSTGUP00000001765
ENSMODP00000015334	ENSTGUP00000009504
ENSMODP00000016740	ENSTGUP00000006758
ENSMODP00000022080	ENSTGUP00000012157
ENSMODP00000017898	ENSTGUP00000010448
ENSMODP00000017549	ENSTGUP00000007493
ENSMODP00000019823	ENSTGUP00000017273
ENSMODP00000019964	ENSTGUP00000010325
ENSMODP00000035095	ENSTGUP00000002198
ENSMODP00000015791	ENSTGUP00000005496
ENSMODP00000021239	ENSTGUP00000017696
ENSMODP00000005014	ENSTGUP00000000829
ENSMODP00000006838	ENSTGUP00000001309
ENSMODP00000015544	ENSTGUP00000006433
ENSMODP00000016665	ENSTGUP00000009214
ENSMODP00000005224	ENSTGUP00000001423
ENSMODP00000026247	ENSTGUP00000005098
ENSMODP00000012561	ENSTGUP00000007457
ENSMODP00000009566	ENSTGUP00000013448
ENSMODP00000018670	ENSTGUP00000012707
ENSMODP00000019000	ENSTGUP00000004617
ENSMODP00000019070	ENSTGUP00000006099
ENSMODP00000003607	ENSTGUP00000007639
ENSMODP00000031186	ENSTGUP00000000319
ENSMODP00000020853	ENSTGUP00000003504
ENSMODP00000018025	ENSTGUP00000013060
ENSMODP00000008570	ENSTGUP00000009947
ENSMODP00000015315	ENSTGUP00000009702
ENSMODP00000014065	ENSTGUP00000010473
ENSMODP00000002014	ENSTGUP00000012005
ENSMODP00000018902	ENSTGUP00000002930
ENSMODP00000014011	ENSTGUP00000004953
ENSMODP00000009655	ENSTGUP00000009223
ENSMODP00000008473	ENSTGUP00000000167
ENSMODP00000000120	ENSTGUP00000011224
ENSMODP00000019410	ENSTGUP00000008312
ENSMODP00000021663	ENSTGUP00000017219
ENSMODP00000025963	ENSTGUP00000002181
ENSMODP00000024095	ENSTGUP00000006380
ENSMODP00000008525	ENSTGUP00000009156
ENSMODP00000023609	ENSTGUP00000013642
ENSMODP00000023189	ENSTGUP00000013123
ENSMODP00000000493	ENSTGUP00000013231
ENSMODP00000040913	ENSTGUP00000014832
ENSMODP00000001649	ENSTGUP00000001517
ENSMODP00000024311	ENSTGUP00000006854
ENSMODP00000010490	ENSTGUP00000010563
ENSMODP00000019306	ENSTGUP00000009091
ENSMODP00000024152	ENSTGUP00000007876
ENSMODP00000030128	ENSTGUP00000009385
ENSMODP00000010016	ENSTGUP00000008750
ENSMODP00000002450	ENSTGUP00000005809
ENSMODP00000019556	ENSTGUP00000015208
ENSMODP00000002187	ENSTGUP00000006088
ENSMODP00000024017	ENSTGUP00000006086
ENSMODP00000012164	ENSTGUP00000010123
ENSMODP00000009510	ENSTGUP00000009347
ENSMODP00000023873	ENSTGUP00000004983
ENSMODP00000016231	ENSTGUP00000005364
ENSMODP00000004236	ENSTGUP00000008235
ENSMODP00000021601	ENSTGUP00000002280
ENSMODP00000003538	ENSTGUP00000010420
ENSMODP00000024104	ENSTGUP00000002871
ENSMODP00000014508	ENSTGUP00000013484
ENSMODP00000013131	ENSTGUP00000012427
ENSMODP00000036684	ENSTGUP00000008685
ENSMODP00000000574	ENSTGUP00000001317
ENSMODP00000013425	ENSTGUP00000001532
ENSMODP00000002420	ENSTGUP00000007158
ENSMODP00000006926	ENSTGUP00000012511
ENSMODP00000035015	ENSTGUP00000011322
ENSMODP00000003809	ENSTGUP00000009866
ENSMODP00000019307	ENSTGUP00000009812
ENSMODP00000008962	ENSTGUP00000007021
ENSMODP00000022583	ENSTGUP00000012651
ENSMODP00000035727	ENSTGUP00000010990
ENSMODP00000011554	ENSTGUP00000000807
ENSMODP00000005940	ENSTGUP00000002029
ENSMODP00000014995	ENSTGUP00000010384
ENSMODP00000020155	ENSTGUP00000016555
ENSMODP00000003075	ENSTGUP00000008546
ENSMODP00000001494	ENSTGUP00000011203
ENSMODP00000009967	ENSTGUP00000011630
ENSMODP00000016807	ENSTGUP00000000057
ENSMODP00000025119	ENSTGUP00000016554
ENSMODP00000003837	ENSTGUP00000009851
ENSMODP00000010981	ENSTGUP00000015698
ENSMODP00000008924	ENSTGUP00000008997
ENSMODP00000010585	ENSTGUP00000002250
ENSMODP00000019210	ENSTGUP00000004459
ENSMODP00000021478	ENSTGUP00000002854
ENSMODP00000025319	ENSTGUP00000007006
ENSMODP00000034687	ENSTGUP00000004397
ENSMODP00000010646	ENSTGUP00000000697
ENSMODP00000008700	ENSTGUP00000010915
ENSMODP00000034953	ENSTGUP00000006117
ENSMODP00000006943	ENSTGUP00000006049
ENSMODP00000001270	ENSTGUP00000012974
ENSMODP00000019528	ENSTGUP00000001010
ENSMODP00000019840	ENSTGUP00000017327
ENSMODP00000000265	ENSTGUP00000013202
ENSMODP00000017224	ENSTGUP00000003160
ENSMODP00000008407	ENSTGUP00000012391
ENSMODP00000009624	ENSTGUP00000011267
ENSMODP00000010547	ENSTGUP00000011798
ENSMODP00000038004	ENSTGUP00000017827
ENSMODP00000015855	ENSTGUP00000004388
ENSMODP00000015147	ENSTGUP00000004815
ENSMODP00000007683	ENSTGUP00000012044
ENSMODP00000022281	ENSTGUP00000011499
ENSMODP00000018362	ENSTGUP00000013400
ENSMODP00000001155	ENSTGUP00000004098
ENSMODP00000002416	ENSTGUP00000012802
ENSMODP00000024096	ENSTGUP00000002262
ENSMODP00000012540	ENSTGUP00000006833
ENSMODP00000023770	ENSTGUP00000003343
ENSMODP00000008841	ENSTGUP00000009046
ENSMODP00000012964	ENSTGUP00000012371
ENSMODP00000026686	ENSTGUP00000006386
ENSMODP00000023717	ENSTGUP00000001829
ENSMODP00000001706	ENSTGUP00000007718
ENSMODP00000005581	ENSTGUP00000006890
ENSMODP00000005406	ENSTGUP00000007652
ENSMODP00000006601	ENSTGUP00000015832
ENSMODP00000022734	ENSTGUP00000013769
ENSMODP00000017064	ENSTGUP00000013280
ENSMODP00000029871	ENSTGUP00000012930
ENSMODP00000005543	ENSTGUP00000007608
ENSMODP00000013904	ENSTGUP00000006869
ENSMODP00000022586	ENSTGUP00000012654
ENSMODP00000024506	ENSTGUP00000002914
ENSMODP00000006860	ENSTGUP00000006066
ENSMODP00000016927	ENSTGUP00000005175
ENSMODP00000008061	ENSTGUP00000009051
ENSMODP00000038427	ENSTGUP00000002356
ENSMODP00000020910	ENSTGUP00000011620
ENSMODP00000023515	ENSTGUP00000017709
ENSMODP00000023712	ENSTGUP00000005075
ENSMODP00000015170	ENSTGUP00000004847
ENSMODP00000013409	ENSTGUP00000001522
ENSMODP00000018981	ENSTGUP00000006222
ENSMODP00000014404	ENSTGUP00000014155
ENSMODP00000023333	ENSTGUP00000013175
ENSMODP00000003143	ENSTGUP00000012894
ENSMODP00000015886	ENSTGUP00000012369
ENSMODP00000024826	ENSTGUP00000010859
ENSMODP00000026764	ENSTGUP00000009877
ENSMODP00000022654	ENSTGUP00000013803
ENSMODP00000017104	ENSTGUP00000006322
ENSMODP00000038756	ENSTGUP00000008697
ENSMODP00000009176	ENSTGUP00000012149
ENSMODP00000021225	ENSTGUP00000007326
ENSMODP00000019208	ENSTGUP00000010693
ENSMODP00000000353	ENSTGUP00000006623
ENSMODP00000019452	ENSTGUP00000002589
ENSMODP00000013098	ENSTGUP00000011840
ENSMODP00000005912	ENSTGUP00000015574
ENSMODP00000023001	ENSTGUP00000012889
ENSMODP00000013042	ENSTGUP00000012394
ENSMODP00000019021	ENSTGUP00000003912
ENSMODP00000018242	ENSTGUP00000012986
ENSMODP00000005082	ENSTGUP00000001405
ENSMODP00000026182	ENSTGUP00000006610
ENSMODP00000005951	ENSTGUP00000008800
ENSMODP00000012102	ENSTGUP00000005078
ENSMODP00000021971	ENSTGUP00000012269
ENSMODP00000012325	ENSTGUP00000001347
ENSMODP00000011162	ENSTGUP00000015164
ENSMODP00000009864	ENSTGUP00000007662
ENSMODP00000001913	ENSTGUP00000008034
ENSMODP00000005813	ENSTGUP00000007636
ENSMODP00000022839	ENSTGUP00000012831
ENSMODP00000003102	ENSTGUP00000016891
ENSMODP00000000235	ENSTGUP00000011105
ENSMODP00000001352	ENSTGUP00000005269
ENSMODP00000029804	ENSTGUP00000006361
ENSMODP00000008864	ENSTGUP00000008811
ENSMODP00000011242	ENSTGUP00000003954
ENSMODP00000001615	ENSTGUP00000011247
ENSMODP00000022344	ENSTGUP00000012398
ENSMODP00000003477	ENSTGUP00000007098
ENSMODP00000000655	ENSTGUP00000003777
ENSMODP00000002778	ENSTGUP00000014042
